,Concept_ID,pt,os
95,Raureif::N,geada,халас
96,Regenbogen::N,arco-iris,арвырон
97,Regenbogen::N,arco-iris,арвырдын
98,Donner::N,trovão,æрвнæрын
99,Strömung::N,corrente,цыд
100,Tropfen::N,gota,æртах
101,Schaum::N,espuma,фынк
102,Schmutz::N,sujidade,цъыф
103,Schmutz::N,imundície,цъыф
104,See::N,lago,цад
105,Sumpf::N,charco,цъыфдзаст
106,Sumpf::N,pântano,цъыфдзаст
107,Moor::N,pântano,цъыфдзаст
108,Wiese::N,prado,уыгӕрдӕн
109,Wald::N,bosque,хъӕд
110,Wald::N,floresta,хъӕд
111,Hügel::N,colina,обау
112,Hügel::N,colina,къуыбыр
113,Anhöhe::N,alto,уæлвæз
114,Anhöhe::N,alto,уæлхох
115,Anhöhe::N,outeiro,уæлвæз
116,Anhöhe::N,outeiro,уæлхох
117,Berg::N,monte,хох
118,Berg::N,montanha,хох
119,Gipfel::N,pico,цъупп
120,Höhle::N,caverna,лӕгӕт
121,Abhang::N,encosta,къул
122,Quelle::N,fonte,суадон
123,Bach::N,regato,мӕсчъыдон
124,Bach::N,ribeiro,мӕсчъыдон
125,Fluss::N,rio,дон
126,Fluss::N,rio,цӕугӕдон
127,Ufer::N,beira,был
128,Küste::N,costa,донбыл
129,Festland::N,terra firme,сурзæхх
130,Meer::N,mar,денджыз
131,Bucht::N,baía,донбакæлæн
132,Insel::N,ilha,сакъадах
133,Blume::N,flor,дидинӕг
134,Gras::N,erva,кӕрдӕг
135,Wurzel::N,raiz,уидаг
136,Baum::N,árvore,бӕлас
137,Stamm::N,tronco,хӕтӕл
138,Rinde::N,casca,цъар
139,Ast::N,ramo,арх
140,Zweig::N,galho,къалиу
141,Blatt::N,folha,сыф
142,Birke::N,bétula,бæрз
143,Kiefer[Baum]::N,pinheiro,нӕзы
144,Weide[Baum]::N,salgueiro,хӕрис
145,Tanne::N,abeto,наз
146,Horn::N,corno,сыкъа
147,Horn::N,chifre,сыкъа
148,Feder::N,pena,сис
149,Fell::N,pele,царм
150,Flügel::N,asa,базыр
151,Klaue::N,pata,ных
152,Kralle::N,unha,дзӕмбы
153,Kralle::N,garra,дзӕмбы
154,Schwanz::N,rabo,къӕдзил
155,Schwanz::N,cauda,къӕдзил
156,Ei::N,ovo,айк
157,Nest::N,ninho,ахстон
158,Bau::N,toca,хуынкъ
159,Bau::N,covil,хуынкъ
160,Tier::N,animal,сырд
161,Tier::N,animal,цӕрӕгой
162,Herde::N,rebanho,дзуг
163,Herde::N,rebanho,рӕгъау
164,Kuh::N,vaca,хъуг
165,Bulle::N,touro,гал
166,Pferd::N,cavalo,бӕх
167,Schaf::N,ovelha,фыс
168,Schwein::N,porco,хуы
169,Hund::N,cão,куыдз
170,Katze::N,gata,гӕды
171,Bär::N,urso,арс
172,Eichhörnchen::N,esquilo,æхсæрæг
173,Elch::N,alce,цæгатаг саг
174,Fuchs::N,raposa,рувас
175,Hase::N,lebre,тæрхъус
176,Maus::N,rato,мыст
177,Wolf::N,lobo,бирӕгъ
178,Vogel::N,ave,цъиу
179,Vogel::N,ave,маргъ
180,Vogel::N,pássaro,цъиу
181,Vogel::N,pássaro,маргъ
182,Schwarm::N,bando,бал
183,Schwarm::N,enxame,бал
184,Huhn::N,galinha,карк
185,Hahn::N,galo,уасӕг
186,Gans::N,ganso,хъаз
187,Adler::N,águia,цӕргӕс
188,Ente::N,pata,ацц
189,Eule::N,mocho, уыг
190,Eule::N,mocho,сидахъ
191,Eule::N,coruja, уыг
192,Eule::N,coruja,сидахъ
193,Kranich::N,grou,зырнæг
194,Kranich::N,grou,хърихъупп
195,Krähe::N,gralha,халон
196,Kuckuck::N,cuco,гаккук
197,Schwan::N,cisne,доныхъаз
198,Fisch::N,peixe,кӕсаг
199,Barsch::N,perca,окунь
200,Hecht::N,lúcio,хихор кӕсаг
201,Schlange[Tier]::N,serpente,калм
202,Wurm::N,verme,зулкъ
203,Wurm::N,verme,къуыдыргалм
204,Spinne::N,aranha,хӕлуарӕг
205,Ameise::N,formiga,мæлдзыг
206,Laus::N,piolho,сыст
207,Mücke::N,mosquito,къогъо
208,Fliege::N,mosca,бындз
209,Schmetterling::N,borboleta,гæлæбу
210,Beere::N,bago,гагадыргъ
211,Apfel::N,maçã,фӕткъуы
212,Pilz::N,fungo,зокъо
213,Pilz::N,fungo,къозо
214,Pilz::N,cogumelo,зокъо
215,Pilz::N,cogumelo,къозо
216,Zwiebel::N,cebola,хъӕдындз
217,Saat::N,sementeira,тауинаг
218,Saat::N,sementeira,мыггаг
219,Korn::N,grão,мыггаг
220,Korn::N,grão,тауинаг
221,Heu::N,feno,хос
222,Schale::N,casca,цъар
223,Grube::N,cova,урм
224,Grube::N,cova,къахт
225,Grube::N,cova,дзыхъхъ
226,Grube::N,fossa,урм
227,Grube::N,fossa,къахт
228,Grube::N,fossa,дзыхъхъ
229,Falle::N,armadilha,цъысым
230,Falle::N,armadilha,къӕппӕг
231,Schlinge::N,laço,цасм
232,Spur::N,pista,фæд
233,Spur::N,vestígio,фæд
234,Asche::N,cinza,фӕнык
235,Asche::N,cinza,ӕртхутӕг
236,Dreck::N,sujidade,цъыф
237,Eisen::N,ferro,ӕфсӕйнаг
238,Gold::N,ouro,сыгъзӕрин
239,Silber::N,prata,ӕвзист
240,Kohle::N,carvão,ӕвзалы
241,Glas::N,vidro,авг
242,Lehm::N,barro,ӕлыг
243,Lehm::N,argila,ӕлыг
244,Sand::N,areia,змис
245,Mensch::N,homem,лӕг
246,Mensch::N,homem,адӕймаг
247,Mensch::N,homem,удгоймаг
248,Mensch::N,pessoa,лӕг
249,Mensch::N,pessoa,адӕймаг
250,Mensch::N,pessoa,удгоймаг
251,Mann::N,homem,лӕг
252,Mann::N,homem,нӕлгоймаг
253,Frau::N,mulher,сылгоймаг
254,Kind::N,filho,сывӕллон
255,Kind::N,criança,сывӕллон
256,Junge::N,rapaz,лӕппу
257,Junge::N,menino,лӕппу
258,Mädchen::N,menina,чызг
259,Mädchen::N,rapariga,чызг
260,Familie::N,família,бинонтæ
261,Großvater::N,avô,фыдыфыд
262,Großvater::N,avô,мадыфыд
263,Großmutter::N,avó,фыды мад
264,Großmutter::N,avó,мады мад
265,Eltern::N,pais,ныййарджытæ
266,Vater::N,pai,фыд
267,Mutter::N,mãe,мад
268,Sohn::N,filho,фырт
269,Tochter::N,filha,чызг
270,Bruder::N,irmão,ӕфсымӕр
271,Schwester::N,irmã,хо
272,Onkel::N,tio,фыдыфсымӕр
273,Tante::N,tia,мадыхо
274,Ehemann::N,esposo,мой
275,Ehefrau::N,esposa,ус
276,Freude::N,prazer,цин
277,Freude::N,prazer,циндзинад
278,Freude::N,alegria,цин
279,Freude::N,alegria,циндзинад
280,Gelächter::N,risada,худын
281,Gelächter::N,risada,худт
282,Gelächter::N,risada,худæг
283,Gelächter::N,gargalhada,худын
284,Gelächter::N,gargalhada,худт
285,Gelächter::N,gargalhada,худæг
286,Glück::N,felicidade,амонд
287,Kummer::N,aflição,хъыг
288,Kummer::N,desgosto,хъыг
289,Wunsch::N,desejo,бӕллиц
290,Lust::N,vontade,монц
291,Geist::N,mente,уд
292,Geist::N,espírito,уд
293,Gedanke::N,ideia,хъуыды
294,Gedanke::N,pensamento,хъуыды
295,Gedächtnis::N,memória,мысæн
296,Gedächtnis::N,memória,мысын
297,Gedächtnis::N,memória,зæрдылдарын
298,Verstand::N,razão,зонд
299,Verstand::N,inteligência,зонд
300,Sinn::N,sentido,нысаниуæг
301,Sinn::N,significado,нысаниуæг
302,Grund::N,causa,ӕфсон
303,Grund::N,motivo,ӕфсон
304,Wahrheit::N,verdade,æцæг
305,Gespräch::N,conversa,ныхас
306,Gespräch::N,conversação,ныхас
307,Märchen::N,conto,аргъау
308,Erzählung::N,conto,радзырд
309,Erzählung::N,narrativa,радзырд
310,Nachricht::N,mensagem,уац
311,Neuigkeit::N,notícia,хабар
312,Neuigkeit::N,novidade,хабар
313,Name::N,nome,ном
314,Rätsel::N,adivinha,уыци-уыци
315,Rätsel::N,adivinha,базон-базон
316,Rede::N,oração,раныхас
317,Rede::N,discurso,раныхас
318,Sprache::N,língua,ӕвзаг
319,Stimme::N,voz,хъӕлӕс
320,Wort::N,palavra,дзырд
321,Zeichen::N,marca,нысан
322,Ruf::N,grito,сидт
323,Ruf::N,chamada,сидт
324,Lärm::N,ruído,уынæр
325,Lärm::N,barulho,уынæр
326,Laut::N,som,зӕл
327,Laut::N,som,мыр
328,Ton::N,tom,мыр
329,Lied::N,canção,зарӕг
330,Ruhe::N,calma,æнцой
331,Ruhe::N,silêncio,æнцой
332,Leute::N,gente,адӕм
333,Leute::N,pessoas,адӕм
334,Volk::N,povo,адӕм
335,Volk::N,nação,адӕм
336,Arbeit::N,trabalho,фӕллой
337,Gast::N,hóspede,уазӕг
338,Gast::N,convidado,уазӕг
339,Geschenk::N,prenda,хуын
340,Geschenk::N,presente,хуын
341,Spiel::N,jogo,хъазт
342,Gesellschaft::N,companhia,дзыллæ
343,Gesellschaft::N,companhia,æхсæнад
344,Hilfe::N,ajuda,æххуыс
345,Hilfe::N,ajuda,ахъаз
346,Hilfe::N,socorro,æххуыс
347,Hilfe::N,socorro,ахъаз
348,Freund::N,amigo,лымӕн
349,Kamerad::N,camarada,ӕмбал
350,Angelegenheit::N,assunto,хъуыддаг
351,Anzahl::N,número,бӕрц
352,Anzahl::N,quantidade,бӕрц
353,Art::N,tipo,хуыз
354,Art::N,tipo,хуызад
355,Art::N,espécie,хуыз
356,Art::N,espécie,хуызад
357,Stück::N,pedaço,кæрдих
358,Stück::N,pedaço,комдзаг
359,Teil::N,peça,хай
360,Teil::N,parte,хай
361,Hälfte::N,metade,æрдæг
362,Hälfte::N,metade,æмбис
363,Kreis::N,círculo,зиллакк
364,Kreuz::N,cruz,дзуар
365,Linie::N,linha,хахх
366,Strich::N,traço,хахх
367,Abstand::N,distância,æхсæнуат
368,Entfernung::N,distância,дæрддзæг
369,Entfernung::N,distância,дардцæг
370,Gegend::N,área,ран
371,Gegend::N,região,ран
372,Platz::N,lugar,бууат
373,Ort::N,sítio,ран
374,Ort::N,sítio,бынат
375,Seite::N,lado,фахс
376,Mitte::N,meio,астӕу
377,Gegenstand::N,objecto,дзаума
378,Sache::N,coisa,дзаума
379,Rand::N,bordo,кӕрон
380,Rand::N,margem,кӕрон
381,Kante::N,borda,фӕрск
382,Kante::N,aresta,фӕрск
383,Ecke::N,esquina,тигъ
384,Ecke::N,esquina,фисын
385,Spitze::N,ponta,бырынкъ
386,Ende::N,cabo,кӕрон
387,Ende::N,extremo,кӕрон
388,Loch::N,furo,хуынкъ
389,Loch::N,buraco,хуынкъ
390,Winkel::N,canto,къуым
391,Winkel::N,ângulo,къуым
392,Muster::N,padrão,нывæфтыд
393,Muster::N,padrão,кæдзист
394,Muster::N,desenho,нывæфтыд
395,Muster::N,desenho,кæдзист
396,Größe::N,tamanho,ас
397,Länge::N,comprimento,дӕргъ
398,Höhe::N,altura,бæрзонд
399,Höhe::N,altura,бæрзæнд
400,Höhe::N,altura,бæрзонддзинад
401,Höhe::N,altitude,бæрзонд
402,Höhe::N,altitude,бæрзæнд
403,Höhe::N,altitude,бæрзонддзинад
404,Gewicht::N,peso,уӕз
405,Menge::N,quantidade,бӕрц
406,Haufen::N,pilha,кӕри
407,Reihe::N,fila,рӕнхъ
408,Boot::N,barco,чема
409,Ruder::N,remo,къохар
410,Schlitten::N,trenó,дзоныгъ
411,Ski::N,esqui,къахдзоныгътæ
412,Ski::N,esqui,лыжæтæ
413,Lagerfeuer::N,fogueira,арт
414,Last::N,carga,уаргъ
415,Gang::N,curso,цыд
416,Gang::N,caminhada,цыд
417,Schritt::N,passo,санчъех
418,Schritt::N,passo,къахдзӕф
419,Norden::N,norte,цæгат
420,Süden::N,sul,хуссар
421,Westen::N,oeste,ныгуылæн
422,Westen::N,ocidente,ныгуылæн
423,Osten::N,este,скæсæн
424,Osten::N,leste,скæсæн
425,Osten::N,oriente,скæсæн
426,Holz::N,madeira,хъӕдӕрмӕг
427,Brett::N,tábua,фæйнæг
428,Brett::N,prancha,фæйнæг
429,Platte::N,laje,къӕй
430,Platte::N,chapa,къӕй
431,Stütze::N,apoio,быцæу
432,Stütze::N,suporte,быцæу
433,Stange::N,vara,хъил
434,Stange::N,barra,хъил
435,Stock::N,pau,лӕдзӕг
436,Stock::N,bengala,лӕдзӕг
437,Stab::N,bastão,хъил
438,Rohr::N,cano,хӕтӕл
439,Haus::N,casa,хӕдзар
440,Heim::N,lar,къона
441,Heim::N,casa,къона
442,Ofen::N,estufa,пец
443,Ofen::N,aquecedor,пец
444,Fußboden::N,piso,астӕрд
445,Tisch::N,mesa,стъол
446,Stuhl::N,cadeira,бандон
447,Wiege::N,berço,авдæн
448,Bett::N,cama,сынтӕг
449,Regal::N,estante,тӕрхӕг
450,Regal::N,estante,уӕлвӕйнӕг
451,Regal::N,prateleira,тӕрхӕг
452,Regal::N,prateleira,уӕлвӕйнӕг
453,Kiste::N,caixa,асыкк
454,Fenster::N,janela,рудзынг
455,Fenster::N,janela,фæрссаг
456,Tür::N,porta,дуар
457,Tor::N,portão,кулдуар
458,Zaun::N,cerca,æмбонд
459,Zaun::N,cerca,быру
460,Zaun::N,cerca,гæрæн
461,Zaun::N,vedação,æмбонд
462,Zaun::N,vedação,быру
463,Zaun::N,vedação,гæрæн
464,Dach::N,telhado,уӕлхӕдзар
465,Leiter::N,escada,асин
466,Leiter::N,escada móvel,асин
467,Besen::N,vassoura,уисой
468,Spaten::N,pá,бел
469,Schaufel::N,pá,æвгæнæн
470,Schaufel::N,pá,кæфой
471,Gabel::N,garfo,вилкæ
472,Löffel::N,colher,уидыг
473,Messer::N,faca,кард
474,Nagel::N,cravo,зӕгӕл
475,Netz::N,rede,хыз
476,Haken::N,gancho,хæдз
477,Haken::N,gancho,хæбырæгъ
478,Griff::N,asa,фистон
479,Griff::N,cabo,фистон
480,Schloss::N,fechadura,гуыдыр
481,Bild::N,imagem,ныв
482,Figur::N,figura,кæрдгæныв
483,Puppe::N,boneca,чындз
484,Beutel::N,saco,дзӕкъул
485,Beutel::N,bolsa,дзӕкъул
486,Bündel::N,fardo,баст
487,Tasche::N,saco,хызын
488,Tasche::N,saco,дзæкъул
489,Tasche::N,bolso,хызын
490,Tasche::N,bolso,дзæкъул
491,Eimer::N,balde,къæрта
492,Eimer::N,balde,чъыбыла
493,Eimer::N,balde,ведра
494,Deckel::N,tampa,сæр
495,Deckel::N,tampa,æмбæрзæн
496,Geschirr::N,louça,мигæнæн
497,Geschirr::N,louça,мигæнæнтæ
498,Sack::N,saca,голлаг
499,Tasse::N,chávena,пиала
500,Tasse::N,chávena,къус
501,Topf::N,tacho,аг
502,Topf::N,tacho,чысыл аг
503,Topf::N,panela,аг
504,Topf::N,panela,чысыл аг
505,Kessel::N,caldeira,аг
506,Essen::N,refeição,хӕрд
507,Nahrung::N,comida,хойраг
508,Nahrung::N,alimento,хойраг
509,Speise::N,prato,хӕринаг
510,Fleisch::N,carne,дзидза
511,Fleisch::N,carne,фыдызгъӕл
512,Getreide::N,cereais,халсар
513,Brei::N,puré,кас
514,Brot::N,pão,дзул
515,Scheibe::N,fatia,къӕбӕр
516,Fett::N,banha,сой
517,Fett::N,gordura,сой
518,Butter::N,manteiga,нӕлхӕ
519,Öl::N,azeite,зети
520,Salz::N,sal,цӕхх
521,Suppe::N,sopa,бас
522,Suppe::N,caldo,бас
523,Honig::N,mel,мыд
524,Milch::N,leite,ӕхсыр
525,Tee::N,chá,цай
526,Leder::N,couro,мæскуы
527,Wolle::N,lã,фӕсмын
528,Stoff::N,pano,хъуымац
529,Stoff::N,tecido,хъуымац
530,Nadel::N,agulha,судзин
531,Faden::N,fio,ӕндах
532,Knopf::N,botão,цӕппӕр
533,Knoten::N,nó,ӕлхынцъ
534,Farbe::N,corante,ахорæн
535,Kleidung::N,roupa,дарӕс
536,Kleidung::N,vestuário,дарӕс
537,Hemd::N,camisa,хӕдон
538,Kragen::N,gola,æфцæггот
539,Ärmel::N,manga,дыс
540,Hose::N,calça,хæлаф
541,Hose::N,calça,æддаг хæлаф
542,Hose::N,calça,салбар
543,Gürtel::N,cinto,рон
544,Mütze::N,boné,худ
545,Mütze::N,barrete,худ
546,Schuh::N,sapato,басмахъ
547,Stiefel::N,bota,цырыхъхъ
548,Ring::N,anel,къухдарӕн
549,Band::N,fita,лент
550,Band::N,faixa,лент
551,Kamm::N,pente,сӕрвасӕн
552,Spiegel::N,espelho,айдæн
553,Spiegel::N,espelho,кæсæн
554,Riemen::N,correia,гӕрз
555,Schnur::N,corda,бӕндӕн
556,Schnur::N,cordel,бӕндӕн
557,Leine::N,trela,
558,Decke::N,cobertor,хъӕццул
559,Kissen::N,almofada,баз
560,Tuch::N,pano,кæлмæрзæн
561,Tuch::N,pano,кæрдæн
562,Handtuch::N,toalha,хисæрфæн
563,Kraft::N,força,тых
564,Kraft::N,força,хъомыс
565,Stärke::N,força,тых
566,Stärke::N,força,æхсар
567,Gesundheit::N,saúde,æнæниздзинад
568,Krankheit::N,doença,низ
569,Krankheit::N,doença,рын
570,Krankheit::N,enfermidade,низ
571,Krankheit::N,enfermidade,рын
572,Schmerz::N,dor,рис
573,Wunde::N,chaga,цӕф
574,Wunde::N,ferida,цӕф
575,Fieber::N,febre,ризӕг
576,Fieber::N,febre,тӕфсӕг
577,Arznei::N,remédio,хос
578,Brücke::N,ponte,хид
579,Brunnen::N,poço,цъай
580,Weide::N,pastagem,хизæн
581,Weide::N,pastagem,хизæнуат
582,Weide::N,pastagem,сæрвæт
583,Pfad::N,senda,къахвæндаг
584,Pfad::N,senda,къахвæд
585,Pfad::N,trilho,къахвæндаг
586,Pfad::N,trilho,къахвæд
587,Weg::N,caminho,фӕндаг
588,Straße::N,via,фӕндаг
589,Straße::N,estrada,фӕндаг
590,Dorf::N,aldeia,хъӕу
591,Stadt::N,cidade,сахар
592,Brief::N,carta,фыстӕг
593,Buch::N,livro,чиныг
594,Buchstabe::N,letra,дамгъӕ
595,Zeitung::N,jornal,газет
596,Leben::N,vida,цард
597,Leben::N,vida,цӕрӕнбон
598,Tod::N,morte,мæлæт
599,Tod::N,morte,адзал
600,Grab::N,túmulo,ингӕн
601,Grab::N,sepultura,ингӕн
602,Kirche::N,igreja,аргъуан
603,Sünde::N,pecado,тæригъæд
604,Gott::N,deus,хуыцау
605,Arbeiter::N,operário,кусæг
606,Arbeiter::N,trabalhador,кусæг
607,Chef::N,chefe,ӕмцег
608,Chef::N,patrão,ӕмцег
609,Meister::N,mestre,мастер
610,Meister::N,mestre,дæсны
611,Arzt::N,médico,хосгæнæг
612,Arzt::N,médico,дохтыр
613,Lehrer::N,professor,ахуыргæнæг
614,Geld::N,dinheiro,ӕхца
615,Geschäft::N,negócio,бизнес
616,Geschäft::N,negócio,хъуыддаг
617,Laden::N,loja,дукани
618,Preis::N,preço,аргъ
619,Ware::N,mercadoria,базайраг
620,Nutzen::N,proveito,пайда
621,Reichtum::N,riqueza,хъæздыгдзинад
622,Reichtum::N,riqueza,исбон
623,Reichtum::N,riqueza,мулк
624,Welt::N,mundo,дуне
625,Land::N,país,бӕстӕ
626,Staat::N,Estado,паддзахад
627,König::N,rei,къарол
628,Macht::N,poder,хицаудзинад
629,Macht::N,potência,хицаудзинад
630,Grenze::N,fronteira,арӕн
631,Krieg::N,guerra,хӕст
632,Feind::N,inimigo,знаг
633,Feind::N,inimigo,фыдгул
634,Feind::N,inimigo,фыдзæрдæ
635,Feind::N,inimigo,сон
636,Gewalt::N,violência,тыхми
637,Gewalt::N,violência,тыхдзинад
638,Kampf::N,luta,хæст
639,Kampf::N,luta,хъæбысæйхæст
640,Kampf::N,luta,тох
641,Kampf::N,combate,хæст
642,Kampf::N,combate,хъæбысæйхæст
643,Kampf::N,combate,тох
644,Bogen[Waffe]::N,arco,ӕрдын
645,Pfeil::N,seta,фат
646,Pfeil::N,flecha,фат
647,Gewehr::N,espingarda,топп
648,Fehler::N,erro,рӕдыд
649,Fehler::N,falha,рӕдыд
650,Lüge::N,mentira,мӕнг
651,Lüge::N,mentira,гӕдыдзинад
652,Schaden::N,dano,зиан
653,Schaden::N,estrago,зиан
654,Unglück::N,desgraça,бæллæх
655,Schuld::N,culpa,азым
656,Alter::N,idade,кар
657,Schluss::N,fim,кæрон
658,Zeit::N,tempo,рӕстӕг
659,Tag::N,dia,бон
660,Morgen::N,manhã,райсом
661,Mittag::N,meio-dia,æмбисбон
662,Abend::N,noite,изӕр
663,Abend::N,tardinha,изӕр
664,Nacht::N,noite,ӕхсӕв
665,Woche::N,semana,къуыри
666,Monat::N,mês,мӕй
667,Jahr::N,ano,аз
668,Jahr::N,ano,афӕдз
669,Frühling::N,primavera,уалдзæг
670,Sommer::N,verão,сӕрд
671,Herbst::N,outono,фæззæг
672,Winter::N,inverno,зымӕг
673,Januar::N,Janeiro,январь
674,Februar::N,Fevereiro,февраль
675,März::N,Março,мартъи
676,April::N,Abril,апрель
677,Mai::N,Maio,май
678,Juni::N,Junho,июнь
679,Juli::N,Julho,июль
680,August::N,Agosto,август
681,September::N,Setembro,сентябрь
682,Oktober::N,Outubro,октябрь
683,November::N,Novembro,ноябрь
684,Dezember::N,Dezembro,декабрь
685,Montag::N,segunda-feira,къуырисæр
686,Dienstag::N,terça-feira,дыццæг
687,Mittwoch::N,quarta-feira,æртыццæг
688,Donnerstag::N,quinta-feira,цыппæрæм
689,Freitag::N,sexta-feira,майрæмбон
690,Samstag::N,sábado,сабат
691,Sonntag::N,domingo,хуыцаубон
692,groß::A,grande,дынджыр
693,klein::A,pequeno,гыццыл
694,lang::A,comprido,даргъ
695,kurz::A,curto,цыбыр
696,breit::A,largo,фӕтӕн
697,schmal::A,estreito,нарӕг
698,schmal::A,estreito,уынгӕг
699,dicht::A,denso,бæзджын
700,dicht::A,denso,тар
701,dick[Gegenstand]::A,grosso,сӕвджын
702,dünn::A,delgado,тæнæг
703,fein::A,fino,лыстӕг
704,fein::A,subtil,лыстӕг
705,fest::A,firme,фидар
706,fest::A,firme,хъӕддых
707,fest::A,sólido,фидар
708,fest::A,sólido,хъӕддых
709,flach::A,plano,тъӕпӕн
710,glatt::A,liso,лӕгъз
711,hart::A,duro,хъӕбӕр
712,weich::A,mole,фӕлмӕн
713,rund::A,redondo,тымбыл
714,spitz::A,agudo,цыргъбырынкъ
715,spitz::A,agudo,цыргъфындз
716,scharf::A,afiado,цыргъ
717,stumpf::A,rombo,къуымых
718,schwer::A,pesado,уӕззау
719,schön::A,belo,аив
720,schön::A,belo,рӕсугъд
721,schön::A,bonito,аив
722,schön::A,bonito,рӕсугъд
723,heiß::A,quente,тӕвд
724,warm::A,quente,хъарм
725,kalt::A,frio,уазал
726,kühl::A,fresco,сатæг
727,kühl::A,fresco,уазалгомау
728,frisch::A,fresco,сатæг
729,feucht::A,húmido,уымӕл
730,nass::A,molhado,хуылыдз
731,trocken::A,seco,хус
732,voll::A,cheio,дзаг
733,voll::A,cheio,йедзаг 
734,leer::A,vazio,афтид
735,offen::A,aberto,гом
736,geschlossen::A,fechado,æхгæд
737,sauber::A,limpo,сыгъдæг
738,schmutzig::A,sujo,чъиллон
739,roh::A,cru,хом
740,reif::A,maduro,рӕгъӕд
741,lecker::A,delicioso,хӕрзад
742,süß::A,doce,адджын
743,bitter::A,amargo,судзаг
744,sauer::A,azedo,туаг
745,hell::A,claro,рухс
746,dunkel::A,escuro,талынг
747,dunkel::A,sombrio,талынг
748,schwarz::A,preto,сау
749,weiß::A,branco,урс
750,rot::A,vermelho,сырх
751,gelb::A,amarelo,бур
752,blau::A,azul,цъӕх
753,grün::A,verde,цъӕх
754,grün::A,verde,кӕрдӕгхуыз
755,grau::A,cinzento,цъӕх
756,grau::A,cinzento,фӕныкхуыз
757,bunt::A,colorido,хъулон
758,bunt::A,colorido,гæрæм
759,billig::A,barato,аслам
760,teuer::A,caro,зынаргъ
761,wertvoll::A,valioso,зынаргъ
762,wertvoll::A,precioso,зынаргъ
763,blind::A,cego,куырм
764,taub::A,surdo,къуырма
765,kräftig::A,forte,домбай
766,kräftig::A,forte,тыхджын
767,kräftig::A,poderoso,домбай
768,kräftig::A,poderoso,тыхджын
769,stark::A,forte,тыхджын
