,Concept_ID,sk,fi
160,Fell::N,koža,talja
161,Fell::N,kožušina,talja
162,Flügel::N,krídlo,siipi
163,Klaue::N,paznecht,kynsi
164,Kralle::N,pazúr,kynsi
165,Schwanz::N,chvost,häntä
166,Schwanz::N,chvost,pyrstö
167,Ei::N,vajce,muna
168,Ei::N,vajíčko,muna
169,Nest::N,hniezdo,pesä
170,Bau::N,nora,pesä
171,Tier::N,zviera,eläin
172,Herde::N,stádo,lauma
173,Kuh::N,krava,lehmä
174,Bulle::N,býk,sonni
175,Pferd::N,kôň,hevonen
176,Schaf::N,ovca,lammas
177,Schwein::N,sviňa,sika
178,Hund::N,pes,koira
179,Katze::N,mačka,kissa
180,Bär::N,medveď,karhu
181,Eichhörnchen::N,veverička,orava
182,Elch::N,los,hirvi
183,Fuchs::N,líška,kettu
184,Hase::N,zajac,jänis
185,Maus::N,myš,hiiri
186,Wolf::N,vlk,susi
187,Vogel::N,vták,lintu
188,Schwarm::N,roj,parvi
189,Huhn::N,kurča,kana
190,Huhn::N,sliepka,kana
191,Hahn::N,kohút,kukko
192,Gans::N,hus,hanhi
193,Adler::N,orol,kotka
194,Ente::N,kačka,ankka
195,Ente::N,kačica,ankka
196,Eule::N,sova,pöllö
197,Kranich::N,žeriav,kurki
198,Krähe::N,vrana,varis
199,Kuckuck::N,kukučka,käki
200,Schwan::N,labuť,joutsen
201,Fisch::N,ryba,kala
202,Barsch::N,ostriež,ahven
203,Hecht::N,šťuka,hauki
204,Schlange[Tier]::N,had,käärme
205,Wurm::N,červ,mato
206,Spinne::N,pavúk,hämähäkki
207,Ameise::N,mravec,muurahainen
208,Laus::N,voš,täi
209,Mücke::N,komár,sääski
210,Mücke::N,komár,hyttynen
211,Fliege::N,mucha,kärpänen
212,Schmetterling::N,motýľ,perhonen
213,Beere::N,bobuľa,marja
214,Apfel::N,jablko,omena
215,Pilz::N,hríb,sieni
216,Zwiebel::N,cibuľa,sipuli
217,Saat::N,osivo,siemenet
218,Korn::N,zrno,jyvä
219,Korn::N,zrno,vilja
220,Heu::N,seno,heinä
221,Schale::N,šupa,kuori
222,Schale::N,škrupina,kuori
223,Grube::N,jama,kuoppa
224,Falle::N,pasca,loukku
225,Falle::N,klepec,loukku
226,Schlinge::N,slučka,ansa
227,Spur::N,stopa,jälki
228,Asche::N,popol,tuhka
229,Dreck::N,kal,lika
230,Dreck::N,blato,lika
231,Eisen::N,železo,rauta
232,Gold::N,zlato,kulta
233,Silber::N,striebro,hopea
234,Kohle::N,uhlie,hiili
235,Glas::N,sklo,lasi
236,Lehm::N,íl,savi
237,Lehm::N,hlina,savi
238,Sand::N,piesok,hiekka
239,Mensch::N,človek,ihminen
240,Mann::N,muž,mies
241,Mann::N,chlap,mies
242,Frau::N,žena,nainen
243,Kind::N,dieťa,lapsi
244,Junge::N,chlapec,poika
245,Mädchen::N,dievka,tyttö
246,Familie::N,rodina,perhe
247,Großvater::N,dedo,isoisä
248,Großvater::N,starý otec,isoisä
249,Großmutter::N,babička,isoäiti
250,Großmutter::N,stará mať,isoäiti
251,Eltern::N,rodičia,vanhemmat
252,Vater::N,otec,isä
253,Mutter::N,mať,äiti
254,Mutter::N,matka,äiti
255,Sohn::N,syn,poika
256,Tochter::N,dcéra,tytär
257,Bruder::N,brat,veli
258,Schwester::N,sestra,sisko
259,Onkel::N,ujo,eno
260,Onkel::N,ujo,setä
261,Onkel::N,strýko,eno
262,Onkel::N,strýko,setä
263,Tante::N,teta,täti
264,Tante::N,tetka,täti
265,Ehemann::N,muž,mies
266,Ehemann::N,muž,aviomies
267,Ehemann::N,manžel,mies
268,Ehemann::N,manžel,aviomies
269,Ehefrau::N,žena,vaimo
270,Ehefrau::N,žena,aviovaimo
271,Ehefrau::N,manželka,vaimo
272,Ehefrau::N,manželka,aviovaimo
273,Freude::N,radosť,ilo
274,Freude::N,radosť,riemu
275,Gelächter::N,smiech,nauru
276,Glück::N,šťastie,onni
277,Kummer::N,žiaľ,suru
278,Kummer::N,žiaľ,murhe
279,Kummer::N,zármutok,suru
280,Kummer::N,zármutok,murhe
281,Wunsch::N,prianie,toive
282,Wunsch::N,prianie,toivomus
283,Lust::N,chuť,himo
284,Geist::N,duch,henki
285,Gedanke::N,myšlienka,aate
286,Gedanke::N,myšlienka,ajatus
287,Gedächtnis::N,pamäť,muisti
288,Verstand::N,rozum,äly
289,Verstand::N,rozum,järki
290,Verstand::N,rozum,ymmärrys
291,Sinn::N,zmysel,merkitys
292,Grund::N,dôvod,syy
293,Grund::N,dôvod,peruste
294,Grund::N,príčina,syy
295,Grund::N,príčina,peruste
296,Wahrheit::N,pravda,tosi
297,Wahrheit::N,pravda,totuus
298,Gespräch::N,reč,puhelu
299,Gespräch::N,reč,keskustelu
300,Gespräch::N,rozhovor,puhelu
301,Gespräch::N,rozhovor,keskustelu
302,Märchen::N,rozprávka,satu
303,Erzählung::N,poviedka,tarina
304,Erzählung::N,poviedka,kertomus
305,Nachricht::N,správa,tieto
306,Nachricht::N,správa,ilmoitus
307,Neuigkeit::N,novinka,uutinen
308,Name::N,meno,nimi
309,Rätsel::N,záhada,arvoitus
310,Rätsel::N,hádanka,arvoitus
311,Rede::N,reč,puhe
312,Sprache::N,reč,kieli
313,Sprache::N,jazyk,kieli
314,Stimme::N,hlas,ääni
315,Wort::N,slovo,sana
316,Zeichen::N,znak,merkki
317,Ruf::N,volanie,kutsu
318,Ruf::N,zavolanie,kutsu
319,Lärm::N,hluk,melu
320,Lärm::N,hluk,hälinä
321,Lärm::N,hurhaj,melu
322,Lärm::N,hurhaj,hälinä
323,Laut::N,zvuk,ääni
324,Ton::N,tón,sävel
325,Ton::N,zvuk,sävel
326,Lied::N,pieseň,laulu
327,Ruhe::N,pokoj,lepo
328,Ruhe::N,pokoj,rauha
329,Leute::N,ľudia,väki
330,Leute::N,ľudia,ihmiset
331,Volk::N,ľud,kansa
332,Volk::N,národ,kansa
333,Arbeit::N,práca,työ
334,Arbeit::N,robota,työ
335,Gast::N,hosť,vieras
336,Geschenk::N,dar,lahja
337,Spiel::N,hra,peli
338,Spiel::N,hra,leikki
339,Gesellschaft::N,spoločnosť,seura
340,Hilfe::N,pomoc,apu
341,Freund::N,priateľ,ystävä
342,Kamerad::N,kamarát,toveri
343,Angelegenheit::N,vec,asia
344,Angelegenheit::N,záležitosť,asia
345,Anzahl::N,počet,lukumäärä
346,Anzahl::N,množstvo,lukumäärä
347,Art::N,druh,laji
348,Stück::N,kus,pala
349,Stück::N,kus,kappale
350,Stück::N,kúsok,pala
351,Stück::N,kúsok,kappale
352,Teil::N,časť,osa
353,Hälfte::N,polka,puoli
354,Hälfte::N,polovica,puoli
355,Kreis::N,kruh,ympyrä
356,Kreuz::N,kríž,risti
357,Linie::N,línia,viiva
358,Strich::N,čiara,piirto
359,Abstand::N,vzdialenosť,väli
360,Abstand::N,vzdialenosť,väljyys
361,Entfernung::N,vzdialenosť,etäisyys
362,Gegend::N,kraj,seutu
363,Gegend::N,krajina,seutu
364,Platz::N,miesto,tila
365,Ort::N,miesto,kohta
366,Ort::N,miesto,paikka
367,Seite::N,bok,sivu
368,Seite::N,bok,kylki
369,Seite::N,strana,sivu
370,Seite::N,strana,kylki
371,Mitte::N,stred,keskus
372,Mitte::N,stred,puoliväli
373,Gegenstand::N,predmet,kalu
374,Gegenstand::N,predmet,esine
375,Sache::N,vec,asia
376,Rand::N,kraj,ääri
377,Rand::N,kraj,syrjä
378,Rand::N,okraj,ääri
379,Rand::N,okraj,syrjä
380,Kante::N,hrana,särmä
381,Ecke::N,roh,nurkka
382,Spitze::N,hrot,terä
383,Spitze::N,hrot,kärki
384,Spitze::N,špička,terä
385,Spitze::N,špička,kärki
386,Ende::N,koniec,pää
387,Ende::N,koniec,perä
388,Loch::N,diera,kolo
389,Loch::N,diera,reikä
390,Winkel::N,kút,kulma
391,Muster::N,vzor,kuvio
392,Muster::N,vzorka,kuvio
393,Größe::N,veľkosť,koko
394,Größe::N,veľkosť,suuruus
395,Länge::N,dĺžka,pituus
396,Höhe::N,výška,korkeus
397,Gewicht::N,váha,paino
398,Menge::N,množstvo,määrä
399,Haufen::N,hŕba,kasa
400,Reihe::N,rad,rivi
401,Boot::N,čln,vene
402,Ruder::N,veslo,airo
403,Schlitten::N,sane,reki
404,Schlitten::N,sane,kelkka
405,Ski::N,lyža,suksi
406,Lagerfeuer::N,táborák,nuotio
407,Last::N,ťarcha,kuorma
408,Last::N,bremeno,kuorma
409,Gang::N,chôdza,kulku
410,Gang::N,chôdza,käynti
411,Schritt::N,krok,askel
412,Norden::N,sever,pohjoinen
413,Süden::N,juh,etelä
414,Westen::N,západ,länsi
415,Osten::N,východ,itä
416,Holz::N,drevo,puu
417,Brett::N,doska,lauta
418,Platte::N,doska,levy
419,Platte::N,platňa,levy
420,Stütze::N,opora,noja
421,Stange::N,tyč,tanko
422,Stock::N,palica,keppi
423,Stab::N,palica,sauva
424,Stab::N,palica,seiväs
425,Rohr::N,rúra,putki
426,Haus::N,dom,talo
427,Heim::N,domov,koti
428,Ofen::N,pec,uuni
429,Ofen::N,kachle,uuni
430,Fußboden::N,dlážka,lattia
431,Fußboden::N,podlaha,lattia
432,Tisch::N,stôl,pöytä
433,Stuhl::N,stolička,tuoli
434,Wiege::N,kolíska,kehto
435,Bett::N,lôžko,sänky
436,Bett::N,posteľ,sänky
437,Regal::N,regál,hylly
438,Regal::N,polica,hylly
439,Kiste::N,debna,arkku
440,Kiste::N,debna,kirstu
441,Kiste::N,debna,laatikko
442,Fenster::N,okno,ikkuna
443,Fenster::N,oblok,ikkuna
444,Tür::N,dvere,ovi
445,Tor::N,vráta,portti
446,Zaun::N,plot,aita
447,Zaun::N,ohrada,aita
448,Dach::N,krov,katto
449,Dach::N,strecha,katto
450,Leiter::N,rebrík,tikkaat
451,Leiter::N,rebrík,tikapuut
452,Leiter::N,rebrina,tikkaat
453,Leiter::N,rebrina,tikapuut
454,Besen::N,metla,luuta
455,Spaten::N,rýľ,lapio
456,Schaufel::N,lopata,lapio
457,Gabel::N,vidlička,haarukka
458,Löffel::N,lyžica,lusikka
459,Messer::N,nôž,veitsi
460,Nagel::N,klinec,naula
461,Netz::N,sieť,verkko
462,Haken::N,hák,haka
463,Haken::N,hák,koukku
464,Haken::N,háčik,haka
465,Haken::N,háčik,koukku
466,Griff::N,rukoväť,ripa
467,Griff::N,rukoväť,kahva
468,Schloss::N,zámka,lukko
469,Bild::N,obraz,kuva
470,Figur::N,figúra,kuvio
471,Puppe::N,bábka,nukke
472,Puppe::N,bábika,nukke
473,Beutel::N,vrece,pussi
474,Beutel::N,vrecko,pussi
475,Bündel::N,uzlík,nippu
476,Bündel::N,uzlík,kimppu
477,Bündel::N,zväzok,nippu
478,Bündel::N,zväzok,kimppu
479,Tasche::N,taška,laukku
480,Tasche::N,kabelka,laukku
481,Eimer::N,vedro,sanko
482,Eimer::N,vedro,ämpäri
483,Deckel::N,vrchnák,kansi
484,Deckel::N,pokrývka,kansi
485,Geschirr::N,nádoba,astia
486,Sack::N,mech,säkki
487,Sack::N,vrece,säkki
488,Tasse::N,šálka,kuppi
489,Topf::N,hrniec,pata
490,Kessel::N,kotol,kattila
491,Essen::N,jedlo,syönti
492,Nahrung::N,strava,ruoka
493,Nahrung::N,strava,ravinto
494,Nahrung::N,potrava,ruoka
495,Nahrung::N,potrava,ravinto
496,Speise::N,jedlo,ruoka
497,Fleisch::N,mäso,liha
498,Getreide::N,obilie,vilja
499,Brei::N,kaša,puuro
500,Brot::N,chlieb,leipä
501,Scheibe::N,kotúč,viipale
502,Scheibe::N,krajec,viipale
503,Fett::N,tuk,rasva
504,Fett::N,masť,rasva
505,Butter::N,maslo,voi
506,Öl::N,olej,öljy
507,Salz::N,soľ,suola
508,Suppe::N,polievka,keitto
509,Honig::N,med,hunaja
510,Milch::N,mlieko,maito
511,Tee::N,čaj,tee
512,Leder::N,koža,nahka
513,Wolle::N,vlna,villa
514,Stoff::N,súkno,kangas
515,Nadel::N,ihla,neula
516,Faden::N,niť,lanka
517,Faden::N,vlákno,lanka
518,Knopf::N,gombík,nappi
519,Knoten::N,uzol,solmu
520,Farbe::N,farba,maali
521,Kleidung::N,šaty,vaatteet
522,Kleidung::N,šatstvo,vaatteet
523,Hemd::N,košeľa,paita
524,Kragen::N,golier,kaulus
525,Ärmel::N,rukáv,hiha
526,Hose::N,nohavice,housut
527,Gürtel::N,pás,vyö
528,Gürtel::N,opasok,vyö
529,Mütze::N,čiapka,lakki
530,Schuh::N,obuv,kenkä
531,Schuh::N,topánka,kenkä
532,Stiefel::N,čižma,saapas
533,Ring::N,prsteň,sormus
534,Band::N,stuha,nauha
535,Kamm::N,hrebeň,kampa
536,Spiegel::N,zrkadlo,peili
537,Riemen::N,remeň,hihna
538,Schnur::N,šnúra,naru
539,Schnur::N,šnúra,nuora
540,Leine::N,vodidlo,talutushihna
541,Decke::N,deka,peite
542,Decke::N,prikrývka,peite
543,Kissen::N,poduška,tyyny
544,Kissen::N,poduška,pielus
545,Tuch::N,šatka,huivi
546,Handtuch::N,uterák,pyyheliina
547,Kraft::N,moc,väki
548,Kraft::N,moc,voima
549,Stärke::N,sila,vahvuus
550,Gesundheit::N,zdravie,terveys
551,Krankheit::N,nemoc,tauti
552,Krankheit::N,nemoc,sairaus
553,Krankheit::N,choroba,tauti
554,Krankheit::N,choroba,sairaus
555,Schmerz::N,bolesť,kipu
556,Schmerz::N,bolesť,särky
557,Wunde::N,rana,haava
558,Fieber::N,horúčka,kuume
559,Arznei::N,liek,lääke
560,Brücke::N,most,silta
561,Brunnen::N,studňa,kaivo
562,Weide::N,pastva,laidun
563,Pfad::N,chodník,polku
564,Weg::N,cesta,tie
565,Straße::N,hradská,katu
566,Dorf::N,dedina,kylä
567,Stadt::N,mesto,kaupunki
568,Brief::N,list,kirje
569,Buch::N,kniha,kirja
570,Buchstabe::N,litera,kirjain
571,Buchstabe::N,písmeno,kirjain
572,Zeitung::N,noviny,lehti
573,Zeitung::N,noviny,sanomalehti
574,Leben::N,život,elo
575,Leben::N,život,elämä
576,Tod::N,smrť,kuolema
577,Grab::N,hrob,hauta
578,Kirche::N,kostol,kirkko
579,Sünde::N,hriech,synti
580,Gott::N,boh,jumala
581,Arbeiter::N,robotník,työläinen
582,Arbeiter::N,pracnovík,työläinen
583,Chef::N,šéf,päällikkö
584,Chef::N,riaditeľ,päällikkö
585,Meister::N,majster,mestari
586,Arzt::N,lekár,lääkäri
587,Lehrer::N,učiteľ,opettaja
588,Geld::N,peniaze,raha
589,Geschäft::N,obchod,liike
590,Laden::N,obchod,puoti
591,Laden::N,obchod,kauppa
592,Preis::N,cena,hinta
593,Ware::N,tovar,tavara
594,Nutzen::N,osoh,hyöty
595,Nutzen::N,úžitok,hyöty
596,Reichtum::N,bohatstvo,rikkaus
597,Welt::N,svet,maailma
598,Land::N,územie,maa
599,Land::N,krajina,maa
600,Staat::N,štát,valtio
601,König::N,kráľ,kuningas
602,Macht::N,moc,mahti
603,Macht::N,mocnosť,mahti
604,Grenze::N,hranica,raja
605,Krieg::N,vojna,sota
606,Feind::N,nepriateľ,vihollinen
607,Gewalt::N,násilie,väkivalta
608,Kampf::N,boj,taistelu
609,Bogen[Waffe]::N,luk,jousi
610,Pfeil::N,šíp,nuoli
611,Pfeil::N,strela,nuoli
612,Gewehr::N,puška,kivääri
613,Fehler::N,omyl,vika
614,Fehler::N,omyl,virhe
615,Fehler::N,chyba,vika
616,Fehler::N,chyba,virhe
617,Lüge::N,lož,valhe
618,Schaden::N,ujma,vaurio
619,Schaden::N,ujma,vahinko
620,Schaden::N,škoda,vaurio
621,Schaden::N,škoda,vahinko
622,Unglück::N,nešťastie,vahinko
623,Unglück::N,nešťastie,onnettomuus
624,Schuld::N,vina,syy
625,Schuld::N,previnenie,syy
626,Alter::N,vek,ikä
627,Schluss::N,záver,loppu
628,Schluss::N,koniec,loppu
629,Zeit::N,čas,aika
630,Tag::N,deň,päivä
631,Morgen::N,ráno,aamu
632,Morgen::N,ráno,huomen
633,Mittag::N,poludnie,keskipäivä
634,Abend::N,večer,ilta
635,Nacht::N,noc,yö
636,Woche::N,týždeň,viikko
637,Monat::N,mesiac,kuukausi
638,Jahr::N,rok,vuosi
639,Frühling::N,jar,kevät
640,Sommer::N,leto,kesä
641,Herbst::N,jeseň,syksy
642,Winter::N,zima,talvi
643,Januar::N,január,tammikuu
644,Februar::N,február,helmikuu
645,März::N,marec,maaliskuu
646,April::N,apríl,huhtikuu
647,Mai::N,máj,toukokuu
648,Juni::N,jún,kesäkuu
649,Juli::N,júl,heinäkuu
650,August::N,august,elokuu
651,September::N,september,syyskuu
652,Oktober::N,október,lokakuu
653,November::N,november,marraskuu
654,Dezember::N,december,joulukuu
655,Montag::N,pondelok,maanantai
656,Dienstag::N,utorok,tiistai
657,Mittwoch::N,streda,keskiviikko
658,Donnerstag::N,štvrtok,torstai
659,Freitag::N,piatok,perjantai
660,Samstag::N,sobota,lauantai
661,Sonntag::N,nedeľa,sunnuntai
662,groß::A,veľký,iso
663,groß::A,veľký,suuri
664,klein::A,malý,pieni
665,lang::A,dlhý,pitkä
666,kurz::A,krátky,lyhyt
667,breit::A,široký,leveä
668,schmal::A,úzky,kapea
669,dicht::A,hustý,taaja
670,dick[Gegenstand]::A,tlstý,paksu
671,dünn::A,tenký,ohut
672,fein::A,jemný,hieno
673,fest::A,pevný,luja
674,flach::A,rovný,litteä
675,flach::A,rovný,tasainen
676,flach::A,plochý,litteä
677,flach::A,plochý,tasainen
678,glatt::A,hladký,sileä
679,glatt::A,hladký,siloinen
680,hart::A,tvrdý,kova
681,weich::A,mäkký,pehmeä
682,rund::A,guľatý,pyöreä
683,rund::A,okrúhly,pyöreä
684,spitz::A,končitý,terävä
685,scharf::A,ostrý,terävä
686,stumpf::A,tupý,tylsä
687,schwer::A,ťažký,raskas
688,schwer::A,ťažký,painava
689,schön::A,pekný,kaunis
690,schön::A,krásny,kaunis
691,heiß::A,horúci,kuuma
692,warm::A,teplý,lämmin
693,kalt::A,studený,kylmä
694,kalt::A,studený,viluinen
695,kühl::A,chladný,viileä
696,frisch::A,svieži,tuore
697,feucht::A,vlhký,kostea
698,feucht::A,zvlhnutý,kostea
699,nass::A,mokrý,märkä
700,trocken::A,suchý,kuiva
701,voll::A,plný,täysi
702,leer::A,prázdny,tyhjä
703,offen::A,otvorený,avonainen
704,geschlossen::A,zavretý,suljettu
705,sauber::A,čistý,puhdas
706,schmutzig::A,špinavý,likainen
707,roh::A,surový,raaka
708,reif::A,zrelý,kypsä
709,lecker::A,chutný,herkullinen
710,süß::A,sladký,makea
711,bitter::A,horký,karvas
712,bitter::A,horký,kitkerä
713,sauer::A,kyslý,hapan
714,hell::A,jasný,kirkas
715,hell::A,jasný,valoisa
716,hell::A,svetlý,kirkas
717,hell::A,svetlý,valoisa
718,dunkel::A,temný,pimeä
719,schwarz::A,čierny,musta
720,weiß::A,biely,valkea
721,rot::A,červený,punainen
722,gelb::A,žltý,keltainen
723,blau::A,modrý,sininen
724,blau::A,belasý,sininen
725,grün::A,zelený,vihreä
726,grau::A,šedý,harmaa
727,bunt::A,pestrý,kirjava
728,billig::A,lacný,halpa
729,billig::A,lacný,huokea
730,teuer::A,drahý,kallis
731,wertvoll::A,cenný,arvokas
732,blind::A,slepý,sokea
733,taub::A,hluchý,kuuro
734,kräftig::A,silný,väkevä
735,kräftig::A,silný,voimakas
736,stark::A,silný,vahva
737,schwach::A,slabý,heikko
738,schwach::A,bezvládny,heikko
739,fett::A,tučný,lihava
740,schlank::A,štíhly,hoikka
741,schlank::A,štíhly,solakka
742,hübsch::A,šumný,soma
743,hübsch::A,šumný,sievä
744,hübsch::A,švárny,soma
745,hübsch::A,švárny,sievä
746,böse::A,zlý,paha
747,böse::A,zlý,häijy
748,dumm::A,hlúpy,tyhmä
749,dumm::A,hlúpy,typerä
750,faul::A,lenivý,laiska
751,fleißig::A,snaživý,ahkera
752,fleißig::A,usilovný,ahkera
753,geizig::A,skupý,saita
754,geizig::A,lakomý,saita
755,klug::A,múdry,älykäs
756,klug::A,bystrý,älykäs
757,geschickt::A,zručný,taitava
758,geschickt::A,šikovný,taitava
759,lieb::A,milý,rakas
760,lustig::A,veselý,hauska
761,lustig::A,veselý,iloinen
762,sanft::A,nežný,lauha
763,sanft::A,nežný,lempeä
764,hungrig::A,lačný,nälkäinen
765,hungrig::A,hladný,nälkäinen
766,krank::A,chorý,sairas
767,krank::A,nemocný,sairas
768,nackt::A,nahý,alaston
769,traurig::A,smutný,surullinen
770,traurig::A,smutný,murheellinen
771,lebendig::A,živý,elävä
772,gut::A,dobrý,hyvä
773,schlecht::A,zlý,paha
774,schlecht::A,zlý,huono
775,richtig::A,správny,oikea
776,schlimm::A,zlý,paha
777,schlimm::A,nepríjemný,paha
778,wahr::A,pravý,tosi
779,wahr::A,pravdivý,tosi
780,alt::A,starý,vanha
781,neu::A,nový,uusi
782,ehemalig::A,bývalý,entinen
783,ehemalig::A,bývalý,muinainen
784,alt[Lebewesen]::A,starý,vanha
785,jung::A,mladý,nuori
786,arm::A,chudobný,köyhä
787,reich::A,bohatý,rikas
788,bekannt::A,známy,tuttu
789,bekannt::A,známy,tunnettu
790,berühmt::A,slávny,kuuluisa
791,berühmt::A,povestný,kuuluisa
792,fremd::A,cudzí,vieras
793,verschieden::A,rôzny,eri
794,verschieden::A,rôzny,erilainen
795,verschieden::A,rozličný,eri
796,verschieden::A,rozličný,erilainen
797,nah::A,blízky,läheinen
798,fern::A,ďaleký,etäinen
799,linker::A,ľavý,vasen
800,rechter::A,pravý,oikea
801,anderer::A,iný,muu
802,anderer::A,iný,toinen
803,anderer::A,druhý,muu
804,anderer::A,druhý,toinen
805,erster::A,prvý,ensimmäinen
806,zweiter::A,druhý,toinen
807,dritter::A,tretí,kolmas
808,letzter::A,ostatný,viimeinen
809,letzter::A,posledný,viimeinen
810,allein::ADV,sám,yksin
811,auf einmal::ADV,zároveň,yhdellä kertaa
812,zusammen::ADV,spolu,yhdessä
813,zusammen::ADV,spoločne,yhdessä
814,lange::ADV,dlho,kauan
815,lange::ADV,dlho,pitkään
816,plötzlich::ADV,náhle,äkkiä
817,sofort::ADV,hneď,heti
