,Concept_ID,ba,sl
761,vergebens::ADV,бушҡа,zastónj
762,vor::PRP,алдында,pred
763,hinter::PRP,артында,za
764,unter::PRP,аҫтында,pod
765,durch::PRP,үтә,skózi
766,neben::PRP,эргәһендә,kràj
767,neben::PRP,эргәһендә,póleg
768,zwischen::PRP,араһында,med
769,zwischen::PRP,араһында,izmed
770,wegen::PRP,өсөн,zarádi
771,wegen::PRP,сәбәпле,zarádi
772,dies::PRN,был,tó
773,dies::PRN,ошо,tó
774,das::PRN,ул,tó
775,alles::PRN,бөтә,vsè
776,ich::PRN,мин,jàz
777,du::PRN,һин,tí
778,er::PRN,ул,òn
779,wir::PRN,беҙ,mí
780,ihr::PRN,һеҙ,ví
781,sie::PRN,улар,ôni
782,was::FPRN,ә,káj
783,was::FPRN,ни,káj
784,was::FPRN,нәмә,káj
785,wer::FPRN,ҡем,kdó
786,wo::FADV,ҡайҙа,kjé
787,wohin::FADV,ҡайҙа,kám
788,wie::FADV,инидәй,kakó
789,warum::FADV,ин өсөн,zakáj
790,wieviel::FNUM,күпме,kóliko
791,eins::NUM,бер,êden
792,zwei::NUM,ике,dvá
793,zwei::NUM,икәү,dvá
794,drei::NUM,өс,trí
795,vier::NUM,дүрт,štíri
796,fünf::NUM,биш,pét
797,sechs::NUM,алты,šést
798,sieben::NUM,ете,sédem
799,acht::NUM,һигеҙ,ósem
800,neun::NUM,туғыҙ,devét
801,zehn::NUM,ун,desét
802,elf::NUM,ун бер,enájst
803,zwölf::NUM,ун ике,dvánajst
804,zwanzig::NUM,егерме,dvájset
805,dreißig::NUM,утыҙ,trídeset
806,vierzig::NUM,ҡырҡ,štírideset
807,fünfzig::NUM,илле,pétdeset
808,sechzig::NUM,алтмыш,šéstdeset
809,siebzig::NUM,етмеш,sédemdeset
810,achtzig::NUM,һикһән,ósemdeset
811,neunzig::NUM,туҡһан,devétdeset
812,hundert::NUM,йөҙ,stó
813,tausend::NUM,мең,tísoč
814,und::CNJ,да,in
815,oder::CNJ,йәки,áli
816,stehen::V,тороу,státi
817,sitzen::V,ултырыу,sedéti
818,liegen::V,ятыу,ležáti
819,hängen::V,аҫылынып тороу,viséti
820,werden::V,булыу,postáti
821,passieren::V,булыу,zgodíti se
822,beginnen::V,башлау,začéti se
823,enden::V,бөтөү,končáti se
824,enden::V,тамамланыү,končáti se
825,wechseln::V,үҙгәреү,ménjati se
826,aufgehen[Sonne]::V,ҡалҡыу,vzíti
827,untergehen[Sonne]::V,байыу,zaíti
828,scheinen[Sonne]::V,яҡтыртып тороу,sijáti
829,donnern::V,күкрәү,grméti
830,wehen::V,иҫеү,píhati
831,strömen::V,ташыу,líti
832,fließen::V,ағыу,têči
833,sich drehen::V,әйләнеү,vrtéti se
834,schwanken::V,тирбәлеү,kolébati
835,schwingen::V,бәүетеү,níhati
836,fallen::V,йығылыу,pádati
837,brennen::V,яныу,goréti
838,rauchen::V,төтәү,kadíti se
839,regnen::V,ямғыр яуа,deževáti
840,gefrieren::V,туңыү,zmŕzniti
841,tauen::V,иреү,tájati
842,schmelzen::V,иреү,kopnéti
843,trocknen::V,кибеү,sušíti se
844,sieden::V,ҡайнау,kipéti
845,faulen::V,сереу,gníti
846,verfaulen::V,сереу,zgníti
847,reißen::V,өҙөү,tŕgati se
848,reißen::V,йыртылыу,tŕgati se
849,versinken::V,батыу,pogrézniti se
850,vergehen::V,үтеү,miníti
851,erscheinen::V,килеп сығыу,pojáviti se
852,verschwinden::V,юғалыу,izgíniti
853,sinken::V,түбәнәйеү,péšati
854,abnehmen::V,кәметеү,pojémati
855,zunehmen::V,артыу,véčati se
856,zunehmen::V,артыу,množíti se
857,steigen::V,күтәрелеү,dvígati se
858,wachsen::V,үҫеү,rásti
859,glänzen::V,ялтырау,sijáti
860,funkeln::V,баҙлау,ískriti se
861,lärmen::V,шаулау,ropotáti
862,lärmen::V,шаулау,razgrájati
863,läuten::V,ҡағыу,zvoníti
864,klingeln::V,ҡағыу,zvončkljáti
865,klingeln::V,шылтыратыу,zvončkljáti
866,klirren::V,шылтыратыу,žvenketáti
867,brausen::V,ҡотороноу,šuméti
868,rauschen::V,шыптырлау,šuštéti
869,rauschen::V,шыптырлау,šelestéti
870,klingen::V,яңғырау,zvenéti
871,bellen::V,өрөү,lájati
872,heulen::V,олоу,zavíjati
873,blasen::V,өрөү,píhniti
874,pfeifen::V,һызғырып ебәреү,pískati
875,pfeifen::V,һызғырып ебәреү,žvížgati
876,schreien::V,ҡысҡырыу,kričáti
877,stöhnen::V,уңғырашыу,stókati
878,zittern::V,ҡалтырау,drgetáti
879,leben::V,йәшәү,živéti
880,geboren werden::V,тыуыу,rodíti se
881,atmen::V,тын алыү,díhati
882,trinken::V,эсеү,píti
883,essen::V,ашау,jésti
884,schlucken::V,йотоу,požírati
885,müde werden::V,арыу,péšati
886,müde werden::V,арыу,utrúditi se
887,einschlafen::V,йоҡлап китеү,zaspáti
888,schlafen::V,йоҡлау,spáti
889,aufwachen::V,уяныу,zbudíti se
890,aufstehen::V,тороу,vstáti
891,sich erholen::V,ял итеү,oddahníti se
892,krank werden::V,сирләү,oboléti
893,krank sein::V,сирләү,bíti bolán
894,schmerzen::V,ауыртыу,boléti
895,husten::V,йүтәлләү,kášljati
896,genesen::V,һауығыу,okrévati
897,sterben::V,үлеү,umréti
898,umkommen::V,һәләк булыу,pogíniti
899,sich bewegen::V,хәрәкәт итеү,zganíti se
900,sich rühren::V,ҡуҙғалыу,premakníti se
901,sich erheben::V,тороу,vstájati
902,sich erheben::V,тороу,vzdígniti se
903,sich setzen::V,ултырыу,sésti
904,hinfallen::V,ҡолау,pásti dôl
905,laufen::V,йөрөү,hodíti
906,schreiten::V,атлау,stópati
907,spazierengehen::V,ял итеп йороү,na sprehòd íti
908,eilen::V,ашығыу,drvéti
909,eilen::V,ҡабаланыу,drvéti
910,sich beeilen::V,ашығыу,hitéti
911,sich beeilen::V,ҡабаланыу,hitéti
912,sausen::V,елеү,dírkati
913,rennen::V,йүгеп йөрөү,dírjati
914,springen::V,һикереү,skákati
915,klettern::V,үрмәләү,plézati
916,klettern::V,үрмәләп менеү,plézati
917,schaukeln::V,сайҡалыу,kolébati
918,kriechen::V,шыуышыу,pláziti se
919,schwimmen::V,йоҙөү,plávati
920,tauchen::V,сумыу,potápljati se
921,rudern::V,ишеү,vesláti
922,fahren::V,йөрөү,vozíti se
923,fahren::V,йөрөү,peljáti se
924,fliegen::V,осоу,létati
925,gehen::V,барыу,íti
926,weggehen::V,китеү,odíti
927,abfahren::V,сығыу,odpeljáti se
928,anhalten::V,тукталыу,ustáviti se
929,hineingehen::V,инеү,íti nóter
930,eintreten::V,инеү,vstopíti
931,kommen::V,килеү,príti
932,ankommen::V,килеү,prispéti
933,ankommen::V,килеү,prihájati
934,zurückkommen::V,ҡайтыу,vrníti se
935,bleiben::V,ҡалыу,ostáti
936,warten::V,көтөп тороу,čákati
937,erwarten::V,көтөү,pričakováti
938,suchen::V,эҙләү,iskáti
939,finden::V,табыу,nájti
940,versuchen::V,тырышып ҡарау,poskúšati
941,vorbereiten::V,әҙерләү,pripráviti
942,lieben::V,яратыу,ljubíti
943,mögen::V,һөйөү,márati
944,mögen::V,яратыу,márati
945,lachen::V,көлөү,smejáti se
946,rühren::V,ҡағылыу,ganíti
947,weinen::V,илау,jókati
948,weinen::V,илау,plákati
949,schimpfen::V,һүгенеү,psováti
950,schimpfen::V,һүгенеү,zmérjati
951,schimpfen::V,тиргәнеү,psováti
952,schimpfen::V,тиргәнеү,zmérjati
953,schimpfen::V,һуҡраныу,psováti
954,schimpfen::V,һуҡраныу,zmérjati
955,sich ärgern::V,асыуланыу,jezíti se
956,sich fürchten::V,ҡурҡыу,báti se
957,fürchten::V,ҡурҡыу,báti se
958,fliehen::V,ҡасыу,bežáti
959,flüchten::V,ҡасыу,pobégniti
960,sehen::V,күреү,vídeti
961,anschauen::V,ҡарау,oglédati
962,ansehen::V,ҡарау,glédati
963,ansehen::V,тикшереү,glédati
964,hören::V,ишетеү,slíšati
965,zuhören::V,тыңлау,poslúšati
966,probieren::V,татыу,poskúšati
967,riechen::V,еҫкәү,dúhati
968,fühlen::V,тойоу,čutíti
969,scheinen::V,кеүек күренеү,zdéti se
970,scheinen::V,тойолоу,zdéti se
971,zu sehen sein::V,күренеү,vídeti se
972,vernehmen::V,ишетеү,čúti
973,frieren::V,туңыү,zébsti
974,tun::V,яһау,délati
975,tun::V,әшләү,délati
976,können::V,алыу,môči
977,können::V,мөмкин булыу,môči
978,wollen::V,теләү,hotéti
979,anfangen::V,башлау,začéti
980,beenden::V,бөтөрөү,dokončáti
981,beenden::V,тамамлау,dokončáti
982,aufhören::V,туктау,prenéhati
983,gelingen::V,уңышлы булыу,uspéti
984,gelingen::V,уңышлы булыу,posréčiti se
985,geraten::V,булып сығыу,obnêsti se
986,öffnen::V,асыу,odpréti
987,schließen::V,йомоу,zapréti
988,stellen::V,ҡуйыу,postáviti
989,setzen::V,урынлаштырыу,posadíti
990,legen::V,һалыу,položíti
991,berühren::V,тейеү,dotíkati se
992,berühren::V,ҡағылыу,dotíkati se
993,verbinden::V,ҡушыу,obvézati
994,verbinden::V,бәйләү,obvézati
995,bedecken::V,ҡаплау,pokríti
996,aufhängen::V,элеү,obésiti
997,anzünden::V,тоҡандырыу,zažgáti
998,aufheben::V,мендереү,vzdígniti
999,zurücklassen::V,ҡалдырыу,zapustíti
1000,verlieren::V,юғалтыу,izgubíti
1001,fallen lassen::V,төшөрөп ебәреү,navréči
1002,machen::V,яһау,naredíti
1003,machen::V,яһау,napráviti
1004,machen::V,эшләү,naredíti
1005,machen::V,эшләү,napráviti
1006,herstellen::V,эшләп сығарыу,izdélati
1007,bauen::V,төҙөү,gradíti
1008,reparieren::V,төҙәтеү,popráviti
1009,verbessern::V,яҡшыртыу,izbóljšati
1010,ändern::V,үҙгәртеү,spremeníti
1011,graben::V,ҡаҙыу,kopáti
1012,graben::V,ҡаҙыу,grêbsti
1013,beugen::V,бөгөү,upogníti
1014,biegen::V,бөгөү,zavíjati
1015,drehen::V,өйрөлтөү,vrtéti
1016,drehen::V,әйләндереү,vrtéti
1017,wenden::V,әйләндереү,obrníti
1018,umdrehen::V,түңкәреү,zasúkati
1019,heben::V,күтәреү,dvígati
1020,heben::V,мендереү,dvígati
1021,hochheben::V,күтәреү,privzdígniti
1022,ergreifen::V,тотоп алыу,zgrábiti
1023,halten::V,тотоу,držáti
1024,drücken::V,ҡыҫыу,tiščáti
1025,schieben::V,этеү,ríniti
1026,schieben::V,төртөү,ríniti
1027,kratzen::V,ҡырыу,práskati
1028,lecken::V,ялау,lízati
1029,beißen::V,тешләү,grísti
1030,abreißen::V,өҙөү,odtŕgati
1031,abschneiden::V,ҡырҡыу,odrézati
1032,binden::V,бәйләү,vézati
1033,stecken::V,ҡаҙау,vtakníti
1034,brechen::V,боҙоу,lomíti
1035,klopfen::V,шаҡылдау,tólči
1036,hauen::V,туҡмау,séči
1037,kleben::V,йәбештереү,lépiti
1038,reiben::V,ыуыу,tréti
1039,reiben::V,ыуыу,dŕgniti
1040,reiben::V,ышҡыу,tréti
1041,reiben::V,ышҡыу,dŕgniti
1042,streichen::V,яғыу,namázati
1043,schleifen::V,үткерләү,brúsiti
1044,schneiden::V,ҡырҡыу,rézati
1045,rütteln::V,һелкетеү,strésti
1046,schütteln::V,һелкетеү,majáti
1047,schwenken::V,болғау,obrníti
1048,schütten::V,ҡойоу,sípati
1049,füllen::V,тултырыу,napolníti
1050,einwickeln::V,төрөү,zavíti
1051,tragen::V,алып барыу,nêsti
1052,schleppen::V,һөйрәү,vláčiti
1053,ziehen::V,тартыу,vléči
1054,aufbewahren::V,һаҡлау,shranjeváti
1055,werfen::V,ырғытыу,lúčati
1056,fangen::V,тотоу,ujéti
1057,packen::V,етеү,prijéti
1058,packen::V,тотоп алыу,prijéti
1059,verstecken::V,йәшереү,skríti
1060,teilen::V,бүлеү,razdelíti
1061,schicken::V,ебәреү,pošíljati
1062,bringen::V,килтереү,prinêsti
1063,hinzufügen::V,өтәү,pristáviti
1064,bekommen::V,алыу,dobíti
1065,erhalten::V,алыу,prejéti
1066,nehmen::V,алыу,vzéti
1067,wählen::V,һайлаү,izbírati
1068,auswählen::V,һайлап алыу,izbráti
1069,bewahren::V,һаҡлау,ohraníti
1070,behindern::V,тотҡарлыҡ яһау,ovírati
1071,verderben::V,боҙоу,pokváriti
1072,beschädigen::V,боҙоу,poškodováti
1073,zerbrechen::V,ҡыйратыу,razlomíti
1074,zerreißen::V,йыртыу,raztŕgati
1075,zerstören::V,емереү,razrúšiti
1076,verbrennen::V,үртәү,sežgáti
1077,geben::V,биреү,dáti
1078,reichen::V,биреү,séči
1079,reichen::V,биреү,molíti
1080,schenken::V,бүләк итеү,podáriti
1081,versprechen::V,вәғәҙә биреү,obljubíti
1082,wünschen::V,теләу,vóščiti
1083,loben::V,маҡтау,hváliti
1084,küssen::V,үбеү,poljubováti
1085,wiegen::V,бәүетеү,zíbati
1086,wiegen::V,тирбәтеү,zíbati
1087,zudecken::V,ҡаплау,pokríti
1088,wecken::V,уятыу,zbudíti
1089,zeigen::V,күрһәтеү,pokázati
1090,führen::V,етәкләү,vêsti
1091,lehren::V,уҡытыу,učíti
1092,lehren::V,өйрәтеү,učíti
1093,unterrichten::V,уҡытыу,poučeváti
1094,aufziehen::V,тәрбиәле,vzgojíti
1095,leiten::V,етәкләү,uprávljati
1096,leiten::V,етәкселек итеү,uprávljati
1097,antreiben::V,ашыҡтырыу,goníti
1098,lassen::V,мәжбүр итеү,povzročíti
1099,einladen::V,саҡырыу,povábiti
1100,vereinigen::V,берләштереү,zdrúžiti
1101,besuchen::V,килеп сығыу,obiskáti
1102,treffen::V,тойоү,pogodíti
1103,treffen::V,осратыу,pogodíti
1104,treffen::V,ҡаршылау,pogodíti
1105,sich versammeln::V,йыйылыу,zbráti se
1106,spielen::V,тартыу,igráti se
1107,singen::V,йырлау,péti
1108,tanzen::V,бейеү,plésati
1109,sich trennen::V,айырылышыу,ločíti se
1110,verlassen::V,ташлау,zapustíti
1111,verlassen::V,ташлап китеү,zapustíti
1112,retten::V,ҡотҡарыу,réšiti
1113,bewachen::V,һаҡлау,strážiti
1114,schützen::V,һаҡлау,sčítiti
1115,verteidigen::V,яҡлау,braníti
1116,sich schlagen::V,һуғышыу,têpsti se
1117,schießen::V,атыу,stréljati
1118,siegen::V,еңеү,zmágati
1119,ärgern::V,асыуландырыу,jezíti
1120,ärgern::V,асыуландырыу,razbúriti
1121,schlagen::V,бәреү,têpsti
1122,schlagen::V,бәреү,udáriti
1123,schlagen::V,туҡмау,têpsti
1124,schlagen::V,туҡмау,udáriti
1125,treten::V,тибеү,teptáti
1126,treten::V,типкеләү,teptáti
1127,stechen::V,сәнсеү,ubôsti
1128,stoßen::V,этеү,peháti
1129,stoßen::V,этеү,drégniti
1130,stoßen::V,төртөү,peháti
1131,stoßen::V,төртөү,drégniti
1132,stehlen::V,урлау,ukrásti
1133,stehlen::V,урлау,pokrásti
1134,stören::V,ҡамасаулау,motíti
1135,belästigen::V,бимазалау,nadlegováti
1136,belästigen::V,ҡамасаулау,nadlegováti
1137,verbergen::V,йәшереү,skríti
1138,täuschen::V,ултыртыу,slepíti
1139,betrügen::V,алдау,várati
1140,betrügen::V,алдау,ogoljufáti
1141,töten::V,үлтереү,ubíti
1142,wohnen::V,йәшәү,prebívati
1143,arbeiten::V,эшләү,délati
1144,sammeln::V,йыйыу,zbráti
1145,pflücken::V,өҙөү,obráti
1146,jagen::V,аулау,lovíti
1147,fischen::V,аулау,ribáriti
1148,fassen::V,тотоу,zajéti
1149,hüten::V,көтөү,pásti
1150,treiben::V,ҡыуыу,pogánjati
1151,anbinden::V,бәйләү,privézati
1152,füttern::V,ашатыу,kŕmiti
1153,melken::V,һауыү,mólsti
1154,hacken::V,турау,sékati
1155,hacken::V,тапау,sékati
1156,gießen::V,ҡойоу,ulíti
1157,reifen::V,өлғөрөү,zoréti
1158,zubereiten::V,бешереү,pripráviti
1159,kochen::V,бешереү,kúhati
1160,backen::V,бешереү,cvréti
1161,braten::V,ҡурыу,pêči
1162,umrühren::V,ҡатнаштырыу,preméšati
1163,stricken::V,бәйләү,plêsti
1164,nähen::V,тегеү,šívati
1165,färben::V,буяу,bárvati
1166,reinigen::V,таҙартыу,očístiti
1167,waschen::V,йыуыу,opráti
1168,abwischen::V,һөртөү,obrísati
1169,spülen::V,сайҡау,splakováti
1170,fegen::V,һепереү,pométati
1171,kehren::V,һепереү,mésti
1172,baden::V,һыу инеү,kópati se
1173,sich waschen::V,йыуыныу,umíti se
1174,ausziehen::V,сисеү,izvléči
1175,anziehen::V,кейеү,obléči
1176,sich anziehen::V,кейенеү,obléči se
1177,kämmen::V,тарау,česáti
1178,schmücken::V,биҙәү,okrasíti
1179,sagen::V,әйтеү,dejáti
1180,sprechen::V,әйтеү,govoríti
1181,sprechen::V,һөйләшеү,govoríti
1182,reden::V,һөйләшеү,rêči
1183,sich unterhalten::V,әңгәмәләшеү,razgovárjati se
1184,fragen::V,һорау,vprášati
1185,bitten::V,үтенеү,prosíti
1186,erzählen::V,һөйләү,práviti
1187,mitteilen::V,әйтеү,naznániti
1188,nennen::V,атау,imenováti
1189,nennen::V,исемләү,imenováti
1190,rufen::V,саҡырыу,klícati
1191,prahlen::V,маҡтаныу,baháti se
1192,prahlen::V,шапырыныу,baháti se
1193,übersetzen::V,тәржемә итеү,prevêsti
1194,denken::V,уйлау,mísliti
1195,glauben::V,ышаныу,verjéti
1196,bemerken::V,күреү,opáziti
1197,erkennen::V,таныу,spoznáti
1198,begreifen::V,аңлау,pôjmiti
1199,verstehen::V,аңлау,razuméti
1200,lernen::V,өйрәнеү,učíti se
1201,wissen::V,белеү,znáti
1202,wissen::V,белеү,védeti
1203,sich erinnern an::V,хәтергә алыу,spómniti se
1204,vergessen::V,онотоу,pozábiti
1205,messen::V,үлсәү,mériti
1206,zählen::V,һанау,štéti
1207,rechnen::V,һанау,račúnati
1208,lesen::V,уҡыу,bráti
1209,lesen::V,уҡыу,čítati
1210,malen::V,һүрәт яһау,slíkati
1211,malen::V,рәсем төшөрөү,slíkati
1212,zeichnen::V,һүрәт яһау,rísati
1213,zeichnen::V,рәсем төшөрөү,rísati
1214,schreiben::V,яҙыу,písati
1215,besitzen::V,биләү,iméti
1216,kaufen::V,һатып алыу,kupíti
1217,verkaufen::V,һатыу,prodáti
1218,bezahlen::V,түләү,pláčati
1219,zahlen::V,түләү,plačeváti
1220,beherrschen::V,биләү,obvládati
1221,ertragen::V,түҙеү,prenêsti
