,Concept_ID,el,da
758,durch::PRP,διά μέσου,gennem
759,durch::PRP,διά μέσου,igennem
760,neben::PRP,δίπλα σε,ved siden af
761,zwischen::PRP,μεταξύ,mellem
762,zwischen::PRP,ανάμεσα σε,mellem
763,wegen::PRP,για,på grund af
764,wegen::PRP,λόγω,på grund af
765,dies::PRN,αυτό,dette
766,das::PRN,το,det
767,alles::PRN,όλα,alt
768,ich::PRN,εγώ,jeg
769,du::PRN,σύ,du
770,du::PRN,εσύ,du
771,er::PRN,αυτός,han
772,wir::PRN,εμείς,vi
773,ihr::PRN,εσείς,I
774,sie::PRN,αυτοί,de
775,was::FPRN,τι,hvad
776,wer::FPRN,ποιος,hvem
777,wo::FADV,πού,hvor
778,wohin::FADV,πού,hvorhen
779,wohin::FADV,για πού,hvorhen
780,wie::FADV,πώς,hvordan
781,warum::FADV,γιατί,hvorfor
782,wieviel::FNUM,πόσος,hvor meget
783,eins::NUM,ένα,én
784,zwei::NUM,δύο,to
785,drei::NUM,τρία,tre
786,drei::NUM,τρεις,tre
787,vier::NUM,τέσσερα,fire
788,vier::NUM,τέσσερις,fire
789,fünf::NUM,πέντε,fem
790,sechs::NUM,έξι,seks
791,sieben::NUM,εφτά,syv
792,acht::NUM,οχτώ,otte
793,neun::NUM,εννιά,ni
794,zehn::NUM,δέκα,ti
795,elf::NUM,έντεκα,elleve
796,zwölf::NUM,δώδεκα,tolv
797,zwanzig::NUM,είκοσι,tyve
798,dreißig::NUM,τριάντα,tredive
799,vierzig::NUM,σαράντα,fyrre
800,vierzig::NUM,σαράντα,fyrretyve
801,fünfzig::NUM,πενήντα,halvtreds
802,sechzig::NUM,εξήντα,tres
803,siebzig::NUM,εβδομήντα,halvfjerds
804,achtzig::NUM,ογδόντα,firs
805,neunzig::NUM,ενενήντα,halvfems
806,hundert::NUM,εκατό,hundrede
807,tausend::NUM,χίλιοι,tusind
808,und::CNJ,και,og
809,oder::CNJ,ή,eller
810,stehen::V,στέκομαι,stå
811,stehen::V,είμαι όρθιος,stå
812,sitzen::V,κάθομαι,sidde
813,liegen::V,είμαι ξαπλωμένος,ligge
814,hängen::V,κρέμομαι,hænge
815,werden::V,γίνομαι,blive
816,passieren::V,συμβαίνω,ske
817,passieren::V,συμβαίνω,hænde
818,beginnen::V,αρχίζω,begynde
819,enden::V,τελειώνω,ende
820,wechseln::V,αλλάζω,veksle
821,aufgehen[Sonne]::V,βγαίνω,gå op
822,aufgehen[Sonne]::V,βγαίνω,stå op
823,aufgehen[Sonne]::V,ανατέλλω,gå op
824,aufgehen[Sonne]::V,ανατέλλω,stå op
825,untergehen[Sonne]::V,δύω,gå ned
826,untergehen[Sonne]::V,βασιλεύω,gå ned
827,scheinen[Sonne]::V,λάμπω,skinne
828,donnern::V,βροντώ,tordne
829,wehen::V,φυσώ,blæse
830,strömen::V,ρέω,strømme
831,strömen::V,τρέχω,strømme
832,fließen::V,ρέω,flyde
833,sich drehen::V,γυρίζω,dreje sig
834,sich drehen::V,στρέφομαι,dreje sig
835,schwanken::V,ταλαντεύομαι,vakle
836,schwingen::V,αιωρούμαι,svinge
837,schwingen::V,ταλαντεύομαι,svinge
838,fallen::V,πέφτω,falde
839,brennen::V,καίω,brænde
840,rauchen::V,καπνίζω,ryge
841,regnen::V,βρέχω,regne
842,gefrieren::V,παγώνω,fryse
843,tauen::V,λειώνω,tø
844,schmelzen::V,λειώνω,smelte
845,trocknen::V,στεγνώνω,tørre
846,sieden::V,βράζω,koge
847,faulen::V,σαπίζω,rådne
848,verfaulen::V,σαπίζω,rådne
849,reißen::V,σχίζω,briste
850,versinken::V,βουλιάζω,synke
851,versinken::V,βουλιάζω,synke ned
852,versinken::V,βυθίζομαι,synke
853,versinken::V,βυθίζομαι,synke ned
854,vergehen::V,περνώ,forløbe
855,erscheinen::V,εμφανίζομαι,vise sig
856,verschwinden::V,χάνομαι,forsvinde
857,verschwinden::V,εξαφανίζομαι,forsvinde
858,sinken::V,κατεβαίνω,synke
859,abnehmen::V,μειώνομαι ,aftage
860,zunehmen::V,αυξάνω,tiltage
861,zunehmen::V,μεγαλώνω,tiltage
862,steigen::V,ανεβαίνω,stige
863,wachsen::V,μεγαλώνω,gro
864,wachsen::V,μεγαλώνω,vokse
865,glänzen::V,γυαλίζω,glinse
866,funkeln::V,αστράφτω,tindre
867,funkeln::V,σπιθοβολώ,tindre
868,lärmen::V,θορυβώ,larme
869,läuten::V,χτυπώ ,ringe
870,klingeln::V,κουδουνίζω,ringe
871,klirren::V,κουδουνίζω,klirre
872,brausen::V,βουΐζω,bruse
873,rauschen::V,βουΐζω,suse
874,klingen::V,ηχώ,lyde
875,klingen::V,ηχώ,klinge
876,bellen::V,γαυγίζω,gø
877,heulen::V,ουρλιάζω,hyle
878,blasen::V,φυσώ,blæse
879,pfeifen::V,σφυρίζω,fløjte
880,schreien::V,κραυγάζω,skrige
881,stöhnen::V,βογγώ,stønne
882,zittern::V,τρέμω,dirre
883,zittern::V,τρέμω,skælve
884,leben::V,ζω,leve
885,geboren werden::V,γεννιέμαι,fødes
886,atmen::V,αναπνέω,ånde
887,trinken::V,πίνω,drikke
888,essen::V,τρώω,spise
889,schlucken::V,καταπίνω,synke
890,müde werden::V,κουράζομαι,blive træt
891,einschlafen::V,αποκοιμιέμαι,falde i søvn
892,schlafen::V,κοιμάμαι,sove
893,aufwachen::V,ξυπνώ,vågne
894,aufstehen::V,σηκώνομαι,stå op
895,sich erholen::V,ξεκουράζομαι,komme sig
896,krank werden::V,αρρωσταίνω,blive syg
897,krank sein::V,ασθενώ,være syg
898,schmerzen::V,πονώ,smerte
899,husten::V,βήχω,hoste
900,genesen::V,θεραπεύομαι,komme sig
901,sterben::V,πεθαίνω,dø
902,umkommen::V,πεθαίνω,omkomme
903,sich bewegen::V,κουνιέμαι,bevæge sig
904,sich rühren::V,σαλεύω,røre på sig
905,sich erheben::V,επαναστατώ,rejse sig
906,sich setzen::V,κάθομαι,sætte sig
907,hinfallen::V,πέφτω κάτω,
908,laufen::V,τρέχω,løbe
909,schreiten::V,βαδίζω,skride
910,spazierengehen::V,κάνω βόλτα,gå en tur
911,spazierengehen::V,πηγαίνω περίπατο,gå en tur
912,eilen::V,σπεύδω,ile
913,sich beeilen::V,βιάζομαι,skynde sig
914,sausen::V,τρέχω γρήγορα,suse
915,rennen::V,τρέχω,løbe
916,rennen::V,τρέχω,rende
917,springen::V,πηδώ,hoppe
918,springen::V,πηδώ,springe
919,klettern::V,σκαρφαλώνω,klatre
920,schaukeln::V,κουνιέμαι,gynge
921,kriechen::V,έρπω,krybe
922,kriechen::V,σέρνομαι,krybe
923,schwimmen::V,κολυμπώ,svømme
924,tauchen::V,βουτώ,dykke
925,rudern::V,κωπηλατώ,ro
926,fahren::V,πηγαίνω,køre
927,fliegen::V,πετώ,flyve
928,gehen::V,βαδίζω,gå
929,gehen::V,πηγαίνω,gå
930,weggehen::V,φεύγω,gå bort
931,abfahren::V,ξεκινώ,køre bort
932,abfahren::V,αναχωρώ,køre bort
933,anhalten::V,σταματώ,standse
934,hineingehen::V,μπαίνω,gå ind
935,eintreten::V,μπαίνω,træde ind
936,eintreten::V,εισέρχομαι,træde ind
937,kommen::V,έρχομαι,komme
938,ankommen::V,φτάνω,ankomme
939,zurückkommen::V,επιστρέφω,komme tilbage
940,bleiben::V,μένω,blive
941,bleiben::V,μένω,forblive
942,warten::V,περιμένω,vente
943,erwarten::V,αναμένω,vente
944,erwarten::V,αναμένω,afvente
945,erwarten::V,περιμένω,vente
946,erwarten::V,περιμένω,afvente
947,suchen::V,ψάχνω,søge
948,finden::V,βρίσκω,finde
949,versuchen::V,προσπαθώ,forsøge
950,vorbereiten::V,προετοιμάζω,forberede
951,lieben::V,αγαπώ,elske
952,mögen::V,μου αρέσει,holde af
953,mögen::V,μου αρέσει,kunne lide
954,lachen::V,γελώ,le
955,rühren::V,συγκινώ,røre
956,weinen::V,κλαίω,græde
957,schimpfen::V,βρίζω,skænde
958,sich ärgern::V,θυμώνω,ærgre sig
959,sich fürchten::V,φοβάμαι,være bange
960,fürchten::V,φοβάμαι,være bange for
961,fliehen::V,φεύγω,flygte
962,flüchten::V,δραπετεύω,flygte
963,sehen::V,βλέπω,se
964,anschauen::V,κοιτάζω,se på
965,anschauen::V,κοιτάζω,betragte
966,ansehen::V,βλέπω,anse
967,hören::V,ακούω,høre
968,zuhören::V,ακούω,høre til
969,probieren::V,δοκιμάζω,smage
970,probieren::V,δοκιμάζω,smage på
971,riechen::V,μυρίζω,lugte
972,riechen::V,οσφραίνομαι,lugte
973,fühlen::V,αισθάνομαι,føle
974,scheinen::V,φαίνομαι,synes
975,zu sehen sein::V,φαίνομαι,synes
976,vernehmen::V,ακούω,erfare
977,vernehmen::V,μαθαίνω,erfare
978,frieren::V,κρυώνω,fryse
979,tun::V,κάνω,gøre
980,können::V,ξέρω,kunne
981,können::V,μπορώ,kunne
982,wollen::V,θέλω,ville
983,anfangen::V,αρχίζω,begynde
984,beenden::V,τελειώνω,afslutte
985,aufhören::V,παύω,ophøre
986,aufhören::V,παύω,holde op
987,gelingen::V,πετυχαίνω,lykkes
988,geraten::V,γίνομαι,blive
989,öffnen::V,ανοίγω,åbne
990,schließen::V,κλείνω,lukke
991,stellen::V,θέτω,stille
992,setzen::V,θέτω,sætte
993,legen::V,θέτω,lægge
994,berühren::V,εγγίζω,berøre
995,verbinden::V,συνδέω,forbinde
996,bedecken::V,σκεπάζω,dække
997,bedecken::V,σκεπάζω,bedække
998,aufhängen::V,κρεμώ,hænge
999,aufhängen::V,κρεμώ,hænge op
1000,anzünden::V,ανάβω,tænde
1001,anzünden::V,ανάβω,antænde
1002,aufheben::V,σηκώνω,løfte
1003,aufheben::V,σηκώνω,tage op
1004,zurücklassen::V,εγκαταλείπω,lade tilbage
1005,verlieren::V,χάνω,miste
1006,fallen lassen::V,αφήνω να πέσει,tabe
1007,fallen lassen::V,αφήνω να πέσει,droppe
1008,machen::V,κάνω,gøre
1009,machen::V,φτιάχνω,gøre
1010,herstellen::V,κατασκευάζω,fremstille
1011,bauen::V,χτίζω,bygge
1012,bauen::V,οικοδομώ,bygge
1013,reparieren::V,επισκευάζω,reparere
1014,reparieren::V,επιδιορθώνω,reparere
1015,verbessern::V,βελτιώνω,rette
1016,verbessern::V,βελτιώνω,forbedre
1017,verbessern::V,καλυτερεύω,rette
1018,verbessern::V,καλυτερεύω,forbedre
1019,ändern::V,αλλάζω,ændre
1020,graben::V,σκάβω,grave
1021,beugen::V,λυγίζω,bøje
1022,biegen::V,κάμπτω,bøje
1023,drehen::V,στρέφω,dreje
1024,wenden::V,γυρίζω,vende
1025,umdrehen::V,γυρίζω,dreje om
1026,heben::V,υψώνω,hæve
1027,heben::V,σηκώνω,hæve
1028,hochheben::V,υψώνω,løfte
1029,hochheben::V,σηκώνω,løfte
1030,ergreifen::V,πιάνω,gribe fat i
1031,ergreifen::V,αρπάζω,gribe fat i
1032,halten::V,βαστώ,holde
1033,drücken::V,πιέζω,trykke
1034,schieben::V,σπρώχνω,skyde
1035,schieben::V,σπρώχνω,skubbe
1036,kratzen::V,γρατσουνίζω,klø
1037,kratzen::V,γρατσουνίζω,kradse
1038,lecken::V,γλείφω,slikke
1039,beißen::V,δαγκάνω,bide
1040,abreißen::V,κόβω,rive af
1041,abreißen::V,σχίζω,rive af
1042,abschneiden::V,αποκόπτω,skære af
1043,binden::V,δένω,binde
1044,stecken::V,χώνω,stikke
1045,brechen::V,σπάζω,brække
1046,klopfen::V,χτυπώ,banke
1047,klopfen::V,τινάζω,banke
1048,hauen::V,χτυπώ,hugge
1049,kleben::V,κολλώ,klistre
1050,reiben::V,τρίβω,gnide
1051,streichen::V,αλείφω,smøre
1052,schleifen::V,ακονίζω,slibe
1053,schneiden::V,κόβω,skære
1054,schneiden::V,κόβω,klippe
1055,rütteln::V,σείω,ruske
1056,rütteln::V,τινάζω,ruske
1057,schütteln::V,σείω,ryste
1058,schütteln::V,κουνώ,ryste
1059,schwenken::V,κουνώ,svinge
1060,schütten::V,χύνω,hælde
1061,füllen::V,γεμίζω,fylde
1062,einwickeln::V,τυλίγω,pakke ind
1063,tragen::V,φέρνω,bære
1064,schleppen::V,κουβαλώ,slæbe
1065,ziehen::V,τραβώ,trække
1066,aufbewahren::V,φυλάω,opbevare
1067,werfen::V,ρίχνω,kaste
1068,fangen::V,πιάνω,fange
1069,packen::V,τσακώνω,gribe
1070,verstecken::V,κρύβω,gemme
1071,teilen::V,μερίζω,dele
1072,schicken::V,στέλνω,sende
1073,bringen::V,φέρνω,bringe
1074,hinzufügen::V,προσθέτω,tilføje
1075,bekommen::V,προσκομίζω,få
1076,erhalten::V,παίρνω,få
1077,erhalten::V,λαμβάνω,få
1078,nehmen::V,πιάνω,tage
1079,nehmen::V,παίρνω,tage
1080,wählen::V,εκλέγω,vælge
1081,auswählen::V,διαλέγω,udvælge
1082,bewahren::V,διατηρώ,bevare
1083,behindern::V,εμποδίζω,hindre
1084,behindern::V,εμποδίζω,forhindre
1085,verderben::V,χαλώ,ødelægge
1086,beschädigen::V,ζημιώνω,beskadige
1087,zerbrechen::V,σπάζω,brække itu
1088,zerreißen::V,σχίζω,rive itu
1089,zerstören::V,καταστρέφω,ødelægge
1090,verbrennen::V,καίω,brænde
1091,geben::V,δίνω,give
1092,reichen::V,δίνω,række
1093,schenken::V,χαρίζω,forære
1094,versprechen::V,υπόσχομαι,love
1095,wünschen::V,εύχομαι,ønske
1096,loben::V,επαινώ,rose
1097,küssen::V,φιλώ,kysse
1098,wiegen::V,κουνώ,vugge
1099,wiegen::V,νανουρίζω,vugge
1100,zudecken::V,σκεπάζω,dække til
1101,wecken::V,ξυπνώ,vække
1102,zeigen::V,δείχνω,vise
1103,führen::V,οδηγώ,føre
1104,lehren::V,διδάσκω,lære
1105,unterrichten::V,διδάσκω,undervise
1106,aufziehen::V,ανατρέφω,opdrage
1107,leiten::V,ηγούμαι,lede
1108,leiten::V,διευθύνω,lede
1109,antreiben::V,σπρώχνω,skynde på
1110,antreiben::V,παρακινώ,skynde på
1111,lassen::V,αφήνω,få til at
1112,einladen::V,προσκαλώ,indbyde
1113,einladen::V,προσκαλώ,invitere
1114,vereinigen::V,ενώνω,forene
1115,besuchen::V,επισκέπτομαι,besøge
1116,treffen::V,συναντώ,møde
1117,sich versammeln::V,μαζεύομαι,forsamles
1118,spielen::V,παίζω,lege
1119,spielen::V,παίζω,spille
1120,singen::V,τραγουδώ,synge
1121,tanzen::V,χορεύω,danse
1122,sich trennen::V,αποχωρίζομαι,skilles
1123,verlassen::V,εγκαταλείπω,forlade
1124,retten::V,σώζω,redde
1125,bewachen::V,φρουρώ,bevogte
1126,schützen::V,προστατεύω,skærme
1127,schützen::V,προστατεύω,beskytte
1128,verteidigen::V,υπερασπίζω,forsvare
1129,sich schlagen::V,χτυπιέμαι,slås
1130,schießen::V,πυροβολώ,skyde
1131,siegen::V,νικώ,sejre
1132,ärgern::V,τσαντίζω,ærgre
1133,schlagen::V,χτυπώ,slå
1134,treten::V,κλοτσώ,sparke
1135,stechen::V,τρυπώ,stikke
1136,stoßen::V,ωθώ,støde
1137,stoßen::V,σπρώχνω,støde
1138,stehlen::V,κλέβω,stjæle
1139,stören::V,διαταράσσω,forstyrre
1140,belästigen::V,ενοχλώ,genere
1141,belästigen::V,ενοχλώ,ulejlige
1142,verbergen::V,κρύβω,skjule
1143,täuschen::V,παραπλανώ,villede
1144,betrügen::V,απατώ,bedrage
1145,töten::V,σκοτώνω,dræbe
1146,töten::V,θανατώνω,dræbe
1147,wohnen::V,μένω,bo
1148,wohnen::V,κατοικώ,bo
1149,arbeiten::V,δουλεύω,arbejde
1150,arbeiten::V,εργάζομαι,arbejde
1151,sammeln::V,μαζεύω,samle
1152,sammeln::V,συλλέγω,samle
1153,pflücken::V,κόβω,plukke
1154,jagen::V,κυνηγώ,jage
1155,fischen::V,ψαρεύω,fiske
1156,fassen::V,πιάνω,fange
1157,hüten::V,φυλάγω,vogte
1158,hüten::V,προσέχω,vogte
1159,treiben::V,οδηγώ,drive
1160,anbinden::V,δένω,binde fast
1161,füttern::V,ταΐζω,fodre
1162,melken::V,αρμέγω,malke
1163,hacken::V,κόβω,hakke
1164,gießen::V,ποτίζω,hælde
1165,reifen::V,ωριμάζω,modne
1166,zubereiten::V,ετοιμάζω,tilberede
1167,kochen::V,βράζω,koge
1168,backen::V,ψήνω,bage
1169,braten::V,τηγανίζω,stege
1170,umrühren::V,ανακατεύω,røre om
1171,stricken::V,πλέκω,strikke
1172,nähen::V,ράβω,sy
1173,färben::V,βάφω,farve
1174,färben::V,χρωματίζω,farve
1175,reinigen::V,καθαρίζω,rense
1176,reinigen::V,καθαρίζω,gøre ren
1177,waschen::V,πλένω,vaske
1178,abwischen::V,σφουγγίζω,tørre af
1179,spülen::V,ξεπλένω,skylle
1180,fegen::V,σκουπίζω,feje
1181,kehren::V,σκουπίζω,feje
1182,baden::V,κάνω μπάνιο,bade
1183,sich waschen::V,πλένομαι,vaske sig
1184,ausziehen::V,βγάζω,tage af
1185,anziehen::V,φορώ,tage på
1186,sich anziehen::V,ντύνομαι,klæde sig på
1187,kämmen::V,χτενίζω,rede
1188,kämmen::V,χτενίζω,frisere
1189,schmücken::V,στολίζω,pynte
1190,schmücken::V,στολίζω,smykke
1191,sagen::V,λέω,sige
1192,sprechen::V,μιλώ,snakke
1193,reden::V,μιλώ,tale
1194,reden::V,μιλώ,snakke
1195,reden::V,κουβεντιάζω,tale
1196,reden::V,κουβεντιάζω,snakke
1197,sich unterhalten::V,συνομιλώ,snakke sammen
1198,sich unterhalten::V,κουβεντιάζω,snakke sammen
1199,fragen::V,ρωτώ,spørge
1200,bitten::V,ζητώ,bede
1201,bitten::V,παρακαλώ,bede
1202,erzählen::V,διηγούμαι,berette
1203,erzählen::V,διηγούμαι,fortælle
1204,mitteilen::V,πληροφορώ,meddele
1205,nennen::V,ονομάζω,nævne
1206,rufen::V,φωνάζω,råbe
1207,prahlen::V,καυχιέμαι,prale
1208,übersetzen::V,μεταφράζω,oversætte
1209,denken::V,σκέφτομαι,tænke
1210,glauben::V,πιστεύω,tro
1211,bemerken::V,παρατηρώ,bemærke
1212,bemerken::V,παρατηρώ,lægge mærke til
1213,erkennen::V,αναγνωρίζω,genkende
1214,begreifen::V,καταλαβαίνω,begribe
1215,verstehen::V,ακούω,forstå
1216,lernen::V,μαθαίνω,lære
1217,wissen::V,ξέρω,vide
1218,sich erinnern an::V,θυμάμαι,mindes
1219,sich erinnern an::V,θυμάμαι,huske på
1220,vergessen::V,ξεχνώ,glemme
1221,messen::V,μετρώ,måle
1222,zählen::V,μετρώ,tælle
1223,rechnen::V,λογαριάζω,regne
1224,lesen::V,διαβάζω,læse
1225,malen::V,ζωγραφίζω,male
1226,zeichnen::V,σχεδιάζω,tegne
1227,schreiben::V,γράφω,skrive
1228,besitzen::V,κατέχω,eje
1229,besitzen::V,κατέχω,besidde
1230,kaufen::V,αγοράζω,købe
1231,verkaufen::V,πουλώ,sælge
1232,bezahlen::V,πληρώνω,betale
1233,zahlen::V,πληρώνω,betale
1234,beherrschen::V,κυριαρχώ,beherske
1235,ertragen::V,βαστώ,tåle
1236,ertragen::V,βαστώ,udholde
1237,ertragen::V,αντέχω,tåle
1238,ertragen::V,αντέχω,udholde
