,Concept_ID,ca,xal
323,Ort::N,lloc,бәәрн
324,Seite::N,banda,тал
325,Seite::N,banda,хаҗу
326,Seite::N,banda,хәврһ
327,Seite::N,costāt,тал
328,Seite::N,costāt,хаҗу
329,Seite::N,costāt,хәврһ
330,Mitte::N,mig,дунд
331,Mitte::N,centre,дунд
332,Gegenstand::N,objecte,юмн
333,Sache::N,cosa,юмн
334,Rand::N,vora,зах
335,Rand::N,marge,зах
336,Kante::N,caire,ирмәг
337,Kante::N,cantell,ирмәг
338,Ecke::N,cantonada,өнцг
339,Spitze::N,punta,үзүр
340,Ende::N,cap,үзүр
341,Loch::N,forāt,хаһрха
342,Winkel::N,racó,булң
343,Muster::N,dibuix,намч
344,Muster::N,disseny,намч
345,Größe::N,grandària,кемҗән
346,Länge::N,longitud,ут
347,Höhe::N,altura,өндр
348,Höhe::N,altitud,өндр
349,Gewicht::N,pes,күнд
350,Gewicht::N,pes,чиңнүр
351,Menge::N,quantitat,ик
352,Haufen::N,pila,ова
353,Reihe::N,fila,зерг
354,Reihe::N,fila,зерглән
355,Boot::N,bot,оңһц
356,Boot::N,barca,оңһц
357,Ruder::N,rem,хәәв
358,Schlitten::N,trineu,цан
359,Ski::N,esquí,лыҗ
360,Lagerfeuer::N,foc de campament,костёр
361,Last::N,càrrega,күнд
362,Gang::N,marxa,йовлһн
363,Schritt::N,pas,ишкм
364,Norden::N,nord,ар үзг
365,Süden::N,sud,өмн
366,Süden::N,sud,өмн үзг
367,Westen::N,oest,барун
368,Westen::N,oest,барун үзг
369,Westen::N,occident,барун
370,Westen::N,occident,барун үзг
371,Osten::N,est,зүн
372,Osten::N,est,зүн үзг
373,Osten::N,orient,зүн
374,Osten::N,orient,зүн үзг
375,Holz::N,fusta,модн
376,Brett::N,taula,харһа
377,Platte::N,placa,хавтха чолун
378,Stütze::N,suport,тулг
379,Stange::N,vara,уньн
380,Stock::N,pal,модн
381,Stab::N,bastó,шуург
382,Rohr::N,tub,турва
383,Haus::N,casa,гер
384,Heim::N,llar,гер-бул
385,Ofen::N,estufa,беш
386,Fußboden::N,terra,девскр
387,Tisch::N,taula,ширә
388,Stuhl::N,cadira,стул
389,Wiege::N,bressol,өлгә
390,Wiege::N,bressol,дүүҗң
391,Bett::N,llit,орн
392,Bett::N,llit,орндг
393,Regal::N,prestatgeria,таг
394,Regal::N,prestatgeria,тәвц
395,Kiste::N,caixa,яршг
396,Fenster::N,finestra,терз
397,Tür::N,porta,үүдн
398,Tor::N,portal,үүдн
399,Tor::N,portal,өргн үүдн
400,Tor::N,portal,хашан үүдн
401,Zaun::N,tanca,хаша
402,Dach::N,teulada,деевр
403,Leiter::N,escala,шат
404,Leiter::N,escala,давшур
405,Leiter::N,escala de mà,шат
406,Leiter::N,escala de mà,давшур
407,Besen::N,escombra,сәвүр
408,Spaten::N,pala,күрз
409,Schaufel::N,pala,совг
410,Gabel::N,forquilla,серә
411,Löffel::N,cullera,ухр
412,Messer::N,coltell,утх
413,Nagel::N,clau,хадасн
414,Netz::N,filat,гөлм
415,Haken::N,ganxo,дегә
416,Griff::N,puny,иш
417,Griff::N,puny,бәрүл
418,Griff::N,mànec,иш
419,Griff::N,mànec,бәрүл
420,Schloss::N,pany,оньс
421,Bild::N,imatge,зург
422,Figur::N,figura,фигур
423,Puppe::N,nina,наадһа
424,Beutel::N,bossa,мишг
425,Bündel::N,feix,багла
426,Bündel::N,feix,боодһа
427,Bündel::N,paquet,багла
428,Bündel::N,paquet,боодһа
429,Tasche::N,bossa,сумк
430,Eimer::N,galleda,суулһ
431,Deckel::N,tapa,бүркәсн
432,Deckel::N,tapadora,бүркәсн
433,Geschirr::N,vaixella,сав
434,Geschirr::N,vaixella,сав-сарх
435,Sack::N,sac,мишг
436,Sack::N,saca,мишг
437,Tasse::N,tassa,ааһ
438,Topf::N,pot,кастрюль
439,Topf::N,olla,кастрюль
440,Kessel::N,caldera,хәәсн
441,Essen::N,àpat,зоогллһн
442,Essen::N,menjada,зоогллһн
443,Nahrung::N,aliment,теҗәл
444,Speise::N,plat,хот
445,Fleisch::N,carn,махн
446,Getreide::N,cereals,хот болҗ эдлгддг цецгүдтә урһмл
447,Brei::N,puré,хаш
448,Brot::N,pa,өдмг
449,Scheibe::N,tall,зүсм
450,Scheibe::N,llesca,зүсм
451,Fett::N,greix,өөкн
452,Butter::N,mantega,тосн
453,Öl::N,oli,тосн
454,Salz::N,sal,давсн
455,Suppe::N,sopa,шөлн
456,Honig::N,mel,бал
457,Milch::N,llet,үсн
458,Tee::N,te,цә
459,Leder::N,cuir,арсн
460,Wolle::N,llana,утцн
461,Wolle::N,llana,эд
462,Stoff::N,tela,эд
463,Nadel::N,agulla,зүн
464,Faden::N,fil,утцн
465,Knopf::N,botó,товч
466,Knoten::N,nus,зәңгдә
467,Farbe::N,pintura,будг
468,Kleidung::N,roba,хувцн
469,Kleidung::N,roba,хувц-хунр
470,Kleidung::N,vestits,хувцн
471,Kleidung::N,vestits,хувц-хунр
472,Hemd::N,camisa,киилг
473,Kragen::N,coll,зах
474,Ärmel::N,màniga,ханцн
475,Hose::N,pantalōns,шалвур
476,Gürtel::N,cinturó,бүс
477,Mütze::N,gorra,махла
478,Schuh::N,sabata,башмгуд
479,Stiefel::N,bota,һосн
480,Ring::N,anell,билцг
481,Band::N,veta,лент
482,Band::N,cinta,лент
483,Kamm::N,pinta,сам
484,Spiegel::N,mirāll,толь
485,Riemen::N,corretja,бүс
486,Schnur::N,corda,деесн
487,Leine::N,corretja,бурнтг
488,Leine::N,corretja,нохан көтлвр
489,Decke::N,manta,көнҗл
490,Decke::N,flassada,көнҗл
491,Kissen::N,coixí,дер
492,Tuch::N,mocador,альчур
493,Handtuch::N,tovallola,полотенц
494,Handtuch::N,tovallola,һар-нүүрин альчур
495,Kraft::N,força,күчн
496,Stärke::N,vigor,чидл
497,Gesundheit::N,salut,эрүл-менд
498,Krankheit::N,malaltia,өвчн
499,Schmerz::N,dolor,өвдлһн
500,Wunde::N,ferida,шав
501,Fieber::N,febre,безг
502,Arznei::N,medicament,эм
503,Brücke::N,pont,тагт
504,Brunnen::N,pou,худг
505,Weide::N,pastura,малын идг
506,Pfad::N,senda,цувг
507,Pfad::N,sender,цувг
508,Weg::N,camí,хаалһ
509,Straße::N,carretera,зам
510,Dorf::N,poble,хотн
511,Stadt::N,ciutāt,балһсн
512,Brief::N,carta,бичг
513,Buch::N,llibre,дегтр
514,Buchstabe::N,lletra,үзг
515,Zeitung::N,diāri,газет
516,Leben::N,vida,җирһл
517,Tod::N,mort,үкл
518,Tod::N,mort,өңгрлһн
519,Grab::N,tomba,оршалһна нүкн
520,Kirche::N,església,чонҗ
521,Sünde::N,pecat,нүл
522,Sünde::N,pecat,килнц
523,Gott::N,déu,бурхн
524,Arbeiter::N,obrer,көдлмшч
525,Chef::N,cap,толһач
526,Meister::N,mestre,урн
527,Arzt::N,metge,эмч
528,Lehrer::N,mestre,багш
529,Geld::N,dinērs,мөңгн
530,Geschäft::N,negoci,көдлмш
531,Laden::N,tenda,лавк
532,Laden::N,botiga,лавк
533,Preis::N,preu,үн
534,Ware::N,mercaderia,эд-тавр
535,Nutzen::N,profit,олз
536,Reichtum::N,riquesa,зөөр
537,Welt::N,món,орчлң
538,Welt::N,món,делкә
539,Land::N,país,орн-нутг
540,Staat::N,estat,государств
541,König::N,rei,хан
542,Macht::N,poder,йосн
543,Macht::N,potència,йосн
544,Grenze::N,frontera,меҗә
545,Krieg::N,guerra,дән
546,Feind::N,enemic,дәәсн
547,Gewalt::N,violència,күч һарһлһн
548,Kampf::N,lluita,ноолдан
549,Kampf::N,lluita,бәрлдлһн
550,Bogen[Waffe]::N,arc,саадг
551,Pfeil::N,fletxa,сумн
552,Gewehr::N,fusell,бу
553,Gewehr::N,escopeta,бу
554,Fehler::N,falta,алдг
555,Lüge::N,mentida,худл
556,Schaden::N,dany,хорлт
557,Unglück::N,desgràcia,гүрм
558,Schuld::N,culpa,гем
559,Schuld::N,culpa,буру
560,Alter::N,edat,насн
561,Schluss::N,fi,чилгч
562,Schluss::N,final,чилгч
563,Zeit::N,temps,цаг
564,Tag::N,dia,өдр
565,Morgen::N,matí,өрүн
566,Mittag::N,migdia,үд
567,Abend::N,vespre,асхн
568,Nacht::N,nit,сө
569,Woche::N,setmana,долан хонг
570,Monat::N,mes,сар
571,Jahr::N,any,җил
572,Frühling::N,primavera,хавр
573,Sommer::N,estīu,зун
574,Herbst::N,tardor,намр
575,Winter::N,hivērn,үвл
576,Januar::N,gener,январь
577,Februar::N,febrer,февраль
578,März::N,març,март
579,März::N,març,моһа сар
580,April::N,abril,апрель
581,Mai::N,maig,май
582,Juni::N,juny,июнь
583,Juni::N,juny,мөчн сар
584,Juli::N,juliol,июль
585,August::N,agost,август
586,September::N,setembre,һаха сар
587,Oktober::N,octubre,октябрь
588,November::N,novembre,ноябрь
589,November::N,novembre,үкр сар
590,Dezember::N,desembre,бар сар
591,Montag::N,dilluns,понедельник
592,Dienstag::N,dimarts,вторник
593,Mittwoch::N,dimecres,среда
594,Mittwoch::N,dimecres,үлмҗ өдр
595,Donnerstag::N,dijous,четверг
596,Donnerstag::N,dijous,пүрвә өдр
597,Freitag::N,divendres,пятниц
598,Samstag::N,dissabte,суббот
599,Sonntag::N,diumenge,нарн өдр
600,Sonntag::N,diumenge,воскресень
601,groß::A,gros,ик
602,klein::A,petīt,бичкн
603,lang::A,llarg,ут
604,kurz::A,curt,оһтр
605,breit::A,ample,өргн
606,schmal::A,estret,уутьхн
607,dicht::A,dens,нигт
608,dick[Gegenstand]::A,gruixūt,зузан
609,dünn::A,prim,нимгн
610,fein::A,fi,нәрхн
611,fest::A,ferm,бат
612,fest::A,sòlid,бат
613,flach::A,pla,хавтха
614,glatt::A,llis,тегш
615,glatt::A,llis,тиньгр
616,hart::A,dur,хату
617,weich::A,tou,җөөлн
618,weich::A,tou,җөөлкн
619,rund::A,rodó,төгрг
620,spitz::A,punxegut,шовһр
621,scharf::A,agut,хурц
622,stumpf::A,rom,мука
623,stumpf::A,esmussat,мука
624,schwer::A,pesāt,күнд
625,schön::A,bonīc,сәәхн
626,heiß::A,calēnt,халун
627,warm::A,càlid,дулан
628,kalt::A,fred,киитн
629,kühl::A,fresc,серүн
630,frisch::A,fresc,серүн
631,feucht::A,humit,чиигтә
632,nass::A,mullat,чиигтә
633,trocken::A,sec,хагсу
634,voll::A,ple,дүүрң
635,leer::A,buit,сул
636,leer::A,buit,хоосн
637,offen::A,obert,секәтә
638,geschlossen::A,tancat,хаалһата
639,sauber::A,net,цевр
640,schmutzig::A,brut,киртә
641,roh::A,cru,түүкә
642,reif::A,madur,болсн
643,lecker::A,deliciós,әмтәхн
644,süß::A,dolç,әмтәхн
645,bitter::A,amarg,һашун
646,bitter::A,amarg,һашута
647,sauer::A,agre,ишклң
648,hell::A,clar,герлтә
649,dunkel::A,fosc,харңһу
650,schwarz::A,negre,хар
651,weiß::A,blanc,цаһан
652,rot::A,vermēll,улан
653,gelb::A,groc,шар
654,blau::A,blau,көк
655,grün::A,verd,көк
656,grau::A,gris,бор
657,bunt::A,multicolor,алг
658,bunt::A,multicolor,эрәтә
659,billig::A,barat,кимд
660,teuer::A,car,үнтә
661,wertvoll::A,preciós,үнтә
662,wertvoll::A,preciós,эрднь
663,blind::A,cec,сохр
664,taub::A,sord,дүлә
665,kräftig::A,fort,күчтә
666,kräftig::A,vigorós,күчтә
667,stark::A,fort,чаңһ
668,schwach::A,feble,күчн тату
669,fett::A,gras,тарһн
670,schlank::A,esvelt,эццн
671,hübsch::A,maco,көркхн
672,böse::A,dolent,уурта
673,dumm::A,ximple,тенг
674,dumm::A,estúpid,тенг
675,faul::A,gandūl,залху
676,faul::A,mandrós,залху
677,fleißig::A,diligēnt,кинән
678,fleißig::A,diligēnt,кинмһә
679,geizig::A,avar,ховдг
680,klug::A,intel·ligent,ухата
681,geschickt::A,hàbil,чадмг
682,lieb::A,amat,эңкр
683,lieb::A,estimat,эңкр
684,lustig::A,alegre,сергмҗтә
685,lustig::A,alegre,җирһлтә
686,sanft::A,suau,номһн
687,hungrig::A,afamat,өлн
688,hungrig::A,afamat,харһнсн
689,krank::A,malālt,өвчтә
690,krank::A,malālt,шалтгта
691,nackt::A,nu,нүцкн
692,traurig::A,trist,һундлта
693,lebendig::A,viu,әмд
694,gut::A,bo,сән
695,schlecht::A,dolēnt,му
696,richtig::A,just,зөвтә
697,richtig::A,correcte,зөвтә
698,schlimm::A,greu,җигшүртә
699,wahr::A,vertader,үнн
700,wahr::A,vertader,мөн
701,wahr::A,veritable,үнн
702,wahr::A,veritable,мөн
703,alt::A,vell,хуучн
704,neu::A,nou,шин
705,ehemalig::A,antic,хуучн
706,alt[Lebewesen]::A,vell,көгшн
707,jung::A,jove,баһ
708,arm::A,pobre,угатя
709,reich::A,ric,байн
710,bekannt::A,conegut,таньл
711,bekannt::A,conegut,таньдг
712,berühmt::A,famós,туурсн
713,fremd::A,estrany,күүнә
714,verschieden::A,diferent,әдл биш
715,verschieden::A,diferent,йилһәтә
716,nah::A,pròxim,өөрхн
717,fern::A,llunyà,хол
718,fern::A,distant,хол
719,linker::A,esquerre,зүн
720,rechter::A,dret,барун
721,anderer::A,altre,талдан
722,erster::A,primer,негдгч
723,zweiter::A,segon,хойрдгч
724,dritter::A,tercer,һурвдгч
725,letzter::A,últim,отхн
726,allein::ADV,sol,һанцарн
727,auf einmal::ADV,d'una vegada,нег дәкҗ
728,zusammen::ADV,junt,хамдан
729,lange::ADV,molt de temps,удан
730,plötzlich::ADV,de cop,генткн
731,plötzlich::ADV,de sobte,генткн
732,sofort::ADV,de seguida,дарунь
733,später::ADV,més tard,сүүлд
734,jetzt::ADV,ara,ода
735,heute::ADV,avūi,эндр
736,morgen::ADV,demà,маңһдур
737,bald::ADV,aviāt,дарунь
738,dann::ADV,després,дәкәд
739,gestern::ADV,ahir,өцклдүр
740,einst::ADV,anteriorment,нег саамд
741,damals::ADV,llavōrs,тиигхд
742,damals::ADV,aleshores,тиигхд
743,danach::ADV,després,тегәд
744,vorher::ADV,abāns,урд
745,zuerst::ADV,primer,түрүләд
746,einmal::ADV,una vegada,нег дәкҗ
747,manchmal::ADV,de vegades,зәрмдән
748,oft::ADV,sovint,хара биш
749,oft::ADV,sovint,хатяр биш
750,oft::ADV,sovint,дару-дарунь
751,immer::ADV,sempre,оньдинд
752,niemals::ADV,no ... mai,кезә чмгн биш
753,hier::ADV,aquí,энд
754,hier::ADV,aquí,энүнд
755,hierhin::ADV,per aquí,нааран
756,von hier::ADV,des d'aquí,эндәс
757,dort::ADV,allí,тенд
758,dorthin::ADV,hi,тиигән
759,geradeaus::ADV,tot dret,шуд
760,vorwärts::ADV,endavānt,уралан
761,rückwärts::ADV,endarrera,гедргән
762,zurück::ADV,darrere,хәрү
763,unten::ADV,a baix,дор
764,hinab::ADV,cap avall,дор
765,hinab::ADV,cap avall,доракшан
766,oben::ADV,dalt,деер
767,hinauf::ADV,cap amunt,өөдән
768,hinauf::ADV,cap amunt,деер
769,überall::ADV,pertot,альд болв чигн
770,überall::ADV,per tot arreu,альд болв чигн
771,nicht::ADV,no,эс
772,nicht::ADV,no,биш
773,nicht::ADV,no,бичә
774,ein wenig::ADV,una mica,баахн
775,ein wenig::ADV,una mica,баахнар
776,kaum::ADV,a penes,әрә
777,sehr::ADV,molt,йир
778,so::ADV,així,иигҗ
779,noch::ADV,encara,ода чигн
780,nur::ADV,només,һанцхн
781,schon::ADV,ja,одх
782,wieder::ADV,de nou,бас
783,vergebens::ADV,en va,киидән
784,vor::PRP,davānt,урд
785,vor::PRP,enfront de,урд
786,hinter::PRP,darrera,ца
787,unter::PRP,sota,дор
788,durch::PRP,per,ивт
789,durch::PRP,per,дундаһур
790,neben::PRP,al costāt de,хаҗуд
791,zwischen::PRP,entre,хоорнд
792,wegen::PRP,a causa de,көлтә
793,wegen::PRP,a causa de,деерәс
794,dies::PRN,aquest,эн
795,das::PRN,això,тер
796,alles::PRN,tot,цуһар
797,ich::PRN,jo,би
798,du::PRN,tu,чи
799,er::PRN,ell,тер
800,wir::PRN,nosaltres,мадн
801,ihr::PRN,vosaltres,та
802,sie::PRN,ells,тедн
803,sie::PRN,elles,тедн
804,was::FPRN,què,юн
805,wer::FPRN,qui,кен
806,wo::FADV,on,хама
807,wohin::FADV,cap a on,хамаран
808,wie::FADV,com,яһҗ
809,wie::FADV,com,яһад
810,warum::FADV,per què,юңгад
811,wieviel::FNUM,quant,кедү
812,eins::NUM,u,негн
813,zwei::NUM,dos,хойр
814,drei::NUM,tres,һурвн
815,vier::NUM,quatre,дөрвн
816,fünf::NUM,cinc,тавн
817,sechs::NUM,sis,зурһан
818,sieben::NUM,set,долан
