,Concept_ID,lv,sl
61,Arm::N,roka,rôka
62,Arm::N,delms,rôka
63,Ellenbogen::N,гырддза,komólec
64,Ellenbogen::N,elkonis,komólec
65,Hand::N,ки,rôka
66,Hand::N,roka,rôka
67,Hand::N,plauksta,rôka
68,Handfläche::N,ки пыдӧс,dlán
69,Handfläche::N,delna,dlán
70,Handfläche::N,plauksta,dlán
71,Finger::N,чунь,pŕst
72,Finger::N,pirksts,pŕst
73,Fingernagel::N,гыж,nóht na rôki
74,Fingernagel::N,nags,nóht na rôki
75,Nagel[Anatomie]::N,гыж,nóht
76,Nagel[Anatomie]::N,nags,nóht
77,Zeh::N,кок чунь,pŕst na nôgi
78,Zeh::N,pirksts,pŕst na nôgi
79,Fuß::N,кок,nôga
80,Fuß::N,kāja,nôga
81,Ferse::N,кокбӧр,pêta
82,Ferse::N,papēdis,pêta
83,Knie::N,пидзӧс,koléno
84,Knie::N,celis,koléno
85,Oberschenkel::N,лядьвей,stêgno
86,Oberschenkel::N,бек,stêgno
87,Oberschenkel::N,ciska,stêgno
88,Oberschenkel::N,augšstilbs,stêgno
89,Bein::N,кок,nôga
90,Bein::N,kāja,nôga
91,Körper::N,туша,teló
92,Körper::N,вывтыр,teló
93,Körper::N,miesa,teló
94,Körper::N,ķermenis,teló
95,Haut::N,ку,kóža
96,Haut::N,āda,kóža
97,Blut::N,вир,krí
98,Blut::N,asins,krí
99,Ader::N,сӧн,žíla
100,Ader::N,asinsvads,žíla
101,Sehne::N,вез,kíta
102,Sehne::N,dzīsla,kíta
103,Knochen::N,лы,kóst
104,Knochen::N,kauls,kóst
105,Gehirn::N,вем,možgáni
106,Gehirn::N,smadzenes,možgáni
107,Herz::N,сьӧлӧм,srcé
108,Herz::N,sirds,srcé
109,Magen::N,кынӧм,želódec
110,Magen::N,kuņģis,želódec
111,Leber::N,мус,jétra
112,Leber::N,aknas,jétra
113,Atem::N,лов,díh
114,Atem::N,elpa,díh
115,Hunger::N,тшыг,glád
116,Hunger::N,bads,glád
117,Hunger::N,izsalkums,glád
118,Träne::N,синва,sólza
119,Träne::N,asara,sólza
120,Geschmack::N,кӧр,okús
121,Geschmack::N,чӧсмӧс,okús
122,Geschmack::N,garša,okús
123,Geruch::N,зын,vónj
124,Geruch::N,дук,vónj
125,Geruch::N,smaka,vónj
126,Schlaf::N,узьӧм,sèn
127,Schlaf::N,узьӧм,spánec
128,Schlaf::N,miegs,sèn
129,Schlaf::N,miegs,spánec
130,Traum::N,вӧт,sánje
131,Traum::N,вӧтасьӧм,sánje
132,Traum::N,sapnis,sánje
133,Himmel::N,енэж,nebó
134,Himmel::N,debess,nebó
135,Sonne::N,шонді,sónce
136,Sonne::N,saule,sónce
137,Mond::N,тӧлысь,lúna
138,Mond::N,тӧлысь,mésec
139,Mond::N,mēness,lúna
140,Mond::N,mēness,mésec
141,Stern::N,кодзув,zvézda
142,Stern::N,zvaigzne,zvézda
143,Luft::N,сынӧд,zràk
144,Luft::N,gaiss,zràk
145,Wind::N,тӧв,véter
146,Wind::N,vējš,véter
147,Welle::N,гы,vál
148,Welle::N,vilnis,vál
149,Wasser::N,ва,vôda
150,Wasser::N,ūdens,vôda
151,Stein::N,из,kámen
152,Stein::N,akmens,kámen
153,Boden::N,му,tlà
154,Boden::N,augsne,tlà
155,Erde::N,му,pŕst
156,Erde::N,му,zêmlja
157,Erde::N,му-ва,pŕst
158,Erde::N,му-ва,zêmlja
159,Erde::N,zeme,pŕst
160,Erde::N,zeme,zêmlja
161,Staub::N,бус,práh
162,Staub::N,putekļi,práh
163,Rauch::N,тшын,dìm
164,Rauch::N,dūmi,dìm
165,Funke::N,кинь,ískra
166,Funke::N,би кинь,ískra
167,Funke::N,dzirkstele,ískra
168,Feuer::N,би,ôgenj
169,Feuer::N,uguns,ôgenj
170,Licht::N,югӧр,lúč
171,Licht::N,gaisma,lúč
172,Schatten::N,вуджӧр,sénca
173,Schatten::N,ēna,sénca
174,Wetter::N,поводдя,vrême
175,Wetter::N,laiks,vrême
176,Nebel::N,ру,meglà
177,Nebel::N,онь,meglà
178,Nebel::N,migla,meglà
179,Wolke::N,кымӧр,oblák
180,Wolke::N,mākonis,oblák
181,Regen::N,зэр,dèž
182,Regen::N,lietus,dèž
183,Schnee::N,лым,snég
184,Schnee::N,sniegs,snég
185,Eis::N,йи,léd
186,Eis::N,ledus,léd
187,Frost::N,кӧдзыд,zmrzál
188,Frost::N,sals,zmrzál
189,Kälte::N,кӧдзыд,mràz
190,Kälte::N,saltums,mràz
191,Kälte::N,aukstums,mràz
192,Hitze::N,пӧсь,pripéka
193,Hitze::N,гожӧд,pripéka
194,Hitze::N,karstums,pripéka
195,Raureif::N,пуж,ívje
196,Raureif::N,пуж,slána
197,Raureif::N,гыӧр,ívje
198,Raureif::N,гыӧр,slána
199,Raureif::N,sarma,ívje
200,Raureif::N,sarma,slána
201,Regenbogen::N,ӧшкамӧшка,mávrica
202,Regenbogen::N,varavīksne,mávrica
203,Donner::N,гым,gròm
204,Donner::N,pērkons,gròm
205,Strömung::N,ва ныр,strúja
206,Strömung::N,визувтӧм,strúja
207,Strömung::N,straume,strúja
208,Strömung::N,strāvojums,strúja
209,Tropfen::N,войт,káplja
210,Tropfen::N,lāse,káplja
211,Schaum::N,быг,péna
212,Schaum::N,быгзьӧм,péna
213,Schaum::N,putas,péna
214,Schmutz::N,няйт,nesnága
215,Schmutz::N,dubļi,nesnága
216,See::N,ты,jézero
217,See::N,ezers,jézero
218,Sumpf::N,гыбад,močvírje
219,Sumpf::N,кад,močvírje
220,Sumpf::N,dumbrājs,močvírje
221,Sumpf::N,staignājs,močvírje
222,Moor::N,нюр,bárje
223,Moor::N,purvs,bárje
224,Moor::N,muklājs,bárje
225,Wiese::N,видз,trávnik
226,Wiese::N,pļava,trávnik
227,Wald::N,вӧр,lés
228,Wald::N,вӧр,gòzd
229,Wald::N,mežs,lés
230,Wald::N,mežs,gòzd
231,Hügel::N,дзиб,brég
232,Hügel::N,дзиб,goríca
233,Hügel::N,мыльк,brég
234,Hügel::N,мыльк,goríca
235,Hügel::N,нӧрыс,brég
236,Hügel::N,нӧрыс,goríca
237,Hügel::N,paugurs,brég
238,Hügel::N,paugurs,goríca
239,Anhöhe::N,мыльк,gríč
240,Anhöhe::N,мыльк,višína
241,Anhöhe::N,нӧрыс,gríč
242,Anhöhe::N,нӧрыс,višína
243,Anhöhe::N,paugurs,gríč
244,Anhöhe::N,paugurs,višína
245,Berg::N,чой,gôra
246,Berg::N,чой,planína
247,Berg::N,керӧс,gôra
248,Berg::N,керӧс,planína
249,Berg::N,kalns,gôra
250,Berg::N,kalns,planína
251,Gipfel::N,чук,vŕh
252,Gipfel::N,virsotne,vŕh
253,Höhle::N,рудӧг,jáma
254,Höhle::N,рудӧг,votlína
255,Höhle::N,ala,jáma
256,Höhle::N,ala,votlína
257,Abhang::N,ньывк,pobóčje
258,Abhang::N,бокша,pobóčje
259,Abhang::N,nogāze,pobóčje
260,Quelle::N,ӧшмӧс,izvír
261,Quelle::N,avots,izvír
262,Bach::N,шор,pôtok
263,Bach::N,urga,pôtok
264,Bach::N,strauts,pôtok
265,Fluss::N,ю,réka
266,Fluss::N,upe,réka
267,Ufer::N,вадор,brég
268,Ufer::N,krasts,brég
269,Küste::N,вадор,obála
270,Küste::N,вадор,obréžje
271,Küste::N,piekraste,obála
272,Küste::N,piekraste,obréžje
273,Festland::N,му,celína
274,Festland::N,му,kopnína
275,Festland::N,sauszeme,celína
276,Festland::N,sauszeme,kopnína
277,Meer::N,саридз,mórje
278,Meer::N,jūra,mórje
279,Bucht::N,куръя,zalív
280,Bucht::N,līcis,zalív
281,Insel::N,ді,ôtok
282,Insel::N,sala,ôtok
283,Blume::N,дзоридз,cvetlíca
284,Blume::N,puķe,cvetlíca
285,Blume::N,zieds,cvetlíca
286,Gras::N,турун,tráva
287,Gras::N,zāle,tráva
288,Wurzel::N,вуж,korenína
289,Wurzel::N,sakne,korenína
290,Baum::N,пу,drevó
291,Baum::N,koks,drevó
292,Stamm::N,пучер,dêblo
293,Stamm::N,stumbrs,dêblo
294,Rinde::N,кырсь,lúbje
295,Rinde::N,кырсь,skórja
296,Rinde::N,miza,lúbje
297,Rinde::N,miza,skórja
298,Ast::N,ув,véja
299,Ast::N,zars,véja
300,Zweig::N,вож,véja
301,Zweig::N,nozare,véja
302,Blatt::N,кор,líst
303,Blatt::N,lapa,líst
304,Birke::N,кыдз,bréza
305,Birke::N,bērzs,bréza
306,Kiefer[Baum]::N,пожӧм,bòr
307,Kiefer[Baum]::N,priede,bòr
308,Weide[Baum]::N,бадь,vŕba
309,Weide[Baum]::N,kārkls,vŕba
310,Tanne::N,коз,hója
311,Tanne::N,egle,hója
312,Horn::N,сюр,róg
313,Horn::N,rags,róg
314,Feder::N,гӧн,peró
315,Feder::N,тывборд,peró
316,Feder::N,spalva,peró
317,Fell::N,ку,kŕzno
318,Fell::N,āda,kŕzno
319,Flügel::N,борд,krílo
320,Flügel::N,spārns,krílo
321,Klaue::N,гыж,párkelj
322,Klaue::N,nags,párkelj
323,Kralle::N,гыж,krémpelj
324,Kralle::N,nags,krémpelj
325,Schwanz::N,бӧж,rèp
326,Schwanz::N,ļipa,rèp
327,Ei::N,кольк,jájce
328,Ei::N,ola,jájce
329,Nest::N,поз,gnézdo
330,Nest::N,ligzda,gnézdo
331,Bau::N,горс,brlòg
332,Bau::N,пырмӧс,brlòg
333,Bau::N,гу,brlòg
334,Bau::N,ala,brlòg
335,Tier::N,пемӧс,živál
336,Tier::N,dzīvnieks,živál
337,Herde::N,стада,čréda
338,Herde::N,кельӧб,čréda
339,Herde::N,ganāmpulks,čréda
340,Kuh::N,мӧс,kráva
341,Kuh::N,govs,kráva
342,Bulle::N,ӧш,bìk
343,Bulle::N,bullis,bìk
344,Pferd::N,вӧв,kònj
345,Pferd::N,zirgs,kònj
346,Schaf::N,ыж,ôvca
347,Schaf::N,aita,ôvca
348,Schwein::N,порсь,svínja
349,Schwein::N,cūka,svínja
350,Hund::N,пон,pès
351,Hund::N,suns,pès
352,Katze::N,кань,máčka
353,Katze::N,kaķis,máčka
354,Bär::N,ош,mêdved
355,Bär::N,lācis,mêdved
356,Eichhörnchen::N,ур,véverica
357,Eichhörnchen::N,vāvere,véverica
358,Elch::N,йӧра,lós
359,Elch::N,alnis,lós
360,Fuchs::N,руч,lisíca
361,Fuchs::N,lapsa,lisíca
362,Hase::N,кӧч,zájec
363,Hase::N,zaķis,zájec
364,Maus::N,шыр,mìš
365,Maus::N,pele,mìš
366,Wolf::N,кӧин,vólk
367,Wolf::N,vilks,vólk
368,Vogel::N,кай,ptìč
369,Vogel::N,кай,ptíca
370,Vogel::N,лэбач,ptìč
371,Vogel::N,лэбач,ptíca
372,Vogel::N,putns,ptìč
373,Vogel::N,putns,ptíca
374,Schwarm::N,чукӧр,játa
375,Schwarm::N,spiets,játa
376,Huhn::N,курӧг,kokóš
377,Huhn::N,vista,kokóš
378,Hahn::N,петук,petêlin
379,Hahn::N,gailis,petêlin
380,Gans::N,дзодзӧг,gós
381,Gans::N,zoss,gós
382,Adler::N,кутш,ôrel
383,Adler::N,ērglis,ôrel
384,Ente::N,утка,ráca
385,Ente::N,pīle,ráca
386,Eule::N,сюзь,sôva
387,Eule::N,pūce,sôva
388,Kranich::N,тури,žerjàv
389,Kranich::N,dzērve,žerjàv
390,Krähe::N,рака,vrána
391,Krähe::N,vārna,vrána
392,Kuckuck::N,кӧк,kúkavica
393,Kuckuck::N,dzeguze,kúkavica
394,Schwan::N,юсь,labód
395,Schwan::N,gulbis,labód
396,Fisch::N,чери,ríba
397,Fisch::N,zivs,ríba
398,Barsch::N,ёкыш,ostríž
399,Barsch::N,asaris,ostríž
400,Hecht::N,сир,ščúka
401,Hecht::N,līdaka,ščúka
402,Schlange[Tier]::N,кый,káča
403,Schlange[Tier]::N,čūska,káča
404,Wurm::N,номыр,čr̀v
405,Wurm::N,номыр,glísta
406,Wurm::N,tārps,čr̀v
407,Wurm::N,tārps,glísta
408,Spinne::N,черань,pájek
409,Spinne::N,zirneklis,pájek
410,Ameise::N,кодзувкот,mrávlja
411,Ameise::N,skudra,mrávlja
412,Laus::N,той,úš
413,Laus::N,uts,úš
414,Mücke::N,ном,komár
415,Mücke::N,ods,komár
416,Fliege::N,гут,múha
417,Fliege::N,muša,múha
418,Schmetterling::N,бобув,metúlj
419,Schmetterling::N,tauriņš,metúlj
420,Beere::N,тусь,jágoda
421,Beere::N,вотӧс,jágoda
422,Beere::N,oga,jágoda
423,Apfel::N,яблӧг,jábolko
424,Apfel::N,ābols,jábolko
425,Pilz::N,тшак,góba
426,Pilz::N,sēne,góba
427,Zwiebel::N,луккок,čebúla
428,Zwiebel::N,йӧнгыль,čebúla
429,Zwiebel::N,sīpols,čebúla
430,Saat::N,тусь,séme
431,Saat::N,кӧйдыс,séme
432,Saat::N,sēkla,séme
433,Korn::N,тусь,zŕno
434,Korn::N,grauds,zŕno
435,Heu::N,турун,senó
436,Heu::N,siens,senó
437,Schale::N,кор,lupína
438,Schale::N,čaula,lupína
439,Schale::N,čaumala,lupína
440,Grube::N,гу,jáma
441,Grube::N,bedre,jáma
442,Falle::N,лэч,pást
443,Falle::N,slazds,pást
444,Falle::N,lamatas,pást
445,Schlinge::N,лэч,zánka
446,Schlinge::N,лэч,pêtlja
447,Schlinge::N,cilpa,zánka
448,Schlinge::N,cilpa,pêtlja
449,Spur::N,туй,sléd
450,Spur::N,pēda,sléd
451,Asche::N,пӧм,pepél
452,Asche::N,pelni,pepél
453,Dreck::N,няйт,bláto
454,Dreck::N,dubļi,bláto
455,Eisen::N,кӧрт,želézo
456,Eisen::N,dzelzs,želézo
457,Gold::N,зарни,zlató
458,Gold::N,zelts,zlató
459,Silber::N,эзысь,srebró
460,Silber::N,sudrabs,srebró
461,Kohle::N,шом,ógel
462,Kohle::N,ogle,ógel
463,Glas::N,стеклӧ,stêklo
464,Glas::N,stikls,stêklo
465,Lehm::N,сёй,ílo
466,Lehm::N,māls,ílo
467,Sand::N,лыа,pések
468,Sand::N,smiltis,pések
469,Mensch::N,морт,člôvek
470,Mensch::N,cilvēks,člôvek
471,Mann::N,аймӧрт,móž
472,Mann::N,аймӧрт,môški
473,Mann::N,мужичӧй,móž
474,Mann::N,мужичӧй,môški
475,Mann::N,vīrietis,móž
476,Mann::N,vīrietis,môški
477,Frau::N,ань,gospá
478,Frau::N,ань,žénska
479,Frau::N,нывбаба,gospá
480,Frau::N,нывбаба,žénska
481,Frau::N,sieviete,gospá
482,Frau::N,sieviete,žénska
483,Kind::N,кага,déte
484,Kind::N,кага,otròk
485,Kind::N,bērns,déte
486,Kind::N,bērns,otròk
487,Junge::N,пи,fànt
488,Junge::N,пи,déček
489,Junge::N,zēns,fànt
490,Junge::N,zēns,déček
491,Junge::N,puika,fànt
492,Junge::N,puika,déček
493,Junge::N,puisis,fànt
494,Junge::N,puisis,déček
495,Mädchen::N,ныв,deklè
496,Mädchen::N,ныв,déklica
497,Mädchen::N,meiča,deklè
498,Mädchen::N,meiča,déklica
499,Mädchen::N,skuķis,deklè
500,Mädchen::N,skuķis,déklica
501,Mädchen::N,meitene,deklè
502,Mädchen::N,meitene,déklica
503,Familie::N,семья,družína
504,Familie::N,ģimene,družína
505,Großvater::N,пӧль,dèd
506,Großvater::N,пӧль,dédek
507,Großvater::N,vecaistēvs,dèd
508,Großvater::N,vecaistēvs,dédek
509,Großmutter::N,баб,bábica
510,Großmutter::N,vecāmāte,bábica
511,Eltern::N,ай-мам,stárši
512,Eltern::N,бать-мам,stárši
513,Eltern::N,vecāki,stárši
514,Vater::N,бать,ôče
515,Vater::N,ай,ôče
516,Vater::N,tēvs,ôče
517,Mutter::N,мам,máma
518,Mutter::N,māte,máma
519,Sohn::N,пи,sín
520,Sohn::N,dēls,sín
521,Tochter::N,ныв,hčí
522,Tochter::N,ныв,hčérka
523,Tochter::N,meita,hčí
524,Tochter::N,meita,hčérka
525,Bruder::N,вок,bràt
526,Bruder::N,brālis,bràt
527,Schwester::N,чой,sêstra
528,Schwester::N,māsa,sêstra
529,Onkel::N,дядь,újec
530,Onkel::N,дядь,stríc
531,Onkel::N,tēvocis,újec
532,Onkel::N,tēvocis,stríc
533,Tante::N,тьӧт,têta
534,Tante::N,тьӧт,strína
535,Tante::N,tante,têta
536,Tante::N,tante,strína
537,Ehemann::N,верӧс,móž
538,Ehemann::N,верӧс,sopróg
539,Ehemann::N,vīrs,móž
540,Ehemann::N,vīrs,sopróg
541,Ehefrau::N,гӧтыр,žêna
542,Ehefrau::N,гӧтыр,sopróga
543,Ehefrau::N,sieva,žêna
544,Ehefrau::N,sieva,sopróga
545,Freude::N,радлун,rádost
546,Freude::N,радлун,vesêlje
547,Freude::N,prieks,rádost
548,Freude::N,prieks,vesêlje
549,Gelächter::N,серам,sméh
550,Gelächter::N,серам,grohòt
551,Gelächter::N,smiekli,sméh
552,Gelächter::N,smiekli,grohòt
553,Glück::N,шуд,sréča
554,Glück::N,laime,sréča
555,Kummer::N,шог,gorjé
556,Kummer::N,bēdas,gorjé
557,Kummer::N,raizes,gorjé
558,Wunsch::N,кӧсйӧм,žêlja
559,Wunsch::N,vēlme,žêlja
560,Wunsch::N,vēlējums,žêlja
561,Lust::N,кыскӧм,poželênje
562,Lust::N,радейтӧм,poželênje
563,Lust::N,kāre,poželênje
564,Geist::N,лов,dúša
565,Geist::N,gars,dúša
566,Gedanke::N,мӧвп,mísel
567,Gedanke::N,doma,mísel
568,Gedächtnis::N,паметь,pámet
569,Gedächtnis::N,atmiņa,pámet
570,Verstand::N,вежӧр,
571,Verstand::N,prāts,
572,Sinn::N,мог,pomèn
573,Sinn::N,мог,smísel
574,Sinn::N,вежӧртас,pomèn
575,Sinn::N,вежӧртас,smísel
576,Sinn::N,nozīme,pomèn
577,Sinn::N,nozīme,smísel
578,Grund::N,помка,vzròk
579,Grund::N,pamats,vzròk
580,Grund::N,iemesls,vzròk
581,Wahrheit::N,збыль,resníca
582,Wahrheit::N,збыльтор,resníca
583,Wahrheit::N,taisnība,resníca
584,Wahrheit::N,patiesība,resníca
585,Gespräch::N,сёрни,pogóvor
586,Gespräch::N,saruna,pogóvor
587,Märchen::N,мойд,právljica
588,Märchen::N,pasaka,právljica
589,Erzählung::N,висьт,povést
590,Erzählung::N,stāsts,povést
591,Erzählung::N,nostāsts,povést
592,Nachricht::N,юӧртӧм,sporočílo
593,Nachricht::N,ziņa,sporočílo
594,Neuigkeit::N,выльтор,novóst
595,Neuigkeit::N,jaunums,novóst
596,Name::N,ним,imé
597,Name::N,vārds,imé
598,Rätsel::N,нӧдкыв,ugánka
599,Rätsel::N,mīkla,ugánka
600,Rede::N,сёрни,góvor
601,Rede::N,runa,góvor
602,Sprache::N,кыв,jêzik
603,Sprache::N,valoda,jêzik
604,Stimme::N,гӧлӧс,glás
605,Stimme::N,вом шы,glás
606,Stimme::N,balss,glás
607,Wort::N,кыв,beséda
608,Wort::N,vārds,beséda
609,Zeichen::N,пас,znák
610,Zeichen::N,zīme,znák
611,Ruf::N,чукӧстчӧм,klíc
612,Ruf::N,корӧм,klíc
613,Ruf::N,sauciens,klíc
614,Lärm::N,шы,hrúp
615,Lärm::N,шы,trúšč
616,Lärm::N,зык,hrúp
617,Lärm::N,зык,trúšč
618,Lärm::N,зычитӧм,hrúp
619,Lärm::N,зычитӧм,trúšč
620,Lärm::N,troksnis,hrúp
621,Lärm::N,troksnis,trúšč
622,Laut::N,шы,glás
623,Laut::N,skaņa,glás
624,Ton::N,шы,tón
625,Ton::N,tonis,tón
626,Lied::N,сьылан,pésem
627,Lied::N,сьыланкыв,pésem
628,Lied::N,dziesma,pésem
629,Ruhe::N,чӧв,pokòj
630,Ruhe::N,miers,pokòj
631,Leute::N,йӧз,ljudjé
632,Leute::N,войтыр,ljudjé
633,Leute::N,ļaudis,ljudjé
634,Leute::N,cilvēki,ljudjé
635,Volk::N,йӧз,národ
636,Volk::N,войтыр,národ
637,Volk::N,tauta,národ
638,Arbeit::N,удж,délo
639,Arbeit::N,darbs,délo
640,Gast::N,гӧсть,gòst
641,Gast::N,viešņa,gòst
642,Gast::N,ciemiņš,gòst
643,Geschenk::N,козин,darílo
644,Geschenk::N,dāvana,darílo
645,Spiel::N,ворсан,ígra
646,Spiel::N,rotaļa,ígra
647,Gesellschaft::N,котыр,drúžba
648,Gesellschaft::N,biedrība,drúžba
649,Gesellschaft::N,kompānija,drúžba
650,Hilfe::N,отсӧг,pomóč
651,Hilfe::N,palīdzība,pomóč
652,Freund::N,ёрт,prijátelj
653,Freund::N,draugs,prijátelj
654,Kamerad::N,ёрт,továriš
655,Kamerad::N,biedrs,továriš
656,Angelegenheit::N,мог,zadéva
657,Angelegenheit::N,делӧ,zadéva
658,Angelegenheit::N,darīšana,zadéva
659,Anzahl::N,лыд,števílo
660,Anzahl::N,тшӧт,števílo
661,Anzahl::N,skaits,števílo
662,Anzahl::N,daudzums,števílo
663,Art::N,сикас,vŕsta
664,Art::N,suga,vŕsta
665,Art::N,šķira,vŕsta
666,Stück::N,тор,kós
667,Stück::N,gabals,kós
668,Teil::N,юкӧн,dél
669,Teil::N,daļa,dél
670,Hälfte::N,пӧв,polovíca
671,Hälfte::N,джын,polovíca
672,Hälfte::N,puse,polovíca
673,Kreis::N,кытш,króg
674,Kreis::N,кытш,kolobár
675,Kreis::N,aplis,króg
676,Kreis::N,aplis,kolobár
677,Kreis::N,riņķis,króg
678,Kreis::N,riņķis,kolobár
679,Kreuz::N,перна,kríž
680,Kreuz::N,крест,kríž
681,Kreuz::N,krusts,kríž
682,Linie::N,визь,próga
683,Linie::N,līnija,próga
684,Strich::N,визь,čŕta
685,Strich::N,svītra,čŕta
686,Abstand::N,кост,preslédek
687,Abstand::N,коласт,preslédek
688,Abstand::N,atstarpe,preslédek
689,Entfernung::N,ылна,oddáljenost
690,Entfernung::N,attālums,oddáljenost
691,Entfernung::N,atstatums,oddáljenost
692,Gegend::N,му-ва,kràj
693,Gegend::N,му-ва,dežêla
694,Gegend::N,apvidus,kràj
695,Gegend::N,apvidus,dežêla
696,Gegend::N,apgabals,kràj
697,Gegend::N,apgabals,dežêla
698,Platz::N,ылдӧс,prôstor
699,Platz::N,йир,prôstor
700,Platz::N,гӧгӧртас,prôstor
701,Platz::N,vieta,prôstor
702,Ort::N,ин,mésto
703,Ort::N,места,mésto
704,Ort::N,vieta,mésto
705,Seite::N,бок,bòk
706,Seite::N,бок,strán
707,Seite::N,ӧтарладор,bòk
708,Seite::N,ӧтарладор,strán
709,Seite::N,sāns,bòk
710,Seite::N,sāns,strán
711,Mitte::N,шӧр,sredína
712,Mitte::N,vidus,sredína
713,Gegenstand::N,кӧлуй,prédmet
714,Gegenstand::N,priekšmets,prédmet
715,Sache::N,добра,réč
716,Sache::N,добра,stvár
717,Sache::N,lieta,réč
718,Sache::N,lieta,stvár
719,Rand::N,дор,kràj
720,Rand::N,mala,kràj
721,Rand::N,apmale,kràj
722,Kante::N,дор,rób
723,Kante::N,šķautne,rób
724,Ecke::N,пельӧс,vogál
725,Ecke::N,kakts,vogál
726,Ecke::N,stūris,vogál
727,Spitze::N,йыв,óst
728,Spitze::N,smaile,óst
729,Spitze::N,galotne,óst
730,Ende::N,пом,kônec
731,Ende::N,gals,kônec
732,Ende::N,uzgalis,kônec
733,Loch::N,розь,lúknja
734,Loch::N,caurums,lúknja
735,Winkel::N,пельӧс,kót
736,Winkel::N,leņķis,kót
737,Muster::N,сер,vzórec
738,Muster::N,piemērs,vzórec
739,Größe::N,ыджда,veličína
740,Größe::N,lielums,veličína
741,Länge::N,кузьта,dolžína
742,Länge::N,garums,dolžína
743,Höhe::N,джуджда,vršína
744,Höhe::N,augstums,vršína
745,Gewicht::N,сьӧкта,téža
746,Gewicht::N,сьӧкталун,téža
747,Gewicht::N,svars,téža
748,Gewicht::N,smagums,téža
749,Menge::N,лун,količína
750,Menge::N,числӧ,količína
751,Menge::N,masa,količína
752,Menge::N,daudzums,količína
753,Haufen::N,чукӧр,kùp
754,Haufen::N,чукӧр,kopíca
755,Haufen::N,čupa,kùp
756,Haufen::N,čupa,kopíca
757,Haufen::N,grēda,kùp
758,Haufen::N,grēda,kopíca
759,Haufen::N,kaudze,kùp
760,Haufen::N,kaudze,kopíca
761,Reihe::N,рад,níz
762,Reihe::N,рад,vŕsta
763,Reihe::N,rinda,níz
764,Reihe::N,rinda,vŕsta
765,Reihe::N,virkne,níz
766,Reihe::N,virkne,vŕsta
767,Boot::N,пыж,čóln
768,Boot::N,laiva,čóln
769,Ruder::N,пелыс,vêslo
770,Ruder::N,ӧпаснӧй,vêslo
771,Ruder::N,airis,vêslo
772,Ruder::N,irklis,vêslo
773,Schlitten::N,дадь,saní
774,Schlitten::N,ragavas,saní
775,Ski::N,лызь,smučí
776,Ski::N,slēpe,smučí
777,Lagerfeuer::N,бипур,táborni ôgenj
778,Lagerfeuer::N,ugunskurs,táborni ôgenj
779,Last::N,сьӧкыдтор,tôvor
780,Last::N,krava,tôvor
781,Gang::N,мунӧм,hòd
782,Gang::N,ветлӧм,hòd
783,Gang::N,eja,hòd
784,Gang::N,gājums,hòd
785,Schritt::N,воськов,korák
786,Schritt::N,воськовтӧм,korák
787,Schritt::N,solis,korák
788,Norden::N,войвыв,séver
789,Norden::N,ziemeļi,séver
790,Süden::N,лунвыв,júg
791,Süden::N,dienvidi,júg
792,Westen::N,рытыв,zapàd
