,Concept_ID,ku,it
823,nur::ADV,bes,soltanto
824,schon::ADV,hew,già
825,wieder::ADV,jar din,di nuovo
826,wieder::ADV,dîsa,di nuovo
827,vergebens::ADV,deya çun,invano
828,vergebens::ADV,îfleh bûn,invano
829,vor::PRP,li ber,davanti a
830,hinter::PRP,li pişt,dietro
831,unter::PRP,li bin,sotto
832,durch::PRP,kura,per
833,durch::PRP,kura,attraverso
834,neben::PRP,li ba,a accanto a
835,zwischen::PRP,nabeyne,fra
836,zwischen::PRP,di nav...da,fra
837,wegen::PRP,ji bo,a causa di
838,wegen::PRP,ji ber,a causa di
839,dies::PRN,ev,ciò
840,dies::PRN,ev,questo
841,das::PRN,ev,ciò
842,das::PRN,ev,quello
843,alles::PRN,hemû,tutto
844,ich::PRN,ez,ìo
845,du::PRN,tu,tu
846,er::PRN,wî,lui
847,er::PRN,wî,egli
848,wir::PRN,êm,noi
849,ihr::PRN,hûn,voi
850,sie::PRN,we,loro
851,was::FPRN,çi,che
852,was::FPRN,çi,che cosa
853,wer::FPRN,ki,chi
854,wo::FADV,li ku dere,dove
855,wohin::FADV,li ku dere,dove
856,wie::FADV,çawa,come
857,warum::FADV,çima,perche
858,wieviel::FNUM,çend,quanto
859,eins::NUM,yek,uno
860,zwei::NUM,didu,due
861,drei::NUM,sisê,tre
862,vier::NUM,çar,quattro
863,fünf::NUM,penç,cinque
864,sechs::NUM,şeş,sei
865,sieben::NUM,heft,sette
866,acht::NUM,heşt,otto
867,neun::NUM,neh,nove
868,zehn::NUM,deh,dieci
869,elf::NUM,yazdeh,ùndici
870,zwölf::NUM,diwazdeh,dodici
871,zwanzig::NUM,bîst,venti
872,dreißig::NUM,sih,trenta
873,vierzig::NUM,çil,quaranta
874,fünfzig::NUM,pençi,cinquanta
875,sechzig::NUM,şêst,sessanta
876,siebzig::NUM,heftê,settanta
877,achtzig::NUM,heştê,ottanta
878,neunzig::NUM,nod,novanta
879,hundert::NUM,sêd,cento
880,tausend::NUM,hezar,mille
881,und::CNJ,û,e
882,oder::CNJ,an,o
883,oder::CNJ,yan,o
884,stehen::V,sekinîn,stare in piedi
885,sitzen::V,rûniştin,sedere
886,sitzen::V,rûniştin,stare seduto
887,liegen::V,paldan,giacere
888,hängen::V,darve kirin,pèndere
889,hängen::V,darve kirin,èssere appeso
890,werden::V,bûn,farsi
891,werden::V,bûn,diventare
892,passieren::V,hatin holê,succèdere
893,passieren::V,hatin serê kesî,succèdere
894,beginnen::V,li dest pêkirin,cominciare
895,enden::V,xalas bû,finire
896,enden::V,xalas bû,terminare
897,wechseln::V,guherandin,variare
898,wechseln::V,guherandin,cambiare
899,wechseln::V,dêgiş kirin,variare
900,wechseln::V,dêgiş kirin,cambiare
901,aufgehen[Sonne]::V,hilatin,sòrgere
902,aufgehen[Sonne]::V,hilatin,spuntare
903,untergehen[Sonne]::V,çun ava,tramontare
904,scheinen[Sonne]::V,şewk de,splèndere
905,donnern::V,gire-gir,tonare
906,wehen::V,ba le de,soffiare
907,strömen::V,xwe girtin,fluire
908,fließen::V,herikîn,fluire
909,fließen::V,herikîn,scorrere
910,sich drehen::V,xwe zivirandin,girarsi
911,schwanken::V,hejandin,oscillare
912,schwanken::V,hejandin,barcollare
913,schwingen::V,libakirin,vibrare
914,schwingen::V,libakirin,oscillare
915,fallen::V,ketin,cadere
916,brennen::V,şewitîn,àrdere
917,brennen::V,şewitîn,bruciare
918,rauchen::V,kişandin,fumare
919,regnen::V,bahran tê,piòvere
920,gefrieren::V,qefilandin,gelarsi
921,gefrieren::V,qefilandin,congelarsi
922,tauen::V,helandin,sciògliersi
923,schmelzen::V,helandin,fòndere
924,schmelzen::V,helandin,sciògliersi
925,trocknen::V,zuwabûn,asciugarsi
926,sieden::V,kelîn,bollire
927,faulen::V,xerabûn,marcire
928,verfaulen::V,xerabûn,imputridire
929,reißen::V,jêkirin,strapparsi
930,versinken::V,xerq bûn,affondare
931,vergehen::V,derbas bûn,passare
932,erscheinen::V,peyda bûn,apparire
933,erscheinen::V,peyda bûn,comparire
934,verschwinden::V,wendabûn,sparire
935,verschwinden::V,wendabûn,scomparire
936,sinken::V,noq bûn,calare
937,sinken::V,noq bûn,scendere
938,abnehmen::V,kêm bûn,diminuire
939,zunehmen::V,qelew bûn,aumentare
940,steigen::V,hildan,salire
941,steigen::V,hildan,montare
942,wachsen::V,mezin bûn,crescere
943,glänzen::V,biriqîn,splèndere
944,funkeln::V,çikisîn,brillare
945,funkeln::V,çikisîn,scintillare
946,lärmen::V,guşîn,strepitare
947,lärmen::V,guşîn,fare chiasso
948,läuten::V,lê de,suonare
949,klingeln::V,sîl dan,suonare
950,klingeln::V,ringerin,suonare
951,klirren::V,zingzing hat,tintinnare
952,brausen::V,guşîn,rombare
953,brausen::V,guşîn,rumoreggiare
954,rauschen::V,guşîn,frusciare
955,klingen::V,deng pe ketin,suonare
956,bellen::V,kewtîn,latrare
957,bellen::V,kewtîn,abbaiare
958,heulen::V,ûrîn,urlare
959,heulen::V,ûrîn,ululare
960,blasen::V,puf kirin,soffiare
961,pfeifen::V,fîkandin,fischiare
962,schreien::V,qîrîn,gridare
963,stöhnen::V,nalîn,gèmere
964,zittern::V,hejîn,tremare
965,leben::V,jihîn,vìvere
966,geboren werden::V,hatin dinyê,nàscere
967,geboren werden::V,bûn,nàscere
968,atmen::V,hilmijîn,respirare
969,trinken::V,vexwarin,bere
970,essen::V,xwarin,mangiare
971,schlucken::V,daqulbandin,inghiottire
972,müde werden::V,betilîln,stancarsi
973,müde werden::V,qerimîn,stancarsi
974,einschlafen::V,razan,addormentarsi
975,schlafen::V,razan,dormire
976,schlafen::V,razandin,dormire
977,aufwachen::V,şiyarbûn,svegliarsi
978,aufstehen::V,rabûn,levarsi
979,sich erholen::V,baş bûn,riposarsi
980,krank werden::V,nexweş kêt,ammalarsi
981,krank sein::V,nexweş bû,èssere malato
982,schmerzen::V,êşandin,dolere
983,husten::V,kuxin,tossire
984,genesen::V,baş bûn,guarire
985,sterben::V,mirin,morire
986,umkommen::V,mirin,perire
987,sich bewegen::V,leqîn,agitarsi
988,sich rühren::V,leqîn,muòversi
989,sich erheben::V,rabûn,alzarsi
990,sich setzen::V,runiştin,sedersi
991,hinfallen::V,kêtin,cadere
992,laufen::V,meşîn,camminare
993,laufen::V,meşîn,andare a piedi
994,schreiten::V,meşkirin,andare
995,schreiten::V,meşkirin,procedere
996,spazierengehen::V,gerandin,passeggiare
997,spazierengehen::V,gerandin,andare a passeggio
998,eilen::V,lezandin,andare in fretta
999,sich beeilen::V,zûkirin,affrettarsi
1000,sausen::V,fîzîn,volare
1001,sausen::V,fîzîn,correre
1002,rennen::V,baz dan,correre
1003,springen::V,hilpekîn,saltare
1004,klettern::V,hilperikîn,arrampicarsi
1005,schaukeln::V,lorandin,fare l'altalena
1006,kriechen::V,xuşandin,strisciare
1007,schwimmen::V,avjenîn,nuotare
1008,tauchen::V,qutxuyardin,tuffarsi
1009,tauchen::V,qutxuyardin,immèrgersi
1010,tauchen::V,noqîn,tuffarsi
1011,tauchen::V,noqîn,immèrgersi
1012,rudern::V,qaîq ajotin,remare
1013,fahren::V,ajotin,andare
1014,fahren::V,ajotin,viaggiare
1015,fliegen::V,firîn,volare
1016,gehen::V,çûn,andare
1017,weggehen::V,çûn,andàrsene
1018,weggehen::V,çûn,andare via
1019,abfahren::V,çûyin,partire
1020,anhalten::V,rawestîn,fermarsi
1021,hineingehen::V,ketin hundir,entrare
1022,eintreten::V,têketin,entrare
1023,kommen::V,hatin,venire
1024,ankommen::V,gihan,arrivare
1025,ankommen::V,gihîştin,arrivare
1026,zurückkommen::V,vegerandin,ritornare
1027,bleiben::V,sekinîn,restare
1028,bleiben::V,sekinîn,rimanere
1029,warten::V,payîn,aspettare
1030,erwarten::V,payîn,attèndere
1031,suchen::V,lêgerîn,cercare
1032,finden::V,peyda kirin,trovare
1033,versuchen::V,çeribandin,tentare
1034,vorbereiten::V,amade kirin,preparare
1035,lieben::V,hez kirin,amare
1036,mögen::V,dil kirin,piacere a
1037,mögen::V,dil kirin,volere bene a
1038,lachen::V,kenîn,rìdere
1039,rühren::V,hêjan,commuòvere
1040,weinen::V,girîn,piàngere
1041,schimpfen::V,pevçûn,imprecare
1042,sich ärgern::V,enirîn,stizzirsi
1043,sich ärgern::V,enirîn,arrabbiarsi
1044,sich fürchten::V,tirsîn,avere paura
1045,fürchten::V,tirsin,temere
1046,fliehen::V,bazdan,fuggire
1047,flüchten::V,revîn,sfuggire
1048,sehen::V,dîtin,vedere
1049,anschauen::V,sêr kirin,guardare
1050,ansehen::V,hesibandin,guardare
1051,hören::V,guhdar jirin,udire
1052,hören::V,guhdar jirin,sentire
1053,zuhören::V,guhdarî kirin,ascoltare
1054,probieren::V,tehm kirin,degustare
1055,probieren::V,tehm kirin,assaggiare
1056,riechen::V,bihn kirin,sentire
1057,fühlen::V,hîs kirin,sentire
1058,scheinen::V,xoyer kir,parere
1059,scheinen::V,xoyer kir,sembrare
1060,zu sehen sein::V,diyar bûn,vedersi
1061,vernehmen::V,bihîstin,sentire
1062,vernehmen::V,bihîstin,percepire
1063,frieren::V,qerişîn,aver freddo
1064,tun::V,kirin,fare
1065,können::V,karin,sapere
1066,wollen::V,xwestîn,volere
1067,anfangen::V,dest pêkirin,iniziare
1068,anfangen::V,dest pêkirin,cominciare
1069,beenden::V,xelas kirin,finire
1070,beenden::V,xelas kirin,terminare
1071,aufhören::V,xelas kirin,finire
1072,aufhören::V,xelas kirin,cessare
1073,gelingen::V,çe bûn,riuscire
1074,geraten::V,qewîmîn,stare
1075,öffnen::V,vekirin,aprire
1076,schließen::V,girtin,chiùdere
1077,stellen::V,danîn,porre
1078,stellen::V,danîn,mettere
1079,setzen::V,rûniştin,porre
1080,setzen::V,rûniştin,mettere
1081,legen::V,danîn,posare
1082,legen::V,danîn,mettere
1083,legen::V,razandin,posare
1084,legen::V,razandin,mettere
1085,berühren::V,lêketin,toccare
1086,verbinden::V,anîn pê,unire
1087,verbinden::V,anîn pê,congiùngere
1088,bedecken::V,sergirtin,coprire
1089,bedecken::V,sergirtin,ricoprire
1090,aufhängen::V,aliqandin,attaccare
1091,anzünden::V,pêxistin,accèndere
1092,anzünden::V,pêxistin,incendiare
1093,aufheben::V,hildan,raccògliere
1094,zurücklassen::V,hiştin,lasciare
1095,zurücklassen::V,hiştin,lasciare indietro
1096,zurücklassen::V,vehiştin,lasciare
1097,zurücklassen::V,vehiştin,lasciare indietro
1098,verlieren::V,wendakirin,pèrdere
1099,fallen lassen::V,xistin bixe,lasciare cadere
1100,fallen lassen::V,xistin,lasciare cadere
1101,machen::V,kirin,fare
1102,machen::V,çêkirin,fare
1103,herstellen::V,çê kirin,produrre
1104,herstellen::V,çê kirin,fabbricare
1105,herstellen::V,peyda kirin,produrre
1106,herstellen::V,peyda kirin,fabbricare
1107,bauen::V,lêkirin,costruire
1108,reparieren::V,veherînerîn,riparare
1109,verbessern::V,sererastkirin,migliorare
1110,ändern::V,degiş kirin,mutare
1111,ändern::V,degiş kirin,cambiare
1112,graben::V,kolandin,scavare
1113,beugen::V,tewîn,chinare
1114,beugen::V,tewîn,flettere
1115,beugen::V,xwar kirin,chinare
1116,beugen::V,xwar kirin,flettere
1117,biegen::V,tewandin,tòrcere
1118,biegen::V,xwarkirin,tòrcere
1119,drehen::V,fitilandin,girare
1120,wenden::V,zivîrin,girare
1121,wenden::V,zivîrin,voltare
1122,umdrehen::V,vegerandin,rivoltare
1123,heben::V,hildan,levare
1124,hochheben::V,hildan,levare
1125,hochheben::V,hildan,sollevare
1126,ergreifen::V,dest avêtin,afferrare
1127,halten::V,hîştin,tenere
1128,halten::V,sekinîn,tenere
1129,drücken::V,pêl kirin,premere
1130,schieben::V,damdan,spìngere
1131,kratzen::V,xurandin,grattare
1132,kratzen::V,xurandin,graffiare
1133,lecken::V,alastin,leccare
1134,beißen::V,gez kirin,mòrdere
1135,abreißen::V,hilşandin,staccarsi
1136,abreißen::V,hilşandin,strapparsi
1137,abschneiden::V,jêkirin,tagliare
1138,binden::V,girêdan,legare
1139,binden::V,girêdan,bendare
1140,stecken::V,têxistin,ficcare
1141,brechen::V,şikandin,rompere
1142,klopfen::V,kutandin,bàttere
1143,hauen::V,li dan,picchiare
1144,kleben::V,zeliqîn,incollare
1145,kleben::V,şirêz kirin,incollare
1146,reiben::V,firikandin,fregare
1147,streichen::V,bax dan,spalmare
1148,schleifen::V,çarkirin,arrotare
1149,schneiden::V,jêkirin,tagliare
1150,rütteln::V,hejandin,scuòtere
1151,schütteln::V,daweşîn,agitare
1152,schütteln::V,daweşîn,scuòtere
1153,schwenken::V,têwdan,agitare
1154,schwenken::V,têwdan,sventolare
1155,schütten::V,rijandin,versare
1156,füllen::V,dagirtin,riempire
1157,einwickeln::V,pêçandin,involtare
1158,tragen::V,kişandin,portare
1159,tragen::V,rajtin,portare
1160,schleppen::V,kişandin,trainare
1161,schleppen::V,kişandin,trascinare
1162,ziehen::V,kişandin,tirare
1163,aufbewahren::V,hilandin,custodire
1164,aufbewahren::V,hilandin,conservare
1165,werfen::V,avêtin,gettare
1166,werfen::V,avêtin,lanciare
1167,fangen::V,sem kirin,prèndere
1168,fangen::V,sem kirin,acchiappare
1169,fangen::V,girtin,prèndere
1170,fangen::V,girtin,acchiappare
1171,packen::V,pê girtin,pigliare
1172,packen::V,pê girtin,afferrare
1173,verstecken::V,hîlanin,nascondere
1174,teilen::V,parvekirin,divìdere
1175,schicken::V,şandin,inviare
1176,bringen::V,anîn,portare
1177,bringen::V,anîn,apportare
1178,bringen::V,birin,portare
1179,bringen::V,birin,apportare
1180,hinzufügen::V,dan ser,aggiùngere
1181,hinzufügen::V,li tiştekî zêde kirin,aggiùngere
1182,bekommen::V,standin,ricevere
1183,erhalten::V,standin,ricevere
1184,nehmen::V,girtin,prèndere
1185,wählen::V,ray dan,elèggere
1186,wählen::V,ray dan,scegliere
1187,auswählen::V,bijartin,scegliere
1188,bewahren::V,rê li ber girtin,conservare
1189,bewahren::V,lê xwedî derketin,conservare
1190,behindern::V,bara wi,impedire
1191,verderben::V,heram bûn,guastare
1192,beschädigen::V,xerab kirin,danneggiare
1193,zerbrechen::V,şikênandin,rompere
1194,zerbrechen::V,şikênandin,spezzare
1195,zerbrechen::V,perçe kirin,rompere
1196,zerbrechen::V,perçe kirin,spezzare
1197,zerreißen::V,qelişandin,stracciare
1198,zerstören::V,hilşandin,distrùggere
1199,verbrennen::V,şewitandin,bruciare
1200,geben::V,dan,dare
1201,geben::V,dayin,dare
1202,reichen::V,besbûn,pòrgere
1203,reichen::V,têrkirin,pòrgere
1204,schenken::V,diyarî kirin,regalare
1205,versprechen::V,soz dan,promettere
1206,wünschen::V,dil kirin,augurare
1207,loben::V,pesinandin,lodare
1208,küssen::V,maçkirin,baciare
1209,wiegen::V,lorandin,cullare
1210,wiegen::V,lorandin,dondolare
1211,wiegen::V,wezinandin,cullare
1212,wiegen::V,wezinandin,dondolare
1213,zudecken::V,nixumandin,coprire
1214,wecken::V,bixwe hesandin,svegliare
1215,zeigen::V,şanîdan,indicare
1216,führen::V,raber kirin,guidare
1217,führen::V,raber kirin,condurre
1218,lehren::V,hîn kirin,insegnare
1219,unterrichten::V,ders dan,istruire
1220,unterrichten::V,ders dan,insegnare
1221,aufziehen::V,mesinkirin,allevare
1222,leiten::V,rêberî kirin,avviare
1223,leiten::V,rêberî kirin,dirìgere
1224,antreiben::V,bezandin,incitare
1225,lassen::V,berdan,fare
1226,lassen::V,hiştin,fare
1227,einladen::V,dawet kirin,invitare
1228,vereinigen::V,bi yek kirin,unire
1229,besuchen::V,mêvan bûn,visitare
1230,besuchen::V,mêvan bûn,far vìsita a
1231,treffen::V,rast hatin,incontrare
1232,sich versammeln::V,li hev çivîn,rinunirsi
1233,spielen::V,listin,giocare
1234,singen::V,stran,cantare
1235,tanzen::V,reqisîn,danzare
1236,sich trennen::V,hew berdan,separarsi
1237,verlassen::V,tanê hişt,lasciare
1238,verlassen::V,tanê hişt,abbandonare
1239,verlassen::V,bêkes,lasciare
1240,verlassen::V,bêkes,abbandonare
1241,retten::V,rihakirin,salvare
1242,bewachen::V,raçavkirin,custodire
1243,schützen::V,hemet kirin,protèggere
1244,verteidigen::V,paraztin,difèndere
1245,sich schlagen::V,li hev bezîn,bàttersi
1246,schießen::V,agir kirin,sparare
1247,siegen::V,biser ketin,vìncere
1248,ärgern::V,xeyirandin,stizzire
1249,schlagen::V,lêdan,bàttere
1250,schlagen::V,lêxistin,bàttere
1251,treten::V,têlekirin,calciare
1252,stechen::V,têrekirin,pùngere
1253,stoßen::V,lêketin,urtare
1254,stoßen::V,lêketin,spìngere
1255,stehlen::V,dizîn,rubare
1256,stehlen::V,dizî birin,rubare
1257,stören::V,aciz kirin,disturbare
1258,belästigen::V,li tela yeki ketin,molestare
1259,belästigen::V,li tela yeki ketin,importunare
1260,verbergen::V,veşartin,celare
1261,verbergen::V,veşartin,nascondere
1262,verbergen::V,kemîndanîn,celare
1263,verbergen::V,kemîndanîn,nascondere
1264,täuschen::V,xapandin,ingannare
1265,täuschen::V,lê zexeli kirin,ingannare
1266,betrügen::V,xapandin,frodare
1267,betrügen::V,xapandin,truffare
1268,töten::V,kûştin,uccìdere
1269,wohnen::V,rûniştin,abitare
1270,arbeiten::V,kar kirin,lavorare
1271,arbeiten::V,şêxulin,lavorare
1272,sammeln::V,komkirin,raccògliere
1273,sammeln::V,komkirin,collezionare
1274,pflücken::V,çinîn,cògliere
1275,jagen::V,nêçîr kirin,cacciare
1276,fischen::V,masî girtin,pescare
1277,fassen::V,pê girtin,catturare
1278,fassen::V,pê girtin,acchiappare
1279,fassen::V,sêm kirin,catturare
1280,fassen::V,sêm kirin,acchiappare
1281,hüten::V,hei jê man,pascolare
1282,treiben::V,bêherandin,spìngere
1283,anbinden::V,tewilandin,legare
1284,anbinden::V,tewilandin,attaccare
1285,füttern::V,xwarine dan lê,dar da mangiare a
1286,melken::V,dotin,mùngere
1287,hacken::V,kolandin,tritare
1288,hacken::V,kolandin,spaccare
1289,gießen::V,av dan,annaffiare
1290,reifen::V,kemilîn,maturare
1291,zubereiten::V,çe kirin,preparare
1292,kochen::V,xwarin çe kirin,cuòcere
1293,kochen::V,kelandin,cuòcere
1294,backen::V,pijandin,cuòcere
1295,backen::V,pijandin,cuòcere al forno
1296,braten::V,qelandin,frìggere
1297,braten::V,qelandin,arrostire
1298,braten::V,sor kirin,frìggere
1299,braten::V,sor kirin,arrostire
1300,umrühren::V,têvdan,mescolare
1301,stricken::V,hûnan,llavorare a maglia
1302,nähen::V,kêl kirin,cucire
1303,färben::V,boyax kirin,tìngere
1304,reinigen::V,paqijkirin,pulire
1305,reinigen::V,paqijkirin,nettare
1306,waschen::V,şuştin,lavare
1307,abwischen::V,pakîj kirin,asciugare
1308,spülen::V,şuştin,lavare
1309,spülen::V,şuştin,sciacquare
1310,fegen::V,maliştin,spazzare
1311,kehren::V,maliştin,spazzare
1312,baden::V,serîşûştin,bagnarsi
1313,baden::V,serîşûştin,fare il bagno
1314,sich waschen::V,serîşûştin,lavarsi
1315,ausziehen::V,jê kirin,tògliersi
1316,anziehen::V,pê kirin,mettersi
1317,anziehen::V,pê kirin,indossare
1318,sich anziehen::V,xwe kirin,vestirsi
1319,kämmen::V,şeh kirin,pettinare
1320,schmücken::V,xemilandin,ornare
1321,schmücken::V,xemilandin,decorare
1322,sagen::V,gotin,dire
1323,sagen::V,peyivîn,dire
1324,sprechen::V,peyivîn,parlare
1325,reden::V,axaftin,parlare
1326,sich unterhalten::V,hev biştaxilin,conversare
1327,fragen::V,pirsîn,chièdere
1328,fragen::V,pirsîn,domandare
1329,fragen::V,pirs kirin,chièdere
1330,fragen::V,pirs kirin,domandare
1331,bitten::V,tika kirin,pregare
1332,erzählen::V,behs kirin,narrare
1333,erzählen::V,behs kirin,raccontare
1334,mitteilen::V,vegotin,comunicare
1335,nennen::V,bi nav kirin,nominare
1336,rufen::V,bakirin,chiamare
1337,prahlen::V,pesnê xwe dan,vantarsi
1338,übersetzen::V,qulibandin,tradurre
1339,übersetzen::V,derbas kirin,tradurre
1340,denken::V,fikirîn,pensare
1341,glauben::V,bawer bûn,credere
1342,bemerken::V,bala xwe dan,notare
1343,bemerken::V,bala xwe dan,osservare
1344,bemerken::V,çac lê ketin,notare
1345,bemerken::V,çac lê ketin,osservare
1346,erkennen::V,pêhesîn,riconoscere
1347,begreifen::V,fêmkirin,capire
1348,begreifen::V,fêmkirin,comprèndere
1349,verstehen::V,fêmkirin,intèndere
1350,verstehen::V,fêmkirin,comprèndere
1351,lernen::V,halmandin,imparare
1352,lernen::V,halmandin,apprèndere
1353,lernen::V,fêrbun,imparare
1354,lernen::V,fêrbun,apprèndere
1355,wissen::V,zanîn,sapere
1356,sich erinnern an::V,bir bûn,ricordare
1357,sich erinnern an::V,bir bûn,ricordarsi di
1358,vergessen::V,ji bir kirin,dimenticare
1359,messen::V,pê kanîn,misurare
1360,zählen::V,hejmardin,contare
1361,rechnen::V,hesibandin,contare
1362,rechnen::V,hesibandin,calcolare
1363,lesen::V,xwendin,lèggere
1364,malen::V,rengandin,dipìngere
1365,malen::V,boyax kirin,dipìngere
1366,zeichnen::V,işaret kirin,disegnare
1367,schreiben::V,nivîsandin,scrìvere
1368,besitzen::V,hebûn,possedere
1369,kaufen::V,kirîn,comprare
1370,kaufen::V,kirîn,acquistare
1371,verkaufen::V,firotin,vendere
1372,bezahlen::V,pere dan,pagare
1373,zahlen::V,pere dan,pagare
1374,zahlen::V,dayin,pagare
1375,beherrschen::V,zebt kirin,dominare
1376,beherrschen::V,hukim kirin,dominare
1377,ertragen::V,bihêzkirin,sopportare
