,Concept_ID,ta,bn
614,einmal::ADV,ஒரே முறை,একবার
615,manchmal::ADV,சில நேரங்களில்,কখনও কখনও
616,oft::ADV,அடிக்கடி,ঘনঘন
617,immer::ADV,எப்பொழுதும்,সর্বদা
618,niemals::ADV,ஒருபோதும் இல்லை,কখলও নহে
619,hier::ADV,இங்கே,এখানে
620,hierhin::ADV,இவ்விடத்திற்கு,এখানে
621,von hier::ADV,இனி,ত্রই স্তান হইতে
622,dort::ADV,அங்கே,ওখানে
623,dorthin::ADV,அவ்விடத்திற்கு,ওখানে
624,geradeaus::ADV,முன்னாலிருக்கும்,অগ্রগামী
625,vorwärts::ADV,முன்புறமாக,সন্মুখিকে
626,rückwärts::ADV,பின்னோக்கி,খিরিয়া
627,zurück::ADV,பின்பக்கம்,পিঠ
628,unten::ADV,கீழாக,নীচে
629,hinab::ADV,கீழ் நோக்கி,নিম্নগামী
630,oben::ADV,மேலே,উপরে
631,hinauf::ADV,மேலே,উচ্চতর অংশে
632,überall::ADV,எல்லா இடத்திலும்,সর্বত্র
633,nicht::ADV,இல்லை,না
634,ein wenig::ADV,கொஞ்சம்,অল্প
635,kaum::ADV,அரிதாக,কষ্টসহকাবে
636,sehr::ADV,மிக்க,খুব
637,so::ADV,மிகவும்,তত
638,noch::ADV,இப்பொழுதும்,এখন পর্যস্ত
639,nur::ADV,மட்டும்,শুধু
640,schon::ADV,ஏற்கனவே,ইতঃপুর্বে
641,wieder::ADV,மறுபடியும்,আবার
642,vergebens::ADV,வீண்,বিফলে
643,vor::PRP,முன்,সম্মুখে
644,hinter::PRP,பின்பக்கம்,পশ্চাতে
645,unter::PRP,கீழே,নীচে
646,durch::PRP,ஊடே,দ্বারা
647,neben::PRP,அடுத்து,কাছে
648,zwischen::PRP,இடையில்,মধ্যে
649,wegen::PRP,ஏனெனில்,জন্য
650,dies::PRN,இது,এটা
651,das::PRN,அது,ওটা
652,alles::PRN,ஒவ்வொன்றும்,সব
653,ich::PRN,நான்,আমি
654,du::PRN,நீ,তুমি
655,er::PRN,அவன்,উনি
656,wir::PRN,நாம்,আমরা
657,wir::PRN,நாங்கள்,আমরা
658,ihr::PRN,நீங்கள்,তোমরা
659,sie::PRN,அவர்கள்,তারা
660,was::FPRN,என்ன,কি
661,wer::FPRN,யார்,কে
662,wo::FADV,எங்கே,কোথায়
663,wohin::FADV,எதற்கு,কোথায়
664,wie::FADV,எப்படி,কেমন
665,warum::FADV,ஏன்,কেন
666,wieviel::FNUM,எவ்வளவு,কত
667,eins::NUM,ஒன்று,অক
668,zwei::NUM,இரண்டு,দুই
669,drei::NUM,மூன்று,তিন
670,vier::NUM,நான்கு,চার
671,fünf::NUM,ஐந்து,পাঁচ
672,sechs::NUM,ஆறு,ছয়
673,sieben::NUM,ஏழு,সাত
674,acht::NUM,எட்டு,আট
675,neun::NUM,ஒன்பது,নয়
676,zehn::NUM,பத்து,দশ
677,elf::NUM,பதினொன்று,এগারো
678,zwölf::NUM,பன்னிரண்டு,দ্বাদশ
679,zwanzig::NUM,இருபது,বিশ
680,dreißig::NUM,முப்பது,ত্রিশ
681,vierzig::NUM,நாற்பது,চল্লিশ
682,fünfzig::NUM,ஐமபது,পঞ্চাশ
683,sechzig::NUM,அறுபது,ষাট
684,siebzig::NUM,எழுபது,সত্তর
685,achtzig::NUM,எண்பது,আশি
686,neunzig::NUM,தொன்னூறு,নব্বুই
687,hundert::NUM,நூறு,শত
688,tausend::NUM,ஆயிரம்,হাজার
689,und::CNJ,மற்றும்,আর
690,und::CNJ,மற்றும்,এবং
691,oder::CNJ,அல்லது,বা
692,stehen::V,நில்,দাঁড়ানো
693,sitzen::V,உட்கார்,বসা
694,liegen::V,படு,শোয়া
695,hängen::V,தொங்கச் செய்,ঝোলা
696,werden::V,ஆகு,হইয়া উঠা
697,passieren::V,நிகழ்,ঘটা
698,beginnen::V,ஆரம்பி,আরম্ভ হওয়া
699,enden::V,முடி,শেষ হওয়া
700,wechseln::V,மாற்று,রূপাস্তর করা
701,aufgehen[Sonne]::V,உயர எழு,উদিত হওয়া
702,untergehen[Sonne]::V,பொறுத்து,অস্ত যাওয়া
703,scheinen[Sonne]::V,பிரகாசி,আলো দেওয়া
704,donnern::V,இடி,বজ্রধ্বনি করা
705,wehen::V,வீசு,প্রবাহিত হওয়া
706,strömen::V,பாயதல்,প্রবাহিত হওয়া
707,fließen::V,நீரோட்டம் போக்கில் போ,ছুটা
708,sich drehen::V,சுழல்,পাক খাওয়া
709,schwanken::V,தள்ளாடு,দোলা
710,schwingen::V,ஆடு,দোলা
711,fallen::V,விழு,পড়া
712,brennen::V,எரி,সেঁকা
713,rauchen::V,பகை பிடி,ধোঁয়া ছড়ান
714,regnen::V,மழை பெய்,বর্ষণ_করা
715,gefrieren::V,உறைந்துவிடு,হিমায়িত হওয়া
716,tauen::V,உருகு,গলা
717,schmelzen::V,உருகு,গলা
718,trocknen::V,உலர்த்து,শুষ্ক করা
719,sieden::V,கொதிக்க வை,ফোঁড়া
720,faulen::V,அழுகச் செய்,ক্ষয় হওয়া
721,verfaulen::V,அழுகச் செய்,ক্ষয় হওয়া 
722,reißen::V,திடீரென அறு,ছিঁড়া
723,versinken::V,மூழ்கு,ডুবা
724,vergehen::V,கடந்துசெல்,যাওয়া
725,erscheinen::V,தோன்றச்,আসা
726,verschwinden::V,மறைந்து போ,অদৃশ্য হওয়া
727,sinken::V,பதைவுறு,হ্রাস হওয়া
728,abnehmen::V,குறை,হ্রাস হওয়া
729,zunehmen::V,உயர்த்து,বৃদ্ধি পাওয়া
730,steigen::V,உயர எழு,ওঠা
731,wachsen::V,வளர்,বড় হওয়া
732,glänzen::V,மிளிர்,জ্বলা
733,funkeln::V,பிரகாசி,জ্বল্জ্বল করা
734,lärmen::V,கொம்பு,
735,läuten::V,மணியொலியிசை,রুসুঝুসু করা
736,klingeln::V,மணி அடி,বাজা
737,klirren::V,கிலுங்கு,টুংটাং-শব্দ করা
738,brausen::V,இரைதல்,গর্জন করা
739,rauschen::V,சலசலப்பு,মর্মরধ্বনি করা
740,klingen::V,சிலம்புதல்,শব্দ করা
741,bellen::V,குரை,ঘেউ ঘেউ করা
742,heulen::V,ஊளையிடு,গর্জন করা
743,blasen::V,ஊது,ফুঁ দেওয়া
744,pfeifen::V,சீழ்க்கை எழப்பு,শিস্ দেওয়া
745,schreien::V,கூச்சலிடு,চিৎকার করা
746,stöhnen::V,வேதனை,গোঁ-গো করা
747,zittern::V,நடுங்கு,কাঁপা
748,leben::V,உயிருடனிரு,বাঁচা
749,geboren werden::V,பிற,জন্মানো
750,atmen::V,சுவாசி,শ্বাস ফেলা
751,trinken::V,குடி,পান করা
752,essen::V,சாப்பிடு,ভক্ষণ করা
753,schlucken::V,முழுங்கு,গেলা
754,müde werden::V,கையயர்தல்,পরিশ্রান্ত হওয়া
755,einschlafen::V,தூங்க,নিদ্রামগ্ন হওয়া
756,schlafen::V,தூங்கு,নিদ্রা যাওয়া
757,aufwachen::V,எழுப்பு,জাগা
758,aufstehen::V,எழுந்திரு,জাগা
759,sich erholen::V,இளைப்பாறு,আরাম করা
760,krank werden::V,விழுதல்,অসুস্থ হত্তয়া
761,krank sein::V,நருக்கலாயிருக்க,রূগ্ণ হত্তয়া
762,schmerzen::V,நோவுறு,কন্কন করা
763,husten::V,இருமு,কাশা
764,genesen::V,குணம் அடை,আরোগ্য হওয়া
765,sterben::V,மரணமடை,মারা যাওয়া
766,umkommen::V,நசி,মারা যাওয়া
767,sich bewegen::V,நகர்த்து,চলা
768,sich rühren::V,அசை,নড়া
769,sich erheben::V,எழுந்து நில்,উদিত হওয়া
770,sich setzen::V,உட்கார்,বসা
771,hinfallen::V,விழு,পড়া
772,laufen::V,நட,হাঁটা
773,schreiten::V,கவடுவைத்தல்,হাঁটা
774,spazierengehen::V,உலவு,পায়চারি করা
775,eilen::V,விரைந்து,ত্বরাম্বিত করা
776,sich beeilen::V,அவசரப்படுத்து,ত্বরাম্বিত করা
777,sausen::V,விரைந்து செல்,ধেয়ে যাওয়া
778,rennen::V,ஓடு,চলা
779,springen::V,குதி,লাফানো
780,klettern::V,ஏறு,আরোহণ করা
781,schaukeln::V,தள்ளாடு,দোলা
782,kriechen::V,மெதுவாக நடந்து செல்,হামাগুড়ি দেওয়া
783,schwimmen::V,நீந்து,সাঁতার কাটা
784,tauchen::V,மூழ்கி நீச்சலடி,ডোবা
785,rudern::V,துடுப்புப் போடு,দাঁড় টানা
786,fahren::V,ஓட்டு,চালান
787,fliegen::V,பற,ওড়া
788,gehen::V,போ,যাওয়া
789,weggehen::V,விலகிச் செல்,প্রস্থান করা
790,abfahren::V,புறப்பட்டுச் செல்,প্রস্থান করা
791,anhalten::V,நின்றுவிடு,থামা
792,hineingehen::V,மறையச் செய்,ঢোকা
793,eintreten::V,நுழை,ঢোকা
794,kommen::V,வா,আসা
795,ankommen::V,வநது சேர்,আসা
796,zurückkommen::V,திரும்பி வா,ফিরা
797,bleiben::V,இரு,থাকা
798,warten::V,தாமதி,অপেক্ষা করা
799,erwarten::V,எதிர்நோக்கு,অপেক্ষা করা
800,suchen::V,தேடு,খোঁজ করা
801,finden::V,கண்டுபிடி,পাওয়া
802,versuchen::V,முயற்சி செய்,পরখ করা
803,vorbereiten::V,ஆயத்தம் செய்,প্রস্তুত করা
804,lieben::V,அன்பு செலுத்து,ভালবাসা
805,mögen::V,விரும்பு,পছন্দ করা
806,lachen::V,சிரி,হাসা
807,rühren::V,இதயத்தைத் தொடு,হৃদয়ম্পর্শ করা
808,weinen::V,அழு,কাঁদা
809,schimpfen::V,சாபமிடு,নালিশ করা
810,sich ärgern::V,கோப்பபடு,রাগ হত্তয়া
811,sich fürchten::V,பயப்படு,ভয় করা
812,fürchten::V,பயப்படுத்து,ডরা
813,fliehen::V,ஓடு,পালানো
814,flüchten::V,தப்பிவிடு,পালানো
815,sehen::V,பார்,দেখা
816,anschauen::V,கூர்ந்து கவனி,দেখা
817,ansehen::V,கவனி,দেখা
818,hören::V,கேள்,শোনা
819,zuhören::V,சுவைத்துப் பார்,শোনা
820,probieren::V,ருசி,পরখ করা
821,riechen::V,முகர்ந்து பார்,শুঁকা
822,fühlen::V,தொட்டுணர்,অনুভব করা
823,scheinen::V,காணப்படு,মনে হত্তয়া
824,zu sehen sein::V,தோன்றுதல்,দেখা দেত্তয়া
825,vernehmen::V,கேள்,শোনা
826,frieren::V,குதுகுதுகு,শীত লাগা
827,tun::V,செய்,করা
828,können::V,இயல்வது,পারা
829,wollen::V,விரும்பு,ইচ্ছা করা
830,anfangen::V,தொடங்கு,আরম্ভ করা
831,beenden::V,முடி,শেষ করা
832,aufhören::V,நிறுத்து,থামা
833,gelingen::V,வெற்றி,সিদ্ধিলাভ করা
834,geraten::V,ஏற்படுத்து,পরিণত হত্তয়া
835,öffnen::V,திற,খোলা
836,schließen::V,மூடு,বন্ধ করা
837,stellen::V,வை,স্থাপন করা
838,setzen::V,வை,স্থাপন করা
839,legen::V,பரப்பி வை,স্থাপন করা
840,berühren::V,பதி,স্পর্শ করা
841,verbinden::V,சேர்,সংযুক্ত করা
842,bedecken::V,உறைபோடு,ঢাকা
843,aufhängen::V,தொங்கவிடு,ঝুলানো
844,anzünden::V,எரியூட்டு,জ্বালান
845,aufheben::V,பொறுக்கி எடு,কুড়াইয়া তোলা
846,zurücklassen::V,விட்டுச் செல்,পরিত্যাগ করা
847,verlieren::V,இழ,হারান
848,fallen lassen::V,அளவில் குறைவு,ফেলা
849,machen::V,தயார்செய்,গঠন করা
850,herstellen::V,உற்பத்தி செய்,সৃষ্টি করা
851,bauen::V,கட்டு,নির্মাণ করা
852,reparieren::V,பழுது பார்,মেরামত করা
853,verbessern::V,மேம்படுத்து,উন্নতিলাভ করা
854,ändern::V,மாற்றி அமை,পরিবর্তিত করা
855,graben::V,குழி வெட்டு,খনন করা
856,beugen::V,வனை,নোয়া
857,biegen::V,வனை,নোয়া
858,drehen::V,சுழல்,ঘোরান
859,wenden::V,குடைகவிழு,উলটাইয়া দেত্তয়া
860,umdrehen::V,சுற்றும் முற்றும் பார்,উলটানো
861,heben::V,தூக்கு,উত্তোলন করা
862,hochheben::V,தூக்கு,উঁচু করা
863,ergreifen::V,பறி,দখল করা
864,halten::V,பிடித்துக் கொள்,ধরা
865,drücken::V,அழுத்து,টেপা
866,schieben::V,தள்ளு,ঠেলা
867,kratzen::V,கீறு,চাঁচা
868,lecken::V,நக்கு,চাটা
869,beißen::V,கடி,দংশন করা
870,abreißen::V,கிழி,বিচ্ছিন্ন করা
871,abschneiden::V,வெட்டி எடு,বিচ্ছিন্ন করা
872,binden::V,கட்டு,বন্ধন করা
873,stecken::V,பதிய வை,বিদ্ধ করা
874,brechen::V,உடை,ভাঙা
875,klopfen::V,தட்டு,আঘাত করা
876,hauen::V,அடி,আঘাত করা
877,kleben::V,ஒட்டு,সাঁটা
878,reiben::V,தேய்,ঘষা
879,streichen::V,பரவச்செய்,ছড়াইয়া
880,schleifen::V,அரை,ধার দেওয়া
881,schneiden::V,துண்டாக்கு,কাটা
882,rütteln::V,மெல்ல தள்ளு,নাড়ান
883,schütteln::V,குலுக்கு,নড়া
884,schwenken::V,ஊஞ்சலாடு,দোলা
885,schütten::V,ஊற்று,বর্ষণ করা
886,füllen::V,நிரப்பு,পরিপূর্ণ করা
887,einwickeln::V,சுற்று,মুড়া
888,tragen::V,எடுத்துச் செல்,বহন করা
889,schleppen::V,இழுத்துச் செல்,টানা
890,ziehen::V,இழு,টানা
891,aufbewahren::V,வைத்துக் கொள்,রাখা
892,werfen::V,வீசி எறி,ছুড়া
893,fangen::V,பிடி,লোফা
894,packen::V,பிடித்துக்கொள்,ধরা
895,verstecken::V,மறை,গোপন করা
896,teilen::V,பாகங்களாகப் பிரி,বিভক্ত করা
897,schicken::V,அனுப்பு,প্রেরণ করা
898,bringen::V,கொண்டு வா,আনা
899,hinzufügen::V,சேர்,একত্র করা
900,bekommen::V,பெறு,পাওয়া
901,erhalten::V,பெறு,পাওয়া
902,nehmen::V,எடு,নেওয়া
903,wählen::V,தேர்ந்தெடு,বাছা
904,auswählen::V,தேர்ல்தெடு,বাছা
905,bewahren::V,கெடாது பேணு,বাঁচাইয়া রাখা
906,behindern::V,தடங்கல் செய்,বাধা দেওয়া
907,verderben::V,நாசமாக்கு,নষ্ট করা
908,beschädigen::V,சேதப்படுத்து,ক্ষতি করা
909,zerbrechen::V,உடை,ভাঙ্গিয়া যাওয়া
910,zerreißen::V,கிழி,ছিঁড়া
911,zerstören::V,அழி,বিনাশ করা
912,verbrennen::V,எரியூட்டு,দহন করা
913,geben::V,கொடு,দেওয়া
914,reichen::V,வழங்கு,দেওয়া
915,schenken::V,மொயத்தல்,উপহার দেত্তয়া
916,versprechen::V,உறுதியளி,প্রতিশ্রুতি দেওয়া
917,wünschen::V,ஆசைப்படு,আকাঙ্ক্ষা করা
918,loben::V,புகழ்ச்சி கூறு,প্রশংসা করা
919,küssen::V,முத்தமிடு,চুম্বন করা
920,wiegen::V,ஆட்டுத்தல்,দুলানো
921,zudecken::V,உறைபோடு,ঢাকা
922,wecken::V,எழுப்பு,জাগানো
923,zeigen::V,காட்டு,দেখানো
924,führen::V,வழிகாட்டி,পথ দেখানো
925,lehren::V,சொல்லிக் கொடு,শেখানো
926,unterrichten::V,அறிவுரை கூறு,শিক্ষা দেওয়া
927,aufziehen::V,வளர்,পালন করা
928,leiten::V,அழைத்துச் செல்,পরিচালনা করা
929,antreiben::V,தூண்டு,চালনা করা
930,lassen::V,விடு,অনুমতি দেওয়া
931,einladen::V,அழை,নিমন্ত্রণ করা
932,vereinigen::V,ஒன்றாகச் சேர்,এক করা
933,besuchen::V,வருகை புரி,দেখিতে যাওয়া
934,treffen::V,சந்தி,সন্মুখীন হওয়া
935,sich versammeln::V,தொகுப்பு,জড়ো হওয়া
936,spielen::V,விளையாடு,খেলা
937,singen::V,பாடு,গাওয়া
938,tanzen::V,நடனமாடு,নাচা
939,sich trennen::V,தனிப்படடுத்து,পৃথক করা
940,verlassen::V,கைவிடு,পরিত্যাগ করা
941,retten::V,காப்பாற்று,উদ্ধার করা
942,bewachen::V,காவல் செய்,পাহারা দেওয়া
943,schützen::V,பாதுகாப்பு செய்,রক্ষা করা
944,verteidigen::V,எதிர்த்து நில்,রক্ষা করা
945,sich schlagen::V,பூசலிடு,লড়াই করা
946,schießen::V,சுட்டுக் கொல்,তীরবেগে ছোটা
947,siegen::V,வெற்றி பெறு,জেতা
948,ärgern::V,எரிச்சலூட்டு,বিরক্ত করা
949,schlagen::V,அடி,আঘাত করা
950,treten::V,உதை,লাথি মারা
951,stechen::V,கொட்டு,দংশন করা
952,stoßen::V,நெருக்கு,ঠেলা
953,stehlen::V,திருடு,অপহরণ করা
954,stören::V,தொல்லைகொடு,ঘাঁটান
955,belästigen::V,தொல்லை கொடு,বিরক্ত করা
956,verbergen::V,மறை,গোপন করা
957,täuschen::V,ஏமாற்று,প্রবঞ্চনা করা
958,betrügen::V,ஏமாற்று,প্রতারণা করা
959,töten::V,கொல்,হত্যা করা
960,wohnen::V,தங்கியிரு,বাস করা
961,arbeiten::V,வேலை செய்,কাজ করা
962,sammeln::V,ஒன்றுசேர்,সংগ্রহ করা
963,pflücken::V,கொய்து எடு,চয়ন করা
964,jagen::V,வேட்டையாடு,শিকার করা
965,fischen::V,மீன் பிடி,মাছ ধরা
966,fassen::V,பிடி,ধরা
967,hüten::V,காவல் செய்,যুথভুক্ত করা
968,treiben::V,ஓட்டு,চালনা করা
969,anbinden::V,கட்டு,বন্ধন করা
970,füttern::V,உணவளி,ভোজন করানো
971,melken::V,பால் கற,দুগ্ধ দোহন করা
972,hacken::V,வெட்டி எடு,কাটা
973,gießen::V,நீர்ப் பாய்ச்சு,বর্ষণ করা
974,reifen::V,பழு,পাকা
975,zubereiten::V,சமையல் செய்,রন্ধন করা
976,kochen::V,வேகவை,রন্ধন করা
977,backen::V,வெப்பத்தில் வாட்டு,সেকা
978,braten::V,பொரியச் செய்,ভাজা
979,umrühren::V,கலக்கு,নড়ানো
980,stricken::V,பின்னியிழை,বোনা
981,nähen::V,தையல் வேலை செய்,সেলাই করা
982,färben::V,வண்ணம் பெறச் செய்,রঞ্জিত করা
983,reinigen::V,சுத்தம் செய்,পরিষ্কার করা
984,waschen::V,கழுவு,পরিষ্কার করা
985,abwischen::V,துடை,মুছা
986,spülen::V,அலசு,পরিষ্কার করা
987,fegen::V,பெறுக்கு,ঝাঁট দেওয়া
988,kehren::V,பெறுக்கு,ঝাঁট দেওয়া
989,baden::V,குளி,অবগাহন করা
990,sich waschen::V,கழுவு,ধোয়া
991,ausziehen::V,கழற்று,খুলা
992,anziehen::V,புனைதல்,গায়ে দেত্তয়া
993,sich anziehen::V,உடுத்துதல்,পোশাক পরা
994,kämmen::V,தலை வாரிக் கொள்,আঁচড়ানো
995,schmücken::V,அழகுபடுத்து,সাজান করা
996,sagen::V,சொல்,উচ্চারণ করা
997,sprechen::V,பேசு,বলা
998,reden::V,பெசு,আলাপ করা
999,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,আড্ডা দেওয়া
1000,fragen::V,கேள்,জিজ্ঞাসা করা
1001,bitten::V,வேண்டு,প্রার্থনা করা
1002,erzählen::V,சொல்,বর্ণনা করা
1003,mitteilen::V,சொல்,বলা
1004,nennen::V,பெயரிடுதல்,নাম দেওয়া
1005,rufen::V,கூச்சலிடு,আমন্ত্রণ করা
1006,prahlen::V,தற்பெருமை பேசு,বড়াই করা
1007,übersetzen::V,மொழிபெயர்ப்பு செய்,ভাষাস্তরিত করা
1008,denken::V,யோசி,ভাবা
1009,glauben::V,நம்பு,বিশ্বাস করা
1010,bemerken::V,கவனி,লক্ষ্য করা
1011,erkennen::V,அடையாளம் கண்டுகொள்,চিনিতে পারা
1012,begreifen::V,பற்றிக்கொள்,উপলব্ধি করা
1013,verstehen::V,புரிந்து கொள்,উপলব্ধি করা
1014,lernen::V,கற்றுக்கொள்,শেখা
1015,wissen::V,தெரிந்திரு,জানা
1016,sich erinnern an::V,நினைவு கூர்,মনে করা
1017,vergessen::V,மற,বিস্মৃত হওয়া
1018,messen::V,அளவிடு,মাপা
1019,zählen::V,எண்ணு,গণনা করা
1020,rechnen::V,கணக்கிடு,হিসাব করা
1021,lesen::V,படி,পাঠ করা
1022,malen::V,வண்ணச்சித்திரம்,আঁকা
1023,zeichnen::V,வரை,ছকা
1024,schreiben::V,எழுது,লেখা
1025,besitzen::V,உடைமையாகக் கொண்டிரு,অধিকার করা
1026,kaufen::V,வாங்கு,ক্রয় করা
1027,verkaufen::V,விற்பனை செய்,বেচা
1028,bezahlen::V,இறுத்தல்,প্রদান করা
1029,zahlen::V,பணம் செலுத்து,প্রদান করা
1030,beherrschen::V,ஆட்சிசெய்,শাসন করা
1031,ertragen::V,தாங்கு,বহন করা
