,Concept_ID,sk,ca
842,wieder::ADV,zasa,de nou
843,vergebens::ADV,márne,en va
844,vergebens::ADV,nadarmo,en va
845,vor::PRP,pred,davānt
846,vor::PRP,pred,enfront de
847,hinter::PRP,za,darrera
848,unter::PRP,pod,sota
849,durch::PRP,cez,per
850,neben::PRP,pri,al costāt de
851,neben::PRP,vedľa,al costāt de
852,zwischen::PRP,medzi,entre
853,wegen::PRP,pre,a causa de
854,wegen::PRP,kvôli,a causa de
855,dies::PRN,to,aquest
856,dies::PRN,táto,aquest
857,das::PRN,to,això
858,alles::PRN,všetko,tot
859,ich::PRN,ja,jo
860,du::PRN,ty,tu
861,er::PRN,on,ell
862,wir::PRN,my,nosaltres
863,ihr::PRN,vy,vosaltres
864,sie::PRN,oni,ells
865,sie::PRN,oni,elles
866,was::FPRN,čo,què
867,wer::FPRN,kto,qui
868,wo::FADV,kde,on
869,wohin::FADV,kam,cap a on
870,wie::FADV,ako,com
871,warum::FADV,prečo,per què
872,wieviel::FNUM,koľko,quant
873,eins::NUM,jeden,u
874,zwei::NUM,dva,dos
875,drei::NUM,tri,tres
876,vier::NUM,štyri,quatre
877,fünf::NUM,päť,cinc
878,sechs::NUM,šesť,sis
879,sieben::NUM,sedem,set
880,acht::NUM,osem,vuit
881,neun::NUM,deväť,nou
882,zehn::NUM,desať,deu
883,elf::NUM,jedenásť,onze
884,zwölf::NUM,dvanásť,dotze
885,zwanzig::NUM,dvadsať,vint
886,dreißig::NUM,tridsať,trenta
887,vierzig::NUM,štyridsať,quaranta
888,fünfzig::NUM,päťdesiat,cinquanta
889,sechzig::NUM,šesťdesiat,seixanta
890,siebzig::NUM,sedemdesiat,setanta
891,achtzig::NUM,osemdesiat,vuitanta
892,neunzig::NUM,deväťdesiat,noranta
893,hundert::NUM,sto,cent
894,tausend::NUM,tisíc,mil
895,und::CNJ,i,i
896,oder::CNJ,alebo,o
897,stehen::V,stáť,estar de peu
898,sitzen::V,sedieť,seure
899,liegen::V,ležať,jeure
900,hängen::V,visieť,penjar
901,werden::V,stať sa,fer-se
902,werden::V,stať sa,posar-se
903,passieren::V,stať sa,succeir
904,beginnen::V,začať sa,iniciar-se
905,enden::V,končiť sa,acabar-se
906,enden::V,končiť sa,terminar-se
907,wechseln::V,meniť sa,canviar
908,aufgehen[Sonne]::V,vychádzať,sortir
909,untergehen[Sonne]::V,zapadnúť,posar-se
910,scheinen[Sonne]::V,svietiť,brillar
911,donnern::V,hrmieť,tronar
912,wehen::V,viať,bufar
913,strömen::V,prúdiť,afluir
914,fließen::V,tiecť,fluir
915,sich drehen::V,točiť sa,girar
916,sich drehen::V,krútiť sa,girar
917,schwanken::V,kolísať,vacil·lar
918,schwanken::V,klátiť sa,vacil·lar
919,schwingen::V,kývať sa,oscil·lar
920,schwingen::V,chvieť sa,oscil·lar
921,fallen::V,padať,caure
922,fallen::V,padať,tombar
923,brennen::V,páliť,cremar
924,brennen::V,horieť,cremar
925,rauchen::V,dymiť sa,fumejar
926,regnen::V,pršať,ploure
927,gefrieren::V,zamrznút,gelar-se
928,tauen::V,taviť sa,fondre's
929,schmelzen::V,taviť sa,fondre's
930,trocknen::V,schnúť,assecar-se
931,sieden::V,vrieť,bullir
932,faulen::V,hniť,podrir-se
933,verfaulen::V,zhniť,podrir-se
934,reißen::V,pretrhnúť sa,trencar-se
935,versinken::V,zapadnúť,enfonsar-se
936,versinken::V,potopiť sa,enfonsar-se
937,vergehen::V,plynúť,passar
938,erscheinen::V,objaviť sa,aparèixer
939,verschwinden::V,zmiznúť,desaparèixer
940,sinken::V,klesať,baixar
941,sinken::V,klesať,descendir
942,abnehmen::V,ubúdať,decréixer
943,zunehmen::V,pribúdať,augmentar
944,steigen::V,stúpať,pujar
945,wachsen::V,rásť,créixer
946,glänzen::V,jagať sa,brillar
947,glänzen::V,jagať sa,resplendir
948,glänzen::V,lesknúť sa,brillar
949,glänzen::V,lesknúť sa,resplendir
950,funkeln::V,iskriť sa,espurnejar
951,lärmen::V,lomoziť,fer soroll
952,läuten::V,cengať,sonar
953,klingeln::V,zvoniť,trucar
954,klirren::V,rinčať,dringar
955,brausen::V,hučať,rugir
956,rauschen::V,šumieť,murmurar
957,klingen::V,znieť,sonar
958,klingen::V,zvoniť,sonar
959,bellen::V,štekať,lladrar
960,bellen::V,brechať,lladrar
961,heulen::V,vyť,udolar
962,blasen::V,duť,bufar
963,blasen::V,fúkať,bufar
964,pfeifen::V,pískať,xiular
965,pfeifen::V,hvízdať,xiular
966,schreien::V,kričať,cridar
967,stöhnen::V,stenať,gemegar
968,zittern::V,triasť sa,tremolar
969,leben::V,žiť,vīure
970,geboren werden::V,narodiť sa,néixer
971,atmen::V,dýchať,respirar
972,trinken::V,piť,beure
973,essen::V,jesť,menjar
974,schlucken::V,zhltnuť,empassar-se
975,müde werden::V,unaviť sa,cansar-se
976,einschlafen::V,usnúť,adormir-se
977,einschlafen::V,zaspať,adormir-se
978,schlafen::V,spať,dormir
979,aufwachen::V,zobudiť sa,despertar-se
980,aufstehen::V,vstať,llevar-se
981,sich erholen::V,zotavovať sa,descansar
982,sich erholen::V,oddýchovať si,descansar
983,krank werden::V,ochorieť,posar-se malalt
984,krank sein::V,chorieť,estar malalt
985,krank sein::V,byť chorý,estar malalt
986,schmerzen::V,bolieť,doldre
987,husten::V,kašľať,tossir
988,genesen::V,uzdraviť sa,recuperar-se
989,sterben::V,umrieť,morir
990,sterben::V,zomrieť,morir
991,umkommen::V,zahynúť,perir
992,sich bewegen::V,pohybovať sa,moure's
993,sich rühren::V,hnúť sa,moure's
994,sich erheben::V,zdvihnúť sa,aixecar-se
995,sich setzen::V,sadnúť si,asseure's
996,hinfallen::V,spadnúť,caure's
997,laufen::V,bežať,caminar
998,schreiten::V,kráčať,procedir
999,spazierengehen::V,prechádzať sa,passejar
1000,eilen::V,súriť,anar corrent
1001,sich beeilen::V,ponáhľať sa,afanyar-se
1002,sausen::V,hučať,córrer
1003,rennen::V,bežať,córrer
1004,springen::V,skákať,saltar
1005,klettern::V,liezť,escalar
1006,schaukeln::V,húpať,gronxar-se
1007,schaukeln::V,húpať,balancejar-se
1008,schaukeln::V,hojdať,gronxar-se
1009,schaukeln::V,hojdať,balancejar-se
1010,kriechen::V,liezť,reptar
1011,kriechen::V,liezť,arrossegar-se
1012,kriechen::V,plaziť sa,reptar
1013,kriechen::V,plaziť sa,arrossegar-se
1014,schwimmen::V,plávať,nadar
1015,tauchen::V,ponoriť sa,bussejar
1016,tauchen::V,ponoriť sa,submergir-se
1017,rudern::V,veslovať,remar
1018,fahren::V,ísť,anar
1019,fahren::V,jazdiť,anar
1020,fliegen::V,letieť,volar
1021,gehen::V,ísť,caminar
1022,weggehen::V,odísť,anar-se'n
1023,weggehen::V,odchádzať,anar-se'n
1024,abfahren::V,odcestovať,partir
1025,anhalten::V,zadržať sa,aturar-se
1026,anhalten::V,zastaviť sa,aturar-se
1027,hineingehen::V,vchádzať,entrar
1028,eintreten::V,vojsť,entrar
1029,eintreten::V,vstúpiť,entrar
1030,kommen::V,prísť,venir
1031,ankommen::V,prísť,arribar
1032,ankommen::V,doraziť,arribar
1033,zurückkommen::V,vrátiť sa,tornar
1034,bleiben::V,ostať,quedar-se
1035,bleiben::V,zostať,quedar-se
1036,warten::V,čakať,esperar
1037,erwarten::V,očakávať,esperar
1038,suchen::V,hľadať,buscar
1039,finden::V,nájsť,trobar
1040,versuchen::V,skúsiť,intentar
1041,versuchen::V,pokúsiť sa,intentar
1042,vorbereiten::V,pripraviť,preparar
1043,lieben::V,ľúbiť,estimar
1044,lieben::V,milovať,estimar
1045,mögen::V,mať rád,agradar a
1046,lachen::V,smiať sa,riure
1047,rühren::V,dojať,commoure
1048,rühren::V,dojať,emocionar
1049,weinen::V,plakať,plorar
1050,schimpfen::V,nadávať,renyar
1051,sich ärgern::V,hnevať sa,enfadar-se
1052,sich ärgern::V,zlostiť sa,enfadar-se
1053,sich fürchten::V,báť sa,tenir por
1054,fürchten::V,báť sa,témer
1055,fliehen::V,utekať,fugir
1056,flüchten::V,utiecť,refugiar-se
1057,sehen::V,vidieť,veure
1058,anschauen::V,pozrieť sa na,mirar
1059,ansehen::V,pozrieť,mirar
1060,hören::V,počúvať,oir
1061,zuhören::V,počúvať,escoltar
1062,probieren::V,ochutnať,provar
1063,riechen::V,ňuchať,olorar
1064,fühlen::V,cítiť,sentīr
1065,fühlen::V,pociťovať,sentīr
1066,scheinen::V,zdať sa,semblar
1067,zu sehen sein::V,byť vidieť,poder-se veure
1068,vernehmen::V,počuť,percebre
1069,frieren::V,mrznúť,tenir fred
1070,frieren::V,oziabať,tenir fred
1071,tun::V,robiť,fer
1072,können::V,môcť,poder
1073,wollen::V,chcieť,voler
1074,anfangen::V,začať,iniciar
1075,beenden::V,skončiť,acabar
1076,aufhören::V,prestať,deixar
1077,gelingen::V,podariť sa,sortir bé
1078,geraten::V,dariť sa,sortir
1079,öffnen::V,otvoriť,obrir
1080,schließen::V,zavrieť,tancar
1081,stellen::V,postaviť,posar
1082,stellen::V,postaviť,col·locar
1083,setzen::V,posadiť,assentar
1084,legen::V,klásť,posar
1085,legen::V,položiť,posar
1086,berühren::V,dotykať sa,tocar
1087,verbinden::V,spojiť,unir
1088,verbinden::V,spojiť,connectar
1089,bedecken::V,pokryť,tapar
1090,bedecken::V,pokryť,cobrir
1091,aufhängen::V,zavesiť,penjar
1092,anzünden::V,zapáliť,encendre
1093,aufheben::V,zdvihnúť,aixecar
1094,zurücklassen::V,zanechať,deixar
1095,verlieren::V,stratiť,pērdre
1096,fallen lassen::V,pustiť,deixar caure
1097,machen::V,robiť,fer
1098,herstellen::V,vyrobiť,producir
1099,bauen::V,stavať,construir
1100,bauen::V,budovať,construir
1101,reparieren::V,opraviť,reparar
1102,verbessern::V,zlepšiť,millorar
1103,ändern::V,zmeniť,canviar
1104,ändern::V,preinačiť,canviar
1105,graben::V,ryť,cavar
1106,graben::V,kopať,cavar
1107,beugen::V,ohnúť,doblegar
1108,biegen::V,ohnúť,corbar
1109,biegen::V,ohnúť,arquejar
1110,drehen::V,točiť,girar
1111,drehen::V,krútiť,girar
1112,wenden::V,obrátiť,girar
1113,wenden::V,prevrátiť,girar
1114,umdrehen::V,otočiť,voltar
1115,umdrehen::V,obrátiť,voltar
1116,heben::V,dvíhať,pujar
1117,heben::V,dvíhať,aixecar
1118,heben::V,povzniesť,pujar
1119,heben::V,povzniesť,aixecar
1120,hochheben::V,zdvihnúť,aixecar
1121,ergreifen::V,uchopiť sa,agafar
1122,halten::V,držať,mantenir
1123,drücken::V,tisnúť,prémer
1124,drücken::V,tisnúť,estrènyer
1125,schieben::V,posunovať,empènyer
1126,kratzen::V,škrabať,raspar
1127,lecken::V,lízať,llepar
1128,beißen::V,kúsať,mossegar
1129,abreißen::V,odtrhnúť,arrencar
1130,abschneiden::V,odrezať,tallar
1131,abschneiden::V,odkrojiť,tallar
1132,binden::V,zaviazať,lligar
1133,binden::V,priviazať,lligar
1134,stecken::V,strčiť,ficar
1135,brechen::V,zlomiť,trencar
1136,klopfen::V,tĺcť,trucar
1137,klopfen::V,klopať,trucar
1138,hauen::V,nabiť,picar
1139,hauen::V,nabiť,colpejar
1140,kleben::V,lepiť,enganxar
1141,kleben::V,nalepiť,enganxar
1142,reiben::V,trieť,fregar
1143,streichen::V,namazať,untar
1144,schleifen::V,ostríť,afilar
1145,schleifen::V,ostríť,esmolar
1146,schneiden::V,rezať,tallar
1147,schneiden::V,strihať,tallar
1148,rütteln::V,triasť,sacsejar
1149,rütteln::V,lomcovať,sacsejar
1150,schütteln::V,triasť,agitar
1151,schütteln::V,triasť,sacsejar
1152,schütteln::V,potriasť,agitar
1153,schütteln::V,potriasť,sacsejar
1154,schwenken::V,mávať,agitar
1155,schütten::V,sypať,abocar
1156,füllen::V,plniť,omplir
1157,einwickeln::V,zabaliť,embolicar
1158,tragen::V,niesť,dur
1159,tragen::V,niesť,portar
1160,schleppen::V,vliecť,arrossegar
1161,ziehen::V,ťahať,tirar
1162,ziehen::V,ťahať,estirar
1163,aufbewahren::V,uložiť,conservar
1164,aufbewahren::V,uschovať,conservar
1165,werfen::V,hodiť,llançar
1166,werfen::V,vrhnúť,llançar
1167,fangen::V,chytať,agafar
1168,fangen::V,chytať,atrapar
1169,packen::V,baliť,engrapar
1170,packen::V,chytiť,engrapar
1171,verstecken::V,skryť,amagar
1172,verstecken::V,schovať,amagar
1173,teilen::V,podeliť,dividir
1174,teilen::V,rozdeliť,dividir
1175,schicken::V,posielať,enviar
1176,bringen::V,priniesť,portar
1177,hinzufügen::V,pripojiť,afegir
1178,bekommen::V,dostať,obtenir
1179,erhalten::V,prijať,rebre
1180,nehmen::V,vziať,prendre
1181,wählen::V,voliť,triar
1182,wählen::V,voliť,elegir
1183,auswählen::V,vybrať,escollir
1184,auswählen::V,vybrať,seleccionar
1185,auswählen::V,vyvoliť,escollir
1186,auswählen::V,vyvoliť,seleccionar
1187,bewahren::V,zachovať,conservar
1188,behindern::V,zavadzať,impedir
1189,behindern::V,zavadzať,obstaculitzar
1190,behindern::V,byť v ceste,impedir
1191,behindern::V,byť v ceste,obstaculitzar
1192,verderben::V,skaziť,espatllar
1193,beschädigen::V,ublížiť,danyar
1194,beschädigen::V,ublížiť,destrossar
1195,beschädigen::V,poškodiť,danyar
1196,beschädigen::V,poškodiť,destrossar
1197,zerbrechen::V,rozbiť,trencar
1198,zerbrechen::V,prelomiť,trencar
1199,zerreißen::V,pretrhnúť,estripar
1200,zerstören::V,zničiť,destruir
1201,verbrennen::V,spáliť,cremar
1202,geben::V,dať,donar
1203,reichen::V,podať,passar
1204,schenken::V,darovať,regalar
1205,versprechen::V,sľúbiť,prometre
1206,wünschen::V,želať,desitjar
1207,loben::V,chváliť,elogiar
1208,küssen::V,bozkať,fer un petó a
1209,wiegen::V,kolísať,bressolar
1210,zudecken::V,prikryť,tapar
1211,zudecken::V,prikryť,cobrir
1212,wecken::V,zobudiť,despertar
1213,zeigen::V,ukázať,mostrar
1214,zeigen::V,ukázať,ensenyar
1215,führen::V,viesť,guiar
1216,führen::V,viesť,conduir
1217,lehren::V,učiť,ensenyar
1218,unterrichten::V,vyučovať,ensenyar
1219,aufziehen::V,vychovať,criar
1220,leiten::V,viesť,dirigir
1221,antreiben::V,popudiť,impel·lir
1222,lassen::V,dať,fer
1223,einladen::V,pozvať,invitar
1224,einladen::V,pozvať,convidar
1225,einladen::V,povolať,invitar
1226,einladen::V,povolať,convidar
1227,vereinigen::V,spojiť,unir
1228,vereinigen::V,zjednotiť,unir
1229,besuchen::V,navštíviť,visitar
1230,besuchen::V,navštíviť,anar a veure
1231,treffen::V,stretnúť,trobar
1232,sich versammeln::V,zhromaždiť sa,reunir-se
1233,spielen::V,hrať,jugar
1234,singen::V,spievať,cantār
1235,tanzen::V,tancovať,ballar
1236,sich trennen::V,rozísť sa,separar-se
1237,verlassen::V,opustiť,deixar
1238,verlassen::V,opustiť,abandonar
1239,retten::V,zachrániť,salvar
1240,bewachen::V,strážiť,vigilar
1241,schützen::V,chrániť,protegir
1242,verteidigen::V,brániť,defensar
1243,sich schlagen::V,biť sa,barallar-se
1244,schießen::V,streliť,tirar
1245,schießen::V,streliť,disparar
1246,schießen::V,strieľať,tirar
1247,schießen::V,strieľať,disparar
1248,siegen::V,zvíťaziť,vèncer
1249,ärgern::V,hnevať,enfadar
1250,ärgern::V,zlostiť,enfadar
1251,schlagen::V,biť,pegar
1252,schlagen::V,biť,colpejar
1253,schlagen::V,udrieť,pegar
1254,schlagen::V,udrieť,colpejar
1255,treten::V,kopnúť,donar un cop de peu a
1256,stechen::V,bodnúť,punxar
1257,stechen::V,bodnúť,apunyalar
1258,stechen::V,pichnúť,punxar
1259,stechen::V,pichnúť,apunyalar
1260,stoßen::V,udrieť,empènyer
1261,stehlen::V,kradnúť,robar
1262,stören::V,vyrušiť,molestar
1263,belästigen::V,obťažovať,importunar
1264,verbergen::V,skryť,amagar
1265,verbergen::V,skryť,ocultar
1266,täuschen::V,sklamať,enganyar
1267,betrügen::V,klamať,estafar
1268,betrügen::V,podvádzať,estafar
1269,töten::V,zabiť,matar
1270,töten::V,usmrtiť,matar
1271,wohnen::V,bývať,vīure
1272,wohnen::V,bývať,habitar
1273,arbeiten::V,pracovať,treballar
1274,sammeln::V,zbierať,col·leccionar
1275,pflücken::V,trhať,collir
1276,pflücken::V,oberať,collir
1277,jagen::V,poľovať,caçar
1278,fischen::V,loviť ryby,pescar
1279,fischen::V,chytať ryby,pescar
1280,fassen::V,uloviť,atrapar
1281,hüten::V,pásť,pasturar
1282,treiben::V,hnať,arriar
1283,anbinden::V,priviazať,lligar
1284,füttern::V,kŕmiť,donar menjar a
1285,melken::V,dojiť,munyir
1286,hacken::V,seknúť,picar
1287,hacken::V,seknúť,tallar
1288,gießen::V,polievať,regar
1289,reifen::V,dozrieť,madurar
1290,zubereiten::V,pripraviť,preparar
1291,kochen::V,variť,coure
1292,backen::V,piecť,coure al forn
1293,backen::V,smažiť,coure al forn
1294,braten::V,piecť,rostir
1295,braten::V,pražiť,rostir
1296,umrühren::V,pomiešať,remenar
1297,stricken::V,pliesť,tricotar
1298,stricken::V,pliesť,fer punt de mitja
1299,nähen::V,šiť,cosir
1300,färben::V,zafarbiť,tenyir
1301,reinigen::V,čistiť,netejar
1302,waschen::V,myť,rentār
1303,abwischen::V,utrieť,eixugar
1304,spülen::V,vyplachovať,esbandir
1305,fegen::V,zametať,escombrar
1306,kehren::V,zametať,escombrar
1307,baden::V,kúpať sa,banyar-se
1308,sich waschen::V,umývať sa,rentār-se
1309,ausziehen::V,zobliecť,treure's
1310,anziehen::V,obliecť,posar-se
1311,sich anziehen::V,obliecť sa,vestir-se
1312,kämmen::V,česať,pentinar
1313,schmücken::V,ozdobiť,adornar
1314,sagen::V,povedať,dir
1315,sprechen::V,hovoriť,parlar
1316,reden::V,rozprávať,parlar
1317,sich unterhalten::V,rozprávať sa,conversar
1318,fragen::V,spýtať sa,preguntar
1319,bitten::V,prosiť,demanar
1320,erzählen::V,rozprávať,contar
1321,erzählen::V,rozprávať,explicar
1322,mitteilen::V,oznámiť,comunicar
1323,nennen::V,nazvať,nomenar
1324,nennen::V,menovať,nomenar
1325,rufen::V,volať,cridar
1326,rufen::V,zavolať,cridar
1327,prahlen::V,vystatovať sa,lloar-se
1328,prahlen::V,vystatovať sa,jactar-se
1329,übersetzen::V,preložiť,traduir
1330,denken::V,myslieť,pensar
1331,glauben::V,veriť,creure
1332,bemerken::V,podotknuť,notar
1333,bemerken::V,spozorovať,notar
1334,erkennen::V,poznať,reconèixer
1335,begreifen::V,pochopiť,comprendre
1336,begreifen::V,porozumieť,comprendre
1337,verstehen::V,rozumieť,entendre
1338,lernen::V,učiť sa,aprendre
1339,wissen::V,vedieť,saber
1340,sich erinnern an::V,pamätať si na,recordar
1341,vergessen::V,zabudnuť,oblidar
1342,messen::V,merať,mesurar
1343,zählen::V,počítať,comptar
1344,rechnen::V,rátať,calcular
1345,rechnen::V,počítať,calcular
1346,lesen::V,čítať,llegir
1347,malen::V,maľovať,pintar
1348,zeichnen::V,kresliť,dibuixar
1349,schreiben::V,písať,escrīure
1350,besitzen::V,mať,posseir
1351,besitzen::V,vlastniť,posseir
1352,kaufen::V,kúpiť,comprar
1353,verkaufen::V,predať,vendre
1354,bezahlen::V,zaplatiť,pagar
1355,zahlen::V,platiť,pagar per
1356,beherrschen::V,ovládať,dominar
1357,ertragen::V,znášať,aguantar
1358,ertragen::V,vydržať,aguantar
