,Concept_ID,fr,ru
269,Rätsel::N,devinette,загадка
270,Rede::N,parole,речь
271,Rede::N,discours,речь
272,Sprache::N,langue,язык
273,Sprache::N,langage,язык
274,Stimme::N,voix,голос
275,Wort::N,mot,слово
276,Zeichen::N,signe,знак
277,Ruf::N,cri,зов
278,Ruf::N,appel,зов
279,Lärm::N,bruit,шум
280,Laut::N,son,звук
281,Ton::N,ton,звучание
282,Lied::N,chant,песня
283,Lied::N,chanson,песня
284,Ruhe::N,calme,покой
285,Ruhe::N,tranquillité,покой
286,Leute::N,gens,люди
287,Volk::N,peuple,народ
288,Arbeit::N,travail,работа
289,Gast::N,hôte,гость
290,Gast::N,invité,гость
291,Geschenk::N,cadeau,подарок
292,Geschenk::N,présent,подарок
293,Spiel::N,jeu,игра
294,Gesellschaft::N,compagnie,общество
295,Hilfe::N,aide,помощь
296,Hilfe::N,secours,помощь
297,Freund::N,ami,друг
298,Kamerad::N,copain,приятель
299,Kamerad::N,camarade,приятель
300,Angelegenheit::N,affaire,дело
301,Anzahl::N,nombre,количество
302,Art::N,sorte,вид
303,Art::N,espèce,вид
304,Stück::N,morceau,кусок
305,Teil::N,part,часть
306,Teil::N,partie,часть
307,Hälfte::N,moitié,половина
308,Kreis::N,cercle,круг
309,Kreuz::N,croix,крест
310,Linie::N,ligne,линия
311,Strich::N,trait,черта
312,Abstand::N,écart,промежуток
313,Entfernung::N,distance,расстояние
314,Gegend::N,région,местность
315,Gegend::N,contrée,местность
316,Platz::N,place,пространство
317,Ort::N,lieu,место
318,Ort::N,endroit,место
319,Seite::N,côté,сторона
320,Mitte::N,milieu,середина
321,Gegenstand::N,objet,предмет
322,Sache::N,chose,вещь
323,Rand::N,bord,край
324,Kante::N,arête,ребро
325,Ecke::N,coin,угол
326,Ecke::N,tournant,угол
327,Spitze::N,cime,кончик
328,Spitze::N,pointe,кончик
329,Ende::N,bout,конец
330,Loch::N,trou,дыра
331,Winkel::N,coin,угол
332,Winkel::N,réduit,угол
333,Muster::N,dessin,узор
334,Größe::N,grandeur,размер
335,Länge::N,longueur,длина
336,Höhe::N,hauteur,высота
337,Höhe::N,altitude,высота
338,Gewicht::N,poids,вес
339,Menge::N,quantité,количество
340,Haufen::N,tas,куча
341,Reihe::N,file,ряд
342,Reihe::N,rangée,ряд
343,Boot::N,canot,лодка
344,Boot::N,bateau,лодка
345,Ruder::N,rame,весло
346,Ruder::N,aviron,весло
347,Schlitten::N,traîneau,сани
348,Ski::N,ski,лыжа
349,Lagerfeuer::N,feu de camp,костер
350,Last::N,charge,тяжесть
351,Last::N,fardeau,тяжесть
352,Gang::N,tour,ход
353,Gang::N,marche,ход
354,Schritt::N,pas,шаг
355,Norden::N,nord,север
356,Süden::N,sud,юг
357,Westen::N,ouest,запад
358,Westen::N,occident,запад
359,Osten::N,est,восток
360,Osten::N,orient,восток
361,Holz::N,bois,древесина
362,Brett::N,planche,доска
363,Platte::N,plaque,плита
364,Stütze::N,appui,подпорка
365,Stütze::N,soutien,подпорка
366,Stange::N,barre,жердь
367,Stange::N,perche,жердь
368,Stock::N,canne,палка
369,Stab::N,bâton,шест
370,Rohr::N,tube,труба
371,Rohr::N,tuyau,труба
372,Haus::N,maison,дом
373,Heim::N,maison,дом
374,Ofen::N,poêle,печь
375,Fußboden::N,plancher,пол
376,Tisch::N,table,стол
377,Stuhl::N,chaise,стул
378,Wiege::N,berceau,колыбель
379,Bett::N,lit,постель
380,Regal::N,étagère,полка
381,Kiste::N,caisse,ящик
382,Fenster::N,fenêtre,окно
383,Tür::N,porte,дверь
384,Tor::N,porte,ворота
385,Tor::N,portail,ворота
386,Zaun::N,clôture,забор
387,Dach::N,toit,крыша
388,Leiter::N,échelle,лестница
389,Besen::N,balai,метла
390,Spaten::N,bêche,лопата
391,Schaufel::N,pelle,совок
392,Gabel::N,fourchette,вилка
393,Löffel::N,cuiller,ложка
394,Messer::N,couteau,нож
395,Nagel::N,clou,гвоздь
396,Netz::N,filet,сеть
397,Haken::N,croc,крюк
398,Haken::N,crochet,крюк
399,Griff::N,prise,ручка
400,Griff::N,manche,ручка
401,Schloss::N,serrure,замок
402,Bild::N,image,картина
403,Bild::N,tableau,картина
404,Figur::N,figure,фигура
405,Puppe::N,poupée,кукла
406,Beutel::N,sac,мешок
407,Beutel::N,petit sac,мешок
408,Bündel::N,paquet,связка
409,Bündel::N,faisceau,связка
410,Tasche::N,sac,сумка
411,Eimer::N,seau,ведро
412,Deckel::N,couvercle,крышка
413,Geschirr::N,vaisselle,посуда
414,Sack::N,sac,мешок
415,Tasse::N,tasse,чашка
416,Topf::N,pot,кастрюля
417,Topf::N,marmite,кастрюля
418,Kessel::N,chaudron,котел
419,Essen::N,repas,еда
420,Essen::N,manger,еда
421,Nahrung::N,nourriture,пища
422,Speise::N,plat,блюдо
423,Speise::N,plat,кушанье
424,Fleisch::N,viande,мясо
425,Getreide::N,blé,хлеб
426,Getreide::N,céréales,хлеб
427,Brei::N,purée,каша
428,Brei::N,bouillie,каша
429,Brot::N,pain,хлеб
430,Scheibe::N,tranche,ломоть
431,Fett::N,graisse,жир
432,Butter::N,beurre,масло
433,Öl::N,huile,масло
434,Salz::N,sel,соль
435,Suppe::N,soupe,суп
436,Suppe::N,potage,суп
437,Honig::N,miel,мед
438,Milch::N,lait,молоко
439,Tee::N,thé,чай
440,Leder::N,cuir,кожа
441,Wolle::N,laine,шерсть
442,Stoff::N,tissu,ткань
443,Stoff::N,étoffe,ткань
444,Nadel::N,aiguille,игла
445,Faden::N,fil,нитка
446,Knopf::N,bouton,пуговица
447,Knoten::N,nœud,узел
448,Farbe::N,peinture,краска
449,Kleidung::N,vêtements,одежда
450,Kleidung::N,habillement,одежда
451,Hemd::N,chemise,рубашка
452,Kragen::N,col,воротник
453,Ärmel::N,manche,рукав
454,Hose::N,pantalon,брюки
455,Gürtel::N,ceinture,пояс
456,Mütze::N,bonnet,шапка
457,Mütze::N,casquette,шапка
458,Schuh::N,soulier,ботинок
459,Schuh::N,chaussure,ботинок
460,Stiefel::N,botte,сапог
461,Ring::N,bague,кольцо
462,Band::N,ruban,лента
463,Kamm::N,peigne,расческа
464,Spiegel::N,glace,зеркало
465,Spiegel::N,miroir,зеркало
466,Riemen::N,lanière,ремень
467,Riemen::N,courroie,ремень
468,Schnur::N,corde,веревка
469,Schnur::N,ficelle,веревка
470,Leine::N,laisse,поводок
471,Decke::N,couverture,одеяло
472,Kissen::N,oreiller,подушка
473,Tuch::N,drap,платок
474,Tuch::N,fichu,платок
475,Handtuch::N,serviette,полотенце
476,Handtuch::N,essuie-mains,полотенце
477,Kraft::N,force,сила
478,Stärke::N,vigueur,крепость
479,Gesundheit::N,santé,здоровье
480,Krankheit::N,maladie,болезнь
481,Schmerz::N,douleur,боль
482,Wunde::N,plaie,рана
483,Wunde::N,blessure,рана
484,Fieber::N,fièvre,лихорадка
485,Fieber::N,fièvre,температура
486,Arznei::N,remède,лекарство
487,Arznei::N,médecine,лекарство
488,Brücke::N,pont,мост
489,Brunnen::N,puits,колодец
490,Weide::N,pâturage,пастбище
491,Pfad::N,sentier,тропа
492,Weg::N,voie,путь
493,Weg::N,voie,дорога
494,Weg::N,chemin,путь
495,Weg::N,chemin,дорога
496,Straße::N,route,улица
497,Straße::N,route,дорога
498,Dorf::N,village,деревня
499,Stadt::N,cité,город
500,Stadt::N,ville,город
501,Brief::N,lettre,письмо
502,Buch::N,livre,книга
503,Buchstabe::N,lettre,буква
504,Buchstabe::N,caractère,буква
505,Zeitung::N,journal,газета
506,Leben::N,vie,жизнь
507,Tod::N,mort,смерть
508,Grab::N,tombe,могила
509,Kirche::N,église,церковь
510,Sünde::N,péché,грех
511,Gott::N,dieu,бог
512,Arbeiter::N,ouvrier,рабочий
513,Arbeiter::N,travailleur,рабочий
514,Chef::N,chef,начальник
515,Chef::N,patron,начальник
516,Meister::N,maître,мастер
517,Arzt::N,médecin,врач
518,Lehrer::N,professeur,учитель
519,Lehrer::N,instituteur,учитель
520,Geld::N,argent,деньги
521,Geschäft::N,affaire,занятие
522,Geschäft::N,commerce,занятие
523,Laden::N,magasin,магазин
524,Laden::N,boutique,магазин
525,Preis::N,prix,цена
526,Ware::N,marchandise,товар
527,Nutzen::N,profit,выгода
528,Reichtum::N,richesse,богатство
529,Welt::N,monde,мир
530,Land::N,pays,страна
531,Staat::N,État,государство
532,König::N,roi,король
533,Macht::N,pouvoir,власть
534,Macht::N,puissance,власть
535,Grenze::N,frontière,граница
536,Krieg::N,guerre,война
537,Feind::N,ennemi,враг
538,Gewalt::N,violence,насилие
539,Kampf::N,lutte,борьба
540,Kampf::N,combat,борьба
541,Bogen[Waffe]::N,arc,лук
542,Pfeil::N,flèche,стрела
543,Gewehr::N,fusil,ружье
544,Fehler::N,faute,ошибка
545,Fehler::N,erreur,ошибка
546,Lüge::N,mensonge,ложь
547,Schaden::N,dégât,вред
548,Schaden::N,dommage,вред
549,Unglück::N,malheur,беда
550,Schuld::N,faute,вина
551,Schuld::N,culpabilité,вина
552,Alter::N,âge,возраст
553,Schluss::N,fin,окончание
554,Zeit::N,temps,время
555,Tag::N,jour,день
556,Tag::N,journée,день
557,Morgen::N,matin,утро
558,Morgen::N,matinée,утро
559,Mittag::N,midi,полдень
560,Abend::N,soir,вечер
561,Abend::N,soirée,вечер
562,Nacht::N,nuit,ночь
563,Woche::N,semaine,неделя
564,Monat::N,mois,месяц
565,Jahr::N,an,год
566,Jahr::N,année,год
567,Frühling::N,printemps,весна
568,Sommer::N,été,лето
569,Herbst::N,automne,осень
570,Winter::N,hiver,зима
571,Januar::N,janvier,январь
572,Februar::N,février,февраль
573,März::N,mars,март
574,April::N,avril,апрель
575,Mai::N,mai,май
576,Juni::N,juin,июнь
577,Juli::N,juillet,июль
578,August::N,août,август
579,September::N,septembre,сентябрь
580,Oktober::N,octobre,октябрь
581,November::N,novembre,ноябрь
582,Dezember::N,décembre,декабрь
583,Montag::N,lundi,понедельник
584,Dienstag::N,mardi,вторник
585,Mittwoch::N,mercredi,среда
586,Donnerstag::N,jeudi,четверг
587,Freitag::N,vendredi,пятница
588,Samstag::N,samedi,суббота
589,Sonntag::N,dimanche,воскресенье
590,groß::A,grand,большой
591,klein::A,petit,маленький
592,lang::A,long,длинный
593,kurz::A,court,короткий
594,breit::A,large,широкий
595,schmal::A,étroit,узкий
596,dicht::A,dense,густой
597,dick[Gegenstand]::A,épais,толстый
598,dünn::A,mince,тонкий
599,fein::A,fin,тонкий
600,fein::A,menu,тонкий
601,fest::A,ferme,крепкий
602,fest::A,solide,крепкий
603,flach::A,plat,плоский
604,glatt::A,poli,гладкий
605,glatt::A,lisse,гладкий
606,hart::A,dur,твердый
607,weich::A,mou,мягкий
608,rund::A,rond,круглый
609,spitz::A,aigu,остроконечный
610,spitz::A,pointu,остроконечный
611,scharf::A,tranchant,острый
612,stumpf::A,mousse,тупой
613,stumpf::A,émoussé,тупой
614,schwer::A,lourd,тяжелый
615,schwer::A,pesant,тяжелый
616,schön::A,beau,красивый
617,heiß::A,chaud,жаркий
618,heiß::A,très chaud,жаркий
619,warm::A,chaud,теплый
620,kalt::A,froid,холодный
621,kühl::A,frais,прохладный
622,frisch::A,frais,свежий
623,feucht::A,humide,влажный
624,nass::A,mouillé,мокрый
625,trocken::A,sec,сухой
626,voll::A,plein,полный
627,voll::A,plein,наполненный
628,voll::A,rempli,полный
629,voll::A,rempli,наполненный
630,leer::A,vide,пустой
631,offen::A,ouvert,открытый
632,geschlossen::A,clos,закрытый
633,geschlossen::A,fermé,закрытый
634,sauber::A,net,чистый
635,sauber::A,propre,чистый
636,schmutzig::A,sale,грязный
637,schmutzig::A,crasseux,грязный
638,roh::A,cru,сырой
639,roh::A,brut,сырой
640,reif::A,mûr,зрелый
641,lecker::A,délicieux,вкусный
642,lecker::A,appétissant,вкусный
643,süß::A,doux,сладкий
644,bitter::A,amer,горький
645,sauer::A,aigre,кислый
646,hell::A,clair,светлый
647,dunkel::A,sombre,темный
648,schwarz::A,noir,черный
649,weiß::A,blanc,белый
650,rot::A,rouge,красный
651,gelb::A,jaune,желтый
652,blau::A,bleu,синий
653,grün::A,vert,зеленый
654,grau::A,gris,серый
655,bunt::A,multicolore,пестрый
656,billig::A,bon marché,дешевый
657,teuer::A,cher,дорогой
658,wertvoll::A,précieux,ценный
659,blind::A,aveugle,слепой
660,taub::A,sourd,глухой
661,kräftig::A,fort,могучий
662,kräftig::A,vigoureux,могучий
663,stark::A,fort,сильный
664,stark::A,puissant,сильный
665,schwach::A,faible,слабый
666,fett::A,gras,жирный
667,schlank::A,svelte,стройный
668,hübsch::A,joli,прелестный
669,böse::A,mauvais,злой
670,dumm::A,sot,глупый
671,dumm::A,bête,глупый
672,faul::A,fainéant,ленивый
673,faul::A,paresseux,ленивый
674,fleißig::A,appliqué,прилежный
675,geizig::A,avare,жадный
676,klug::A,intelligent,умный
677,geschickt::A,habile,искусный
678,lieb::A,cher,милый
679,lieb::A,gentil,милый
680,lustig::A,gai,веселый
681,lustig::A,joyeux,веселый
682,sanft::A,doux,нежный
683,hungrig::A,affamé,голодный
684,krank::A,malade,больной
685,nackt::A,nu,голый
686,traurig::A,triste,грустный
687,lebendig::A,vivant,живой
688,gut::A,bon,хороший
689,schlecht::A,mauvais,плохой
690,richtig::A,juste,правильный
691,richtig::A,correct,правильный
692,schlimm::A,grave,отвратительный
693,schlimm::A,grave,мерзкий
694,schlimm::A,mauvais,отвратительный
695,schlimm::A,mauvais,мерзкий
696,wahr::A,vrai,настоящий
697,wahr::A,véritable,настоящий
698,alt::A,vieux,старый
699,neu::A,neuf,новый
700,neu::A,nouveau,новый
701,ehemalig::A,ancien,бывший
702,alt[Lebewesen]::A,âgé,пожилой
703,alt[Lebewesen]::A,vieux,пожилой
704,jung::A,jeune,молодой
705,arm::A,pauvre,бедный
706,reich::A,riche,богатый
707,bekannt::A,connu,знакомый
708,berühmt::A,fameux,знаменитый
709,berühmt::A,célèbre,знаменитый
710,fremd::A,étranger,чужой
711,verschieden::A,différent,разный
712,nah::A,lié,близкий
713,nah::A,proche,близкий
714,fern::A,éloigné,далекий
715,fern::A,lointain,далекий
716,linker::A,gauche,левый
717,rechter::A,droit,правый
718,anderer::A,autre,другой
719,erster::A,premier,первый
720,zweiter::A,second,второй
721,zweiter::A,deuxième,второй
722,dritter::A,troisième,третий
723,letzter::A,dernier,последний
724,allein::ADV,seul,один
725,auf einmal::ADV,à la fois,сразу
726,zusammen::ADV,ensemble,вместе
727,lange::ADV,longtemps,долго
728,plötzlich::ADV,tout à coup,вдруг
729,sofort::ADV,immédiatement,тотчас
730,später::ADV,plus tard,позже
731,jetzt::ADV,maintenant,сейчас
732,heute::ADV,aujourd'hui,сегодня
733,morgen::ADV,demain,завтра
734,bald::ADV,bientôt,скоро
735,dann::ADV,puis,потом
736,dann::ADV,ensuite,потом
737,gestern::ADV,hier,вчера
738,einst::ADV,jadis,однажды
739,einst::ADV,autrefois,однажды
740,damals::ADV,alors,тогда
741,damals::ADV,à l'époque,тогда
742,danach::ADV,après,затем
743,danach::ADV,ensuite,затем
744,vorher::ADV,auparavant,раньше
745,zuerst::ADV,d'abord,сперва
746,zuerst::ADV,premièrement,сперва
747,einmal::ADV,une fois,раз
748,manchmal::ADV,parfois,иногда
749,manchmal::ADV,quelquefois,иногда
750,oft::ADV,souvent,часто
751,immer::ADV,toujours,всегда
752,niemals::ADV,ne ... jamais,никогда
753,hier::ADV,ici,здесь
754,hierhin::ADV,par ici,сюда
755,von hier::ADV,d'ici,отсюда
756,dort::ADV,là,там
757,dort::ADV,là-bas,там
758,dorthin::ADV,y,туда
759,dorthin::ADV,par là,туда
760,geradeaus::ADV,tout droit,прямо
761,vorwärts::ADV,en avant,вперед
762,rückwärts::ADV,en arrière,назад
763,zurück::ADV,de retour,обратно
764,unten::ADV,en bas,внизу
765,unten::ADV,au-dessous,внизу
766,hinab::ADV,en bas,вниз
767,hinab::ADV,vers le bas,вниз
768,oben::ADV,dessus,наверху
769,oben::ADV,en haut,наверху
770,hinauf::ADV,en haut,вверх
771,hinauf::ADV,vers le haut,вверх
772,überall::ADV,partout,везде
773,nicht::ADV,ne ... pas,не
774,ein wenig::ADV,un peu,немного
775,kaum::ADV,à peine,едва
776,sehr::ADV,très,очень
777,so::ADV,si,так
778,so::ADV,ainsi,так
779,noch::ADV,encore,еще
780,nur::ADV,seulement,только
781,nur::ADV,ne ... que,только
782,schon::ADV,déjà,уже
783,wieder::ADV,de nouveau,опять
784,vergebens::ADV,en vain,напрасно
785,vor::PRP,devant,перед
786,hinter::PRP,derrière,за
787,hinter::PRP,derrière,позади
788,unter::PRP,sous,под
789,unter::PRP,au-dessous de,под
790,durch::PRP,par,сквозь
791,durch::PRP,à travers,сквозь
792,neben::PRP,à côté de,возле
793,zwischen::PRP,entre,между
794,wegen::PRP,à cause de,из-за
795,dies::PRN,ceci,это
796,das::PRN,ce,то
797,das::PRN,cela,то
798,alles::PRN,tout,все
799,ich::PRN,je,я
800,ich::PRN,moi,я
801,du::PRN,tu,ты
802,du::PRN,toi,ты
803,er::PRN,il,он
804,er::PRN,lui,он
805,wir::PRN,nous,мы
806,ihr::PRN,vous,вы
807,sie::PRN,ils,они
808,sie::PRN,elles,они
809,was::FPRN,que,что
810,was::FPRN,quoi,что
811,wer::FPRN,qui,кто
812,wo::FADV,où,где
813,wohin::FADV,où,куда
814,wie::FADV,comment,как
815,warum::FADV,pourquoi,почему
816,wieviel::FNUM,combien,сколько
817,eins::NUM,un,один
818,zwei::NUM,deux,два
819,drei::NUM,trois,три
820,vier::NUM,quatre,четыре
821,fünf::NUM,cinq,пять
822,sechs::NUM,six,шесть
823,sieben::NUM,sept,семь
824,acht::NUM,huit,восемь
825,neun::NUM,neuf,девять
826,zehn::NUM,dix,десять
827,elf::NUM,onze,одиннадцать
828,zwölf::NUM,douze,двенадцать
829,zwanzig::NUM,vingt,двадцать
830,dreißig::NUM,trente,тридцать
831,vierzig::NUM,quarante,сорок
832,fünfzig::NUM,cinquante,пятьдесят
833,sechzig::NUM,soixante,шестьдесят
834,siebzig::NUM,soixante-dix,семьдесят
835,achtzig::NUM,quatre-vingt,восемьдесят
836,neunzig::NUM,quatre-vingt-dix,девяносто
837,hundert::NUM,cent,сто
838,tausend::NUM,mille,тысяча
839,und::CNJ,et,и
840,oder::CNJ,ou,или
841,oder::CNJ,ou,либо
842,stehen::V,être debout,стоять
843,sitzen::V,être assis,сидеть
844,liegen::V,être couché,лежать
845,hängen::V,pendre,висеть
846,werden::V,devenir,стать
847,passieren::V,se passer,случиться
848,beginnen::V,commencer,начаться
849,enden::V,finir,кончиться
850,enden::V,se terminer,кончиться
851,wechseln::V,changer,меняться
852,wechseln::V,alterner,меняться
853,aufgehen[Sonne]::V,se lever,взойти
854,untergehen[Sonne]::V,se coucher,зайти
855,scheinen[Sonne]::V,briller,светить
856,donnern::V,tonner,греметь
857,wehen::V,souffler,дуть
858,strömen::V,affluer,литься
859,fließen::V,couler,течь
860,sich drehen::V,tourner,вращаться
