,Concept_ID,udm,ko
162,Bär::N,гондыр,콤
163,Eichhörnchen::N,коньы,다람쥐
164,Elch::N,койык,고라니
165,Fuchs::N,ӟичы,여우
166,Hase::N,кеч,토끼
167,Maus::N,шыр,쥐
168,Wolf::N,кион,늑대
169,Vogel::N,тылобурдо,새
170,Schwarm::N,уллё,뗴
171,Huhn::N,курег,암탉
172,Hahn::N,атас,수탉
173,Gans::N,ӟазег,거위
174,Adler::N,ӧрзи,수리
175,Ente::N,ӵӧж,오리
176,Eule::N,кучыран,부엉이
177,Kranich::N,тури,두루미
178,Krähe::N,куака,까마귀
179,Kuckuck::N,кикы,뻐꾸기
180,Schwan::N,юсь,배조
181,Fisch::N,чорыг,물고기
182,Barsch::N,юш,농어
183,Hecht::N,чипей,에속스
184,Schlange[Tier]::N,кый,뱀
185,Wurm::N,нумыр,벌레
186,Spinne::N,чонари,거미
187,Ameise::N,кузьыли,개미
188,Laus::N,тэй,이
189,Mücke::N,нымы,모기
190,Mücke::N,чибинь,모기
191,Fliege::N,кут,날기
192,Schmetterling::N,бубыли,나비
193,Beere::N,узы-боры,장과
194,Apfel::N,яблок,사과
195,Pilz::N,губи,고방이
196,Zwiebel::N,сугон,양파
197,Saat::N,кидыс,씨
198,Korn::N,тысь,알맹이
199,Heu::N,турын,건초
200,Schale::N,кыд,피상
201,Grube::N,гу,
202,Grube::N,гоп,
203,Falle::N,налик,함정
204,Schlinge::N,гиӟ,올가미
205,Schlinge::N,гиӟ,멜빵붕대
206,Schlinge::N,герд,올가미
207,Schlinge::N,герд,멜빵붕대
208,Spur::N,пытьы,발지국
209,Spur::N,бервыл,발지국
210,Asche::N,пень,재
211,Dreck::N,дэри,똥
212,Dreck::N,дэри,오물
213,Eisen::N,корт,쇠
214,Eisen::N,корт,철
215,Gold::N,зарни,항금
216,Silber::N,азвесь,은
217,Kohle::N,эгыр,슻
218,Glas::N,стекло,유리
219,Glas::N,пияла,유리
220,Lehm::N,сюй,찰흙
221,Sand::N,луо,모래
222,Mensch::N,мурт,사람
223,Mensch::N,адями,사람
224,Mann::N,воргорон,남자
225,Frau::N,кышномурт,여자
226,Kind::N,нуны,아이
227,Kind::N,пинал,아이
228,Junge::N,пи,소녁
229,Mädchen::N,ныл,소녀
230,Familie::N,семья,가족
231,Großvater::N,песятай,할아버지
232,Großvater::N,пересь атай,할아버지
233,Großmutter::N,песянай,할머니
234,Großmutter::N,пересь анай,할머니
235,Eltern::N,атай-анай,어버오
236,Eltern::N,бубы-мумы,어버오
237,Vater::N,айы,아버지
238,Vater::N,атай,아버지
239,Mutter::N,мумы,어머니
240,Sohn::N,пи,아들
241,Tochter::N,ныл,딸기
242,Bruder::N,агай,형제
243,Schwester::N,апа,누이
244,Schwester::N,сузэр,누이
245,Onkel::N,агай,백부
246,Tante::N,апа,아주머니
247,Tante::N,кенак,아주머니
248,Ehemann::N,карт,남편
249,Ehefrau::N,кышно,아내
250,Freude::N,шумпотон,기쁨
251,Gelächter::N,горем,웃음
252,Glück::N,шуд,즐거움
253,Kummer::N,кайгу,슬픔
254,Kummer::N,куректон,슬픔
255,Wunsch::N,мылпотон,소망
256,Lust::N,потон,
257,Geist::N,лул,할기
258,Gedanke::N,малпан,상념
259,Gedächtnis::N,йырсазь,기억
260,Gedächtnis::N,тодэваён,기억
261,Verstand::N,йырвизь,분별
262,Verstand::N,йырвизь,지능
263,Sinn::N,смысл,센스
264,Grund::N,муг,까닭
265,Grund::N,ньӧм,까닭
266,Wahrheit::N,зэм,참
267,Wahrheit::N,зэм,진실
268,Wahrheit::N,шонер,참
269,Wahrheit::N,шонер,진실
270,Gespräch::N,вераськон,대화
271,Märchen::N,выжыкыл,동화
272,Erzählung::N,верос,이야기
273,Nachricht::N,ивор,
274,Neuigkeit::N,выльивор,뉴스
275,Name::N,ним,이름
276,Rätsel::N,мадькыл,수수께끼
277,Rede::N,верам,연설
278,Sprache::N,кыл,말
279,Stimme::N,куара,목소리
280,Wort::N,кыл,낱말
281,Zeichen::N,пус,신호
282,Zeichen::N,тодмет,신호
283,Ruf::N,ӧтён,부름
284,Ruf::N,чортон,부름
285,Lärm::N,ӵашетон,소동
286,Laut::N,куара,음성
287,Ton::N,куара,목소리
288,Lied::N,кырӟан,노래
289,Ruhe::N,чалмыт улон,쉼
290,Leute::N,адямиос,사람들
291,Volk::N,калык,국중
292,Arbeit::N,уж,근로
293,Arbeit::N,уж,너무
294,Gast::N,куно,손님
295,Geschenk::N,салам,행하
296,Geschenk::N,кузьым,행하
297,Spiel::N,шудон,무리
298,Gesellschaft::N,калык,교제
299,Hilfe::N,юрттон,거들음
300,Hilfe::N,юрттон,보좌
301,Freund::N,эш,친구
302,Freund::N,юлтош,친구
303,Kamerad::N,тодмо,동실자
304,Angelegenheit::N,уж,용무
305,Anzahl::N,лыд,어떤
306,Anzahl::N,лыд,수
307,Art::N,тус,정류
308,Stück::N,юдэс,일부분
309,Teil::N,люкет,몱
310,Teil::N,люкет,구훠
311,Hälfte::N,ӝыны,2분의
312,Kreis::N,котырес,고리
313,Kreuz::N,крест,열십자
314,Linie::N,гож,선
315,Strich::N,гож,스침
316,Abstand::N,вис,거리
317,Abstand::N,кусып,거리
318,Entfernung::N,кусып,거리
319,Gegend::N,инты,곳
320,Gegend::N,инты,부금
321,Platz::N,инты,장소
322,Ort::N,инты,장소
323,Ort::N,места,장소
324,Seite::N,пал,옆면
325,Mitte::N,шор,궁간
326,Gegenstand::N,арбери,항목
327,Sache::N,котыр,뭉에
328,Rand::N,дур,가
329,Rand::N,шаер,가
330,Kante::N,дур,귀퉁
331,Ecke::N,сэрег,구석
332,Spitze::N,йыл,끝
333,Spitze::N,йыл,참단
334,Ende::N,пум,말당
335,Loch::N,пась,빙옷
336,Winkel::N,сэрег,각도
337,Muster::N,пужы,본
338,Muster::N,пужы,견복
339,Größe::N,быдӟала,신장
340,Länge::N,кузьдала,길이긺
341,Höhe::N,ӝуждала,높이
342,Gewicht::N,сектала,추
343,Gewicht::N,секытлык,추
344,Menge::N,лыд,수양
345,Menge::N,лыдпус,수양
346,Haufen::N,люк,퇴적
347,Reihe::N,чур,열
348,Boot::N,пыж,보트
349,Boot::N,лодка,보트
350,Ruder::N,полыс,노
351,Schlitten::N,додьы,썰매
352,Ski::N,куас,스키
353,Lagerfeuer::N,тылскем,캠프의 모닥불
354,Last::N,секыт,무거운짐
355,Gang::N,ветлон,걸음
356,Schritt::N,вамыш,보조
357,Norden::N,уйпал,북쪽 
358,Süden::N,лымшор,남쪽
359,Westen::N,шунды пуксён,서쪽
360,Osten::N,шунды ӝужан,동쪽
361,Holz::N,пу,목재
362,Brett::N,пул,마루널
363,Platte::N,плита,탤
364,Platte::N,плита,금속판
365,Stütze::N,пыкет,버팀목
366,Stange::N,пуӵ,장대
367,Stock::N,боды,막대기
368,Stab::N,пуӵ,작대기
369,Stab::N,боды,작대기
370,Rohr::N,труба,갈대
371,Haus::N,юрт,집
372,Heim::N,корка,집
373,Ofen::N,гур,아궁이
374,Fußboden::N,выж,마루
375,Tisch::N,ӝӧк,탁자
376,Stuhl::N,пукон,의자
377,Wiege::N,кӧкы,발상지
378,Wiege::N,зыбка,발상지
379,Bett::N,валес,침대
380,Regal::N,ӝажы,서가
381,Kiste::N,ящик,짐궤
382,Fenster::N,укно,눔
383,Fenster::N,косяк,눔
384,Tür::N,ӧс,문
385,Tor::N,ӟезьы,대문
386,Zaun::N,забор,담장
387,Dach::N,липет,지붕
388,Leiter::N,падӟа,사닥다리
389,Besen::N,ӵужон,비
390,Besen::N,исьнер,비
391,Spaten::N,лопатка,가래
392,Schaufel::N,ютырон,삽
393,Gabel::N,тэчы,갈래
394,Gabel::N,вилка,갈래
395,Löffel::N,пуньы,숟가락
396,Messer::N,пурт,나이프
397,Nagel::N,кортӵог,발툽
398,Netz::N,сеть,그물
399,Haken::N,курик,갈고리
400,Griff::N,ныд,움켜쥠
401,Schloss::N,тунгон,자물쇠
402,Bild::N,суред,그림
403,Figur::N,фигура,몸메
404,Puppe::N,мунё,인형
405,Beutel::N,пуйы,클
406,Bündel::N,керттэт,자근다발
407,Tasche::N,пуйы,가방
408,Tasche::N,сумка,가방
409,Eimer::N,ведра,동이
410,Deckel::N,ӵоксэт,뚜껑
411,Geschirr::N,тусьты-пуньы,식시
412,Sack::N,пуйы,조갑
413,Tasse::N,ӵаша,차잔
414,Topf::N,миска,단지
415,Kessel::N,пурты,주전자
416,Essen::N,сиськон,먹기
417,Nahrung::N,сион,식료
418,Speise::N,сиён,음식물
419,Fleisch::N,сӥль,고기
420,Getreide::N,ю тысь,곡물
421,Brei::N,ӝук,젤리
422,Brot::N,нянь,빵
423,Scheibe::N,шорем,원반
424,Fett::N,кӧй,기름
425,Butter::N,вӧй,버터
426,Öl::N,вӧй,올리브유
427,Salz::N,сылал,소금
428,Suppe::N,шыд,국
429,Suppe::N,шыд,수프
430,Honig::N,чечы,감미
431,Milch::N,йӧл,유즙
432,Tee::N,чай,차
433,Leder::N,сурон,가죽
434,Wolle::N,гон,양털
435,Wolle::N,ыжгон,양털
436,Stoff::N,куэм,패료
437,Nadel::N,вень,바늘
438,Faden::N,сӥньыс,콘실
439,Knopf::N,бирды,단추
440,Knoten::N,герд,곁절
441,Farbe::N,буёл,색
442,Kleidung::N,дӥсь,옷입기
443,Hemd::N,дэрем,속옷
444,Kragen::N,сирес,깃
445,Ärmel::N,саес,소매
446,Hose::N,брюки,바지
447,Hose::N,штань,바지
448,Gürtel::N,кускерттон,밴드
449,Mütze::N,ызьы,모자
450,Schuh::N,ботинка,구두
451,Stiefel::N,сапег,장화
452,Ring::N,зундэс,고리
453,Band::N,лента,리본
454,Kamm::N,сын,빗
455,Spiegel::N,синучкон,거울
456,Riemen::N,е,가죽끈
457,Schnur::N,гозы,밧줄
458,Leine::N,думет,고삐줄
459,Decke::N,шобрет,이부자리
460,Kissen::N,миндэр,깔개
461,Tuch::N,кышет,천
462,Handtuch::N,ӵушкон,수건
463,Kraft::N,кать,세력
464,Kraft::N,ӟигар,세력
465,Stärke::N,юнлык,힘
466,Gesundheit::N,тазалык,위생
467,Krankheit::N,висён,병
468,Schmerz::N,висён,아픔고통
469,Wunde::N,яра,상처
470,Fieber::N,кезег,열별
471,Arznei::N,эмъюм,약
472,Brücke::N,выж,교량
473,Brunnen::N,колдэч,원천
474,Weide::N,возь,목장
475,Pfad::N,сюрес,좁은길
476,Weg::N,сюрес,길
477,Straße::N,сюрес,길
478,Dorf::N,гурт,촌
479,Dorf::N,гурт,촌락
480,Stadt::N,кар,도시
481,Stadt::N,город,도시
482,Brief::N,гожтэт,서한
483,Buch::N,книга,책
484,Buchstabe::N,буква,문자
485,Zeitung::N,газет,신문
486,Leben::N,улон,삶
487,Tod::N,кулон,죽음
488,Grab::N,шайгу,무덤
489,Kirche::N,черк,교회
490,Sünde::N,сьӧлык,부정
491,Gott::N,ӥнмар,하느님
492,Arbeiter::N,рабочий,일하는사람
493,Chef::N,начальник,사장
494,Meister::N,кибашлы,명인
495,Meister::N,кибашлы,대가
496,Arzt::N,врач,의사
497,Lehrer::N,дышетӥсь,교사
498,Geld::N,уксё,돈
499,Geld::N,коньдон,돈
500,Geschäft::N,уж,일
501,Laden::N,магазин,가게
502,Preis::N,дун,가격
503,Ware::N,вуз,상품
504,Nutzen::N,пайда,이익
505,Reichtum::N,узырлык,많음
506,Welt::N,дунне,세상
507,Land::N,шаер,지방
508,Staat::N,кун,국가
509,König::N,эксэй,국왕
510,Macht::N,власть,힘
511,Grenze::N,кунгож,국경
512,Krieg::N,ож,전쟁
513,Feind::N,тушмон,적
514,Gewalt::N,эриктэман,권력
515,Kampf::N,нюръяськон,전투
516,Bogen[Waffe]::N,пукыӵ,활
517,Pfeil::N,пукыӵ вень,화살
518,Gewehr::N,пыӵал,무기
519,Fehler::N,янгыш,오류
520,Lüge::N,пӧян,거짓말
521,Lüge::N,алдан,거짓말
522,Lüge::N,ӧрекчан,거짓말
523,Schaden::N,изъян,손상
524,Unglück::N,куректон,불행
525,Unglück::N,шудтэме усён,불행
526,Schuld::N,янгыш,부채
527,Alter::N,арлыд,연령
528,Schluss::N,пум,마감
529,Zeit::N,дыр,때
530,Zeit::N,дыр,시간
531,Tag::N,нунал,하루
532,Morgen::N,ӵукна,이침
533,Mittag::N,лымшор,대낮
534,Abend::N,ӝыт,저녁
535,Abend::N,акшан,저녁
536,Nacht::N,уй,밤
537,Woche::N,арня,근무일
538,Monat::N,толэзь,달
539,Jahr::N,ар,해
540,Frühling::N,тулыс,봄
541,Sommer::N,гужем,여름
542,Herbst::N,сӥзьыл,가을
543,Winter::N,тол,겨울
544,Januar::N,выльартолэзь,일월
545,Februar::N,тулыспал,이월
546,März::N,южтолэзь,삼월
547,April::N,оштолэзь,사월
548,Mai::N,куартолэзь,오월
549,Juni::N,вожотолэзь,유월
550,Juli::N,пӧсьтолэзь,칠월
551,August::N,гудырикошкон,팔월
552,September::N,куарусён,구월
553,Oktober::N,выльӝуктолэзь,시월
554,November::N,шуркынмон,십일월
555,Dezember::N,толсур,십이월
556,Montag::N,вордӥськон,월요일
557,Dienstag::N,вторник,화요일
558,Mittwoch::N,вирнунал,수요일
559,Donnerstag::N,покчиарня,모교일
560,Freitag::N,удмуртарня,그묘일
561,Samstag::N,кӧснунал,토요일
562,Sonntag::N,арня,일요일
563,groß::A,бадӟым,큰
564,klein::A,пичи,자근
565,lang::A,кузь,긴
566,kurz::A,вакчи,짧은
567,breit::A,паськыт,넓은
568,schmal::A,сюлэг,좁은
569,dicht::A,ӵем,농밀한
570,dick[Gegenstand]::A,зӧк,두꺼운
571,dünn::A,векчи,얇은
572,fein::A,векчи,미세한
573,fest::A,юн,굳은
574,fest::A,чурыт,굳은
575,flach::A,ӵошкыт,얕은
576,glatt::A,гылыт,반들반들한
577,glatt::A,вольыт,반들반들한
578,hart::A,чурыт,굳은
579,weich::A,небыт,연한
580,rund::A,котырес,둥근
581,spitz::A,йылсо,뾰족한
582,scharf::A,лэчыт,날카로운
583,stumpf::A,ныж,무딘
584,schwer::A,секыт,무거운
585,schön::A,чебер,멋진
586,heiß::A,пӧсь,뜨거운
587,warm::A,шуныт,따뜻한
588,kalt::A,кезьыт,찬
589,kühl::A,юзмыт,서늘한
590,kühl::A,салкым,서늘한
591,frisch::A,выль,신선한
592,feucht::A,мускыт,축축한
593,nass::A,котмем,젖은
594,trocken::A,кӧс,마른
595,voll::A,тыр,완전한
596,leer::A,буш,빈
597,leer::A,тырттэм,빈
598,offen::A,усьтэм,열린
599,geschlossen::A,ӵогам,닫힌
600,geschlossen::A,пунням,닫힌
601,sauber::A,ӝикыт,깨끗한
602,sauber::A,чылкыт,깨끗한
603,schmutzig::A,нӧд,더러운
604,roh::A,ыль,날게잇의
605,reif::A,вуэм,이근
606,lecker::A,ческыт,맛있는
607,süß::A,ческыт,단
608,bitter::A,курыт,찌르는듯한
609,sauer::A,чырс,산성의
610,hell::A,югыт,밝은
611,dunkel::A,пеймыт,어두운
612,schwarz::A,сьӧд,검은
613,weiß::A,тӧдьы,하얀
614,rot::A,горд,붉은
615,gelb::A,ӵуж,황색
616,blau::A,лыз,푸른
617,grün::A,вож,녹색의
618,grau::A,пурысь,회색의
619,bunt::A,куӵо,알록달록한
620,billig::A,дунтэм,싼
621,teuer::A,дуно,값비산
622,wertvoll::A,дуно,가치가많은
623,blind::A,сукыр,눈먼
624,blind::A,синтэм,눈먼
625,taub::A,пельтэм,무감간한
626,kräftig::A,кужмо,강장한
627,stark::A,юн,강한
628,stark::A,кужмо,강한
629,schwach::A,ляб,약한
630,schwach::A,начар,약한
631,fett::A,кӧй,실찐
632,schlank::A,веськыт,호리호리한
633,schlank::A,веськрес,호리호리한
634,hübsch::A,чебер,예쁜
635,hübsch::A,синмаськымон,예쁜
636,böse::A,лек,나쁜
637,dumm::A,шузи,어리석은
638,dumm::A,визьтэм,어리석은
639,faul::A,азьтэм,너덜너덜한
640,fleißig::A,сюлмо,근면한
641,geizig::A,сук,인색한
642,klug::A,визьмо,
643,geschickt::A,усто,교묘한
644,geschickt::A,быгатӥсь,교묘한
645,lieb::A,мусо,친애하는
646,lustig::A,шулдыр,유쾌한
647,sanft::A,мусо,온화한
648,sanft::A,эрке,온화한
649,hungrig::A,сютэм,배고픈
650,krank::A,висись,병든
651,nackt::A,гольык,벌거벗은
652,traurig::A,мӧзмыт,슬픈
653,lebendig::A,улэп,살아있는
654,gut::A,ӟеч,좋은
655,gut::A,умой,좋은
656,schlecht::A,урод,나쁜
657,schlecht::A,алама,나쁜
658,richtig::A,шонер,바른
659,schlimm::A,алама,못된
660,wahr::A,зэмос,참된
661,alt::A,вуж,늙은
662,neu::A,выль,새
663,ehemalig::A,азьвылэз,전의
664,alt[Lebewesen]::A,пересь,낡은
665,jung::A,егит,젊은
666,jung::A,пинал,젊은
667,arm::A,начар,가난한
668,arm::A,куанер,가난한
669,reich::A,узыр,풍부한
670,bekannt::A,тодмо,저명한
671,berühmt::A,дано,유명한
672,fremd::A,ят,타처이
673,verschieden::A,пӧртэм,따른
674,nah::A,матысь,가까운
675,fern::A,кыдёкысь,먼
676,linker::A,паллян,왼쭉의
677,rechter::A,бур,오른쪽의
678,rechter::A,бурпал,오른쪽의
679,anderer::A,мукет,다른
680,erster::A,нырысетӥез,첫째
681,zweiter::A,кыктэтӥез,둘째
682,dritter::A,кунньметӥез,셋째
683,letzter::A,берло,의후자의
684,letzter::A,берпум,의후자의
685,allein::ADV,огназ,훌로
686,auf einmal::ADV,огдыре,갑자기
687,zusammen::ADV,ӵош,모아서
688,zusammen::ADV,валче,모아서
689,lange::ADV,кема,오래
690,plötzlich::ADV,мапламтэ шорысь,둘연한
691,sofort::ADV,али ик,즉시
692,später::ADV,бергес,보다늦은
693,später::ADV,берлогес,보다늦은
694,jetzt::ADV,али,목하
695,jetzt::ADV,табере,목하
696,heute::ADV,туннэ,오늘
697,morgen::ADV,ӵуказе,내일
698,bald::ADV,ӝоген,곱
699,dann::ADV,берло,그경우에
700,gestern::ADV,толон,어제
701,einst::ADV,огпол,옛날에
702,einst::ADV,одӥг пол,옛날에
703,damals::ADV,соку,그때에
704,danach::ADV,собере,그 뒤에
705,vorher::ADV,азьло,미리
706,vorher::ADV,азьвыл,미리
707,zuerst::ADV,азьло,최초로
708,einmal::ADV,огпол,한번
709,manchmal::ADV,куддыръя,땓대로
710,oft::ADV,ӵем,땓대로
711,immer::ADV,пыр,늘
712,immer::ADV,котьку,늘
713,niemals::ADV,уз ноку,결코...(하지)않다
714,hier::ADV,татын,여기
715,hierhin::ADV,татчы,여기로
716,von hier::ADV,татысь,
717,dort::ADV,отӥ,거기
718,dort::ADV,отын,거기
719,dorthin::ADV,отчы,저기예
720,geradeaus::ADV,меӵак,곧장
721,vorwärts::ADV,азьлань,앞으로
722,rückwärts::ADV,берлань,뒤로
723,zurück::ADV,берен,제자리로
724,zurück::ADV,берлань,제자리로
725,unten::ADV,улын,아래에
726,hinab::ADV,улэ,아래쪽으로
727,oben::ADV,вылын,위에
728,oben::ADV,вылӥын,위에
729,hinauf::ADV,вылэ,위쪽으로
730,hinauf::ADV,вылӥе,위쪽으로
731,hinauf::ADV,выллань,위쪽으로
732,überall::ADV,котькытын,도처에
733,überall::ADV,пасьтана,도처에
734,nicht::ADV,уз,안
735,ein wenig::ADV,ичи,적음
736,ein wenig::ADV,ӧжыт,적음
737,ein wenig::ADV,огшап,적음
738,kaum::ADV,муртса,가의
739,sehr::ADV,туж,자주
740,sehr::ADV,лекос,자주
741,so::ADV,озьы,그와같이
742,so::ADV,тазьы,그와같이
743,noch::ADV,на,아직
744,nur::ADV,гинэ,다만
745,schon::ADV,ни,이미
746,schon::ADV,ини,이미
747,wieder::ADV,нош,다시
748,wieder::ADV,кайта,다시
749,vergebens::ADV,юнме,헛되이
750,vor::PRP,азьын,앞에
751,hinter::PRP,берын,뒤에
752,hinter::PRP,бӧрсьы,뒤에
753,unter::PRP,улын,잍에
754,durch::PRP,пыр,통고하여
755,durch::PRP,пыртӥ,통고하여
756,neben::PRP,бордын,와나란히
757,zwischen::PRP,вискын,의사이로
758,wegen::PRP,сэрен,때문에
759,dies::PRN,та,이
760,das::PRN,со,저
761,alles::PRN,ваньмыз,모든것
762,ich::PRN,мон,나
763,du::PRN,тон,너
764,er::PRN,со,그
765,wir::PRN,ми,우리
766,ihr::PRN,тӥ,너희들
767,sie::PRN,соос,그들
768,was::FPRN,ма,뭣
769,wer::FPRN,кин,누구
770,wo::FADV,кытын,어디
771,wohin::FADV,кытчы,어디로
772,wie::FADV,кызьы,어떻게
773,warum::FADV,малы,왜
774,wieviel::FNUM,кӧня,얼마만큰
775,eins::NUM,одӥг,하나
776,zwei::NUM,кык,둘
777,drei::NUM,куинь,셋
778,vier::NUM,ньыль,넷
779,fünf::NUM,вить,다섯
780,sechs::NUM,куать,여섯
781,sieben::NUM,сизьым,일곱
782,acht::NUM,тямыс,여덟
783,neun::NUM,укмыс,아홉
784,zehn::NUM,дас,열
785,elf::NUM,дас одӥг,열하나
786,zwölf::NUM,дас кык,열둘
787,zwanzig::NUM,кызь,스물
788,dreißig::NUM,куамын,서름
789,vierzig::NUM,ньыльдон,마흔
790,fünfzig::NUM,витьтон,숸
791,sechzig::NUM,куатьтон,에순
792,siebzig::NUM,сизьымдон,일흔
793,achtzig::NUM,тямыстон,여든
794,neunzig::NUM,укмыстон,아흔
795,hundert::NUM,сю,백
796,tausend::NUM,сюрс,천
797,und::CNJ,и,와
798,und::CNJ,но,와
799,oder::CNJ,яке,아니면
800,stehen::V,сылыны,서다
801,sitzen::V,пукыны,앉다
802,liegen::V,кылльыны,눕다
803,hängen::V,ошкыса улыны,달다
804,werden::V,луыны,되다
805,passieren::V,луыны,지장옶다
806,beginnen::V,кутскыны,시작되다
807,enden::V,бырыны,큳내다
808,wechseln::V,воштӥськыны,병경하다
809,aufgehen[Sonne]::V,ӝужаны,뜨다
810,untergehen[Sonne]::V,пуксьыны,지다
811,scheinen[Sonne]::V,пиштыны,빛나다
812,scheinen[Sonne]::V,чиляны,빛나다
813,donnern::V,гудыръяны,천둥치다
814,wehen::V,пелляськыны,풀다
815,strömen::V,киськыны,흐르다
816,strömen::V,исьтӥськыны,흐르다
817,fließen::V,бызьыны,흐르다
