,Concept_ID,ku,pt
837,neben::PRP,li ba,junto de
838,neben::PRP,li ba,ao lado de
839,zwischen::PRP,nabeyne,entre
840,zwischen::PRP,di nav...da,entre
841,wegen::PRP,ji bo,por
842,wegen::PRP,ji bo,por causa de
843,wegen::PRP,ji ber,por
844,wegen::PRP,ji ber,por causa de
845,dies::PRN,ev,isto
846,das::PRN,ev,isso
847,das::PRN,ev,aquilo
848,alles::PRN,hemû,todo
849,ich::PRN,ez,eu
850,du::PRN,tu,tu
851,er::PRN,wî,ele
852,wir::PRN,êm,nós
853,ihr::PRN,hûn,vós
854,ihr::PRN,hûn,vocês
855,sie::PRN,we,eles
856,was::FPRN,çi,quê
857,wer::FPRN,ki,quem
858,wo::FADV,li ku dere,onde
859,wohin::FADV,li ku dere,aonde
860,wohin::FADV,li ku dere,para onde
861,wie::FADV,çawa,como
862,warum::FADV,çima,porquê
863,warum::FADV,çima,por que
864,wieviel::FNUM,çend,quanto
865,eins::NUM,yek,um
866,zwei::NUM,didu,dois
867,drei::NUM,sisê,três
868,vier::NUM,çar,quatro
869,fünf::NUM,penç,cinco
870,sechs::NUM,şeş,seis
871,sieben::NUM,heft,sete
872,acht::NUM,heşt,oito
873,neun::NUM,neh,nove
874,zehn::NUM,deh,dez
875,elf::NUM,yazdeh,onze
876,zwölf::NUM,diwazdeh,doze
877,zwanzig::NUM,bîst,vinte
878,dreißig::NUM,sih,trinta
879,vierzig::NUM,çil,quarenta
880,fünfzig::NUM,pençi,cinquenta
881,sechzig::NUM,şêst,sessenta
882,siebzig::NUM,heftê,setenta
883,achtzig::NUM,heştê,oitenta
884,neunzig::NUM,nod,noventa
885,hundert::NUM,sêd,cem
886,hundert::NUM,sêd,cento
887,tausend::NUM,hezar,mil
888,und::CNJ,û,e
889,oder::CNJ,an,ou
890,oder::CNJ,yan,ou
891,stehen::V,sekinîn,estar em pé
892,sitzen::V,rûniştin,estar sentado
893,liegen::V,paldan,jazer
894,liegen::V,paldan,estar deitado
895,hängen::V,darve kirin,pender
896,hängen::V,darve kirin,estar pendurado
897,werden::V,bûn,tornar-se
898,passieren::V,hatin holê,acontecer
899,passieren::V,hatin serê kesî,acontecer
900,beginnen::V,li dest pêkirin,começar
901,enden::V,xalas bû,acabar
902,enden::V,xalas bû,terminar
903,wechseln::V,guherandin,variar
904,wechseln::V,guherandin,alternar
905,wechseln::V,dêgiş kirin,variar
906,wechseln::V,dêgiş kirin,alternar
907,aufgehen[Sonne]::V,hilatin,nascer
908,untergehen[Sonne]::V,çun ava,pôr-se
909,scheinen[Sonne]::V,şewk de,brilhar
910,donnern::V,gire-gir,trovejar
911,wehen::V,ba le de,soprar
912,strömen::V,xwe girtin,correr
913,fließen::V,herikîn,fluir
914,sich drehen::V,xwe zivirandin,girar
915,schwanken::V,hejandin,oscilar
916,schwingen::V,libakirin,vibrar
917,fallen::V,ketin,cair
918,brennen::V,şewitîn,arder
919,rauchen::V,kişandin,fumegar
920,regnen::V,bahran tê,chover
921,gefrieren::V,qefilandin,gelar
922,gefrieren::V,qefilandin,congelar
923,tauen::V,helandin,derreter
924,tauen::V,helandin,descongelar
925,schmelzen::V,helandin,fundir-se
926,trocknen::V,zuwabûn,secar
927,sieden::V,kelîn,ferver
928,faulen::V,xerabûn,estragar-se
929,verfaulen::V,xerabûn,apodrecer
930,reißen::V,jêkirin,romper-se
931,versinken::V,xerq bûn,afundar-se
932,vergehen::V,derbas bûn,passar
933,erscheinen::V,peyda bûn,aparecer
934,verschwinden::V,wendabûn,desaparecer
935,sinken::V,noq bûn,descer
936,abnehmen::V,kêm bûn,diminuir
937,abnehmen::V,kêm bûn,decrescer
938,zunehmen::V,qelew bûn,crescer
939,zunehmen::V,qelew bûn,aumentar
940,steigen::V,hildan,subir
941,wachsen::V,mezin bûn,crescer
942,glänzen::V,biriqîn,brilhar
943,funkeln::V,çikisîn,cintilar
944,lärmen::V,guşîn,fazer barulho
945,läuten::V,lê de,chocalhar
946,klingeln::V,sîl dan,tocar
947,klingeln::V,ringerin,tocar
948,klirren::V,zingzing hat,tinir
949,brausen::V,guşîn,bramar
950,rauschen::V,guşîn,murmurar
951,rauschen::V,guşîn,rumorejar
952,klingen::V,deng pe ketin,soar
953,bellen::V,kewtîn,ladrar
954,heulen::V,ûrîn,uivar
955,blasen::V,puf kirin,soprar
956,pfeifen::V,fîkandin,assobiar
957,schreien::V,qîrîn,gritar
958,stöhnen::V,nalîn,gemer
959,zittern::V,hejîn,tremer
960,leben::V,jihîn,viver
961,geboren werden::V,hatin dinyê,nascer
962,geboren werden::V,bûn,nascer
963,atmen::V,hilmijîn,respirar
964,trinken::V,vexwarin,beber
965,essen::V,xwarin,comer
966,schlucken::V,daqulbandin,engolir
967,müde werden::V,betilîln,cansar-se
968,müde werden::V,qerimîn,cansar-se
969,einschlafen::V,razan,adormecer
970,schlafen::V,razan,dormir
971,schlafen::V,razandin,dormir
972,aufwachen::V,şiyarbûn,acordar
973,aufstehen::V,rabûn,levantar-se
974,sich erholen::V,baş bûn,descansar
975,krank werden::V,nexweş kêt,adoecer
976,krank werden::V,nexweş kêt,ficar doente
977,krank sein::V,nexweş bû,estar doente
978,schmerzen::V,êşandin,doer
979,husten::V,kuxin,tossir
980,genesen::V,baş bûn,convalescer
981,sterben::V,mirin,morrer
982,umkommen::V,mirin,perecer
983,sich bewegen::V,leqîn,mover-se
984,sich rühren::V,leqîn,mexer-se
985,sich erheben::V,rabûn,levantar-se
986,sich setzen::V,runiştin,sentar-se
987,hinfallen::V,kêtin,cair
988,laufen::V,meşîn,andar
989,laufen::V,meşîn,caminhar
990,schreiten::V,meşkirin,andar
991,schreiten::V,meşkirin,caminhar
992,spazierengehen::V,gerandin,passear
993,eilen::V,lezandin,apressar-se
994,sich beeilen::V,zûkirin,apressar-se
995,sich beeilen::V,zûkirin,despachar-se
996,sausen::V,fîzîn,correr
997,rennen::V,baz dan,correr
998,springen::V,hilpekîn,saltar
999,klettern::V,hilperikîn,trepar
1000,schaukeln::V,lorandin,baloiçar
1001,kriechen::V,xuşandin,rastejar
1002,kriechen::V,xuşandin,arrastar-se
1003,schwimmen::V,avjenîn,nadar
1004,tauchen::V,qutxuyardin,mergulhar
1005,tauchen::V,noqîn,mergulhar
1006,rudern::V,qaîq ajotin,remar
1007,fahren::V,ajotin,ir
1008,fliegen::V,firîn,voar
1009,gehen::V,çûn,ir
1010,gehen::V,çûn,andar
1011,weggehen::V,çûn,partir
1012,weggehen::V,çûn,ir-se embora
1013,abfahren::V,çûyin,sair
1014,abfahren::V,çûyin,partir
1015,anhalten::V,rawestîn,parar
1016,hineingehen::V,ketin hundir,entrar
1017,eintreten::V,têketin,entrar
1018,kommen::V,hatin,vir
1019,ankommen::V,gihan,chegar
1020,ankommen::V,gihîştin,chegar
1021,zurückkommen::V,vegerandin,voltar
1022,zurückkommen::V,vegerandin,regressar
1023,bleiben::V,sekinîn,ficar
1024,bleiben::V,sekinîn,permanecer
1025,warten::V,payîn,esperar
1026,erwarten::V,payîn,esperar
1027,erwarten::V,payîn,aguardar
1028,suchen::V,lêgerîn,buscar
1029,suchen::V,lêgerîn,procurar
1030,finden::V,peyda kirin,achar
1031,finden::V,peyda kirin,encontrar
1032,versuchen::V,çeribandin,tentar
1033,vorbereiten::V,amade kirin,preparar
1034,lieben::V,hez kirin,amar
1035,lieben::V,hez kirin,querer
1036,mögen::V,dil kirin,gostar de
1037,lachen::V,kenîn,rir
1038,lachen::V,kenîn,rir-se
1039,rühren::V,hêjan,comover
1040,weinen::V,girîn,chorar
1041,schimpfen::V,pevçûn,ralhar
1042,sich ärgern::V,enirîn,zangar-se
1043,sich fürchten::V,tirsîn,ter medo de
1044,sich fürchten::V,tirsîn,ter receio de
1045,fürchten::V,tirsin,temer
1046,fürchten::V,tirsin,recear
1047,fliehen::V,bazdan,fugir
1048,flüchten::V,revîn,refugiar-se
1049,sehen::V,dîtin,ver
1050,anschauen::V,sêr kirin,olhar
1051,ansehen::V,hesibandin,mirar
1052,hören::V,guhdar jirin,ouvir
1053,zuhören::V,guhdarî kirin,escutar
1054,probieren::V,tehm kirin,provar
1055,probieren::V,tehm kirin,saborear
1056,riechen::V,bihn kirin,cheirar
1057,fühlen::V,hîs kirin,sentir
1058,scheinen::V,xoyer kir,parecer
1059,zu sehen sein::V,diyar bûn,estar à vista
1060,vernehmen::V,bihîstin,ouvir
1061,frieren::V,qerişîn,ter frio
1062,tun::V,kirin,fazer
1063,können::V,karin,saber
1064,wollen::V,xwestîn,querer
1065,anfangen::V,dest pêkirin,iniciar
1066,beenden::V,xelas kirin,acabar
1067,beenden::V,xelas kirin,terminar
1068,aufhören::V,xelas kirin,cessar
1069,aufhören::V,xelas kirin,desistir
1070,gelingen::V,çe bûn,sair bem
1071,gelingen::V,çe bûn,dar bom resultado
1072,geraten::V,qewîmîn,sair
1073,geraten::V,qewîmîn,dar resultado
1074,öffnen::V,vekirin,abrir
1075,schließen::V,girtin,fechar
1076,stellen::V,danîn,pôr
1077,stellen::V,danîn,colocar
1078,setzen::V,rûniştin,pôr
1079,setzen::V,rûniştin,meter
1080,legen::V,danîn,pôr
1081,legen::V,danîn,meter
1082,legen::V,razandin,pôr
1083,legen::V,razandin,meter
1084,berühren::V,lêketin,tocar
1085,verbinden::V,anîn pê,unir
1086,verbinden::V,anîn pê,ligar
1087,bedecken::V,sergirtin,cobrir
1088,aufhängen::V,aliqandin,pendurar
1089,anzünden::V,pêxistin,acender
1090,aufheben::V,hildan,apanhar
1091,aufheben::V,hildan,levantar
1092,zurücklassen::V,hiştin,deixar
1093,zurücklassen::V,vehiştin,deixar
1094,verlieren::V,wendakirin,perder
1095,fallen lassen::V,xistin bixe,deixar cair
1096,fallen lassen::V,xistin,deixar cair
1097,machen::V,kirin,fazer
1098,machen::V,çêkirin,fazer
1099,herstellen::V,çê kirin,produzir
1100,herstellen::V,peyda kirin,produzir
1101,bauen::V,lêkirin,edificar
1102,bauen::V,lêkirin,construir
1103,reparieren::V,veherînerîn,reparar
1104,reparieren::V,veherînerîn,consertar
1105,verbessern::V,sererastkirin,melhorar
1106,ändern::V,degiş kirin,mudar
1107,ändern::V,degiş kirin,alterar
1108,graben::V,kolandin,cavar
1109,beugen::V,tewîn,curvar
1110,beugen::V,xwar kirin,curvar
1111,biegen::V,tewandin,vergar
1112,biegen::V,xwarkirin,vergar
1113,drehen::V,fitilandin,girar
1114,wenden::V,zivîrin,virar
1115,wenden::V,zivîrin,voltar
1116,umdrehen::V,vegerandin,virar
1117,umdrehen::V,vegerandin,revolver
1118,heben::V,hildan,levantar
1119,hochheben::V,hildan,erguer
1120,hochheben::V,hildan,levantar
1121,ergreifen::V,dest avêtin,apanhar
1122,halten::V,hîştin,segurar
1123,halten::V,sekinîn,segurar
1124,drücken::V,pêl kirin,apertar
1125,schieben::V,damdan,empurrar
1126,kratzen::V,xurandin,raspar
1127,lecken::V,alastin,lamber
1128,beißen::V,gez kirin,morder
1129,abreißen::V,hilşandin,arrancar
1130,abschneiden::V,jêkirin,talhar
1131,binden::V,girêdan,ligar
1132,stecken::V,têxistin,meter
1133,stecken::V,têxistin,enfiar
1134,brechen::V,şikandin,romper
1135,brechen::V,şikandin,quebrar
1136,klopfen::V,kutandin,bater
1137,hauen::V,li dan,bater
1138,kleben::V,zeliqîn,colar
1139,kleben::V,şirêz kirin,colar
1140,reiben::V,firikandin,esfregar
1141,streichen::V,bax dan,barrar
1142,schleifen::V,çarkirin,afiar
1143,schneiden::V,jêkirin,cortar
1144,rütteln::V,hejandin,sacudir
1145,schütteln::V,daweşîn,abanar
1146,schütteln::V,daweşîn,sacudir
1147,schwenken::V,têwdan,agitar
1148,schütten::V,rijandin,deitar
1149,füllen::V,dagirtin,encher
1150,einwickeln::V,pêçandin,envolver
1151,einwickeln::V,pêçandin,embrulhar
1152,tragen::V,kişandin,levar
1153,tragen::V,kişandin,trazer
1154,tragen::V,rajtin,levar
1155,tragen::V,rajtin,trazer
1156,schleppen::V,kişandin,arrastar
1157,ziehen::V,kişandin,puxar
1158,aufbewahren::V,hilandin,guardar
1159,aufbewahren::V,hilandin,conservar
1160,werfen::V,avêtin,lançar
1161,fangen::V,sem kirin,apanhar
1162,fangen::V,girtin,apanhar
1163,packen::V,pê girtin,agarrar
1164,verstecken::V,hîlanin,esconder
1165,teilen::V,parvekirin,partir
1166,teilen::V,parvekirin,dividir
1167,schicken::V,şandin,enviar
1168,bringen::V,anîn,trazer
1169,bringen::V,birin,trazer
1170,hinzufügen::V,dan ser,acrescentar
1171,hinzufügen::V,li tiştekî zêde kirin,acrescentar
1172,bekommen::V,standin,obter
1173,erhalten::V,standin,receber
1174,nehmen::V,girtin,tomar
1175,wählen::V,ray dan,eleger
1176,wählen::V,ray dan,escolher
1177,auswählen::V,bijartin,escolher
1178,auswählen::V,bijartin,seleccionar
1179,bewahren::V,rê li ber girtin,guardar
1180,bewahren::V,rê li ber girtin,conservar
1181,bewahren::V,lê xwedî derketin,guardar
1182,bewahren::V,lê xwedî derketin,conservar
1183,behindern::V,bara wi,impedir
1184,verderben::V,heram bûn,estragar
1185,verderben::V,heram bûn,corromper
1186,beschädigen::V,xerab kirin,danificar
1187,zerbrechen::V,şikênandin,romper
1188,zerbrechen::V,şikênandin,quebrar
1189,zerbrechen::V,perçe kirin,romper
1190,zerbrechen::V,perçe kirin,quebrar
1191,zerreißen::V,qelişandin,rasgar
1192,zerstören::V,hilşandin,destruir
1193,verbrennen::V,şewitandin,queimar
1194,geben::V,dan,dar
1195,geben::V,dayin,dar
1196,reichen::V,besbûn,passar
1197,reichen::V,têrkirin,passar
1198,schenken::V,diyarî kirin,oferecer
1199,versprechen::V,soz dan,prometer
1200,wünschen::V,dil kirin,desejar
1201,loben::V,pesinandin,louvar
1202,küssen::V,maçkirin,beijar
1203,wiegen::V,lorandin,embalar
1204,wiegen::V,wezinandin,embalar
1205,zudecken::V,nixumandin,tapar
1206,zudecken::V,nixumandin,cobrir
1207,wecken::V,bixwe hesandin,acordar
1208,wecken::V,bixwe hesandin,despertar
1209,zeigen::V,şanîdan,mostrar
1210,führen::V,raber kirin,guiar
1211,führen::V,raber kirin,conduzir
1212,lehren::V,hîn kirin,ensinar
1213,unterrichten::V,ders dan,instruir
1214,aufziehen::V,mesinkirin,criar
1215,leiten::V,rêberî kirin,dirigir
1216,leiten::V,rêberî kirin,conduzir
1217,antreiben::V,bezandin,impelir
1218,lassen::V,berdan,fazer
1219,lassen::V,hiştin,fazer
1220,einladen::V,dawet kirin,convidar
1221,vereinigen::V,bi yek kirin,unir
1222,vereinigen::V,bi yek kirin,reunir
1223,besuchen::V,mêvan bûn,ir ver
1224,besuchen::V,mêvan bûn,visitar
1225,treffen::V,rast hatin,encontrar
1226,sich versammeln::V,li hev çivîn,reunir-se
1227,spielen::V,listin,jogar
1228,spielen::V,listin,brincar
1229,singen::V,stran,cantar
1230,tanzen::V,reqisîn,bailar
1231,sich trennen::V,hew berdan,apartar-se
1232,verlassen::V,tanê hişt,deixar
1233,verlassen::V,tanê hişt,abandonar
1234,verlassen::V,bêkes,deixar
1235,verlassen::V,bêkes,abandonar
1236,retten::V,rihakirin,salvar
1237,bewachen::V,raçavkirin,vigiar
1238,bewachen::V,raçavkirin,guardar
1239,schützen::V,hemet kirin,proteger
1240,verteidigen::V,paraztin,defender
1241,sich schlagen::V,li hev bezîn,brigar
1242,sich schlagen::V,li hev bezîn,bater-se
1243,schießen::V,agir kirin,disparar
1244,siegen::V,biser ketin,vencer
1245,ärgern::V,xeyirandin,irritar
1246,ärgern::V,xeyirandin,aborrecer
1247,schlagen::V,lêdan,bater
1248,schlagen::V,lêxistin,bater
1249,treten::V,têlekirin,pisar
1250,stechen::V,têrekirin,picar
1251,stoßen::V,lêketin,empurrar
1252,stehlen::V,dizîn,furtar
1253,stehlen::V,dizî birin,furtar
1254,stören::V,aciz kirin,perturbar
1255,belästigen::V,li tela yeki ketin,incomodar
1256,belästigen::V,li tela yeki ketin,importunar
1257,verbergen::V,veşartin,ocultar
1258,verbergen::V,veşartin,esconder
1259,verbergen::V,kemîndanîn,ocultar
1260,verbergen::V,kemîndanîn,esconder
1261,täuschen::V,xapandin,iludir
1262,täuschen::V,xapandin,enganar
1263,täuschen::V,lê zexeli kirin,iludir
1264,täuschen::V,lê zexeli kirin,enganar
1265,betrügen::V,xapandin,burlar
1266,betrügen::V,xapandin,enganar
1267,töten::V,kûştin,matar
1268,wohnen::V,rûniştin,morar
1269,arbeiten::V,kar kirin,trabalhar
1270,arbeiten::V,şêxulin,trabalhar
1271,sammeln::V,komkirin,recolher
1272,sammeln::V,komkirin,coleccionar
1273,pflücken::V,çinîn,colher
1274,jagen::V,nêçîr kirin,caçar
1275,fischen::V,masî girtin,pescar
1276,fassen::V,pê girtin,apanhar
1277,fassen::V,sêm kirin,apanhar
1278,hüten::V,hei jê man,guardar
1279,treiben::V,bêherandin,conduzir
1280,anbinden::V,tewilandin,atar
1281,füttern::V,xwarine dan lê,dar de comer a
1282,melken::V,dotin,ordenhar
1283,hacken::V,kolandin,rachar
1284,gießen::V,av dan,regar
1285,reifen::V,kemilîn,amadurecer
1286,zubereiten::V,çe kirin,preparar
1287,kochen::V,xwarin çe kirin,cozer
1288,kochen::V,kelandin,cozer
1289,backen::V,pijandin,cozer
1290,braten::V,qelandin,assar
1291,braten::V,qelandin,fritar
1292,braten::V,sor kirin,assar
1293,braten::V,sor kirin,fritar
1294,umrühren::V,têvdan,remexer
1295,stricken::V,hûnan,tricotar
1296,stricken::V,hûnan,fazer malha
1297,nähen::V,kêl kirin,coser
1298,nähen::V,kêl kirin,costurar
1299,färben::V,boyax kirin,tingir
1300,färben::V,boyax kirin,colorir
1301,reinigen::V,paqijkirin,limpar
1302,reinigen::V,paqijkirin,purificar
1303,waschen::V,şuştin,lavar
1304,abwischen::V,pakîj kirin,limpar
1305,abwischen::V,pakîj kirin,esfregar
1306,spülen::V,şuştin,lavar
1307,spülen::V,şuştin,enxaguar
1308,fegen::V,maliştin,varrer
1309,kehren::V,maliştin,varrer
1310,baden::V,serîşûştin,banhar
1311,baden::V,serîşûştin,tomar banho
1312,sich waschen::V,serîşûştin,lavar-se
1313,ausziehen::V,jê kirin,despir
1314,anziehen::V,pê kirin,vestir
1315,sich anziehen::V,xwe kirin,vestir-se
1316,kämmen::V,şeh kirin,pentear
1317,schmücken::V,xemilandin,adornar
1318,sagen::V,gotin,dizer
1319,sagen::V,peyivîn,dizer
1320,sprechen::V,peyivîn,falar
1321,reden::V,axaftin,falar
1322,sich unterhalten::V,hev biştaxilin,conversar
1323,fragen::V,pirsîn,perguntar
1324,fragen::V,pirs kirin,perguntar
1325,bitten::V,tika kirin,pedir
1326,erzählen::V,behs kirin,contar
1327,mitteilen::V,vegotin,comunicar
1328,mitteilen::V,vegotin,participar
1329,nennen::V,bi nav kirin,nomear
1330,nennen::V,bi nav kirin,apelidar
1331,rufen::V,bakirin,chamar
1332,prahlen::V,pesnê xwe dan,gabar-se
1333,prahlen::V,pesnê xwe dan,vangloriar-se
1334,übersetzen::V,qulibandin,traduzir
1335,übersetzen::V,derbas kirin,traduzir
1336,denken::V,fikirîn,pensar
1337,glauben::V,bawer bûn,crer
1338,bemerken::V,bala xwe dan,notar
1339,bemerken::V,bala xwe dan,observar
1340,bemerken::V,çac lê ketin,notar
1341,bemerken::V,çac lê ketin,observar
1342,erkennen::V,pêhesîn,reconhecer
1343,begreifen::V,fêmkirin,apreender
1344,begreifen::V,fêmkirin,compreender
1345,verstehen::V,fêmkirin,entender
1346,verstehen::V,fêmkirin,compreender
1347,lernen::V,halmandin,aprender
1348,lernen::V,fêrbun,aprender
1349,wissen::V,zanîn,saber
1350,sich erinnern an::V,bir bûn,lembrar-se de
1351,sich erinnern an::V,bir bûn,recordar-se de
1352,vergessen::V,ji bir kirin,esquecer
1353,messen::V,pê kanîn,medir
1354,zählen::V,hejmardin,contar
1355,rechnen::V,hesibandin,calcular
1356,lesen::V,xwendin,ler
1357,malen::V,rengandin,pintar
1358,malen::V,boyax kirin,pintar
1359,zeichnen::V,işaret kirin,desenhar
1360,schreiben::V,nivîsandin,escrever
1361,besitzen::V,hebûn,possuir
1362,kaufen::V,kirîn,comprar
1363,verkaufen::V,firotin,vender
1364,bezahlen::V,pere dan,pagar
1365,zahlen::V,pere dan,pagar
1366,zahlen::V,dayin,pagar
1367,beherrschen::V,zebt kirin,imperar
1368,beherrschen::V,hukim kirin,imperar
1369,ertragen::V,bihêzkirin,suportar
