,Concept_ID,sv,mhr
210,Fliege::N,fluga,ка́рме
211,Schmetterling::N,fjäril,лы́ве
212,Beere::N,bär,мӧр
213,Apfel::N,äpple,олма́
214,Pilz::N,svamp,по́ҥго
215,Zwiebel::N,lök,шога́н
216,Saat::N,sådd,нӧ́шмӧ
217,Saat::N,sådd,туш
218,Korn::N,korn,шу́рно
219,Heu::N,hö,шу́до
220,Schale::N,skal,шӱм
221,Grube::N,grop,выне́м
222,Falle::N,fälla,лӧ́дӧ
223,Schlinge::N,snara,о́птыш
224,Schlinge::N,snara,шӧрга́лтыш
225,Spur::N,spår,кыша́
226,Asche::N,aska,ло́мыж
227,Dreck::N,lort,лавыра́
228,Eisen::N,järn,кӱ́ртньӧ
229,Gold::N,guld,шӧ́ртньӧ
230,Silber::N,silver,ший
231,Kohle::N,kol,мландышӱ́й
232,Glas::N,glas,янда́
233,Lehm::N,lera,шун
234,Sand::N,sand,ошма́
235,Mensch::N,människa,еҥ
236,Mensch::N,människa,айде́ме
237,Mann::N,man,пӧръе́ҥ
238,Frau::N,kvinna,ӱдырама́ш
239,Kind::N,barn,аза́
240,Junge::N,pojke,рве́зе
241,Mädchen::N,flicka,ӱдыра́ш
242,Familie::N,familj,еш
243,Großvater::N,morfar,коча́
244,Großmutter::N,farmor,кова́
245,Eltern::N,föräldrar,ача́-ава́
246,Vater::N,far,ача́
247,Mutter::N,mor,ава́
248,Sohn::N,son,э́рге
249,Tochter::N,dotter,ӱ́дыр
250,Bruder::N,bror,иза́
251,Bruder::N,bror,шо́льо
252,Schwester::N,syster,ака́
253,Onkel::N,morbror,иза́
254,Tante::N,tant,кока́
255,Ehemann::N,äkta man,мари́й
256,Ehefrau::N,hustru,ва́те
257,Freude::N,fröjd,куа́н
258,Freude::N,fröjd,куаныма́ш
259,Freude::N,glädje,куа́н
260,Freude::N,glädje,куаныма́ш
261,Gelächter::N,åtlöje,во́штылтыш
262,Glück::N,lycka,пиа́л
263,Kummer::N,sorg,о́йго
264,Wunsch::N,önskan,ку́мыл
265,Lust::N,lust,ку́мыл
266,Geist::N,ande,ӧрт
267,Geist::N,ande,чон
268,Gedanke::N,tanke,ой
269,Gedanke::N,tanke,шоныма́ш
270,Gedächtnis::N,minne,шарныма́ш
271,Verstand::N,förstånd,уш
272,Sinn::N,mening,смысл
273,Sinn::N,betydelse,смысл
274,Grund::N,skäl,ама́л
275,Grund::N,grund,ама́л
276,Wahrheit::N,sanning,чын
277,Gespräch::N,samtal,мутланыма́ш
278,Märchen::N,saga,йома́к
279,Erzählung::N,berättelse,ойлыма́ш
280,Nachricht::N,meddelande,увертарыма́ш
281,Neuigkeit::N,nyhet,уве́р
282,Name::N,namn,лӱм
283,Rätsel::N,gåta,ту́што
284,Rede::N,tal,ойлыма́ш
285,Sprache::N,språk,йы́лме
286,Stimme::N,stämma,йӱк
287,Wort::N,ord,ой
288,Wort::N,ord,мут
289,Zeichen::N,tecken,ти́ште
290,Zeichen::N,tecken,знак
291,Ruf::N,rop,ӱжма́ш
292,Lärm::N,bråk,лӱшкыма́ш
293,Lärm::N,bråk,йӱк-йӱа́н
294,Lärm::N,oväsen,лӱшкыма́ш
295,Lärm::N,oväsen,йӱк-йӱа́н
296,Laut::N,ljud,йӱк
297,Ton::N,ton,йӱксе́м
298,Lied::N,sång,му́ро
299,Ruhe::N,ro,ты́мык
300,Ruhe::N,lugn,ты́мык
301,Leute::N,folk,еҥ-влак
302,Volk::N,folk,ка́лык
303,Arbeit::N,arbete,паша́
304,Gast::N,gäst,уна́
305,Geschenk::N,gåva,пӧле́к
306,Geschenk::N,present,пӧле́к
307,Spiel::N,lek,мо́дыш
308,Spiel::N,lek,модма́ш
309,Spiel::N,spel,мо́дыш
310,Spiel::N,spel,модма́ш
311,Gesellschaft::N,sällskap,тӱшка́
312,Hilfe::N,hjälp,по́лыш
313,Freund::N,vän,таҥ
314,Freund::N,vän,йолта́ш
315,Kamerad::N,kamrat,таҥ
316,Angelegenheit::N,ärende,паша́
317,Angelegenheit::N,angelägenhet,паша́
318,Anzahl::N,antal,чот
319,Art::N,art,вид
320,Art::N,slag,вид
321,Stück::N,stycke,ка́тыш
322,Stück::N,stycke,ла́стык
323,Teil::N,del,ужа́ш
324,Hälfte::N,halva,пел
325,Hälfte::N,halva,пе́ле
326,Kreis::N,krets,ты́ртыш
327,Kreis::N,cirkel,ты́ртыш
328,Kreuz::N,kors,ыре́с
329,Kreuz::N,kryss,ыре́с
330,Linie::N,linje,ли́ний
331,Strich::N,streck,коре́ш
332,Abstand::N,avstånd,кокла́
333,Entfernung::N,avstånd,тора́
334,Entfernung::N,avstånd,ку́жыт
335,Gegend::N,trakt,кунде́м
336,Platz::N,plats,ку́мдык
337,Ort::N,plats,вер
338,Ort::N,plats,о́лмо
339,Ort::N,ställe,вер
340,Ort::N,ställe,о́лмо
341,Seite::N,sida,ӧ́рдыж
342,Mitte::N,mitt,покше́л
343,Gegenstand::N,föremål,наста́
344,Sache::N,sak,наста́
345,Rand::N,rand,тӱр
346,Kante::N,kant,тӱр
347,Ecke::N,vrå,лук
348,Ecke::N,hörn,лук
349,Spitze::N,spets,вуй
350,Ende::N,ända,муча́ш
351,Loch::N,hål,рож
352,Winkel::N,vinkel,лук
353,Muster::N,mönster,пеза́к
354,Muster::N,mönster,узо́р
355,Muster::N,mönster,ӱ́лгӧ
356,Größe::N,storlek,кӱ́кшыт
357,Länge::N,längd,ку́тыш
358,Höhe::N,höjd,кӱ́кшыт
359,Gewicht::N,tyngd,не́лыт
360,Menge::N,mängd,чот
361,Haufen::N,hög,кы́шыл
362,Reihe::N,rad,рада́м
363,Boot::N,båt,пуш
364,Ruder::N,åra,эшка́к
365,Schlitten::N,släde,тер
366,Schlitten::N,släde,изде́р
367,Ski::N,skida,е́че
368,Lagerfeuer::N,lägereld,туло́то
369,Last::N,last,нӧ́лтыш
370,Last::N,börda,нӧ́лтыш
371,Gang::N,gång,ошкылма́ш
372,Schritt::N,steg,о́шкыл
373,Norden::N,norr,йӱдйыма́л
374,Süden::N,söder,кечывалве́л
375,Westen::N,väster,касве́л
376,Osten::N,öster,эрве́л
377,Holz::N,trä,пу
378,Brett::N,bräda,оҥа́
379,Platte::N,platta,аста́р
380,Stütze::N,stöd,чара́к
381,Stütze::N,stötta,чара́к
382,Stange::N,stång,лома́ш
383,Stock::N,käpp,тоя́
384,Stock::N,pinne,тоя́
385,Stab::N,stav,вара́
386,Stab::N,stav,кашта́
387,Rohr::N,rör,пуч
388,Haus::N,hus,пӧрт
389,Heim::N,hem,мӧ́ҥгӧ
390,Ofen::N,ugn,комака́
391,Fußboden::N,golv,кӱва́р
392,Tisch::N,bord,ӱсте́л
393,Stuhl::N,stol,пӱке́н
394,Wiege::N,vagga,шепка́
395,Bett::N,säng,ва́кшыш
396,Regal::N,hylla,шӧ́рлык
397,Kiste::N,låda,шо́ндык
398,Kiste::N,låda,я́шлык
399,Fenster::N,fönster,окна́
400,Tür::N,dörr,омса́
401,Tor::N,port,капка́
402,Zaun::N,staket,сава́р
403,Zaun::N,stängsel,сава́р
404,Dach::N,tak,леве́дыш
405,Leiter::N,stege,тошка́лтыш
406,Besen::N,kvast,ӱштерво́штыр
407,Spaten::N,spade,ко́льмо
408,Schaufel::N,skovel,сово́к
409,Schaufel::N,skovel,су́ско
410,Schaufel::N,skyffel,сово́к
411,Schaufel::N,skyffel,су́ско
412,Gabel::N,gaffel,ви́лке
413,Löffel::N,sked,па́не
414,Löffel::N,sked,совла́
415,Messer::N,kniv,кӱ́зӧ
416,Nagel::N,spik,пуда́
417,Netz::N,nät,вапш
418,Haken::N,krok,са́гыле
419,Griff::N,tag,кыл
420,Griff::N,handtag,кыл
421,Schloss::N,las,кӧгӧ́н
422,Bild::N,bild,сӱре́т
423,Figur::N,figur,фигу́р
424,Puppe::N,docka,курча́к
425,Beutel::N,påse,меша́к
426,Bündel::N,bunt,арша́ш
427,Bündel::N,knippa,арша́ш
428,Tasche::N,väska,сумка́
429,Eimer::N,hink,ведра́
430,Eimer::N,ämbar,ведра́
431,Deckel::N,lock,ко́мдыш
432,Geschirr::N,servis,а́те
433,Geschirr::N,porslin,а́те
434,Sack::N,säck,куль
435,Sack::N,säck,меша́к
436,Tasse::N,kopp,чу́кыр
437,Tasse::N,kopp,чашка́
438,Topf::N,gryta,ми́ске
439,Topf::N,kastrull,ми́ске
440,Kessel::N,kittel,под
441,Essen::N,mål,ко́чкыш
442,Nahrung::N,näring,ку́рго
443,Speise::N,maträtt,ко́чкыш
444,Fleisch::N,kött,шыл
445,Getreide::N,säd,шу́рно
446,Getreide::N,spannmål,шу́рно
447,Brei::N,gröt,пу́чымыш
448,Brot::N,bröd,ки́нде
449,Scheibe::N,skiva,ка́тыш
450,Fett::N,fett,коя́
451,Butter::N,smör,ӱй
452,Öl::N,olja,ӱй
453,Salz::N,salt,шинча́л
454,Suppe::N,soppa,шӱр
455,Honig::N,honung,мӱй
456,Milch::N,mjölk,шӧр
457,Tee::N,te,чай
458,Leder::N,läder,сура́н
459,Leder::N,läder,шӱ́штӧ
460,Wolle::N,ull,пун
461,Wolle::N,ylle,пун
462,Stoff::N,tyg,куэ́м
463,Stoff::N,tyg,посто́
464,Stoff::N,stoff,куэ́м
465,Stoff::N,stoff,посто́
466,Nadel::N,nål,и́ме
467,Faden::N,tråd,шӱ́ртӧ
468,Knopf::N,knapp,по́лдыш
469,Knoten::N,knut,пышке́м
470,Farbe::N,färg,чия́
471,Kleidung::N,klädsel,чие́м
472,Kleidung::N,klädsel,вурге́м
473,Hemd::N,skjorta,ту́выр
474,Kragen::N,krage,сога́
475,Ärmel::N,ärm,шокш
476,Hose::N,byxor,йола́ш
477,Gürtel::N,bälte,ӱ́штӧ
478,Mütze::N,mössa,упш
479,Schuh::N,sko,боти́нке
480,Stiefel::N,stövel,кем
481,Ring::N,ring,шерга́ш
482,Band::N,band,тасма́
483,Band::N,band,ле́нте
484,Kamm::N,kam,шерге́
485,Spiegel::N,spegel,вошто́нчыш
486,Riemen::N,rem,кӱзанӱ́штӧ
487,Schnur::N,snöre,кере́м
488,Schnur::N,snöre,кандыра́
489,Leine::N,lina,вӱра́ҥ
490,Decke::N,täcke,леве́дыш
491,Decke::N,täcke,одея́л
492,Kissen::N,dyna,кӱ́пчык
493,Kissen::N,kudde,кӱ́пчык
494,Tuch::N,sjal,шо́выч
495,Handtuch::N,handduk,со́лык
496,Kraft::N,kraft,вий
497,Kraft::N,kraft,куа́т
498,Stärke::N,styrka,куа́т
499,Stärke::N,styrka,карма́н
500,Gesundheit::N,hälsa,таза́лык
501,Krankheit::N,sjukdom,чер
502,Schmerz::N,smärta,ко́рштыш
503,Wunde::N,sår,су́сыр
504,Fieber::N,feber,йӱштыму́ж
505,Fieber::N,feber,лихора́дке
506,Arznei::N,medicin,эм
507,Arznei::N,läkemedel,эм
508,Brücke::N,bro,кӱва́р
509,Brunnen::N,brunn,вӱдвыне́м
510,Weide::N,bete,нурше́р
511,Pfad::N,stig,йолго́рно
512,Pfad::N,stig,сокма́к
513,Weg::N,väg,ко́рно
514,Straße::N,gata,ко́рно
515,Dorf::N,by,ял
516,Stadt::N,stad,ола́
517,Brief::N,brev,се́рыш
518,Buch::N,bok,книга́
519,Buchstabe::N,bokstav,буква́
520,Zeitung::N,tidning,газе́т
521,Leben::N,liv,и́лыш
522,Tod::N,död,колыма́ш
523,Grab::N,grav,шӱга́р
524,Kirche::N,kyrka,че́рке
525,Sünde::N,synd,су́лык
526,Gott::N,gud,ю́мо
527,Arbeiter::N,arbetare,паша́зе
528,Chef::N,chef,тӧра́
529,Meister::N,mästare,маста́р
530,Arzt::N,läkare,врач
531,Lehrer::N,lärare,ту́ныктышо
532,Geld::N,pengar,окса́
533,Geschäft::N,rörelse,сатулыма́ш
534,Laden::N,affär,ке́выт
535,Preis::N,pris,ак
536,Ware::N,vara,сату́
537,Nutzen::N,gagn,пайда́
538,Nutzen::N,nytta,пайда́
539,Reichtum::N,rikedom,поя́нлык
540,Welt::N,värld,тӱня́
541,Land::N,land,эл
542,Staat::N,stat,кугыжа́ныш
543,König::N,kung,кугыжа́
544,König::N,konung,кугыжа́
545,Macht::N,makt,власть
546,Grenze::N,gräns,грани́ца
547,Krieg::N,krig,сар
548,Feind::N,fiende,тушма́н
549,Gewalt::N,våld,виешлыма́ш
550,Kampf::N,kamp,кредалма́ш
551,Kampf::N,strid,кредалма́ш
552,Bogen[Waffe]::N,båge,юҥе́ж
553,Pfeil::N,pil,пикш
554,Gewehr::N,gevär,пыча́л
555,Fehler::N,fel,йо́ҥылыш
556,Lüge::N,lögn,шоя́к
557,Schaden::N,skada,зия́н
558,Unglück::N,otur,эҥге́к
559,Unglück::N,olycka,эҥге́к
560,Schuld::N,skuld,тита́к
561,Schuld::N,skuld,йола́
562,Alter::N,ålder,ийго́т
563,Schluss::N,slut,муча́ш
564,Zeit::N,tid,жап
565,Zeit::N,tid,па́гыт
566,Tag::N,dag,ке́че
567,Morgen::N,morgon,эр
568,Mittag::N,middag,кечыва́л
569,Abend::N,kväll,кас
570,Nacht::N,natt,йӱд
571,Woche::N,vecka,арня́
572,Monat::N,månad,ты́лзе
573,Jahr::N,år,ий
574,Frühling::N,vår,шо́шо
575,Sommer::N,sommar,кеҥе́ж
576,Herbst::N,höst,шы́же
577,Winter::N,vinter,те́ле
578,Januar::N,januari,шоркыйол
579,Januar::N,januari,идалыкву́й
580,Januar::N,januari,янва́рь
581,Februar::N,februari,пургыж
582,Februar::N,februari,февра́ль
583,März::N,mars,ӱярня
584,März::N,mars,март
585,April::N,april,апре́ль
586,Mai::N,maj,ага
587,Mai::N,maj,май
588,Juni::N,juni,пеледыш
589,Juni::N,juni,ию́нь
590,Juli::N,juli,сӱрем
591,Juli::N,juli,ию́ль
592,August::N,augusti,сорла
593,August::N,augusti,агарма́н
594,August::N,augusti,а́вгуст
595,September::N,september,идым
596,September::N,september,сентя́брь
597,Oktober::N,oktober,шыжа
598,Oktober::N,oktober,октя́брь
599,November::N,november,кылме тылзе
600,November::N,november,ноя́брь
601,Dezember::N,december,дека́брь
602,Montag::N,måndag,шо́чмо
603,Dienstag::N,tisdag,ку́шкыжмо
604,Mittwoch::N,onsdag,вӱрге́че
605,Donnerstag::N,torsdag,изарня́
606,Freitag::N,fredag,кугарня́
607,Samstag::N,lördag,шуматке́че
608,Sonntag::N,söndag,рушарня́
609,groß::A,stor,кугу́
610,klein::A,liten,изи́
611,lang::A,lång,кужу́
612,kurz::A,kort,кӱ́чык
613,breit::A,bred,кумда́
614,schmal::A,smal,а́ҥысыр
615,dicht::A,tät,ну́гыдо
616,dick[Gegenstand]::A,tjock,кӱ́жгӧ
617,dünn::A,tunn,ви́чкыж
618,fein::A,fin,ты́гыде
619,fest::A,fast,чо́ткыдо
620,flach::A,platt,лапка́
621,glatt::A,glatt,яклака́
622,hart::A,hård,пе́ҥгыде
623,weich::A,mjuk,пу́шкыдо
624,rund::A,rund,йырге́шке
625,spitz::A,toppig,коша́р
626,spitz::A,spetsig,коша́р
627,scharf::A,vass,пӱ́сӧ
628,scharf::A,skarp,пӱ́сӧ
629,stumpf::A,slö,токма́к
630,schwer::A,tung,не́ле
631,schön::A,skön,сы́лне
632,schön::A,vacker,сы́лне
633,heiß::A,het,шо́кшо
634,warm::A,varm,ле́ве
635,kalt::A,kall,йӱ́штӧ
636,kühl::A,sval,юа́лге
637,kühl::A,sval,южгата́
638,kühl::A,kylig,юа́лге
639,kühl::A,kylig,южгата́
640,frisch::A,färsk,свежа́
641,feucht::A,fuktig,вӱ́дыжгӧ
642,nass::A,våt,нӧ́рӧ
643,trocken::A,torr,ку́кшо
644,voll::A,full,тич
645,leer::A,tom,яра́
646,offen::A,öppen,виш
647,geschlossen::A,stängd,пе́тырыме
648,geschlossen::A,stängd,тӱ́чмӧ
649,sauber::A,ren,ару́
650,sauber::A,ren,янда́р
651,schmutzig::A,snuskig,лавыра́н
652,schmutzig::A,snuskig,ла́выргыше
653,roh::A,rå,кӱ́чымӧ
654,reif::A,mogen,лӧза́
655,lecker::A,läcker,ту́тло
656,süß::A,söt,ше́ре
657,bitter::A,besk,ко́чо
658,bitter::A,bitter,ко́чо
659,sauer::A,sur,шо́по
660,hell::A,ljus,во́лгыдо
661,dunkel::A,mörk,пычке́мыш
662,schwarz::A,svart,шола́
663,weiß::A,vit,ош
664,rot::A,röd,йошка́р
665,gelb::A,gul,сар
666,blau::A,blå,ка́нде
667,grün::A,grön,ужа́р
668,grau::A,grå,сур
669,bunt::A,brokig,олача́
670,billig::A,billig,шу́лдо
671,teuer::A,dyr,ше́рге
672,wertvoll::A,värdefull,шергака́н
673,blind::A,blind,со́кыр
674,taub::A,döv,соҥгыра́
675,kräftig::A,kraftig,куа́тле
676,stark::A,stark,вия́н
677,schwach::A,svag,а́лдыме
678,fett::A,fet,коя́
679,schlank::A,slank,йоштката́
680,schlank::A,slank,яжу́
681,hübsch::A,snygg,чеве́р
682,hübsch::A,vacker,чеве́р
683,böse::A,ond,шы́де
684,böse::A,elak,шы́де
685,dumm::A,dum,аҥыра́
686,faul::A,lat,його
687,fleißig::A,flitig,ты́ршыше
688,geizig::A,snål,чаҥга́
689,geizig::A,girig,чаҥга́
690,klug::A,klok,уша́н
691,geschickt::A,händig,уста́
692,geschickt::A,skicklig,уста́
693,lieb::A,kär,ала́л
694,lieb::A,snäll,ала́л
695,lustig::A,rolig,весела́
696,lustig::A,lustig,весела́
697,sanft::A,mild,ны́жылге
698,hungrig::A,hungrig,шу́жышо
699,krank::A,sjuk,че́рле
700,nackt::A,naken,чарама́т
701,traurig::A,ledsen,ойга́н
702,traurig::A,sorgsen,ойга́н
703,lebendig::A,levande,и́лыше
704,gut::A,bra,сай
705,schlecht::A,dålig,уда́
706,schlecht::A,dålig,шӱ́кшӧ
707,richtig::A,riktig,чы́нле
708,schlimm::A,illa,аля́к
709,schlimm::A,illa,тыра́н
710,wahr::A,sann,чы́нле
711,wahr::A,sann,настоя́щий
712,alt::A,gammal,то́што
713,neu::A,ny,у
714,ehemalig::A,forn,о́нчычсо
715,ehemalig::A,forn,онда́кысе
716,ehemalig::A,tidigare,о́нчычсо
717,ehemalig::A,tidigare,онда́кысе
718,alt[Lebewesen]::A,gammal,шо́нто
719,jung::A,ung,са́мырык
720,arm::A,fattig,нужна́
721,reich::A,rik,поя́н
722,bekannt::A,känd,па́лыме
723,berühmt::A,berömd,лӱ́млӧ
724,fremd::A,främmande,йот
725,verschieden::A,åtskillig,тӱ́рлӧ
726,nah::A,nära,ли́шыл
727,fern::A,fjärran,тора́
728,fern::A,fjärran,мӱ́ндыр
729,linker::A,vänster,шола́
730,rechter::A,höger,пурла́
731,anderer::A,annan,вес
732,anderer::A,annan,мо́ло
733,erster::A,första,и́кымше
734,zweiter::A,andra,ко́кымшо
735,dritter::A,tredje,ку́мшо
736,letzter::A,sist,пыта́ртыш
737,allein::ADV,allena,шкет
738,auf einmal::ADV,på en gång,икана́ште
739,zusammen::ADV,tillsammans,пырля́
740,lange::ADV,länge,кужу́н
741,plötzlich::ADV,plötsligt,кенета́
742,sofort::ADV,strax,кызыта́к
743,sofort::ADV,genast,кызыта́к
744,später::ADV,senare,варара́к
745,jetzt::ADV,nu,ы́нде
746,jetzt::ADV,nu,кы́зыт
747,heute::ADV,i dag,та́че
748,morgen::ADV,i morgon,эрла́
749,bald::ADV,snart,вашке́
750,dann::ADV,då,вара́
751,gestern::ADV,i går,теҥге́че
752,einst::ADV,en gång,икана́
753,damals::ADV,då,туна́м
754,damals::ADV,den gången,туна́м
755,danach::ADV,därefter,вара́
756,vorher::ADV,före,о́нчыч
757,vorher::ADV,förut,о́нчыч
758,zuerst::ADV,först,онда́к
759,einmal::ADV,en gång,икана́
760,manchmal::ADV,ibland,ка́шын
761,manchmal::ADV,ibland,кокла́н
762,oft::ADV,ofta,чӱ́чкыдын
763,immer::ADV,alltid,эре́
764,immer::ADV,alltid,ту́тыш
