,Concept_ID,ce,fi
786,zwei::NUM,шиъ,kaksi
787,drei::NUM,кхоъ,kolme
788,vier::NUM,диъ,neljä
789,fünf::NUM,пхиъ,viisi
790,sechs::NUM,ялх,kuusi
791,sieben::NUM,ворхӏ,seitsemän
792,acht::NUM,бархӏ,kahdeksan
793,neun::NUM,исс,yhdeksän
794,zehn::NUM,итт,kymmenen
795,elf::NUM,цхьайтта,yksitoista
796,zwölf::NUM,шийтта,kaksitoista
797,zwanzig::NUM,ткъа,kaksikymmentä
798,dreißig::NUM,ткъе итт,kolmekymmentä
799,vierzig::NUM,шовзткъа,neljäkymmentä
800,fünfzig::NUM,шовзткъе итт,viisikymmentä
801,sechzig::NUM,кхузткъа,kuusikymmentä
802,siebzig::NUM,кхузткъе итт,seitsemänkymmentä
803,achtzig::NUM,дезткъа,kahdeksankymmentä
804,neunzig::NUM,дезткъе итт,yhdeksänkymmentä
805,hundert::NUM,бӏе,sata
806,tausend::NUM,эзар,tuhat
807,und::CNJ,a,ja
808,oder::CNJ,я,tai
809,stehen::V,латта,seisoa
810,sitzen::V,хиъна ӏан,istua
811,liegen::V,ӏилла,maata
812,hängen::V,кхаза,riippua
813,werden::V,хила,tulla
814,werden::V,хила,joutua
815,passieren::V,хила,sattua
816,passieren::V,хила,tapahtua
817,beginnen::V,доло,alkaa
818,enden::V,дӏадерза,loppua
819,enden::V,дӏадерза,päättyä
820,wechseln::V,хийца,vaihtua
821,wechseln::V,хийца,vaihdella
822,aufgehen[Sonne]::V,кхета,nousta
823,untergehen[Sonne]::V,чубуза,laskea
824,scheinen[Sonne]::V,серло яла,paistaa
825,donnern::V,къекъа,jyristä
826,wehen::V,хьекха,tuulla
827,wehen::V,хьекха,puhaltaa
828,strömen::V,эха,virrata
829,fließen::V,охьаэха,valua
830,fließen::V,охьаэха,juosta
831,sich drehen::V,хьийза,pyöriä
832,schwanken::V,леста,horjua
833,schwingen::V,лесто,heilua
834,schwingen::V,лесто,värähdellä
835,fallen::V,охьакхета,pudota
836,fallen::V,охьакхета,langeta
837,brennen::V,дага,palaa
838,rauchen::V,оза,savuta
839,regnen::V,догlа догlу,sataa
840,gefrieren::V,гӏоро,jäätyä
841,tauen::V,даша,sulaa
842,schmelzen::V,лала,sulaa
843,trocknen::V,дакъо,kuivua
844,sieden::V,кхехка,kiehua
845,faulen::V,дахкадала,mädätä
846,verfaulen::V,дахкадала,mädätä
847,verfaulen::V,дахкадала,mädäntyä
848,reißen::V,хеда,revetä
849,versinken::V,хичудаха,upota
850,versinken::V,хичудаха,vajota
851,vergehen::V,дlаэха,kulua
852,erscheinen::V,схьадала,ilmestyä
853,erscheinen::V,ӏоттадала,ilmestyä
854,verschwinden::V,къайладала,kadota
855,sinken::V,лахдала,vajota
856,zunehmen::V,лакхадала,kasvaa
857,zunehmen::V,лакхадала,lisääntyä
858,steigen::V,хьаладала,nousta
859,wachsen::V,кхиа,kasvaa
860,glänzen::V,лепа,kiiltää
861,funkeln::V,къега,kipinöidä
862,lärmen::V,гӏовгӏаян,meluta
863,läuten::V,детта,soida
864,klingeln::V,дека,soida
865,klirren::V,дека,kalista
866,brausen::V,хьаьдда даха,kohista
867,rauschen::V,леста,kohista
868,klingen::V,дека,soida
869,bellen::V,лета,haukkua
870,heulen::V,угӏа,ulvoa
871,blasen::V,хӏуп баха,puhaltaa
872,pfeifen::V,шок етта,viheltää
873,schreien::V,мохь бетта,kirkua
874,stöhnen::V,узарш дан,voihkia
875,zittern::V,дега,vapista
876,leben::V,даха,elää
877,geboren werden::V,хила,syntyä
878,atmen::V,садеӏа,hengittää
879,trinken::V,мала,juoda
880,essen::V,кхалла,syödä
881,schlucken::V,къурдбан,niellä
882,müde werden::V,кӏаддала,uupua
883,einschlafen::V,наб кхета,uinahtaa
884,schlafen::V,вижа,maata
885,schlafen::V,вижа,nukkua
886,schlafen::V,наб ян,maata
887,schlafen::V,наб ян,nukkua
888,schlafen::V,дижина хила,maata
889,schlafen::V,дижина хила,nukkua
890,aufwachen::V,самадала,herätä
891,aufstehen::V,гӏатта,nousta
892,aufstehen::V,гӏатта,nousta ylös
893,sich erholen::V,садаӏа,levätä
894,krank werden::V,цомгуш хила,sairastua
895,krank sein::V,цомгуш хила,potea
896,krank sein::V,цомгуш хила,sairastaa
897,schmerzen::V,лаза,särkeä
898,schmerzen::V,лаза,kivistää
899,schmerzen::V,ӏийжа,särkeä
900,schmerzen::V,ӏийжа,kivistää
901,husten::V,йовхарш етта,yskiä
902,genesen::V,тадала,toipua
903,sterben::V,дала,kuolla
904,umkommen::V,хӏаллакхила,saada surmansa
905,umkommen::V,хӏаллакхила,kuolla
906,sich bewegen::V,лела,liikkua
907,sich rühren::V,меттахъхьен,liikahtaa
908,sich erheben::V,хьалагlатта,nousta
909,sich setzen::V,хаа,istuutua
910,hinfallen::V,дожа,kaatua
911,hinfallen::V,охьакхета,kaatua
912,laufen::V,вада,kävellä
913,laufen::V,хьада,kävellä
914,schreiten::V,болар дан,astua
915,schreiten::V,болар дан,astella
916,schreiten::V,ког баккха,astua
917,schreiten::V,ког баккха,astella
918,spazierengehen::V,доладала,kävellä
919,eilen::V,сихдала,kiirehtiä
920,sich beeilen::V,сихдала,kiirehtiä
921,sich beeilen::V,сихдала,olla kiireissään
922,rennen::V,дада,juosta
923,springen::V,ирхкхийсадала,hypätä
924,klettern::V,тӏедийла,kiivetä
925,schaukeln::V,техко,kiikkua
926,kriechen::V,такха,ryömiä
927,schwimmen::V,некадан,uida
928,tauchen::V,чулелха,sukeltaa
929,rudern::V,дига лело,soutaa
930,rudern::V,кема лело,soutaa
931,fahren::V,хахка,ajaa
932,fahren::V,хахка,kulkea
933,fliegen::V,тӏемадала,lentää
934,gehen::V,лeла,käydä
935,weggehen::V,дӏадаха,lähteä
936,weggehen::V,дӏадаха,poistua
937,abfahren::V,дӏадаха,lähteä
938,anhalten::V,саца,pysähtyä
939,anhalten::V,саца,seisahtua
940,hineingehen::V,чудала,mennä sisään
941,eintreten::V,чудала,astua sisään
942,kommen::V,кхача,tulla
943,kommen::V,дӏакхача,tulla
944,kommen::V,схьакхача,tulla
945,ankommen::V,кхача,saapua
946,ankommen::V,схьакхача,saapua
947,zurückkommen::V,юхада,palata
948,bleiben::V,диса,jäädä
949,bleiben::V,диса,viipyä
950,warten::V,хьежа,odottaa
951,warten::V,cобар дан,odottaa
952,erwarten::V,хьоьжуш ӏан,odottaa
953,suchen::V,леха,etsiä
954,finden::V,каро,löytää
955,versuchen::V,дан хьажа,yrittää
956,vorbereiten::V,кечъян,valmistaa
957,lieben::V,деза,pitää
958,lieben::V,деза,rakastaa
959,mögen::V,безамхила,pitää
960,mögen::V,безамхила,tykätä
961,lachen::V,дела,nauraa
962,rühren::V,хьедан,liikuttaa
963,weinen::V,делха,itkeä
964,schimpfen::V,чехо,haukkua
965,sich ärgern::V,оьгӏазъэха,suuttua
966,sich fürchten::V,кхера,pelätä
967,fürchten::V,кхера,pelätä
968,fliehen::V,дӏадада,paeta
969,flüchten::V,дӏадада,paeta
970,sehen::V,ган,nähdä
971,anschauen::V,хьажа,katsoa
972,anschauen::V,хьежа,katsoa
973,ansehen::V,хьовса,katsoa
974,hören::V,хаза,kuulla
975,zuhören::V,ладогӏа,kuunnella
976,probieren::V,хьажа,maistaa
977,riechen::V,хьожа яха,haistaa
978,fühlen::V,хаадала,tuntea
979,scheinen::V,мотта,tuntua
980,zu sehen sein::V,гуш хила,näkyä
981,vernehmen::V,бартхатта,kuulla
982,frieren::V,гӏоро,palella
983,tun::V,дан,tehdä
984,können::V,дадала,osata
985,wollen::V,тӏергӏа,tahtoa
986,anfangen::V,доло,ruveta
987,anfangen::V,доло,aloittaa
988,beenden::V,довла,lopettaa
989,aufhören::V,саца,loppua
990,gelingen::V,кадала,onnistua
991,geraten::V,хила,sujua
992,geraten::V,хила,joutua
993,öffnen::V,дӏаделла,avata
994,öffnen::V,дӏаделла,aukaista
995,öffnen::V,схьаделла,avata
996,öffnen::V,схьаделла,aukaista
997,schließen::V,къовла,sulkea
998,schließen::V,дӏачӏагӏа,sulkea
999,stellen::V,хlотто,panna
1000,stellen::V,хlотто,asettaa
1001,setzen::V,дийгӏа,panna
1002,setzen::V,дийгӏа,istuttaa
1003,legen::V,охьадилла,panna
1004,legen::V,охьадилла,asettaa
1005,berühren::V,хьедан,koskea
1006,berühren::V,хьедан,koskettaa
1007,verbinden::V,вовшахтаса,liittää
1008,verbinden::V,вовшахтаса,yhdistää
1009,bedecken::V,тилла,kattaa
1010,bedecken::V,тилла,peittää
1011,bedecken::V,тӏетаса,kattaa
1012,bedecken::V,тӏетаса,peittää
1013,aufhängen::V,хьалаолла,ripustaa
1014,anzünden::V,лато,sytyttää
1015,aufheben::V,айа,ylös nostaa
1016,aufheben::V,айа,nostaa
1017,zurücklassen::V,дита,jättää
1018,verlieren::V,дайа,kadottaa
1019,fallen lassen::V,охьадожо,pudottaa
1020,machen::V,дан,tehdä
1021,herstellen::V,дан,tuottaa
1022,herstellen::V,дан,valmistaa
1023,bauen::V,гӏишлоян,rakentaa
1024,reparieren::V,тадан,korjata
1025,verbessern::V,нисдан,parantaa
1026,ändern::V,хийца,muuttaa
1027,graben::V,ахка,kaivaa
1028,beugen::V,сатто,taivuttaa
1029,biegen::V,сатто,taivuttaa
1030,drehen::V,хьовзо,kääntää
1031,umdrehen::V,хьовзo,kääntää
1032,heben::V,айа,nostaa
1033,heben::V,айа,kohottaa
1034,heben::V,хьалаайа,nostaa
1035,heben::V,хьалаайа,kohottaa
1036,hochheben::V,хьалаайа,nostaa
1037,ergreifen::V,дӏалаца,tarttua
1038,halten::V,латто,pitää
1039,drücken::V,тӏетаӏо,painaa
1040,drücken::V,тӏетаӏо,puristaa
1041,schieben::V,татта,työntää
1042,kratzen::V,мӏараш тийса,raapia
1043,lecken::V,мотт хьекха,nuolla
1044,beißen::V,катoха,purra
1045,abreißen::V,схьадаккха,repiä
1046,abschneiden::V,кхада,leikata poikki
1047,abschneiden::V,кхада,leikata
1048,binden::V,дӏадехка,sitoa
1049,binden::V,вовшахтаса,sitoa
1050,stecken::V,чудахийта,pistää
1051,brechen::V,кагдан,murtaa
1052,klopfen::V,детта,koputtaa
1053,klopfen::V,детта,kolkuttaa
1054,hauen::V,етта,lyödä
1055,kleben::V,тӏелато,liimata
1056,reiben::V,хьекхо,hieroa
1057,reiben::V,хьекхо,hangata
1058,streichen::V,тlехьакха,sivellä
1059,schleifen::V,ирдан,hioa
1060,schneiden::V,ларга,leikata
1061,rütteln::V,лесто,ravistaa
1062,schütteln::V,лесто,pudistaa
1063,schwenken::V,лесто,heiluttaa
1064,schütten::V,дотта,kaataa
1065,füllen::V,дуза,täyttää
1066,einwickeln::V,хьарчо,kääriä
1067,tragen::V,дахьа,kantaa
1068,schleppen::V,ийзо,raahata
1069,ziehen::V,озо,vetää
1070,aufbewahren::V,ӏалашдан,säilyttää
1071,werfen::V,кхосса,viskata
1072,fangen::V,леца,napata
1073,fangen::V,леца,ottaa kiinni
1074,packen::V,леца,tarttua
1075,verstecken::V,къайладаккха,kätkeä
1076,verstecken::V,къайладаккха,piilottaa
1077,teilen::V,декъа,jakaa
1078,schicken::V,дӏадахьийта,lähettää
1079,bringen::V,дан,viedä
1080,hinzufügen::V,тӏетоха,lisätä
1081,bekommen::V,даккха,saada
1082,erhalten::V,даккха,saada
1083,nehmen::V,схьаэца,ottaa
1084,wählen::V,харжа,valita
1085,auswählen::V,харжа,valikoida
1086,bewahren::V,lалашдан,säilyttää
1087,behindern::V,новкъарло ян,estää
1088,verderben::V,талхо,pilata
1089,verderben::V,талхо,turmella
1090,beschädigen::V,дохо,vioittaa
1091,beschädigen::V,дохо,vahingoittaa
1092,zerbrechen::V,дохо,rikkoa
1093,zerbrechen::V,кагдан,rikkoa
1094,zerreißen::V,хадо,repiä rikki
1095,zerreißen::V,хадо,repiä palasiksi
1096,zerstören::V,дохо,hävittää
1097,zerstören::V,кагдан,hävittää
1098,verbrennen::V,даго,polttaa
1099,geben::V,яла,antaa
1100,reichen::V,дӏадала,ojentaa
1101,reichen::V,дӏакховдо,ojentaa
1102,schenken::V,совгӏат дан,lahjoittaa
1103,versprechen::V,ваӏда дан,luvata
1104,wünschen::V,лаа,toivottaa
1105,loben::V,хасто,ylistää
1106,küssen::V,оба яккха,suudella
1107,wiegen::V,тахка,tuudittaa
1108,wiegen::V,тахка,keinuttaa
1109,zudecken::V,тӏетаса,peittää
1110,wecken::V,самадаккха,herättää
1111,zeigen::V,гайта,näyttää
1112,zeigen::V,гайта,osoittaa
1113,führen::V,дига,johdattaa
1114,lehren::V,ӏамо,opettaa
1115,unterrichten::V,хьеха,opettaa
1116,aufziehen::V,кхио,kasvattaa
1117,leiten::V,урхалла дан,johtaa
1118,antreiben::V,сихдан,hoputtaa
1119,lassen::V,-йта,antaa
1120,einladen::V,кхайкха,kutsua
1121,vereinigen::V,цхьаьнатоха,yhdistää
1122,besuchen::V,хьажахIотта,vierailla
1123,treffen::V,дуьхьалкхета,tavata
1124,sich versammeln::V,гулдан,kokoontua
1125,spielen::V,ловза,pelata
1126,spielen::V,ловза,leikkiä
1127,singen::V,лакха,laulaa
1128,tanzen::V,хелхадала,tanssia
1129,sich trennen::V,къаста,erota
1130,verlassen::V,дита,jättää
1131,retten::V,кӏелхьардаккха,pelastaa
1132,bewachen::V,ха дан,vartioida
1133,schützen::V,лардан,suojella
1134,verteidigen::V,лардан,puolustaa
1135,sich schlagen::V,етта,tapella
1136,schießen::V,детта,ampua
1137,siegen::V,тола,voittaa
1138,ärgern::V,оьгӏаздахийта,ärsyttää
1139,schlagen::V,тоха,lyödä
1140,treten::V,мийра тоха,potkaista
1141,stechen::V,ӏотта,pistää
1142,stechen::V,къовзо,pistää
1143,stoßen::V,татта,sysätä
1144,stoßen::V,татта,työntää
1145,stehlen::V,лачкъо,varastaa
1146,stören::V,новкъарло ян,häiritä
1147,belästigen::V,сагатдан,häiritä
1148,verbergen::V,къайладаккха,kätkeä
1149,täuschen::V,ӏexo,harhauttaa
1150,betrügen::V,ледан,pettää
1151,betrügen::V,ледан,petkuttaa
1152,töten::V,ден,tappaa
1153,wohnen::V,даха,asua
1154,arbeiten::V,къахьега,tehdä työtä
1155,arbeiten::V,къахьега,työskennellä
1156,sammeln::V,гулдан,koota
1157,sammeln::V,гулдан,kerätä
1158,pflücken::V,даха,poimia
1159,jagen::V,талла,metsästää
1160,fischen::V,чӏерий леца,kalastaa
1161,fassen::V,лаца,pyydystää
1162,fassen::V,лаца,saalistaa
1163,fassen::V,схьалаца,pyydystää
1164,fassen::V,схьалаца,saalistaa
1165,hüten::V,лардан,paimentaa
1166,treiben::V,лахка,ajaa
1167,anbinden::V,дӏадехка,kytkeä
1168,füttern::V,хӏума яла,ruokkia
1169,melken::V,оза,lypsää
1170,gießen::V,хи тоха,kastella
1171,reifen::V,хьекъа,kypsyä
1172,zubereiten::V,кечъян,valmistaa
1173,zubereiten::V,кхача бан,valmistaa
1174,kochen::V,кхача бан,keittää
1175,backen::V,датта,leipoa
1176,braten::V,кхарза,paistaa
1177,umrühren::V,кего,hämmentää
1178,nähen::V,тега,ommella
1179,färben::V,басардан,värjätä
1180,färben::V,басардан,värittää
1181,reinigen::V,цӏандан,puhdistaa
1182,waschen::V,йила,pestä
1183,waschen::V,йитта,pestä
1184,waschen::V,дӏадайа,pestä
1185,abwischen::V,дӏадайа,pyyhkiä
1186,spülen::V,хи кхарза,huuhtoa
1187,fegen::V,нуй хьакха,pyyhkäistä
1188,kehren::V,нуй хьакха,lakaista
1189,baden::V,лийча,kylpeä
1190,sich waschen::V,юьхь йила,peseytyä
1191,ausziehen::V,духар дӏадаккха,riisua
1192,sich anziehen::V,духа,pukeutua
1193,kämmen::V,ехк хьакха,kammata
1194,schmücken::V,хаздан,koristaa
1195,schmücken::V,хаздан,kaunistaa
1196,sagen::V,ала,sanoa
1197,sprechen::V,баха,puhua
1198,sprechen::V,мотт бийца,puhua
1199,reden::V,къамел дан,keskustella
1200,sich unterhalten::V,къамел дан,jutella
1201,fragen::V,хатта,kysyä
1202,bitten::V,деха,pyytää
1203,erzählen::V,дийца,kertoa
1204,mitteilen::V,хаам бан,ilmoittaa
1205,nennen::V,цӏе яккха,kutsua
1206,nennen::V,цӏе яккха,nimittää
1207,rufen::V,кхайкха,kutsua
1208,prahlen::V,куралла ян,kerskailla
1209,prahlen::V,дозалла дан,kerskailla
1210,übersetzen::V,гоч дан,kääntää
1211,denken::V,ойла ян,miettiä
1212,denken::V,ойла ян,ajatella
1213,glauben::V,теша,uskoa
1214,bemerken::V,ган,huomata
1215,erkennen::V,довза,tunnistaa
1216,begreifen::V,кхета,ymmärtää
1217,verstehen::V,кхета,ymmärtää
1218,lernen::V,деша,oppia
1219,wissen::V,хаа,tietää
1220,sich erinnern an::V,дагадан,muistaa
1221,vergessen::V,дицдала,unohtaa
1222,messen::V,дуста,mitata
1223,zählen::V,дагардан,laskea
1224,rechnen::V,лара,laskea
1225,lesen::V,еша,lukea
1226,malen::V,сурт дилла,maalata
1227,zeichnen::V,сурт дилла,piirtää
1228,zeichnen::V,сурт дилла,piirustaa
1229,schreiben::V,яздан,kirjoittaa
1230,besitzen::V,доладан,omistaa
1231,kaufen::V,эца,ostaa
1232,verkaufen::V,дохка,myydä
1233,bezahlen::V,мах бала,maksaa
1234,zahlen::V,мах бала,maksaa
1235,beherrschen::V,собаре хила,hallita
1236,ertragen::V,лан,kestää
1237,ertragen::V,сатоха,kestää
1238,ertragen::V,садетта,kestää
1239,Schwarm::N,,parvi
1240,Schlinge::N,,ansa
1241,Art::N,,laji
1242,Entfernung::N,,etäisyys
1243,Griff::N,,ripa
1244,Griff::N,,kahva
1245,Figur::N,,kuvio
1246,Bogen[Waffe]::N,,jousi
1247,so::ADV,,näin
1248,abnehmen::V,,vähetä
1249,sausen::V,,rynnätä
1250,sausen::V,,viilettää
1251,wenden::V,,kääntää
1252,hacken::V,,hakata
1253,stricken::V,,kutoa
1254,stricken::V,,neuloa
1255,anziehen::V,,pukea ylleen
