,Concept_ID,bn,ml
576,lebendig::A,জীবিত,ഉപജീവനം
577,gut::A,ভালো,നല്ല
578,schlecht::A,মন্দ,മോശമായ
579,richtig::A,ঠিক,ശരിയായ
580,schlimm::A,কদর্য,വൃത്തികെട്ട
581,wahr::A,বাস্তব,ശരിയായ
582,alt::A,পুরাতন,പഴയ
583,neu::A,নব,പുതിയ
584,neu::A,নূতন,പുതിയ
585,ehemalig::A,পূর্বকালীন,മുൻ
586,alt[Lebewesen]::A,বৃদ্ধ,വയസ്സുള്ള
587,jung::A,তরুণ,കൌമാരമായ
588,arm::A,ক্ষুদ্র,പാവപ്പെട്ട
589,reich::A,ধনবান্,സമ്പന്നമായ
590,bekannt::A,সুপরিচিত,പരിചിതമായ
591,berühmt::A,বিখ্যাত,പ്രശസ്തനായ
592,fremd::A,বিদেশি,വൈദേശികമായ
593,verschieden::A,বিসদৃশ,വ്യത്യസ്തമായ
594,nah::A,নিকটবতী,അരികത്തുള്ള
595,fern::A,দুরবতী,അകലെയുള്ള
596,linker::A,বাম,അവശേഷിച്ച
597,rechter::A,ডান,വലത്തേ
598,rechter::A,ডাইন,വലത്തേ
599,anderer::A,অন্যতর,മറ്റുള്ള
600,erster::A,প্রথম,ആദ്യത്തെ
601,zweiter::A,দ্বিতীয়,രണ്ടാം
602,dritter::A,তৃতীয়,മൂന്നാമത്
603,letzter::A,সর্বশেষ,അവസാനത്തെ
604,allein::ADV,একক,തനിച്ചുള്ള
605,auf einmal::ADV,জলদি,ഉടന്
606,zusammen::ADV,একসঙ্গে,ഒരുമിച്ച
607,lange::ADV,লম্বা,നീണ്ട_കാലത്തേയ്ക്ക്
608,plötzlich::ADV,হঠাৎ,പെട്ടെന്ന്
609,sofort::ADV,মুহ্ণর্তমধ্যে,തത്ക്ഷണം
610,später::ADV,পশ্চাতে,പിന്നീട്
611,jetzt::ADV,এখন,ഇപ്പോൾ
612,heute::ADV,আজ,ഇന്ന്
613,morgen::ADV,আগামিকাল,നാളെ
614,bald::ADV,অস্পকালমধ্যে,ഉടനെ
615,dann::ADV,তখন,അപ്പോൾ
616,gestern::ADV,গতকাল,ഇന്നലെ
617,einst::ADV,একবার মাত্র,പണ്ടൊരിക്കല്
618,damals::ADV,তখন,അപ്പോൾ
619,danach::ADV,পরে,പിന്നീട്
620,vorher::ADV,আগে,മുൻപ്
621,zuerst::ADV,আগে,ആദ്യം
622,einmal::ADV,একবার,ഒരിക്കൽ
623,manchmal::ADV,কখনও কখনও,ചിലപ്പോൾ
624,oft::ADV,ঘনঘন,പലപ്പോഴും
625,immer::ADV,সর্বদা,എപ്പോഴും
626,niemals::ADV,কখলও নহে,ഒരിക്കലും
627,hier::ADV,এখানে,ഇവിടെ
628,hierhin::ADV,এখানে,ഇവിടേക്ക്
629,von hier::ADV,ত্রই স্তান হইতে,ഇവിടെനിന്ന്
630,dort::ADV,ওখানে,അവിടെ
631,dorthin::ADV,ওখানে,അവിടേക്ക്
632,geradeaus::ADV,অগ্রগামী,മുമ്പിൽ
633,geradeaus::ADV,অগ্রগামী,മുമന്നോട്ട്
634,vorwärts::ADV,সন্মুখিকে,മുന്നോട്ട്
635,rückwärts::ADV,খিরিয়া,തലതിരിച്ച്
636,zurück::ADV,পিঠ,പുറകിലേക്ക്
637,unten::ADV,নীচে,താഴെ
638,hinab::ADV,নিম্নগামী,താഴേക്ക്
639,oben::ADV,উপরে,മുകളിൽ
640,hinauf::ADV,উচ্চতর অংশে,മുകളിൽ
641,überall::ADV,সর্বত্র,എല്ലായിടത്തും
642,nicht::ADV,না,ഇല്ല
643,ein wenig::ADV,অল্প,കുറച്ച്
644,kaum::ADV,কষ্টসহকাবে,കഷ്ടിച്ച്
645,sehr::ADV,খুব,വളരെ
646,so::ADV,তত,അങ്ങനെ
647,noch::ADV,এখন পর্যস্ত,ഇപ്പോഴും
648,nur::ADV,শুধু,മാത്രം
649,schon::ADV,ইতঃপুর্বে,നേരത്തേ തന്നെ
650,wieder::ADV,আবার,വീണ്ടും
651,vergebens::ADV,বিফলে,വിഫല
652,vor::PRP,সম্মুখে,മുമ്പിൽ
653,hinter::PRP,পশ্চাতে,പുറകിൽ
654,unter::PRP,নীচে,കീഴിൽ
655,durch::PRP,দ্বারা,ഉള്ളിലൂടെ
656,neben::PRP,কাছে,അടുത്ത്
657,zwischen::PRP,মধ্যে,ഇടയ്ക്ക്
658,wegen::PRP,জন্য,നിമിത്തം
659,dies::PRN,এটা,ഇത്
660,das::PRN,ওটা,അത്
661,alles::PRN,সব,എല്ലാം
662,ich::PRN,আমি,ഞാൻ
663,du::PRN,তুমি,നിങ്ങൾ
664,er::PRN,উনি,അദ്ദേഹം
665,er::PRN,উনি,അയാൾ
666,er::PRN,উনি,അവൻ
667,er::PRN,উনি,അവർ
668,er::PRN,উনি,അവൾ
669,wir::PRN,আমরা,നമ്മൾ
670,ihr::PRN,তোমরা,നിങ്ങൾ
671,sie::PRN,তারা,അവർ
672,was::FPRN,কি,എന്ത്
673,wer::FPRN,কে,ആര്
674,wo::FADV,কোথায়,എവിടെ
675,wohin::FADV,কোথায়,എവിടേക്ക്
676,wie::FADV,কেমন,എങ്ങനെ
677,warum::FADV,কেন,എന്തുകൊണ്ട്
678,wieviel::FNUM,কত,എത്ര
679,eins::NUM,অক,ഒന്ന്
680,zwei::NUM,দুই,രണ്ട്
681,drei::NUM,তিন,മൂന്ന്
682,vier::NUM,চার,നാല്
683,fünf::NUM,পাঁচ,അഞ്ച്
684,sechs::NUM,ছয়,ആറ്
685,sieben::NUM,সাত,ഏഴ്
686,acht::NUM,আট,എട്ട്
687,neun::NUM,নয়,ഒമ്പത്
688,zehn::NUM,দশ,പത്ത്
689,elf::NUM,এগারো,പതിനൊന്ന്
690,zwölf::NUM,দ্বাদশ,പന്ത്രണ്ട്
691,zwanzig::NUM,বিশ,ഇരുപത്
692,dreißig::NUM,ত্রিশ,മുപ്പത്
693,vierzig::NUM,চল্লিশ,നാൽപ്പത്
694,fünfzig::NUM,পঞ্চাশ,അൻപത്
695,sechzig::NUM,ষাট,അറുപത്
696,siebzig::NUM,সত্তর,എഴുപത്
697,achtzig::NUM,আশি,എൺപത്
698,neunzig::NUM,নব্বুই,തൊണ്ണൂറ്
699,hundert::NUM,শত,നൂറ്
700,tausend::NUM,হাজার,ആയിരം
701,und::CNJ,আর,ഉം
702,und::CNJ,এবং,ഉം
703,oder::CNJ,বা,അഥവാ
704,stehen::V,দাঁড়ানো,നിൽക്കുക
705,sitzen::V,বসা,ഇരിക്കുക
706,liegen::V,শোয়া,കിടക്കുക
707,hängen::V,ঝোলা,തൂങ്ങുക
708,werden::V,হইয়া উঠা,ആയിത്തീരുക
709,passieren::V,ঘটা,സംഭവിക്കുക
710,beginnen::V,আরম্ভ হওয়া,ആരംഭിക്കുക
711,enden::V,শেষ হওয়া,അവസാനിപ്പിക്കുക
712,wechseln::V,রূপাস্তর করা,മാറ്റുക
713,aufgehen[Sonne]::V,উদিত হওয়া,ഉയരുക
714,untergehen[Sonne]::V,অস্ত যাওয়া,അടുക്കി_വയ്ക്കുക
715,scheinen[Sonne]::V,আলো দেওয়া,പ്രകാശിക്കുക
716,donnern::V,বজ্রধ্বনি করা,ഇടിവെട്ടുക
717,wehen::V,প্রবাহিত হওয়া,വീശുക
718,strömen::V,প্রবাহিত হওয়া,ഒഴുകുക
719,fließen::V,ছুটা,ഒഴുകുക
720,sich drehen::V,পাক খাওয়া,ചുറ്റുക
721,sich drehen::V,পাক খাওয়া,കറക്കുക
722,schwanken::V,দোলা,ഇരുവശത്തേയ്ക്കും_ആടുക
723,schwingen::V,দোলা,ആടുക
724,fallen::V,পড়া,വീഴുക
725,brennen::V,সেঁকা,കത്തുക
726,rauchen::V,ধোঁয়া ছড়ান,പുകയുക
727,regnen::V,বর্ষণ_করা,മഴ_പെയ്യുക
728,gefrieren::V,হিমায়িত হওয়া,തണത്ത്_മരവിക്കുക
729,tauen::V,গলা,അലിയുക
730,schmelzen::V,গলা,ഉരുകുക
731,trocknen::V,শুষ্ক করা,വരളുക
732,sieden::V,ফোঁড়া,തിളപ്പിക്കുക
733,faulen::V,ক্ষয় হওয়া,ചീയുക
734,verfaulen::V,ক্ষয় হওয়া ,അഴുകുക
735,reißen::V,ছিঁড়া,ശബ്ദത്തോടെ_മുറിയുക
736,versinken::V,ডুবা,മുക്കുക
737,vergehen::V,যাওয়া,കടന്നുപോകുക
738,erscheinen::V,আসা,പ്രത്യക്ഷപ്പെടുക
739,verschwinden::V,অদৃশ্য হওয়া,അദൃശ്യമാകുക
740,sinken::V,হ্রাস হওয়া,താഴുക
741,abnehmen::V,হ্রাস হওয়া,കുറിയുക
742,zunehmen::V,বৃদ্ধি পাওয়া,വർദ്ധിക്കുക
743,steigen::V,ওঠা,ഉയരുക
744,wachsen::V,বড় হওয়া,വളരുക
745,glänzen::V,জ্বলা,മിന്നുക
746,funkeln::V,জ্বল্জ্বল করা,തിളങ്ങുക
747,läuten::V,রুসুঝুসু করা,മണിമുഴങ്ങുക
748,klingeln::V,বাজা,ചിലമ്പുക
749,klirren::V,টুংটাং-শব্দ করা,കിലുക്കുക
750,brausen::V,গর্জন করা,മുഴങ്ങുക
751,rauschen::V,মর্মরধ্বনি করা,അനങ്ങുക
752,klingen::V,শব্দ করা,മുഴക്കുക
753,bellen::V,ঘেউ ঘেউ করা,കുരയ്ക്കുക
754,heulen::V,গর্জন করা,ഓരിയിടുക
755,blasen::V,ফুঁ দেওয়া,ഊതുക
756,pfeifen::V,শিস্ দেওয়া,വിസിലടിക്കുക
757,schreien::V,চিৎকার করা,ആക്രോശിക്കുക
758,stöhnen::V,গোঁ-গো করা,അരക്കം
759,stöhnen::V,গোঁ-গো করা,ആർത്തനാദം
760,zittern::V,কাঁপা,വിറയ്ക്കുക
761,leben::V,বাঁচা,താമസിക്കുക
762,geboren werden::V,জন্মানো,ജനിക്കുക
763,atmen::V,শ্বাস ফেলা,ശ്വസിക്കുക
764,trinken::V,পান করা,കുടിക്കുക
765,essen::V,ভক্ষণ করা,കഴിക്കുക
766,schlucken::V,গেলা,വിഴുങ്ങുക
767,müde werden::V,পরিশ্রান্ত হওয়া,ക്ഷീണിക്കുക
768,einschlafen::V,নিদ্রামগ্ন হওয়া,നിദ്രിക്കുക
769,schlafen::V,নিদ্রা যাওয়া,ഉറങ്ങുക
770,aufwachen::V,জাগা,ഉണരുക
771,aufstehen::V,জাগা,എഴുന്നേൽക്കുക
772,sich erholen::V,আরাম করা,വിശ്രമിക്കുക
773,krank werden::V,অসুস্থ হত্তয়া,ദീനംപിടിക്കുക
774,krank sein::V,রূগ্ণ হত্তয়া,രോഗികളാകുക
775,schmerzen::V,কন্কন করা,വേദനിക്കുക
776,husten::V,কাশা,ചുമയ്ക്കുക
777,genesen::V,আরোগ্য হওয়া,സുഖപ്പെടുക
778,sterben::V,মারা যাওয়া,മരിക്കുക
779,umkommen::V,মারা যাওয়া,മരിക്കുക
780,sich bewegen::V,চলা,സ്ഥലം_മാറുക
781,sich rühren::V,নড়া,ചലിക്കുക
782,sich erheben::V,উদিত হওয়া,നിൽക്കുക
783,sich setzen::V,বসা,ഇരിക്കുക
784,hinfallen::V,পড়া,വീഴുക
785,laufen::V,হাঁটা,നടക്കുക
786,schreiten::V,হাঁটা,നടക്കുക
787,spazierengehen::V,পায়চারি করা,ഉലാത്തുക
788,eilen::V,ত্বরাম্বিত করা,പാഞ്ഞെത്തുക
789,sich beeilen::V,ত্বরাম্বিত করা,തിരിക്കുകൂട്ടുക
790,sich beeilen::V,ত্বরাম্বিত করা,തിടുക്കം_കാട്ടുക
791,sausen::V,ধেয়ে যাওয়া,കുതിക്കുക
792,rennen::V,চলা,ഓടുക
793,springen::V,লাফানো,ചാടുക
794,klettern::V,আরোহণ করা,കയറുക
795,schaukeln::V,দোলা,ഇളകുക
796,kriechen::V,হামাগুড়ি দেওয়া,പതുങ്ങികയറുക
797,schwimmen::V,সাঁতার কাটা,നീന്തുക
798,tauchen::V,ডোবা,വെള്ളത്തിലേക്ക് ചാടുക
799,rudern::V,দাঁড় টানা,തുഴയുക
800,fahren::V,চালান,വാഹനം ഓടിക്കുക
801,fliegen::V,ওড়া,പറക്കുക
802,gehen::V,যাওয়া,പോകുക
803,weggehen::V,প্রস্থান করা,വിടുക
804,abfahren::V,প্রস্থান করা,പുറപ്പെടുക
805,anhalten::V,থামা,നിർത്തുക
806,hineingehen::V,ঢোকা,പ്രവേശിക്കുക
807,eintreten::V,ঢোকা,പ്രവേശിക്കുക
808,kommen::V,আসা,വരുക
809,ankommen::V,আসা,എത്തിച്ചേരുക
810,zurückkommen::V,ফিরা,തിരിച്ചു വരുക
811,bleiben::V,থাকা,തുടരുക
812,warten::V,অপেক্ষা করা,കാത്തിരിക്കുക
813,erwarten::V,অপেক্ষা করা,പ്രതീക്ഷിക്കുക
814,suchen::V,খোঁজ করা,തിരയുക
815,finden::V,পাওয়া,കണ്ടെത്തുക
816,versuchen::V,পরখ করা,ശ്രമിക്കുക
817,vorbereiten::V,প্রস্তুত করা,തയ്യാറെടുക്കുക
818,lieben::V,ভালবাসা,സ്നേഹിക്കുക
819,mögen::V,পছন্দ করা,ഇഷ്ടപ്പെടുക
820,lachen::V,হাসা,ചിരിക്കുക
821,rühren::V,হৃদয়ম্পর্শ করা,ഹൃദയം സ്പർശിക്കുക
822,weinen::V,কাঁদা,തേങ്ങുക
823,schimpfen::V,নালিশ করা,പിറുപിറുക്കുക
824,sich ärgern::V,রাগ হত্তয়া,കോപിക്കുക
825,sich fürchten::V,ভয় করা,പേടിക്കുക
826,fürchten::V,ডরা,പേടിക്കുക
827,fliehen::V,পালানো,രക്ഷപ്പെടുക
828,flüchten::V,পালানো,രക്ഷപ്പെടുക
829,sehen::V,দেখা,കാണുക
830,anschauen::V,দেখা,നോക്കുക
831,ansehen::V,দেখা,നോക്കുക
832,hören::V,শোনা,കേൾക്കുക
833,zuhören::V,শোনা,ശ്രദ്ധിക്കുക
834,probieren::V,পরখ করা,രുചിയുള്ളതായി_തോന്നുക
835,riechen::V,শুঁকা,മണത്തു_നോക്കുക
836,fühlen::V,অনুভব করা,സ്പർശിച്ചറിയുക
837,scheinen::V,মনে হত্তয়া,കാണപ്പെടുക
838,zu sehen sein::V,দেখা দেত্তয়া,വെളിച്ചപ്പെടുക
839,vernehmen::V,শোনা,കേൾക്കുക
840,frieren::V,শীত লাগা,വിറയ്ക്കുക
841,tun::V,করা,ചെയ്യുക
842,können::V,পারা,കഴിയുക
843,wollen::V,ইচ্ছা করা,വേണുക
844,anfangen::V,আরম্ভ করা,തുടങ്ങുക
845,beenden::V,শেষ করা,പൂർത്തിയാക്കുക
846,aufhören::V,থামা,നിർത്തുക
847,gelingen::V,সিদ্ধিলাভ করা,വിജയിക്കുക
848,geraten::V,পরিণত হত্তয়া,പരിണമിക്കുക
849,öffnen::V,খোলা,തുറക്കുക
850,schließen::V,বন্ধ করা,അടയ്ക്കുക
851,stellen::V,স্থাপন করা,വയ്ക്കുക
852,setzen::V,স্থাপন করা,വയ്ക്കുക
853,legen::V,স্থাপন করা,ഇടുക
854,berühren::V,স্পর্শ করা,തൊടുക
855,verbinden::V,সংযুক্ত করা,ഘടിപ്പിക്കുക
856,bedecken::V,ঢাকা,മുടുക
857,aufhängen::V,ঝুলানো,കെട്ടിതൂക്കുക
858,anzünden::V,জ্বালান,കത്തിക്കുക
859,aufheben::V,কুড়াইয়া তোলা,പെറുക്കിയെടുക്കുക
860,zurücklassen::V,পরিত্যাগ করা,വച്ചുപോരുക
861,verlieren::V,হারান,നഷ്ടപ്പെടുക
862,fallen lassen::V,ফেলা,വീഴ്ത്തുക
863,machen::V,গঠন করা,ഉണ്ടാക്കുക
864,herstellen::V,সৃষ্টি করা,ഉൽപാദിപ്പിക്കുക
865,bauen::V,নির্মাণ করা,നിർമ്മിക്കുക
866,reparieren::V,মেরামত করা,നന്നാക്കുക
867,verbessern::V,উন্নতিলাভ করা,മെച്ചപ്പെടുക
868,ändern::V,পরিবর্তিত করা,മാറ്റംവരുത്തുക
869,graben::V,খনন করা,കുഴിക്കുക
870,beugen::V,নোয়া,വണങ്ങുക
871,biegen::V,নোয়া,കുനിയുക
872,drehen::V,ঘোরান,തിരിക്കുക
873,wenden::V,উলটাইয়া দেত্তয়া,തിരിയുക
874,umdrehen::V,উলটানো,തിരിയുക
875,heben::V,উত্তোলন করা,ഉയർത്തുക
876,hochheben::V,উঁচু করা,ഉയർത്തുക
877,ergreifen::V,দখল করা,ബലമായി_പിടിക്കുക
878,halten::V,ধরা,പിടിക്കുക
879,drücken::V,টেপা,അമർത്തുക
880,schieben::V,ঠেলা,തള്ളുക
881,kratzen::V,চাঁচা,ചുരണ്ടുക
882,lecken::V,চাটা,നക്കുക
883,beißen::V,দংশন করা,കടിക്കുക
884,abreißen::V,বিচ্ছিন্ন করা,കീറിക്കളയുക
885,abschneiden::V,বিচ্ছিন্ন করা,മുറിച്ചുമാറ്റുക
886,binden::V,বন্ধন করা,കെട്ടുക
887,stecken::V,বিদ্ধ করা,തുളയ്ക്കുക
888,brechen::V,ভাঙা,ഉടയുക
889,klopfen::V,আঘাত করা,തട്ടുക
890,hauen::V,আঘাত করা,അടിക്കുക
891,kleben::V,সাঁটা,ഒട്ടിക്കുക
892,reiben::V,ঘষা,തിരുമ്മിത്തുടയ്ക്കുക
893,streichen::V,ছড়াইয়া,പടർത്തുക
894,schleifen::V,ধার দেওয়া,പൊടിക്കുക
895,schneiden::V,কাটা,മുറിക്കുക
896,rütteln::V,নাড়ান,മുട്ടുക
897,schütteln::V,নড়া,കുലുക്കുക
898,schwenken::V,দোলা,ആടുക
899,schütten::V,বর্ষণ করা,ഒഴിക്കുക
900,füllen::V,পরিপূর্ণ করা,നിറയ്ക്കുക
901,einwickeln::V,মুড়া,പൊതിയുക
902,tragen::V,বহন করা,വഹിക്കുക
903,schleppen::V,টানা,വലിച്ചിഴയ്ക്കുക
904,ziehen::V,টানা,വലിക്കുക
905,aufbewahren::V,রাখা,വയ്ക്കുക
906,werfen::V,ছুড়া,എറിയുക
907,fangen::V,লোফা,പിടിക്കുക
908,packen::V,ধরা,തട്ടിപ്പറിക്കുക
909,verstecken::V,গোপন করা,മറയ്ക്കുക
910,teilen::V,বিভক্ত করা,വിഭജിക്കുക
911,schicken::V,প্রেরণ করা,അയയ്ക്കുക
912,bringen::V,আনা,കൊണ്ടുവരുക
913,hinzufügen::V,একত্র করা,കൂട്ടുക
914,bekommen::V,পাওয়া,കിട്ടുക
915,erhalten::V,পাওয়া,സ്വീകരിക്കുക
916,nehmen::V,নেওয়া,എടുക്കുക
917,wählen::V,বাছা,തിരഞ്ഞെടുക്കുക
918,auswählen::V,বাছা,തിരഞ്ഞെടുക്കുക
919,bewahren::V,বাঁচাইয়া রাখা,പുലർത്തുക
920,behindern::V,বাধা দেওয়া,തടയിടുക
921,verderben::V,নষ্ট করা,നശിപ്പിക്കുക
922,beschädigen::V,ক্ষতি করা,ക്ഷതമേൽപ്പിക്കുക
923,zerbrechen::V,ভাঙ্গিয়া যাওয়া,ഉടയുക
924,zerreißen::V,ছিঁড়া,കീറുക
925,zerstören::V,বিনাশ করা,നശിപ്പിക്കുക
926,verbrennen::V,দহন করা,കത്തിനശിക്കുക
927,verbrennen::V,দহন করা,കത്തിച്ചുകളയുക
928,geben::V,দেওয়া,കൊടുക്കുക
929,geben::V,দেওয়া,തരുക
930,reichen::V,দেওয়া,കൈമാറുക
931,schenken::V,উপহার দেত্তয়া,സമ്മാനം കൊടുക്കുക
932,versprechen::V,প্রতিশ্রুতি দেওয়া,വാഗ്ദാനം_നൽകുക
933,wünschen::V,আকাঙ্ক্ষা করা,ആഗ്രഹിക്കുക
934,loben::V,প্রশংসা করা,പുകഴ്ത്തുക
935,küssen::V,চুম্বন করা,ഉമ്മവയ്ക്കുക
936,wiegen::V,দুলানো,ഇളകുക
937,zudecken::V,ঢাকা,മുടുക
938,wecken::V,জাগানো,ഉണർത്തുക
939,zeigen::V,দেখানো,കാണിക്കുക
940,führen::V,পথ দেখানো,നടത്തുക
941,lehren::V,শেখানো,പഠിപ്പിക്കുക
942,unterrichten::V,শিক্ষা দেওয়া,പരിശീലിപ്പിക്കുക
943,aufziehen::V,পালন করা,വളർത്തിക്കൊണ്ടുവരുക
944,leiten::V,পরিচালনা করা,നയിക്കുക
945,antreiben::V,চালনা করা,പ്രേരിപ്പിക്കുക
946,lassen::V,অনুমতি দেওয়া,അനുവദിക്കുക
947,einladen::V,নিমন্ত্রণ করা,ക്ഷണിക്കുക
948,vereinigen::V,এক করা,കൂടിച്ചേരുക
949,besuchen::V,দেখিতে যাওয়া,സന്ദർശിക്കുക
950,treffen::V,সন্মুখীন হওয়া,തമ്മിൽ കാണുക
951,sich versammeln::V,জড়ো হওয়া,സംയോജിപ്പിക്കുക
952,spielen::V,খেলা,കളിക്കുക
953,singen::V,গাওয়া,പാടുക
954,tanzen::V,নাচা,നൃത്തം ചെയ്യുക
955,sich trennen::V,পৃথক করা,നേർപെടുത്തുക
956,verlassen::V,পরিত্যাগ করা,പിൻവാങ്ങുക
957,retten::V,উদ্ধার করা,രക്ഷിക്കുക
958,bewachen::V,পাহারা দেওয়া,കാവൽനിൽക്കുക
959,schützen::V,রক্ষা করা,പരിരക്ഷിക്കുക
960,verteidigen::V,রক্ষা করা,പ്രതിരോധിക്കുക
961,sich schlagen::V,লড়াই করা,കലഹിക്കുക
962,schießen::V,তীরবেগে ছোটা,വെടിവെക്കുക
963,siegen::V,জেতা,വിജയിക്കുക
964,ärgern::V,বিরক্ত করা,വിഷമിപ്പിക്കുക
965,schlagen::V,আঘাত করা,അടിക്കുക
966,treten::V,লাথি মারা,തൊഴിക്കുക
967,stechen::V,দংশন করা,കുത്തുക
968,stoßen::V,ঠেলা,തള്ളുക
969,stehlen::V,অপহরণ করা,മോഷ്ടിക്കുക
970,stören::V,ঘাঁটান,ശല്യപ്പെടുത്തുക
971,belästigen::V,বিরক্ত করা,മെനക്കെടുക
972,verbergen::V,গোপন করা,മറയ്ക്കുക
973,verbergen::V,গোপন করা,ഒളിക്കുക
974,täuschen::V,প্রবঞ্চনা করা,കബളിപ്പിക്കുക
975,betrügen::V,প্রতারণা করা,ചതിക്കുക
976,töten::V,হত্যা করা,കൊല്ലുക
977,wohnen::V,বাস করা,താമസിക്കുക
978,arbeiten::V,কাজ করা,ജോലിചെയ്യുക
979,sammeln::V,সংগ্রহ করা,സഞ്ചയിക്കുക
980,pflücken::V,চয়ন করা,പറിച്ചെടുക്കുക
981,jagen::V,শিকার করা,വേട്ടയാടുക
982,fischen::V,মাছ ধরা,മീൻ പിടിക്കുക
983,fassen::V,ধরা,പിടിക്കുക
984,hüten::V,যুথভুক্ত করা,ചേർക്കുക
985,treiben::V,চালনা করা,വാഹനം_ഓടിക്കുക
986,anbinden::V,বন্ধন করা,കെട്ടിയിടുക
987,füttern::V,ভোজন করানো,തീറ്റുക
988,melken::V,দুগ্ধ দোহন করা,പാലുകറക്കുക
989,hacken::V,কাটা,വെട്ടിമുറിക്കുക
990,gießen::V,বর্ষণ করা,നനയ്ക്കുക
991,reifen::V,পাকা,പാകമാകുക
992,zubereiten::V,রন্ধন করা,പാചകം_ചെയ്യുക
993,kochen::V,রন্ধন করা,വേവിക്കുക
994,backen::V,সেকা,ബേക്ക് ചെയ്യുക
995,braten::V,ভাজা,പോരിക്കുക
996,umrühren::V,নড়ানো,ഇളക്കുക
997,stricken::V,বোনা,മെടയുക
998,nähen::V,সেলাই করা,തുന്നുക
999,färben::V,রঞ্জিত করা,ചായം പൂശുക
1000,reinigen::V,পরিষ্কার করা,വൃത്തിയാക്കുക
1001,waschen::V,পরিষ্কার করা,കഴുകുക
1002,abwischen::V,মুছা,തുടയ്ക്കുക
1003,spülen::V,পরিষ্কার করা,കഴുകുക
1004,fegen::V,ঝাঁট দেওয়া,അടിച്ചുവാരുക
1005,kehren::V,ঝাঁট দেওয়া,അടിച്ചുവാരുക
1006,baden::V,অবগাহন করা,നീന്തിത്തുടിക്കുക
1007,sich waschen::V,ধোয়া,കഴുകുക
1008,ausziehen::V,খুলা,ഇഴുക്കുക
1009,anziehen::V,গায়ে দেত্তয়া,ഉടുക്കുക
1010,sich anziehen::V,পোশাক পরা,ധരിച്ച നേടുകയുക
1011,kämmen::V,আঁচড়ানো,മുടിചീകുക
1012,schmücken::V,সাজান করা,അലങ്കരിക്കുക
1013,sagen::V,উচ্চারণ করা,പറയുക
1014,sprechen::V,বলা,സംസാരിക്കുക
1015,reden::V,আলাপ করা,സംസാരിക്കുക
1016,sich unterhalten::V,আড্ডা দেওয়া,നർമ്മസല്ലാപം നടത്തുക
1017,fragen::V,জিজ্ঞাসা করা,ചോദിക്കുക
1018,bitten::V,প্রার্থনা করা,അപേക്ഷിക്കുക
1019,erzählen::V,বর্ণনা করা,പറയുക
1020,mitteilen::V,বলা,അറിയിക്കുക
1021,nennen::V,নাম দেওয়া,പേരിടുക
1022,rufen::V,আমন্ত্রণ করা,വിളിക്കുക
1023,prahlen::V,বড়াই করা,പൊങ്ങച്ചം പറയുക
1024,übersetzen::V,ভাষাস্তরিত করা,പരിഭാഷപ്പെടുത്തുക
1025,denken::V,ভাবা,ചിന്തിക്കുക
1026,glauben::V,বিশ্বাস করা,വിശ്വസിക്കുക
1027,bemerken::V,লক্ষ্য করা,ശ്രദ്ധിക്കുക
1028,erkennen::V,চিনিতে পারা,തിരിചറിയുക
1029,begreifen::V,উপলব্ধি করা,കൈപ്പിടിയിലാക്കുക
1030,verstehen::V,উপলব্ধি করা,മനസ്സിലാക്കുക
1031,lernen::V,শেখা,പഠിക്കുക
1032,wissen::V,জানা,അറിയുക
1033,sich erinnern an::V,মনে করা,ഓർമിക്കുക
1034,vergessen::V,বিস্মৃত হওয়া,മറക്കുക
1035,messen::V,মাপা,അളക്കുക
1036,zählen::V,গণনা করা,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1037,rechnen::V,হিসাব করা,ഗണിക്കുക
1038,lesen::V,পাঠ করা,വായിക്കുക
1039,malen::V,আঁকা,ചിത്രം വരയ്ക്കുക
1040,zeichnen::V,ছকা,വരയ്ക്കുക
1041,schreiben::V,লেখা,എഴുതുക
1042,besitzen::V,অধিকার করা,സ്വന്തമാക്കുക
1043,kaufen::V,ক্রয় করা,വാങ്ങുക
1044,verkaufen::V,বেচা,വിൽക്കുക
1045,bezahlen::V,প্রদান করা,പരിഹാരം ചെയ്യുക
1046,zahlen::V,প্রদান করা,പണം അടയ്ക്കുക
1047,beherrschen::V,শাসন করা,ഭരിക്കുക
1048,ertragen::V,বহন করা,താങ്ങുക
1049,lärmen::V,,ശബ്ദമുണ്ടാക്കുക
