,Concept_ID,cy,te
116,Bucht::N,bae,మరుగు
117,Insel::N,ynys,దీవి
118,Blume::N,blodyn,పుష్పము
119,Gras::N,glaswellt,పచ్చగడ్డి
120,Wurzel::N,gwreiddyn,వేరు
121,Baum::N,coeden,చెట్టు
122,Stamm::N,colfen,చెట్టుబోదె
123,Stamm::N,boncyff,చెట్టుబోదె
124,Rinde::N,rhisgl,చెట్టుపట్ట
125,Ast::N,cangen,కొమ్మ
126,Zweig::N,cainc,చివుకు
127,Zweig::N,cangen,చివుకు
128,Blatt::N,deilen,ఆకు
129,Birke::N,bedwen,తరహా చెట్టు
130,Kiefer[Baum]::N,pinwydden,దేవదారు చెట్టు
131,Weide[Baum]::N,helygen,జాతిచెట్టు
132,Tanne::N,ffynidwydden,దేవదారుచెట్టు
133,Horn::N,corn,కొమ్ము
134,Feder::N,plufyn,ఈక
135,Fell::N,ffwr,తోలు
136,Flügel::N,adain,ఱెక్క
137,Klaue::N,crafanc,వంకరగోరు
138,Kralle::N,ewin,వంకరగోరు
139,Schwanz::N,cwt,తోక
140,Schwanz::N,cynffon,తోక
141,Ei::N,wy,గ్రుడ్డు
142,Nest::N,nyth,పక్షిగూడు
143,Bau::N,ffau,గుహ
144,Tier::N,anifail,జంతువు
145,Herde::N,praidd,మంద
146,Herde::N,diadell,మంద
147,Kuh::N,buwch,ఆవు
148,Bulle::N,tarw,గిత్త
149,Pferd::N,ceffyl,గుఱ్ఱము
150,Schaf::N,dafad,గొఱ్ఱె
151,Schwein::N,mochyn,పంది
152,Hund::N,ci,కుక్క
153,Katze::N,cath,పిల్లి
154,Bär::N,arth,ఎలుగుబంటి
155,Eichhörnchen::N,gwiwer,ఉడుత
156,Elch::N,elc,కణంజు
157,Fuchs::N,cadno,గుంటనక్క
158,Hase::N,ysgyfarnog,కుందేలు
159,Maus::N,llygoden,చిట్టెలుక
160,Wolf::N,blaidd,తోడేలు
161,Vogel::N,aderyn,పక్షి
162,Schwarm::N,haid,గుంపు
163,Huhn::N,cyw,కోడిపిల్ల
164,Hahn::N,ceiliog,కోడివుంజు
165,Gans::N,gŵydd,ఆడుబాతు
166,Adler::N,eryr,గ్రద్ద
167,Ente::N,hwyad,పాట్టిబాతు
168,Eule::N,tylluan,గ్రుడ్లగూబ
169,Kranich::N,garan,కొంగ
170,Kranich::N,crychydd,కొంగ
171,Krähe::N,brân,కాకి
172,Kuckuck::N,cog,కోయల
173,Kuckuck::N,cwcw,కోయల
174,Schwan::N,alarch,హంస
175,Fisch::N,pysgod,చేప
176,Barsch::N,draenog,ఒకచేఁప
177,Hecht::N,penhwyad,గండుమీను
178,Schlange[Tier]::N,neidr,పాము
179,Wurm::N,abwydyn,పురుగు
180,Wurm::N,pryf genwair,పురుగు
181,Spinne::N,cor,సాలె పురుగు
182,Spinne::N,pryf copyn,సాలె పురుగు
183,Ameise::N,morgrugyn,చీమ
184,Laus::N,lleuen,పేను
185,Mücke::N,gwybedyn,చీకటీగ
186,Fliege::N,cleren,ఈగ
187,Schmetterling::N,glöyn byw,సీతాకోకచిలుక
188,Schmetterling::N,iâr fach yr haf,సీతాకోకచిలుక
189,Beere::N,aeronen,కాయ
190,Apfel::N,afal,ఆపిల్ పండు
191,Pilz::N,madarch,కుక్కగొడుగు
192,Zwiebel::N,nionyn,నీరుల్లి
193,Zwiebel::N,winwnsyn,నీరుల్లి
194,Saat::N,had,విత్తనము
195,Korn::N,grawn,గింజ
196,Heu::N,gwair,ఎండుగడ్డి
197,Schale::N,croen,పొట్టు
198,Schale::N,plisgyn,పొట్టు
199,Grube::N,pwll,గొయ్యి
200,Grube::N,pydew,గొయ్యి
201,Falle::N,magl,బోను
202,Schlinge::N,cwlwm rhedeg,ఉరి
203,Spur::N,ôl,జాడ
204,Asche::N,lludw,బూడిద
205,Dreck::N,baw,ముఱికి
206,Dreck::N,budreddi,ముఱికి
207,Eisen::N,haearn,ఇనుము
208,Gold::N,aur,బంగారము
209,Silber::N,arian,వెండి
210,Kohle::N,glo,నేలబొగ్గు
211,Glas::N,gwydr,గాజు
212,Lehm::N,clai,బంకమన్ను
213,Sand::N,tywod,ఇసుక
214,Mensch::N,dyn,నరుడు
215,Mann::N,dyn,పురుమడు
216,Frau::N,merch,ఆడుది
217,Frau::N,gwraig,ఆడుది
218,Kind::N,plentyn,బిడ్డ
219,Junge::N,hogyn,బాలుడు
220,Junge::N,bachgen,బాలుడు
221,Mädchen::N,merch,బాలిక
222,Mädchen::N,geneth,బాలిక
223,Familie::N,teulu,కుటుంబము
224,Familie::N,tylwyth,కుటుంబము
225,Großvater::N,taid,తాత
226,Großvater::N,tad-cu,తాత
227,Großmutter::N,nain,అయ్యమ్మ
228,Großmutter::N,mam-gu,అయ్యమ్మ
229,Eltern::N,rhieni,తల్లితండ్రులు
230,Vater::N,tad,తండ్రి
231,Mutter::N,mam,తల్లి
232,Sohn::N,mab,కొడుకు
233,Tochter::N,merch,కూతురు
234,Bruder::N,brawd,పోదరుడు
235,Schwester::N,chwaer,సోదరి
236,Onkel::N,ewythr,మేనమామ
237,Tante::N,modryb,మేనత్త
238,Tante::N,modryb,పినతల్లి
239,Ehemann::N,gŵr,భర్త
240,Ehefrau::N,gwraig,భార్య
241,Freude::N,gorfoledd,సంతోషము
242,Gelächter::N,chwerthin,నవ్వు
243,Glück::N,hapusrwydd,సంతోషము
244,Kummer::N,galar,దుఃఖము
245,Wunsch::N,dymuniad,కోరిక
246,Lust::N,chwant,కోరిక
247,Geist::N,ysbryd,ఆత్మ
248,Gedanke::N,meddwl,ఆలోచన
249,Gedächtnis::N,cof,జ్ఞాపకము
250,Verstand::N,meddwl,మనస్సు
251,Sinn::N,ystyr,అర్థము
252,Grund::N,achos,కారణము
253,Grund::N,rheswm,కారణము
254,Wahrheit::N,gwir,సత్యము
255,Wahrheit::N,gwirionedd,సత్యము
256,Gespräch::N,sgwrs,పంభాషణ
257,Märchen::N,chwedl werin,అద్భుతకథ
258,Erzählung::N,stori,కథ
259,Nachricht::N,neges,వార్త
260,Neuigkeit::N,newydd,వార్త
261,Name::N,enw,పేరు
262,Rätsel::N,pos,చిక్కు
263,Rede::N,araith,ఉపన్యాసము
264,Sprache::N,iaith,భాష
265,Stimme::N,llais,కంరథ్సని
266,Wort::N,gair,మాట
267,Zeichen::N,arwydd,గుర్తు
268,Ruf::N,galwad,పిలువు
269,Lärm::N,trwst,సందడి
270,Laut::N,sain,ధ్వని
271,Ton::N,tôn,స్వరము
272,Lied::N,cân,పాట
273,Ruhe::N,tawelwch,గాలిలేమి
274,Leute::N,pobl,జనులు
275,Volk::N,pobl,జాతి
276,Arbeit::N,gwaith,పని
277,Gast::N,gwestai,అతిధి
278,Geschenk::N,rhodd,దానము
279,Geschenk::N,anrheg,దానము
280,Spiel::N,chwarae,ఆట
281,Gesellschaft::N,cwmni,జట్టు
282,Hilfe::N,cymorth,సాహాయ్యము
283,Freund::N,cyfaill,స్నేహితుడు
284,Kamerad::N,cydymaith,చెలికాడు
285,Angelegenheit::N,pwnc,విషయము
286,Anzahl::N,cyfrif,లెక్క
287,Art::N,bath,జాతి
288,Stück::N,darn,తునుక
289,Teil::N,rhan,భాగము
290,Hälfte::N,hanner,సగము
291,Kreis::N,cylch,వృత్తము
292,Kreuz::N,croes,సిలువ
293,Linie::N,llinell,గీత
294,Strich::N,strôc,గీత
295,Strich::N,trawiad,గీత
296,Abstand::N,bwlch,సందు
297,Abstand::N,pellter,సందు
298,Entfernung::N,pellter,దూరము
299,Gegend::N,cylch,విస్తీర్ణము
300,Platz::N,lle,ఎడము
301,Ort::N,lle,స్థలము
302,Seite::N,ochr,ప్రక్క
303,Mitte::N,canol,నడిమి
304,Gegenstand::N,eitem,పద్దు
305,Sache::N,peth,వస్తువు
306,Rand::N,cwr,అంచు
307,Rand::N,ymyl,అంచు
308,Kante::N,min,అంచు
309,Kante::N,ymyl,అంచు
310,Ecke::N,cornel,మూల
311,Spitze::N,blaen,మొన
312,Ende::N,pen,కొన
313,Loch::N,twll,రంధ్రము
314,Winkel::N,congl,కోణము
315,Muster::N,patrwm,మాదిరి
316,Größe::N,maint,పరిమాణము
317,Größe::N,maintioli,పరిమాణము
318,Länge::N,hyd,పొడుగు
319,Höhe::N,uchder,పొడుగు
320,Gewicht::N,pwysau,భారము
321,Menge::N,swm,మొత్తము
322,Menge::N,maint,మొత్తము
323,Haufen::N,pentwr,రాశి
324,Reihe::N,rhes,వరుస
325,Boot::N,cwch,పడవ
326,Ruder::N,rhwyf,అడక
327,Schlitten::N,sled,సరవండ్లు
328,Schlitten::N,car llusg,సరవండ్లు
329,Ski::N,sgi,స్కీ
330,Lagerfeuer::N,coelcerth,నెగడు
331,Last::N,llwyth,బరువు
332,Gang::N,tro,నడక
333,Schritt::N,cam,అడుగు
334,Norden::N,gogledd,ఉత్తరదిక్కు
335,Süden::N,de,దక్షిణము
336,Westen::N,gorllewin,పడమర
337,Osten::N,dwyrain,తూర్పు
338,Holz::N,pren,కొయ్య
339,Brett::N,bwrdd,పలక
340,Brett::N,astell,పలక
341,Platte::N,llech,పలక
342,Stütze::N,ateg,వాల్సేడ్లు
343,Stütze::N,cynhalydd,వాల్సేడ్లు
344,Stange::N,polyn,స్తంభము
345,Stock::N,ffon,కఱ్ఱ
346,Stock::N,brigyn,కఱ్ఱ
347,Stab::N,ffon,కఱ్ఱ
348,Rohr::N,pibell,గొట్టము
349,Haus::N,tŷ,ఇల్లు
350,Heim::N,cartref,స్వగృహము
351,Ofen::N,stof,పొయ్యి
352,Fußboden::N,llawr,నేల
353,Tisch::N,bwrdd,మేజా
354,Stuhl::N,cadair,కుర్చీ
355,Wiege::N,crud,ఉయ్యాల
356,Bett::N,gwely,పడక
357,Bett::N,gwely,మంచం
358,Regal::N,silff,అటక
359,Kiste::N,bocs,వెట్టె
360,Kiste::N,blwch,వెట్టె
361,Fenster::N,ffenestr,కిటికి
362,Tür::N,drws,ద్వారము
363,Tor::N,porth,ద్వారము
364,Zaun::N,ffens,కంచె
365,Dach::N,to,ఇంటివైకప్పు
366,Leiter::N,ysgol,నిచ్చెన
367,Besen::N,ysgub,చీపురుకట్ట
368,Spaten::N,rhaw,పాఱ
369,Schaufel::N,rhaw,పాఱ
370,Gabel::N,fforc,ముండ్లగరిటె
371,Löffel::N,llwy,గరిటె
372,Messer::N,cyllell,కత్తి
373,Nagel::N,hoel,మేకు
374,Netz::N,gwe,వల
375,Netz::N,rhwyd,వల
376,Haken::N,bach,కొక్కెము
377,Griff::N,carn,పిడి
378,Schloss::N,clo,తాళము
379,Bild::N,llun,చిత్రము
380,Bild::N,pictiwr,చిత్రము
381,Figur::N,ffigur,రూపము
382,Puppe::N,dol,బొమ్మ
383,Beutel::N,cwd,సంచి
384,Bündel::N,bwndel,మూట
385,Bündel::N,coflaid,మూట
386,Tasche::N,cod,సంచి
387,Eimer::N,bwced,చేద
388,Eimer::N,cunnog,చేద
389,Deckel::N,caead,మూత
390,Geschirr::N,llestri,వంటకాలు
391,Sack::N,sach,గోనెసంచి
392,Tasse::N,cwpan,గిన్నె
393,Topf::N,pot,కుండ
394,Topf::N,crochan,కుండ
395,Kessel::N,tegell,నీరుకాచుపాత్ర
396,Essen::N,pryd o fwyd,ఆహారము
397,Nahrung::N,bwyd,ఆహారము
398,Speise::N,saig,ఆహారము
399,Fleisch::N,cig,మాంసము
400,Getreide::N,ŷd,ధాన్యము
401,Getreide::N,llafur,ధాన్యము
402,Brei::N,uwd,గుజ్జు
403,Brot::N,bara,రొట్టె
404,Scheibe::N,tafell,బద్ద
405,Fett::N,saim,క్రొవ్వు
406,Fett::N,braster,క్రొవ్వు
407,Butter::N,ymenyn,వెన్న
408,Öl::N,olew,నూనె
409,Salz::N,halen,ఉప్పు
410,Suppe::N,cawl,చారు
411,Honig::N,mêl,తెనె
412,Milch::N,llaeth,పాలు
413,Milch::N,llefrith,పాలు
414,Tee::N,te,తేనీరు
415,Leder::N,lledr,బాగుచేసివతోలు
416,Wolle::N,gwlân,ఉన్ని
417,Stoff::N,lliain,బట్ట
418,Stoff::N,brethyn,బట్ట
419,Nadel::N,nodwydd,సూది
420,Faden::N,edau,దారము
421,Faden::N,edefyn,దారము
422,Knopf::N,botwm,బొత్తాము
423,Knoten::N,cwlwm,ముడి
424,Farbe::N,paent,రంగు
425,Kleidung::N,dillad,బట్టలు
426,Kleidung::N,gwisgoedd,బట్టలు
427,Hemd::N,crys,చొక్కాయ
428,Kragen::N,coler,మాల
429,Ärmel::N,llawes,చొక్కాయచెయ్యి
430,Hose::N,trowsus,ఇజారు
431,Gürtel::N,gwregys,పటకా
432,Mütze::N,cap,టోపి
433,Schuh::N,esgid,పాదరక్ష
434,Stiefel::N,botasen,బూటు
435,Ring::N,modrwy,ఉంగరము
436,Band::N,rhuban,నాడా
437,Kamm::N,crib,దువ్వెన
438,Spiegel::N,drych,అద్దము
439,Riemen::N,strap,వాడా
440,Schnur::N,llinyn,దారము
441,Leine::N,tennyn,వారు
442,Decke::N,blanced,కంబళి
443,Decke::N,gwrthban,కంబళి
444,Kissen::N,clustog,తలగడ
445,Kissen::N,gobennydd,తలగడ
446,Tuch::N,sgarff,బట్ట
447,Handtuch::N,tywel,తువాలు
448,Handtuch::N,lliain sychu,తువాలు
449,Kraft::N,grym,బలము
450,Stärke::N,nerth,శక్తి
451,Stärke::N,cryfder,శక్తి
452,Gesundheit::N,iechyd,ఆరోగ్యము
453,Krankheit::N,afiechyd,రోగము
454,Krankheit::N,anhwylder,రోగము
455,Schmerz::N,poen,నొప్పి
456,Schmerz::N,gwayw,నొప్పి
457,Wunde::N,clwyf,గాయము
458,Fieber::N,twymyn,జ్వరము
459,Arznei::N,meddyginiaeth,మందు
460,Brücke::N,pont,వంతెన
461,Brunnen::N,ffynnon,బావి
462,Brunnen::N,ffynnon,కూపము
463,Brunnen::N,ffynnon,నుయ్యి
464,Weide::N,porfa,పచ్చికబయలు
465,Pfad::N,llwybr,కాలిత్రోవ
466,Weg::N,ffordd,మార్గము
467,Straße::N,heol,బాట
468,Straße::N,ffordd,బాట
469,Dorf::N,pentref,గ్రామము
470,Stadt::N,tref,పట్టణము
471,Brief::N,llythyr,జాబు
472,Buch::N,llyfr,పుస్తకము
473,Buchstabe::N,llythyren,అక్షరము
474,Zeitung::N,papur newydd,వార్తాపత్రిక
475,Leben::N,bywyd,ప్రాణము
476,Tod::N,marwolaeth,మరణము
477,Grab::N,bedd,సమాధి
478,Kirche::N,eglwys,క్రెస్తవులగుడి
479,Sünde::N,pechod,పాపము
480,Gott::N,duw,దేవుడు
481,Arbeiter::N,gweithiwr,పనిపాటుచేశేవాడు
482,Chef::N,pennaeth,యజమానుడు
483,Meister::N,meistr,కళాకారుడు
484,Arzt::N,meddyg,వైద్యుడు
485,Lehrer::N,athro,ఉపాధ్యాయుడు
486,Geld::N,pres,ద్రవ్యము
487,Geld::N,arian,ద్రవ్యము
488,Geschäft::N,busnes,వ్యాపారము
489,Laden::N,siop,అంగడి
490,Preis::N,pris,వెల
491,Ware::N,nwydd,సరకులు
492,Nutzen::N,elw,ప్రయోజనము
493,Nutzen::N,budd,ప్రయోజనము
494,Reichtum::N,cyfoeth,ధనము
495,Welt::N,byd,ప్రపంచము
496,Land::N,gwlad,దేశము
497,Staat::N,gwladwriaeth,రాజ్యము
498,König::N,brenin,రాజు
499,Macht::N,grym,అధికారము
500,Macht::N,awdurdod,అధికారము
501,Grenze::N,ffin,సరిహద్దు
502,Grenze::N,goror,సరిహద్దు
503,Krieg::N,rhyfel,యుద్ధము
504,Feind::N,gelyn,శత్రువు
505,Gewalt::N,ffyrnigrwydd,దౌర్జన్యము
506,Kampf::N,brwydr,పోట్లాట
507,Bogen[Waffe]::N,bwa,విల్లు
508,Pfeil::N,saeth,బాణము
509,Gewehr::N,dryll,తుపాకి
510,Fehler::N,gwall,తప్ప
511,Fehler::N,camgymeriad,తప్ప
512,Lüge::N,celwydd,అసత్యము
513,Lüge::N,anwiredd,అసత్యము
514,Schaden::N,niwed,నష్టము
515,Schaden::N,difrod,నష్టము
516,Unglück::N,anffawd,దురదృష్టము
517,Schuld::N,bai,తప్పు
518,Alter::N,oed,వయస్సు
519,Schluss::N,diwedd,ముగింపు
520,Zeit::N,amser,కాలము
521,Tag::N,dydd,దినము
522,Tag::N,diwrnod,దినము
523,Morgen::N,bore,ఉదయము
524,Mittag::N,nawn,మధ్యాహ్నము
525,Abend::N,noswaith,సాయంకాలము
526,Nacht::N,nos,రత్రి
527,Woche::N,wythnos,వారము
528,Monat::N,mis,నెల
529,Jahr::N,blwyddyn,సంవత్సరము
530,Frühling::N,gwanwyn,వసంతకాలము
531,Sommer::N,haf,వేసవికాము
532,Herbst::N,hydref,ఆకురాలుకాలము
533,Winter::N,gaeaf,శీతకాలము
534,Januar::N,Ionawr,జనవరి
535,Februar::N,Chwefror,ఫిబ్రవరి
536,März::N,Mawrth,మార్చి
537,April::N,Ebrill,ఏప్రిలు
538,Mai::N,Mai,మే
539,Juni::N,Mehefin,జూన్
540,Juli::N,Gorffennaf,జూలై
541,August::N,Awst,ఆగస్టు
542,September::N,Medi,సెప్ఠెంబరు
543,Oktober::N,Hydref,అక్టోబరు
544,November::N,Tachwedd,నవంబరు
545,Dezember::N,Rhagfyr,డిసెంబర్
546,Montag::N,dydd Llun,సోమవారము
547,Dienstag::N,dydd Mawrth,మంగళవారము
548,Mittwoch::N,dydd Mercher,బుధవారము
549,Donnerstag::N,dydd Iau,గురువారము
550,Freitag::N,dydd Gwener,శుక్రవారము
551,Samstag::N,dydd Sadwrn,శనివారము
552,Sonntag::N,dydd Sul,ఆదివారము
553,groß::A,mawr,గొప్పైన
554,klein::A,bach,చిన్న
555,lang::A,hir,పొడుగాటి
556,kurz::A,byr,పొట్టి
557,kurz::A,cwta,పొట్టి
558,breit::A,llydan,వెడల్పైన
559,schmal::A,cul,ఇఱుకైన
560,dicht::A,dwys,దట్టమైన
561,dick[Gegenstand]::A,trwchus,దట్టమైన
562,dünn::A,tenau,పలుచని
563,fein::A,main,నాజాకైన
564,fest::A,cadarn,దృడమైవ
565,flach::A,gwastad,చదువైన
566,glatt::A,llyfn,నున్నని
567,hart::A,caled,కఠినమైన
568,weich::A,meddal,మృదువైన
569,rund::A,crwn,గుండ్రని
570,spitz::A,pigfain,మొనగల
571,scharf::A,miniog,పదనైన
572,stumpf::A,pŵl,వాడిలేని
573,schwer::A,trwm,బరువ్తెన
574,schön::A,teg,సుందరమైన
575,schön::A,hardd,సుందరమైన
576,schön::A,prydferth,సుందరమైన
577,heiß::A,poeth,వేడియైన
578,warm::A,twym,వెచ్చని
579,warm::A,cynnes,వెచ్చని
580,kalt::A,oer,చల్లని
581,kühl::A,oeraidd,చల్లని
582,frisch::A,iach,తాజాయైన
583,feucht::A,llaith,చెమ్మగానున్న
584,nass::A,gwlyb,తడిగామన్న
585,trocken::A,sych,ఎండిన
586,voll::A,llawn,నిండు
587,leer::A,gwag,శూన్యమైన
588,offen::A,agored,తెఱచియున్న
589,geschlossen::A,caead,మూసిన
590,geschlossen::A,caeëdig,మూసిన
591,sauber::A,glân,పరిశుద్ధమైన
592,schmutzig::A,budr,ముఱికియైన
593,schmutzig::A,brwnt,ముఱికియైన
594,roh::A,amrwd,పచ్చి
595,reif::A,aeddfed,పండివ
596,lecker::A,blasus,రుచి గల
597,lecker::A,danteithiol,రుచి గల
598,süß::A,melys,తియ్యని
599,bitter::A,chwerw,చేదైన
600,sauer::A,sur,పుల్లని
601,hell::A,disglair,కాంతిగల
602,dunkel::A,tywyll,చీకటియైన
603,schwarz::A,du,నల్లని
604,weiß::A,gwyn,తెలుపు
605,rot::A,coch,ఎఱ్ఱని
606,gelb::A,melyn,పసుపు పచ్చ
607,blau::A,glas,నీలవర్ణము
608,grün::A,gwyrdd,ఆకుపచ్చని
609,grau::A,llwyd,నెరిసిన
610,bunt::A,lliwgar,రంగేలీ
611,billig::A,rhad,చౌకయైన
612,teuer::A,drud,వెలపొడుగైన
613,wertvoll::A,gwerthfawr,విలుప్తెన
614,blind::A,dall,గ్రుడ్డి
615,taub::A,byddar,చెవిటి
616,kräftig::A,nerthol,శక్తి గల
617,kräftig::A,grymus,శక్తి గల
618,stark::A,cryf,బలమైన
619,stark::A,cadarn,బలమైన
620,schwach::A,gwan,బలహీనమైన
621,fett::A,tew,క్రొవ్విన
622,schlank::A,main,సన్నని
623,hübsch::A,tlws,సాగప్తెన
624,böse::A,drwg,చెడ్డ
625,dumm::A,twp,తెలివిలేని
626,faul::A,diog,సోమరియైన
627,fleißig::A,dyfal,శ్రద్దగల
628,geizig::A,crintach,పిసినారియైన
629,geizig::A,cybyddlyd,పిసినారియైన
630,klug::A,deallus,తెలివిగల
631,geschickt::A,medrus,నిపుణతగల
632,geschickt::A,deheuig,నిపుణతగల
633,lieb::A,hoff,ప్రియమైన
634,lieb::A,annwyl,ప్రియమైన
635,lustig::A,llon,ఉల్లాసము గల
636,sanft::A,mwyn,సాధువైన
637,hungrig::A,newynog,ఆకలిగొనిన
638,krank::A,sâl,వ్యాధిగల
639,krank::A,gwael,వ్యాధిగల
640,nackt::A,noeth,దిగంబరమైన
641,traurig::A,trist,విచారముగల
642,lebendig::A,yn fyw,ప్రాణముతో నున్న
643,gut::A,da,మంచి
644,schlecht::A,drwg,చెడ్డ
645,schlecht::A,gwael,చెడ్డ
646,richtig::A,cywir,సరియైన
647,schlimm::A,enbyd,అసహ్యమైన
648,wahr::A,gwir,నిజమైన
649,alt::A,hen,ముసలి
650,neu::A,newydd,క్రొత్త
651,ehemalig::A,blaenorol,పూర్వపు
652,alt[Lebewesen]::A,oedrannus,ముసలి
653,jung::A,ifanc,పసి
654,arm::A,tlawd,బీద
655,reich::A,cyfoethog,ధనవంతుడైన
656,bekannt::A,cynefin,తెలిసిన
657,bekannt::A,cyfarwydd,తెలిసిన
658,berühmt::A,enwog,ప్రపిద్దికెక్కివ
659,fremd::A,estron,అన్యమైన
660,verschieden::A,gwahanol,భేదమైన
661,nah::A,agos,దగ్గఱనున్న
662,fern::A,pell,దూరమందున్న
663,linker::A,aswy,ఎడమప్రక్కగ
664,linker::A,chwith,ఎడమప్రక్కగ
665,rechter::A,de,కుడి
666,rechter::A,deau,కుడి
667,anderer::A,arall,వేఱ్తెన
668,erster::A,cyntaf,మొదటి
669,zweiter::A,ail,రెండన
670,dritter::A,trydydd,మూడో
671,letzter::A,olaf,కడపటి
672,allein::ADV,unig,ఒంటిగా
673,allein::ADV,ar ei ben ei hun,ఒంటిగా
674,auf einmal::ADV,ar yr un pryd,హరాత్తుగ
675,zusammen::ADV,ynghyd,కలిసి
676,zusammen::ADV,gyda'i gilydd,కలిసి
677,lange::ADV,amser hir,బహుకాలము
678,plötzlich::ADV,yn sydyn,హరాత్తుగ
679,sofort::ADV,ar unwaith,తక్షణము
680,später::ADV,yn ddiweddarach,ఇటీవలి
681,jetzt::ADV,yn awr,ఇప్పుడు
682,heute::ADV,heddiw,నేడు
683,morgen::ADV,yfory,ఱేపు
684,bald::ADV,yn fuan,శీఘ్రముగ
685,bald::ADV,gyda hyn,శీఘ్రముగ
686,dann::ADV,yna,అప్పుడు
