,Concept_ID,ru,lt
92,Eis::N,лед,ledas
93,Frost::N,мороз,šalna
94,Kälte::N,холод,šaltis
95,Hitze::N,жара,karštis
96,Raureif::N,иней,šerkšnas
97,Regenbogen::N,радуга,vaivorykštė
98,Donner::N,гром,perkūnas
99,Donner::N,гром,griaustinis
100,Strömung::N,течение,tėkmė
101,Tropfen::N,капля,lašas
102,Schaum::N,пена,putos
103,Schmutz::N,грязь,purvas
104,See::N,озеро,ežeras
105,Sumpf::N,топь,klampynė
106,Sumpf::N,топь,liūnas
107,Moor::N,болото,pelkė
108,Wiese::N,луг,pieva
109,Wald::N,лес,miškas
110,Hügel::N,холм,kalva
111,Anhöhe::N,возвышенность,kauburys
112,Berg::N,гора,kalnas
113,Gipfel::N,вершина,viršūnė
114,Höhle::N,пещера,ola
115,Abhang::N,склон,šlaitas
116,Abhang::N,склон,nuokalnė
117,Quelle::N,источник,versmė
118,Quelle::N,источник,šaltinis
119,Bach::N,ручей,upelis
120,Fluss::N,река,upė
121,Ufer::N,берег,krantas
122,Küste::N,побережье,pajūris
123,Festland::N,суша,sausuma
124,Meer::N,море,jūra
125,Bucht::N,бухта,įlanka
126,Bucht::N,бухта,užutekis
127,Insel::N,остров,sala
128,Blume::N,цветок,gėlė
129,Gras::N,трава,žolė
130,Wurzel::N,корень,šaknis
131,Baum::N,дерево,medis
132,Stamm::N,ствол,kamienas
133,Rinde::N,кора,žievė
134,Ast::N,сук,šaka
135,Zweig::N,ветвь,šakelė
136,Blatt::N,лист,lapas
137,Birke::N,береза,beržas
138,Kiefer[Baum]::N,сосна,pušis
139,Weide[Baum]::N,ива,karklas
140,Tanne::N,ель,eglė
141,Tanne::N,ель,kėnis
142,Horn::N,рог,ragas
143,Feder::N,перо,plunksna
144,Fell::N,шкура,kailis
145,Flügel::N,крыло,sparnas
146,Klaue::N,коготь,kanopa
147,Kralle::N,лапа,nagas
148,Schwanz::N,хвост,uodega
149,Ei::N,яйцо,kiaušinis
150,Nest::N,гнездо,gūžta
151,Nest::N,гнездо,lizdas
152,Bau::N,нора,ola
153,Tier::N,животное,gyvūnas
154,Herde::N,стадо,banda
155,Herde::N,стадо,kaimenė
156,Kuh::N,корова,karvė
157,Bulle::N,бык,bulius
158,Pferd::N,лошадь,arklys
159,Schaf::N,овца,avis
160,Schwein::N,свинья,kiaulė
161,Hund::N,собака,šuo
162,Katze::N,кошка,katė
163,Bär::N,медведь,lokys
164,Eichhörnchen::N,белка,voveraitė
165,Elch::N,лось,briedis
166,Fuchs::N,лиса,lapė
167,Hase::N,заяц,kiškas
168,Maus::N,мышь,pelė
169,Wolf::N,волк,vilkas
170,Vogel::N,птица,paukštis
171,Schwarm::N,стая,spiečius
172,Huhn::N,курица,višta
173,Hahn::N,петух,gaidys
174,Gans::N,гусь,žąsis
175,Adler::N,орел,erelis
176,Ente::N,утка,antis
177,Eule::N,сова,pelėda
178,Kranich::N,журавль,gervė
179,Krähe::N,ворона,varna
180,Kuckuck::N,кукушка,gegužė
181,Schwan::N,лебедь,gulbė
182,Fisch::N,рыба,žuvis
183,Barsch::N,окунь,ešerys
184,Hecht::N,щука,lydeka
185,Schlange[Tier]::N,змея,gyvatė
186,Wurm::N,червяк,kirmėlė
187,Spinne::N,паук,voras
188,Ameise::N,муравей,skruzdė
189,Laus::N,вошь,utėlė
190,Mücke::N,комар,uodas
191,Fliege::N,муха,musė
192,Schmetterling::N,бабочка,drugys
193,Schmetterling::N,бабочка,peteliškė
194,Beere::N,ягода,uoga
195,Apfel::N,яблоко,obuolys
196,Pilz::N,гриб,grybas
197,Zwiebel::N,луковица,svogūnas
198,Saat::N,семя,sėkla
199,Korn::N,зерно,grūdai
200,Heu::N,сено,šienas
201,Schale::N,шелуха,žievelė
202,Grube::N,яма,duobė
203,Falle::N,ловушка,pinklės
204,Falle::N,ловушка,žabangai
205,Schlinge::N,силок,kilpa
206,Spur::N,след,vėžė
207,Spur::N,след,pėdos
208,Spur::N,след,pėdsakas
209,Asche::N,зола,pelenai
210,Asche::N,пепел,pelenai
211,Dreck::N,грязь,purvas
212,Eisen::N,железо,geležis
213,Gold::N,золото,auksas
214,Silber::N,серебро,sidabras
215,Kohle::N,уголь,anglis
216,Glas::N,стекло,stiklas
217,Lehm::N,глина,molis
218,Sand::N,песок,smėlis
219,Mensch::N,человек,žmogus
220,Mann::N,мужчина,vyras
221,Mann::N,мужчина,vyriškis
222,Frau::N,женщина,moteris
223,Kind::N,ребенок,vaikas
224,Junge::N,мальчик,vaikinas
225,Junge::N,мальчик,berniukas
226,Mädchen::N,девочка,mergytė
227,Mädchen::N,девочка,mergaitė
228,Familie::N,семья,šeima
229,Großvater::N,дедушка,senelis
230,Großmutter::N,бабушка,senelė
231,Eltern::N,родители,tėvai
232,Vater::N,отец,tėvas
233,Mutter::N,мать,motina
234,Sohn::N,сын,sūnus
235,Tochter::N,дочь,duktė
236,Bruder::N,брат,brolis
237,Schwester::N,сестра,sesuo
238,Onkel::N,дядя,dėdė
239,Tante::N,тетя,teta
240,Ehemann::N,муж,vyras
241,Ehefrau::N,жена,žmona
242,Freude::N,радость,džiaugsmas
243,Gelächter::N,смех,juokas
244,Glück::N,счастье,laimė
245,Kummer::N,горе,vargas
246,Kummer::N,горе,rūpestis
247,Wunsch::N,желание,troškimas
248,Wunsch::N,желание,pageidavimas
249,Lust::N,влечение,noras
250,Lust::N,влечение,geidulys
251,Geist::N,дух,dvasia
252,Gedanke::N,мысль,mintis
253,Gedächtnis::N,память,atmintis
254,Verstand::N,ум,protas
255,Sinn::N,смысл,prasmė
256,Grund::N,повод,priežastis
257,Wahrheit::N,правда,tiesa
258,Wahrheit::N,правда,teisybė
259,Gespräch::N,беседа,pokalbis
260,Märchen::N,сказка,pasaka
261,Erzählung::N,рассказ,apsakymas
262,Erzählung::N,рассказ,pasakojimas
263,Nachricht::N,сообщение,žinia
264,Neuigkeit::N,новость,naujiena
265,Name::N,имя,vardas
266,Rätsel::N,загадка,mįslė
267,Rede::N,речь,kalba
268,Sprache::N,язык,kalba
269,Stimme::N,голос,balsas
270,Wort::N,слово,žodis
271,Zeichen::N,знак,žymė
272,Zeichen::N,знак,ženklas
273,Ruf::N,зов,šauksmas
274,Lärm::N,шум,triukšmas
275,Laut::N,звук,garsas
276,Ton::N,звучание,tonas
277,Ton::N,звучание,garsas
278,Lied::N,песня,daina
279,Lied::N,песня,giesmė
280,Ruhe::N,покой,ramybė
281,Ruhe::N,покой,ramumas
282,Leute::N,люди,žmonės
283,Volk::N,народ,tauta
284,Arbeit::N,работа,darbas
285,Arbeit::N,работа,triūsas
286,Gast::N,гость,svečias
287,Geschenk::N,подарок,dovana
288,Spiel::N,игра,žaismas
289,Spiel::N,игра,žaidimas
290,Gesellschaft::N,общество,draugija
291,Gesellschaft::N,общество,kompanija
292,Hilfe::N,помощь,pagalba
293,Freund::N,друг,draugas
294,Freund::N,друг,bičiulis
295,Kamerad::N,приятель,draugas
296,Angelegenheit::N,дело,dalykas
297,Angelegenheit::N,дело,reikalas
298,Anzahl::N,количество,kiekis
299,Anzahl::N,количество,skaičius
300,Art::N,вид,rūšis
301,Stück::N,кусок,gabalas
302,Teil::N,часть,dalis
303,Hälfte::N,половина,pusė
304,Kreis::N,круг,ratas
305,Kreis::N,круг,apskritis
306,Kreis::N,круг,apskritimas
307,Kreuz::N,крест,kryžius
308,Linie::N,линия,linija
309,Strich::N,черта,brėžis
310,Strich::N,черта,brūkšnys
311,Abstand::N,промежуток,atstumas
312,Entfernung::N,расстояние,atstumas
313,Gegend::N,местность,vietovė
314,Platz::N,пространство,vieta
315,Ort::N,место,vieta
316,Ort::N,место,vietovė
317,Seite::N,сторона,pusė
318,Seite::N,сторона,šonas
319,Mitte::N,середина,vidurys
320,Gegenstand::N,предмет,dalykas
321,Sache::N,вещь,daiktas
322,Rand::N,край,kraštas
323,Rand::N,край,pakraštys
324,Kante::N,ребро,kraštas
325,Ecke::N,угол,kertė
326,Ecke::N,угол,kampas
327,Spitze::N,кончик,priekis
328,Spitze::N,кончик,priešakys
329,Ende::N,конец,galas
330,Loch::N,дыра,skylė
331,Winkel::N,угол,kampas
332,Winkel::N,угол,kampelis
333,Muster::N,узор,raštas
334,Größe::N,размер,dydis
335,Größe::N,размер,didumas
336,Länge::N,длина,ilgis
337,Länge::N,длина,ilgumas
338,Höhe::N,высота,aukštis
339,Höhe::N,высота,aukštuma
340,Gewicht::N,вес,svoris
341,Gewicht::N,вес,svarstis
342,Menge::N,количество,kiekis
343,Menge::N,количество,daugybė
344,Haufen::N,куча,krūva
345,Haufen::N,куча,šūsnis
346,Reihe::N,ряд,greta
347,Boot::N,лодка,valtis
348,Boot::N,лодка,laivelis
349,Ruder::N,весло,irklas
350,Schlitten::N,сани,rogės
351,Schlitten::N,сани,rogutės
352,Ski::N,лыжа,slidė
353,Lagerfeuer::N,костер,laužas
354,Last::N,тяжесть,našta
355,Last::N,тяжесть,nešulys
356,Gang::N,ход,eisena
357,Schritt::N,шаг,žingsnis
358,Norden::N,север,šiaurė
359,Norden::N,север,žiemiai
360,Süden::N,юг,pietūs
361,Westen::N,запад,vakarai
362,Osten::N,восток,rytai
363,Holz::N,древесина,mediena
364,Brett::N,доска,lenta
365,Platte::N,плита,plokštė
366,Stütze::N,подпорка,atrama
367,Stütze::N,подпорка,atspara
368,Stange::N,жердь,lazda
369,Stange::N,жердь,kartis
370,Stock::N,палка,lazda
371,Stab::N,шест,kartis
372,Rohr::N,труба,vamzdis
373,Haus::N,дом,namas
374,Heim::N,дом,namai
375,Ofen::N,печь,krosnis
376,Fußboden::N,пол,grindys
377,Tisch::N,стол,stalas
378,Stuhl::N,стул,kėdė
379,Wiege::N,колыбель,lopšys
380,Bett::N,постель,lova
381,Bett::N,постель,patalai
382,Regal::N,полка,lentyna
383,Kiste::N,ящик,dėžė
384,Fenster::N,окно,langas
385,Tür::N,дверь,durys
386,Tor::N,ворота,vartai
387,Zaun::N,забор,tvora
388,Dach::N,крыша,stogas
389,Leiter::N,лестница,kopėčios
390,Besen::N,метла,šluota
391,Spaten::N,лопата,lopeta
392,Spaten::N,лопата,kastuvas
393,Schaufel::N,совок,semtuvas
394,Gabel::N,вилка,šakutė
395,Löffel::N,ложка,šaukštas
396,Messer::N,нож,peilis
397,Nagel::N,гвоздь,vinis
398,Netz::N,сеть,tinklas
399,Haken::N,крюк,vagis
400,Haken::N,крюк,kablys
401,Griff::N,ручка,kotas
402,Griff::N,ручка,rankena
403,Schloss::N,замок,spyna
404,Schloss::N,замок,užraktas
405,Bild::N,картина,paveikslas
406,Figur::N,фигура,figūra
407,Puppe::N,кукла,lėlė
408,Beutel::N,мешок,krepšys
409,Beutel::N,мешок,maišelis
410,Bündel::N,связка,ryšulys
411,Tasche::N,сумка,krepšelis
412,Eimer::N,ведро,kibiras
413,Deckel::N,крышка,dangtis
414,Geschirr::N,посуда,indai
415,Sack::N,мешок,maišas
416,Tasse::N,чашка,puodukas
417,Topf::N,кастрюля,puodas
418,Kessel::N,котел,katilas
419,Essen::N,еда,valgis
420,Nahrung::N,пища,penas
421,Nahrung::N,пища,maistas
422,Speise::N,блюдо,patiekalas
423,Speise::N,кушанье,patiekalas
424,Fleisch::N,мясо,mėsa
425,Getreide::N,хлеб,javai
426,Brei::N,каша,košė
427,Brot::N,хлеб,duona
428,Scheibe::N,ломоть,riekė
429,Fett::N,жир,taukai
430,Fett::N,жир,riebalai
431,Butter::N,масло,sviestas
432,Öl::N,масло,aliejus
433,Salz::N,соль,druska
434,Suppe::N,суп,sriuba
435,Honig::N,мед,medus
436,Milch::N,молоко,pienas
437,Tee::N,чай,arbata
438,Leder::N,кожа,oda
439,Wolle::N,шерсть,vilna
440,Stoff::N,ткань,audeklas
441,Nadel::N,игла,adata
442,Faden::N,нитка,gija
443,Faden::N,нитка,siūlas
444,Knopf::N,пуговица,saga
445,Knoten::N,узел,mazgas
446,Farbe::N,краска,dažai
447,Kleidung::N,одежда,rūbai
448,Kleidung::N,одежда,drabužiai
449,Hemd::N,рубашка,marškiniai
450,Kragen::N,воротник,apykaklė
451,Ärmel::N,рукав,rankovė
452,Hose::N,брюки,kelnės
453,Gürtel::N,пояс,juosta
454,Gürtel::N,пояс,diržas
455,Mütze::N,шапка,kepurė
456,Schuh::N,ботинок,batas
457,Stiefel::N,сапог,auliniai batai
458,Ring::N,кольцо,žiedas
459,Band::N,лента,kaspinas
460,Kamm::N,расческа,šukos
461,Spiegel::N,зеркало,veidrodis
462,Riemen::N,ремень,diržas
463,Schnur::N,веревка,virvė
464,Leine::N,поводок,pavadėlis
465,Decke::N,одеяло,antklodė
466,Kissen::N,подушка,pagalvė
467,Kissen::N,подушка,priegalvis
468,Tuch::N,платок,skarelė
469,Handtuch::N,полотенце,rankšluostis
470,Kraft::N,сила,jėga
471,Stärke::N,крепость,stiprumas
472,Gesundheit::N,здоровье,sveikata
473,Krankheit::N,болезнь,liga
474,Schmerz::N,боль,skausmas
475,Wunde::N,рана,žaizda
476,Fieber::N,лихорадка,karštis
477,Fieber::N,температура,karštis
478,Arznei::N,лекарство,vaistas
479,Brücke::N,мост,tiltas
480,Brunnen::N,колодец,šulinys
481,Weide::N,пастбище,ganykla
482,Weide::N,пастбище,gluosnis
483,Pfad::N,тропа,takas
484,Weg::N,путь,kelias
485,Weg::N,дорога,kelias
486,Straße::N,улица,gatvė
487,Straße::N,дорога,gatvė
488,Dorf::N,деревня,kaimas
489,Dorf::N,деревня,sodžius
490,Stadt::N,город,miestas
491,Brief::N,письмо,laiškas
492,Buch::N,книга,knyga
493,Buchstabe::N,буква,raidė
494,Zeitung::N,газета,laikraštis
495,Leben::N,жизнь,gyvybė
496,Leben::N,жизнь,gyvenimas
497,Tod::N,смерть,mirtis
498,Grab::N,могила,kapas
499,Kirche::N,церковь,bažnyčia
500,Sünde::N,грех,nuodėmė
501,Sünde::N,грех,nusidėjimas
502,Gott::N,бог,dievas
503,Arbeiter::N,рабочий,darbininkas
504,Chef::N,начальник,šefas
505,Chef::N,начальник,vadovas
506,Chef::N,начальник,viršininkas
507,Meister::N,мастер,meistras
508,Arzt::N,врач,gydytojas
509,Lehrer::N,учитель,mokytojas
510,Geld::N,деньги,pinigai
511,Geschäft::N,занятие,biznis
512,Laden::N,магазин,krautuvė
513,Laden::N,магазин,parduotuvė
514,Preis::N,цена,kaina
515,Ware::N,товар,prekė
516,Nutzen::N,выгода,nauda
517,Nutzen::N,выгода,pelnas
518,Reichtum::N,богатство,turtas
519,Welt::N,мир,pasaulis
520,Land::N,страна,žemė
521,Land::N,страна,šalis
522,Staat::N,государство,valstija
523,König::N,король,karalius
524,Macht::N,власть,galia
525,Macht::N,власть,valdžia
526,Grenze::N,граница,riba
527,Grenze::N,граница,siena
528,Krieg::N,война,karas
529,Feind::N,враг,priešas
530,Gewalt::N,насилие,jėga
531,Gewalt::N,насилие,smurtas
532,Gewalt::N,насилие,prievarta
533,Kampf::N,борьба,kova
534,Bogen[Waffe]::N,лук,lankas
535,Pfeil::N,стрела,strėlė
536,Gewehr::N,ружье,šautuvas
537,Fehler::N,ошибка,klaida
538,Lüge::N,ложь,melas
539,Schaden::N,вред,nuostolis
540,Schaden::N,вред,apgadinimas
541,Unglück::N,беда,nelaimė
542,Schuld::N,вина,kaltė
543,Alter::N,возраст,amžius
544,Schluss::N,окончание,pabaiga
545,Zeit::N,время,laikas
546,Tag::N,день,diena
547,Morgen::N,утро,rytas
548,Mittag::N,полдень,vidurdienis
549,Abend::N,вечер,vakaras
550,Nacht::N,ночь,naktis
551,Woche::N,неделя,savaitė
552,Monat::N,месяц,mėnuo
553,Jahr::N,год,metai
554,Frühling::N,весна,pavasaris
555,Sommer::N,лето,vasara
556,Herbst::N,осень,ruduo
557,Winter::N,зима,žiema
558,Januar::N,январь,sausis
559,Februar::N,февраль,vasaris
560,März::N,март,kovas
561,April::N,апрель,balandis
562,Mai::N,май,gegužė
563,Juni::N,июнь,birželis
564,Juli::N,июль,liepa
565,August::N,август,rugpjūtis
566,September::N,сентябрь,rugsėjis
567,Oktober::N,октябрь,spalis
568,November::N,ноябрь,lapkritis
569,Dezember::N,декабрь,gruodis
570,Montag::N,понедельник,pirmadienis
571,Dienstag::N,вторник,antradienis
572,Mittwoch::N,среда,trečiadienis
573,Donnerstag::N,четверг,ketvirtadienis
574,Freitag::N,пятница,penktadienis
575,Samstag::N,суббота,šeštadienis
576,Sonntag::N,воскресенье,sekmadienis
577,groß::A,большой,didis
578,groß::A,большой,didelis
579,klein::A,маленький,mažas
580,lang::A,длинный,ilgas
581,kurz::A,короткий,trumpas
582,breit::A,широкий,platus
583,schmal::A,узкий,smulkus
584,dicht::A,густой,tankus
585,dick[Gegenstand]::A,толстый,storas
586,dünn::A,тонкий,plonas
587,fein::A,тонкий,smulkus
588,fest::A,крепкий,kietas
589,fest::A,крепкий,tvirtas
590,flach::A,плоский,lėkštas
591,flach::A,плоский,plokščias
592,glatt::A,гладкий,slidus
593,hart::A,твердый,kietas
594,weich::A,мягкий,minkštas
595,rund::A,круглый,apvalus
596,rund::A,круглый,apskritas
597,spitz::A,остроконечный,aštrus
598,spitz::A,остроконечный,smailus
599,scharf::A,острый,aštrus
600,stumpf::A,тупой,bukas
601,stumpf::A,тупой,atšipęs
602,schwer::A,тяжелый,sunkus
603,schön::A,красивый,gražus
604,heiß::A,жаркий,karštas
605,warm::A,теплый,šiltas
606,kalt::A,холодный,šaltas
607,kühl::A,прохладный,vėsus
608,kühl::A,прохладный,bejausmis
609,frisch::A,свежий,šviežias
610,feucht::A,влажный,drėgnas
611,nass::A,мокрый,šlapias
612,trocken::A,сухой,sausas
613,voll::A,полный,pilnas
614,voll::A,наполненный,pilnas
615,leer::A,пустой,tuščias
616,offen::A,открытый,atviras
617,geschlossen::A,закрытый,uždaras
618,geschlossen::A,закрытый,uždarytas
619,sauber::A,чистый,švarus
620,schmutzig::A,грязный,nešvarus
621,schmutzig::A,грязный,purvinas
622,roh::A,сырой,žalias
623,reif::A,зрелый,prinokęs
624,reif::A,зрелый,pribrendęs
625,lecker::A,вкусный,gardus
626,süß::A,сладкий,saldus
627,bitter::A,горький,kartus
628,sauer::A,кислый,gižus
629,sauer::A,кислый,rūgštus
630,hell::A,светлый,šviesus
631,hell::A,светлый,skaistus
632,dunkel::A,темный,tamsus
633,schwarz::A,черный,juodas
634,weiß::A,белый,baltas
635,rot::A,красный,raudonas
636,gelb::A,желтый,geltonas
637,blau::A,синий,mėlynas
638,grün::A,зеленый,žalias
639,grau::A,серый,pilkas
640,bunt::A,пестрый,margas
641,bunt::A,пестрый,spalvotas
642,billig::A,дешевый,pigus
643,teuer::A,дорогой,brangus
644,wertvoll::A,ценный,vertingas
645,blind::A,слепой,aklas
646,taub::A,глухой,kurčias
647,kräftig::A,могучий,stiprus
648,stark::A,сильный,stiprus
649,schwach::A,слабый,silpnas
650,fett::A,жирный,riebus
651,schlank::A,стройный,laibas
652,schlank::A,стройный,lieknas
653,hübsch::A,прелестный,gražus
654,böse::A,злой,blogas
655,dumm::A,глупый,paikas
656,dumm::A,глупый,kvailas
657,faul::A,ленивый,tingus
658,fleißig::A,прилежный,stropus
659,fleißig::A,прилежный,kruopštus
660,geizig::A,жадный,šykštus
661,klug::A,умный,sumanus
662,klug::A,умный,protingas
663,geschickt::A,искусный,apsukrus
664,lieb::A,милый,mielas
665,lustig::A,веселый,smagus
666,lustig::A,веселый,linksmas
667,sanft::A,нежный,švelnus
668,sanft::A,нежный,minkštas
669,hungrig::A,голодный,alkanas
670,krank::A,больной,ligotas
671,krank::A,больной,sergantis
672,nackt::A,голый,nuogas
673,traurig::A,грустный,liūdnas
674,lebendig::A,живой,gyvas
675,gut::A,хороший,geras
676,schlecht::A,плохой,blogas
677,schlecht::A,плохой,prastas
678,richtig::A,правильный,tikras
679,richtig::A,правильный,teisingas
680,schlimm::A,отвратительный,blogas
681,schlimm::A,отвратительный,prastas
682,schlimm::A,мерзкий,blogas
683,schlimm::A,мерзкий,prastas
684,wahr::A,настоящий,tikras
685,alt::A,старый,senas
686,neu::A,новый,naujas
687,ehemalig::A,бывший,buvęs
688,alt[Lebewesen]::A,пожилой,pagyvenęs
689,jung::A,молодой,jaunas
690,arm::A,бедный,neturtingas
691,reich::A,богатый,turtingas
692,bekannt::A,знакомый,žinomas
693,bekannt::A,знакомый,pažįstamas
694,berühmt::A,знаменитый,žymus
695,berühmt::A,знаменитый,garsus
696,fremd::A,чужой,svetimas
697,verschieden::A,разный,įvairus
698,nah::A,близкий,artimas
699,fern::A,далекий,tolimas
700,linker::A,левый,kairys
701,rechter::A,правый,dešinys
702,anderer::A,другой,kitas
703,erster::A,первый,pirmas
704,zweiter::A,второй,antras
705,dritter::A,третий,trečias
706,letzter::A,последний,paskutinis
707,allein::ADV,один,vienas
708,auf einmal::ADV,сразу,iš karto
709,zusammen::ADV,вместе,kartu
710,zusammen::ADV,вместе,drauge
711,lange::ADV,долго,ilgai
712,plötzlich::ADV,вдруг,staiga
713,sofort::ADV,тотчас,tuojau
714,später::ADV,позже,vėliau
715,später::ADV,позже,paskiau
716,jetzt::ADV,сейчас,dabãr
717,heute::ADV,сегодня,šiandien
718,morgen::ADV,завтра,rytoj
719,bald::ADV,скоро,greitai
720,bald::ADV,скоро,netrukus
721,dann::ADV,потом,po to
722,gestern::ADV,вчера,vakar
723,einst::ADV,однажды,kadaise
724,einst::ADV,однажды,kitą kartą
725,damals::ADV,тогда,anuomet
726,damals::ADV,тогда,anuokart
727,danach::ADV,затем,po to
728,danach::ADV,затем,paskui
729,vorher::ADV,раньше,anksčiau
730,zuerst::ADV,сперва,pirma
731,zuerst::ADV,сперва,iš pradžių̃
732,einmal::ADV,раз,kartą
733,einmal::ADV,раз,vieną kartą
734,manchmal::ADV,иногда,kai kada
735,oft::ADV,часто,dažnai
736,immer::ADV,всегда,visada
737,immer::ADV,всегда,visuomet
738,niemals::ADV,никогда,niekada
739,niemals::ADV,никогда,niekuomet
740,hier::ADV,здесь,čia
741,hierhin::ADV,сюда,šen
742,hierhin::ADV,сюда,čionai
743,von hier::ADV,отсюда,iš čia
744,dort::ADV,там,ten
745,dort::ADV,там,tenai
746,dorthin::ADV,туда,ten
747,dorthin::ADV,туда,ten link
748,geradeaus::ADV,прямо,tiesiai
749,vorwärts::ADV,вперед,pirmyn
750,rückwärts::ADV,назад,atbulai
751,zurück::ADV,обратно,atgal
752,unten::ADV,внизу,žemai
753,unten::ADV,внизу,apačioje
754,hinab::ADV,вниз,žemyn
755,oben::ADV,наверху,viršuj
756,hinauf::ADV,вверх,aukštyn
757,hinauf::ADV,вверх,į viršų
758,überall::ADV,везде,visur
759,nicht::ADV,не,ne
760,ein wenig::ADV,немного,truputį
761,kaum::ADV,едва,vos
762,sehr::ADV,очень,labai
763,sehr::ADV,очень,baisiai
764,so::ADV,так,taip
765,noch::ADV,еще,dar
766,nur::ADV,только,tik
767,nur::ADV,только,vien
768,schon::ADV,уже,jau
769,wieder::ADV,опять,vėl
770,wieder::ADV,опять,iš naujo
771,vergebens::ADV,напрасно,veltui
772,vergebens::ADV,напрасно,bergždžiai
773,vor::PRP,перед,prieš
774,hinter::PRP,за,už
775,hinter::PRP,позади,už
776,unter::PRP,под,po
777,durch::PRP,сквозь,pro
778,durch::PRP,сквозь,per
779,neben::PRP,возле,prie
780,neben::PRP,возле,šalia
781,zwischen::PRP,между,tarp
782,wegen::PRP,из-за,dėl
783,wegen::PRP,из-за,dėlei
784,dies::PRN,это,šis
785,dies::PRN,это,šitas
786,das::PRN,то,tat
787,alles::PRN,все,visas
788,ich::PRN,я,aš
789,du::PRN,ты,tu
790,er::PRN,он,jis
791,wir::PRN,мы,mes
792,ihr::PRN,вы,jūs
793,sie::PRN,они,ji
794,sie::PRN,они,jos
795,was::FPRN,что,kas
796,wer::FPRN,кто,kas
797,wo::FADV,где,kur
798,wohin::FADV,куда,kur
799,wohin::FADV,куда,kur link
800,wie::FADV,как,kaip
801,warum::FADV,почему,kod̃ėl
802,warum::FADV,почему,dėl ko
803,wieviel::FNUM,сколько,kiek
804,eins::NUM,один,vienas
805,zwei::NUM,два,du
806,drei::NUM,три,trys
807,vier::NUM,четыре,keturi
808,fünf::NUM,пять,penki
809,sechs::NUM,шесть,šeši
810,sieben::NUM,семь,septyni
811,acht::NUM,восемь,aštuoni
812,neun::NUM,девять,devyni
813,zehn::NUM,десять,dešimt
814,elf::NUM,одиннадцать,vienuolika
815,zwölf::NUM,двенадцать,dvylika
816,zwanzig::NUM,двадцать,dvidešimt
