,Concept_ID,sv,vep
844,achtzig::NUM,åttio,kahesakümne
845,neunzig::NUM,nittio,ühesakümne
846,hundert::NUM,hundra,sada
847,tausend::NUM,tusen,tuha
848,und::CNJ,och,i
849,und::CNJ,och,da
850,oder::CNJ,eller,vai
851,stehen::V,stå,seišta
852,sitzen::V,sitta,ištta
853,liegen::V,ligga,venuda
854,hängen::V,hänga,ripta
855,werden::V,bli,lindä
856,werden::V,bli,tehtas
857,passieren::V,ske,ozaitas
858,passieren::V,hända,ozaitas
859,beginnen::V,börja,augotadas
860,enden::V,ända,loptas
861,wechseln::V,växla,vajehtadas
862,aufgehen[Sonne]::V,gå upp,nousta
863,untergehen[Sonne]::V,gå ned,lasktas
864,scheinen[Sonne]::V,skina,paštta
865,donnern::V,dundra,juraita
866,wehen::V,blåsa,dölta
867,wehen::V,blåsa,puhuda
868,strömen::V,forsa,valadas
869,strömen::V,strömma,valadas
870,fließen::V,flyta,valuda
871,sich drehen::V,snurra,punotas
872,schwanken::V,vackla,čibuda
873,schwingen::V,svinga,čibuda
874,fallen::V,falla,langeta
875,brennen::V,brinna,pallada
876,rauchen::V,ryka,savustada
877,regnen::V,regna,vihmda
878,gefrieren::V,frysa,jäduda
879,gefrieren::V,frysa,kül'mdä
880,tauen::V,töa,sulada
881,schmelzen::V,smälta,sulada
882,trocknen::V,torka,kuida
883,trocknen::V,torka,kuivehtuda
884,sieden::V,koka,kehuda
885,sieden::V,sjuda,kehuda
886,faulen::V,ruttna,hapata
887,faulen::V,ruttna,traudäs
888,verfaulen::V,ruttna,hapata
889,reißen::V,brista,rebita
890,versinken::V,sjunka,upota
891,vergehen::V,förgå,mända
892,erscheinen::V,synas,ozutadas
893,erscheinen::V,visa sig,ozutadas
894,verschwinden::V,försvinna,hajeta
895,sinken::V,sjunka,väheta
896,sinken::V,sjunka,lasktas
897,abnehmen::V,avta,peneta
898,abnehmen::V,minskas,peneta
899,zunehmen::V,tilltaga,ližaduda
900,steigen::V,stiga,nousta
901,wachsen::V,växa,kazda
902,glänzen::V,glimma,loštta
903,funkeln::V,tindra,hoštta
904,funkeln::V,gnistra,hoštta
905,lärmen::V,bråka,robaita
906,lärmen::V,väsnas,robaita
907,läuten::V,ringa,judaita
908,klingeln::V,ringa,kelotada
909,klirren::V,klirra,biraita
910,brausen::V,brusa,bruncta
911,rauschen::V,susa,šobaita
912,klingen::V,låta,heläita
913,klingen::V,klinga,heläita
914,bellen::V,skälla,nutta
915,heulen::V,yla,ulaita
916,heulen::V,tjuta,ulaita
917,blasen::V,blåsa,puhuda
918,pfeifen::V,vissla,pistta
919,pfeifen::V,vissla,vihelta
920,schreien::V,skrika,kirkta
921,schreien::V,skrika,kidastada
922,stöhnen::V,stöna,ohkta
923,stöhnen::V,stöna,voivotada
924,zittern::V,darra,säraita
925,zittern::V,skälva,säraita
926,leben::V,leva,eläda
927,geboren werden::V,födas,sünduda
928,atmen::V,andas,henktä
929,trinken::V,dricka,joda
930,essen::V,äta,söda
931,schlucken::V,svälja,lainata
932,müde werden::V,tröttna,väzuda
933,müde werden::V,tröttna,šuštuda
934,einschlafen::V,somna,uinota
935,schlafen::V,sova,magata
936,schlafen::V,sova,nukkuda
937,aufwachen::V,vakna,heraštuda
938,aufstehen::V,stiga upp,nousta
939,sich erholen::V,repa sig,lebaitas
940,sich erholen::V,hämta sig,lebaitas
941,krank werden::V,insjukna,läžegata
942,krank sein::V,vara sjuk,läžuda
943,schmerzen::V,smärta,kibištada
944,schmerzen::V,göra ont,kibištada
945,husten::V,hosta,rügda
946,genesen::V,tillfriskna,tervehtuda
947,sterben::V,dö,kolda
948,umkommen::V,omkomma,kolda
949,sich bewegen::V,röra sig,likkuda
950,sich rühren::V,röra på sig,likahtada
951,sich rühren::V,röra på sig,kubahtada
952,sich erheben::V,resa sig,nousta
953,sich setzen::V,sätta sig,išttas
954,hinfallen::V,falla omkull,langeta
955,laufen::V,löpa,kävuda
956,schreiten::V,skrida,astta
957,schreiten::V,skrida,haškta
958,spazierengehen::V,promenera,kävelta
959,eilen::V,ila,kiruhtada
960,sich beeilen::V,skynda sig,kiruhtada
961,sausen::V,susa,fun'urta
962,rennen::V,löpa,joksta
963,rennen::V,springa,joksta
964,springen::V,hoppa,hüptä
965,klettern::V,klättra,libuda
966,schaukeln::V,gunga,čibuda
967,kriechen::V,kräla,ličtas
968,schwimmen::V,simma,ujuda
969,tauchen::V,dyka,čukautas
970,rudern::V,ro,souta
971,fahren::V,köra,ajada
972,fahren::V,köra,ajelda
973,fliegen::V,flyga,leta
974,gehen::V,gå,mända
975,gehen::V,gå,kävuda
976,weggehen::V,gå bort,päzda
977,weggehen::V,gå bort,lähtta
978,abfahren::V,resa,tönduda
979,abfahren::V,avresa,tönduda
980,anhalten::V,stanna,seižutadas
981,hineingehen::V,gå in,mända südäimehe
982,eintreten::V,träda in,tulda
983,kommen::V,komma,tulda
984,ankommen::V,ankomma,tulda
985,zurückkommen::V,återkomma,pörtas
986,bleiben::V,bli,jäda
987,bleiben::V,förbli,jäda
988,warten::V,vänta,varastada
989,erwarten::V,vänta,varastada
990,suchen::V,leta,ectä
991,finden::V,finna,löuta
992,versuchen::V,försöka,ladida
993,versuchen::V,försöka,rohkaita
994,vorbereiten::V,förbereda,vaumita
995,lieben::V,älska,armastada
996,mögen::V,tycka om,navedida
997,lachen::V,skratta,nagrda
998,rühren::V,röra,likutada
999,weinen::V,gråta,itkta
1000,schimpfen::V,skälla,laidas
1001,schimpfen::V,skälla,pačatada
1002,sich ärgern::V,förargas,rändüda
1003,sich fürchten::V,vara rädd,varaita
1004,fürchten::V,frukta,varaita
1005,fliehen::V,fly,pageta
1006,fliehen::V,rymma,pageta
1007,flüchten::V,fly,pageta
1008,flüchten::V,fly,joksta
1009,sehen::V,se,nähta
1010,anschauen::V,se på,kacta
1011,anschauen::V,betrakta,kacta
1012,ansehen::V,åse,kacta
1013,hören::V,höra,kulda
1014,zuhören::V,höra på,kundeltas
1015,zuhören::V,lyssna till,kundeltas
1016,probieren::V,smaka,mujada
1017,probieren::V,smaka på,mujada
1018,riechen::V,lukta,rižada
1019,fühlen::V,känna,mujada
1020,scheinen::V,verka,näguda
1021,scheinen::V,tyckas,näguda
1022,zu sehen sein::V,synas,näguda
1023,zu sehen sein::V,kunna ses,näguda
1024,vernehmen::V,få veta,kulištada
1025,vernehmen::V,förnimma,kulištada
1026,frieren::V,frysa,kül'mdä
1027,tun::V,göra,tehta
1028,können::V,kunna,voida
1029,können::V,kunna,mahtta
1030,wollen::V,vilja,himoita
1031,wollen::V,vilja,tahtoida
1032,anfangen::V,börja,zavottä
1033,anfangen::V,börja,augotada
1034,beenden::V,avsluta,loptä
1035,aufhören::V,sluta,loptas
1036,aufhören::V,upphöra,loptas
1037,gelingen::V,lyckas,lähtta
1038,gelingen::V,lyckas,tehtas
1039,geraten::V,bli,tulda
1040,öffnen::V,öppna,avaita
1041,schließen::V,låsa,saubata
1042,schließen::V,stänga,saubata
1043,stellen::V,ställa,panda
1044,stellen::V,ställa,seižutada
1045,setzen::V,sätta,ištutada
1046,legen::V,lägga,panda
1047,berühren::V,beröra,koskta
1048,berühren::V,beröra,käziduda
1049,verbinden::V,förbinda,ühtenzoitta
1050,bedecken::V,täcka,katta
1051,bedecken::V,täcka,peitta
1052,bedecken::V,betäcka,katta
1053,bedecken::V,betäcka,peitta
1054,aufhängen::V,hänga,riputada
1055,aufhängen::V,hänga upp,riputada
1056,anzünden::V,tända,sütutada
1057,anzünden::V,antända,sütutada
1058,anzünden::V,tända på,sütutada
1059,aufheben::V,lyfta,leta
1060,zurücklassen::V,lämna,jätta
1061,zurücklassen::V,efterlämna,jätta
1062,verlieren::V,mista,kadotada
1063,verlieren::V,förlora,kadotada
1064,fallen lassen::V,tappa,kirbotada
1065,fallen lassen::V,släppa,kirbotada
1066,machen::V,göra,säta
1067,machen::V,göra,tehta
1068,herstellen::V,tillverka,tehta
1069,herstellen::V,framställa,tehta
1070,bauen::V,bygga,leta
1071,bauen::V,bygga,sauda
1072,reparieren::V,reparera,koheta
1073,verbessern::V,rätta,paremboita
1074,verbessern::V,förbättra,paremboita
1075,ändern::V,ändra,vajehtada
1076,ändern::V,förändra,vajehtada
1077,graben::V,gräva,kaida
1078,graben::V,gräva,čongoida
1079,beugen::V,böja,koverta
1080,biegen::V,böja,painda
1081,biegen::V,kröka,painda
1082,drehen::V,vrida,punotada
1083,wenden::V,vända,käta
1084,wenden::V,vända,kärauta
1085,umdrehen::V,vrida om,käta
1086,heben::V,häva,leta
1087,hochheben::V,lyfta,libutada
1088,ergreifen::V,gripa,tabata
1089,halten::V,hålla,pidada
1090,drücken::V,trycka,painda
1091,schieben::V,skjuta,žigutada
1092,kratzen::V,riva,künstä
1093,kratzen::V,skrapa,künstä
1094,lecken::V,slicka,nolda
1095,beißen::V,bita,purda
1096,beißen::V,bita,hambastada
1097,abreißen::V,slita_av,ratketa
1098,abreißen::V,riva_av,ratketa
1099,abschneiden::V,skära av,čapata
1100,abschneiden::V,skära av,leikata
1101,binden::V,binda,sidoda
1102,stecken::V,sticka,čokaita
1103,brechen::V,bryta,katkaita
1104,brechen::V,brista,katkaita
1105,klopfen::V,banka,kolkotada
1106,klopfen::V,klappa,kolkotada
1107,hauen::V,hugga,löda
1108,kleben::V,klistra,klejata
1109,reiben::V,gnida,hosta
1110,reiben::V,gnida,törkita
1111,reiben::V,gnida,jorotada
1112,streichen::V,smörja,voita
1113,schleifen::V,slipa,hijoida
1114,schleifen::V,slipa,teravzoitta
1115,schneiden::V,skära,leikata
1116,schneiden::V,klippa,leikata
1117,rütteln::V,skaka,heilutada
1118,schütteln::V,rista,pudištada
1119,schwenken::V,svänga,maihutada
1120,schütten::V,hälla,valada
1121,füllen::V,fylla,täutta
1122,einwickeln::V,slå in,kärdä
1123,einwickeln::V,veckla in,kärdä
1124,tragen::V,bära,kantta
1125,tragen::V,bära,kandišta
1126,schleppen::V,släpa,vedätada
1127,ziehen::V,dra,vedada
1128,aufbewahren::V,förvara,kaita
1129,aufbewahren::V,ta vara på,kaita
1130,werfen::V,kasta,čuta
1131,werfen::V,kasta,tactä
1132,fangen::V,fånga,püta
1133,packen::V,gripa,tabata
1134,packen::V,gripa tag,tabata
1135,verstecken::V,gömma,peitta
1136,teilen::V,dela,jagada
1137,schicken::V,skicka,oigeta
1138,bringen::V,bringa,veda
1139,hinzufügen::V,tillägga,ližata
1140,bekommen::V,få,sada
1141,bekommen::V,erhålla,sada
1142,erhalten::V,få,sada
1143,erhalten::V,erhålla,sada
1144,nehmen::V,ta,otta
1145,nehmen::V,taga,otta
1146,wählen::V,välja,valita
1147,auswählen::V,utvälja,valita
1148,bewahren::V,bevara,kaita
1149,behindern::V,hindra,telustada
1150,behindern::V,förhindra,telustada
1151,verderben::V,förstöra,travida
1152,beschädigen::V,skada,satatada
1153,zerbrechen::V,bryta isär,mureta
1154,zerbrechen::V,bryta sönder,mureta
1155,zerreißen::V,riva sönder,rebitada
1156,zerreißen::V,slita sönder,rebitada
1157,zerstören::V,förstöra,mureta
1158,verbrennen::V,bränna,poltta
1159,verbrennen::V,bränna upp,poltta
1160,geben::V,ge,antta
1161,reichen::V,räcka,antta
1162,schenken::V,skänka,lahjoita
1163,versprechen::V,lova,toivotada
1164,wünschen::V,önska,toivotada
1165,loben::V,lova,kitta
1166,loben::V,beröma,kitta
1167,küssen::V,pussa,tervehtada
1168,wiegen::V,vagga,likutada
1169,zudecken::V,täcka,katta
1170,wecken::V,väcka,noustatada
1171,zeigen::V,visa,ozutada
1172,führen::V,föra,astutada
1173,lehren::V,lära,opeta
1174,unterrichten::V,undervisa,opeta
1175,aufziehen::V,uppfostra,kazvatada
1176,leiten::V,leda,ohjata
1177,antreiben::V,driva på,rigehtoitta
1178,lassen::V,få att,käskta
1179,einladen::V,bjuda,kucta
1180,einladen::V,inbjuda,kucta
1181,vereinigen::V,förena,ühtenzoitta
1182,besuchen::V,besöka,rižada
1183,treffen::V,möta,vastata
1184,treffen::V,träffa,vastata
1185,sich versammeln::V,församla sig,kägeta
1186,sich versammeln::V,församla sig,sätas
1187,spielen::V,leka,väta
1188,spielen::V,spela,väta
1189,singen::V,sjunga,pajatada
1190,tanzen::V,dansa,kargaita
1191,sich trennen::V,skiljas,erigata
1192,verlassen::V,lämna,jätta
1193,verlassen::V,överge,jätta
1194,retten::V,rädda,päzutada
1195,bewachen::V,bevaka,varjoita
1196,schützen::V,skydda,kaita
1197,schützen::V,beskydda,kaita
1198,verteidigen::V,försvara,kaita
1199,sich schlagen::V,slåss,torata
1200,schießen::V,skjuta,ampta
1201,siegen::V,segra,vägestada
1202,ärgern::V,förarga,verdutada
1203,ärgern::V,förarga,rändütada
1204,schlagen::V,slå,löda
1205,schlagen::V,slå,iškta
1206,treten::V,sparka,peksta
1207,treten::V,sparka,topsta
1208,stechen::V,sticka,pystiä
1209,stoßen::V,stöta,iškta
1210,stoßen::V,stöta,pudištada
1211,stehlen::V,stjäla,vargastada
1212,stören::V,störa,keskustada
1213,belästigen::V,genera,tartuteldas
1214,belästigen::V,besvära,tartuteldas
1215,verbergen::V,dölja,katelda
1216,täuschen::V,vilseleda,manitada
1217,betrügen::V,bedra,manitada
1218,töten::V,döda,rikta
1219,töten::V,döda,surmita
1220,wohnen::V,bo,eläda
1221,arbeiten::V,arbeta,rata
1222,sammeln::V,samla,kogota
1223,pflücken::V,plocka,poimda
1224,jagen::V,jaga,mecata
1225,fischen::V,fiska,kalatada
1226,fassen::V,fånga,tabata
1227,hüten::V,vakta,paimeta
1228,treiben::V,driva,ajada
1229,anbinden::V,binda fast,küttestada
1230,anbinden::V,binda fast,sidoda
1231,füttern::V,fodra,sötta
1232,melken::V,mjölka,lüpsta
1233,hacken::V,hacka,sauda
1234,gießen::V,hälla,valada
1235,gießen::V,vattna,valada
1236,reifen::V,mogna,küpseta
1237,zubereiten::V,tillaga,vaumištada
1238,zubereiten::V,tillreda,vaumištada
1239,kochen::V,koka,keitta
1240,backen::V,baka,paštta
1241,braten::V,steka,žarda
1242,umrühren::V,röra om,segoitada
1243,stricken::V,sticka,kudoda
1244,nähen::V,sy,ombelta
1245,färben::V,färga,mujutada
1246,reinigen::V,rensa,puhtastada
1247,reinigen::V,rengöra,puhtastada
1248,waschen::V,tvätta,pesta
1249,abwischen::V,torka av,pühktä
1250,spülen::V,spola,huhtoida
1251,spülen::V,skölja,huhtoida
1252,fegen::V,feja,pühkta
1253,kehren::V,sopa,uhoita
1254,baden::V,bada,kül'ptäs
1255,sich waschen::V,tvätta sig,pestas
1256,ausziehen::V,ta av,riičta
1257,ausziehen::V,ta av,rušta
1258,anziehen::V,ta på,panda päle
1259,anziehen::V,ta på,panda kädehe
1260,anziehen::V,ta på,panda jaugha
1261,sich anziehen::V,klä på sig,sobdas
1262,kämmen::V,kamma,harjata
1263,schmücken::V,pynta,čomitada
1264,schmücken::V,smycka,čomitada
1265,sagen::V,säga,sanuda
1266,sprechen::V,tala,pagišta
1267,reden::V,tala,pagišta
1268,reden::V,prata,pagišta
1269,sich unterhalten::V,prata,lodaita
1270,fragen::V,fråga,küzuda
1271,fragen::V,spörja,küzuda
1272,bitten::V,be,pakita
1273,erzählen::V,berätta,sanuda
1274,erzählen::V,berätta,starinoita
1275,mitteilen::V,meddela,tedotada
1276,nennen::V,kalla,nimitada
1277,rufen::V,ropa,kucta
1278,prahlen::V,pråla,kittäs
1279,prahlen::V,skryta,kittäs
1280,übersetzen::V,tolka,käta
1281,übersetzen::V,översätta,käta
1282,denken::V,tänka,meletada
1283,glauben::V,tro,uskta
1284,bemerken::V,uppmärksamma,homaita
1285,bemerken::V,lägga märke till,homaita
1286,erkennen::V,känna igen,tundištada
1287,begreifen::V,begripa,tabata
1288,verstehen::V,förstå,el'geta
1289,verstehen::V,förstå,toimetada
1290,lernen::V,lära sig,opetas
1291,wissen::V,veta,teta
1292,sich erinnern an::V,minnas,johtutada
1293,sich erinnern an::V,komma ihåg,johtutada
1294,vergessen::V,glömma,unohtada
1295,messen::V,mäta,märita
1296,zählen::V,räkna,lugeda
1297,rechnen::V,räkna,lugeda
1298,lesen::V,läsa,lugeda
1299,malen::V,måla,pirta
1300,zeichnen::V,teckna,pirta
1301,schreiben::V,skriva,kirjutada
1302,besitzen::V,äga,omištada
1303,besitzen::V,besitta,omištada
1304,kaufen::V,köpa,ostta
1305,verkaufen::V,sälja,möda
1306,bezahlen::V,betala,maksta
1307,zahlen::V,betala,maksta
1308,beherrschen::V,behärska,valdoita
1309,ertragen::V,tåla,tirpta
1310,ertragen::V,uthärda,tirpta
