,Concept_ID,eu,cs
817,dritter::A,hirugarren,třetí
818,letzter::A,azken,poslední
819,letzter::A,hondar,poslední
820,allein::ADV,bakarrik,sám
821,auf einmal::ADV,batera,najednou
822,zusammen::ADV,elkarrekin,spolu
823,zusammen::ADV,elkarrekin,dohromady
824,lange::ADV,luzaro,dlouho
825,plötzlich::ADV,bat-batean,vtom
826,plötzlich::ADV,bat-batean,náhle
827,sofort::ADV,berehala,hned
828,sofort::ADV,berehala,ihned
829,später::ADV,gero,později
830,jetzt::ADV,orain,teď
831,jetzt::ADV,orain,nyní
832,heute::ADV,gaur,dnes
833,heute::ADV,gaur,dneska
834,morgen::ADV,bihar,zítra
835,bald::ADV,aurki,brzo
836,bald::ADV,laster,brzo
837,dann::ADV,ondoren,pak
838,dann::ADV,ondoren,potom
839,gestern::ADV,atzo,včera
840,einst::ADV,antzina,kdysi
841,damals::ADV,orduan,tehdy
842,damals::ADV,orduan,tenkrát
843,danach::ADV,gerora,podle toho
844,danach::ADV,ondoren,podle toho
845,vorher::ADV,lehenago,dříve
846,vorher::ADV,lehenago,napřed
847,zuerst::ADV,aurrena,nejprve
848,zuerst::ADV,aurrena,nejdříve
849,zuerst::ADV,lehenbizi,nejprve
850,zuerst::ADV,lehenbizi,nejdříve
851,einmal::ADV,behin,jednou
852,einmal::ADV,aldi bat,jednou
853,manchmal::ADV,batzuetan,někdy
854,manchmal::ADV,zenbaitetan,někdy
855,oft::ADV,maiz,často
856,oft::ADV,askotan,často
857,immer::ADV,beti,vždy
858,immer::ADV,beti,stále
859,niemals::ADV,inoiz ez,nikdy
860,niemals::ADV,sekula ez,nikdy
861,hier::ADV,hemen,zde
862,hier::ADV,hemen,tady
863,hierhin::ADV,hona,sem
864,von hier::ADV,hemendik,odtud
865,von hier::ADV,honetatik,odtud
866,dort::ADV,han,tam
867,dorthin::ADV,hara,tam
868,geradeaus::ADV,artez,rovně
869,vorwärts::ADV,aurrera,kupředu
870,rückwärts::ADV,atzera,zpět
871,rückwärts::ADV,atzerantz,zpět
872,zurück::ADV,atzera,zpět
873,zurück::ADV,atzera,nazpět
874,unten::ADV,behean,dole
875,hinab::ADV,behera,dolů
876,hinab::ADV,beherantz,dolů
877,oben::ADV,goian,nahoře
878,oben::ADV,goian,navrchu
879,hinauf::ADV,gora,nahoru
880,hinauf::ADV,gorantz,nahoru
881,überall::ADV,edonon,všude
882,nicht::ADV,ez,ne
883,ein wenig::ADV,apur bat,trochu
884,ein wenig::ADV,pixka bat,trochu
885,kaum::ADV,ozta,sotva
886,kaum::ADV,nekez,sotva
887,sehr::ADV,oso,velmi
888,sehr::ADV,oso,velice
889,so::ADV,hala,tak
890,so::ADV,hala,takto
891,so::ADV,honela,tak
892,so::ADV,honela,takto
893,noch::ADV,oraindik,ještě
894,nur::ADV,bakarrik,jen
895,nur::ADV,bakarrik,jenom
896,schon::ADV,ja,už
897,schon::ADV,ja,již
898,schon::ADV,jada,už
899,schon::ADV,jada,již
900,wieder::ADV,berriro,zase
901,vergebens::ADV,alferrik,marně
902,vor::PRP,aurrean,před
903,hinter::PRP,ostean,za
904,hinter::PRP,gibelean,za
905,unter::PRP,pean,pod
906,unter::PRP,azpian,pod
907,durch::PRP,zehar,skrz
908,neben::PRP,ondoan,vedle
909,neben::PRP,aldamenean,vedle
910,zwischen::PRP,artean,mezi
911,wegen::PRP,-gatik,pro
912,dies::PRN,hau,toto
913,dies::PRN,hau,tohle
914,das::PRN,hura,to
915,alles::PRN,dena,všechno
916,ich::PRN,ni,já
917,du::PRN,zu,ty
918,er::PRN,bera,on
919,wir::PRN,gu,my
920,ihr::PRN,zuek,vy
921,sie::PRN,berak,oni
922,was::FPRN,zer,co
923,wer::FPRN,nor,kdo
924,wo::FADV,non,kde
925,wohin::FADV,nora,kam
926,wie::FADV,nola,jak
927,wie::FADV,zelan,jak
928,warum::FADV,zeren,proč
929,warum::FADV,zergatik,proč
930,wieviel::FNUM,zenbat,kolik
931,eins::NUM,bat,jeden
932,zwei::NUM,bi,dva
933,zwei::NUM,biga,dva
934,drei::NUM,hiru,tři
935,vier::NUM,lau,čtyři
936,fünf::NUM,bost,pět
937,sechs::NUM,sei,šest
938,sieben::NUM,zazpi,sedm
939,acht::NUM,zortzi,osm
940,neun::NUM,bederatzi,devět
941,zehn::NUM,hamar,deset
942,elf::NUM,hamaika,jedenáct
943,zwölf::NUM,hamabi,dvanáct
944,zwanzig::NUM,hogei,dvacet
945,dreißig::NUM,hogeita hamar,třicet
946,vierzig::NUM,berrogei,čtyřicet
947,fünfzig::NUM,berrogeita hamar,padesát
948,sechzig::NUM,hirurogei,šedesát
949,siebzig::NUM,hirurogeita hamar,sedmdesát
950,achtzig::NUM,laurogei,osmdesát
951,neunzig::NUM,laurogeita hamar,devadesát
952,hundert::NUM,ehun,sto
953,tausend::NUM,mila,tisíc
954,und::CNJ,eta,a
955,oder::CNJ,edo,nebo
956,stehen::V,zutik egon,stát
957,sitzen::V,eserita egon,sedět
958,liegen::V,etzan,ležet
959,hängen::V,eskegita egon,viset
960,hängen::V,zintzilik egon,viset
961,werden::V,bihurtu,stát se
962,werden::V,bilakatu,stát se
963,passieren::V,pasatu,stát se
964,passieren::V,gertatu,stát se
965,beginnen::V,hasi,počít
966,enden::V,bukatu,končit
967,enden::V,bukatu,skončit
968,wechseln::V,aldatu,měnit se
969,aufgehen[Sonne]::V,ilki,vyjít
970,aufgehen[Sonne]::V,sortu,vyjít
971,untergehen[Sonne]::V,sartu,zapadnout
972,scheinen[Sonne]::V,eguzkia egon,svítit
973,donnern::V,trumoia jo,hřmět
974,wehen::V,haizea ibili,vát
975,wehen::V,haizea ibili,vanout
976,strömen::V,zorrotadaka isuri,proudit
977,fließen::V,isuri,téct
978,sich drehen::V,biratu,točit se
979,schwanken::V,zabuka ibili,kolísat
980,schwanken::V,zabuka ibili,houpat se
981,schwingen::V,kulunkatu,kývat se
982,fallen::V,erori,padat
983,brennen::V,sutan egon,hořet
984,rauchen::V,kea bota,kouřit
985,regnen::V,euria ari izan,pršet
986,gefrieren::V,izoztu,zamrznout
987,gefrieren::V,hormatu,zamrznout
988,tauen::V,gesaldu,tát
989,schmelzen::V,urtu,tavit
990,trocknen::V,idortu,schnout
991,trocknen::V,lehortu,schnout
992,sieden::V,irakin,vřít
993,faulen::V,hirotu,hnít
994,faulen::V,usteldu,hnít
995,verfaulen::V,hirotu,shnít
996,verfaulen::V,usteldu,shnít
997,reißen::V,eten,roztrhat se
998,reißen::V,tarrat egin,roztrhat se
999,versinken::V,urperatu,topit se
1000,versinken::V,urperatu,ponořit se
1001,vergehen::V,iragan,plynout
1002,erscheinen::V,agertu,objevit se
1003,verschwinden::V,desagertu,zmizet
1004,sinken::V,beheititu,klesat
1005,abnehmen::V,gutxitu,ubýt
1006,abnehmen::V,beheratu,ubýt
1007,zunehmen::V,gora egin,přibýt
1008,steigen::V,igo,stoupat
1009,wachsen::V,hazi,růst
1010,glänzen::V,distiratu,lesknout se
1011,funkeln::V,izarniatu,jiskřit se
1012,lärmen::V,zarata atera,dělat hluk
1013,läuten::V,jo,zvonit
1014,läuten::V,hots egin,zvonit
1015,klingeln::V,txirrina jo,zvonit
1016,klirren::V,tintin egin,řinčet
1017,brausen::V,marru egin,hučet
1018,rauschen::V,fir-fir egin,šumět
1019,klingen::V,soinu egin,znít
1020,bellen::V,zaunkatu,štěkat
1021,heulen::V,ulu egin,výt
1022,heulen::V,uhuri egin,výt
1023,blasen::V,ufa egin,foukat
1024,blasen::V,putz egin,foukat
1025,pfeifen::V,txistu egin,pískat
1026,schreien::V,oihu egin,křičet
1027,schreien::V,garrasi egin,křičet
1028,stöhnen::V,intziri egin,sténat
1029,zittern::V,ikara egin,třást se
1030,zittern::V,dar-dar egin,třást se
1031,leben::V,bizi izan,žít
1032,geboren werden::V,jaio,rodit se
1033,atmen::V,hats egin,dýchat
1034,atmen::V,arnasa egin,dýchat
1035,trinken::V,edan,pít
1036,essen::V,jan,jíst
1037,schlucken::V,irentsi,polykat
1038,müde werden::V,unatu,unavit se
1039,müde werden::V,nekatu,unavit se
1040,einschlafen::V,lokartu,usnout
1041,schlafen::V,lo egin,spát
1042,aufwachen::V,esnatu,probudit se
1043,aufwachen::V,atzarri,probudit se
1044,aufstehen::V,jaiki,vstát
1045,sich erholen::V,atseden egin,zotavovat se
1046,krank werden::V,gaixotu,onemocnět
1047,krank sein::V,eri izan,být nemocný
1048,krank sein::V,gaixo izan,být nemocný
1049,schmerzen::V,min egin,bolet
1050,husten::V,eztul egin,kašlat
1051,genesen::V,osatu,uzdravit se
1052,sterben::V,hil,umřít
1053,sterben::V,zendu,umřít
1054,umkommen::V,istripuz hil,zahynout
1055,sich bewegen::V,higitu,pohnout se
1056,sich rühren::V,zirkin egin,hnout se
1057,sich erheben::V,zutitu,zdvihnout se
1058,sich erheben::V,altxatu,zdvihnout se
1059,sich setzen::V,eseri,posadit se
1060,sich setzen::V,jesarri,posadit se
1061,hinfallen::V,erori,upadnout
1062,laufen::V,ibili,běžet
1063,schreiten::V,oinkatu,kráčet
1064,spazierengehen::V,paseatu,procházet se
1065,spazierengehen::V,ostera bat egin,procházet se
1066,eilen::V,lasterkatu,spěchat
1067,sich beeilen::V,lehiatu,pospíšit si
1068,sausen::V,ziztu bizian joan,fičet
1069,rennen::V,lasterka egin,pádit
1070,springen::V,jauzi egin,skákat
1071,klettern::V,igo,lézt
1072,klettern::V,igo,šplhat
1073,schaukeln::V,zabu egin,houpat
1074,schaukeln::V,zanbulu egin,houpat
1075,kriechen::V,narras egin,lézt
1076,kriechen::V,narras egin,plazit se
1077,schwimmen::V,igerikatu,plavat
1078,schwimmen::V,igeri egin,plavat
1079,tauchen::V,murgildu,nořit se
1080,tauchen::V,pulunpatu,nořit se
1081,rudern::V,bogatu,veslovat
1082,rudern::V,arraun egin,veslovat
1083,fahren::V,joan,jet
1084,fahren::V,joan,jezdit
1085,fliegen::V,hegaldatu,létat
1086,fliegen::V,hegan egin,létat
1087,gehen::V,joan,jít
1088,weggehen::V,alde egin,odejít
1089,abfahren::V,abiatu,odjet
1090,anhalten::V,geratu,zastavit se
1091,anhalten::V,gelditu,zastavit se
1092,hineingehen::V,sartu,vcházet se
1093,eintreten::V,sartu,vstoupit
1094,kommen::V,etorri,přijít
1095,ankommen::V,heldu,dojít
1096,ankommen::V,iritsi,dojít
1097,zurückkommen::V,itzuli,vrátit se
1098,bleiben::V,gelditu,zůstat
1099,warten::V,itxaron,čekat
1100,warten::V,zain egon,čekat
1101,erwarten::V,iguriki,čekat na
1102,suchen::V,bilatu,hledat
1103,finden::V,idoro,najít
1104,finden::V,aurkitu,najít
1105,versuchen::V,saiatu,zkoušet
1106,versuchen::V,ahalegindu,zkoušet
1107,vorbereiten::V,gertatu,připravit
1108,lieben::V,maitatu,milovat
1109,lieben::V,maite izan,milovat
1110,mögen::V,laket izan,mít rád
1111,mögen::V,atsegin izan,mít rád
1112,lachen::V,irri egin,smát se
1113,lachen::V,barre egin,smát se
1114,rühren::V,hunkitu,dojmout
1115,weinen::V,negar egin,plakat
1116,schimpfen::V,erneguka ari izan,nadávat
1117,sich ärgern::V,ernegatu,pohoršit se
1118,sich ärgern::V,haserretu,pohoršit se
1119,sich fürchten::V,beldur izan,bát se
1120,fürchten::V,beldur izan,bát se
1121,fliehen::V,ihes egin,utéct
1122,flüchten::V,ihes egin,prchnout
1123,sehen::V,ikusi,vidět
1124,anschauen::V,begietsi,podívat se na
1125,ansehen::V,begiratu,sledovat
1126,hören::V,aditu,slyšet
1127,zuhören::V,entzun,poslouchat
1128,probieren::V,dastatu,ochutnávat
1129,riechen::V,usnatu,cítit
1130,riechen::V,usaindu,cítit
1131,fühlen::V,sentitu,cítit
1132,scheinen::V,iruditu,zdát se
1133,scheinen::V,begitandu,zdát se
1134,zu sehen sein::V,azaldu,moci být viděn
1135,vernehmen::V,aditu,uslyšet
1136,frieren::V,hotz izan,mrznout
1137,tun::V,egin,dělat
1138,können::V,ahal izan,moct
1139,wollen::V,nahi izan,chtít
1140,anfangen::V,hasi,začít
1141,beenden::V,bukatu,ukončit
1142,aufhören::V,utzi,přestat
1143,gelingen::V,lortu,podařit se
1144,geraten::V,heldu,dařit se
1145,öffnen::V,ireki,otevřít
1146,öffnen::V,zabaldu,otevřít
1147,schließen::V,itxi,zavřít
1148,stellen::V,ipini,postavit
1149,setzen::V,jesarri,posadit
1150,legen::V,jarri,klást
1151,legen::V,jarri,položit
1152,berühren::V,ukitu,dotýkat se
1153,verbinden::V,uztartu,spojit
1154,bedecken::V,estali,pokrýt
1155,aufhängen::V,eseki,oběsit
1156,aufhängen::V,eseki,pověsit
1157,aufhängen::V,eskegi,oběsit
1158,aufhängen::V,eskegi,pověsit
1159,anzünden::V,piztu,zapálit
1160,anzünden::V,piztu,podpálit
1161,aufheben::V,jaso,zvednout
1162,aufheben::V,jaso,zdvihnout
1163,zurücklassen::V,atzean utzi,zanechat
1164,verlieren::V,galdu,ztratit
1165,fallen lassen::V,erortzen utzi,upustit
1166,machen::V,egin,udělat
1167,herstellen::V,ekoiztu,vyrobit
1168,bauen::V,eraiki,stavět
1169,bauen::V,eraiki,budovat
1170,reparieren::V,konpondu,opravit
1171,verbessern::V,hobetu,zlepšit
1172,ändern::V,mudatu,změnit
1173,graben::V,aitzurtu,rýt
1174,graben::V,aitzurtu,kopat
1175,beugen::V,makurtu,ohnout
1176,biegen::V,malgutu,ohnout
1177,biegen::V,makolatu,ohnout
1178,drehen::V,jiratu,točit
1179,wenden::V,bihurtu,obrátit
1180,umdrehen::V,biratu,obrátit
1181,umdrehen::V,alderantzikatu,obrátit
1182,heben::V,jaso,zdvihnout
1183,heben::V,goratu,zdvihnout
1184,hochheben::V,goratu,zvednout
1185,hochheben::V,altxatu,zvednout
1186,ergreifen::V,oratu,chopit se
1187,halten::V,eutsi,držet
1188,drücken::V,sakatu,stisknout
1189,schieben::V,bultzatu,posouvat
1190,kratzen::V,hatz egin,škrábat
1191,kratzen::V,hazka egin,škrábat
1192,lecken::V,miaztu,lízat
1193,lecken::V,lamikatu,lízat
1194,beißen::V,hozka egin,kousat
1195,beißen::V,ausiki egin,kousat
1196,abreißen::V,kendu,utrhat
1197,abreißen::V,kendu,odtrhat
1198,abschneiden::V,moztu,uřezat
1199,abschneiden::V,moztu,ukrojit
1200,abschneiden::V,pikatu,uřezat
1201,abschneiden::V,pikatu,ukrojit
1202,binden::V,lotu,přivázat
1203,binden::V,estekatu,přivázat
1204,stecken::V,sartu,strčit
1205,brechen::V,apurtu,lomit
1206,klopfen::V,jo,ťukat
1207,klopfen::V,jo,klepat
1208,hauen::V,jo,bít
1209,kleben::V,itsatsi,lepit
1210,reiben::V,igurtzi,třít
1211,streichen::V,igurtzi,mazat
1212,schleifen::V,zorroztu,brousit
1213,schneiden::V,moztu,řezat
1214,schneiden::V,moztu,střihat
1215,rütteln::V,astindu,třást
1216,rütteln::V,astindu,otřást
1217,rütteln::V,inarrosi,třást
1218,rütteln::V,inarrosi,otřást
1219,schütteln::V,astindu,třást
1220,schütteln::V,astindu,zatřást
1221,schütteln::V,inarrosi,třást
1222,schütteln::V,inarrosi,zatřást
1223,schwenken::V,zabukatu,mávat
1224,schütten::V,isuri,nasypat
1225,füllen::V,bete,naplnit
1226,einwickeln::V,bildu,zavinout
1227,tragen::V,eroan,nést
1228,tragen::V,eraman,nést
1229,schleppen::V,narrastu,vléct
1230,schleppen::V,herrestatu,vléct
1231,ziehen::V,tira egin,tahat
1232,ziehen::V,tira egin,táhnout
1233,aufbewahren::V,gorde,schovat
1234,werfen::V,jaurti,házet
1235,werfen::V,aurtiki,házet
1236,fangen::V,atzeman,chytat
1237,packen::V,heldu,uchvátit
1238,verstecken::V,ostendu,schovat
1239,verstecken::V,ezkutatu,schovat
1240,teilen::V,zatitu,rozdělit
1241,schicken::V,bidali,posílat
1242,bringen::V,ekarri,přinést
1243,hinzufügen::V,eratxiki,připojit
1244,hinzufügen::V,gaineratu,připojit
1245,bekommen::V,jaso,dostat
1246,erhalten::V,jaso,uchovat
1247,nehmen::V,hartu,vzít
1248,wählen::V,hautatu,zvolit
1249,wählen::V,aukeratu,zvolit
1250,auswählen::V,hautatu,vybrat
1251,auswählen::V,aukeratu,vybrat
1252,bewahren::V,begiratu,uchránit
1253,behindern::V,oztopatu,překážet
1254,verderben::V,hondatu,zkazit
1255,beschädigen::V,akastu,porušit
1256,beschädigen::V,akastu,poškodit
1257,zerbrechen::V,apurtu,rozlámat
1258,zerreißen::V,zarratatu,roztrhnout
1259,zerstören::V,suntsitu,zničit
1260,verbrennen::V,erre,spálit
1261,verbrennen::V,kiskali,spálit
1262,geben::V,eman,dát
1263,reichen::V,luzatu,podat
1264,reichen::V,helarazi,podat
1265,schenken::V,oparitu,darovat
1266,versprechen::V,agindu,slíbit
1267,wünschen::V,opatu,přát
1268,wünschen::V,opetsi,přát
1269,loben::V,laudatu,chválit
1270,loben::V,goraipatu,chválit
1271,küssen::V,musu eman,líbat
1272,wiegen::V,kulunkatu,chovat
1273,wiegen::V,kulunkatu,kolébat
1274,zudecken::V,estali,přikrýt
1275,zudecken::V,estali,přiklopit
1276,wecken::V,esnatu,vzbudit
1277,wecken::V,iratzartu,vzbudit
1278,zeigen::V,erakutsi,ukázat
1279,führen::V,gidatu,vést
1280,lehren::V,irakatsi,učit
1281,unterrichten::V,eskolak eman,vyučovat
1282,aufziehen::V,hazi,vychovat
1283,leiten::V,arteztu,vodit
1284,antreiben::V,bulkatu,nutit
1285,lassen::V,-arazi,dát
1286,einladen::V,gonbidatu,pozvat
1287,vereinigen::V,batu,spojit
1288,vereinigen::V,bateratu,spojit
1289,besuchen::V,ikustatu,návštívit
1290,treffen::V,topatu,potkat
1291,sich versammeln::V,bildu,shromáždit se
1292,spielen::V,jolastu,hrát
1293,singen::V,abestu,zpívat
1294,singen::V,kantatu,zpívat
1295,tanzen::V,dantzatu,tančit
1296,tanzen::V,dantzan egin,tančit
1297,sich trennen::V,banandu,rozejít se
1298,verlassen::V,utzietsi,opustit
1299,retten::V,salbatu,zachránit
1300,retten::V,gaizkatu,zachránit
1301,bewachen::V,jagon,hlídat
1302,bewachen::V,zaindu,hlídat
1303,schützen::V,babestu,chránit
1304,schützen::V,gerizatu,chránit
1305,verteidigen::V,aldeztu,obhájit
1306,sich schlagen::V,elkar jo,bít se
1307,sich schlagen::V,elkar borrokatu,bít se
1308,schießen::V,tiro egin,střílet
1309,siegen::V,irabazi,zvítězit
1310,ärgern::V,ernegatu,zlobit
1311,ärgern::V,ernegatu,pohoršit
1312,ärgern::V,haserretu,zlobit
1313,ärgern::V,haserretu,pohoršit
1314,schlagen::V,jo,udeřit
1315,schlagen::V,jo,praštit
1316,schlagen::V,erauntsi,udeřit
1317,schlagen::V,erauntsi,praštit
1318,treten::V,zapaldu,kopnout
1319,treten::V,ostiaktu,kopnout
1320,stechen::V,sastatu,bodnout
1321,stechen::V,sastatu,píchnout
1322,stoßen::V,bultzatu,strčit
1323,stehlen::V,ostu,ukrást
1324,stehlen::V,lapurtu,ukrást
1325,stören::V,galarazi,vyrušit
1326,belästigen::V,gohaindu,obtěžovat
1327,belästigen::V,alamena eman,obtěžovat
1328,verbergen::V,ezkutatu,skrýt
1329,täuschen::V,tronpatu,klamat
1330,täuschen::V,engainatu,klamat
1331,betrügen::V,iruzurtu,podvést
1332,töten::V,hil,zabít
1333,töten::V,heriotza eman,zabít
1334,wohnen::V,bizi izan,bydlit
1335,arbeiten::V,lan egin,pracovat
1336,arbeiten::V,behar egin,pracovat
1337,sammeln::V,bildu,sebrat
1338,sammeln::V,bildumatu,sebrat
1339,pflücken::V,batu,česat
1340,pflücken::V,bildu,česat
1341,jagen::V,ehizatu,uhonit
1342,fischen::V,arrantzatu,chytat ryby
1343,fischen::V,arrantza egin,chytat ryby
1344,fassen::V,harrapatu,ulovit
1345,hüten::V,begiratu,pást
1346,treiben::V,bultza egin,hnát
1347,anbinden::V,estekatu,přivázat
1348,füttern::V,bazkatu,krmit
1349,melken::V,jetzi,dojit
1350,hacken::V,xehatu,seknout
1351,gießen::V,isuri,zalít
1352,reifen::V,heldu,uzrát
1353,reifen::V,zoritu,uzrát
1354,zubereiten::V,prestatu,připravit
1355,kochen::V,egosi,vařit
1356,backen::V,labean egin,péct
1357,braten::V,erregosi,smažit
1358,umrühren::V,eragin,zamíchat
1359,stricken::V,trikotatu,plést
1360,stricken::V,puntu egin,plést
1361,nähen::V,josi,šít
1362,färben::V,tindatu,nabarvit
1363,reinigen::V,ikuzi,očistit
1364,reinigen::V,garbitu,očistit
1365,waschen::V,xahutu,mýt
1366,waschen::V,garbitu,mýt
1367,abwischen::V,xukatu,utřít
1368,spülen::V,irakutzi,spláchnout
1369,fegen::V,erraztatu,zamést
1370,kehren::V,isastu,mést
1371,baden::V,bainatu,koupat se
1372,baden::V,bainua hartu,koupat se
1373,sich waschen::V,burua garbitu,mýt se
1374,ausziehen::V,erantzi,svléct
1375,anziehen::V,jantzi,obléct
1376,sich anziehen::V,jantzi,oblékat se
1377,kämmen::V,orraztu,učesat
1378,schmücken::V,apaindu,ozdobit
1379,sagen::V,esan,říct
1380,sprechen::V,mintzatu,mluvit
1381,sprechen::V,hitz egin,mluvit
1382,reden::V,hitz egin,hovořit
1383,sich unterhalten::V,solastu,povídat se
1384,sich unterhalten::V,solas egin,povídat se
1385,fragen::V,galdetu,zeptat se
1386,bitten::V,eskatu,prosit
1387,bitten::V,galdegin,prosit
1388,erzählen::V,edestu,povídat
1389,erzählen::V,kontatu,povídat
1390,mitteilen::V,jakinarazi,sdělit
1391,mitteilen::V,jakinarazi,oznámit
1392,nennen::V,izena eman,nazvat
1393,rufen::V,dei egin,volat
1394,rufen::V,dei egin,zavolat
1395,prahlen::V,harrokerian ibili,chlubit se
1396,prahlen::V,ahoberokeriak esan,chlubit se
1397,übersetzen::V,itzuli,přeložit
1398,denken::V,pentsatu,myslit
1399,denken::V,gogoeta egin,myslit
1400,glauben::V,sinetsi,věřit
1401,bemerken::V,ohartu,zpozorovat
1402,bemerken::V,konturatu,zpozorovat
1403,erkennen::V,ezagutu,poznat
1404,erkennen::V,antzeman,poznat
1405,begreifen::V,ulertu,pochopit
1406,verstehen::V,aditu,porozumět
1407,lernen::V,ikasi,učit se
1408,wissen::V,jakin,vědět
1409,sich erinnern an::V,gogoratu,vzpomínat si na
1410,sich erinnern an::V,gogoan izan,vzpomínat si na
1411,vergessen::V,ahaztu,zapomínat
1412,vergessen::V,ahantzi,zapomínat
1413,messen::V,neurtu,měřit
1414,zählen::V,zenbatu,spočítat
1415,zählen::V,kopuratu,spočítat
1416,rechnen::V,kalkulatu,počítat
1417,lesen::V,irakurri,číst
1418,malen::V,margotu,malovat
1419,zeichnen::V,marraztu,rýsovat
1420,schreiben::V,idatzi,psát
1421,besitzen::V,ukan,mít
1422,besitzen::V,ukan,vlastnit
1423,besitzen::V,eduki,mít
1424,besitzen::V,eduki,vlastnit
1425,kaufen::V,erosi,koupit
1426,verkaufen::V,saldu,prodat
1427,bezahlen::V,ordaindu,zaplatit
1428,zahlen::V,ordaindu,platit
1429,beherrschen::V,menpean izan,ovládat
1430,ertragen::V,jasan,snést
1431,ertragen::V,pairatu,snést
