,Concept_ID,os,ps
229,Schlinge::N,цасм,کړۍ
230,Spur::N,фæд,نښه
231,Asche::N,фӕнык,آس
232,Asche::N,фӕнык,ایره
233,Asche::N,ӕртхутӕг,آس
234,Asche::N,ӕртхутӕг,ایره
235,Dreck::N,цъыф,ناپاکي
236,Eisen::N,ӕфсӕйнаг,اوسپنه
237,Gold::N,сыгъзӕрин,سره زر
238,Silber::N,ӕвзист,نقره
239,Silber::N,ӕвзист,سپین زر
240,Kohle::N,ӕвзалы,سکور
241,Kohle::N,ӕвзалы,سکاره
242,Glas::N,авг,ښيښه
243,Lehm::N,ӕлыг,خټه
244,Sand::N,змис,شګه
245,Mensch::N,лӕг,انسان
246,Mensch::N,адӕймаг,انسان
247,Mensch::N,удгоймаг,انسان
248,Mann::N,лӕг,سړی
249,Mann::N,лӕг,نارینه
250,Mann::N,нӕлгоймаг,سړی
251,Mann::N,нӕлгоймаг,نارینه
252,Frau::N,сылгоймаг,ښځه
253,Kind::N,сывӕллон,بچی
254,Kind::N,сывӕллон,ماشوم
255,Junge::N,лӕппу,هلک
256,Mädchen::N,чызг,نجلۍ
257,Familie::N,бинонтæ,کورنۍ
258,Großvater::N,фыдыфыд,بابا
259,Großvater::N,мадыфыд,بابا
260,Großmutter::N,фыды мад,انا
261,Großmutter::N,мады мад,انا
262,Eltern::N,ныййарджытæ,مور او پلار
263,Vater::N,фыд,پلار
264,Mutter::N,мад,مور
265,Sohn::N,фырт,زوی
266,Tochter::N,чызг,لور
267,Bruder::N,ӕфсымӕр,ورور
268,Schwester::N,хо,خور
269,Onkel::N,фыдыфсымӕр,تره
270,Onkel::N,фыдыфсымӕр,ماما
271,Tante::N,мадыхо,خاله
272,Ehemann::N,мой,مېړه
273,Ehefrau::N,ус,مېرمن
274,Freude::N,цин,خوشحالي
275,Freude::N,циндзинад,خوشحالي
276,Gelächter::N,худын,خندا
277,Gelächter::N,худт,خندا
278,Gelächter::N,худæг,خندا
279,Glück::N,амонд,بخت
280,Kummer::N,хъыг,غم
281,Wunsch::N,бӕллиц,هيله
282,Wunsch::N,бӕллиц,غوښتنه
283,Lust::N,монц,شوق
284,Lust::N,монц,مینه
285,Geist::N,уд,روح
286,Gedanke::N,хъуыды,فکر
287,Gedächtnis::N,мысæн,یاد
288,Gedächtnis::N,мысæн,حافظه
289,Gedächtnis::N,мысын,یاد
290,Gedächtnis::N,мысын,حافظه
291,Gedächtnis::N,зæрдылдарын,یاد
292,Gedächtnis::N,зæрдылдарын,حافظه
293,Verstand::N,зонд,عقل
294,Verstand::N,зонд,شعور
295,Sinn::N,нысаниуæг,معنی
296,Grund::N,ӕфсон,علت
297,Grund::N,ӕфсон,اساس
298,Wahrheit::N,æцæг,حقیقت
299,Gespräch::N,ныхас,مرکه
300,Gespräch::N,ныхас,خبرې اترې
301,Märchen::N,аргъау,افسانه
302,Erzählung::N,радзырд,قصه
303,Erzählung::N,радзырд,کیسه
304,Nachricht::N,уац,خبر
305,Neuigkeit::N,хабар,نوی خبر
306,Name::N,ном,نوم
307,Rätsel::N,уыци-уыци,کیسۍ
308,Rätsel::N,уыци-уыци,چیستان
309,Rätsel::N,базон-базон,کیسۍ
310,Rätsel::N,базон-базон,چیستان
311,Rede::N,раныхас,وینا
312,Sprache::N,ӕвзаг,ژبه
313,Stimme::N,хъӕлӕс,غږ
314,Stimme::N,хъӕлӕс,اواز
315,Wort::N,дзырд,لغت
316,Wort::N,дзырд,کلمه
317,Zeichen::N,нысан,نښه
318,Zeichen::N,нысан,اشاره
319,Ruf::N,сидт,ږغ
320,Ruf::N,сидт,بلنه
321,Lärm::N,уынæр,غالمغال
322,Laut::N,зӕл,ږغ
323,Laut::N,мыр,ږغ
324,Ton::N,мыр,اواز
325,Lied::N,зарӕг,غزله
326,Lied::N,зарӕг,سندره
327,Ruhe::N,æнцой,ارامي
328,Leute::N,адӕм,خلک
329,Volk::N,адӕм,ولس
330,Arbeit::N,фӕллой,کار
331,Gast::N,уазӕг,مېلمه
332,Geschenk::N,хуын,تحفه
333,Geschenk::N,хуын,سوغات
334,Spiel::N,хъазт,لوبه
335,Gesellschaft::N,дзыллæ,ډله
336,Gesellschaft::N,æхсæнад,ډله
337,Hilfe::N,æххуыс,کومک
338,Hilfe::N,æххуыс,مرسته
339,Hilfe::N,ахъаз,کومک
340,Hilfe::N,ахъаз,مرسته
341,Freund::N,лымӕн,ملګری
342,Kamerad::N,ӕмбал,انډيوال
343,Angelegenheit::N,хъуыддаг,موضوع
344,Anzahl::N,бӕрц,شمېر
345,Anzahl::N,бӕрц,تعداد
346,Art::N,хуыз,ډول
347,Art::N,хуызад,ډول
348,Stück::N,кæрдих,ټوټه
349,Stück::N,комдзаг,ټوټه
350,Teil::N,хай,برخه
351,Hälfte::N,æрдæг,نیم
352,Hälfte::N,æмбис,نیم
353,Kreis::N,зиллакк,دایره
354,Kreuz::N,дзуар,صلیب
355,Linie::N,хахх,خط
356,Linie::N,хахх,لیکه
357,Strich::N,хахх,کرښه
358,Abstand::N,æхсæнуат,فاصله
359,Entfernung::N,дæрддзæг,واټن
360,Entfernung::N,дардцæг,واټن
361,Gegend::N,ран,سیمه
362,Gegend::N,ран,منطقه
363,Platz::N,бууат,ځای
364,Ort::N,ран,ځای
365,Ort::N,бынат,ځای
366,Seite::N,фахс,مخ
367,Seite::N,фахс,اړخ
368,Mitte::N,астӕу,وسط
369,Mitte::N,астӕу,مینځ
370,Gegenstand::N,дзаума,شی
371,Sache::N,дзаума,شی
372,Sache::N,дзаума,څيز
373,Rand::N,кӕрон,څنډه
374,Rand::N,кӕрон,کناره
375,Kante::N,фӕрск,اړخ
376,Ecke::N,тигъ,ګوټ
377,Ecke::N,фисын,ګوټ
378,Spitze::N,бырынкъ,څوکه
379,Ende::N,кӕрон,څوکه
380,Loch::N,хуынкъ,سوری
381,Winkel::N,къуым,کنج
382,Winkel::N,къуым,کوتی
383,Muster::N,нывæфтыд,نمونه
384,Muster::N,кæдзист,نمونه
385,Größe::N,ас,قد
386,Größe::N,ас,لويوالی
387,Länge::N,дӕргъ,طول
388,Länge::N,дӕргъ,اوږد والی
389,Höhe::N,бæрзонд,جګوالی
390,Höhe::N,бæрзæнд,جګوالی
391,Höhe::N,бæрзонддзинад,جګوالی
392,Gewicht::N,уӕз,وزن
393,Menge::N,бӕрц,اندازه
394,Haufen::N,кӕри,کوټه
395,Reihe::N,рӕнхъ,صف
396,Reihe::N,рӕнхъ,کتار
397,Boot::N,чема,قايق
398,Ruder::N,къохар,چپه
399,Schlitten::N,дзоныгъ,ښویېدونی
400,Ski::N,къахдзоныгътæ,سکي
401,Ski::N,лыжæтæ,سکي
402,Lagerfeuer::N,арт,اور
403,Last::N,уаргъ,بار
404,Last::N,уаргъ,پېټی
405,Gang::N,цыд,تګ
406,Schritt::N,санчъех,ګام
407,Schritt::N,къахдзӕф,ګام
408,Norden::N,цæгат,شمال
409,Süden::N,хуссар,سوېل
410,Westen::N,ныгуылæн,لوېدېځ
411,Osten::N,скæсæн,شرق
412,Osten::N,скæсæн,ختیځ
413,Holz::N,хъӕдӕрмӕг,لرګی
414,Brett::N,фæйнæг,تخته
415,Platte::N,къӕй,تخته
416,Stütze::N,быцæу,تکیوان
417,Stange::N,хъил,ډاګه
418,Stock::N,лӕдзӕг,لرګی
419,Stab::N,хъил,چيخله
420,Rohr::N,хӕтӕл,نل
421,Haus::N,хӕдзар,کور
422,Heim::N,къона,کور
423,Ofen::N,пец,تودنۍ
424,Fußboden::N,астӕрд,غولی
425,Tisch::N,стъол,مېز
426,Stuhl::N,бандон,چوکۍ
427,Wiege::N,авдæн,زانګو
428,Bett::N,сынтӕг,کټ
429,Bett::N,сынтӕг,چپرکټ
430,Regal::N,тӕрхӕг,تاخچۍ
431,Regal::N,уӕлвӕйнӕг,تاخچۍ
432,Kiste::N,асыкк,صندوق
433,Fenster::N,рудзынг,کړکۍ
434,Fenster::N,фæрссаг,کړکۍ
435,Tür::N,дуар,دروازه
436,Tor::N,кулдуар,دروازه
437,Zaun::N,æмбонд,کټاره
438,Zaun::N,быру,کټاره
439,Zaun::N,гæрæн,کټاره
440,Dach::N,уӕлхӕдзар,بام
441,Leiter::N,асин,زينه
442,Besen::N,уисой,جارو
443,Spaten::N,бел,یوم
444,Schaufel::N,æвгæнæн,بېلچه
445,Schaufel::N,кæфой,بېلچه
446,Gabel::N,вилкæ,پنجه
447,Löffel::N,уидыг,کاشوغه
448,Messer::N,кард,چاقو
449,Nagel::N,зӕгӕл,ميخ
450,Netz::N,хыз,جال
451,Haken::N,хæдз,څنګک
452,Haken::N,хæбырæгъ,څنګک
453,Griff::N,фистон,لاستی
454,Schloss::N,гуыдыр,کلپ
455,Bild::N,ныв,رسم
456,Figur::N,кæрдгæныв,قدوقامت
457,Puppe::N,чындз,ګوډۍ
458,Beutel::N,дзӕкъул,کڅوړه
459,Bündel::N,баст,دسته
460,Tasche::N,хызын,بکس
461,Tasche::N,хызын,توبره
462,Tasche::N,дзæкъул,بکس
463,Tasche::N,дзæкъул,توبره
464,Eimer::N,къæрта,سطل
465,Eimer::N,чъыбыла,سطل
466,Eimer::N,ведра,سطل
467,Deckel::N,сæр,سرپوښ
468,Deckel::N,æмбæрзæн,سرپوښ
469,Geschirr::N,мигæнæн,لوښی
470,Geschirr::N,мигæнæнтæ,لوښی
471,Sack::N,голлаг,جوال
472,Tasse::N,пиала,پیاله
473,Tasse::N,къус,پیاله
474,Topf::N,аг,دېګی
475,Topf::N,чысыл аг,دېګی
476,Kessel::N,аг,دېګ
477,Essen::N,хӕрд,خوراک
478,Nahrung::N,хойраг,خوراک
479,Speise::N,хӕринаг,خواړه
480,Fleisch::N,дзидза,غوښه
481,Fleisch::N,фыдызгъӕл,غوښه
482,Getreide::N,халсар,غله
483,Brei::N,кас,اوګره
484,Brot::N,дзул,ډوډۍ
485,Scheibe::N,къӕбӕр,مړۍ
486,Fett::N,сой,غوړي
487,Butter::N,нӕлхӕ,کوچ
488,Öl::N,зети,تېل
489,Salz::N,цӕхх,مالګه
490,Suppe::N,бас,شوربا
491,Honig::N,мыд,شات
492,Milch::N,ӕхсыр,شوده
493,Tee::N,цай,چای
494,Leder::N,мæскуы,څرمن
495,Wolle::N,фӕсмын,پشم
496,Stoff::N,хъуымац,ټوټه
497,Nadel::N,судзин,ستن
498,Faden::N,ӕндах,تار
499,Knopf::N,цӕппӕр,تڼۍ
500,Knopf::N,цӕппӕр,تکمه
501,Knoten::N,ӕлхынцъ,غوټه
502,Farbe::N,ахорæн,رنګ
503,Kleidung::N,дарӕс,کالي
504,Hemd::N,хӕдон,کميس
505,Kragen::N,æфцæггот,غاړه
506,Ärmel::N,дыс,لستوڼی
507,Hose::N,хæлаф,پطلون
508,Hose::N,æддаг хæлаф,پطلون
509,Hose::N,салбар,پطلون
510,Gürtel::N,рон,کمربند
511,Mütze::N,худ,خولۍ
512,Schuh::N,басмахъ,بوټ
513,Stiefel::N,цырыхъхъ,موزه
514,Ring::N,къухдарӕн,ګوته
515,Band::N,лент,فيته
516,Kamm::N,сӕрвасӕн,ګمنځ
517,Spiegel::N,айдæн,ایینه
518,Spiegel::N,айдæн,هنداره
519,Spiegel::N,кæсæн,ایینه
520,Spiegel::N,кæсæн,هنداره
521,Riemen::N,гӕрз,تسمه
522,Schnur::N,бӕндӕн,مزی
523,Decke::N,хъӕццул,بړستن
524,Kissen::N,баз,بالښت
525,Tuch::N,кæлмæрзæн,ټیکری
526,Tuch::N,кæрдæн,ټیکری
527,Handtuch::N,хисæрфæн,دسمال
528,Kraft::N,тых,زور
529,Kraft::N,тых,توان
530,Kraft::N,хъомыс,زور
531,Kraft::N,хъомыс,توان
532,Stärke::N,тых,قوت
533,Stärke::N,æхсар,قوت
534,Gesundheit::N,æнæниздзинад,صحت
535,Gesundheit::N,æнæниздзинад,روغتیا
536,Krankheit::N,низ,مرض
537,Krankheit::N,низ,ناروغي
538,Krankheit::N,рын,مرض
539,Krankheit::N,рын,ناروغي
540,Schmerz::N,рис,درد
541,Wunde::N,цӕф,ټپ
542,Wunde::N,цӕф,زخم
543,Fieber::N,ризӕг,تبه
544,Fieber::N,тӕфсӕг,تبه
545,Arznei::N,хос,دوا
546,Arznei::N,хос,دارو
547,Brücke::N,хид,پول
548,Brunnen::N,цъай,څاه
549,Brunnen::N,цъай,کوهی
550,Weide::N,хизæн,وله
551,Weide::N,хизæнуат,وله
552,Weide::N,сæрвæт,وله
553,Pfad::N,къахвæндаг,تړه
554,Pfad::N,къахвæд,تړه
555,Weg::N,фӕндаг,لیار
556,Straße::N,фӕндаг,سړک
557,Dorf::N,хъӕу,کلی
558,Stadt::N,сахар,ښار
559,Brief::N,фыстӕг,لیک
560,Brief::N,фыстӕг,مکتوب
561,Buch::N,чиныг,کتاب
562,Buchstabe::N,дамгъӕ,حرف
563,Buchstabe::N,дамгъӕ,توری
564,Zeitung::N,газет,اخبار
565,Leben::N,цард,ژوند
566,Leben::N,цӕрӕнбон,ژوند
567,Tod::N,мæлæт,مرګ
568,Tod::N,мæлæт,مړینه
569,Tod::N,адзал,مرګ
570,Tod::N,адзал,مړینه
571,Grab::N,ингӕн,قبر
572,Grab::N,ингӕн,ډورۍ
573,Kirche::N,аргъуан,کلیسا
574,Sünde::N,тæригъæд,ګناه
575,Gott::N,хуыцау,خدای
576,Arbeiter::N,кусæг,کاریګر
577,Chef::N,ӕмцег,آمر
578,Meister::N,мастер,استاد
579,Meister::N,дæсны,استاد
580,Arzt::N,хосгæнæг,طبیب
581,Arzt::N,хосгæнæг,ډاکټر
582,Arzt::N,дохтыр,طبیب
583,Arzt::N,дохтыр,ډاکټر
584,Lehrer::N,ахуыргæнæг,معلم
585,Lehrer::N,ахуыргæнæг,ښوونکی
586,Geld::N,ӕхца,پیسې
587,Geschäft::N,бизнес,سوداګري
588,Geschäft::N,хъуыддаг,سوداګري
589,Laden::N,дукани,دکان
590,Laden::N,дукани,مغازه
591,Preis::N,аргъ,بیه
592,Ware::N,базайраг,مال
593,Nutzen::N,пайда,ګټه
594,Reichtum::N,хъæздыгдзинад,شتمني
595,Reichtum::N,исбон,شتمني
596,Reichtum::N,мулк,شتمني
597,Welt::N,дуне,نړۍ
598,Welt::N,дуне,دنیا
599,Land::N,бӕстӕ,هېواد
600,Staat::N,паддзахад,دولت
601,König::N,къарол,باچا
602,König::N,къарол,پادشاه
603,Macht::N,хицаудзинад,قدرت
604,Grenze::N,арӕн,حد
605,Grenze::N,арӕн,سرحد
606,Krieg::N,хӕст,جګړه
607,Feind::N,знаг,دښمن
608,Feind::N,фыдгул,دښمن
609,Feind::N,фыдзæрдæ,دښمن
610,Feind::N,сон,دښمن
611,Gewalt::N,тыхми,زور
612,Gewalt::N,тыхми,تشدد
613,Gewalt::N,тыхдзинад,زور
614,Gewalt::N,тыхдзинад,تشدد
615,Kampf::N,хæст,جنګ
616,Kampf::N,хæст,مبارزه
617,Kampf::N,хъæбысæйхæст,جنګ
618,Kampf::N,хъæбысæйхæст,مبارزه
619,Kampf::N,тох,جنګ
620,Kampf::N,тох,مبارزه
621,Bogen[Waffe]::N,ӕрдын,لیندۍ
622,Pfeil::N,фат,غشی
623,Gewehr::N,топп,ټوپک
624,Fehler::N,рӕдыд,خطا
625,Fehler::N,рӕдыд,غلطي
626,Lüge::N,мӕнг,دروغ
627,Lüge::N,гӕдыдзинад,دروغ
628,Schaden::N,зиан,زیان
629,Schaden::N,зиан,تاوان
630,Unglück::N,бæллæх,بدبختي
631,Schuld::N,азым,ګناه
632,Alter::N,кар,منګ
633,Schluss::N,кæрон,اخر
634,Zeit::N,рӕстӕг,وخت
635,Tag::N,бон,ورځ
636,Morgen::N,райсом,سبا
637,Morgen::N,райсом,سهار
638,Mittag::N,æмбисбон,غرمه
639,Abend::N,изӕр,ماښام
640,Nacht::N,ӕхсӕв,شپه
641,Woche::N,къуыри,اونۍ
642,Monat::N,мӕй,مياشت
643,Jahr::N,аз,کال
644,Jahr::N,афӕдз,کال
645,Frühling::N,уалдзæг,پسرلی
646,Sommer::N,сӕрд,دوبی
647,Herbst::N,фæззæг,منی
648,Herbst::N,фæззæг,خزان
649,Winter::N,зымӕг,ژمی
650,Januar::N,январь,جنوري
651,Februar::N,февраль,فبروري
652,März::N,мартъи,مارچ
653,April::N,апрель,اپریل
654,Mai::N,май,مې
655,Juni::N,июнь,جون
656,Juli::N,июль,جولای
657,August::N,август,اګست
658,September::N,сентябрь,سپټامبر
659,Oktober::N,октябрь,اکتوبر
660,November::N,ноябрь,نومبر
661,Dezember::N,декабрь,دسمبر
662,Montag::N,къуырисæр,دوشنبه
663,Dienstag::N,дыццæг,سه شنبه
664,Mittwoch::N,æртыццæг,چارشنبه
665,Donnerstag::N,цыппæрæм,پنجشنبه
666,Freitag::N,майрæмбон,جمعه
667,Samstag::N,сабат,خالي
668,Sonntag::N,хуыцаубон,یکشنبه
669,groß::A,дынджыр,لوی
670,klein::A,гыццыл,وړوکی
671,lang::A,даргъ,اوړد
672,kurz::A,цыбыр,لنډ
673,breit::A,фӕтӕн,پراخه
674,schmal::A,нарӕг,تنګ
675,schmal::A,уынгӕг,تنګ
676,dicht::A,бæзджын,ګڼ
677,dicht::A,тар,ګڼ
678,dick[Gegenstand]::A,сӕвджын,پنډ
679,dünn::A,тæнæг,نری
680,fein::A,лыстӕг,نازک
681,fest::A,фидар,کلک
682,fest::A,фидар,ټینګ
683,fest::A,хъӕддых,کلک
684,fest::A,хъӕддых,ټینګ
685,flach::A,тъӕпӕн,هوار
686,glatt::A,лӕгъз,ښوی
687,hart::A,хъӕбӕр,کلک
688,weich::A,фӕлмӕн,نرم
689,weich::A,фӕлмӕн,پوست
690,rund::A,тымбыл,ګرد
691,spitz::A,цыргъбырынкъ,تېره
692,spitz::A,цыргъфындз,تېره
693,scharf::A,цыргъ,تېز
694,scharf::A,цыргъ,تېره
695,stumpf::A,къуымых,پڅ
696,schwer::A,уӕззау,دروند
697,schön::A,аив,ښکلی
698,schön::A,рӕсугъд,ښکلی
699,heiß::A,тӕвд,تود
700,warm::A,хъарм,تود
701,kalt::A,уазал,ېخ
702,kalt::A,уазал,سوړ
703,kühl::A,сатæг,ېخ
704,kühl::A,сатæг,سوړ
705,kühl::A,уазалгомау,ېخ
706,kühl::A,уазалгомау,سوړ
707,frisch::A,сатæг,تازه
708,feucht::A,уымӕл,مرطوب
709,nass::A,хуылыдз,لوند
710,trocken::A,хус,وچ
711,voll::A,дзаг,ډک
712,voll::A,йедзаг ,ډک
713,leer::A,афтид,خالی
714,offen::A,гом,خلاص
715,offen::A,гом,پرانیستی
716,geschlossen::A,æхгæд,تړلی
717,sauber::A,сыгъдæг,پاک
718,schmutzig::A,чъиллон,چټل
719,roh::A,хом,خام
720,reif::A,рӕгъӕд,پوخ
721,reif::A,рӕгъӕд,رسېدلی
722,lecker::A,хӕрзад,خوندور
723,lecker::A,хӕрзад,مزه دار
724,süß::A,адджын,خوږ
725,süß::A,адджын,شیرین
726,bitter::A,судзаг,تریخ
