,Concept_ID,lez,ps
70,Wasser::N,яд,اوبه
71,Stein::N,къван,ډبره
72,Boden::N,накьв,مځکه
73,Erde::N,ччил,خاوره
74,Staub::N,руг,ګرد
75,Staub::N,руг,خاوره
76,Rauch::N,гум,دود
77,Rauch::N,гум,لوګی
78,Funke::N,цӏелхем,سپرغۍ
79,Feuer::N,цӏай,اور
80,Licht::N,экв,رڼا
81,Schatten::N,серин,سیوری
82,Wetter::N,гьава,هوا
83,Nebel::N,ччилин циф,لړه
84,Wolke::N,циф,ورېځ
85,Regen::N,марф,وریا
86,Regen::N,марф,باران
87,Schnee::N,жив,واوره
88,Eis::N,мурк,یخ
89,Eis::N,мурк,کنګل
90,Frost::N,аяз,یخ
91,Kälte::N,мекь,ساړه
92,Kälte::N,мекьивал,ساړه
93,Hitze::N,зегьем,تودوخي
94,Raureif::N,къирав,سپینه پرخه
95,Regenbogen::N,яргъируш,بوډۍ ټال
96,Regenbogen::N,яргъируш,سره زرغونه
97,Donner::N,цавун ван,تالنده
98,Tropfen::N,стӏал,قطره
99,Tropfen::N,стӏал,څاڅکی
100,Schaum::N,каф,ځګ
101,Schmutz::N,чирк,ناپاکي
102,Schmutz::N,кьуруш,ناپاکي
103,See::N,вир,جهیل
104,Sumpf::N,уьлен,جبه
105,Wiese::N,векь,چمن
106,Wiese::N,векь,شنېلی
107,Wald::N,там,ځنګل
108,Hügel::N,кӏунтӏ,تپه
109,Anhöhe::N,тепе,غونډۍ
110,Anhöhe::N,гьуьндуьрвал,غونډۍ
111,Berg::N,дагъ,غ‍‍‍‍‍ر
112,Gipfel::N,кӏукӏ,څوکه
113,Höhle::N,кьветӏ,کاز
114,Abhang::N,гуьне,لمن
115,Quelle::N,чешме,چینه
116,Bach::N,булах,واله
117,Fluss::N,вацӏ,سیند
118,Ufer::N,къерех,غاړه
119,Küste::N,къерех,ساحل
120,Festland::N,кьурамат,وچه
121,Meer::N,гьуьл,بحر
122,Meer::N,гьуьл,سمندر
123,Bucht::N,бухта,کارۍ
124,Insel::N,остров,ټاپو
125,Insel::N,остров,جزيره
126,Blume::N,цуьк,ګل
127,Gras::N,хъач,واښه
128,Wurzel::N,дувул,ریښه
129,Baum::N,ттар,ونه
130,Stamm::N,тан,ډډ
131,Rinde::N,чкал,پوستکی
132,Ast::N,тӏур,ښاخ
133,Zweig::N,хел,څانګه
134,Blatt::N,пеш,پاڼه
135,Birke::N,верх,توس
136,Kiefer[Baum]::N,шамагъаж,نښتر
137,Weide[Baum]::N,цӏвелин ттар,وله
138,Tanne::N,ель,ناجو
139,Horn::N,карч,ښکر
140,Feder::N,цӏакул,بڼکه
141,Fell::N,хам,پوستکی
142,Flügel::N,лув,وزر
143,Klaue::N,къармах,پنجه
144,Klaue::N,къармах,منګول
145,Kralle::N,пац,پنجه
146,Kralle::N,пац,منګول
147,Kralle::N,тапас,پنجه
148,Kralle::N,тапас,منګول
149,Schwanz::N,ттум,لکۍ
150,Ei::N,кака,وۍ
151,Ei::N,кака,هګۍ
152,Nest::N,муг,جاله
153,Bau::N,тӏеквен,کاز
154,Tier::N,гьайван,ژوی
155,Tier::N,гьайван,حیوان
156,Herde::N,суьруь,رمه
157,Herde::N,суьруь,غېله
158,Kuh::N,ккал,غوا
159,Bulle::N,яц,غوئی
160,Bulle::N,бугъа,غوئی
161,Pferd::N,балкӏан,آس
162,Schaf::N,хеб,پسه
163,Schwein::N,вак,سرکوزی
164,Hund::N,кицӏ,سپی
165,Katze::N,кац,پشه
166,Bär::N,сев,خرس
167,Eichhörnchen::N,белка,خړ لمی
168,Elch::N,лось,ګوزن
169,Fuchs::N,сикӏ,سپلم
170,Hase::N,къуьр,سوی
171,Maus::N,кьиф,مږک
172,Wolf::N,жанавур,لېوه
173,Vogel::N,луван ничхир,مرغه
174,Schwarm::N,луж,سېل
175,Huhn::N,верч,چرګه
176,Hahn::N,кӏек,چرګ
177,Gans::N,къаз,بته
178,Adler::N,лекь,عقاب
179,Ente::N,пӏатӏ,ایلۍ
180,Eule::N,тӏиб,ګونګی
181,Kranich::N,дурна,کلنګ
182,Krähe::N,къаргъа,کارغه
183,Kuckuck::N,кукупӏ,فاخته
184,Schwan::N,къугь,قو
185,Fisch::N,гъед,کب
186,Fisch::N,гъед,ماهی
187,Barsch::N,окунь,
188,Hecht::N,щука,
189,Schlange[Tier]::N,илан,مار
190,Schlange[Tier]::N,гъуьлягъ,مار
191,Wurm::N,квак,چینجی
192,Spinne::N,хуьшрекан,غڼه
193,Spinne::N,хуьшрекан,تارکښ
194,Ameise::N,цегв,مېږی
195,Laus::N,нет,سپږه
196,Mücke::N,ветӏ,ماشی
197,Fliege::N,тӏветӏ,مچ
198,Schmetterling::N,чепелукь,پتنګ
199,Beere::N,куьлуь емиш,مېوۍ
200,Apfel::N,ич,مڼه
201,Pilz::N,къарникъуз,خرېړی
202,Zwiebel::N,чичӏек,پیاز
203,Saat::N,тумар,تخم
204,Korn::N,твар,تخم
205,Korn::N,твар,دانه
206,Heu::N,векь,بوس
207,Heu::N,векь,پروړه
208,Heu::N,векьер,بوس
209,Heu::N,векьер,پروړه
210,Schale::N,пириш,پوستکی
211,Schale::N,хъуьруьш,پوستکی
212,Grube::N,фур,کنده
213,Falle::N,ракьар,دام
214,Falle::N,ракьар,لومه
215,Schlinge::N,гьалкъа,کړۍ
216,Spur::N,гел,نښه
217,Asche::N,руьхъ,آس
218,Asche::N,руьхъ,ایره
219,Dreck::N,чирк,ناپاکي
220,Dreck::N,кьуруш,ناپاکي
221,Eisen::N,ракь,اوسپنه
222,Gold::N,алтун,سره زر
223,Silber::N,гимиш,نقره
224,Silber::N,гимиш,سپین زر
225,Kohle::N,цӏивин,سکور
226,Kohle::N,цӏивин,سکاره
227,Glas::N,шуьше,ښيښه
228,Lehm::N,ччеб,خټه
229,Sand::N,къум,شګه
230,Mensch::N,инсан,انسان
231,Mann::N,итим,سړی
232,Mann::N,итим,نارینه
233,Frau::N,паб,ښځه
234,Frau::N,дишегьли,ښځه
235,Kind::N,аял,بچی
236,Kind::N,аял,ماشوم
237,Junge::N,гада,هلک
238,Mädchen::N,руш,نجلۍ
239,Familie::N,хзан,کورنۍ
240,Familie::N,килфет,کورنۍ
241,Großvater::N,чӏехи буба,بابا
242,Großmutter::N,чӏехи диде,انا
243,Eltern::N,диде-буба,مور او پلار
244,Vater::N,буба,پلار
245,Mutter::N,диде,مور
246,Sohn::N,хва,زوی
247,Tochter::N,руш,لور
248,Bruder::N,стха,ورور
249,Schwester::N,вах,خور
250,Onkel::N,ими,تره
251,Onkel::N,ими,ماما
252,Onkel::N,халу,تره
253,Onkel::N,халу,ماما
254,Tante::N,эме,خاله
255,Tante::N,хала,خاله
256,Ehemann::N,гъуьл,مېړه
257,Ehefrau::N,паб,مېرمن
258,Freude::N,шадвал,خوشحالي
259,Gelächter::N,хъвер,خندا
260,Glück::N,бахт,بخت
261,Kummer::N,дерт,غم
262,Kummer::N,хажалат,غم
263,Wunsch::N,мурад,هيله
264,Wunsch::N,мурад,غوښتنه
265,Lust::N,гьевес,شوق
266,Lust::N,гьевес,مینه
267,Geist::N,руьгь,روح
268,Gedanke::N,фикир,فکر
269,Verstand::N,акьул,عقل
270,Verstand::N,акьул,شعور
271,Sinn::N,мана,معنی
272,Grund::N,себеб,علت
273,Grund::N,себеб,اساس
274,Wahrheit::N,керчек,حقیقت
275,Wahrheit::N,гьакъикъат,حقیقت
276,Gespräch::N,ихтилат,مرکه
277,Gespräch::N,ихтилат,خبرې اترې
278,Märchen::N,мах,افسانه
279,Erzählung::N,кьиса,قصه
280,Erzählung::N,кьиса,کیسه
281,Nachricht::N,хабар,خبر
282,Neuigkeit::N,цӏийи хабар,نوی خبر
283,Name::N,тӏвар,نوم
284,Rätsel::N,мискӏал,کیسۍ
285,Rätsel::N,мискӏал,چیستان
286,Rede::N,рахун,وینا
287,Sprache::N,чӏал,ژبه
288,Stimme::N,ван,غږ
289,Stimme::N,ван,اواز
290,Wort::N,гаф,لغت
291,Wort::N,гаф,کلمه
292,Zeichen::N,ишара,نښه
293,Zeichen::N,ишара,اشاره
294,Ruf::N,эвер,ږغ
295,Ruf::N,эвер,بلنه
296,Lärm::N,ван-сес,غالمغال
297,Laut::N,ван,ږغ
298,Laut::N,сес,ږغ
299,Ton::N,ван-сес,اواز
300,Lied::N,мани,غزله
301,Lied::N,мани,سندره
302,Ruhe::N,ласвал,ارامي
303,Ruhe::N,фаракъат,ارامي
304,Ruhe::N,асайиш,ارامي
305,Leute::N,инсанар,خلک
306,Volk::N,халкь,ولس
307,Arbeit::N,кӏвалах,کار
308,Gast::N,мугьман,مېلمه
309,Geschenk::N,савкьат,تحفه
310,Geschenk::N,савкьат,سوغات
311,Spiel::N,къугъун,لوبه
312,Gesellschaft::N,жемят,ډله
313,Gesellschaft::N,общество,ډله
314,Hilfe::N,куьмек,کومک
315,Hilfe::N,куьмек,مرسته
316,Freund::N,дуст,ملګری
317,Kamerad::N,яр-дуст,انډيوال
318,Angelegenheit::N,кар,موضوع
319,Anzahl::N,сан,شمېر
320,Anzahl::N,сан,تعداد
321,Anzahl::N,кьадар,شمېر
322,Anzahl::N,кьадар,تعداد
323,Art::N,жуьре,ډول
324,Stück::N,кӏус,ټوټه
325,Teil::N,пай,برخه
326,Hälfte::N,зур,نیم
327,Hälfte::N,зур пай,نیم
328,Kreis::N,круг,دایره
329,Kreis::N,чкаяр,دایره
330,Kreis::N,элкъвей цӏар,دایره
331,Kreuz::N,хаш,صلیب
332,Linie::N,цӏар,خط
333,Linie::N,цӏар,لیکه
334,Strich::N,цӏар,کرښه
335,Abstand::N,ара,فاصله
336,Entfernung::N,мензил,واټن
337,Gegend::N,чка,سیمه
338,Gegend::N,чка,منطقه
339,Platz::N,ара,ځای
340,Ort::N,чка,ځای
341,Seite::N,пад,مخ
342,Seite::N,пад,اړخ
343,Mitte::N,юкь,وسط
344,Mitte::N,юкь,مینځ
345,Gegenstand::N,затӏ,شی
346,Sache::N,шей,شی
347,Sache::N,шей,څيز
348,Sache::N,затӏ,شی
349,Sache::N,затӏ,څيز
350,Rand::N,къерех,څنډه
351,Rand::N,къерех,کناره
352,Kante::N,син,اړخ
353,Ecke::N,пӏипӏ,ګوټ
354,Spitze::N,кӏвенкӏв,څوکه
355,Ende::N,кьил,څوکه
356,Loch::N,тӏеквен,سوری
357,Winkel::N,пӏипӏ,کنج
358,Winkel::N,пӏипӏ,کوتی
359,Muster::N,гишир,نمونه
360,Größe::N,кьадар,قد
361,Größe::N,кьадар,لويوالی
362,Länge::N,яргъивал,طول
363,Länge::N,яргъивал,اوږد والی
364,Höhe::N,кьакьанвал,جګوالی
365,Gewicht::N,заланвал,وزن
366,Menge::N,кьадар,اندازه
367,Haufen::N,хара,کوټه
368,Reihe::N,жерге,صف
369,Reihe::N,жерге,کتار
370,Boot::N,луьткве,قايق
371,Ruder::N,кьусу,چپه
372,Schlitten::N,гъелерар,ښویېدونی
373,Lagerfeuer::N,цӏай,اور
374,Last::N,заланвал,بار
375,Last::N,заланвал,پېټی
376,Gang::N,ериш,تګ
377,Schritt::N,къадам,ګام
378,Norden::N,кефер,شمال
379,Norden::N,кефер пад,شمال
380,Süden::N,кьибле,سوېل
381,Westen::N,рагъакӏидай пад,لوېدېځ
382,Osten::N,рагъэкъечӏдай пад,شرق
383,Osten::N,рагъэкъечӏдай пад,ختیځ
384,Holz::N,кӏарас,لرګی
385,Brett::N,кьул,تخته
386,Brett::N,тахта,تخته
387,Stütze::N,даях,تکیوان
388,Stange::N,юрк,ډاګه
389,Stock::N,лаш,لرګی
390,Stab::N,юрк,چيخله
391,Rohr::N,турба,نل
392,Haus::N,ужагъ,کور
393,Heim::N,кӏвал,کور
394,Ofen::N,пич,تودنۍ
395,Fußboden::N,кӏвалин ччил,غولی
396,Tisch::N,стол,مېز
397,Stuhl::N,стул,چوکۍ
398,Wiege::N,кьеб,زانګو
399,Bett::N,тахт,کټ
400,Bett::N,тахт,چپرکټ
401,Regal::N,кьацӏ,تاخچۍ
402,Kiste::N,ящик,صندوق
403,Fenster::N,дакӏар,کړکۍ
404,Tür::N,рак,دروازه
405,Tor::N,варар,دروازه
406,Zaun::N,пару,کټاره
407,Dach::N,къав,بام
408,Leiter::N,гурар,زينه
409,Besen::N,таран кул,جارو
410,Spaten::N,ппер,یوم
411,Schaufel::N,хекендаз,بېلچه
412,Gabel::N,шиш,پنجه
413,Löffel::N,тӏур,کاشوغه
414,Messer::N,чукӏул,چاقو
415,Nagel::N,мих,ميخ
416,Netz::N,чил,جال
417,Haken::N,къармах,څنګک
418,Griff::N,ттум,لاستی
419,Schloss::N,куьлег,کلپ
420,Bild::N,шикил,رسم
421,Bild::N,суьрет,رسم
422,Figur::N,фигура,قدوقامت
423,Puppe::N,нини,ګوډۍ
424,Beutel::N,тагъар,کڅوړه
425,Bündel::N,галгам,دسته
426,Tasche::N,чанта,بکس
427,Tasche::N,чанта,توبره
428,Eimer::N,ведре,سطل
429,Deckel::N,кьил,سرپوښ
430,Deckel::N,къалпагъ,سرپوښ
431,Geschirr::N,къаб-къажах,لوښی
432,Sack::N,чувал,جوال
433,Tasse::N,сукӏра,پیاله
434,Topf::N,къажгъан,دېګی
435,Kessel::N,къажгъан,دېګ
436,Essen::N,тӏуьн,خوراک
437,Nahrung::N,тӏуьн,خوراک
438,Speise::N,хуьрек,خواړه
439,Fleisch::N,як,غوښه
440,Getreide::N,техил,غله
441,Brei::N,хапӏа,اوګره
442,Brei::N,хешил,اوګره
443,Brot::N,фу,ډوډۍ
444,Scheibe::N,чӏук,مړۍ
445,Fett::N,ягълу,غوړي
446,Butter::N,гъери,کوچ
447,Öl::N,ягълу,تېل
448,Salz::N,кьел,مالګه
449,Suppe::N,суп,شوربا
450,Suppe::N,шурпа,شوربا
451,Honig::N,вирт,شات
452,Milch::N,нек,شوده
453,Tee::N,чай,چای
454,Leder::N,тумаж,څرمن
455,Wolle::N,йис,پشم
456,Stoff::N,парча,ټوټه
457,Nadel::N,раб,ستن
458,Faden::N,гъал,تار
459,Knopf::N,дуьгме,تڼۍ
460,Knopf::N,дуьгме,تکمه
461,Knoten::N,тӏвал,غوټه
462,Farbe::N,ранг,رنګ
463,Kleidung::N,партал,کالي
464,Hemd::N,перем,کميس
465,Kragen::N,хев,غاړه
466,Ärmel::N,хел,لستوڼی
467,Hose::N,шалвар,پطلون
468,Gürtel::N,чӏул,کمربند
469,Mütze::N,бармак,خولۍ
470,Mütze::N,бапӏах,خولۍ
471,Schuh::N,ботинка,بوټ
472,Stiefel::N,чекме,موزه
473,Ring::N,тупӏал,ګوته
474,Band::N,тасма,فيته
475,Kamm::N,регъ,ګمنځ
476,Spiegel::N,гуьзгуь,ایینه
477,Spiegel::N,гуьзгуь,هنداره
478,Riemen::N,къайиш,تسمه
479,Schnur::N,еб,مزی
480,Decke::N,яргъан,بړستن
481,Kissen::N,хъуьцуьган,بالښت
482,Tuch::N,шал,ټیکری
483,Handtuch::N,дасмал,دسمال
484,Kraft::N,гуж,زور
485,Kraft::N,гуж,توان
486,Stärke::N,къуват,قوت
487,Gesundheit::N,сагъвал,صحت
488,Gesundheit::N,сагъвал,روغتیا
489,Krankheit::N,тӏал,مرض
490,Krankheit::N,тӏал,ناروغي
491,Schmerz::N,тӏал,درد
492,Schmerz::N,тӏарвал,درد
493,Wunde::N,хер,ټپ
494,Wunde::N,хер,زخم
495,Fieber::N,ифин,تبه
496,Arznei::N,дарман,دوا
497,Arznei::N,дарман,دارو
498,Brücke::N,муьгъ,پول
499,Brunnen::N,къуй,څاه
500,Brunnen::N,къуй,کوهی
501,Weide::N,уьруьш,وله
502,Pfad::N,рехъ,تړه
503,Weg::N,рехъ,لیار
504,Straße::N,рехъ,سړک
505,Dorf::N,хуьр,کلی
506,Stadt::N,шегьер,ښار
507,Brief::N,кагъаз,لیک
508,Brief::N,кагъаз,مکتوب
509,Buch::N,улуб,کتاب
510,Buchstabe::N,гьарф,حرف
511,Buchstabe::N,гьарф,توری
512,Zeitung::N,газета,اخبار
513,Leben::N,уьмуьр,ژوند
514,Tod::N,кьиникь,مرګ
515,Tod::N,кьиникь,مړینه
516,Grab::N,сур,قبر
517,Grab::N,сур,ډورۍ
518,Kirche::N,килиса,کلیسا
519,Sünde::N,гунагь,ګناه
520,Gott::N,аллагь,خدای
521,Arbeiter::N,фяле,کاریګر
522,Chef::N,гьаким,آمر
523,Meister::N,устӏар,استاد
524,Arzt::N,доктор,طبیب
525,Arzt::N,доктор,ډاکټر
526,Lehrer::N,муаллим,معلم
527,Lehrer::N,муаллим,ښوونکی
528,Geld::N,пул,پیسې
529,Laden::N,магазин,دکان
530,Laden::N,магазин,مغازه
531,Preis::N,къимет,بیه
532,Ware::N,мал,مال
533,Ware::N,товар,مال
534,Nutzen::N,хийир,ګټه
535,Nutzen::N,менфят,ګټه
536,Reichtum::N,девлет,شتمني
537,Welt::N,дуьнья,نړۍ
538,Welt::N,дуьнья,دنیا
539,Land::N,уьлкве,هېواد
540,Staat::N,пачагьлугъ,دولت
541,Staat::N,государство,دولت
542,König::N,пачагь,باچا
543,König::N,пачагь,پادشاه
544,Macht::N,власть,قدرت
545,Grenze::N,сергьят,حد
546,Grenze::N,сергьят,سرحد
547,Krieg::N,дяве,جګړه
548,Feind::N,душман,دښمن
549,Gewalt::N,гуж,زور
550,Gewalt::N,гуж,تشدد
551,Kampf::N,женг,جنګ
552,Kampf::N,женг,مبارزه
553,Bogen[Waffe]::N,чӏемерук,لیندۍ
554,Pfeil::N,хьел,غشی
555,Gewehr::N,тфенг,ټوپک
556,Fehler::N,гъалатӏ,خطا
557,Fehler::N,гъалатӏ,غلطي
558,Lüge::N,ттаб,دروغ
559,Schaden::N,зиян,زیان
560,Schaden::N,зиян,تاوان
561,Schaden::N,зарар,زیان
562,Schaden::N,зарар,تاوان
563,Unglück::N,бала,بدبختي
564,Unglück::N,бедбахтвал,بدبختي
565,Schuld::N,тахсир,ګناه
566,Alter::N,яш,منګ
567,Schluss::N,эхир,اخر
568,Zeit::N,вяде,وخت
569,Tag::N,югъ,ورځ
570,Morgen::N,пакама,سبا
571,Morgen::N,пакама,سهار
572,Mittag::N,нисин,غرمه
573,Abend::N,няни,ماښام
574,Nacht::N,йиф,شپه
575,Woche::N,гьафте,اونۍ
576,Monat::N,варз,مياشت
577,Jahr::N,йис,کال
578,Frühling::N,гатфар,پسرلی
579,Sommer::N,гад,دوبی
580,Herbst::N,зул,منی
581,Herbst::N,зул,خزان
582,Winter::N,кьуьд,ژمی
583,Januar::N,январь,جنوري
584,Februar::N,февраль,فبروري
585,März::N,март,مارچ
586,April::N,апрель,اپریل
587,Mai::N,май,مې
588,Juni::N,июнь,جون
589,Juli::N,июль,جولای
590,August::N,август,اګست
591,September::N,сентябрь,سپټامبر
592,Oktober::N,октябрь,اکتوبر
593,November::N,ноябрь,نومبر
594,Dezember::N,декабрь,دسمبر
595,Montag::N,ислен,دوشنبه
596,Dienstag::N,саласа,سه شنبه
597,Mittwoch::N,арбе,چارشنبه
598,Donnerstag::N,хемис югъ,پنجشنبه
599,Freitag::N,жуьмя,جمعه
600,Freitag::N,жуьмя югъ,جمعه
601,Samstag::N,киш,خالي
602,Sonntag::N,гьяд,یکشنبه
603,groß::A,еке,لوی
604,groß::A,чӏехи,لوی
605,klein::A,гъвечӏи,وړوکی
606,lang::A,яргъи,اوړد
607,kurz::A,куьруь,لنډ
608,breit::A,гьяркьуь,پراخه
609,schmal::A,гуьтӏуь,تنګ
610,dicht::A,къалин,ګڼ
611,dünn::A,кьелечӏ,نری
612,fein::A,шуькӏуь,نازک
613,fest::A,кӏеви,کلک
614,fest::A,кӏеви,ټینګ
615,flach::A,кьулу,هوار
616,glatt::A,цӏалцӏам,ښوی
617,hart::A,кӏеви,کلک
618,weich::A,хъуьтуьл,نرم
619,weich::A,хъуьтуьл,پوست
620,rund::A,элкъвей,ګرد
621,spitz::A,хци,تېره
622,scharf::A,хци,تېز
623,scharf::A,хци,تېره
624,stumpf::A,къуьруь,پڅ
625,schwer::A,залан,دروند
626,schön::A,иер,ښکلی
627,heiß::A,кудай,تود
628,warm::A,чими,تود
629,kalt::A,мекьи,ېخ
630,kalt::A,мекьи,سوړ
631,kühl::A,къайи,ېخ
632,kühl::A,къайи,سوړ
633,frisch::A,таза,تازه
634,frisch::A,михьи,تازه
635,feucht::A,ламу,مرطوب
636,nass::A,кьежей,لوند
637,trocken::A,кьуру,وچ
638,voll::A,ацӏай,ډک
639,leer::A,буш,خالی
640,leer::A,ичӏи,خالی
641,offen::A,ахъа,خلاص
642,offen::A,ахъа,پرانیستی
643,geschlossen::A,кӏеви,تړلی
644,sauber::A,михьи,پاک
645,schmutzig::A,чиркин,چټل
646,schmutzig::A,кьацӏай,چټل
647,roh::A,чиг,خام
648,roh::A,ицӏи,خام
649,reif::A,дигмиш хьайи,پوخ
650,reif::A,дигмиш хьайи,رسېدلی
651,lecker::A,дадлу,خوندور
652,lecker::A,дадлу,مزه دار
653,süß::A,ширин,خوږ
654,süß::A,ширин,شیرین
655,bitter::A,туькьуьл,تریخ
656,sauer::A,цуру,ټاک
657,sauer::A,цуру,تريو
658,hell::A,экуь,روڼ
659,hell::A,экуь,روښان
660,dunkel::A,мичӏи,تیاره
661,schwarz::A,чӏулав,تور
662,weiß::A,лацу,سپين
663,rot::A,яру,سور
664,gelb::A,хъипи,زېړ
665,blau::A,вили,شین
666,blau::A,вили,اسماني رنګه
667,grün::A,къацу,زرغون
668,grau::A,рехи,خړ
669,bunt::A,цӏару,رنګارنګ
670,bunt::A,яру-цӏару,رنګارنګ
671,billig::A,ужуз,ارزان
672,teuer::A,багьа,ګران
673,wertvoll::A,масан,قیمتي
674,blind::A,буьркьуь,ړوند
675,taub::A,биши,کوڼ
676,kräftig::A,гужлу,قوی
677,stark::A,къуватлу,قوی
678,stark::A,къуватлу,تکړه
679,schwach::A,такьатсуз,ضعیف
680,schwach::A,такьатсуз,کمزوری
681,fett::A,куьк,چاغ
682,schlank::A,шумал,خوش اندام
683,hübsch::A,гуьрчег,ښکلی
684,hübsch::A,гуьрчег,ښایسته
685,böse::A,пис,شریر
686,böse::A,пис,قهرناک
687,dumm::A,ахмакь,احمق
688,faul::A,тенпел,لټ
689,faul::A,тенпел,تنبل
690,fleißig::A,сяй ийидай,زحمت کښ
691,fleißig::A,сяйи ийидай,زحمت کښ
692,geizig::A,мискьи,بخیل
693,klug::A,акьуллу,عاقل
694,klug::A,акьуллу,هوښیار
695,geschickt::A,магьир,ماهر
696,lieb::A,играми,عزیز
697,lieb::A,играми,محبوب
698,lustig::A,шад,خوشحال
699,sanft::A,назик,پوست
700,sanft::A,назик,ملایم
701,sanft::A,милайим,پوست
702,sanft::A,милайим,ملایم
703,hungrig::A,гишин,وږی
704,krank::A,кефсуз,مريض
705,krank::A,кефсуз,ناروغ
706,nackt::A,кьецӏил,لوڅ
707,traurig::A,пашман,غمجن
708,lebendig::A,ччан алай,ژوندی
709,gut::A,хъсан,ښه
710,gut::A,вижевай,ښه
711,schlecht::A,пис,بد
712,schlecht::A,пис,خراب
713,richtig::A,дуьз,سم
714,richtig::A,дуьз,صحیح
715,schlimm::A,нифретлу,بد
716,schlimm::A,нифретлу,مخوف
717,wahr::A,гьакъикъи,واقعي
718,alt::A,эски,زوړ
719,alt::A,куьгьне,زوړ
720,neu::A,цӏийи,نوی
721,ehemalig::A,виликан,پخوانی
722,alt[Lebewesen]::A,кьуьзуь,زوړ
723,jung::A,жегьил,ځوان
724,arm::A,кесиб,غریب
725,arm::A,кесиб,بې وزله
726,reich::A,девлетлу,شتمن
727,reich::A,девлетлу,دولتمند
728,bekannt::A,чидай,اشنا
729,berühmt::A,машгьур,مشهور
730,fremd::A,ччара,پردی
731,fremd::A,ччара,بېګانه
732,verschieden::A,жуьреба-жуьре,مختلف
733,nah::A,мукьвал,نژدې
734,fern::A,яргъал,لیری
735,linker::A,чапла,چپ
736,linker::A,чапла,کیڼ
737,rechter::A,эрчӏи,ښی
738,anderer::A,маса,بل
739,anderer::A,муькуь,بل
740,erster::A,сад лагьай,لومړی
741,zweiter::A,кьвед лагьай,دوهم
742,dritter::A,пуд лагьай,درېم
743,letzter::A,эхиримжи,آخرنی
744,letzter::A,эхиримжи,وروستی
745,allein::ADV,кьилди,یوازې
746,zusammen::ADV,санал,یو ځای
747,lange::ADV,яргъалди,ډېر وخت
748,lange::ADV,яргъалди,ډېره موده
749,plötzlich::ADV,садлагьана,ناببره
750,plötzlich::ADV,садлагьана,یوناڅاپه
751,sofort::ADV,гьасятда,فوراً
752,sofort::ADV,гьасятда,سمدلاسه
753,später::ADV,гуьгъуьнлай,وروسته
754,jetzt::ADV,гила,اوس
755,heute::ADV,къе,نن
756,morgen::ADV,пака,سبا
757,bald::ADV,мукьва,ژر
758,bald::ADV,мукьвара,ژر
759,dann::ADV,ахпа,پس
760,dann::ADV,ахпа,وروسته
761,gestern::ADV,накь,پرون
762,einst::ADV,садра,پخوا
763,damals::ADV,а чӏавуз,هغه وخت
764,danach::ADV,ахпа,بیا
765,vorher::ADV,вилик,دمخه
766,zuerst::ADV,сифте,لومړی
767,einmal::ADV,садра,یو ځل
