,Concept_ID,ca,lez
816,dreißig::NUM,trenta,къанницӏуд
817,vierzig::NUM,quaranta,яхцӏур
818,fünfzig::NUM,cinquanta,яхцӏурни цӏуд
819,sechzig::NUM,seixanta,пудкъад
820,siebzig::NUM,setanta,пудкъанни цӏуд
821,achtzig::NUM,vuitanta,кьудкъад
822,neunzig::NUM,noranta,кьудкъанни цӏуд
823,hundert::NUM,cent,виш
824,tausend::NUM,mil,агъзур
825,und::CNJ,i,ва
826,oder::CNJ,o,я
827,stehen::V,estar de peu,акъвазун
828,sitzen::V,seure,ацукьун
829,liegen::V,jeure,къаткун
830,hängen::V,penjar,куьрс хьун
831,werden::V,fer-se,хьун
832,werden::V,posar-se,хьун
833,passieren::V,succeir,хьун
834,beginnen::V,iniciar-se,башламиш хьун
835,enden::V,acabar-se,куьтягь хьун
836,enden::V,terminar-se,куьтягь хьун
837,wechseln::V,canviar,дегиш хьун
838,aufgehen[Sonne]::V,sortir,экъечӏун
839,untergehen[Sonne]::V,posar-se,акӏун
840,scheinen[Sonne]::V,brillar,ишигь гун
841,donnern::V,tronar,къукърумар авун
842,wehen::V,bufar,
843,strömen::V,afluir,авахьун
844,fließen::V,fluir,авахьун
845,sich drehen::V,girar,элкъуьн
846,schwanken::V,vacil·lar,юзун
847,schwingen::V,oscil·lar,галтад хьун
848,fallen::V,caure,аватун
849,fallen::V,tombar,аватун
850,brennen::V,cremar,кун
851,brennen::V,cremar,ккун
852,rauchen::V,fumejar,
853,regnen::V,ploure,къун
854,gefrieren::V,gelar-se,муркӏади кьун
855,tauen::V,fondre's,цӏурун
856,schmelzen::V,fondre's,цӏурун
857,trocknen::V,assecar-se,кьурун
858,sieden::V,bullir,ругун
859,faulen::V,podrir-se,кутӏун
860,verfaulen::V,podrir-se,чуьруьтмиш хьун
861,verfaulen::V,podrir-se,кутӏун
862,reißen::V,trencar-se,атӏун
863,reißen::V,trencar-se,къазунун
864,versinken::V,enfonsar-se,батмиш хьун
865,vergehen::V,passar,алатун
866,erscheinen::V,aparèixer,майдандиз акъатун
867,verschwinden::V,desaparèixer,квахьун
868,sinken::V,baixar,элекьун
869,sinken::V,descendir,элекьун
870,abnehmen::V,decréixer,тӏимил хьун
871,abnehmen::V,decréixer,гъвечӏи хьун
872,zunehmen::V,augmentar,артух хьун
873,steigen::V,pujar,хкаж хьун
874,wachsen::V,créixer,экъечӏун
875,glänzen::V,brillar,цӏарцӏар гун
876,glänzen::V,resplendir,цӏарцӏар гун
877,funkeln::V,espurnejar,нур гун
878,lärmen::V,fer soroll,ван авун
879,läuten::V,sonar,зенг ягъун
880,klingeln::V,trucar,зенг ягъун
881,klirren::V,dringar,зигринг авун
882,brausen::V,rugir,къати хьун
883,rauschen::V,murmurar,вишриш авун
884,klingen::V,sonar,ван авун
885,bellen::V,lladrar,элуькьун
886,heulen::V,udolar,къув ягъун
887,blasen::V,bufar,уф гун
888,pfeifen::V,xiular,уьфт ягъун
889,schreien::V,cridar,гьараюн
890,stöhnen::V,gemegar,суза авун
891,zittern::V,tremolar,зурзун
892,leben::V,vīure,яшамиш хьун
893,geboren werden::V,néixer,хьун
894,atmen::V,respirar,нефес чӏугун
895,trinken::V,beure,хъун
896,essen::V,menjar,тӏуьн
897,schlucken::V,empassar-se,туькьуьнун
898,müde werden::V,cansar-se,галатун
899,müde werden::V,cansar-se,юргъун хьун
900,einschlafen::V,adormir-se,ксун
901,schlafen::V,dormir,ксун
902,aufwachen::V,despertar-se,ахварай аватун
903,aufstehen::V,llevar-se,къарагъун
904,sich erholen::V,descansar,ял ягъун
905,krank werden::V,posar-se malalt,кефсуз хьун
906,krank sein::V,estar malalt,тӏа хьун
907,schmerzen::V,doldre,тӏа хьун
908,husten::V,tossir,уьгьуь ягъун
909,genesen::V,recuperar-se,сагъ хъхьун
910,sterben::V,morir,кьин
911,umkommen::V,perir,терг хьун
912,sich bewegen::V,moure's,юзун
913,sich rühren::V,moure's,юзун
914,sich erheben::V,aixecar-se,къарагъун
915,sich setzen::V,asseure's,ацукьун
916,hinfallen::V,caure's,алукьун
917,laufen::V,caminar,къекъуьн
918,schreiten::V,procedir,ккамар къачун
919,spazierengehen::V,passejar,сейр авун
920,eilen::V,anar corrent,тади авун
921,sich beeilen::V,afanyar-se,гьерекатун
922,sausen::V,córrer,чкурун
923,rennen::V,córrer,катун
924,rennen::V,córrer,зверун
925,springen::V,saltar,хкадарун
926,klettern::V,escalar,акьахун
927,schaukeln::V,gronxar-se,
928,schaukeln::V,balancejar-se,
929,kriechen::V,reptar,капаралди фин
930,kriechen::V,arrossegar-se,капаралди фин
931,schwimmen::V,nadar,сирнав авун
932,tauchen::V,bussejar,кьилихъди циз вегьин
933,tauchen::V,submergir-se,кьилихъди циз вегьин
934,rudern::V,remar,кьусуйралди лодка гьалун
935,rudern::V,remar,цуьруьгъуьлдалди кӏватӏун
936,fahren::V,anar,фин
937,fliegen::V,volar,лув гун
938,fliegen::V,volar,цавай фин
939,gehen::V,caminar,фин
940,weggehen::V,anar-se'n,хъфин
941,abfahren::V,partir,фин
942,abfahren::V,partir,рекье гьатун
943,anhalten::V,aturar-se,акъвазун
944,hineingehen::V,entrar,гьахьун
945,eintreten::V,entrar,гьахьун
946,kommen::V,venir,атун
947,ankommen::V,arribar,атун
948,zurückkommen::V,tornar,хтун
949,bleiben::V,quedar-se,амукьун
950,warten::V,esperar,гуьзлемишун
951,erwarten::V,esperar,вил алаз акъвазун
952,suchen::V,buscar,къекъуьн
953,finden::V,trobar,жугъун
954,versuchen::V,intentar,алахъун
955,vorbereiten::V,preparar,гьазурун
956,lieben::V,estimar,кӏан хьун
957,mögen::V,agradar a,рикӏ ацукьун
958,lachen::V,riure,хъуьруьн
959,rühren::V,commoure,
960,rühren::V,emocionar,
961,weinen::V,plorar,шехьун
962,schimpfen::V,renyar,сеперар гун
963,schimpfen::V,renyar,экъуьгъунар авун
964,sich ärgern::V,enfadar-se,хъел акатун
965,sich fürchten::V,tenir por,кичӏе хьун
966,fürchten::V,témer,къурхутмиш хьун
967,fliehen::V,fugir,катун
968,flüchten::V,refugiar-se,катун
969,sehen::V,veure,акун
970,anschauen::V,mirar,вил вегьин
971,ansehen::V,mirar,килигун
972,hören::V,oir,ван хьун
973,zuhören::V,escoltar,яб гун
974,probieren::V,provar,дад акун
975,riechen::V,olorar,ни чӏугун
976,fühlen::V,sentīr,гьисс авун
977,scheinen::V,semblar,
978,zu sehen sein::V,poder-se veure,
979,vernehmen::V,percebre,
980,frieren::V,tenir fred,кьун
981,frieren::V,tenir fred,мекьи хьун
982,tun::V,fer,авун
983,können::V,poder,хьун
984,können::V,poder,акъакьун
985,wollen::V,voler,кӏан хьун
986,anfangen::V,iniciar,башламишун
987,beenden::V,acabar,куьтягьун
988,aufhören::V,deixar,акъвазун
989,gelingen::V,sortir bé,арадал атун
990,geraten::V,sortir,акъатун
991,öffnen::V,obrir,ахъаюн
992,schließen::V,tancar,акьалун
993,stellen::V,posar,эцигун
994,stellen::V,col·locar,эцигун
995,setzen::V,assentar,ацукьарун
996,legen::V,posar,эцигун
997,berühren::V,tocar,хкӏурун
998,verbinden::V,unir,гилигун
999,verbinden::V,connectar,гилигун
1000,bedecken::V,tapar,кӏевун
1001,bedecken::V,cobrir,кӏевун
1002,aufhängen::V,penjar,куьрсарун
1003,anzünden::V,encendre,куькӏуьрун
1004,aufheben::V,aixecar,хкажун
1005,zurücklassen::V,deixar,тун
1006,verlieren::V,pērdre,квадарун
1007,fallen lassen::V,deixar caure,авадрун
1008,machen::V,fer,авун
1009,machen::V,fer,кар авун
1010,herstellen::V,producir,расун
1011,bauen::V,construir,туькӏуьрун
1012,reparieren::V,reparar,расун
1013,verbessern::V,millorar,хъсанрун
1014,ändern::V,canviar,табдил авун
1015,graben::V,cavar,эгъуьнун
1016,beugen::V,doblegar,акӏажарун
1017,beugen::V,doblegar,кангур авун
1018,biegen::V,corbar,патахъарун
1019,biegen::V,arquejar,патахъарун
1020,drehen::V,girar,алчударун
1021,wenden::V,girar,
1022,umdrehen::V,voltar,элкъуьрун
1023,heben::V,pujar,хкажун
1024,heben::V,aixecar,хкажун
1025,hochheben::V,aixecar,хкажун
1026,ergreifen::V,agafar,агалчна кьун
1027,halten::V,mantenir,кьун
1028,drücken::V,prémer,чуькьуьн
1029,drücken::V,estrènyer,чуькьуьн
1030,schieben::V,empènyer,хуртӏ гун
1031,kratzen::V,raspar,къадгъунун
1032,lecken::V,llepar,мез гун
1033,beißen::V,mossegar,кӏасун
1034,abreißen::V,arrencar,галудун
1035,abschneiden::V,tallar,атӏун
1036,binden::V,lligar,
1037,stecken::V,ficar,сухун
1038,brechen::V,trencar,хун
1039,brechen::V,trencar,кукӏварун
1040,klopfen::V,trucar,тахъ-тахъ авун
1041,hauen::V,picar,ягъун
1042,hauen::V,colpejar,ягъун
1043,kleben::V,enganxar,алкӏурун
1044,kleben::V,enganxar,кукӏурун
1045,reiben::V,fregar,тӏушунун
1046,streichen::V,untar,алтадун
1047,schleifen::V,afilar,кӏвенкӏв авун
1048,schleifen::V,esmolar,кӏвенкӏв авун
1049,schneiden::V,tallar,атӏун
1050,rütteln::V,sacsejar,къарсурун
1051,schütteln::V,agitar,къарсурун
1052,schütteln::V,sacsejar,къарсурун
1053,schwenken::V,agitar,элягъун
1054,schwenken::V,agitar,галтадун
1055,schütten::V,abocar,цун
1056,füllen::V,omplir,ацӏурун
1057,einwickeln::V,embolicar,кутун
1058,einwickeln::V,embolicar,элкъуьрун
1059,tragen::V,dur,тухун
1060,tragen::V,portar,тухун
1061,schleppen::V,arrossegar,галчӏурун
1062,ziehen::V,tirar,ялун
1063,ziehen::V,tirar,чӏугун
1064,ziehen::V,estirar,ялун
1065,ziehen::V,estirar,чӏугун
1066,aufbewahren::V,conservar,хуьн
1067,werfen::V,llançar,гадрун
1068,fangen::V,agafar,кьун
1069,fangen::V,atrapar,кьун
1070,packen::V,engrapar,кьун
1071,verstecken::V,amagar,кӏевун
1072,teilen::V,dividir,паюн
1073,schicken::V,enviar,ракъурун
1074,bringen::V,portar,гъун
1075,hinzufügen::V,afegir,алава авун
1076,bekommen::V,obtenir,къачун
1077,bekommen::V,obtenir,жугъурун
1078,erhalten::V,rebre,къачун
1079,nehmen::V,prendre,къачун
1080,wählen::V,triar,хкягъун
1081,wählen::V,elegir,хкягъун
1082,auswählen::V,escollir,хкягъун
1083,auswählen::V,seleccionar,хкягъун
1084,bewahren::V,conservar,хуьн
1085,behindern::V,impedir,манийвал авун
1086,behindern::V,obstaculitzar,манийвал авун
1087,verderben::V,espatllar,чӏурун
1088,beschädigen::V,danyar,нукьсанвал гун
1089,beschädigen::V,destrossar,нукьсанвал гун
1090,zerbrechen::V,trencar,хун
1091,zerreißen::V,estripar,къазунун
1092,zerstören::V,destruir,чӏурун
1093,zerstören::V,destruir,барбатӏун
1094,verbrennen::V,cremar,ккун
1095,geben::V,donar,гун
1096,reichen::V,passar,вугун
1097,reichen::V,passar,гун
1098,schenken::V,regalar,пишкеш авун
1099,versprechen::V,prometre,гаф гун
1100,wünschen::V,desitjar,дуьа авун
1101,loben::V,elogiar,тариф авун
1102,küssen::V,fer un petó a,темен гун
1103,wiegen::V,bressolar,эчӏягъун
1104,zudecken::V,tapar,гьалдун
1105,zudecken::V,cobrir,гьалдун
1106,wecken::V,despertar,ахварай авудун
1107,zeigen::V,mostrar,къалурун
1108,zeigen::V,ensenyar,къалурун
1109,führen::V,guiar,тухун
1110,führen::V,conduir,тухун
1111,lehren::V,ensenyar,кӏелиз тун
1112,unterrichten::V,ensenyar,тарс гун
1113,aufziehen::V,criar,тербия гун
1114,aufziehen::V,criar,тербияламишун
1115,leiten::V,dirigir,идара авун
1116,antreiben::V,impel·lir,тади кутун
1117,lassen::V,fer,
1118,einladen::V,invitar,теклиф авун
1119,einladen::V,convidar,теклиф авун
1120,vereinigen::V,unir,сад авун
1121,besuchen::V,visitar,кьилив атун
1122,besuchen::V,anar a veure,кьилив атун
1123,treffen::V,trobar,гьалтун
1124,sich versammeln::V,reunir-se,алтӏушун
1125,spielen::V,jugar,къугъун
1126,singen::V,cantār,лугьун
1127,singen::V,cantār,мани лугьун
1128,tanzen::V,ballar,кьуьл авун
1129,sich trennen::V,separar-se,къакъатун
1130,verlassen::V,deixar,гъил къачун
1131,verlassen::V,abandonar,гъил къачун
1132,retten::V,salvar,къутармишун
1133,bewachen::V,vigilar,хуьн
1134,schützen::V,protegir,хуьн
1135,verteidigen::V,defensar,хуьн
1136,sich schlagen::V,barallar-se,кукӏун
1137,schießen::V,tirar,акъатун
1138,schießen::V,disparar,акъатун
1139,siegen::V,vèncer,гъалиб хьун
1140,ärgern::V,enfadar,хъел гъун
1141,ärgern::V,enfadar,хъел кутун
1142,schlagen::V,pegar,ягъун
1143,schlagen::V,pegar,галукьарун
1144,schlagen::V,colpejar,ягъун
1145,schlagen::V,colpejar,галукьарун
1146,treten::V,donar un cop de peu a,кьуьл къекъягъун
1147,treten::V,donar un cop de peu a,кьуьл эцягъун
1148,stechen::V,punxar,акьадарун
1149,stechen::V,apunyalar,акьадарун
1150,stoßen::V,empènyer,эцягъун
1151,stehlen::V,robar,чуьнуьхун
1152,stören::V,molestar,хкуьрун
1153,belästigen::V,importunar,хкуьрун
1154,belästigen::V,importunar,азият гун
1155,verbergen::V,amagar,далдаламишун
1156,verbergen::V,ocultar,далдаламишун
1157,täuschen::V,enganyar,алцурарун
1158,täuschen::V,enganyar,алцуррун
1159,betrügen::V,estafar,алцурарун
1160,betrügen::V,estafar,гьарамзадавал авун
1161,töten::V,matar,яна кьин
1162,wohnen::V,vīure,дуланмиш хьун
1163,wohnen::V,habitar,дуланмиш хьун
1164,arbeiten::V,treballar,кӏвалахун
1165,arbeiten::V,treballar,кӏвалах авун
1166,sammeln::V,col·leccionar,кӏватӏун
1167,pflücken::V,collir,атӏун
1168,jagen::V,caçar,гъуьрч авун
1169,fischen::V,pescar,гъетер кьун
1170,fassen::V,atrapar,кьун
1171,hüten::V,pasturar,чӏура хуьн
1172,treiben::V,arriar,гьалун
1173,anbinden::V,lligar,акалун
1174,füttern::V,donar menjar a,ем гун
1175,melken::V,munyir,ацун
1176,hacken::V,picar,куьткуьнун
1177,hacken::V,tallar,куьткуьнун
1178,gießen::V,regar,яд гун
1179,reifen::V,madurar,чурун
1180,reifen::V,madurar,агакьун
1181,zubereiten::V,preparar,гьазурун
1182,kochen::V,coure,ругун
1183,backen::V,coure al forn,чурун
1184,braten::V,rostir,чурун
1185,umrühren::V,remenar,какадарун
1186,stricken::V,tricotar,хурун
1187,stricken::V,fer punt de mitja,хурун
1188,nähen::V,cosir,цун
1189,färben::V,tenyir,шир ягъун
1190,reinigen::V,netejar,михьун
1191,waschen::V,rentār,чуьхуьн
1192,abwischen::V,eixugar,гуьцӏун
1193,spülen::V,esbandir,экъуьрун
1194,fegen::V,escombrar,шуткун
1195,kehren::V,escombrar,кул алтадун
1196,baden::V,banyar-se,эхъуьн
1197,sich waschen::V,rentār-se,жендек чуьхуьн
1198,ausziehen::V,treure's,хутӏунун
1199,ausziehen::V,treure's,галудун
1200,anziehen::V,posar-se,алукӏун
1201,sich anziehen::V,vestir-se,алукӏун
1202,sich anziehen::V,vestir-se,парталар алукӏун
1203,kämmen::V,pentinar,эвягъун
1204,schmücken::V,adornar,безетмишун
1205,schmücken::V,adornar,гуьрчегарун
1206,sagen::V,dir,лугьун
1207,sprechen::V,parlar,рахун
1208,reden::V,parlar,рахун
1209,sich unterhalten::V,conversar,ихтилат авун
1210,fragen::V,preguntar,жузун
1211,bitten::V,demanar,тӏалабун
1212,erzählen::V,contar,ахъаюн
1213,erzählen::V,explicar,ахъаюн
1214,mitteilen::V,comunicar,хабар гун
1215,nennen::V,nomenar,тӏвар гун
1216,rufen::V,cridar,эверун
1217,prahlen::V,lloar-se,яцӏу гафар авун
1218,prahlen::V,jactar-se,яцӏу гафар авун
1219,übersetzen::V,traduir,таржума авун
1220,übersetzen::V,traduir,гафладун
1221,denken::V,pensar,фикир авун
1222,glauben::V,creure,агъун
1223,bemerken::V,notar,фикир гун
1224,erkennen::V,reconèixer,
1225,begreifen::V,comprendre,гъавурда акьун
1226,verstehen::V,entendre,
1227,lernen::V,aprendre,кӏелун
1228,wissen::V,saber,чир хьун
1229,wissen::V,saber,чирхьун
1230,sich erinnern an::V,recordar,рикӏел хуьн
1231,vergessen::V,oblidar,рикӏелай фин
1232,vergessen::V,oblidar,рикӏелай алатун
1233,messen::V,mesurar,алцумун
1234,zählen::V,comptar,гьисабун
1235,rechnen::V,calcular,гьисабун
1236,lesen::V,llegir,кӏелун
1237,malen::V,pintar,кхьин
1238,malen::V,pintar,шикилар чӏугун
1239,zeichnen::V,dibuixar,чӏугун
1240,schreiben::V,escrīure,кхьин
1241,besitzen::V,posseir,иеси хьун
1242,kaufen::V,comprar,къачун
1243,kaufen::V,comprar,маса къачун
1244,verkaufen::V,vendre,гун
1245,verkaufen::V,vendre,маса гун
1246,bezahlen::V,pagar,къимет гун
1247,bezahlen::V,pagar,эвезда авун
1248,bezahlen::V,pagar,гьакъи агакьрун
1249,zahlen::V,pagar per,къимет гун
1250,zahlen::V,pagar per,эвезда авун
1251,zahlen::V,pagar per,гьакъи агакьрун
1252,beherrschen::V,dominar,иеси хьун
1253,ertragen::V,aguantar,таб гун
