,Concept_ID,os,it
758,grau::A,фӕныкхуыз,grigio
759,bunt::A,хъулон,variopinto
760,bunt::A,гæрæм,variopinto
761,billig::A,аслам,a buon prezzo
762,billig::A,аслам,a buon mercato
763,teuer::A,зынаргъ,caro
764,wertvoll::A,зынаргъ,prezioso
765,blind::A,куырм,cieco
766,taub::A,къуырма,sordo
767,kräftig::A,домбай,forte
768,kräftig::A,домбай,robusto
769,kräftig::A,тыхджын,forte
770,kräftig::A,тыхджын,robusto
771,stark::A,тыхджын,forte
772,stark::A,тыхджын,vigoroso
773,schwach::A,ӕнӕбон,dèbole
774,fett::A,нард,grasso
775,schlank::A,гуырвидыц,snello
776,schlank::A,гуырвидыц,slanciato
777,schlank::A,хæрзконд,snello
778,schlank::A,хæрзконд,slanciato
779,schlank::A,рæхснæг,snello
780,schlank::A,рæхснæг,slanciato
781,schlank::A,сагамад,snello
782,schlank::A,сагамад,slanciato
783,hübsch::A,аив,bello
784,hübsch::A,аив,carino
785,hübsch::A,рӕсугъд,bello
786,hübsch::A,рӕсугъд,carino
787,böse::A,фыдзӕрдӕ,cattivo
788,dumm::A,ӕдылы,stùpido
789,faul::A,зивӕг,pigro
790,faul::A,зивӕггӕнаг,pigro
791,fleißig::A,æнæзивæг,diligente
792,fleißig::A,æнувыд,diligente
793,geizig::A,чъынды,avaro
794,geizig::A,æлгъин,avaro
795,geizig::A,мæрддзæст,avaro
796,klug::A,зондджын,intelligente
797,geschickt::A,хӕрзарӕхст,àbile
798,lieb::A,уарзон,caro
799,lustig::A,хъӕлдзӕг,gaio
800,lustig::A,хъӕлдзӕг,allegro
801,sanft::A,мынчын,dolce
802,hungrig::A,ӕххормаг,affamato
803,krank::A,нӕфӕразгӕ,malato
804,krank::A,нӕфӕразгӕ,infermo
805,nackt::A,бӕгънӕг,nudo
806,traurig::A,ӕрхӕндӕг,triste
807,lebendig::A,цардӕгас,vivo
808,gut::A,хорз,buono
809,schlecht::A,цауд,cattivo
810,richtig::A,раст,giusto
811,schlimm::A,ӕвзӕр,grave
812,wahr::A,ӕцӕг,vero
813,alt::A,зӕронд,vecchio
814,neu::A,ног,nuovo
815,ehemalig::A,раздӕры,vecchio
816,ehemalig::A,раздӕры,d'una_volta
817,alt[Lebewesen]::A,ацӕргӕ,anziano
818,jung::A,ӕрыгон,giovane
819,arm::A,мӕгуыр,pòvero
820,reich::A,хъӕздыг,ricco
821,bekannt::A,зонгӕ,noto
822,bekannt::A,зонгӕ,conosciuto
823,berühmt::A,номдзыд,famoso
824,berühmt::A,номдзыд,cèlebre
825,fremd::A,æцæгæлон,estràneo
826,fremd::A,æцæгæлон,straniero
827,verschieden::A,æндæр æмæ æндæр,diverso
828,verschieden::A,æндæр æмæ æндæр,differente
829,verschieden::A,алы,diverso
830,verschieden::A,алы,differente
831,verschieden::A,алыхуызон,diverso
832,verschieden::A,алыхуызон,differente
833,nah::A,хӕстӕг,vicino
834,nah::A,хӕстӕг,propinquo
835,fern::A,дард,lontano
836,fern::A,дӕрддаг,lontano
837,linker::A,галиу,sinistro
838,rechter::A,рахиз,destro
839,anderer::A,иннӕ,altro
840,anderer::A,ӕндӕр,altro
841,erster::A,фыццаг,primo
842,erster::A,фыццӕгӕм,primo
843,zweiter::A,дыккаг,secondo
844,zweiter::A,дыккæгæм,secondo
845,dritter::A,æртыккаг,terzo
846,dritter::A,æртыккæгæм,terzo
847,letzter::A,фӕстаг,ùltimo
848,allein::ADV,иунæг,solo
849,allein::ADV,иунæг,da solo
850,auf einmal::ADV,уайтагъд,insieme
851,auf einmal::ADV,æвиппайды,insieme
852,auf einmal::ADV,æваст,insieme
853,zusammen::ADV,иумӕ,insieme
854,lange::ADV,бирæ рæстæг,a lungo
855,plötzlich::ADV,æвиппайды,all'improvviso
856,plötzlich::ADV,æваст,all'improvviso
857,sofort::ADV,уыцы сахат,sùbito
858,sofort::ADV,уыцы сахат,all'istante
859,sofort::ADV,уайтагъд,sùbito
860,sofort::ADV,уайтагъд,all'istante
861,später::ADV,фæстæдæр,più tardi
862,jetzt::ADV,ныр,ora
863,jetzt::ADV,ныр,adesso
864,heute::ADV,абон,oggi
865,morgen::ADV,райсом,domani
866,bald::ADV,тагъд,presto
867,bald::ADV,тагъд,tra poco
868,bald::ADV,рæхджы,presto
869,bald::ADV,рæхджы,tra poco
870,dann::ADV,стæй,allora
871,gestern::ADV,знон,ieri
872,einst::ADV,кӕддӕр,prima
873,einst::ADV,кӕддӕр,un tempo
874,damals::ADV,уæд,allora
875,danach::ADV,стæй,poi
876,danach::ADV,стæй,dopo
877,danach::ADV,уый фæстæ,poi
878,danach::ADV,уый фæстæ,dopo
879,vorher::ADV,раздæр,prima
880,zuerst::ADV,фыццаг,prima
881,zuerst::ADV,фыццаг,dapprima
882,einmal::ADV,иу хатт,una volta
883,manchmal::ADV,хатт,talvolta
884,manchmal::ADV,хатт,qualche volta
885,oft::ADV,арæх,spesso
886,immer::ADV,ӕдзух,sempre
887,niemals::ADV,никуы,non mai
888,niemals::ADV,никæд,non mai
889,hier::ADV,ам,qua
890,hierhin::ADV,ардӕм,qua
891,von hier::ADV,ардыгæй,ne
892,von hier::ADV,ардыгæй,da qui
893,dort::ADV,уым,lì
894,dorthin::ADV,уырдӕм,là
895,geradeaus::ADV,æргом,diritto
896,vorwärts::ADV,размӕ,avanti
897,rückwärts::ADV,фӕстӕмӕ,all'indietro
898,zurück::ADV,фӕстӕмӕ,di indietro
899,unten::ADV,дæлæ,giù
900,unten::ADV,дæлæ,sotto
901,unten::ADV,дæлейы,giù
902,unten::ADV,дæлейы,sotto
903,unten::ADV,бынæй,giù
904,unten::ADV,бынæй,sotto
905,hinab::ADV,дӕлӕмӕ,giù
906,hinab::ADV,дӕлӕмӕ,in giù
907,hinab::ADV,уырдыгмӕ,giù
908,hinab::ADV,уырдыгмӕ,in giù
909,oben::ADV,уӕле,su
910,oben::ADV,уӕле,sopra
911,hinauf::ADV,уӕлӕмӕ,in sù
912,hinauf::ADV,уӕлӕмӕ,in alto
913,überall::ADV,алыран,dappertutto
914,überall::ADV,алкæм,dappertutto
915,überall::ADV,кæмдæриддæр,dappertutto
916,nicht::ADV,нӕ,non
917,ein wenig::ADV,чысыл,un po'
918,ein wenig::ADV,чысыл,un poco
919,kaum::ADV,цъус,a appena
920,sehr::ADV,тынг,molto
921,sehr::ADV,иттӕг,molto
922,so::ADV,афтӕ,così
923,so::ADV,афтӕ,tanto
924,noch::ADV,ма,ancora
925,nur::ADV,канд,solo
926,nur::ADV,канд,soltanto
927,nur::ADV,ӕрмӕст,solo
928,nur::ADV,ӕрмӕст,soltanto
929,schon::ADV,нырид,già
930,wieder::ADV,ногӕй,di nuovo
931,vergebens::ADV,дзæгъæлы,invano
932,vergebens::ADV,уæгъды,invano
933,vergebens::ADV,æнæхъуаджы,invano
934,vor::PRP,разы,davanti a
935,hinter::PRP,фӕстӕ,dietro
936,unter::PRP,бын,sotto
937,durch::PRP,æхсæнты,per
938,durch::PRP,æхсæнты,attraverso
939,neben::PRP,цур,a accanto a
940,zwischen::PRP,астӕу,fra
941,wegen::PRP,тыххай,a causa di
942,dies::PRN,ай,ciò
943,dies::PRN,ай,questo
944,das::PRN,уый,ciò
945,das::PRN,уый,quello
946,alles::PRN,алцы,tutto
947,alles::PRN,æппæтдæр,tutto
948,alles::PRN,иууылдӕр,tutto
949,ich::PRN,æз,ìo
950,du::PRN,ды,tu
951,er::PRN,уый,lui
952,er::PRN,уый,egli
953,wir::PRN,мах,noi
954,ihr::PRN,сымах,voi
955,sie::PRN,уыдон,loro
956,was::FPRN,цы,che
957,was::FPRN,цы,che cosa
958,wer::FPRN,чи,chi
959,wo::FADV,кӕм,dove
960,wohin::FADV,кӕдӕм,dove
961,wie::FADV,куыд,come
962,warum::FADV,цӕмӕн,perche
963,wieviel::FNUM,цал,quanto
964,eins::NUM,иу,uno
965,zwei::NUM,дыууӕ,due
966,drei::NUM,ӕртӕ,tre
967,vier::NUM,цыппар,quattro
968,fünf::NUM,фондз,cinque
969,sechs::NUM,ӕхсӕз,sei
970,sieben::NUM,авд,sette
971,acht::NUM,аст,otto
972,neun::NUM,фараст,nove
973,zehn::NUM,дӕс,dieci
974,elf::NUM,иуæндæс,ùndici
975,zwölf::NUM,дыууадæс,dodici
976,zwanzig::NUM,дыууын,venti
977,dreißig::NUM,æртын,trenta
978,dreißig::NUM,дæсæмæссæдз,trenta
979,vierzig::NUM,цыппор,quaranta
980,vierzig::NUM,цыппур,quaranta
981,vierzig::NUM,дыууиссæдзы,quaranta
982,fünfzig::NUM,фӕндзай,cinquanta
983,sechzig::NUM,æхсай,sessanta
984,sechzig::NUM,æртиссæдзы,sessanta
985,siebzig::NUM,æвдай,settanta
986,siebzig::NUM,дæс æмæ æртиссæдзы,settanta
987,achtzig::NUM,цыппарыссæдзы,ottanta
988,achtzig::NUM,æстай,ottanta
989,neunzig::NUM,нæуæдз,novanta
990,neunzig::NUM,дæс æмæ цыппарыссæдзы,novanta
991,hundert::NUM,сӕдӕ,cento
992,tausend::NUM,мин,mille
993,und::CNJ,ӕмӕ,e
994,oder::CNJ,кӕнӕ,o
995,stehen::V,лӕууын,stare in piedi
996,sitzen::V,бадын,sedere
997,sitzen::V,бадын,stare seduto
998,liegen::V,хуыссын,giacere
999,hängen::V,ауыгъд уын,pèndere
1000,hängen::V,ауыгъд уын,èssere appeso
1001,werden::V,суӕвын,farsi
1002,werden::V,суӕвын,diventare
1003,passieren::V,æрцæуын,succèdere
1004,beginnen::V,райдайын,cominciare
1005,enden::V,фæуын,finire
1006,enden::V,фæуын,terminare
1007,wechseln::V,ивын,variare
1008,wechseln::V,ивын,cambiare
1009,aufgehen[Sonne]::V,скæсын,sòrgere
1010,aufgehen[Sonne]::V,скæсын,spuntare
1011,untergehen[Sonne]::V, аныгуылын,tramontare
1012,scheinen[Sonne]::V,рухс кӕнын,splèndere
1013,donnern::V,нæрын,tonare
1014,wehen::V,дымын,soffiare
1015,strömen::V,кӕлын,fluire
1016,fließen::V,цæуын,fluire
1017,fließen::V,цæуын,scorrere
1018,fließen::V,уайын,fluire
1019,fließen::V,уайын,scorrere
1020,fließen::V,кæлын,fluire
1021,fließen::V,кæлын,scorrere
1022,sich drehen::V,зилын,girarsi
1023,schwanken::V,æнкъуысын,oscillare
1024,schwanken::V,æнкъуысын,barcollare
1025,schwingen::V,æнкъуысын,vibrare
1026,schwingen::V,æнкъуысын,oscillare
1027,schwingen::V,змæлын,vibrare
1028,schwingen::V,змæлын,oscillare
1029,fallen::V,хауын,cadere
1030,brennen::V,судзын,àrdere
1031,brennen::V,судзын,bruciare
1032,rauchen::V,фæздæг кæнын,fumare
1033,regnen::V,уарын,piòvere
1034,gefrieren::V,сӕлын,gelarsi
1035,gefrieren::V,сӕлын,congelarsi
1036,tauen::V,стайын,sciògliersi
1037,schmelzen::V,тайын,fòndere
1038,schmelzen::V,тайын,sciògliersi
1039,trocknen::V,хус кæнын,asciugarsi
1040,sieden::V,фыцын,bollire
1041,faulen::V,ӕмбийын,marcire
1042,verfaulen::V,бамбийын,imputridire
1043,reißen::V,скъуийын,strapparsi
1044,versinken::V,дӕлдон_кӕнын,affondare
1045,vergehen::V,аивгъуийын,passare
1046,erscheinen::V,разынын,apparire
1047,erscheinen::V,разынын,comparire
1048,verschwinden::V,фæтары уын,sparire
1049,verschwinden::V,фæтары уын,scomparire
1050,verschwinden::V,фæдæлдзæх уын,sparire
1051,verschwinden::V,фæдæлдзæх уын,scomparire
1052,verschwinden::V,фесæфын,sparire
1053,verschwinden::V,фесæфын,scomparire
1054,verschwinden::V,æрбайсæфын,sparire
1055,verschwinden::V,æрбайсæфын,scomparire
1056,sinken::V,дæлæмæ æрхауын,calare
1057,sinken::V,дæлæмæ æрхауын,scendere
1058,abnehmen::V,фæкъаддæр уын,diminuire
1059,abnehmen::V,фæцух уын,diminuire
1060,zunehmen::V,фæфылдæр уын,aumentare
1061,zunehmen::V,сбирæ уын,aumentare
1062,zunehmen::V,сахадын,aumentare
1063,steigen::V,сыстын,salire
1064,steigen::V,сыстын,montare
1065,wachsen::V,рӕзын,crescere
1066,glänzen::V,ӕрттивын,splèndere
1067,funkeln::V,тыбар-тыбур_кӕнын,brillare
1068,funkeln::V,тыбар-тыбур_кӕнын,scintillare
1069,lärmen::V,хъæлæба кæнын,strepitare
1070,lärmen::V,хъæлæба кæнын,fare chiasso
1071,läuten::V,цæгъдын,suonare
1072,klingeln::V,цæгъдын,suonare
1073,klirren::V,дзыгъал-мыгъул кæнын,tintinnare
1074,klirren::V,дзæгъ-дзæгъ кæнын,tintinnare
1075,brausen::V,абухын,rombare
1076,brausen::V,абухын,rumoreggiare
1077,klingen::V,зæлын,suonare
1078,klingen::V,азæлын,suonare
1079,klingen::V,хъуысын,suonare
1080,bellen::V,рæйын,latrare
1081,bellen::V,рæйын,abbaiare
1082,heulen::V,ниуын,urlare
1083,heulen::V,ниуын,ululare
1084,blasen::V,фу кӕнын,soffiare
1085,pfeifen::V,æхситт кæнын,fischiare
1086,pfeifen::V,къуыззитт кæнын,fischiare
1087,schreien::V,хъӕр кӕнын,gridare
1088,stöhnen::V,хъæрзын,gèmere
1089,stöhnen::V,дзыназын,gèmere
1090,zittern::V,ризын,tremare
1091,leben::V,цӕрын,vìvere
1092,geboren werden::V,райгуырын,nàscere
1093,atmen::V,улӕфын,respirare
1094,trinken::V,нуазын,bere
1095,essen::V,хӕрын,mangiare
1096,schlucken::V,ныхъуырын,inghiottire
1097,müde werden::V,бафæллайын,stancarsi
1098,müde werden::V,бафæлмæцын,stancarsi
1099,müde werden::V,сфæлмæцын,stancarsi
1100,einschlafen::V,бафынæй уын,addormentarsi
1101,schlafen::V,хуыссын,dormire
1102,schlafen::V,фынӕй кӕнын,dormire
1103,aufwachen::V,райхъал уын,svegliarsi
1104,aufstehen::V,стын,levarsi
1105,sich erholen::V,фæллад уадзын,riposarsi
1106,sich erholen::V,улæфын,riposarsi
1107,krank werden::V,фӕрынчын уын,ammalarsi
1108,krank sein::V,сӕйын,èssere malato
1109,schmerzen::V,риссын,dolere
1110,husten::V,хуыфын,tossire
1111,genesen::V,сдзæбæх уын,guarire
1112,genesen::V,рандидзын,guarire
1113,genesen::V,сæндидзын,guarire
1114,sterben::V,мӕлын,morire
1115,umkommen::V,фесæфын,perire
1116,umkommen::V,байсæфын,perire
1117,umkommen::V,бабын уын,perire
1118,umkommen::V,мард фæуын,perire
1119,sich bewegen::V,тæлфын,agitarsi
1120,sich bewegen::V,цæуын,agitarsi
1121,sich rühren::V,змӕлын,muòversi
1122,sich erheben::V,стын,alzarsi
1123,sich setzen::V,сбадын,sedersi
1124,hinfallen::V,ӕрхауын,cadere
1125,laufen::V,цӕуын,camminare
1126,laufen::V,цӕуын,andare a piedi
1127,laufen::V,рацу-бацу_кӕнын,camminare
1128,laufen::V,рацу-бацу_кӕнын,andare a piedi
1129,schreiten::V,къахдзæф кæнын,andare
1130,schreiten::V,къахдзæф кæнын,procedere
1131,schreiten::V,санчъех кæнын,andare
1132,schreiten::V,санчъех кæнын,procedere
1133,schreiten::V,цæуын,andare
1134,schreiten::V,цæуын,procedere
1135,spazierengehen::V,озер кæнын,passeggiare
1136,spazierengehen::V,озер кæнын,andare a passeggio
1137,spazierengehen::V,тезгъо кæнын,passeggiare
1138,spazierengehen::V,тезгъо кæнын,andare a passeggio
1139,eilen::V,тагъд кæнын,andare in fretta
1140,eilen::V,тындзын,andare in fretta
1141,sich beeilen::V,тагъд кæнын,affrettarsi
1142,sich beeilen::V,тындзын,affrettarsi
1143,sausen::V,уайын,volare
1144,sausen::V,уайын,correre
1145,sausen::V,тæхын,volare
1146,sausen::V,тæхын,correre
1147,rennen::V,згъорын,correre
1148,springen::V,гæпп кæнын,saltare
1149,springen::V,сæррæтт кæнын,saltare
1150,springen::V,лиуырын,saltare
1151,klettern::V,хилын,arrampicarsi
1152,schaukeln::V,хецъро кæнын,fare l'altalena
1153,schaukeln::V,херыйыл бадын,fare l'altalena
1154,kriechen::V,бырын,strisciare
1155,schwimmen::V,ленк кӕнын,nuotare
1156,tauchen::V,ныгъуылын,tuffarsi
1157,tauchen::V,ныгъуылын,immèrgersi
1158,rudern::V,бæлæгъ тæрын,remare
1159,rudern::V,чема тæрын,remare
1160,fahren::V,цӕуын,andare
1161,fahren::V,цӕуын,viaggiare
1162,fliegen::V,тӕхын,volare
1163,gehen::V,цӕуын,andare
1164,weggehen::V,ацӕуын,andàrsene
1165,weggehen::V,ацӕуын,andare via
1166,abfahren::V,араст уын,partire
1167,anhalten::V,æрлæууын,fermarsi
1168,hineingehen::V,мидæмæ цæуын,entrare
1169,eintreten::V,бацӕуын,entrare
1170,kommen::V,æрцæуын,venire
1171,ankommen::V,æрцæуын,arrivare
1172,zurückkommen::V,раздæхын,ritornare
1173,zurückkommen::V,фæстæмæ_раздæхын,ritornare
1174,zurückkommen::V,æрбаздæхын,ritornare
1175,zurückkommen::V,аздæхын,ritornare
1176,bleiben::V,лӕууын,restare
1177,bleiben::V,лӕууын,rimanere
1178,warten::V,ӕнхъӕлмӕ кӕсын,aspettare
1179,erwarten::V,ӕнхъӕлмӕ кӕсын,attèndere
1180,suchen::V,агурын,cercare
1181,finden::V,ссарын,trovare
1182,versuchen::V,фӕлварын,tentare
1183,vorbereiten::V,бацаттæ кæнын,preparare
1184,vorbereiten::V,æрæввонг кæнын,preparare
1185,lieben::V,уарзын,amare
1186,mögen::V,зæрдæмæ цæуын,piacere a
1187,mögen::V,зæрдæмæ цæуын,volere bene a
1188,lachen::V,худын,rìdere
1189,rühren::V,зæрдæ суынгæг кæнын,commuòvere
1190,weinen::V,кӕуын,piàngere
1191,schimpfen::V,æлгъитын,imprecare
1192,sich ärgern::V,мæсты кæнын,stizzirsi
1193,sich ärgern::V,мæсты кæнын,arrabbiarsi
1194,sich fürchten::V,тæрсын,avere paura
1195,fürchten::V,тæрсын,temere
1196,fliehen::V,лидзын,fuggire
1197,flüchten::V,алидзын,sfuggire
1198,sehen::V,уынын,vedere
1199,anschauen::V,акӕсын,guardare
1200,ansehen::V,кӕсын,guardare
1201,hören::V,хъусын,udire
1202,hören::V,хъусын,sentire
1203,zuhören::V,хъусын,ascoltare
1204,probieren::V,уынын,degustare
1205,probieren::V,уынын,assaggiare
1206,probieren::V,аходын,degustare
1207,probieren::V,аходын,assaggiare
1208,riechen::V,смудын,sentire
1209,fühlen::V,ӕнкъарын,sentire
1210,scheinen::V,зынын,parere
1211,scheinen::V,зынын,sembrare
1212,zu sehen sein::V,зынын,vedersi
1213,vernehmen::V,фехъусын,sentire
1214,vernehmen::V,фехъусын,percepire
1215,frieren::V,сийын,aver freddo
1216,tun::V,кӕнын,fare
1217,können::V,фӕразын,sapere
1218,wollen::V,фӕндын,volere
1219,anfangen::V,райдайын,iniziare
1220,anfangen::V,райдайын,cominciare
1221,beenden::V,фӕуын,finire
1222,beenden::V,фӕуын,terminare
1223,aufhören::V,банцайын,finire
1224,aufhören::V,банцайын,cessare
1225,aufhören::V,фенцайын,finire
1226,aufhören::V,фенцайын,cessare
1227,gelingen::V,бантысын,riuscire
1228,geraten::V,разынын,stare
1229,öffnen::V,гом кӕнын,aprire
1230,schließen::V,ӕхгӕнын,chiùdere
1231,stellen::V,ӕвӕрын,porre
1232,stellen::V,ӕвӕрын,mettere
1233,setzen::V,сбадын кӕнын,porre
1234,setzen::V,сбадын кӕнын,mettere
1235,legen::V,ӕрӕвӕрын,posare
1236,legen::V,ӕрӕвӕрын,mettere
1237,berühren::V,агайын,toccare
1238,verbinden::V,бӕттын,unire
1239,verbinden::V,бӕттын,congiùngere
1240,bedecken::V,ӕмбӕрзын,coprire
1241,bedecken::V,ӕмбӕрзын,ricoprire
1242,aufhängen::V,ауындзын,attaccare
1243,anzünden::V,ссудзын,accèndere
1244,anzünden::V,ссудзын,incendiare
1245,aufheben::V,сисын,raccògliere
1246,zurücklassen::V,ныууадзын,lasciare
1247,zurücklassen::V,ныууадзын,lasciare indietro
1248,verlieren::V,фесафын,pèrdere
1249,fallen lassen::V,ӕрӕппарын,lasciare cadere
1250,fallen lassen::V,къухтӕй феуӕгъд кӕнын,lasciare cadere
1251,machen::V,саразын,fare
1252,herstellen::V,сцæттæ кæнын,produrre
1253,herstellen::V,сцæттæ кæнын,fabbricare
1254,herstellen::V,саразын,produrre
1255,herstellen::V,саразын,fabbricare
1256,bauen::V,амайын,costruire
1257,reparieren::V,æмпъузын,riparare
1258,reparieren::V,цалцæг кæнын,riparare
1259,verbessern::V,фæхуыздæр кæнын,migliorare
1260,ändern::V,аивын,mutare
1261,ändern::V,аивын,cambiare
1262,graben::V,къахын,scavare
1263,beugen::V,æркъæдз кæнын,chinare
1264,beugen::V,æркъæдз кæнын,flettere
1265,beugen::V,æртасын кæнын,chinare
1266,beugen::V,æртасын кæнын,flettere
1267,biegen::V,тасын кӕнын,tòrcere
1268,drehen::V,здухын,girare
1269,wenden::V,афæлдахын,girare
1270,wenden::V,афæлдахын,voltare
1271,wenden::V,рафæлдахын,girare
1272,wenden::V,рафæлдахын,voltare
1273,umdrehen::V,афæлдахын,rivoltare
1274,heben::V,сдарын,levare
1275,heben::V,схæцын,levare
1276,hochheben::V,уæлæмæ хæцын,levare
1277,hochheben::V,уæлæмæ хæцын,sollevare
1278,ergreifen::V,фӕлӕбурын,afferrare
1279,halten::V,дарын,tenere
1280,drücken::V,æлхъивын,premere
1281,drücken::V,хæцын,premere
1282,schieben::V,схойын,spìngere
1283,kratzen::V,хафын,grattare
1284,kratzen::V,хафын,graffiare
1285,lecken::V,сдæрын,leccare
1286,beißen::V,хæцын,mòrdere
1287,abreißen::V,ратонын,staccarsi
1288,abreißen::V,ратонын,strapparsi
1289,abschneiden::V,ралыг кӕнын,tagliare
1290,binden::V,бабӕттын,legare
1291,binden::V,бабӕттын,bendare
1292,stecken::V,ныссадзын,ficcare
1293,brechen::V,асæттын,rompere
1294,brechen::V,басæттын,rompere
1295,brechen::V,ныссæттын,rompere
1296,klopfen::V,хойын,bàttere
1297,klopfen::V,гуыпп-гуыпп кæнын,bàttere
1298,klopfen::V,къуырцц-къуырцц кæнын,bàttere
1299,hauen::V,цӕвын,picchiare
1300,hauen::V,нӕмын,picchiare
1301,kleben::V,ныхасын,incollare
1302,kleben::V,æндадзын,incollare
1303,reiben::V,сӕрфын,fregare
1304,reiben::V,хафын,fregare
1305,streichen::V,байсæрдын,spalmare
1306,streichen::V,сахорын,spalmare
1307,schleifen::V,ссын,arrotare
1308,schleifen::V,цыргъ кӕнын,arrotare
1309,schneiden::V,кӕрдын,tagliare
1310,rütteln::V,æнкъусын,scuòtere
1311,schütteln::V,уигъын,agitare
1312,schütteln::V,уигъын,scuòtere
1313,schwenken::V,тилын,agitare
1314,schwenken::V,тилын,sventolare
1315,schwenken::V,уигъын,agitare
1316,schwenken::V,уигъын,sventolare
1317,schütten::V,ныккӕнын,versare
1318,füllen::V,байдзаг кæнын,riempire
1319,einwickeln::V,батухын,involtare
1320,tragen::V,хӕссын,portare
1321,schleppen::V,ласын,trainare
1322,schleppen::V,ласын,trascinare
1323,ziehen::V,ласын,tirare
1324,aufbewahren::V,æвæрын,custodire
1325,aufbewahren::V,æвæрын,conservare
1326,werfen::V,зыввытт кӕнын,gettare
1327,werfen::V,зыввытт кӕнын,lanciare
1328,fangen::V,ӕрцахсын,prèndere
1329,fangen::V,ӕрцахсын,acchiappare
1330,packen::V,рацахсын,pigliare
1331,packen::V,рацахсын,afferrare
1332,verstecken::V,æмбæхсын,nascondere
1333,verstecken::V,нымæхсын,nascondere
1334,teilen::V,уарын,divìdere
1335,schicken::V,ӕрвитын,inviare
1336,bringen::V,æрхæссын,portare
1337,bringen::V,æрхæссын,apportare
1338,bringen::V,æрбахæссын,portare
1339,bringen::V,æрбахæссын,apportare
1340,hinzufügen::V,ӕфтауын,aggiùngere
1341,bekommen::V,ссарын,ricevere
1342,bekommen::V,сфæрæз кæнын,ricevere
1343,bekommen::V,самал кæнын,ricevere
1344,erhalten::V,райсын,ricevere
1345,nehmen::V,райсын,prèndere
1346,wählen::V,равзарын,elèggere
1347,wählen::V,равзарын,scegliere
1348,auswählen::V,авзарын,scegliere
1349,bewahren::V,бавæрын,conservare
1350,bewahren::V,нывæрын,conservare
1351,behindern::V,цæлхдур æвæрын,impedire
1352,behindern::V,ныхдур æвæрын,impedire
1353,behindern::V,къуылымпы кæнын,impedire
1354,behindern::V,хъыг дарын,impedire
1355,verderben::V,фесафын,guastare
1356,beschädigen::V,халын,danneggiare
1357,zerbrechen::V,асӕттын,rompere
1358,zerbrechen::V,асӕттын,spezzare
1359,zerreißen::V,аскъуынын,stracciare
1360,zerstören::V,фехалын,distrùggere
1361,verbrennen::V,басудзын,bruciare
1362,geben::V,дӕттын,dare
1363,reichen::V,адæттын,pòrgere
1364,schenken::V,лæвар кæнын,regalare
1365,versprechen::V,дзырд раттын,promettere
1366,versprechen::V,зӕрдӕ бавӕрын,promettere
1367,wünschen::V,зæрдæ зæгъы,augurare
1368,loben::V,раппӕлын,lodare
1369,küssen::V,пъа кæнын,baciare
1370,küssen::V,ба кæнын,baciare
1371,wiegen::V,узын,cullare
1372,wiegen::V,узын,dondolare
1373,zudecken::V,бамбӕрзын,coprire
1374,wecken::V,райхъал кӕнын,svegliare
1375,zeigen::V,амонын,indicare
1376,führen::V,кӕнын,guidare
1377,führen::V,кӕнын,condurre
1378,führen::V,фæкæнын,guidare
1379,führen::V,фæкæнын,condurre
1380,lehren::V,ахуыр кæнын,insegnare
1381,unterrichten::V,ахуыр кæнын,istruire
1382,unterrichten::V,ахуыр кæнын,insegnare
1383,aufziehen::V,хъомыл кӕнын,allevare
1384,leiten::V,разамынд дӕттын,avviare
1385,leiten::V,разамынд дӕттын,dirìgere
1386,antreiben::V,тагъд кæнын,incitare
1387,antreiben::V,рог кæнын,incitare
1388,lassen::V,кæнын,fare
1389,einladen::V,ӕрхонын,invitare
1390,einladen::V,ӕрбахонын,invitare
1391,vereinigen::V,баиу кӕнын,unire
1392,besuchen::V,абæрæг кæнын,visitare
1393,besuchen::V,абæрæг кæнын,far vìsita a
1394,besuchen::V,бабæрæг кæнын,visitare
1395,besuchen::V,бабæрæг кæнын,far vìsita a
1396,besuchen::V,бауайын,visitare
1397,besuchen::V,бауайын,far vìsita a
1398,treffen::V,фембæлын,incontrare
1399,sich versammeln::V,æрæмбырд уын,rinunirsi
1400,spielen::V,хъазын,giocare
1401,singen::V,зарын,cantare
1402,tanzen::V,кафын,danzare
1403,sich trennen::V,фæйнæрдæм фæцæуын айхæлын,separarsi
1404,verlassen::V,ныууадзын,lasciare
1405,verlassen::V,ныууадзын,abbandonare
1406,retten::V,фервӕзын кӕнын,salvare
1407,bewachen::V,хъахъхъӕнын,custodire
1408,schützen::V,хъахъхъӕнын,protèggere
1409,verteidigen::V,бахизын,difèndere
1410,sich schlagen::V,хыл кæнын,bàttersi
1411,schießen::V,ӕхсын,sparare
1412,siegen::V,басӕттын,vìncere
1413,siegen::V,фӕуӕлахиз уӕвын,vìncere
1414,ärgern::V,мӕсты кӕнын,stizzire
1415,schlagen::V,ныццæвын,bàttere
1416,stechen::V,фæрæхойын,pùngere
1417,stoßen::V,риуыгъын,urtare
1418,stoßen::V,риуыгъын,spìngere
1419,stehlen::V,давын,rubare
1420,stören::V,хъыгдарын,disturbare
1421,belästigen::V,хъыгдарын,molestare
1422,belästigen::V,хъыгдарын,importunare
1423,verbergen::V,бамбӕхсын,celare
1424,verbergen::V,бамбӕхсын,nascondere
1425,verbergen::V,басусӕг кӕнын,celare
1426,verbergen::V,басусӕг кӕнын,nascondere
1427,täuschen::V,фӕливын,ingannare
