,Concept_ID,ru,az
289,Stück::N,кусок,dənə
290,Stück::N,кусок,parça
291,Teil::N,часть,qisim
292,Hälfte::N,половина,yarım
293,Kreis::N,круг,dairə
294,Kreuz::N,крест,xaç
295,Linie::N,линия,xətt
296,Strich::N,черта,cızıq
297,Abstand::N,промежуток,məsafə
298,Entfernung::N,расстояние,məsafə
299,Entfernung::N,расстояние,uzaqlıq
300,Gegend::N,местность,bölgə
301,Platz::N,пространство,yer
302,Ort::N,место,yer
303,Seite::N,сторона,yan
304,Seite::N,сторона,tərəf
305,Mitte::N,середина,orta
306,Gegenstand::N,предмет,şey
307,Sache::N,вещь,şey
308,Rand::N,край,kənar
309,Kante::N,ребро,tiyə
310,Kante::N,ребро,kənar
311,Ecke::N,угол,bucaq
312,Spitze::N,кончик,uc
313,Ende::N,конец,son
314,Ende::N,конец,axır
315,Loch::N,дыра,deşik
316,Winkel::N,угол,guşə
317,Muster::N,узор,ülgü
318,Größe::N,размер,böyüklük
319,Länge::N,длина,uzunluq
320,Höhe::N,высота,yüksəklik
321,Gewicht::N,вес,çəki
322,Gewicht::N,вес,ağırlıq
323,Menge::N,количество,miqdar
324,Haufen::N,куча,yığın
325,Reihe::N,ряд,səf
326,Reihe::N,ряд,sıra
327,Boot::N,лодка,qayıq
328,Ruder::N,весло,kürək
329,Schlitten::N,сани,kirşə
330,Ski::N,лыжа,xizək
331,Lagerfeuer::N,костер,düşərgə tonqalı
332,Last::N,тяжесть,yük
333,Gang::N,ход,yeriş
334,Schritt::N,шаг,addım
335,Norden::N,север,şimal
336,Süden::N,юг,cənub
337,Westen::N,запад,qərb
338,Osten::N,восток,şərq
339,Holz::N,древесина,ağac
340,Holz::N,древесина,taxta
341,Brett::N,доска,taxta
342,Platte::N,плита,lövhə
343,Stütze::N,подпорка,dayaq
344,Stütze::N,подпорка,dəstək
345,Stange::N,жердь,şüvül
346,Stock::N,палка,dəyənək
347,Stab::N,шест,əsa
348,Stab::N,шест,şüvül
349,Rohr::N,труба,boru
350,Rohr::N,труба,truba
351,Haus::N,дом,ev
352,Heim::N,дом,ev
353,Ofen::N,печь,peç
354,Ofen::N,печь,soba
355,Fußboden::N,пол,döşəmə
356,Tisch::N,стол,masa
357,Stuhl::N,стул,stul
358,Wiege::N,колыбель,beşik
359,Bett::N,постель,yataq
360,Regal::N,полка,rəf
361,Kiste::N,ящик,yeşik
362,Kiste::N,ящик,sandıq
363,Fenster::N,окно,pəncərə
364,Tür::N,дверь,qapı
365,Tor::N,ворота,darvaza
366,Zaun::N,забор,çəpər
367,Dach::N,крыша,dam
368,Leiter::N,лестница,nərdivan
369,Besen::N,метла,süpürgə
370,Spaten::N,лопата,kürək
371,Schaufel::N,совок,kürək
372,Gabel::N,вилка,çəngəl
373,Löffel::N,ложка,qaşıq
374,Messer::N,нож,bıçaq
375,Nagel::N,гвоздь,mıx
376,Netz::N,сеть,tor
377,Haken::N,крюк,çəngəl
378,Griff::N,ручка,qulp
379,Griff::N,ручка,tutacaq
380,Schloss::N,замок,qıfıl
381,Bild::N,картина,rəsm
382,Figur::N,фигура,şəkil
383,Figur::N,фигура,heykəl
384,Puppe::N,кукла,kukla
385,Puppe::N,кукла,gəlincik
386,Beutel::N,мешок,kisə
387,Beutel::N,мешок,torba
388,Bündel::N,связка,bağlama
389,Tasche::N,сумка,çanta
390,Eimer::N,ведро,vedrə
391,Eimer::N,ведро,çəllək
392,Deckel::N,крышка,qapaq
393,Geschirr::N,посуда,qab-qazan
394,Sack::N,мешок,çuval
395,Tasse::N,чашка,fincan
396,Topf::N,кастрюля,qazan
397,Kessel::N,котел,qazan
398,Essen::N,еда,yemək
399,Nahrung::N,пища,qida
400,Speise::N,блюдо,xörək
401,Speise::N,кушанье,xörək
402,Fleisch::N,мясо,ət
403,Getreide::N,хлеб,taxıl
404,Brei::N,каша,aş
405,Brei::N,каша,sıyıq
406,Brot::N,хлеб,çörək
407,Scheibe::N,ломоть,dilim
408,Fett::N,жир,yağ
409,Butter::N,масло,kərə yağı
410,Öl::N,масло,yağ
411,Salz::N,соль,duz
412,Suppe::N,суп,şorba
413,Honig::N,мед,bal
414,Milch::N,молоко,süd
415,Tee::N,чай,çay
416,Leder::N,кожа,dəri
417,Wolle::N,шерсть,yun
418,Stoff::N,ткань,qumaş
419,Nadel::N,игла,iynə
420,Faden::N,нитка,sap
421,Knopf::N,пуговица,düymə
422,Knoten::N,узел,düyün
423,Farbe::N,краска,boya
424,Kleidung::N,одежда,geyim
425,Hemd::N,рубашка,köynək
426,Kragen::N,воротник,yaxa
427,Ärmel::N,рукав,qol
428,Hose::N,брюки,şalvar
429,Gürtel::N,пояс,kəmər
430,Mütze::N,шапка,şapka
431,Schuh::N,ботинок,tufli
432,Schuh::N,ботинок,ayaqqabı
433,Stiefel::N,сапог,çəkmə
434,Ring::N,кольцо,üzük
435,Band::N,лента,lent
436,Kamm::N,расческа,daraq
437,Spiegel::N,зеркало,güzgü
438,Riemen::N,ремень,qayış
439,Schnur::N,веревка,ip
440,Leine::N,поводок,kəmsik
441,Decke::N,одеяло,ədyal
442,Decke::N,одеяло,yorğan
443,Kissen::N,подушка,yastıq
444,Tuch::N,платок,şarf
445,Tuch::N,платок,kaşne
446,Handtuch::N,полотенце,dəsmal
447,Kraft::N,сила,güc
448,Stärke::N,крепость,qüvvət
449,Gesundheit::N,здоровье,sağlamlıq
450,Krankheit::N,болезнь,xəstəlik
451,Schmerz::N,боль,ağrı
452,Schmerz::N,боль,sancı
453,Wunde::N,рана,yara
454,Fieber::N,лихорадка,isitmə
455,Fieber::N,лихорадка,qızdırma
456,Fieber::N,температура,isitmə
457,Fieber::N,температура,qızdırma
458,Arznei::N,лекарство,ilaç
459,Arznei::N,лекарство,dərman
460,Brücke::N,мост,körpü
461,Brunnen::N,колодец,quyu
462,Weide::N,пастбище,otlaq
463,Pfad::N,тропа,cığır
464,Weg::N,путь,yol
465,Weg::N,дорога,yol
466,Straße::N,улица,küçə
467,Straße::N,дорога,küçə
468,Dorf::N,деревня,kənd
469,Stadt::N,город,şəhər
470,Brief::N,письмо,məktub
471,Buch::N,книга,kitab
472,Buchstabe::N,буква,hərf
473,Zeitung::N,газета,qəzet
474,Leben::N,жизнь,həyat
475,Tod::N,смерть,ölüm
476,Grab::N,могила,qəbir
477,Kirche::N,церковь,kilsə
478,Sünde::N,грех,günah
479,Gott::N,бог,tanrı
480,Arbeiter::N,рабочий,işçi
481,Chef::N,начальник,şef
482,Chef::N,начальник,rəis
483,Meister::N,мастер,usta
484,Arzt::N,врач,həkim
485,Arzt::N,врач,doktor
486,Lehrer::N,учитель,müəllim
487,Geld::N,деньги,pul
488,Geschäft::N,занятие,ticarət
489,Laden::N,магазин,dükan
490,Preis::N,цена,qiymət
491,Ware::N,товар,mal
492,Nutzen::N,выгода,fayda
493,Reichtum::N,богатство,zənginlik
494,Welt::N,мир,aləm
495,Welt::N,мир,dünya
496,Land::N,страна,ölkə
497,Staat::N,государство,dövlət
498,König::N,король,kral
499,König::N,король,məlik
500,Macht::N,власть,qüdrət
501,Grenze::N,граница,hüdud
502,Grenze::N,граница,sərhət
503,Krieg::N,война,hərb
504,Krieg::N,война,müharibə
505,Feind::N,враг,düşmən
506,Gewalt::N,насилие,cəbr
507,Kampf::N,борьба,savaş
508,Bogen[Waffe]::N,лук,yay
509,Pfeil::N,стрела,ox
510,Gewehr::N,ружье,tüfəng
511,Fehler::N,ошибка,xəta
512,Lüge::N,ложь,yalan
513,Schaden::N,вред,ziyan
514,Unglück::N,беда,bəla
515,Schuld::N,вина,təqsir
516,Alter::N,возраст,yaş
517,Schluss::N,окончание,son
518,Zeit::N,время,vaxt
519,Zeit::N,время,zaman
520,Tag::N,день,gün
521,Morgen::N,утро,sabah
522,Mittag::N,полдень,günorta
523,Abend::N,вечер,axşam
524,Nacht::N,ночь,gecə
525,Woche::N,неделя,həftə
526,Monat::N,месяц,ay
527,Jahr::N,год,il
528,Frühling::N,весна,yaz
529,Frühling::N,весна,bahar
530,Sommer::N,лето,yay
531,Herbst::N,осень,payız
532,Winter::N,зима,qış
533,Januar::N,январь,Janvar
534,Februar::N,февраль,Fevral
535,März::N,март,Mart
536,April::N,апрель,Aprel
537,Mai::N,май,May
538,Juni::N,июнь,İyun
539,Juli::N,июль,İyul
540,August::N,август,Avqust
541,September::N,сентябрь,Sentyabr
542,Oktober::N,октябрь,Oktyabr
543,November::N,ноябрь,Noyabr
544,Dezember::N,декабрь,Dekabr
545,Montag::N,понедельник,bazar ertəsi
546,Dienstag::N,вторник,çərşənbə axşamı
547,Mittwoch::N,среда,çərşənbə
548,Donnerstag::N,четверг,cüme axşamı
549,Freitag::N,пятница,cüme
550,Samstag::N,суббота,şənbə
551,Sonntag::N,воскресенье,bazar
552,groß::A,большой,böyük
553,klein::A,маленький,kiçik
554,lang::A,длинный,uzun
555,kurz::A,короткий,qısa
556,breit::A,широкий,enli
557,breit::A,широкий,geniş
558,schmal::A,узкий,dar
559,dicht::A,густой,sıx
560,dick[Gegenstand]::A,толстый,qalın
561,dünn::A,тонкий,nazik
562,fein::A,тонкий,incə
563,fest::A,крепкий,bərk
564,fest::A,крепкий,möhkəm
565,flach::A,плоский,düz
566,glatt::A,гладкий,hamar
567,hart::A,твердый,sərt
568,weich::A,мягкий,yumşaq
569,rund::A,круглый,yuvarlaq
570,spitz::A,остроконечный,uclu
571,spitz::A,остроконечный,sivri
572,scharf::A,острый,kəskin
573,stumpf::A,тупой,küt
574,schwer::A,тяжелый,ağır
575,schön::A,красивый,gözəl
576,schön::A,красивый,gəşəng
577,heiß::A,жаркий,isti
578,warm::A,теплый,ilıq
579,kalt::A,холодный,soyuq
580,kühl::A,прохладный,sərin
581,frisch::A,свежий,təzə
582,feucht::A,влажный,nəm
583,nass::A,мокрый,yaş
584,trocken::A,сухой,quru
585,voll::A,полный,dolu
586,voll::A,наполненный,dolu
587,leer::A,пустой,boş
588,offen::A,открытый,açıq
589,geschlossen::A,закрытый,qapalı
590,sauber::A,чистый,təmiz
591,schmutzig::A,грязный,kirli
592,roh::A,сырой,çiy
593,reif::A,зрелый,yetişmiş
594,lecker::A,вкусный,dadlı
595,lecker::A,вкусный,ləzzətli
596,süß::A,сладкий,şirin
597,bitter::A,горький,acı
598,sauer::A,кислый,turş
599,hell::A,светлый,aydın
600,dunkel::A,темный,qaranlıq
601,schwarz::A,черный,qara
602,weiß::A,белый,ağ
603,rot::A,красный,qırmızı
604,gelb::A,желтый,sarı
605,blau::A,синий,göy
606,blau::A,синий,mavi
607,grün::A,зеленый,yaşıl
608,grau::A,серый,boz
609,bunt::A,пестрый,əlvan
610,bunt::A,пестрый,rəngli
611,billig::A,дешевый,ucuz
612,teuer::A,дорогой,bahalı
613,wertvoll::A,ценный,qiymətli
614,blind::A,слепой,kor
615,taub::A,глухой,kar
616,kräftig::A,могучий,güclü
617,stark::A,сильный,qüvvətli
618,schwach::A,слабый,zəif
619,schwach::A,слабый,gücsüz
620,fett::A,жирный,şişman
621,schlank::A,стройный,zərif
622,hübsch::A,прелестный,göyçək
623,böse::A,злой,fəna
624,dumm::A,глупый,axmaq
625,faul::A,ленивый,tənbəl
626,fleißig::A,прилежный,çalışqan
627,geizig::A,жадный,xəsis
628,klug::A,умный,ağıllı
629,geschickt::A,искусный,bacarıqlı
630,lieb::A,милый,əziz
631,lieb::A,милый,sevimli
632,lustig::A,веселый,məzəli
633,lustig::A,веселый,gülməli
634,sanft::A,нежный,mülayim
635,hungrig::A,голодный,ac
636,krank::A,больной,xəstə
637,nackt::A,голый,çılpaq
638,traurig::A,грустный,qəmgin
639,traurig::A,грустный,kədərli
640,lebendig::A,живой,canlı
641,gut::A,хороший,yaxşı
642,schlecht::A,плохой,pis
643,richtig::A,правильный,doğru
644,schlimm::A,отвратительный,fəna
645,schlimm::A,мерзкий,fəna
646,wahr::A,настоящий,gərçək
647,alt::A,старый,əski
648,alt::A,старый,köhnə
649,neu::A,новый,yeni
650,ehemalig::A,бывший,əvvəlki
651,alt[Lebewesen]::A,пожилой,qoca
652,jung::A,молодой,gənc
653,arm::A,бедный,kasıb
654,arm::A,бедный,yoxsul
655,reich::A,богатый,zəngin
656,bekannt::A,знакомый,tanış
657,berühmt::A,знаменитый,məşhur
658,fremd::A,чужой,yad
659,verschieden::A,разный,dürlü
660,nah::A,близкий,yaxın
661,fern::A,далекий,uzaq
662,linker::A,левый,sol
663,rechter::A,правый,sağ
664,anderer::A,другой,başqa
665,erster::A,первый,birinci
666,zweiter::A,второй,ikinci
667,dritter::A,третий,üçüncü
668,letzter::A,последний,sonuncu
669,letzter::A,последний,axırıncı
670,allein::ADV,один,tək
671,allein::ADV,один,yalqız
672,auf einmal::ADV,сразу,birdən
673,zusammen::ADV,вместе,birlikdə
674,lange::ADV,долго,uzun
675,plötzlich::ADV,вдруг,qəfildən
676,sofort::ADV,тотчас,həmən
677,sofort::ADV,тотчас,dərhal
678,später::ADV,позже,sonra
679,jetzt::ADV,сейчас,indi
680,heute::ADV,сегодня,bugün
681,morgen::ADV,завтра,sabah
682,bald::ADV,скоро,yaxında
683,bald::ADV,скоро,tezliklə
684,dann::ADV,потом,onda
685,gestern::ADV,вчера,dünən
686,einst::ADV,однажды,əvvəllər
687,damals::ADV,тогда,o vaxt
688,danach::ADV,затем,sonra
689,vorher::ADV,раньше,qabaqcadan
690,zuerst::ADV,сперва,əvvəl
691,einmal::ADV,раз,bir dəfə
692,manchmal::ADV,иногда,hərdənbir
693,oft::ADV,часто,tez-tez
694,oft::ADV,часто,çox vaxt
695,immer::ADV,всегда,daimi
696,immer::ADV,всегда,həmişə
697,niemals::ADV,никогда,əsla
698,niemals::ADV,никогда,heç bir zaman
699,hier::ADV,здесь,bura
700,hier::ADV,здесь,burada
701,hierhin::ADV,сюда,buraya
702,von hier::ADV,отсюда,buradan
703,dort::ADV,там,ora
704,dort::ADV,там,orada
705,dorthin::ADV,туда,oraya
706,geradeaus::ADV,прямо,düz
707,vorwärts::ADV,вперед,irəli
708,rückwärts::ADV,назад,geri
709,zurück::ADV,обратно,geriyə
710,unten::ADV,внизу,aşağıda
711,hinab::ADV,вниз,aşağı
712,oben::ADV,наверху,yuxarıda
713,hinauf::ADV,вверх,yuxarı
714,überall::ADV,везде,hər yerdə
715,nicht::ADV,не,-ma-
716,ein wenig::ADV,немного,bir az
717,kaum::ADV,едва,güclə
718,sehr::ADV,очень,çox
719,so::ADV,так,belə
720,noch::ADV,еще,hələ
721,nur::ADV,только,yalnız
722,schon::ADV,уже,artıq
723,wieder::ADV,опять,yenə
724,vergebens::ADV,напрасно,boş yerə
725,vor::PRP,перед,önündə
726,hinter::PRP,за,arxasında
727,hinter::PRP,позади,arxasında
728,unter::PRP,под,altında
729,durch::PRP,сквозь,içindən
730,neben::PRP,возле,yanında
731,zwischen::PRP,между,arasında
732,wegen::PRP,из-за,üçün
733,wegen::PRP,из-за,ötəri
734,dies::PRN,это,bu
735,das::PRN,то,o
736,alles::PRN,все,hər şey
737,ich::PRN,я,mən
738,du::PRN,ты,sən
739,er::PRN,он,o
740,wir::PRN,мы,biz
741,ihr::PRN,вы,siz
742,sie::PRN,они,onlar
743,was::FPRN,что,nə
744,wer::FPRN,кто,kim
745,wo::FADV,где,harada
746,wohin::FADV,куда,haraya
747,wie::FADV,как,necə
748,warum::FADV,почему,niyə
749,warum::FADV,почему,nə üçün
750,wieviel::FNUM,сколько,neçə
751,wieviel::FNUM,сколько,nə qədər
752,eins::NUM,один,bir
753,zwei::NUM,два,iki
754,drei::NUM,три,üç
755,vier::NUM,четыре,dörd
756,fünf::NUM,пять,beş
757,sechs::NUM,шесть,altı
758,sieben::NUM,семь,yeddi
759,acht::NUM,восемь,səkkiz
760,neun::NUM,девять,doqquz
761,zehn::NUM,десять,on
762,elf::NUM,одиннадцать,on bir
763,zwölf::NUM,двенадцать,on iki
764,zwanzig::NUM,двадцать,iyirmi
765,dreißig::NUM,тридцать,otuz
766,vierzig::NUM,сорок,qırx
767,fünfzig::NUM,пятьдесят,əlli
768,sechzig::NUM,шестьдесят,altmış
769,siebzig::NUM,семьдесят,yetmiş
770,achtzig::NUM,восемьдесят,səksən
771,neunzig::NUM,девяносто,doxsan
772,hundert::NUM,сто,yüz
773,tausend::NUM,тысяча,min
774,und::CNJ,и,və
775,oder::CNJ,или,ya
776,oder::CNJ,либо,ya
777,stehen::V,стоять,durmaq
778,sitzen::V,сидеть,oturmaq
779,liegen::V,лежать,uzanmaq
780,hängen::V,висеть,asılmaq
781,werden::V,стать,olmaq
782,passieren::V,случиться,olmaq
783,passieren::V,случиться,baş vermək
784,beginnen::V,начаться,başlamaq
785,enden::V,кончиться,bitmək
786,wechseln::V,меняться,dəyişmək
787,aufgehen[Sonne]::V,взойти,doğmaq
788,untergehen[Sonne]::V,зайти,batmaq
789,scheinen[Sonne]::V,светить,parlamaq
790,donnern::V,греметь,guruldamaq
791,wehen::V,дуть,əsmək
792,strömen::V,литься,axmaq
793,fließen::V,течь,axmaq
794,sich drehen::V,вращаться,dönmək
795,schwanken::V,колебаться,yellənmək
796,schwingen::V,качаться,yellənmək
797,fallen::V,падать,düşmek
798,brennen::V,гореть,yanmaq
799,rauchen::V,дымить,tüstüləmək
800,regnen::V,дождить,yağmaq
801,gefrieren::V,замерзнуть,donmaq
802,tauen::V,таять,ərimək
803,schmelzen::V,плавиться,ərimək
804,trocknen::V,сохнуть,qurumaq
805,sieden::V,кипеть,qaynamaq
806,faulen::V,гнить,çürümək
807,verfaulen::V,сгнить,çürümək
808,reißen::V,рваться,yırtılmaq
809,versinken::V,тонуть,batmaq
810,vergehen::V,проходить,ötmək
811,erscheinen::V,появиться,görünmək
812,verschwinden::V,исчезнуть,yox olmaq
813,sinken::V,спадать,enmək
814,abnehmen::V,уменьшиться,azalmaq
815,zunehmen::V,увеличиваться,artmaq
816,steigen::V,подниматься,yüksəlmək
817,wachsen::V,расти,böyümək
818,glänzen::V,блестеть,parlamaq
819,funkeln::V,сверкать,parıldamaq
820,lärmen::V,шуметь,səs-küy etmək
