,Concept_ID,fr,ba
788,gestern::ADV,hier,кисә
789,einst::ADV,jadis,ҡасандыр
790,einst::ADV,jadis,бер баҡыт
791,einst::ADV,autrefois,ҡасандыр
792,einst::ADV,autrefois,бер баҡыт
793,damals::ADV,alors,ул саҡта
794,damals::ADV,à l'époque,ул саҡта
795,danach::ADV,après,һуңынан
796,danach::ADV,ensuite,һуңынан
797,vorher::ADV,auparavant,элек
798,zuerst::ADV,d'abord,башта
799,zuerst::ADV,premièrement,башта
800,einmal::ADV,une fois,бер
801,manchmal::ADV,parfois,ҡайһы берҙә
802,manchmal::ADV,quelquefois,ҡайһы берҙә
803,oft::ADV,souvent,йыш
804,immer::ADV,toujours,һәр ҡасан
805,niemals::ADV,ne ... jamais,бер ҡасан да
806,niemals::ADV,ne ... jamais,бер ваҡытта ла
807,hier::ADV,ici,бында
808,hierhin::ADV,par ici,бында
809,von hier::ADV,d'ici,бынан
810,von hier::ADV,d'ici,ошонан
811,dort::ADV,là,шунда
812,dort::ADV,là,тегендә
813,dort::ADV,là-bas,шунда
814,dort::ADV,là-bas,тегендә
815,dorthin::ADV,y,шунда
816,dorthin::ADV,y,тегеләй
817,dorthin::ADV,par là,шунда
818,dorthin::ADV,par là,тегеләй
819,geradeaus::ADV,tout droit,тура
820,vorwärts::ADV,en avant,алға
821,rückwärts::ADV,en arrière,кирегә
822,zurück::ADV,de retour,кирегә
823,unten::ADV,en bas,түбәндә
824,unten::ADV,au-dessous,түбәндә
825,hinab::ADV,en bas,түбәнгә
826,hinab::ADV,vers le bas,түбәнгә
827,oben::ADV,dessus,юғарыла
828,oben::ADV,en haut,юғарыла
829,hinauf::ADV,en haut,юғарыға
830,hinauf::ADV,vers le haut,юғарыға
831,überall::ADV,partout,бөтә урында
832,nicht::ADV,ne ... pas,тугел
833,ein wenig::ADV,un peu,аҙ
834,kaum::ADV,à peine,көскә
835,kaum::ADV,à peine,саҡ-саҡ
836,sehr::ADV,très,ифат
837,so::ADV,si,шулай
838,so::ADV,ainsi,шулай
839,noch::ADV,encore,йәнә
840,nur::ADV,seulement,бары
841,nur::ADV,ne ... que,бары
842,schon::ADV,déjà,инде
843,wieder::ADV,de nouveau,тағы
844,vergebens::ADV,en vain,бушҡа
845,vor::PRP,devant,алдында
846,hinter::PRP,derrière,артында
847,unter::PRP,sous,аҫтында
848,unter::PRP,au-dessous de,аҫтында
849,durch::PRP,par,үтә
850,durch::PRP,à travers,үтә
851,neben::PRP,à côté de,эргәһендә
852,zwischen::PRP,entre,араһында
853,wegen::PRP,à cause de,өсөн
854,wegen::PRP,à cause de,сәбәпле
855,dies::PRN,ceci,был
856,dies::PRN,ceci,ошо
857,das::PRN,ce,ул
858,das::PRN,cela,ул
859,alles::PRN,tout,бөтә
860,ich::PRN,je,мин
861,ich::PRN,moi,мин
862,du::PRN,tu,һин
863,du::PRN,toi,һин
864,er::PRN,il,ул
865,er::PRN,lui,ул
866,wir::PRN,nous,беҙ
867,ihr::PRN,vous,һеҙ
868,sie::PRN,ils,улар
869,sie::PRN,elles,улар
870,was::FPRN,que,ә
871,was::FPRN,que,ни
872,was::FPRN,que,нәмә
873,was::FPRN,quoi,ә
874,was::FPRN,quoi,ни
875,was::FPRN,quoi,нәмә
876,wer::FPRN,qui,ҡем
877,wo::FADV,où,ҡайҙа
878,wohin::FADV,où,ҡайҙа
879,wie::FADV,comment,инидәй
880,warum::FADV,pourquoi,ин өсөн
881,wieviel::FNUM,combien,күпме
882,eins::NUM,un,бер
883,zwei::NUM,deux,ике
884,zwei::NUM,deux,икәү
885,drei::NUM,trois,өс
886,vier::NUM,quatre,дүрт
887,fünf::NUM,cinq,биш
888,sechs::NUM,six,алты
889,sieben::NUM,sept,ете
890,acht::NUM,huit,һигеҙ
891,neun::NUM,neuf,туғыҙ
892,zehn::NUM,dix,ун
893,elf::NUM,onze,ун бер
894,zwölf::NUM,douze,ун ике
895,zwanzig::NUM,vingt,егерме
896,dreißig::NUM,trente,утыҙ
897,vierzig::NUM,quarante,ҡырҡ
898,fünfzig::NUM,cinquante,илле
899,sechzig::NUM,soixante,алтмыш
900,siebzig::NUM,soixante-dix,етмеш
901,achtzig::NUM,quatre-vingt,һикһән
902,neunzig::NUM,quatre-vingt-dix,туҡһан
903,hundert::NUM,cent,йөҙ
904,tausend::NUM,mille,мең
905,und::CNJ,et,да
906,oder::CNJ,ou,йәки
907,stehen::V,être debout,тороу
908,sitzen::V,être assis,ултырыу
909,liegen::V,être couché,ятыу
910,hängen::V,pendre,аҫылынып тороу
911,werden::V,devenir,булыу
912,passieren::V,se passer,булыу
913,beginnen::V,commencer,башлау
914,enden::V,finir,бөтөү
915,enden::V,finir,тамамланыү
916,enden::V,se terminer,бөтөү
917,enden::V,se terminer,тамамланыү
918,wechseln::V,changer,үҙгәреү
919,wechseln::V,alterner,үҙгәреү
920,aufgehen[Sonne]::V,se lever,ҡалҡыу
921,untergehen[Sonne]::V,se coucher,байыу
922,scheinen[Sonne]::V,briller,яҡтыртып тороу
923,donnern::V,tonner,күкрәү
924,wehen::V,souffler,иҫеү
925,strömen::V,affluer,ташыу
926,fließen::V,couler,ағыу
927,sich drehen::V,tourner,әйләнеү
928,schwanken::V,osciller,тирбәлеү
929,schwanken::V,chanceler,тирбәлеү
930,schwingen::V,vibrer,бәүетеү
931,schwingen::V,osciller,бәүетеү
932,fallen::V,tomber,йығылыу
933,brennen::V,brûler,яныу
934,brennen::V,flamber,яныу
935,rauchen::V,fumer,төтәү
936,regnen::V,pleuvoir,ямғыр яуа
937,gefrieren::V,geler,туңыү
938,tauen::V,dégeler,иреү
939,schmelzen::V,fondre,иреү
940,trocknen::V,sécher,кибеү
941,sieden::V,bouillir,ҡайнау
942,faulen::V,pourrir,сереу
943,faulen::V,se putréfier,сереу
944,verfaulen::V,pourrir,сереу
945,reißen::V,rompre,өҙөү
946,reißen::V,rompre,йыртылыу
947,reißen::V,se déchirer,өҙөү
948,reißen::V,se déchirer,йыртылыу
949,versinken::V,s'enfoncer,батыу
950,vergehen::V,passer,үтеү
951,erscheinen::V,apparaître,килеп сығыу
952,verschwinden::V,disparaître,юғалыу
953,sinken::V,descendre,түбәнәйеү
954,sinken::V,s'abaisser,түбәнәйеү
955,abnehmen::V,diminuer,кәметеү
956,zunehmen::V,augmenter,артыу
957,steigen::V,monter,күтәрелеү
958,wachsen::V,croître,үҫеү
959,glänzen::V,briller,ялтырау
960,funkeln::V,étinceler,баҙлау
961,lärmen::V,faire du bruit,шаулау
962,läuten::V,sonner,ҡағыу
963,klingeln::V,sonner,ҡағыу
964,klingeln::V,sonner,шылтыратыу
965,klirren::V,cliqueter,шылтыратыу
966,brausen::V,mugir,ҡотороноу
967,rauschen::V,bruire,шыптырлау
968,klingen::V,sonner,яңғырау
969,bellen::V,aboyer,өрөү
970,heulen::V,hurler,олоу
971,blasen::V,souffler,өрөү
972,pfeifen::V,siffler,һызғырып ебәреү
973,schreien::V,crier,ҡысҡырыу
974,stöhnen::V,gémir,уңғырашыу
975,zittern::V,trembler,ҡалтырау
976,leben::V,vivre,йәшәү
977,geboren werden::V,naître,тыуыу
978,atmen::V,respirer,тын алыү
979,trinken::V,boire,эсеү
980,essen::V,manger,ашау
981,schlucken::V,avaler,йотоу
982,müde werden::V,se lasser,арыу
983,müde werden::V,se fatiguer,арыу
984,einschlafen::V,s'endormir,йоҡлап китеү
985,schlafen::V,dormir,йоҡлау
986,aufwachen::V,se réveiller,уяныу
987,aufstehen::V,se lever,тороу
988,sich erholen::V,se reposer,ял итеү
989,sich erholen::V,se détendre,ял итеү
990,krank werden::V,tomber malade,сирләү
991,krank sein::V,être malade,сирләү
992,schmerzen::V,faire mal,ауыртыу
993,husten::V,tousser,йүтәлләү
994,genesen::V,guérir,һауығыу
995,genesen::V,se remettre,һауығыу
996,sterben::V,mourir,үлеү
997,umkommen::V,périr,һәләк булыу
998,sich bewegen::V,bouger,хәрәкәт итеү
999,sich rühren::V,broncher,ҡуҙғалыу
1000,sich erheben::V,se lever,тороу
1001,sich setzen::V,s'asseoir,ултырыу
1002,hinfallen::V,tomber,ҡолау
1003,laufen::V,marcher,йөрөү
1004,laufen::V,aller à pied,йөрөү
1005,schreiten::V,marcher,атлау
1006,spazierengehen::V,se promener,ял итеп йороү
1007,eilen::V,courir,ашығыу
1008,eilen::V,courir,ҡабаланыу
1009,sich beeilen::V,se hâter,ашығыу
1010,sich beeilen::V,se hâter,ҡабаланыу
1011,sich beeilen::V,se dépêcher,ашығыу
1012,sich beeilen::V,se dépêcher,ҡабаланыу
1013,sausen::V,filer,елеү
1014,rennen::V,courir,йүгеп йөрөү
1015,springen::V,sauter,һикереү
1016,klettern::V,grimper,үрмәләү
1017,klettern::V,grimper,үрмәләп менеү
1018,schaukeln::V,se balancer,сайҡалыу
1019,kriechen::V,ramper,шыуышыу
1020,schwimmen::V,nager,йоҙөү
1021,tauchen::V,plonger,сумыу
1022,rudern::V,ramer,ишеү
1023,fahren::V,aller,йөрөү
1024,fahren::V,rouler,йөрөү
1025,fliegen::V,voler,осоу
1026,gehen::V,aller,барыу
1027,weggehen::V,s'en aller,китеү
1028,abfahren::V,partir,сығыу
1029,anhalten::V,s'arrêter,тукталыу
1030,hineingehen::V,entrer,инеү
1031,eintreten::V,entrer,инеү
1032,kommen::V,venir,килеү
1033,ankommen::V,arriver,килеү
1034,zurückkommen::V,revenir,ҡайтыу
1035,bleiben::V,rester,ҡалыу
1036,bleiben::V,demeurer,ҡалыу
1037,warten::V,attendre,көтөп тороу
1038,erwarten::V,attendre,көтөү
1039,suchen::V,chercher,эҙләү
1040,finden::V,trouver,табыу
1041,versuchen::V,essayer,тырышып ҡарау
1042,vorbereiten::V,préparer,әҙерләү
1043,lieben::V,aimer,яратыу
1044,mögen::V,aimer,һөйөү
1045,mögen::V,aimer,яратыу
1046,mögen::V,vouloir,һөйөү
1047,mögen::V,vouloir,яратыу
1048,lachen::V,rire,көлөү
1049,rühren::V,toucher,ҡағылыу
1050,rühren::V,attendrir,ҡағылыу
1051,weinen::V,pleurer,илау
1052,schimpfen::V,gronder,һүгенеү
1053,schimpfen::V,gronder,тиргәнеү
1054,schimpfen::V,gronder,һуҡраныу
1055,sich ärgern::V,se fâcher,асыуланыу
1056,sich fürchten::V,avoir peur,ҡурҡыу
1057,fürchten::V,craindre,ҡурҡыу
1058,fürchten::V,avoir peur de,ҡурҡыу
1059,fliehen::V,fuir,ҡасыу
1060,flüchten::V,s'enfuir,ҡасыу
1061,sehen::V,voir,күреү
1062,anschauen::V,regarder,ҡарау
1063,ansehen::V,regarder,ҡарау
1064,ansehen::V,regarder,тикшереү
1065,hören::V,entendre,ишетеү
1066,zuhören::V,écouter,тыңлау
1067,probieren::V,goûter,татыу
1068,riechen::V,sentir,еҫкәү
1069,fühlen::V,sentir,тойоу
1070,scheinen::V,sembler,кеүек күренеү
1071,scheinen::V,sembler,тойолоу
1072,scheinen::V,paraître,кеүек күренеү
1073,scheinen::V,paraître,тойолоу
1074,zu sehen sein::V,se voir,күренеү
1075,zu sehen sein::V,être visible,күренеү
1076,vernehmen::V,entendre,ишетеү
1077,vernehmen::V,percevoir,ишетеү
1078,frieren::V,avoir froid,туңыү
1079,tun::V,faire,яһау
1080,tun::V,faire,әшләү
1081,können::V,savoir,алыу
1082,können::V,savoir,мөмкин булыу
1083,können::V,pouvoir,алыу
1084,können::V,pouvoir,мөмкин булыу
1085,wollen::V,vouloir,теләү
1086,anfangen::V,commencer,башлау
1087,beenden::V,finir,бөтөрөү
1088,beenden::V,finir,тамамлау
1089,beenden::V,terminer,бөтөрөү
1090,beenden::V,terminer,тамамлау
1091,aufhören::V,cesser,туктау
1092,aufhören::V,arrêter,туктау
1093,gelingen::V,réussir,уңышлы булыу
1094,geraten::V,réussir,булып сығыу
1095,öffnen::V,ouvrir,асыу
1096,schließen::V,fermer,йомоу
1097,stellen::V,poser,ҡуйыу
1098,stellen::V,mettre,ҡуйыу
1099,setzen::V,placer,урынлаштырыу
1100,legen::V,placer,һалыу
1101,berühren::V,toucher,тейеү
1102,berühren::V,toucher,ҡағылыу
1103,verbinden::V,lier,ҡушыу
1104,verbinden::V,lier,бәйләү
1105,bedecken::V,couvrir,ҡаплау
1106,aufhängen::V,accrocher,элеү
1107,anzünden::V,allumer,тоҡандырыу
1108,aufheben::V,ramasser,мендереү
1109,zurücklassen::V,laisser,ҡалдырыу
1110,verlieren::V,perdre,юғалтыу
1111,fallen lassen::V,lâcher,төшөрөп ебәреү
1112,fallen lassen::V,laisser tomber,төшөрөп ебәреү
1113,machen::V,faire,яһау
1114,machen::V,faire,эшләү
1115,herstellen::V,produire,эшләп сығарыу
1116,herstellen::V,fabriquer,эшләп сығарыу
1117,bauen::V,bâtir,төҙөү
1118,bauen::V,construire,төҙөү
1119,reparieren::V,réparer,төҙәтеү
1120,verbessern::V,améliorer,яҡшыртыу
1121,ändern::V,changer,үҙгәртеү
1122,ändern::V,modifier,үҙгәртеү
1123,graben::V,creuser,ҡаҙыу
1124,beugen::V,plier,бөгөү
1125,beugen::V,ployer,бөгөү
1126,biegen::V,courber,бөгөү
1127,drehen::V,tordre,өйрөлтөү
1128,drehen::V,tordre,әйләндереү
1129,drehen::V,tourner,өйрөлтөү
1130,drehen::V,tourner,әйләндереү
1131,wenden::V,retourner,әйләндереү
1132,umdrehen::V,tourner,түңкәреү
1133,heben::V,soulever,күтәреү
1134,heben::V,soulever,мендереү
1135,hochheben::V,lever,күтәреү
1136,ergreifen::V,saisir,тотоп алыу
1137,ergreifen::V,prendre,тотоп алыу
1138,halten::V,tenir,тотоу
1139,drücken::V,presser,ҡыҫыу
1140,schieben::V,pousser,этеү
1141,schieben::V,pousser,төртөү
1142,kratzen::V,gratter,ҡырыу
1143,kratzen::V,égratigner,ҡырыу
1144,lecken::V,lécher,ялау
1145,beißen::V,mordre,тешләү
1146,abreißen::V,arracher,өҙөү
1147,abschneiden::V,couper,ҡырҡыу
1148,binden::V,lier,бәйләү
1149,binden::V,attacher,бәйләү
1150,stecken::V,enfoncer,ҡаҙау
1151,brechen::V,rompre,боҙоу
1152,klopfen::V,frapper,шаҡылдау
1153,hauen::V,frapper,туҡмау
1154,kleben::V,coller,йәбештереү
1155,reiben::V,frotter,ыуыу
1156,reiben::V,frotter,ышҡыу
1157,streichen::V,empâter,яғыу
1158,schleifen::V,affiler,үткерләү
1159,schleifen::V,aiguiser,үткерләү
1160,schneiden::V,couper,ҡырҡыу
1161,schneiden::V,trancher,ҡырҡыу
1162,rütteln::V,cahoter,һелкетеү
1163,schütteln::V,secouer,һелкетеү
1164,schwenken::V,agiter,болғау
1165,schütten::V,verser,ҡойоу
1166,füllen::V,remplir,тултырыу
1167,einwickeln::V,envelopper,төрөү
1168,tragen::V,porter,алып барыу
1169,schleppen::V,traîner,һөйрәү
1170,ziehen::V,tirer,тартыу
1171,aufbewahren::V,garder,һаҡлау
1172,aufbewahren::V,conserver,һаҡлау
1173,werfen::V,jeter,ырғытыу
1174,werfen::V,lancer,ырғытыу
1175,fangen::V,attraper,тотоу
1176,packen::V,agripper,етеү
1177,packen::V,agripper,тотоп алыу
1178,verstecken::V,cacher,йәшереү
1179,teilen::V,diviser,бүлеү
1180,schicken::V,envoyer,ебәреү
1181,bringen::V,apporter,килтереү
1182,hinzufügen::V,ajouter,өтәү
1183,bekommen::V,obtenir,алыу
1184,erhalten::V,recevoir,алыу
1185,nehmen::V,prendre,алыу
1186,wählen::V,choisir,һайлаү
1187,auswählen::V,choisir,һайлап алыу
1188,auswählen::V,sélectionner,һайлап алыу
1189,bewahren::V,préserver,һаҡлау
1190,behindern::V,gêner,тотҡарлыҡ яһау
1191,verderben::V,gâter,боҙоу
1192,verderben::V,corrompre,боҙоу
1193,beschädigen::V,endommager,боҙоу
1194,zerbrechen::V,casser,ҡыйратыу
1195,zerreißen::V,déchirer,йыртыу
1196,zerstören::V,détruire,емереү
1197,verbrennen::V,brûler,үртәү
1198,geben::V,donner,биреү
1199,reichen::V,tendre,биреү
1200,schenken::V,offrir,бүләк итеү
1201,versprechen::V,promettre,вәғәҙә биреү
1202,wünschen::V,souhaiter,теләу
1203,loben::V,louer,маҡтау
1204,küssen::V,embrasser,үбеү
1205,wiegen::V,bercer,бәүетеү
1206,wiegen::V,bercer,тирбәтеү
1207,zudecken::V,couvrir,ҡаплау
1208,wecken::V,éveiller,уятыу
1209,wecken::V,réveiller,уятыу
1210,zeigen::V,montrer,күрһәтеү
1211,zeigen::V,faire voir,күрһәтеү
1212,führen::V,guider,етәкләү
1213,lehren::V,apprendre,уҡытыу
1214,lehren::V,apprendre,өйрәтеү
1215,unterrichten::V,instruire,уҡытыу
1216,aufziehen::V,élever,тәрбиәле
1217,leiten::V,diriger,етәкләү
1218,leiten::V,diriger,етәкселек итеү
1219,leiten::V,conduire,етәкләү
1220,leiten::V,conduire,етәкселек итеү
1221,antreiben::V,pousser,ашыҡтырыу
1222,lassen::V,faire,мәжбүр итеү
1223,einladen::V,inviter,саҡырыу
1224,vereinigen::V,unir,берләштереү
1225,vereinigen::V,réunir,берләштереү
1226,besuchen::V,visiter,килеп сығыу
1227,besuchen::V,aller voir,килеп сығыу
1228,treffen::V,rencontrer,тойоү
1229,treffen::V,rencontrer,осратыу
1230,treffen::V,rencontrer,ҡаршылау
1231,sich versammeln::V,s'assembler,йыйылыу
1232,spielen::V,jouer,тартыу
1233,singen::V,chanter,йырлау
1234,tanzen::V,danser,бейеү
1235,sich trennen::V,se séparer,айырылышыу
1236,verlassen::V,quitter,ташлау
1237,verlassen::V,quitter,ташлап китеү
1238,retten::V,sauver,ҡотҡарыу
1239,bewachen::V,garder,һаҡлау
1240,schützen::V,protéger,һаҡлау
1241,verteidigen::V,défendre,яҡлау
1242,sich schlagen::V,se taper,һуғышыу
1243,schießen::V,tirer,атыу
1244,siegen::V,vaincre,еңеү
1245,ärgern::V,agacer,асыуландырыу
1246,schlagen::V,battre,бәреү
1247,schlagen::V,battre,туҡмау
1248,schlagen::V,frapper,бәреү
1249,schlagen::V,frapper,туҡмау
1250,treten::V,botter,тибеү
1251,treten::V,botter,типкеләү
1252,treten::V,donner un coup de pied à,тибеү
1253,treten::V,donner un coup de pied à,типкеләү
1254,stechen::V,piquer,сәнсеү
1255,stoßen::V,heurter,этеү
1256,stoßen::V,heurter,төртөү
1257,stehlen::V,voler,урлау
1258,stören::V,gêner,ҡамасаулау
1259,stören::V,déranger,ҡамасаулау
1260,belästigen::V,molester,бимазалау
1261,belästigen::V,molester,ҡамасаулау
1262,belästigen::V,importuner,бимазалау
1263,belästigen::V,importuner,ҡамасаулау
1264,verbergen::V,cacher,йәшереү
1265,verbergen::V,dissimuler,йәшереү
1266,täuschen::V,abuser,ултыртыу
1267,täuschen::V,tromper,ултыртыу
1268,betrügen::V,duper,алдау
1269,betrügen::V,frauder,алдау
1270,töten::V,tuer,үлтереү
1271,wohnen::V,habiter,йәшәү
1272,wohnen::V,demeurer,йәшәү
1273,arbeiten::V,travailler,эшләү
1274,sammeln::V,collectionner,йыйыу
1275,pflücken::V,cueillir,өҙөү
1276,jagen::V,chasser,аулау
1277,fischen::V,pêcher,аулау
1278,fassen::V,capturer,тотоу
1279,hüten::V,garder,көтөү
1280,treiben::V,mener,ҡыуыу
1281,anbinden::V,attacher,бәйләү
1282,füttern::V,faire manger,ашатыу
1283,melken::V,traire,һауыү
1284,hacken::V,fendre,турау
1285,hacken::V,fendre,тапау
1286,gießen::V,arroser,ҡойоу
1287,reifen::V,mûrir,өлғөрөү
1288,zubereiten::V,préparer,бешереү
1289,kochen::V,cuire,бешереү
1290,backen::V,cuire,бешереү
1291,braten::V,rôtir,ҡурыу
1292,umrühren::V,remuer,ҡатнаштырыу
1293,stricken::V,tricoter,бәйләү
1294,nähen::V,coudre,тегеү
1295,färben::V,teindre,буяу
1296,reinigen::V,nettoyer,таҙартыу
1297,waschen::V,laver,йыуыу
1298,abwischen::V,essuyer,һөртөү
1299,spülen::V,rincer,сайҡау
1300,fegen::V,balayer,һепереү
1301,kehren::V,balayer,һепереү
1302,baden::V,se baigner,һыу инеү
1303,sich waschen::V,se laver,йыуыныу
1304,ausziehen::V,ôter,сисеү
1305,ausziehen::V,enlever,сисеү
1306,anziehen::V,mettre,кейеү
1307,sich anziehen::V,s'habiller,кейенеү
1308,kämmen::V,peigner,тарау
1309,schmücken::V,orner,биҙәү
1310,schmücken::V,décorer,биҙәү
1311,sagen::V,dire,әйтеү
1312,sprechen::V,parler,әйтеү
1313,sprechen::V,parler,һөйләшеү
1314,reden::V,parler,һөйләшеү
1315,sich unterhalten::V,bavarder,әңгәмәләшеү
1316,sich unterhalten::V,s'entretenir,әңгәмәләшеү
1317,fragen::V,demander,һорау
1318,bitten::V,prier,үтенеү
1319,erzählen::V,raconter,һөйләү
1320,mitteilen::V,communiquer,әйтеү
1321,nennen::V,nommer,атау
1322,nennen::V,nommer,исемләү
1323,nennen::V,appeler,атау
1324,nennen::V,appeler,исемләү
1325,rufen::V,appeler,саҡырыу
1326,prahlen::V,se vanter,маҡтаныу
1327,prahlen::V,se vanter,шапырыныу
1328,übersetzen::V,traduire,тәржемә итеү
1329,denken::V,penser,уйлау
1330,glauben::V,croire,ышаныу
1331,bemerken::V,remarquer,күреү
1332,bemerken::V,apercevoir,күреү
1333,erkennen::V,reconnaître,таныу
1334,begreifen::V,concevoir,аңлау
1335,verstehen::V,entendre,аңлау
1336,verstehen::V,comprendre,аңлау
1337,lernen::V,apprendre,өйрәнеү
1338,wissen::V,savoir,белеү
1339,sich erinnern an::V,se souvenir de,хәтергә алыу
1340,vergessen::V,oublier,онотоу
1341,messen::V,mesurer,үлсәү
1342,zählen::V,compter,һанау
1343,rechnen::V,calculer,һанау
1344,lesen::V,lire,уҡыу
1345,malen::V,peindre,һүрәт яһау
1346,malen::V,peindre,рәсем төшөрөү
1347,zeichnen::V,dessiner,һүрәт яһау
1348,zeichnen::V,dessiner,рәсем төшөрөү
1349,schreiben::V,écrire,яҙыу
1350,besitzen::V,posséder,биләү
1351,kaufen::V,acheter,һатып алыу
1352,verkaufen::V,vendre,һатыу
1353,bezahlen::V,payer,түләү
1354,zahlen::V,payer,түләү
1355,beherrschen::V,dominer,биләү
1356,beherrschen::V,maîtriser,биләү
1357,ertragen::V,tolérer,түҙеү
1358,ertragen::V,supporter,түҙеү
