,Concept_ID,be,ba
132,Blatt::N,ліст,япраҡ
133,Birke::N,бяроза,ҡайын
134,Kiefer[Baum]::N,хвоя,ҡарғай
135,Kiefer[Baum]::N,сасна,ҡарғай
136,Weide[Baum]::N,вярба,тал
137,Tanne::N,яліна,шыршы
138,Horn::N,рог,мөғөҙ
139,Feder::N,пяро,ҡауырһын
140,Fell::N,шкура,тире
141,Flügel::N,крыло,ҡанат
142,Klaue::N,кіпцюр,тырнаҡ
143,Kralle::N,лапа,аяҡ
144,Schwanz::N,хвост,ҡойроҡ
145,Ei::N,яйка,йомортҡа
146,Nest::N,гняздо,оя
147,Bau::N,нара,оң
148,Tier::N,жывёла,жайуан
149,Tier::N,жывёла,йыртҡыс
150,Herde::N,статак,көтөү
151,Kuh::N,карова,һыйыр
152,Bulle::N,бык,үгеҙ
153,Pferd::N,конь,ат
154,Schaf::N,авечка,һарыҡ
155,Schwein::N,свіння,сусҡа
156,Hund::N,сабака,эт
157,Katze::N,кошка,бесәй
158,Bär::N,мядзведзь,айыу
159,Eichhörnchen::N,вавёрка,тейен
160,Elch::N,лось,мышы
161,Fuchs::N,ліса,төлкө
162,Hase::N,заяц,ҡуян
163,Maus::N,мыш,сысҡан
164,Wolf::N,воўк,бүре
165,Vogel::N,птах,ҡош
166,Vogel::N,птушка,ҡош
167,Schwarm::N,чарада,көтөү
168,Huhn::N,курыца,тауыҡ
169,Hahn::N,певень,әтәс
170,Gans::N,гусь,ҡаҙ
171,Adler::N,арол,бөркөт
172,Ente::N,качка,өйрәк
173,Eule::N,сава,өкө
174,Eule::N,сава,ябалаҡ
175,Kranich::N,жораў,торна
176,Kranich::N,журавель,торна
177,Krähe::N,варона,ҡарға
178,Kuckuck::N,зязюля,кәкүк
179,Schwan::N,лебедзь,аҡҡош
180,Fisch::N,рыба,балыҡ
181,Barsch::N,акунь,алабуға
182,Hecht::N,шчупак,суртан
183,Schlange[Tier]::N,змяя,йылан
184,Wurm::N,чарвяк,селяүсен
185,Spinne::N,павук,үрмәксе
186,Ameise::N,мурашка,ҡырмыҫҡа
187,Laus::N,вош,бет
188,Mücke::N,камар,серәкәй
189,Fliege::N,муха,себен
190,Schmetterling::N,матыль,күбәләк
191,Beere::N,ягада,еләк
192,Apfel::N,яблык,алма
193,Pilz::N,грыб,бәшмәк
194,Zwiebel::N,цыбуля,һуган
195,Saat::N,семя,орлоҡ
196,Korn::N,зерне,иген
197,Heu::N,сена,бесән
198,Schale::N,шалупінне,ҡабыҡ
199,Grube::N,яма,соҡор
200,Falle::N,пастка,тоҙак
201,Falle::N,пастка,ҡапҡан
202,Schlinge::N,сіло,тоҙак
203,Spur::N,след,әҫер
204,Asche::N,попел,көл
205,Dreck::N,бруд,батҡаҡ
206,Eisen::N,жалеза,тимер
207,Gold::N,золата,алтын
208,Silber::N,сребра,көмөш
209,Kohle::N,вугаль,күмер
210,Glas::N,шкло,быяла
211,Lehm::N,гліна,балсыҡ
212,Sand::N,пясок,ҡом
213,Mensch::N,чалавек,кеше
214,Mann::N,мужчына,ир
215,Frau::N,жанчына,ҡатын
216,Kind::N,дзіця,бала
217,Junge::N,хлопчык,малай
218,Mädchen::N,дзяўчынка,ҡыҙ
219,Mädchen::N,дзяўчынка,ҡыҙыҡай
220,Familie::N,сямʼя,ғаилә
221,Großvater::N,дзядуля,олатай
222,Großmutter::N,бабуля,әбәй
223,Eltern::N,бацькі,ата-әсә
224,Vater::N,бацька,атай
225,Mutter::N,маці,әсә
226,Sohn::N,сын,ул
227,Tochter::N,дачка,ҡыҙ
228,Bruder::N,брат,агай
229,Schwester::N,сястра,алай
230,Schwester::N,сястра,һеңле
231,Onkel::N,дзядзька,ағай
232,Tante::N,цётка,апай
233,Ehemann::N,муж,ир
234,Ehefrau::N,жонка,ҡатын
235,Freude::N,радасць,шатлыҡ
236,Freude::N,радасць,ҡыуаныс
237,Gelächter::N,смех,көлөү
238,Glück::N,шчасце,бәхет
239,Kummer::N,гора,ҡайғы
240,Wunsch::N,жаданне,теләк
241,Lust::N,цяга,әүәҫлек
242,Geist::N,дух,аң
243,Geist::N,дух,рух
244,Gedanke::N,думка,уй
245,Gedanke::N,думка,фекер
246,Gedächtnis::N,памяць,хәтер
247,Verstand::N,розум,аҡыл
248,Sinn::N,сэнс,мәғәня
249,Grund::N,зачэпка,сәбәп
250,Wahrheit::N,праўда,дөрөҫлөк
251,Gespräch::N,размова,әңгәмә
252,Märchen::N,казка,әкиәт
253,Erzählung::N,расказ,хикәйә
254,Erzählung::N,апавяданне,хикәйә
255,Nachricht::N,вестка,хәбәр
256,Nachricht::N,паведамленне,хәбәр
257,Neuigkeit::N,навіна,яңылыҡ
258,Name::N,імя,исем
259,Rätsel::N,загадка,йомаҡ
260,Rede::N,прамова,телмәр
261,Sprache::N,мова,тел
262,Sprache::N,мова,телмәр
263,Stimme::N,голас,тауыш
264,Wort::N,слова,һүҙ
265,Zeichen::N,знак,билдә
266,Ruf::N,кліч,саҡырыу
267,Lärm::N,шум,шаулау
268,Laut::N,гук,тауыш
269,Ton::N,гучанне,яңғырау
270,Lied::N,песня,йыр
271,Ruhe::N,спакой,ял
272,Ruhe::N,спакой,тыныслыҡ
273,Leute::N,людзі,кешеләр
274,Volk::N,народ,халҡ
275,Arbeit::N,праца,эш
276,Arbeit::N,работа,эш
277,Gast::N,госць,ҡунаҡ
278,Geschenk::N,падарунак,бүләк
279,Spiel::N,гульня,уйын
280,Gesellschaft::N,таварыства,йәмғиәт
281,Hilfe::N,дапамога,ярҙам
282,Freund::N,друг,дуҫ
283,Freund::N,сябар,дуҫ
284,Kamerad::N,прыяцель,иптәш
285,Angelegenheit::N,справа,әш
286,Anzahl::N,колькасць,һан
287,Art::N,від,төр
288,Stück::N,кусок,киҫәк
289,Stück::N,кавалак,киҫәк
290,Teil::N,частка,өлөш
291,Hälfte::N,палова,ярты
292,Hälfte::N,палавіна,ярты
293,Kreis::N,круг,түңәрәк
294,Kreuz::N,крыж,тәре
295,Linie::N,лінія,һыҙыҡ
296,Strich::N,рыса,һыҙат
297,Abstand::N,прамежак,ара
298,Entfernung::N,адлегласць,алыҫлыҡ
299,Gegend::N,мясцовасць,урын
300,Platz::N,месца,арауыҡ
301,Ort::N,месца,ерҙәр
302,Ort::N,месца,урындар
303,Ort::N,месца,эш урыны
304,Seite::N,бок,яҡ
305,Mitte::N,сярэдзіна,урталыҡ
306,Gegenstand::N,прадмет,нәмә
307,Sache::N,рэч,нәмә
308,Sache::N,рэч,әйбер
309,Rand::N,край,сит
310,Kante::N,руб,ҡабырға
311,Kante::N,руб,ян
312,Kante::N,кант,ҡабырға
313,Kante::N,кант,ян
314,Ecke::N,вугал,мөйөш
315,Spitze::N,кончык,ос
316,Ende::N,канец,аҙаҡ
317,Loch::N,дзірка,тишек
318,Winkel::N,вугал,мөйөш
319,Muster::N,узор,биҙәк
320,Größe::N,памер,ҙурлыҡ
321,Länge::N,даўжыня,оҙонлоҡ
322,Höhe::N,вышыня,бейеклек
323,Gewicht::N,вага,үлсәү
324,Menge::N,колькасць,һан
325,Haufen::N,куча,өйөм
326,Reihe::N,рад,рәт
327,Boot::N,лодка,кәмә
328,Ruder::N,вясло,ишкәк
329,Schlitten::N,сані,сана
330,Ski::N,лыжа,саңгы
331,Lagerfeuer::N,вогнішча,костер
332,Last::N,цяжар,ауырлыҡ
333,Gang::N,ход,барыу
334,Schritt::N,шаг,аҙым
335,Schritt::N,крок,аҙым
336,Norden::N,поўнач,төньяҡ
337,Süden::N,поўдзень,көньяҡ
338,Westen::N,захад,көнбайыш
339,Osten::N,усход,көнсығыш
340,Holz::N,дрэва,үағас
341,Holz::N,драўніна,үағас
342,Brett::N,дошка,таҡта
343,Platte::N,пліта,плита
344,Stütze::N,падпорка,терәк
345,Stange::N,жэрдка,кәртә
346,Stock::N,палка,таяҡ
347,Stab::N,шост,ҡолға
348,Rohr::N,труба,торба
349,Haus::N,дом,өй
350,Haus::N,дом,йорт
351,Heim::N,дом,өй
352,Heim::N,хата,өй
353,Ofen::N,печ,мейес
354,Fußboden::N,падлога,енес
355,Tisch::N,стол,өҫтәл
356,Stuhl::N,стул,ултырғыс
357,Stuhl::N,крэсла,ултырғыс
358,Wiege::N,калыска,бишек
359,Bett::N,ложак,карауат
360,Bett::N,пасцель,карауат
361,Regal::N,паліца,кәштә
362,Kiste::N,скрынка,йәшинк
363,Fenster::N,акно,тәҙрә
364,Tür::N,дзверы,ишек
365,Tor::N,вароты,ҡапҡа
366,Zaun::N,агароджа,ҡойма
367,Dach::N,дах,түбә
368,Dach::N,дах,ҡыйыҡ
369,Leiter::N,лесвіца,баҫҡыс
370,Besen::N,мятла,һепертке
371,Spaten::N,лапата,көрәк
372,Spaten::N,жалязняк,көрәк
373,Schaufel::N,шуфлік,көрәк
374,Schaufel::N,лапатка,көрәк
375,Gabel::N,відэлец,сәнске
376,Löffel::N,лыжка,ҡалаҡ
377,Messer::N,нож,бысаҡ
378,Nagel::N,цвік,сөй
379,Netz::N,сетка,ау
380,Haken::N,крук,ыргаҡ
381,Griff::N,ручка,тотҡа
382,Schloss::N,замок,йоҙаҡ
383,Bild::N,карціна,картина
384,Figur::N,фігура,һын
385,Puppe::N,лялька,ҡурсаҡ
386,Beutel::N,мяшок,тоҡ
387,Bündel::N,вязка,төргәк
388,Tasche::N,торба,сумка
389,Eimer::N,вядро,биҙрә
390,Deckel::N,накрыўка,ҡапҡас
391,Geschirr::N,пасуда,һауыт-һаба
392,Sack::N,мех,тоҡ
393,Tasse::N,кубак,сынаяҡ
394,Topf::N,каструля,кәстрүл
395,Kessel::N,кацёл,ҡаҙан
396,Essen::N,ежа,ашау
397,Nahrung::N,харч,аҙыҡ
398,Speise::N,страва,аш
399,Fleisch::N,мяса,ит
400,Getreide::N,збожжа,иген
401,Getreide::N,збожжа,ашлыҡ
402,Brei::N,каша,бутҡа
403,Brot::N,хлеб,икмәк
404,Scheibe::N,луста,телем
405,Scheibe::N,скібка,телем
406,Fett::N,тлушч,май
407,Butter::N,масла,май
408,Öl::N,алей,май буяуы
409,Salz::N,соль,тоҙ
410,Suppe::N,суп,һурпа
411,Honig::N,мёд,бал
412,Milch::N,малако,һөт
413,Tee::N,чай,сәй
414,Tee::N,гарбата,сәй
415,Leder::N,скура,күн
416,Wolle::N,воўна,йөн
417,Stoff::N,тканіна,туҡыма
418,Nadel::N,іголка,энә
419,Faden::N,нітка,еп
420,Knopf::N,гузік,төймә
421,Knoten::N,вузел,төйөн
422,Farbe::N,фарба,буяу
423,Kleidung::N,адзенне,кейем
424,Hemd::N,кашуля,күлдәк
425,Kragen::N,каўнер,яға
426,Ärmel::N,рукаў,ең
427,Hose::N,штаны,салбар
428,Gürtel::N,пояс,ҡайыш
429,Mütze::N,шапка,бүрк
430,Schuh::N,чаравік,туфли
431,Stiefel::N,бот,итек
432,Ring::N,кольца,йөҙөк
433,Ring::N,кольца,балдаҡ
434,Band::N,стужка,таҫма
435,Kamm::N,расчоска,тараҡ
436,Spiegel::N,люстра,көзгө
437,Riemen::N,рэмень,ҡайыш
438,Schnur::N,вяроўка,бау
439,Leine::N,павадок,бау
440,Decke::N,коўдра,одеяд
441,Kissen::N,падушка,мендәр
442,Tuch::N,хустка,яулыҡ
443,Handtuch::N,ручнік,таҫтамал
444,Kraft::N,сіла,көс
445,Stärke::N,моц,көс
446,Gesundheit::N,здароўе,һаулыҡ
447,Krankheit::N,хвароба,сир
448,Krankheit::N,хвароба,ауырыу
449,Schmerz::N,боль,һыҙлау
450,Schmerz::N,боль,әрнеү
451,Wunde::N,рана,йәрәхәт
452,Fieber::N,гарачка,тапма
453,Fieber::N,гарачка,биҙгәк
454,Fieber::N,ліхаманка,тапма
455,Fieber::N,ліхаманка,биҙгәк
456,Arznei::N,лекі,дарыу
457,Brücke::N,мост,күпер
458,Brunnen::N,калодзеж,ҡоҙоҡ
459,Weide::N,паша,көтөүлек
460,Pfad::N,сцежка,һуҡмаҡ
461,Weg::N,шлях,юл
462,Weg::N,дарога,юл
463,Straße::N,вуліца,урам
464,Dorf::N,вёска,ауыл
465,Stadt::N,горад,ҡала
466,Brief::N,ліст,хат
467,Brief::N,пісьмо,хат
468,Buch::N,кніга,китап
469,Buch::N,кніга,кенәгә
470,Buchstabe::N,літара,хәреф
471,Zeitung::N,газета,гәзит
472,Leben::N,жыццё,йәшәү
473,Tod::N,смерць,үлем
474,Grab::N,магіла,ҡәбер
475,Kirche::N,касцёл,сиркәү
476,Kirche::N,царква,сиркәү
477,Sünde::N,грэх,гөнаһ
478,Gott::N,бог,алла
479,Gott::N,бог,хоҙай
480,Arbeiter::N,рабочы,эшсе
481,Chef::N,начальнік,башлыҡ
482,Meister::N,майстар,оҫта
483,Arzt::N,урач,врач
484,Lehrer::N,настаўнік,уҡытыусы
485,Geld::N,грошы,аҡса
486,Geschäft::N,заняцце,эш
487,Laden::N,крама,магазин
488,Laden::N,магазін,магазин
489,Preis::N,цана,хаҡ
490,Ware::N,тавар,тауар
491,Nutzen::N,выгада,файҙа
492,Reichtum::N,багацце,байлыҡ
493,Welt::N,свет,донъя
494,Land::N,краіна,ил
495,Staat::N,дзяржава,дәүләт
496,König::N,кароль,король
497,Macht::N,улада,власть
498,Grenze::N,граніца,сик
499,Krieg::N,вайна,һуғыш
500,Feind::N,вораг,йылан
501,Gewalt::N,насілле,көслөк
502,Kampf::N,барацьба,көрәш
503,Bogen[Waffe]::N,лук,йәйә
504,Pfeil::N,страла,уҡ
505,Gewehr::N,ружжо,мылтыҡ
506,Fehler::N,памылка,хата
507,Lüge::N,хлусня,ялған
508,Schaden::N,шкода,зыян
509,Schaden::N,шкода,зарар
510,Unglück::N,ліха,ҡаза
511,Unglück::N,бядота,ҡаза
512,Schuld::N,віна,ғәйеп
513,Alter::N,узрост,йәш
514,Schluss::N,канец,һуң
515,Schluss::N,канец,аҙаҡ
516,Zeit::N,час,мәл
517,Zeit::N,час,заман
518,Tag::N,дзень,көн
519,Morgen::N,ранак,иртә
520,Morgen::N,ранак,иртәнсәк
521,Morgen::N,раніца,иртә
522,Morgen::N,раніца,иртәнсәк
523,Mittag::N,паўдня,төш
524,Mittag::N,поўдзень,төш
525,Abend::N,вечар,кис
526,Nacht::N,ноч,төн
527,Woche::N,тыдзень,аҙна
528,Monat::N,месяц,ай
529,Jahr::N,год,йыл
530,Frühling::N,вясна,яҙ
531,Sommer::N,лета,йәй
532,Herbst::N,восень,көз
533,Winter::N,зіма,ҡыш
534,Januar::N,студзень,ғинуар
535,Februar::N,люты,февраль
536,März::N,сакавік,март
537,April::N,красавік,апрель
538,Mai::N,май,май
539,Mai::N,травень,май
540,Juni::N,чэрвень,июнь
541,Juli::N,ліпень,июль
542,August::N,жнівень,август
543,September::N,верасень,сентябрь
544,Oktober::N,кастрычнік,октябрь
545,November::N,лістапад,ноябрь
546,Dezember::N,снежань,декабрь
547,Montag::N,панядзелак,дүшәмбе
548,Dienstag::N,аўторак,шишәмбе
549,Mittwoch::N,серада,шаршамбы
550,Donnerstag::N,чацвер,кесаҙна
551,Freitag::N,пятніца,йома
552,Samstag::N,субота,шәмбе
553,Sonntag::N,нядзеля,йәкшәмбе
554,groß::A,вялікі,ҙур
555,klein::A,маленькі,бәләкәс
556,lang::A,доўгі,оҙон
557,kurz::A,кароткі,ҡыҫҡа
558,breit::A,шырокі,киң
559,schmal::A,вузкі,тар
560,dicht::A,густы,йыш
561,dicht::A,густы,ҡуйы
562,dick[Gegenstand]::A,тоўсты,ҡалын
563,dünn::A,тонкі,йоҡа
564,dünn::A,тонкі,нәҙек
565,fein::A,тонкі,нескә
566,fest::A,моцны,ныҡ
567,flach::A,плоскі,яҫы
568,flach::A,плоскі,ялпаҡ
569,glatt::A,гладкі,шыма
570,hart::A,цвёрды,ҡаты
571,weich::A,мяккі,йомшаҡ
572,rund::A,круглы,түңәрәк
573,spitz::A,спічасты,осло түбәле
574,spitz::A,востраканцовы,осло түбәле
575,scharf::A,востры,үткер
576,stumpf::A,тупы,утмәҫ
577,schwer::A,цяжкі,ауыр
578,schön::A,прыгожы,матур
579,heiß::A,гарачы,эҫе
580,warm::A,цёплы,йылы
581,kalt::A,холадны,һыуыҡ
582,kühl::A,халаднаваты,һалҡынса
583,frisch::A,свежы,һалҡынса
584,feucht::A,вільготны,еүеш
585,feucht::A,вільготны,дымлы
586,nass::A,мокры,еүеш
587,trocken::A,сухі,кипкән
588,voll::A,поўны,тулы
589,leer::A,пусты,буш
590,offen::A,адкрыты,асыҡ
591,offen::A,адчынены,асыҡ
592,geschlossen::A,закрыты,ябыҡ
593,geschlossen::A,зачынены,ябыҡ
594,sauber::A,чысты,таҙа
595,schmutzig::A,брудны,бысраҡ
596,roh::A,сыры,сей
597,reif::A,спелы,өлгөрғән
598,lecker::A,смачны,тәмле
599,süß::A,салодкі,тямле
600,süß::A,салодкі,тәм-том
601,bitter::A,горкі,әсе
602,sauer::A,кіслы,әсе
603,hell::A,светлы,яҡты
604,dunkel::A,цёмны,ҡараңғы
605,schwarz::A,чорны,ҡара
606,weiß::A,белы,аҡ
607,rot::A,чырвоны,матур
608,rot::A,чырвоны,һылыу
609,rot::A,чырвоны,сибәр
610,gelb::A,жоўты,һары
611,blau::A,сіні,күк
612,grün::A,зялёны,йәшел
613,grau::A,шэры,буҙ
614,bunt::A,пяресты,сыбар
615,bunt::A,пяресты,ала-ҡола
616,billig::A,танны,арзан
617,teuer::A,дарагі,ҡыйбатлы
618,wertvoll::A,цэнны,ҡиммәтле
619,wertvoll::A,каштоўны,ҡиммәтле
620,blind::A,сляпы,һуҡыр
621,taub::A,глухі,һаңғырау
622,kräftig::A,магутны,көслө
623,kräftig::A,магутны,ҡеүәтле
624,stark::A,сільны,көслө
625,stark::A,сільны,ҡеүәтле
626,schwach::A,слабы,көсһөҙ
627,fett::A,тлусты,һимеҙ
628,schlank::A,стройны,зифа
629,hübsch::A,чароўны,матур
630,böse::A,злы,асыулы
631,dumm::A,дурны,иҫәр
632,faul::A,лянівы,иренсәк
633,fleißig::A,руплівы,тырыш
634,geizig::A,прагны,һаран
635,klug::A,разумны,аҡыллы
636,geschickt::A,умелы,оҫта
637,lieb::A,мілы,яғымлы
638,lustig::A,вясёлы,күңелле
639,sanft::A,ласкавы,йыуаш
640,hungrig::A,галодны,ас
641,krank::A,хворы,сирле
642,krank::A,хворы,ауырыу
643,nackt::A,голы,яланғас
644,traurig::A,сумны,яманһыу
645,lebendig::A,жывы,тере
646,lebendig::A,жывы,йәнле
647,gut::A,добры,яҡшы
648,schlecht::A,кепскі,хөрт
649,schlecht::A,кепскі,алама
650,richtig::A,правільны,дөрөҫ
651,schlimm::A,агідны,хөрт
652,schlimm::A,агідны,алама
653,wahr::A,сапраўдны,дөрөҫ
654,alt::A,стары,иҫке
655,alt::A,стары,боронғо
656,neu::A,новы,яңы
657,ehemalig::A,былы,элекке
658,alt[Lebewesen]::A,стары,ҡарт
659,jung::A,малады,йәш
660,arm::A,бедны,фәҡир
661,reich::A,багаты,бай
662,bekannt::A,знаёмы,таныш
663,berühmt::A,славуты,атаҡлы
664,berühmt::A,славуты,данлыҡлы
665,fremd::A,чужы,ят
666,fremd::A,чужы,сит
667,verschieden::A,розны,төрлө
668,nah::A,блізкі,яҡын
669,fern::A,далёкі,алыҫ
670,fern::A,далёкі,йыраҡ
671,linker::A,левы,һул
672,rechter::A,правы,уң
673,anderer::A,іншы,бутән
674,anderer::A,другі,бутән
675,erster::A,першы,тәүге
676,zweiter::A,другі,икенсе
677,dritter::A,трэці,өсөнсө
678,letzter::A,апошні,һуңғы
679,allein::ADV,сам,бер үҙе
680,allein::ADV,сам,яңғыҙ
681,allein::ADV,адзін,бер үҙе
682,allein::ADV,адзін,яңғыҙ
683,auf einmal::ADV,адразу,бер юлы
684,zusammen::ADV,разам,бергә
685,lange::ADV,доўга,оҙаҡ
686,plötzlich::ADV,раптам,ҡапыл
687,sofort::ADV,зараз,шунда уҡ
688,später::ADV,пазней,һуңыраҡ
689,jetzt::ADV,цяпер,хәҙер
690,heute::ADV,сёння,бөгөн
691,morgen::ADV,заўтра,иртәгә
692,bald::ADV,хутка,тиҙҙән
693,bald::ADV,неўзабаве,тиҙҙән
694,dann::ADV,потым,һуңынан
695,gestern::ADV,учора,кисә
696,einst::ADV,аднойчы,ҡасандыр
697,einst::ADV,аднойчы,бер баҡыт
698,damals::ADV,тады,ул саҡта
699,danach::ADV,затым,һуңынан
700,vorher::ADV,раней,элек
701,zuerst::ADV,спярша,башта
702,zuerst::ADV,спачатку,башта
703,einmal::ADV,адзін раз,бер
704,manchmal::ADV,часам,ҡайһы берҙә
705,oft::ADV,часта,йыш
706,immer::ADV,заўсёды,һәр ҡасан
707,niemals::ADV,ніколі,бер ҡасан да
708,niemals::ADV,ніколі,бер ваҡытта ла
709,hier::ADV,тут,бында
710,hierhin::ADV,сюды,бында
711,von hier::ADV,адсюль,бынан
712,von hier::ADV,адсюль,ошонан
713,von hier::ADV,адгэтуль,бынан
714,von hier::ADV,адгэтуль,ошонан
715,dort::ADV,там,шунда
716,dort::ADV,там,тегендә
717,dorthin::ADV,туды,шунда
718,dorthin::ADV,туды,тегеләй
719,geradeaus::ADV,прама,тура
720,vorwärts::ADV,наперад,алға
721,rückwärts::ADV,назад,кирегә
722,zurück::ADV,назад,кирегә
723,unten::ADV,унізе,түбәндә
724,hinab::ADV,уніз,түбәнгә
725,oben::ADV,угары,юғарыла
726,oben::ADV,наверсе,юғарыла
727,hinauf::ADV,угару,юғарыға
728,überall::ADV,усюды,бөтә урында
729,nicht::ADV,не,тугел
730,ein wenig::ADV,трошкі,аҙ
731,kaum::ADV,ледзьве,көскә
732,kaum::ADV,ледзьве,саҡ-саҡ
733,sehr::ADV,вельмі,ифат
734,so::ADV,так,шулай
735,noch::ADV,яшчэ,йәнә
736,nur::ADV,толькі,бары
737,schon::ADV,ужо,инде
738,wieder::ADV,зноў,тағы
739,vergebens::ADV,дарма,бушҡа
740,vergebens::ADV,дарэмна,бушҡа
741,vor::PRP,перад,алдында
742,hinter::PRP,за,артында
743,hinter::PRP,ззаду,артында
744,unter::PRP,пад,аҫтында
745,durch::PRP,праз,үтә
746,neben::PRP,каля,эргәһендә
747,zwischen::PRP,між,араһында
748,zwischen::PRP,паміж,араһында
749,wegen::PRP,з-за,өсөн
750,wegen::PRP,з-за,сәбәпле
751,dies::PRN,гэта,был
752,dies::PRN,гэта,ошо
753,das::PRN,тое,ул
754,alles::PRN,усё,бөтә
755,ich::PRN,я,мин
756,du::PRN,ты,һин
757,er::PRN,ён,ул
758,wir::PRN,мы,беҙ
759,ihr::PRN,вы,һеҙ
760,sie::PRN,яны,улар
761,was::FPRN,што,ә
762,was::FPRN,што,ни
763,was::FPRN,што,нәмә
764,wer::FPRN,хто,ҡем
765,wo::FADV,дзе,ҡайҙа
766,wohin::FADV,куды,ҡайҙа
767,wie::FADV,як,инидәй
