,Concept_ID,lez,cv
0,Auge::N,вил,куҫ
1,Ohr::N,яб,хӑлха
2,Nase::N,нер,сӑмса
3,Mund::N,сив,ҫӑвар
4,Zahn::N,сас,шӑл
5,Zahn::N,свах,шӑл
6,Zunge::N,мез,чӗлхе
7,Lippe::N,пӏуз,тута
8,Wange::N,хъвехъ,пит ҫӑмарти
9,Gesicht::N,ччин,пит
10,Gesicht::N,ччин,пит-куҫ
11,Stirn::N,пел,ҫамка
12,Haar::N,чӏар,ҫӳҫ
13,Schnurrbart::N,спел,усси
14,Schnurrbart::N,спелар,усси
15,Bart::N,ччуру,сухал
16,Kinn::N,чене,янах
17,Kiefer[Anatomie]::N,чене,янах
18,Kehle::N,туьд,пыр
19,Kehle::N,туьд,карланкӑ
20,Hals::N,гардан,пыр
21,Genick::N,кьам,ӗнсе
22,Kopf::N,кьил,пуҫ
23,Rücken::N,далу,ҫурӑм
24,Bauch::N,руфун,
25,Nabel::N,пицӏ,кӑвапа
26,Busen::N,мам,кӑкӑр
27,Brust::N,хур,умӗ
28,Schulter::N,къуьн,хул пуҫҫи
29,Arm::N,гъил,алӑ
30,Ellenbogen::N,кьуьнт,чавса
31,Hand::N,капаш,алӑ сыппи
32,Handfläche::N,капан юкь,ал лаппи
33,Finger::N,тӏуб,пӳрне
34,Fingernagel::N,кек,чӗрне
35,Nagel[Anatomie]::N,кек,чӗрне
36,Zeh::N,кул,пӳрне
37,Fuß::N,кӏвач,ура лаппи
38,Ferse::N,дабан,кӗле
39,Knie::N,мет,чӗркуҫҫи
40,Bein::N,кӏвач,ура
41,Körper::N,беден,ӳт
42,Körper::N,беден,ӳт-пӳ
43,Haut::N,хам,тир
44,Blut::N,иви,юн
45,Ader::N,дамар,вена
46,Sehne::N,кьуру дамар,шӑнӑр
47,Knochen::N,кӏараб,шӑмӑ
48,Gehirn::N,мефт,миме
49,Herz::N,рикӏ,чӗре
50,Magen::N,хук,хырӑмлӑх
51,Leber::N,лекь,пӗвер
52,Atem::N,ял,сывлав
53,Atem::N,нефес,сывлав
54,Hunger::N,каш,выҫлӑх
55,Träne::N,вилин нагъв,куҫҫуль
56,Geschmack::N,дад,техӗм
57,Geschmack::N,тӏям,техӗм
58,Geruch::N,ни,шӑршӑ
59,Schlaf::N,ахвар,ыйхӑ
60,Traum::N,ахвар,тӗлӗк
61,Himmel::N,цав,пӗлӗт
62,Sonne::N,рагъ,хӗвел
63,Mond::N,варз,уйӑх
64,Stern::N,гъед,ҫӑлтӑр
65,Luft::N,гьава,сывлӑш
66,Wind::N,гар,ҫил
67,Welle::N,лепе,хум
68,Wasser::N,яд,шыв
69,Wasser::N,яд,шыв-шур
70,Stein::N,къван,чул
71,Boden::N,накьв,тӑпра
72,Erde::N,ччил,ҫӗр
73,Staub::N,руг,тусан
74,Rauch::N,гум,тӗтӗм
75,Funke::N,цӏелхем,хӗм
76,Feuer::N,цӏай,вут
77,Feuer::N,цӏай,ҫулӑм
78,Licht::N,экв,ҫутӑ
79,Schatten::N,серин,сулхӑн
80,Wetter::N,гьава,ҫанталӑк
81,Nebel::N,ччилин циф,тӗтре
82,Wolke::N,циф,пӗлӗт
83,Regen::N,марф,ҫумӑр
84,Schnee::N,жив,юр
85,Eis::N,мурк,пӑр
86,Frost::N,аяз,сивӗ
87,Kälte::N,мекь,сивӗ
88,Kälte::N,мекьивал,сивӗ
89,Hitze::N,зегьем,вӗри
90,Hitze::N,зегьем,шӑрӑх
91,Raureif::N,къирав,пас
92,Regenbogen::N,яргъируш,асамат кӗперӗ
93,Donner::N,цавун ван,аслати
94,Tropfen::N,стӏал,тумлам
95,Schaum::N,каф,кӑпӑк
96,Schmutz::N,чирк,пылчӑк
97,Schmutz::N,кьуруш,пылчӑк
98,See::N,вир,кӳлӗ
99,Sumpf::N,уьлен,шур
100,Sumpf::N,уьлен,шурлӑх
101,Wiese::N,векь,улӑх
102,Wiese::N,векь,ҫаран
103,Wald::N,там,вӑрман
104,Hügel::N,кӏунтӏ,сӑрт
105,Hügel::N,кӏунтӏ,тӗмеске
106,Anhöhe::N,тепе,сӑрт
107,Anhöhe::N,гьуьндуьрвал,сӑрт
108,Berg::N,дагъ,ту
109,Gipfel::N,кӏукӏ,тӳпе
110,Höhle::N,кьветӏ,ҫӗр хӑвӑлӗ
111,Abhang::N,гуьне,тӑвайкки
112,Quelle::N,чешме,ҫӑл куҫ
113,Bach::N,булах,пӗчӗк шыв
114,Fluss::N,вацӏ,юхан шыв
115,Ufer::N,къерех,ҫыран
116,Küste::N,къерех,тинӗс ҫыранӗ
117,Festland::N,кьурамат,тип ҫӗр
118,Meer::N,гьуьл,тинӗс
119,Bucht::N,бухта,тинӗс кукӑрӗ
120,Insel::N,остров,утрав
121,Blume::N,цуьк,чечек
122,Gras::N,хъач,курӑк
123,Wurzel::N,дувул,тымар
124,Baum::N,ттар,йывӑҫ
125,Stamm::N,тан,вулӑ
126,Rinde::N,чкал,хуйӑр
127,Ast::N,тӏур,турат
128,Zweig::N,хел,турат
129,Blatt::N,пеш,ҫулҫӑ
130,Birke::N,верх,хурӑн
131,Kiefer[Baum]::N,шамагъаж,хыр
132,Weide[Baum]::N,цӏвелин ттар,хӑва
133,Tanne::N,ель,чӑрӑш
134,Horn::N,карч,мӑйрака
135,Feder::N,цӏакул,тӗк
136,Fell::N,хам,ҫӑм
137,Flügel::N,лув,ҫунат
138,Klaue::N,къармах,чӗрне
139,Kralle::N,пац,ура
140,Kralle::N,тапас,ура
141,Schwanz::N,ттум,хӳре
142,Ei::N,кака,ҫӑмарта
143,Nest::N,муг,йӑва
144,Bau::N,тӏеквен,йӗнӗ
145,Tier::N,гьайван,выльӑх
146,Herde::N,суьруь,кӗтӳ
147,Kuh::N,ккал,ӗне
148,Bulle::N,яц,вӑкӑр
149,Bulle::N,бугъа,вӑкӑр
150,Pferd::N,балкӏан,лаша
151,Schaf::N,хеб,сурӑх
152,Schwein::N,вак,сысна
153,Hund::N,кицӏ,йытӑ
154,Katze::N,кац,кушак
155,Bär::N,сев,упа
156,Eichhörnchen::N,белка,пакша
157,Elch::N,лось,пӑши
158,Fuchs::N,сикӏ,тилӗ
159,Hase::N,къуьр,куян
160,Hase::N,къуьр,мулкач
161,Maus::N,кьиф,шӑши
162,Wolf::N,жанавур,кашкӑр
163,Vogel::N,луван ничхир,кайӑк
164,Vogel::N,луван ничхир,вӗҫен кайӑк
165,Schwarm::N,луж,ушкӑн
166,Huhn::N,верч,чӑх
167,Huhn::N,верч,чӑхӑ
168,Hahn::N,кӏек,автан
169,Gans::N,къаз,хур
170,Adler::N,лекь,ӑмӑрт кайӑк
171,Ente::N,пӏатӏ,кӑвакал
172,Eule::N,тӏиб,тӑмана
173,Kranich::N,дурна,тӑрна
174,Krähe::N,къаргъа,ула курак
175,Kuckuck::N,кукупӏ,куккук
176,Schwan::N,къугь,акӑш
177,Fisch::N,гъед,пулӑ
178,Barsch::N,окунь,уланкӑ
179,Hecht::N,щука,ҫӑрттан
180,Schlange[Tier]::N,илан,ҫӗлен
181,Schlange[Tier]::N,гъуьлягъ,ҫӗлен
182,Wurm::N,квак,ӑман
183,Spinne::N,хуьшрекан,эрешмен
184,Ameise::N,цегв,кӑткӑ
185,Laus::N,нет,пыйтӑ
186,Mücke::N,ветӏ,вӑрӑм туна
187,Fliege::N,тӏветӏ,шӑна
188,Schmetterling::N,чепелукь,лӗпӗш
189,Beere::N,куьлуь емиш,ҫырла
190,Apfel::N,ич,улма
191,Apfel::N,ич,пан улми
192,Pilz::N,къарникъуз,кӑмпа
193,Zwiebel::N,чичӏек,сухан
194,Saat::N,тумар,вӑрӑ
195,Korn::N,твар,тӗшӗ
196,Korn::N,твар,пӗрчӗ
197,Heu::N,векь,утӑ
198,Heu::N,векьер,утӑ
199,Schale::N,пириш,хупӑ
200,Schale::N,хъуьруьш,хупӑ
201,Grube::N,фур,шӑтӑк
202,Falle::N,ракьар,тапӑ
203,Falle::N,ракьар,капкӑн
204,Schlinge::N,гьалкъа,йӑлӑ
205,Spur::N,гел,йӗр
206,Asche::N,руьхъ,кӗл
207,Dreck::N,чирк,пылчӑк
208,Dreck::N,кьуруш,пылчӑк
209,Eisen::N,ракь,тимӗр
210,Gold::N,алтун,ылтӑн
211,Silber::N,гимиш,кӗмӗл
212,Kohle::N,цӏивин,кӑмрӑк
213,Glas::N,шуьше,кӗленче
214,Lehm::N,ччеб,тӑм
215,Sand::N,къум,хӑйӑр
216,Mensch::N,инсан,ҫын
217,Mensch::N,инсан,этем
218,Mann::N,итим,ар
219,Frau::N,паб,хӗрарӑм
220,Frau::N,дишегьли,хӗрарӑм
221,Kind::N,аял,ача
222,Junge::N,гада,ача
223,Junge::N,гада,ар ҫын ача
224,Mädchen::N,руш,хӗр ача
225,Familie::N,хзан,ҫемье
226,Familie::N,хзан,кил-йыш
227,Familie::N,килфет,ҫемье
228,Familie::N,килфет,кил-йыш
229,Großvater::N,чӏехи буба,кукаҫи
230,Großmutter::N,чӏехи диде,кукамай
231,Eltern::N,диде-буба,аҫа-ама
232,Vater::N,буба,атте
233,Mutter::N,диде,анне
234,Sohn::N,хва,ывӑл
235,Tochter::N,руш,хӗр
236,Bruder::N,стха,ар тӑван
237,Schwester::N,вах,аппа
238,Schwester::N,вах,йӑмӑк
239,Onkel::N,ими,мучи
240,Onkel::N,ими,пичче
241,Onkel::N,халу,мучи
242,Onkel::N,халу,пичче
243,Tante::N,эме,аппа
244,Tante::N,хала,аппа
245,Ehemann::N,гъуьл,упӑшка
246,Ehefrau::N,паб,арӑм
247,Freude::N,шадвал,савӑнӑҫ
248,Freude::N,шадвал,хаваслӑх
249,Gelächter::N,хъвер,кулӑ
250,Glück::N,бахт,телей
251,Glück::N,бахт,ӑраскал
252,Kummer::N,дерт,хурлӑх
253,Kummer::N,хажалат,хурлӑх
254,Wunsch::N,мурад,ӗмӗт
255,Wunsch::N,мурад,кӑмӑл
256,Lust::N,гьевес,кӑмӑл
257,Geist::N,руьгь,чун-чӗм
258,Geist::N,руьгь,ыр-усал
259,Geist::N,руьгь,чун хавалӗ
260,Gedanke::N,фикир,шухӑш
261,Verstand::N,акьул,ӑс
262,Verstand::N,акьул,ӑс-тӑн
263,Verstand::N,акьул,ӑс-хакӑл
264,Sinn::N,мана,тупсӑм
265,Sinn::N,мана,пӗлтерӗш
266,Grund::N,себеб,сӑлтав
267,Wahrheit::N,керчек,чӑнлӑх
268,Wahrheit::N,гьакъикъат,чӑнлӑх
269,Gespräch::N,ихтилат,калаҫу
270,Märchen::N,мах,юмах
271,Erzählung::N,кьиса,акалав
272,Erzählung::N,кьиса,каласа пани
273,Nachricht::N,хабар,хыпар
274,Neuigkeit::N,цӏийи хабар,ҫӗнӗ хыпар
275,Name::N,тӏвар,ят
276,Rätsel::N,мискӏал,сутмалли юмах
277,Rede::N,рахун,сӑмах
278,Sprache::N,чӏал,чӗлхе
279,Stimme::N,ван,сасӑ
280,Wort::N,гаф,сӑмах
281,Zeichen::N,ишара,паллӑ
282,Ruf::N,эвер,йыхрав
283,Ruf::N,эвер,чӗнӳ
284,Lärm::N,ван-сес,шав
285,Laut::N,ван,сасӑ
286,Laut::N,сес,сасӑ
287,Ton::N,ван-сес,сасӑ
288,Lied::N,мани,юрӑ
289,Ruhe::N,ласвал,канӑҫлӑх
290,Ruhe::N,ласвал,лӑпкӑлӑх
291,Ruhe::N,фаракъат,канӑҫлӑх
292,Ruhe::N,фаракъат,лӑпкӑлӑх
293,Ruhe::N,асайиш,канӑҫлӑх
294,Ruhe::N,асайиш,лӑпкӑлӑх
295,Leute::N,инсанар,ҫамрӑксем
296,Leute::N,инсанар,ҫамрӑк ҫынсем
297,Volk::N,халкь,халӑх
298,Arbeit::N,кӏвалах,ӗҫхӗл
299,Arbeit::N,кӏвалах,ӗҫлев
300,Gast::N,мугьман,хӑна
301,Geschenk::N,савкьат,парне
302,Geschenk::N,савкьат,кучченеҫ
303,Spiel::N,къугъун,вӑйӑ
304,Gesellschaft::N,жемят,общество
305,Gesellschaft::N,общество,общество
306,Hilfe::N,куьмек,пулӑшу
307,Freund::N,дуст,тус
308,Kamerad::N,яр-дуст,юлташ
309,Kamerad::N,яр-дуст,тус
310,Angelegenheit::N,кар,ӗҫ
311,Anzahl::N,сан,йыш
312,Anzahl::N,сан,хисеп
313,Anzahl::N,кьадар,йыш
314,Anzahl::N,кьадар,хисеп
315,Art::N,жуьре,тӗс
316,Stück::N,кӏус,татӑк
317,Teil::N,пай,пай
318,Hälfte::N,зур,ҫурӑ
319,Hälfte::N,зур пай,ҫурӑ
320,Kreis::N,круг,ункӑ
321,Kreis::N,круг,ҫавракӑш
322,Kreis::N,чкаяр,ункӑ
323,Kreis::N,чкаяр,ҫавракӑш
324,Kreis::N,элкъвей цӏар,ункӑ
325,Kreis::N,элкъвей цӏар,ҫавракӑш
326,Kreuz::N,хаш,хӗрес
327,Linie::N,цӏар,йӗр
328,Strich::N,цӏар,йӗр
329,Abstand::N,ара,хушӑ
330,Entfernung::N,мензил,хушӑ
331,Gegend::N,чка,вырӑн
332,Platz::N,ара,хутлӑх
333,Ort::N,чка,вырӑн
334,Seite::N,пад,ен
335,Seite::N,пад,аяк
336,Seite::N,пад,айӑк
337,Mitte::N,юкь,варӑ
338,Gegenstand::N,затӏ,япала
339,Sache::N,шей,япала
340,Sache::N,затӏ,япала
341,Rand::N,къерех,вӗҫ
342,Rand::N,къерех,хӗрӗ
343,Rand::N,къерех,хӗрри
344,Kante::N,син,хайкача
345,Kante::N,син,хысак
346,Ecke::N,пӏипӏ,кӗтес
347,Spitze::N,кӏвенкӏв,вӗҫ
348,Ende::N,кьил,вӗҫ
349,Loch::N,тӏеквен,шӑтӑк
350,Winkel::N,пӏипӏ,кӗтес
351,Muster::N,гишир,эреш
352,Größe::N,кьадар,пысӑкӑш
353,Länge::N,яргъивал,вӑрӑмӑш
354,Höhe::N,кьакьанвал,ҫӳллӗш
355,Gewicht::N,заланвал,виҫе
356,Gewicht::N,заланвал,йывӑрӑш
357,Menge::N,кьадар,йыш
358,Haufen::N,хара,купа
359,Reihe::N,жерге,рет
360,Boot::N,луьткве,кимӗ
361,Ruder::N,кьусу,кӗсмен
362,Schlitten::N,гъелерар,ҫуна
363,Lagerfeuer::N,цӏай,вут
364,Lagerfeuer::N,цӏай,кӑвайт
365,Last::N,заланвал,сулмаклӑх
366,Last::N,заланвал,йывӑр япала
367,Gang::N,ериш,куҫӑм
368,Schritt::N,къадам,утӑм
369,Schritt::N,къадам,пусӑм
370,Norden::N,кефер,ҫурҫӗр
371,Norden::N,кефер пад,ҫурҫӗр
372,Süden::N,кьибле,кӑнтӑр
373,Westen::N,рагъакӏидай пад,анӑҫ
374,Westen::N,рагъакӏидай пад,хӗвел анӑҫ
375,Osten::N,рагъэкъечӏдай пад,хӗвел тухӑҫ
376,Holz::N,кӏарас,йывӑҫ
377,Brett::N,кьул,хӑма
378,Brett::N,тахта,хӑма
379,Stütze::N,даях,ура
380,Stange::N,юрк,шерте
381,Stock::N,лаш,патак
382,Stab::N,юрк,шӑчӑ
383,Rohr::N,турба,пӑрӑх
384,Haus::N,ужагъ,ҫурт
385,Heim::N,кӏвал,кил
386,Ofen::N,пич,кӑмака
387,Fußboden::N,кӏвалин ччил,урай
388,Tisch::N,стол,сӗтел
389,Stuhl::N,стул,пукан
390,Wiege::N,кьеб,сӑпка
391,Bett::N,тахт,кравать
392,Regal::N,кьацӏ,ҫӳлӗк
393,Regal::N,кьацӏ,сентре
394,Kiste::N,ящик,ещӗк
395,Kiste::N,ящик,сунтӑх
396,Fenster::N,дакӏар,чӳрече
397,Tür::N,рак,алӑк
398,Tor::N,варар,хапха
399,Zaun::N,пару,хӳме
400,Dach::N,къав,тӑрӑ
401,Leiter::N,гурар,пусма
402,Besen::N,таран кул,шӑпӑр
403,Spaten::N,ппер,кӗреҫе
404,Schaufel::N,хекендаз,кӗреҫе
405,Gabel::N,шиш,вилка
406,Löffel::N,тӏур,кашӑк
407,Messer::N,чукӏул,ҫӗҫӗ
408,Nagel::N,мих,пӑта
409,Netz::N,чил,тетел
410,Haken::N,къармах,йӑрхах
411,Haken::N,къармах,ҫекӗл
412,Griff::N,ттум,хӑлӑп
413,Schloss::N,куьлег,ҫӑра
414,Bild::N,шикил,сӑн
415,Bild::N,шикил,сӑнлӑх
416,Bild::N,шикил,картина
417,Bild::N,суьрет,сӑн
418,Bild::N,суьрет,сӑнлӑх
419,Bild::N,суьрет,картина
420,Figur::N,фигура,кӗлетке
421,Puppe::N,нини,пукане
422,Beutel::N,тагъар,михӗ
423,Bündel::N,галгам,ҫыхӑ
424,Bündel::N,галгам,тӗрке
425,Tasche::N,чанта,сумка
426,Eimer::N,ведре,витре
427,Deckel::N,кьил,хупӑ
428,Deckel::N,къалпагъ,хупӑ
429,Geschirr::N,къаб-къажах,савӑт-сапа
430,Sack::N,чувал,михӗ
431,Tasse::N,сукӏра,курка
432,Topf::N,къажгъан,кастрюль
433,Kessel::N,къажгъан,хуран
434,Essen::N,тӏуьн,апат
435,Nahrung::N,тӏуьн,апат-ҫимӗс
436,Speise::N,хуьрек,апат
437,Speise::N,хуьрек,ҫимӗҫ
438,Fleisch::N,як,аш
439,Fleisch::N,як,какай
440,Getreide::N,техил,тырӑ
441,Brei::N,хапӏа,пӑтӑ
442,Brei::N,хешил,пӑтӑ
443,Brot::N,фу,ҫӑкӑр
444,Scheibe::N,чӏук,чӗлӗ
445,Scheibe::N,чӏук,касӑк
446,Fett::N,ягълу,ҫу
447,Butter::N,гъери,ҫу
448,Öl::N,ягълу,ҫу
449,Salz::N,кьел,тӑвар
450,Suppe::N,суп,яшка
451,Suppe::N,шурпа,яшка
452,Honig::N,вирт,пыл
453,Milch::N,нек,сӗт
454,Tee::N,чай,чей
455,Leder::N,тумаж,сӑран
456,Wolle::N,йис,ҫӑм
457,Stoff::N,парча,тӗртӗм
458,Nadel::N,раб,йӗп
459,Faden::N,гъал,ҫип
460,Knopf::N,дуьгме,тӳме
461,Knoten::N,тӏвал,йӑлӑ
462,Farbe::N,ранг,сӑрӑ
463,Kleidung::N,партал,тум
464,Kleidung::N,партал,ҫипуҫ
465,Kleidung::N,партал,тум-тир
466,Hemd::N,перем,кӗпе
467,Kragen::N,хев,ҫуха
468,Ärmel::N,хел,ҫанӑ
469,Hose::N,шалвар,шӑлавар
470,Gürtel::N,чӏул,пиҫиххи
471,Mütze::N,бармак,ҫӗлӗк
472,Mütze::N,бапӏах,ҫӗлӗк
473,Schuh::N,ботинка,пушмак
474,Schuh::N,ботинка,ботинок
475,Stiefel::N,чекме,атӑ
476,Ring::N,тупӏал,ҫӗрӗ
477,Band::N,тасма,хаю
478,Band::N,тасма,йӗсме
479,Kamm::N,регъ,тура
480,Spiegel::N,гуьзгуь,тӗкӗр
481,Spiegel::N,гуьзгуь,куҫ кӗски
482,Riemen::N,къайиш,чӗн
483,Schnur::N,еб,кантра
484,Decke::N,яргъан,утиял
485,Kissen::N,хъуьцуьган,ҫытар
486,Kissen::N,хъуьцуьган,минтер
487,Tuch::N,шал,тутӑр
488,Handtuch::N,дасмал,ал шӑлли
489,Kraft::N,гуж,вӑй
490,Kraft::N,гуж,хӑват
491,Stärke::N,къуват,хал
492,Stärke::N,къуват,хӑват
493,Gesundheit::N,сагъвал,хал
494,Gesundheit::N,сагъвал,сывлӑх
495,Krankheit::N,тӏал,чир
496,Schmerz::N,тӏал,ырату
497,Schmerz::N,тӏарвал,ырату
498,Wunde::N,хер,суран
499,Fieber::N,ифин,сив чир
500,Arznei::N,дарман,эмел
501,Brücke::N,муьгъ,кӗпер
502,Brunnen::N,къуй,ҫӑл
503,Brunnen::N,къуй,пусӑ
504,Weide::N,уьруьш,ҫаран
505,Pfad::N,рехъ,йӗр
506,Pfad::N,рехъ,сукмак
507,Weg::N,рехъ,ҫул
508,Weg::N,рехъ,ҫул-йӗр
509,Straße::N,рехъ,ҫӳрев
510,Straße::N,рехъ,ҫул ҫӳрени
511,Dorf::N,хуьр,ял
512,Stadt::N,шегьер,хула
513,Brief::N,кагъаз,ҫыру
514,Buch::N,улуб,кӗнеке
515,Buchstabe::N,гьарф,сас палли
516,Zeitung::N,газета,хаҫат
517,Leben::N,уьмуьр,пурнӑҫ
518,Tod::N,кьиникь,вилӗм
519,Grab::N,сур,масар шӑтӑкӗ
520,Kirche::N,килиса,чиркӳ
521,Sünde::N,гунагь,ҫылӑх
522,Gott::N,аллагь,турӑ
523,Arbeiter::N,фяле,рабочи
524,Chef::N,гьаким,пуҫлӑх
525,Meister::N,устӏар,ӑста
526,Meister::N,устӏар,мастер
527,Arzt::N,доктор,врач
528,Arzt::N,доктор,тухтӑр
529,Lehrer::N,муаллим,учитель
530,Lehrer::N,муаллим,вӗрентекен
531,Geld::N,пул,укҫа
532,Laden::N,магазин,магазин
533,Preis::N,къимет,хак
534,Ware::N,мал,тавар
535,Ware::N,товар,тавар
536,Nutzen::N,хийир,пайта
537,Nutzen::N,менфят,пайта
538,Reichtum::N,девлет,мул
539,Welt::N,дуьнья,тӗнче
540,Land::N,уьлкве,ҫӗр-шыв
541,Staat::N,пачагьлугъ,патшàлӑх
542,Staat::N,государство,патшàлӑх
543,König::N,пачагь,король
544,Macht::N,власть,власть
545,Grenze::N,сергьят,чикӗ
546,Krieg::N,дяве,вӑрҫӑ
547,Feind::N,душман,тӑшман
548,Gewalt::N,гуж,ирӗксӗрлӳ
549,Kampf::N,женг,кӗрешӳ
550,Bogen[Waffe]::N,чӏемерук,ухӑ
551,Pfeil::N,хьел,ҫӗмрен
552,Pfeil::N,хьел,ухӑ йӗппи
553,Gewehr::N,тфенг,пӑшал
554,Fehler::N,гъалатӏ,йӑнӑш
555,Lüge::N,ттаб,суя
556,Lüge::N,ттаб,ултав
557,Schaden::N,зиян,сиен
558,Schaden::N,зарар,сиен
559,Unglück::N,бала,шар
560,Unglück::N,бала,инкек
561,Unglück::N,бедбахтвал,шар
562,Unglück::N,бедбахтвал,инкек
563,Schuld::N,тахсир,айӑп
564,Alter::N,яш,ҫул шучӗ
565,Schluss::N,эхир,пӗтни
566,Schluss::N,эхир,пӗтмӗш
567,Zeit::N,вяде,вӑхӑт
568,Tag::N,югъ,кун
569,Morgen::N,пакама,ир
570,Mittag::N,нисин,кӑнтӑрла
571,Abend::N,няни,каҫ
572,Nacht::N,йиф,каҫ
573,Woche::N,гьафте,эрне
574,Monat::N,варз,уйӑх
575,Jahr::N,йис,ҫулталӑк
576,Frühling::N,гатфар,ҫур
577,Frühling::N,гатфар,ҫуркунне
578,Sommer::N,гад,ҫу
579,Sommer::N,гад,ҫулла
580,Herbst::N,зул,кӗр
581,Herbst::N,зул,кӗркунне
582,Winter::N,кьуьд,хӗл
583,Winter::N,кьуьд,хӗлле
584,Januar::N,январь,январь
585,Februar::N,февраль,февраль
586,Februar::N,февраль,кӗҫӗн кӑрлач
587,März::N,март,март
588,März::N,март,пуш уйӑхӗ
589,April::N,апрель,апрель
590,Mai::N,май,май
591,Juni::N,июнь,июнь
592,Juli::N,июль,июль
593,August::N,август,август
594,September::N,сентябрь,сентябрь
595,September::N,сентябрь,авӑн уйӑхӗ
596,Oktober::N,октябрь,октябрь
597,November::N,ноябрь,ноябрь
598,Dezember::N,декабрь,раштав
599,Dezember::N,декабрь,декабрь
600,Montag::N,ислен,тунти кун
601,Dienstag::N,саласа,ытлари кун
602,Mittwoch::N,арбе,юн кун
603,Donnerstag::N,хемис югъ,кӗҫнерни кун
604,Freitag::N,жуьмя,эрне кун
605,Freitag::N,жуьмя югъ,эрне кун
606,Samstag::N,киш,шӑмат кун
607,Sonntag::N,гьяд,вырсарни кун
608,groß::A,еке,пысӑк
609,groß::A,чӏехи,пысӑк
610,klein::A,гъвечӏи,пӗчӗк
611,lang::A,яргъи,вӑрӑм
612,kurz::A,куьруь,кӗске
613,breit::A,гьяркьуь,сарлака
614,schmal::A,гуьтӏуь,ансӑр
615,dicht::A,къалин,йӑвӑ
616,dünn::A,кьелечӏ,ҫинҫе
617,dünn::A,кьелечӏ,ҫӳхе
618,fein::A,шуькӏуь,тарай
619,fein::A,шуькӏуь,вӗлтӗрти
620,fest::A,кӏеви,тӗреклӗ
621,flach::A,кьулу,лаптак
622,glatt::A,цӏалцӏам,такӑр
623,hart::A,кӏеви,хытӑ
624,weich::A,хъуьтуьл,ҫемҫе
625,rund::A,элкъвей,ҫавра
626,spitz::A,хци,шӗвӗр
627,scharf::A,хци,ҫивӗч
628,stumpf::A,къуьруь,мӑка
629,stumpf::A,къуьруь,пуклак
630,stumpf::A,къуьруь,тӗрӗнчӗк
631,stumpf::A,къуьруь,ӑнкарусӑр
632,schwer::A,залан,йывӑр
633,schön::A,иер,илемлӗ
634,heiß::A,кудай,вӗри
635,warm::A,чими,ӑшӑ
636,kalt::A,мекьи,сивӗ
637,kühl::A,къайи,уҫӑ
638,frisch::A,таза,уҫӑ
639,frisch::A,михьи,уҫӑ
640,feucht::A,ламу,йӗпе
641,nass::A,кьежей,нӳрӗ
642,trocken::A,кьуру,типӗ
643,voll::A,ацӏай,тулли
644,leer::A,буш,пушӑ
645,leer::A,ичӏи,пушӑ
646,offen::A,ахъа,уҫӑ
647,geschlossen::A,кӏеви,хупӑ
648,sauber::A,михьи,таса
649,schmutzig::A,чиркин,пылчӑклӑ
650,schmutzig::A,чиркин,вараланчӑк
651,schmutzig::A,кьацӏай,пылчӑклӑ
652,schmutzig::A,кьацӏай,вараланчӑк
653,roh::A,чиг,чӗрӗ
654,roh::A,ицӏи,чӗрӗ
655,reif::A,дигмиш хьайи,пулнӑ
656,reif::A,дигмиш хьайи,пиҫӗхнӗ
657,reif::A,дигмиш хьайи,аталаннӑ
658,reif::A,дигмиш хьайи,пиҫсе ҫитнӗ
659,lecker::A,дадлу,тутлӑ
660,lecker::A,дадлу,техӗмлӗ
661,süß::A,ширин,пылак
662,bitter::A,туькьуьл,йӳҫӗ
663,sauer::A,цуру,йӳҫӗ
664,sauer::A,цуру,йӳҫек
665,sauer::A,цуру,кӑвасак
666,hell::A,экуь,ҫутӑ
667,dunkel::A,мичӏи,тӗттӗм
668,schwarz::A,чӏулав,хура
669,weiß::A,лацу,шурӑ
670,rot::A,яру,хӗрлӗ
671,gelb::A,хъипи,сарӑ
672,blau::A,вили,кӑвак
673,grün::A,къацу,симӗс
674,grün::A,къацу,пиҫмен
675,grün::A,къацу,ӑс пухман
676,grau::A,рехи,кӑвак
677,bunt::A,цӏару,чӑпар
678,bunt::A,яру-цӏару,чӑпар
679,billig::A,ужуз,йӳнӗ
680,teuer::A,багьа,хаклӑ
681,wertvoll::A,масан,паха
682,blind::A,буьркьуь,суккӑр
683,taub::A,биши,хӑлхасӑр
684,kräftig::A,гужлу,хӑватлӑ
685,stark::A,къуватлу,вирлӗ
686,schwach::A,такьатсуз,халсӑр
687,fett::A,куьк,самӑр
688,fett::A,куьк,мӑнтӑр
689,schlank::A,шумал,йӑрӑс
690,schlank::A,шумал,яштака
691,hübsch::A,гуьрчег,хитре
692,böse::A,пис,усал
693,dumm::A,ахмакь,ухмах
694,faul::A,тенпел,наян
695,faul::A,тенпел,юлхав
696,faul::A,тенпел,ӳркенчӗк
