,Concept_ID,fi,sah
254,Ehemann::N,mies,эр
255,Ehemann::N,aviomies,эр
256,Ehefrau::N,vaimo,ойох
257,Ehefrau::N,aviovaimo,ойох
258,Freude::N,ilo,үөрүү
259,Freude::N,riemu,үөрүү
260,Gelächter::N,nauru,күлүү
261,Glück::N,onni,дьол
262,Glück::N,onni,соргу
263,Kummer::N,suru,кутурҕан
264,Kummer::N,murhe,кутурҕан
265,Wunsch::N,toive,баҕарыы
266,Wunsch::N,toivomus,баҕарыы
267,Lust::N,himo,баҕа
268,Geist::N,henki,тыын
269,Gedanke::N,aate,санаа
270,Gedanke::N,ajatus,санаа
271,Gedächtnis::N,muisti,өй
272,Verstand::N,äly,өй
273,Verstand::N,järki,өй
274,Verstand::N,ymmärrys,өй
275,Sinn::N,merkitys,суолта
276,Grund::N,syy,төрүөт
277,Grund::N,peruste,төрүөт
278,Wahrheit::N,tosi,кырдьык
279,Wahrheit::N,totuus,кырдьык
280,Gespräch::N,puhelu,бэсиэдэ
281,Gespräch::N,puhelu,кэпсэтии
282,Gespräch::N,keskustelu,бэсиэдэ
283,Gespräch::N,keskustelu,кэпсэтии
284,Märchen::N,satu,остуоруйа
285,Erzählung::N,tarina,кэпсээн
286,Erzählung::N,kertomus,кэпсээн
287,Nachricht::N,tieto,биллэриллии
288,Nachricht::N,ilmoitus,биллэриллии
289,Neuigkeit::N,uutinen,сонун
290,Name::N,nimi,аат
291,Rätsel::N,arvoitus,таабырын
292,Rede::N,puhe,этии
293,Sprache::N,kieli,тыл
294,Stimme::N,ääni,куолас
295,Wort::N,sana,тыл
296,Zeichen::N,merkki,бэлиэ
297,Ruf::N,kutsu,ыҥырыы
298,Lärm::N,melu,айдаан
299,Lärm::N,hälinä,айдаан
300,Laut::N,ääni,тыас
301,Ton::N,sävel,дорҕоон
302,Lied::N,laulu,ырыа
303,Ruhe::N,lepo,уу чуумпу
304,Ruhe::N,rauha,уу чуумпу
305,Leute::N,väki,дьон
306,Leute::N,ihmiset,дьон
307,Volk::N,kansa,дьон
308,Volk::N,kansa,норуот
309,Arbeit::N,työ,үлэ
310,Gast::N,vieras,ыалдьыт
311,Geschenk::N,lahja,бэлэх
312,Spiel::N,peli,оонньуу
313,Spiel::N,leikki,оонньуу
314,Gesellschaft::N,seura,общество
315,Hilfe::N,apu,көмө
316,Freund::N,ystävä,доҕор
317,Kamerad::N,toveri,атас
318,Angelegenheit::N,asia,дьыала
319,Anzahl::N,lukumäärä,ахсаан
320,Art::N,laji,биис
321,Stück::N,pala,кырбас
322,Stück::N,kappale,кырбас
323,Teil::N,osa,ирээт
324,Hälfte::N,puoli,аҥар
325,Kreis::N,ympyrä,төгүрүк
326,Kreis::N,ympyrä,төгүрүмтэ
327,Kreuz::N,risti,кириэс
328,Linie::N,viiva,сурааһын
329,Strich::N,piirto,сурааһын
330,Abstand::N,väli,арыт
331,Abstand::N,väljyys,арыт
332,Entfernung::N,etäisyys,ыраах
333,Gegend::N,seutu,сир
334,Platz::N,tila,арыт
335,Ort::N,kohta,сир
336,Ort::N,paikka,сир
337,Seite::N,sivu,өрүт
338,Seite::N,sivu,сирэй
339,Seite::N,kylki,өрүт
340,Seite::N,kylki,сирэй
341,Mitte::N,keskus,орто
342,Mitte::N,puoliväli,орто
343,Gegenstand::N,kalu,предмет
344,Gegenstand::N,esine,предмет
345,Sache::N,asia,мал
346,Rand::N,ääri,кытыы
347,Rand::N,ääri,ойоҕос
348,Rand::N,syrjä,кытыы
349,Rand::N,syrjä,ойоҕос
350,Kante::N,särmä,кырыы
351,Ecke::N,nurkka,муннук
352,Spitze::N,terä,чыпчаал
353,Spitze::N,kärki,чыпчаал
354,Ende::N,pää,төбө
355,Ende::N,perä,төбө
356,Loch::N,kolo,тэһэҕэс
357,Loch::N,kolo,дьөлөҕөс
358,Loch::N,reikä,тэһэҕэс
359,Loch::N,reikä,дьөлөҕөс
360,Winkel::N,kulma,муннук
361,Muster::N,kuvio,оһуор
362,Größe::N,koko,кээмэй
363,Größe::N,suuruus,кээмэй
364,Länge::N,pituus,уста
365,Höhe::N,korkeus,үрдүк
366,Gewicht::N,paino,ыйааһын
367,Menge::N,määrä,ахсаан
368,Haufen::N,kasa,чөмчөх
369,Reihe::N,rivi,кэккэ
370,Boot::N,vene,оҥочо
371,Ruder::N,airo,эрдии
372,Schlitten::N,reki,сыарҕа
373,Schlitten::N,kelkka,сыарҕа
374,Ski::N,suksi,хайыһар
375,Lagerfeuer::N,nuotio,кутаа
376,Last::N,kuorma,ыарахан
377,Gang::N,kulku,хаамыы
378,Gang::N,käynti,хаамыы
379,Schritt::N,askel,хардыы
380,Norden::N,pohjoinen,хоту
381,Süden::N,etelä,соҕуруу
382,Westen::N,länsi,арҕаа
383,Osten::N,itä,илин
384,Holz::N,puu,мас
385,Brett::N,lauta,дуоска
386,Brett::N,lauta,хаптаһын
387,Platte::N,levy,билиитэ
388,Stütze::N,noja,тулааһын
389,Stange::N,tanko,ураҕас
390,Stock::N,keppi,мас
391,Stock::N,keppi,баалкы
392,Stab::N,sauva,ураҕас
393,Stab::N,seiväs,ураҕас
394,Rohr::N,putki,турба
395,Haus::N,talo,дьиэ
396,Heim::N,koti,дьиэ
397,Ofen::N,uuni,оһох
398,Fußboden::N,lattia,муоста
399,Tisch::N,pöytä,остуол
400,Stuhl::N,tuoli,устуул
401,Wiege::N,kehto,биһик
402,Bett::N,sänky,кырабаат
403,Regal::N,hylly,долбуур
404,Kiste::N,arkku,дьааһык
405,Kiste::N,kirstu,дьааһык
406,Kiste::N,laatikko,дьааһык
407,Fenster::N,ikkuna,түннүк
408,Tür::N,ovi,аан
409,Tor::N,portti,аан
410,Zaun::N,aita,соппулуот
411,Dach::N,katto,кырыыса
412,Leiter::N,tikkaat,кирилиэс
413,Leiter::N,tikapuut,кирилиэс
414,Besen::N,luuta,миинньик
415,Spaten::N,lapio,күрдьэх
416,Schaufel::N,lapio,күрдьэх
417,Gabel::N,haarukka,биилкэ
418,Löffel::N,lusikka,луоска
419,Messer::N,veitsi,быһах
420,Nagel::N,naula,тоһоҕо
421,Netz::N,verkko,илим
422,Haken::N,haka,көхө
423,Haken::N,koukku,көхө
424,Griff::N,ripa,ук
425,Griff::N,ripa,тутаах
426,Griff::N,kahva,ук
427,Griff::N,kahva,тутаах
428,Schloss::N,lukko,күлүүс
429,Bild::N,kuva,хартыына
430,Figur::N,kuvio,фигура
431,Puppe::N,nukke,куукула
432,Beutel::N,pussi,мөһөөччук
433,Bündel::N,nippu,баайыы
434,Bündel::N,kimppu,баайыы
435,Tasche::N,laukku,суумка
436,Eimer::N,sanko,биэдэрэ
437,Eimer::N,ämpäri,биэдэрэ
438,Deckel::N,kansi,хаппах
439,Geschirr::N,astia,иһит
440,Sack::N,säkki,куул
441,Tasse::N,kuppi,сэлиэнэй
442,Topf::N,pata,көстүрүүҥкэ
443,Kessel::N,kattila,хочуол
444,Essen::N,syönti,аһылык
445,Nahrung::N,ruoka,ас
446,Nahrung::N,ravinto,ас
447,Speise::N,ruoka,аһылык
448,Fleisch::N,liha,эт
449,Getreide::N,vilja,злактар
450,Brei::N,puuro,хааһы
451,Brot::N,leipä,килиэп
452,Scheibe::N,viipale,куһуок
453,Fett::N,rasva,сыа
454,Butter::N,voi,арыы
455,Öl::N,öljy,арыы
456,Salz::N,suola,туус
457,Suppe::N,keitto,мин
458,Honig::N,hunaja,мүөт
459,Milch::N,maito,үүт
460,Tee::N,tee,чэй
461,Leder::N,nahka,тирии
462,Wolle::N,villa,түү
463,Stoff::N,kangas,таҥас
464,Nadel::N,neula,иннэ
465,Faden::N,lanka,сап
466,Knopf::N,nappi,тимэх
467,Knoten::N,solmu,түмүк
468,Farbe::N,maali,кырааска
469,Kleidung::N,vaatteet,таҥас
470,Hemd::N,paita,ырбаахы
471,Kragen::N,kaulus,саҕа
472,Ärmel::N,hiha,сиэх
473,Hose::N,housut,ыстаан
474,Hose::N,housut,бүрүүкэ
475,Gürtel::N,vyö,кур
476,Mütze::N,lakki,бэргэһэ
477,Schuh::N,kenkä,бачыыҥка
478,Stiefel::N,saapas,саппыкы
479,Ring::N,sormus,биһилэх
480,Band::N,nauha,лиэнтэ
481,Kamm::N,kampa,тараах
482,Spiegel::N,peili,сиэркилэ
483,Riemen::N,hihna,кур
484,Schnur::N,naru,быа
485,Schnur::N,nuora,быа
486,Leine::N,talutushihna,тэһиин
487,Decke::N,peite,суорҕан
488,Kissen::N,tyyny,сыттык
489,Kissen::N,pielus,сыттык
490,Tuch::N,huivi,былаат
491,Handtuch::N,pyyheliina,соттор
492,Kraft::N,väki,сыра
493,Kraft::N,voima,сыра
494,Stärke::N,vahvuus,күүс
495,Gesundheit::N,terveys,доруобуйа
496,Krankheit::N,tauti,ыарыы
497,Krankheit::N,sairaus,ыарыы
498,Schmerz::N,kipu,ыарыы
499,Schmerz::N,särky,ыарыы
500,Wunde::N,haava,баас
501,Fieber::N,kuume,түрүлгэн
502,Fieber::N,kuume,лихорадка
503,Fieber::N,kuume,температура
504,Arznei::N,lääke,эмп
505,Brücke::N,silta,күргэ
506,Brunnen::N,kaivo,холуодьас
507,Weide::N,laidun,мэччирэҥ
508,Pfad::N,polku,ыллык
509,Weg::N,tie,суол
510,Straße::N,katu,суол
511,Dorf::N,kylä,дэриэбинэ
512,Stadt::N,kaupunki,куорат
513,Brief::N,kirje,сурук
514,Buch::N,kirja,кинигэ
515,Buchstabe::N,kirjain,буква
516,Zeitung::N,lehti,хаһыат
517,Zeitung::N,sanomalehti,хаһыат
518,Leben::N,elo,тыын
519,Leben::N,elämä,тыын
520,Tod::N,kuolema,өлүү
521,Grab::N,hauta,иин
522,Kirche::N,kirkko,таҥара дьиэтэ
523,Sünde::N,synti,айыы
524,Gott::N,jumala,тангара
525,Arbeiter::N,työläinen,үлэһит
526,Chef::N,päällikkö,баһылык
527,Chef::N,päällikkö,начальник
528,Meister::N,mestari,уус
529,Meister::N,mestari,маастар
530,Arzt::N,lääkäri,врач
531,Lehrer::N,opettaja,учуутал
532,Geld::N,raha,харчы
533,Geschäft::N,liike,идэ
534,Laden::N,puoti,маҕаһыын
535,Laden::N,kauppa,маҕаһыын
536,Preis::N,hinta,сыана
537,Ware::N,tavara,табаар
538,Nutzen::N,hyöty,туһа
539,Reichtum::N,rikkaus,баай
540,Welt::N,maailma,аан дойду
541,Land::N,maa,дойду
542,Staat::N,valtio,государство
543,König::N,kuningas,король
544,Macht::N,mahti,былаас
545,Grenze::N,raja,кыраныысса
546,Krieg::N,sota,сэрии
547,Feind::N,vihollinen,өстөөх
548,Gewalt::N,väkivalta,күүһүлээһин
549,Kampf::N,taistelu,охсуһуу
550,Bogen[Waffe]::N,jousi,ох
551,Pfeil::N,nuoli,ох
552,Gewehr::N,kivääri,саа
553,Fehler::N,vika,сыыһа
554,Fehler::N,virhe,сыыһа
555,Lüge::N,valhe,сымыйа
556,Schaden::N,vaurio,хоромньу
557,Schaden::N,vahinko,хоромньу
558,Unglück::N,vahinko,алдьархай
559,Unglück::N,onnettomuus,алдьархай
560,Schuld::N,syy,буруй
561,Alter::N,ikä,саас
562,Schluss::N,loppu,тиһэх
563,Zeit::N,aika,бириэмэ
564,Tag::N,päivä,күн
565,Morgen::N,aamu,сарсыарда
566,Morgen::N,huomen,сарсыарда
567,Mittag::N,keskipäivä,күн ортото
568,Abend::N,ilta,киэһэ
569,Nacht::N,yö,түүн
570,Woche::N,viikko,нэдиэлэ
571,Monat::N,kuukausi,ый
572,Jahr::N,vuosi,сыл
573,Jahr::N,vuosi,дьыл
574,Frühling::N,kevät,саас
575,Sommer::N,kesä,сайын
576,Herbst::N,syksy,күһүн
577,Winter::N,talvi,кыһын
578,Januar::N,tammikuu,тохсунньу
579,Februar::N,helmikuu,олунньу
580,März::N,maaliskuu,кулун тутар
581,April::N,huhtikuu,муус устар ый
582,Mai::N,toukokuu,ыам ыйа
583,Juni::N,kesäkuu,бэс ыйа
584,Juli::N,heinäkuu,от ыйа
585,August::N,elokuu,атырдьах ыйа
586,September::N,syyskuu,балаҕан ыйа
587,Oktober::N,lokakuu,алтынньы
588,November::N,marraskuu,сэтинньи
589,Dezember::N,joulukuu,ахсынньы
590,Montag::N,maanantai,бэнидиэнньик
591,Dienstag::N,tiistai,оптуорунньук
592,Mittwoch::N,keskiviikko,сэрэдэ
593,Donnerstag::N,torstai,чэппиэр
594,Freitag::N,perjantai,бээтинсэ
595,Samstag::N,lauantai,субуота
596,Sonntag::N,sunnuntai,баскыһыанньа
597,groß::A,iso,бөдөҥ
598,groß::A,iso,улахан
599,groß::A,suuri,бөдөҥ
600,groß::A,suuri,улахан
601,klein::A,pieni,кыр
602,lang::A,pitkä,уһун
603,kurz::A,lyhyt,кылгас
604,breit::A,leveä,кэтит
605,schmal::A,kapea,кыараҕас
606,dicht::A,taaja,хойуу
607,dick[Gegenstand]::A,paksu,суон
608,dick[Gegenstand]::A,paksu,хойуу
609,dünn::A,ohut,чараас
610,fein::A,hieno,бытархай
611,fein::A,hieno,синньигес
612,fest::A,luja,бөҕө
613,fest::A,luja,кытаанах
614,flach::A,litteä,хаптаҕай
615,flach::A,tasainen,хаптаҕай
616,glatt::A,sileä,кылааккай
617,glatt::A,siloinen,кылааккай
618,hart::A,kova,хатан
619,hart::A,kova,кытаанах
620,weich::A,pehmeä,сымнаҕас
621,rund::A,pyöreä,төгүрүк
622,spitz::A,terävä,сытыы
623,spitz::A,terävä,уһуктаах
624,scharf::A,terävä,сытыы
625,stumpf::A,tylsä,сыппах
626,schwer::A,raskas,ыарахан
627,schwer::A,painava,ыарахан
628,schön::A,kaunis,кыраһыабай
629,heiß::A,kuuma,итии
630,warm::A,lämmin,ичигэс
631,kalt::A,kylmä,тымныы
632,kalt::A,viluinen,тымныы
633,kühl::A,viileä,сөрүүн
634,frisch::A,tuore,ыраас
635,frisch::A,tuore,сөрүүн
636,frisch::A,tuore,тымныы
637,feucht::A,kostea,сииктээх
638,nass::A,märkä,инчэҕэй
639,trocken::A,kuiva,кураан
640,voll::A,täysi,толору
641,leer::A,tyhjä,иччитэх
642,offen::A,avonainen,аһаҕас
643,geschlossen::A,suljettu,бүтэй
644,sauber::A,puhdas,сэбэр
645,schmutzig::A,likainen,кирдээх
646,roh::A,raaka,сиикэй
647,reif::A,kypsä,буспут
648,reif::A,kypsä,сиппит-хоппут
649,lecker::A,herkullinen,минньигэс
650,süß::A,makea,минньигэс
651,bitter::A,karvas,аһыы
652,bitter::A,kitkerä,аһыы
653,sauer::A,hapan,аһыы
654,hell::A,kirkas,сырдык
655,hell::A,valoisa,сырдык
656,dunkel::A,pimeä,хараҥа
657,schwarz::A,musta,хара
658,weiß::A,valkea,үрүҥ
659,weiß::A,valkea,маҥан
660,rot::A,punainen,кыһыл
661,gelb::A,keltainen,саһархай
662,blau::A,sininen,күөх
663,grün::A,vihreä,күөх
664,grün::A,vihreä,от күөҕэ
665,grau::A,harmaa,сиэрэй
666,bunt::A,kirjava,эриэн
667,billig::A,halpa,чэпчэки
668,billig::A,huokea,чэпчэки
669,teuer::A,kallis,сыаналаах
670,wertvoll::A,arvokas,сыаналаах
671,blind::A,sokea,хараҕа суох
672,taub::A,kuuro,дьүлэй
673,kräftig::A,väkevä,модун
674,kräftig::A,voimakas,модун
675,stark::A,vahva,күүстээх
676,schwach::A,heikko,мөлтөх
677,fett::A,lihava,эмис
678,schlank::A,hoikka,дьылҕан
679,schlank::A,hoikka,дьыпсаҕай
680,schlank::A,solakka,дьылҕан
681,schlank::A,solakka,дьыпсаҕай
682,hübsch::A,soma,олус кэрэ
683,hübsch::A,soma,көрүөхтэн үчүгэй
684,hübsch::A,sievä,олус кэрэ
685,hübsch::A,sievä,көрүөхтэн үчүгэй
686,böse::A,paha,өһүөннээх
687,böse::A,häijy,өһүөннээх
688,dumm::A,tyhmä,акаары
689,dumm::A,typerä,акаары
690,faul::A,laiska,нэс
691,fleißig::A,ahkera,кыһамньылаах
692,geizig::A,saita,иҥсэлээх
693,klug::A,älykäs,өйдөөх
694,geschickt::A,taitava,наһаа дьоҕурдаах
695,lieb::A,rakas,тапталлаах
696,lustig::A,hauska,көрдөөх
697,lustig::A,iloinen,көрдөөх
698,sanft::A,lauha,намчы
699,sanft::A,lauha,сымнаҕас
700,sanft::A,lempeä,намчы
701,sanft::A,lempeä,сымнаҕас
702,hungrig::A,nälkäinen,аччык
703,krank::A,sairas,ыалдьар
704,nackt::A,alaston,сыгынньах
705,traurig::A,surullinen,санаарҕабыллаах
706,traurig::A,murheellinen,санаарҕабыллаах
707,lebendig::A,elävä,тыыннаах
708,gut::A,hyvä,үтүө
709,gut::A,hyvä,үчүгэй
710,schlecht::A,paha,куһаҕан
711,schlecht::A,huono,куһаҕан
712,richtig::A,oikea,сөп
713,schlimm::A,paha,сидьиҥ
714,schlimm::A,paha,быдьар
715,wahr::A,tosi,кырдьык
716,alt::A,vanha,былыргы
717,neu::A,uusi,саҥа
718,ehemalig::A,entinen,урукку
719,ehemalig::A,muinainen,урукку
720,alt[Lebewesen]::A,vanha,кырдьаҕас
721,jung::A,nuori,эдэр
722,arm::A,köyhä,дьадаҥы
723,reich::A,rikas,баай
724,bekannt::A,tuttu,билэр
725,bekannt::A,tunnettu,билэр
726,berühmt::A,kuuluisa,аатырбыт
727,fremd::A,vieras,атын
728,verschieden::A,eri,араас
729,verschieden::A,erilainen,араас
730,nah::A,läheinen,чугас
731,fern::A,etäinen,ыраах
732,linker::A,vasen,хаҥас
733,rechter::A,oikea,уҥа
734,anderer::A,muu,атын
735,anderer::A,toinen,атын
736,erster::A,ensimmäinen,маҥнайгы
737,zweiter::A,toinen,иккис
738,dritter::A,kolmas,үһүс
739,letzter::A,viimeinen,тиһэх
740,allein::ADV,yksin,соҕотох
741,auf einmal::ADV,yhdellä kertaa,биирдэ
742,zusammen::ADV,yhdessä,холбуу
743,lange::ADV,kauan,уһуннук
744,lange::ADV,pitkään,уһуннук
745,plötzlich::ADV,äkkiä,эмискэ
746,sofort::ADV,heti,тута
747,später::ADV,myöhemmin,хойут
748,jetzt::ADV,nyt,билигин
749,heute::ADV,tänään,бүгүн
750,morgen::ADV,huomenna,сарсын
751,bald::ADV,pian,өтөр
752,dann::ADV,sitten,кэнна
753,gestern::ADV,eilen,бэҕэһээ
754,einst::ADV,aikanaan,биир төгүл
755,einst::ADV,aikanaan,арай биирдэ
756,damals::ADV,silloin,оччоҕо
757,damals::ADV,siihen aikaan,оччоҕо
758,danach::ADV,sen jälkeen,аары
759,danach::ADV,sen jälkeen,ол кэнниттэн
760,vorher::ADV,ennen,урут
761,zuerst::ADV,ensin,маҥнай
