,Concept_ID,lbe,kk
729,blind::A,мурчӏисса,көзсіз
730,blind::A,мурчӏисса,көр
731,blind::A,мурчӏисса,көр_соқыр
732,taub::A,къюкӏсса,керең
733,taub::A,къюкӏсса,саңырау
734,kräftig::A,гужсса,қуатты
735,kräftig::A,гужсса,қарымды
736,stark::A,кьянкьасса,білекті
737,schwach::A,заэвсса,әлсіз
738,schwach::A,заэвсса,күшсіз
739,schwach::A,заэвсса,қайратсыз
740,fett::A,бучсса,семіз
741,schlank::A,бювхъусса,ашаң
742,hübsch::A,янусса,ажарлы
743,hübsch::A,янусса,шырайлы
744,böse::A,оьсса,өш
745,böse::A,оьсса,сұм
746,böse::A,оьсса,жауыз
747,dumm::A,ахӏмакьсса,көкми
748,dumm::A,ахӏмакьсса,ақымақ
749,dumm::A,ахӏмакьсса,миы жоқ
750,faul::A,танмалсса,жалқау
751,faul::A,танмалсса,еріншек
752,faul::A,курчӏилсса,жалқау
753,faul::A,курчӏилсса,еріншек
754,fleißig::A,хӏарачат бусса,ұқыпты
755,geizig::A,янттарцӏансса,сараң
756,klug::A,аькьлу бусса,жетік
757,klug::A,аькьлу бусса,ақылды
758,geschickt::A,паргалсса,шебер
759,lieb::A,аьзизсса,абзал
760,lieb::A,аьзизсса,айналайын
761,lustig::A,тяхъасса,көңілді
762,sanft::A,иминсса,жуас
763,hungrig::A,ккашилсса,аш
764,krank::A,къашавайсса,кеселді
765,nackt::A,кӏачӏасса,жалаңаш
766,traurig::A,пашмансса,қапа
767,lebendig::A,уттавасса,тірі
768,lebendig::A,уттавасса,жанды
769,gut::A,ххуйсса,жақсы
770,schlecht::A,оьккисса,жаман
771,richtig::A,саргъунсса,дұрыс
772,schlimm::A,оьккисса,жаман
773,wahr::A,хӏакьсса,нағыз
774,alt::A,кугьнасса,ескі
775,neu::A,цӏусса,жаңа
776,ehemalig::A,хъхъичӏвасса,өткен
777,ehemalig::A,хъхъичӏвасса,бұрынғы
778,alt[Lebewesen]::A,агьилсса,кексе
779,jung::A,чӏавасса,науша
780,jung::A,жагьилсса,науша
781,arm::A,мискинсса,кедей
782,arm::A,мискинсса,дәулетсіз
783,reich::A,авадансса,малды
784,bekannt::A,дусъсса,таныс
785,bekannt::A,дусъсса,көзтаныс
786,berühmt::A,машгьурсса,атақты
787,fremd::A,чил,бөтен
788,verschieden::A,личӏи-личӏисса,түрлі
789,nah::A,гъансса,жуық
790,nah::A,гъансса,етене
791,fern::A,архсса,алыс
792,fern::A,архсса,алыстағы
793,linker::A,кияхсса,сол
794,linker::A,кияхсса,солшыл
795,linker::A,кюччахсса,сол
796,linker::A,кюччахсса,солшыл
797,rechter::A,урчӏахсса,оң
798,anderer::A,цамур,өзге
799,anderer::A,цамур,былайғы
800,erster::A,цалчинмур,алғашқы
801,erster::A,цалчиннсса,алғашқы
802,zweiter::A,кӏилчиимур,екінші
803,dritter::A,шамулчинмур,үшінші
804,letzter::A,махъва-махъмур,артқы
805,letzter::A,махъва-махъмур,кейінгі
806,allein::ADV,ялгъузну,серіксіз
807,zusammen::ADV,цачӏу,бірлесіп
808,zusammen::ADV,архӏал,бірлесіп
809,lange::ADV,батӏи къабуклай,ұзақ
810,lange::ADV,хъунмасса хӏаллай,ұзақ
811,plötzlich::ADV,цакуну,кенет
812,sofort::ADV,мугьлат бакъа,әне-міне дегенше
813,später::ADV,махъ,артынан
814,jetzt::ADV,утти,енді
815,jetzt::ADV,утти,қазір
816,jetzt::ADV,цӏана,енді
817,jetzt::ADV,цӏана,қазір
818,heute::ADV,хӏакьину,бүгін
819,morgen::ADV,гьуит,ертең
820,morgen::ADV,гьунттий,ертең
821,dann::ADV,яла,онан соң
822,dann::ADV,яла,сонан соң
823,gestern::ADV,лахьхьу,кеше
824,damals::ADV,та чӏумал,анада
825,danach::ADV,яла,онан соң
826,danach::ADV,яла,сонан соң
827,vorher::ADV,хьхьнчӏ,бұрын
828,vorher::ADV,хьхьичӏва,бұрын
829,zuerst::ADV,бакӏрай,әуелі
830,zuerst::ADV,бакӏрай,алдымен
831,zuerst::ADV,цӏу бутӏуй,әуелі
832,zuerst::ADV,цӏу бутӏуй,алдымен
833,einmal::ADV,цал,бір жолы
834,manchmal::ADV,ваксса-таксса,кейде
835,oft::ADV,чӏявуну,ылғи
836,immer::ADV,мудан,өнебойы
837,immer::ADV,даиман,өнебойы
838,niemals::ADV,тачӏав,ешуақытта
839,hier::ADV,шикку,бұнда
840,hier::ADV,шикку,осында
841,hierhin::ADV,шиккун,бермен
842,von hier::ADV,шичча,бер жақтан
843,dort::ADV,гикку,анда
844,dorthin::ADV,тиккун,әрі
845,geradeaus::ADV,тӏайланм,тура
846,vorwärts::ADV,хьхьичӏунмай,ілгері
847,rückwärts::ADV,махъа-хьхьичӏунмай,артқа
848,zurück::ADV,махъунмай,кейін қарай
849,unten::ADV,лув,төменде
850,hinab::ADV,бакӏ-ялавай,астына
851,hinab::ADV,бакӏ-ялавай,төмен
852,hinab::ADV,бакӏъялавай,астына
853,hinab::ADV,бакӏъялавай,төмен
854,oben::ADV,ялув,жоғарыда
855,hinauf::ADV,лавай,өрге
856,überall::ADV,гьариий,әрқайда
857,überall::ADV,хьу-хьуний,әрқайда
858,überall::ADV,гьарца кӏанай,әрқайда
859,nicht::ADV,къа-,емес
860,ein wenig::ADV,чанни,азырақ
861,ein wenig::ADV,чанни,аздаған
862,ein wenig::ADV,чанни,азғантай
863,ein wenig::ADV,ца чансса,азырақ
864,ein wenig::ADV,ца чансса,аздаған
865,ein wenig::ADV,ца чансса,азғантай
866,kaum::ADV,дахьа,зорға
867,sehr::ADV,оьну,орасан
868,sehr::ADV,гужну,орасан
869,sehr::ADV,хъинну,орасан
870,so::ADV,укукн,бұлай
871,so::ADV,укукн,былайша
872,noch::ADV,гьала,әлі
873,noch::ADV,уттигу,әлі
874,noch::ADV,цакьинва,әлі
875,noch::ADV,ттигу-шилагу,әлі
876,nur::ADV,анжагь,ғана
877,wieder::ADV,цӏуницӏа,жаңа
878,wieder::ADV,цӏуницӏа,қайта
879,wieder::ADV,цӏуницӏа,жаңадан
880,vergebens::ADV,аьдада,бекер
881,vergebens::ADV,нахӏакь,бекер
882,vor::PRP,хьхьичӏ,алды
883,hinter::PRP,махъ,артынан
884,unter::PRP,лув,түп
885,unter::PRP,лув,маңында
886,durch::PRP,-х,арқылы
887,neben::PRP,чӏарав,іргеде
888,neben::PRP,чӏарав,жанында
889,zwischen::PRP,дянив,арада
890,wegen::PRP,цӏаний,үшін
891,dies::PRN,ва,бұ
892,dies::PRN,ва,осы
893,das::PRN,та,сол
894,das::PRN,кӏа,сол
895,das::PRN,га,сол
896,alles::PRN,щала,дүйім
897,alles::PRN,щала,күллі
898,ich::PRN,на,мен
899,du::PRN,ина,сен
900,er::PRN,му,ол
901,wir::PRN,жу,біз
902,ihr::PRN,зу,сіз
903,was::FPRN,ци,не
904,wer::FPRN,цу,кім
905,wo::FADV,чув,кәні
906,wo::FADV,чув,қайда
907,wohin::FADV,чун,қайда
908,wie::FADV,цукун,калай
909,warum::FADV,цан,неғып
910,wieviel::FNUM,циксса,неше
911,wieviel::FNUM,циксса,қанша
912,eins::NUM,ца,бір
913,zwei::NUM,кӏива,екі
914,drei::NUM,шамма,үш
915,vier::NUM,мукьа,төрт
916,vier::NUM,мукьва,төрт
917,fünf::NUM,ххюва,бес
918,sechs::NUM,ряхва,алты
919,sieben::NUM,арула,жеті
920,acht::NUM,мяйва,сегіз
921,neun::NUM,урчӏва,тоғыз
922,zehn::NUM,ацӏва,он
923,elf::NUM,ацӏния цава,он бір
924,zwölf::NUM,ацӏиия кӏива,он екі
925,zwanzig::NUM,кьува,жиырма
926,dreißig::NUM,зувира,отыз
927,vierzig::NUM,мукьцӏала,қырық
928,fünfzig::NUM,ххюцӏала,елу
929,sechzig::NUM,ряхцӏала,алпыс
930,achtzig::NUM,мяйцӏала,сексен
931,neunzig::NUM,урчӏцӏала,тоқсан
932,hundert::NUM,ттурш,жүз
933,hundert::NUM,ттуршва,жүз
934,tausend::NUM,азарва,мың
935,und::CNJ,-гу,та
936,oder::CNJ,я,әлде
937,oder::CNJ,я,немесе
938,oder::CNJ,ягу,әлде
939,oder::CNJ,ягу,немесе
940,stehen::V,ацӏан,тұру
941,sitzen::V,щяивкӏун икӏан,отыру
942,liegen::V,утту нвхьуну икӏан,жату
943,hängen::V,зурчӏай тӏун,ілу
944,werden::V,хьун,болу
945,werden::V,хьун,түрегелу
946,passieren::V,хьун,болу
947,beginnen::V,дайдишин,басталу
948,beginnen::V,дайдирхьуну дикӏан,басталу
949,enden::V,къуртал дан,ада болу
950,wechseln::V,даххана хьун,құбылу
951,wechseln::V,даххана хьун,өзгеру
952,wechseln::V,даххана дуллан,құбылу
953,wechseln::V,даххана дуллан,өзгеру
954,aufgehen[Sonne]::V,буклай бур,шығу
955,untergehen[Sonne]::V,лаглай бур,батыру
956,scheinen[Sonne]::V,битан,жылтырау
957,scheinen[Sonne]::V,чани буллан,жылтырау
958,donnern::V,тӏий бур,күркіреу
959,wehen::V,бишлай бур,огып тур
960,strömen::V,экьинан,сорғалау
961,fließen::V,экьинан,ағу
962,sich drehen::V,гьанан,айналу
963,schwanken::V,хъюлчу тӏун,толықсу
964,schwanken::V,хӏуркку тӏун,толықсу
965,schwingen::V,хъюлчай тӏун,тербелу
966,schwingen::V,хъюлчу тӏун,тербелу
967,fallen::V,багьлан,құлау
968,fallen::V,багьлан,жығылу
969,fallen::V,багьлан,төмендеу
970,brennen::V,ччучлан,жану
971,rauchen::V,пуркӏу тӏун,түтету
972,regnen::V,лачӏун,жауу
973,regnen::V,лачIлай дур,жауу
974,gefrieren::V,микӏ лачӏун,мұздай қату
975,gefrieren::V,микӏ лачӏун,мұз боп қату
976,tauen::V,баслан,жібу
977,schmelzen::V,баслан,еру
978,trocknen::V,кьакьан,курау
979,sieden::V,щаран,қайнау
980,faulen::V,аьллан,иістену
981,verfaulen::V,аьллан,шіру
982,verfaulen::V,аьян,шіру
983,reißen::V,ххя дукан,жыртылу
984,versinken::V,оькьлан,малтығу
985,versinken::V,оькьан,малтығу
986,vergehen::V,лялиян,өту
987,erscheinen::V,буккан,көріну
988,erscheinen::V,буккан,көрініп қалу
989,erscheinen::V,загьир хьун,көріну
990,erscheinen::V,загьир хьун,көрініп қалу
991,verschwinden::V,бат хьун,ғайып_болу
992,verschwinden::V,акъа хьун,ғайып_болу
993,sinken::V,чахь учин,ылдилау
994,sinken::V,чахь учин,төмендеу
995,abnehmen::V,чан хьун,кемітілу
996,abnehmen::V,ссуссукьу хьун,кемітілу
997,zunehmen::V,гьарза хьун,көбею
998,steigen::V,гьаз хьун,қобу
999,steigen::V,гьаз хьун,көтерілу
1000,steigen::V,гьаз хьун,жоғарылау
1001,wachsen::V,ххяххан,өсу
1002,glänzen::V,цӏай буккан,жалтырау
1003,funkeln::V,цӏай-цӏай тӏун,жарқырау
1004,funkeln::V,цӏай-цӏай тӏун,нұрлану
1005,funkeln::V,цӏай-цӏай тӏун,жылтылдау
1006,lärmen::V,чӏу буллан,шулау
1007,lärmen::V,чӏу буллан,шуылдау
1008,lärmen::V,аьлагъужа буллан,шулау
1009,lärmen::V,аьлагъужа буллан,шуылдау
1010,läuten::V,занг ришлан,қоңыраулату
1011,läuten::V,занг дуллан,қоңыраулату
1012,klingeln::V,занг ришлан,дыңғырлау
1013,klingeln::V,занг дуллан,дыңғырлау
1014,brausen::V,никъащилан,тасу
1015,rauschen::V,щурщур тӏун,сусылдау
1016,rauschen::V,щурщур тӏун,сыбдырлау
1017,klingen::V,чӏу буклан,дыбыс шығару
1018,bellen::V,хӏап тӏун,үру
1019,blasen::V,уф тӏун,үру
1020,pfeifen::V,щютӏа тӏун,ысқыру
1021,schreien::V,чӏу бан,шыңғыру
1022,schreien::V,чӏу бан,айғайлау
1023,schreien::V,чӏу бан,байбайлау
1024,schreien::V,чӏу бан,бажалақтау
1025,stöhnen::V,угь-къак тӏун,ыңырсу
1026,stöhnen::V,угь-къак тӏун,ыңкылдау
1027,zittern::V,зурзу чин,қалш
1028,zittern::V,зурзу чин,қалшылдату
1029,zittern::V,зурзу тӏун,қалш
1030,zittern::V,зурзу тӏун,қалшылдату
1031,leben::V,ялапар хъанан,жасау
1032,leben::V,ялапар хъанан,күнелту
1033,leben::V,ялапар хъанан,күн көру
1034,leben::V,ялапар хъанан,тіршілік ету
1035,geboren werden::V,ан,туу
1036,atmen::V,ссихӏ ласлан,дем алу
1037,atmen::V,ссихӏ ласлан,ауа жұту
1038,atmen::V,ссихӏ бигьлан,дем алу
1039,atmen::V,ссихӏ бигьлан,ауа жұту
1040,trinken::V,хӏачӏан,ішу
1041,trinken::V,хӏачӏан,ұрттау
1042,trinken::V,хӏачӏлан,ішу
1043,trinken::V,хӏачӏлан,ұрттау
1044,essen::V,канан,жеу
1045,essen::V,канан,тамақтану
1046,schlucken::V,кьюлтӏа тӏун,жұту
1047,müde werden::V,аьхчӏин,болдыру
1048,einschlafen::V,шанан икӏан,үйыктап калу
1049,schlafen::V,шанан,ұйықтау
1050,aufwachen::V,чантӏ учин,ояну
1051,aufstehen::V,бизан,ояну
1052,sich erholen::V,бигьалаган,тынығу
1053,krank werden::V,къашай хьун,кеселдену
1054,krank werden::V,къашай хьун,сырқаттану
1055,krank werden::V,къашай хьун,ауырып қалу
1056,krank werden::V,къашай хьун,ауыра бастау
1057,krank werden::V,къашай хьун,кеселге ұшырау
1058,krank werden::V,къашай хьун,сырқаттанып қалу
1059,krank sein::V,къашай хъанан,ауыру
1060,krank sein::V,къашай хъанан,сырқаттану
1061,krank sein::V,къашавай икӏан,ауыру
1062,krank sein::V,къашавай икӏан,сырқаттану
1063,schmerzen::V,цӏун,ауырады
1064,husten::V,хъугьу чин,жөтелу
1065,husten::V,хъугьу тӏун,жөтелу
1066,genesen::V,хъин хьун,айығу
1067,genesen::V,сагъ лаган,айығу
1068,sterben::V,ивчӏан,өлу
1069,sterben::V,ивчӏан,қайтыс
1070,sterben::V,ивчӏан,жантапсыру
1071,umkommen::V,лиллан,өлу
1072,umkommen::V,лиллан,қаза табу
1073,umkommen::V,литӏлан,өлу
1074,umkommen::V,литӏлан,қаза табу
1075,umkommen::V,ажал биян,өлу
1076,umkommen::V,ажал биян,қаза табу
1077,umkommen::V,личӏи хьун,өлу
1078,umkommen::V,личӏи хьун,қаза табу
1079,umkommen::V,иакьлу хьун,өлу
1080,umkommen::V,иакьлу хьун,қаза табу
1081,umkommen::V,ахир жан хъанан,өлу
1082,umkommen::V,ахир жан хъанан,қаза табу
1083,umkommen::V,рухӏирачӏа икӏан,өлу
1084,umkommen::V,рухӏирачӏа икӏан,қаза табу
1085,sich bewegen::V,сукку хьун,жылжу
1086,sich rühren::V,сукку хьун,қыбырлау
1087,sich erheben::V,бизан,тұру
1088,sich setzen::V,щяикӏан,отыру
1089,sich setzen::V,щябикӏан,отыру
1090,hinfallen::V,багьан,жығылу
1091,laufen::V,занан,жояу жүру
1092,schreiten::V,ша ласлан,кадамдау
1093,spazierengehen::V,сайр буллан,қыдыру
1094,eilen::V,анавар буккан,асығу
1095,eilen::V,анавар буккан,жеделдену
1096,eilen::V,анавар буккан,жедепдеу
1097,sich beeilen::V,анавар буккан,асығу
1098,sich beeilen::V,анавар буккан,жеделдену
1099,sausen::V,никъа щилан,заулау
1100,sausen::V,никъа щун,заулау
1101,rennen::V,лечлан,жүгіру
1102,springen::V,тӏанкӏ дан,секіру
1103,klettern::V,лахълан,өрмелеп шығу
1104,schaukeln::V,гьайжак бигьлан,тербелу
1105,kriechen::V,ххярк тӏун,еңбектеу
1106,schwimmen::V,гьузун,жүзу
1107,schwimmen::V,гьузун,малту
1108,schwimmen::V,гьузун,қалықтау
1109,tauchen::V,лултту уккан,сүңгу
1110,rudern::V,бяхлан,есу
1111,rudern::V,батӏлан,есу
1112,rudern::V,ххялаххи дуклан,есу
1113,fahren::V,гьан,бару
1114,fliegen::V,лехлан,ұшу
1115,gehen::V,нан,бару
1116,weggehen::V,ялагьан,кету
1117,abfahren::V,гьан,жөнелу
1118,anhalten::V,бацӏан,тоқтау
1119,hineingehen::V,буххан,кіру
1120,eintreten::V,буххан,ену
1121,kommen::V,учӏан,жету
1122,ankommen::V,биян,келу
1123,ankommen::V,бучӏан,келу
1124,zurückkommen::V,зана хъун,қайту
1125,zurückkommen::V,зана бикӏан,қайту
1126,bleiben::V,личӏан,қалу
1127,warten::V,ялугьлан,тосу
1128,erwarten::V,ялугьлан,күту
1129,suchen::V,луглан,іздеу
1130,finden::V,лякъин,табу
1131,versuchen::V,ххал буллан,талпыну
1132,vorbereiten::V,хӏадур бан,әзірлеу
1133,lieben::V,эшкьи хьуиу бикӏан,сүю
1134,mögen::V,ххиран бикӏан,жарату
1135,mögen::V,ххиран бикӏан,жақсы_көру
1136,lachen::V,хъян,күлу
1137,lachen::V,хъян,күлісу
1138,weinen::V,аьтӏун,жылау
1139,schimpfen::V,дяъван,ақырып-бақыру
1140,schimpfen::V,ссугайи агьан,ақырып-бақыру
1141,sich ärgern::V,ссибизлан,ашулану
1142,sich fürchten::V,ингъауслан,сескену
1143,fürchten::V,хӏучӏ тӏун,қауіптену
1144,fürchten::V,хӏучӏ тӏун,сақсыну
1145,fliehen::V,ака бан,қашу
1146,fliehen::V,ака бан,қашып кету
1147,flüchten::V,лихъан,қашу
1148,flüchten::V,лихъан,қашып кету
1149,sehen::V,чӏалан,көру
1150,anschauen::V,урган,назар салу
1151,ansehen::V,буруглан,тамашалау
1152,hören::V,баллан,есту
1153,zuhören::V,вичӏи дихьлан,тыңдау
1154,zuhören::V,вичӏи дихьлан,құлақ қою
1155,probieren::V,тӏин ххал буллан,тату
1156,probieren::V,тӏин ххал буллан,дәм тату
1157,riechen::V,ссунтӏа тӏун,иіскеу
1158,fühlen::V,дакӏнил буслан,сезу
1159,fühlen::V,дакӏнил буслан,сезіну
1160,scheinen::V,ххан,болып көріну
1161,scheinen::V,бизан,болып көріну
1162,scheinen::V,ххан бикӏлай бикӏан,болып көріну
1163,vernehmen::V,баян,есту
1164,vernehmen::V,баян,есітіп қалу
1165,frieren::V,лигьулул хъанан,тоңу
1166,frieren::V,лигьулул хъанан,жаурау
1167,tun::V,бан,ету
1168,tun::V,бан,істеу
1169,können::V,хьун,білу
1170,anfangen::V,дайдишин,бастау
1171,beenden::V,къуртал бан,бітіру
1172,beenden::V,къуртал бан,адақтау
1173,beenden::V,къуртал бан,тамамдау
1174,beenden::V,къуртал бан,аяқтап шығу
1175,aufhören::V,кьабагьан,доғару
1176,gelingen::V,бюхъан,жолы түсу
1177,öffnen::V,тӏитӏин,ашу
1178,öffnen::V,тӏитӏин,ашып қою
1179,schließen::V,лакьин,жабу
1180,stellen::V,дацӏан дан,қою
1181,stellen::V,дацӏан дан,қойдыру
1182,stellen::V,бишин,қою
1183,stellen::V,бишин,қойдыру
1184,setzen::V,щяитан,отырғызу
1185,legen::V,бишин,салу
1186,legen::V,бишин,калау
1187,berühren::V,ка щун,тию
1188,verbinden::V,бахӏин,байлап алу
1189,verbinden::V,бахӏин,сабақтастыру
1190,verbinden::V,дахӏин,байлап алу
1191,verbinden::V,дахӏин,сабақтастыру
1192,bedecken::V,ялтту бущин,бүркеу
1193,bedecken::V,ялтту бакьин,бүркеу
1194,aufhängen::V,лахъан,ілу
1195,aufhängen::V,лахъан,асып қою
1196,anzünden::V,лахъан,тұтату
1197,aufheben::V,гьаз бан,көтеру
1198,zurücklassen::V,кьаитан,қалдыру
1199,zurücklassen::V,битан,қалдыру
1200,verlieren::V,дакъа дан,жоғалту
1201,fallen lassen::V,рутан,құлатып алу
1202,fallen lassen::V,рутан,қолдан түсіріп алу
1203,machen::V,дан,ету
1204,machen::V,дан,жасау
1205,machen::V,дан,жасап шығару
1206,herstellen::V,яраг ишла бувиу бан,жасап шығару
1207,bauen::V,дан,тұрғызу
1208,reparieren::V,дакьин дан,оңдау
1209,verbessern::V,ххуй дан,дұрыстау
1210,ändern::V,баххана бан,өзгерту
1211,graben::V,дуклан,үңгу
1212,beugen::V,лахӏан бан,буғу
1213,beugen::V,кьус бикӏан,буғу
1214,biegen::V,баччин,ию
1215,biegen::V,баччин,майыстыру
1216,biegen::V,лахӏан бан,ию
1217,biegen::V,лахӏан бан,майыстыру
1218,drehen::V,гьанан,айналдыру
1219,wenden::V,кӏура баен бан,екінші жағын айналдыру
1220,umdrehen::V,кӏура баен бан,бұру
1221,heben::V,гьаз бан,көтеру
1222,hochheben::V,гьаз бан,жоғарылату
1223,hochheben::V,гьаз бан,көтеру
1224,ergreifen::V,хъап дан,бас_салу
1225,ergreifen::V,хъап дан,шап_беріп_ұстап_алу
1226,ergreifen::V,хъап дан,шап_беру
1227,ergreifen::V,хъап дан,шап_ете_түсу
1228,ergreifen::V,хъап увиу угьан,бас_салу
1229,ergreifen::V,хъап увиу угьан,шап_беріп_ұстап_алу
1230,ergreifen::V,хъап увиу угьан,шап_беру
1231,ergreifen::V,хъап увиу угьан,шап_ете_түсу
1232,halten::V,бугьлан,тұту
1233,halten::V,бугьлан,ұстау
1234,drücken::V,кьюч бигьлан,басу
1235,schieben::V,щун,итеру
1236,lecken::V,ланцӏа тӏун,жалау
1237,beißen::V,хъапа тӏун,қабу
1238,beißen::V,хъапа тӏун,тістеу
1239,beißen::V,хъапа тӏун,қауып алу
1240,beißen::V,кьацӏа тӏун,қабу
1241,beißen::V,кьацӏа тӏун,тістеу
1242,beißen::V,кьацӏа тӏун,қауып алу
1243,abreißen::V,буцан,үзу
1244,abschneiden::V,бухъан,қырқу
1245,abschneiden::V,кьукьин,қырқу
1246,binden::V,бахӏин,байланыстыру
1247,binden::V,бахӏин,байлап_алу
1248,binden::V,бахӏин,байластыру
1249,binden::V,бахӏин,байлау
1250,binden::V,бахӏин,буу
1251,binden::V,бахӏин,матау
1252,binden::V,бахӏин,сабақтастыру
1253,binden::V,бахӏин,ұштастыру
1254,binden::V,дахӏин,байланыстыру
1255,binden::V,дахӏин,байлап_алу
1256,binden::V,дахӏин,байластыру
1257,binden::V,дахӏин,байлау
1258,binden::V,дахӏин,буу
1259,binden::V,дахӏин,матау
1260,binden::V,дахӏин,сабақтастыру
1261,binden::V,дахӏин,ұштастыру
1262,brechen::V,гъагъан,сындыру
1263,klopfen::V,кьутӏа тӏун,қағу
1264,hauen::V,рищун,соғу
1265,kleben::V,лачӏун буллан,желімдеу
1266,reiben::V,ссуку буллан,үйкеу
1267,streichen::V,дугъан,сүйкеу
1268,streichen::V,аьгъу дан,сүйкеу
1269,schneiden::V,духълан,кесу
1270,schneiden::V,кьукьлан,кесу
1271,schütteln::V,хъюлчу буллан,дірілдету
1272,schütteln::V,хъюлчу буллан,селкілдету
1273,schwenken::V,палцӏ дуллан,бұлғау
1274,schwenken::V,палцӏ дуллан,сермеу
1275,schütten::V,рутӏин,құю
1276,füllen::V,буцӏин бан,толтыру
1277,einwickeln::V,кай-кай бан,орау
1278,tragen::V,ларсун занан,алып жүру
1279,tragen::V,ларсун ачин,алып жүру
1280,schleppen::V,ххилан,тарту
1281,aufbewahren::V,ядан,сақтау
1282,aufbewahren::V,ядуллан,сақтау
1283,werfen::V,личин,лақтыру
1284,fangen::V,бугьан,қармау
1285,fangen::V,бугьан,қағып алу
1286,fangen::V,бугьлан,қармау
1287,fangen::V,бугьлан,қағып алу
1288,verstecken::V,ладитан,тығу
1289,verstecken::V,ладитан,жасыру
1290,verstecken::V,кьюлтӏ дан,тығу
1291,verstecken::V,кьюлтӏ дан,жасыру
1292,verstecken::V,дахьлаган дан,тығу
1293,verstecken::V,дахьлаган дан,жасыру
1294,teilen::V,бачӏин,бөлу
1295,teilen::V,бутӏа бан,бөлу
1296,schicken::V,тӏайла буккан,жіберу
1297,bringen::V,диян дан,әкелу
1298,bringen::V,диян дан,алып келу
1299,hinzufügen::V,ххи бан,қосу
1300,hinzufügen::V,ххи бан,үстеу
1301,bekommen::V,ласун,алу
1302,erhalten::V,ласун,алмақ
1303,nehmen::V,ласун,алу
1304,nehmen::V,ласун,алмақ
1305,wählen::V,бувчӏин,таңдау
1306,auswählen::V,бувчӏин,екшеу
1307,auswählen::V,бувчӏин,саралау
1308,auswählen::V,бувчӏин,сұрыптау
1309,auswählen::V,бувчӏин,сайлап алу
1310,auswählen::V,язи бугьан,екшеу
1311,auswählen::V,язи бугьан,саралау
1312,auswählen::V,язи бугьан,сұрыптау
1313,auswählen::V,язи бугьан,сайлап алу
1314,bewahren::V,ядан,сақтау
1315,behindern::V,дайщишруду дуллан,оралғы болу
1316,verderben::V,зия дан,бүлдіру
1317,beschädigen::V,зарал буллан,бұзу
1318,zerbrechen::V,гьагъан,уату
1319,zerbrechen::V,гьагъан бан,уату
1320,zerreißen::V,ххяхха дуккан,жырту
1321,zerstören::V,лекьан дан,қирату
1322,zerstören::V,лекьан дан,талқандау
1323,verbrennen::V,ччуччин,өртеу
1324,verbrennen::V,ччуччин,жандыру
1325,verbrennen::V,ччуччин,өртеп жіберу
1326,verbrennen::V,ччуччин,жандырып жіберу
1327,geben::V,дулун,беру
1328,reichen::V,дулун,беру
1329,schenken::V,пишкаш дан,тарту
1330,schenken::V,багъишла дан,тарту
1331,schenken::V,ихӏсандалун дуллун,тарту
1332,versprechen::V,банна чин,уәде беру
1333,loben::V,цӏа дан,мақтау
1334,loben::V,цӏа дан,дәріптеу
1335,küssen::V,ппай тӏун,сүю
1336,wiegen::V,гьуркку тӏун,тербеу
1337,wiegen::V,гьуркку буллан,тербеу
1338,wiegen::V,гьуркку бан,тербеу
1339,wecken::V,чантӏ учин ан,ояту
1340,zeigen::V,ккаккан бан,көрсету
1341,führen::V,буцин,ерту
1342,führen::V,буцин,жетектеу
1343,lehren::V,лахьхьин бан,оқыту
1344,lehren::V,лахьхьин буллан,оқыту
1345,unterrichten::V,дарс дишаван,оқыту
1346,aufziehen::V,хъуна ан,бағу
1347,aufziehen::V,тарбия ан,бағу
1348,leiten::V,каялувшиву дан,басқару
1349,leiten::V,каялувшиву дан,жетекшілік ету
1350,einladen::V,хъамалу оьвчин,шақыру
1351,vereinigen::V,ца бан,біріктіру
1352,vereinigen::V,ца бан,біріктіріп қою
1353,besuchen::V,ялун уххан,кіріп шығу
1354,besuchen::V,ялун уххан,барып шығу
1355,treffen::V,хьуна бакьин,кездесу
1356,sich versammeln::V,батӏин,топталу
1357,spielen::V,тӏуркӏу тӏун,ойнау
1358,singen::V,балай тӏун,сайрау
1359,tanzen::V,къавтӏун,билеу
1360,sich trennen::V,ппив хьун,айрылысу
1361,verlassen::V,увккун гьан,тастау
1362,retten::V,ххассал бан,құтқару
1363,bewachen::V,къарал бан,күзету
1364,schützen::V,ябан,жақтау
1365,schützen::V,ябан,жақтасу
1366,verteidigen::V,буруччин,қорғау
1367,sich schlagen::V,биян,алысу
1368,schießen::V,битлан,ату
1369,siegen::V,ххув хьун,жеңу
1370,siegen::V,ххувшаву ласун,жеңу
1371,ärgern::V,ссибизан уллан,ашуландыру
1372,schlagen::V,рищун,ұру
1373,stechen::V,кьутӏин,шаншу
1374,stoßen::V,щун,түрту
1375,stehlen::V,дацин,ұрлау
1376,stören::V,кьючин,кесірлен
1377,belästigen::V,бизар уллан,мазасын алу
1378,verbergen::V,лабитан,сездірмеу
1379,verbergen::V,кӏучӏ бан,сездірмеу
1380,täuschen::V,хъяврин ан,жалған айту
1381,betrügen::V,аьикьин ан,алдау
1382,betrügen::V,аьикьин ан,алдап кету
1383,betrügen::V,аьикьин ан,ақымақ қылу
1384,töten::V,ивчӏан,құрту
1385,töten::V,ивчӏан,өлтіру
1386,wohnen::V,оьрму бутлан,мекендеу
1387,wohnen::V,оьрму бутлан,өмір сүру
