,Concept_ID,pt,is
197,Ente::N,pata,önd
198,Eule::N,mocho,uggla
199,Eule::N,coruja,uggla
200,Kranich::N,grou,trana
201,Krähe::N,gralha,kráka
202,Kuckuck::N,cuco,gaukur
203,Schwan::N,cisne,svanur
204,Fisch::N,peixe,fiskur
205,Barsch::N,perca,aborri
206,Hecht::N,lúcio,gedda
207,Schlange[Tier]::N,serpente,naðra
208,Wurm::N,verme,ormur
209,Spinne::N,aranha,kónguló
210,Ameise::N,formiga,maur
211,Laus::N,piolho,lús
212,Mücke::N,mosquito,mý
213,Mücke::N,mosquito,mýfluga
214,Fliege::N,mosca,fluga
215,Schmetterling::N,borboleta,fiðrildi
216,Beere::N,bago,ber
217,Apfel::N,maçã,epli
218,Pilz::N,fungo,sveppur
219,Pilz::N,cogumelo,sveppur
220,Zwiebel::N,cebola,laukur
221,Saat::N,sementeira,fræ
222,Saat::N,sementeira,útsæði
223,Korn::N,grão,korn
224,Heu::N,feno,hey
225,Schale::N,casca,hýði
226,Grube::N,cova,gryfja
227,Grube::N,fossa,gryfja
228,Falle::N,armadilha,gildra
229,Schlinge::N,laço,snara
230,Spur::N,pista,spor
231,Spur::N,vestígio,spor
232,Asche::N,cinza,aska
233,Dreck::N,sujidade,óþverri
234,Eisen::N,ferro,járn
235,Gold::N,ouro,gull
236,Silber::N,prata,silfur
237,Kohle::N,carvão,kol
238,Glas::N,vidro,gler
239,Lehm::N,barro,leir
240,Lehm::N,argila,leir
241,Sand::N,areia,sandur
242,Mensch::N,homem,maður
243,Mensch::N,homem,manneskja
244,Mensch::N,pessoa,maður
245,Mensch::N,pessoa,manneskja
246,Mann::N,homem,maður
247,Mann::N,homem,karlmaður
248,Frau::N,mulher,kona
249,Kind::N,filho,barn
250,Kind::N,filho,krakki
251,Kind::N,criança,barn
252,Kind::N,criança,krakki
253,Junge::N,rapaz,drengur
254,Junge::N,menino,drengur
255,Mädchen::N,menina,stelpa
256,Mädchen::N,rapariga,stelpa
257,Familie::N,família,fjölskylda
258,Großvater::N,avô,afi
259,Großmutter::N,avó,amma
260,Eltern::N,pais,foreldrar
261,Vater::N,pai,faðir
262,Mutter::N,mãe,móðir
263,Sohn::N,filho,sonur
264,Tochter::N,filha,dóttir
265,Bruder::N,irmão,bróðir
266,Schwester::N,irmã,systir
267,Onkel::N,tio,föðurbróðir
268,Tante::N,tia,frænka
269,Tante::N,tia,móðursystir
270,Ehemann::N,esposo,eiginmaður
271,Ehefrau::N,esposa,eiginkona
272,Freude::N,prazer,gleði
273,Freude::N,alegria,gleði
274,Gelächter::N,risada,hlátur
275,Gelächter::N,gargalhada,hlátur
276,Glück::N,felicidade,gæfa
277,Kummer::N,aflição,sorg
278,Kummer::N,desgosto,sorg
279,Wunsch::N,desejo,ósk
280,Lust::N,vontade,fýsn
281,Lust::N,vontade,löngun
282,Geist::N,mente,andi
283,Geist::N,espírito,andi
284,Gedanke::N,ideia,hugsun
285,Gedanke::N,pensamento,hugsun
286,Gedächtnis::N,memória,minni
287,Verstand::N,razão,vit
288,Verstand::N,inteligência,vit
289,Sinn::N,sentido,merking
290,Sinn::N,significado,merking
291,Grund::N,causa,ástæða
292,Grund::N,motivo,ástæða
293,Wahrheit::N,verdade,sannleikur
294,Gespräch::N,conversa,samtal
295,Gespräch::N,conversação,samtal
296,Märchen::N,conto,ævintýri
297,Erzählung::N,conto,saga
298,Erzählung::N,narrativa,saga
299,Nachricht::N,mensagem,frétt
300,Neuigkeit::N,notícia,frétt
301,Neuigkeit::N,novidade,frétt
302,Name::N,nome,nafn
303,Rätsel::N,adivinha,gáta
304,Rede::N,oração,ræða
305,Rede::N,discurso,ræða
306,Sprache::N,língua,mál
307,Sprache::N,língua,tungumál
308,Stimme::N,voz,rödd
309,Wort::N,palavra,orð
310,Zeichen::N,marca,tákn
311,Zeichen::N,marca,merki
312,Ruf::N,grito,kall
313,Ruf::N,chamada,kall
314,Lärm::N,ruído,hávaði
315,Lärm::N,barulho,hávaði
316,Laut::N,som,hljóð
317,Ton::N,tom,tónn
318,Lied::N,canção,ljóð
319,Lied::N,canção,söngur
320,Ruhe::N,calma,ró
321,Ruhe::N,calma,kyrrð
322,Ruhe::N,silêncio,ró
323,Ruhe::N,silêncio,kyrrð
324,Leute::N,gente,fólk
325,Leute::N,pessoas,fólk
326,Volk::N,povo,þjóð
327,Volk::N,nação,þjóð
328,Arbeit::N,trabalho,vinna
329,Gast::N,hóspede,gestur
330,Gast::N,convidado,gestur
331,Geschenk::N,prenda,gjöf
332,Geschenk::N,presente,gjöf
333,Spiel::N,jogo,leikur
334,Gesellschaft::N,companhia,selskapur
335,Hilfe::N,ajuda,hjálp
336,Hilfe::N,socorro,hjálp
337,Freund::N,amigo,vinur
338,Kamerad::N,camarada,félagi
339,Angelegenheit::N,assunto,mál
340,Angelegenheit::N,assunto,málefni
341,Anzahl::N,número,tala
342,Anzahl::N,número,fjöldi
343,Anzahl::N,quantidade,tala
344,Anzahl::N,quantidade,fjöldi
345,Art::N,tipo,tegund
346,Art::N,espécie,tegund
347,Stück::N,pedaço,biti
348,Stück::N,pedaço,stykki
349,Teil::N,peça,hluti
350,Teil::N,peça,partur
351,Teil::N,parte,hluti
352,Teil::N,parte,partur
353,Hälfte::N,metade,helmingur
354,Kreis::N,círculo,hringur
355,Kreuz::N,cruz,kross
356,Kreuz::N,cruz,krossmark
357,Linie::N,linha,lína
358,Strich::N,traço,strik
359,Abstand::N,distância,millibil
360,Entfernung::N,distância,fjarlægð
361,Gegend::N,área,hérað
362,Gegend::N,região,hérað
363,Platz::N,lugar,pláss
364,Ort::N,sítio,staður
365,Seite::N,lado,hlið
366,Mitte::N,meio,miðja
367,Gegenstand::N,objecto,hlutur
368,Sache::N,coisa,mál
369,Rand::N,bordo,brún
370,Rand::N,margem,brún
371,Kante::N,borda,rönd
372,Kante::N,aresta,rönd
373,Ecke::N,esquina,horn
374,Spitze::N,ponta,oddur
375,Ende::N,cabo,endi
376,Ende::N,extremo,endi
377,Loch::N,furo,gat
378,Loch::N,furo,hola
379,Loch::N,buraco,gat
380,Loch::N,buraco,hola
381,Winkel::N,canto,skot
382,Winkel::N,canto,krókur
383,Winkel::N,ângulo,skot
384,Winkel::N,ângulo,krókur
385,Muster::N,padrão,munstur
386,Muster::N,desenho,munstur
387,Größe::N,tamanho,stærð
388,Länge::N,comprimento,lengd
389,Höhe::N,altura,hæð
390,Höhe::N,altitude,hæð
391,Gewicht::N,peso,vigt
392,Gewicht::N,peso,þyngd
393,Menge::N,quantidade,magn
394,Haufen::N,pilha,hrúga
395,Haufen::N,pilha,haugur
396,Reihe::N,fila,röð
397,Boot::N,barco,bátur
398,Ruder::N,remo,ár
399,Schlitten::N,trenó,sleði
400,Ski::N,esqui,skíði
401,Lagerfeuer::N,fogueira,varðeldur
402,Last::N,carga,byrði
403,Last::N,carga,farmur
404,Gang::N,curso,ganga
405,Gang::N,caminhada,ganga
406,Schritt::N,passo,skref
407,Norden::N,norte,norður
408,Süden::N,sul,suður
409,Westen::N,oeste,vestur
410,Westen::N,ocidente,vestur
411,Osten::N,este,austur
412,Osten::N,leste,austur
413,Osten::N,oriente,austur
414,Holz::N,madeira,viður
415,Brett::N,tábua,fjöl
416,Brett::N,prancha,fjöl
417,Platte::N,laje,flötur
418,Platte::N,chapa,flötur
419,Stütze::N,apoio,stoð
420,Stütze::N,suporte,stoð
421,Stange::N,vara,stöng
422,Stange::N,barra,stöng
423,Stock::N,pau,prik
424,Stock::N,pau,stafur
425,Stock::N,bengala,prik
426,Stock::N,bengala,stafur
427,Stab::N,bastão,prik
428,Stab::N,bastão,stafur
429,Rohr::N,cano,rör
430,Rohr::N,cano,pípa
431,Haus::N,casa,hús
432,Heim::N,lar,heimili
433,Heim::N,casa,heimili
434,Ofen::N,estufa,ofn
435,Ofen::N,aquecedor,ofn
436,Fußboden::N,piso,gólf
437,Tisch::N,mesa,borð
438,Stuhl::N,cadeira,stóll
439,Wiege::N,berço,vagga
440,Bett::N,cama,rúm
441,Bett::N,cama,hvíla
442,Regal::N,estante,hilla
443,Regal::N,prateleira,hilla
444,Kiste::N,caixa,kassi
445,Fenster::N,janela,gluggi
446,Tür::N,porta,dyr
447,Tür::N,porta,hurð
448,Tor::N,portão,hlið
449,Zaun::N,cerca,girðing
450,Zaun::N,cerca,limgarður
451,Zaun::N,vedação,girðing
452,Zaun::N,vedação,limgarður
453,Dach::N,telhado,þak
454,Leiter::N,escada,stigi
455,Leiter::N,escada móvel,stigi
456,Besen::N,vassoura,sópur
457,Spaten::N,pá,spaði
458,Schaufel::N,pá,skófla
459,Gabel::N,garfo,gaffall
460,Löffel::N,colher,skeið
461,Messer::N,faca,hnífur
462,Nagel::N,cravo,nögl
463,Netz::N,rede,net
464,Haken::N,gancho,krókur
465,Griff::N,asa,tak
466,Griff::N,cabo,tak
467,Schloss::N,fechadura,lás
468,Bild::N,imagem,mynd
469,Figur::N,figura,stytta
470,Puppe::N,boneca,brúða
471,Beutel::N,saco,poki
472,Beutel::N,saco,baggi
473,Beutel::N,bolsa,poki
474,Beutel::N,bolsa,baggi
475,Bündel::N,fardo,böggull
476,Tasche::N,saco,veski
477,Tasche::N,bolso,veski
478,Eimer::N,balde,fata
479,Deckel::N,tampa,lok
480,Geschirr::N,louça,leirtau
481,Sack::N,saca,sekkur
482,Tasse::N,chávena,bolli
483,Topf::N,tacho,pottur
484,Topf::N,panela,pottur
485,Kessel::N,caldeira,ketill
486,Essen::N,refeição,matur
487,Nahrung::N,comida,fæða
488,Nahrung::N,alimento,fæða
489,Speise::N,prato,réttur
490,Speise::N,prato,matarréttur
491,Fleisch::N,carne,kjöt
492,Getreide::N,cereais,korn
493,Brei::N,puré,grautur
494,Brot::N,pão,brauð
495,Scheibe::N,fatia,sneið
496,Fett::N,banha,fita
497,Fett::N,gordura,fita
498,Butter::N,manteiga,smjör
499,Öl::N,azeite,olía
500,Salz::N,sal,salt
501,Suppe::N,sopa,súpa
502,Suppe::N,caldo,súpa
503,Honig::N,mel,hunang
504,Milch::N,leite,mjólk
505,Tee::N,chá,te
506,Leder::N,couro,skinn
507,Wolle::N,lã,ull
508,Stoff::N,pano,dúkur
509,Stoff::N,tecido,dúkur
510,Nadel::N,agulha,nál
511,Faden::N,fio,þráður
512,Knopf::N,botão,tala
513,Knopf::N,botão,hnappur
514,Knoten::N,nó,hnútur
515,Farbe::N,corante,málning
516,Kleidung::N,roupa,búningur
517,Kleidung::N,roupa,klæðnaður
518,Kleidung::N,vestuário,búningur
519,Kleidung::N,vestuário,klæðnaður
520,Hemd::N,camisa,skyrta
521,Kragen::N,gola,kragi
522,Kragen::N,gola,flibbi
523,Ärmel::N,manga,ermi
524,Hose::N,calça,buxur
525,Gürtel::N,cinto,belti
526,Mütze::N,boné,húfa
527,Mütze::N,barrete,húfa
528,Schuh::N,sapato,skór
529,Stiefel::N,bota,stígvél
530,Ring::N,anel,hringur
531,Band::N,fita,band
532,Band::N,faixa,band
533,Kamm::N,pente,greiða
534,Spiegel::N,espelho,spegill
535,Riemen::N,correia,ól
536,Riemen::N,correia,reim
537,Schnur::N,corda,snúra
538,Schnur::N,cordel,snúra
539,Leine::N,trela,band
540,Decke::N,cobertor,teppi
541,Kissen::N,almofada,koddi
542,Tuch::N,pano,klútur
543,Handtuch::N,toalha,þurrka
544,Handtuch::N,toalha,handklæði
545,Kraft::N,força,afl
546,Kraft::N,força,kraftur
547,Stärke::N,força,styrkur
548,Gesundheit::N,saúde,heilsa
549,Gesundheit::N,saúde,heilbrigði
550,Krankheit::N,doença,sjúkdómur
551,Krankheit::N,enfermidade,sjúkdómur
552,Schmerz::N,dor,sársauki
553,Wunde::N,chaga,sár
554,Wunde::N,ferida,sár
555,Fieber::N,febre,hitasótt
556,Arznei::N,remédio,lyf
557,Brücke::N,ponte,brú
558,Brunnen::N,poço,brunnur
559,Weide::N,pastagem,hagi
560,Pfad::N,senda,stígur
561,Pfad::N,trilho,stígur
562,Weg::N,caminho,vegur
563,Straße::N,via,gata
564,Straße::N,via,stræti
565,Straße::N,estrada,gata
566,Straße::N,estrada,stræti
567,Dorf::N,aldeia,þorp
568,Stadt::N,cidade,borg
569,Brief::N,carta,bréf
570,Buch::N,livro,bók
571,Buchstabe::N,letra,bókstafur
572,Zeitung::N,jornal,dagblað
573,Leben::N,vida,líf
574,Tod::N,morte,dauði
575,Grab::N,túmulo,gröf
576,Grab::N,sepultura,gröf
577,Kirche::N,igreja,kirkja
578,Sünde::N,pecado,synd
579,Gott::N,deus,guð
580,Arbeiter::N,operário,verkamaður
581,Arbeiter::N,trabalhador,verkamaður
582,Chef::N,chefe,yfirmaður
583,Chef::N,patrão,yfirmaður
584,Meister::N,mestre,meistari
585,Arzt::N,médico,læknir
586,Lehrer::N,professor,kennari
587,Geld::N,dinheiro,peningar
588,Geschäft::N,negócio,viðskipti
589,Laden::N,loja,búð
590,Laden::N,loja,verslun
591,Preis::N,preço,verð
592,Ware::N,mercadoria,vara
593,Nutzen::N,proveito,gagn
594,Reichtum::N,riqueza,auður
595,Welt::N,mundo,veröld
596,Land::N,país,land
597,Staat::N,Estado,ríki
598,König::N,rei,konungur
599,Macht::N,poder,vald
600,Macht::N,potência,vald
601,Grenze::N,fronteira,landamæri
602,Krieg::N,guerra,stríð
603,Feind::N,inimigo,fjandmaður
604,Gewalt::N,violência,ofbeldi
605,Kampf::N,luta,bardagi
606,Kampf::N,combate,bardagi
607,Bogen[Waffe]::N,arco,bogi
608,Pfeil::N,seta,ör
609,Pfeil::N,flecha,ör
610,Gewehr::N,espingarda,byssa
611,Fehler::N,erro,villa
612,Fehler::N,falha,villa
613,Lüge::N,mentira,lygi
614,Schaden::N,dano,skemmd
615,Schaden::N,estrago,skemmd
616,Unglück::N,desgraça,óhamingja
617,Schuld::N,culpa,sök
618,Alter::N,idade,aldur
619,Schluss::N,fim,lok
620,Schluss::N,fim,endir
621,Zeit::N,tempo,tími
622,Tag::N,dia,dagur
623,Morgen::N,manhã,morgunn
624,Mittag::N,meio-dia,hádegi
625,Abend::N,noite,kvöld
626,Abend::N,tardinha,kvöld
627,Nacht::N,noite,nótt
628,Woche::N,semana,vika
629,Monat::N,mês,mánuður
630,Jahr::N,ano,ár
631,Frühling::N,primavera,vor
632,Sommer::N,verão,sumar
633,Herbst::N,outono,haust
634,Winter::N,inverno,vetur
635,Januar::N,Janeiro,janúar
636,Februar::N,Fevereiro,február
637,März::N,Março,mars
638,April::N,Abril,apríl
639,Mai::N,Maio,maí
640,Juni::N,Junho,júní
641,Juli::N,Julho,júlí
642,August::N,Agosto,ágúst
643,September::N,Setembro,september
644,Oktober::N,Outubro,október
645,November::N,Novembro,nóvember
646,Dezember::N,Dezembro,desember
647,Montag::N,segunda-feira,mánudagur
648,Dienstag::N,terça-feira,þriðjudagur
649,Mittwoch::N,quarta-feira,miðvikudagur
650,Donnerstag::N,quinta-feira,fimmtudagur
651,Freitag::N,sexta-feira,föstudagur
652,Samstag::N,sábado,laugardagur
653,Sonntag::N,domingo,sunnudagur
654,groß::A,grande,stór
655,klein::A,pequeno,lítill
656,lang::A,comprido,langur
657,kurz::A,curto,stuttur
658,breit::A,largo,breiður
659,schmal::A,estreito,mjór
660,dicht::A,denso,þéttur
661,dick[Gegenstand]::A,grosso,þykkur
662,dünn::A,delgado,þunnur
663,fein::A,fino,fíngerður
664,fein::A,subtil,fíngerður
665,fest::A,firme,fastur
666,fest::A,sólido,fastur
667,flach::A,plano,flatur
668,glatt::A,liso,háll
669,glatt::A,liso,sléttur
670,hart::A,duro,harður
671,weich::A,mole,mjúkur
672,rund::A,redondo,kringlóttur
673,spitz::A,agudo,oddhvass
674,scharf::A,afiado,beittur
675,stumpf::A,rombo,bitlaus
676,schwer::A,pesado,þungur
677,schön::A,belo,fagur
678,schön::A,belo,fallegur
679,schön::A,bonito,fagur
680,schön::A,bonito,fallegur
681,heiß::A,quente,heitur
682,warm::A,quente,hlýr
683,warm::A,quente,heitur
684,kalt::A,frio,kaldur
685,kühl::A,fresco,svalur
686,frisch::A,fresco,frískur
687,feucht::A,húmido,rakur
688,feucht::A,húmido,þvalur
689,nass::A,molhado,votur
690,nass::A,molhado,blautur
691,trocken::A,seco,þurr
692,voll::A,cheio,fullur
693,leer::A,vazio,tómur
694,offen::A,aberto,opinn
695,geschlossen::A,fechado,lokaður
696,sauber::A,limpo,þrifinn
697,schmutzig::A,sujo,óhreinn
698,schmutzig::A,sujo,sóðalegur
699,roh::A,cru,hrár
700,reif::A,maduro,þroskaður
701,lecker::A,delicioso,ljúffengur
702,süß::A,doce,sætur
703,bitter::A,amargo,beiskur
704,sauer::A,azedo,súr
705,hell::A,claro,bjartur
706,dunkel::A,escuro,dimmur
707,dunkel::A,sombrio,dimmur
708,schwarz::A,preto,svartur
709,weiß::A,branco,hvítur
710,rot::A,vermelho,rauður
711,gelb::A,amarelo,gulur
712,blau::A,azul,blár
713,grün::A,verde,grænn
714,grau::A,cinzento,grár
715,bunt::A,colorido,marglitur
716,billig::A,barato,ódýr
717,teuer::A,caro,dýr
718,wertvoll::A,valioso,verðmætur
719,wertvoll::A,precioso,verðmætur
720,blind::A,cego,blindur
721,taub::A,surdo,heyrnarlaus
722,kräftig::A,forte,öflugur
723,kräftig::A,poderoso,öflugur
724,stark::A,forte,sterkur
725,stark::A,robusto,sterkur
726,schwach::A,débil,veill
727,fett::A,gordo,feitur
728,schlank::A,esbelto,grannur
729,schlank::A,esbelto,spengilegur
730,hübsch::A,giro,snotur
731,hübsch::A,giro,laglegur
732,hübsch::A,bonito,snotur
733,hübsch::A,bonito,laglegur
734,böse::A,mau,illur
735,böse::A,mau,vondur
736,dumm::A,parvo,heimskur
737,dumm::A,estúpido,heimskur
738,faul::A,preguiçoso,latur
739,fleißig::A,aplicado,iðinn
740,fleißig::A,diligente,iðinn
741,geizig::A,avarento,nískur
742,klug::A,prudente,hygginn
743,klug::A,inteligente,hygginn
744,geschickt::A,hábil,fimur
745,geschickt::A,hábil,laginn
746,lieb::A,caro,kær
747,lieb::A,caro,ljúfur
748,lieb::A,querido,kær
749,lieb::A,querido,ljúfur
750,lustig::A,alegre,kátur
751,sanft::A,suave,blíður
752,sanft::A,brando,blíður
753,hungrig::A,faminto,soltinn
754,hungrig::A,faminto,hungraður
755,krank::A,doente,sjúkur
756,krank::A,enfermo,sjúkur
757,nackt::A,nu,nakinn
758,nackt::A,despido,nakinn
759,traurig::A,triste,dapur
760,traurig::A,triste,hryggur
761,lebendig::A,vivo,lifandi
762,gut::A,bom,góður
763,schlecht::A,mau,slæmur
764,schlecht::A,mau,lélegur
765,schlecht::A,ruim,slæmur
766,schlecht::A,ruim,lélegur
767,richtig::A,justo,réttur
768,richtig::A,correcto,réttur
769,schlimm::A,mau,slæmur
770,schlimm::A,grave,slæmur
771,wahr::A,verdadeiro,sannur
772,alt::A,velho,gamall
773,alt::A,antigo,gamall
774,neu::A,novo,nýr
775,ehemalig::A,antigo,fyrrverandi
776,alt[Lebewesen]::A,velho,gamall
777,jung::A,jovem,ungur
778,arm::A,pobre,vesall
779,arm::A,pobre,fátækur
780,reich::A,rico,ríkur
781,reich::A,rico,auðugur
782,bekannt::A,conhecido,kunnugur
783,berühmt::A,famoso,frægur
784,berühmt::A,célebre,frægur
785,fremd::A,alheio,framandi
786,fremd::A,alheio,ókunnugur
787,fremd::A,estranho,framandi
788,fremd::A,estranho,ókunnugur
789,verschieden::A,diverso,ýmis
790,verschieden::A,diferente,ýmis
791,nah::A,próximo,nálægur
792,fern::A,remoto,fjarri
793,fern::A,remoto,fjarlægur
794,fern::A,distante,fjarri
795,fern::A,distante,fjarlægur
796,linker::A,esquerdo,vinstri
797,rechter::A,direito,hægri
798,anderer::A,outro,annar
799,erster::A,primeiro,fyrsti
800,zweiter::A,segundo,annar
801,dritter::A,terceiro,þriðji
802,letzter::A,final,síðasti
803,letzter::A,último,síðasti
804,allein::ADV,só,einn
805,allein::ADV,só,aleinn
806,auf einmal::ADV,de vez,allt í einu
807,zusammen::ADV,juntos,saman
808,lange::ADV,muito tempo,lengi
809,plötzlich::ADV,de repente,skyndilega
810,sofort::ADV,imediatamente,strax
811,sofort::ADV,imediatamente,þegar í stað
812,später::ADV,mais tarde,seinna
813,jetzt::ADV,agora,nú
814,jetzt::ADV,agora,núna
815,heute::ADV,hoje,í dag
816,morgen::ADV,amanhã,á morgun
817,bald::ADV,logo,brátt
818,bald::ADV,logo,bráðum
819,bald::ADV,breve,brátt
820,bald::ADV,breve,bráðum
821,dann::ADV,então,svo
822,dann::ADV,então,síðan
823,dann::ADV,depois,svo
824,dann::ADV,depois,síðan
825,gestern::ADV,ontem,í gær
826,einst::ADV,antigamente,forðum
827,damals::ADV,então,þá
828,damals::ADV,então,á þeim tímum
829,danach::ADV,logo,á eftir því
830,danach::ADV,depois,á eftir því
831,vorher::ADV,antes,áður
832,zuerst::ADV,primeiro,fyrst
833,einmal::ADV,uma vez,einu sinni
834,manchmal::ADV,às vezes,stundum
835,oft::ADV,muitas vezes,oft
836,immer::ADV,sempre,alltaf
837,immer::ADV,sempre,sífellt
838,niemals::ADV,nunca,aldrei
839,hier::ADV,cá,hér
