,Concept_ID,fr,av
96,Tropfen::N,goutte,резел
97,Tropfen::N,goutte,тӏинкӏ
98,Tropfen::N,goutte,къатӏра
99,Tropfen::N,goutte,тӏенкӏел
100,Schaum::N,écume,полоп
101,Schaum::N,mousse,полоп
102,Schmutz::N,boue,чороклъи
103,Schmutz::N,saleté,чороклъи
104,See::N,lac,хӏор
105,Sumpf::N,marais,хьуцӏ
106,Sumpf::N,marécage,хьуцӏ
107,Moor::N,tourbière,
108,Wiese::N,pré,мегъ
109,Wiese::N,pré,гӏурдаллъи
110,Wald::N,bois,рохь
111,Wald::N,forêt,рохь
112,Hügel::N,coteau,гохӏ
113,Hügel::N,colline,гохӏ
114,Anhöhe::N,éminence,сийитма
115,Anhöhe::N,élévation,сийитма
116,Berg::N,mont,мегӏер
117,Berg::N,montagne,мегӏер
118,Gipfel::N,cime,тӏогь
119,Gipfel::N,sommet,тӏогь
120,Höhle::N,caverne,нохъо
121,Abhang::N,pente,лабаллъи
122,Abhang::N,versant,лабаллъи
123,Quelle::N,source,ицц
124,Quelle::N,fontaine,ицц
125,Bach::N,ruisseau,лъар
126,Fluss::N,fleuve,гӏор
127,Fluss::N,rivière,гӏор
128,Ufer::N,bord,рагӏал
129,Ufer::N,rivage,рагӏал
130,Küste::N,côte,рагӏал
131,Festland::N,terre ferme,ракь
132,Festland::N,terre ferme,ракъдаллъи
133,Meer::N,mer,ралъад
134,Bucht::N,baie,кӏветӏ
135,Insel::N,île,чӏинкӏиллъи
136,Blume::N,fleur,тӏегь
137,Gras::N,herbe,хер
138,Wurzel::N,racine,кьибил
139,Baum::N,arbre,гъветӏ
140,Stamm::N,tronc,рохти
141,Rinde::N,écorce,макъар
142,Ast::N,branche,ноцӏ
143,Zweig::N,rameau,гӏаркьел
144,Blatt::N,feuille,тӏамах
145,Birke::N,bouleau,мах
146,Birke::N,bouleau,махигъветӏ
147,Kiefer[Baum]::N,pin,накӏкӏигъветӏ
148,Weide[Baum]::N,saule,рицӏцӏ
149,Weide[Baum]::N,saule,рицӏцӏигъветӏ
150,Tanne::N,sapin,ёлка
151,Horn::N,corne,лълъар
152,Feder::N,plume,хӏули
153,Fell::N,peau,тӏом
154,Fell::N,peau,цӏоко
155,Flügel::N,aile,кваркьи
156,Klaue::N,serre,галъ
157,Kralle::N,ongle,квачӏ
158,Kralle::N,ongle,катиквачӏ
159,Kralle::N,griffe,квачӏ
160,Kralle::N,griffe,катиквачӏ
161,Schwanz::N,queue,рачӏ
162,Ei::N,œuf,хоно
163,Nest::N,nid,бусен
164,Bau::N,terrier,каратӏ
165,Tier::N,animal,хӏайван
166,Herde::N,troupeau,рехъен
167,Herde::N,troupeau,рехъед
168,Kuh::N,vache,гӏака
169,Bulle::N,taureau,оц
170,Pferd::N,cheval,чу
171,Schaf::N,mouton,чахъу
172,Schwein::N,porc,болъон
173,Schwein::N,cochon,болъон
174,Hund::N,chien,гьой
175,Katze::N,chat,кету
176,Bär::N,ours,ци
177,Eichhörnchen::N,écureuil,гвангва
178,Elch::N,élan,
179,Fuchs::N,renard,цер
180,Hase::N,lièvre,гӏанкӏ
181,Maus::N,souris,гӏункӏкӏ
182,Wolf::N,loup,бацӏ
183,Vogel::N,oiseau,хӏинчӏ
184,Schwarm::N,nuée,тӏел
185,Schwarm::N,volée,тӏел
186,Huhn::N,poule,гӏанкӏу
187,Hahn::N,coq,хӏелеко
188,Gans::N,oie,хъаз
189,Adler::N,aigle,цӏум
190,Ente::N,canard,ордек
191,Eule::N,hibou,беццаруз
192,Kranich::N,grue,къункъра
193,Krähe::N,corneille,гъеду
194,Kuckuck::N,coucou,гагу
195,Schwan::N,cygne,хӏанкъва
196,Fisch::N,poisson,ччугӏа
197,Barsch::N,perche,окунь
198,Hecht::N,brochet,щука
199,Schlange[Tier]::N,serpent,борохь
200,Wurm::N,ver,хӏапара
201,Spinne::N,araignée,хъанхъра
202,Ameise::N,fourmi,цӏунцӏра
203,Laus::N,pou,нацӏ
204,Mücke::N,moucheron,кӏкӏара
205,Fliege::N,mouche,тӏутӏ
206,Schmetterling::N,papillon,кӏалкӏучӏ
207,Beere::N,baie,
208,Apfel::N,pomme,гӏеч
209,Pilz::N,champignon,гӏурдахӏан
210,Zwiebel::N,oignon,кӏочӏопер
211,Saat::N,semence,хьон
212,Korn::N,grain,мугь
213,Heu::N,foin,хер
214,Schale::N,pelure,хъал
215,Grube::N,fosse,гвенд
216,Falle::N,piège,къор
217,Falle::N,piège,къотен
218,Schlinge::N,lacs,кӏичӏ
219,Spur::N,trace,лъалкӏ
220,Asche::N,cendre,рахъу
221,Dreck::N,crotte,гъиз
222,Dreck::N,crotte,хӏарщ
223,Eisen::N,fer,махх
224,Gold::N,or,месед
225,Silber::N,argent,гӏарац
226,Kohle::N,charbon,тӏурччи
227,Glas::N,verre,цӏер
228,Lehm::N,glaise,хӏатӏ
229,Sand::N,sable,сали
230,Mensch::N,homme,чи
231,Mann::N,homme,бихьинчи
232,Frau::N,femme,гӏадан
233,Kind::N,enfant,лъимер
234,Junge::N,garçon,вас
235,Mädchen::N,fille,яс
236,Mädchen::N,jeune fille,яс
237,Familie::N,famille,хъизан
238,Großvater::N,grand-père,кӏудада
239,Großmutter::N,grand-mère,кӏодо
240,Eltern::N,parents,эбел-эмен
241,Vater::N,père,эмен
242,Mutter::N,mère,эбел
243,Sohn::N,fils,вас
244,Tochter::N,fille,яс
245,Bruder::N,frère,вац
246,Schwester::N,sœur,яц
247,Onkel::N,oncle,даци
248,Tante::N,tante,ада
249,Ehemann::N,mari,рос
250,Ehemann::N,époux,рос
251,Ehefrau::N,femme,чӏужу
252,Ehefrau::N,épouse,чӏужу
253,Freude::N,joie,ракӏбохи
254,Freude::N,plaisir,ракӏбохи
255,Gelächter::N,rires,релъи
256,Glück::N,bonheur,талихӏ
257,Glück::N,bonheur,талихӏ-рохел
258,Kummer::N,peine,хӏалкъай
259,Kummer::N,chagrin,хӏалкъай
260,Wunsch::N,désir,къасд
261,Lust::N,envie,гъира
262,Geist::N,esprit,чӏанкӏ
263,Geist::N,esprit,рухӏ-жан
264,Gedanke::N,idée,пикру
265,Gedanke::N,pensée,пикру
266,Gedächtnis::N,mémoire,
267,Verstand::N,raison,лумалъи
268,Verstand::N,raison,цӏодорлъи
269,Sinn::N,sens,магӏна
270,Grund::N,cause,багьана
271,Grund::N,raison,багьана
272,Wahrheit::N,vérité,ритӏухълъи
273,Gespräch::N,conversation,накъит
274,Märchen::N,conte,маргьа
275,Märchen::N,conte de fées,маргьа
276,Erzählung::N,conte,къиса
277,Erzählung::N,narration,къиса
278,Nachricht::N,message,хабар
279,Neuigkeit::N,nouvelle,хабар-гӏазаб
280,Name::N,nom,цӏар
281,Rätsel::N,énigme,бицанкӏо
282,Rätsel::N,devinette,бицанкӏо
283,Rede::N,parole,речь
284,Rede::N,parole,калам
285,Rede::N,discours,речь
286,Rede::N,discours,калам
287,Sprache::N,langue,мацӏ
288,Sprache::N,langage,мацӏ
289,Stimme::N,voix,гьаракь
290,Wort::N,mot,рагӏи
291,Zeichen::N,signe,ишара
292,Zeichen::N,signe,гӏаламат
293,Ruf::N,cri,ахӏи
294,Ruf::N,appel,ахӏи
295,Lärm::N,bruit,хъуй
296,Lärm::N,bruit,хъуди
297,Laut::N,son,гьаракь
298,Laut::N,son,сас
299,Ton::N,ton,
300,Lied::N,chant,кечӏ
301,Lied::N,chanson,кечӏ
302,Ruhe::N,calme,рахӏат
303,Ruhe::N,tranquillité,рахӏат
304,Leute::N,gens,гӏадамал
305,Volk::N,peuple,халкъ
306,Arbeit::N,travail,хӏалтӏи
307,Gast::N,hôte,гьобол
308,Gast::N,invité,гьобол
309,Geschenk::N,cadeau,сайигъат
310,Geschenk::N,présent,сайигъат
311,Spiel::N,jeu,хӏай
312,Spiel::N,jeu,расанди
313,Gesellschaft::N,compagnie,жамагӏат
314,Hilfe::N,aide,кумек
315,Hilfe::N,secours,кумек
316,Freund::N,ami,гьудул
317,Kamerad::N,copain,гьалмагъ
318,Kamerad::N,camarade,гьалмагъ
319,Angelegenheit::N,affaire,къваригӏел
320,Anzahl::N,nombre,рикӏкӏен
321,Art::N,sorte,жинс
322,Art::N,espèce,жинс
323,Stück::N,morceau,кесек
324,Teil::N,part,пай
325,Teil::N,partie,пай
326,Hälfte::N,moitié,бащдаб
327,Kreis::N,cercle,гор
328,Kreuz::N,croix,хъанч
329,Linie::N,ligne,мухъ
330,Strich::N,trait,хӏучч
331,Abstand::N,écart,манзил
332,Entfernung::N,distance,манзил
333,Gegend::N,région,рахъ
334,Gegend::N,contrée,рахъ
335,Platz::N,place,бакӏ
336,Ort::N,lieu,бакӏ
337,Ort::N,endroit,бакӏ
338,Seite::N,côté,рахъ
339,Mitte::N,milieu,бакьулъбакӏ
340,Gegenstand::N,objet,жо
341,Sache::N,chose,жо
342,Rand::N,bord,мицӏир
343,Kante::N,arête,рагӏал
344,Kante::N,arête,рагӏа-ракьан
345,Ecke::N,coin,цили
346,Ecke::N,tournant,цили
347,Spitze::N,cime,тӏогь
348,Spitze::N,pointe,тӏогь
349,Ende::N,bout,кӏал
350,Loch::N,trou,каратӏ
351,Winkel::N,coin,
352,Winkel::N,réduit,
353,Muster::N,dessin,накъиш
354,Größe::N,grandeur,кӏодо́лъи
355,Länge::N,longueur,халалъи
356,Höhe::N,hauteur,борхалъи
357,Höhe::N,altitude,борхалъи
358,Gewicht::N,poids,бакӏлъи
359,Menge::N,quantité,
360,Haufen::N,tas,гъуни
361,Reihe::N,file,ирга́
362,Reihe::N,rangée,ирга́
363,Boot::N,canot,раса
364,Boot::N,bateau,раса
365,Ruder::N,rame,раххан
366,Ruder::N,aviron,раххан
367,Schlitten::N,traîneau,чанагъ
368,Ski::N,ski,лыжаби
369,Lagerfeuer::N,feu de camp,цӏа
370,Last::N,charge,бакӏлъи
371,Last::N,fardeau,бакӏлъи
372,Gang::N,tour,хьвади
373,Gang::N,tour,хьвада-чӏвади
374,Gang::N,marche,хьвади
375,Gang::N,marche,хьвада-чӏвади
376,Schritt::N,pas,гали
377,Norden::N,nord,шимал
378,Süden::N,sud,юг
379,Süden::N,sud,къибла
380,Westen::N,ouest,гъарб
381,Westen::N,ouest,магъриб
382,Westen::N,occident,гъарб
383,Westen::N,occident,магъриб
384,Osten::N,est,шаркъ
385,Osten::N,est,машрикъ
386,Osten::N,orient,шаркъ
387,Osten::N,orient,машрикъ
388,Holz::N,bois,цӏул
389,Brett::N,planche,хъарщи
390,Platte::N,plaque,къоно
391,Stütze::N,appui,
392,Stütze::N,soutien,
393,Stange::N,barre,гӏер
394,Stange::N,perche,гӏер
395,Stock::N,canne,тӏил
396,Stab::N,bâton,гӏер
397,Rohr::N,tube,турба
398,Rohr::N,tuyau,турба
399,Haus::N,maison,ригь
400,Haus::N,maison,рукъзал
401,Heim::N,maison,рукъ
402,Ofen::N,poêle,печь
403,Fußboden::N,plancher,чӏабар
404,Tisch::N,table,стол
405,Stuhl::N,chaise,бакӏу
406,Wiege::N,berceau,кини
407,Bett::N,lit,кровать
408,Regal::N,étagère,хъарщи
409,Kiste::N,caisse,ящик
410,Kiste::N,caisse,тӏалагъуд
411,Fenster::N,fenêtre,гордо
412,Tür::N,porte,нуцӏа
413,Tor::N,porte,каву
414,Tor::N,portail,каву
415,Zaun::N,clôture,раци
416,Dach::N,toit,тӏох
417,Leiter::N,échelle,мали
418,Besen::N,balai,жул
419,Spaten::N,bêche,бел
420,Schaufel::N,pelle,раххан
421,Gabel::N,fourchette,гӏучӏ
422,Löffel::N,cuiller,гъуд
423,Messer::N,couteau,нус
424,Nagel::N,clou,магӏ
425,Netz::N,filet,гьин
426,Haken::N,croc,гъанцӏа
427,Haken::N,crochet,гъанцӏа
428,Griff::N,prise,гӏоркь
429,Griff::N,manche,гӏоркь
430,Schloss::N,serrure,кӏулал
431,Bild::N,image,сурат
432,Bild::N,tableau,сурат
433,Figur::N,figure,
434,Puppe::N,poupée,нани
435,Beutel::N,sac,таргьа
436,Beutel::N,petit sac,таргьа
437,Bündel::N,paquet,къай
438,Bündel::N,faisceau,къай
439,Tasche::N,sac,сумка
440,Tasche::N,sac,къвачӏа
441,Eimer::N,seau,ведро
442,Deckel::N,couvercle,тӏалъел
443,Deckel::N,couvercle,дадитӏалъел
444,Geschirr::N,vaisselle,цӏарагӏ
445,Sack::N,sac,хъап
446,Sack::N,sac,къандалъо
447,Tasse::N,tasse,чашка
448,Topf::N,pot,хьаг
449,Topf::N,marmite,хьаг
450,Kessel::N,chaudron,хьаг
451,Kessel::N,chaudron,гереги
452,Essen::N,repas,тӏагӏам
453,Essen::N,manger,тӏагӏам
454,Nahrung::N,nourriture,квен
455,Speise::N,plat,квен
456,Fleisch::N,viande,гьан
457,Getreide::N,blé,бугӏа-ролъ
458,Getreide::N,blé,могьолабл_культураби
459,Getreide::N,céréales,бугӏа-ролъ
460,Getreide::N,céréales,могьолабл_культураби
461,Brei::N,purée,карщ
462,Brei::N,bouillie,карщ
463,Brot::N,pain,чед
464,Scheibe::N,tranche,мочӏу
465,Fett::N,graisse,беэнлъи
466,Butter::N,beurre,нах
467,Öl::N,huile,нах
468,Salz::N,sel,цӏам
469,Suppe::N,soupe,чурпа
470,Suppe::N,potage,чурпа
471,Honig::N,miel,гьоцӏо
472,Milch::N,lait,рахь
473,Tee::N,thé,чай
474,Leder::N,cuir,тӏом
475,Wolle::N,laine,квас
476,Stoff::N,tissu,ххам
477,Stoff::N,étoffe,ххам
478,Nadel::N,aiguille,рокӏкӏен
479,Faden::N,fil,кун
480,Knopf::N,bouton,маргъал
481,Knoten::N,nœud,гарацӏ
482,Farbe::N,peinture,релъен
483,Kleidung::N,vêtements,ретӏел
484,Kleidung::N,habillement,ретӏел
485,Hemd::N,chemise,гурде
486,Kragen::N,col,габур
487,Ärmel::N,manche,къвал
488,Hose::N,pantalon,тӏажу
489,Gürtel::N,ceinture,рачел
490,Mütze::N,bonnet,тӏагъур
491,Mütze::N,casquette,тӏагъур
492,Schuh::N,soulier,
493,Schuh::N,chaussure,
494,Stiefel::N,botte,этек
495,Stiefel::N,botte,чакма
496,Ring::N,bague,баргъич
497,Band::N,ruban,лента
498,Kamm::N,peigne,гьоркьо
499,Spiegel::N,glace,матӏу
500,Spiegel::N,miroir,матӏу
501,Riemen::N,lanière,рижу
502,Riemen::N,courroie,рижу
503,Schnur::N,corde,
504,Schnur::N,ficelle,
505,Leine::N,laisse,
506,Decke::N,couverture,одея́ло
507,Kissen::N,oreiller,къандалъо
508,Tuch::N,drap,квархьи
509,Tuch::N,fichu,квархьи
510,Handtuch::N,serviette,беркӏалрацӏцӏ
511,Handtuch::N,essuie-mains,беркӏалрацӏцӏ
512,Kraft::N,force,гуч
513,Kraft::N,force,къуват
514,Stärke::N,vigueur,хӏалкӏвей
515,Gesundheit::N,santé,сахлъи́
516,Krankheit::N,maladie,унти
517,Krankheit::N,maladie,щокълъи
518,Schmerz::N,douleur,унти
519,Wunde::N,plaie,ругъун
520,Wunde::N,blessure,ругъун
521,Fieber::N,fièvre,цӏа-кан
522,Arznei::N,remède,дару
523,Arznei::N,médecine,дару
524,Brücke::N,pont,кьо
525,Brunnen::N,puits,гъуй
526,Weide::N,pâturage,рицӏцӏ
527,Weide::N,pâturage,лъичӏирма
528,Weide::N,pâturage,гӏурдаллъи
529,Weide::N,pâturage,ри́цӏигъветӏ
530,Weide::N,pâturage,рицӏцӏигъветӏ
531,Pfad::N,sentier,сухъмахъ
532,Weg::N,voie,нух
533,Weg::N,chemin,нух
534,Straße::N,route,нух
535,Dorf::N,village,росу
536,Stadt::N,cité,шагьар
537,Stadt::N,ville,шагьар
538,Brief::N,lettre,кагъат
539,Brief::N,lettre,рисалат
540,Buch::N,livre,тӏехь
541,Buchstabe::N,lettre,хӏарп
542,Buchstabe::N,caractère,хӏарп
543,Zeitung::N,journal,газет
544,Leben::N,vie,яшав
545,Tod::N,mort,хвел
546,Grab::N,tombe,хоб
547,Kirche::N,église,килиса
548,Sünde::N,péché,хӏакъ
549,Sünde::N,péché,мунагь
550,Gott::N,dieu,бичас
551,Gott::N,dieu,аллагь
552,Arbeiter::N,ouvrier,хӏалтӏухъан
553,Arbeiter::N,travailleur,хӏалтӏухъан
554,Chef::N,chef,хӏаким
555,Chef::N,chef,начальник
556,Chef::N,patron,хӏаким
557,Chef::N,patron,начальник
558,Meister::N,maître,устар
559,Meister::N,maître,мастер
560,Meister::N,maître,махщалилав
561,Arzt::N,médecin,жайрахӏ
562,Lehrer::N,professeur,мугӏалим
563,Lehrer::N,instituteur,мугӏалим
564,Geld::N,argent,гӏарац
565,Geschäft::N,affaire,
566,Geschäft::N,commerce,
567,Laden::N,magasin,тукен
568,Laden::N,boutique,тукен
569,Preis::N,prix,багьа
570,Ware::N,marchandise,къайи
571,Nutzen::N,profit,мунпагӏат
572,Reichtum::N,richesse,бечелъи
573,Welt::N,monde,дуниял
574,Land::N,pays,улка
575,Land::N,pays,икълим
576,Staat::N,État,пачалихъ
577,König::N,roi,пача
578,König::N,roi,малик
579,König::N,roi,къирал
580,König::N,roi,падишагь
581,Macht::N,pouvoir,кверщел
582,Macht::N,puissance,кверщел
583,Grenze::N,frontière,гӏорхъи
584,Krieg::N,guerre,рагъ
585,Feind::N,ennemi,тушман
586,Gewalt::N,violence,зулму
587,Kampf::N,lutte,къеркьей
588,Kampf::N,combat,къеркьей
589,Bogen[Waffe]::N,arc,газаргъо
590,Pfeil::N,flèche,чӏор
591,Gewehr::N,fusil,туманкӏ
592,Fehler::N,faute,гъалатӏ
593,Fehler::N,erreur,гъалатӏ
594,Lüge::N,mensonge,гьереси
595,Schaden::N,dégât,зиян
596,Schaden::N,dégât,зарал
597,Schaden::N,dommage,зиян
598,Schaden::N,dommage,зарал
599,Unglück::N,malheur,балагь
600,Schuld::N,faute,гӏайиб
601,Schuld::N,culpabilité,гӏайиб
602,Alter::N,âge,гӏумру
603,Schluss::N,fin,ахир
604,Zeit::N,temps,заман
605,Tag::N,jour,къо
606,Tag::N,journée,къо
607,Morgen::N,matin,радалмех
608,Morgen::N,matinée,радалмех
609,Mittag::N,midi,къадемех
610,Abend::N,soir,релъедамех
611,Abend::N,soirée,релъедамех
612,Nacht::N,nuit,сордо
613,Woche::N,semaine,анкь
614,Monat::N,mois,моцӏ
615,Jahr::N,an,сон
616,Jahr::N,an,лъагӏел
617,Jahr::N,année,сон
618,Jahr::N,année,лъагӏел
619,Frühling::N,printemps,их
620,Sommer::N,été,рии
621,Herbst::N,automne,хасалихълъи
622,Winter::N,hiver,кьин
623,Januar::N,janvier,январь
624,Februar::N,février,февра́ль
625,März::N,mars,март
626,April::N,avril,апрель
627,Mai::N,mai,май
628,Juni::N,juin,июнь
629,Juli::N,juillet,июль
630,August::N,août,август
631,September::N,septembre,сентябрь
632,Oktober::N,octobre,октябрь
633,November::N,novembre,ноябрь
634,Dezember::N,décembre,декабрь
635,Montag::N,lundi,итни
636,Dienstag::N,mardi,талат
637,Mittwoch::N,mercredi,арбагӏ
638,Donnerstag::N,jeudi,хамиз
639,Freitag::N,vendredi,рузман
640,Samstag::N,samedi,щамат
641,Sonntag::N,dimanche,гьатӏан
642,groß::A,grand,кӏудияб
643,klein::A,petit,гьитӏинаб
644,lang::A,long,халатаб
645,kurz::A,court,къокъаб
646,breit::A,large,гӏебаб
647,schmal::A,étroit,къваридаб
648,dicht::A,dense,ризаб
649,dick[Gegenstand]::A,épais,бицатаб
650,dünn::A,mince,тӏеренаб
651,fein::A,fin,тӏеренаб
652,fein::A,menu,тӏеренаб
653,fest::A,ferme,къвакӏараб
654,fest::A,solide,къвакӏараб
655,flach::A,plat,чӏепараб
656,glatt::A,poli,цӏвакараб
657,glatt::A,lisse,цӏвакараб
658,hart::A,dur,кьварараб
659,weich::A,mou,тамахаб
660,rund::A,rond,гургинаб
661,spitz::A,aigu,бегӏераб
662,spitz::A,pointu,бегӏераб
663,scharf::A,tranchant,рекӏараб
664,stumpf::A,mousse,тӏехӏараб
665,stumpf::A,mousse,рекӏинчӏеб
666,stumpf::A,émoussé,тӏехӏараб
667,stumpf::A,émoussé,рекӏинчӏеб
668,schwer::A,lourd,бакӏаб
669,schwer::A,pesant,бакӏаб
670,schön::A,beau,берцинаб
671,heiß::A,chaud,лагьараб
672,heiß::A,très chaud,лагьараб
673,warm::A,chaud,хинаб
674,kalt::A,froid,квачараб
675,kühl::A,frais,квачараб
676,frisch::A,frais,цӏияб
677,feucht::A,humide,рагьараб
678,nass::A,mouillé,би́ччараб
679,trocken::A,sec,бакъвараб
680,voll::A,plein,
681,voll::A,rempli,
682,leer::A,vide,чӏобогояб
683,offen::A,ouvert,рагьараб
684,geschlossen::A,clos,рахараб-къараб
685,geschlossen::A,fermé,рахараб-къараб
686,sauber::A,net,бацӏцӏадаб
687,sauber::A,propre,бацӏцӏадаб
688,schmutzig::A,sale,гъизараб
689,schmutzig::A,crasseux,гъизараб
690,roh::A,cru,хамаб
691,roh::A,cru,гӏатӏгояб
692,roh::A,brut,хамаб
693,roh::A,brut,гӏатӏгояб
694,reif::A,mûr,барщараб
695,lecker::A,délicieux,тӏагӏамаб
696,lecker::A,appétissant,тӏагӏамаб
697,süß::A,doux,гьуинаб
698,bitter::A,amer,кьогӏаб
699,sauer::A,aigre,цӏекӏаб
700,hell::A,clair,канаб
701,dunkel::A,sombre,бецӏаб
702,schwarz::A,noir,чӏегӏераб
703,weiß::A,blanc,хъахӏаб
704,rot::A,rouge,багӏараб
705,gelb::A,jaune,гӏобилаб
706,gelb::A,jaune,тӏогьилаб
707,blau::A,bleu,хъахӏилаб
708,grün::A,vert,гӏурччинаб
709,grau::A,gris,накӏкӏуяб
710,bunt::A,multicolore,къвекӏаб
711,bunt::A,multicolore,чара-гъараб
712,billig::A,bon marché,учузаб
713,teuer::A,cher,хири́яб
714,wertvoll::A,précieux,къиматаб
715,blind::A,aveugle,беццаб
716,taub::A,sourd,гъугъаб
717,kräftig::A,fort,гучаб
718,kräftig::A,vigoureux,гучаб
719,stark::A,fort,къуватаб
720,stark::A,puissant,къуватаб
721,schwach::A,faible,гӏажизаб
722,fett::A,gras,кьарияб
723,schlank::A,svelte,чергесаб
724,hübsch::A,joli,гьайбатаб
725,böse::A,mauvais,ракӏквешаб
726,dumm::A,sot,гьагаб
727,dumm::A,sot,гӏантаб
728,dumm::A,bête,гьагаб
729,dumm::A,bête,гӏантаб
730,faul::A,fainéant,кӏохӏалаб
731,faul::A,fainéant,кӏухӏа́лаб
732,faul::A,paresseux,кӏохӏалаб
733,faul::A,paresseux,кӏухӏа́лаб
734,fleißig::A,appliqué,хӏаракатаб
735,geizig::A,avare,къарумаб
736,klug::A,intelligent,лумияб
737,geschickt::A,habile,махщел бугев
738,lieb::A,cher,гӏазизаб
739,lieb::A,gentil,гӏазизаб
740,lustig::A,gai,кепаб
741,lustig::A,joyeux,кепаб
742,sanft::A,doux,хӏалимаб
743,sanft::A,doux,хӏере́наб
744,hungrig::A,affamé,бакъараб
745,krank::A,malade,щокъаб
746,krank::A,malade,унтараб
747,nackt::A,nu,гӏицӏаб
748,nackt::A,nu,чӏанкӏараб
749,traurig::A,triste,пашманаб
750,lebendig::A,vivant,чӏагояб
751,gut::A,bon,лъикӏаб
752,schlecht::A,mauvais,къадараб
753,richtig::A,juste,битӏараб
754,richtig::A,correct,битӏараб
755,schlimm::A,grave,нажасаб
756,schlimm::A,grave,къабихӏаб
757,schlimm::A,mauvais,нажасаб
758,schlimm::A,mauvais,къабихӏаб
759,wahr::A,vrai,хӏакъаб
760,wahr::A,vrai,битӏараб
761,wahr::A,véritable,хӏакъаб
762,wahr::A,véritable,битӏараб
763,alt::A,vieux,басрияб
764,neu::A,neuf,цӏияб
765,neu::A,nouveau,цӏияб
766,ehemalig::A,ancien,цебе́госеб
767,alt[Lebewesen]::A,âgé,хераб
768,alt[Lebewesen]::A,vieux,хераб
769,jung::A,jeune,тӏинчӏаб
770,jung::A,jeune,гӏолохъанаб
771,arm::A,pauvre,пакъираб
772,reich::A,riche,бечедаб
773,bekannt::A,connu,лъалеб
774,berühmt::A,fameux,машгьураб
775,berühmt::A,célèbre,машгьураб
776,fremd::A,étranger,чияр
777,verschieden::A,différent,батӏи-батӏияб
778,nah::A,lié,гӏагарда бугеб
