,Concept_ID,ko,lbe
101,Wald::N,숲,вацӏа
102,Hügel::N,언덕,бакӏу
103,Anhöhe::N,언덕,
104,Berg::N,산,зунтту
105,Gipfel::N,졀졍,мицӏ
106,Höhle::N,공동,нух
107,Abhang::N,몰매,сун
108,Quelle::N,근원,дайдихьу
109,Quelle::N,근원,бакӏ
110,Bach::N,내,чӏрир нех
111,Fluss::N,강,нех
112,Ufer::N,강변,зума
113,Ufer::N,바닷가,зума
114,Küste::N,해변,зумаинхалу
115,Küste::N,해변,зуманицӏалу
116,Küste::N,해변가,зумаинхалу
117,Küste::N,해변가,зуманицӏалу
118,Festland::N,본토,кьири
119,Meer::N,바다,хьхьири
120,Bucht::N,협만,
121,Insel::N,섬,жазира
122,Blume::N,꽃,тӏутӏи
123,Gras::N,풀,уртту
124,Wurzel::N,뿌리,мархха
125,Baum::N,나무,мурхь
126,Stamm::N,대,ттарцӏ
127,Rinde::N,나무껍질,ккамара
128,Ast::N,가지,матӏи
129,Zweig::N,가지,къяртта
130,Blatt::N,잎,чӏапӏи
131,Birke::N,자작나무,кӏялахӏи
132,Birke::N,자작나무,кӏялахӏилул мурхь
133,Kiefer[Baum]::N,소나무,ттар
134,Kiefer[Baum]::N,소나무,ттарлил мурхь
135,Weide[Baum]::N,쉬양버들,щавщи
136,Tanne::N,전나무,ттарлил мурхь
137,Horn::N,뿔,хъи
138,Feder::N,깃털,лелуххул тӏиму
139,Fell::N,피혁모피,бурчу
140,Flügel::N,날개,хъа
141,Flügel::N,날개,ххурупӏайрал тӏиму
142,Klaue::N,갈고리 발톺,михь
143,Kralle::N,발툭,ххяппа
144,Schwanz::N,꼬리,магъ
145,Ei::N,알,ккунук
146,Nest::N,보금자리,кюру
147,Bau::N,굴,цукъуккутӏ
148,Tier::N,짐승,хӏайван
149,Herde::N,가축의떼,газу
150,Kuh::N,암소,оьл
151,Bulle::N,황소,ниц
152,Pferd::N,말,чу
153,Schaf::N,양,тта
154,Schwein::N,돼지,дунгъуз
155,Hund::N,개,ккаччи
156,Katze::N,고양이,ччиту
157,Bär::N,콤,цуша
158,Eichhörnchen::N,다람쥐,бюрхттукку
159,Elch::N,고라니,ниц-бюрин
160,Fuchs::N,여우,цулчӏа
161,Fuchs::N,여우,куча цулчӏа
162,Hase::N,토끼,бюрх
163,Maus::N,쥐,кӏулу
164,Wolf::N,늑대,барцӏ
165,Vogel::N,새,лелуххи
166,Schwarm::N,뗴,гьухъала
167,Huhn::N,암탉,аьнакӏи
168,Hahn::N,수탉,ажари
169,Gans::N,거위,къаз
170,Adler::N,수리,барзу
171,Ente::N,오리,урдак
172,Eule::N,부엉이,ису
173,Eule::N,부엉이,ччиккумяв
174,Kranich::N,두루미,кьурукь
175,Krähe::N,까마귀,хъатӏу
176,Kuckuck::N,뻐꾸기,ччикку
177,Schwan::N,배조,урттил къаз
178,Fisch::N,물고기,чавахъ
179,Barsch::N,농어,
180,Hecht::N,에속스,
181,Schlange[Tier]::N,뱀,шатта
182,Wurm::N,벌레,кьюнукьай шатта
183,Spinne::N,거미,ххялцу
184,Ameise::N,개미,митӏикьукьу
185,Laus::N,이,
186,Mücke::N,모기,мичӏак
187,Fliege::N,날기,зимиз
188,Schmetterling::N,나비,чӏимучӏали
189,Beere::N,장과,хӏаллил ахъулсса
190,Apfel::N,사과,гьивч
191,Pilz::N,고방이,ттуккул иис
192,Zwiebel::N,양파,лаччул чсмусул бакӏ
193,Saat::N,씨,гьанна
194,Korn::N,알맹이,къама
195,Heu::N,건초,ххулув
196,Schale::N,피상,ккиртту
197,Falle::N,함정,къатӏа
198,Schlinge::N,올가미,хӏатӏ
199,Schlinge::N,멜빵붕대,хӏатӏ
200,Spur::N,발지국,ша
201,Asche::N,재,лах
202,Dreck::N,똥,кьяркьи
203,Dreck::N,똥,венп
204,Dreck::N,오물,кьяркьи
205,Dreck::N,오물,венп
206,Eisen::N,쇠,мах
207,Eisen::N,철,мах
208,Gold::N,항금,муси
209,Silber::N,은,арцу
210,Kohle::N,슻,кӏалаш
211,Kohle::N,슻,хъуручӏ
212,Glas::N,유리,пюрун
213,Lehm::N,찰흙,сина аьрщи
214,Sand::N,모래,къун
215,Mensch::N,사람,инсан
216,Mann::N,남자,чув
217,Mann::N,남자,адимина
218,Frau::N,여자,щарсса
219,Frau::N,여자,хъамитайпа
220,Kind::N,아이,чӏиви оьрчӏ
221,Junge::N,소녁,оьрчӏ
222,Junge::N,소녁,бурхьин оьрчӏ
223,Mädchen::N,소녀,душ
224,Familie::N,가족,кулпат
225,Großvater::N,할아버지,ттатта
226,Großvater::N,할아버지,ниттил ппу
227,Großmutter::N,할머니,буттал нину
228,Eltern::N,어버오,нину-ппу
229,Vater::N,아버지,ппу
230,Mutter::N,어머니,нину
231,Sohn::N,아들,арс
232,Tochter::N,딸기,душ
233,Bruder::N,형제,уссу
234,Schwester::N,누이,ссу
235,Onkel::N,백부,буттауссу
236,Tante::N,아주머니,буттал ссу
237,Ehemann::N,남편,лас
238,Ehefrau::N,아내,щар
239,Ehefrau::N,아내,щарсса
240,Freude::N,기쁨,шадшиву
241,Freude::N,기쁨,ххаришиву
242,Gelächter::N,웃음,хъяхъаву
243,Glück::N,즐거움,талихӏ
244,Kummer::N,슬픔,дард
245,Wunsch::N,소망,мурад
246,Geist::N,할기,рухӏ
247,Gedanke::N,상념,пикри
248,Gedächtnis::N,기억,дакӏний личӏаву
249,Verstand::N,분별,аькьлу
250,Verstand::N,지능,аькьлу
251,Sinn::N,센스,мяъна
252,Grund::N,까닭,багьана
253,Wahrheit::N,참,тӏайламур
254,Wahrheit::N,참,хӏакьмур
255,Wahrheit::N,진실,тӏайламур
256,Wahrheit::N,진실,хӏакьмур
257,Gespräch::N,대화,ихтилат
258,Märchen::N,동화,магьа
259,Erzählung::N,이야기,хавар
260,Neuigkeit::N,뉴스,хавар
261,Name::N,이름,цӏа
262,Rätsel::N,수수께끼,ссигьа
263,Rede::N,연설,гъалгъа
264,Sprache::N,말,маз
265,Stimme::N,목소리,чӏу
266,Stimme::N,목소리,чӏукӏа
267,Wort::N,낱말,махъ
268,Zeichen::N,신호,лишан
269,Ruf::N,부름,
270,Lärm::N,소동,чӏу
271,Laut::N,음성,чӏу
272,Ton::N,목소리,чӏу
273,Lied::N,노래,балай
274,Ruhe::N,쉼,дигьалагру
275,Leute::N,사람들,инсантал
276,Volk::N,국중,ил
277,Volk::N,국중,халкь
278,Arbeit::N,근로,заву
279,Arbeit::N,너무,заву
280,Gast::N,손님,хъамаличу
281,Geschenk::N,행하,бухчакарши
282,Geschenk::N,행하,лажинккакку
283,Spiel::N,무리,тӏуркӏу
284,Gesellschaft::N,교제,жямат
285,Gesellschaft::N,교제,ккуран
286,Hilfe::N,거들음,кумаг
287,Hilfe::N,보좌,кумаг
288,Freund::N,친구,дус
289,Kamerad::N,동실자,хӏаласу
290,Angelegenheit::N,용무,иш
291,Anzahl::N,어떤,аьдад
292,Anzahl::N,수,аьдад
293,Art::N,정류,жинс
294,Stück::N,일부분,касак
295,Teil::N,몱,бутӏа
296,Teil::N,구훠,бутӏа
297,Hälfte::N,2분의,дачӏи
298,Kreis::N,고리,кюрщан
299,Kreuz::N,열십자,ххач
300,Linie::N,선,щва
301,Strich::N,스침,щва
302,Abstand::N,거리,манзил
303,Entfernung::N,거리,манзил
304,Gegend::N,곳,кӏану
305,Gegend::N,부금,кӏану
306,Platz::N,장소,
307,Ort::N,장소,кӏану
308,Seite::N,옆면,чул
309,Seite::N,옆면,чулухалу
310,Mitte::N,궁간,дя
311,Gegenstand::N,항목,зат
312,Sache::N,뭉에,зат
313,Rand::N,가,зума
314,Kante::N,귀퉁,
315,Ecke::N,구석,мурцӏу
316,Spitze::N,끝,мицӏ
317,Spitze::N,참단,мицӏ
318,Ende::N,말당,зума
319,Loch::N,빙옷,ккутӏ
320,Winkel::N,각도,мурцӏу
321,Muster::N,본,накьич
322,Muster::N,견복,накьич
323,Größe::N,신장,
324,Länge::N,길이긺,лахъишиву
325,Höhe::N,높이,лахъшиву
326,Gewicht::N,추,дуццин
327,Gewicht::N,추,кӏушиву
328,Menge::N,수양,
329,Haufen::N,퇴적,бакӏу
330,Reihe::N,열,кьюкьа
331,Boot::N,보트,луткка
332,Ruder::N,노,весло
333,Ruder::N,노,чӏатӏа
334,Schlitten::N,썰매,чана
335,Schlitten::N,썰매,санкка
336,Ski::N,스키,лижарду
337,Lagerfeuer::N,캠프의 모닥불,къавтӏн
338,Last::N,무거운짐,гьиву
339,Gang::N,걸음,нанаву
340,Schritt::N,보조,ша
341,Norden::N,북쪽 ,ухссав
342,Norden::N,북쪽 ,ухссавнил чулухалу
343,Süden::N,남쪽,кьилва
344,Westen::N,서쪽,баргълагавал
345,Westen::N,서쪽,баргълагавал чул
346,Osten::N,동쪽,баргъбуккай чулухалу
347,Holz::N,목재,тӏама
348,Brett::N,마루널,тахта
349,Platte::N,탤,гъуни
350,Platte::N,금속판,гъуни
351,Stütze::N,버팀목,гьалакӏу
352,Stange::N,장대,къазихъ
353,Stock::N,막대기,ттархь
354,Stab::N,작대기,ччантӏакъу
355,Rohr::N,갈대,бургъу
356,Haus::N,집,къатта
357,Heim::N,집,къатта
358,Ofen::N,아궁이,пач
359,Fußboden::N,마루,чӏанкъатта
360,Tisch::N,탁자,усттул
361,Stuhl::N,의자,кӏану
362,Wiege::N,발상지,оьрчӏал кӏану
363,Bett::N,침대,тах
364,Regal::N,서가,чӏаму
365,Kiste::N,짐궤,яшикӏ
366,Kiste::N,짐궤,къурши
367,Fenster::N,눔,чӏавахьулу
368,Tür::N,문,нуз
369,Tür::N,문,нузкьун
370,Tor::N,대문,къапу
371,Tor::N,대문,дарваза
372,Zaun::N,담장,дайгьузанну
373,Dach::N,지붕,магъи
374,Dach::N,지붕,цӏиялу
375,Leiter::N,사닥다리,чуртту
376,Besen::N,비,чӏатлу
377,Spaten::N,가래,бил
378,Schaufel::N,삽,чӏатӏа
379,Gabel::N,갈래,гьиссилу
380,Löffel::N,숟가락,къуса
381,Messer::N,나이프,чӏила
382,Nagel::N,발툽,мяр
383,Netz::N,그물,къери
384,Haken::N,갈고리,къича
385,Griff::N,움켜쥠,куяму
386,Schloss::N,자물쇠,кьункьула
387,Bild::N,그림,сурат
388,Figur::N,몸메,
389,Puppe::N,인형,ссихьу
390,Beutel::N,클,чантай
391,Bündel::N,자근다발,гьи
392,Bündel::N,자근다발,къар
393,Tasche::N,가방,
394,Eimer::N,동이,бадра
395,Deckel::N,뚜껑,къапаза
396,Geschirr::N,식시,пюрунчӏул
397,Geschirr::N,식시,тӏахӏникӏичӏу
398,Sack::N,조갑,къап
399,Sack::N,조갑,дарваг
400,Tasse::N,차잔,пижан
401,Tasse::N,차잔,пинжан
402,Tasse::N,차잔,инкираччатӏи
403,Tasse::N,차잔,цинцилттал бушкъап
404,Topf::N,단지,кӏункӏур
405,Kessel::N,주전자,чаг
406,Kessel::N,주전자,кӏункӏур
407,Essen::N,먹기,дукия
408,Essen::N,먹기,дукин
409,Nahrung::N,식료,дукра
410,Speise::N,음식물,дукра
411,Fleisch::N,고기,дикӏ
412,Getreide::N,곡물,къама
413,Brei::N,젤리,ккурч
414,Brot::N,빵,ччатӏ
415,Scheibe::N,원반,парча
416,Fett::N,기름,аьгъушиву
417,Butter::N,버터,нагь
418,Butter::N,버터,лагаву
419,Öl::N,올리브유,
420,Salz::N,소금,цӏву
421,Suppe::N,국,накь
422,Suppe::N,수프,накь
423,Honig::N,감미,ницӏ
424,Milch::N,유즙,накӏ
425,Tee::N,차,чяй
426,Leder::N,가죽,бурчу
427,Wolle::N,양털,ппал
428,Stoff::N,패료,янна
429,Nadel::N,바늘,ххалаххи
430,Faden::N,콘실,ххал
431,Knopf::N,단추,банд
432,Knoten::N,곁절,къурхъ
433,Farbe::N,색,сир
434,Kleidung::N,옷입기,янна
435,Kleidung::N,옷입기,лаххия
436,Hemd::N,속옷,гьухъа
437,Kragen::N,깃,дарвач
438,Ärmel::N,소매,кахха
439,Hose::N,바지,хӏажак
440,Gürtel::N,밴드,мухӏлу
441,Mütze::N,모자,кьяпа
442,Schuh::N,구두,
443,Stiefel::N,장화,чакма
444,Ring::N,고리,кӏисса
445,Band::N,리본,линт
446,Kamm::N,빗,ттарал
447,Spiegel::N,거울,дагьани
448,Riemen::N,가죽끈,эн
449,Schnur::N,밧줄,хьхьа
450,Leine::N,고삐줄,
451,Decke::N,이부자리,виргъан
452,Kissen::N,깔개,кӏаралу
453,Tuch::N,천,карщи
454,Handtuch::N,수건,калихьу
455,Handtuch::N,수건,лажинлихьу
456,Kraft::N,세력,эллаж
457,Stärke::N,힘,гуж
458,Gesundheit::N,위생,цӏуллу-сагъшиву
459,Krankheit::N,병,къашайшиву
460,Schmerz::N,아픔고통,къюву
461,Wunde::N,상처,щаву
462,Fieber::N,열별,кӏиришиву
463,Arznei::N,약,дару
464,Brücke::N,교량,ламу
465,Brunnen::N,원천,къуй
466,Weide::N,목장,бизантту
467,Pfad::N,좁은길,жегъир ххуллу
468,Weg::N,길,ххуллу
469,Straße::N,길,ххуллу
470,Dorf::N,촌,щар
471,Dorf::N,촌,шяравалу
472,Dorf::N,촌락,щар
473,Dorf::N,촌락,шяравалу
474,Stadt::N,도시,шагьру
475,Brief::N,서한,чагъар
476,Buch::N,책,лу
477,Buchstabe::N,문자,хӏарп
478,Zeitung::N,신문,кказит
479,Leben::N,삶,оьрму
480,Tod::N,죽음,ажал
481,Tod::N,죽음,бивкӏу
482,Tod::N,죽음,ивчӏаву
483,Grab::N,무덤,гьав
484,Kirche::N,교회,килиса
485,Sünde::N,부정,бунагъ
486,Gott::N,하느님,зал
487,Arbeiter::N,일하는사람,зузала
488,Chef::N,사장,ялувма
489,Meister::N,명인,усттар
490,Meister::N,대가,усттар
491,Arzt::N,의사,хӏакин
492,Lehrer::N,교사,учитель
493,Geld::N,돈,арцу
494,Geschäft::N,일,даву
495,Laden::N,가게,ттучан
496,Preis::N,가격,багъа
497,Ware::N,상품,хъус
498,Nutzen::N,이익,хайр
499,Nutzen::N,이익,мюнпат
500,Reichtum::N,많음,давлат
501,Reichtum::N,많음,аваданшиву
502,Welt::N,세상,дуниял
503,Land::N,지방,билаят
504,Staat::N,국가,паччахӏлугъ
505,König::N,국왕,
506,Macht::N,힘,власть
507,Grenze::N,국경,дазу
508,Krieg::N,전쟁,дяъви
509,Feind::N,적,душман
510,Gewalt::N,권력,къия
511,Kampf::N,전투,лачӏуи уккаву
512,Bogen[Waffe]::N,활,ккуртта
513,Pfeil::N,화살,чӏатӏаракӏ
514,Gewehr::N,무기,ттупанг
515,Fehler::N,오류,гъалатӏ
516,Lüge::N,거짓말,щялмахъ
517,Schaden::N,손상,зарал
518,Unglück::N,불행,бала
519,Schuld::N,부채,тахсир
520,Alter::N,연령,оьрму
521,Schluss::N,마감,ахир
522,Zeit::N,때,чӏун
523,Zeit::N,시간,чӏун
524,Tag::N,하루,кьини
525,Morgen::N,이침,кӏюрх
526,Mittag::N,대낮,ахттайн
527,Mittag::N,대낮,дяахттайн
528,Mittag::N,대낮,ахттайн чӏун
529,Abend::N,저녁,маркӏачӏан
530,Nacht::N,밤,хьхьу
531,Woche::N,근무일,нюжмар
532,Monat::N,달,барз
533,Jahr::N,해,шин
534,Frühling::N,봄,инт
535,Sommer::N,여름,гъи
536,Herbst::N,가을,ссут
537,Winter::N,겨울,кӏи
538,Januar::N,일월,цалчинмур барз
539,Februar::N,이월,кӏилчинмур барз
540,März::N,삼월,шамилчинмур барз
541,April::N,사월,апрель
542,April::N,사월,мукьилчинмур барз
543,Mai::N,오월,май
544,Mai::N,오월,ххюлчинмур барз
545,Juni::N,유월,июнь
546,Juni::N,유월,ряххилчинмур барз
547,Juli::N,칠월,июль
548,Juli::N,칠월,Арулчинмур барз
549,August::N,팔월,мяйлчинмур барз
550,September::N,구월,урчӏилчинмур барз
551,Oktober::N,시월,ацӏилчинмур барз
552,November::N,십일월,ацӏния цалчинмур барз
553,Dezember::N,십이월,ацӏния кӏилчинмур барз
554,Montag::N,월요일,итин
555,Montag::N,월요일,итин кьини
556,Dienstag::N,화요일,тталат
557,Dienstag::N,화요일,тталат кьини
558,Mittwoch::N,수요일,арвахӏ
559,Donnerstag::N,모교일,хамис
560,Freitag::N,그묘일,нюжмар
561,Freitag::N,그묘일,нюжмар кьини
562,Samstag::N,토요일,ххуллун
563,Samstag::N,토요일,ххуллун кьини
564,Sonntag::N,일요일,алхӏат
565,Sonntag::N,일요일,алхӏат кьини
566,groß::A,큰,бугъарасса
567,klein::A,자근,чӏивисса
568,lang::A,긴,лахъисса
569,kurz::A,짧은,кутӏасса
570,breit::A,넓은,уттасса
571,schmal::A,좁은,уттакӏюласса
572,dicht::A,농밀한,ццунсса
573,dick[Gegenstand]::A,두꺼운,ганзсса
574,dünn::A,얇은,кӏюласса
575,fein::A,미세한,
576,fest::A,굳은,цӏакьсса
577,fest::A,굳은,кьянкьасса
578,flach::A,얕은,баягъисса
579,flach::A,얕은,цӏубакъасса
580,flach::A,얕은,куртӏ дакъасса
581,glatt::A,반들반들한,дюрчӏусса
582,hart::A,굳은,кьянкьасса
583,weich::A,연한,кӏукӏлусса
584,rund::A,둥근,ккурккисса
585,spitz::A,뾰족한,ярксса
586,spitz::A,뾰족한,дайлсса
587,spitz::A,뾰족한,мицӏ бусса
588,scharf::A,날카로운,ярксса
589,scharf::A,날카로운,дайлсса
590,scharf::A,날카로운,мицӏ бусса
591,stumpf::A,무딘,къуркъасса
592,schwer::A,무거운,кӏусса
593,schön::A,멋진,аьнтӏикӏасса
594,heiß::A,뜨거운,кӏирисса
595,warm::A,따뜻한,гъелисса
596,kalt::A,찬,дяркъусса
597,kühl::A,서늘한,дюхлулсса
598,frisch::A,신선한,цӏусса
599,feucht::A,축축한,атилсса
600,feucht::A,축축한,хъавтусса
601,nass::A,젖은,атилсса
602,nass::A,젖은,хъавтусса
603,trocken::A,마른,кьавкьсса
604,trocken::A,마른,кьакьан бувсса
605,voll::A,완전한,бувцӏусса
606,leer::A,빈,бачӏвасса
607,offen::A,열린,тӏивтӏусса
608,geschlossen::A,닫힌,лавкьусса
609,sauber::A,깨끗한,марцӏсса
610,schmutzig::A,더러운,чапалсса
611,roh::A,날게잇의,шакъавхьсса
612,reif::A,이근,дирсса
613,lecker::A,맛있는,нахӏусса
614,lecker::A,맛있는,тӏааьнсса
615,süß::A,단,нацӏусса
616,bitter::A,찌르는듯한,кьурчӏисса
617,sauer::A,산성의,туршсса
618,hell::A,밝은,чаннасса
619,dunkel::A,어두운,цӏансса
620,schwarz::A,검은,лухӏисса
621,weiß::A,하얀,кӏяласса
622,rot::A,붉은,ятӏулсса
623,gelb::A,황색,хъахъисса
624,blau::A,푸른,някӏсса
625,grün::A,녹색의,щюлисса
626,grau::A,회색의,оьрусса
627,bunt::A,알록달록한,оьрчӏикӏурисса
628,billig::A,싼,кьювкьусса
629,teuer::A,값비산,ххирасса
630,wertvoll::A,가치가많은,багьасса
631,blind::A,눈먼,мурчӏисса
632,taub::A,무감간한,къюкӏсса
633,kräftig::A,강장한,гужсса
634,stark::A,강한,кьянкьасса
635,schwach::A,약한,заэвсса
636,fett::A,실찐,бучсса
637,schlank::A,호리호리한,бювхъусса
638,hübsch::A,예쁜,янусса
639,böse::A,나쁜,оьсса
640,dumm::A,어리석은,ахӏмакьсса
641,faul::A,너덜너덜한,танмалсса
642,faul::A,너덜너덜한,курчӏилсса
643,fleißig::A,근면한,хӏарачат бусса
644,geizig::A,인색한,янттарцӏансса
645,geschickt::A,교묘한,паргалсса
646,lieb::A,친애하는,аьзизсса
647,lustig::A,유쾌한,тяхъасса
648,sanft::A,온화한,иминсса
649,hungrig::A,배고픈,ккашилсса
650,krank::A,병든,къашавайсса
651,nackt::A,벌거벗은,кӏачӏасса
652,traurig::A,슬픈,пашмансса
653,lebendig::A,살아있는,уттавасса
654,gut::A,좋은,ххуйсса
655,schlecht::A,나쁜,оьккисса
656,richtig::A,바른,саргъунсса
657,schlimm::A,못된,оьккисса
658,wahr::A,참된,хӏакьсса
659,alt::A,늙은,кугьнасса
660,neu::A,새,цӏусса
661,ehemalig::A,전의,хъхъичӏвасса
662,alt[Lebewesen]::A,낡은,агьилсса
663,jung::A,젊은,чӏавасса
664,jung::A,젊은,жагьилсса
665,arm::A,가난한,мискинсса
666,reich::A,풍부한,авадансса
667,bekannt::A,저명한,дусъсса
668,berühmt::A,유명한,машгьурсса
669,fremd::A,타처이,чил
670,verschieden::A,따른,личӏи-личӏисса
671,nah::A,가까운,гъансса
672,fern::A,먼,архсса
673,linker::A,왼쭉의,кияхсса
674,linker::A,왼쭉의,кюччахсса
675,rechter::A,오른쪽의,урчӏахсса
676,anderer::A,다른,цамур
677,erster::A,첫째,цалчинмур
678,erster::A,첫째,цалчиннсса
679,zweiter::A,둘째,кӏилчиимур
680,dritter::A,셋째,шамулчинмур
681,letzter::A,의후자의,махъва-махъмур
682,allein::ADV,훌로,ялгъузну
683,auf einmal::ADV,갑자기,
684,zusammen::ADV,모아서,цачӏу
685,zusammen::ADV,모아서,архӏал
686,lange::ADV,오래,батӏи къабуклай
687,lange::ADV,오래,хъунмасса хӏаллай
688,plötzlich::ADV,둘연한,цакуну
689,sofort::ADV,즉시,мугьлат бакъа
690,später::ADV,보다늦은,махъ
691,jetzt::ADV,목하,утти
692,jetzt::ADV,목하,цӏана
693,heute::ADV,오늘,хӏакьину
694,morgen::ADV,내일,гьуит
695,morgen::ADV,내일,гьунттий
696,bald::ADV,곱,
697,dann::ADV,그경우에,яла
698,gestern::ADV,어제,лахьхьу
699,einst::ADV,옛날에,
700,damals::ADV,그때에,та чӏумал
701,danach::ADV,그 뒤에,яла
702,vorher::ADV,미리,хьхьнчӏ
703,vorher::ADV,미리,хьхьичӏва
704,zuerst::ADV,최초로,бакӏрай
705,zuerst::ADV,최초로,цӏу бутӏуй
706,einmal::ADV,한번,цал
707,manchmal::ADV,땓대로,ваксса-таксса
708,oft::ADV,땓대로,чӏявуну
709,immer::ADV,늘,мудан
710,immer::ADV,늘,даиман
711,niemals::ADV,결코...(하지)않다,тачӏав
712,hier::ADV,여기,шикку
713,hierhin::ADV,여기로,шиккун
714,dort::ADV,거기,гикку
715,dorthin::ADV,저기예,тиккун
716,geradeaus::ADV,곧장,тӏайланм
717,vorwärts::ADV,앞으로,хьхьичӏунмай
718,rückwärts::ADV,뒤로,махъа-хьхьичӏунмай
719,zurück::ADV,제자리로,махъунмай
720,unten::ADV,아래에,лув
721,hinab::ADV,아래쪽으로,бакӏ-ялавай
722,hinab::ADV,아래쪽으로,бакӏъялавай
723,oben::ADV,위에,ялув
724,hinauf::ADV,위쪽으로,лавай
725,überall::ADV,도처에,гьариий
726,überall::ADV,도처에,хьу-хьуний
727,überall::ADV,도처에,гьарца кӏанай
728,nicht::ADV,안,къа-
729,ein wenig::ADV,적음,чанни
730,ein wenig::ADV,적음,ца чансса
731,kaum::ADV,가의,дахьа
732,sehr::ADV,자주,оьну
733,sehr::ADV,자주,гужну
734,sehr::ADV,자주,хъинну
735,so::ADV,그와같이,укукн
736,noch::ADV,아직,гьала
737,noch::ADV,아직,уттигу
738,noch::ADV,아직,цакьинва
739,noch::ADV,아직,ттигу-шилагу
740,nur::ADV,다만,анжагь
741,schon::ADV,이미,
742,wieder::ADV,다시,цӏуницӏа
743,vergebens::ADV,헛되이,аьдада
744,vergebens::ADV,헛되이,нахӏакь
745,vor::PRP,앞에,хьхьичӏ
746,hinter::PRP,뒤에,махъ
747,unter::PRP,잍에,лув
748,durch::PRP,통고하여,-х
749,neben::PRP,와나란히,чӏарав
750,zwischen::PRP,의사이로,дянив
751,wegen::PRP,때문에,цӏаний
752,dies::PRN,이,ва
753,das::PRN,저,та
754,das::PRN,저,кӏа
755,das::PRN,저,га
756,alles::PRN,모든것,щала
757,ich::PRN,나,на
758,du::PRN,너,ина
759,er::PRN,그,му
760,wir::PRN,우리,жу
761,ihr::PRN,너희들,зу
762,sie::PRN,그들,
763,was::FPRN,뭣,ци
764,wer::FPRN,누구,цу
765,wo::FADV,어디,чув
