,Concept_ID,kn,tr
49,Herz::N,ಹೃದಯ,yürek
50,Magen::N,ಉದರ,mide
51,Leber::N,ಯಕೃತ್ತು,karaciğer
52,Atem::N,ಉಸಿರು,nefes
53,Hunger::N,ಹಸಿವು,açlık
54,Träne::N,ಕಣ್ಣೀರು,gözyaşı
55,Geschmack::N,ರುಚಿ,tat
56,Geschmack::N,ರುಚಿ,lezzet
57,Geruch::N,ವಾಸನೆ,koku
58,Schlaf::N,ನಿದ್ರೆ,uyku
59,Traum::N,ಕನಸು,düş
60,Traum::N,ಕನಸು,rüya
61,Himmel::N,ಬಾನು,gök
62,Sonne::N,ಸೂರ್ಯ,güneş
63,Mond::N,ಚಂದ್ರ,ay
64,Stern::N,ಚುಕ್ಕಿ,yıldız
65,Luft::N,ವಾಯು,hava
66,Wind::N,ಗಾಳಿ,yel
67,Wind::N,ಗಾಳಿ,rüzgâr
68,Welle::N,ಅಲೆ,dalga
69,Wasser::N,ನೀರು,su
70,Stein::N,ಕಲ್ಲು,taş
71,Boden::N,ನೆಲ,yer
72,Boden::N,ನೆಲ,zemin
73,Erde::N,ಭೂಮಿ,toprak
74,Staub::N,ದೂಳು,toz
75,Rauch::N,ಹೊಗೆ,duman
76,Funke::N,ಕಿಡಿ,kıvılcım
77,Feuer::N,ಬೆಂಕಿ,ateş
78,Licht::N,ಬೆಳಕು,ışık
79,Schatten::N,ನೆರಳು,gölge
80,Wetter::N,ಹವ,hava
81,Nebel::N,ಮಂಜು,pus
82,Wolke::N,ಮೋಡ,bulut
83,Regen::N,ಮಳೆ,yağmur
84,Schnee::N,ಹಿಮ,kar
85,Eis::N,ಮಂಜುಗಡ್ಡೆ,buz
86,Frost::N,ಮಂಜು,don
87,Kälte::N,ಹಿಮ,soğukluk
88,Hitze::N,ಉಷ್ಣ,sıcaklık
89,Raureif::N,ಇಬ್ಬನಿ,kırç
90,Regenbogen::N,ಇಂದ್ರಚಾಪ,gökkuşağı
91,Donner::N,ಗುಡುಗು,gök gürlemesi
92,Strömung::N,ಪ್ರವಾಹ,akıntı
93,Strömung::N,ಪ್ರವಾಹ,cereyan
94,Tropfen::N,ತೊಟ್ಟು,damla
95,Schaum::N,ನೊರೆ,köpük
96,Schmutz::N,ಕಸ,çamur
97,Schmutz::N,ಕಸ,pislik
98,See::N,ಸರೋವರ,göl
99,Sumpf::N,ಜೌಗುಸ್ಥಳ,batak
100,Moor::N,ಬಂಜರು ಭೂಮಿ,cılgıt
101,Wiese::N,ಹುಲ್ಲುಗಾವಲು,çimen
102,Wald::N,ಕಾಡು,koru
103,Wald::N,ಕಾಡು,orman
104,Hügel::N,ಗುಡ್ಡೆ,tepe
105,Anhöhe::N,ದಿಬ್ಬ,tümsek
106,Anhöhe::N,ದಿಬ್ಬ,yükseklik
107,Berg::N,ಮಲೆ,dağ
108,Berg::N,ಪರ್ವತ,dağ
109,Gipfel::N,ಶೃಂಗ,zirve
110,Höhle::N,ಗುಹೆ,in
111,Höhle::N,ಗುಹೆ,mağara
112,Abhang::N,ಇಳಿಜಾರು,bayır
113,Quelle::N,ಮೂಲ,pınar
114,Quelle::N,ಮೂಲ,kaynak
115,Bach::N,ತೊರೆ,çay
116,Bach::N,ತೊರೆ,dere
117,Fluss::N,ನದಿ,nehir
118,Ufer::N,ತೀರ,kıyı
119,Ufer::N,ತೀರ,sahil
120,Küste::N,ದಂಡೆ,kıyı
121,Küste::N,ದಂಡೆ,sahil
122,Festland::N,ಭೂಮಿ,kara
123,Meer::N,ಕಡಲು,deniz
124,Bucht::N,ಖಾರಿ,koy
125,Bucht::N,ಖಾರಿ,körfez
126,Insel::N,ದ್ವೀಪ,ada
127,Blume::N,ಸುಮ,çiçek
128,Gras::N,ಹುಲ್ಲು,ot
129,Gras::N,ಹುಲ್ಲು,çim
130,Wurzel::N,ಬೇರು,kök
131,Baum::N,ಮರ,ağaç
132,Stamm::N,ಕಾಂಡ,gövde
133,Rinde::N,ತೂಗಟಿ,kabuk
134,Ast::N,ಶಾಖೆ,dal
135,Ast::N,ಶಾಖೆ,budak
136,Zweig::N,ರೆಂಬೆ,dal
137,Blatt::N,ಎಲೆ,yaprak
138,Birke::N,ಬರ್ಚ್ ಮರ,huş
139,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,çam
140,Weide[Baum]::N,ವಿಲೋಮರ,söğüt
141,Tanne::N,ಭದ್ರದಾರು,çam
142,Tanne::N,ಭದ್ರದಾರು,köknar
143,Horn::N,ಕೊಂಬು,boynuz
144,Feder::N,ಪುಕ್ಕ,tüy
145,Fell::N,ರೋಮ,post
146,Flügel::N,ರೆಕ್ಕೆ,kanat
147,Klaue::N,ಪಂಜ,pençe
148,Kralle::N,ಉಗುರು,tırnak
149,Schwanz::N,ಬಾಲ,kuyruk
150,Ei::N,ಮೊಟ್ಟೆ,yumurta
151,Nest::N,ಗೂಡು,yuva
152,Bau::N,ಅಡಗುದಾಣ,in
153,Tier::N,ಪ್ರಾಣಿ,hayvan
154,Herde::N,ಗುಂಪು,sürü
155,Kuh::N,ಹಸು,inek
156,Bulle::N,ಗೂಳಿ,boğa
157,Pferd::N,ಕುದುರೆ,at
158,Pferd::N,ಕುದುರೆ,beygir
159,Schaf::N,ಕುರಿ,koyun
160,Schwein::N,ಹಂದಿ,domuz
161,Hund::N,ನಾಯಿ,it
162,Hund::N,ನಾಯಿ,köpek
163,Katze::N,ಬೆಕ್ಕು,kedi
164,Bär::N,ಕರಡಿ,ayı
165,Eichhörnchen::N,ಉಡುತೆ,sincap
166,Elch::N,ಕಡವೆ,büyük kuzey geyiği
167,Fuchs::N,ನರಿ,tilki
168,Hase::N,ಮೊಲ,tavşan
169,Maus::N,ಇಲಿ,fare
170,Maus::N,ಇಲಿ,sıçan
171,Wolf::N,ತೋಳ,kurt
172,Vogel::N,ಪಕ್ಷಿ,kuş
173,Schwarm::N,ಗುಂಪು,sürü
174,Huhn::N,ಚಿಕ್,tavuk
175,Hahn::N,ಹುಂಜ,horoz
176,Gans::N,ವರಟೆ,kaz
177,Adler::N,ಗರುಡ,kartal
178,Adler::N,ಗರುಡ,karakuş
179,Ente::N,ಬಾತು,ördek
180,Eule::N,ಗೂಬೆ,baykuş
181,Kranich::N,ಕೊಕ್ಕರ,turna
182,Krähe::N,ಕಾಗೆ,karga
183,Kuckuck::N,ಕೋಗಿಲೆ,guguk
184,Schwan::N,ಹಂಸಪಕ್ಷಿ,kuğu
185,Fisch::N,ಮೀನು,balık
186,Barsch::N,ಪರ್ಚ್ ಮೀನು,hani
187,Barsch::N,ಪರ್ಚ್ ಮೀನು,levrek
188,Hecht::N,ಪೈಕ್ ಮೀನು,turnabalığı
189,Schlange[Tier]::N,ಹಾವು,yılan
190,Wurm::N,ಹುಳು,kurt
191,Wurm::N,ಹುಳು,solucan
192,Spinne::N,ಊರ್ಣನಾಭ,örümcek
193,Ameise::N,ಇರುವೆ,karınca
194,Laus::N,ಹೇನು,bit
195,Mücke::N,ಸೊಳ್ಳೆ,sivrisinek
196,Fliege::N,ನೊಣ,sinek
197,Schmetterling::N,ಪತಂಗ,kelebek
198,Beere::N,ನಯವಣ್ಣು,tane
199,Apfel::N,ಸೇಬು,elma
200,Pilz::N,ಅಣಬೆ,mantar
201,Zwiebel::N,ನೀರುಳ್ಳಿ,soğan
202,Saat::N,ಬಿತ್ತ,ekin
203,Korn::N,ಬೀಜ,tane
204,Heu::N,ಕರಡ,kuru ot
205,Schale::N,ಹೊಟ್ಟು,kabuk
206,Grube::N,ಗುಂಡಿ,çukur
207,Falle::N,ಬೋನು,tuzak
208,Schlinge::N,ಉರುಲು,ilmik
209,Spur::N,ಜಾಡು,iz
210,Asche::N,ಬೂದಿ,kül
211,Dreck::N,ಹೊಲಸು,pislik
212,Eisen::N,ಕಬ್ಬಿಣ,demir
213,Gold::N,ಚಿನ್ನ,altın
214,Silber::N,ಬೆಳ್ಳಿ,gümüş
215,Kohle::N,ಕಲ್ಲಿದ್ದಲು,kömür
216,Glas::N,ಗಾಜು,cam
217,Lehm::N,ಜೇಡಿಮಣ್ಣು,balçık
218,Sand::N,ಮರಳು,kum
219,Mensch::N,ಪುರುಷ,insan
220,Mann::N,ಆಳು,adam
221,Mann::N,ಆಳು,erkek
222,Frau::N,ಹೆಣ್ಣು,bayan
223,Kind::N,ಮಗು,çocuk
224,Junge::N,ಹುಡುಗ,erkek çocuk
225,Mädchen::N,ಹುಡುಗಿ,kız
226,Familie::N,ಕುಟುಂಬ,aile
227,Großvater::N,ಅಜ್ಜ,dede
228,Großvater::N,ಅಜ್ಜ,büyükbaba
229,Großmutter::N,ಅಮ್ಮ,nine
230,Großmutter::N,ಅಮ್ಮ,büyükanne
231,Eltern::N,ಹೆತ್ತವರು,ebeveyn
232,Eltern::N,ಹೆತ್ತವರು,ana baba
233,Vater::N,ತಂದೆ,ata
234,Vater::N,ತಂದೆ,baba
235,Mutter::N,ಅಮ್ಮ,ana
236,Mutter::N,ಅಮ್ಮ,anne
237,Sohn::N,ಮಗ ,oğul
238,Tochter::N,ಮಗಳು,kız
239,Tochter::N,ಮಗಳು,kız evlât
240,Bruder::N,ತಮ್ಮ,abi
241,Bruder::N,ತಮ್ಮ,erkek kardeş
242,Schwester::N,ತಂಗಿ,abla
243,Schwester::N,ತಂಗಿ,kız kardeş
244,Onkel::N,ಸೋದರಮಾವ,dayı
245,Onkel::N,ದೊಡ್ಡಪ್ಪ,dayı
246,Tante::N,ಚಿಕ್ಕಮ್ಮ,hala
247,Tante::N,ಚಿಕ್ಕಮ್ಮ,teyze
248,Ehemann::N,ಗಂಡ,koca
249,Ehefrau::N,ಹೆಂಡತಿ,karı
250,Freude::N,ನಲಿವು,neşe
251,Freude::N,ನಲಿವು,sevinç
252,Gelächter::N,ನಗೆ,gülme
253,Gelächter::N,ನಗೆ,kahkaha
254,Glück::N,ಆನಂದ,mutluluk
255,Kummer::N,ದುಃಖ,dert
256,Kummer::N,ದುಃಖ,keder
257,Wunsch::N,ಬಯಕೆ,arzu
258,Wunsch::N,ಬಯಕೆ,istek
259,Lust::N,ಇಷ್ಟ,arzu
260,Lust::N,ಇಷ್ಟ,heves
261,Geist::N,ಆತ್ಮ,tin
262,Gedanke::N,ಯೋಚನೆ,fikir
263,Gedanke::N,ಯೋಚನೆ,düşünce
264,Gedächtnis::N,ಸ್ಮರಣೆ,bellek
265,Verstand::N,ಮನಸ್ಸು,zekâ
266,Sinn::N,ಅರ್ಥ,anlam
267,Grund::N,ಕಾರಣ,sebep
268,Wahrheit::N,ಸತ್ಯ,doğruluk
269,Wahrheit::N,ಸತ್ಯ,gerçeklik
270,Gespräch::N,ಸಂಭಾಷಣೆ,görüşme
271,Märchen::N,ಸುಳ್ಳು ಕಥೆ,masal
272,Erzählung::N,ಕಥೆ,öykü
273,Erzählung::N,ಕಥೆ,hikâye
274,Nachricht::N,ಸಂದೇಶ,haber
275,Neuigkeit::N,ಸುದ್ದಿ,haber
276,Name::N,ಹೆಸರು,ad
277,Name::N,ಹೆಸರು,isim
278,Rätsel::N,ಒಗಟು,bilmece
279,Rede::N,ಮಾತು,söylev
280,Rede::N,ಮಾತು,konuşma
281,Sprache::N,ಭಾಷೆ,dil
282,Sprache::N,ಭಾಷೆ,lisan
283,Stimme::N,ಧ್ವನಿ,ses
284,Wort::N,ಮಾತು,kelime
285,Zeichen::N,ಗುರುತು,işaret
286,Ruf::N,ಕೂಗು,çağırma
287,Lärm::N,ಸದ್ದು,şamata
288,Lärm::N,ಸದ್ದು,gürültü
289,Laut::N,ಶಬ್ದ,ses
290,Ton::N,ನಾದ,ses
291,Lied::N,ಗಾನ,türkü
292,Ruhe::N,ಶಾಂತಿ,sakinlik
293,Leute::N,ಮಂದಿ,halk
294,Leute::N,ಮಂದಿ,insanlar
295,Volk::N,ಜನಾಂಗ,ulus
296,Volk::N,ಜನಾಂಗ,millet
297,Arbeit::N,ಕೆಲಸ,iş
298,Arbeit::N,ಕೆಲಸ,çalışma
299,Gast::N,ಅತಿಥಿ,konuk
300,Gast::N,ಅತಿಥಿ,misafir
301,Geschenk::N,ಕಾಣಿಕೆ,hediye
302,Geschenk::N,ಕಾಣಿಕೆ,armağan
303,Spiel::N,ಆಟ,oyun
304,Gesellschaft::N,ಸಂಗ,çevre
305,Gesellschaft::N,ಸಂಗ,arkadaşlık
306,Hilfe::N,ಸಹಾಯ,yardım
307,Freund::N,ಸ್ನೇಹಿತ,dost
308,Freund::N,ಸ್ನೇಹಿತ,arkadaş
309,Kamerad::N,ಜೊತೆಗಾರ,arkadaş
310,Angelegenheit::N,ವಿಚಾರ,iş
311,Angelegenheit::N,ವಿಚಾರ,husus
312,Anzahl::N,ಎಣಿಕೆ,sayı
313,Art::N,ತರ,çeşit
314,Stück::N,ತುಂಡು,tane
315,Stück::N,ತುಂಡು,parça
316,Teil::N,ಭಾಗ,kısım
317,Hälfte::N,ಅರ್ಧ,yarı
318,Kreis::N,ವೃತ್ತ,daire
319,Kreuz::N,ಶಿಲುಬೆ,haç
320,Linie::N,ರೀಖೆ,hat
321,Linie::N,ರೀಖೆ,çizgi
322,Strich::N,ಗೀಟು,çizgi
323,Abstand::N,ಅಂತರ,aralık
324,Entfernung::N,ದೂರ,mesafe
325,Entfernung::N,ದೂರ,uzaklık
326,Gegend::N,ವಿಸ್ತೀರ್ಣ,yöre
327,Platz::N,ಅಂತರ,yer
328,Ort::N,ಸ್ಥಳ,yer
329,Seite::N,ಪಕ್ಷ,yan
330,Seite::N,ಪಕ್ಷ,taraf
331,Mitte::N,ನಡು,orta
332,Mitte::N,ನಡು,merkez
333,Gegenstand::N,ವಸ್ತು,şey
334,Sache::N,ವಸ್ತು,iş
335,Sache::N,ವಸ್ತು,şey
336,Rand::N,ಅಂಚು,kenar
337,Kante::N,ಅಂಚು,kenar
338,Ecke::N,ಮೂಲೆ,köşe
339,Spitze::N,ತುದಿ,uç
340,Spitze::N,ತುದಿ,baş
341,Ende::N,ಕೊನೆ,uç
342,Loch::N,ತೂತು,oyuk
343,Loch::N,ತೂತು,delik
344,Winkel::N,ಕೋನ,köşe
345,Muster::N,ನಮೂನೆ,örnek
346,Größe::N,ಪ್ರಮಾಣ,büyüklük
347,Länge::N,ಉದ್ದ,uzunluk
348,Höhe::N,ಎತ್ತರ,yükseklik
349,Gewicht::N,ತೂಕ,ağırlık
350,Menge::N,ಮೊತ್ತ,miktar
351,Haufen::N,ರಾಶಿ,küme
352,Haufen::N,ರಾಶಿ,yığın
353,Reihe::N,ಸಾಲು,sıra
354,Boot::N,ದೋಣಿ,kayık
355,Boot::N,ದೋಣಿ,sandal
356,Ruder::N,ಹುಟ್ಟು,kürek
357,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,kızak
358,Ski::N,ಜಾರುಪಟ್ಟಿ,kayak
359,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,kamp ateşi
360,Last::N,ಹೊರೆ,yük
361,Gang::N,ತಿರುಗಾಟ,gidiş
362,Gang::N,ತಿರುಗಾಟ,yürüyüş
363,Schritt::N,ಹೆಜ್ಜೆ,adım
364,Norden::N,ಉತ್ತರ,kuzey
365,Süden::N,ದಕ್ಷಿಣ,güney
366,Westen::N,ಪಶ್ಚಿಮ,batı
367,Osten::N,ಮೂಡಲು,doğu
368,Holz::N,ಚೌಬೀನೆ,ağaç
369,Holz::N,ಚೌಬೀನೆ,tahta
370,Brett::N,ಹಲಗೆ,tahta
371,Platte::N,ಹಲಗೆ,levha
372,Stütze::N,ಆಸರೆ,dayak
373,Stütze::N,ಆಸರೆ,destek
374,Stange::N,ಕಂಬ,çubuk
375,Stock::N,ಕೋಲು,sopa
376,Stock::N,ಕೋಲು,değnek
377,Stab::N,ದೊಣ್ಣೆ,sırık
378,Stab::N,ದೊಣ್ಣೆ,baston
379,Rohr::N,ನಳಿಕೆ,boru
380,Haus::N,ಮನೆ,ev
381,Heim::N,ಗೃಹ,ev
382,Heim::N,ಗೃಹ,yurt
383,Ofen::N,ಒಲೆ,soba
384,Fußboden::N,ನೆಲ,taban
385,Fußboden::N,ನೆಲ,döşeme
386,Tisch::N,ಮೇಜು,masa
387,Stuhl::N,ಕುರ್ಚಿ,iskemle
388,Stuhl::N,ಕುರ್ಚಿ,sandalye
389,Wiege::N,ತೊಟ್ಟಿಲು,beşik
390,Bett::N,ಹಾಸಿಗೆ,yatak
391,Regal::N,ಬೀರು,raf
392,Kiste::N,ಪಟ್ಟಿಗೆ,sandık
393,Fenster::N,ಕಿಟಕಿ,pencere
394,Tür::N,ಬಾಗಿಲು,kapı
395,Tor::N,ಹೆಬ್ಬಾಗಿಲು,kapı
396,Zaun::N,ಬೇಲಿ,çit
397,Dach::N,ಮಾಳಿಗೆ,dam
398,Dach::N,ಮಾಳಿಗೆ,çatı
399,Leiter::N,ಏಣಿ,merdiven
400,Besen::N,ಪೊರಕೆ,süpürge
401,Spaten::N,ಗುದ್ದಲಿ,bel
402,Schaufel::N,ಸನಿಕೆ,kürek
403,Gabel::N,ಕವಲು,çatal
404,Löffel::N,ಚಮಚ,kaşık
405,Messer::N,ಚಾಕು,bıçak
406,Nagel::N,ಆಣಿ,çivi
407,Netz::N,ಬಲೆ,ağ
408,Haken::N,ಕೊಂಡಿ,çengel
409,Griff::N,ಹಿಡಿ,kulp
410,Griff::N,ಹಿಡಿ,tutamak
411,Schloss::N,ವೀಗ,kilit
412,Bild::N,ಚಿತ್ರ,imaj
413,Bild::N,ಚಿತ್ರ,resim
414,Figur::N,ಆಕಾರ,şekil
415,Figur::N,ಆಕಾರ,heykel
416,Puppe::N,ಗೊಂಬೆ,kukla
417,Beutel::N,ಸಂಚಿ,kese
418,Beutel::N,ಸಂಚಿ,torba
419,Bündel::N,ಕಟ್ಟು,deste
420,Tasche::N,ಚೀಲ,çanta
421,Eimer::N,ಬಾನೆ,kova
422,Deckel::N,ಮುಚ್ಚಳ,kapak
423,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,kap kacak
424,Sack::N,ಮೂಟೆ,torba
425,Tasse::N,ಬಟ್ಟಲು,fincan
426,Topf::N,ಮಡಕೆ,tencere
427,Kessel::N,ಕೆಟಲ್,kazan
428,Essen::N,ಊಟ,yemek
429,Nahrung::N,ಆಹಾರ,gıda
430,Nahrung::N,ಆಹಾರ,besin
431,Speise::N,ಊಟ,yemek
432,Fleisch::N,ಮಾಂಸ,et
433,Getreide::N,ಧಾನ್ಯ,tahıl
434,Getreide::N,ಧಾನ್ಯ,hububat
435,Brei::N,ಗಂಜಿ,ezme
436,Brot::N,ರೊಟ್ಟಿ,ekmek
437,Scheibe::N,ಹೋಳು,dilim
438,Fett::N,ಕೊಬ್ಬು,yağ
439,Butter::N,ಬೆಣ್ಣೆ,tereyağı
440,Öl::N,ಎಣ್ಣೆ,yağ
441,Öl::N,ಎಣ್ಣೆ,akar yağ
442,Salz::N,ಉಪ್ಪು,tuz
443,Suppe::N,ಎಸರು,çorba
444,Honig::N,ಮಧು,bal
445,Milch::N,ಹಾಲು,süt
446,Tee::N,ಚಹ,çay
447,Leder::N,ಚಕ್ಕಳ,deri
448,Leder::N,ಚಕ್ಕಳ,meşin
449,Wolle::N,ಉಣ್ಣೆ,yün
450,Stoff::N,ಬಟ್ಟೆ,kumaş
451,Nadel::N,ಸೂಜಿ,iğne
452,Faden::N,ದಾರ,tire
453,Faden::N,ದಾರ,iplik
454,Knopf::N,ಗುಂಡು,düğme
455,Knoten::N,ಗಂಟು,düğüm
456,Farbe::N,ಬಣ್ಣ,boya
457,Kleidung::N,ಅರಿವೆ,giyim
458,Hemd::N,ಅಂಗಿ,gömlek
459,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,yaka
460,Ärmel::N,ತೋಳು,yen
461,Ärmel::N,ತೋಳು,elbise kolu
462,Hose::N,ಇಜಾರ,pantolon
463,Gürtel::N,ಬೆಲ್ಟು,kuşak
464,Mütze::N,ಟೋಪಿ,bere
465,Mütze::N,ಟೋಪಿ,kasket
466,Schuh::N,ಪಾದರಕ್ಷೆ,kundura
467,Schuh::N,ಪಾದರಕ್ಷೆ,ayakkabı
468,Stiefel::N,ಬೂಟು,çizme
469,Ring::N,ಉಂಗುರ,yüzük
470,Band::N,ರಿಬ್ಬನ್,bağ
471,Band::N,ರಿಬ್ಬನ್,şerit
472,Kamm::N,ಹಣಿಗೆ,tarak
473,Spiegel::N,ಕನ್ನಡಿ,ayna
474,Riemen::N,ಬಾರು,kayış
475,Schnur::N,ಹುರಿ,ip
476,Schnur::N,ಹುರಿ,sicim
477,Leine::N,ಹಗ್ಗ,kayış
478,Decke::N,ಕಂಬಳಿ,örtü
479,Decke::N,ಕಂಬಳಿ,yorgan
480,Kissen::N,ದಿಂಬು,yastık
481,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,bez
482,Handtuch::N,ಚೌಕ,havlu
483,Kraft::N,ಬಲ,güç
484,Kraft::N,ಬಲ,kuvvet
485,Stärke::N,ಶಕ್ತಿ,kuvvet
486,Gesundheit::N,ಆರೋಗ್ಯ,sağlık
487,Krankheit::N,ರೋಗ,hastalık
488,Schmerz::N,ನೋವು,ağrı
489,Schmerz::N,ನೋವು,sancı
490,Wunde::N,ಗಾಯ,yara
491,Fieber::N,ಜ್ವರ,ateş
492,Arznei::N,ಔಷಧ,ilâç
493,Brücke::N,ಸೇತುವೆ,köprü
494,Brunnen::N,ಬಾವಿ,kuyu
495,Brunnen::N,ಬಾವಿ,çeşme
496,Weide::N,ಗೋಮಾಳ,otlak
497,Pfad::N,ದಾರಿ,patika
498,Pfad::N,ದಾರಿ,keçiyolu
499,Weg::N,ಹಾದಿ,yol
500,Straße::N,ರಸ್ತೆ,yol
501,Straße::N,ರಸ್ತೆ,cadde
502,Dorf::N,ಹಳ್ಳಿ,köy
503,Stadt::N,ಪಟ್ಟಣ,kent
504,Stadt::N,ಪಟ್ಟಣ,şehir
505,Brief::N,ಕಾಗದ,mektup
506,Buch::N,ಪುಸ್ತಕ,kitap
507,Buchstabe::N,ಅಕ್ಷರ,harf
508,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,gazete
509,Leben::N,ಜೀವನ,hayat
510,Tod::N,ಮರಣ,ölüm
511,Grab::N,ಗೋರಿ,kabir
512,Kirche::N,ಚರ್ಚು,kilise
513,Sünde::N,ಪಾಪ,günah
514,Gott::N,ದೇವರು,tanrı
515,Arbeiter::N,ಕೆಲಸಗಾರ,işçi
516,Chef::N,ದಣಿ,şef
517,Chef::N,ದಣಿ,müdür
518,Meister::N,ಶಿಕ್ಷಕ,usta
519,Arzt::N,ವೈದ್ಯ,hekim
520,Arzt::N,ವೈದ್ಯ,doktor
521,Lehrer::N,ಉಪಾಧ್ಯಾಯ,hoca
522,Lehrer::N,ಉಪಾಧ್ಯಾಯ,öğretmen
523,Geld::N,ಹಣ,para
524,Geschäft::N,ವಾಣಿಜ್ಯ,ticaret
525,Laden::N,ಅಂಗಡಿ,dükkân
526,Preis::N,ಬೆಲೆ,fiyat
527,Ware::N,ಸರಕು,mal
528,Nutzen::N,ಲಾಭ,fayda
529,Reichtum::N,ಸಂಪತ್ತು,servet
530,Reichtum::N,ಸಂಪತ್ತು,zenginlik
531,Welt::N,ಭೂಲೋಕ,dünya
532,Land::N,ದೇಶ,ülke
533,Staat::N,ರಾಜ್ಯ,devlet
534,König::N,ರಾಜ,kral
535,Macht::N,ಅಧಿಕಾರ,kudret
536,Macht::N,ಅಧಿಕಾರ,iktidar
537,Grenze::N,ಗಡಿ,had
538,Grenze::N,ಗಡಿ,sınır
539,Krieg::N,ಯುದ್ಧ,savaş
540,Feind::N,ಶತ್ರು,düşman
541,Gewalt::N,ಹಿಂಸೆ,zor
542,Gewalt::N,ಹಿಂಸೆ,cebir
543,Kampf::N,ಹೋರಾಟ,savaş
544,Bogen[Waffe]::N,ಬಿಲ್ಲು,yay
545,Pfeil::N,ಅಂಬು,ok
546,Gewehr::N,ಬಂದೂಕು,tüfek
547,Fehler::N,ತಪ್ಪು,hata
548,Fehler::N,ತಪ್ಪು,yanlış
549,Lüge::N,ಸುಳ್ಳು,yalan
550,Schaden::N,ಹಾನಿ,zarar
551,Unglück::N,ಅಪಾಯ,felâket
552,Unglück::N,ಅಪಾಯ,talihsizlik
553,Schuld::N,ದೋಷ,suç
554,Schuld::N,ದೋಷ,kabahat
555,Alter::N,ಮುಪ್ಪು,yaş
556,Schluss::N,ಮುಕ್ತಾಯ,son
557,Zeit::N,ಕಾಲ,zaman
558,Tag::N,ದಿನ,gün
559,Morgen::N,ಮುಂಜಾನೆ,sabah
560,Mittag::N,ನಡುಹಗಲು,öğle
561,Abend::N,ಸಂಜೆ,akşam
562,Nacht::N,ರಾತ್ರಿ,gece
563,Woche::N,ವಾರ,hafta
564,Monat::N,ತಿಂಗಳು,ay
565,Jahr::N,ಸಂವತ್ಸರ,yıl
566,Jahr::N,ಸಂವತ್ಸರ,sene
567,Frühling::N,ವಸಂತ,ilkbahar
568,Sommer::N,ಬಿಸಿಲುಕಾಲ,yaz
569,Herbst::N,ಶರತ್ಕಾಲ,güz
570,Herbst::N,ಶರತ್ಕಾಲ,sonbahar
571,Winter::N,ಚಳಿಗಾಲ,kış
572,Januar::N,ನಾಲ್ಚಳಿ,ocak
573,Februar::N,ಅಯ್ಚಳಿ,şubat
