,Concept_ID,ca,sk
846,vor::PRP,enfront de,pred
847,hinter::PRP,darrera,za
848,unter::PRP,sota,pod
849,durch::PRP,per,cez
850,neben::PRP,al costāt de,pri
851,neben::PRP,al costāt de,vedľa
852,zwischen::PRP,entre,medzi
853,wegen::PRP,a causa de,pre
854,wegen::PRP,a causa de,kvôli
855,dies::PRN,aquest,to
856,dies::PRN,aquest,táto
857,das::PRN,això,to
858,alles::PRN,tot,všetko
859,ich::PRN,jo,ja
860,du::PRN,tu,ty
861,er::PRN,ell,on
862,wir::PRN,nosaltres,my
863,ihr::PRN,vosaltres,vy
864,sie::PRN,ells,oni
865,sie::PRN,elles,oni
866,was::FPRN,què,čo
867,wer::FPRN,qui,kto
868,wo::FADV,on,kde
869,wohin::FADV,cap a on,kam
870,wie::FADV,com,ako
871,warum::FADV,per què,prečo
872,wieviel::FNUM,quant,koľko
873,eins::NUM,u,jeden
874,zwei::NUM,dos,dva
875,drei::NUM,tres,tri
876,vier::NUM,quatre,štyri
877,fünf::NUM,cinc,päť
878,sechs::NUM,sis,šesť
879,sieben::NUM,set,sedem
880,acht::NUM,vuit,osem
881,neun::NUM,nou,deväť
882,zehn::NUM,deu,desať
883,elf::NUM,onze,jedenásť
884,zwölf::NUM,dotze,dvanásť
885,zwanzig::NUM,vint,dvadsať
886,dreißig::NUM,trenta,tridsať
887,vierzig::NUM,quaranta,štyridsať
888,fünfzig::NUM,cinquanta,päťdesiat
889,sechzig::NUM,seixanta,šesťdesiat
890,siebzig::NUM,setanta,sedemdesiat
891,achtzig::NUM,vuitanta,osemdesiat
892,neunzig::NUM,noranta,deväťdesiat
893,hundert::NUM,cent,sto
894,tausend::NUM,mil,tisíc
895,und::CNJ,i,i
896,oder::CNJ,o,alebo
897,stehen::V,estar de peu,stáť
898,sitzen::V,seure,sedieť
899,liegen::V,jeure,ležať
900,hängen::V,penjar,visieť
901,werden::V,fer-se,stať sa
902,werden::V,posar-se,stať sa
903,passieren::V,succeir,stať sa
904,beginnen::V,iniciar-se,začať sa
905,enden::V,acabar-se,končiť sa
906,enden::V,terminar-se,končiť sa
907,wechseln::V,canviar,meniť sa
908,aufgehen[Sonne]::V,sortir,vychádzať
909,untergehen[Sonne]::V,posar-se,zapadnúť
910,scheinen[Sonne]::V,brillar,svietiť
911,donnern::V,tronar,hrmieť
912,wehen::V,bufar,viať
913,strömen::V,afluir,prúdiť
914,fließen::V,fluir,tiecť
915,sich drehen::V,girar,točiť sa
916,sich drehen::V,girar,krútiť sa
917,schwanken::V,vacil·lar,kolísať
918,schwanken::V,vacil·lar,klátiť sa
919,schwingen::V,oscil·lar,kývať sa
920,schwingen::V,oscil·lar,chvieť sa
921,fallen::V,caure,padať
922,fallen::V,tombar,padať
923,brennen::V,cremar,páliť
924,brennen::V,cremar,horieť
925,rauchen::V,fumejar,dymiť sa
926,regnen::V,ploure,pršať
927,gefrieren::V,gelar-se,zamrznút
928,tauen::V,fondre's,taviť sa
929,schmelzen::V,fondre's,taviť sa
930,trocknen::V,assecar-se,schnúť
931,sieden::V,bullir,vrieť
932,faulen::V,podrir-se,hniť
933,verfaulen::V,podrir-se,zhniť
934,reißen::V,trencar-se,pretrhnúť sa
935,versinken::V,enfonsar-se,zapadnúť
936,versinken::V,enfonsar-se,potopiť sa
937,vergehen::V,passar,plynúť
938,erscheinen::V,aparèixer,objaviť sa
939,verschwinden::V,desaparèixer,zmiznúť
940,sinken::V,baixar,klesať
941,sinken::V,descendir,klesať
942,abnehmen::V,decréixer,ubúdať
943,zunehmen::V,augmentar,pribúdať
944,steigen::V,pujar,stúpať
945,wachsen::V,créixer,rásť
946,glänzen::V,brillar,jagať sa
947,glänzen::V,brillar,lesknúť sa
948,glänzen::V,resplendir,jagať sa
949,glänzen::V,resplendir,lesknúť sa
950,funkeln::V,espurnejar,iskriť sa
951,lärmen::V,fer soroll,lomoziť
952,läuten::V,sonar,cengať
953,klingeln::V,trucar,zvoniť
954,klirren::V,dringar,rinčať
955,brausen::V,rugir,hučať
956,rauschen::V,murmurar,šumieť
957,klingen::V,sonar,znieť
958,klingen::V,sonar,zvoniť
959,bellen::V,lladrar,štekať
960,bellen::V,lladrar,brechať
961,heulen::V,udolar,vyť
962,blasen::V,bufar,duť
963,blasen::V,bufar,fúkať
964,pfeifen::V,xiular,pískať
965,pfeifen::V,xiular,hvízdať
966,schreien::V,cridar,kričať
967,stöhnen::V,gemegar,stenať
968,zittern::V,tremolar,triasť sa
969,leben::V,vīure,žiť
970,geboren werden::V,néixer,narodiť sa
971,atmen::V,respirar,dýchať
972,trinken::V,beure,piť
973,essen::V,menjar,jesť
974,schlucken::V,empassar-se,zhltnuť
975,müde werden::V,cansar-se,unaviť sa
976,einschlafen::V,adormir-se,usnúť
977,einschlafen::V,adormir-se,zaspať
978,schlafen::V,dormir,spať
979,aufwachen::V,despertar-se,zobudiť sa
980,aufstehen::V,llevar-se,vstať
981,sich erholen::V,descansar,zotavovať sa
982,sich erholen::V,descansar,oddýchovať si
983,krank werden::V,posar-se malalt,ochorieť
984,krank sein::V,estar malalt,chorieť
985,krank sein::V,estar malalt,byť chorý
986,schmerzen::V,doldre,bolieť
987,husten::V,tossir,kašľať
988,genesen::V,recuperar-se,uzdraviť sa
989,sterben::V,morir,umrieť
990,sterben::V,morir,zomrieť
991,umkommen::V,perir,zahynúť
992,sich bewegen::V,moure's,pohybovať sa
993,sich rühren::V,moure's,hnúť sa
994,sich erheben::V,aixecar-se,zdvihnúť sa
995,sich setzen::V,asseure's,sadnúť si
996,hinfallen::V,caure's,spadnúť
997,laufen::V,caminar,bežať
998,schreiten::V,procedir,kráčať
999,spazierengehen::V,passejar,prechádzať sa
1000,eilen::V,anar corrent,súriť
1001,sich beeilen::V,afanyar-se,ponáhľať sa
1002,sausen::V,córrer,hučať
1003,rennen::V,córrer,bežať
1004,springen::V,saltar,skákať
1005,klettern::V,escalar,liezť
1006,schaukeln::V,gronxar-se,húpať
1007,schaukeln::V,gronxar-se,hojdať
1008,schaukeln::V,balancejar-se,húpať
1009,schaukeln::V,balancejar-se,hojdať
1010,kriechen::V,reptar,liezť
1011,kriechen::V,reptar,plaziť sa
1012,kriechen::V,arrossegar-se,liezť
1013,kriechen::V,arrossegar-se,plaziť sa
1014,schwimmen::V,nadar,plávať
1015,tauchen::V,bussejar,ponoriť sa
1016,tauchen::V,submergir-se,ponoriť sa
1017,rudern::V,remar,veslovať
1018,fahren::V,anar,ísť
1019,fahren::V,anar,jazdiť
1020,fliegen::V,volar,letieť
1021,gehen::V,caminar,ísť
1022,weggehen::V,anar-se'n,odísť
1023,weggehen::V,anar-se'n,odchádzať
1024,abfahren::V,partir,odcestovať
1025,anhalten::V,aturar-se,zadržať sa
1026,anhalten::V,aturar-se,zastaviť sa
1027,hineingehen::V,entrar,vchádzať
1028,eintreten::V,entrar,vojsť
1029,eintreten::V,entrar,vstúpiť
1030,kommen::V,venir,prísť
1031,ankommen::V,arribar,prísť
1032,ankommen::V,arribar,doraziť
1033,zurückkommen::V,tornar,vrátiť sa
1034,bleiben::V,quedar-se,ostať
1035,bleiben::V,quedar-se,zostať
1036,warten::V,esperar,čakať
1037,erwarten::V,esperar,očakávať
1038,suchen::V,buscar,hľadať
1039,finden::V,trobar,nájsť
1040,versuchen::V,intentar,skúsiť
1041,versuchen::V,intentar,pokúsiť sa
1042,vorbereiten::V,preparar,pripraviť
1043,lieben::V,estimar,ľúbiť
1044,lieben::V,estimar,milovať
1045,mögen::V,agradar a,mať rád
1046,lachen::V,riure,smiať sa
1047,rühren::V,commoure,dojať
1048,rühren::V,emocionar,dojať
1049,weinen::V,plorar,plakať
1050,schimpfen::V,renyar,nadávať
1051,sich ärgern::V,enfadar-se,hnevať sa
1052,sich ärgern::V,enfadar-se,zlostiť sa
1053,sich fürchten::V,tenir por,báť sa
1054,fürchten::V,témer,báť sa
1055,fliehen::V,fugir,utekať
1056,flüchten::V,refugiar-se,utiecť
1057,sehen::V,veure,vidieť
1058,anschauen::V,mirar,pozrieť sa na
1059,ansehen::V,mirar,pozrieť
1060,hören::V,oir,počúvať
1061,zuhören::V,escoltar,počúvať
1062,probieren::V,provar,ochutnať
1063,riechen::V,olorar,ňuchať
1064,fühlen::V,sentīr,cítiť
1065,fühlen::V,sentīr,pociťovať
1066,scheinen::V,semblar,zdať sa
1067,zu sehen sein::V,poder-se veure,byť vidieť
1068,vernehmen::V,percebre,počuť
1069,frieren::V,tenir fred,mrznúť
1070,frieren::V,tenir fred,oziabať
1071,tun::V,fer,robiť
1072,können::V,poder,môcť
1073,wollen::V,voler,chcieť
1074,anfangen::V,iniciar,začať
1075,beenden::V,acabar,skončiť
1076,aufhören::V,deixar,prestať
1077,gelingen::V,sortir bé,podariť sa
1078,geraten::V,sortir,dariť sa
1079,öffnen::V,obrir,otvoriť
1080,schließen::V,tancar,zavrieť
1081,stellen::V,posar,postaviť
1082,stellen::V,col·locar,postaviť
1083,setzen::V,assentar,posadiť
1084,legen::V,posar,klásť
1085,legen::V,posar,položiť
1086,berühren::V,tocar,dotykať sa
1087,verbinden::V,unir,spojiť
1088,verbinden::V,connectar,spojiť
1089,bedecken::V,tapar,pokryť
1090,bedecken::V,cobrir,pokryť
1091,aufhängen::V,penjar,zavesiť
1092,anzünden::V,encendre,zapáliť
1093,aufheben::V,aixecar,zdvihnúť
1094,zurücklassen::V,deixar,zanechať
1095,verlieren::V,pērdre,stratiť
1096,fallen lassen::V,deixar caure,pustiť
1097,machen::V,fer,robiť
1098,herstellen::V,producir,vyrobiť
1099,bauen::V,construir,stavať
1100,bauen::V,construir,budovať
1101,reparieren::V,reparar,opraviť
1102,verbessern::V,millorar,zlepšiť
1103,ändern::V,canviar,zmeniť
1104,ändern::V,canviar,preinačiť
1105,graben::V,cavar,ryť
1106,graben::V,cavar,kopať
1107,beugen::V,doblegar,ohnúť
1108,biegen::V,corbar,ohnúť
1109,biegen::V,arquejar,ohnúť
1110,drehen::V,girar,točiť
1111,drehen::V,girar,krútiť
1112,wenden::V,girar,obrátiť
1113,wenden::V,girar,prevrátiť
1114,umdrehen::V,voltar,otočiť
1115,umdrehen::V,voltar,obrátiť
1116,heben::V,pujar,dvíhať
1117,heben::V,pujar,povzniesť
1118,heben::V,aixecar,dvíhať
1119,heben::V,aixecar,povzniesť
1120,hochheben::V,aixecar,zdvihnúť
1121,ergreifen::V,agafar,uchopiť sa
1122,halten::V,mantenir,držať
1123,drücken::V,prémer,tisnúť
1124,drücken::V,estrènyer,tisnúť
1125,schieben::V,empènyer,posunovať
1126,kratzen::V,raspar,škrabať
1127,lecken::V,llepar,lízať
1128,beißen::V,mossegar,kúsať
1129,abreißen::V,arrencar,odtrhnúť
1130,abschneiden::V,tallar,odrezať
1131,abschneiden::V,tallar,odkrojiť
1132,binden::V,lligar,zaviazať
1133,binden::V,lligar,priviazať
1134,stecken::V,ficar,strčiť
1135,brechen::V,trencar,zlomiť
1136,klopfen::V,trucar,tĺcť
1137,klopfen::V,trucar,klopať
1138,hauen::V,picar,nabiť
1139,hauen::V,colpejar,nabiť
1140,kleben::V,enganxar,lepiť
1141,kleben::V,enganxar,nalepiť
1142,reiben::V,fregar,trieť
1143,streichen::V,untar,namazať
1144,schleifen::V,afilar,ostríť
1145,schleifen::V,esmolar,ostríť
1146,schneiden::V,tallar,rezať
1147,schneiden::V,tallar,strihať
1148,rütteln::V,sacsejar,triasť
1149,rütteln::V,sacsejar,lomcovať
1150,schütteln::V,agitar,triasť
1151,schütteln::V,agitar,potriasť
1152,schütteln::V,sacsejar,triasť
1153,schütteln::V,sacsejar,potriasť
1154,schwenken::V,agitar,mávať
1155,schütten::V,abocar,sypať
1156,füllen::V,omplir,plniť
1157,einwickeln::V,embolicar,zabaliť
1158,tragen::V,dur,niesť
1159,tragen::V,portar,niesť
1160,schleppen::V,arrossegar,vliecť
1161,ziehen::V,tirar,ťahať
1162,ziehen::V,estirar,ťahať
1163,aufbewahren::V,conservar,uložiť
1164,aufbewahren::V,conservar,uschovať
1165,werfen::V,llançar,hodiť
1166,werfen::V,llançar,vrhnúť
1167,fangen::V,agafar,chytať
1168,fangen::V,atrapar,chytať
1169,packen::V,engrapar,baliť
1170,packen::V,engrapar,chytiť
1171,verstecken::V,amagar,skryť
1172,verstecken::V,amagar,schovať
1173,teilen::V,dividir,podeliť
1174,teilen::V,dividir,rozdeliť
1175,schicken::V,enviar,posielať
1176,bringen::V,portar,priniesť
1177,hinzufügen::V,afegir,pripojiť
1178,bekommen::V,obtenir,dostať
1179,erhalten::V,rebre,prijať
1180,nehmen::V,prendre,vziať
1181,wählen::V,triar,voliť
1182,wählen::V,elegir,voliť
1183,auswählen::V,escollir,vybrať
1184,auswählen::V,escollir,vyvoliť
1185,auswählen::V,seleccionar,vybrať
1186,auswählen::V,seleccionar,vyvoliť
1187,bewahren::V,conservar,zachovať
1188,behindern::V,impedir,zavadzať
1189,behindern::V,impedir,byť v ceste
1190,behindern::V,obstaculitzar,zavadzať
1191,behindern::V,obstaculitzar,byť v ceste
1192,verderben::V,espatllar,skaziť
1193,beschädigen::V,danyar,ublížiť
1194,beschädigen::V,danyar,poškodiť
1195,beschädigen::V,destrossar,ublížiť
1196,beschädigen::V,destrossar,poškodiť
1197,zerbrechen::V,trencar,rozbiť
1198,zerbrechen::V,trencar,prelomiť
1199,zerreißen::V,estripar,pretrhnúť
1200,zerstören::V,destruir,zničiť
1201,verbrennen::V,cremar,spáliť
1202,geben::V,donar,dať
1203,reichen::V,passar,podať
1204,schenken::V,regalar,darovať
1205,versprechen::V,prometre,sľúbiť
1206,wünschen::V,desitjar,želať
1207,loben::V,elogiar,chváliť
1208,küssen::V,fer un petó a,bozkať
1209,wiegen::V,bressolar,kolísať
1210,zudecken::V,tapar,prikryť
1211,zudecken::V,cobrir,prikryť
1212,wecken::V,despertar,zobudiť
1213,zeigen::V,mostrar,ukázať
1214,zeigen::V,ensenyar,ukázať
1215,führen::V,guiar,viesť
1216,führen::V,conduir,viesť
1217,lehren::V,ensenyar,učiť
1218,unterrichten::V,ensenyar,vyučovať
1219,aufziehen::V,criar,vychovať
1220,leiten::V,dirigir,viesť
1221,antreiben::V,impel·lir,popudiť
1222,lassen::V,fer,dať
1223,einladen::V,invitar,pozvať
1224,einladen::V,invitar,povolať
1225,einladen::V,convidar,pozvať
1226,einladen::V,convidar,povolať
1227,vereinigen::V,unir,spojiť
1228,vereinigen::V,unir,zjednotiť
1229,besuchen::V,visitar,navštíviť
1230,besuchen::V,anar a veure,navštíviť
1231,treffen::V,trobar,stretnúť
1232,sich versammeln::V,reunir-se,zhromaždiť sa
1233,spielen::V,jugar,hrať
1234,singen::V,cantār,spievať
1235,tanzen::V,ballar,tancovať
1236,sich trennen::V,separar-se,rozísť sa
1237,verlassen::V,deixar,opustiť
1238,verlassen::V,abandonar,opustiť
1239,retten::V,salvar,zachrániť
1240,bewachen::V,vigilar,strážiť
1241,schützen::V,protegir,chrániť
1242,verteidigen::V,defensar,brániť
1243,sich schlagen::V,barallar-se,biť sa
1244,schießen::V,tirar,streliť
1245,schießen::V,tirar,strieľať
1246,schießen::V,disparar,streliť
1247,schießen::V,disparar,strieľať
1248,siegen::V,vèncer,zvíťaziť
1249,ärgern::V,enfadar,hnevať
1250,ärgern::V,enfadar,zlostiť
1251,schlagen::V,pegar,biť
1252,schlagen::V,pegar,udrieť
1253,schlagen::V,colpejar,biť
1254,schlagen::V,colpejar,udrieť
1255,treten::V,donar un cop de peu a,kopnúť
1256,stechen::V,punxar,bodnúť
1257,stechen::V,punxar,pichnúť
1258,stechen::V,apunyalar,bodnúť
1259,stechen::V,apunyalar,pichnúť
1260,stoßen::V,empènyer,udrieť
1261,stehlen::V,robar,kradnúť
1262,stören::V,molestar,vyrušiť
1263,belästigen::V,importunar,obťažovať
1264,verbergen::V,amagar,skryť
1265,verbergen::V,ocultar,skryť
1266,täuschen::V,enganyar,sklamať
1267,betrügen::V,estafar,klamať
1268,betrügen::V,estafar,podvádzať
1269,töten::V,matar,zabiť
1270,töten::V,matar,usmrtiť
1271,wohnen::V,vīure,bývať
1272,wohnen::V,habitar,bývať
1273,arbeiten::V,treballar,pracovať
1274,sammeln::V,col·leccionar,zbierať
1275,pflücken::V,collir,trhať
1276,pflücken::V,collir,oberať
1277,jagen::V,caçar,poľovať
1278,fischen::V,pescar,loviť ryby
1279,fischen::V,pescar,chytať ryby
1280,fassen::V,atrapar,uloviť
1281,hüten::V,pasturar,pásť
1282,treiben::V,arriar,hnať
1283,anbinden::V,lligar,priviazať
1284,füttern::V,donar menjar a,kŕmiť
1285,melken::V,munyir,dojiť
1286,hacken::V,picar,seknúť
1287,hacken::V,tallar,seknúť
1288,gießen::V,regar,polievať
1289,reifen::V,madurar,dozrieť
1290,zubereiten::V,preparar,pripraviť
1291,kochen::V,coure,variť
1292,backen::V,coure al forn,piecť
1293,backen::V,coure al forn,smažiť
1294,braten::V,rostir,piecť
1295,braten::V,rostir,pražiť
1296,umrühren::V,remenar,pomiešať
1297,stricken::V,tricotar,pliesť
1298,stricken::V,fer punt de mitja,pliesť
1299,nähen::V,cosir,šiť
1300,färben::V,tenyir,zafarbiť
1301,reinigen::V,netejar,čistiť
1302,waschen::V,rentār,myť
1303,abwischen::V,eixugar,utrieť
1304,spülen::V,esbandir,vyplachovať
1305,fegen::V,escombrar,zametať
1306,kehren::V,escombrar,zametať
1307,baden::V,banyar-se,kúpať sa
1308,sich waschen::V,rentār-se,umývať sa
1309,ausziehen::V,treure's,zobliecť
1310,anziehen::V,posar-se,obliecť
1311,sich anziehen::V,vestir-se,obliecť sa
1312,kämmen::V,pentinar,česať
1313,schmücken::V,adornar,ozdobiť
1314,sagen::V,dir,povedať
1315,sprechen::V,parlar,hovoriť
1316,reden::V,parlar,rozprávať
1317,sich unterhalten::V,conversar,rozprávať sa
1318,fragen::V,preguntar,spýtať sa
1319,bitten::V,demanar,prosiť
1320,erzählen::V,contar,rozprávať
1321,erzählen::V,explicar,rozprávať
1322,mitteilen::V,comunicar,oznámiť
1323,nennen::V,nomenar,nazvať
1324,nennen::V,nomenar,menovať
1325,rufen::V,cridar,volať
1326,rufen::V,cridar,zavolať
1327,prahlen::V,lloar-se,vystatovať sa
1328,prahlen::V,jactar-se,vystatovať sa
1329,übersetzen::V,traduir,preložiť
1330,denken::V,pensar,myslieť
1331,glauben::V,creure,veriť
1332,bemerken::V,notar,podotknuť
1333,bemerken::V,notar,spozorovať
1334,erkennen::V,reconèixer,poznať
1335,begreifen::V,comprendre,pochopiť
1336,begreifen::V,comprendre,porozumieť
1337,verstehen::V,entendre,rozumieť
1338,lernen::V,aprendre,učiť sa
1339,wissen::V,saber,vedieť
1340,sich erinnern an::V,recordar,pamätať si na
1341,vergessen::V,oblidar,zabudnuť
1342,messen::V,mesurar,merať
1343,zählen::V,comptar,počítať
1344,rechnen::V,calcular,rátať
1345,rechnen::V,calcular,počítať
1346,lesen::V,llegir,čítať
1347,malen::V,pintar,maľovať
1348,zeichnen::V,dibuixar,kresliť
1349,schreiben::V,escrīure,písať
1350,besitzen::V,posseir,mať
1351,besitzen::V,posseir,vlastniť
1352,kaufen::V,comprar,kúpiť
1353,verkaufen::V,vendre,predať
1354,bezahlen::V,pagar,zaplatiť
1355,zahlen::V,pagar per,platiť
1356,beherrschen::V,dominar,ovládať
1357,ertragen::V,aguantar,znášať
1358,ertragen::V,aguantar,vydržať
