,Concept_ID,mn,is
103,Raureif::N,хяруу,hrím
104,Regenbogen::N,солонго,regnbogi
105,Donner::N,тэнгэрийн дуу,þruma
106,Strömung::N,урсгал,straumur
107,Tropfen::N,дусал,dropi
108,Schaum::N,хөөс,froða
109,Schmutz::N,хир,óhreinindi
110,Schmutz::N,шавхай,óhreinindi
111,See::N,нуур,stöðuvatn
112,Sumpf::N,намаг,fen
113,Sumpf::N,балчиг,fen
114,Moor::N,хүлрийн намаг,mýri
115,Wiese::N,нуга,engi
116,Wald::N,ой,skógur
117,Hügel::N,болдог,hæð
118,Hügel::N,болдог,hóll
119,Anhöhe::N,гүвээ,hæð
120,Anhöhe::N,гүвээ,hóll
121,Berg::N,уул,fell
122,Berg::N,уул,fjall
123,Gipfel::N,орой,tindur
124,Gipfel::N,оргил,tindur
125,Höhle::N,агуй,hellir
126,Abhang::N,хүр,hlíð
127,Abhang::N,хүр,brekka
128,Quelle::N,булаг,lind
129,Quelle::N,булаг,uppspretta
130,Bach::N,горхи,lækur
131,Fluss::N,гол,á
132,Fluss::N,гол,fljót
133,Fluss::N,мөрөн,á
134,Fluss::N,мөрөн,fljót
135,Ufer::N,эрэг,árbakki
136,Ufer::N,эрэг,sjávarbakki
137,Küste::N,эрэг,strönd
138,Festland::N,хуурай газар,meginland
139,Meer::N,далай,haf
140,Meer::N,далай,sjór
141,Meer::N,тэнгис,haf
142,Meer::N,тэнгис,sjór
143,Bucht::N,булан,vík
144,Bucht::N,далайн тохой,vík
145,Insel::N,арал,eyja
146,Blume::N,цэцэг,blóm
147,Gras::N,өвс,gras
148,Gras::N,ногоо,gras
149,Wurzel::N,үндэс,rót
150,Baum::N,мод,tré
151,Stamm::N,иш,stofn
152,Stamm::N,гуалин,stofn
153,Rinde::N,холтос,börkur
154,Ast::N,гишүү,grein
155,Zweig::N,салаа,angi
156,Zweig::N,салаа,kvistur
157,Blatt::N,навч,blað
158,Birke::N,хус,birki
159,Kiefer[Baum]::N,нарс,fura
160,Weide[Baum]::N,уд,víðir
161,Weide[Baum]::N,бургас,víðir
162,Tanne::N,гачуур,greni
163,Horn::N,эвэр,horn
164,Feder::N,өд,fjöður
165,Fell::N,арьс,skinn
166,Flügel::N,жигүүр,vængur
167,Flügel::N,далавч,vængur
168,Klaue::N,савар,kló
169,Klaue::N,хумс,kló
170,Kralle::N,савар,kló
171,Schwanz::N,сүүл,rófa
172,Schwanz::N,сүүл,skott
173,Ei::N,өндөг,egg
174,Nest::N,үүр,hreiður
175,Bau::N,нүх,greni
176,Bau::N,нүх,bæli
177,Bau::N,элүү,greni
178,Bau::N,элүү,bæli
179,Tier::N,амьтан,dýr
180,Tier::N,адгуус,dýr
181,Herde::N,сүрэг,hjörð
182,Kuh::N,үнээ,kýr
183,Bulle::N,бух,boli
184,Pferd::N,морь,hestur
185,Pferd::N,адуу,hestur
186,Schaf::N,хонь,kind
187,Schwein::N,гахай,svín
188,Hund::N,нохой,hundur
189,Katze::N,муур,köttur
190,Katze::N,мигуй,köttur
191,Bär::N,баавгай,björn
192,Eichhörnchen::N,хэрэм,íkorni
193,Elch::N,хандгай,elgur
194,Fuchs::N,үнэг,refur
195,Hase::N,туулай,héri
196,Maus::N,хулгана,mús
197,Wolf::N,чоно,úlfur
198,Vogel::N,шувуу,fugl
199,Schwarm::N,сүрэг,sægur
200,Huhn::N,тахиа,hæna
201,Hahn::N,эр тахиа,hani
202,Gans::N,галуу,gæs
203,Adler::N,бүргэд,örn
204,Ente::N,нугас,önd
205,Eule::N,ууль,uggla
206,Kranich::N,тогоруу,trana
207,Krähe::N,хэрээ,kráka
208,Kuckuck::N,хөхөө,gaukur
209,Schwan::N,хун,svanur
210,Fisch::N,загас,fiskur
211,Barsch::N,алгана,aborri
212,Hecht::N,цурхай,gedda
213,Schlange[Tier]::N,могой,naðra
214,Wurm::N,өт,ormur
215,Wurm::N,хорхой,ormur
216,Spinne::N,аалз,kónguló
217,Ameise::N,шоргоолж,maur
218,Laus::N,бөөс,lús
219,Mücke::N,шумуул,mý
220,Mücke::N,шумуул,mýfluga
221,Fliege::N,ялаа,fluga
222,Schmetterling::N,эрвээхэй,fiðrildi
223,Beere::N,жимсгэнэ,ber
224,Apfel::N,алим,epli
225,Pilz::N,мөөг,sveppur
226,Zwiebel::N,сонгино,laukur
227,Saat::N,тариа,fræ
228,Saat::N,тариа,útsæði
229,Korn::N,үр,korn
230,Korn::N,мөхлөг,korn
231,Heu::N,өвс,hey
232,Schale::N,хальс,hýði
233,Grube::N,алам,gryfja
234,Grube::N,нүх,gryfja
235,Falle::N,хавх,gildra
236,Falle::N,занга,gildra
237,Schlinge::N,урхи,snara
238,Spur::N,мөр,spor
239,Asche::N,үнс,aska
240,Dreck::N,хир,óþverri
241,Eisen::N,төмөр,járn
242,Gold::N,алт,gull
243,Silber::N,мөнгө,silfur
244,Kohle::N,нүүрс,kol
245,Glas::N,шил,gler
246,Lehm::N,шавар,leir
247,Sand::N,элс,sandur
248,Mensch::N,хүн,maður
249,Mensch::N,хүн,manneskja
250,Mann::N,эр,maður
251,Mann::N,эр,karlmaður
252,Mann::N,эрэгтэй,maður
253,Mann::N,эрэгтэй,karlmaður
254,Frau::N,эмэгтэй,kona
255,Frau::N,хатагтай,kona
256,Kind::N,хүүхэд,barn
257,Kind::N,хүүхэд,krakki
258,Junge::N,хүү,drengur
259,Mädchen::N,охин,stelpa
260,Mädchen::N,бүсгүй,stelpa
261,Familie::N,айл,fjölskylda
262,Großvater::N,өвгөн аав,afi
263,Großmutter::N,эмэг эх,amma
264,Großmutter::N,эмгээ,amma
265,Eltern::N,эцэг эх,foreldrar
266,Vater::N,аав,faðir
267,Vater::N,эцэг,faðir
268,Mutter::N,эх,móðir
269,Mutter::N,ээж,móðir
270,Sohn::N,хүү,sonur
271,Tochter::N,охин,dóttir
272,Bruder::N,ах,bróðir
273,Bruder::N,дүү,bróðir
274,Schwester::N,эгч,systir
275,Schwester::N,охин дүү,systir
276,Onkel::N,авга ах,föðurbróðir
277,Onkel::N,нагац ах,föðurbróðir
278,Tante::N,авга эгч,frænka
279,Tante::N,авга эгч,móðursystir
280,Tante::N,нагац эгч,frænka
281,Tante::N,нагац эгч,móðursystir
282,Ehemann::N,нөхөр,eiginmaður
283,Ehefrau::N,эхнэр,eiginkona
284,Ehefrau::N,гэргий,eiginkona
285,Freude::N,баяр,gleði
286,Freude::N,баясгалан,gleði
287,Gelächter::N,инээдэм,hlátur
288,Glück::N,жаргалан,gæfa
289,Kummer::N,гаслан,sorg
290,Wunsch::N,ерөөл,ósk
291,Lust::N,дур,fýsn
292,Lust::N,дур,löngun
293,Lust::N,хүсэл,fýsn
294,Lust::N,хүсэл,löngun
295,Geist::N,оюун,andi
296,Gedanke::N,сэтгэл,hugsun
297,Gedächtnis::N,ой,minni
298,Gedächtnis::N,цээж,minni
299,Verstand::N,ухаан,vit
300,Sinn::N,утга,merking
301,Grund::N,учир,ástæða
302,Wahrheit::N,үнэн,sannleikur
303,Gespräch::N,яриа,samtal
304,Märchen::N,явган үлгэр,ævintýri
305,Erzählung::N,тууж,saga
306,Nachricht::N,мэдээ,frétt
307,Neuigkeit::N,сонин,frétt
308,Name::N,нэр,nafn
309,Rätsel::N,оньсого,gáta
310,Rede::N,хэлсэн үг,ræða
311,Sprache::N,хэл,mál
312,Sprache::N,хэл,tungumál
313,Stimme::N,дуу,rödd
314,Wort::N,үг,orð
315,Zeichen::N,тамга,tákn
316,Zeichen::N,тамга,merki
317,Zeichen::N,тэмдэг,tákn
318,Zeichen::N,тэмдэг,merki
319,Ruf::N,дуудлага,kall
320,Lärm::N,шуугиан,hávaði
321,Lärm::N,чимээ,hávaði
322,Laut::N,анир,hljóð
323,Laut::N,дуу,hljóð
324,Ton::N,авиа,tónn
325,Ton::N,аялгуу,tónn
326,Lied::N,дуу,ljóð
327,Lied::N,дуу,söngur
328,Ruhe::N,энх,ró
329,Ruhe::N,энх,kyrrð
330,Ruhe::N,тайван,ró
331,Ruhe::N,тайван,kyrrð
332,Leute::N,хүмүүс,fólk
333,Volk::N,улс,þjóð
334,Arbeit::N,ажил,vinna
335,Arbeit::N,хөдөлмөр,vinna
336,Gast::N,зочин,gestur
337,Gast::N,айлчин,gestur
338,Geschenk::N,бэлэг,gjöf
339,Spiel::N,наадам,leikur
340,Spiel::N,тоглоом,leikur
341,Gesellschaft::N,хамт байх,selskapur
342,Hilfe::N,тусламж,hjálp
343,Freund::N,найз,vinur
344,Freund::N,нөхөр,vinur
345,Kamerad::N,хань,félagi
346,Kamerad::N,нөхөр,félagi
347,Angelegenheit::N,хэрэг,mál
348,Angelegenheit::N,хэрэг,málefni
349,Anzahl::N,тоо,tala
350,Anzahl::N,тоо,fjöldi
351,Art::N,төрөл,tegund
352,Art::N,янз,tegund
353,Stück::N,хэсэг,biti
354,Stück::N,хэсэг,stykki
355,Teil::N,хувь,hluti
356,Teil::N,хувь,partur
357,Teil::N,хэсэг,hluti
358,Teil::N,хэсэг,partur
359,Hälfte::N,хагас,helmingur
360,Kreis::N,тойрог,hringur
361,Kreis::N,хүрээ,hringur
362,Kreuz::N,загалмай,kross
363,Kreuz::N,загалмай,krossmark
364,Linie::N,шугам,lína
365,Strich::N,зураас,strik
366,Abstand::N,зай,millibil
367,Entfernung::N,зай,fjarlægð
368,Entfernung::N,хол ойр,fjarlægð
369,Gegend::N,хавь,hérað
370,Gegend::N,газар,hérað
371,Platz::N,зай,pláss
372,Platz::N,завсар,pláss
373,Ort::N,газар,staður
374,Ort::N,байр,staður
375,Seite::N,тал,hlið
376,Seite::N,этгээд,hlið
377,Mitte::N,төв,miðja
378,Mitte::N,дунд,miðja
379,Gegenstand::N,юм,hlutur
380,Sache::N,үйл,mál
381,Sache::N,хэрэг,mál
382,Rand::N,зах,brún
383,Rand::N,хөвөө,brún
384,Kante::N,ирмэг,rönd
385,Ecke::N,өнцөг,horn
386,Spitze::N,үзүүр,oddur
387,Ende::N,зах,endi
388,Ende::N,үзүүр,endi
389,Loch::N,цоорхой,gat
390,Loch::N,цоорхой,hola
391,Loch::N,онгорхой,gat
392,Loch::N,онгорхой,hola
393,Winkel::N,өнцөг,skot
394,Winkel::N,өнцөг,krókur
395,Muster::N,хээ,munstur
396,Muster::N,угалз,munstur
397,Größe::N,хэмжээ,stærð
398,Länge::N,урт,lengd
399,Höhe::N,өндөр,hæð
400,Gewicht::N,жин,vigt
401,Gewicht::N,жин,þyngd
402,Menge::N,тоо,magn
403,Haufen::N,бөөн,hrúga
404,Haufen::N,бөөн,haugur
405,Reihe::N,эгнээ,röð
406,Boot::N,завь,bátur
407,Ruder::N,сэлүүр,ár
408,Schlitten::N,чарга,sleði
409,Ski::N,цана,skíði
410,Lagerfeuer::N,түүдэг,varðeldur
411,Last::N,ачаа,byrði
412,Last::N,ачаа,farmur
413,Gang::N,явдал,ganga
414,Schritt::N,алхам,skref
415,Norden::N,умар,norður
416,Süden::N,урд,suður
417,Süden::N,өмнө,suður
418,Westen::N,өрнө,vestur
419,Westen::N,баруун,vestur
420,Osten::N,зүүн,austur
421,Osten::N,дорно,austur
422,Holz::N,мод,viður
423,Brett::N,банз,fjöl
424,Platte::N,хавтан,flötur
425,Stütze::N,тулгуур,stoð
426,Stütze::N,тулга,stoð
427,Stange::N,сургааг,stöng
428,Stock::N,саваа,prik
429,Stock::N,саваа,stafur
430,Stab::N,таяг,prik
431,Stab::N,таяг,stafur
432,Rohr::N,хоолой,rör
433,Rohr::N,хоолой,pípa
434,Haus::N,гэр,hús
435,Haus::N,байшин,hús
436,Heim::N,гэр,heimili
437,Ofen::N,зуух,ofn
438,Ofen::N,пийшин,ofn
439,Fußboden::N,шал,gólf
440,Tisch::N,ширээ,borð
441,Stuhl::N,сандал,stóll
442,Wiege::N,өлгий,vagga
443,Bett::N,ор,rúm
444,Bett::N,ор,hvíla
445,Regal::N,тавиур,hilla
446,Kiste::N,авдар,kassi
447,Kiste::N,хайрцаг,kassi
448,Fenster::N,гэгээвч,gluggi
449,Tür::N,үүд,dyr
450,Tür::N,үүд,hurð
451,Tür::N,хаалга,dyr
452,Tür::N,хаалга,hurð
453,Tor::N,хаалга,hlið
454,Zaun::N,хашаа,girðing
455,Zaun::N,хашаа,limgarður
456,Dach::N,дээвэр,þak
457,Leiter::N,шат,stigi
458,Besen::N,хамуур,sópur
459,Besen::N,туужуу,sópur
460,Spaten::N,хүрз,spaði
461,Schaufel::N,хүрз,skófla
462,Gabel::N,сэрээ,gaffall
463,Löffel::N,халбага,skeið
464,Messer::N,хутга,hnífur
465,Nagel::N,хадаас,nögl
466,Netz::N,өөш,net
467,Netz::N,тор,net
468,Haken::N,гох,krókur
469,Griff::N,иш,tak
470,Griff::N,сэнж,tak
471,Schloss::N,цуурга,lás
472,Schloss::N,цоож,lás
473,Bild::N,зураг,mynd
474,Figur::N,баримал,stytta
475,Puppe::N,хүүхэлдэй,brúða
476,Beutel::N,агсаа,poki
477,Beutel::N,агсаа,baggi
478,Beutel::N,уут,poki
479,Beutel::N,уут,baggi
480,Bündel::N,боодол,böggull
481,Tasche::N,цүнх,veski
482,Eimer::N,хөнөг,fata
483,Eimer::N,хувин,fata
484,Deckel::N,таг,lok
485,Deckel::N,хавхаг,lok
486,Geschirr::N,сав суулга,leirtau
487,Sack::N,шуудай,sekkur
488,Tasse::N,аяга,bolli
489,Topf::N,тогоо,pottur
490,Kessel::N,тогоо,ketill
491,Essen::N,идээ,matur
492,Nahrung::N,хүнс,fæða
493,Speise::N,идээ,réttur
494,Speise::N,идээ,matarréttur
495,Fleisch::N,мах,kjöt
496,Getreide::N,будаа,korn
497,Brei::N,богшмол,grautur
498,Brei::N,будаа,grautur
499,Brot::N,талх,brauð
500,Scheibe::N,зүсэм,sneið
501,Scheibe::N,хэрчим,sneið
502,Fett::N,өөх,fita
503,Butter::N,тос,smjör
504,Öl::N,тос,olía
505,Salz::N,давс,salt
506,Suppe::N,шөл,súpa
507,Honig::N,бал,hunang
508,Milch::N,сүү,mjólk
509,Tee::N,цай,te
510,Leder::N,арьс,skinn
511,Leder::N,савхи,skinn
512,Wolle::N,ноос,ull
513,Wolle::N,унгас,ull
514,Stoff::N,бөс,dúkur
515,Nadel::N,зүү,nál
516,Faden::N,боолт,þráður
517,Faden::N,утас,þráður
518,Knopf::N,товч,tala
519,Knopf::N,товч,hnappur
520,Knoten::N,зангилаа,hnútur
521,Farbe::N,будаг,málning
522,Kleidung::N,хувцас,búningur
523,Kleidung::N,хувцас,klæðnaður
524,Hemd::N,цамц,skyrta
525,Kragen::N,зах заам,kragi
526,Kragen::N,зах заам,flibbi
527,Ärmel::N,ханцуй,ermi
528,Hose::N,өмд,buxur
529,Gürtel::N,бүс,belti
530,Mütze::N,малгай,húfa
531,Mütze::N,бүрх,húfa
532,Schuh::N,туфли,skór
533,Stiefel::N,гутал,stígvél
534,Ring::N,бөгж,hringur
535,Band::N,тууз,band
536,Kamm::N,сам,greiða
537,Spiegel::N,толь,spegill
538,Riemen::N,тасам,ól
539,Riemen::N,тасам,reim
540,Riemen::N,сур,ól
541,Riemen::N,сур,reim
542,Schnur::N,татлага,snúra
543,Leine::N,оосор,band
544,Decke::N,хөнжил,teppi
545,Decke::N,хучлага,teppi
546,Kissen::N,дэр,koddi
547,Tuch::N,алчуур,klútur
548,Tuch::N,даавуу,klútur
549,Handtuch::N,алчуур,þurrka
550,Handtuch::N,алчуур,handklæði
551,Kraft::N,чадал,afl
552,Kraft::N,чадал,kraftur
553,Kraft::N,хүч,afl
554,Kraft::N,хүч,kraftur
555,Stärke::N,эрч,styrkur
556,Stärke::N,тэнхээ,styrkur
557,Gesundheit::N,бие,heilsa
558,Gesundheit::N,бие,heilbrigði
559,Gesundheit::N,эрүүл мэнд,heilsa
560,Gesundheit::N,эрүүл мэнд,heilbrigði
561,Krankheit::N,эмгэг,sjúkdómur
562,Schmerz::N,өвчин,sársauki
563,Wunde::N,шарх,sár
564,Fieber::N,халуун,hitasótt
565,Arznei::N,эм,lyf
566,Brücke::N,гүүр,brú
567,Brunnen::N,худаг,brunnur
568,Weide::N,бэлчээр,hagi
569,Pfad::N,жим,stígur
570,Pfad::N,зөрөг,stígur
571,Weg::N,зам,vegur
572,Weg::N,харгуй,vegur
573,Straße::N,зам,gata
574,Straße::N,зам,stræti
575,Straße::N,харгуй,gata
576,Straße::N,харгуй,stræti
577,Dorf::N,тосгон,þorp
578,Dorf::N,гацаа,þorp
579,Stadt::N,хот,borg
580,Brief::N,захидал,bréf
581,Brief::N,захиа,bréf
582,Buch::N,ном,bók
583,Buch::N,бичиг,bók
584,Buchstabe::N,үсэг,bókstafur
585,Zeitung::N,сонин,dagblað
586,Leben::N,амь,líf
587,Leben::N,амьдрал,líf
588,Tod::N,үхэл,dauði
589,Grab::N,булш,gröf
590,Kirche::N,сүм,kirkja
591,Sünde::N,нүгэл,synd
592,Sünde::N,хилэнц,synd
593,Gott::N,бурхан,guð
594,Arbeiter::N,ажилчин,verkamaður
595,Arbeiter::N,хөдөлмөрчин,verkamaður
596,Chef::N,дарга,yfirmaður
597,Meister::N,дархан,meistari
598,Arzt::N,эмч,læknir
599,Lehrer::N,багш,kennari
600,Geld::N,цаас,peningar
601,Geld::N,мөнгө,peningar
602,Geschäft::N,наймаа,viðskipti
603,Laden::N,дэлгүүр,búð
604,Laden::N,дэлгүүр,verslun
605,Preis::N,үнэ,verð
606,Ware::N,таваар,vara
607,Ware::N,бараа,vara
608,Nutzen::N,ашиг,gagn
609,Reichtum::N,баялаг,auður
610,Welt::N,дэлхий,veröld
611,Welt::N,орчлон,veröld
612,Land::N,улс,land
613,Land::N,орон,land
614,Staat::N,төр,ríki
615,Staat::N,гүрэн,ríki
616,König::N,ван,konungur
617,Macht::N,засаг,vald
618,Grenze::N,хил,landamæri
619,Krieg::N,дайн,stríð
620,Feind::N,дайсан,fjandmaður
621,Gewalt::N,хүчирхэх,ofbeldi
622,Kampf::N,тэмцэл,bardagi
623,Kampf::N,байлдаан,bardagi
624,Bogen[Waffe]::N,нум,bogi
625,Pfeil::N,годил,ör
626,Pfeil::N,сум,ör
627,Gewehr::N,буу,byssa
628,Fehler::N,эндэл,villa
629,Fehler::N,алдаа,villa
630,Lüge::N,худал,lygi
631,Schaden::N,хор,skemmd
632,Schaden::N,хөнөөл,skemmd
633,Unglück::N,гай,óhamingja
634,Unglück::N,гамшиг,óhamingja
635,Schuld::N,гэм,sök
636,Schuld::N,буруу,sök
637,Alter::N,нас,aldur
638,Schluss::N,эцэс,lok
639,Schluss::N,эцэс,endir
640,Schluss::N,төгсгөл,lok
641,Schluss::N,төгсгөл,endir
642,Zeit::N,цаг,tími
643,Tag::N,өдөр,dagur
644,Morgen::N,өглөө,morgunn
645,Mittag::N,үд,hádegi
646,Abend::N,үдэш,kvöld
647,Nacht::N,шөнө,nótt
648,Woche::N,долоо хоног,vika
649,Monat::N,сар,mánuður
650,Jahr::N,жил,ár
651,Frühling::N,хавар,vor
652,Sommer::N,зун,sumar
653,Herbst::N,намар,haust
654,Winter::N,өвөл,vetur
655,Januar::N,нэгдүгээр сар,janúar
656,Februar::N,хоёрдугаар сар,február
657,März::N,гуравдугаар сар,mars
658,April::N,дөрөвдүгээр сар,apríl
659,Mai::N,тавдугаар сар,maí
660,Juni::N,зургаадугаар сар,júní
661,Juli::N,долдугаар сар,júlí
662,August::N,наймдугаар сар,ágúst
663,September::N,есдүгээр сар,september
664,Oktober::N,аравдугаар сар,október
665,November::N,арван нэгдүгээр сар,nóvember
666,Dezember::N,арван хоёрдугаар сар,desember
667,Montag::N,даваа,mánudagur
668,Dienstag::N,мягмар,þriðjudagur
669,Mittwoch::N,лхагва,miðvikudagur
670,Donnerstag::N,пүрэв,fimmtudagur
671,Freitag::N,баасан,föstudagur
672,Samstag::N,бямба,laugardagur
673,Sonntag::N,ням,sunnudagur
674,groß::A,их,stór
675,groß::A,том,stór
676,klein::A,бага,lítill
677,klein::A,жаахан,lítill
678,lang::A,урт,langur
679,kurz::A,охор,stuttur
680,kurz::A,богино,stuttur
681,breit::A,өргөн,breiður
682,schmal::A,уйтан,mjór
683,schmal::A,нарийн,mjór
684,dicht::A,нягт,þéttur
685,dicht::A,чигжүү,þéttur
686,dick[Gegenstand]::A,зузаан,þykkur
687,dünn::A,нимгэн,þunnur
688,fein::A,нарийн,fíngerður
689,fest::A,бөх,fastur
690,fest::A,хатуу,fastur
691,flach::A,хавтгай,flatur
692,glatt::A,цагаан,háll
693,glatt::A,цагаан,sléttur
694,hart::A,хатуу,harður
695,weich::A,зөөлөн,mjúkur
696,rund::A,дугуй,kringlóttur
697,rund::A,дугариг,kringlóttur
698,spitz::A,шовх,oddhvass
699,spitz::A,шовгор,oddhvass
700,scharf::A,хурц,beittur
701,scharf::A,иртэй,beittur
702,stumpf::A,мохоо,bitlaus
703,schwer::A,хүнд,þungur
704,schön::A,гуа,fagur
705,schön::A,гуа,fallegur
706,schön::A,сайхан,fagur
707,schön::A,сайхан,fallegur
708,heiß::A,халуун,heitur
709,warm::A,дулаан,hlýr
710,warm::A,дулаан,heitur
711,kalt::A,хүйтэн,kaldur
712,kühl::A,сэрүүн,svalur
713,frisch::A,эрүүл,frískur
714,frisch::A,жихүүн,frískur
715,feucht::A,чийгтэй,rakur
716,feucht::A,чийгтэй,þvalur
717,nass::A,нойтон,votur
718,nass::A,нойтон,blautur
719,trocken::A,хатсан,þurr
720,voll::A,дүүрэн,fullur
721,leer::A,хоосон,tómur
722,offen::A,онгорхой,opinn
723,geschlossen::A,битүү,lokaður
724,geschlossen::A,хаалтай,lokaður
725,sauber::A,цэвэр,þrifinn
726,sauber::A,хиргүй,þrifinn
727,schmutzig::A,бохир,óhreinn
728,schmutzig::A,бохир,sóðalegur
729,schmutzig::A,хиртэй,óhreinn
730,schmutzig::A,хиртэй,sóðalegur
731,roh::A,түүхий,hrár
732,reif::A,болсон,þroskaður
733,lecker::A,амттай,ljúffengur
734,süß::A,амттай,sætur
735,süß::A,чихэрлэг,sætur
736,bitter::A,гашуун,beiskur
737,sauer::A,эсгэлэн,súr
738,hell::A,гэгээн,bjartur
739,hell::A,гэрэлтэй,bjartur
740,dunkel::A,бараан,dimmur
741,dunkel::A,харанхуй,dimmur
742,schwarz::A,хар,svartur
743,weiß::A,цагаан,hvítur
744,rot::A,улаан,rauður
745,gelb::A,шар,gulur
746,blau::A,хөх,blár
747,blau::A,цэнхэр,blár
748,grün::A,ногоон,grænn
749,grau::A,орог,grár
750,grau::A,саарал,grár
751,bunt::A,эрээн,marglitur
752,billig::A,хямд,ódýr
753,teuer::A,үнэтэй,dýr
754,wertvoll::A,үнэт,verðmætur
755,blind::A,сохор,blindur
756,taub::A,чих хатуу,heyrnarlaus
757,kräftig::A,чийрэг,öflugur
758,stark::A,хүчтэй,sterkur
759,stark::A,чадалтай,sterkur
760,schwach::A,сул,veill
761,fett::A,тарган,feitur
762,fett::A,голигор,feitur
763,schlank::A,голшиг,grannur
764,schlank::A,голшиг,spengilegur
765,hübsch::A,сайхан,snotur
766,hübsch::A,сайхан,laglegur
767,hübsch::A,хөөрхөн,snotur
768,hübsch::A,хөөрхөн,laglegur
769,böse::A,муу,illur
770,böse::A,муу,vondur
771,böse::A,хортой,illur
772,böse::A,хортой,vondur
773,dumm::A,тэнэг,heimskur
774,faul::A,залхуу,latur
775,fleißig::A,чармайлтгай,iðinn
776,geizig::A,харамч,nískur
777,klug::A,цэцэн,hygginn
778,geschickt::A,дүйтэй,fimur
779,geschickt::A,дүйтэй,laginn
780,lieb::A,хайрт,kær
781,lieb::A,хайрт,ljúfur
782,lustig::A,цэнгэлтэй,kátur
783,sanft::A,наалинхай,blíður
784,hungrig::A,өлөн,soltinn
785,hungrig::A,өлөн,hungraður
786,hungrig::A,өлссөн,soltinn
787,hungrig::A,өлссөн,hungraður
788,krank::A,өвчтэй,sjúkur
789,nackt::A,нүцгэн,nakinn
790,traurig::A,гунигт,dapur
791,traurig::A,гунигт,hryggur
792,lebendig::A,амьд,lifandi
793,lebendig::A,амьтай,lifandi
794,gut::A,сайн,góður
795,schlecht::A,муу,slæmur
796,schlecht::A,муу,lélegur
