,Concept_ID,ka,mhr
668,bitter::A,მწარე,ко́чо
669,sauer::A,მჟავე,шо́по
670,hell::A,ნათელი,во́лгыдо
671,dunkel::A,ბნელი,пычке́мыш
672,schwarz::A,შავი,шола́
673,weiß::A,თეთრი,ош
674,rot::A,წითელი,йошка́р
675,gelb::A,ყვითელი,сар
676,blau::A,ლურჯი,ка́нде
677,blau::A,ცისფერი,ка́нде
678,grün::A,მწვანე,ужа́р
679,grau::A,რუხი,сур
680,grau::A,ნაცრისფერი,сур
681,bunt::A,ჭრელი,олача́
682,bunt::A,ფერადი,олача́
683,billig::A,იაფი,шу́лдо
684,teuer::A,ძვირი,ше́рге
685,wertvoll::A,ღირსიანი,шергака́н
686,blind::A,ბრმა,со́кыр
687,taub::A,ყრუ,соҥгыра́
688,kräftig::A,ძალავანი,куа́тле
689,stark::A,ძლიერი,вия́н
690,stark::A,ღონიერი,вия́н
691,schwach::A,სუსტი,а́лдыме
692,fett::A,სქელი,коя́
693,schlank::A,გამხდარი,йоштката́
694,schlank::A,გამხდარი,яжу́
695,hübsch::A,ეშხიანი,чеве́р
696,hübsch::A,მშვენიერი,чеве́р
697,böse::A,ავი,шы́де
698,böse::A,ბოროტი,шы́де
699,dumm::A,ბოთე,аҥыра́
700,dumm::A,სულელი,аҥыра́
701,faul::A,ზანტი,його
702,faul::A,ზარმაცი,його
703,fleißig::A,ბეჯითი,ты́ршыше
704,fleißig::A,მუყაითი,ты́ршыше
705,geizig::A,ძუნწი,чаҥга́
706,klug::A,ჭკვიანი,уша́н
707,geschickt::A,მარჯვე,уста́
708,geschickt::A,გაწაფული,уста́
709,lieb::A,სატრფიალო,ала́л
710,lustig::A,მხიარული,весела́
711,sanft::A,ალერსიანი,ны́жылге
712,sanft::A,გრძნობიერი,ны́жылге
713,hungrig::A,მშიერი,шу́жышо
714,krank::A,სნეული,че́рле
715,krank::A,ავადმყოფი,че́рле
716,nackt::A,ტიტველი,чарама́т
717,traurig::A,მწუხარე,ойга́н
718,traurig::A,სევდიანი,ойга́н
719,lebendig::A,ცოცხალი,и́лыше
720,gut::A,კარგი,сай
721,schlecht::A,უხეირო,уда́
722,schlecht::A,უხეირო,шӱ́кшӧ
723,richtig::A,ნამდვილი,чы́нле
724,schlimm::A,ცუდი,аля́к
725,schlimm::A,ცუდი,тыра́н
726,wahr::A,სწორი,чы́нле
727,wahr::A,სწორი,настоя́щий
728,wahr::A,ჭეშმარიტი,чы́нле
729,wahr::A,ჭეშმარიტი,настоя́щий
730,alt::A,ძველი,то́што
731,neu::A,ახალი,у
732,ehemalig::A,ყოფილი,о́нчычсо
733,ehemalig::A,ყოფილი,онда́кысе
734,alt[Lebewesen]::A,ბებერი,шо́нто
735,jung::A,ნორჩი,са́мырык
736,jung::A,ახალგაზრდა,са́мырык
737,arm::A,ღარიბი,нужна́
738,reich::A,მდიდარი,поя́н
739,bekannt::A,ცნობილი,па́лыме
740,berühmt::A,გამოჩენილი,лӱ́млӧ
741,fremd::A,უცხო,йот
742,fremd::A,გარეშე,йот
743,verschieden::A,სხვაგვარი,тӱ́рлӧ
744,nah::A,ახლო,ли́шыл
745,fern::A,შორი,тора́
746,fern::A,შორი,мӱ́ндыр
747,fern::A,შორეული,тора́
748,fern::A,შორეული,мӱ́ндыр
749,linker::A,მარცხენა,шола́
750,rechter::A,მარჯვენა,пурла́
751,anderer::A,სხვა,вес
752,anderer::A,სხვა,мо́ло
753,erster::A,პირველი,и́кымше
754,zweiter::A,მეორე,ко́кымшо
755,dritter::A,მესამე,ку́мшо
756,letzter::A,ბოლო,пыта́ртыш
757,letzter::A,უკანასკნელი,пыта́ртыш
758,allein::ADV,მარტო,шкет
759,auf einmal::ADV,ერთდროულად,икана́ште
760,zusammen::ADV,ერთად,пырля́
761,lange::ADV,დიდხანს,кужу́н
762,plötzlich::ADV,მოულოდნელად,кенета́
763,sofort::ADV,ახლავე,кызыта́к
764,später::ADV,მოგვიანებით,варара́к
765,jetzt::ADV,ახლა,ы́нде
766,jetzt::ADV,ახლა,кы́зыт
767,heute::ADV,დღეს,та́че
768,morgen::ADV,ხვალ,эрла́
769,bald::ADV,მალე,вашке́
770,dann::ADV,მერე,вара́
771,gestern::ADV,გუშინ,теҥге́че
772,einst::ADV,ოდესღაც,икана́
773,damals::ADV,მაშინ,туна́м
774,danach::ADV,მერმე,вара́
775,danach::ADV,შემდეგ,вара́
776,vorher::ADV,ადრე,о́нчыч
777,vorher::ADV,წინათ,о́нчыч
778,zuerst::ADV,ჯერ,онда́к
779,einmal::ADV,ერთხელ,икана́
780,manchmal::ADV,ხან,ка́шын
781,manchmal::ADV,ხან,кокла́н
782,manchmal::ADV,ზოგჯერ,ка́шын
783,manchmal::ADV,ზოგჯერ,кокла́н
784,oft::ADV,ხშირად,чӱ́чкыдын
785,immer::ADV,მუდამ,эре́
786,immer::ADV,მუდამ,ту́тыш
787,immer::ADV,ყოველთვის,эре́
788,immer::ADV,ყოველთვის,ту́тыш
789,niemals::ADV,არასდროს,ок нигуна́м
790,hier::ADV,აქ,ты́ште
791,hierhin::ADV,აქეთ,ты́шке
792,hierhin::ADV,აქეთ,тыш
793,von hier::ADV,აქედან,тыше́ч
794,von hier::ADV,აქედან,тыве́ч
795,dort::ADV,იქ,ту́што
796,dorthin::ADV,იქით,туш
797,dorthin::ADV,იქით,ту́шко
798,geradeaus::ADV,პირდაპირ,вик
799,vorwärts::ADV,წინ,о́нчыко
800,rückwärts::ADV,უკან,шеҥге́к
801,zurück::ADV,უკანვე,мӧҥге́ш
802,unten::ADV,დაბლა,ӱ́лнӧ
803,unten::ADV,დაბლა,йыма́лне
804,unten::ADV,ქვევით,ӱ́лнӧ
805,unten::ADV,ქვევით,йыма́лне
806,hinab::ADV,ძირს,йыма́к
807,oben::ADV,ზემოთ,кӱ́шнӧ
808,oben::ADV,ზემოთ,ӱмба́лне
809,hinauf::ADV,ზევით,кӱ́ш
810,hinauf::ADV,ზევით,кӱ́шкӧ
811,überall::ADV,ყველგან,чыла́ вере́
812,nicht::ADV,არ,ок
813,nicht::ADV,არ,о́геш
814,ein wenig::ADV,ცოტა,изи́ш
815,kaum::ADV,ძლივს,пыкше́
816,sehr::ADV,მეტად,чот
817,sehr::ADV,ძალიან,чот
818,so::ADV,ისე,тыге́
819,noch::ADV,ჯერ,а́ле
820,nur::ADV,მხოლოდ,гына́
821,schon::ADV,უკვე,ы́нде
822,wieder::ADV,ისევ,ада́к
823,wieder::ADV,კიდევ,ада́к
824,vergebens::ADV,ამაოდ,ара́м
825,vergebens::ADV,ტყუილად,ара́м
826,vor::PRP,წინ,о́нчыч
827,hinter::PRP,უკან,шеҥге́лне
828,hinter::PRP,მიღმა,шеҥге́лне
829,unter::PRP,ქვეშ,йыма́лне
830,unter::PRP,ქვევით,йыма́лне
831,durch::PRP,გავლით,вошт
832,neben::PRP,გვერდით,вокте́н
833,zwischen::PRP,შუა,кокла́ште
834,zwischen::PRP,შორის,кокла́ште
835,wegen::PRP,გამო,верч
836,wegen::PRP,შედეგად,верч
837,dies::PRN,ეს,ти́де
838,das::PRN,ეგ,са́де
839,alles::PRN,ყველაფერი,чыла́
840,ich::PRN,მე,мый
841,du::PRN,შენ,тый
842,er::PRN,ის,ту́до
843,er::PRN,იგი,ту́до
844,wir::PRN,ჩვენ,ме
845,ihr::PRN,თქვენ,те
846,sie::PRN,ისინი,ну́но
847,was::FPRN,რა,мо
848,wer::FPRN,ვინ,кӧ
849,wo::FADV,სად,куша́н
850,wohin::FADV,საით,куш
851,wohin::FADV,საით,ку́шко
852,wie::FADV,როგორ,кузе́
853,warum::FADV,რაზე,мо
854,warum::FADV,რაზე,мола́н
855,warum::FADV,რატომ,мо
856,warum::FADV,რატომ,мола́н
857,wieviel::FNUM,რამდენი,куна́р
858,eins::NUM,ერთი,ик
859,zwei::NUM,ორი,ко́кыт
860,drei::NUM,სამი,кум
861,vier::NUM,ოთხი,ныл
862,fünf::NUM,ხუთი,вич
863,sechs::NUM,ექვსი,куд
864,sieben::NUM,შვიდი,шым
865,acht::NUM,რვა,канда́ш
866,neun::NUM,ცხრა,инде́ш
867,zehn::NUM,ათი,лу
868,elf::NUM,თერთმეტი,лати́к
869,zwölf::NUM,თორმეტი,латко́к
870,zwanzig::NUM,ოცი,ко́ло
871,dreißig::NUM,ოცდაათი,ку́мло
872,vierzig::NUM,ორმოცი,ны́лле
873,fünfzig::NUM,ორმოცდაათი,ви́тле
874,sechzig::NUM,სამოცი,ку́дло
875,siebzig::NUM,სამოცდაათი,шы́мле
876,achtzig::NUM,ოთხმოცი,канда́шле
877,neunzig::NUM,ოთხმოცდაათი,инде́шле
878,hundert::NUM,ასი,шӱ́дӧ
879,tausend::NUM,ათასი,тӱже́м
880,und::CNJ,და,да
881,und::CNJ,და,ден
882,oder::CNJ,ან,я
883,oder::CNJ,ან,а́ле
884,stehen::V,დგას,шога́ш
885,sitzen::V,ზის,шинча́ш
886,liegen::V,აწევს,кия́ш
887,hängen::V,კიდია,кеча́ш
888,werden::V,გახდება,лия́ш
889,passieren::V,მოხდება,лия́ш
890,beginnen::V,იწყება,тӱҥгала́ш
891,enden::V,გათავდება,пыта́ш
892,wechseln::V,იცვლება,вашталта́ш
893,aufgehen[Sonne]::V,ამოდის,лекта́ш
894,untergehen[Sonne]::V,ჩადის,шинча́ш
895,scheinen[Sonne]::V,ანათებს,волгалта́ш
896,donnern::V,ქუხს,кӱдырта́ш
897,donnern::V,ქუხს,сургалта́ш
898,wehen::V,ქრის,пуа́ш
899,wehen::V,დაუბერავს,пуа́ш
900,strömen::V,იღვრება,шийалтара́ш
901,fließen::V,დის,йога́ш
902,fließen::V,მიედინება,йога́ш
903,sich drehen::V,ტრიალებს,пӧрда́ш
904,schwanken::V,ირხევა,лӱҥга́ш
905,schwanken::V,ირხევა,тайныла́ш
906,schwingen::V,ირხევა,рӱпшалта́ш
907,fallen::V,დავარდება,воза́ш
908,fallen::V,დავარდება,йӧрла́ш
909,brennen::V,იწვის,йӱла́ш
910,rauchen::V,ბოლავს,шикша́ш
911,rauchen::V,აბოლებს,шикша́ш
912,regnen::V,წვიმს,йӱра́ш
913,gefrieren::V,იყინება,кылма́ш
914,gefrieren::V,იყინება,ияҥа́ш
915,tauen::V,დნება,шула́ш
916,schmelzen::V,დნება,лева́ш
917,trocknen::V,გაშრება,кошка́ш
918,sieden::V,დუღს,шола́ш
919,faulen::V,ლპება,шӱя́ш
920,verfaulen::V,ლპება,шӱйы́н шуа́ш
921,reißen::V,დაიხევა,кӱрла́ш
922,versinken::V,ეფლობა,пуре́н кая́ш
923,versinken::V,ჩაიძირება,пуре́н кая́ш
924,vergehen::V,გადის,эрте́н кая́ш
925,erscheinen::V,გამოჩნდება,толы́н лекта́ш
926,verschwinden::V,გააქრება,йома́ш
927,verschwinden::V,დაიკარგება,йома́ш
928,sinken::V,დაიწევს,пуча́ш
929,abnehmen::V,შემცირდება,пуча́ш
930,zunehmen::V,გასუქდება,шукема́ш
931,steigen::V,მოიმატებს,нӧлталта́ш
932,wachsen::V,იზრდება,кушка́ш
933,wachsen::V,მრავლდება,кушка́ш
934,glänzen::V,ბრწყინავს,йылгыжа́ш
935,funkeln::V,კაშკაშებს,чолга́ш
936,lärmen::V,ხმაურობს,рӱшка́ш
937,läuten::V,დარეკავს,мура́ш
938,klingeln::V,დარეკავს,йыҥгырта́ш
939,klirren::V,დააწკარუნებს,чылдыртата́ш
940,brausen::V,ბობოქრობს,лӱшка́ш
941,rauschen::V,შრიალებს,лыжга́ш
942,klingen::V,ხმას გამოსცემს,йоҥга́ш
943,bellen::V,უყეფს,опта́ш
944,heulen::V,ღმუის,урмыжа́ш
945,blasen::V,დაუბერავს,пуала́ш
946,pfeifen::V,უსტვენს,шӱ́шкаш
947,schreien::V,ყვირის,кычкыра́ш
948,stöhnen::V,კვნესის,йыҥыса́ш
949,zittern::V,აძაგძაგებს,чытыра́ш
950,leben::V,ცოცხლობს,ила́ш
951,geboren werden::V,იშვება,шоча́ш
952,geboren werden::V,იბადება,шоча́ш
953,atmen::V,სუნთქავს,шӱла́ш
954,trinken::V,სვამს,йӱа́ш
955,trinken::V,დალევს,йӱа́ш
956,essen::V,შეჭამს,кочка́ш
957,schlucken::V,ყლაპავს,нела́ш
958,müde werden::V,დაიქანცება,ноя́ш
959,einschlafen::V,დაიძინებს,мале́н колта́ш
960,schlafen::V,სძინავს,мала́ш
961,aufwachen::V,გაიღვიძებს,помыжалта́ш
962,aufstehen::V,ადგება,кынела́ш
963,sich erholen::V,დაისვენებს,кана́ш
964,krank werden::V,ავად გახდება,черлане́н воза́ш
965,krank sein::V,ავადმყოფობს,черлане́н кия́ш
966,schmerzen::V,სტკივა,коршта́ш
967,husten::V,ახველებს,кокыра́ш
968,genesen::V,მორჩება,тӱрла́ш
969,genesen::V,მორჩება,тазаҥа́ш
970,sterben::V,კვდება,кола́ш
971,umkommen::V,დაიღუპება,вуй йома́ш
972,sich bewegen::V,იძვრის,кошта́ш
973,sich bewegen::V,მოძრაობს,кошта́ш
974,sich rühren::V,გაინძრევა,тарвана́ш
975,sich erheben::V,ადგება,кынела́ш
976,sich setzen::V,დაჯდება,шинча́ш
977,hinfallen::V,დაეცემა,йӧрла́ш
978,laufen::V,დადის,кошта́ш
979,schreiten::V,აბიჯებს,ошкыла́ш
980,spazierengehen::V,დასეირნობს,гуля́яш
981,eilen::V,მიიჩქარის,вашка́ш
982,sich beeilen::V,აჩქარდება,вашкешта́ш
983,sausen::V,მიქრის,юлтка́ш
984,rennen::V,დარბის,куржтала́ш
985,springen::V,ხტის,тӧршта́ш
986,klettern::V,ძვრება,кӱза́ш
987,schaukeln::V,ქანაობს,лӱҥгалта́ш
988,kriechen::V,დაბობღავს,нушка́ш
989,schwimmen::V,ცურავს,ия́ш
990,tauchen::V,ჩაიძირება,шуҥгалта́ш
991,rudern::V,ნიჩაბს უსვამს,удыра́ш
992,fahren::V,დადის,кудала́ш
993,fahren::V,მგზავრობს,кудала́ш
994,fliegen::V,იფრენს,чоҥешта́ш
995,fliegen::V,გაფრინდება,чоҥешта́ш
996,gehen::V,მიდის,кая́ш
997,weggehen::V,წამოდის,кораҥа́ш
998,abfahren::V,მიემგზავრება,лекта́ш
999,anhalten::V,ჩერდება,чарна́ш
1000,hineingehen::V,შედის,пура́ш
1001,eintreten::V,შედის,пура́ш
1002,kommen::V,მოდის,тола́ш
1003,ankommen::V,ჩადის,шуа́ш
1004,zurückkommen::V,დაბრუნდება,пӧртыла́ш
1005,bleiben::V,დარჩება,кода́ш
1006,warten::V,ელოდება,вуча́ш
1007,erwarten::V,ელის,вуча́ш
1008,erwarten::V,დაიცდის,вуча́ш
1009,suchen::V,ეძებს,кычала́ш
1010,suchen::V,მოძებნის,кычала́ш
1011,finden::V,მიაგნებს,муа́ш
1012,finden::V,გამოძებნის,муа́ш
1013,versuchen::V,ცდის,толаша́ш
1014,versuchen::V,ცდილობს,толаша́ш
1015,vorbereiten::V,მოამზადებს,ямдыла́ш
1016,lieben::V,უყვარს,йӧрата́ш
1017,mögen::V,ეტრფის,йӧрата́ш
1018,lachen::V,იცინის,воштыла́ш
1019,rühren::V,გულს აუჩუყებს,ку́мыл тарвата́ш
1020,weinen::V,ტირის,шорта́ш
1021,schimpfen::V,შეიგინება,каргаша́ш
1022,sich ärgern::V,გაბრაზობს,сыра́ш
1023,sich fürchten::V,შიშობს,лӱда́ш
1024,fürchten::V,ფრთხილობს,лӱда́ш
1025,fliehen::V,გაიქცევა,куржа́ш
1026,flüchten::V,გაიქცევა,куржа́ш
1027,sehen::V,ხედავს,ужа́ш
1028,anschauen::V,ნახავს,онча́ш
1029,ansehen::V,უყურებს,эскера́ш
1030,hören::V,ისმენს,кола́ш
1031,zuhören::V,მოისმენს,колышта́ш
1032,probieren::V,გასინჯავს,тамла́ш
1033,riechen::V,ყნოსავს,ӱпшынча́ш
1034,fühlen::V,გრძნობს,шижа́ш
1035,scheinen::V,ეჩვენება,чуча́ш
1036,zu sehen sein::V,მოჩანს,коя́ш
1037,vernehmen::V,გაიგებს,кола́ш
1038,frieren::V,იყინება,кылма́ш
1039,tun::V,აკეთებს,ышта́ш
1040,können::V,შეიძლება,мошта́ш
1041,wollen::V,უნდა,тӱна́ш
1042,anfangen::V,დაიწყებს,тӱҥала́ш
1043,beenden::V,ამთავრებს,пытара́ш
1044,aufhören::V,შეწყვეტს,чарна́ш
1045,gelingen::V,მოახერხებს,сай лекта́ш
1046,geraten::V,გამოდის,лекта́ш
1047,öffnen::V,გახსნის,поча́ш
1048,schließen::V,ხურავს,петыра́ш
1049,schließen::V,დაკეტავს,петыра́ш
1050,stellen::V,დადგამს,шында́ш
1051,setzen::V,დასვამს,шында́ш
1052,legen::V,დადებს,опта́ш
1053,legen::V,დადებს,пышта́ш
1054,berühren::V,შეახებს,тӱка́ш
1055,berühren::V,მიაკარებს,тӱка́ш
1056,verbinden::V,შეაერთებს,пида́ш
1057,bedecken::V,გადააფარებს,леведа́ш
1058,aufhängen::V,დაკიდებს,сака́ш
1059,anzünden::V,დაანთებს,чӱкта́ш
1060,anzünden::V,მოუკიდებს,чӱкта́ш
1061,aufheben::V,აიღებს,нӧлтала́ш
1062,aufheben::V,აიყვანს,нӧлтала́ш
1063,zurücklassen::V,დატოვებს,кода́ш
1064,verlieren::V,დაკარგავს,йомдара́ш
1065,fallen lassen::V,გაუვარდება,воза́ш
1066,machen::V,გააკეთებს,ышта́ш
1067,machen::V,გამოიწვევს,ышта́ш
1068,herstellen::V,დაამზადებს,ямдыла́ш
1069,bauen::V,ააშენებს,чоҥа́ш
1070,reparieren::V,შეაკეთებს,ачала́ш
1071,reparieren::V,გაარემონტებს,ачала́ш
1072,verbessern::V,გამოაკეთებს,саемда́ш
1073,verbessern::V,გააუმჯობესებს,саемда́ш
1074,ändern::V,შეცვლის,весемда́ш
1075,graben::V,თხრის,кӱнча́ш
1076,beugen::V,ხრის,пӱгырта́ш
1077,biegen::V,გაღუნავს,лывырта́ш
1078,drehen::V,ატრიალებს,пӱтыра́ш
1079,wenden::V,მოაბრუნებს,ирала́ш
1080,umdrehen::V,შეატრიალებს,савырала́ш
1081,heben::V,ასწევს,нӧлта́ш
1082,hochheben::V,აიყვანს,нӧлта́ш
1083,ergreifen::V,სტაცებს,руалта́ш
1084,halten::V,უჭირავს,куча́ш
1085,drücken::V,დააწვება,иша́ш
1086,drücken::V,დააწვება,темда́ш
1087,schieben::V,მისწევს,шӱкала́ш
1088,kratzen::V,მოფხანს,удыра́ш
1089,lecken::V,ლოკავს,нула́ш
1090,beißen::V,უკბენს,пура́ш
1091,abreißen::V,გლეჯს,кӱрла́ш
1092,abreißen::V,მოწყვეტს,кӱрла́ш
1093,abschneiden::V,გაჭრის,пӱчка́ш
1094,binden::V,შეკრავს,кылда́ш
1095,binden::V,გადააბამს,кылда́ш
1096,stecken::V,ჩაასობს,шуралта́ш
1097,brechen::V,მოიტეხს,тодышта́ш
1098,klopfen::V,აკაკუნებს,кыра́ш
1099,hauen::V,ლეწავს,тӱя́ш
1100,kleben::V,წებავს,клеитла́ш
1101,kleben::V,დააწებებს,клеитла́ш
1102,reiben::V,დაზელს,йыга́ш
1103,reiben::V,დაზელს,туржала́ш
1104,streichen::V,უსვამს,шӱра́ш
1105,schleifen::V,ლესავს,шума́ш
1106,schleifen::V,ლესავს,яна́ш
1107,schneiden::V,გაჭრის,пӱчка́ш
1108,rütteln::V,არხევს,рӱза́ш
1109,schütteln::V,არყევს,почка́ш
1110,schütteln::V,ანძრევს,почка́ш
1111,schwenken::V,აქნევს,рӱза́ш
1112,schütten::V,ღვრის,опта́ш
1113,schütten::V,დააქცევს,опта́ш
1114,füllen::V,გაავსებს,тема́ш
1115,einwickeln::V,შეახვევს,вӱдыла́ш
1116,tragen::V,მიიტანს,нумала́ш
1117,schleppen::V,მიათრევს,шӱдыра́ш
1118,ziehen::V,წევს,шупша́ш
1119,ziehen::V,ათრევს,шупша́ш
1120,aufbewahren::V,შეინახავს,арала́ш
1121,werfen::V,ისვრის,шуа́ш
1122,werfen::V,ისვრის,кышка́ш
1123,fangen::V,დაიჭერს,куча́ш
1124,packen::V,სტაცებს,руалта́ш
1125,verstecken::V,მალავს,тоя́ш
1126,teilen::V,დაყოფს,пӧла́ш
1127,schicken::V,გაგზავნის,колта́ш
1128,bringen::V,მოიტანს,конда́ш
1129,hinzufügen::V,დაამატებს,ешара́ш
1130,bekommen::V,ამოიღებს,нала́ш
1131,erhalten::V,იღებს,нала́ш
1132,nehmen::V,აიღებს,нала́ш
1133,wählen::V,გადაარჩევს,сайла́ш
1134,auswählen::V,ამოარჩევს,таҥгла́ш
1135,bewahren::V,ინარჩუნებს,сакла́ш
1136,behindern::V,აბრკოლებს,чаракла́ш
1137,behindern::V,გააძნელებს,чаракла́ш
1138,verderben::V,გააფუჭებს,пужа́ш
1139,beschädigen::V,დააზიანებს,пужа́ш
1140,zerbrechen::V,დაამტვრევს,пудырта́ш
1141,zerreißen::V,გახევს,кӱрла́ш
1142,zerstören::V,მოსპობს,шалата́ш
1143,zerstören::V,დაანგრევს,шалата́ш
1144,verbrennen::V,დაწვავს,йӱлата́ш
1145,geben::V,აძლევს,пуа́ш
1146,reichen::V,მიაწოდებს,пуа́ш
1147,schenken::V,აჩუქებს,пӧлекла́ш
1148,versprechen::V,აღუთქვამს,сӧра́ш
1149,wünschen::V,უსურვებს,тылана́ш
1150,loben::V,აქებს,мокта́ш
1151,loben::V,ამკობს,мокта́ш
1152,küssen::V,აკოცებს,шупшала́ш
1153,wiegen::V,არხევს,рӱпша́ш
1154,zudecken::V,გადახურავს,леведа́ш
1155,wecken::V,გააღვიძებს,помыжалтара́ш
1156,zeigen::V,დაანახვებს,ончыкта́ш
1157,führen::V,მიჰყავს,вӱда́ш
1158,lehren::V,ასწავლის,туныкта́ш
1159,unterrichten::V,ასწავლის,туныкта́ш
1160,aufziehen::V,აღზრდის,орышта́ш
1161,leiten::V,აწარმოებს,вӱда́ш
1162,leiten::V,აწარმოებს,вуйлата́ш
1163,leiten::V,ხელმძღვანელობს,вӱда́ш
1164,leiten::V,ხელმძღვანელობს,вуйлата́ш
1165,antreiben::V,დააჩქარებს,поктыла́ш
1166,lassen::V,ა--ინებს,-та́ш
1167,einladen::V,მოიპატიჟებს,ӱжа́ш
1168,vereinigen::V,შეაერთებს,иктешла́ш
1169,besuchen::V,სანახავად მიდის,то́лын кая́ш
1170,treffen::V,შეხვდება,вашлия́ш
1171,sich versammeln::V,შეიკრიბება,погына́ш
1172,sich versammeln::V,შეიკრიბება,чумырга́ш
1173,spielen::V,ეთამაშება,мода́ш
1174,singen::V,მღერის,мура́ш
1175,tanzen::V,ცეკვავს,кушта́ш
1176,sich trennen::V,მოშორდება,ойырла́ш
1177,verlassen::V,მიატოვებს,кудалта́ш
1178,retten::V,იხსნის,утара́ш
1179,retten::V,გადაარჩენს,утара́ш
1180,bewachen::V,დარაჯობს,орола́ш
1181,bewachen::V,უთვალთვალებს,орола́ш
1182,schützen::V,დაიფარავს,арала́ш
1183,verteidigen::V,დაიცავს,арала́ш
1184,sich schlagen::V,იჩხუბებს,кредала́ш
1185,schießen::V,ისვრის,лӱя́ш
1186,siegen::V,გაიმარჯვებს,сеҥа́ш
1187,ärgern::V,აჯავრებს,сырыкта́ш
1188,schlagen::V,ცემს,пера́ш
1189,treten::V,პანღურს ამოჰკრავს,тошка́ш
1190,stechen::V,სჩხვლეტს,кера́ш
1191,stoßen::V,დაეჯახება,шӱкала́ш
1192,stehlen::V,ქურდობს,шолышта́ш
1193,stehlen::V,მოიპარავს,шолышта́ш
1194,stören::V,შეაწუხებს,мешая́ш
1195,belästigen::V,მობეზრდება,толаштара́ш
1196,verbergen::V,დამალავს,шылта́ш
1197,täuschen::V,შეცდებს,ондала́ш
1198,betrügen::V,მოატყუებს,ондала́ш
1199,töten::V,მოკლავს,пушта́ш
1200,wohnen::V,ცხოვრობს,ила́ш
1201,wohnen::V,ბინადრობს,ила́ш
1202,arbeiten::V,მუშაობს,пашалана́ш
1203,arbeiten::V,მუშაობს,паша́м ышта́ш
1204,sammeln::V,შეკრებს,пога́ш
1205,pflücken::V,კრეფს,кӱра́ш
1206,jagen::V,ნადირობს,сонарла́ш
1207,fischen::V,თევზაობს,кол куча́ш
1208,fassen::V,დააჭერს,куча́ш
1209,hüten::V,მწყემსავს,кӱта́ш
1210,treiben::V,მიერეკება,покта́ш
1211,anbinden::V,მიაბამს,йолышта́ш
1212,füttern::V,აჭმევს,пукша́ш
1213,melken::V,წველის,лӱшта́ш
1214,hacken::V,კეპავს,руа́ш
1215,gießen::V,რწყავს,шава́ш
1216,reifen::V,მწიფდება,кӱа́ш
1217,zubereiten::V,მოამზადებს,ямдыла́ш
1218,kochen::V,მოხარშავს,шолта́ш
1219,backen::V,გამოაცხობს,кӱкташ
1220,braten::V,შეწვავს,пуштыла́ш
1221,braten::V,შეწვავს,жаритла́ш
1222,umrühren::V,შეურევს,луга́ш
1223,umrühren::V,გათქვეფს,луга́ш
1224,stricken::V,ქსოვს,пида́ш
1225,nähen::V,გაკერავს,урга́ш
1226,färben::V,შეღებავს,чиялта́ш
1227,reinigen::V,გაწმენდს,эрыкта́ш
1228,reinigen::V,გასუფთავებს,эрыкта́ш
1229,waschen::V,გარეცხავს,мушка́ш
1230,abwischen::V,წაშლის,ӱшта́ш
1231,spülen::V,გაავლებს,шӱалта́ш
1232,fegen::V,დაბლანდავს,ӱшта́ш
1233,kehren::V,დაგვის,ӱшта́ш
1234,baden::V,ბანაობს,йӱштыла́ш
1235,sich waschen::V,იბანება,мушкылта́ш
1236,ausziehen::V,გაიხდის,кудаша́ш
1237,anziehen::V,ჩაიცვამს,чия́ш
1238,sich anziehen::V,ჩაიცვამს,чия́ш
1239,kämmen::V,დავარცხნის,шера́ш
1240,schmücken::V,მორთავს,тӱзата́ш
1241,schmücken::V,მორთავს,чеверта́ш
1242,sagen::V,იტყვის,ойла́ш
1243,sagen::V,იტყვის,каласа́ш
1244,sprechen::V,ლაპარაკობს,кутыра́ш
1245,reden::V,საუბრობს,мутлана́ш
1246,sich unterhalten::V,ბაასობს,кутыра́ш
1247,sich unterhalten::V,მუსაიფობს,кутыра́ш
1248,fragen::V,ჰკითხავს,йода́ш
1249,bitten::V,სთხოვს,йода́ш
1250,erzählen::V,მოუთხრობს,ойла́ш
1251,mitteilen::V,აუწყებს,увертара́ш
1252,mitteilen::V,აცნობებს,увертара́ш
1253,nennen::V,უწოდებს,лӱмда́ш
1254,rufen::V,დაუძახებს,ӱжа́ш
1255,prahlen::V,ტრაბახობს,моктана́ш
1256,übersetzen::V,გადათარგმნის,кусара́ш
1257,denken::V,ფიქრობს,шона́ш
1258,denken::V,აზროვნებს,шона́ш
1259,glauben::V,სჯერა,ӱшана́ш
1260,bemerken::V,შენიშვნავს,шижа́ш
1261,erkennen::V,გამოიცნობს,пала́ш
1262,begreifen::V,გაიგებს,ыҥла́ш
1263,verstehen::V,გაიგონებს,умыла́ш
1264,lernen::V,ისწავლის,тунема́ш
1265,wissen::V,ეცოდინება,шинча́ш
1266,sich erinnern an::V,მოიგონებს,шарна́ш
1267,sich erinnern an::V,გაიხსენებს,шарна́ш
1268,vergessen::V,ივიწყებს,монда́ш
1269,messen::V,ზომავს,виса́ш
1270,zählen::V,ითვლის,шотла́ш
1271,rechnen::V,გაიანგარიშებს,шотла́ш
1272,lesen::V,კითხულობს,луда́ш
1273,malen::V,ხატავს,сӱретла́ш
1274,zeichnen::V,ხაზავს,сӱретла́ш
1275,schreiben::V,დაწერს,воза́ш
1276,besitzen::V,ექნება,лия́ш
1277,kaufen::V,ყიდულობს,нала́ш
