,Concept_ID,hr,he
820,rückwärts::ADV,natrag,לאחור
821,zurück::ADV,nazad,בחזרה
822,zurück::ADV,nazad,אחורנית
823,zurück::ADV,natrag,בחזרה
824,zurück::ADV,natrag,אחורנית
825,unten::ADV,dolje,למטה
826,hinab::ADV,nizbrdo,למטה
827,oben::ADV,gore,מעל
828,oben::ADV,gore,למעלה
829,hinauf::ADV,uzbrdo,למעלה
830,überall::ADV,svuda,בכל מקום
831,überall::ADV,svagdje,בכל מקום
832,nicht::ADV,ne,לא
833,ein wenig::ADV,malo,קצת
834,kaum::ADV,tek,בקשי
835,kaum::ADV,jedva,בקשי
836,sehr::ADV,jako,מאוד
837,sehr::ADV,veoma,מאוד
838,so::ADV,tako,כך
839,so::ADV,tako,ככה
840,so::ADV,ovako,כך
841,so::ADV,ovako,ככה
842,noch::ADV,još,עוד
843,noch::ADV,još,עדין
844,nur::ADV,samo,רק
845,schon::ADV,već,כבר
846,wieder::ADV,opet,שוב
847,wieder::ADV,ponovo,שוב
848,vergebens::ADV,uzalud,לריק
849,vergebens::ADV,uzalud,לשוא
850,vergebens::ADV,zabadava,לריק
851,vergebens::ADV,zabadava,לשוא
852,vor::PRP,pred,מול
853,vor::PRP,ispred,מול
854,hinter::PRP,za,מאחורי
855,hinter::PRP,iza,מאחורי
856,unter::PRP,pod,מתחת
857,unter::PRP,ispod,מתחת
858,durch::PRP,po,דרך
859,durch::PRP,kroz,דרך
860,neben::PRP,kraj,ליד
861,neben::PRP,kraj,על-יד
862,neben::PRP,pored,ליד
863,neben::PRP,pored,על-יד
864,neben::PRP,pokraj,ליד
865,neben::PRP,pokraj,על-יד
866,zwischen::PRP,među,בין
867,zwischen::PRP,između,בין
868,wegen::PRP,radi,בשל
869,wegen::PRP,radi,בגלל
870,wegen::PRP,zbog,בשל
871,wegen::PRP,zbog,בגלל
872,dies::PRN,ovo,זה
873,das::PRN,to,זה
874,das::PRN,ono,זה
875,alles::PRN,sve,הכל
876,ich::PRN,ja,אני
877,du::PRN,ti,את
878,du::PRN,ti,אתה
879,er::PRN,on,הוא
880,wir::PRN,mi,אנחנו
881,ihr::PRN,vi,לה
882,sie::PRN,oni,הם
883,was::FPRN,što,מה
884,wer::FPRN,tko,מי
885,wo::FADV,gdje,איפה
886,wohin::FADV,kuda,לאן
887,wohin::FADV,kamo,לאן
888,wie::FADV,kako,איך
889,warum::FADV,zašto,למה
890,wieviel::FNUM,koliko,כמה
891,eins::NUM,jedan,אחד
892,zwei::NUM,dva,שתים
893,drei::NUM,tri,שלושה
894,vier::NUM,četiri,ארבעה
895,fünf::NUM,pet,חמשה
896,sechs::NUM,šest,ששה
897,sieben::NUM,sedam,שבעה
898,acht::NUM,osam,שמונה
899,neun::NUM,devet,תשעה
900,zehn::NUM,deset,עשרה
901,elf::NUM,jedanaest,אחת עשרה
902,zwölf::NUM,dvanaest,שתים עשרה
903,zwanzig::NUM,dvadeset,עשרים
904,dreißig::NUM,trideset,שלושים
905,vierzig::NUM,četrdeset,ארבעים
906,fünfzig::NUM,pedeset,חמשים
907,sechzig::NUM,šezdeset,ששים
908,siebzig::NUM,sedamdeset,שבעים
909,achtzig::NUM,osamdeset,שמונים
910,neunzig::NUM,devetdeset,תשעים
911,hundert::NUM,sto,מאה
912,tausend::NUM,tisuća,אלף
913,und::CNJ,i,ו
914,und::CNJ,te,ו
915,oder::CNJ,ili,או
916,stehen::V,stajati,עמד
917,sitzen::V,sjediti,ישב
918,liegen::V,ležati,שכב
919,hängen::V,visiti,היה תלוי
920,werden::V,postati,הפך ל
921,werden::V,činiti se,הפך ל
922,passieren::V,desiti se,קרה
923,passieren::V,dogoditi se,קרה
924,beginnen::V,početi,התחיל
925,enden::V,prestati,הסתים
926,enden::V,svršiti se,הסתים
927,wechseln::V,mijenjati se,השתנה
928,aufgehen[Sonne]::V,izići,זרח
929,untergehen[Sonne]::V,zaći,שקע
930,scheinen[Sonne]::V,sijati,בהק
931,donnern::V,grmjeti,רעם
932,wehen::V,duhati,נשב
933,strömen::V,strujati,זרם
934,fließen::V,teći,זרם
935,sich drehen::V,obrtati se,הסתובב
936,sich drehen::V,vrtjeti se,הסתובב
937,schwanken::V,teturati,התנודד
938,schwanken::V,kolebati se,התנודד
939,schwingen::V,njihati,התנענע
940,schwingen::V,titrati,התנענע
941,fallen::V,padati,נפל
942,brennen::V,gorjeti,בער
943,rauchen::V,dimiti se,עשן
944,regnen::V,kišiti,ירד גשם
945,regnen::V,daždjeti,ירד גשם
946,gefrieren::V,smrznuti se,קפא
947,tauen::V,kopnjeti,נמס
948,tauen::V,kraviti se,נמס
949,schmelzen::V,topiti se,התיך
950,trocknen::V,sušiti se,התיבש
951,sieden::V,kipjeti,רתח
952,sieden::V,ključati,רתח
953,faulen::V,gnjiti,רקב
954,verfaulen::V,sagnjiti,רקב
955,reißen::V,otrgnuti se,נקרע
956,versinken::V,tonuti,טבע
957,versinken::V,propasti,טבע
958,vergehen::V,prolaziti,עבר
959,erscheinen::V,pojaviti se,נגלה
960,erscheinen::V,pojaviti se,הופיע
961,verschwinden::V,nestati,נעלם
962,verschwinden::V,izgubiti se,נעלם
963,sinken::V,trgnuti,ירד
964,sinken::V,spustiti se,ירד
965,abnehmen::V,opasti,הפחית
966,zunehmen::V,povećati se,רבה
967,steigen::V,uzići,עלה
968,steigen::V,nadoći,עלה
969,wachsen::V,rasti,גדל
970,glänzen::V,blistati,נצץ
971,glänzen::V,blistati,בהק
972,glänzen::V,sjati se,נצץ
973,glänzen::V,sjati se,בהק
974,funkeln::V,svjetlucati,נצנץ
975,lärmen::V,bučati,רעש
976,lärmen::V,galamiti,רעש
977,läuten::V,zvoniti,צלצל
978,klingeln::V,zvoniti,צלצל
979,klirren::V,zvečati,קרקש
980,brausen::V,hujati,געש
981,rauschen::V,šumiti,רשרש
982,rauschen::V,šuškati,רשרש
983,klingen::V,zvučati,נשמע
984,bellen::V,lajati,נבח
985,heulen::V,zavijati,ילל
986,blasen::V,puhati,נשף
987,pfeifen::V,fućkati,שרק
988,schreien::V,vikati,צעק
989,schreien::V,kričati,צעק
990,stöhnen::V,stenjati,נאנק
991,zittern::V,drhtati,רעד
992,zittern::V,trepetati,רעד
993,leben::V,živjeti,חי
994,geboren werden::V,roditi se,נולד
995,atmen::V,disati,נשם
996,trinken::V,piti,שתה
997,essen::V,jesti,אכל
998,schlucken::V,gutati,בלע
999,müde werden::V,umoriti se,התעיף
1000,einschlafen::V,usnuti,נרדם
1001,einschlafen::V,zaspati,נרדם
1002,schlafen::V,spati,ישן
1003,aufwachen::V,probuditi se,התעורר
1004,aufstehen::V,ustati,קם
1005,sich erholen::V,odmoriti se,נפש
1006,krank werden::V,oboljeti se,חלה
1007,krank werden::V,razboljeti se,חלה
1008,krank sein::V,bolovati,היה חולה
1009,schmerzen::V,boljeti,כאב
1010,husten::V,kašljati,השתעל
1011,genesen::V,ozdraviti,הבריא
1012,genesen::V,oporaviti se,הבריא
1013,sterben::V,umrijeti,מת
1014,umkommen::V,skapati,נספה
1015,sich bewegen::V,gibati se,נע
1016,sich bewegen::V,kretati se,נע
1017,sich rühren::V,maknuti se,זז
1018,sich erheben::V,dići se,קם
1019,sich setzen::V,sjesti,התישב
1020,hinfallen::V,pasti,נפל
1021,laufen::V,hodati,הלך ברגל
1022,schreiten::V,stupati,פסע
1023,spazierengehen::V,šetati se,טיל
1024,eilen::V,hitati,אץ
1025,eilen::V,hitati,מהר
1026,sich beeilen::V,požuriti se,מהר
1027,sausen::V,juriti,אץ
1028,rennen::V,trčati,רץ
1029,springen::V,skakati,קפץ
1030,klettern::V,popeti se,טפס
1031,klettern::V,penjati se,טפס
1032,schaukeln::V,ljuljati se,התנדנד
1033,kriechen::V,puzati,זחל
1034,kriechen::V,gmizati,זחל
1035,schwimmen::V,plivati,שחה
1036,tauchen::V,roniti,צלל
1037,tauchen::V,gnjuriti,צלל
1038,rudern::V,veslati,חתר
1039,fahren::V,voziti se,נסע
1040,fliegen::V,letjeti,עף
1041,fliegen::V,lijetati,עף
1042,gehen::V,ići,הלך
1043,weggehen::V,otići,עזב
1044,abfahren::V,krenuti,יצא
1045,abfahren::V,otputovati,יצא
1046,anhalten::V,stati,עצר
1047,anhalten::V,zaustaviti,עצר
1048,hineingehen::V,ulaziti,נכנס
1049,eintreten::V,ući,נכנס
1050,kommen::V,doći,בא
1051,ankommen::V,stići,הגיע
1052,zurückkommen::V,vratiti se,שב
1053,zurückkommen::V,vratiti se,חזר
1054,zurückkommen::V,povratiti se,שב
1055,zurückkommen::V,povratiti se,חזר
1056,bleiben::V,ostati,נשאר
1057,warten::V,čekati,חכה
1058,warten::V,čekati,המתין
1059,erwarten::V,očekivati,צפה
1060,suchen::V,tražiti,חפש
1061,finden::V,naći,מצא
1062,versuchen::V,pokušati,נסה
1063,vorbereiten::V,spremiti,הכין
1064,vorbereiten::V,pripremiti,הכין
1065,lieben::V,voljeti,אהב
1066,mögen::V,voljeti,אהב
1067,lachen::V,smijati se,צחק
1068,rühren::V,taknuti,נגע ללב
1069,weinen::V,plakati,בכה
1070,schimpfen::V,psovati,גער
1071,sich ärgern::V,ljutiti se,זעם
1072,sich ärgern::V,ljutiti se,כעס
1073,sich fürchten::V,bojati se,פחד
1074,sich fürchten::V,bojati se,חשש
1075,fürchten::V,bojati se,פחד מ
1076,fürchten::V,bojati se,חשש מ
1077,fliehen::V,pobjeći,ברח
1078,flüchten::V,utjeći,נמלט
1079,sehen::V,vidjeti,ראה
1080,anschauen::V,ogledati,הביט
1081,ansehen::V,gledati,התבונן
1082,hören::V,čuti,שמע
1083,zuhören::V,slušati,הקשיב
1084,probieren::V,probati,נסה
1085,riechen::V,osjećati miris,הריח
1086,fühlen::V,osjećati,חש
1087,scheinen::V,činiti se,נדמה
1088,zu sehen sein::V,biti vidljiv,נראה
1089,vernehmen::V,saznati,נודע ל
1090,frieren::V,zima je,קר ל
1091,tun::V,raditi,פעל
1092,können::V,moći,יכל
1093,wollen::V,htjeti,רצה
1094,anfangen::V,početi,התחיל
1095,beenden::V,svršiti,גמר
1096,beenden::V,dovršiti,גמר
1097,aufhören::V,prestati,סים
1098,gelingen::V,uspjeti,הצליח
1099,geraten::V,desiti se,עלה
1100,öffnen::V,otvoriti,פתח
1101,schließen::V,zatvoriti,סגר
1102,stellen::V,metnuti,העמיד
1103,stellen::V,postaviti,העמיד
1104,setzen::V,posaditi,הושיב
1105,legen::V,polagati,שם
1106,berühren::V,doticati,נגע
1107,berühren::V,dodirivati,נגע
1108,verbinden::V,spojiti,קשר
1109,verbinden::V,zavezati,קשר
1110,bedecken::V,pokriti,כסה
1111,aufhängen::V,objesiti,תלה
1112,anzünden::V,upaliti,הצית
1113,anzünden::V,zapaliti,הצית
1114,aufheben::V,podići,אסף
1115,aufheben::V,podignuti,אסף
1116,zurücklassen::V,ostaviti,השאיר
1117,zurücklassen::V,pustiti natrag,השאיר
1118,verlieren::V,izgubiti,אבד
1119,fallen lassen::V,ispustiti,שמט
1120,fallen lassen::V,ispustiti,הפיל
1121,machen::V,uraditi,עשה
1122,machen::V,načiniti,עשה
1123,machen::V,napraviti,עשה
1124,herstellen::V,proizvesti,יצר
1125,bauen::V,graditi,בנה
1126,reparieren::V,popraviti,תקן
1127,verbessern::V,poboljšati,שפר
1128,ändern::V,promijeniti,שנה
1129,graben::V,kopati,חפר
1130,graben::V,kopkati,חפר
1131,beugen::V,saviti,כפף
1132,biegen::V,saviti,כופף
1133,biegen::V,sagnuti,כופף
1134,drehen::V,vrtjeti,סובב
1135,wenden::V,obrnuti,הפך
1136,umdrehen::V,okrenuti,סובב
1137,umdrehen::V,prevŕnuti,סובב
1138,heben::V,dizati,הרים
1139,hochheben::V,dignuti,הרים
1140,ergreifen::V,uhvatiti,אחז
1141,ergreifen::V,prihvatiti,אחז
1142,halten::V,držati,החזיק
1143,drücken::V,pritiskivati,לחץ
1144,schieben::V,gurati,הזיז
1145,kratzen::V,česati,שרט
1146,kratzen::V,česati,שפשף
1147,kratzen::V,grepsti,שרט
1148,kratzen::V,grepsti,שפשף
1149,lecken::V,lizati,לקק
1150,beißen::V,ujesti,נשך
1151,beißen::V,gristi,נשך
1152,abreißen::V,otkinuti,קרע
1153,abschneiden::V,odrezati,חתך
1154,binden::V,vezati,קשר
1155,stecken::V,turiti,תקע
1156,brechen::V,slomiti,שבר
1157,klopfen::V,lupati,נקש
1158,klopfen::V,kucati,נקש
1159,hauen::V,tući,הכה
1160,hauen::V,udarati,הכה
1161,kleben::V,lijepiti,הדביק
1162,reiben::V,trti,שפשף
1163,streichen::V,namazati,מרח
1164,schleifen::V,brusiti,השחיז
1165,schneiden::V,rezati,גזר
1166,rütteln::V,drmati,נענע
1167,schütteln::V,tresti,נער
1168,schwenken::V,mahati,נופף
1169,schwenken::V,mahati,טלטל
1170,schütten::V,sipati,שפך
1171,schütten::V,lijevati,שפך
1172,füllen::V,napuniti,מלא
1173,einwickeln::V,umotati,עטף
1174,einwickeln::V,zamotati,עטף
1175,tragen::V,nositi,נשא
1176,schleppen::V,tegliti,סחב
1177,ziehen::V,vući,משך
1178,aufbewahren::V,čuvati,שמר
1179,werfen::V,bacati,זרק
1180,fangen::V,loviti,תפס
1181,fangen::V,hvatati,תפס
1182,packen::V,ščepati,אחז
1183,packen::V,zgrabiti,אחז
1184,verstecken::V,sakriti,החביא
1185,teilen::V,podijeliti,חלק
1186,schicken::V,slati,שלח
1187,bringen::V,donijeti,הביא
1188,hinzufügen::V,dodati,הוסיף
1189,hinzufügen::V,pridati,הוסיף
1190,bekommen::V,dobiti,תפס
1191,erhalten::V,primiti,קבל
1192,nehmen::V,uzeti,אחז
1193,wählen::V,izabrati,בחר
1194,auswählen::V,odabrati,בחר ב
1195,bewahren::V,sačuvati,קים
1196,behindern::V,smetati,מנע
1197,verderben::V,pokvariti,מנע
1198,beschädigen::V,oštetiti,הזיק
1199,zerbrechen::V,razbiti,נשבר
1200,zerbrechen::V,prelomiti,נשבר
1201,zerreißen::V,poderati,קרע
1202,zerreißen::V,rastrgnuti,קרע
1203,zerstören::V,razoriti,הרס
1204,zerstören::V,razoriti,השמיד
1205,zerstören::V,razrušiti,הרס
1206,zerstören::V,razrušiti,השמיד
1207,verbrennen::V,spaliti,שרף
1208,verbrennen::V,sagorjeti,שרף
1209,geben::V,dati,נתן
1210,reichen::V,pružiti,העביר
1211,schenken::V,darivati,נתן במתנה
1212,versprechen::V,obećati,הבטיח
1213,wünschen::V,željeti,אחל
1214,loben::V,hvaliti,שבח
1215,küssen::V,ljubiti,נשק
1216,wiegen::V,njihati,נדנד
1217,wiegen::V,ljuljati,נדנד
1218,zudecken::V,pokriti,כסה
1219,wecken::V,probuditi,עורר
1220,zeigen::V,pokazati,הראה
1221,führen::V,voditi,הביא
1222,führen::V,voditi,הוביל
1223,lehren::V,učiti,למד
1224,unterrichten::V,poučiti,למד
1225,aufziehen::V,uzgajati,רומם
1226,leiten::V,upravljati,נהל
1227,antreiben::V,natjeravati,המרץ
1228,lassen::V,dati,נתן
1229,einladen::V,pozvati,הזמין
1230,vereinigen::V,ujediniti,אחד
1231,vereinigen::V,ujediniti,לכד
1232,besuchen::V,posjetiti,בקר
1233,treffen::V,sresti,פגש
1234,sich versammeln::V,okupiti se,התאסף
1235,spielen::V,igrati se,שחק
1236,singen::V,pjevati,שר
1237,tanzen::V,plesati,רקד
1238,sich trennen::V,razići se,נפרד
1239,verlassen::V,ostaviti,עזב
1240,verlassen::V,napustiti,עזב
1241,retten::V,spasiti,הציל
1242,bewachen::V,čuvati,שמר
1243,bewachen::V,stražariti,שמר
1244,schützen::V,čuvati,אבטח
1245,verteidigen::V,obraniti,הגן
1246,sich schlagen::V,biti se,התכתש
1247,sich schlagen::V,udariti se,התכתש
1248,schießen::V,pucati,ירה
1249,schießen::V,strijeljati,ירה
1250,siegen::V,pobijediti,גבר
1251,siegen::V,pobijediti,נצח
1252,ärgern::V,ljutiti,עצבן
1253,schlagen::V,biti,הכה
1254,schlagen::V,biti,הלקה
1255,schlagen::V,udariti,הכה
1256,schlagen::V,udariti,הלקה
1257,treten::V,šutnuti,בעט
1258,stechen::V,ubosti,דקר
1259,stoßen::V,gurnuti,דחק
1260,stehlen::V,ukrasti,גנב
1261,stören::V,smetati,קטע
1262,stören::V,smetati,הפריע
1263,belästigen::V,smetati,הציק
1264,belästigen::V,smetati,הטריד
1265,belästigen::V,dosaditi,הציק
1266,belästigen::V,dosaditi,הטריד
1267,verbergen::V,skriti,הצניע
1268,täuschen::V,obmanuti,שגע
1269,betrügen::V,prevarati,הונה
1270,töten::V,ubiti,הרג
1271,wohnen::V,stanovati,גר
1272,arbeiten::V,raditi,עבד
1273,sammeln::V,sabrati,אסף
1274,pflücken::V,ubrati,קטף
1275,jagen::V,loviti,צד
1276,fischen::V,ribati,דג
1277,fischen::V,loviti ribu,דג
1278,fassen::V,uloviti,תפס
1279,hüten::V,pasti,רעה
1280,treiben::V,goniti,הוציא
1281,anbinden::V,privezati,קשר
1282,füttern::V,hraniti,הלעיט
1283,melken::V,musti,חלב
1284,hacken::V,sjeckati,קצץ
1285,gießen::V,politi,השקה
1286,reifen::V,sazreti,בשל
1287,zubereiten::V,prigotoviti,הכין
1288,kochen::V,kuhati,בשל
1289,backen::V,peći,אפה
1290,braten::V,peći,צלה
1291,braten::V,peći,טגן
1292,braten::V,pržiti,צלה
1293,braten::V,pržiti,טגן
1294,umrühren::V,promiješati,ערבב
1295,stricken::V,plesti,סרג
1296,nähen::V,šiti,תפר
1297,färben::V,obojiti,צבע
1298,reinigen::V,očistiti,נקה
1299,reinigen::V,počistiti,נקה
1300,waschen::V,prati,רחץ
1301,waschen::V,prati,כבס
1302,abwischen::V,otrti,נגב
1303,spülen::V,isprati,שטף
1304,spülen::V,oplakati,שטף
1305,fegen::V,mesti,טאטא
1306,fegen::V,pomesti,טאטא
1307,kehren::V,mesti,טאטא
1308,baden::V,kupati se,טבל
1309,baden::V,kupati se,שחה
1310,sich waschen::V,umiti se,התרחץ
1311,sich waschen::V,prati se,התרחץ
1312,ausziehen::V,svući,הוריד
1313,anziehen::V,obući,לבש
1314,sich anziehen::V,obući se,התלבש
1315,kämmen::V,češljati,סרק
1316,schmücken::V,uresiti,קשט
1317,schmücken::V,nakititi,קשט
1318,sagen::V,reći,אמר
1319,sagen::V,kazati,אמר
1320,sprechen::V,govoriti,דבר
1321,reden::V,govoriti,דבר
1322,reden::V,besjediti,דבר
1323,sich unterhalten::V,razgovarati se,שוחח
1324,fragen::V,pitati,שאל
1325,bitten::V,moliti,בקש
1326,erzählen::V,ispričati,ספר
1327,erzählen::V,pripovjediti,ספר
1328,mitteilen::V,saopćiti,מסר
1329,mitteilen::V,saopćiti,הודיע
1330,nennen::V,nazvati,קרא בשם
1331,rufen::V,zvati,גיס
1332,rufen::V,zvati,הזמין לבוא
1333,rufen::V,dozvati,גיס
1334,rufen::V,dozvati,הזמין לבוא
1335,prahlen::V,hvalisati se,התרברב
1336,übersetzen::V,prevesti,תרגם
1337,denken::V,misliti,חשב
1338,glauben::V,vjerovati,האמין
1339,bemerken::V,zapaziti,הבחין
1340,bemerken::V,primijetiti,הבחין
1341,erkennen::V,prepoznati,זהה
1342,begreifen::V,pojmiti,קלט
1343,begreifen::V,pojmiti,הבין
1344,begreifen::V,shvatiti,קלט
1345,begreifen::V,shvatiti,הבין
1346,verstehen::V,razabrati,הבין
1347,lernen::V,učiti se,למד
1348,wissen::V,znati,ידע
1349,sich erinnern an::V,sjetiti se,זכר
1350,vergessen::V,zaboraviti,שכח
1351,messen::V,mjeriti,מדד
1352,zählen::V,brojiti,ספר
1353,rechnen::V,računati,חשב
1354,lesen::V,čitati,קרא
1355,malen::V,slikati,ציר
1356,zeichnen::V,crtati,שרטט
1357,schreiben::V,pisati,כתב
1358,besitzen::V,imati,היה בעל של
1359,besitzen::V,posjedovati,היה בעל של
1360,kaufen::V,kupiti,קנה
1361,kaufen::V,kupiti,רכש
1362,verkaufen::V,prodati,מכר
1363,verkaufen::V,raspačati,מכר
1364,bezahlen::V,platiti,שלם
1365,zahlen::V,plaćati,שלם
1366,beherrschen::V,vladati,שלט
1367,beherrschen::V,gospodariti,שלט
1368,ertragen::V,trpjeti,סבל
1369,ertragen::V,podnijeti,סבל
1370,Gehirn::N,,מוח
