,Concept_ID,de,bn
700,scheinen[Sonne]::V,scheinen,আলো দেওয়া
701,donnern::V,donnern,বজ্রধ্বনি করা
702,wehen::V,wehen,প্রবাহিত হওয়া
703,strömen::V,strömen,প্রবাহিত হওয়া
704,fließen::V,fließen,ছুটা
705,sich drehen::V,sich drehen,পাক খাওয়া
706,schwanken::V,schwanken,দোলা
707,schwingen::V,schwingen,দোলা
708,fallen::V,fallen,পড়া
709,brennen::V,brennen,সেঁকা
710,rauchen::V,rauchen,ধোঁয়া ছড়ান
711,regnen::V,regnen,বর্ষণ_করা
712,gefrieren::V,gefrieren,হিমায়িত হওয়া
713,tauen::V,tauen,গলা
714,schmelzen::V,schmelzen,গলা
715,trocknen::V,trocknen,শুষ্ক করা
716,sieden::V,sieden,ফোঁড়া
717,faulen::V,faulen,ক্ষয় হওয়া
718,verfaulen::V,verfaulen,ক্ষয় হওয়া 
719,reißen::V,reißen,ছিঁড়া
720,versinken::V,versinken,ডুবা
721,vergehen::V,vergehen,যাওয়া
722,erscheinen::V,erscheinen,আসা
723,verschwinden::V,verschwinden,অদৃশ্য হওয়া
724,sinken::V,sinken,হ্রাস হওয়া
725,abnehmen::V,abnehmen,হ্রাস হওয়া
726,zunehmen::V,zunehmen,বৃদ্ধি পাওয়া
727,steigen::V,steigen,ওঠা
728,wachsen::V,wachsen,বড় হওয়া
729,glänzen::V,glänzen,জ্বলা
730,funkeln::V,funkeln,জ্বল্জ্বল করা
731,lärmen::V,lärmen,
732,läuten::V,läuten,রুসুঝুসু করা
733,klingeln::V,klingeln,বাজা
734,klirren::V,klirren,টুংটাং-শব্দ করা
735,brausen::V,brausen,গর্জন করা
736,rauschen::V,rauschen,মর্মরধ্বনি করা
737,klingen::V,klingen,শব্দ করা
738,bellen::V,bellen,ঘেউ ঘেউ করা
739,heulen::V,heulen,গর্জন করা
740,blasen::V,blasen,ফুঁ দেওয়া
741,pfeifen::V,pfeifen,শিস্ দেওয়া
742,schreien::V,schreien,চিৎকার করা
743,stöhnen::V,stöhnen,গোঁ-গো করা
744,zittern::V,zittern,কাঁপা
745,leben::V,leben,বাঁচা
746,geboren werden::V,geboren werden,জন্মানো
747,atmen::V,atmen,শ্বাস ফেলা
748,trinken::V,trinken,পান করা
749,essen::V,essen,ভক্ষণ করা
750,schlucken::V,schlucken,গেলা
751,müde werden::V,müde werden,পরিশ্রান্ত হওয়া
752,einschlafen::V,einschlafen,নিদ্রামগ্ন হওয়া
753,schlafen::V,schlafen,নিদ্রা যাওয়া
754,aufwachen::V,aufwachen,জাগা
755,aufstehen::V,aufstehen,জাগা
756,sich erholen::V,sich erholen,আরাম করা
757,krank werden::V,krank werden,অসুস্থ হত্তয়া
758,krank sein::V,krank sein,রূগ্ণ হত্তয়া
759,schmerzen::V,schmerzen,কন্কন করা
760,husten::V,husten,কাশা
761,genesen::V,genesen,আরোগ্য হওয়া
762,sterben::V,sterben,মারা যাওয়া
763,umkommen::V,umkommen,মারা যাওয়া
764,sich bewegen::V,sich bewegen,চলা
765,sich rühren::V,sich rühren,নড়া
766,sich erheben::V,sich erheben,উদিত হওয়া
767,sich setzen::V,sich setzen,বসা
768,hinfallen::V,hinfallen,পড়া
769,laufen::V,laufen,হাঁটা
770,schreiten::V,schreiten,হাঁটা
771,spazierengehen::V,spazierengehen,পায়চারি করা
772,eilen::V,eilen,ত্বরাম্বিত করা
773,sich beeilen::V,sich beeilen,ত্বরাম্বিত করা
774,sausen::V,sausen,ধেয়ে যাওয়া
775,rennen::V,rennen,চলা
776,springen::V,springen,লাফানো
777,klettern::V,klettern,আরোহণ করা
778,schaukeln::V,schaukeln,দোলা
779,kriechen::V,kriechen,হামাগুড়ি দেওয়া
780,schwimmen::V,schwimmen,সাঁতার কাটা
781,tauchen::V,tauchen,ডোবা
782,rudern::V,rudern,দাঁড় টানা
783,fahren::V,fahren,চালান
784,fliegen::V,fliegen,ওড়া
785,gehen::V,gehen,যাওয়া
786,weggehen::V,weggehen,প্রস্থান করা
787,abfahren::V,abfahren,প্রস্থান করা
788,anhalten::V,anhalten,থামা
789,hineingehen::V,hineingehen,ঢোকা
790,eintreten::V,eintreten,ঢোকা
791,kommen::V,kommen,আসা
792,ankommen::V,ankommen,আসা
793,zurückkommen::V,zurückkommen,ফিরা
794,bleiben::V,bleiben,থাকা
795,warten::V,warten,অপেক্ষা করা
796,erwarten::V,erwarten,অপেক্ষা করা
797,suchen::V,suchen,খোঁজ করা
798,finden::V,finden,পাওয়া
799,versuchen::V,versuchen,পরখ করা
800,vorbereiten::V,vorbereiten,প্রস্তুত করা
801,lieben::V,lieben,ভালবাসা
802,mögen::V,mögen,পছন্দ করা
803,lachen::V,lachen,হাসা
804,rühren::V,rühren,হৃদয়ম্পর্শ করা
805,weinen::V,weinen,কাঁদা
806,schimpfen::V,schimpfen,নালিশ করা
807,sich ärgern::V,sich ärgern,রাগ হত্তয়া
808,sich fürchten::V,sich fürchten,ভয় করা
809,fürchten::V,fürchten,ডরা
810,fliehen::V,fliehen,পালানো
811,flüchten::V,flüchten,পালানো
812,sehen::V,sehen,দেখা
813,anschauen::V,anschauen,দেখা
814,ansehen::V,ansehen,দেখা
815,hören::V,hören,শোনা
816,zuhören::V,zuhören,শোনা
817,probieren::V,probieren,পরখ করা
818,riechen::V,riechen,শুঁকা
819,fühlen::V,fühlen,অনুভব করা
820,scheinen::V,scheinen,মনে হত্তয়া
821,zu sehen sein::V,zu sehen sein,দেখা দেত্তয়া
822,vernehmen::V,vernehmen,শোনা
823,frieren::V,frieren,শীত লাগা
824,tun::V,tun,করা
825,können::V,können,পারা
826,wollen::V,wollen,ইচ্ছা করা
827,anfangen::V,anfangen,আরম্ভ করা
828,beenden::V,beenden,শেষ করা
829,aufhören::V,aufhören,থামা
830,gelingen::V,gelingen,সিদ্ধিলাভ করা
831,geraten::V,geraten,পরিণত হত্তয়া
832,öffnen::V,öffnen,খোলা
833,schließen::V,schließen,বন্ধ করা
834,stellen::V,stellen,স্থাপন করা
835,setzen::V,setzen,স্থাপন করা
836,legen::V,legen,স্থাপন করা
837,berühren::V,berühren,স্পর্শ করা
838,verbinden::V,verbinden,সংযুক্ত করা
839,bedecken::V,bedecken,ঢাকা
840,aufhängen::V,aufhängen,ঝুলানো
841,anzünden::V,anzünden,জ্বালান
842,aufheben::V,aufheben,কুড়াইয়া তোলা
843,zurücklassen::V,zurücklassen,পরিত্যাগ করা
844,verlieren::V,verlieren,হারান
845,fallen lassen::V,fallen lassen,ফেলা
846,machen::V,machen,গঠন করা
847,herstellen::V,herstellen,সৃষ্টি করা
848,bauen::V,bauen,নির্মাণ করা
849,reparieren::V,reparieren,মেরামত করা
850,verbessern::V,verbessern,উন্নতিলাভ করা
851,ändern::V,ändern,পরিবর্তিত করা
852,graben::V,graben,খনন করা
853,beugen::V,beugen,নোয়া
854,biegen::V,biegen,নোয়া
855,drehen::V,drehen,ঘোরান
856,wenden::V,wenden,উলটাইয়া দেত্তয়া
857,umdrehen::V,umdrehen,উলটানো
858,heben::V,heben,উত্তোলন করা
859,hochheben::V,hochheben,উঁচু করা
860,ergreifen::V,ergreifen,দখল করা
861,halten::V,halten,ধরা
862,drücken::V,drücken,টেপা
863,schieben::V,schieben,ঠেলা
864,kratzen::V,kratzen,চাঁচা
865,lecken::V,lecken,চাটা
866,beißen::V,beißen,দংশন করা
867,abreißen::V,abreißen,বিচ্ছিন্ন করা
868,abschneiden::V,abschneiden,বিচ্ছিন্ন করা
869,binden::V,binden,বন্ধন করা
870,stecken::V,stecken,বিদ্ধ করা
871,brechen::V,brechen,ভাঙা
872,klopfen::V,klopfen,আঘাত করা
873,hauen::V,hauen,আঘাত করা
874,kleben::V,kleben,সাঁটা
875,reiben::V,reiben,ঘষা
876,streichen::V,streichen,ছড়াইয়া
877,schleifen::V,schleifen,ধার দেওয়া
878,schneiden::V,schneiden,কাটা
879,rütteln::V,rütteln,নাড়ান
880,schütteln::V,schütteln,নড়া
881,schwenken::V,schwenken,দোলা
882,schütten::V,schütten,বর্ষণ করা
883,füllen::V,füllen,পরিপূর্ণ করা
884,einwickeln::V,einwickeln,মুড়া
885,tragen::V,tragen,বহন করা
886,schleppen::V,schleppen,টানা
887,ziehen::V,ziehen,টানা
888,aufbewahren::V,aufbewahren,রাখা
889,werfen::V,werfen,ছুড়া
890,fangen::V,fangen,লোফা
891,packen::V,packen,ধরা
892,verstecken::V,verstecken,গোপন করা
893,teilen::V,teilen,বিভক্ত করা
894,schicken::V,schicken,প্রেরণ করা
895,bringen::V,bringen,আনা
896,hinzufügen::V,hinzufügen,একত্র করা
897,bekommen::V,bekommen,পাওয়া
898,erhalten::V,erhalten,পাওয়া
899,nehmen::V,nehmen,নেওয়া
900,wählen::V,wählen,বাছা
901,auswählen::V,auswählen,বাছা
902,bewahren::V,bewahren,বাঁচাইয়া রাখা
903,behindern::V,behindern,বাধা দেওয়া
904,verderben::V,verderben,নষ্ট করা
905,beschädigen::V,beschädigen,ক্ষতি করা
906,zerbrechen::V,zerbrechen,ভাঙ্গিয়া যাওয়া
907,zerreißen::V,zerreißen,ছিঁড়া
908,zerstören::V,zerstören,বিনাশ করা
909,verbrennen::V,verbrennen,দহন করা
910,geben::V,geben,দেওয়া
911,reichen::V,reichen,দেওয়া
912,schenken::V,schenken,উপহার দেত্তয়া
913,versprechen::V,versprechen,প্রতিশ্রুতি দেওয়া
914,wünschen::V,wünschen,আকাঙ্ক্ষা করা
915,loben::V,loben,প্রশংসা করা
916,küssen::V,küssen,চুম্বন করা
917,wiegen::V,wiegen,দুলানো
918,zudecken::V,zudecken,ঢাকা
919,wecken::V,wecken,জাগানো
920,zeigen::V,zeigen,দেখানো
921,führen::V,führen,পথ দেখানো
922,lehren::V,lehren,শেখানো
923,unterrichten::V,unterrichten,শিক্ষা দেওয়া
924,aufziehen::V,aufziehen,পালন করা
925,leiten::V,leiten,পরিচালনা করা
926,antreiben::V,antreiben,চালনা করা
927,lassen::V,lassen,অনুমতি দেওয়া
928,einladen::V,einladen,নিমন্ত্রণ করা
929,vereinigen::V,vereinigen,এক করা
930,besuchen::V,besuchen,দেখিতে যাওয়া
931,treffen::V,treffen,সন্মুখীন হওয়া
932,sich versammeln::V,sich versammeln,জড়ো হওয়া
933,spielen::V,spielen,খেলা
934,singen::V,singen,গাওয়া
935,tanzen::V,tanzen,নাচা
936,sich trennen::V,sich trennen,পৃথক করা
937,verlassen::V,verlassen,পরিত্যাগ করা
938,retten::V,retten,উদ্ধার করা
939,bewachen::V,bewachen,পাহারা দেওয়া
940,schützen::V,schützen,রক্ষা করা
941,verteidigen::V,verteidigen,রক্ষা করা
942,sich schlagen::V,sich schlagen,লড়াই করা
943,schießen::V,schießen,তীরবেগে ছোটা
944,siegen::V,siegen,জেতা
945,ärgern::V,ärgern,বিরক্ত করা
946,schlagen::V,schlagen,আঘাত করা
947,treten::V,treten,লাথি মারা
948,stechen::V,stechen,দংশন করা
949,stoßen::V,stoßen,ঠেলা
950,stehlen::V,stehlen,অপহরণ করা
951,stören::V,stören,ঘাঁটান
952,belästigen::V,belästigen,বিরক্ত করা
953,verbergen::V,verbergen,গোপন করা
954,täuschen::V,täuschen,প্রবঞ্চনা করা
955,betrügen::V,betrügen,প্রতারণা করা
956,töten::V,töten,হত্যা করা
957,wohnen::V,wohnen,বাস করা
958,arbeiten::V,arbeiten,কাজ করা
959,sammeln::V,sammeln,সংগ্রহ করা
960,pflücken::V,pflücken,চয়ন করা
961,jagen::V,jagen,শিকার করা
962,fischen::V,fischen,মাছ ধরা
963,fassen::V,fassen,ধরা
964,hüten::V,hüten,যুথভুক্ত করা
965,treiben::V,treiben,চালনা করা
966,anbinden::V,anbinden,বন্ধন করা
967,füttern::V,füttern,ভোজন করানো
968,melken::V,melken,দুগ্ধ দোহন করা
969,hacken::V,hacken,কাটা
970,gießen::V,gießen,বর্ষণ করা
971,reifen::V,reifen,পাকা
972,zubereiten::V,zubereiten,রন্ধন করা
973,kochen::V,kochen,রন্ধন করা
974,backen::V,backen,সেকা
975,braten::V,braten,ভাজা
976,umrühren::V,umrühren,নড়ানো
977,stricken::V,stricken,বোনা
978,nähen::V,nähen,সেলাই করা
979,färben::V,färben,রঞ্জিত করা
980,reinigen::V,reinigen,পরিষ্কার করা
981,waschen::V,waschen,পরিষ্কার করা
982,abwischen::V,abwischen,মুছা
983,spülen::V,spülen,পরিষ্কার করা
984,fegen::V,fegen,ঝাঁট দেওয়া
985,kehren::V,kehren,ঝাঁট দেওয়া
986,baden::V,baden,অবগাহন করা
987,sich waschen::V,sich waschen,ধোয়া
988,ausziehen::V,ausziehen,খুলা
989,anziehen::V,anziehen,গায়ে দেত্তয়া
990,sich anziehen::V,sich anziehen,পোশাক পরা
991,kämmen::V,kämmen,আঁচড়ানো
992,schmücken::V,schmücken,সাজান করা
993,sagen::V,sagen,উচ্চারণ করা
994,sprechen::V,sprechen,বলা
995,reden::V,reden,আলাপ করা
996,sich unterhalten::V,sich unterhalten,আড্ডা দেওয়া
997,fragen::V,fragen,জিজ্ঞাসা করা
998,bitten::V,bitten,প্রার্থনা করা
999,erzählen::V,erzählen,বর্ণনা করা
1000,mitteilen::V,mitteilen,বলা
1001,nennen::V,nennen,নাম দেওয়া
1002,rufen::V,rufen,আমন্ত্রণ করা
1003,prahlen::V,prahlen,বড়াই করা
1004,übersetzen::V,übersetzen,ভাষাস্তরিত করা
1005,denken::V,denken,ভাবা
1006,glauben::V,glauben,বিশ্বাস করা
1007,bemerken::V,bemerken,লক্ষ্য করা
1008,erkennen::V,erkennen,চিনিতে পারা
1009,begreifen::V,begreifen,উপলব্ধি করা
1010,verstehen::V,verstehen,উপলব্ধি করা
1011,lernen::V,lernen,শেখা
1012,wissen::V,wissen,জানা
1013,sich erinnern an::V,sich erinnern an,মনে করা
1014,vergessen::V,vergessen,বিস্মৃত হওয়া
1015,messen::V,messen,মাপা
1016,zählen::V,zählen,গণনা করা
1017,rechnen::V,rechnen,হিসাব করা
1018,lesen::V,lesen,পাঠ করা
1019,malen::V,malen,আঁকা
1020,zeichnen::V,zeichnen,ছকা
1021,schreiben::V,schreiben,লেখা
1022,besitzen::V,besitzen,অধিকার করা
1023,kaufen::V,kaufen,ক্রয় করা
1024,verkaufen::V,verkaufen,বেচা
1025,bezahlen::V,bezahlen,প্রদান করা
1026,zahlen::V,zahlen,প্রদান করা
1027,beherrschen::V,beherrschen,শাসন করা
1028,ertragen::V,ertragen,বহন করা
