,Concept_ID,xal,ga
241,Silber::N,цаһан мөңгн,airgead
242,Kohle::N,нүүрсн,gual
243,Glas::N,шил,gloine
244,Lehm::N,шавр,cré
245,Sand::N,элсн,gaineamh
246,Mensch::N,күн,duine
247,Mensch::N,күмн,duine
248,Mann::N,эр,fear
249,Frau::N,күүкд күн,bean
250,Kind::N,үрн,gasúr
251,Kind::N,үрн,páiste
252,Junge::N,көвүн,buachaill
253,Mädchen::N,бичкн күүкн,cailín
254,Familie::N,бүл,teaghlach
255,Familie::N,бүл,comhluadar
256,Großvater::N,өвк эцк,seanathair
257,Großvater::N,наһц эцк,seanathair
258,Großmutter::N,эмг эк,seanmháthair
259,Großmutter::N,наһц эк,seanmháthair
260,Eltern::N,эк эцк хойр,tuismitheoirí
261,Vater::N,эцк,athair
262,Mutter::N,эк,máthair
263,Sohn::N,көвүн,mac
264,Tochter::N,күүкн,iníon
265,Bruder::N,дү көвүн,deartháir
266,Schwester::N,эгч,deirfiúr
267,Schwester::N,дү күүкн,deirfiúr
268,Onkel::N,авһ,uncail
269,Onkel::N,наһцх,uncail
270,Tante::N,наһц эгч,aintín
271,Ehemann::N,залу,fear céile
272,Ehefrau::N,гергн,bean chéile
273,Freude::N,байр,áthas
274,Gelächter::N,инәдн,gáire
275,Glück::N,җирһл,séan
276,Glück::N,җирһл,sonas
277,Glück::N,сәәхн җирһл,séan
278,Glück::N,сәәхн җирһл,sonas
279,Kummer::N,зовлң,brón
280,Kummer::N,зовлң,buairt
281,Wunsch::N,дурн,guí
282,Wunsch::N,дурн,achainí
283,Lust::N,җилвтлһн,fonn
284,Geist::N,зөрг,meon
285,Geist::N,зөрг,spiorad
286,Gedanke::N,ухан,smaoineamh
287,Gedächtnis::N,чееҗин тодлвр,cuimhne
288,Verstand::N,ухан,ciall
289,Verstand::N,ухан,intinn
290,Sinn::N,учр-утх,brí
291,Sinn::N,учр-утх,ciall
292,Grund::N,учр,fáth
293,Grund::N,шалтан,fáth
294,Wahrheit::N,үнн,fírinne
295,Gespräch::N,күүндвүр,comhrá
296,Märchen::N,тууль,scéal
297,Erzählung::N,келвр,scéal
298,Nachricht::N,медүллһн,teachtaireacht
299,Neuigkeit::N,зәңг,scéala
300,Name::N,нерн,ainm
301,Rätsel::N,тәәлвртә тууль,tomhas
302,Rede::N,келлһн,óráid
303,Rede::N,келлһн,aitheasc
304,Sprache::N,келн,teanga
305,Stimme::N,дун,guth
306,Wort::N,үг,focal
307,Zeichen::N,темдг,comhartha
308,Ruf::N,дуудлһн,glaoch
309,Lärm::N,шууган,torann
310,Laut::N,ә,fuaim
311,Ton::N,дун,ton
312,Lied::N,дун,amhrán
313,Ruhe::N,амулң,suaimhneas
314,Leute::N,әмтн,muintir
315,Volk::N,улс,pobal
316,Arbeit::N,көдлмш,obair
317,Gast::N,гиич,aoi
318,Geschenk::N,белг,féirín
319,Geschenk::N,белг,bronntanas
320,Spiel::N,наадн,cluiche
321,Gesellschaft::N,олн,comhluadar
322,Hilfe::N,нөкд,cúnamh
323,Hilfe::N,нөкд,cabhair
324,Freund::N,иньг,cara
325,Kamerad::N,үр,comrádaí
326,Angelegenheit::N,керг,ábhar
327,Anzahl::N,то,líon
328,Art::N,зүүл,sórt
329,Art::N,зүүл,saghas
330,Stück::N,хусг,píosa
331,Teil::N,хүв,cuid
332,Teil::N,хүв,páirt
333,Hälfte::N,өрәл,leath
334,Kreis::N,төгрг,ciorcal
335,Kreuz::N,кирс,cros
336,Linie::N,зурасн,líne
337,Strich::N,татасн,stríoc
338,Abstand::N,зә,achar
339,Entfernung::N,һазр,fad
340,Gegend::N,һазр,ceantar
341,Platz::N,зә,áit
342,Platz::N,зә,spás
343,Ort::N,бәәрн,áit
344,Seite::N,тал,taobh
345,Seite::N,хаҗу,taobh
346,Seite::N,хәврһ,taobh
347,Mitte::N,дунд,lár
348,Gegenstand::N,юмн,ball
349,Gegenstand::N,юмн,ábhar
350,Sache::N,юмн,ní
351,Sache::N,юмн,rud
352,Rand::N,зах,imeall
353,Rand::N,зах,ciumhais
354,Kante::N,ирмәг,corr
355,Kante::N,ирмәг,colbha
356,Ecke::N,өнцг,coirnéal
357,Spitze::N,үзүр,gob
358,Spitze::N,үзүр,barr
359,Ende::N,үзүр,ceann
360,Ende::N,үзүр,foirceann
361,Loch::N,хаһрха,poll
362,Winkel::N,булң,cúinne
363,Winkel::N,булң,uillinn
364,Muster::N,намч,patrún
365,Größe::N,кемҗән,méid
366,Größe::N,кемҗән,toise
367,Länge::N,ут,fad
368,Höhe::N,өндр,airde
369,Gewicht::N,күнд,meáchan
370,Gewicht::N,чиңнүр,meáchan
371,Menge::N,ик,méid
372,Haufen::N,ова,cnap
373,Reihe::N,зерг,líne
374,Reihe::N,зерг,sraith
375,Reihe::N,зерглән,líne
376,Reihe::N,зерглән,sraith
377,Boot::N,оңһц,bád
378,Ruder::N,хәәв,rámh
379,Ruder::N,хәәв,maide rámha
380,Schlitten::N,цан,carr sleamhnáin
381,Ski::N,лыҗ,scí
382,Lagerfeuer::N,костёр,tine champa
383,Last::N,күнд,ualach
384,Gang::N,йовлһн,siúlóid
385,Schritt::N,ишкм,céim
386,Schritt::N,ишкм,coiscéim
387,Norden::N,ар үзг,tuaisceart
388,Süden::N,өмн,deisceart
389,Süden::N,өмн үзг,deisceart
390,Westen::N,барун,iarthar
391,Westen::N,барун үзг,iarthar
392,Osten::N,зүн,oirthear
393,Osten::N,зүн үзг,oirthear
394,Holz::N,модн,adhmad
395,Brett::N,харһа,clár
396,Platte::N,хавтха чолун,leac
397,Stütze::N,тулг,taca
398,Stange::N,уньн,polla
399,Stange::N,уньн,cuaille
400,Stock::N,модн,bata
401,Stock::N,модн,maide
402,Stab::N,шуург,maide
403,Stab::N,шуург,bachall
404,Rohr::N,турва,píopa
405,Haus::N,гер,teach
406,Heim::N,гер-бул,baile
407,Ofen::N,беш,sornóg
408,Fußboden::N,девскр,urlár
409,Tisch::N,ширә,bord
410,Tisch::N,ширә,tábla
411,Stuhl::N,стул,cathaoir
412,Wiege::N,өлгә,cliabhán
413,Wiege::N,дүүҗң,cliabhán
414,Bett::N,орн,leaba
415,Bett::N,орндг,leaba
416,Regal::N,таг,seilf
417,Regal::N,тәвц,seilf
418,Kiste::N,яршг,bosca
419,Fenster::N,терз,fuinneoig
420,Tür::N,үүдн,doras
421,Tor::N,үүдн,geata
422,Tor::N,өргн үүдн,geata
423,Tor::N,хашан үүдн,geata
424,Zaun::N,хаша,fál
425,Zaun::N,хаша,claí
426,Dach::N,деевр,díon
427,Leiter::N,шат,dréimire
428,Leiter::N,давшур,dréimire
429,Besen::N,сәвүр,scuab
430,Spaten::N,күрз,spád
431,Spaten::N,күрз,rámhainn
432,Schaufel::N,совг,sluasaid
433,Gabel::N,серә,forc
434,Gabel::N,серә,gabhlóg
435,Löffel::N,ухр,spúnóg
436,Messer::N,утх,scian
437,Nagel::N,хадасн,tairne
438,Netz::N,гөлм,líon
439,Netz::N,гөлм,eangach
440,Haken::N,дегә,croch
441,Griff::N,иш,cos
442,Griff::N,иш,hanla
443,Griff::N,бәрүл,cos
444,Griff::N,бәрүл,hanla
445,Schloss::N,оньс,glas
446,Bild::N,зург,pictiúr
447,Figur::N,фигур,fíor
448,Puppe::N,наадһа,bábóg
449,Beutel::N,мишг,mála
450,Beutel::N,мишг,mealbhóg
451,Bündel::N,багла,beart
452,Bündel::N,боодһа,beart
453,Tasche::N,сумк,mála
454,Eimer::N,суулһ,buicéad
455,Deckel::N,бүркәсн,clár
456,Deckel::N,бүркәсн,claibín
457,Geschirr::N,сав,soithí
458,Geschirr::N,сав,gréithe
459,Geschirr::N,сав-сарх,soithí
460,Geschirr::N,сав-сарх,gréithe
461,Sack::N,мишг,sac
462,Sack::N,мишг,mála
463,Tasse::N,ааһ,cupán
464,Topf::N,кастрюль,pota
465,Kessel::N,хәәсн,citeal
466,Essen::N,зоогллһн,béile
467,Nahrung::N,теҗәл,bia
468,Speise::N,хот,mias
469,Fleisch::N,махн,feoil
470,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,grán
471,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,arbhar
472,Brei::N,хаш,brúitín
473,Brot::N,өдмг,arán
474,Scheibe::N,зүсм,píosa
475,Scheibe::N,зүсм,slisne
476,Fett::N,өөкн,saill
477,Fett::N,өөкн,méathras
478,Butter::N,тосн,im
479,Öl::N,тосн,ola
480,Salz::N,давсн,salann
481,Suppe::N,шөлн,sú
482,Suppe::N,шөлн,anraith
483,Honig::N,бал,mil
484,Milch::N,үсн,bainne
485,Tee::N,цә,tae
486,Leder::N,арсн,leathar
487,Wolle::N,утцн,olann
488,Wolle::N,эд,olann
489,Stoff::N,эд,éadach
490,Nadel::N,зүн,snáthaid
491,Faden::N,утцн,snáth
492,Knopf::N,товч,cnaipe
493,Knoten::N,зәңгдә,snaidhm
494,Farbe::N,будг,péint
495,Kleidung::N,хувцн,éadaí
496,Kleidung::N,хувц-хунр,éadaí
497,Hemd::N,киилг,léine
498,Kragen::N,зах,bóna
499,Ärmel::N,ханцн,muinchille
500,Hose::N,шалвур,bríste
501,Hose::N,шалвур,treabhsar
502,Gürtel::N,бүс,crios
503,Mütze::N,махла,caipín
504,Schuh::N,башмгуд,bróg
505,Stiefel::N,һосн,buatais
506,Ring::N,билцг,fáinne
507,Band::N,лент,ribín
508,Kamm::N,сам,cíor
509,Spiegel::N,толь,scáthán
510,Riemen::N,бүс,iall
511,Riemen::N,бүс,strapa
512,Schnur::N,деесн,téad
513,Schnur::N,деесн,sreangán
514,Leine::N,бурнтг,iall
515,Leine::N,нохан көтлвр,iall
516,Decke::N,көнҗл,pluid
517,Decke::N,көнҗл,blaincéad
518,Kissen::N,дер,piliúr
519,Kissen::N,дер,adhartán
520,Tuch::N,альчур,scaif
521,Handtuch::N,полотенц,tuáille
522,Handtuch::N,һар-нүүрин альчур,tuáille
523,Kraft::N,күчн,fórsa
524,Stärke::N,чидл,neart
525,Gesundheit::N,эрүл-менд,sláinte
526,Krankheit::N,өвчн,tinneas
527,Krankheit::N,өвчн,breoiteacht
528,Schmerz::N,өвдлһн,pian
529,Wunde::N,шав,goin
530,Fieber::N,безг,fiabhras
531,Arznei::N,эм,cógas
532,Brücke::N,тагт,droichead
533,Brunnen::N,худг,tobar
534,Weide::N,малын идг,féarach
535,Pfad::N,цувг,cosán
536,Pfad::N,цувг,conair
537,Weg::N,хаалһ,slí
538,Weg::N,хаалһ,bealach
539,Straße::N,зам,bóthar
540,Dorf::N,хотн,sráidbhaile
541,Stadt::N,балһсн,baile
542,Stadt::N,балһсн,cathair
543,Brief::N,бичг,litir
544,Buch::N,дегтр,cín
545,Buch::N,дегтр,leabhar
546,Buchstabe::N,үзг,litir
547,Zeitung::N,газет,nuachtán
548,Leben::N,җирһл,saol
549,Leben::N,җирһл,beatha
550,Tod::N,үкл,bás
551,Tod::N,өңгрлһн,bás
552,Grab::N,оршалһна нүкн,uaigh
553,Kirche::N,чонҗ,eaglais
554,Sünde::N,нүл,peaca
555,Sünde::N,килнц,peaca
556,Gott::N,бурхн,dia
557,Arbeiter::N,көдлмшч,oibrí
558,Chef::N,толһач,saoiste
559,Chef::N,толһач,ceannasaí
560,Meister::N,урн,máistir
561,Arzt::N,эмч,lia
562,Arzt::N,эмч,dochtúir
563,Lehrer::N,багш,oide
564,Lehrer::N,багш,múinteoir
565,Geld::N,мөңгн,airgead
566,Geschäft::N,көдлмш,gnó
567,Laden::N,лавк,siopa
568,Preis::N,үн,praghas
569,Ware::N,эд-тавр,earra
570,Nutzen::N,олз,tairbhe
571,Reichtum::N,зөөр,rachmas
572,Reichtum::N,зөөр,saibhreas
573,Welt::N,орчлң,domhan
574,Welt::N,делкә,domhan
575,Land::N,орн-нутг,tír
576,Staat::N,государств,stát
577,König::N,хан,rí
578,Macht::N,йосн,cumhacht
579,Grenze::N,меҗә,críoch
580,Grenze::N,меҗә,teorainn
581,Krieg::N,дән,cogadh
582,Feind::N,дәәсн,namhaid
583,Gewalt::N,күч һарһлһн,foréigean
584,Kampf::N,ноолдан,troid
585,Kampf::N,бәрлдлһн,troid
586,Bogen[Waffe]::N,саадг,bogha
587,Pfeil::N,сумн,saighead
588,Gewehr::N,бу,gunna
589,Fehler::N,алдг,botún
590,Fehler::N,алдг,meancóg
591,Lüge::N,худл,bréag
592,Lüge::N,худл,éitheach
593,Schaden::N,хорлт,dochar
594,Schaden::N,хорлт,damáiste
595,Unglück::N,гүрм,drochrath
596,Schuld::N,гем,locht
597,Schuld::N,гем,milleán
598,Schuld::N,буру,locht
599,Schuld::N,буру,milleán
600,Alter::N,насн,aois
601,Schluss::N,чилгч,deireadh
602,Zeit::N,цаг,am
603,Zeit::N,цаг,aimsir
604,Tag::N,өдр,lá
605,Morgen::N,өрүн,maidin
606,Mittag::N,үд,nóin
607,Abend::N,асхн,tráthnóna
608,Nacht::N,сө,oíche
609,Woche::N,долан хонг,seachtain
610,Monat::N,сар,mí
611,Jahr::N,җил,bliain
612,Frühling::N,хавр,earrach
613,Sommer::N,зун,samhradh
614,Herbst::N,намр,fómhar
615,Winter::N,үвл,geimhreadh
616,Januar::N,январь,Eanáir
617,Februar::N,февраль,Feabhra
618,März::N,март,Márta
619,März::N,моһа сар,Márta
620,April::N,апрель,Aibreán
621,Mai::N,май,Bealtaine
622,Juni::N,июнь,Meitheamh
623,Juni::N,мөчн сар,Meitheamh
624,Juli::N,июль,Iúil
625,August::N,август,Lúnasa
626,September::N,һаха сар,Meán Fómhair
627,Oktober::N,октябрь,Deireadh Fómhair
628,November::N,ноябрь,Samhain
629,November::N,ноябрь,Mí na Samhna
630,November::N,үкр сар,Samhain
631,November::N,үкр сар,Mí na Samhna
632,Dezember::N,бар сар,Mí na Nollag
633,Montag::N,понедельник,Luan
634,Montag::N,понедельник,Dé Luain
635,Dienstag::N,вторник,Máirt
636,Dienstag::N,вторник,Dé Máirt
637,Mittwoch::N,среда,Céadaoin
638,Mittwoch::N,среда,Dé Céadaoin
639,Mittwoch::N,үлмҗ өдр,Céadaoin
640,Mittwoch::N,үлмҗ өдр,Dé Céadaoin
641,Donnerstag::N,четверг,Déardaoin
642,Donnerstag::N,пүрвә өдр,Déardaoin
643,Freitag::N,пятниц,Aoine
644,Freitag::N,пятниц,Dé hAoine
645,Samstag::N,суббот,Satharn
646,Samstag::N,суббот,Dé Sathairn
647,Sonntag::N,нарн өдр,Domhnach
648,Sonntag::N,нарн өдр,Dé Domhnaigh
649,Sonntag::N,воскресень,Domhnach
650,Sonntag::N,воскресень,Dé Domhnaigh
651,groß::A,ик,mór
652,klein::A,бичкн,beag
653,lang::A,ут,fada
654,kurz::A,оһтр,gearr
655,kurz::A,оһтр,gairid
656,breit::A,өргн,leathan
657,breit::A,өргн,fairsing
658,schmal::A,уутьхн,cúng
659,dicht::A,нигт,dlúth
660,dick[Gegenstand]::A,зузан,tiubh
661,dünn::A,нимгн,caol
662,dünn::A,нимгн,tanaí
663,fein::A,нәрхн,scáinte
664,fein::A,нәрхн,fíneálta
665,fest::A,бат,daingean
666,flach::A,хавтха,cothrom
667,glatt::A,тегш,mín
668,glatt::A,тегш,sleamhain
669,glatt::A,тиньгр,mín
670,glatt::A,тиньгр,sleamhain
671,hart::A,хату,crua
672,weich::A,җөөлн,bog
673,weich::A,җөөлкн,bog
674,rund::A,төгрг,cruinn
675,spitz::A,шовһр,gobach
676,spitz::A,шовһр,biorach
677,scharf::A,хурц,géar
678,scharf::A,хурц,faobhrach
679,stumpf::A,мука,maol
680,schwer::A,күнд,trom
681,schön::A,сәәхн,álainn
682,heiß::A,халун,te
683,warm::A,дулан,te
684,kalt::A,киитн,fuar
685,kühl::A,серүн,fionnuar
686,frisch::A,серүн,úr
687,frisch::A,серүн,friseáilte
688,feucht::A,чиигтә,tais
689,nass::A,чиигтә,fliuch
690,trocken::A,хагсу,tirim
691,voll::A,дүүрң,lán
692,leer::A,сул,folamh
693,leer::A,хоосн,folamh
694,offen::A,секәтә,oscailte
695,geschlossen::A,хаалһата,dúnta
696,geschlossen::A,хаалһата,druidte
697,sauber::A,цевр,glan
698,schmutzig::A,киртә,salach
699,roh::A,түүкә,amh
700,reif::A,болсн,aibí
701,lecker::A,әмтәхн,blasta
702,süß::A,әмтәхн,milis
703,bitter::A,һашун,searbh
704,bitter::A,һашута,searbh
705,sauer::A,ишклң,géar
706,sauer::A,ишклң,searbh
707,hell::A,герлтә,geal
708,hell::A,герлтә,soilseach
709,dunkel::A,харңһу,dorcha
710,schwarz::A,хар,dubh
711,weiß::A,цаһан,bán
712,rot::A,улан,dearg
713,gelb::A,шар,buí
714,blau::A,көк,gorm
715,grün::A,көк,glas
716,grün::A,көк,uaine
717,grau::A,бор,liath
718,bunt::A,алг,ildathach
719,bunt::A,алг,dathannach
720,bunt::A,эрәтә,ildathach
721,bunt::A,эрәтә,dathannach
722,billig::A,кимд,saor
723,teuer::A,үнтә,daor
724,teuer::A,үнтә,costasach
725,wertvoll::A,үнтә,luachmhar
726,wertvoll::A,эрднь,luachmhar
727,blind::A,сохр,dall
728,blind::A,сохр,caoch
729,taub::A,дүлә,bodhar
730,kräftig::A,күчтә,cumhachtach
731,stark::A,чаңһ,tréan
732,stark::A,чаңһ,láidir
733,schwach::A,күчн тату,lag
734,schwach::A,күчн тату,fann
735,fett::A,тарһн,ramhar
736,schlank::A,эццн,caol
737,schlank::A,эццн,seang
738,hübsch::A,көркхн,álainn
739,hübsch::A,көркхн,dathúil
740,böse::A,уурта,olc
741,dumm::A,тенг,dúr
742,dumm::A,тенг,amaideach
743,faul::A,залху,falsa
744,faul::A,залху,leisciúil
745,fleißig::A,кинән,dícheallach
746,fleißig::A,кинмһә,dícheallach
747,geizig::A,ховдг,barainneach
748,geizig::A,ховдг,sprionlaithe
749,klug::A,ухата,cliste
750,geschickt::A,чадмг,oilte
751,geschickt::A,чадмг,ealaíonta
752,lieb::A,эңкр,dil
753,lieb::A,эңкр,dílis
754,lustig::A,сергмҗтә,aerach
755,lustig::A,сергмҗтә,meidhreach
756,lustig::A,җирһлтә,aerach
757,lustig::A,җирһлтә,meidhreach
758,sanft::A,номһн,bog
759,sanft::A,номһн,séimh
760,hungrig::A,өлн,ocrach
761,hungrig::A,харһнсн,ocrach
762,krank::A,өвчтә,tinn
763,krank::A,өвчтә,breoite
764,krank::A,шалтгта,tinn
765,krank::A,шалтгта,breoite
766,nackt::A,нүцкн,nocht
767,traurig::A,һундлта,brónach
768,lebendig::A,әмд,beo
769,gut::A,сән,maith
770,schlecht::A,му,dona
771,schlecht::A,му,droch-
772,richtig::A,зөвтә,ceart
773,schlimm::A,җигшүртә,gránna
774,schlimm::A,җигшүртә,tubaisteach
775,wahr::A,үнн,fíor
776,wahr::A,мөн,fíor
777,alt::A,хуучн,sean
778,neu::A,шин,úr
779,neu::A,шин,nua
780,ehemalig::A,хуучн,iar-
781,ehemalig::A,хуучн,sean-
782,alt[Lebewesen]::A,көгшн,sean
783,alt[Lebewesen]::A,көгшн,aosta
784,jung::A,баһ,óg
785,arm::A,угатя,bocht
786,reich::A,байн,saibhir
787,reich::A,байн,rachmasach
788,bekannt::A,таньл,atá eolas air
789,bekannt::A,таньдг,atá eolas air
790,berühmt::A,туурсн,cailiúil
