,Concept_ID,da,fi
832,neunzig::NUM,halvfems,yhdeksänkymmentä
833,hundert::NUM,hundrede,sata
834,tausend::NUM,tusind,tuhat
835,und::CNJ,og,ja
836,oder::CNJ,eller,tai
837,stehen::V,stå,seisoa
838,sitzen::V,sidde,istua
839,liegen::V,ligge,maata
840,hängen::V,hænge,riippua
841,werden::V,blive,tulla
842,werden::V,blive,joutua
843,passieren::V,ske,sattua
844,passieren::V,ske,tapahtua
845,passieren::V,hænde,sattua
846,passieren::V,hænde,tapahtua
847,beginnen::V,begynde,alkaa
848,enden::V,ende,loppua
849,enden::V,ende,päättyä
850,wechseln::V,veksle,vaihtua
851,wechseln::V,veksle,vaihdella
852,aufgehen[Sonne]::V,gå op,nousta
853,aufgehen[Sonne]::V,stå op,nousta
854,untergehen[Sonne]::V,gå ned,laskea
855,scheinen[Sonne]::V,skinne,paistaa
856,donnern::V,tordne,jyristä
857,wehen::V,blæse,tuulla
858,wehen::V,blæse,puhaltaa
859,strömen::V,strømme,virrata
860,fließen::V,flyde,valua
861,fließen::V,flyde,juosta
862,sich drehen::V,dreje sig,pyöriä
863,schwanken::V,vakle,horjua
864,schwingen::V,svinge,heilua
865,schwingen::V,svinge,värähdellä
866,fallen::V,falde,pudota
867,fallen::V,falde,langeta
868,brennen::V,brænde,palaa
869,rauchen::V,ryge,savuta
870,regnen::V,regne,sataa
871,gefrieren::V,fryse,jäätyä
872,tauen::V,tø,sulaa
873,schmelzen::V,smelte,sulaa
874,trocknen::V,tørre,kuivua
875,sieden::V,koge,kiehua
876,faulen::V,rådne,mädätä
877,verfaulen::V,rådne,mädätä
878,verfaulen::V,rådne,mädäntyä
879,reißen::V,briste,revetä
880,versinken::V,synke,upota
881,versinken::V,synke,vajota
882,versinken::V,synke ned,upota
883,versinken::V,synke ned,vajota
884,vergehen::V,forløbe,kulua
885,erscheinen::V,vise sig,ilmestyä
886,verschwinden::V,forsvinde,kadota
887,sinken::V,synke,vajota
888,abnehmen::V,aftage,vähetä
889,zunehmen::V,tiltage,kasvaa
890,zunehmen::V,tiltage,lisääntyä
891,steigen::V,stige,nousta
892,wachsen::V,gro,kasvaa
893,wachsen::V,vokse,kasvaa
894,glänzen::V,glinse,kiiltää
895,funkeln::V,tindre,kipinöidä
896,lärmen::V,larme,meluta
897,läuten::V,ringe,soida
898,klingeln::V,ringe,soida
899,klirren::V,klirre,kalista
900,brausen::V,bruse,kohista
901,rauschen::V,suse,kohista
902,klingen::V,lyde,soida
903,klingen::V,klinge,soida
904,bellen::V,gø,haukkua
905,heulen::V,hyle,ulvoa
906,blasen::V,blæse,puhaltaa
907,pfeifen::V,fløjte,viheltää
908,schreien::V,skrige,kirkua
909,stöhnen::V,stønne,voihkia
910,zittern::V,dirre,vapista
911,zittern::V,skælve,vapista
912,leben::V,leve,elää
913,geboren werden::V,fødes,syntyä
914,atmen::V,ånde,hengittää
915,trinken::V,drikke,juoda
916,essen::V,spise,syödä
917,schlucken::V,synke,niellä
918,müde werden::V,blive træt,uupua
919,einschlafen::V,falde i søvn,uinahtaa
920,schlafen::V,sove,maata
921,schlafen::V,sove,nukkua
922,aufwachen::V,vågne,herätä
923,aufstehen::V,stå op,nousta
924,aufstehen::V,stå op,nousta ylös
925,sich erholen::V,komme sig,levätä
926,krank werden::V,blive syg,sairastua
927,krank sein::V,være syg,potea
928,krank sein::V,være syg,sairastaa
929,schmerzen::V,smerte,särkeä
930,schmerzen::V,smerte,kivistää
931,husten::V,hoste,yskiä
932,genesen::V,komme sig,toipua
933,sterben::V,dø,kuolla
934,umkommen::V,omkomme,saada surmansa
935,umkommen::V,omkomme,kuolla
936,sich bewegen::V,bevæge sig,liikkua
937,sich rühren::V,røre på sig,liikahtaa
938,sich erheben::V,rejse sig,nousta
939,sich setzen::V,sætte sig,istuutua
940,laufen::V,løbe,kävellä
941,schreiten::V,skride,astua
942,schreiten::V,skride,astella
943,spazierengehen::V,gå en tur,kävellä
944,eilen::V,ile,kiirehtiä
945,sich beeilen::V,skynde sig,kiirehtiä
946,sich beeilen::V,skynde sig,olla kiireissään
947,sausen::V,suse,rynnätä
948,sausen::V,suse,viilettää
949,rennen::V,løbe,juosta
950,rennen::V,rende,juosta
951,springen::V,hoppe,hypätä
952,springen::V,springe,hypätä
953,klettern::V,klatre,kiivetä
954,schaukeln::V,gynge,kiikkua
955,kriechen::V,krybe,ryömiä
956,schwimmen::V,svømme,uida
957,tauchen::V,dykke,sukeltaa
958,rudern::V,ro,soutaa
959,fahren::V,køre,ajaa
960,fahren::V,køre,kulkea
961,fliegen::V,flyve,lentää
962,gehen::V,gå,käydä
963,weggehen::V,gå bort,lähteä
964,weggehen::V,gå bort,poistua
965,abfahren::V,køre bort,lähteä
966,anhalten::V,standse,pysähtyä
967,anhalten::V,standse,seisahtua
968,hineingehen::V,gå ind,mennä sisään
969,eintreten::V,træde ind,astua sisään
970,kommen::V,komme,tulla
971,ankommen::V,ankomme,saapua
972,zurückkommen::V,komme tilbage,palata
973,bleiben::V,blive,jäädä
974,bleiben::V,blive,viipyä
975,bleiben::V,forblive,jäädä
976,bleiben::V,forblive,viipyä
977,warten::V,vente,odottaa
978,erwarten::V,vente,odottaa
979,erwarten::V,afvente,odottaa
980,suchen::V,søge,etsiä
981,finden::V,finde,löytää
982,versuchen::V,forsøge,yrittää
983,vorbereiten::V,forberede,valmistaa
984,lieben::V,elske,pitää
985,lieben::V,elske,rakastaa
986,mögen::V,holde af,pitää
987,mögen::V,holde af,tykätä
988,mögen::V,kunne lide,pitää
989,mögen::V,kunne lide,tykätä
990,lachen::V,le,nauraa
991,rühren::V,røre,liikuttaa
992,weinen::V,græde,itkeä
993,schimpfen::V,skænde,haukkua
994,sich ärgern::V,ærgre sig,suuttua
995,sich fürchten::V,være bange,pelätä
996,fürchten::V,være bange for,pelätä
997,fliehen::V,flygte,paeta
998,flüchten::V,flygte,paeta
999,sehen::V,se,nähdä
1000,anschauen::V,se på,katsoa
1001,anschauen::V,betragte,katsoa
1002,ansehen::V,anse,katsoa
1003,hören::V,høre,kuulla
1004,zuhören::V,høre til,kuunnella
1005,probieren::V,smage,maistaa
1006,probieren::V,smage på,maistaa
1007,riechen::V,lugte,haistaa
1008,fühlen::V,føle,tuntea
1009,scheinen::V,synes,tuntua
1010,zu sehen sein::V,synes,näkyä
1011,vernehmen::V,erfare,kuulla
1012,frieren::V,fryse,palella
1013,tun::V,gøre,tehdä
1014,können::V,kunne,osata
1015,wollen::V,ville,tahtoa
1016,anfangen::V,begynde,ruveta
1017,anfangen::V,begynde,aloittaa
1018,beenden::V,afslutte,lopettaa
1019,aufhören::V,ophøre,loppua
1020,aufhören::V,holde op,loppua
1021,gelingen::V,lykkes,onnistua
1022,geraten::V,blive,sujua
1023,geraten::V,blive,joutua
1024,öffnen::V,åbne,avata
1025,öffnen::V,åbne,aukaista
1026,schließen::V,lukke,sulkea
1027,stellen::V,stille,panna
1028,stellen::V,stille,asettaa
1029,setzen::V,sætte,panna
1030,setzen::V,sætte,istuttaa
1031,legen::V,lægge,panna
1032,legen::V,lægge,asettaa
1033,berühren::V,berøre,koskea
1034,berühren::V,berøre,koskettaa
1035,verbinden::V,forbinde,liittää
1036,verbinden::V,forbinde,yhdistää
1037,bedecken::V,dække,kattaa
1038,bedecken::V,dække,peittää
1039,bedecken::V,bedække,kattaa
1040,bedecken::V,bedække,peittää
1041,aufhängen::V,hænge,ripustaa
1042,aufhängen::V,hænge op,ripustaa
1043,anzünden::V,tænde,sytyttää
1044,anzünden::V,antænde,sytyttää
1045,aufheben::V,løfte,ylös nostaa
1046,aufheben::V,løfte,nostaa
1047,aufheben::V,tage op,ylös nostaa
1048,aufheben::V,tage op,nostaa
1049,zurücklassen::V,lade tilbage,jättää
1050,verlieren::V,miste,kadottaa
1051,fallen lassen::V,tabe,pudottaa
1052,fallen lassen::V,droppe,pudottaa
1053,machen::V,gøre,tehdä
1054,herstellen::V,fremstille,tuottaa
1055,herstellen::V,fremstille,valmistaa
1056,bauen::V,bygge,rakentaa
1057,reparieren::V,reparere,korjata
1058,verbessern::V,rette,parantaa
1059,verbessern::V,forbedre,parantaa
1060,ändern::V,ændre,muuttaa
1061,graben::V,grave,kaivaa
1062,beugen::V,bøje,taivuttaa
1063,biegen::V,bøje,taivuttaa
1064,drehen::V,dreje,kääntää
1065,wenden::V,vende,kääntää
1066,umdrehen::V,dreje om,kääntää
1067,heben::V,hæve,nostaa
1068,heben::V,hæve,kohottaa
1069,hochheben::V,løfte,nostaa
1070,ergreifen::V,gribe fat i,tarttua
1071,halten::V,holde,pitää
1072,drücken::V,trykke,painaa
1073,drücken::V,trykke,puristaa
1074,schieben::V,skyde,työntää
1075,schieben::V,skubbe,työntää
1076,kratzen::V,klø,raapia
1077,kratzen::V,kradse,raapia
1078,lecken::V,slikke,nuolla
1079,beißen::V,bide,purra
1080,abreißen::V,rive af,repiä
1081,abschneiden::V,skære af,leikata poikki
1082,abschneiden::V,skære af,leikata
1083,binden::V,binde,sitoa
1084,stecken::V,stikke,pistää
1085,brechen::V,brække,murtaa
1086,klopfen::V,banke,koputtaa
1087,klopfen::V,banke,kolkuttaa
1088,hauen::V,hugge,lyödä
1089,kleben::V,klistre,liimata
1090,reiben::V,gnide,hieroa
1091,reiben::V,gnide,hangata
1092,streichen::V,smøre,sivellä
1093,schleifen::V,slibe,hioa
1094,schneiden::V,skære,leikata
1095,schneiden::V,klippe,leikata
1096,rütteln::V,ruske,ravistaa
1097,schütteln::V,ryste,pudistaa
1098,schwenken::V,svinge,heiluttaa
1099,schütten::V,hælde,kaataa
1100,füllen::V,fylde,täyttää
1101,einwickeln::V,pakke ind,kääriä
1102,tragen::V,bære,kantaa
1103,schleppen::V,slæbe,raahata
1104,ziehen::V,trække,vetää
1105,aufbewahren::V,opbevare,säilyttää
1106,werfen::V,kaste,viskata
1107,fangen::V,fange,napata
1108,fangen::V,fange,ottaa kiinni
1109,packen::V,gribe,tarttua
1110,verstecken::V,gemme,kätkeä
1111,verstecken::V,gemme,piilottaa
1112,teilen::V,dele,jakaa
1113,schicken::V,sende,lähettää
1114,bringen::V,bringe,viedä
1115,hinzufügen::V,tilføje,lisätä
1116,bekommen::V,få,saada
1117,erhalten::V,få,saada
1118,nehmen::V,tage,ottaa
1119,wählen::V,vælge,valita
1120,auswählen::V,udvælge,valikoida
1121,bewahren::V,bevare,säilyttää
1122,behindern::V,hindre,estää
1123,behindern::V,forhindre,estää
1124,verderben::V,ødelægge,pilata
1125,verderben::V,ødelægge,turmella
1126,beschädigen::V,beskadige,vioittaa
1127,beschädigen::V,beskadige,vahingoittaa
1128,zerbrechen::V,brække itu,rikkoa
1129,zerreißen::V,rive itu,repiä rikki
1130,zerreißen::V,rive itu,repiä palasiksi
1131,zerstören::V,ødelægge,hävittää
1132,verbrennen::V,brænde,polttaa
1133,geben::V,give,antaa
1134,reichen::V,række,ojentaa
1135,schenken::V,forære,lahjoittaa
1136,versprechen::V,love,luvata
1137,wünschen::V,ønske,toivottaa
1138,loben::V,rose,ylistää
1139,küssen::V,kysse,suudella
1140,wiegen::V,vugge,tuudittaa
1141,wiegen::V,vugge,keinuttaa
1142,zudecken::V,dække til,peittää
1143,wecken::V,vække,herättää
1144,zeigen::V,vise,näyttää
1145,zeigen::V,vise,osoittaa
1146,führen::V,føre,johdattaa
1147,lehren::V,lære,opettaa
1148,unterrichten::V,undervise,opettaa
1149,aufziehen::V,opdrage,kasvattaa
1150,leiten::V,lede,johtaa
1151,antreiben::V,skynde på,hoputtaa
1152,lassen::V,få til at,antaa
1153,einladen::V,indbyde,kutsua
1154,einladen::V,invitere,kutsua
1155,vereinigen::V,forene,yhdistää
1156,besuchen::V,besøge,vierailla
1157,treffen::V,møde,tavata
1158,sich versammeln::V,forsamles,kokoontua
1159,spielen::V,lege,pelata
1160,spielen::V,lege,leikkiä
1161,spielen::V,spille,pelata
1162,spielen::V,spille,leikkiä
1163,singen::V,synge,laulaa
1164,tanzen::V,danse,tanssia
1165,sich trennen::V,skilles,erota
1166,verlassen::V,forlade,jättää
1167,retten::V,redde,pelastaa
1168,bewachen::V,bevogte,vartioida
1169,schützen::V,skærme,suojella
1170,schützen::V,beskytte,suojella
1171,verteidigen::V,forsvare,puolustaa
1172,sich schlagen::V,slås,tapella
1173,schießen::V,skyde,ampua
1174,siegen::V,sejre,voittaa
1175,ärgern::V,ærgre,ärsyttää
1176,schlagen::V,slå,lyödä
1177,treten::V,sparke,potkaista
1178,stechen::V,stikke,pistää
1179,stoßen::V,støde,sysätä
1180,stoßen::V,støde,työntää
1181,stehlen::V,stjæle,varastaa
1182,stören::V,forstyrre,häiritä
1183,belästigen::V,genere,häiritä
1184,belästigen::V,ulejlige,häiritä
1185,verbergen::V,skjule,kätkeä
1186,täuschen::V,villede,harhauttaa
1187,betrügen::V,bedrage,pettää
1188,betrügen::V,bedrage,petkuttaa
1189,töten::V,dræbe,tappaa
1190,wohnen::V,bo,asua
1191,arbeiten::V,arbejde,tehdä työtä
1192,arbeiten::V,arbejde,työskennellä
1193,sammeln::V,samle,koota
1194,sammeln::V,samle,kerätä
1195,pflücken::V,plukke,poimia
1196,jagen::V,jage,metsästää
1197,fischen::V,fiske,kalastaa
1198,fassen::V,fange,pyydystää
1199,fassen::V,fange,saalistaa
1200,hüten::V,vogte,paimentaa
1201,treiben::V,drive,ajaa
1202,anbinden::V,binde fast,kytkeä
1203,füttern::V,fodre,ruokkia
1204,melken::V,malke,lypsää
1205,hacken::V,hakke,hakata
1206,gießen::V,hælde,kastella
1207,reifen::V,modne,kypsyä
1208,zubereiten::V,tilberede,valmistaa
1209,kochen::V,koge,keittää
1210,backen::V,bage,leipoa
1211,braten::V,stege,paistaa
1212,umrühren::V,røre om,hämmentää
1213,stricken::V,strikke,kutoa
1214,stricken::V,strikke,neuloa
1215,nähen::V,sy,ommella
1216,färben::V,farve,värjätä
1217,färben::V,farve,värittää
1218,reinigen::V,rense,puhdistaa
1219,reinigen::V,gøre ren,puhdistaa
1220,waschen::V,vaske,pestä
1221,abwischen::V,tørre af,pyyhkiä
1222,spülen::V,skylle,huuhtoa
1223,fegen::V,feje,pyyhkäistä
1224,kehren::V,feje,lakaista
1225,baden::V,bade,kylpeä
1226,sich waschen::V,vaske sig,peseytyä
1227,ausziehen::V,tage af,riisua
1228,anziehen::V,tage på,pukea ylleen
1229,sich anziehen::V,klæde sig på,pukeutua
1230,kämmen::V,rede,kammata
1231,kämmen::V,frisere,kammata
1232,schmücken::V,pynte,koristaa
1233,schmücken::V,pynte,kaunistaa
1234,schmücken::V,smykke,koristaa
1235,schmücken::V,smykke,kaunistaa
1236,sagen::V,sige,sanoa
1237,sprechen::V,snakke,puhua
1238,reden::V,tale,keskustella
1239,reden::V,snakke,keskustella
1240,sich unterhalten::V,snakke sammen,jutella
1241,fragen::V,spørge,kysyä
1242,bitten::V,bede,pyytää
1243,erzählen::V,berette,kertoa
1244,erzählen::V,fortælle,kertoa
1245,mitteilen::V,meddele,ilmoittaa
1246,nennen::V,nævne,kutsua
1247,nennen::V,nævne,nimittää
1248,rufen::V,råbe,kutsua
1249,prahlen::V,prale,kerskailla
1250,übersetzen::V,oversætte,kääntää
1251,denken::V,tænke,miettiä
1252,denken::V,tænke,ajatella
1253,glauben::V,tro,uskoa
1254,bemerken::V,bemærke,huomata
1255,bemerken::V,lægge mærke til,huomata
1256,erkennen::V,genkende,tunnistaa
1257,begreifen::V,begribe,ymmärtää
1258,verstehen::V,forstå,ymmärtää
1259,lernen::V,lære,oppia
1260,wissen::V,vide,tietää
1261,sich erinnern an::V,mindes,muistaa
1262,sich erinnern an::V,huske på,muistaa
1263,vergessen::V,glemme,unohtaa
1264,messen::V,måle,mitata
1265,zählen::V,tælle,laskea
1266,rechnen::V,regne,laskea
1267,lesen::V,læse,lukea
1268,malen::V,male,maalata
1269,zeichnen::V,tegne,piirtää
1270,zeichnen::V,tegne,piirustaa
1271,schreiben::V,skrive,kirjoittaa
1272,besitzen::V,eje,omistaa
1273,besitzen::V,besidde,omistaa
1274,kaufen::V,købe,ostaa
1275,verkaufen::V,sælge,myydä
1276,bezahlen::V,betale,maksaa
1277,zahlen::V,betale,maksaa
1278,beherrschen::V,beherske,hallita
1279,ertragen::V,tåle,kestää
1280,ertragen::V,udholde,kestää
1281,hinfallen::V,,kaatua
