,Concept_ID,cs,zh
858,schwimmen::V,plavat,游泳
859,tauchen::V,nořit se,潜水
860,rudern::V,veslovat,划船
861,fahren::V,jet,行驶
862,fahren::V,jezdit,行驶
863,fliegen::V,létat,飞
864,gehen::V,jít,走
865,weggehen::V,odejít,离去
866,abfahren::V,odjet,出发
867,anhalten::V,zastavit se,停住
868,hineingehen::V,vcházet se,进去
869,eintreten::V,vstoupit,进入
870,kommen::V,přijít,来
871,ankommen::V,dojít,到达
872,zurückkommen::V,vrátit se,回来
873,bleiben::V,zůstat,停留
874,warten::V,čekat,等
875,erwarten::V,čekat na,等候
876,suchen::V,hledat,找
877,finden::V,najít,找到
878,versuchen::V,zkoušet,尝试
879,vorbereiten::V,připravit,预备
880,lieben::V,milovat,爱
881,mögen::V,mít rád,喜欢
882,lachen::V,smát se,笑
883,rühren::V,dojmout,
884,weinen::V,plakat,哭
885,schimpfen::V,nadávat,骂
886,sich ärgern::V,pohoršit se,生气
887,sich fürchten::V,bát se,害怕
888,fürchten::V,bát se,害怕
889,fliehen::V,utéct,逃走
890,flüchten::V,prchnout,逃跑
891,sehen::V,vidět,看
892,anschauen::V,podívat se na,注视
893,ansehen::V,sledovat,注视
894,hören::V,slyšet,听
895,zuhören::V,poslouchat,倾听
896,probieren::V,ochutnávat,尝
897,riechen::V,cítit,闻
898,fühlen::V,cítit,感到
899,scheinen::V,zdát se,照耀
900,zu sehen sein::V,moci být viděn,可以看到
901,vernehmen::V,uslyšet,审讯
902,frieren::V,mrznout,觉得冷
903,tun::V,dělat,作
904,können::V,moct,能
905,wollen::V,chtít,要
906,anfangen::V,začít,开始
907,beenden::V,ukončit,结束
908,aufhören::V,přestat,停止
909,gelingen::V,podařit se,成功
910,geraten::V,dařit se,陷于
911,öffnen::V,otevřít,打开
912,schließen::V,zavřít,关
913,stellen::V,postavit,放
914,setzen::V,posadit,放
915,legen::V,klást,摆
916,legen::V,položit,摆
917,berühren::V,dotýkat se,触
918,verbinden::V,spojit,联结
919,bedecken::V,pokrýt,覆盖
920,aufhängen::V,oběsit,挂
921,aufhängen::V,pověsit,挂
922,anzünden::V,zapálit,点
923,anzünden::V,podpálit,点
924,aufheben::V,zvednout,拾起
925,aufheben::V,zdvihnout,拾起
926,zurücklassen::V,zanechat,遗留
927,verlieren::V,ztratit,丧失
928,fallen lassen::V,upustit,让掉下
929,machen::V,udělat,做
930,herstellen::V,vyrobit,生产
931,bauen::V,stavět,建造
932,bauen::V,budovat,建造
933,reparieren::V,opravit,修理
934,verbessern::V,zlepšit,改进
935,ändern::V,změnit,改变
936,graben::V,rýt,挖
937,graben::V,kopat,挖
938,beugen::V,ohnout,弯下
939,biegen::V,ohnout,弯
940,drehen::V,točit,转动
941,wenden::V,obrátit,转动
942,umdrehen::V,obrátit,转动
943,heben::V,zdvihnout,举起
944,hochheben::V,zvednout,抬高
945,ergreifen::V,chopit se,抓住
946,halten::V,držet,拿着
947,drücken::V,stisknout,压
948,schieben::V,posouvat,推
949,kratzen::V,škrábat,搔
950,lecken::V,lízat,舔
951,beißen::V,kousat,咬
952,abreißen::V,utrhat,撕下
953,abreißen::V,odtrhat,撕下
954,abschneiden::V,uřezat,切断
955,abschneiden::V,ukrojit,切断
956,binden::V,přivázat,捆
957,stecken::V,strčit,插
958,brechen::V,lomit,断裂
959,klopfen::V,ťukat,敲
960,klopfen::V,klepat,敲
961,hauen::V,bít,揍
962,kleben::V,lepit,粘
963,reiben::V,třít,摩擦
964,streichen::V,mazat,涂
965,schleifen::V,brousit,拖曳
966,schneiden::V,řezat,切
967,schneiden::V,střihat,切
968,rütteln::V,třást,颠簸
969,rütteln::V,otřást,颠簸
970,schütteln::V,třást,摇动
971,schütteln::V,zatřást,摇动
972,schwenken::V,mávat,摇动
973,schütten::V,nasypat,倒
974,füllen::V,naplnit,填满
975,einwickeln::V,zavinout,包
976,tragen::V,nést,提
977,schleppen::V,vléct,扛
978,ziehen::V,tahat,拉
979,ziehen::V,táhnout,拉
980,aufbewahren::V,schovat,保存
981,werfen::V,házet,扔
982,fangen::V,chytat,捕捉
983,packen::V,uchvátit,抓住
984,verstecken::V,schovat,藏
985,teilen::V,rozdělit,分
986,schicken::V,posílat,派遣
987,bringen::V,přinést,带来
988,hinzufügen::V,připojit,添加
989,bekommen::V,dostat,得到
990,erhalten::V,uchovat,接到
991,nehmen::V,vzít,拿
992,wählen::V,zvolit,挑选
993,auswählen::V,vybrat,选择
994,bewahren::V,uchránit,保持
995,behindern::V,překážet,防碍
996,verderben::V,zkazit,败坏
997,beschädigen::V,porušit,损坏
998,beschädigen::V,poškodit,损坏
999,zerbrechen::V,rozlámat,破碎
1000,zerreißen::V,roztrhnout,撕碎
1001,zerstören::V,zničit,毁坏
1002,verbrennen::V,spálit,燃烧
1003,geben::V,dát,给
1004,reichen::V,podat,递给
1005,schenken::V,darovat,赠送
1006,versprechen::V,slíbit,许诺
1007,wünschen::V,přát,祝
1008,loben::V,chválit,表扬
1009,küssen::V,líbat,亲
1010,wiegen::V,chovat,轻摇
1011,wiegen::V,kolébat,轻摇
1012,zudecken::V,přikrýt,盖上
1013,zudecken::V,přiklopit,盖上
1014,wecken::V,vzbudit,唤起
1015,zeigen::V,ukázat,指
1016,führen::V,vést,带领
1017,lehren::V,učit,教
1018,unterrichten::V,vyučovat,讲课
1019,aufziehen::V,vychovat,抚养
1020,leiten::V,vodit,领导
1021,antreiben::V,nutit,催促
1022,lassen::V,dát,让
1023,einladen::V,pozvat,邀请
1024,vereinigen::V,spojit,统一
1025,besuchen::V,návštívit,参观
1026,treffen::V,potkat,会面
1027,sich versammeln::V,shromáždit se,聚集
1028,spielen::V,hrát,玩
1029,singen::V,zpívat,唱歌
1030,tanzen::V,tančit,跳舞
1031,sich trennen::V,rozejít se,分别
1032,verlassen::V,opustit,离开
1033,retten::V,zachránit,救
1034,bewachen::V,hlídat,守卫
1035,schützen::V,chránit,保护
1036,verteidigen::V,obhájit,保卫
1037,sich schlagen::V,bít se,打架
1038,schießen::V,střílet,射击
1039,siegen::V,zvítězit,获胜
1040,ärgern::V,zlobit,激怒
1041,ärgern::V,pohoršit,激怒
1042,schlagen::V,udeřit,打
1043,schlagen::V,praštit,打
1044,treten::V,kopnout,踢
1045,stechen::V,bodnout,刺
1046,stechen::V,píchnout,刺
1047,stoßen::V,strčit,撞
1048,stehlen::V,ukrást,盗窃
1049,stören::V,vyrušit,干扰
1050,belästigen::V,obtěžovat,打搅
1051,verbergen::V,skrýt,隐藏
1052,täuschen::V,klamat,欺骗
1053,betrügen::V,podvést,欺骗
1054,töten::V,zabít,杀
1055,wohnen::V,bydlit,居住
1056,arbeiten::V,pracovat,工作
1057,sammeln::V,sebrat,收集
1058,pflücken::V,česat,采
1059,jagen::V,uhonit,打猎
1060,fischen::V,chytat ryby,捕鱼
1061,fassen::V,ulovit,捉住
1062,hüten::V,pást,守护
1063,treiben::V,hnát,漂
1064,anbinden::V,přivázat,拴
1065,füttern::V,krmit,喂
1066,melken::V,dojit,挤奶
1067,hacken::V,seknout,剁细
1068,gießen::V,zalít,浇
1069,reifen::V,uzrát,成熟
1070,zubereiten::V,připravit,
1071,kochen::V,vařit,煮
1072,backen::V,péct,烤
1073,braten::V,smažit,煎
1074,umrühren::V,zamíchat,搅拌
1075,stricken::V,plést,织
1076,nähen::V,šít,缝
1077,färben::V,nabarvit,染色
1078,reinigen::V,očistit,清洁
1079,waschen::V,mýt,洗
1080,abwischen::V,utřít,擦掉
1081,spülen::V,spláchnout,清洗
1082,fegen::V,zamést,扫
1083,kehren::V,mést,打扫
1084,baden::V,koupat se,给...洗澡
1085,sich waschen::V,mýt se,洗澡
1086,ausziehen::V,svléct,脱
1087,anziehen::V,obléct,穿
1088,sich anziehen::V,oblékat se,穿衣
1089,kämmen::V,učesat,梳
1090,schmücken::V,ozdobit,装饰
1091,sagen::V,říct,说
1092,sprechen::V,mluvit,说
1093,reden::V,hovořit,讲
1094,sich unterhalten::V,povídat se,聊天
1095,fragen::V,zeptat se,问
1096,bitten::V,prosit,请
1097,erzählen::V,povídat,叙述
1098,mitteilen::V,sdělit,通知
1099,mitteilen::V,oznámit,通知
1100,nennen::V,nazvat,叫做
1101,rufen::V,volat,叫
1102,rufen::V,zavolat,叫
1103,prahlen::V,chlubit se,吹牛
1104,übersetzen::V,přeložit,翻译
1105,denken::V,myslit,想
1106,glauben::V,věřit,以为
1107,bemerken::V,zpozorovat,发觉
1108,erkennen::V,poznat,识别
1109,begreifen::V,pochopit,理解
1110,verstehen::V,porozumět,明白
1111,lernen::V,učit se,学
1112,wissen::V,vědět,知道
1113,sich erinnern an::V,vzpomínat si na,回忆
1114,vergessen::V,zapomínat,忘记
1115,messen::V,měřit,测量
1116,zählen::V,spočítat,数
1117,rechnen::V,počítat,计算
1118,lesen::V,číst,读
1119,malen::V,malovat,画
1120,zeichnen::V,rýsovat,绘制
1121,schreiben::V,psát,写
1122,besitzen::V,mít,占有
1123,besitzen::V,vlastnit,占有
1124,kaufen::V,koupit,买
1125,verkaufen::V,prodat,卖
1126,bezahlen::V,zaplatit,付钱
1127,zahlen::V,platit,支付
1128,beherrschen::V,ovládat,统治
1129,ertragen::V,snést,忍耐
