,Concept_ID,kl,nl
756,plötzlich::ADV,tassanngaannaq,plotsklaps
757,sofort::ADV,erniinnaq,terstond
758,sofort::ADV,erniinnaq,aanstonds
759,sofort::ADV,erniinnaq,onmiddelijk
760,später::ADV,kingorna,later
761,jetzt::ADV,maanna,nu
762,jetzt::ADV,maanna,nou
763,jetzt::ADV,maanna,thans
764,jetzt::ADV,massakkut,nu
765,jetzt::ADV,massakkut,nou
766,jetzt::ADV,massakkut,thans
767,heute::ADV,ullumi,heden
768,heute::ADV,ullumi,vandaag
769,morgen::ADV,aqagu,morgen
770,bald::ADV,erniinnaq,gauw
771,bald::ADV,erniinnaq,weldra
772,dann::ADV,taava,dan
773,dann::ADV,taava,toen
774,gestern::ADV,ippassaq,gisteren
775,einst::ADV,ataatsimik,eens
776,einst::ADV,ilaanni,eens
777,damals::ADV,taamani,toen
778,damals::ADV,taamani,destijds
779,damals::ADV,taamanikkut,toen
780,damals::ADV,taamanikkut,destijds
781,damals::ADV,taassumuunakkut,toen
782,damals::ADV,taassumuunakkut,destijds
783,danach::ADV,taava,daarna
784,vorher::ADV,siornagut,vooraf
785,vorher::ADV,siornagut,van tevoren
786,einmal::ADV,ilaanni,eens
787,einmal::ADV,ilaanni,eenmaal
788,einmal::ADV,ataatsimik,eens
789,einmal::ADV,ataatsimik,eenmaal
790,manchmal::ADV,qaqutigu,soms
791,manchmal::ADV,qaqutigut,soms
792,oft::ADV,akulikitsumik,vaak
793,oft::ADV,akulikitsumik,dikwijls
794,immer::ADV,tamatigut,altijd
795,hier::ADV,maani,hier
796,hierhin::ADV,maani,hierheen
797,dorthin::ADV,ikuuna,daarheen
798,geradeaus::ADV,narlumut,rechtuit
799,geradeaus::ADV,narlumut,rechtdoor
800,vorwärts::ADV,pilangavoc,vooruit
801,vorwärts::ADV,pilangavoc,voorwaarts
802,rückwärts::ADV,kingumut,achteruit
803,rückwärts::ADV,kingumut,achterwaarts
804,rückwärts::ADV,tunumut or tunummut,achteruit
805,rückwärts::ADV,tunumut or tunummut,achterwaarts
806,zurück::ADV,kingumut,terug
807,zurück::ADV,tunumut or tunummut,terug
808,unten::ADV,kana,beneden
809,unten::ADV,kana,onderaan
810,hinab::ADV,qiviu,omlaag
811,hinab::ADV,qiviu,naar beneden
812,überall::ADV,tamaginni,alom
813,überall::ADV,tamaginni,overal
814,überall::ADV,tamani tamaani,alom
815,überall::ADV,tamani tamaani,overal
816,kaum::ADV,qaqutigorsuaq,amper
817,kaum::ADV,qaqutigorsuaq,nauwelijks
818,sehr::ADV,assut,erg
819,sehr::ADV,assut,zeer
820,noch::ADV,qeratavoq,nog
821,schon::ADV,taava-una,al
822,schon::ADV,taava-una,reeds
823,wieder::ADV,kingumut,weer
824,wieder::ADV,kingumut,terug
825,vergebens::ADV,angiluk,vergeefs
826,vergebens::ADV,angiluk,tevergeefs
827,dies::PRN,manna,dit
828,dies::PRN,matuma,dit
829,das::PRN,ua,dat
830,ich::PRN,uanga,ik
831,du::PRN,illit,je
832,du::PRN,illit,jij
833,er::PRN,una,hij
834,wir::PRN,uagut,we
835,wir::PRN,uagut,wij
836,ihr::PRN,ilissi,jullie
837,sie::PRN,uku,ze
838,sie::PRN,uku,zij
839,was::FPRN,aat?,wat
840,wer::FPRN,kikkut,wie
841,wo::FADV,sumi,waar
842,wohin::FADV,sumut,waarheen
843,wie::FADV,qanoq,hoe
844,warum::FADV,sooq,waarom
845,wieviel::FNUM,qassit,hoeveel
846,wieviel::FNUM,qanoq atsigisumik?,hoeveel
847,eins::NUM,ataaseq,één
848,zwei::NUM,marluk,twee
849,drei::NUM,pingasut,drie
850,vier::NUM,sisamat,vier
851,vier::NUM,qajuusat,vier
852,fünf::NUM,tallimat,vijf
853,sechs::NUM,arfineq,zes
854,sechs::NUM,arfinillit,zes
855,sieben::NUM,arfineq-marluk,zeven
856,acht::NUM,arfineq pingasut,acht
857,neun::NUM,qulingiluat,negen
858,neun::NUM,arfineq sisamat,negen
859,zehn::NUM,qulit,tien
860,elf::NUM,aqqaneq,elf
861,zwölf::NUM,aqqaneq-marluk,twaalf
862,zwanzig::NUM,tyve,twintig
863,dreißig::NUM,tredive,dertig
864,dreißig::NUM,pingasunik qulillit,dertig
865,vierzig::NUM,fyrre,veertig
866,fünfzig::NUM,halvtreds,vijftig
867,fünfzig::NUM,tallimanik qulillit,vijftig
868,sechzig::NUM,tres,zestig
869,siebzig::NUM,halvfjerds,zeventig
870,achtzig::NUM,firs,tachtig
871,neunzig::NUM,halvfems,negentig
872,hundert::NUM,et hundrede,honderd
873,tausend::NUM,et tusinde,duizend
874,und::CNJ,aamma,en
875,oder::CNJ,imalluunnit,of
876,stehen::V,sikingavoq,staan
877,sitzen::V,ingippoq,zitten
878,liegen::V,nalavoq,liggen
879,liegen::V,aqupivoq,liggen
880,hängen::V,nivinngarpaa,hangen
881,werden::V,pinngorpoq,worden
882,passieren::V,pivoq,gebeuren
883,beginnen::V,aallarnerpaa,beginnen
884,enden::V,naggaserpaa,eindigen
885,wechseln::V,immikkut ilivoq,wijzigen
886,wechseln::V,immikkut ilivoq,veranderen
887,untergehen[Sonne]::V,ilioqqaasoq,ondergaan
888,scheinen[Sonne]::V,qinnorpoq,schijnen
889,scheinen[Sonne]::V,qinngorpoq,schijnen
890,donnern::V,kalleq,donderen
891,wehen::V,timmivoq,waaien
892,sich drehen::V,ipippaa,draaien
893,sich drehen::V,ipippaa,zich draaien
894,schwanken::V,aalavoq,wankelen
895,schwingen::V,issakajaat or issakatsiaarut,zwieren
896,fallen::V,quasivaa,vallen
897,brennen::V,seerpoq,branden
898,brennen::V,uuppaa,branden
899,rauchen::V,pujoorpoq,roken
900,regnen::V,siallerpoq,regenen
901,gefrieren::V,qiulerpoq,bevriezen
902,tauen::V,aappoq,dooien
903,schmelzen::V,aappoq,smelten
904,schmelzen::V,aatsippaa,smelten
905,trocknen::V,panerserpaa,drogen
906,sieden::V,qalappoq,koken
907,sieden::V,qalappoq,zieden
908,reißen::V,qulli,scheuren
909,reißen::V,alittorpaa,scheuren
910,reißen::V,kimillanneq,scheuren
911,versinken::V,kivivaa,verzinken
912,versinken::V,apparpoq,verzinken
913,vergehen::V,qaangerpaa,vergaan
914,vergehen::V,sarsuppoq,vergaan
915,erscheinen::V,takutippoq,opdagen
916,erscheinen::V,takutippoq,verschijnen
917,sinken::V,kivivaa,zinken
918,sinken::V,apparpoq,zinken
919,abnehmen::V,ikillipput,afnemen
920,abnehmen::V,ikillipput,verminderen
921,zunehmen::V,allisippaa,toenemen
922,steigen::V,allisippaa,stijgen
923,steigen::V,allisippaa,omhooggaan
924,wachsen::V,allivoq,groeien
925,glänzen::V,qinngorpoq,glanzen
926,glänzen::V,qinngorpoq,schitteren
927,glänzen::V,qinnorpoq,glanzen
928,glänzen::V,qinnorpoq,schitteren
929,funkeln::V,uisorilavoq,fonkelen
930,läuten::V,avilualaarpoq,luiden
931,klingeln::V,aviluarpoq,bellen
932,klingeln::V,aviluarpaluppoq,bellen
933,brausen::V,ittuk,bruisen
934,brausen::V,ittuppoq,bruisen
935,brausen::V,ittuppaluppoq,bruisen
936,bellen::V,qiluppoq,blaffen
937,heulen::V,maarpoq,huilen
938,heulen::V,maalavoq,huilen
939,heulen::V,miaggoorpoq,huilen
940,blasen::V,aporneq,blazen
941,pfeifen::V,siggartartitsivoq,fluiten
942,pfeifen::V,siorsulavoq,fluiten
943,schreien::V,suaarpoq,gillen
944,schreien::V,suaarpoq,schreeuwen
945,stöhnen::V,nipiliorpoq,steunen
946,stöhnen::V,nipilliorpoq,steunen
947,zittern::V,qarsulivik,beven
948,zittern::V,qarsulivik,sidderen
949,leben::V,inuuvoq,leven
950,geboren werden::V,inuuvoq,geboren worden
951,geboren werden::V,inunngorpoq,geboren worden
952,atmen::V,anersaarpoq,ademen
953,trinken::V,imerpoq,drinken
954,essen::V,tamorpoq,eten
955,schlucken::V,tuluarnaq,slikken
956,einschlafen::V,sinippoq,inslapen
957,schlafen::V,sinik,slapen
958,aufwachen::V,iterpoq,ontwaken
959,aufwachen::V,iterpoq,wakker worden
960,aufwachen::V,eqqumavoq,ontwaken
961,aufwachen::V,eqqumavoq,wakker worden
962,aufstehen::V,makippoq,opstaan
963,sich erholen::V,qasuerserpoq,zich ontspannen
964,schmerzen::V,anneraa,pijn doen
965,schmerzen::V,annernarpoq,pijn doen
966,husten::V,quersorpoq,hoesten
967,genesen::V,ajunngissivoq,genezen
968,genesen::V,ilisimmarpoq,genezen
969,genesen::V,ilorrippoq,genezen
970,sterben::V,toquvoq,sterven
971,sterben::V,toquvoq,overlijden
972,sich bewegen::V,ingerlavoq,zich bewegen
973,sich setzen::V,ingippoq,gaan zitten
974,laufen::V,arpappoq,lopen
975,schreiten::V,ingerlavoq,stappen
976,schreiten::V,ingerlavoq,schrijden
977,spazierengehen::V,utertakajaarpoq,gaan wandelen
978,spazierengehen::V,utertakattajaarpoq,gaan wandelen
979,eilen::V,qaa qaa,ijlen
980,eilen::V,qaa qaa,haasten
981,eilen::V,qiilasaarpoq,ijlen
982,eilen::V,qiilasaarpoq,haasten
983,eilen::V,ingerlasaarpaa,ijlen
984,eilen::V,ingerlasaarpaa,haasten
985,sich beeilen::V,tuaviorpoq,zich haasten
986,sausen::V,uiguut,stuiven
987,rennen::V,igivoq,rennen
988,springen::V,upernassaq,springen
989,klettern::V,pilaakkeerpoq,klimmen
990,klettern::V,pilaakkeerpoq,klauteren
991,schaukeln::V,aalavoq,schommelen
992,schwimmen::V,naluppoq,zwemmen
993,tauchen::V,allorpoq,duiken
994,rudern::V,ipuppaa,roeien
995,fahren::V,qimusserpoq,rijden
996,fliegen::V,timmivoq,vliegen
997,weggehen::V,piiarpoq,weggaan
998,anhalten::V,unitsippaa,stoppen
999,anhalten::V,unitsippaa,stilhouden
1000,hineingehen::V,timaappaa,ingaan
1001,hineingehen::V,timaappaa,binnengaan
1002,eintreten::V,allattorpaa,binnenkomen
1003,kommen::V,qaa-,komen
1004,kommen::V,pivaa,komen
1005,ankommen::V,tikippoq,aankomen
1006,zurückkommen::V,angerlarpoq,terugkomen
1007,bleiben::V,uninngavoq,blijven
1008,warten::V,paavoq,wachten
1009,warten::V,utaqqivoq,wachten
1010,suchen::V,nivivaa,zoeken
1011,finden::V,nanivaa,vinden
1012,versuchen::V,uuppaa,proberen
1013,versuchen::V,uuppaa,beproeven
1014,versuchen::V,ussersarpaa,proberen
1015,versuchen::V,ussersarpaa,beproeven
1016,vorbereiten::V,piareersarpaa,voorbereiden
1017,lieben::V,asavaa,houden van
1018,mögen::V,akaaraa,lusten
1019,mögen::V,akaaraa,houden van
1020,rühren::V,qeerlerpaa,roeren
1021,weinen::V,qiavoq,huilen
1022,weinen::V,qiavoq,schreien
1023,schimpfen::V,qatimaarpoq,kijven
1024,schimpfen::V,qatimaarpoq,schelden
1025,sich ärgern::V,ugguutigaa,zich ergeren
1026,sich fürchten::V,eqqanaarpoq,bang zijn
1027,fürchten::V,ersigaa,vrezen
1028,fliehen::V,qimaavoq,vluchten
1029,flüchten::V,allikarfigaa,ontsnappen
1030,flüchten::V,allikarfigaa,ontkomen
1031,sehen::V,isigaa,zien
1032,ansehen::V,alaatsinaappaa,aanzien
1033,ansehen::V,alaatsinaappaa,bekijken
1034,hören::V,tusarpaa,horen
1035,zuhören::V,naalappoq,luisteren
1036,riechen::V,tipippoq,ruiken
1037,fühlen::V,misigaa,voelen
1038,scheinen::V,takutippoq,lijken
1039,frieren::V,qiiavoq,het koud hebben
1040,tun::V,iliorpoq,doen
1041,wollen::V,piumavaa,willen
1042,anfangen::V,pilerpoq,beginnen
1043,anfangen::V,pilerpoq,aanvangen
1044,beenden::V,naggaserpaa,beëindigen
1045,aufhören::V,naammatsippaa,ophouden
1046,öffnen::V,ammarpaa,openen
1047,öffnen::V,ammarpaa,opendoen
1048,schließen::V,matuaa,sluiten
1049,schließen::V,matuaa,dichtdoen
1050,stellen::V,ilivaa,stellen
1051,stellen::V,ilivaa,plaatsen
1052,stellen::V,iliorarpai,stellen
1053,stellen::V,iliorarpai,plaatsen
1054,stellen::V,ilioqqarpai,stellen
1055,stellen::V,ilioqqarpai,plaatsen
1056,setzen::V,iliorarpai,zetten
1057,setzen::V,iliorarpai,plaatsen
1058,setzen::V,ilioqqarpai,zetten
1059,setzen::V,ilioqqarpai,plaatsen
1060,legen::V,ilivaa,leggen
1061,berühren::V,attorpaa,aanraken
1062,verbinden::V,taperserpaa,verbinden
1063,bedecken::V,iikkerpaa,bedekken
1064,bedecken::V,iikkersorpaa,bedekken
1065,aufhängen::V,inivaa,ophangen
1066,aufhängen::V,iniorarpai,ophangen
1067,anzünden::V,saggaavoq,aansteken
1068,aufheben::V,allisippaa,oprapen
1069,zurücklassen::V,aallarpoq,achterlaten
1070,verlieren::V,annaavaa,verliezen
1071,fallen lassen::V,nakkaavaa,laten vallen
1072,machen::V,iliorpoq,maken
1073,herstellen::V,anillatsippaa,produceren
1074,herstellen::V,anillatsippaa,voortbrengen
1075,bauen::V,marrarterpaa,bouwen
1076,reparieren::V,iluarsaappaa,repareren
1077,reparieren::V,iluarsaappaa,herstellen
1078,verbessern::V,naqqippaa,verbeteren
1079,graben::V,assappaa,graven
1080,beugen::V,qappappoq,buigen
1081,biegen::V,qappappoq,buigen
1082,wenden::V,assappaa,keren
1083,wenden::V,assappaa,wenden
1084,wenden::V,assakarpoq,keren
1085,wenden::V,assakarpoq,wenden
1086,umdrehen::V,assakartippaa,omdraaien
1087,heben::V,kivippaa,heffen
1088,heben::V,kivippaa,optillen
1089,hochheben::V,kissumiarpaa,tillen
1090,ergreifen::V,isaappaa,pakken
1091,ergreifen::V,isaappaa,grijpen
1092,ergreifen::V,isaguppaa,pakken
1093,ergreifen::V,isaguppaa,grijpen
1094,halten::V,minarpaa,houden
1095,drücken::V,naqittaat,drukken
1096,kratzen::V,qitsuppaa,krassen
1097,lecken::V,aluppaa,likken
1098,beißen::V,kiivaa,bijten
1099,abreißen::V,aqqarpaa,afrukken
1100,abreißen::V,aqqarpaa,afscheuren
1101,abreißen::V,isaterpaa,afrukken
1102,abreißen::V,isaterpaa,afscheuren
1103,abschneiden::V,kipivaa,afsnijden
1104,binden::V,kakkersarpaa,binden
1105,stecken::V,kussunneq,steken
1106,brechen::V,nallorpaa,breken
1107,klopfen::V,pattappaa,kloppen
1108,hauen::V,aqivaa,houwen
1109,kleben::V,qaappoq,plakken
1110,reiben::V,tagiarpaa,wrijven
1111,reiben::V,tangiarpaa,wrijven
1112,streichen::V,erlerpoq,smeren
1113,schleifen::V,sequppaa,slijpen
1114,schneiden::V,uullivoq,snijden
1115,schütteln::V,aalavoq,schudden
1116,schwenken::V,issarpoq,wuiven
1117,schwenken::V,issarpoq,zwaaien
1118,füllen::V,immerpaa,vullen
1119,einwickeln::V,immoqquserpaa,inwikkelen
1120,tragen::V,maqippaa,dragen
1121,tragen::V,assartorpoq,dragen
1122,schleppen::V,assartorpoq,slepen
1123,ziehen::V,kalippaa,trekken
1124,ziehen::V,kalissarpoq,trekken
1125,aufbewahren::V,toqqorpaa,bewaren
1126,werfen::V,kuivaa,gooien
1127,fangen::V,anguaa,vangen
1128,verstecken::V,anngigaa,verstoppen
1129,teilen::V,agguut,delen
1130,teilen::V,agguusersorpaa,delen
1131,schicken::V,nassiuppaa,sturen
1132,bringen::V,aggiuppaa,brengen
1133,bringen::V,nassataraa,brengen
1134,bekommen::V,tiguaa,verkrijgen
1135,erhalten::V,tiguaa,krijgen
1136,nehmen::V,pivoq,nemen
1137,nehmen::V,tiguaa,nemen
1138,bewahren::V,sukkunik simerserpaa,bewaren
1139,verderben::V,asiutippaa,bederven
1140,verderben::V,piuneerunnerit,bederven
1141,zerbrechen::V,ukuvoq,breken
1142,zerbrechen::V,ukuvoq,stukbreken
1143,zerreißen::V,tisavaa,scheuren
1144,zerreißen::V,tisavaa,verscheuren
1145,zerreißen::V,alittorpaa,scheuren
1146,zerreißen::V,alittorpaa,verscheuren
1147,zerstören::V,aserorpaa,vernielen
1148,verbrennen::V,seerpoq,branden
1149,verbrennen::V,seerpoq,verbranden
1150,geben::V,pivoq,geven
1151,versprechen::V,neriorsorpaa,beloven
1152,wünschen::V,kissaat,wensen
1153,loben::V,nersorpaa,loven
1154,loben::V,nersorpaa,prijzen
1155,loben::V,nersornaat,loven
1156,loben::V,nersornaat,prijzen
1157,küssen::V,kunippaa,kussen
1158,küssen::V,kunissorpaa,kussen
1159,zudecken::V,majorpaa,toedekken
1160,wecken::V,itersarpaa,wekken
1161,zeigen::V,tikkuuppaa,tonen
1162,zeigen::V,tikkuuppaa,wijzen
1163,führen::V,tasissiuppaa,voeren
1164,führen::V,ilitsersorpaa,voeren
1165,führen::V,tasissersuuppaa,voeren
1166,lehren::V,ilinniartippaa,leren
1167,unterrichten::V,ajoqerpaa,onderwijzen
1168,unterrichten::V,ajoqersorpaa,onderwijzen
1169,unterrichten::V,ilinniartitsivoq,onderwijzen
1170,aufziehen::V,inororsarpaa,grootbrengen
1171,leiten::V,iluatsippaa,leiden
1172,antreiben::V,ikusimmippaa,aandrijven
1173,einladen::V,qaaqquaa,uitnodigen
1174,einladen::V,qaasarpaa,uitnodigen
1175,vereinigen::V,taperserpaa,verenigen
1176,besuchen::V,tikeraarpaa,bezoeken
1177,treffen::V,aporappaa,treffen
1178,treffen::V,aporappaa,ontmoeten
1179,sich versammeln::V,majorpoq,zich verzamelen
1180,spielen::V,pinnguarpoq,spelen
1181,singen::V,erinarsorpoq,zingen
1182,tanzen::V,qitippoq,dansen
1183,sich trennen::V,immikkoortippaa,van elkaar gaan
1184,retten::V,annaappaa,redden
1185,schützen::V,eriagaa,beschermen
1186,schützen::V,pineqartaalivaa,beschermen
1187,schießen::V,aallaavaa,schieten
1188,schießen::V,piseriuppaa,schieten
1189,ärgern::V,ninngassarpaa,ergeren
1190,ärgern::V,ninngassaarpaa,ergeren
1191,schlagen::V,unatarpaa,slaan
1192,treten::V,tukerpoq,trappen
1193,treten::V,tukerpoq,schoppen
1194,stechen::V,iguppaa,steken
1195,stechen::V,iguppaa,prikken
1196,stechen::V,qasilippoq,steken
1197,stechen::V,qasilippoq,prikken
1198,stoßen::V,ikuserpaa,stoten
1199,stoßen::V,ikusimmippaa,stoten
1200,stehlen::V,tillippaa,stelen
1201,stören::V,akornuserpaa,storen
1202,stören::V,akornuserpaa,verstoren
1203,verbergen::V,anngigaa,verbergen
1204,betrügen::V,peqquserluttuliorfigaa,bedriegen
1205,töten::V,maappaa,doden
1206,töten::V,toquppaa,doden
1207,wohnen::V,najugaqarpoq,wonen
1208,arbeiten::V,sulivoq,werken
1209,sammeln::V,katersorpai,inzamelen
1210,sammeln::V,katersorpai,verzamelen
1211,jagen::V,piniarpoq,jagen
1212,fischen::V,aalisarpoq,vissen
1213,anbinden::V,qilerut,vastbinden
1214,anbinden::V,qilersorpaa,vastbinden
1215,anbinden::V,ungerlatserpaa,vastbinden
1216,füttern::V,nerlerpaa,voeren
1217,gießen::V,imerterpaa,gieten
1218,kochen::V,igavoq,koken
1219,braten::V,siappaa,braden
1220,umrühren::V,qeerlerpaa,omroeren
1221,färben::V,misuppaa,verven
1222,färben::V,misuppaa,kleuren
1223,reinigen::V,sanniarpaa,reinigen
1224,waschen::V,asappaa,wassen
1225,abwischen::V,saligarpaa,afvegen
1226,abwischen::V,saligartorpaa,afvegen
1227,fegen::V,sanngiarpaa,vegen
1228,baden::V,uffarpoq,baden
1229,sich waschen::V,uffarpoq,zich wassen
1230,ausziehen::V,annoraajarpaa,uittrekken
1231,anziehen::V,ativaa,aantrekken
1232,anziehen::V,atitippaa,aantrekken
1233,sich anziehen::V,atisalersorpoq,zich aankleden
1234,sagen::V,oqarpoq,zeggen
1235,sprechen::V,oqaluttarpoq,spreken
1236,reden::V,oqaluppoq,praten
1237,fragen::V,aperaa,vragen
1238,bitten::V,aperaa,vragen
1239,bitten::V,aperaa,verzoeken
1240,bitten::V,qinnuigaa,vragen
1241,bitten::V,qinnuigaa,verzoeken
1242,erzählen::V,oqaluttuaraa,vertellen
1243,mitteilen::V,oqalualaarpoq,meedelen
1244,rufen::V,qaaqquaa,roepen
1245,prahlen::V,oqqartuvoq,pralen
1246,prahlen::V,oqallortuvoq,pralen
1247,übersetzen::V,ikaarpoq,vertalen
1248,übersetzen::V,nutserpaa,vertalen
1249,denken::V,isumaqarpoq,denken
1250,glauben::V,upperaa,geloven
1251,glauben::V,isumaqarpoq,geloven
1252,erkennen::V,ilisaraa,herkennen
1253,verstehen::V,paasivaa,verstaan
1254,lernen::V,ilinniarpoq,leren
1255,wissen::V,nalunngilaa,weten
1256,sich erinnern an::V,eqqaavaa,zich herinneren aan
1257,vergessen::V,puiorpaa,vergeten
1258,messen::V,ussersarpaa,meten
1259,zählen::V,kisitsivoq,tellen
1260,rechnen::V,kisitsivoq,rekenen
1261,lesen::V,atuarpoq,lezen
1262,malen::V,qalipappaa,schilderen
1263,schreiben::V,allappoq,schrijven
1264,kaufen::V,pisiaraa,kopen
1265,verkaufen::V,akigaa,verkopen
1266,bezahlen::V,akilerpaa,betalen
1267,beherrschen::V,inappaa,beheersen
1268,ertragen::V,ernertaaraa,verdragen
1269,Nase::N,,neus
1270,Schnurrbart::N,,snor
1271,Fuß::N,,voet
1272,Schlaf::N,,slaap
1273,Strömung::N,,stroming
1274,Moor::N,,veen
1275,Wald::N,,bos
1276,Anhöhe::N,,hoogte
1277,Gipfel::N,,top
1278,Quelle::N,,bron
1279,Festland::N,,vasteland
1280,Kiefer[Baum]::N,,den
1281,Pferd::N,,paard
1282,Elch::N,,eland
1283,Schwarm::N,,zwerm
1284,Ente::N,,eend
1285,Barsch::N,,baars
1286,Hecht::N,,snoek
1287,Wurm::N,,worm
1288,Heu::N,,hooi
1289,Kummer::N,,verdriet
1290,Gespräch::N,,gesprek
1291,Spiel::N,,spel
1292,Gesellschaft::N,,gezelschap
1293,Angelegenheit::N,,zaak
1294,Angelegenheit::N,,aangelegenheid
1295,Anzahl::N,,tal
1296,Anzahl::N,,aantal
1297,Strich::N,,haal
1298,Strich::N,,streep
1299,Gegenstand::N,,voorwerp
1300,Höhe::N,,hoogte
1301,Lagerfeuer::N,,kampvuur
1302,Gang::N,,wandeling
1303,Heim::N,,tehuis
1304,Beutel::N,,zak
1305,Beutel::N,,buidel
1306,Eimer::N,,emmer
1307,Sack::N,,zak
1308,Brei::N,,pap
1309,Brei::N,,brij
1310,Leder::N,,leer
1311,Leder::N,,leder
1312,Gott::N,,god
1313,Reichtum::N,,rijkdom
1314,Staat::N,,staat
1315,Gewalt::N,,geweld
1316,Bogen[Waffe]::N,,boog
1317,Lüge::N,,leugen
1318,Schaden::N,,schade
1319,April::N,,april
1320,frisch::A,,fris
1321,lecker::A,,lekker
1322,sauer::A,,zuur
1323,bunt::A,,bont
1324,teuer::A,,duur
1325,geschickt::A,,handig
1326,geschickt::A,,vaardig
1327,nackt::A,,naakt
1328,ehemalig::A,,voormalig
1329,bekannt::A,,bekend
1330,anderer::A,,andere
1331,zuerst::ADV,,eerst
1332,zuerst::ADV,,het eerst
1333,niemals::ADV,,nooit
1334,von hier::ADV,,van hier
1335,von hier::ADV,,hiervandaan
1336,dort::ADV,,daar
1337,dort::ADV,,ginds
1338,oben::ADV,,boven
1339,hinauf::ADV,,omhoog
1340,hinauf::ADV,,naar boven
1341,nicht::ADV,,niet
1342,ein wenig::ADV,,wat
1343,so::ADV,,zo
1344,nur::ADV,,maar
1345,nur::ADV,,alleen
1346,vor::PRP,,voor
1347,hinter::PRP,,achter
1348,unter::PRP,,onder
1349,unter::PRP,,beneden
1350,durch::PRP,,door
1351,neben::PRP,,naast
1352,zwischen::PRP,,tussen
1353,wegen::PRP,,wegens
1354,wegen::PRP,,vanwege
1355,alles::PRN,,alles
1356,aufgehen[Sonne]::V,,opgaan
1357,strömen::V,,stromen
1358,fließen::V,,vloeien
1359,faulen::V,,rotten
1360,verfaulen::V,,verrotten
1361,verschwinden::V,,verdwijnen
1362,lärmen::V,,lawaai maken
1363,klirren::V,,rinkelen
1364,rauschen::V,,ruisen
1365,klingen::V,,klinken
1366,müde werden::V,,moe worden
1367,krank werden::V,,ziek worden
1368,krank sein::V,,ziek zijn
1369,umkommen::V,,omkomen
1370,sich rühren::V,,zich verroeren
1371,sich erheben::V,,oprijzen
1372,sich erheben::V,,verrijzen
1373,hinfallen::V,,vallen
1374,hinfallen::V,,neervallen
1375,kriechen::V,,kruipen
1376,gehen::V,,gaan
1377,abfahren::V,,vertrekken
1378,erwarten::V,,verwachten
1379,lachen::V,,lachen
1380,anschauen::V,,aankijken
1381,probieren::V,,proeven
1382,zu sehen sein::V,,te zien zijn
1383,vernehmen::V,,vernemen
1384,können::V,,kunnen
1385,gelingen::V,,lukken
1386,gelingen::V,,gelukken
1387,geraten::V,,uitvallen
1388,ändern::V,,wijzigen
1389,ändern::V,,veranderen
1390,drehen::V,,draaien
1391,schieben::V,,duwen
1392,schieben::V,,schuiven
1393,rütteln::V,,schudden
1394,schütten::V,,gieten
1395,schütten::V,,storten
1396,packen::V,,pakken
1397,packen::V,,vastpakken
1398,hinzufügen::V,,toevoegen
1399,wählen::V,,kiezen
1400,wählen::V,,verkiezen
1401,auswählen::V,,uitkiezen
1402,behindern::V,,hinderen
1403,beschädigen::V,,beschadigen
1404,reichen::V,,reiken
1405,reichen::V,,aanreiken
1406,schenken::V,,schenken
1407,wiegen::V,,wiegen
1408,lassen::V,,laten
1409,verlassen::V,,verlaten
1410,bewachen::V,,bewaken
1411,verteidigen::V,,verdedigen
1412,sich schlagen::V,,knokken
1413,siegen::V,,overwinnen
1414,belästigen::V,,lastig vallen
1415,täuschen::V,,misleiden
1416,pflücken::V,,plukken
1417,fassen::V,,vangen
1418,hüten::V,,hoeden
1419,treiben::V,,drijven
1420,melken::V,,melken
1421,hacken::V,,hakken
1422,reifen::V,,rijpen
1423,zubereiten::V,,klaarmaken
1424,zubereiten::V,,toebereiden
1425,backen::V,,bakken
1426,stricken::V,,breien
1427,nähen::V,,naaien
1428,spülen::V,,spoelen
1429,spülen::V,,afwassen
1430,kehren::V,,vegen
1431,kämmen::V,,kammen
1432,schmücken::V,,tooien
1433,sich unterhalten::V,,zich onderhouden
1434,nennen::V,,noemen
1435,bemerken::V,,bemerken
1436,begreifen::V,,begrijpen
1437,zeichnen::V,,tekenen
1438,besitzen::V,,bezitten
1439,zahlen::V,,betalen
