,Concept_ID,hi,lt
135,Feuer::N,आतिश,ugnis
136,Feuer::N,अग्नि,ugnis
137,Licht::N,रोशनी,šviesa
138,Licht::N,प्रकाश,šviesa
139,Schatten::N,छाया,paūksmė
140,Schatten::N,परछाई,paūksmė
141,Wetter::N,ऋतु,oras
142,Wetter::N,मौसम,oras
143,Nebel::N,धुँध,migla
144,Nebel::N,धुँध,rūkas
145,Nebel::N,कुहरा,migla
146,Nebel::N,कुहरा,rūkas
147,Wolke::N,मेघ,debesis
148,Wolke::N,अभ्र,debesis
149,Regen::N,मेंह,lietus
150,Regen::N,बारिश,lietus
151,Schnee::N,हिम,sniegas
152,Schnee::N,बर्फ़,sniegas
153,Eis::N,हिम,ledas
154,Eis::N,बर्फ़,ledas
155,Frost::N,ठंड,šalna
156,Kälte::N,सर्दी,šaltis
157,Kälte::N,शीतलता,šaltis
158,Hitze::N,ताप,karštis
159,Hitze::N,गरमी,karštis
160,Raureif::N,पाला,šerkšnas
161,Regenbogen::N,इंद्र-धनुष,vaivorykštė
162,Donner::N,गरज,perkūnas
163,Donner::N,गरज,griaustinis
164,Donner::N,मेघ-गर्जन,perkūnas
165,Donner::N,मेघ-गर्जन,griaustinis
166,Strömung::N,बहाव,tėkmė
167,Strömung::N,प्रवाह,tėkmė
168,Tropfen::N,बूँद,lašas
169,Schaum::N,झाग,putos
170,Schmutz::N,गंद,purvas
171,Schmutz::N,कीचड़,purvas
172,See::N,झील,ežeras
173,See::N,सरोवर,ežeras
174,Sumpf::N,दलदल,klampynė
175,Sumpf::N,दलदल,liūnas
176,Sumpf::N,धँसान,klampynė
177,Sumpf::N,धँसान,liūnas
178,Moor::N,झाबर,pelkė
179,Moor::N,धँसान,pelkė
180,Wiese::N,घास-स्थल,pieva
181,Wald::N,जंगल,miškas
182,Hügel::N,टीला,kalva
183,Hügel::N,पहाड़,kalva
184,Anhöhe::N,टीला,kauburys
185,Anhöhe::N,पहाड़ी,kauburys
186,Berg::N,पहाड़,kalnas
187,Gipfel::N,शिखर,viršūnė
188,Höhle::N,गुहा,ola
189,Höhle::N,गुफ़ा,ola
190,Abhang::N,ढाल,šlaitas
191,Abhang::N,ढाल,nuokalnė
192,Abhang::N,ढलान,šlaitas
193,Abhang::N,ढलान,nuokalnė
194,Quelle::N,चश्मा,versmė
195,Quelle::N,चश्मा,šaltinis
196,Bach::N,सोता,upelis
197,Bach::N,नदिका,upelis
198,Fluss::N,नदी,upė
199,Fluss::N,सरिता,upė
200,Ufer::N,तट,krantas
201,Ufer::N,किनारा,krantas
202,Küste::N,समुद्र-तट,pajūris
203,Festland::N,महाद्वीप,sausuma
204,Meer::N,सागर,jūra
205,Meer::N,समुद्र,jūra
206,Bucht::N,खाड़ी,įlanka
207,Bucht::N,खाड़ी,užutekis
208,Insel::N,टापू,sala
209,Insel::N,द्वीप,sala
210,Blume::N,फूल,gėlė
211,Blume::N,पुष्प,gėlė
212,Gras::N,घास,žolė
213,Wurzel::N,मूल,šaknis
214,Baum::N,पेड़,medis
215,Baum::N,वृक्ष,medis
216,Stamm::N,धड़,kamienas
217,Rinde::N,छाल,žievė
218,Rinde::N,वल्कल,žievė
219,Ast::N,डाल,šaka
220,Ast::N,शाखा,šaka
221,Zweig::N,टहनी,šakelė
222,Blatt::N,पत्र,lapas
223,Blatt::N,पत्ता,lapas
224,Birke::N,भूर्ज,beržas
225,Kiefer[Baum]::N,पाइन-वृक्ष,pušis
226,Weide[Baum]::N,बेंत,karklas
227,Tanne::N,फ़र,eglė
228,Tanne::N,फ़र,kėnis
229,Horn::N,सींग,ragas
230,Horn::N,विषाण,ragas
231,Feder::N,पर,plunksna
232,Feder::N,पंख,plunksna
233,Fell::N,खाल,kailis
234,Fell::N,पशु-चर्म,kailis
235,Flügel::N,पंख,sparnas
236,Flügel::N,डैना,sparnas
237,Klaue::N,पंजा,kanopa
238,Kralle::N,पंजा,nagas
239,Kralle::N,नाख़ून,nagas
240,Schwanz::N,पूँछ,uodega
241,Ei::N,अंडा,kiaušinis
242,Nest::N,नीड़,gūžta
243,Nest::N,नीड़,lizdas
244,Nest::N,घोंसला,gūžta
245,Nest::N,घोंसला,lizdas
246,Bau::N,बिल,ola
247,Bau::N,माँद,ola
248,Tier::N,पशु,gyvūnas
249,Tier::N,जानवर,gyvūnas
250,Herde::N,गल्ला,banda
251,Herde::N,गल्ला,kaimenė
252,Kuh::N,गौ,karvė
253,Kuh::N,गाय,karvė
254,Bulle::N,साँड़,bulius
255,Pferd::N,अश्व,arklys
256,Pferd::N,घोड़ा,arklys
257,Schaf::N,भेड़,avis
258,Schwein::N,शूकर,kiaulė
259,Hund::N,श्वान,šuo
260,Hund::N,कुत्ता,šuo
261,Katze::N,बिल्ली,katė
262,Bär::N,रीछ,lokys
263,Bär::N,भालू,lokys
264,Eichhörnchen::N,गिलहरी,voveraitė
265,Elch::N,एल्क,briedis
266,Fuchs::N,लोमड़ी,lapė
267,Hase::N,खरहा,kiškas
268,Hase::N,ख़रगोश,kiškas
269,Maus::N,मूष,pelė
270,Maus::N,चूहा,pelė
271,Wolf::N,वृक,vilkas
272,Wolf::N,भेड़िया,vilkas
273,Vogel::N,पक्षी,paukštis
274,Vogel::N,चिड़िया,paukštis
275,Schwarm::N,झुंड,spiečius
276,Huhn::N,मुर्ग़ी,višta
277,Hahn::N,मुर्ग़ा,gaidys
278,Gans::N,हंस,žąsis
279,Gans::N,हंसिनी,žąsis
280,Adler::N,उक़ाब,erelis
281,Ente::N,बतख़,antis
282,Ente::N,बत्तक,antis
283,Eule::N,उल्लू,pelėda
284,Kranich::N,सारस,gervė
285,Kranich::N,क्रौंंच,gervė
286,Krähe::N,काक,varna
287,Kuckuck::N,कोयल,gegužė
288,Kuckuck::N,कोकिल,gegužė
289,Schwan::N,हंस,gulbė
290,Schwan::N,मराल,gulbė
291,Fisch::N,मछली,žuvis
292,Fisch::N,मत्स्य,žuvis
293,Barsch::N,पर्च,ešerys
294,Hecht::N,पाइक,lydeka
295,Schlange[Tier]::N,सर्प,gyvatė
296,Wurm::N,कृमि,kirmėlė
297,Wurm::N,कीड़ा,kirmėlė
298,Spinne::N,लूता,voras
299,Spinne::N,मकड़ी,voras
300,Ameise::N,चींटी,skruzdė
301,Laus::N,जूँ,utėlė
302,Mücke::N,डाँस,uodas
303,Fliege::N,मक्खी,musė
304,Fliege::N,मक्षिका,musė
305,Schmetterling::N,तितली,drugys
306,Schmetterling::N,तितली,peteliškė
307,Beere::N,बेरी,uoga
308,Apfel::N,सेब,obuolys
309,Pilz::N,खुंबी,grybas
310,Zwiebel::N,प्याज़,svogūnas
311,Saat::N,बीज,sėkla
312,Korn::N,दाना,grūdai
313,Heu::N,मूखी घास,šienas
314,Schale::N,बकला,žievelė
315,Schale::N,छिलका,žievelė
316,Grube::N,गड्ढा,duobė
317,Falle::N,जाल,pinklės
318,Falle::N,जाल,žabangai
319,Falle::N,फँदा,pinklės
320,Falle::N,फँदा,žabangai
321,Schlinge::N,फँदा,kilpa
322,Spur::N,सुराग़,vėžė
323,Spur::N,सुराग़,pėdos
324,Spur::N,सुराग़,pėdsakas
325,Spur::N,पद-चिह्न,vėžė
326,Spur::N,पद-चिह्न,pėdos
327,Spur::N,पद-चिह्न,pėdsakas
328,Asche::N,राख,pelenai
329,Dreck::N,मैल,purvas
330,Dreck::N,गंदगी,purvas
331,Eisen::N,लोहा,geležis
332,Gold::N,सोना,auksas
333,Gold::N,स्वर्ण,auksas
334,Silber::N,रजत,sidabras
335,Silber::N,चाँदी,sidabras
336,Kohle::N,कोयला,anglis
337,Glas::N,काँच,stiklas
338,Lehm::N,चिकनी मिट्टी,molis
339,Sand::N,रेत,smėlis
340,Sand::N,बालू,smėlis
341,Mensch::N,मानव,žmogus
342,Mensch::N,इनसान,žmogus
343,Mensch::N,मनुष्य,žmogus
344,Mann::N,आदमी,vyras
345,Mann::N,आदमी,vyriškis
346,Mann::N,पुरुष,vyras
347,Mann::N,पुरुष,vyriškis
348,Frau::N,औरत,moteris
349,Frau::N,महिला,moteris
350,Frau::N,स्त्री,moteris
351,Kind::N,बाल,vaikas
352,Kind::N,बच्चा,vaikas
353,Junge::N,लड़का,vaikinas
354,Junge::N,लड़का,berniukas
355,Mädchen::N,लड़की,mergytė
356,Mädchen::N,लड़की,mergaitė
357,Mädchen::N,कुमारी,mergytė
358,Mädchen::N,कुमारी,mergaitė
359,Familie::N,परिवार,šeima
360,Großvater::N,दादा,senelis
361,Großmutter::N,नानी,senelė
362,Eltern::N,माँ-बाप,tėvai
363,Eltern::N,माता-पिता,tėvai
364,Vater::N,बाप,tėvas
365,Vater::N,पिता,tėvas
366,Mutter::N,माँ,motina
367,Mutter::N,माता,motina
368,Sohn::N,बेटा,sūnus
369,Sohn::N,पुत्र,sūnus
370,Tochter::N,बेटी,duktė
371,Tochter::N,पुत्री,duktė
372,Bruder::N,भाई,brolis
373,Bruder::N,भ्राता,brolis
374,Schwester::N,बहन,sesuo
375,Schwester::N,भगिनी,sesuo
376,Onkel::N,ताऊ,dėdė
377,Onkel::N,काका,dėdė
378,Tante::N,बूआ,teta
379,Tante::N,फूफी,teta
380,Tante::N,ख़ाला,teta
381,Ehemann::N,पति,vyras
382,Ehemann::N,शौहर,vyras
383,Ehefrau::N,बीवी,žmona
384,Freude::N,आनंद,džiaugsmas
385,Freude::N,प्रसन्नता,džiaugsmas
386,Gelächter::N,हँसी,juokas
387,Gelächter::N,क़हक़हा,juokas
388,Glück::N,आनंद,laimė
389,Glück::N,ख़ुशी,laimė
390,Kummer::N,शोक,vargas
391,Kummer::N,शोक,rūpestis
392,Kummer::N,दुःख,vargas
393,Kummer::N,दुःख,rūpestis
394,Wunsch::N,इच्छा,troškimas
395,Wunsch::N,इच्छा,pageidavimas
396,Wunsch::N,अभिलाषा,troškimas
397,Wunsch::N,अभिलाषा,pageidavimas
398,Lust::N,चाह,noras
399,Lust::N,चाह,geidulys
400,Lust::N,कामना,noras
401,Lust::N,कामना,geidulys
402,Geist::N,जान,dvasia
403,Geist::N,प्राण,dvasia
404,Gedanke::N,विचार,mintis
405,Gedächtnis::N,याददाश्त,atmintis
406,Gedächtnis::N,स्मरण-शक्ति,atmintis
407,Verstand::N,समझ,protas
408,Verstand::N,अक़्ल,protas
409,Verstand::N,बुद्धि,protas
410,Sinn::N,अर्थ,prasmė
411,Grund::N,वजह,priežastis
412,Grund::N,कारण,priežastis
413,Wahrheit::N,सत्य,tiesa
414,Wahrheit::N,सत्य,teisybė
415,Wahrheit::N,सच्चाई,tiesa
416,Wahrheit::N,सच्चाई,teisybė
417,Gespräch::N,चर्चा,pokalbis
418,Gespräch::N,वार्ता,pokalbis
419,Gespräch::N,बात-चीत,pokalbis
420,Märchen::N,क़िस्सा,pasaka
421,Erzählung::N,कथा,apsakymas
422,Erzählung::N,कथा,pasakojimas
423,Erzählung::N,कहानी,apsakymas
424,Erzählung::N,कहानी,pasakojimas
425,Nachricht::N,सूचना,žinia
426,Nachricht::N,समाचार,žinia
427,Neuigkeit::N,ख़बर,naujiena
428,Neuigkeit::N,समाचार,naujiena
429,Name::N,नाम,vardas
430,Rätsel::N,पहेली,mįslė
431,Rede::N,वचन,kalba
432,Rede::N,भाषण,kalba
433,Sprache::N,भाषा,kalba
434,Sprache::N,ज़बान,kalba
435,Stimme::N,स्वर,balsas
436,Stimme::N,आवाज़,balsas
437,Wort::N,शब्द,žodis
438,Wort::N,लफ़्ज़,žodis
439,Zeichen::N,निशान,žymė
440,Zeichen::N,निशान,ženklas
441,Ruf::N,पुकार,šauksmas
442,Ruf::N,आह्वान,šauksmas
443,Lärm::N,शोर,triukšmas
444,Lärm::N,हुल्लड़,triukšmas
445,Laut::N,स्वर,garsas
446,Laut::N,ध्वनि,garsas
447,Ton::N,सुर,tonas
448,Ton::N,सुर,garsas
449,Ton::N,स्वर,tonas
450,Ton::N,स्वर,garsas
451,Lied::N,गीत,daina
452,Lied::N,गीत,giesmė
453,Ruhe::N,आराम,ramybė
454,Ruhe::N,आराम,ramumas
455,Ruhe::N,ख़ामोशी,ramybė
456,Ruhe::N,ख़ामोशी,ramumas
457,Leute::N,लोग,žmonės
458,Volk::N,क़ौम,tauta
459,Volk::N,प्रजा,tauta
460,Arbeit::N,काम,darbas
461,Arbeit::N,काम,triūsas
462,Gast::N,अतिथि,svečias
463,Gast::N,मेहमान,svečias
464,Geschenk::N,उपहार,dovana
465,Geschenk::N,तोहफ़ा,dovana
466,Spiel::N,खेल,žaismas
467,Spiel::N,खेल,žaidimas
468,Spiel::N,क्रीड़ा,žaismas
469,Spiel::N,क्रीड़ा,žaidimas
470,Gesellschaft::N,साथ,draugija
471,Gesellschaft::N,साथ,kompanija
472,Hilfe::N,मदद,pagalba
473,Hilfe::N,सहायता,pagalba
474,Freund::N,मित्र,draugas
475,Freund::N,मित्र,bičiulis
476,Kamerad::N,साथी,draugas
477,Kamerad::N,कामरेड,draugas
478,Angelegenheit::N,बात,dalykas
479,Angelegenheit::N,बात,reikalas
480,Angelegenheit::N,मामला,dalykas
481,Angelegenheit::N,मामला,reikalas
482,Anzahl::N,तादाद,kiekis
483,Anzahl::N,तादाद,skaičius
484,Anzahl::N,संख्या,kiekis
485,Anzahl::N,संख्या,skaičius
486,Art::N,तरह,rūšis
487,Art::N,क़िस्म,rūšis
488,Stück::N,फाँक,gabalas
489,Stück::N,टुकड़ा,gabalas
490,Teil::N,भाग,dalis
491,Teil::N,हिस्सा,dalis
492,Hälfte::N,अर्धभाग,pusė
493,Kreis::N,चक्कर,ratas
494,Kreis::N,चक्कर,apskritis
495,Kreis::N,चक्कर,apskritimas
496,Kreuz::N,सलीब,kryžius
497,Kreuz::N,क्रूस,kryžius
498,Linie::N,लाइन,linija
499,Strich::N,लकीर,brėžis
500,Strich::N,लकीर,brūkšnys
501,Abstand::N,अंतर,atstumas
502,Abstand::N,फ़ासला,atstumas
503,Entfernung::N,दूरी,atstumas
504,Entfernung::N,फ़ासला,atstumas
505,Gegend::N,इलाक़ा,vietovė
506,Platz::N,जगह,vieta
507,Platz::N,स्थान,vieta
508,Ort::N,स्थल,vieta
509,Ort::N,स्थल,vietovė
510,Ort::N,स्थान,vieta
511,Ort::N,स्थान,vietovė
512,Seite::N,ओर,pusė
513,Seite::N,ओर,šonas
514,Seite::N,तरफ़,pusė
515,Seite::N,तरफ़,šonas
516,Mitte::N,बीच,vidurys
517,Mitte::N,मध्य,vidurys
518,Gegenstand::N,चीज़,dalykas
519,Gegenstand::N,पदार्थ,dalykas
520,Sache::N,चीज़,daiktas
521,Sache::N,वस्तु,daiktas
522,Rand::N,छोर,kraštas
523,Rand::N,छोर,pakraštys
524,Rand::N,उपांत,kraštas
525,Rand::N,उपांत,pakraštys
526,Kante::N,कोर,kraštas
527,Kante::N,किनारा,kraštas
528,Ecke::N,कोना,kertė
529,Ecke::N,कोना,kampas
530,Ecke::N,नुक्कड़,kertė
531,Ecke::N,नुक्कड़,kampas
532,Spitze::N,नोक,priekis
533,Spitze::N,नोक,priešakys
534,Ende::N,छोर,galas
535,Ende::N,सिरा,galas
536,Loch::N,छेद,skylė
537,Loch::N,सूराख़,skylė
538,Winkel::N,कोण,kampas
539,Winkel::N,कोण,kampelis
540,Winkel::N,कोना,kampas
541,Winkel::N,कोना,kampelis
542,Muster::N,नमूना,raštas
543,Muster::N,डिज़ाइन,raštas
544,Größe::N,परिमाण,dydis
545,Größe::N,परिमाण,didumas
546,Größe::N,विस्तार,dydis
547,Größe::N,विस्तार,didumas
548,Länge::N,लंबाई,ilgis
549,Länge::N,लंबाई,ilgumas
550,Höhe::N,ऊँचाई,aukštis
551,Höhe::N,ऊँचाई,aukštuma
552,Höhe::N,उच्चता,aukštis
553,Höhe::N,उच्चता,aukštuma
554,Gewicht::N,भार,svoris
555,Gewicht::N,भार,svarstis
556,Gewicht::N,वज़न,svoris
557,Gewicht::N,वज़न,svarstis
558,Menge::N,मात्रा,kiekis
559,Menge::N,मात्रा,daugybė
560,Haufen::N,ढेर,krūva
561,Haufen::N,ढेर,šūsnis
562,Haufen::N,अंबार,krūva
563,Haufen::N,अंबार,šūsnis
564,Reihe::N,क़तार,greta
565,Reihe::N,पंक्ति,greta
566,Boot::N,नाव,valtis
567,Boot::N,नाव,laivelis
568,Boot::N,नौका,valtis
569,Boot::N,नौका,laivelis
570,Ruder::N,चप्पू,irklas
571,Schlitten::N,बर्फ़-गाड़ी,rogės
572,Schlitten::N,बर्फ़-गाड़ी,rogutės
573,Ski::N,स्की,slidė
574,Lagerfeuer::N,अलाव,laužas
575,Lagerfeuer::N,कैंप-फ़ायर,laužas
576,Last::N,भार,našta
577,Last::N,भार,nešulys
578,Gang::N,चाल,eisena
579,Schritt::N,डग,žingsnis
580,Schritt::N,क़दम,žingsnis
581,Norden::N,उत्तर,šiaurė
582,Norden::N,उत्तर,žiemiai
583,Süden::N,दक्खिन,pietūs
584,Westen::N,पश्चिम,vakarai
585,Osten::N,पूरब,rytai
586,Holz::N,काठ,mediena
587,Holz::N,काष्ठ,mediena
588,Brett::N,पटरा,lenta
589,Brett::N,तख़्ता,lenta
590,Platte::N,फलक,plokštė
591,Platte::N,तख़्ता,plokštė
592,Stütze::N,टेक,atrama
593,Stütze::N,टेक,atspara
594,Stütze::N,थूनी,atrama
595,Stütze::N,थूनी,atspara
596,Stange::N,छड़,lazda
597,Stange::N,छड़,kartis
598,Stange::N,बाँस,lazda
599,Stange::N,बाँस,kartis
600,Stock::N,लाठी,lazda
601,Stab::N,लग्गा,kartis
602,Rohr::N,नल,vamzdis
603,Haus::N,घर,namas
604,Haus::N,मकान,namas
605,Heim::N,घर,namai
606,Heim::N,गृह,namai
607,Ofen::N,चूल्हा,krosnis
608,Fußboden::N,फ़र्श,grindys
609,Tisch::N,मेज़,stalas
610,Stuhl::N,कुरसी,kėdė
611,Wiege::N,पालना,lopšys
612,Wiege::N,हिंडोला,lopšys
613,Bett::N,खाट,lova
614,Bett::N,खाट,patalai
615,Bett::N,पलंग,lova
616,Bett::N,पलंग,patalai
617,Regal::N,शेल्फ़,lentyna
618,Kiste::N,पेटी,dėžė
619,Kiste::N,डिब्बा,dėžė
620,Fenster::N,खिड़की,langas
621,Tür::N,द्वार,durys
622,Tür::N,दरवाज़ा,durys
623,Tor::N,फाटक,vartai
624,Zaun::N,बाड़ा,tvora
625,Dach::N,छत,stogas
626,Dach::N,छप्पर,stogas
627,Leiter::N,सीढ़ी,kopėčios
628,Besen::N,झाड़ू,šluota
629,Besen::N,बुहारी,šluota
630,Spaten::N,कुदाल,lopeta
631,Spaten::N,कुदाल,kastuvas
632,Schaufel::N,बेलचा,semtuvas
633,Schaufel::N,फावड़ा,semtuvas
634,Gabel::N,काँटा,šakutė
635,Löffel::N,चम्मच,šaukštas
636,Messer::N,छुरा,peilis
637,Messer::N,चाक़ू,peilis
638,Nagel::N,कील,vinis
639,Nagel::N,मेख़,vinis
640,Netz::N,जाल,tinklas
641,Haken::N,अंकुश,vagis
642,Haken::N,अंकुश,kablys
643,Griff::N,मूठ,kotas
644,Griff::N,मूठ,rankena
645,Griff::N,हत्था,kotas
646,Griff::N,हत्था,rankena
647,Schloss::N,ताला,spyna
648,Schloss::N,ताला,užraktas
649,Bild::N,चित्र,paveikslas
650,Figur::N,मूर्ति,figūra
651,Puppe::N,पुतली,lėlė
652,Puppe::N,गुड़िया,lėlė
653,Beutel::N,झोला,krepšys
654,Beutel::N,झोला,maišelis
655,Bündel::N,पुलिंदा,ryšulys
656,Tasche::N,बेग,krepšelis
657,Tasche::N,बस्ता,krepšelis
658,Eimer::N,बाल्टी,kibiras
659,Deckel::N,ढक्कन,dangtis
660,Geschirr::N,बरतन-भाँड़े,indai
661,Sack::N,बोरा,maišas
662,Tasse::N,प्याला,puodukas
663,Topf::N,देग़चा,puodas
664,Kessel::N,देग़,katilas
665,Kessel::N,बटलोई,katilas
666,Essen::N,खाना,valgis
667,Nahrung::N,भोजन,penas
668,Nahrung::N,भोजन,maistas
669,Speise::N,खाना,patiekalas
670,Speise::N,व्यंजन,patiekalas
671,Fleisch::N,मांस,mėsa
672,Fleisch::N,गोश्त,mėsa
673,Getreide::N,अनाज,javai
674,Brei::N,भरता,košė
675,Brei::N,दलिया,košė
676,Brot::N,रोटी,duona
677,Scheibe::N,कतला,riekė
678,Fett::N,वसा,taukai
679,Fett::N,वसा,riebalai
680,Fett::N,चरबी,taukai
681,Fett::N,चरबी,riebalai
682,Butter::N,मक्खन,sviestas
683,Öl::N,तेल,aliejus
684,Salz::N,नमक,druska
685,Suppe::N,सूप,sriuba
686,Suppe::N,शोरबा,sriuba
687,Honig::N,शहद,medus
688,Milch::N,दूध,pienas
689,Tee::N,चाय,arbata
690,Leder::N,चमड़ा,oda
691,Wolle::N,ऊन,vilna
692,Stoff::N,कपड़ा,audeklas
693,Nadel::N,सूई,adata
694,Faden::N,डोरा,gija
695,Faden::N,डोरा,siūlas
696,Knopf::N,बटन,saga
697,Knopf::N,घुंडी,saga
698,Knoten::N,गाँठ,mazgas
699,Knoten::N,गुत्थी,mazgas
700,Farbe::N,रंग,dažai
701,Farbe::N,वर्ण,dažai
702,Kleidung::N,पहनावा,rūbai
703,Kleidung::N,पहनावा,drabužiai
704,Hemd::N,कुरता,marškiniai
705,Hemd::N,क़मीज़,marškiniai
706,Kragen::N,गरदनी,apykaklė
707,Kragen::N,गरेबान,apykaklė
708,Ärmel::N,आस्तीन,rankovė
709,Hose::N,पैंट,kelnės
710,Hose::N,पतलून,kelnės
711,Gürtel::N,पेटी,juosta
712,Gürtel::N,पेटी,diržas
713,Gürtel::N,मेखला,juosta
714,Gürtel::N,मेखला,diržas
715,Mütze::N,टोपी,kepurė
716,Schuh::N,जूता,batas
717,Stiefel::N,बूट,auliniai batai
718,Ring::N,अँगूठी,žiedas
719,Band::N,पट्टी,kaspinas
720,Kamm::N,कंघी,šukos
721,Spiegel::N,आईना,veidrodis
722,Spiegel::N,दर्पण,veidrodis
723,Riemen::N,तसमा,diržas
724,Riemen::N,पट्टा,diržas
725,Schnur::N,डोरी,virvė
726,Schnur::N,सुतली,virvė
727,Leine::N,रस्सी,pavadėlis
728,Decke::N,रज़ाई,antklodė
729,Kissen::N,तकिया,pagalvė
730,Kissen::N,तकिया,priegalvis
731,Kissen::N,गाद्दा,pagalvė
732,Kissen::N,गाद्दा,priegalvis
733,Tuch::N,रूमाल,skarelė
734,Tuch::N,वस्त्र,skarelė
735,Handtuch::N,अँगोछा,rankšluostis
736,Kraft::N,ज़ोर,jėga
737,Kraft::N,शक्ति,jėga
738,Stärke::N,बल,stiprumas
739,Stärke::N,ताक़त,stiprumas
740,Gesundheit::N,स्वास्थ्य,sveikata
