,Concept_ID,ko,he
818,schaukeln::V,흔들리게하다,התנדנד
819,kriechen::V,기다,זחל
820,schwimmen::V,헤엄치다,שחה
821,tauchen::V,잠기다,צלל
822,rudern::V,물을헤치다,חתר
823,fahren::V,가다,נסע
824,fahren::V,나르다,נסע
825,fliegen::V,날다,עף
826,gehen::V,가다,הלך
827,weggehen::V,팔리다,עזב
828,abfahren::V,출발하다,יצא
829,anhalten::V,멈추다,עצר
830,hineingehen::V,(그리로)가다,נכנס
831,eintreten::V,들러가다,נכנס
832,kommen::V,오다,בא
833,ankommen::V,고챀하다,הגיע
834,zurückkommen::V,보기,שב
835,zurückkommen::V,보기,חזר
836,bleiben::V,체류,נשאר
837,warten::V,기다리다,חכה
838,warten::V,기다리다,המתין
839,erwarten::V,기대하다,צפה
840,suchen::V,찾다,חפש
841,suchen::V,구하다,חפש
842,finden::V,찾아내다,מצא
843,versuchen::V,시험하다,נסה
844,vorbereiten::V,재비하다,הכין
845,lieben::V,사랑하다,אהב
846,mögen::V,줗아하다,אהב
847,lachen::V,웃다,צחק
848,rühren::V,건드리다,נגע ללב
849,weinen::V,울다,בכה
850,schimpfen::V,꾸짖다,גער
851,sich ärgern::V,화를내게 하다,זעם
852,sich ärgern::V,화를내게 하다,כעס
853,sich fürchten::V,두려원하다,פחד
854,sich fürchten::V,두려원하다,חשש
855,fürchten::V,두려원하다,פחד מ
856,fürchten::V,두려원하다,חשש מ
857,fliehen::V,도망치다,ברח
858,flüchten::V,도주하다,נמלט
859,sehen::V,보다,ראה
860,anschauen::V,바라보다,הביט
861,ansehen::V,바라보다,התבונן
862,hören::V,듣다,שמע
863,zuhören::V,듣다,הקשיב
864,probieren::V,시식하다,נסה
865,riechen::V,내새를맡다,הריח
866,fühlen::V,느끼다,חש
867,scheinen::V,...것같다,נדמה
868,zu sehen sein::V,보이는,נראה
869,vernehmen::V,듣다,נודע ל
870,vernehmen::V,들어서일다,נודע ל
871,frieren::V,춥다,קר ל
872,tun::V,하다,פעל
873,können::V,할주릴다,יכל
874,wollen::V,바라다,רצה
875,anfangen::V,시작하다,התחיל
876,beenden::V,다하다,גמר
877,aufhören::V,그만두다,סים
878,gelingen::V,성국하다,הצליח
879,geraten::V,잘되어가다,עלה
880,öffnen::V,열다,פתח
881,schließen::V,추측하다,סגר
882,stellen::V,세우다,העמיד
883,setzen::V,놓다,הושיב
884,legen::V,눕히다,שם
885,berühren::V,대다,נגע
886,verbinden::V,옝열하다,קשר
887,bedecken::V,덮다,כסה
888,aufhängen::V,매달다,תלה
889,anzünden::V,점화하다,הצית
890,aufheben::V,위로올리다,אסף
891,zurücklassen::V,튀에남기다,השאיר
892,verlieren::V,잃다,אבד
893,fallen lassen::V,떨어뜨리다,שמט
894,fallen lassen::V,떨어뜨리다,הפיל
895,machen::V,하다,עשה
896,herstellen::V,제조하다,יצר
897,bauen::V,짓다,בנה
898,reparieren::V,수셩자다,תקן
899,verbessern::V,정정하다,שפר
900,ändern::V,바꾸다,שנה
901,graben::V,파다,חפר
902,beugen::V,구부리다,כפף
903,biegen::V,굽히다,כופף
904,drehen::V,회전,סובב
905,wenden::V,회전시키다,הפך
906,umdrehen::V,회전시키다,סובב
907,heben::V,일으아키다,הרים
908,hochheben::V,틀어올리다,הרים
909,ergreifen::V,잡다,אחז
910,halten::V,잡다,החזיק
911,drücken::V,누르다,לחץ
912,schieben::V,밀다,הזיז
913,kratzen::V,긁다,שרט
914,kratzen::V,긁다,שפשף
915,lecken::V,핥다,לקק
916,beißen::V,물다,נשך
917,abschneiden::V,귾어내다,חתך
918,binden::V,매다,קשר
919,stecken::V,찌르다,תקע
920,brechen::V,금,שבר
921,klopfen::V,치다,נקש
922,hauen::V,때리다,הכה
923,kleben::V,들러붙다,הדביק
924,reiben::V,문지르다,שפשף
925,streichen::V,쓰다듬다,מרח
926,schleifen::V,갈다,השחיז
927,schneiden::V,베다,גזר
928,rütteln::V,흔들다,נענע
929,schütteln::V,흔들다,נער
930,schwenken::V,흔들다,נופף
931,schwenken::V,흔들다,טלטל
932,schütten::V,따르다,שפך
933,füllen::V,담다,מלא
934,einwickeln::V,싸다,עטף
935,tragen::V,지우다,נשא
936,schleppen::V,끌다,סחב
937,ziehen::V,당기다,משך
938,aufbewahren::V,간직하다,שמר
939,werfen::V,던지다,זרק
940,fangen::V,밥다,תפס
941,packen::V,쥐다,אחז
942,verstecken::V,숨기다,החביא
943,teilen::V,나누다,חלק
944,schicken::V,보내다,שלח
945,bringen::V,가겨,הביא
946,hinzufügen::V,부가하다,הוסיף
947,bekommen::V,얻다,תפס
948,erhalten::V,지니다,קבל
949,nehmen::V,잡다,אחז
950,wählen::V,선거하다,בחר
951,auswählen::V,선출하다,בחר ב
952,bewahren::V,저장보종,קים
953,behindern::V,훼방하다,מנע
954,verderben::V,못쓰게 되다,מנע
955,beschädigen::V,상하게하다,הזיק
956,zerbrechen::V,깨뜨리다,נשבר
957,zerreißen::V,잡아쫓다,קרע
958,zerstören::V,파괴하다,הרס
959,zerstören::V,파괴하다,השמיד
960,verbrennen::V,소실하다,שרף
961,geben::V,주다,נתן
962,reichen::V,내일다,העביר
963,schenken::V,주다,נתן במתנה
964,versprechen::V,약속하다,הבטיח
965,wünschen::V,바라다,אחל
966,loben::V,칭찬하다,שבח
967,küssen::V,키스하다,נשק
968,wiegen::V,어르다,נדנד
969,zudecken::V,뚜꺼을하다,כסה
970,wecken::V,깨우다,עורר
971,zeigen::V,보이다,הראה
972,führen::V,가게하다,הביא
973,führen::V,가게하다,הוביל
974,lehren::V,가르치다,למד
975,unterrichten::V,가르지다,למד
976,aufziehen::V,사육하다,רומם
977,leiten::V,이끌다,נהל
978,antreiben::V,몰다,המרץ
979,lassen::V,내버려두다,נתן
980,einladen::V,초청하다,הזמין
981,vereinigen::V,하나로하다,אחד
982,vereinigen::V,하나로하다,לכד
983,besuchen::V,방문하다,בקר
984,treffen::V,만나다,פגש
985,sich versammeln::V,조립하다,התאסף
986,spielen::V,눌다,שחק
987,singen::V,노래하다,שר
988,tanzen::V,춤추하다,רקד
989,sich trennen::V,가르다,נפרד
990,verlassen::V,버림받은,עזב
991,retten::V,구조하다,הציל
992,bewachen::V,치키다,שמר
993,schützen::V,보호하다,אבטח
994,verteidigen::V,막다,הגן
995,sich schlagen::V,치다,התכתש
996,schießen::V,쏘다,ירה
997,siegen::V,이기다,גבר
998,siegen::V,이기다,נצח
999,ärgern::V,성을내게하다,עצבן
1000,schlagen::V,치다,הכה
1001,schlagen::V,치다,הלקה
1002,treten::V,디디다,בעט
1003,stechen::V,찌르다,דקר
1004,stoßen::V,찌르다,דחק
1005,stehlen::V,훔치다,גנב
1006,stören::V,움직이다,קטע
1007,stören::V,움직이다,הפריע
1008,belästigen::V,괴롭히다,הציק
1009,belästigen::V,괴롭히다,הטריד
1010,verbergen::V,숨기다,הצניע
1011,täuschen::V,속이다,שגע
1012,betrügen::V,속이다,הונה
1013,töten::V,죽이다,הרג
1014,wohnen::V,실다,גר
1015,arbeiten::V,일하다,עבד
1016,sammeln::V,모으다,אסף
1017,pflücken::V,꿔다,קטף
1018,jagen::V,사냥하다,צד
1019,fischen::V,고기를잡다,דג
1020,fassen::V,움켜쥐다,תפס
1021,hüten::V,망보다,רעה
1022,treiben::V,몰아세우다,הוציא
1023,anbinden::V,묶다,קשר
1024,füttern::V,사료를주다,הלעיט
1025,melken::V,젖을짜다,חלב
1026,hacken::V,자르다,קצץ
1027,gießen::V,물을대다,השקה
1028,reifen::V,성숙하다,בשל
1029,zubereiten::V,조제하다,הכין
1030,kochen::V,요리하다,בשל
1031,backen::V,쿱다,אפה
1032,braten::V,굽다,צלה
1033,braten::V,굽다,טגן
1034,umrühren::V,교반하다,ערבב
1035,stricken::V,뜨개질하다,סרג
1036,nähen::V,꿰매다,תפר
1037,färben::V,채색하다,צבע
1038,reinigen::V,청소하다,נקה
1039,waschen::V,씻다,רחץ
1040,waschen::V,씻다,כבס
1041,abwischen::V,닦다,נגב
1042,spülen::V,씻다,שטף
1043,fegen::V,소체하다,טאטא
1044,kehren::V,청소하다,טאטא
1045,baden::V,감다,טבל
1046,baden::V,감다,שחה
1047,sich waschen::V,모믈 씻다,התרחץ
1048,ausziehen::V,벗다,הוריד
1049,anziehen::V,끌어움직이다,לבש
1050,kämmen::V,빗다,סרק
1051,schmücken::V,치레하다,קשט
1052,sagen::V,말하다,אמר
1053,sprechen::V,말하다,דבר
1054,reden::V,이야기하다,דבר
1055,fragen::V,질문하다,שאל
1056,bitten::V,원하다,בקש
1057,erzählen::V,이야기하다,ספר
1058,mitteilen::V,이야기하다,מסר
1059,mitteilen::V,이야기하다,הודיע
1060,nennen::V,부르다,קרא בשם
1061,rufen::V,불러내다,גיס
1062,rufen::V,불러내다,הזמין לבוא
1063,prahlen::V,자랑하다,התרברב
1064,übersetzen::V,번역하다,תרגם
1065,denken::V,생각하다,חשב
1066,glauben::V,믿다,האמין
1067,bemerken::V,인자하다,הבחין
1068,erkennen::V,인식하다,זהה
1069,begreifen::V,파악하다,קלט
1070,begreifen::V,파악하다,הבין
1071,verstehen::V,이해하다,הבין
1072,lernen::V,배우다,למד
1073,wissen::V,알다,ידע
1074,sich erinnern an::V,상기하다,זכר
1075,vergessen::V,잊다,שכח
1076,messen::V,측정하다,מדד
1077,zählen::V,세다,ספר
1078,rechnen::V,게산하다,חשב
1079,lesen::V,읽다,קרא
1080,malen::V,그리다,ציר
1081,zeichnen::V,소묘하다,שרטט
1082,schreiben::V,쓰다,כתב
1083,besitzen::V,소유하다,היה בעל של
1084,kaufen::V,사다,קנה
1085,kaufen::V,사다,רכש
1086,verkaufen::V,팔다,מכר
1087,bezahlen::V,지불하다,שלם
1088,zahlen::V,치르다,שלם
1089,beherrschen::V,지배하다,שלט
1090,ertragen::V,참다,סבל
1091,Raureif::N,,כפור
1092,Grube::N,,בור
1093,Grube::N,,שוחה
1094,Lust::N,,חשק
1095,Lust::N,,תשוקה
1096,Nachricht::N,,ידיעה
1097,klug::A,,נבון
1098,klug::A,,פקח
1099,von hier::ADV,,מפה
1100,müde werden::V,,התעיף
1101,krank werden::V,,חלה
1102,krank sein::V,,היה חולה
1103,abreißen::V,,קרע
1104,sich anziehen::V,,התלבש
1105,sich unterhalten::V,,שוחח
