,Concept_ID,ko,uk
110,Küste::N,해변,узбережжя
111,Küste::N,해변가,узбережжя
112,Festland::N,본토,суша
113,Meer::N,바다,море
114,Bucht::N,협만,бухта
115,Bucht::N,협만,затока
116,Insel::N,섬,острів
117,Blume::N,꽃,квітка
118,Gras::N,풀,трава
119,Wurzel::N,뿌리,корінь
120,Baum::N,나무,дерево
121,Stamm::N,대,стовбур
122,Rinde::N,나무껍질,кора
123,Ast::N,가지,гілка
124,Zweig::N,가지,галузь
125,Blatt::N,잎,лист
126,Birke::N,자작나무,береза
127,Kiefer[Baum]::N,소나무,сосна
128,Weide[Baum]::N,쉬양버들,верба
129,Tanne::N,전나무,ялиця
130,Horn::N,뿔,ріг
131,Feder::N,깃털,перо
132,Fell::N,피혁모피,хутро
133,Flügel::N,날개,крило
134,Klaue::N,갈고리 발톺,кіготь
135,Kralle::N,발툭,лапа
136,Schwanz::N,꼬리,хвіст
137,Ei::N,알,яйце
138,Nest::N,보금자리,гніздо
139,Bau::N,굴,лігво
140,Tier::N,짐승,тварина
141,Herde::N,가축의떼,стадо
142,Kuh::N,암소,корова
143,Bulle::N,황소,бик
144,Bulle::N,황소,бугай
145,Pferd::N,말,кінь
146,Schaf::N,양,вівця
147,Schwein::N,돼지,свиня
148,Hund::N,개,собака
149,Katze::N,고양이,кішка
150,Bär::N,콤,ведмідь
151,Eichhörnchen::N,다람쥐,білка
152,Elch::N,고라니,лось
153,Fuchs::N,여우,лисиця
154,Hase::N,토끼,заєць
155,Maus::N,쥐,миша
156,Wolf::N,늑대,вовк
157,Vogel::N,새,птах
158,Schwarm::N,뗴,зграя
159,Huhn::N,암탉,курка
160,Hahn::N,수탉,півень
161,Gans::N,거위,гуска
162,Adler::N,수리,орел
163,Ente::N,오리,качка
164,Eule::N,부엉이,сова
165,Kranich::N,두루미,журавель
166,Krähe::N,까마귀,ворона
167,Kuckuck::N,뻐꾸기,зозуля
168,Schwan::N,배조,лебідь
169,Fisch::N,물고기,риба
170,Barsch::N,농어,окунь
171,Hecht::N,에속스,щука
172,Schlange[Tier]::N,뱀,змія
173,Wurm::N,벌레,черв’як
174,Spinne::N,거미,павук
175,Ameise::N,개미,мурашка
176,Laus::N,이,воша
177,Mücke::N,모기,комар
178,Fliege::N,날기,муха
179,Schmetterling::N,나비,метелик
180,Beere::N,장과,ягода
181,Apfel::N,사과,яблуко
182,Pilz::N,고방이,гриб
183,Zwiebel::N,양파,цибуля
184,Saat::N,씨,сім’я
185,Korn::N,알맹이,зерно
186,Heu::N,건초,сіно
187,Schale::N,피상,шкірка
188,Falle::N,함정,пастка
189,Schlinge::N,올가미,петля
190,Schlinge::N,멜빵붕대,петля
191,Spur::N,발지국,слід
192,Asche::N,재,зола
193,Asche::N,재,попіл
194,Dreck::N,똥,бруд
195,Dreck::N,오물,бруд
196,Eisen::N,쇠,залізо
197,Eisen::N,철,залізо
198,Gold::N,항금,золото
199,Silber::N,은,срібло
200,Kohle::N,슻,вугілля
201,Glas::N,유리,скло
202,Lehm::N,찰흙,глина
203,Sand::N,모래,пісок
204,Mensch::N,사람,людина
205,Mann::N,남자,чоловік
206,Frau::N,여자,жінка
207,Kind::N,아이,дитина
208,Junge::N,소녁,хлопець
209,Mädchen::N,소녀,дівчина
210,Familie::N,가족,сім’я
211,Familie::N,가족,родина
212,Großvater::N,할아버지,дідусь
213,Großmutter::N,할머니,бабуся
214,Eltern::N,어버오,батьки
215,Vater::N,아버지,батько
216,Mutter::N,어머니,мати
217,Sohn::N,아들,син
218,Tochter::N,딸기,дочка
219,Bruder::N,형제,брат
220,Schwester::N,누이,сестра
221,Onkel::N,백부,дядько
222,Tante::N,아주머니,тітка
223,Ehemann::N,남편,чоловік
224,Ehefrau::N,아내,жінка
225,Ehefrau::N,아내,дружина
226,Freude::N,기쁨,радощі
227,Gelächter::N,웃음,сміх
228,Glück::N,즐거움,щастя
229,Kummer::N,슬픔,горе
230,Wunsch::N,소망,бажання
231,Geist::N,할기,дух
232,Gedanke::N,상념,думка
233,Gedächtnis::N,기억,пам’ять
234,Verstand::N,분별,розум
235,Verstand::N,지능,розум
236,Sinn::N,센스,зміст
237,Sinn::N,센스,значення
238,Grund::N,까닭,причина
239,Wahrheit::N,참,правда
240,Wahrheit::N,진실,правда
241,Gespräch::N,대화,розмова
242,Märchen::N,동화,байка
243,Erzählung::N,이야기,повість
244,Erzählung::N,이야기,оповідання
245,Neuigkeit::N,뉴스,новина
246,Name::N,이름,ім’я
247,Rätsel::N,수수께끼,загадка
248,Rede::N,연설,промова
249,Sprache::N,말,мова
250,Stimme::N,목소리,голос
251,Wort::N,낱말,слово
252,Zeichen::N,신호,знак
253,Ruf::N,부름,оклик
254,Lärm::N,소동,шум
255,Laut::N,음성,звук
256,Ton::N,목소리,тон
257,Lied::N,노래,пісня
258,Ruhe::N,쉼,спокій
259,Leute::N,사람들,люди
260,Volk::N,국중,народ
261,Arbeit::N,근로,робота
262,Arbeit::N,너무,робота
263,Gast::N,손님,гість
264,Geschenk::N,행하,подарунок
265,Spiel::N,무리,гра
266,Gesellschaft::N,교제,товариство
267,Hilfe::N,거들음,допомога
268,Hilfe::N,보좌,допомога
269,Freund::N,친구,друг
270,Freund::N,친구,приятель
271,Kamerad::N,동실자,товариш
272,Angelegenheit::N,용무,справа
273,Anzahl::N,어떤,число
274,Anzahl::N,수,число
275,Art::N,정류,рід
276,Stück::N,일부분,кусок
277,Teil::N,몱,частина
278,Teil::N,구훠,частина
279,Hälfte::N,2분의,половина
280,Kreis::N,고리,круг
281,Kreis::N,고리,коло
282,Kreuz::N,열십자,хрест
283,Linie::N,선,лінія
284,Strich::N,스침,штрих
285,Abstand::N,거리,проміжок
286,Entfernung::N,거리,відстань
287,Gegend::N,곳,місцевість
288,Gegend::N,부금,місцевість
289,Platz::N,장소,площа
290,Ort::N,장소,місце
291,Seite::N,옆면,сторона
292,Mitte::N,궁간,середина
293,Gegenstand::N,항목,предмет
294,Sache::N,뭉에,річ
295,Rand::N,가,край
296,Kante::N,귀퉁,ребро
297,Ecke::N,구석,ріг
298,Spitze::N,끝,кінчик
299,Spitze::N,참단,кінчик
300,Ende::N,말당,кінець
301,Loch::N,빙옷,діра
302,Winkel::N,각도,куток
303,Muster::N,본,узор
304,Muster::N,견복,узор
305,Größe::N,신장,розмір
306,Länge::N,길이긺,довжина
307,Höhe::N,높이,висота
308,Gewicht::N,추,вага
309,Menge::N,수양,кількість
310,Haufen::N,퇴적,купа
311,Reihe::N,열,ряд
312,Boot::N,보트,човен
313,Ruder::N,노,весло
314,Schlitten::N,썰매,сани
315,Ski::N,스키,лижа
316,Lagerfeuer::N,캠프의 모닥불,вогнище
317,Last::N,무거운짐,тягар
318,Last::N,무거운짐,вантаж
319,Gang::N,걸음,хід
320,Schritt::N,보조,крок
321,Norden::N,북쪽 ,північ
322,Süden::N,남쪽,південь
323,Westen::N,서쪽,захід
324,Osten::N,동쪽,схід
325,Holz::N,목재,дрова
326,Brett::N,마루널,дошка
327,Platte::N,탤,плита
328,Platte::N,금속판,плита
329,Stütze::N,버팀목,підпірка
330,Stange::N,장대,жердина
331,Stock::N,막대기,палиця
332,Stab::N,작대기,палиця
333,Rohr::N,갈대,труба
334,Haus::N,집,дім
335,Haus::N,집,хата
336,Heim::N,집,житло
337,Ofen::N,아궁이,піч
338,Fußboden::N,마루,підлога
339,Tisch::N,탁자,стіл
340,Stuhl::N,의자,стілець
341,Wiege::N,발상지,колиска
342,Bett::N,침대,ліжко
343,Bett::N,침대,постіль
344,Regal::N,서가,полиця
345,Kiste::N,짐궤,ящик
346,Fenster::N,눔,вікно
347,Tür::N,문,двері
348,Tor::N,대문,ворота
349,Zaun::N,담장,паркан
350,Zaun::N,담장,огорожа
351,Dach::N,지붕,дах
352,Leiter::N,사닥다리,драбина
353,Besen::N,비,мітла
354,Spaten::N,가래,заступ
355,Schaufel::N,삽,совок
356,Schaufel::N,삽,лопата
357,Gabel::N,갈래,виделка
358,Löffel::N,숟가락,ложка
359,Messer::N,나이프,ніж
360,Nagel::N,발툽,цвях
361,Netz::N,그물,сіть
362,Haken::N,갈고리,крюк
363,Griff::N,움켜쥠,ручка
364,Griff::N,움켜쥠,держак
365,Schloss::N,자물쇠,замок
366,Bild::N,그림,картина
367,Figur::N,몸메,фігура
368,Puppe::N,인형,лялька
369,Beutel::N,클,мішечок
370,Beutel::N,클,торбинка
371,Bündel::N,자근다발,в’язка
372,Tasche::N,가방,сумка
373,Eimer::N,동이,відро
374,Deckel::N,뚜껑,кришка
375,Geschirr::N,식시,посуд
376,Sack::N,조갑,мішок
377,Tasse::N,차잔,чашка
378,Topf::N,단지,горщик
379,Kessel::N,주전자,котел
380,Essen::N,먹기,їжа
381,Nahrung::N,식료,харч
382,Speise::N,음식물,страва
383,Fleisch::N,고기,м’ясо
384,Getreide::N,곡물,хліб
385,Getreide::N,곡물,збіжжя
386,Brei::N,젤리,каша
387,Brot::N,빵,хліб
388,Scheibe::N,원반,скибочка
389,Fett::N,기름,жир
390,Butter::N,버터,масло
391,Öl::N,올리브유,олія
392,Salz::N,소금,сіль
393,Suppe::N,국,суп
394,Suppe::N,수프,суп
395,Honig::N,감미,мед
396,Milch::N,유즙,молоко
397,Tee::N,차,чай
398,Leder::N,가죽,шкіра
399,Wolle::N,양털,шерсть
400,Stoff::N,패료,тканина
401,Nadel::N,바늘,голка
402,Faden::N,콘실,нитка
403,Knopf::N,단추,ґудзик
404,Knoten::N,곁절,вузол
405,Farbe::N,색,фарба
406,Kleidung::N,옷입기,одяг
407,Kleidung::N,옷입기,убрання
408,Hemd::N,속옷,сорочка
409,Kragen::N,깃,комір
410,Ärmel::N,소매,рукав
411,Hose::N,바지,брюки
412,Gürtel::N,밴드,пояс
413,Mütze::N,모자,шапка
414,Schuh::N,구두,ботинок
415,Stiefel::N,장화,чобіт
416,Ring::N,고리,кільце
417,Band::N,리본,стрічка
418,Kamm::N,빗,гребінець
419,Spiegel::N,거울,дзеркало
420,Riemen::N,가죽끈,ремінь
421,Schnur::N,밧줄,вірьовка
422,Leine::N,고삐줄,шворка
423,Decke::N,이부자리,ковдра
424,Kissen::N,깔개,подушка
425,Tuch::N,천,хустка
426,Handtuch::N,수건,рушник
427,Kraft::N,세력,сила
428,Stärke::N,힘,сила
429,Gesundheit::N,위생,здоров’я
430,Krankheit::N,병,хвороба
431,Schmerz::N,아픔고통,біль
432,Wunde::N,상처,рана
433,Fieber::N,열별,гарячка
434,Arznei::N,약,ліки
435,Brücke::N,교량,міст
436,Brunnen::N,원천,колодязь
437,Weide::N,목장,пасовище
438,Pfad::N,좁은길,стежка
439,Weg::N,길,шлях
440,Weg::N,길,дорога
441,Straße::N,길,вулиця
442,Dorf::N,촌,село
443,Dorf::N,촌락,село
444,Stadt::N,도시,місто
445,Brief::N,서한,лист
446,Buch::N,책,книга
447,Buch::N,책,книжка
448,Buchstabe::N,문자,буква
449,Buchstabe::N,문자,літера
450,Zeitung::N,신문,газета
451,Leben::N,삶,життя
452,Tod::N,죽음,смерть
453,Grab::N,무덤,могила
454,Kirche::N,교회,церква
455,Sünde::N,부정,гріх
456,Gott::N,하느님,бог
457,Arbeiter::N,일하는사람,робітник
458,Chef::N,사장,хазяїн
459,Meister::N,명인,умілець
460,Meister::N,대가,умілець
461,Arzt::N,의사,лікар
462,Lehrer::N,교사,вчитель
463,Geld::N,돈,гроші
464,Geschäft::N,일,заняття
465,Laden::N,가게,магазин
466,Laden::N,가게,крамниця
467,Preis::N,가격,ціна
468,Ware::N,상품,товар
469,Nutzen::N,이익,вигода
470,Nutzen::N,이익,користь
471,Reichtum::N,많음,багатство
472,Welt::N,세상,світ
473,Land::N,지방,країна
474,Staat::N,국가,держава
475,König::N,국왕,король
476,Macht::N,힘,влада
477,Grenze::N,국경,кордон
478,Krieg::N,전쟁,війна
479,Feind::N,적,ворог
480,Gewalt::N,권력,насильство
481,Kampf::N,전투,бій
482,Kampf::N,전투,боротьба
483,Bogen[Waffe]::N,활,лук
484,Pfeil::N,화살,стріла
485,Gewehr::N,무기,рушниця
486,Gewehr::N,무기,гвинтівка
487,Fehler::N,오류,помилка
488,Lüge::N,거짓말,брехня
489,Schaden::N,손상,шкода
490,Schaden::N,손상,збиток
491,Unglück::N,불행,нещастя
492,Schuld::N,부채,провина
493,Alter::N,연령,вік
494,Alter::N,연령,літа
495,Schluss::N,마감,кінець
496,Zeit::N,때,час
497,Zeit::N,시간,час
498,Tag::N,하루,день
499,Morgen::N,이침,ранок
500,Mittag::N,대낮,південь
501,Abend::N,저녁,вечір
502,Nacht::N,밤,ніч
503,Woche::N,근무일,тиждень
504,Monat::N,달,місяць
505,Jahr::N,해,рік
506,Frühling::N,봄,весна
507,Sommer::N,여름,літо
508,Herbst::N,가을,осінь
509,Winter::N,겨울,зима
510,Januar::N,일월,січень
511,Februar::N,이월,лютий
512,März::N,삼월,березень
513,April::N,사월,квітень
514,Mai::N,오월,травень
515,Juni::N,유월,червень
516,Juli::N,칠월,липень
517,August::N,팔월,серпень
518,September::N,구월,вересень
519,Oktober::N,시월,жовтень
520,November::N,십일월,листопад
521,Dezember::N,십이월,грудень
522,Montag::N,월요일,понеділок
523,Dienstag::N,화요일,вівторок
524,Mittwoch::N,수요일,середа
525,Donnerstag::N,모교일,четвер
526,Freitag::N,그묘일,п’ятниця
527,Samstag::N,토요일,субота
528,Sonntag::N,일요일,неділя
529,groß::A,큰,великий
530,klein::A,자근,малий
531,klein::A,자근,маленький
532,lang::A,긴,довгий
533,kurz::A,짧은,короткий
534,breit::A,넓은,широкий
535,schmal::A,좁은,вузький
536,dicht::A,농밀한,густий
537,dick[Gegenstand]::A,두꺼운,товстий
538,dünn::A,얇은,тонкий
539,fein::A,미세한,дрібний
540,fest::A,굳은,міцний
541,flach::A,얕은,плоский
542,glatt::A,반들반들한,рівний
543,glatt::A,반들반들한,гладенький
544,hart::A,굳은,твердий
545,weich::A,연한,м’який
546,rund::A,둥근,круглий
547,spitz::A,뾰족한,гострокінцевий
548,scharf::A,날카로운,гострий
549,stumpf::A,무딘,тупий
550,schwer::A,무거운,важкий
551,schön::A,멋진,вродливий
552,heiß::A,뜨거운,жаркий
553,heiß::A,뜨거운,гарячий
554,warm::A,따뜻한,теплий
555,kalt::A,찬,холодний
556,kühl::A,서늘한,прохолодний
557,frisch::A,신선한,свіжий
558,feucht::A,축축한,вогкий
559,nass::A,젖은,мокрий
560,trocken::A,마른,сухий
561,voll::A,완전한,повний
562,leer::A,빈,пустий
563,offen::A,열린,відкритий
564,geschlossen::A,닫힌,закритий
565,geschlossen::A,닫힌,зачинений
566,sauber::A,깨끗한,чистий
567,sauber::A,깨끗한,охайний
568,schmutzig::A,더러운,брудний
569,roh::A,날게잇의,сирий
570,reif::A,이근,зрілий
571,lecker::A,맛있는,смачний
572,süß::A,단,солодкий
573,bitter::A,찌르는듯한,гіркий
574,sauer::A,산성의,кислий
575,hell::A,밝은,світлий
576,dunkel::A,어두운,темний
577,schwarz::A,검은,чорний
578,weiß::A,하얀,сивий
579,rot::A,붉은,червоний
580,gelb::A,황색,жовтий
581,blau::A,푸른,синій
582,grün::A,녹색의,зелений
583,grau::A,회색의,сірий
584,bunt::A,알록달록한,барвистий
585,billig::A,싼,дешевий
586,teuer::A,값비산,дорогий
587,wertvoll::A,가치가많은,цінний
588,blind::A,눈먼,сліпий
589,taub::A,무감간한,глухий
590,kräftig::A,강장한,могутній
591,stark::A,강한,сильний
592,schwach::A,약한,слабкий
593,fett::A,실찐,жирний
594,fett::A,실찐,товстий
595,schlank::A,호리호리한,тонкий
596,schlank::A,호리호리한,стрункий
597,hübsch::A,예쁜,чарівний
598,böse::A,나쁜,злий
599,böse::A,나쁜,лихий
600,dumm::A,어리석은,дурний
601,faul::A,너덜너덜한,ледачий
602,fleißig::A,근면한,старанний
603,geizig::A,인색한,скупий
604,geschickt::A,교묘한,умілий
605,lieb::A,친애하는,милий
606,lustig::A,유쾌한,веселий
607,sanft::A,온화한,лагідний
608,hungrig::A,배고픈,голодний
609,krank::A,병든,слабий
610,nackt::A,벌거벗은,голий
611,traurig::A,슬픈,сумний
612,lebendig::A,살아있는,живий
613,gut::A,좋은,добрий
614,schlecht::A,나쁜,поганий
615,schlecht::A,나쁜,кепський
616,richtig::A,바른,правильний
617,schlimm::A,못된,бридкий
618,wahr::A,참된,справжній
619,alt::A,늙은,старий
620,neu::A,새,новий
621,ehemalig::A,전의,колишній
622,alt[Lebewesen]::A,낡은,старий
623,jung::A,젊은,молодий
624,arm::A,가난한,бідний
625,reich::A,풍부한,багатий
626,bekannt::A,저명한,знайомий
627,berühmt::A,유명한,славетний
628,fremd::A,타처이,чужий
629,verschieden::A,따른,різний
630,nah::A,가까운,близький
631,fern::A,먼,далекий
632,linker::A,왼쭉의,лівий
633,rechter::A,오른쪽의,правий
634,anderer::A,다른,інакший
635,erster::A,첫째,перший
636,zweiter::A,둘째,другий
637,dritter::A,셋째,третій
638,letzter::A,의후자의,останній
639,allein::ADV,훌로,сам
640,allein::ADV,훌로,один
641,auf einmal::ADV,갑자기,відразу
642,zusammen::ADV,모아서,разом
643,zusammen::ADV,모아서,спільно
644,lange::ADV,오래,довго
645,plötzlich::ADV,둘연한,раптом
646,sofort::ADV,즉시,зараз
647,später::ADV,보다늦은,пізніше
648,jetzt::ADV,목하,тепер
649,heute::ADV,오늘,сьогодні
650,morgen::ADV,내일,завтра
651,bald::ADV,곱,незабаром
652,dann::ADV,그경우에,потім
653,gestern::ADV,어제,вчора
654,einst::ADV,옛날에,колись
655,damals::ADV,그때에,тоді
656,danach::ADV,그 뒤에,згодом
657,vorher::ADV,미리,раніше
658,zuerst::ADV,최초로,спершу
659,zuerst::ADV,최초로,спочатку
660,einmal::ADV,한번,один раз
661,manchmal::ADV,땓대로,іноді
662,manchmal::ADV,땓대로,інколи
663,oft::ADV,땓대로,часто
664,immer::ADV,늘,завжди
665,niemals::ADV,결코...(하지)않다,ніколи
666,hier::ADV,여기,тут
667,hierhin::ADV,여기로,сюди
668,dort::ADV,거기,там
669,dorthin::ADV,저기예,туди
670,geradeaus::ADV,곧장,прямо
671,vorwärts::ADV,앞으로,вперед
672,rückwärts::ADV,뒤로,назад
673,zurück::ADV,제자리로,назад
674,unten::ADV,아래에,внизу
675,hinab::ADV,아래쪽으로,вниз
676,oben::ADV,위에,вгорі
677,hinauf::ADV,위쪽으로,вгору
678,überall::ADV,도처에,скрізь
679,nicht::ADV,안,не
680,ein wenig::ADV,적음,трохи
681,ein wenig::ADV,적음,небагато
682,kaum::ADV,가의,ледве
683,sehr::ADV,자주,дуже
684,so::ADV,그와같이,так
685,noch::ADV,아직,ще
686,nur::ADV,다만,лише
687,nur::ADV,다만,тільки
688,schon::ADV,이미,вже
689,wieder::ADV,다시,знову
690,vergebens::ADV,헛되이,дарма
691,vor::PRP,앞에,перед
692,hinter::PRP,뒤에,ззаду
693,hinter::PRP,뒤에,позаду
694,unter::PRP,잍에,під
695,durch::PRP,통고하여,крізь
696,neben::PRP,와나란히,біля
697,zwischen::PRP,의사이로,між
698,wegen::PRP,때문에,з-за
699,wegen::PRP,때문에,через
700,dies::PRN,이,це
701,das::PRN,저,то
702,alles::PRN,모든것,все
703,ich::PRN,나,я
704,du::PRN,너,ти
705,er::PRN,그,він
706,wir::PRN,우리,ми
707,ihr::PRN,너희들,ви
708,sie::PRN,그들,вони
709,was::FPRN,뭣,що
710,wer::FPRN,누구,хто
711,wo::FADV,어디,де
712,wohin::FADV,어디로,куди
713,wie::FADV,어떻게,як
714,warum::FADV,왜,чому
715,wieviel::FNUM,얼마만큰,скільки
716,eins::NUM,하나,один
717,zwei::NUM,둘,два
718,drei::NUM,셋,три
719,vier::NUM,넷,чотири
720,fünf::NUM,다섯,п’ять
721,sechs::NUM,여섯,шість
722,sieben::NUM,일곱,сім
723,acht::NUM,여덟,вісім
724,neun::NUM,아홉,дев’ять
725,zehn::NUM,열,десять
726,elf::NUM,열하나,одинадцять
727,zwölf::NUM,열둘,дванадцять
728,zwanzig::NUM,스물,двадцять
729,dreißig::NUM,서름,тридцять
730,vierzig::NUM,마흔,сорок
731,fünfzig::NUM,숸,п’ятдесят
732,sechzig::NUM,에순,шістдесят
733,siebzig::NUM,일흔,сімдесят
734,achtzig::NUM,여든,вісімдесят
735,neunzig::NUM,아흔,дев’яносто
736,hundert::NUM,백,сто
737,tausend::NUM,천,тисяча
738,und::CNJ,와,і
739,oder::CNJ,아니면,або
740,stehen::V,서다,стояти
741,sitzen::V,앉다,сидіти
742,liegen::V,눕다,лежати
743,hängen::V,달다,висіти
744,werden::V,되다,стати
745,werden::V,되다,робитися
746,passieren::V,지장옶다,трапитися
747,beginnen::V,시작되다,початися
748,enden::V,큳내다,кінчитися
749,wechseln::V,병경하다,мінятися
750,aufgehen[Sonne]::V,뜨다,зійти
751,untergehen[Sonne]::V,지다,зайти
752,scheinen[Sonne]::V,빛나다,світити
753,donnern::V,천둥치다,гриміти
754,wehen::V,풀다,віяти
755,strömen::V,흐르다,литися
756,fließen::V,흐르다,текти
757,sich drehen::V,돌다,обертатися
758,schwanken::V,동요하다,коливатися
759,schwingen::V,흔들다,хитатися
760,schwingen::V,흔들다,гойдатися
761,fallen::V,떨어지다,падати
762,brennen::V,타다,горіти
763,rauchen::V,김이나다,диміти
764,regnen::V,비가오다,дощити
765,gefrieren::V,얼다,змерзнути
766,tauen::V,녹다,танути
767,schmelzen::V,녹다,плавитися
768,trocknen::V,홈치다,сохнути
769,sieden::V,끓다,кипіти
770,faulen::V,부패하다,гнити
771,verfaulen::V,썩다,згнити
772,reißen::V,지바찢다,рватися
773,versinken::V,가라앉다,тонути
774,vergehen::V,지나가다,проходити
775,erscheinen::V,나타나다,з’явитися
776,verschwinden::V,사라지다,щезнути
777,verschwinden::V,사라지다,зникнути
778,sinken::V,가라앉다,спадати
779,abnehmen::V,떼어내다,поменшитися
780,zunehmen::V,증가하다,збільшуватися
781,steigen::V,상승하다,підніматися
782,wachsen::V,생기하다,рости
783,glänzen::V,뛰오나다,блищати
784,funkeln::V,불티가잍어나다,блискати
785,lärmen::V,떠들다,шуміти
786,läuten::V,울시다,дзвонити
787,klingeln::V,초닌총을울리다,дзвонити
788,klirren::V,탁탁울리다,дзвякати
789,brausen::V,쏴쏴소리내다,бушувати
790,rauschen::V,솨솨,шелестіти
791,klingen::V,반향하다,лунати
792,klingen::V,반향하다,звучати
793,bellen::V,짖다,гавкати
794,heulen::V,포효하다,вити
795,blasen::V,불다,дунути
796,pfeifen::V,피리를불다,свистіти
797,schreien::V,절규하다,кричати
798,stöhnen::V,신음하다,стогнати
799,zittern::V,저뉼하다,тремтіти
800,leben::V,살다,жити
801,geboren werden::V,태어난,народитися
802,atmen::V,숨쉬다,дихати
803,trinken::V,마시다,пити
804,essen::V,먹다,їсти
805,schlucken::V,들이켜다,ковтати
806,einschlafen::V,잠들다,заснути
807,schlafen::V,자다,спати
808,aufwachen::V,눈트다,прокинутися
809,aufstehen::V,서다,встати
810,sich erholen::V,회복하다,відпочивати
811,schmerzen::V,아프다,боліти
812,husten::V,잔기침하다,кашляти
813,genesen::V,낫다,одужати
814,genesen::V,낫다,видужати
815,sterben::V,죽다,померти
816,umkommen::V,못쓰게되다,згинути
817,sich bewegen::V,움직이다,рухатися
818,sich rühren::V,움직이다,ворушитися
819,sich erheben::V,이러서다,встати
820,sich setzen::V,앉히다,сісти
821,hinfallen::V,넘어지다,упасти
822,laufen::V,걷다,ходити
823,schreiten::V,보행하다,крокувати
824,spazierengehen::V,산보하다,гуляти
825,eilen::V,서둘다,спішити
826,sich beeilen::V,서둘게하다,поспішати
827,sausen::V,서들러 떠나다,мчатися
828,rennen::V,달리다,бігати
829,springen::V,도약하다,скакати
830,springen::V,도약하다,стрибати
831,klettern::V,갑겨오르다,лазити
832,schaukeln::V,흔들리게하다,гойдатися
833,kriechen::V,기다,повзати
834,schwimmen::V,헤엄치다,пливти
835,schwimmen::V,헤엄치다,плавати
836,tauchen::V,잠기다,пірнати
837,rudern::V,물을헤치다,гребти
838,rudern::V,물을헤치다,веслувати
839,fahren::V,가다,їхати
840,fahren::V,나르다,їхати
