,Concept_ID,cs,mn
120,Hügel::N,kopec,болдог
121,Anhöhe::N,pahorek,гүвээ
122,Berg::N,hora,уул
123,Gipfel::N,vrchol,орой
124,Gipfel::N,vrchol,оргил
125,Höhle::N,jeskyně,агуй
126,Abhang::N,svah,хүр
127,Abhang::N,stráň,хүр
128,Quelle::N,pramen,булаг
129,Bach::N,potok,горхи
130,Fluss::N,řeka,гол
131,Fluss::N,řeka,мөрөн
132,Ufer::N,břeh,эрэг
133,Küste::N,pobřeží,эрэг
134,Festland::N,souš,хуурай газар
135,Festland::N,pevnina,хуурай газар
136,Meer::N,moře,далай
137,Meer::N,moře,тэнгис
138,Bucht::N,záliv,булан
139,Bucht::N,záliv,далайн тохой
140,Bucht::N,zátoka,булан
141,Bucht::N,zátoka,далайн тохой
142,Insel::N,ostrov,арал
143,Blume::N,květina,цэцэг
144,Gras::N,tráva,өвс
145,Gras::N,tráva,ногоо
146,Wurzel::N,kořen,үндэс
147,Baum::N,strom,мод
148,Stamm::N,kmen,иш
149,Stamm::N,kmen,гуалин
150,Rinde::N,kůra,холтос
151,Ast::N,větev,гишүү
152,Zweig::N,větev,салаа
153,Blatt::N,lupen,навч
154,Birke::N,bříza,хус
155,Kiefer[Baum]::N,sosna,нарс
156,Kiefer[Baum]::N,borovice,нарс
157,Weide[Baum]::N,vrba,уд
158,Weide[Baum]::N,vrba,бургас
159,Tanne::N,jedle,гачуур
160,Horn::N,roh,эвэр
161,Feder::N,pero,өд
162,Fell::N,srst,арьс
163,Flügel::N,křídlo,жигүүр
164,Flügel::N,křídlo,далавч
165,Klaue::N,dráp,савар
166,Klaue::N,dráp,хумс
167,Klaue::N,pazneht,савар
168,Klaue::N,pazneht,хумс
169,Kralle::N,dráp,савар
170,Schwanz::N,ocas,сүүл
171,Ei::N,vejce,өндөг
172,Nest::N,hnízdo,үүр
173,Bau::N,nora,нүх
174,Bau::N,nora,элүү
175,Tier::N,zvíře,амьтан
176,Tier::N,zvíře,адгуус
177,Herde::N,stádo,сүрэг
178,Kuh::N,kráva,үнээ
179,Bulle::N,býk,бух
180,Pferd::N,kůň,морь
181,Pferd::N,kůň,адуу
182,Schaf::N,ovce,хонь
183,Schwein::N,vepř,гахай
184,Schwein::N,prase,гахай
185,Hund::N,pes,нохой
186,Katze::N,kočka,муур
187,Katze::N,kočka,мигуй
188,Bär::N,medvěd,баавгай
189,Eichhörnchen::N,veverka,хэрэм
190,Elch::N,los,хандгай
191,Fuchs::N,liška,үнэг
192,Hase::N,zajíc,туулай
193,Maus::N,myš,хулгана
194,Wolf::N,vlk,чоно
195,Vogel::N,pták,шувуу
196,Schwarm::N,roj,сүрэг
197,Schwarm::N,hejno,сүрэг
198,Huhn::N,kuře,тахиа
199,Huhn::N,slepice,тахиа
200,Hahn::N,kohout,эр тахиа
201,Gans::N,husa,галуу
202,Adler::N,orel,бүргэд
203,Ente::N,kachna,нугас
204,Eule::N,sova,ууль
205,Kranich::N,jeřáb,тогоруу
206,Krähe::N,vrána,хэрээ
207,Kuckuck::N,kukačka,хөхөө
208,Schwan::N,labuť,хун
209,Fisch::N,ryba,загас
210,Barsch::N,okoun,алгана
211,Hecht::N,štika,цурхай
212,Schlange[Tier]::N,had,могой
213,Wurm::N,červ,өт
214,Wurm::N,červ,хорхой
215,Spinne::N,pavouk,аалз
216,Ameise::N,mravenec,шоргоолж
217,Laus::N,veš,бөөс
218,Mücke::N,komár,шумуул
219,Fliege::N,moucha,ялаа
220,Schmetterling::N,motýl,эрвээхэй
221,Beere::N,bobule,жимсгэнэ
222,Apfel::N,jablko,алим
223,Pilz::N,houba,мөөг
224,Zwiebel::N,cibule,сонгино
225,Saat::N,osivo,тариа
226,Korn::N,zrno,үр
227,Korn::N,zrno,мөхлөг
228,Heu::N,seno,өвс
229,Schale::N,slupka,хальс
230,Schale::N,skořápka,хальс
231,Grube::N,jáma,алам
232,Grube::N,jáma,нүх
233,Falle::N,past,хавх
234,Falle::N,past,занга
235,Falle::N,léčka,хавх
236,Falle::N,léčka,занга
237,Schlinge::N,smyčka,урхи
238,Spur::N,stopa,мөр
239,Asche::N,popel,үнс
240,Dreck::N,špína,хир
241,Eisen::N,železo,төмөр
242,Gold::N,zlato,алт
243,Silber::N,stříbro,мөнгө
244,Kohle::N,uhlí,нүүрс
245,Glas::N,sklo,шил
246,Lehm::N,jíl,шавар
247,Lehm::N,hlína,шавар
248,Sand::N,písek,элс
249,Mensch::N,člověk,хүн
250,Mann::N,muž,эр
251,Mann::N,muž,эрэгтэй
252,Frau::N,žena,эмэгтэй
253,Frau::N,žena,хатагтай
254,Kind::N,dítě,хүүхэд
255,Junge::N,hoch,хүү
256,Junge::N,chlapec,хүү
257,Mädchen::N,děvče,охин
258,Mädchen::N,děvče,бүсгүй
259,Familie::N,rodina,айл
260,Großvater::N,děd,өвгөн аав
261,Großvater::N,dědeček,өвгөн аав
262,Großmutter::N,babička,эмэг эх
263,Großmutter::N,babička,эмгээ
264,Eltern::N,rodiče,эцэг эх
265,Vater::N,otec,аав
266,Vater::N,otec,эцэг
267,Mutter::N,matka,эх
268,Mutter::N,matka,ээж
269,Sohn::N,syn,хүү
270,Tochter::N,dcera,охин
271,Bruder::N,bratr,ах
272,Bruder::N,bratr,дүү
273,Schwester::N,sestra,эгч
274,Schwester::N,sestra,охин дүү
275,Onkel::N,strýc,авга ах
276,Onkel::N,strýc,нагац ах
277,Tante::N,teta,авга эгч
278,Tante::N,teta,нагац эгч
279,Ehemann::N,choť,нөхөр
280,Ehemann::N,manžel,нөхөр
281,Ehefrau::N,choť,эхнэр
282,Ehefrau::N,choť,гэргий
283,Ehefrau::N,manželka,эхнэр
284,Ehefrau::N,manželka,гэргий
285,Freude::N,radost,баяр
286,Freude::N,radost,баясгалан
287,Gelächter::N,smích,инээдэм
288,Glück::N,štěstí,жаргалан
289,Kummer::N,žal,гаслан
290,Kummer::N,trápení,гаслан
291,Wunsch::N,přání,ерөөл
292,Lust::N,chuť,дур
293,Lust::N,chuť,хүсэл
294,Geist::N,duch,оюун
295,Gedanke::N,myšlenka,сэтгэл
296,Gedächtnis::N,paměť,ой
297,Gedächtnis::N,paměť,цээж
298,Verstand::N,rozum,ухаан
299,Sinn::N,smysl,утга
300,Grund::N,důvod,учир
301,Wahrheit::N,pravda,үнэн
302,Gespräch::N,rozhovor,яриа
303,Märchen::N,pohádka,явган үлгэр
304,Erzählung::N,povídka,тууж
305,Nachricht::N,zpráva,мэдээ
306,Neuigkeit::N,novina,сонин
307,Neuigkeit::N,novinka,сонин
308,Name::N,jméno,нэр
309,Rätsel::N,hádanka,оньсого
310,Rede::N,řeč,хэлсэн үг
311,Rede::N,proslov,хэлсэн үг
312,Sprache::N,řeč,хэл
313,Sprache::N,jazyk,хэл
314,Stimme::N,hlas,дуу
315,Wort::N,slovo,үг
316,Zeichen::N,znamení,тамга
317,Zeichen::N,znamení,тэмдэг
318,Ruf::N,zavolání,дуудлага
319,Lärm::N,hluk,шуугиан
320,Lärm::N,hluk,чимээ
321,Laut::N,zvuk,анир
322,Laut::N,zvuk,дуу
323,Ton::N,tón,авиа
324,Ton::N,tón,аялгуу
325,Lied::N,píseň,дуу
326,Ruhe::N,klid,энх
327,Ruhe::N,klid,тайван
328,Ruhe::N,pokoj,энх
329,Ruhe::N,pokoj,тайван
330,Leute::N,lidé,хүмүүс
331,Volk::N,národ,улс
332,Arbeit::N,práce,ажил
333,Arbeit::N,práce,хөдөлмөр
334,Gast::N,host,зочин
335,Gast::N,host,айлчин
336,Geschenk::N,dar,бэлэг
337,Spiel::N,hra,наадам
338,Spiel::N,hra,тоглоом
339,Gesellschaft::N,společnost,хамт байх
340,Hilfe::N,pomoc,тусламж
341,Freund::N,přítel,найз
342,Freund::N,přítel,нөхөр
343,Kamerad::N,kamarád,хань
344,Kamerad::N,kamarád,нөхөр
345,Angelegenheit::N,záležitost,хэрэг
346,Anzahl::N,počet,тоо
347,Art::N,druh,төрөл
348,Art::N,druh,янз
349,Stück::N,kus,хэсэг
350,Stück::N,kousek,хэсэг
351,Teil::N,díl,хувь
352,Teil::N,díl,хэсэг
353,Teil::N,část,хувь
354,Teil::N,část,хэсэг
355,Hälfte::N,půl,хагас
356,Kreis::N,kruh,тойрог
357,Kreis::N,kruh,хүрээ
358,Kreuz::N,kříž,загалмай
359,Linie::N,linka,шугам
360,Strich::N,čára,зураас
361,Strich::N,čárka,зураас
362,Abstand::N,vzdálenost,зай
363,Entfernung::N,vzdálenost,зай
364,Entfernung::N,vzdálenost,хол ойр
365,Gegend::N,krajina,хавь
366,Gegend::N,krajina,газар
367,Platz::N,prostor,зай
368,Platz::N,prostor,завсар
369,Ort::N,místo,газар
370,Ort::N,místo,байр
371,Seite::N,strana,тал
372,Seite::N,strana,этгээд
373,Mitte::N,střed,төв
374,Mitte::N,střed,дунд
375,Mitte::N,prostředek,төв
376,Mitte::N,prostředek,дунд
377,Gegenstand::N,předmět,юм
378,Sache::N,věc,үйл
379,Sache::N,věc,хэрэг
380,Rand::N,kraj,зах
381,Rand::N,kraj,хөвөө
382,Rand::N,okraj,зах
383,Rand::N,okraj,хөвөө
384,Kante::N,hrana,ирмэг
385,Ecke::N,roh,өнцөг
386,Spitze::N,hrot,үзүүр
387,Spitze::N,špička,үзүүр
388,Ende::N,konec,зах
389,Ende::N,konec,үзүүр
390,Loch::N,díra,цоорхой
391,Loch::N,díra,онгорхой
392,Winkel::N,kout,өнцөг
393,Muster::N,vzor,хээ
394,Muster::N,vzor,угалз
395,Größe::N,velikost,хэмжээ
396,Länge::N,délka,урт
397,Höhe::N,výška,өндөр
398,Gewicht::N,váha,жин
399,Menge::N,množství,тоо
400,Haufen::N,kupa,бөөн
401,Haufen::N,hromada,бөөн
402,Reihe::N,řada,эгнээ
403,Reihe::N,řádek,эгнээ
404,Boot::N,člun,завь
405,Ruder::N,veslo,сэлүүр
406,Schlitten::N,sáně,чарга
407,Ski::N,lyže,цана
408,Lagerfeuer::N,táborák,түүдэг
409,Last::N,náklad,ачаа
410,Last::N,břemeno,ачаа
411,Gang::N,chůze,явдал
412,Gang::N,chodba,явдал
413,Schritt::N,krok,алхам
414,Norden::N,sever,умар
415,Süden::N,jih,урд
416,Süden::N,jih,өмнө
417,Westen::N,západ,өрнө
418,Westen::N,západ,баруун
419,Osten::N,východ,зүүн
420,Osten::N,východ,дорно
421,Holz::N,dřevo,мод
422,Brett::N,prkno,банз
423,Platte::N,deska,хавтан
424,Stütze::N,opěra,тулгуур
425,Stütze::N,opěra,тулга
426,Stange::N,tyč,сургааг
427,Stange::N,tyčka,сургааг
428,Stock::N,hůlka,саваа
429,Stab::N,hůl,таяг
430,Rohr::N,trubka,хоолой
431,Haus::N,dům,гэр
432,Haus::N,dům,байшин
433,Heim::N,domov,гэр
434,Ofen::N,kamna,зуух
435,Ofen::N,kamna,пийшин
436,Fußboden::N,podlaha,шал
437,Tisch::N,stůl,ширээ
438,Stuhl::N,židle,сандал
439,Wiege::N,kolébka,өлгий
440,Bett::N,postel,ор
441,Regal::N,regál,тавиур
442,Regal::N,police,тавиур
443,Kiste::N,bedna,авдар
444,Kiste::N,bedna,хайрцаг
445,Fenster::N,okno,гэгээвч
446,Tür::N,dveře,үүд
447,Tür::N,dveře,хаалга
448,Tor::N,vrata,хаалга
449,Zaun::N,plot,хашаа
450,Dach::N,střecha,дээвэр
451,Leiter::N,žebřík,шат
452,Besen::N,koště,хамуур
453,Besen::N,koště,туужуу
454,Besen::N,smeták,хамуур
455,Besen::N,smeták,туужуу
456,Spaten::N,rýč,хүрз
457,Schaufel::N,lopata,хүрз
458,Gabel::N,vidlička,сэрээ
459,Löffel::N,lžíce,халбага
460,Messer::N,nůž,хутга
461,Nagel::N,hřebík,хадаас
462,Netz::N,síť,өөш
463,Netz::N,síť,тор
464,Haken::N,hák,гох
465,Griff::N,držadlo,иш
466,Griff::N,držadlo,сэнж
467,Schloss::N,zámek,цуурга
468,Schloss::N,zámek,цоож
469,Bild::N,obraz,зураг
470,Figur::N,figura,баримал
471,Puppe::N,panenka,хүүхэлдэй
472,Beutel::N,pytlík,агсаа
473,Beutel::N,pytlík,уут
474,Bündel::N,svazek,боодол
475,Tasche::N,taška,цүнх
476,Tasche::N,brašna,цүнх
477,Eimer::N,kýbl,хөнөг
478,Eimer::N,kýbl,хувин
479,Eimer::N,vědro,хөнөг
480,Eimer::N,vědro,хувин
481,Deckel::N,víko,таг
482,Deckel::N,víko,хавхаг
483,Deckel::N,příklop,таг
484,Deckel::N,příklop,хавхаг
485,Geschirr::N,nádobí,сав суулга
486,Sack::N,pytel,шуудай
487,Tasse::N,šálek,аяга
488,Topf::N,hrnec,тогоо
489,Kessel::N,kotel,тогоо
490,Essen::N,jídlo,идээ
491,Nahrung::N,strava,хүнс
492,Nahrung::N,potrava,хүнс
493,Speise::N,jídlo,идээ
494,Fleisch::N,maso,мах
495,Getreide::N,obilí,будаа
496,Brei::N,kaše,богшмол
497,Brei::N,kaše,будаа
498,Brot::N,chléb,талх
499,Scheibe::N,krajíc,зүсэм
500,Scheibe::N,krajíc,хэрчим
501,Fett::N,tuk,өөх
502,Fett::N,omastek,өөх
503,Butter::N,máslo,тос
504,Öl::N,olej,тос
505,Salz::N,sůl,давс
506,Suppe::N,polévka,шөл
507,Honig::N,med,бал
508,Milch::N,mléko,сүү
509,Tee::N,čaj,цай
510,Leder::N,kůže,арьс
511,Leder::N,kůže,савхи
512,Wolle::N,vlna,ноос
513,Wolle::N,vlna,унгас
514,Stoff::N,látka,бөс
515,Nadel::N,jehla,зүү
516,Faden::N,nit,боолт
517,Faden::N,nit,утас
518,Knopf::N,knoflík,товч
519,Knoten::N,uzel,зангилаа
520,Farbe::N,barva,будаг
521,Kleidung::N,šaty,хувцас
522,Kleidung::N,šatstvo,хувцас
523,Hemd::N,košile,цамц
524,Kragen::N,límec,зах заам
525,Ärmel::N,rukáv,ханцуй
526,Hose::N,kalhoty,өмд
527,Gürtel::N,pás,бүс
528,Gürtel::N,opasek,бүс
529,Mütze::N,čepice,малгай
530,Mütze::N,čepice,бүрх
531,Schuh::N,bota,туфли
532,Stiefel::N,holínka,гутал
533,Ring::N,prsten,бөгж
534,Band::N,pásek,тууз
535,Kamm::N,hřeben,сам
536,Spiegel::N,zrcadlo,толь
537,Riemen::N,řemen,тасам
538,Riemen::N,řemen,сур
539,Schnur::N,šňůra,татлага
540,Leine::N,vodítko,оосор
541,Decke::N,pokrývka,хөнжил
542,Decke::N,pokrývka,хучлага
543,Decke::N,přikrývka,хөнжил
544,Decke::N,přikrývka,хучлага
545,Kissen::N,polštář,дэр
546,Tuch::N,šátek,алчуур
547,Tuch::N,šátek,даавуу
548,Handtuch::N,ručník,алчуур
549,Kraft::N,síla,чадал
550,Kraft::N,síla,хүч
551,Stärke::N,síla,эрч
552,Stärke::N,síla,тэнхээ
553,Gesundheit::N,zdraví,бие
554,Gesundheit::N,zdraví,эрүүл мэнд
555,Krankheit::N,nemoc,эмгэг
556,Krankheit::N,choroba,эмгэг
557,Schmerz::N,bolest,өвчин
558,Wunde::N,rána,шарх
559,Fieber::N,horečka,халуун
560,Arznei::N,lék,эм
561,Brücke::N,most,гүүр
562,Brunnen::N,studna,худаг
563,Weide::N,pastva,бэлчээр
564,Weide::N,pastvina,бэлчээр
565,Pfad::N,pěšina,жим
566,Pfad::N,pěšina,зөрөг
567,Weg::N,cesta,зам
568,Weg::N,cesta,харгуй
569,Straße::N,silnice,зам
570,Straße::N,silnice,харгуй
571,Dorf::N,vesnice,тосгон
572,Dorf::N,vesnice,гацаа
573,Stadt::N,město,хот
574,Brief::N,dopis,захидал
575,Brief::N,dopis,захиа
576,Buch::N,kniha,ном
577,Buch::N,kniha,бичиг
578,Buchstabe::N,písmeno,үсэг
579,Zeitung::N,noviny,сонин
580,Leben::N,život,амь
581,Leben::N,život,амьдрал
582,Tod::N,smrt,үхэл
583,Grab::N,hrob,булш
584,Kirche::N,kostel,сүм
585,Sünde::N,hřích,нүгэл
586,Sünde::N,hřích,хилэнц
587,Gott::N,bůh,бурхан
588,Arbeiter::N,dělník,ажилчин
589,Arbeiter::N,dělník,хөдөлмөрчин
590,Arbeiter::N,pracovník,ажилчин
591,Arbeiter::N,pracovník,хөдөлмөрчин
592,Chef::N,šéf,дарга
593,Chef::N,vedoucí,дарга
594,Meister::N,mistr,дархан
595,Arzt::N,lékař,эмч
596,Lehrer::N,učitel,багш
597,Geld::N,peníze,цаас
598,Geld::N,peníze,мөнгө
599,Geschäft::N,obchod,наймаа
600,Laden::N,krám,дэлгүүр
601,Preis::N,cena,үнэ
602,Ware::N,zboží,таваар
603,Ware::N,zboží,бараа
604,Nutzen::N,užitek,ашиг
605,Reichtum::N,bohatství,баялаг
606,Welt::N,svět,дэлхий
607,Welt::N,svět,орчлон
608,Land::N,země,улс
609,Land::N,země,орон
610,Staat::N,stát,төр
611,Staat::N,stát,гүрэн
612,König::N,král,ван
613,Macht::N,moc,засаг
614,Macht::N,mocnost,засаг
615,Grenze::N,hranice,хил
616,Krieg::N,válka,дайн
617,Feind::N,nepřítel,дайсан
618,Gewalt::N,násilí,хүчирхэх
619,Kampf::N,boj,тэмцэл
620,Kampf::N,boj,байлдаан
621,Bogen[Waffe]::N,luk,нум
622,Pfeil::N,šíp,годил
623,Pfeil::N,šíp,сум
624,Gewehr::N,puška,буу
625,Gewehr::N,ručnice,буу
626,Fehler::N,chyba,эндэл
627,Fehler::N,chyba,алдаа
628,Lüge::N,lež,худал
629,Schaden::N,škoda,хор
630,Schaden::N,škoda,хөнөөл
631,Unglück::N,neštěstí,гай
632,Unglück::N,neštěstí,гамшиг
633,Schuld::N,vina,гэм
634,Schuld::N,vina,буруу
635,Alter::N,věk,нас
636,Schluss::N,konec,эцэс
637,Schluss::N,konec,төгсгөл
638,Zeit::N,čas,цаг
639,Tag::N,den,өдөр
640,Morgen::N,ráno,өглөө
641,Morgen::N,jitro,өглөө
642,Mittag::N,poledne,үд
643,Abend::N,večer,үдэш
644,Nacht::N,noc,шөнө
645,Woche::N,týden,долоо хоног
646,Monat::N,měsíc,сар
647,Jahr::N,rok,жил
648,Frühling::N,jaro,хавар
649,Sommer::N,léto,зун
650,Herbst::N,podzim,намар
651,Winter::N,zima,өвөл
652,Januar::N,leden,нэгдүгээр сар
653,Februar::N,únor,хоёрдугаар сар
654,März::N,březen,гуравдугаар сар
655,April::N,duben,дөрөвдүгээр сар
656,Mai::N,květen,тавдугаар сар
657,Juni::N,červen,зургаадугаар сар
658,Juli::N,červenec,долдугаар сар
659,August::N,srpen,наймдугаар сар
660,September::N,září,есдүгээр сар
661,Oktober::N,říjen,аравдугаар сар
662,November::N,listopad,арван нэгдүгээр сар
663,Dezember::N,prosinec,арван хоёрдугаар сар
664,Montag::N,pondělí,даваа
665,Montag::N,pondělek,даваа
666,Dienstag::N,úterý,мягмар
667,Mittwoch::N,středa,лхагва
668,Donnerstag::N,čtvrtek,пүрэв
669,Freitag::N,pátek,баасан
670,Samstag::N,sobota,бямба
671,Sonntag::N,neděle,ням
672,groß::A,velký,их
673,groß::A,velký,том
674,klein::A,malý,бага
675,klein::A,malý,жаахан
676,lang::A,dlouhý,урт
677,kurz::A,krátký,охор
678,kurz::A,krátký,богино
679,breit::A,široký,өргөн
680,schmal::A,úzký,уйтан
681,schmal::A,úzký,нарийн
682,dicht::A,hustý,нягт
683,dicht::A,hustý,чигжүү
684,dick[Gegenstand]::A,tlustý,зузаан
685,dünn::A,tenký,нимгэн
686,fein::A,jemný,нарийн
687,fest::A,pevný,бөх
688,fest::A,pevný,хатуу
689,flach::A,plochý,хавтгай
690,flach::A,placatý,хавтгай
691,glatt::A,hladký,цагаан
692,hart::A,tvrdý,хатуу
693,weich::A,měkký,зөөлөн
694,rund::A,kulatý,дугуй
695,rund::A,kulatý,дугариг
696,rund::A,okrouhlý,дугуй
697,rund::A,okrouhlý,дугариг
698,spitz::A,špičatý,шовх
699,spitz::A,špičatý,шовгор
700,scharf::A,ostrý,хурц
701,scharf::A,ostrý,иртэй
702,stumpf::A,tupý,мохоо
703,schwer::A,těžký,хүнд
704,schön::A,pěkný,гуа
705,schön::A,pěkný,сайхан
706,schön::A,krásný,гуа
707,schön::A,krásný,сайхан
708,heiß::A,horký,халуун
709,warm::A,teplý,дулаан
710,kalt::A,studený,хүйтэн
711,kühl::A,chladný,сэрүүн
712,frisch::A,svěží,эрүүл
713,frisch::A,svěží,жихүүн
714,feucht::A,vlhký,чийгтэй
715,nass::A,mokrý,нойтон
716,trocken::A,suchý,хатсан
717,voll::A,plný,дүүрэн
718,leer::A,prázdný,хоосон
719,offen::A,otevřený,онгорхой
720,geschlossen::A,zavřený,битүү
721,geschlossen::A,zavřený,хаалтай
722,sauber::A,čistý,цэвэр
723,sauber::A,čistý,хиргүй
724,schmutzig::A,špinavý,бохир
725,schmutzig::A,špinavý,хиртэй
726,roh::A,syrový,түүхий
727,reif::A,zralý,болсон
728,lecker::A,chutný,амттай
729,süß::A,sladký,амттай
730,süß::A,sladký,чихэрлэг
731,bitter::A,hořký,гашуун
732,sauer::A,kyselý,эсгэлэн
733,hell::A,světlý,гэгээн
734,hell::A,světlý,гэрэлтэй
735,dunkel::A,temný,бараан
736,dunkel::A,temný,харанхуй
737,schwarz::A,černý,хар
738,weiß::A,bílý,цагаан
739,rot::A,rudý,улаан
740,rot::A,červený,улаан
741,gelb::A,žlutý,шар
742,blau::A,modrý,хөх
743,blau::A,modrý,цэнхэр
744,grün::A,zelený,ногоон
745,grau::A,šedý,орог
746,grau::A,šedý,саарал
747,grau::A,šedivý,орог
748,grau::A,šedivý,саарал
749,bunt::A,pestrý,эрээн
750,billig::A,levný,хямд
751,billig::A,laciný,хямд
752,teuer::A,drahý,үнэтэй
753,wertvoll::A,cenný,үнэт
754,blind::A,slepý,сохор
755,taub::A,hluchý,чих хатуу
756,kräftig::A,silný,чийрэг
757,stark::A,silný,хүчтэй
758,stark::A,silný,чадалтай
759,schwach::A,slabý,сул
760,fett::A,tučný,тарган
761,fett::A,tučný,голигор
762,fett::A,tlustý,тарган
763,fett::A,tlustý,голигор
764,schlank::A,štíhlý,голшиг
765,hübsch::A,hezký,сайхан
766,hübsch::A,hezký,хөөрхөн
767,böse::A,zlý,муу
768,böse::A,zlý,хортой
769,dumm::A,hloupý,тэнэг
770,faul::A,líný,залхуу
771,fleißig::A,pilný,чармайлтгай
772,geizig::A,lakomý,харамч
773,klug::A,chytrý,цэцэн
774,geschickt::A,šikovný,дүйтэй
775,lieb::A,milý,хайрт
776,lustig::A,veselý,цэнгэлтэй
777,sanft::A,mírný,наалинхай
778,hungrig::A,hladový,өлөн
779,hungrig::A,hladový,өлссөн
780,krank::A,nemocný,өвчтэй
781,nackt::A,nahý,нүцгэн
782,traurig::A,smutný,гунигт
783,traurig::A,truchlivý,гунигт
784,lebendig::A,živý,амьд
785,lebendig::A,živý,амьтай
786,gut::A,dobrý,сайн
787,schlecht::A,špatný,муу
788,schlecht::A,špatný,өөдгүй
789,richtig::A,pravý,зөв
790,richtig::A,pravý,зүйтэй
791,richtig::A,správný,зөв
792,richtig::A,správný,зүйтэй
793,schlimm::A,zlý,муухай
794,wahr::A,pravdivý,үнэн
795,wahr::A,pravdivý,жинхэнэ
796,alt::A,starý,хуучин
797,neu::A,nový,шинэ
798,ehemalig::A,bývalý,агсан
799,ehemalig::A,bývalý,байсан
800,alt[Lebewesen]::A,starý,өвгөн
801,alt[Lebewesen]::A,starý,хижээл
802,jung::A,mladý,залуу
803,arm::A,chudý,ядуу
804,reich::A,bohatý,баян
