,Concept_ID,lez,os
730,linker::A,чапла,галиу
731,rechter::A,эрчӏи,рахиз
732,anderer::A,маса,иннӕ
733,anderer::A,маса,ӕндӕр
734,anderer::A,муькуь,иннӕ
735,anderer::A,муькуь,ӕндӕр
736,erster::A,сад лагьай,фыццаг
737,erster::A,сад лагьай,фыццӕгӕм
738,zweiter::A,кьвед лагьай,дыккаг
739,zweiter::A,кьвед лагьай,дыккæгæм
740,dritter::A,пуд лагьай,æртыккаг
741,dritter::A,пуд лагьай,æртыккæгæм
742,letzter::A,эхиримжи,фӕстаг
743,allein::ADV,кьилди,иунæг
744,zusammen::ADV,санал,иумӕ
745,lange::ADV,яргъалди,бирæ рæстæг
746,plötzlich::ADV,садлагьана,æвиппайды
747,plötzlich::ADV,садлагьана,æваст
748,sofort::ADV,гьасятда,уыцы сахат
749,sofort::ADV,гьасятда,уайтагъд
750,später::ADV,гуьгъуьнлай,фæстæдæр
751,jetzt::ADV,гила,ныр
752,heute::ADV,къе,абон
753,morgen::ADV,пака,райсом
754,bald::ADV,мукьва,тагъд
755,bald::ADV,мукьва,рæхджы
756,bald::ADV,мукьвара,тагъд
757,bald::ADV,мукьвара,рæхджы
758,dann::ADV,ахпа,стæй
759,gestern::ADV,накь,знон
760,einst::ADV,садра,кӕддӕр
761,damals::ADV,а чӏавуз,уæд
762,danach::ADV,ахпа,стæй
763,danach::ADV,ахпа,уый фæстæ
764,vorher::ADV,вилик,раздæр
765,zuerst::ADV,сифте,фыццаг
766,einmal::ADV,садра,иу хатт
767,manchmal::ADV,гагь-гагь,хатт
768,oft::ADV,гзаф вахтара,арæх
769,immer::ADV,гьамиша,ӕдзух
770,niemals::ADV,са чӏавузни,никуы
771,niemals::ADV,са чӏавузни,никæд
772,niemals::ADV,са вахтундани,никуы
773,niemals::ADV,са вахтундани,никæд
774,hier::ADV,ина,ам
775,hierhin::ADV,иниз,ардӕм
776,von hier::ADV,инай,ардыгæй
777,dort::ADV,ана,уым
778,dorthin::ADV,аниз,уырдӕм
779,geradeaus::ADV,дуьз,æргом
780,vorwärts::ADV,вилик,размӕ
781,vorwärts::ADV,виликди,размӕ
782,rückwärts::ADV,кьулухъ,фӕстӕмӕ
783,unten::ADV,агъада,дæлæ
784,unten::ADV,агъада,дæлейы
785,unten::ADV,агъада,бынæй
786,hinab::ADV,агъуз,дӕлӕмӕ
787,hinab::ADV,агъуз,уырдыгмӕ
788,oben::ADV,винел,уӕле
789,hinauf::ADV,виниз,уӕлӕмӕ
790,überall::ADV,вирина,алыран
791,überall::ADV,вирина,алкæм
792,überall::ADV,вирина,кæмдæриддæр
793,nicht::ADV,ваъ,нӕ
794,ein wenig::ADV,са тӏимил,чысыл
795,kaum::ADV,жизви,цъус
796,sehr::ADV,лап,тынг
797,sehr::ADV,лап,иттӕг
798,so::ADV,икӏ,афтӕ
799,noch::ADV,гьеле,ма
800,nur::ADV,анжах,канд
801,nur::ADV,анжах,ӕрмӕст
802,schon::ADV,хъувуна,нырид
803,schon::ADV,мадни дардиз,нырид
804,schon::ADV,мадни гуьтӏуьз,нырид
805,schon::ADV,мадни гуьтӏуь я,нырид
806,vergebens::ADV,нагьакь,дзæгъæлы
807,vergebens::ADV,нагьакь,уæгъды
808,vergebens::ADV,нагьакь,æнæхъуаджы
809,vergebens::ADV,нагьакьа,дзæгъæлы
810,vergebens::ADV,нагьакьа,уæгъды
811,vergebens::ADV,нагьакьа,æнæхъуаджы
812,vor::PRP,вилик,разы
813,hinter::PRP,кьулухъ,фӕстӕ
814,unter::PRP,кӏаник,бын
815,durch::PRP,арадай,æхсæнты
816,durch::PRP,-кай хкатна,æхсæнты
817,neben::PRP,патав,цур
818,neben::PRP,мукьув,цур
819,zwischen::PRP,ара,астӕу
820,zwischen::PRP,арада,астӕу
821,wegen::PRP,гъиляй,тыххай
822,dies::PRN,и,ай
823,dies::PRN,им,ай
824,das::PRN,а,уый
825,das::PRN,ам,уый
826,alles::PRN,вири,алцы
827,alles::PRN,вири,æппæтдæр
828,alles::PRN,вири,иууылдӕр
829,alles::PRN,михьиз,алцы
830,alles::PRN,михьиз,æппæтдæр
831,alles::PRN,михьиз,иууылдӕр
832,ich::PRN,за,æз
833,ich::PRN,зун,æз
834,du::PRN,вун,ды
835,er::PRN,ам,уый
836,er::PRN,гьа,уый
837,wir::PRN,чун,мах
838,ihr::PRN,куьн,сымах
839,sie::PRN,абур,уыдон
840,was::FPRN,вуч,цы
841,wer::FPRN,вуж,чи
842,wo::FADV,гьина,кӕм
843,wohin::FADV,гьиниз,кӕдӕм
844,wie::FADV,гьикӏ,куыд
845,warum::FADV,вучиз,цӕмӕн
846,wieviel::FNUM,шумуд,цал
847,eins::NUM,са,иу
848,zwei::NUM,кьвед,дыууӕ
849,drei::NUM,пуд,ӕртӕ
850,vier::NUM,кьуд,цыппар
851,fünf::NUM,вад,фондз
852,sechs::NUM,ругуд,ӕхсӕз
853,sieben::NUM,ирид,авд
854,acht::NUM,муьжуьд,аст
855,neun::NUM,кӏуьд,фараст
856,zehn::NUM,цӏуд,дӕс
857,elf::NUM,цӏусад,иуæндæс
858,zwölf::NUM,цӏикьвед,дыууадæс
859,zwanzig::NUM,къад,дыууын
860,dreißig::NUM,къанницӏуд,æртын
861,dreißig::NUM,къанницӏуд,дæсæмæссæдз
862,vierzig::NUM,яхцӏур,цыппор
863,vierzig::NUM,яхцӏур,цыппур
864,vierzig::NUM,яхцӏур,дыууиссæдзы
865,fünfzig::NUM,яхцӏурни цӏуд,фӕндзай
866,sechzig::NUM,пудкъад,æхсай
867,sechzig::NUM,пудкъад,æртиссæдзы
868,siebzig::NUM,пудкъанни цӏуд,æвдай
869,siebzig::NUM,пудкъанни цӏуд,дæс æмæ æртиссæдзы
870,achtzig::NUM,кьудкъад,цыппарыссæдзы
871,achtzig::NUM,кьудкъад,æстай
872,neunzig::NUM,кьудкъанни цӏуд,нæуæдз
873,neunzig::NUM,кьудкъанни цӏуд,дæс æмæ цыппарыссæдзы
874,hundert::NUM,виш,сӕдӕ
875,tausend::NUM,агъзур,мин
876,und::CNJ,ва,ӕмӕ
877,oder::CNJ,я,кӕнӕ
878,stehen::V,акъвазун,лӕууын
879,sitzen::V,ацукьун,бадын
880,liegen::V,къаткун,хуыссын
881,hängen::V,куьрс хьун,ауыгъд уын
882,werden::V,хьун,суӕвын
883,passieren::V,хьун,æрцæуын
884,beginnen::V,башламиш хьун,райдайын
885,enden::V,куьтягь хьун,фæуын
886,wechseln::V,дегиш хьун,ивын
887,aufgehen[Sonne]::V,экъечӏун,скæсын
888,untergehen[Sonne]::V,акӏун, аныгуылын
889,scheinen[Sonne]::V,ишигь гун,рухс кӕнын
890,donnern::V,къукърумар авун,нæрын
891,strömen::V,авахьун,кӕлын
892,fließen::V,авахьун,цæуын
893,fließen::V,авахьун,уайын
894,fließen::V,авахьун,кæлын
895,sich drehen::V,элкъуьн,зилын
896,schwanken::V,юзун,æнкъуысын
897,schwingen::V,галтад хьун,æнкъуысын
898,schwingen::V,галтад хьун,змæлын
899,fallen::V,аватун,хауын
900,brennen::V,кун,судзын
901,brennen::V,ккун,судзын
902,regnen::V,къун,уарын
903,gefrieren::V,муркӏади кьун,сӕлын
904,tauen::V,цӏурун,стайын
905,schmelzen::V,цӏурун,тайын
906,trocknen::V,кьурун,хус кæнын
907,sieden::V,ругун,фыцын
908,faulen::V,кутӏун,ӕмбийын
909,verfaulen::V,чуьруьтмиш хьун,бамбийын
910,verfaulen::V,кутӏун,бамбийын
911,reißen::V,атӏун,скъуийын
912,reißen::V,къазунун,скъуийын
913,versinken::V,батмиш хьун,дӕлдон_кӕнын
914,vergehen::V,алатун,аивгъуийын
915,erscheinen::V,майдандиз акъатун,разынын
916,verschwinden::V,квахьун,фæтары уын
917,verschwinden::V,квахьун,фæдæлдзæх уын
918,verschwinden::V,квахьун,фесæфын
919,verschwinden::V,квахьун,æрбайсæфын
920,sinken::V,элекьун,дæлæмæ æрхауын
921,abnehmen::V,тӏимил хьун,фæкъаддæр уын
922,abnehmen::V,тӏимил хьун,фæцух уын
923,abnehmen::V,гъвечӏи хьун,фæкъаддæр уын
924,abnehmen::V,гъвечӏи хьун,фæцух уын
925,zunehmen::V,артух хьун,фæфылдæр уын
926,zunehmen::V,артух хьун,сбирæ уын
927,zunehmen::V,артух хьун,сахадын
928,steigen::V,хкаж хьун,сыстын
929,wachsen::V,экъечӏун,рӕзын
930,glänzen::V,цӏарцӏар гун,ӕрттивын
931,funkeln::V,нур гун,тыбар-тыбур_кӕнын
932,lärmen::V,ван авун,хъæлæба кæнын
933,läuten::V,зенг ягъун,цæгъдын
934,klingeln::V,зенг ягъун,цæгъдын
935,klirren::V,зигринг авун,дзыгъал-мыгъул кæнын
936,klirren::V,зигринг авун,дзæгъ-дзæгъ кæнын
937,brausen::V,къати хьун,абухын
938,rauschen::V,вишриш авун,
939,klingen::V,ван авун,зæлын
940,klingen::V,ван авун,азæлын
941,klingen::V,ван авун,хъуысын
942,bellen::V,элуькьун,рæйын
943,heulen::V,къув ягъун,ниуын
944,blasen::V,уф гун,фу кӕнын
945,pfeifen::V,уьфт ягъун,æхситт кæнын
946,pfeifen::V,уьфт ягъун,къуыззитт кæнын
947,schreien::V,гьараюн,хъӕр кӕнын
948,stöhnen::V,суза авун,хъæрзын
949,stöhnen::V,суза авун,дзыназын
950,zittern::V,зурзун,ризын
951,leben::V,яшамиш хьун,цӕрын
952,geboren werden::V,хьун,райгуырын
953,atmen::V,нефес чӏугун,улӕфын
954,trinken::V,хъун,нуазын
955,essen::V,тӏуьн,хӕрын
956,schlucken::V,туькьуьнун,ныхъуырын
957,müde werden::V,галатун,бафæллайын
958,müde werden::V,галатун,бафæлмæцын
959,müde werden::V,галатун,сфæлмæцын
960,müde werden::V,юргъун хьун,бафæллайын
961,müde werden::V,юргъун хьун,бафæлмæцын
962,müde werden::V,юргъун хьун,сфæлмæцын
963,einschlafen::V,ксун,бафынæй уын
964,schlafen::V,ксун,хуыссын
965,schlafen::V,ксун,фынӕй кӕнын
966,aufwachen::V,ахварай аватун,райхъал уын
967,aufstehen::V,къарагъун,стын
968,sich erholen::V,ял ягъун,фæллад уадзын
969,sich erholen::V,ял ягъун,улæфын
970,krank werden::V,кефсуз хьун,фӕрынчын уын
971,krank sein::V,тӏа хьун,сӕйын
972,schmerzen::V,тӏа хьун,риссын
973,husten::V,уьгьуь ягъун,хуыфын
974,genesen::V,сагъ хъхьун,сдзæбæх уын
975,genesen::V,сагъ хъхьун,рандидзын
976,genesen::V,сагъ хъхьун,сæндидзын
977,sterben::V,кьин,мӕлын
978,umkommen::V,терг хьун,фесæфын
979,umkommen::V,терг хьун,байсæфын
980,umkommen::V,терг хьун,бабын уын
981,umkommen::V,терг хьун,мард фæуын
982,sich bewegen::V,юзун,тæлфын
983,sich bewegen::V,юзун,цæуын
984,sich rühren::V,юзун,змӕлын
985,sich erheben::V,къарагъун,стын
986,sich setzen::V,ацукьун,сбадын
987,hinfallen::V,алукьун,ӕрхауын
988,laufen::V,къекъуьн,цӕуын
989,laufen::V,къекъуьн,рацу-бацу_кӕнын
990,schreiten::V,ккамар къачун,къахдзæф кæнын
991,schreiten::V,ккамар къачун,санчъех кæнын
992,schreiten::V,ккамар къачун,цæуын
993,spazierengehen::V,сейр авун,озер кæнын
994,spazierengehen::V,сейр авун,тезгъо кæнын
995,eilen::V,тади авун,тагъд кæнын
996,eilen::V,тади авун,тындзын
997,sich beeilen::V,гьерекатун,тагъд кæнын
998,sich beeilen::V,гьерекатун,тындзын
999,sausen::V,чкурун,уайын
1000,sausen::V,чкурун,тæхын
1001,rennen::V,катун,згъорын
1002,rennen::V,зверун,згъорын
1003,springen::V,хкадарун,гæпп кæнын
1004,springen::V,хкадарун,сæррæтт кæнын
1005,springen::V,хкадарун,лиуырын
1006,klettern::V,акьахун,хилын
1007,kriechen::V,капаралди фин,бырын
1008,schwimmen::V,сирнав авун,ленк кӕнын
1009,tauchen::V,кьилихъди циз вегьин,ныгъуылын
1010,rudern::V,кьусуйралди лодка гьалун,бæлæгъ тæрын
1011,rudern::V,кьусуйралди лодка гьалун,чема тæрын
1012,rudern::V,цуьруьгъуьлдалди кӏватӏун,бæлæгъ тæрын
1013,rudern::V,цуьруьгъуьлдалди кӏватӏун,чема тæрын
1014,fahren::V,фин,цӕуын
1015,fliegen::V,лув гун,тӕхын
1016,fliegen::V,цавай фин,тӕхын
1017,gehen::V,фин,цӕуын
1018,weggehen::V,хъфин,ацӕуын
1019,abfahren::V,фин,араст уын
1020,abfahren::V,рекье гьатун,араст уын
1021,anhalten::V,акъвазун,æрлæууын
1022,hineingehen::V,гьахьун,мидæмæ цæуын
1023,eintreten::V,гьахьун,бацӕуын
1024,kommen::V,атун,æрцæуын
1025,ankommen::V,атун,æрцæуын
1026,zurückkommen::V,хтун,раздæхын
1027,zurückkommen::V,хтун,фæстæмæ_раздæхын
1028,zurückkommen::V,хтун,æрбаздæхын
1029,zurückkommen::V,хтун,аздæхын
1030,bleiben::V,амукьун,лӕууын
1031,warten::V,гуьзлемишун,ӕнхъӕлмӕ кӕсын
1032,erwarten::V,вил алаз акъвазун,ӕнхъӕлмӕ кӕсын
1033,suchen::V,къекъуьн,агурын
1034,finden::V,жугъун,ссарын
1035,versuchen::V,алахъун,фӕлварын
1036,vorbereiten::V,гьазурун,бацаттæ кæнын
1037,vorbereiten::V,гьазурун,æрæввонг кæнын
1038,lieben::V,кӏан хьун,уарзын
1039,mögen::V,рикӏ ацукьун,зæрдæмæ цæуын
1040,lachen::V,хъуьруьн,худын
1041,weinen::V,шехьун,кӕуын
1042,schimpfen::V,сеперар гун,æлгъитын
1043,schimpfen::V,экъуьгъунар авун,æлгъитын
1044,sich ärgern::V,хъел акатун,мæсты кæнын
1045,sich fürchten::V,кичӏе хьун,тæрсын
1046,fürchten::V,къурхутмиш хьун,тæрсын
1047,fliehen::V,катун,лидзын
1048,flüchten::V,катун,алидзын
1049,sehen::V,акун,уынын
1050,anschauen::V,вил вегьин,акӕсын
1051,ansehen::V,килигун,кӕсын
1052,hören::V,ван хьун,хъусын
1053,zuhören::V,яб гун,хъусын
1054,probieren::V,дад акун,уынын
1055,probieren::V,дад акун,аходын
1056,riechen::V,ни чӏугун,смудын
1057,fühlen::V,гьисс авун,ӕнкъарын
1058,frieren::V,кьун,сийын
1059,frieren::V,мекьи хьун,сийын
1060,tun::V,авун,кӕнын
1061,können::V,хьун,фӕразын
1062,können::V,акъакьун,фӕразын
1063,wollen::V,кӏан хьун,фӕндын
1064,anfangen::V,башламишун,райдайын
1065,beenden::V,куьтягьун,фӕуын
1066,aufhören::V,акъвазун,банцайын
1067,aufhören::V,акъвазун,фенцайын
1068,gelingen::V,арадал атун,бантысын
1069,geraten::V,акъатун,разынын
1070,öffnen::V,ахъаюн,гом кӕнын
1071,schließen::V,акьалун,ӕхгӕнын
1072,stellen::V,эцигун,ӕвӕрын
1073,setzen::V,ацукьарун,сбадын кӕнын
1074,legen::V,эцигун,ӕрӕвӕрын
1075,berühren::V,хкӏурун,агайын
1076,verbinden::V,гилигун,бӕттын
1077,bedecken::V,кӏевун,ӕмбӕрзын
1078,aufhängen::V,куьрсарун,ауындзын
1079,anzünden::V,куькӏуьрун,ссудзын
1080,aufheben::V,хкажун,сисын
1081,zurücklassen::V,тун,ныууадзын
1082,verlieren::V,квадарун,фесафын
1083,fallen lassen::V,авадрун,ӕрӕппарын
1084,fallen lassen::V,авадрун,къухтӕй феуӕгъд кӕнын
1085,machen::V,авун,саразын
1086,machen::V,кар авун,саразын
1087,herstellen::V,расун,сцæттæ кæнын
1088,herstellen::V,расун,саразын
1089,bauen::V,туькӏуьрун,амайын
1090,reparieren::V,расун,æмпъузын
1091,reparieren::V,расун,цалцæг кæнын
1092,verbessern::V,хъсанрун,фæхуыздæр кæнын
1093,ändern::V,табдил авун,аивын
1094,graben::V,эгъуьнун,къахын
1095,beugen::V,акӏажарун,æркъæдз кæнын
1096,beugen::V,акӏажарун,æртасын кæнын
1097,beugen::V,кангур авун,æркъæдз кæнын
1098,beugen::V,кангур авун,æртасын кæнын
1099,biegen::V,патахъарун,тасын кӕнын
1100,drehen::V,алчударун,здухын
1101,umdrehen::V,элкъуьрун,афæлдахын
1102,heben::V,хкажун,сдарын
1103,heben::V,хкажун,схæцын
1104,hochheben::V,хкажун,уæлæмæ хæцын
1105,ergreifen::V,агалчна кьун,фӕлӕбурын
1106,halten::V,кьун,дарын
1107,drücken::V,чуькьуьн,æлхъивын
1108,drücken::V,чуькьуьн,хæцын
1109,schieben::V,хуртӏ гун,схойын
1110,kratzen::V,къадгъунун,хафын
1111,lecken::V,мез гун,сдæрын
1112,beißen::V,кӏасун,хæцын
1113,abreißen::V,галудун,ратонын
1114,abschneiden::V,атӏун,ралыг кӕнын
1115,stecken::V,сухун,ныссадзын
1116,brechen::V,хун,асæттын
1117,brechen::V,хун,басæттын
1118,brechen::V,хун,ныссæттын
1119,brechen::V,кукӏварун,асæттын
1120,brechen::V,кукӏварун,басæттын
1121,brechen::V,кукӏварун,ныссæттын
1122,klopfen::V,тахъ-тахъ авун,хойын
1123,klopfen::V,тахъ-тахъ авун,гуыпп-гуыпп кæнын
1124,klopfen::V,тахъ-тахъ авун,къуырцц-къуырцц кæнын
1125,hauen::V,ягъун,цӕвын
1126,hauen::V,ягъун,нӕмын
1127,kleben::V,алкӏурун,ныхасын
1128,kleben::V,алкӏурун,æндадзын
1129,kleben::V,кукӏурун,ныхасын
1130,kleben::V,кукӏурун,æндадзын
1131,reiben::V,тӏушунун,сӕрфын
1132,reiben::V,тӏушунун,хафын
1133,streichen::V,алтадун,байсæрдын
1134,streichen::V,алтадун,сахорын
1135,schleifen::V,кӏвенкӏв авун,ссын
1136,schleifen::V,кӏвенкӏв авун,цыргъ кӕнын
1137,schneiden::V,атӏун,кӕрдын
1138,rütteln::V,къарсурун,æнкъусын
1139,schütteln::V,къарсурун,уигъын
1140,schwenken::V,элягъун,тилын
1141,schwenken::V,элягъун,уигъын
1142,schwenken::V,галтадун,тилын
1143,schwenken::V,галтадун,уигъын
1144,schütten::V,цун,ныккӕнын
1145,füllen::V,ацӏурун,байдзаг кæнын
1146,einwickeln::V,кутун,батухын
1147,einwickeln::V,элкъуьрун,батухын
1148,tragen::V,тухун,хӕссын
1149,schleppen::V,галчӏурун,ласын
1150,ziehen::V,ялун,ласын
1151,ziehen::V,чӏугун,ласын
1152,aufbewahren::V,хуьн,æвæрын
1153,werfen::V,гадрун,зыввытт кӕнын
1154,fangen::V,кьун,ӕрцахсын
1155,packen::V,кьун,рацахсын
1156,verstecken::V,кӏевун,æмбæхсын
1157,verstecken::V,кӏевун,нымæхсын
1158,teilen::V,паюн,уарын
1159,schicken::V,ракъурун,ӕрвитын
1160,bringen::V,гъун,æрхæссын
1161,bringen::V,гъун,æрбахæссын
1162,hinzufügen::V,алава авун,ӕфтауын
1163,bekommen::V,къачун,ссарын
1164,bekommen::V,къачун,сфæрæз кæнын
1165,bekommen::V,къачун,самал кæнын
1166,bekommen::V,жугъурун,ссарын
1167,bekommen::V,жугъурун,сфæрæз кæнын
1168,bekommen::V,жугъурун,самал кæнын
1169,erhalten::V,къачун,райсын
1170,nehmen::V,къачун,райсын
1171,wählen::V,хкягъун,равзарын
1172,auswählen::V,хкягъун,авзарын
1173,bewahren::V,хуьн,бавæрын
1174,bewahren::V,хуьн,нывæрын
1175,behindern::V,манийвал авун,цæлхдур æвæрын
1176,behindern::V,манийвал авун,ныхдур æвæрын
1177,behindern::V,манийвал авун,къуылымпы кæнын
1178,behindern::V,манийвал авун,хъыг дарын
1179,verderben::V,чӏурун,фесафын
1180,beschädigen::V,нукьсанвал гун,халын
1181,zerbrechen::V,хун,асӕттын
1182,zerreißen::V,къазунун,аскъуынын
1183,zerstören::V,чӏурун,фехалын
1184,zerstören::V,барбатӏун,фехалын
1185,verbrennen::V,ккун,басудзын
1186,geben::V,гун,дӕттын
1187,reichen::V,вугун,адæттын
1188,reichen::V,гун,адæттын
1189,schenken::V,пишкеш авун,лæвар кæнын
1190,versprechen::V,гаф гун,дзырд раттын
1191,versprechen::V,гаф гун,зӕрдӕ бавӕрын
1192,wünschen::V,дуьа авун,зæрдæ зæгъы
1193,loben::V,тариф авун,раппӕлын
1194,küssen::V,темен гун,пъа кæнын
1195,küssen::V,темен гун,ба кæнын
1196,wiegen::V,эчӏягъун,узын
1197,zudecken::V,гьалдун,бамбӕрзын
1198,wecken::V,ахварай авудун,райхъал кӕнын
1199,zeigen::V,къалурун,амонын
1200,führen::V,тухун,кӕнын
1201,führen::V,тухун,фæкæнын
1202,lehren::V,кӏелиз тун,ахуыр кæнын
1203,unterrichten::V,тарс гун,ахуыр кæнын
1204,aufziehen::V,тербия гун,хъомыл кӕнын
1205,aufziehen::V,тербияламишун,хъомыл кӕнын
1206,leiten::V,идара авун,разамынд дӕттын
1207,antreiben::V,тади кутун,тагъд кæнын
1208,antreiben::V,тади кутун,рог кæнын
1209,einladen::V,теклиф авун,ӕрхонын
1210,einladen::V,теклиф авун,ӕрбахонын
1211,vereinigen::V,сад авун,баиу кӕнын
1212,besuchen::V,кьилив атун,абæрæг кæнын
1213,besuchen::V,кьилив атун,бабæрæг кæнын
1214,besuchen::V,кьилив атун,бауайын
1215,treffen::V,гьалтун,фембæлын
1216,sich versammeln::V,алтӏушун,æрæмбырд уын
1217,spielen::V,къугъун,хъазын
1218,singen::V,лугьун,зарын
1219,singen::V,мани лугьун,зарын
1220,tanzen::V,кьуьл авун,кафын
1221,sich trennen::V,къакъатун,фæйнæрдæм фæцæуын айхæлын
1222,verlassen::V,гъил къачун,ныууадзын
1223,retten::V,къутармишун,фервӕзын кӕнын
1224,bewachen::V,хуьн,хъахъхъӕнын
1225,schützen::V,хуьн,хъахъхъӕнын
1226,verteidigen::V,хуьн,бахизын
1227,sich schlagen::V,кукӏун,хыл кæнын
1228,schießen::V,акъатун,ӕхсын
1229,siegen::V,гъалиб хьун,басӕттын
1230,siegen::V,гъалиб хьун,фӕуӕлахиз уӕвын
1231,ärgern::V,хъел гъун,мӕсты кӕнын
1232,ärgern::V,хъел кутун,мӕсты кӕнын
1233,schlagen::V,ягъун,ныццæвын
1234,schlagen::V,галукьарун,ныццæвын
1235,treten::V,кьуьл къекъягъун,
1236,treten::V,кьуьл эцягъун,
1237,stechen::V,акьадарун,фæрæхойын
1238,stoßen::V,эцягъун,риуыгъын
1239,stehlen::V,чуьнуьхун,давын
1240,stören::V,хкуьрун,хъыгдарын
1241,belästigen::V,хкуьрун,хъыгдарын
1242,belästigen::V,азият гун,хъыгдарын
1243,verbergen::V,далдаламишун,бамбӕхсын
1244,verbergen::V,далдаламишун,басусӕг кӕнын
1245,täuschen::V,алцурарун,фӕливын
1246,täuschen::V,алцурарун,асайын
1247,täuschen::V,алцуррун,фӕливын
1248,täuschen::V,алцуррун,асайын
1249,betrügen::V,алцурарун,асайын
1250,betrügen::V,гьарамзадавал авун,асайын
1251,töten::V,яна кьин,амарын
1252,wohnen::V,дуланмиш хьун,цӕрын
1253,arbeiten::V,кӏвалахун,кусын
1254,arbeiten::V,кӏвалах авун,кусын
1255,sammeln::V,кӏватӏун,æртонын
1256,pflücken::V,атӏун,тонын
1257,jagen::V,гъуьрч авун,цуан кæнын
1258,fischen::V,гъетер кьун,кæсаг ахсын æнгуырæй
1259,fischen::V,гъетер кьун,æнгуыр дарын
1260,fassen::V,кьун,ӕрцахсын
1261,hüten::V,чӏура хуьн,хизын
1262,treiben::V,гьалун,скъӕрын
1263,anbinden::V,акалун,бабæттын
1264,anbinden::V,акалун,æрбæттын
1265,füttern::V,ем гун,холлаг дæттын
1266,füttern::V,ем гун,холлаг æвæрын
1267,füttern::V,ем гун,дарын
1268,melken::V,ацун,дуцын
1269,hacken::V,куьткуьнун,кæрдын
1270,hacken::V,куьткуьнун,лыгтæ кæнын
1271,gießen::V,яд гун,бакалын
1272,reifen::V,чурун,срæгъæд уын
1273,reifen::V,чурун,сцæттæ уын
1274,reifen::V,агакьун,срæгъæд уын
1275,reifen::V,агакьун,сцæттæ уын
1276,zubereiten::V,гьазурун,сцӕттӕ кӕнын
1277,kochen::V,ругун,фыцын
1278,backen::V,чурун,фыцын
1279,braten::V,чурун,цурын
1280,umrühren::V,какадарун,ахæццæ кæнын
1281,umrühren::V,какадарун,азмæнтын
1282,umrühren::V,какадарун,астауын
1283,stricken::V,хурун,кæнын
1284,stricken::V,хурун,бийын
1285,nähen::V,цун,хуыйын
1286,färben::V,шир ягъун,ахорын
1287,reinigen::V,михьун,ссыгъдæг кæнын
1288,reinigen::V,михьун,ныссыгъдæг кæнын
1289,reinigen::V,михьун,ныссæрфын
1290,waschen::V,чуьхуьн,ӕхсын
1291,abwischen::V,гуьцӏун,сӕрфын
1292,spülen::V,экъуьрун,æнхъæвзын
1293,fegen::V,шуткун,мӕрзын
1294,kehren::V,кул алтадун,мӕрзын
1295,baden::V,эхъуьн,хи найын
1296,sich waschen::V,жендек чуьхуьн,хи æхсын
1297,ausziehen::V,хутӏунун,ласын
1298,ausziehen::V,галудун,ласын
1299,anziehen::V,алукӏун,скæнын
1300,sich anziehen::V,алукӏун,дзаума скæнын
1301,sich anziehen::V,алукӏун,дарæс скæнын
1302,sich anziehen::V,парталар алукӏун,дзаума скæнын
1303,sich anziehen::V,парталар алукӏун,дарæс скæнын
1304,kämmen::V,эвягъун,ныффасын
1305,kämmen::V,эвягъун,æрфасын
1306,schmücken::V,безетмишун,фӕлындын
1307,schmücken::V,гуьрчегарун,фӕлындын
1308,sagen::V,лугьун,зæгъын
1309,sprechen::V,рахун,дзурын
1310,reden::V,рахун,ныхас кӕнын
1311,sich unterhalten::V,ихтилат авун,ныхас кæнын
1312,fragen::V,жузун,фӕрсын
1313,bitten::V,тӏалабун,курын
1314,erzählen::V,ахъаюн,радзурын
1315,erzählen::V,ахъаюн,ратаурæгъ кæнын
1316,mitteilen::V,хабар гун,фехъусын кæнын
1317,nennen::V,тӏвар гун,хонын
1318,rufen::V,эверун,сидын
1319,prahlen::V,яцӏу гафар авун,ӕппӕлын
1320,übersetzen::V,таржума авун,ратæлмац кæнын
1321,übersetzen::V,гафладун,ратæлмац кæнын
1322,denken::V,фикир авун,ӕнхъӕлын
1323,denken::V,фикир авун,хъуыды кӕнын
1324,glauben::V,агъун,уырнын
1325,bemerken::V,фикир гун,фенын
1326,begreifen::V,гъавурда акьун,ӕмбарын
1327,begreifen::V,гъавурда акьун,бамбарын
1328,lernen::V,кӏелун,ахуыр кӕнын
1329,wissen::V,чир хьун,зонын
1330,wissen::V,чирхьун,зонын
1331,sich erinnern an::V,рикӏел хуьн,зæрдыл æрлæууын
1332,sich erinnern an::V,рикӏел хуьн,æрымысын
1333,sich erinnern an::V,рикӏел хуьн,æрбаймысын
1334,sich erinnern an::V,рикӏел хуьн,æрхъуыды кæнын
1335,vergessen::V,рикӏелай фин,ферох кæнын
1336,vergessen::V,рикӏелай фин,айрох кæнын
1337,vergessen::V,рикӏелай алатун,ферох кæнын
1338,vergessen::V,рикӏелай алатун,айрох кæнын
1339,messen::V,алцумун,барын
1340,zählen::V,гьисабун,нымайын
1341,rechnen::V,гьисабун,хынцын
1342,lesen::V,кӏелун,кӕсын
1343,lesen::V,кӏелун,фӕрсын
1344,malen::V,кхьин,ныв кӕнын
1345,malen::V,шикилар чӏугун,ныв кӕнын
1346,zeichnen::V,чӏугун,ныв кӕнын
1347,schreiben::V,кхьин,фыссын
1348,besitzen::V,иеси хьун,хицау уын
1349,kaufen::V,къачун,балхӕнын
1350,kaufen::V,маса къачун,балхӕнын
1351,verkaufen::V,гун,уӕй кӕнын
