,Concept_ID,lt,te
134,Tanne::N,kėnis,దేవదారుచెట్టు
135,Horn::N,ragas,కొమ్ము
136,Feder::N,plunksna,ఈక
137,Fell::N,kailis,తోలు
138,Flügel::N,sparnas,ఱెక్క
139,Klaue::N,kanopa,వంకరగోరు
140,Kralle::N,nagas,వంకరగోరు
141,Schwanz::N,uodega,తోక
142,Ei::N,kiaušinis,గ్రుడ్డు
143,Nest::N,gūžta,పక్షిగూడు
144,Nest::N,lizdas,పక్షిగూడు
145,Bau::N,ola,గుహ
146,Tier::N,gyvūnas,జంతువు
147,Herde::N,banda,మంద
148,Herde::N,kaimenė,మంద
149,Kuh::N,karvė,ఆవు
150,Bulle::N,bulius,గిత్త
151,Pferd::N,arklys,గుఱ్ఱము
152,Schaf::N,avis,గొఱ్ఱె
153,Schwein::N,kiaulė,పంది
154,Hund::N,šuo,కుక్క
155,Katze::N,katė,పిల్లి
156,Bär::N,lokys,ఎలుగుబంటి
157,Eichhörnchen::N,voveraitė,ఉడుత
158,Elch::N,briedis,కణంజు
159,Fuchs::N,lapė,గుంటనక్క
160,Hase::N,kiškas,కుందేలు
161,Maus::N,pelė,చిట్టెలుక
162,Wolf::N,vilkas,తోడేలు
163,Vogel::N,paukštis,పక్షి
164,Schwarm::N,spiečius,గుంపు
165,Huhn::N,višta,కోడిపిల్ల
166,Hahn::N,gaidys,కోడివుంజు
167,Gans::N,žąsis,ఆడుబాతు
168,Adler::N,erelis,గ్రద్ద
169,Ente::N,antis,పాట్టిబాతు
170,Eule::N,pelėda,గ్రుడ్లగూబ
171,Kranich::N,gervė,కొంగ
172,Krähe::N,varna,కాకి
173,Kuckuck::N,gegužė,కోయల
174,Schwan::N,gulbė,హంస
175,Fisch::N,žuvis,చేప
176,Barsch::N,ešerys,ఒకచేఁప
177,Hecht::N,lydeka,గండుమీను
178,Schlange[Tier]::N,gyvatė,పాము
179,Wurm::N,kirmėlė,పురుగు
180,Spinne::N,voras,సాలె పురుగు
181,Ameise::N,skruzdė,చీమ
182,Laus::N,utėlė,పేను
183,Mücke::N,uodas,చీకటీగ
184,Fliege::N,musė,ఈగ
185,Schmetterling::N,drugys,సీతాకోకచిలుక
186,Schmetterling::N,peteliškė,సీతాకోకచిలుక
187,Beere::N,uoga,కాయ
188,Apfel::N,obuolys,ఆపిల్ పండు
189,Pilz::N,grybas,కుక్కగొడుగు
190,Zwiebel::N,svogūnas,నీరుల్లి
191,Saat::N,sėkla,విత్తనము
192,Korn::N,grūdai,గింజ
193,Heu::N,šienas,ఎండుగడ్డి
194,Schale::N,žievelė,పొట్టు
195,Grube::N,duobė,గొయ్యి
196,Falle::N,pinklės,బోను
197,Falle::N,žabangai,బోను
198,Schlinge::N,kilpa,ఉరి
199,Spur::N,vėžė,జాడ
200,Spur::N,pėdos,జాడ
201,Spur::N,pėdsakas,జాడ
202,Asche::N,pelenai,బూడిద
203,Dreck::N,purvas,ముఱికి
204,Eisen::N,geležis,ఇనుము
205,Gold::N,auksas,బంగారము
206,Silber::N,sidabras,వెండి
207,Kohle::N,anglis,నేలబొగ్గు
208,Glas::N,stiklas,గాజు
209,Lehm::N,molis,బంకమన్ను
210,Sand::N,smėlis,ఇసుక
211,Mensch::N,žmogus,నరుడు
212,Mann::N,vyras,పురుమడు
213,Mann::N,vyriškis,పురుమడు
214,Frau::N,moteris,ఆడుది
215,Kind::N,vaikas,బిడ్డ
216,Junge::N,vaikinas,బాలుడు
217,Junge::N,berniukas,బాలుడు
218,Mädchen::N,mergytė,బాలిక
219,Mädchen::N,mergaitė,బాలిక
220,Familie::N,šeima,కుటుంబము
221,Großvater::N,senelis,తాత
222,Großmutter::N,senelė,అయ్యమ్మ
223,Eltern::N,tėvai,తల్లితండ్రులు
224,Vater::N,tėvas,తండ్రి
225,Mutter::N,motina,తల్లి
226,Sohn::N,sūnus,కొడుకు
227,Tochter::N,duktė,కూతురు
228,Bruder::N,brolis,పోదరుడు
229,Schwester::N,sesuo,సోదరి
230,Onkel::N,dėdė,మేనమామ
231,Tante::N,teta,మేనత్త
232,Tante::N,teta,పినతల్లి
233,Ehemann::N,vyras,భర్త
234,Ehefrau::N,žmona,భార్య
235,Freude::N,džiaugsmas,సంతోషము
236,Gelächter::N,juokas,నవ్వు
237,Glück::N,laimė,సంతోషము
238,Kummer::N,vargas,దుఃఖము
239,Kummer::N,rūpestis,దుఃఖము
240,Wunsch::N,troškimas,కోరిక
241,Wunsch::N,pageidavimas,కోరిక
242,Lust::N,noras,కోరిక
243,Lust::N,geidulys,కోరిక
244,Geist::N,dvasia,ఆత్మ
245,Gedanke::N,mintis,ఆలోచన
246,Gedächtnis::N,atmintis,జ్ఞాపకము
247,Verstand::N,protas,మనస్సు
248,Sinn::N,prasmė,అర్థము
249,Grund::N,priežastis,కారణము
250,Wahrheit::N,tiesa,సత్యము
251,Wahrheit::N,teisybė,సత్యము
252,Gespräch::N,pokalbis,పంభాషణ
253,Märchen::N,pasaka,అద్భుతకథ
254,Erzählung::N,apsakymas,కథ
255,Erzählung::N,pasakojimas,కథ
256,Nachricht::N,žinia,వార్త
257,Neuigkeit::N,naujiena,వార్త
258,Name::N,vardas,పేరు
259,Rätsel::N,mįslė,చిక్కు
260,Rede::N,kalba,ఉపన్యాసము
261,Sprache::N,kalba,భాష
262,Stimme::N,balsas,కంరథ్సని
263,Wort::N,žodis,మాట
264,Zeichen::N,žymė,గుర్తు
265,Zeichen::N,ženklas,గుర్తు
266,Ruf::N,šauksmas,పిలువు
267,Lärm::N,triukšmas,సందడి
268,Laut::N,garsas,ధ్వని
269,Ton::N,tonas,స్వరము
270,Ton::N,garsas,స్వరము
271,Lied::N,daina,పాట
272,Lied::N,giesmė,పాట
273,Ruhe::N,ramybė,గాలిలేమి
274,Ruhe::N,ramumas,గాలిలేమి
275,Leute::N,žmonės,జనులు
276,Volk::N,tauta,జాతి
277,Arbeit::N,darbas,పని
278,Arbeit::N,triūsas,పని
279,Gast::N,svečias,అతిధి
280,Geschenk::N,dovana,దానము
281,Spiel::N,žaismas,ఆట
282,Spiel::N,žaidimas,ఆట
283,Gesellschaft::N,draugija,జట్టు
284,Gesellschaft::N,kompanija,జట్టు
285,Hilfe::N,pagalba,సాహాయ్యము
286,Freund::N,draugas,స్నేహితుడు
287,Freund::N,bičiulis,స్నేహితుడు
288,Kamerad::N,draugas,చెలికాడు
289,Angelegenheit::N,dalykas,విషయము
290,Angelegenheit::N,reikalas,విషయము
291,Anzahl::N,kiekis,లెక్క
292,Anzahl::N,skaičius,లెక్క
293,Art::N,rūšis,జాతి
294,Stück::N,gabalas,తునుక
295,Teil::N,dalis,భాగము
296,Hälfte::N,pusė,సగము
297,Kreis::N,ratas,వృత్తము
298,Kreis::N,apskritis,వృత్తము
299,Kreis::N,apskritimas,వృత్తము
300,Kreuz::N,kryžius,సిలువ
301,Linie::N,linija,గీత
302,Strich::N,brėžis,గీత
303,Strich::N,brūkšnys,గీత
304,Abstand::N,atstumas,సందు
305,Entfernung::N,atstumas,దూరము
306,Gegend::N,vietovė,విస్తీర్ణము
307,Platz::N,vieta,ఎడము
308,Ort::N,vieta,స్థలము
309,Ort::N,vietovė,స్థలము
310,Seite::N,pusė,ప్రక్క
311,Seite::N,šonas,ప్రక్క
312,Mitte::N,vidurys,నడిమి
313,Gegenstand::N,dalykas,పద్దు
314,Sache::N,daiktas,వస్తువు
315,Rand::N,kraštas,అంచు
316,Rand::N,pakraštys,అంచు
317,Kante::N,kraštas,అంచు
318,Ecke::N,kertė,మూల
319,Ecke::N,kampas,మూల
320,Spitze::N,priekis,మొన
321,Spitze::N,priešakys,మొన
322,Ende::N,galas,కొన
323,Loch::N,skylė,రంధ్రము
324,Winkel::N,kampas,కోణము
325,Winkel::N,kampelis,కోణము
326,Muster::N,raštas,మాదిరి
327,Größe::N,dydis,పరిమాణము
328,Größe::N,didumas,పరిమాణము
329,Länge::N,ilgis,పొడుగు
330,Länge::N,ilgumas,పొడుగు
331,Höhe::N,aukštis,పొడుగు
332,Höhe::N,aukštuma,పొడుగు
333,Gewicht::N,svoris,భారము
334,Gewicht::N,svarstis,భారము
335,Menge::N,kiekis,మొత్తము
336,Menge::N,daugybė,మొత్తము
337,Haufen::N,krūva,రాశి
338,Haufen::N,šūsnis,రాశి
339,Reihe::N,greta,వరుస
340,Boot::N,valtis,పడవ
341,Boot::N,laivelis,పడవ
342,Ruder::N,irklas,అడక
343,Schlitten::N,rogės,సరవండ్లు
344,Schlitten::N,rogutės,సరవండ్లు
345,Ski::N,slidė,స్కీ
346,Lagerfeuer::N,laužas,నెగడు
347,Last::N,našta,బరువు
348,Last::N,nešulys,బరువు
349,Gang::N,eisena,నడక
350,Schritt::N,žingsnis,అడుగు
351,Norden::N,šiaurė,ఉత్తరదిక్కు
352,Norden::N,žiemiai,ఉత్తరదిక్కు
353,Süden::N,pietūs,దక్షిణము
354,Westen::N,vakarai,పడమర
355,Osten::N,rytai,తూర్పు
356,Holz::N,mediena,కొయ్య
357,Brett::N,lenta,పలక
358,Platte::N,plokštė,పలక
359,Stütze::N,atrama,వాల్సేడ్లు
360,Stütze::N,atspara,వాల్సేడ్లు
361,Stange::N,lazda,స్తంభము
362,Stange::N,kartis,స్తంభము
363,Stock::N,lazda,కఱ్ఱ
364,Stab::N,kartis,కఱ్ఱ
365,Rohr::N,vamzdis,గొట్టము
366,Haus::N,namas,ఇల్లు
367,Heim::N,namai,స్వగృహము
368,Ofen::N,krosnis,పొయ్యి
369,Fußboden::N,grindys,నేల
370,Tisch::N,stalas,మేజా
371,Stuhl::N,kėdė,కుర్చీ
372,Wiege::N,lopšys,ఉయ్యాల
373,Bett::N,lova,పడక
374,Bett::N,lova,మంచం
375,Bett::N,patalai,పడక
376,Bett::N,patalai,మంచం
377,Regal::N,lentyna,అటక
378,Kiste::N,dėžė,వెట్టె
379,Fenster::N,langas,కిటికి
380,Tür::N,durys,ద్వారము
381,Tor::N,vartai,ద్వారము
382,Zaun::N,tvora,కంచె
383,Dach::N,stogas,ఇంటివైకప్పు
384,Leiter::N,kopėčios,నిచ్చెన
385,Besen::N,šluota,చీపురుకట్ట
386,Spaten::N,lopeta,పాఱ
387,Spaten::N,kastuvas,పాఱ
388,Schaufel::N,semtuvas,పాఱ
389,Gabel::N,šakutė,ముండ్లగరిటె
390,Löffel::N,šaukštas,గరిటె
391,Messer::N,peilis,కత్తి
392,Nagel::N,vinis,మేకు
393,Netz::N,tinklas,వల
394,Haken::N,vagis,కొక్కెము
395,Haken::N,kablys,కొక్కెము
396,Griff::N,kotas,పిడి
397,Griff::N,rankena,పిడి
398,Schloss::N,spyna,తాళము
399,Schloss::N,užraktas,తాళము
400,Bild::N,paveikslas,చిత్రము
401,Figur::N,figūra,రూపము
402,Puppe::N,lėlė,బొమ్మ
403,Beutel::N,krepšys,సంచి
404,Beutel::N,maišelis,సంచి
405,Bündel::N,ryšulys,మూట
406,Tasche::N,krepšelis,సంచి
407,Eimer::N,kibiras,చేద
408,Deckel::N,dangtis,మూత
409,Geschirr::N,indai,వంటకాలు
410,Sack::N,maišas,గోనెసంచి
411,Tasse::N,puodukas,గిన్నె
412,Topf::N,puodas,కుండ
413,Kessel::N,katilas,నీరుకాచుపాత్ర
414,Essen::N,valgis,ఆహారము
415,Nahrung::N,penas,ఆహారము
416,Nahrung::N,maistas,ఆహారము
417,Speise::N,patiekalas,ఆహారము
418,Fleisch::N,mėsa,మాంసము
419,Getreide::N,javai,ధాన్యము
420,Brei::N,košė,గుజ్జు
421,Brot::N,duona,రొట్టె
422,Scheibe::N,riekė,బద్ద
423,Fett::N,taukai,క్రొవ్వు
424,Fett::N,riebalai,క్రొవ్వు
425,Butter::N,sviestas,వెన్న
426,Öl::N,aliejus,నూనె
427,Salz::N,druska,ఉప్పు
428,Suppe::N,sriuba,చారు
429,Honig::N,medus,తెనె
430,Milch::N,pienas,పాలు
431,Tee::N,arbata,తేనీరు
432,Leder::N,oda,బాగుచేసివతోలు
433,Wolle::N,vilna,ఉన్ని
434,Stoff::N,audeklas,బట్ట
435,Nadel::N,adata,సూది
436,Faden::N,gija,దారము
437,Faden::N,siūlas,దారము
438,Knopf::N,saga,బొత్తాము
439,Knoten::N,mazgas,ముడి
440,Farbe::N,dažai,రంగు
441,Kleidung::N,rūbai,బట్టలు
442,Kleidung::N,drabužiai,బట్టలు
443,Hemd::N,marškiniai,చొక్కాయ
444,Kragen::N,apykaklė,మాల
445,Ärmel::N,rankovė,చొక్కాయచెయ్యి
446,Hose::N,kelnės,ఇజారు
447,Gürtel::N,juosta,పటకా
448,Gürtel::N,diržas,పటకా
449,Mütze::N,kepurė,టోపి
450,Schuh::N,batas,పాదరక్ష
451,Stiefel::N,auliniai batai,బూటు
452,Ring::N,žiedas,ఉంగరము
453,Band::N,kaspinas,నాడా
454,Kamm::N,šukos,దువ్వెన
455,Spiegel::N,veidrodis,అద్దము
456,Riemen::N,diržas,వాడా
457,Schnur::N,virvė,దారము
458,Leine::N,pavadėlis,వారు
459,Decke::N,antklodė,కంబళి
460,Kissen::N,pagalvė,తలగడ
461,Kissen::N,priegalvis,తలగడ
462,Tuch::N,skarelė,బట్ట
463,Handtuch::N,rankšluostis,తువాలు
464,Kraft::N,jėga,బలము
465,Stärke::N,stiprumas,శక్తి
466,Gesundheit::N,sveikata,ఆరోగ్యము
467,Krankheit::N,liga,రోగము
468,Schmerz::N,skausmas,నొప్పి
469,Wunde::N,žaizda,గాయము
470,Fieber::N,karštis,జ్వరము
471,Arznei::N,vaistas,మందు
472,Brücke::N,tiltas,వంతెన
473,Brunnen::N,šulinys,బావి
474,Brunnen::N,šulinys,కూపము
475,Brunnen::N,šulinys,నుయ్యి
476,Weide::N,ganykla,పచ్చికబయలు
477,Weide::N,gluosnis,పచ్చికబయలు
478,Pfad::N,takas,కాలిత్రోవ
479,Weg::N,kelias,మార్గము
480,Straße::N,gatvė,బాట
481,Dorf::N,kaimas,గ్రామము
482,Dorf::N,sodžius,గ్రామము
483,Stadt::N,miestas,పట్టణము
484,Brief::N,laiškas,జాబు
485,Buch::N,knyga,పుస్తకము
486,Buchstabe::N,raidė,అక్షరము
487,Zeitung::N,laikraštis,వార్తాపత్రిక
488,Leben::N,gyvybė,ప్రాణము
489,Leben::N,gyvenimas,ప్రాణము
490,Tod::N,mirtis,మరణము
491,Grab::N,kapas,సమాధి
492,Kirche::N,bažnyčia,క్రెస్తవులగుడి
493,Sünde::N,nuodėmė,పాపము
494,Sünde::N,nusidėjimas,పాపము
495,Gott::N,dievas,దేవుడు
496,Arbeiter::N,darbininkas,పనిపాటుచేశేవాడు
497,Chef::N,šefas,యజమానుడు
498,Chef::N,vadovas,యజమానుడు
499,Chef::N,viršininkas,యజమానుడు
500,Meister::N,meistras,కళాకారుడు
501,Arzt::N,gydytojas,వైద్యుడు
502,Lehrer::N,mokytojas,ఉపాధ్యాయుడు
503,Geld::N,pinigai,ద్రవ్యము
504,Geschäft::N,biznis,వ్యాపారము
505,Laden::N,krautuvė,అంగడి
506,Laden::N,parduotuvė,అంగడి
507,Preis::N,kaina,వెల
508,Ware::N,prekė,సరకులు
509,Nutzen::N,nauda,ప్రయోజనము
510,Nutzen::N,pelnas,ప్రయోజనము
511,Reichtum::N,turtas,ధనము
512,Welt::N,pasaulis,ప్రపంచము
513,Land::N,žemė,దేశము
514,Land::N,šalis,దేశము
515,Staat::N,valstija,రాజ్యము
516,König::N,karalius,రాజు
517,Macht::N,galia,అధికారము
518,Macht::N,valdžia,అధికారము
519,Grenze::N,riba,సరిహద్దు
520,Grenze::N,siena,సరిహద్దు
521,Krieg::N,karas,యుద్ధము
522,Feind::N,priešas,శత్రువు
523,Gewalt::N,jėga,దౌర్జన్యము
524,Gewalt::N,smurtas,దౌర్జన్యము
525,Gewalt::N,prievarta,దౌర్జన్యము
526,Kampf::N,kova,పోట్లాట
527,Bogen[Waffe]::N,lankas,విల్లు
528,Pfeil::N,strėlė,బాణము
529,Gewehr::N,šautuvas,తుపాకి
530,Fehler::N,klaida,తప్ప
531,Lüge::N,melas,అసత్యము
532,Schaden::N,nuostolis,నష్టము
533,Schaden::N,apgadinimas,నష్టము
534,Unglück::N,nelaimė,దురదృష్టము
535,Schuld::N,kaltė,తప్పు
536,Alter::N,amžius,వయస్సు
537,Schluss::N,pabaiga,ముగింపు
538,Zeit::N,laikas,కాలము
539,Tag::N,diena,దినము
540,Morgen::N,rytas,ఉదయము
541,Mittag::N,vidurdienis,మధ్యాహ్నము
542,Abend::N,vakaras,సాయంకాలము
543,Nacht::N,naktis,రత్రి
544,Woche::N,savaitė,వారము
545,Monat::N,mėnuo,నెల
546,Jahr::N,metai,సంవత్సరము
547,Frühling::N,pavasaris,వసంతకాలము
548,Sommer::N,vasara,వేసవికాము
549,Herbst::N,ruduo,ఆకురాలుకాలము
550,Winter::N,žiema,శీతకాలము
551,Januar::N,sausis,జనవరి
552,Februar::N,vasaris,ఫిబ్రవరి
553,März::N,kovas,మార్చి
554,April::N,balandis,ఏప్రిలు
555,Mai::N,gegužė,మే
556,Juni::N,birželis,జూన్
557,Juli::N,liepa,జూలై
558,August::N,rugpjūtis,ఆగస్టు
559,September::N,rugsėjis,సెప్ఠెంబరు
560,Oktober::N,spalis,అక్టోబరు
561,November::N,lapkritis,నవంబరు
562,Dezember::N,gruodis,డిసెంబర్
563,Montag::N,pirmadienis,సోమవారము
564,Dienstag::N,antradienis,మంగళవారము
565,Mittwoch::N,trečiadienis,బుధవారము
566,Donnerstag::N,ketvirtadienis,గురువారము
567,Freitag::N,penktadienis,శుక్రవారము
568,Samstag::N,šeštadienis,శనివారము
569,Sonntag::N,sekmadienis,ఆదివారము
570,groß::A,didis,గొప్పైన
571,groß::A,didelis,గొప్పైన
572,klein::A,mažas,చిన్న
573,lang::A,ilgas,పొడుగాటి
574,kurz::A,trumpas,పొట్టి
575,breit::A,platus,వెడల్పైన
576,schmal::A,smulkus,ఇఱుకైన
577,dicht::A,tankus,దట్టమైన
578,dick[Gegenstand]::A,storas,దట్టమైన
579,dünn::A,plonas,పలుచని
580,fein::A,smulkus,నాజాకైన
581,fest::A,kietas,దృడమైవ
582,fest::A,tvirtas,దృడమైవ
583,flach::A,lėkštas,చదువైన
584,flach::A,plokščias,చదువైన
585,glatt::A,slidus,నున్నని
586,hart::A,kietas,కఠినమైన
587,weich::A,minkštas,మృదువైన
588,rund::A,apvalus,గుండ్రని
589,rund::A,apskritas,గుండ్రని
590,spitz::A,aštrus,మొనగల
591,spitz::A,smailus,మొనగల
592,scharf::A,aštrus,పదనైన
593,stumpf::A,bukas,వాడిలేని
594,stumpf::A,atšipęs,వాడిలేని
595,schwer::A,sunkus,బరువ్తెన
596,schön::A,gražus,సుందరమైన
597,heiß::A,karštas,వేడియైన
598,warm::A,šiltas,వెచ్చని
599,kalt::A,šaltas,చల్లని
600,kühl::A,vėsus,చల్లని
601,kühl::A,bejausmis,చల్లని
602,frisch::A,šviežias,తాజాయైన
603,feucht::A,drėgnas,చెమ్మగానున్న
604,nass::A,šlapias,తడిగామన్న
605,trocken::A,sausas,ఎండిన
606,voll::A,pilnas,నిండు
607,leer::A,tuščias,శూన్యమైన
608,offen::A,atviras,తెఱచియున్న
609,geschlossen::A,uždaras,మూసిన
610,geschlossen::A,uždarytas,మూసిన
611,sauber::A,švarus,పరిశుద్ధమైన
612,schmutzig::A,nešvarus,ముఱికియైన
613,schmutzig::A,purvinas,ముఱికియైన
614,roh::A,žalias,పచ్చి
615,reif::A,prinokęs,పండివ
616,reif::A,pribrendęs,పండివ
617,lecker::A,gardus,రుచి గల
618,süß::A,saldus,తియ్యని
619,bitter::A,kartus,చేదైన
620,sauer::A,gižus,పుల్లని
621,sauer::A,rūgštus,పుల్లని
622,hell::A,šviesus,కాంతిగల
623,hell::A,skaistus,కాంతిగల
624,dunkel::A,tamsus,చీకటియైన
625,schwarz::A,juodas,నల్లని
626,weiß::A,baltas,తెలుపు
627,rot::A,raudonas,ఎఱ్ఱని
628,gelb::A,geltonas,పసుపు పచ్చ
629,blau::A,mėlynas,నీలవర్ణము
630,grün::A,žalias,ఆకుపచ్చని
631,grau::A,pilkas,నెరిసిన
632,bunt::A,margas,రంగేలీ
633,bunt::A,spalvotas,రంగేలీ
634,billig::A,pigus,చౌకయైన
635,teuer::A,brangus,వెలపొడుగైన
636,wertvoll::A,vertingas,విలుప్తెన
637,blind::A,aklas,గ్రుడ్డి
638,taub::A,kurčias,చెవిటి
639,kräftig::A,stiprus,శక్తి గల
640,stark::A,stiprus,బలమైన
641,schwach::A,silpnas,బలహీనమైన
642,fett::A,riebus,క్రొవ్విన
643,schlank::A,laibas,సన్నని
644,schlank::A,lieknas,సన్నని
645,hübsch::A,gražus,సాగప్తెన
646,böse::A,blogas,చెడ్డ
647,dumm::A,paikas,తెలివిలేని
648,dumm::A,kvailas,తెలివిలేని
649,faul::A,tingus,సోమరియైన
650,fleißig::A,stropus,శ్రద్దగల
651,fleißig::A,kruopštus,శ్రద్దగల
652,geizig::A,šykštus,పిసినారియైన
653,klug::A,sumanus,తెలివిగల
654,klug::A,protingas,తెలివిగల
655,geschickt::A,apsukrus,నిపుణతగల
656,lieb::A,mielas,ప్రియమైన
657,lustig::A,smagus,ఉల్లాసము గల
658,lustig::A,linksmas,ఉల్లాసము గల
659,sanft::A,švelnus,సాధువైన
660,sanft::A,minkštas,సాధువైన
661,hungrig::A,alkanas,ఆకలిగొనిన
662,krank::A,ligotas,వ్యాధిగల
663,krank::A,sergantis,వ్యాధిగల
664,nackt::A,nuogas,దిగంబరమైన
665,traurig::A,liūdnas,విచారముగల
666,lebendig::A,gyvas,ప్రాణముతో నున్న
667,gut::A,geras,మంచి
668,schlecht::A,blogas,చెడ్డ
669,schlecht::A,prastas,చెడ్డ
670,richtig::A,tikras,సరియైన
671,richtig::A,teisingas,సరియైన
672,schlimm::A,blogas,అసహ్యమైన
673,schlimm::A,prastas,అసహ్యమైన
674,wahr::A,tikras,నిజమైన
675,alt::A,senas,ముసలి
676,neu::A,naujas,క్రొత్త
677,ehemalig::A,buvęs,పూర్వపు
678,alt[Lebewesen]::A,pagyvenęs,ముసలి
679,jung::A,jaunas,పసి
680,arm::A,neturtingas,బీద
681,reich::A,turtingas,ధనవంతుడైన
