,Concept_ID,da,ba
789,aufgehen[Sonne]::V,stå op,ҡалҡыу
790,untergehen[Sonne]::V,gå ned,байыу
791,scheinen[Sonne]::V,skinne,яҡтыртып тороу
792,donnern::V,tordne,күкрәү
793,wehen::V,blæse,иҫеү
794,strömen::V,strømme,ташыу
795,fließen::V,flyde,ағыу
796,sich drehen::V,dreje sig,әйләнеү
797,schwanken::V,vakle,тирбәлеү
798,schwingen::V,svinge,бәүетеү
799,fallen::V,falde,йығылыу
800,brennen::V,brænde,яныу
801,rauchen::V,ryge,төтәү
802,regnen::V,regne,ямғыр яуа
803,gefrieren::V,fryse,туңыү
804,tauen::V,tø,иреү
805,schmelzen::V,smelte,иреү
806,trocknen::V,tørre,кибеү
807,sieden::V,koge,ҡайнау
808,faulen::V,rådne,сереу
809,verfaulen::V,rådne,сереу
810,reißen::V,briste,өҙөү
811,reißen::V,briste,йыртылыу
812,versinken::V,synke,батыу
813,versinken::V,synke ned,батыу
814,vergehen::V,forløbe,үтеү
815,erscheinen::V,vise sig,килеп сығыу
816,verschwinden::V,forsvinde,юғалыу
817,sinken::V,synke,түбәнәйеү
818,abnehmen::V,aftage,кәметеү
819,zunehmen::V,tiltage,артыу
820,steigen::V,stige,күтәрелеү
821,wachsen::V,gro,үҫеү
822,wachsen::V,vokse,үҫеү
823,glänzen::V,glinse,ялтырау
824,funkeln::V,tindre,баҙлау
825,lärmen::V,larme,шаулау
826,läuten::V,ringe,ҡағыу
827,klingeln::V,ringe,ҡағыу
828,klingeln::V,ringe,шылтыратыу
829,klirren::V,klirre,шылтыратыу
830,brausen::V,bruse,ҡотороноу
831,rauschen::V,suse,шыптырлау
832,klingen::V,lyde,яңғырау
833,klingen::V,klinge,яңғырау
834,bellen::V,gø,өрөү
835,heulen::V,hyle,олоу
836,blasen::V,blæse,өрөү
837,pfeifen::V,fløjte,һызғырып ебәреү
838,schreien::V,skrige,ҡысҡырыу
839,stöhnen::V,stønne,уңғырашыу
840,zittern::V,dirre,ҡалтырау
841,zittern::V,skælve,ҡалтырау
842,leben::V,leve,йәшәү
843,geboren werden::V,fødes,тыуыу
844,atmen::V,ånde,тын алыү
845,trinken::V,drikke,эсеү
846,essen::V,spise,ашау
847,schlucken::V,synke,йотоу
848,müde werden::V,blive træt,арыу
849,einschlafen::V,falde i søvn,йоҡлап китеү
850,schlafen::V,sove,йоҡлау
851,aufwachen::V,vågne,уяныу
852,aufstehen::V,stå op,тороу
853,sich erholen::V,komme sig,ял итеү
854,krank werden::V,blive syg,сирләү
855,krank sein::V,være syg,сирләү
856,schmerzen::V,smerte,ауыртыу
857,husten::V,hoste,йүтәлләү
858,genesen::V,komme sig,һауығыу
859,sterben::V,dø,үлеү
860,umkommen::V,omkomme,һәләк булыу
861,sich bewegen::V,bevæge sig,хәрәкәт итеү
862,sich rühren::V,røre på sig,ҡуҙғалыу
863,sich erheben::V,rejse sig,тороу
864,sich setzen::V,sætte sig,ултырыу
865,laufen::V,løbe,йөрөү
866,schreiten::V,skride,атлау
867,spazierengehen::V,gå en tur,ял итеп йороү
868,eilen::V,ile,ашығыу
869,eilen::V,ile,ҡабаланыу
870,sich beeilen::V,skynde sig,ашығыу
871,sich beeilen::V,skynde sig,ҡабаланыу
872,sausen::V,suse,елеү
873,rennen::V,løbe,йүгеп йөрөү
874,rennen::V,rende,йүгеп йөрөү
875,springen::V,hoppe,һикереү
876,springen::V,springe,һикереү
877,klettern::V,klatre,үрмәләү
878,klettern::V,klatre,үрмәләп менеү
879,schaukeln::V,gynge,сайҡалыу
880,kriechen::V,krybe,шыуышыу
881,schwimmen::V,svømme,йоҙөү
882,tauchen::V,dykke,сумыу
883,rudern::V,ro,ишеү
884,fahren::V,køre,йөрөү
885,fliegen::V,flyve,осоу
886,gehen::V,gå,барыу
887,weggehen::V,gå bort,китеү
888,abfahren::V,køre bort,сығыу
889,anhalten::V,standse,тукталыу
890,hineingehen::V,gå ind,инеү
891,eintreten::V,træde ind,инеү
892,kommen::V,komme,килеү
893,ankommen::V,ankomme,килеү
894,zurückkommen::V,komme tilbage,ҡайтыу
895,bleiben::V,blive,ҡалыу
896,bleiben::V,forblive,ҡалыу
897,warten::V,vente,көтөп тороу
898,erwarten::V,vente,көтөү
899,erwarten::V,afvente,көтөү
900,suchen::V,søge,эҙләү
901,finden::V,finde,табыу
902,versuchen::V,forsøge,тырышып ҡарау
903,vorbereiten::V,forberede,әҙерләү
904,lieben::V,elske,яратыу
905,mögen::V,holde af,һөйөү
906,mögen::V,holde af,яратыу
907,mögen::V,kunne lide,һөйөү
908,mögen::V,kunne lide,яратыу
909,lachen::V,le,көлөү
910,rühren::V,røre,ҡағылыу
911,weinen::V,græde,илау
912,schimpfen::V,skænde,һүгенеү
913,schimpfen::V,skænde,тиргәнеү
914,schimpfen::V,skænde,һуҡраныу
915,sich ärgern::V,ærgre sig,асыуланыу
916,sich fürchten::V,være bange,ҡурҡыу
917,fürchten::V,være bange for,ҡурҡыу
918,fliehen::V,flygte,ҡасыу
919,flüchten::V,flygte,ҡасыу
920,sehen::V,se,күреү
921,anschauen::V,se på,ҡарау
922,anschauen::V,betragte,ҡарау
923,ansehen::V,anse,ҡарау
924,ansehen::V,anse,тикшереү
925,hören::V,høre,ишетеү
926,zuhören::V,høre til,тыңлау
927,probieren::V,smage,татыу
928,probieren::V,smage på,татыу
929,riechen::V,lugte,еҫкәү
930,fühlen::V,føle,тойоу
931,scheinen::V,synes,кеүек күренеү
932,scheinen::V,synes,тойолоу
933,zu sehen sein::V,synes,күренеү
934,vernehmen::V,erfare,ишетеү
935,frieren::V,fryse,туңыү
936,tun::V,gøre,яһау
937,tun::V,gøre,әшләү
938,können::V,kunne,алыу
939,können::V,kunne,мөмкин булыу
940,wollen::V,ville,теләү
941,anfangen::V,begynde,башлау
942,beenden::V,afslutte,бөтөрөү
943,beenden::V,afslutte,тамамлау
944,aufhören::V,ophøre,туктау
945,aufhören::V,holde op,туктау
946,gelingen::V,lykkes,уңышлы булыу
947,geraten::V,blive,булып сығыу
948,öffnen::V,åbne,асыу
949,schließen::V,lukke,йомоу
950,stellen::V,stille,ҡуйыу
951,setzen::V,sætte,урынлаштырыу
952,legen::V,lægge,һалыу
953,berühren::V,berøre,тейеү
954,berühren::V,berøre,ҡағылыу
955,verbinden::V,forbinde,ҡушыу
956,verbinden::V,forbinde,бәйләү
957,bedecken::V,dække,ҡаплау
958,bedecken::V,bedække,ҡаплау
959,aufhängen::V,hænge,элеү
960,aufhängen::V,hænge op,элеү
961,anzünden::V,tænde,тоҡандырыу
962,anzünden::V,antænde,тоҡандырыу
963,aufheben::V,løfte,мендереү
964,aufheben::V,tage op,мендереү
965,zurücklassen::V,lade tilbage,ҡалдырыу
966,verlieren::V,miste,юғалтыу
967,fallen lassen::V,tabe,төшөрөп ебәреү
968,fallen lassen::V,droppe,төшөрөп ебәреү
969,machen::V,gøre,яһау
970,machen::V,gøre,эшләү
971,herstellen::V,fremstille,эшләп сығарыу
972,bauen::V,bygge,төҙөү
973,reparieren::V,reparere,төҙәтеү
974,verbessern::V,rette,яҡшыртыу
975,verbessern::V,forbedre,яҡшыртыу
976,ändern::V,ændre,үҙгәртеү
977,graben::V,grave,ҡаҙыу
978,beugen::V,bøje,бөгөү
979,biegen::V,bøje,бөгөү
980,drehen::V,dreje,өйрөлтөү
981,drehen::V,dreje,әйләндереү
982,wenden::V,vende,әйләндереү
983,umdrehen::V,dreje om,түңкәреү
984,heben::V,hæve,күтәреү
985,heben::V,hæve,мендереү
986,hochheben::V,løfte,күтәреү
987,ergreifen::V,gribe fat i,тотоп алыу
988,halten::V,holde,тотоу
989,drücken::V,trykke,ҡыҫыу
990,schieben::V,skyde,этеү
991,schieben::V,skyde,төртөү
992,schieben::V,skubbe,этеү
993,schieben::V,skubbe,төртөү
994,kratzen::V,klø,ҡырыу
995,kratzen::V,kradse,ҡырыу
996,lecken::V,slikke,ялау
997,beißen::V,bide,тешләү
998,abreißen::V,rive af,өҙөү
999,abschneiden::V,skære af,ҡырҡыу
1000,binden::V,binde,бәйләү
1001,stecken::V,stikke,ҡаҙау
1002,brechen::V,brække,боҙоу
1003,klopfen::V,banke,шаҡылдау
1004,hauen::V,hugge,туҡмау
1005,kleben::V,klistre,йәбештереү
1006,reiben::V,gnide,ыуыу
1007,reiben::V,gnide,ышҡыу
1008,streichen::V,smøre,яғыу
1009,schleifen::V,slibe,үткерләү
1010,schneiden::V,skære,ҡырҡыу
1011,schneiden::V,klippe,ҡырҡыу
1012,rütteln::V,ruske,һелкетеү
1013,schütteln::V,ryste,һелкетеү
1014,schwenken::V,svinge,болғау
1015,schütten::V,hælde,ҡойоу
1016,füllen::V,fylde,тултырыу
1017,einwickeln::V,pakke ind,төрөү
1018,tragen::V,bære,алып барыу
1019,schleppen::V,slæbe,һөйрәү
1020,ziehen::V,trække,тартыу
1021,aufbewahren::V,opbevare,һаҡлау
1022,werfen::V,kaste,ырғытыу
1023,fangen::V,fange,тотоу
1024,packen::V,gribe,етеү
1025,packen::V,gribe,тотоп алыу
1026,verstecken::V,gemme,йәшереү
1027,teilen::V,dele,бүлеү
1028,schicken::V,sende,ебәреү
1029,bringen::V,bringe,килтереү
1030,hinzufügen::V,tilføje,өтәү
1031,bekommen::V,få,алыу
1032,erhalten::V,få,алыу
1033,nehmen::V,tage,алыу
1034,wählen::V,vælge,һайлаү
1035,auswählen::V,udvælge,һайлап алыу
1036,bewahren::V,bevare,һаҡлау
1037,behindern::V,hindre,тотҡарлыҡ яһау
1038,behindern::V,forhindre,тотҡарлыҡ яһау
1039,verderben::V,ødelægge,боҙоу
1040,beschädigen::V,beskadige,боҙоу
1041,zerbrechen::V,brække itu,ҡыйратыу
1042,zerreißen::V,rive itu,йыртыу
1043,zerstören::V,ødelægge,емереү
1044,verbrennen::V,brænde,үртәү
1045,geben::V,give,биреү
1046,reichen::V,række,биреү
1047,schenken::V,forære,бүләк итеү
1048,versprechen::V,love,вәғәҙә биреү
1049,wünschen::V,ønske,теләу
1050,loben::V,rose,маҡтау
1051,küssen::V,kysse,үбеү
1052,wiegen::V,vugge,бәүетеү
1053,wiegen::V,vugge,тирбәтеү
1054,zudecken::V,dække til,ҡаплау
1055,wecken::V,vække,уятыу
1056,zeigen::V,vise,күрһәтеү
1057,führen::V,føre,етәкләү
1058,lehren::V,lære,уҡытыу
1059,lehren::V,lære,өйрәтеү
1060,unterrichten::V,undervise,уҡытыу
1061,aufziehen::V,opdrage,тәрбиәле
1062,leiten::V,lede,етәкләү
1063,leiten::V,lede,етәкселек итеү
1064,antreiben::V,skynde på,ашыҡтырыу
1065,lassen::V,få til at,мәжбүр итеү
1066,einladen::V,indbyde,саҡырыу
1067,einladen::V,invitere,саҡырыу
1068,vereinigen::V,forene,берләштереү
1069,besuchen::V,besøge,килеп сығыу
1070,treffen::V,møde,тойоү
1071,treffen::V,møde,осратыу
1072,treffen::V,møde,ҡаршылау
1073,sich versammeln::V,forsamles,йыйылыу
1074,spielen::V,lege,тартыу
1075,spielen::V,spille,тартыу
1076,singen::V,synge,йырлау
1077,tanzen::V,danse,бейеү
1078,sich trennen::V,skilles,айырылышыу
1079,verlassen::V,forlade,ташлау
1080,verlassen::V,forlade,ташлап китеү
1081,retten::V,redde,ҡотҡарыу
1082,bewachen::V,bevogte,һаҡлау
1083,schützen::V,skærme,һаҡлау
1084,schützen::V,beskytte,һаҡлау
1085,verteidigen::V,forsvare,яҡлау
1086,sich schlagen::V,slås,һуғышыу
1087,schießen::V,skyde,атыу
1088,siegen::V,sejre,еңеү
1089,ärgern::V,ærgre,асыуландырыу
1090,schlagen::V,slå,бәреү
1091,schlagen::V,slå,туҡмау
1092,treten::V,sparke,тибеү
1093,treten::V,sparke,типкеләү
1094,stechen::V,stikke,сәнсеү
1095,stoßen::V,støde,этеү
1096,stoßen::V,støde,төртөү
1097,stehlen::V,stjæle,урлау
1098,stören::V,forstyrre,ҡамасаулау
1099,belästigen::V,genere,бимазалау
1100,belästigen::V,genere,ҡамасаулау
1101,belästigen::V,ulejlige,бимазалау
1102,belästigen::V,ulejlige,ҡамасаулау
1103,verbergen::V,skjule,йәшереү
1104,täuschen::V,villede,ултыртыу
1105,betrügen::V,bedrage,алдау
1106,töten::V,dræbe,үлтереү
1107,wohnen::V,bo,йәшәү
1108,arbeiten::V,arbejde,эшләү
1109,sammeln::V,samle,йыйыу
1110,pflücken::V,plukke,өҙөү
1111,jagen::V,jage,аулау
1112,fischen::V,fiske,аулау
1113,fassen::V,fange,тотоу
1114,hüten::V,vogte,көтөү
1115,treiben::V,drive,ҡыуыу
1116,anbinden::V,binde fast,бәйләү
1117,füttern::V,fodre,ашатыу
1118,melken::V,malke,һауыү
1119,hacken::V,hakke,турау
1120,hacken::V,hakke,тапау
1121,gießen::V,hælde,ҡойоу
1122,reifen::V,modne,өлғөрөү
1123,zubereiten::V,tilberede,бешереү
1124,kochen::V,koge,бешереү
1125,backen::V,bage,бешереү
1126,braten::V,stege,ҡурыу
1127,umrühren::V,røre om,ҡатнаштырыу
1128,stricken::V,strikke,бәйләү
1129,nähen::V,sy,тегеү
1130,färben::V,farve,буяу
1131,reinigen::V,rense,таҙартыу
1132,reinigen::V,gøre ren,таҙартыу
1133,waschen::V,vaske,йыуыу
1134,abwischen::V,tørre af,һөртөү
1135,spülen::V,skylle,сайҡау
1136,fegen::V,feje,һепереү
1137,kehren::V,feje,һепереү
1138,baden::V,bade,һыу инеү
1139,sich waschen::V,vaske sig,йыуыныу
1140,ausziehen::V,tage af,сисеү
1141,anziehen::V,tage på,кейеү
1142,sich anziehen::V,klæde sig på,кейенеү
1143,kämmen::V,rede,тарау
1144,kämmen::V,frisere,тарау
1145,schmücken::V,pynte,биҙәү
1146,schmücken::V,smykke,биҙәү
1147,sagen::V,sige,әйтеү
1148,sprechen::V,snakke,әйтеү
1149,sprechen::V,snakke,һөйләшеү
1150,reden::V,tale,һөйләшеү
1151,reden::V,snakke,һөйләшеү
1152,sich unterhalten::V,snakke sammen,әңгәмәләшеү
1153,fragen::V,spørge,һорау
1154,bitten::V,bede,үтенеү
1155,erzählen::V,berette,һөйләү
1156,erzählen::V,fortælle,һөйләү
1157,mitteilen::V,meddele,әйтеү
1158,nennen::V,nævne,атау
1159,nennen::V,nævne,исемләү
1160,rufen::V,råbe,саҡырыу
1161,prahlen::V,prale,маҡтаныу
1162,prahlen::V,prale,шапырыныу
1163,übersetzen::V,oversætte,тәржемә итеү
1164,denken::V,tænke,уйлау
1165,glauben::V,tro,ышаныу
1166,bemerken::V,bemærke,күреү
1167,bemerken::V,lægge mærke til,күреү
1168,erkennen::V,genkende,таныу
1169,begreifen::V,begribe,аңлау
1170,verstehen::V,forstå,аңлау
1171,lernen::V,lære,өйрәнеү
1172,wissen::V,vide,белеү
1173,sich erinnern an::V,mindes,хәтергә алыу
1174,sich erinnern an::V,huske på,хәтергә алыу
1175,vergessen::V,glemme,онотоу
1176,messen::V,måle,үлсәү
1177,zählen::V,tælle,һанау
1178,rechnen::V,regne,һанау
1179,lesen::V,læse,уҡыу
1180,malen::V,male,һүрәт яһау
1181,malen::V,male,рәсем төшөрөү
1182,zeichnen::V,tegne,һүрәт яһау
1183,zeichnen::V,tegne,рәсем төшөрөү
1184,schreiben::V,skrive,яҙыу
1185,besitzen::V,eje,биләү
1186,besitzen::V,besidde,биләү
1187,kaufen::V,købe,һатып алыу
1188,verkaufen::V,sælge,һатыу
1189,bezahlen::V,betale,түләү
1190,zahlen::V,betale,түләү
1191,beherrschen::V,beherske,биләү
1192,ertragen::V,tåle,түҙеү
1193,ertragen::V,udholde,түҙеү
1194,hinfallen::V,,ҡолау
