,Concept_ID,sv,es
862,wohin::FADV,vart,hacia dónde
863,wie::FADV,hur,cómo
864,warum::FADV,varför,por qué
865,wieviel::FNUM,hur mycket,cuánto
866,eins::NUM,en,uno
867,eins::NUM,ett,uno
868,zwei::NUM,två,dos
869,drei::NUM,tre,tres
870,vier::NUM,fyra,cuatro
871,fünf::NUM,fem,cinco
872,sechs::NUM,sex,seis
873,sieben::NUM,sju,siete
874,acht::NUM,åtta,ocho
875,neun::NUM,nio,nueve
876,zehn::NUM,tio,diez
877,elf::NUM,elva,once
878,zwölf::NUM,tolv,doce
879,zwanzig::NUM,tjugo,veinte
880,dreißig::NUM,trettio,treinta
881,vierzig::NUM,fyrtio,cuarenta
882,fünfzig::NUM,femtio,cincuenta
883,sechzig::NUM,sextio,sesenta
884,siebzig::NUM,sjuttio,setenta
885,achtzig::NUM,åttio,ochenta
886,neunzig::NUM,nittio,noventa
887,hundert::NUM,hundra,cien
888,hundert::NUM,hundra,ciento
889,tausend::NUM,tusen,mil
890,und::CNJ,och,y
891,oder::CNJ,eller,o
892,stehen::V,stå,estar de pie
893,sitzen::V,sitta,estar sentado
894,liegen::V,ligga,yacer
895,liegen::V,ligga,estar acostado
896,hängen::V,hänga,pender
897,werden::V,bli,hacerse
898,passieren::V,ske,suceder
899,passieren::V,hända,suceder
900,beginnen::V,börja,iniciarse
901,beginnen::V,börja,principiar
902,enden::V,ända,acabar
903,enden::V,ända,terminar
904,wechseln::V,växla,variar
905,wechseln::V,växla,alternar
906,aufgehen[Sonne]::V,gå upp,salir
907,untergehen[Sonne]::V,gå ned,ponerse
908,untergehen[Sonne]::V,gå ned,descender
909,scheinen[Sonne]::V,skina,brillar
910,donnern::V,dundra,tronar
911,wehen::V,blåsa,soplar
912,strömen::V,forsa,afluir
913,strömen::V,strömma,afluir
914,fließen::V,flyta,fluir
915,fließen::V,flyta,correr
916,sich drehen::V,snurra,girar
917,schwanken::V,vackla,vacilar
918,schwingen::V,svinga,oscilar
919,fallen::V,falla,caer
920,brennen::V,brinna,arder
921,brennen::V,brinna,quemar
922,rauchen::V,ryka,humear
923,rauchen::V,ryka,echar humo
924,regnen::V,regna,llover
925,gefrieren::V,frysa,helarse
926,tauen::V,töa,deshelarse
927,schmelzen::V,smälta,fundirse
928,schmelzen::V,smälta,derretirse
929,trocknen::V,torka,secarse
930,sieden::V,koka,hervir
931,sieden::V,sjuda,hervir
932,faulen::V,ruttna,pudrirse
933,verfaulen::V,ruttna,pudrirse
934,reißen::V,brista,romperse
935,versinken::V,sjunka,hundirse
936,vergehen::V,förgå,pasar
937,erscheinen::V,synas,aparecer
938,erscheinen::V,visa sig,aparecer
939,verschwinden::V,försvinna,desaparecer
940,sinken::V,sjunka,bajar
941,abnehmen::V,avta,decrecer
942,abnehmen::V,avta,disminuir
943,abnehmen::V,minskas,decrecer
944,abnehmen::V,minskas,disminuir
945,zunehmen::V,tilltaga,crecer
946,zunehmen::V,tilltaga,aumentar
947,steigen::V,stiga,subir
948,steigen::V,stiga,ascender
949,wachsen::V,växa,crecer
950,glänzen::V,glimma,brillar
951,glänzen::V,glimma,resplandecer
952,funkeln::V,tindra,chispear
953,funkeln::V,gnistra,chispear
954,lärmen::V,bråka,hacer ruido
955,lärmen::V,väsnas,hacer ruido
956,läuten::V,ringa,sonar
957,läuten::V,ringa,repicar
958,klingeln::V,ringa,tocar el timbre
959,klirren::V,klirra,tintinear
960,brausen::V,brusa,zumbar
961,rauschen::V,susa,murmurar
962,klingen::V,låta,sonar
963,klingen::V,klinga,sonar
964,bellen::V,skälla,ladrar
965,heulen::V,yla,ulular
966,heulen::V,tjuta,ulular
967,blasen::V,blåsa,soplar
968,pfeifen::V,vissla,silbar
969,schreien::V,skrika,gritar
970,stöhnen::V,stöna,gemir
971,zittern::V,darra,temblar
972,zittern::V,skälva,temblar
973,leben::V,leva,vivir
974,geboren werden::V,födas,nacer
975,atmen::V,andas,respirar
976,trinken::V,dricka,beber
977,essen::V,äta,comer
978,schlucken::V,svälja,tragar
979,müde werden::V,tröttna,cansarse
980,müde werden::V,tröttna,fatigarse
981,einschlafen::V,somna,dormirse
982,schlafen::V,sova,dormir
983,aufwachen::V,vakna,despertarse
984,aufstehen::V,stiga upp,levantarse
985,sich erholen::V,repa sig,reposar
986,sich erholen::V,repa sig,descansar
987,sich erholen::V,hämta sig,reposar
988,sich erholen::V,hämta sig,descansar
989,krank werden::V,insjukna,caer enfermo
990,krank sein::V,vara sjuk,estar enfermo
991,schmerzen::V,smärta,doler
992,schmerzen::V,göra ont,doler
993,husten::V,hosta,toser
994,genesen::V,tillfriskna,convalecer
995,genesen::V,tillfriskna,restablecerse
996,sterben::V,dö,morir
997,umkommen::V,omkomma,perecer
998,sich bewegen::V,röra sig,moverse
999,sich rühren::V,röra på sig,rebullir
1000,sich erheben::V,resa sig,levantarse
1001,sich setzen::V,sätta sig,sentarse
1002,hinfallen::V,falla omkull,caerse
1003,laufen::V,löpa,andar
1004,schreiten::V,skrida,proceder
1005,spazierengehen::V,promenera,pasear
1006,spazierengehen::V,promenera,pasearse
1007,eilen::V,ila,correr prisa
1008,sich beeilen::V,skynda sig,darse prisa
1009,sausen::V,susa,correr
1010,rennen::V,löpa,correr
1011,rennen::V,springa,correr
1012,springen::V,hoppa,saltar
1013,klettern::V,klättra,trepar
1014,klettern::V,klättra,escalar
1015,schaukeln::V,gunga,bambolearse
1016,kriechen::V,kräla,reptar
1017,kriechen::V,kräla,arrastrarse
1018,schwimmen::V,simma,nadar
1019,tauchen::V,dyka,bucear
1020,tauchen::V,dyka,sumergirse
1021,rudern::V,ro,remar
1022,fahren::V,köra,ir
1023,fliegen::V,flyga,volar
1024,gehen::V,gå,ir
1025,gehen::V,gå,andar
1026,weggehen::V,gå bort,irse
1027,weggehen::V,gå bort,marcharse
1028,abfahren::V,resa,salir
1029,abfahren::V,resa,partir
1030,abfahren::V,avresa,salir
1031,abfahren::V,avresa,partir
1032,anhalten::V,stanna,parar
1033,anhalten::V,stanna,pararse
1034,hineingehen::V,gå in,entrar
1035,eintreten::V,träda in,entrar
1036,kommen::V,komma,venir
1037,ankommen::V,ankomma,llegar
1038,zurückkommen::V,återkomma,volver
1039,zurückkommen::V,återkomma,regresar
1040,bleiben::V,bli,quedarse
1041,bleiben::V,förbli,quedarse
1042,warten::V,vänta,esperar
1043,erwarten::V,vänta,esperar
1044,suchen::V,leta,buscar
1045,finden::V,finna,hallar
1046,finden::V,finna,encontrar
1047,versuchen::V,försöka,intentar
1048,vorbereiten::V,förbereda,preparar
1049,lieben::V,älska,amar
1050,lieben::V,älska,querer
1051,mögen::V,tycka om,querer
1052,lachen::V,skratta,reír
1053,rühren::V,röra,conmover
1054,weinen::V,gråta,llorar
1055,schimpfen::V,skälla,regañar
1056,sich ärgern::V,förargas,enfadarse
1057,sich fürchten::V,vara rädd,tener miedo
1058,fürchten::V,frukta,temer
1059,fürchten::V,frukta,tener miedo a
1060,fliehen::V,fly,huir
1061,fliehen::V,rymma,huir
1062,flüchten::V,fly,escaparse
1063,sehen::V,se,ver
1064,anschauen::V,se på,mirar
1065,anschauen::V,betrakta,mirar
1066,ansehen::V,åse,mirar
1067,hören::V,höra,oír
1068,zuhören::V,höra på,escuchar
1069,zuhören::V,lyssna till,escuchar
1070,probieren::V,smaka,probar
1071,probieren::V,smaka,degustar
1072,probieren::V,smaka på,probar
1073,probieren::V,smaka på,degustar
1074,riechen::V,lukta,oler
1075,fühlen::V,känna,sentir
1076,scheinen::V,verka,parecer
1077,scheinen::V,tyckas,parecer
1078,zu sehen sein::V,synas,poder verse
1079,zu sehen sein::V,kunna ses,poder verse
1080,vernehmen::V,få veta,oír
1081,vernehmen::V,få veta,percibir
1082,vernehmen::V,förnimma,oír
1083,vernehmen::V,förnimma,percibir
1084,frieren::V,frysa,tener frío
1085,tun::V,göra,hacer
1086,können::V,kunna,poder
1087,wollen::V,vilja,querer
1088,anfangen::V,börja,iniciar
1089,beenden::V,avsluta,acabar
1090,beenden::V,avsluta,terminar
1091,aufhören::V,sluta,cesar
1092,aufhören::V,upphöra,cesar
1093,gelingen::V,lyckas,salir bien
1094,geraten::V,bli,salir
1095,geraten::V,bli,dar resultado
1096,öffnen::V,öppna,abrir
1097,schließen::V,låsa,cerrar
1098,schließen::V,stänga,cerrar
1099,stellen::V,ställa,poner
1100,stellen::V,ställa,colocar
1101,setzen::V,sätta,poner
1102,setzen::V,sätta,colocar
1103,legen::V,lägga,poner
1104,berühren::V,beröra,tocar
1105,verbinden::V,förbinda,unir
1106,verbinden::V,förbinda,juntar
1107,bedecken::V,täcka,tapar
1108,bedecken::V,täcka,cubrir
1109,bedecken::V,betäcka,tapar
1110,bedecken::V,betäcka,cubrir
1111,aufhängen::V,hänga,colgar
1112,aufhängen::V,hänga upp,colgar
1113,anzünden::V,tända,encender
1114,anzünden::V,antända,encender
1115,anzünden::V,tända på,encender
1116,aufheben::V,lyfta,recoger
1117,zurücklassen::V,lämna,dejar
1118,zurücklassen::V,efterlämna,dejar
1119,verlieren::V,mista,perder
1120,verlieren::V,förlora,perder
1121,fallen lassen::V,tappa,dejar caer
1122,fallen lassen::V,släppa,dejar caer
1123,machen::V,göra,hacer
1124,herstellen::V,tillverka,fabricar
1125,herstellen::V,framställa,fabricar
1126,bauen::V,bygga,construir
1127,reparieren::V,reparera,reparar
1128,verbessern::V,rätta,mejorar
1129,verbessern::V,förbättra,mejorar
1130,ändern::V,ändra,mudar
1131,ändern::V,ändra,modificar
1132,ändern::V,förändra,mudar
1133,ändern::V,förändra,modificar
1134,graben::V,gräva,cavar
1135,beugen::V,böja,doblar
1136,beugen::V,böja,inclinar
1137,biegen::V,böja,doblar
1138,biegen::V,kröka,doblar
1139,drehen::V,vrida,volver
1140,drehen::V,vrida,hacer girar
1141,wenden::V,vända,volver
1142,umdrehen::V,vrida om,revolver
1143,heben::V,häva,levantar
1144,hochheben::V,lyfta,alzar
1145,ergreifen::V,gripa,coger
1146,halten::V,hålla,tener
1147,drücken::V,trycka,apretar
1148,schieben::V,skjuta,empujar
1149,kratzen::V,riva,rascar
1150,kratzen::V,skrapa,rascar
1151,lecken::V,slicka,lamer
1152,beißen::V,bita,morder
1153,abreißen::V,slita_av,arrancar
1154,abreißen::V,riva_av,arrancar
1155,abschneiden::V,skära av,cortar
1156,binden::V,binda,atar
1157,stecken::V,sticka,meter
1158,brechen::V,bryta,romper
1159,brechen::V,bryta,quebrar
1160,brechen::V,brista,romper
1161,brechen::V,brista,quebrar
1162,klopfen::V,banka,golpear
1163,klopfen::V,klappa,golpear
1164,hauen::V,hugga,pegar
1165,kleben::V,klistra,pegar
1166,kleben::V,klistra,encolar
1167,reiben::V,gnida,frotar
1168,streichen::V,smörja,untar
1169,streichen::V,smörja,recubrir
1170,schleifen::V,slipa,afilar
1171,schneiden::V,skära,cortar
1172,schneiden::V,klippa,cortar
1173,rütteln::V,skaka,agitar
1174,schütteln::V,rista,agitar
1175,schütteln::V,rista,sacudir
1176,schwenken::V,svänga,menear
1177,schütten::V,hälla,verter
1178,füllen::V,fylla,llenar
1179,einwickeln::V,slå in,envolver
1180,einwickeln::V,veckla in,envolver
1181,tragen::V,bära,llevar
1182,schleppen::V,släpa,arrastrar
1183,ziehen::V,dra,tirar
1184,aufbewahren::V,förvara,conservar
1185,aufbewahren::V,ta vara på,conservar
1186,werfen::V,kasta,echar
1187,werfen::V,kasta,lanzar
1188,fangen::V,fånga,coger
1189,packen::V,gripa,agarrar
1190,packen::V,gripa tag,agarrar
1191,verstecken::V,gömma,esconder
1192,teilen::V,dela,partir
1193,teilen::V,dela,dividir
1194,schicken::V,skicka,enviar
1195,bringen::V,bringa,traer
1196,hinzufügen::V,tillägga,añadir
1197,bekommen::V,få,obtener
1198,bekommen::V,få,conseguir
1199,bekommen::V,erhålla,obtener
1200,bekommen::V,erhålla,conseguir
1201,erhalten::V,få,recibir
1202,erhalten::V,erhålla,recibir
1203,nehmen::V,ta,tomar
1204,nehmen::V,taga,tomar
1205,wählen::V,välja,elegir
1206,auswählen::V,utvälja,escoger
1207,auswählen::V,utvälja,seleccionar
1208,bewahren::V,bevara,guardar
1209,bewahren::V,bevara,preservar
1210,behindern::V,hindra,estorbar
1211,behindern::V,hindra,obstaculizar
1212,behindern::V,förhindra,estorbar
1213,behindern::V,förhindra,obstaculizar
1214,verderben::V,förstöra,estropear
1215,beschädigen::V,skada,deteriorar
1216,zerbrechen::V,bryta isär,romper
1217,zerbrechen::V,bryta isär,quebrar
1218,zerbrechen::V,bryta sönder,romper
1219,zerbrechen::V,bryta sönder,quebrar
1220,zerreißen::V,riva sönder,desgarrar
1221,zerreißen::V,riva sönder,despedazar
1222,zerreißen::V,slita sönder,desgarrar
1223,zerreißen::V,slita sönder,despedazar
1224,zerstören::V,förstöra,destruir
1225,zerstören::V,förstöra,destrozar
1226,verbrennen::V,bränna,quemar
1227,verbrennen::V,bränna upp,quemar
1228,geben::V,ge,dar
1229,reichen::V,räcka,pasar
1230,schenken::V,skänka,regalar
1231,versprechen::V,lova,prometer
1232,wünschen::V,önska,desear
1233,loben::V,lova,alabar
1234,loben::V,beröma,alabar
1235,küssen::V,pussa,besar
1236,wiegen::V,vagga,mecer
1237,zudecken::V,täcka,tapar
1238,zudecken::V,täcka,cubrir
1239,wecken::V,väcka,despertar
1240,zeigen::V,visa,mostrar
1241,führen::V,föra,guiar
1242,führen::V,föra,conducir
1243,lehren::V,lära,enseñar
1244,lehren::V,lära,instruir
1245,unterrichten::V,undervisa,enseñar
1246,aufziehen::V,uppfostra,criar
1247,leiten::V,leda,guiar
1248,leiten::V,leda,dirigir
1249,antreiben::V,driva på,impeler
1250,antreiben::V,driva på,impulsar
1251,lassen::V,få att,hacer
1252,einladen::V,bjuda,invitar
1253,einladen::V,inbjuda,invitar
1254,vereinigen::V,förena,unir
1255,besuchen::V,besöka,visitar
1256,besuchen::V,besöka,ir a ver
1257,treffen::V,möta,encontrar
1258,treffen::V,träffa,encontrar
1259,sich versammeln::V,församla sig,reunirse
1260,sich versammeln::V,församla sig,congregarse
1261,spielen::V,leka,jugar
1262,spielen::V,spela,jugar
1263,singen::V,sjunga,cantar
1264,tanzen::V,dansa,bailar
1265,sich trennen::V,skiljas,separarse
1266,verlassen::V,lämna,dejar
1267,verlassen::V,lämna,abandonar
1268,verlassen::V,överge,dejar
1269,verlassen::V,överge,abandonar
1270,retten::V,rädda,salvar
1271,bewachen::V,bevaka,vigilar
1272,schützen::V,skydda,proteger
1273,schützen::V,beskydda,proteger
1274,verteidigen::V,försvara,defender
1275,sich schlagen::V,slåss,batirse
1276,schießen::V,skjuta,tirar
1277,schießen::V,skjuta,disparar
1278,siegen::V,segra,vencer
1279,ärgern::V,förarga,enojar
1280,ärgern::V,förarga,enfadar
1281,schlagen::V,slå,pegar
1282,schlagen::V,slå,golpear
1283,treten::V,sparka,dar una patada a
1284,stechen::V,sticka,pinchar
1285,stoßen::V,stöta,empujar
1286,stehlen::V,stjäla,robar
1287,stehlen::V,stjäla,hurtar
1288,stören::V,störa,molestar
1289,belästigen::V,genera,molestar
1290,belästigen::V,genera,importunar
1291,belästigen::V,besvära,molestar
1292,belästigen::V,besvära,importunar
1293,verbergen::V,dölja,ocultar
1294,verbergen::V,dölja,esconder
1295,täuschen::V,vilseleda,engañar
1296,betrügen::V,bedra,engañar
1297,töten::V,döda,matar
1298,wohnen::V,bo,vivir
1299,wohnen::V,bo,habitar
1300,arbeiten::V,arbeta,trabajar
1301,sammeln::V,samla,recoger
1302,sammeln::V,samla,coleccionar
1303,pflücken::V,plocka,coger
1304,jagen::V,jaga,cazar
1305,fischen::V,fiska,pescar
1306,fassen::V,fånga,atrapar
1307,fassen::V,fånga,capturar
1308,hüten::V,vakta,guardar
1309,treiben::V,driva,aballar
1310,anbinden::V,binda fast,atar
1311,füttern::V,fodra,echar de comer
1312,melken::V,mjölka,ordeñar
1313,hacken::V,hacka,picar
1314,hacken::V,hacka,cortar
1315,gießen::V,hälla,regar
1316,gießen::V,vattna,regar
1317,reifen::V,mogna,madurar
1318,zubereiten::V,tillaga,preparar
1319,zubereiten::V,tillreda,preparar
1320,kochen::V,koka,cocer
1321,kochen::V,koka,guisar
1322,backen::V,baka,hornear
1323,backen::V,baka,cocer al horno
1324,braten::V,steka,asar
1325,braten::V,steka,freír
1326,umrühren::V,röra om,remover
1327,stricken::V,sticka,hacer punto
1328,stricken::V,sticka,hacer calceta
1329,nähen::V,sy,coser
1330,färben::V,färga,teñir
1331,färben::V,färga,colorear
1332,reinigen::V,rensa,limpiar
1333,reinigen::V,rengöra,limpiar
1334,waschen::V,tvätta,lavar
1335,abwischen::V,torka av,fregar
1336,abwischen::V,torka av,limpiar
1337,spülen::V,spola,aclarar
1338,spülen::V,spola,enjuagar
1339,spülen::V,skölja,aclarar
1340,spülen::V,skölja,enjuagar
1341,fegen::V,feja,barrer
1342,fegen::V,feja,pasar la escoba
1343,kehren::V,sopa,barrer
1344,baden::V,bada,bañarse
1345,sich waschen::V,tvätta sig,lavarse
1346,ausziehen::V,ta av,quitar
1347,ausziehen::V,ta av,quitarse
1348,anziehen::V,ta på,ponerse
1349,sich anziehen::V,klä på sig,vestirse
1350,kämmen::V,kamma,peinar
1351,schmücken::V,pynta,adornar
1352,schmücken::V,smycka,adornar
1353,sagen::V,säga,decir
1354,sprechen::V,tala,hablar
1355,reden::V,tala,hablar
1356,reden::V,tala,conversar
1357,reden::V,prata,hablar
1358,reden::V,prata,conversar
1359,sich unterhalten::V,prata,charlar
1360,sich unterhalten::V,prata,conversar
1361,fragen::V,fråga,preguntar
1362,fragen::V,spörja,preguntar
1363,bitten::V,be,rogar
1364,erzählen::V,berätta,contar
1365,mitteilen::V,meddela,comunicar
1366,mitteilen::V,meddela,participar
1367,nennen::V,kalla,llamar
1368,nennen::V,kalla,nombrar
1369,rufen::V,ropa,llamar
1370,prahlen::V,pråla,jactarse
1371,prahlen::V,skryta,jactarse
1372,übersetzen::V,tolka,traducir
1373,übersetzen::V,översätta,traducir
1374,denken::V,tänka,pensar
1375,glauben::V,tro,creer
1376,bemerken::V,uppmärksamma,notar
1377,bemerken::V,lägga märke till,notar
1378,erkennen::V,känna igen,reconocer
1379,begreifen::V,begripa,concebir
1380,verstehen::V,förstå,entender
1381,verstehen::V,förstå,comprender
1382,lernen::V,lära sig,aprender
1383,wissen::V,veta,saber
1384,sich erinnern an::V,minnas,recordar
1385,sich erinnern an::V,minnas,acordarse de
1386,sich erinnern an::V,komma ihåg,recordar
1387,sich erinnern an::V,komma ihåg,acordarse de
1388,vergessen::V,glömma,olvidar
1389,messen::V,mäta,medir
1390,zählen::V,räkna,contar
1391,rechnen::V,räkna,contar
1392,rechnen::V,räkna,calcular
1393,lesen::V,läsa,leer
1394,malen::V,måla,pintar
1395,zeichnen::V,teckna,dibujar
1396,schreiben::V,skriva,escribir
1397,besitzen::V,äga,poseer
1398,besitzen::V,besitta,poseer
1399,kaufen::V,köpa,comprar
1400,verkaufen::V,sälja,vender
1401,bezahlen::V,betala,pagar
1402,zahlen::V,betala,pagar
1403,beherrschen::V,behärska,dominar
1404,ertragen::V,tåla,soportar
1405,ertragen::V,uthärda,soportar
