,Concept_ID,zh,ku
838,bleiben::V,停留,sekinîn
839,warten::V,等,payîn
840,erwarten::V,等候,payîn
841,suchen::V,找,lêgerîn
842,finden::V,找到,peyda kirin
843,versuchen::V,尝试,çeribandin
844,vorbereiten::V,预备,amade kirin
845,lieben::V,爱,hez kirin
846,mögen::V,喜欢,dil kirin
847,lachen::V,笑,kenîn
848,weinen::V,哭,girîn
849,schimpfen::V,骂,pevçûn
850,sich ärgern::V,生气,enirîn
851,sich fürchten::V,害怕,tirsîn
852,fürchten::V,害怕,tirsin
853,fliehen::V,逃走,bazdan
854,flüchten::V,逃跑,revîn
855,sehen::V,看,dîtin
856,anschauen::V,注视,sêr kirin
857,ansehen::V,注视,hesibandin
858,hören::V,听,guhdar jirin
859,zuhören::V,倾听,guhdarî kirin
860,probieren::V,尝,tehm kirin
861,riechen::V,闻,bihn kirin
862,fühlen::V,感到,hîs kirin
863,scheinen::V,照耀,xoyer kir
864,zu sehen sein::V,可以看到,diyar bûn
865,vernehmen::V,审讯,bihîstin
866,frieren::V,觉得冷,qerişîn
867,tun::V,作,kirin
868,können::V,能,karin
869,wollen::V,要,xwestîn
870,anfangen::V,开始,dest pêkirin
871,beenden::V,结束,xelas kirin
872,aufhören::V,停止,xelas kirin
873,gelingen::V,成功,çe bûn
874,geraten::V,陷于,qewîmîn
875,öffnen::V,打开,vekirin
876,schließen::V,关,girtin
877,stellen::V,放,danîn
878,setzen::V,放,rûniştin
879,legen::V,摆,danîn
880,legen::V,摆,razandin
881,berühren::V,触,lêketin
882,verbinden::V,联结,anîn pê
883,bedecken::V,覆盖,sergirtin
884,aufhängen::V,挂,aliqandin
885,anzünden::V,点,pêxistin
886,aufheben::V,拾起,hildan
887,zurücklassen::V,遗留,hiştin
888,zurücklassen::V,遗留,vehiştin
889,verlieren::V,丧失,wendakirin
890,fallen lassen::V,让掉下,xistin bixe
891,fallen lassen::V,让掉下,xistin
892,machen::V,做,kirin
893,machen::V,做,çêkirin
894,herstellen::V,生产,çê kirin
895,herstellen::V,生产,peyda kirin
896,bauen::V,建造,lêkirin
897,reparieren::V,修理,veherînerîn
898,verbessern::V,改进,sererastkirin
899,ändern::V,改变,degiş kirin
900,graben::V,挖,kolandin
901,beugen::V,弯下,tewîn
902,beugen::V,弯下,xwar kirin
903,biegen::V,弯,tewandin
904,biegen::V,弯,xwarkirin
905,drehen::V,转动,fitilandin
906,wenden::V,转动,zivîrin
907,umdrehen::V,转动,vegerandin
908,heben::V,举起,hildan
909,hochheben::V,抬高,hildan
910,ergreifen::V,抓住,dest avêtin
911,halten::V,拿着,hîştin
912,halten::V,拿着,sekinîn
913,drücken::V,压,pêl kirin
914,schieben::V,推,damdan
915,kratzen::V,搔,xurandin
916,lecken::V,舔,alastin
917,beißen::V,咬,gez kirin
918,abreißen::V,撕下,hilşandin
919,abschneiden::V,切断,jêkirin
920,binden::V,捆,girêdan
921,stecken::V,插,têxistin
922,brechen::V,断裂,şikandin
923,klopfen::V,敲,kutandin
924,hauen::V,揍,li dan
925,kleben::V,粘,zeliqîn
926,kleben::V,粘,şirêz kirin
927,reiben::V,摩擦,firikandin
928,streichen::V,涂,bax dan
929,schleifen::V,拖曳,çarkirin
930,schneiden::V,切,jêkirin
931,rütteln::V,颠簸,hejandin
932,schütteln::V,摇动,daweşîn
933,schwenken::V,摇动,têwdan
934,schütten::V,倒,rijandin
935,füllen::V,填满,dagirtin
936,einwickeln::V,包,pêçandin
937,tragen::V,提,kişandin
938,tragen::V,提,rajtin
939,schleppen::V,扛,kişandin
940,ziehen::V,拉,kişandin
941,aufbewahren::V,保存,hilandin
942,werfen::V,扔,avêtin
943,fangen::V,捕捉,sem kirin
944,fangen::V,捕捉,girtin
945,packen::V,抓住,pê girtin
946,verstecken::V,藏,hîlanin
947,teilen::V,分,parvekirin
948,schicken::V,派遣,şandin
949,bringen::V,带来,anîn
950,bringen::V,带来,birin
951,hinzufügen::V,添加,dan ser
952,hinzufügen::V,添加,li tiştekî zêde kirin
953,bekommen::V,得到,standin
954,erhalten::V,接到,standin
955,nehmen::V,拿,girtin
956,wählen::V,挑选,ray dan
957,auswählen::V,选择,bijartin
958,bewahren::V,保持,rê li ber girtin
959,bewahren::V,保持,lê xwedî derketin
960,behindern::V,防碍,bara wi
961,verderben::V,败坏,heram bûn
962,beschädigen::V,损坏,xerab kirin
963,zerbrechen::V,破碎,şikênandin
964,zerbrechen::V,破碎,perçe kirin
965,zerreißen::V,撕碎,qelişandin
966,zerstören::V,毁坏,hilşandin
967,verbrennen::V,燃烧,şewitandin
968,geben::V,给,dan
969,geben::V,给,dayin
970,reichen::V,递给,besbûn
971,reichen::V,递给,têrkirin
972,schenken::V,赠送,diyarî kirin
973,versprechen::V,许诺,soz dan
974,wünschen::V,祝,dil kirin
975,loben::V,表扬,pesinandin
976,küssen::V,亲,maçkirin
977,wiegen::V,轻摇,lorandin
978,wiegen::V,轻摇,wezinandin
979,zudecken::V,盖上,nixumandin
980,wecken::V,唤起,bixwe hesandin
981,zeigen::V,指,şanîdan
982,führen::V,带领,raber kirin
983,lehren::V,教,hîn kirin
984,unterrichten::V,讲课,ders dan
985,aufziehen::V,抚养,mesinkirin
986,leiten::V,领导,rêberî kirin
987,antreiben::V,催促,bezandin
988,lassen::V,让,berdan
989,lassen::V,让,hiştin
990,einladen::V,邀请,dawet kirin
991,vereinigen::V,统一,bi yek kirin
992,besuchen::V,参观,mêvan bûn
993,treffen::V,会面,rast hatin
994,sich versammeln::V,聚集,li hev çivîn
995,spielen::V,玩,listin
996,singen::V,唱歌,stran
997,tanzen::V,跳舞,reqisîn
998,sich trennen::V,分别,hew berdan
999,verlassen::V,离开,tanê hişt
1000,verlassen::V,离开,bêkes
1001,retten::V,救,rihakirin
1002,bewachen::V,守卫,raçavkirin
1003,schützen::V,保护,hemet kirin
1004,verteidigen::V,保卫,paraztin
1005,sich schlagen::V,打架,li hev bezîn
1006,schießen::V,射击,agir kirin
1007,siegen::V,获胜,biser ketin
1008,ärgern::V,激怒,xeyirandin
1009,schlagen::V,打,lêdan
1010,schlagen::V,打,lêxistin
1011,treten::V,踢,têlekirin
1012,stechen::V,刺,têrekirin
1013,stoßen::V,撞,lêketin
1014,stehlen::V,盗窃,dizîn
1015,stehlen::V,盗窃,dizî birin
1016,stören::V,干扰,aciz kirin
1017,belästigen::V,打搅,li tela yeki ketin
1018,verbergen::V,隐藏,veşartin
1019,verbergen::V,隐藏,kemîndanîn
1020,täuschen::V,欺骗,xapandin
1021,täuschen::V,欺骗,lê zexeli kirin
1022,betrügen::V,欺骗,xapandin
1023,töten::V,杀,kûştin
1024,wohnen::V,居住,rûniştin
1025,arbeiten::V,工作,kar kirin
1026,arbeiten::V,工作,şêxulin
1027,sammeln::V,收集,komkirin
1028,pflücken::V,采,çinîn
1029,jagen::V,打猎,nêçîr kirin
1030,fischen::V,捕鱼,masî girtin
1031,fassen::V,捉住,pê girtin
1032,fassen::V,捉住,sêm kirin
1033,hüten::V,守护,hei jê man
1034,treiben::V,漂,bêherandin
1035,anbinden::V,拴,tewilandin
1036,füttern::V,喂,xwarine dan lê
1037,melken::V,挤奶,dotin
1038,hacken::V,剁细,kolandin
1039,gießen::V,浇,av dan
1040,reifen::V,成熟,kemilîn
1041,kochen::V,煮,xwarin çe kirin
1042,kochen::V,煮,kelandin
1043,backen::V,烤,pijandin
1044,braten::V,煎,qelandin
1045,braten::V,煎,sor kirin
1046,umrühren::V,搅拌,têvdan
1047,stricken::V,织,hûnan
1048,nähen::V,缝,kêl kirin
1049,färben::V,染色,boyax kirin
1050,reinigen::V,清洁,paqijkirin
1051,waschen::V,洗,şuştin
1052,abwischen::V,擦掉,pakîj kirin
1053,spülen::V,清洗,şuştin
1054,fegen::V,扫,maliştin
1055,kehren::V,打扫,maliştin
1056,baden::V,给...洗澡,serîşûştin
1057,sich waschen::V,洗澡,serîşûştin
1058,ausziehen::V,脱,jê kirin
1059,anziehen::V,穿,pê kirin
1060,sich anziehen::V,穿衣,xwe kirin
1061,kämmen::V,梳,şeh kirin
1062,schmücken::V,装饰,xemilandin
1063,sagen::V,说,gotin
1064,sagen::V,说,peyivîn
1065,sprechen::V,说,peyivîn
1066,reden::V,讲,axaftin
1067,sich unterhalten::V,聊天,hev biştaxilin
1068,fragen::V,问,pirsîn
1069,fragen::V,问,pirs kirin
1070,bitten::V,请,tika kirin
1071,erzählen::V,叙述,behs kirin
1072,mitteilen::V,通知,vegotin
1073,nennen::V,叫做,bi nav kirin
1074,rufen::V,叫,bakirin
1075,prahlen::V,吹牛,pesnê xwe dan
1076,übersetzen::V,翻译,qulibandin
1077,übersetzen::V,翻译,derbas kirin
1078,denken::V,想,fikirîn
1079,glauben::V,以为,bawer bûn
1080,bemerken::V,发觉,bala xwe dan
1081,bemerken::V,发觉,çac lê ketin
1082,erkennen::V,识别,pêhesîn
1083,begreifen::V,理解,fêmkirin
1084,verstehen::V,明白,fêmkirin
1085,lernen::V,学,halmandin
1086,lernen::V,学,fêrbun
1087,wissen::V,知道,zanîn
1088,sich erinnern an::V,回忆,bir bûn
1089,vergessen::V,忘记,ji bir kirin
1090,messen::V,测量,pê kanîn
1091,zählen::V,数,hejmardin
1092,rechnen::V,计算,hesibandin
1093,lesen::V,读,xwendin
1094,malen::V,画,rengandin
1095,malen::V,画,boyax kirin
1096,zeichnen::V,绘制,işaret kirin
1097,schreiben::V,写,nivîsandin
1098,besitzen::V,占有,hebûn
1099,kaufen::V,买,kirîn
1100,verkaufen::V,卖,firotin
1101,bezahlen::V,付钱,pere dan
1102,zahlen::V,支付,pere dan
1103,zahlen::V,支付,dayin
1104,beherrschen::V,统治,zebt kirin
1105,beherrschen::V,统治,hukim kirin
1106,ertragen::V,忍耐,bihêzkirin
1107,vergebens::ADV,,deya çun
1108,vergebens::ADV,,îfleh bûn
1109,klirren::V,,zingzing hat
1110,rauschen::V,,guşîn
1111,rühren::V,,hêjan
1112,zubereiten::V,,çe kirin
