,Concept_ID,nl,hr
210,Spinne::N,spin,pauk
211,Ameise::N,mier,mrav
212,Laus::N,luis,uš
213,Mücke::N,mug,komarac
214,Fliege::N,vlieg,muha
215,Schmetterling::N,vlinder,leptir
216,Beere::N,bes,boba
217,Beere::N,bes,bobica
218,Apfel::N,appel,jabuka
219,Pilz::N,paddestoel,pečurka
220,Zwiebel::N,ui,luk
221,Zwiebel::N,ui,kapula
222,Saat::N,zaad,sjemenje
223,Korn::N,graan,zrno
224,Korn::N,korrel,zrno
225,Heu::N,hooi,sijeno
226,Schale::N,schil,kora
227,Schale::N,schil,ljuska
228,Grube::N,kuil,jama
229,Falle::N,val,zamka
230,Falle::N,val,klopka
231,Schlinge::N,strop,uzao
232,Schlinge::N,strop,petlja
233,Spur::N,spoor,trag
234,Spur::N,spoor,slijed
235,Asche::N,as,pepeo
236,Dreck::N,drek,blato
237,Eisen::N,ijzer,željezo
238,Gold::N,goud,zlato
239,Silber::N,zilver,srebro
240,Kohle::N,kool,ugalj
241,Kohle::N,kool,ugljen
242,Glas::N,glas,staklo
243,Lehm::N,klei,glina
244,Lehm::N,klei,ilovača
245,Sand::N,zand,pijesak
246,Mensch::N,mens,čovjek
247,Mann::N,man,muškarac
248,Frau::N,vrouw,žena
249,Kind::N,kind,čedo
250,Kind::N,kind,dijete
251,Junge::N,jongen,momče
252,Junge::N,jongen,dječak
253,Mädchen::N,meisje,djevojka
254,Mädchen::N,meisje,djevojčica
255,Familie::N,gezin,obitelj
256,Familie::N,gezin,porodica
257,Familie::N,familie,obitelj
258,Familie::N,familie,porodica
259,Großvater::N,grootvader,djed
260,Großmutter::N,grootmoeder,baka
261,Eltern::N,ouders,roditelji
262,Vater::N,vader,otac
263,Mutter::N,moeder,majka
264,Sohn::N,zoon,sin
265,Tochter::N,dochter,kći
266,Tochter::N,dochter,kćerka
267,Bruder::N,broer,brat
268,Bruder::N,broeder,brat
269,Schwester::N,zus,sestra
270,Schwester::N,zuster,sestra
271,Onkel::N,oom,čika
272,Onkel::N,oom,ujak
273,Tante::N,tante,ujna
274,Tante::N,tante,tetka
275,Ehemann::N,echtgenoot,muž
276,Ehemann::N,echtgenoot,suprug
277,Ehefrau::N,echtgenote,žena
278,Ehefrau::N,echtgenote,supruga
279,Freude::N,vreugde,radost
280,Gelächter::N,gelach,grohot
281,Glück::N,geluk,sreća
282,Kummer::N,verdriet,jad
283,Kummer::N,verdriet,briga
284,Wunsch::N,wens,želja
285,Wunsch::N,verlangen,želja
286,Lust::N,zin,volja
287,Lust::N,lust,volja
288,Geist::N,geest,duh
289,Gedanke::N,gedachte,misao
290,Gedächtnis::N,geheugen,pamćenje
291,Verstand::N,verstand,um
292,Verstand::N,verstand,razum
293,Sinn::N,betekenis,smisao
294,Sinn::N,betekenis,značenje
295,Grund::N,reden,razlog
296,Wahrheit::N,waarheid,istina
297,Gespräch::N,gesprek,razgovor
298,Märchen::N,sprookje,bajka
299,Erzählung::N,verhaal,priča
300,Erzählung::N,verhaal,pripovijest
301,Nachricht::N,tijding,vijest
302,Neuigkeit::N,nieuws,novost
303,Neuigkeit::N,nieuwtje,novost
304,Name::N,naam,ime
305,Rätsel::N,raadsel,zagonetka
306,Rede::N,rede,govor
307,Rede::N,rede,besjeda
308,Sprache::N,taal,jezik
309,Stimme::N,stem,glas
310,Wort::N,woord,riječ
311,Zeichen::N,teken,znak
312,Ruf::N,roep,povik
313,Ruf::N,roep,poklik
314,Lärm::N,lawaai,buka
315,Lärm::N,lawaai,galama
316,Laut::N,klank,zvuk
317,Laut::N,geluid,zvuk
318,Ton::N,toon,ton
319,Ton::N,klank,ton
320,Lied::N,lied,pjesma
321,Ruhe::N,rust,tišina
322,Ruhe::N,rust,počinak
323,Ruhe::N,stilte,tišina
324,Ruhe::N,stilte,počinak
325,Leute::N,lui,ljudi
326,Leute::N,mensen,ljudi
327,Volk::N,volk,puk
328,Volk::N,volk,narod
329,Arbeit::N,werk,rad
330,Arbeit::N,werk,posao
331,Arbeit::N,arbeid,rad
332,Arbeit::N,arbeid,posao
333,Gast::N,gast,gost
334,Geschenk::N,cadeau,dar
335,Geschenk::N,cadeau,poklon
336,Geschenk::N,geschenk,dar
337,Geschenk::N,geschenk,poklon
338,Spiel::N,spel,igra
339,Gesellschaft::N,gezelschap,društvo
340,Gesellschaft::N,gezelschap,kompanija
341,Hilfe::N,hulp,pomoć
342,Freund::N,vriend,prijatelj
343,Kamerad::N,maat,drug
344,Kamerad::N,maat,drugar
345,Kamerad::N,metgezel,drug
346,Kamerad::N,metgezel,drugar
347,Angelegenheit::N,zaak,posao
348,Angelegenheit::N,aangelegenheid,posao
349,Anzahl::N,tal,broj
350,Anzahl::N,tal,brojnost
351,Anzahl::N,aantal,broj
352,Anzahl::N,aantal,brojnost
353,Art::N,slag,vid
354,Art::N,slag,vrst
355,Art::N,soort,vid
356,Art::N,soort,vrst
357,Stück::N,stuk,komad
358,Teil::N,deel,dio
359,Hälfte::N,helft,polovina
360,Kreis::N,kring,krug
361,Kreis::N,cirkel,krug
362,Kreuz::N,kruis,križ
363,Linie::N,lijn,crta
364,Strich::N,haal,crta
365,Strich::N,streep,crta
366,Abstand::N,afstand,razmak
367,Abstand::N,afstand,odstojanje
368,Entfernung::N,afstand,udaljenost
369,Gegend::N,streek,kraj
370,Gegend::N,streek,predeo
371,Platz::N,ruimte,mjesto
372,Ort::N,oord,mjesto
373,Ort::N,plaats,mjesto
374,Seite::N,zij,bok
375,Seite::N,zij,strana
376,Seite::N,kant,bok
377,Seite::N,kant,strana
378,Seite::N,zijde,bok
379,Seite::N,zijde,strana
380,Mitte::N,midden,sredina
381,Gegenstand::N,voorwerp,predmet
382,Sache::N,zaak,posao
383,Rand::N,rand,rub
384,Rand::N,rand,kraj
385,Rand::N,boord,rub
386,Rand::N,boord,kraj
387,Kante::N,kant,brid
388,Kante::N,kant,ivica
389,Ecke::N,hoek,ugao
390,Spitze::N,punt,vrh
391,Spitze::N,punt,šiljak
392,Spitze::N,spits,vrh
393,Spitze::N,spits,šiljak
394,Ende::N,einde,konac
395,Ende::N,uiteinde,konac
396,Loch::N,gat,rupa
397,Winkel::N,hoek,kut
398,Winkel::N,hoek,ugao
399,Muster::N,dessin,uzor
400,Muster::N,patroon,uzor
401,Größe::N,grootte,veličina
402,Länge::N,lengte,duljina
403,Höhe::N,hoogte,visina
404,Gewicht::N,gewicht,težina
405,Menge::N,hoeveelheid,mnoštvo
406,Menge::N,hoeveelheid,količina
407,Haufen::N,hoop,hrpa
408,Haufen::N,hoop,gomila
409,Reihe::N,rij,red
410,Reihe::N,reeks,red
411,Boot::N,boot,čun
412,Boot::N,boot,čamac
413,Ruder::N,roeiriem,veslo
414,Schlitten::N,slee,saone
415,Schlitten::N,slede,saone
416,Ski::N,ski,ski
417,Ski::N,ski,smučka
418,Lagerfeuer::N,kampvuur,logorska vatra
419,Last::N,last,tovar
420,Last::N,vracht,tovar
421,Gang::N,wandeling,hod
422,Schritt::N,stap,korak
423,Schritt::N,schrede,korak
424,Norden::N,noorden,sjever
425,Süden::N,zuiden,jug
426,Westen::N,westen,zapad
427,Osten::N,oosten,istok
428,Holz::N,hout,drvo
429,Brett::N,plank,daska
430,Platte::N,plaat,ploča
431,Stütze::N,stut,potpora
432,Stütze::N,steun,potpora
433,Stange::N,stang,motka
434,Stock::N,stok,štap
435,Stock::N,stok,palica
436,Stab::N,staf,štap
437,Stab::N,staf,šipka
438,Rohr::N,pijp,cijev
439,Haus::N,huis,kuća
440,Heim::N,tehuis,dom
441,Ofen::N,kachel,peć
442,Fußboden::N,vloer,pod
443,Tisch::N,tafel,stol
444,Tisch::N,tafel,trpeza
445,Stuhl::N,stoel,stolac
446,Stuhl::N,stoel,stolica
447,Wiege::N,wieg,kolijevka
448,Bett::N,bed,krevet
449,Bett::N,bed,postelja
450,Regal::N,rek,polica
451,Kiste::N,kist,sanduk
452,Fenster::N,raam,prozor
453,Fenster::N,venster,prozor
454,Tür::N,deur,vrata
455,Tor::N,poort,vrata
456,Tor::N,poort,kapija
457,Zaun::N,omheining,plot
458,Zaun::N,omheining,ograda
459,Dach::N,dak,krov
460,Leiter::N,ladder,ljestve
461,Leiter::N,ladder,ljestvice
462,Besen::N,bezem,metla
463,Spaten::N,schop,ašov
464,Schaufel::N,schep,lopata
465,Gabel::N,vork,viljuška
466,Löffel::N,lepel,žlica
467,Messer::N,mes,nož
468,Nagel::N,spijker,čavao
469,Netz::N,net,mreža
470,Haken::N,haak,kuka
471,Griff::N,handvat,držak
472,Griff::N,handvat,ručica
473,Schloss::N,slot,brava
474,Bild::N,beeld,slika
475,Figur::N,figuur,figura
476,Puppe::N,pop,lutka
477,Beutel::N,zak,kesa
478,Beutel::N,buidel,kesa
479,Bündel::N,pak,snop
480,Bündel::N,pak,svežanj
481,Bündel::N,bundel,snop
482,Bündel::N,bundel,svežanj
483,Tasche::N,tas,torba
484,Tasche::N,tas,taška
485,Eimer::N,emmer,kabao
486,Deckel::N,deksel,poklopac
487,Geschirr::N,vaatwerk,suđe
488,Geschirr::N,vaatwerk,posuđe
489,Sack::N,zak,džak
490,Sack::N,zak,vreća
491,Tasse::N,kop,šalica
492,Topf::N,pan,lonac
493,Kessel::N,ketel,kazan
494,Essen::N,eten,obrok
495,Nahrung::N,voedsel,hrana
496,Speise::N,spijs,jelo
497,Fleisch::N,vlees,meso
498,Getreide::N,graan,žito
499,Getreide::N,graan,žitarice
500,Brei::N,pap,kaša
501,Brei::N,brij,kaša
502,Brot::N,brood,kruh
503,Scheibe::N,plak,kriška
504,Scheibe::N,snede,kriška
505,Fett::N,vet,mast
506,Fett::N,vet,salo
507,Butter::N,boter,buter
508,Butter::N,boter,maslac
509,Öl::N,olie,ulje
510,Salz::N,zout,sol
511,Suppe::N,soep,supa
512,Honig::N,honing,med
513,Milch::N,melk,mlijeko
514,Tee::N,thee,čaj
515,Leder::N,leer,koža
516,Leder::N,leder,koža
517,Wolle::N,wol,vuna
518,Stoff::N,stof,štof
519,Stoff::N,stof,tkanina
520,Nadel::N,naald,igla
521,Faden::N,draad,nit
522,Faden::N,draad,konac
523,Knopf::N,knoop,dugme
524,Knoten::N,knoop,čvor
525,Knoten::N,knoop,uzao
526,Farbe::N,verf,farba
527,Kleidung::N,kledij,odjeća
528,Kleidung::N,kleding,odjeća
529,Hemd::N,hemd,košulja
530,Kragen::N,kraag,ovratnik
531,Ärmel::N,mouw,rukav
532,Hose::N,broek,hlače
533,Hose::N,pantalon,hlače
534,Gürtel::N,riem,pas
535,Gürtel::N,riem,pojas
536,Gürtel::N,gordel,pas
537,Gürtel::N,gordel,pojas
538,Mütze::N,muts,kapa
539,Schuh::N,schoen,cipela
540,Stiefel::N,laars,čizma
541,Ring::N,ring,prsten
542,Band::N,lint,vrpca
543,Kamm::N,kam,češalj
544,Spiegel::N,spiegel,zrcalo
545,Spiegel::N,spiegel,ogledalo
546,Riemen::N,riem,kaiš
547,Riemen::N,riem,remen
548,Schnur::N,koord,vrpca
549,Leine::N,lijn,uzica
550,Decke::N,deken,ćebe
551,Decke::N,deken,pokrivač
552,Kissen::N,kussen,jastuk
553,Tuch::N,doek,rubac
554,Tuch::N,doek,marama
555,Handtuch::N,handdoek,ručnik
556,Kraft::N,kracht,snaga
557,Stärke::N,sterkte,jakost
558,Gesundheit::N,gezondheid,zdravlje
559,Krankheit::N,ziekte,bolest
560,Schmerz::N,pijn,bol
561,Wunde::N,wond,rana
562,Fieber::N,koorts,groznica
563,Arznei::N,medicament,lijek
564,Arznei::N,geneesmiddel,lijek
565,Brücke::N,brug,most
566,Brücke::N,brug,ćuprija
567,Brunnen::N,put,bunar
568,Brunnen::N,put,zdenac
569,Brunnen::N,bron,bunar
570,Brunnen::N,bron,zdenac
571,Weide::N,wei,paša
572,Weide::N,wei,pašnjak
573,Weide::N,weide,paša
574,Weide::N,weide,pašnjak
575,Pfad::N,pad,staza
576,Weg::N,weg,put
577,Straße::N,baan,drum
578,Straße::N,baan,cesta
579,Straße::N,straat,drum
580,Straße::N,straat,cesta
581,Dorf::N,dorp,selo
582,Stadt::N,stad,grad
583,Stadt::N,stad,varoš
584,Brief::N,brief,list
585,Brief::N,brief,pismo
586,Buch::N,boek,knjiga
587,Buchstabe::N,letter,slovo
588,Zeitung::N,krant,novine
589,Zeitung::N,dagblad,novine
590,Leben::N,leven,život
591,Tod::N,dood,smrt
592,Grab::N,graf,raka
593,Kirche::N,kerk,crkva
594,Sünde::N,zonde,grijeh
595,Gott::N,god,bog
596,Arbeiter::N,arbeider,radnik
597,Chef::N,chef,šef
598,Meister::N,meester,majstor
599,Arzt::N,arts,liječnik
600,Arzt::N,dokter,liječnik
601,Lehrer::N,leraar,učitelj
602,Lehrer::N,onderwijzer,učitelj
603,Geld::N,geld,novac
604,Geschäft::N,zaak,posao
605,Geschäft::N,zaak,trgovina
606,Laden::N,winkel,dućan
607,Preis::N,prijs,cijena
608,Ware::N,waar,roba
609,Nutzen::N,nut,korist
610,Nutzen::N,voordeel,korist
611,Reichtum::N,rijkdom,bogatstvo
612,Welt::N,wereld,svijet
613,Land::N,land,zemlja
614,Staat::N,staat,država
615,König::N,koning,kralj
616,Macht::N,macht,moć
617,Macht::N,macht,vlast
618,Grenze::N,grens,granica
619,Krieg::N,oorlog,rat
620,Feind::N,vijand,neprijatelj
621,Gewalt::N,geweld,sila
622,Gewalt::N,geweld,nasilje
623,Kampf::N,strijd,boj
624,Kampf::N,strijd,borba
625,Kampf::N,gevecht,boj
626,Kampf::N,gevecht,borba
627,Bogen[Waffe]::N,boog,luk
628,Pfeil::N,pijl,strijela
629,Gewehr::N,geweer,puška
630,Fehler::N,fout,pogreška
631,Fehler::N,fout,griješka
632,Lüge::N,leugen,laž
633,Schaden::N,schade,šteta
634,Unglück::N,tegenspoed,nesreća
635,Schuld::N,schuld,krivnja
636,Alter::N,leeftijd,dob
637,Schluss::N,slot,kraj
638,Schluss::N,slot,konac
639,Zeit::N,tijd,doba
640,Zeit::N,tijd,vrijeme
641,Tag::N,dag,dan
642,Morgen::N,morgen,jutro
643,Morgen::N,ochtend,jutro
644,Mittag::N,middag,podne
645,Abend::N,avond,veče
646,Abend::N,avond,večer
647,Nacht::N,nacht,noć
648,Woche::N,week,sedmica
649,Monat::N,maand,mjesec
650,Jahr::N,jaar,godina
651,Frühling::N,lente,proljeće
652,Frühling::N,voorjaar,proljeće
653,Sommer::N,zomer,ljeto
654,Herbst::N,herfst,jesen
655,Winter::N,winter,zima
656,Januar::N,januari,januar
657,Januar::N,januari,siječanj
658,Februar::N,februari,veljača
659,Februar::N,februari,februar
660,März::N,maart,mart
661,März::N,maart,ožujak
662,April::N,april,april
663,April::N,april,travanj
664,Mai::N,mei,maj
665,Mai::N,mei,svibanj
666,Juni::N,juni,juni
667,Juni::N,juni,lipanj
668,Juli::N,juli,juli
669,Juli::N,juli,srpanj
670,August::N,augustus,august
671,August::N,augustus,kolovoz
672,September::N,september,rujan
673,September::N,september,septembar
674,Oktober::N,oktober,oktobar
675,Oktober::N,oktober,listopad
676,November::N,november,studeni
677,November::N,november,novembar
678,Dezember::N,december,prosinac
679,Montag::N,maandag,ponedjeljak
680,Montag::N,maandag,ponedjeljnik
681,Dienstag::N,dinsdag,utorak
682,Dienstag::N,dinsdag,utornik
683,Mittwoch::N,woensdag,srijeda
684,Donnerstag::N,donderdag,četvrtak
685,Freitag::N,vrijdag,petak
686,Samstag::N,zaterdag,subota
687,Sonntag::N,zondag,nedjelja
688,groß::A,groot,velik
689,klein::A,klein,mali
690,klein::A,klein,malen
691,lang::A,lang,dug
692,lang::A,lang,dugačak
693,kurz::A,kort,kratak
694,breit::A,breed,širok
695,schmal::A,smal,uski
696,schmal::A,smal,uzak
697,dicht::A,dicht,gust
698,dick[Gegenstand]::A,dik,debeo
699,dünn::A,dun,tanak
700,fein::A,fijn,fin
701,fein::A,fijn,tanak
702,fest::A,vast,čvrst
703,flach::A,plat,ravan
704,flach::A,plat,plosnat
705,glatt::A,glad,gladak
706,hart::A,hard,tvrd
707,weich::A,week,mek
708,weich::A,week,mekan
709,rund::A,rond,okrugao
710,spitz::A,spits,oštar
711,spitz::A,spits,šiljast
712,spitz::A,puntig,oštar
713,spitz::A,puntig,šiljast
714,scharf::A,scherp,oštar
715,scharf::A,scherp,bridak
716,stumpf::A,stomp,tup
717,schwer::A,zwaar,težak
718,schön::A,mooi,krasan
719,schön::A,fraai,krasan
720,heiß::A,heet,vruć
721,warm::A,warm,topao
722,kalt::A,koud,hladan
723,kühl::A,koel,hladan
724,frisch::A,fris,svjež
725,feucht::A,vochtig,vlažan
726,nass::A,nat,mokar
727,trocken::A,droog,suh
728,voll::A,vol,pun
729,leer::A,leeg,prazan
730,offen::A,open,otvoren
731,geschlossen::A,gesloten,zatvoren
732,sauber::A,net,čist
733,sauber::A,schoon,čist
734,schmutzig::A,vuil,nečist
735,schmutzig::A,vuil,blatan
736,roh::A,rauw,sirov
737,reif::A,rijp,zreo
738,lecker::A,lekker,tečan
739,lecker::A,lekker,ukusan
740,süß::A,zoet,sladak
741,bitter::A,bitter,gorak
742,sauer::A,zuur,kiseo
743,hell::A,licht,vedar
744,hell::A,licht,svijetao
745,hell::A,helder,vedar
746,hell::A,helder,svijetao
747,dunkel::A,donker,taman
748,schwarz::A,zwart,crn
749,weiß::A,wit,bio
750,weiß::A,wit,bijel
751,rot::A,rood,crven
752,gelb::A,geel,žut
753,blau::A,blauw,plav
754,blau::A,blauw,modar
755,grün::A,groen,zelen
756,grau::A,grijs,siv
757,bunt::A,bont,šaren
758,billig::A,goedkoop,jeftin
759,teuer::A,duur,skup
760,wertvoll::A,kostbaar,vrijedan
761,wertvoll::A,kostbaar,dragocjen
762,wertvoll::A,waardevol,vrijedan
763,wertvoll::A,waardevol,dragocjen
764,blind::A,blind,slijep
765,taub::A,doof,gluh
766,kräftig::A,krachtig,snažan
767,stark::A,sterk,jak
768,stark::A,sterk,snažan
769,schwach::A,zwak,slab
770,fett::A,vet,pretio
771,schlank::A,slank,vitak
772,hübsch::A,leuk,zgodan
773,böse::A,kwaad,zao
774,böse::A,kwaad,opak
775,dumm::A,dom,glup
776,faul::A,lui,lijen
777,fleißig::A,vlijtig,radin
778,fleißig::A,vlijtig,marljiv
779,geizig::A,gierig,škrt
780,klug::A,slim,razborit
781,klug::A,schrander,razborit
782,klug::A,verstandig,razborit
783,geschickt::A,handig,vješt
784,geschickt::A,vaardig,vješt
785,lieb::A,lief,drag
786,lustig::A,vrolijk,veseo
787,sanft::A,zacht,blag
788,hungrig::A,hongerig,gladan
789,krank::A,ziek,bolestan
790,nackt::A,naakt,nag
791,traurig::A,treurig,tužan
792,traurig::A,treurig,žalostan
793,traurig::A,bedroefd,tužan
794,traurig::A,bedroefd,žalostan
795,lebendig::A,levend,živ
796,gut::A,goed,dobar
797,schlecht::A,slecht,loš
798,schlecht::A,slecht,rđav
799,richtig::A,juist,tačan
800,richtig::A,juist,ispravan
801,schlimm::A,erg,zao
802,schlimm::A,erg,zločest
803,schlimm::A,kwaad,zao
804,schlimm::A,kwaad,zločest
805,wahr::A,waar,istinit
806,alt::A,oud,star
807,neu::A,nieuw,nov
808,ehemalig::A,voormalig,bivši
809,alt[Lebewesen]::A,oud,star
810,jung::A,jong,mlad
811,arm::A,arm,ubog
812,arm::A,arm,siromašan
813,reich::A,rijk,bogat
814,bekannt::A,bekend,poznat
815,berühmt::A,beroemd,čuven
816,berühmt::A,beroemd,slavan
817,fremd::A,vreemd,tuđ
818,fremd::A,vreemd,stran
819,verschieden::A,verscheiden,razan
820,verschieden::A,verscheiden,različan
821,verschieden::A,verschillend,razan
822,verschieden::A,verschillend,različan
823,nah::A,nabij,blizak
824,nah::A,nabijgelegen,blizak
825,fern::A,ver,dalek
826,fern::A,ver,daljnji
827,linker::A,linker,lijevi
828,rechter::A,rechter,desni
829,anderer::A,andere,drugi
830,anderer::A,andere,drugačiji
831,erster::A,eerste,prvi
832,zweiter::A,tweede,drugi
833,dritter::A,derde,treći
834,letzter::A,laatste,zadnji
835,allein::ADV,alleen,sam
836,auf einmal::ADV,ineens,istodobno
837,auf einmal::ADV,tegelijk,istodobno
838,zusammen::ADV,samen,skupa
839,zusammen::ADV,samen,zajedno
840,zusammen::ADV,bijeen,skupa
841,zusammen::ADV,bijeen,zajedno
842,lange::ADV,lang,dugo
843,plötzlich::ADV,eensklaps,naglo
844,plötzlich::ADV,eensklaps,iznenada
845,plötzlich::ADV,plotsklaps,naglo
846,plötzlich::ADV,plotsklaps,iznenada
847,sofort::ADV,terstond,odmah
848,sofort::ADV,aanstonds,odmah
849,sofort::ADV,onmiddelijk,odmah
850,später::ADV,later,kasnije
851,jetzt::ADV,nu,sad
852,jetzt::ADV,nu,sada
853,jetzt::ADV,nou,sad
854,jetzt::ADV,nou,sada
855,jetzt::ADV,thans,sad
856,jetzt::ADV,thans,sada
