,Concept_ID,ko,bg
128,Küste::N,해변,крайбрежие
129,Küste::N,해변가,бряг
130,Küste::N,해변가,крайбрежие
131,Festland::N,본토,суша
132,Meer::N,바다,море
133,Bucht::N,협만,залив
134,Insel::N,섬,остров
135,Blume::N,꽃,цвете
136,Gras::N,풀,трева
137,Wurzel::N,뿌리,корен
138,Baum::N,나무,дърво
139,Stamm::N,대,стъбло
140,Rinde::N,나무껍질,кора
141,Ast::N,가지,клон
142,Zweig::N,가지,клон
143,Blatt::N,잎,лист
144,Birke::N,자작나무,бреза
145,Kiefer[Baum]::N,소나무,бор
146,Weide[Baum]::N,쉬양버들,върба
147,Tanne::N,전나무,ела
148,Horn::N,뿔,рог
149,Feder::N,깃털,перо
150,Fell::N,피혁모피,кожа
151,Flügel::N,날개,крило
152,Klaue::N,갈고리 발톺,нокът
153,Kralle::N,발툭,нокът
154,Schwanz::N,꼬리,опашка
155,Ei::N,알,яйце
156,Nest::N,보금자리,гнездо
157,Bau::N,굴,дупка
158,Tier::N,짐승,животно
159,Herde::N,가축의떼,стадо
160,Kuh::N,암소,крава
161,Bulle::N,황소,бик
162,Pferd::N,말,кон
163,Schaf::N,양,овца
164,Schwein::N,돼지,свиня
165,Hund::N,개,куче
166,Katze::N,고양이,котка
167,Bär::N,콤,мечка
168,Eichhörnchen::N,다람쥐,катерица
169,Elch::N,고라니,лос
170,Fuchs::N,여우,лисица
171,Hase::N,토끼,заек
172,Maus::N,쥐,мишка
173,Wolf::N,늑대,вълк
174,Vogel::N,새,птица
175,Schwarm::N,뗴,рой
176,Schwarm::N,뗴,рояк
177,Huhn::N,암탉,кокошка
178,Hahn::N,수탉,петел
179,Gans::N,거위,гъска
180,Adler::N,수리,орел
181,Ente::N,오리,патица
182,Eule::N,부엉이,сова
183,Kranich::N,두루미,жерав
184,Krähe::N,까마귀,врана
185,Kuckuck::N,뻐꾸기,кукувица
186,Schwan::N,배조,лебед
187,Fisch::N,물고기,риба
188,Barsch::N,농어,костур
189,Hecht::N,에속스,щука
190,Schlange[Tier]::N,뱀,змия
191,Wurm::N,벌레,червей
192,Spinne::N,거미,паяк
193,Ameise::N,개미,мравка
194,Laus::N,이,въшка
195,Mücke::N,모기,комар
196,Fliege::N,날기,муха
197,Schmetterling::N,나비,пеперуда
198,Beere::N,장과,плод
199,Apfel::N,사과,ябълка
200,Pilz::N,고방이,гъба
201,Zwiebel::N,양파,лук
202,Zwiebel::N,양파,кромид
203,Saat::N,씨,семе
204,Korn::N,알맹이,зърно
205,Heu::N,건초,сено
206,Schale::N,피상,кора
207,Falle::N,함정,примка
208,Schlinge::N,올가미,клуп
209,Schlinge::N,멜빵붕대,клуп
210,Spur::N,발지국,диря
211,Spur::N,발지국,следа
212,Asche::N,재,пепел
213,Dreck::N,똥,кал
214,Dreck::N,오물,кал
215,Eisen::N,쇠,желязо
216,Eisen::N,철,желязо
217,Gold::N,항금,злато
218,Silber::N,은,сребро
219,Kohle::N,슻,въглища
220,Glas::N,유리,стъкло
221,Lehm::N,찰흙,глина
222,Sand::N,모래,пясък
223,Mensch::N,사람,човек
224,Mann::N,남자,мъж
225,Frau::N,여자,жена
226,Kind::N,아이,дете
227,Junge::N,소녁,момче
228,Mädchen::N,소녀,момиче
229,Familie::N,가족,фамилия
230,Familie::N,가족,семейство
231,Großvater::N,할아버지,дядо
232,Großmutter::N,할머니,баба
233,Eltern::N,어버오,родители
234,Vater::N,아버지,баща
235,Mutter::N,어머니,майка
236,Sohn::N,아들,син
237,Tochter::N,딸기,дъщеря
238,Bruder::N,형제,брат
239,Schwester::N,누이,сестра
240,Onkel::N,백부,чичо
241,Onkel::N,백부,вуйчо
242,Tante::N,아주머니,леля
243,Ehemann::N,남편,съпруг
244,Ehefrau::N,아내,съпруга
245,Freude::N,기쁨,радост
246,Gelächter::N,웃음,смях
247,Glück::N,즐거움,щастие
248,Kummer::N,슬픔,тъга
249,Wunsch::N,소망,желание
250,Geist::N,할기,дух
251,Gedanke::N,상념,мисъл
252,Gedächtnis::N,기억,памет
253,Verstand::N,분별,ум
254,Verstand::N,분별,разум
255,Verstand::N,지능,ум
256,Verstand::N,지능,разум
257,Sinn::N,센스,смисъл
258,Grund::N,까닭,причина
259,Wahrheit::N,참,правда
260,Wahrheit::N,진실,правда
261,Gespräch::N,대화,разговор
262,Märchen::N,동화,приказка
263,Erzählung::N,이야기,разказ
264,Neuigkeit::N,뉴스,новина
265,Name::N,이름,име
266,Rätsel::N,수수께끼,гатанка
267,Rede::N,연설,реч
268,Rede::N,연설,слово
269,Sprache::N,말,език
270,Stimme::N,목소리,глас
271,Wort::N,낱말,дума
272,Zeichen::N,신호,знак
273,Ruf::N,부름,зов
274,Lärm::N,소동,шум
275,Lärm::N,소동,глъчка
276,Laut::N,음성,звук
277,Ton::N,목소리,тон
278,Lied::N,노래,песен
279,Ruhe::N,쉼,тишина
280,Ruhe::N,쉼,спокойствие
281,Leute::N,사람들,хора
282,Volk::N,국중,народ
283,Arbeit::N,근로,труд
284,Arbeit::N,근로,работа
285,Arbeit::N,너무,труд
286,Arbeit::N,너무,работа
287,Gast::N,손님,гост
288,Geschenk::N,행하,дар
289,Geschenk::N,행하,подарък
290,Spiel::N,무리,игра
291,Gesellschaft::N,교제,общество
292,Hilfe::N,거들음,помощ
293,Hilfe::N,보좌,помощ
294,Freund::N,친구,приятел
295,Kamerad::N,동실자,другар
296,Angelegenheit::N,용무,работа
297,Anzahl::N,어떤,брой
298,Anzahl::N,어떤,количество
299,Anzahl::N,수,брой
300,Anzahl::N,수,количество
301,Art::N,정류,вид
302,Stück::N,일부분,къс
303,Stück::N,일부분,парче
304,Teil::N,몱,дял
305,Teil::N,몱,част
306,Teil::N,구훠,дял
307,Teil::N,구훠,част
308,Hälfte::N,2분의,половина
309,Kreis::N,고리,кръг
310,Kreuz::N,열십자,кръст
311,Linie::N,선,черта
312,Strich::N,스침,щрих
313,Strich::N,스침,черта
314,Abstand::N,거리,дистанция
315,Abstand::N,거리,разстояние
316,Entfernung::N,거리,разстояние
317,Gegend::N,곳,местност
318,Gegend::N,부금,местност
319,Platz::N,장소,място
320,Ort::N,장소,място
321,Seite::N,옆면,страна
322,Mitte::N,궁간,среда
323,Gegenstand::N,항목,предмет
324,Sache::N,뭉에,вещ
325,Rand::N,가,ръб
326,Kante::N,귀퉁,ръб
327,Kante::N,귀퉁,кант
328,Ecke::N,구석,ъгъл
329,Spitze::N,끝,връх
330,Spitze::N,끝,острие
331,Spitze::N,참단,връх
332,Spitze::N,참단,острие
333,Ende::N,말당,край
334,Loch::N,빙옷,дупка
335,Winkel::N,각도,кът
336,Winkel::N,각도,ъгъл
337,Muster::N,본,десен
338,Muster::N,본,образец
339,Muster::N,견복,десен
340,Muster::N,견복,образец
341,Größe::N,신장,големина
342,Länge::N,길이긺,дължина
343,Höhe::N,높이,висота
344,Höhe::N,높이,височина
345,Gewicht::N,추,тегло
346,Gewicht::N,추,тежест
347,Menge::N,수양,количество
348,Haufen::N,퇴적,куп
349,Haufen::N,퇴적,грамада
350,Reihe::N,열,ред
351,Reihe::N,열,редица
352,Boot::N,보트,лодка
353,Ruder::N,노,весло
354,Ruder::N,노,гребло
355,Schlitten::N,썰매,шейна
356,Ski::N,스키,ски
357,Lagerfeuer::N,캠프의 모닥불,огнище
358,Last::N,무거운짐,товар
359,Gang::N,걸음,ход
360,Gang::N,걸음,вървеж
361,Schritt::N,보조,стъпка
362,Norden::N,북쪽 ,север
363,Süden::N,남쪽,юг
364,Westen::N,서쪽,запад
365,Osten::N,동쪽,изток
366,Holz::N,목재,дърво
367,Brett::N,마루널,дъска
368,Platte::N,탤,
369,Platte::N,금속판,
370,Stütze::N,버팀목,
371,Stange::N,장대,прът
372,Stange::N,장대,върлина
373,Stock::N,막대기,прът
374,Stock::N,막대기,тояга
375,Stab::N,작대기,прът
376,Rohr::N,갈대,цев
377,Rohr::N,갈대,тръба
378,Haus::N,집,къща
379,Heim::N,집,дом
380,Ofen::N,아궁이,печка
381,Fußboden::N,마루,под
382,Tisch::N,탁자,маса
383,Stuhl::N,의자,стол
384,Wiege::N,발상지,люлка
385,Bett::N,침대,легло
386,Bett::N,침대,креват
387,Regal::N,서가,рафт
388,Regal::N,서가,етажерка
389,Kiste::N,짐궤,кутия
390,Kiste::N,짐궤,сандък
391,Fenster::N,눔,прозорец
392,Tür::N,문,врата
393,Tor::N,대문,врата
394,Zaun::N,담장,ограда
395,Dach::N,지붕,покрив
396,Leiter::N,사닥다리,стълба
397,Besen::N,비,метла
398,Spaten::N,가래,лопата
399,Schaufel::N,삽,лопата
400,Gabel::N,갈래,вилица
401,Löffel::N,숟가락,лъжица
402,Messer::N,나이프,нож
403,Nagel::N,발툽,гвоздей
404,Netz::N,그물,мрежа
405,Haken::N,갈고리,кука
406,Haken::N,갈고리,закачалка
407,Griff::N,움켜쥠,ръчка
408,Griff::N,움켜쥠,дръжка
409,Schloss::N,자물쇠,брава
410,Schloss::N,자물쇠,ключалка
411,Bild::N,그림,картина
412,Figur::N,몸메,фигура
413,Puppe::N,인형,кукла
414,Beutel::N,클,кесия
415,Bündel::N,자근다발,връзка
416,Tasche::N,가방,чанта
417,Eimer::N,동이,кофа
418,Deckel::N,뚜껑,капак
419,Deckel::N,뚜껑,похлупак
420,Geschirr::N,식시,съдове
421,Sack::N,조갑,чувал
422,Tasse::N,차잔,чаша
423,Topf::N,단지,гърне
424,Topf::N,단지,тенджера
425,Kessel::N,주전자,котел
426,Essen::N,먹기,ядене
427,Nahrung::N,식료,храна
428,Speise::N,음식물,ястие
429,Fleisch::N,고기,месо
430,Getreide::N,곡물,зърнено храни
431,Brei::N,젤리,каша
432,Brot::N,빵,хляб
433,Scheibe::N,원반,резен
434,Fett::N,기름,мазнина
435,Butter::N,버터,масло
436,Öl::N,올리브유,олио
437,Öl::N,올리브유,оливия
438,Salz::N,소금,сол
439,Suppe::N,국,супа
440,Suppe::N,수프,супа
441,Honig::N,감미,мед
442,Milch::N,유즙,мляко
443,Tee::N,차,чай
444,Leder::N,가죽,кожа
445,Wolle::N,양털,вълна
446,Stoff::N,패료,плат
447,Stoff::N,패료,материал
448,Nadel::N,바늘,игла
449,Faden::N,콘실,конец
450,Knopf::N,단추,копче
451,Knoten::N,곁절,възел
452,Farbe::N,색,боя
453,Kleidung::N,옷입기,дрехи
454,Kleidung::N,옷입기,облекло
455,Hemd::N,속옷,риза
456,Kragen::N,깃,яка
457,Ärmel::N,소매,ръкав
458,Hose::N,바지,панталони
459,Gürtel::N,밴드,пояс
460,Gürtel::N,밴드,колан
461,Mütze::N,모자,каскет
462,Mütze::N,모자,фуражка
463,Schuh::N,구두,обувка
464,Stiefel::N,장화,ботуш
465,Ring::N,고리,пръстен
466,Band::N,리본,лента
467,Band::N,리본,връзка
468,Kamm::N,빗,гребен
469,Spiegel::N,거울,огледало
470,Riemen::N,가죽끈,каиш
471,Riemen::N,가죽끈,ремък
472,Schnur::N,밧줄,връв
473,Leine::N,고삐줄,връв
474,Leine::N,고삐줄,въже
475,Decke::N,이부자리,покривка
476,Kissen::N,깔개,възглавница
477,Tuch::N,천,сукно
478,Handtuch::N,수건,пешкир
479,Handtuch::N,수건,кърпа за лице
480,Kraft::N,세력,мощ
481,Kraft::N,세력,сила
482,Stärke::N,힘,сила
483,Gesundheit::N,위생,здраве
484,Krankheit::N,병,болест
485,Schmerz::N,아픔고통,болка
486,Wunde::N,상처,рана
487,Fieber::N,열별,треска
488,Fieber::N,열별,температура
489,Arznei::N,약,лек
490,Arznei::N,약,лекарство
491,Brücke::N,교량,мост
492,Brunnen::N,원천,чешма
493,Brunnen::N,원천,кладенец
494,Weide::N,목장,паша
495,Weide::N,목장,пасище
496,Pfad::N,좁은길,пътека
497,Weg::N,길,път
498,Straße::N,길,шосе
499,Dorf::N,촌,село
500,Dorf::N,촌락,село
501,Stadt::N,도시,град
502,Brief::N,서한,писмо
503,Buch::N,책,книга
504,Buchstabe::N,문자,буква
505,Zeitung::N,신문,вестник
506,Leben::N,삶,живот
507,Tod::N,죽음,смърт
508,Grab::N,무덤,гроб
509,Kirche::N,교회,църква
510,Sünde::N,부정,грях
511,Gott::N,하느님,бог
512,Arbeiter::N,일하는사람,работник
513,Chef::N,사장,шеф
514,Chef::N,사장,началник
515,Meister::N,명인,майстор
516,Meister::N,대가,майстор
517,Arzt::N,의사,лекар
518,Lehrer::N,교사,учител
519,Geld::N,돈,пари
520,Geschäft::N,일,сделка
521,Laden::N,가게,дюкян
522,Laden::N,가게,магазин
523,Preis::N,가격,цена
524,Ware::N,상품,стока
525,Nutzen::N,이익,полза
526,Nutzen::N,이익,облага
527,Reichtum::N,많음,богатство
528,Welt::N,세상,свят
529,Land::N,지방,страна
530,Staat::N,국가,щат
531,Staat::N,국가,държава
532,König::N,국왕,крал
533,Macht::N,힘,мощ
534,Macht::N,힘,власт
535,Grenze::N,국경,граница
536,Krieg::N,전쟁,война
537,Feind::N,적,враг
538,Feind::N,적,неприятел
539,Gewalt::N,권력,сила
540,Gewalt::N,권력,насилие
541,Kampf::N,전투,борба
542,Kampf::N,전투,сражение
543,Bogen[Waffe]::N,활,лък
544,Pfeil::N,화살,стрела
545,Gewehr::N,무기,пушка
546,Fehler::N,오류,грешка
547,Lüge::N,거짓말,лъжа
548,Schaden::N,손상,повреда
549,Unglück::N,불행,нещастие
550,Schuld::N,부채,вина
551,Alter::N,연령,възраст
552,Schluss::N,마감,край
553,Zeit::N,때,време
554,Zeit::N,시간,време
555,Tag::N,하루,ден
556,Morgen::N,이침,утро
557,Morgen::N,이침,сутрин
558,Mittag::N,대낮,обед
559,Mittag::N,대낮,пладне
560,Abend::N,저녁,вечер
561,Nacht::N,밤,нощ
562,Woche::N,근무일,седмица
563,Monat::N,달,месец
564,Jahr::N,해,година
565,Frühling::N,봄,пролет
566,Sommer::N,여름,лято
567,Herbst::N,가을,есен
568,Winter::N,겨울,зима
569,Januar::N,일월,януари
570,Februar::N,이월,февруари
571,März::N,삼월,март
572,April::N,사월,април
573,Mai::N,오월,май
574,Juni::N,유월,юни
575,Juli::N,칠월,юли
576,August::N,팔월,август
577,September::N,구월,септември
578,Oktober::N,시월,октомври
579,November::N,십일월,ноември
580,Dezember::N,십이월,декември
581,Montag::N,월요일,понеделник
582,Dienstag::N,화요일,вторник
583,Mittwoch::N,수요일,сряда
584,Donnerstag::N,모교일,четвъртък
585,Freitag::N,그묘일,петък
586,Samstag::N,토요일,събота
587,Sonntag::N,일요일,неделя
588,groß::A,큰,едър
589,groß::A,큰,голям
590,klein::A,자근,малък
591,klein::A,자근,дребен
592,lang::A,긴,дълъг
593,kurz::A,짧은,къс
594,breit::A,넓은,широк
595,schmal::A,좁은,тесен
596,dicht::A,농밀한,гъст
597,dick[Gegenstand]::A,두꺼운,дебел
598,dünn::A,얇은,тънък
599,fein::A,미세한,фин
600,fein::A,미세한,тънък
601,fest::A,굳은,твърд
602,fest::A,굳은,плътен
603,flach::A,얕은,равен
604,flach::A,얕은,плосък
605,glatt::A,반들반들한,гладък
606,hart::A,굳은,твърд
607,hart::A,굳은,корав
608,weich::A,연한,мек
609,rund::A,둥근,кръгъл
610,spitz::A,뾰족한,островръх
611,scharf::A,날카로운,остър
612,stumpf::A,무딘,тъп
613,schwer::A,무거운,тежък
614,schön::A,멋진,хубав
615,schön::A,멋진,красив
616,heiß::A,뜨거운,жарък
617,warm::A,따뜻한,топъл
618,kalt::A,찬,студен
619,kühl::A,서늘한,хладен
620,frisch::A,신선한,свеж
621,feucht::A,축축한,влажен
622,nass::A,젖은,мокър
623,trocken::A,마른,сух
624,voll::A,완전한,пълен
625,leer::A,빈,празен
626,offen::A,열린,откровен
627,geschlossen::A,닫힌,закрит
628,geschlossen::A,닫힌,затворен
629,sauber::A,깨끗한,чист
630,schmutzig::A,더러운,мръсен
631,roh::A,날게잇의,суров
632,reif::A,이근,зрял
633,lecker::A,맛있는,вкусен
634,süß::A,단,сладък
635,bitter::A,찌르는듯한,горчив
636,sauer::A,산성의,кисел
637,hell::A,밝은,ясен
638,hell::A,밝은,светъл
639,dunkel::A,어두운,тъмен
640,schwarz::A,검은,черен
641,weiß::A,하얀,бял
642,rot::A,붉은,червен
643,gelb::A,황색,жълт
644,blau::A,푸른,син
645,grün::A,녹색의,зелен
646,grau::A,회색의,сив
647,bunt::A,알록달록한,шарен
648,bunt::A,알록달록한,пъстър
649,billig::A,싼,евтин
650,teuer::A,값비산,скъп
651,wertvoll::A,가치가많은,ценен
652,blind::A,눈먼,сляп
653,taub::A,무감간한,глух
654,kräftig::A,강장한,силен
655,stark::A,강한,здрав
656,stark::A,강한,силен
657,schwach::A,약한,слаб
658,fett::A,실찐,тлъст
659,schlank::A,호리호리한,тънък
660,schlank::A,호리호리한,строен
661,hübsch::A,예쁜,хубав
662,böse::A,나쁜,зъл
663,dumm::A,어리석은,глупав
664,faul::A,너덜너덜한,ленив
665,faul::A,너덜너덜한,мързелив
666,fleißig::A,근면한,прилежен
667,geizig::A,인색한,скъпернически
668,geschickt::A,교묘한,умел
669,geschickt::A,교묘한,сръчен
670,lieb::A,친애하는,мил
671,lieb::A,친애하는,драг
672,lustig::A,유쾌한,весел
673,sanft::A,온화한,нежен
674,sanft::A,온화한,кротък
675,hungrig::A,배고픈,гладен
676,krank::A,병든,болен
677,nackt::A,벌거벗은,гол
678,traurig::A,슬픈,тъжен
679,traurig::A,슬픈,печален
680,lebendig::A,살아있는,жив
681,gut::A,좋은,добър
682,schlecht::A,나쁜,лош
683,richtig::A,바른,правилен
684,schlimm::A,못된,лош
685,wahr::A,참된,верен
686,wahr::A,참된,истински
687,alt::A,늙은,стар
688,alt::A,늙은,древен
689,neu::A,새,нов
690,ehemalig::A,전의,бивш
691,alt[Lebewesen]::A,낡은,стар
692,jung::A,젊은,млад
693,arm::A,가난한,беден
694,reich::A,풍부한,богат
695,bekannt::A,저명한,познат
696,bekannt::A,저명한,известен
697,berühmt::A,유명한,почут
698,berühmt::A,유명한,известен
699,fremd::A,타처이,чужд
700,verschieden::A,따른,разен
701,verschieden::A,따른,различен
702,nah::A,가까운,близък
703,fern::A,먼,далечен
704,linker::A,왼쭉의,ляв
705,rechter::A,오른쪽의,прав
706,anderer::A,다른,друг
707,erster::A,첫째,пръв
708,erster::A,첫째,първи
709,zweiter::A,둘째,втори
710,dritter::A,셋째,трети
711,letzter::A,의후자의,последен
712,allein::ADV,훌로,само
713,auf einmal::ADV,갑자기,същевременно
714,zusammen::ADV,모아서,заедно
715,lange::ADV,오래,дълго
716,plötzlich::ADV,둘연한,изведнъж
717,sofort::ADV,즉시,веднага
718,später::ADV,보다늦은,по-късно
719,jetzt::ADV,목하,сега
720,heute::ADV,오늘,днес
721,morgen::ADV,내일,утре
722,bald::ADV,곱,скоро
723,dann::ADV,그경우에,после
724,dann::ADV,그경우에,тогава
725,gestern::ADV,어제,вчера
726,einst::ADV,옛날에,някога
727,damals::ADV,그때에,тогава
728,danach::ADV,그 뒤에,после
729,danach::ADV,그 뒤에,след това
730,vorher::ADV,미리,преди
731,vorher::ADV,미리,преди това
732,zuerst::ADV,최초로,най-напред
733,einmal::ADV,한번,веднъж
734,einmal::ADV,한번,един път
735,manchmal::ADV,땓대로,понякога
736,oft::ADV,땓대로,често
737,immer::ADV,늘,винаги
738,niemals::ADV,결코...(하지)않다,никога
739,hier::ADV,여기,тук
740,hier::ADV,여기,тука
741,hierhin::ADV,여기로,насам
742,dort::ADV,거기,там
743,dorthin::ADV,저기예,натам
744,dorthin::ADV,저기예,нататък
745,geradeaus::ADV,곧장,направо
746,vorwärts::ADV,앞으로,напред
747,rückwärts::ADV,뒤로,назад
748,zurück::ADV,제자리로,обратно
749,unten::ADV,아래에,долу
750,hinab::ADV,아래쪽으로,надолу
751,oben::ADV,위에,горе
752,hinauf::ADV,위쪽으로,нагоре
753,überall::ADV,도처에,навсякъде
754,nicht::ADV,안,не
755,ein wenig::ADV,적음,малко
756,kaum::ADV,가의,едва
757,kaum::ADV,가의,едвам
758,sehr::ADV,자주,много
759,sehr::ADV,자주,твърде
760,so::ADV,그와같이,тъй
761,so::ADV,그와같이,така
762,noch::ADV,아직,още
763,nur::ADV,다만,само
764,schon::ADV,이미,вече
765,wieder::ADV,다시,пак
766,wieder::ADV,다시,отново
767,vergebens::ADV,헛되이,напразно
768,vor::PRP,앞에,пред
769,hinter::PRP,뒤에,зад
770,unter::PRP,잍에,под
771,durch::PRP,통고하여,през
772,neben::PRP,와나란히,до
773,neben::PRP,와나란히,при
774,zwischen::PRP,의사이로,между
775,zwischen::PRP,의사이로,помежду
776,wegen::PRP,때문에,заради
777,dies::PRN,이,този
778,das::PRN,저,туй
779,das::PRN,저,това
780,alles::PRN,모든것,всичко
781,ich::PRN,나,аз
782,du::PRN,너,ти
783,er::PRN,그,той
784,wir::PRN,우리,ние
785,ihr::PRN,너희들,вие
786,sie::PRN,그들,те
787,was::FPRN,뭣,що
788,was::FPRN,뭣,какво
789,wer::FPRN,누구,кой
790,wo::FADV,어디,къде
791,wohin::FADV,어디로,накъде
792,wohin::FADV,어디로,накъдето
793,wie::FADV,어떻게,как
794,warum::FADV,왜,защо
795,wieviel::FNUM,얼마만큰,колко
796,eins::NUM,하나,един
797,zwei::NUM,둘,два
798,drei::NUM,셋,три
799,vier::NUM,넷,четири
800,fünf::NUM,다섯,пет
801,sechs::NUM,여섯,шест
802,sieben::NUM,일곱,седем
803,acht::NUM,여덟,осем
804,neun::NUM,아홉,девет
805,zehn::NUM,열,десет
806,elf::NUM,열하나,единайсет
807,elf::NUM,열하나,единадесет
808,zwölf::NUM,열둘,дванайсет
809,zwölf::NUM,열둘,дванадесет
810,zwanzig::NUM,스물,двайсет
811,zwanzig::NUM,스물,двадесет
812,dreißig::NUM,서름,тридесет
813,vierzig::NUM,마흔,четиридесет
814,fünfzig::NUM,숸,петдесет
815,sechzig::NUM,에순,шестдесет
816,siebzig::NUM,일흔,седемдесет
817,achtzig::NUM,여든,осемдесет
818,neunzig::NUM,아흔,деветдесет
819,hundert::NUM,백,сто
820,tausend::NUM,천,хиляда
821,und::CNJ,와,а
822,und::CNJ,와,та
823,oder::CNJ,아니면,или
824,stehen::V,서다,стоя
825,sitzen::V,앉다,седя
826,liegen::V,눕다,лежа
827,hängen::V,달다,вися
828,werden::V,되다,бъда
829,werden::V,되다,стана
830,passieren::V,지장옶다,случа се
831,beginnen::V,시작되다,започна
832,enden::V,큳내다,свърша
833,wechseln::V,병경하다,променям
834,aufgehen[Sonne]::V,뜨다,изгрея
835,untergehen[Sonne]::V,지다,заляза
836,scheinen[Sonne]::V,빛나다,грея
837,scheinen[Sonne]::V,빛나다,светя
838,donnern::V,천둥치다,гърмя
839,wehen::V,풀다,вея
840,wehen::V,풀다,духам
841,strömen::V,흐르다,тека
842,strömen::V,흐르다,лея се
843,fließen::V,흐르다,тека
844,sich drehen::V,돌다,въртя се
845,schwanken::V,동요하다,клатя се
846,schwingen::V,흔들다,трептя
847,fallen::V,떨어지다,падам
848,brennen::V,타다,горя
849,rauchen::V,김이나다,димя
850,regnen::V,비가오다,вали дъжд
851,gefrieren::V,얼다,замръзна
852,tauen::V,녹다,топя се
853,schmelzen::V,녹다,разтопя се
854,trocknen::V,홈치다,съхна
855,sieden::V,끓다,вря
856,sieden::V,끓다,кипя
857,faulen::V,부패하다,гния
858,verfaulen::V,썩다,изгния
859,reißen::V,지바찢다,напукам се
860,versinken::V,가라앉다,потъна
861,vergehen::V,지나가다,минавам
862,erscheinen::V,나타나다,явя се
863,verschwinden::V,사라지다,изчезна
864,sinken::V,가라앉다,падна
865,abnehmen::V,떼어내다,отслабна
