,Concept_ID,ba,is
70,Wasser::N,һыу,vatn
71,Stein::N,таш,steinn
72,Boden::N,тупраҡ,botn
73,Erde::N,балсҡ,jörð
74,Staub::N,туҙан,ryk
75,Staub::N,туҙан,duft
76,Rauch::N,төтөн,reykur
77,Funke::N,осҡон,neisti
78,Feuer::N,ут,eldur
79,Licht::N,яҡтылыҡ,ljós
80,Schatten::N,күләгә,skuggi
81,Wetter::N,һауа торошо,veður
82,Nebel::N,төман,þoka
83,Wolke::N,болот,ský
84,Regen::N,ямғыр,regn
85,Schnee::N,ҡар,snjór
86,Eis::N,боҙ,ís
87,Frost::N,һалҡын,frost
88,Kälte::N,һыуыҡ,kuldi
89,Hitze::N,томра,hiti
90,Hitze::N,эҫелек,hiti
91,Raureif::N,ҡырау,hrím
92,Regenbogen::N,йәйғор,regnbogi
93,Donner::N,күк күкрәү,þruma
94,Strömung::N,ағым,straumur
95,Tropfen::N,тамсы,dropi
96,Schaum::N,күбек,froða
97,Schmutz::N,батҡаҡ,óhreinindi
98,See::N,күл,stöðuvatn
99,Sumpf::N,һаҙлык,fen
100,Moor::N,һаҙ,mýri
101,Wiese::N,болон,engi
102,Wald::N,урман,skógur
103,Hügel::N,түбә,hæð
104,Hügel::N,түбә,hóll
105,Anhöhe::N,түбә,hæð
106,Anhöhe::N,түбә,hóll
107,Anhöhe::N,ҡалҡыулыҡ,hæð
108,Anhöhe::N,ҡалҡыулыҡ,hóll
109,Berg::N,тау,fell
110,Berg::N,тау,fjall
111,Gipfel::N,түбә,tindur
112,Höhle::N,мәмерйә,hellir
113,Abhang::N,ипкен,hlíð
114,Abhang::N,ипкен,brekka
115,Quelle::N,шишмә,lind
116,Quelle::N,шишмә,uppspretta
117,Bach::N,шишмә,lækur
118,Fluss::N,йылға,á
119,Fluss::N,йылға,fljót
120,Ufer::N,яр,árbakki
121,Ufer::N,яр,sjávarbakki
122,Küste::N,яр буйы,strönd
123,Festland::N,ҡоро ер,meginland
124,Meer::N,диңгез,haf
125,Meer::N,диңгез,sjór
126,Bucht::N,бухта,vík
127,Insel::N,үтрау,eyja
128,Blume::N,сәскә,blóm
129,Gras::N,үлән,gras
130,Wurzel::N,тамыр,rót
131,Baum::N,ағас,tré
132,Stamm::N,олон,stofn
133,Stamm::N,көбәк,stofn
134,Rinde::N,ҡабыҡ,börkur
135,Ast::N,ботаҡ,grein
136,Zweig::N,ботаҡ,angi
137,Zweig::N,ботаҡ,kvistur
138,Zweig::N,тармаҡ,angi
139,Zweig::N,тармаҡ,kvistur
140,Blatt::N,япраҡ,blað
141,Birke::N,ҡайын,birki
142,Kiefer[Baum]::N,ҡарғай,fura
143,Weide[Baum]::N,тал,víðir
144,Tanne::N,шыршы,greni
145,Horn::N,мөғөҙ,horn
146,Feder::N,ҡауырһын,fjöður
147,Fell::N,тире,skinn
148,Flügel::N,ҡанат,vængur
149,Klaue::N,тырнаҡ,kló
150,Kralle::N,аяҡ,kló
151,Schwanz::N,ҡойроҡ,rófa
152,Schwanz::N,ҡойроҡ,skott
153,Ei::N,йомортҡа,egg
154,Nest::N,оя,hreiður
155,Bau::N,оң,greni
156,Bau::N,оң,bæli
157,Tier::N,жайуан,dýr
158,Tier::N,йыртҡыс,dýr
159,Herde::N,көтөү,hjörð
160,Kuh::N,һыйыр,kýr
161,Bulle::N,үгеҙ,boli
162,Pferd::N,ат,hestur
163,Schaf::N,һарыҡ,kind
164,Schwein::N,сусҡа,svín
165,Hund::N,эт,hundur
166,Katze::N,бесәй,köttur
167,Bär::N,айыу,björn
168,Eichhörnchen::N,тейен,íkorni
169,Elch::N,мышы,elgur
170,Fuchs::N,төлкө,refur
171,Hase::N,ҡуян,héri
172,Maus::N,сысҡан,mús
173,Wolf::N,бүре,úlfur
174,Vogel::N,ҡош,fugl
175,Schwarm::N,көтөү,sægur
176,Huhn::N,тауыҡ,hæna
177,Hahn::N,әтәс,hani
178,Gans::N,ҡаҙ,gæs
179,Adler::N,бөркөт,örn
180,Ente::N,өйрәк,önd
181,Eule::N,өкө,uggla
182,Eule::N,ябалаҡ,uggla
183,Kranich::N,торна,trana
184,Krähe::N,ҡарға,kráka
185,Kuckuck::N,кәкүк,gaukur
186,Schwan::N,аҡҡош,svanur
187,Fisch::N,балыҡ,fiskur
188,Barsch::N,алабуға,aborri
189,Hecht::N,суртан,gedda
190,Schlange[Tier]::N,йылан,naðra
191,Wurm::N,селяүсен,ormur
192,Spinne::N,үрмәксе,kónguló
193,Ameise::N,ҡырмыҫҡа,maur
194,Laus::N,бет,lús
195,Mücke::N,серәкәй,mý
196,Mücke::N,серәкәй,mýfluga
197,Fliege::N,себен,fluga
198,Schmetterling::N,күбәләк,fiðrildi
199,Beere::N,еләк,ber
200,Apfel::N,алма,epli
201,Pilz::N,бәшмәк,sveppur
202,Zwiebel::N,һуган,laukur
203,Saat::N,орлоҡ,fræ
204,Saat::N,орлоҡ,útsæði
205,Korn::N,иген,korn
206,Heu::N,бесән,hey
207,Schale::N,ҡабыҡ,hýði
208,Grube::N,соҡор,gryfja
209,Falle::N,тоҙак,gildra
210,Falle::N,ҡапҡан,gildra
211,Schlinge::N,тоҙак,snara
212,Spur::N,әҫер,spor
213,Asche::N,көл,aska
214,Dreck::N,батҡаҡ,óþverri
215,Eisen::N,тимер,járn
216,Gold::N,алтын,gull
217,Silber::N,көмөш,silfur
218,Kohle::N,күмер,kol
219,Glas::N,быяла,gler
220,Lehm::N,балсыҡ,leir
221,Sand::N,ҡом,sandur
222,Mensch::N,кеше,maður
223,Mensch::N,кеше,manneskja
224,Mann::N,ир,maður
225,Mann::N,ир,karlmaður
226,Frau::N,ҡатын,kona
227,Kind::N,бала,barn
228,Kind::N,бала,krakki
229,Junge::N,малай,drengur
230,Mädchen::N,ҡыҙ,stelpa
231,Mädchen::N,ҡыҙыҡай,stelpa
232,Familie::N,ғаилә,fjölskylda
233,Großvater::N,олатай,afi
234,Großmutter::N,әбәй,amma
235,Eltern::N,ата-әсә,foreldrar
236,Vater::N,атай,faðir
237,Mutter::N,әсә,móðir
238,Sohn::N,ул,sonur
239,Tochter::N,ҡыҙ,dóttir
240,Bruder::N,агай,bróðir
241,Schwester::N,алай,systir
242,Schwester::N,һеңле,systir
243,Onkel::N,ағай,föðurbróðir
244,Tante::N,апай,frænka
245,Tante::N,апай,móðursystir
246,Ehemann::N,ир,eiginmaður
247,Ehefrau::N,ҡатын,eiginkona
248,Freude::N,шатлыҡ,gleði
249,Freude::N,ҡыуаныс,gleði
250,Gelächter::N,көлөү,hlátur
251,Glück::N,бәхет,gæfa
252,Kummer::N,ҡайғы,sorg
253,Wunsch::N,теләк,ósk
254,Lust::N,әүәҫлек,fýsn
255,Lust::N,әүәҫлек,löngun
256,Geist::N,аң,andi
257,Geist::N,рух,andi
258,Gedanke::N,уй,hugsun
259,Gedanke::N,фекер,hugsun
260,Gedächtnis::N,хәтер,minni
261,Verstand::N,аҡыл,vit
262,Sinn::N,мәғәня,merking
263,Grund::N,сәбәп,ástæða
264,Wahrheit::N,дөрөҫлөк,sannleikur
265,Gespräch::N,әңгәмә,samtal
266,Märchen::N,әкиәт,ævintýri
267,Erzählung::N,хикәйә,saga
268,Nachricht::N,хәбәр,frétt
269,Neuigkeit::N,яңылыҡ,frétt
270,Name::N,исем,nafn
271,Rätsel::N,йомаҡ,gáta
272,Rede::N,телмәр,ræða
273,Sprache::N,тел,mál
274,Sprache::N,тел,tungumál
275,Sprache::N,телмәр,mál
276,Sprache::N,телмәр,tungumál
277,Stimme::N,тауыш,rödd
278,Wort::N,һүҙ,orð
279,Zeichen::N,билдә,tákn
280,Zeichen::N,билдә,merki
281,Ruf::N,саҡырыу,kall
282,Lärm::N,шаулау,hávaði
283,Laut::N,тауыш,hljóð
284,Ton::N,яңғырау,tónn
285,Lied::N,йыр,ljóð
286,Lied::N,йыр,söngur
287,Ruhe::N,ял,ró
288,Ruhe::N,ял,kyrrð
289,Ruhe::N,тыныслыҡ,ró
290,Ruhe::N,тыныслыҡ,kyrrð
291,Leute::N,кешеләр,fólk
292,Volk::N,халҡ,þjóð
293,Arbeit::N,эш,vinna
294,Gast::N,ҡунаҡ,gestur
295,Geschenk::N,бүләк,gjöf
296,Spiel::N,уйын,leikur
297,Gesellschaft::N,йәмғиәт,selskapur
298,Hilfe::N,ярҙам,hjálp
299,Freund::N,дуҫ,vinur
300,Kamerad::N,иптәш,félagi
301,Angelegenheit::N,әш,mál
302,Angelegenheit::N,әш,málefni
303,Anzahl::N,һан,tala
304,Anzahl::N,һан,fjöldi
305,Art::N,төр,tegund
306,Stück::N,киҫәк,biti
307,Stück::N,киҫәк,stykki
308,Teil::N,өлөш,hluti
309,Teil::N,өлөш,partur
310,Hälfte::N,ярты,helmingur
311,Kreis::N,түңәрәк,hringur
312,Kreuz::N,тәре,kross
313,Kreuz::N,тәре,krossmark
314,Linie::N,һыҙыҡ,lína
315,Strich::N,һыҙат,strik
316,Abstand::N,ара,millibil
317,Entfernung::N,алыҫлыҡ,fjarlægð
318,Gegend::N,урын,hérað
319,Platz::N,арауыҡ,pláss
320,Ort::N,ерҙәр,staður
321,Ort::N,урындар,staður
322,Ort::N,эш урыны,staður
323,Seite::N,яҡ,hlið
324,Mitte::N,урталыҡ,miðja
325,Gegenstand::N,нәмә,hlutur
326,Sache::N,нәмә,mál
327,Sache::N,әйбер,mál
328,Rand::N,сит,brún
329,Kante::N,ҡабырға,rönd
330,Kante::N,ян,rönd
331,Ecke::N,мөйөш,horn
332,Spitze::N,ос,oddur
333,Ende::N,аҙаҡ,endi
334,Loch::N,тишек,gat
335,Loch::N,тишек,hola
336,Winkel::N,мөйөш,skot
337,Winkel::N,мөйөш,krókur
338,Muster::N,биҙәк,munstur
339,Größe::N,ҙурлыҡ,stærð
340,Länge::N,оҙонлоҡ,lengd
341,Höhe::N,бейеклек,hæð
342,Gewicht::N,үлсәү,vigt
343,Gewicht::N,үлсәү,þyngd
344,Menge::N,һан,magn
345,Haufen::N,өйөм,hrúga
346,Haufen::N,өйөм,haugur
347,Reihe::N,рәт,röð
348,Boot::N,кәмә,bátur
349,Ruder::N,ишкәк,ár
350,Schlitten::N,сана,sleði
351,Ski::N,саңгы,skíði
352,Lagerfeuer::N,костер,varðeldur
353,Last::N,ауырлыҡ,byrði
354,Last::N,ауырлыҡ,farmur
355,Gang::N,барыу,ganga
356,Schritt::N,аҙым,skref
357,Norden::N,төньяҡ,norður
358,Süden::N,көньяҡ,suður
359,Westen::N,көнбайыш,vestur
360,Osten::N,көнсығыш,austur
361,Holz::N,үағас,viður
362,Brett::N,таҡта,fjöl
363,Platte::N,плита,flötur
364,Stütze::N,терәк,stoð
365,Stange::N,кәртә,stöng
366,Stock::N,таяҡ,prik
367,Stock::N,таяҡ,stafur
368,Stab::N,ҡолға,prik
369,Stab::N,ҡолға,stafur
370,Rohr::N,торба,rör
371,Rohr::N,торба,pípa
372,Haus::N,өй,hús
373,Haus::N,йорт,hús
374,Heim::N,өй,heimili
375,Ofen::N,мейес,ofn
376,Fußboden::N,енес,gólf
377,Tisch::N,өҫтәл,borð
378,Stuhl::N,ултырғыс,stóll
379,Wiege::N,бишек,vagga
380,Bett::N,карауат,rúm
381,Bett::N,карауат,hvíla
382,Regal::N,кәштә,hilla
383,Kiste::N,йәшинк,kassi
384,Fenster::N,тәҙрә,gluggi
385,Tür::N,ишек,dyr
386,Tür::N,ишек,hurð
387,Tor::N,ҡапҡа,hlið
388,Zaun::N,ҡойма,girðing
389,Zaun::N,ҡойма,limgarður
390,Dach::N,түбә,þak
391,Dach::N,ҡыйыҡ,þak
392,Leiter::N,баҫҡыс,stigi
393,Besen::N,һепертке,sópur
394,Spaten::N,көрәк,spaði
395,Schaufel::N,көрәк,skófla
396,Gabel::N,сәнске,gaffall
397,Löffel::N,ҡалаҡ,skeið
398,Messer::N,бысаҡ,hnífur
399,Nagel::N,сөй,nögl
400,Netz::N,ау,net
401,Haken::N,ыргаҡ,krókur
402,Griff::N,тотҡа,tak
403,Schloss::N,йоҙаҡ,lás
404,Bild::N,картина,mynd
405,Figur::N,һын,stytta
406,Puppe::N,ҡурсаҡ,brúða
407,Beutel::N,тоҡ,poki
408,Beutel::N,тоҡ,baggi
409,Bündel::N,төргәк,böggull
410,Tasche::N,сумка,veski
411,Eimer::N,биҙрә,fata
412,Deckel::N,ҡапҡас,lok
413,Geschirr::N,һауыт-һаба,leirtau
414,Sack::N,тоҡ,sekkur
415,Tasse::N,сынаяҡ,bolli
416,Topf::N,кәстрүл,pottur
417,Kessel::N,ҡаҙан,ketill
418,Essen::N,ашау,matur
419,Nahrung::N,аҙыҡ,fæða
420,Speise::N,аш,réttur
421,Speise::N,аш,matarréttur
422,Fleisch::N,ит,kjöt
423,Getreide::N,иген,korn
424,Getreide::N,ашлыҡ,korn
425,Brei::N,бутҡа,grautur
426,Brot::N,икмәк,brauð
427,Scheibe::N,телем,sneið
428,Fett::N,май,fita
429,Butter::N,май,smjör
430,Öl::N,май буяуы,olía
431,Salz::N,тоҙ,salt
432,Suppe::N,һурпа,súpa
433,Honig::N,бал,hunang
434,Milch::N,һөт,mjólk
435,Tee::N,сәй,te
436,Leder::N,күн,skinn
437,Wolle::N,йөн,ull
438,Stoff::N,туҡыма,dúkur
439,Nadel::N,энә,nál
440,Faden::N,еп,þráður
441,Knopf::N,төймә,tala
442,Knopf::N,төймә,hnappur
443,Knoten::N,төйөн,hnútur
444,Farbe::N,буяу,málning
445,Kleidung::N,кейем,búningur
446,Kleidung::N,кейем,klæðnaður
447,Hemd::N,күлдәк,skyrta
448,Kragen::N,яға,kragi
449,Kragen::N,яға,flibbi
450,Ärmel::N,ең,ermi
451,Hose::N,салбар,buxur
452,Gürtel::N,ҡайыш,belti
453,Mütze::N,бүрк,húfa
454,Schuh::N,туфли,skór
455,Stiefel::N,итек,stígvél
456,Ring::N,йөҙөк,hringur
457,Ring::N,балдаҡ,hringur
458,Band::N,таҫма,band
459,Kamm::N,тараҡ,greiða
460,Spiegel::N,көзгө,spegill
461,Riemen::N,ҡайыш,ól
462,Riemen::N,ҡайыш,reim
463,Schnur::N,бау,snúra
464,Leine::N,бау,band
465,Decke::N,одеяд,teppi
466,Kissen::N,мендәр,koddi
467,Tuch::N,яулыҡ,klútur
468,Handtuch::N,таҫтамал,þurrka
469,Handtuch::N,таҫтамал,handklæði
470,Kraft::N,көс,afl
471,Kraft::N,көс,kraftur
472,Stärke::N,көс,styrkur
473,Gesundheit::N,һаулыҡ,heilsa
474,Gesundheit::N,һаулыҡ,heilbrigði
475,Krankheit::N,сир,sjúkdómur
476,Krankheit::N,ауырыу,sjúkdómur
477,Schmerz::N,һыҙлау,sársauki
478,Schmerz::N,әрнеү,sársauki
479,Wunde::N,йәрәхәт,sár
480,Fieber::N,тапма,hitasótt
481,Fieber::N,биҙгәк,hitasótt
482,Arznei::N,дарыу,lyf
483,Brücke::N,күпер,brú
484,Brunnen::N,ҡоҙоҡ,brunnur
485,Weide::N,көтөүлек,hagi
486,Pfad::N,һуҡмаҡ,stígur
487,Weg::N,юл,vegur
488,Straße::N,урам,gata
489,Straße::N,урам,stræti
490,Dorf::N,ауыл,þorp
491,Stadt::N,ҡала,borg
492,Brief::N,хат,bréf
493,Buch::N,китап,bók
494,Buch::N,кенәгә,bók
495,Buchstabe::N,хәреф,bókstafur
496,Zeitung::N,гәзит,dagblað
497,Leben::N,йәшәү,líf
498,Tod::N,үлем,dauði
499,Grab::N,ҡәбер,gröf
500,Kirche::N,сиркәү,kirkja
501,Sünde::N,гөнаһ,synd
502,Gott::N,алла,guð
503,Gott::N,хоҙай,guð
504,Arbeiter::N,эшсе,verkamaður
505,Chef::N,башлыҡ,yfirmaður
506,Meister::N,оҫта,meistari
507,Arzt::N,врач,læknir
508,Lehrer::N,уҡытыусы,kennari
509,Geld::N,аҡса,peningar
510,Geschäft::N,эш,viðskipti
511,Laden::N,магазин,búð
512,Laden::N,магазин,verslun
513,Preis::N,хаҡ,verð
514,Ware::N,тауар,vara
515,Nutzen::N,файҙа,gagn
516,Reichtum::N,байлыҡ,auður
517,Welt::N,донъя,veröld
518,Land::N,ил,land
519,Staat::N,дәүләт,ríki
520,König::N,король,konungur
521,Macht::N,власть,vald
522,Grenze::N,сик,landamæri
523,Krieg::N,һуғыш,stríð
524,Feind::N,йылан,fjandmaður
525,Gewalt::N,көслөк,ofbeldi
526,Kampf::N,көрәш,bardagi
527,Bogen[Waffe]::N,йәйә,bogi
528,Pfeil::N,уҡ,ör
529,Gewehr::N,мылтыҡ,byssa
530,Fehler::N,хата,villa
531,Lüge::N,ялған,lygi
532,Schaden::N,зыян,skemmd
533,Schaden::N,зарар,skemmd
534,Unglück::N,ҡаза,óhamingja
535,Schuld::N,ғәйеп,sök
536,Alter::N,йәш,aldur
537,Schluss::N,һуң,lok
538,Schluss::N,һуң,endir
539,Schluss::N,аҙаҡ,lok
540,Schluss::N,аҙаҡ,endir
541,Zeit::N,мәл,tími
542,Zeit::N,заман,tími
543,Tag::N,көн,dagur
544,Morgen::N,иртә,morgunn
545,Morgen::N,иртәнсәк,morgunn
546,Mittag::N,төш,hádegi
547,Abend::N,кис,kvöld
548,Nacht::N,төн,nótt
549,Woche::N,аҙна,vika
550,Monat::N,ай,mánuður
551,Jahr::N,йыл,ár
552,Frühling::N,яҙ,vor
553,Sommer::N,йәй,sumar
554,Herbst::N,көз,haust
555,Winter::N,ҡыш,vetur
556,Januar::N,ғинуар,janúar
557,Februar::N,февраль,február
558,März::N,март,mars
559,April::N,апрель,apríl
560,Mai::N,май,maí
561,Juni::N,июнь,júní
562,Juli::N,июль,júlí
563,August::N,август,ágúst
564,September::N,сентябрь,september
565,Oktober::N,октябрь,október
566,November::N,ноябрь,nóvember
567,Dezember::N,декабрь,desember
568,Montag::N,дүшәмбе,mánudagur
569,Dienstag::N,шишәмбе,þriðjudagur
570,Mittwoch::N,шаршамбы,miðvikudagur
571,Donnerstag::N,кесаҙна,fimmtudagur
572,Freitag::N,йома,föstudagur
573,Samstag::N,шәмбе,laugardagur
574,Sonntag::N,йәкшәмбе,sunnudagur
575,groß::A,ҙур,stór
576,klein::A,бәләкәс,lítill
577,lang::A,оҙон,langur
578,kurz::A,ҡыҫҡа,stuttur
579,breit::A,киң,breiður
580,schmal::A,тар,mjór
581,dicht::A,йыш,þéttur
582,dicht::A,ҡуйы,þéttur
583,dick[Gegenstand]::A,ҡалын,þykkur
584,dünn::A,йоҡа,þunnur
585,dünn::A,нәҙек,þunnur
586,fein::A,нескә,fíngerður
587,fest::A,ныҡ,fastur
588,flach::A,яҫы,flatur
589,flach::A,ялпаҡ,flatur
590,glatt::A,шыма,háll
591,glatt::A,шыма,sléttur
592,hart::A,ҡаты,harður
593,weich::A,йомшаҡ,mjúkur
594,rund::A,түңәрәк,kringlóttur
595,spitz::A,осло түбәле,oddhvass
596,scharf::A,үткер,beittur
597,stumpf::A,утмәҫ,bitlaus
598,schwer::A,ауыр,þungur
599,schön::A,матур,fagur
600,schön::A,матур,fallegur
601,heiß::A,эҫе,heitur
602,warm::A,йылы,hlýr
603,warm::A,йылы,heitur
604,kalt::A,һыуыҡ,kaldur
605,kühl::A,һалҡынса,svalur
606,frisch::A,һалҡынса,frískur
607,feucht::A,еүеш,rakur
608,feucht::A,еүеш,þvalur
609,feucht::A,дымлы,rakur
610,feucht::A,дымлы,þvalur
611,nass::A,еүеш,votur
612,nass::A,еүеш,blautur
613,trocken::A,кипкән,þurr
614,voll::A,тулы,fullur
615,leer::A,буш,tómur
616,offen::A,асыҡ,opinn
617,geschlossen::A,ябыҡ,lokaður
618,sauber::A,таҙа,þrifinn
619,schmutzig::A,бысраҡ,óhreinn
620,schmutzig::A,бысраҡ,sóðalegur
621,roh::A,сей,hrár
622,reif::A,өлгөрғән,þroskaður
623,lecker::A,тәмле,ljúffengur
624,süß::A,тямле,sætur
625,süß::A,тәм-том,sætur
626,bitter::A,әсе,beiskur
627,sauer::A,әсе,súr
628,hell::A,яҡты,bjartur
629,dunkel::A,ҡараңғы,dimmur
630,schwarz::A,ҡара,svartur
631,weiß::A,аҡ,hvítur
632,rot::A,матур,rauður
633,rot::A,һылыу,rauður
634,rot::A,сибәр,rauður
635,gelb::A,һары,gulur
636,blau::A,күк,blár
637,grün::A,йәшел,grænn
638,grau::A,буҙ,grár
639,bunt::A,сыбар,marglitur
640,bunt::A,ала-ҡола,marglitur
641,billig::A,арзан,ódýr
642,teuer::A,ҡыйбатлы,dýr
643,wertvoll::A,ҡиммәтле,verðmætur
644,blind::A,һуҡыр,blindur
645,taub::A,һаңғырау,heyrnarlaus
646,kräftig::A,көслө,öflugur
647,kräftig::A,ҡеүәтле,öflugur
648,stark::A,көслө,sterkur
649,stark::A,ҡеүәтле,sterkur
650,schwach::A,көсһөҙ,veill
651,fett::A,һимеҙ,feitur
652,schlank::A,зифа,grannur
653,schlank::A,зифа,spengilegur
654,hübsch::A,матур,snotur
655,hübsch::A,матур,laglegur
656,böse::A,асыулы,illur
657,böse::A,асыулы,vondur
658,dumm::A,иҫәр,heimskur
659,faul::A,иренсәк,latur
660,fleißig::A,тырыш,iðinn
661,geizig::A,һаран,nískur
662,klug::A,аҡыллы,hygginn
663,geschickt::A,оҫта,fimur
664,geschickt::A,оҫта,laginn
665,lieb::A,яғымлы,kær
666,lieb::A,яғымлы,ljúfur
667,lustig::A,күңелле,kátur
668,sanft::A,йыуаш,blíður
669,hungrig::A,ас,soltinn
670,hungrig::A,ас,hungraður
671,krank::A,сирле,sjúkur
672,krank::A,ауырыу,sjúkur
673,nackt::A,яланғас,nakinn
674,traurig::A,яманһыу,dapur
675,traurig::A,яманһыу,hryggur
676,lebendig::A,тере,lifandi
677,lebendig::A,йәнле,lifandi
678,gut::A,яҡшы,góður
679,schlecht::A,хөрт,slæmur
680,schlecht::A,хөрт,lélegur
681,schlecht::A,алама,slæmur
682,schlecht::A,алама,lélegur
683,richtig::A,дөрөҫ,réttur
684,schlimm::A,хөрт,slæmur
685,schlimm::A,алама,slæmur
686,wahr::A,дөрөҫ,sannur
687,alt::A,иҫке,gamall
688,alt::A,боронғо,gamall
689,neu::A,яңы,nýr
690,ehemalig::A,элекке,fyrrverandi
691,alt[Lebewesen]::A,ҡарт,gamall
692,jung::A,йәш,ungur
693,arm::A,фәҡир,vesall
694,arm::A,фәҡир,fátækur
695,reich::A,бай,ríkur
696,reich::A,бай,auðugur
697,bekannt::A,таныш,kunnugur
698,berühmt::A,атаҡлы,frægur
699,berühmt::A,данлыҡлы,frægur
700,fremd::A,ят,framandi
701,fremd::A,ят,ókunnugur
702,fremd::A,сит,framandi
703,fremd::A,сит,ókunnugur
704,verschieden::A,төрлө,ýmis
705,nah::A,яҡын,nálægur
706,fern::A,алыҫ,fjarri
707,fern::A,алыҫ,fjarlægur
708,fern::A,йыраҡ,fjarri
709,fern::A,йыраҡ,fjarlægur
710,linker::A,һул,vinstri
711,rechter::A,уң,hægri
712,anderer::A,бутән,annar
713,erster::A,тәүге,fyrsti
714,zweiter::A,икенсе,annar
715,dritter::A,өсөнсө,þriðji
716,letzter::A,һуңғы,síðasti
717,allein::ADV,бер үҙе,einn
718,allein::ADV,бер үҙе,aleinn
719,allein::ADV,яңғыҙ,einn
720,allein::ADV,яңғыҙ,aleinn
721,auf einmal::ADV,бер юлы,allt í einu
722,zusammen::ADV,бергә,saman
723,lange::ADV,оҙаҡ,lengi
724,plötzlich::ADV,ҡапыл,skyndilega
725,sofort::ADV,шунда уҡ,strax
726,sofort::ADV,шунда уҡ,þegar í stað
727,später::ADV,һуңыраҡ,seinna
728,jetzt::ADV,хәҙер,nú
729,jetzt::ADV,хәҙер,núna
730,heute::ADV,бөгөн,í dag
731,morgen::ADV,иртәгә,á morgun
732,bald::ADV,тиҙҙән,brátt
733,bald::ADV,тиҙҙән,bráðum
734,dann::ADV,һуңынан,svo
735,dann::ADV,һуңынан,síðan
736,gestern::ADV,кисә,í gær
737,einst::ADV,ҡасандыр,forðum
738,einst::ADV,бер баҡыт,forðum
739,damals::ADV,ул саҡта,þá
740,damals::ADV,ул саҡта,á þeim tímum
741,danach::ADV,һуңынан,á eftir því
742,vorher::ADV,элек,áður
743,zuerst::ADV,башта,fyrst
744,einmal::ADV,бер,einu sinni
745,manchmal::ADV,ҡайһы берҙә,stundum
746,oft::ADV,йыш,oft
747,immer::ADV,һәр ҡасан,alltaf
748,immer::ADV,һәр ҡасан,sífellt
749,niemals::ADV,бер ҡасан да,aldrei
750,niemals::ADV,бер ваҡытта ла,aldrei
751,hier::ADV,бында,hér
752,hierhin::ADV,бында,hingað
753,von hier::ADV,бынан,héðan
754,von hier::ADV,ошонан,héðan
755,dort::ADV,шунда,þar
756,dort::ADV,шунда,þarna
757,dort::ADV,тегендә,þar
758,dort::ADV,тегендә,þarna
759,dorthin::ADV,шунда,þangað
760,dorthin::ADV,тегеләй,þangað
761,geradeaus::ADV,тура,beint áfram
762,vorwärts::ADV,алға,áfram
763,rückwärts::ADV,кирегә,aftur á bak
764,zurück::ADV,кирегә,aftur
765,zurück::ADV,кирегә,til baka
