,Concept_ID,es,xal
804,noch::ADV,aún,ода чигн
805,noch::ADV,todavía,ода чигн
806,nur::ADV,solamente,һанцхн
807,schon::ADV,ya,одх
808,wieder::ADV,de nuevo,бас
809,vergebens::ADV,en vano,киидән
810,vor::PRP,antes de,урд
811,vor::PRP,delante de,урд
812,hinter::PRP,tras,ца
813,hinter::PRP,detrás de,ца
814,unter::PRP,bajo,дор
815,unter::PRP,debajo de,дор
816,durch::PRP,por,ивт
817,durch::PRP,por,дундаһур
818,durch::PRP,a través de,ивт
819,durch::PRP,a través de,дундаһур
820,neben::PRP,al lado de,хаҗуд
821,zwischen::PRP,entre,хоорнд
822,wegen::PRP,por,көлтә
823,wegen::PRP,por,деерәс
824,wegen::PRP,a causa de,көлтә
825,wegen::PRP,a causa de,деерәс
826,dies::PRN,esto,эн
827,das::PRN,eso,тер
828,das::PRN,esto,тер
829,alles::PRN,todo,цуһар
830,ich::PRN,yo,би
831,du::PRN,tú,чи
832,er::PRN,él,тер
833,wir::PRN,nosotros,мадн
834,ihr::PRN,vosotros,та
835,sie::PRN,ellos,тедн
836,was::FPRN,qué,юн
837,wer::FPRN,quién,кен
838,wo::FADV,dónde,хама
839,wohin::FADV,adónde,хамаран
840,wohin::FADV,hacia dónde,хамаран
841,wie::FADV,cómo,яһҗ
842,wie::FADV,cómo,яһад
843,warum::FADV,por qué,юңгад
844,wieviel::FNUM,cuánto,кедү
845,eins::NUM,uno,негн
846,zwei::NUM,dos,хойр
847,drei::NUM,tres,һурвн
848,vier::NUM,cuatro,дөрвн
849,fünf::NUM,cinco,тавн
850,sechs::NUM,seis,зурһан
851,sieben::NUM,siete,долан
852,acht::NUM,ocho,нәәмн
853,neun::NUM,nueve,йисн
854,zehn::NUM,diez,арвн
855,elf::NUM,once,арвн негн
856,zwölf::NUM,doce,арвн хойр
857,zwanzig::NUM,veinte,хөрн
858,dreißig::NUM,treinta,һучн
859,vierzig::NUM,cuarenta,дөчн
860,fünfzig::NUM,cincuenta,тәвн
861,sechzig::NUM,sesenta,җирн
862,siebzig::NUM,setenta,далн
863,achtzig::NUM,ochenta,найн
864,neunzig::NUM,noventa,йирн
865,hundert::NUM,cien,зун
866,hundert::NUM,ciento,зун
867,tausend::NUM,mil,миңһн
868,und::CNJ,y,болн
869,oder::CNJ,o,эс гиҗ
870,oder::CNJ,o,эс гихлә
871,stehen::V,estar de pie,зогсх
872,sitzen::V,estar sentado,суух
873,liegen::V,yacer,кевтх
874,liegen::V,estar acostado,кевтх
875,hängen::V,pender,өлгәтә бәәх
876,werden::V,hacerse,болх
877,passieren::V,suceder,болх
878,beginnen::V,iniciarse,эклх
879,beginnen::V,principiar,эклх
880,enden::V,acabar,төгсх
881,enden::V,terminar,төгсх
882,wechseln::V,variar,хүврх
883,wechseln::V,alternar,хүврх
884,aufgehen[Sonne]::V,salir,һарх
885,untergehen[Sonne]::V,ponerse,орх
886,untergehen[Sonne]::V,ponerse,сүүрлх
887,untergehen[Sonne]::V,descender,орх
888,untergehen[Sonne]::V,descender,сүүрлх
889,scheinen[Sonne]::V,brillar,герлтх
890,donnern::V,tronar,күрҗңнх
891,wehen::V,soplar,сальклх
892,strömen::V,afluir,һооҗх
893,fließen::V,fluir,урсх
894,fließen::V,correr,урсх
895,sich drehen::V,girar,эргх
896,schwanken::V,vacilar,дәәвлх
897,schwingen::V,oscilar,нәәхлх
898,fallen::V,caer,унх
899,fallen::V,caer,киисх
900,brennen::V,arder,шатх
901,brennen::V,quemar,шатх
902,rauchen::V,humear,ута һарһх
903,rauchen::V,echar humo,ута һарһх
904,regnen::V,llover,орх
905,gefrieren::V,helarse,мөстх
906,tauen::V,deshelarse,хәәлх
907,schmelzen::V,fundirse,хәәлх
908,schmelzen::V,fundirse,хәәлгдх
909,schmelzen::V,derretirse,хәәлх
910,schmelzen::V,derretirse,хәәлгдх
911,trocknen::V,secarse,эврх
912,sieden::V,hervir,буслх
913,faulen::V,pudrirse,үмкәрх
914,verfaulen::V,pudrirse,илҗрх
915,reißen::V,romperse,тасрх
916,versinken::V,hundirse,чивх
917,vergehen::V,pasar,болх
918,erscheinen::V,aparecer,һарх
919,verschwinden::V,desaparecer,уга болх
920,sinken::V,bajar,татгдх
921,abnehmen::V,decrecer,хасгдх
922,abnehmen::V,disminuir,хасгдх
923,zunehmen::V,crecer,өсх
924,zunehmen::V,aumentar,өсх
925,steigen::V,subir,немх
926,steigen::V,ascender,немх
927,wachsen::V,crecer,өсх
928,wachsen::V,crecer,урһх
929,glänzen::V,brillar,гилвкх
930,glänzen::V,resplandecer,гилвкх
931,funkeln::V,chispear,цәклх
932,lärmen::V,hacer ruido,шууглдх
933,läuten::V,sonar,хоңх
934,läuten::V,repicar,хоңх
935,klingeln::V,tocar el timbre,җиңнулх
936,klirren::V,tintinear,җиңнх
937,brausen::V,zumbar,догшрхх
938,rauschen::V,murmurar,сарҗңнх
939,klingen::V,sonar,ә һарх
940,bellen::V,ladrar,хуцх
941,heulen::V,ulular,уульх
942,blasen::V,soplar,үләх
943,pfeifen::V,silbar,ишкрх
944,schreien::V,gritar,хәәкрх
945,stöhnen::V,gemir,түңшх
946,zittern::V,temblar,дагҗннх
947,leben::V,vivir,бәәх
948,geboren werden::V,nacer,төрх
949,atmen::V,respirar,әмсхлх
950,trinken::V,beber,уух
951,essen::V,comer,идх
952,schlucken::V,tragar,зальгх
953,müde werden::V,cansarse,көшх
954,müde werden::V,fatigarse,көшх
955,einschlafen::V,dormirse,унтх
956,schlafen::V,dormir,нөөрсх
957,aufwachen::V,despertarse,серх
958,aufstehen::V,levantarse,босх
959,sich erholen::V,reposar,амрх
960,sich erholen::V,descansar,амрх
961,krank werden::V,caer enfermo,гемтх
962,krank sein::V,estar enfermo,шалтглх
963,schmerzen::V,doler,өвдх
964,husten::V,toser,ханях
965,genesen::V,convalecer,эдгх
966,genesen::V,restablecerse,эдгх
967,sterben::V,morir,үкх
968,sterben::V,morir,өңгрх
969,umkommen::V,perecer,үкх
970,sich bewegen::V,moverse,көдлх
971,sich bewegen::V,moverse,көндрх
972,sich rühren::V,rebullir,көндрх
973,sich erheben::V,levantarse,босх
974,sich setzen::V,sentarse,суух
975,hinfallen::V,caerse,унх
976,hinfallen::V,caerse,киисх
977,laufen::V,andar,йовх
978,schreiten::V,proceder,алхх
979,spazierengehen::V,pasear,сергҗ йовх
980,spazierengehen::V,pasearse,сергҗ йовх
981,eilen::V,correr prisa,шулудх
982,sich beeilen::V,darse prisa,адһх
983,sich beeilen::V,darse prisa,шамдх
984,sausen::V,correr,хурдлх
985,sausen::V,correr,йир_хурдар_гүүх
986,sausen::V,correr,йир_хурдар_йовх
987,rennen::V,correr,гүүх
988,springen::V,saltar,һәрәдх
989,klettern::V,trepar,давшх
990,klettern::V,escalar,давшх
991,schaukeln::V,bambolearse,дүүдңндх
992,kriechen::V,reptar,мөлкх
993,kriechen::V,arrastrarse,мөлкх
994,schwimmen::V,nadar,усчх
995,tauchen::V,bucear,булхх
996,tauchen::V,sumergirse,булхх
997,rudern::V,remar,хәәвдх
998,fahren::V,ir,йовх
999,fliegen::V,volar,нисх
1000,gehen::V,ir,йовх
1001,gehen::V,andar,йовх
1002,weggehen::V,irse,йовх
1003,weggehen::V,irse,одх
1004,weggehen::V,irse,һарх
1005,weggehen::V,irse,мөрлх
1006,weggehen::V,marcharse,йовх
1007,weggehen::V,marcharse,одх
1008,weggehen::V,marcharse,һарх
1009,weggehen::V,marcharse,мөрлх
1010,abfahren::V,salir,мордх
1011,abfahren::V,partir,мордх
1012,anhalten::V,parar,зогсх
1013,anhalten::V,pararse,зогсх
1014,hineingehen::V,entrar,орх
1015,eintreten::V,entrar,орх
1016,kommen::V,venir,ирх
1017,ankommen::V,llegar,ирх
1018,zurückkommen::V,volver,орх
1019,zurückkommen::V,regresar,орх
1020,bleiben::V,quedarse,бәәх
1021,warten::V,esperar,күләх
1022,erwarten::V,esperar,күләх
1023,suchen::V,buscar,хәәх
1024,finden::V,hallar,олх
1025,finden::V,encontrar,олх
1026,versuchen::V,intentar,седх
1027,vorbereiten::V,preparar,белдх
1028,lieben::V,amar,дурлх
1029,lieben::V,querer,дурлх
1030,mögen::V,querer,таассгдх
1031,lachen::V,reír,инәх
1032,rühren::V,conmover,уйрах
1033,weinen::V,llorar,уульх
1034,schimpfen::V,regañar,харах
1035,sich ärgern::V,enfadarse,уурлх
1036,sich fürchten::V,tener miedo,әәх
1037,fürchten::V,temer,әәх
1038,fürchten::V,temer,сүрдх
1039,fürchten::V,tener miedo a,әәх
1040,fürchten::V,tener miedo a,сүрдх
1041,fliehen::V,huir,зулх
1042,flüchten::V,escaparse,орһх
1043,flüchten::V,escaparse,зулх
1044,sehen::V,ver,үзх
1045,anschauen::V,mirar,харх
1046,ansehen::V,mirar,хәләх
1047,ansehen::V,mirar,үзх
1048,hören::V,oír,соңсх
1049,zuhören::V,escuchar,соңсх
1050,probieren::V,probar,амсх
1051,probieren::V,degustar,амсх
1052,riechen::V,oler,үнрчлх
1053,fühlen::V,sentir,медх
1054,scheinen::V,parecer,болҗ медгдх
1055,scheinen::V,parecer,миниһәр болхла
1056,scheinen::V,parecer,болад бәәх
1057,zu sehen sein::V,poder verse,үзгдх
1058,vernehmen::V,oír,соңсх
1059,vernehmen::V,percibir,соңсх
1060,frieren::V,tener frío,даарх
1061,tun::V,hacer,кех
1062,können::V,poder,чадх
1063,wollen::V,querer,дурлх
1064,anfangen::V,iniciar,эклх
1065,beenden::V,acabar,дуусх
1066,beenden::V,terminar,дуусх
1067,aufhören::V,cesar,уурх
1068,gelingen::V,salir bien,бүтх
1069,gelingen::V,salir bien,күцәх
1070,geraten::V,salir,болх
1071,geraten::V,dar resultado,болх
1072,öffnen::V,abrir,секх
1073,schließen::V,cerrar,хаах
1074,stellen::V,poner,тәвх
1075,stellen::V,colocar,тәвх
1076,setzen::V,poner,суулһх
1077,setzen::V,colocar,суулһх
1078,legen::V,poner,тәвх
1079,berühren::V,tocar,көндәх
1080,verbinden::V,unir,боох
1081,verbinden::V,juntar,боох
1082,bedecken::V,tapar,хучх
1083,bedecken::V,tapar,бүркх
1084,bedecken::V,cubrir,хучх
1085,bedecken::V,cubrir,бүркх
1086,aufhängen::V,colgar,өлгх
1087,anzünden::V,encender,асах
1088,anzünden::V,encender,шатах
1089,aufheben::V,recoger,өөдән өргх
1090,zurücklassen::V,dejar,үлдәх
1091,verlieren::V,perder,геех
1092,fallen lassen::V,dejar caer,алдх
1093,machen::V,hacer,кех
1094,herstellen::V,fabricar,кех
1095,bauen::V,construir,тосхх
1096,reparieren::V,reparar,ясх
1097,verbessern::V,mejorar,сәәрүлх
1098,ändern::V,mudar,хүврәх
1099,ändern::V,modificar,хүврәх
1100,graben::V,cavar,малтх
1101,beugen::V,doblar,нуһлх
1102,beugen::V,inclinar,нуһлх
1103,biegen::V,doblar,матилһх
1104,drehen::V,volver,эргүлх
1105,drehen::V,hacer girar,эргүлх
1106,wenden::V,volver,көмрх
1107,wenden::V,volver,эргүлх
1108,umdrehen::V,revolver,эргүлх
1109,heben::V,levantar,өргх
1110,heben::V,levantar,деер өргх
1111,hochheben::V,alzar,өргх
1112,ergreifen::V,coger,бәрх
1113,halten::V,tener,бәрх
1114,drücken::V,apretar,шахх
1115,schieben::V,empujar,түлкх
1116,kratzen::V,rascar,мааҗх
1117,lecken::V,lamer,долах
1118,beißen::V,morder,хазх
1119,abreißen::V,arrancar,таслх
1120,abschneiden::V,cortar,тәәрх
1121,binden::V,atar,боох
1122,stecken::V,meter,шаах
1123,stecken::V,meter,хатхх
1124,brechen::V,romper,хамхлх
1125,brechen::V,quebrar,хамхлх
1126,klopfen::V,golpear,цокх
1127,hauen::V,pegar,цокх
1128,kleben::V,pegar,наах
1129,kleben::V,encolar,наах
1130,reiben::V,frotar,зүлгх
1131,streichen::V,untar,наах
1132,streichen::V,untar,лашх
1133,streichen::V,untar,түркх
1134,streichen::V,recubrir,наах
1135,streichen::V,recubrir,лашх
1136,streichen::V,recubrir,түркх
1137,schleifen::V,afilar,хурцлх
1138,schneiden::V,cortar,хәәчлх
1139,rütteln::V,agitar,дәәвлүлх
1140,schütteln::V,agitar,сегсрх
1141,schütteln::V,sacudir,сегсрх
1142,schwenken::V,menear,дайлх
1143,schütten::V,verter,кех
1144,füllen::V,llenar,дүүргх
1145,einwickeln::V,envolver,орах
1146,tragen::V,llevar,зөөх
1147,schleppen::V,arrastrar,чирх
1148,ziehen::V,tirar,татх
1149,aufbewahren::V,conservar,хадһлх
1150,werfen::V,echar,хайх
1151,werfen::V,lanzar,хайх
1152,fangen::V,coger,бәрх
1153,fangen::V,coger,хавлх
1154,packen::V,agarrar,бәрх
1155,verstecken::V,esconder,дүрх
1156,verstecken::V,esconder,бултулх
1157,teilen::V,partir,хувах
1158,teilen::V,dividir,хувах
1159,schicken::V,enviar,илгәх
1160,bringen::V,traer,авч ирх
1161,hinzufügen::V,añadir,немх
1162,bekommen::V,obtener,авх
1163,bekommen::V,conseguir,авх
1164,erhalten::V,recibir,авх 
1165,nehmen::V,tomar,авх
1166,wählen::V,elegir,шүүх
1167,auswählen::V,escoger,шүүх
1168,auswählen::V,seleccionar,шүүх
1169,bewahren::V,guardar,хадһлх
1170,bewahren::V,guardar,кевтнь үлдәх
1171,bewahren::V,guardar,кевтнь бәәлһх
1172,bewahren::V,preservar,хадһлх
1173,bewahren::V,preservar,кевтнь үлдәх
1174,bewahren::V,preservar,кевтнь бәәлһх
1175,behindern::V,estorbar,харшлх
1176,behindern::V,obstaculizar,харшлх
1177,verderben::V,estropear,үрәх
1178,beschädigen::V,deteriorar,эвдх
1179,zerbrechen::V,romper,күүлх
1180,zerbrechen::V,romper,хамхлх
1181,zerbrechen::V,quebrar,күүлх
1182,zerbrechen::V,quebrar,хамхлх
1183,zerreißen::V,desgarrar,шуучх
1184,zerreißen::V,despedazar,шуучх
1185,zerstören::V,destruir,эвдх
1186,zerstören::V,destrozar,эвдх
1187,verbrennen::V,quemar,шатах
1188,geben::V,dar,өгх
1189,reichen::V,pasar,өгх
1190,schenken::V,regalar,белглх
1191,versprechen::V,prometer,амлх
1192,wünschen::V,desear,сә хәәх
1193,loben::V,alabar,магтх
1194,küssen::V,besar,үмсх
1195,wiegen::V,mecer,саатулх
1196,zudecken::V,tapar,бүркх
1197,zudecken::V,cubrir,бүркх
1198,wecken::V,despertar,серүлх
1199,zeigen::V,mostrar,үзүлх
1200,führen::V,guiar,көтлх
1201,führen::V,conducir,көтлх
1202,lehren::V,enseñar,заах
1203,lehren::V,enseñar,сурһх
1204,lehren::V,instruir,заах
1205,lehren::V,instruir,сурһх
1206,unterrichten::V,enseñar,сурһх
1207,unterrichten::V,enseñar,багшлх
1208,aufziehen::V,criar,өскәх
1209,leiten::V,guiar,һардх
1210,leiten::V,guiar,толһалх
1211,leiten::V,dirigir,һардх
1212,leiten::V,dirigir,толһалх
1213,antreiben::V,impeler,шамдах
1214,antreiben::V,impulsar,шамдах
1215,lassen::V,hacer,күч үзүлх
1216,einladen::V,invitar,үрх
1217,vereinigen::V,unir,хамцулх
1218,besuchen::V,visitar,одх
1219,besuchen::V,ir a ver,одх
1220,treffen::V,encontrar,харһх
1221,sich versammeln::V,reunirse,цуглрх
1222,sich versammeln::V,reunirse,хурх
1223,sich versammeln::V,congregarse,цуглрх
1224,sich versammeln::V,congregarse,хурх
1225,spielen::V,jugar,наадх
1226,singen::V,cantar,дуулх
1227,tanzen::V,bailar,биилх
1228,sich trennen::V,separarse,хаһцх
1229,verlassen::V,dejar,хайх
1230,verlassen::V,abandonar,хайх
1231,retten::V,salvar,әм аврх
1232,retten::V,salvar,әәмшгәс харсх
1233,bewachen::V,vigilar,харх
1234,bewachen::V,vigilar,манх
1235,schützen::V,proteger,харсх
1236,verteidigen::V,defender,харсх
1237,sich schlagen::V,batirse,гүвдлдх
1238,schießen::V,tirar,хах
1239,schießen::V,disparar,хах
1240,siegen::V,vencer,диилх
1241,ärgern::V,enojar,уурлулх
1242,ärgern::V,enfadar,уурлулх
1243,schlagen::V,pegar,цокх
1244,schlagen::V,pegar,гүвдх
1245,schlagen::V,golpear,цокх
1246,schlagen::V,golpear,гүвдх
1247,treten::V,dar una patada a,
1248,stechen::V,pinchar,хатхх
1249,stoßen::V,empujar,түлкчкх
1250,stehlen::V,robar,хулхалх
1251,stehlen::V,hurtar,хулхалх
1252,stören::V,molestar,һә болх
1253,belästigen::V,molestar,амр эс өгх
1254,belästigen::V,importunar,амр эс өгх
1255,verbergen::V,ocultar,нуух
1256,verbergen::V,ocultar,бултулх
1257,verbergen::V,esconder,нуух
1258,verbergen::V,esconder,бултулх
1259,täuschen::V,engañar,меклх
1260,betrügen::V,engañar,меклх
1261,betrügen::V,engañar,мек һарһх
1262,töten::V,matar,алх
1263,wohnen::V,vivir,бәәх
1264,wohnen::V,habitar,бәәх
1265,arbeiten::V,trabajar,көдлх
1266,sammeln::V,recoger,түүх
1267,sammeln::V,coleccionar,түүх
1268,pflücken::V,coger,түүх
1269,pflücken::V,coger,хурах
1270,jagen::V,cazar,аңнх
1271,jagen::V,cazar,аңһучлх
1272,fischen::V,pescar,заһс аңнх
1273,fassen::V,atrapar,бәрх
1274,fassen::V,capturar,бәрх
1275,hüten::V,guardar,хәрүлх
1276,treiben::V,aballar,туух
1277,anbinden::V,atar,уйх
1278,füttern::V,echar de comer,теҗәх
1279,melken::V,ordeñar,саах
1280,hacken::V,picar,чавчх
1281,hacken::V,cortar,чавчх
1282,gießen::V,regar,услх
1283,reifen::V,madurar,болх
1284,reifen::V,madurar,болвсрх
1285,zubereiten::V,preparar,белдх
1286,kochen::V,cocer,чанх
1287,kochen::V,cocer,болһх
1288,kochen::V,guisar,чанх
1289,kochen::V,guisar,болһх
1290,backen::V,hornear,болһх
1291,backen::V,cocer al horno,болһх
1292,braten::V,asar,хуурх
1293,braten::V,freír,хуурх
1294,umrühren::V,remover,самрх
1295,stricken::V,hacer punto,өлгх
1296,stricken::V,hacer calceta,өлгх
1297,nähen::V,coser,уйх
1298,färben::V,teñir,будх
1299,färben::V,colorear,будх
1300,reinigen::V,limpiar,цеврлх
1301,waschen::V,lavar,уһах
1302,abwischen::V,fregar,арчх
1303,abwischen::V,limpiar,арчх
1304,spülen::V,aclarar,зәәлх
1305,spülen::V,enjuagar,зәәлх
1306,fegen::V,barrer,сәвүрдх
1307,fegen::V,pasar la escoba,сәвүрдх
1308,kehren::V,barrer,сәвүрдх
1309,baden::V,bañarse,өөмх
1310,sich waschen::V,lavarse,уһах
1311,sich waschen::V,lavarse,бийән уһаҗ
1312,ausziehen::V,quitar,тәәлх
1313,ausziehen::V,quitarse,тәәлх
1314,anziehen::V,ponerse,өмсх
1315,sich anziehen::V,vestirse,хувцлх
1316,kämmen::V,peinar,самлх
1317,schmücken::V,adornar,чимх
1318,schmücken::V,adornar,кеерүлх
1319,sagen::V,decir,келх
1320,sprechen::V,hablar,келх
1321,reden::V,hablar,күүндх
1322,reden::V,hablar,күр_кех
1323,reden::V,conversar,күүндх
1324,reden::V,conversar,күр_кех
1325,sich unterhalten::V,charlar,күүндх
1326,sich unterhalten::V,conversar,күүндх
1327,fragen::V,preguntar,сурх
1328,bitten::V,rogar,эрх
1329,erzählen::V,contar,келх
1330,erzählen::V,contar,келҗ өгх
1331,mitteilen::V,comunicar,медүлх
1332,mitteilen::V,participar,медүлх
1333,nennen::V,llamar,нерәдх
1334,nennen::V,llamar,нер өгх
1335,nennen::V,nombrar,нерәдх
1336,nennen::V,nombrar,нер өгх
1337,rufen::V,llamar,дуудх
1338,prahlen::V,jactarse,көөрх
1339,übersetzen::V,traducir,орчулх
1340,denken::V,pensar,санх
1341,glauben::V,creer,шүтх
1342,glauben::V,creer,нәәлх
1343,bemerken::V,notar,темдглх
1344,erkennen::V,reconocer,таньх
1345,erkennen::V,reconocer,медх
1346,begreifen::V,concebir,медх
1347,verstehen::V,entender,соңсх
1348,verstehen::V,comprender,соңсх
1349,lernen::V,aprender,сурх
1350,wissen::V,saber,медх
1351,sich erinnern an::V,recordar,санх
1352,sich erinnern an::V,acordarse de,санх
1353,vergessen::V,olvidar,мартх
1354,messen::V,medir,кемҗәлх
1355,zählen::V,contar,тоолх
1356,rechnen::V,contar,тоолх
1357,rechnen::V,calcular,тоолх
1358,lesen::V,leer,умшх
1359,malen::V,pintar,зурх
1360,zeichnen::V,dibujar,зурх
1361,schreiben::V,escribir,бичх
1362,besitzen::V,poseer,эзлх
1363,kaufen::V,comprar,хулдҗ авх
1364,verkaufen::V,vender,хулдх
1365,verkaufen::V,vender,гүүлгх
1366,bezahlen::V,pagar,өгх
1367,zahlen::V,pagar,өгх
1368,beherrschen::V,dominar,эзлх
1369,ertragen::V,soportar,даах
