,Concept_ID,hy,udm
746,lange::ADV,երկար ժամանակ,кема
747,plötzlich::ADV,հանկարծ,мапламтэ шорысь
748,sofort::ADV,իսկույն,али ик
749,später::ADV,ավելի ուշ,бергес
750,später::ADV,ավելի ուշ,берлогес
751,später::ADV,հետո,бергес
752,später::ADV,հետո,берлогес
753,jetzt::ADV,այժմ,али
754,jetzt::ADV,այժմ,табере
755,heute::ADV,այսօր,туннэ
756,morgen::ADV,վաղը,ӵуказе
757,bald::ADV,շուտով,ӝоген
758,dann::ADV,ապա,берло
759,dann::ADV,հետո,берло
760,gestern::ADV,երեկ,толон
761,einst::ADV,հին ատեն,огпол
762,einst::ADV,հին ատեն,одӥг пол
763,damals::ADV,ատէնին,соку
764,danach::ADV,ապա,собере
765,danach::ADV,այն ժամանակ,собере
766,vorher::ADV,առաջ,азьло
767,vorher::ADV,առաջ,азьвыл
768,zuerst::ADV,նախ,азьло
769,einmal::ADV,մի անգամ,огпол
770,manchmal::ADV,երբեմն,куддыръя
771,oft::ADV,հաճախ,ӵем
772,immer::ADV,միշտ,пыр
773,immer::ADV,միշտ,котьку
774,niemals::ADV,երբեք,уз ноку
775,hier::ADV,այստեղ,татын
776,hierhin::ADV,այստեղ,татчы
777,von hier::ADV,այդտեղից,татысь
778,dort::ADV,այնտեղ,отӥ
779,dort::ADV,այնտեղ,отын
780,dorthin::ADV,այնտեղ,отчы
781,geradeaus::ADV,ուղիղ,меӵак
782,vorwärts::ADV,առաջ,азьлань
783,rückwärts::ADV,դեպի ետ,берлань
784,zurück::ADV,ետ,берен
785,zurück::ADV,ետ,берлань
786,unten::ADV,ներքեւում,улын
787,hinab::ADV,ներքեւ,улэ
788,oben::ADV,վերեւում,вылын
789,oben::ADV,վերեւում,вылӥын
790,hinauf::ADV,վերեւ,вылэ
791,hinauf::ADV,վերեւ,вылӥе
792,hinauf::ADV,վերեւ,выллань
793,überall::ADV,ամենուր,котькытын
794,überall::ADV,ամենուր,пасьтана
795,nicht::ADV,չէ,уз
796,ein wenig::ADV,մի քիչ,ичи
797,ein wenig::ADV,մի քիչ,ӧжыт
798,ein wenig::ADV,մի քիչ,огшап
799,kaum::ADV,հազիվ,муртса
800,sehr::ADV,շատ,туж
801,sehr::ADV,շատ,лекос
802,so::ADV,այդպես,озьы
803,so::ADV,այդպես,тазьы
804,noch::ADV,դեռ,на
805,nur::ADV,միայն,гинэ
806,schon::ADV,արդեն,ни
807,schon::ADV,արդեն,ини
808,wieder::ADV,նորից,нош
809,wieder::ADV,նորից,кайта
810,wieder::ADV,դարձյալ,нош
811,wieder::ADV,դարձյալ,кайта
812,vergebens::ADV,իզուր,юнме
813,vor::PRP,դիմացը,азьын
814,hinter::PRP,ետեւը,берын
815,hinter::PRP,ետեւը,бӧрсьы
816,unter::PRP,տակ,улын
817,durch::PRP,միջով,пыр
818,durch::PRP,միջով,пыртӥ
819,neben::PRP,քովը,бордын
820,zwischen::PRP,միջեւ,вискын
821,wegen::PRP,պատճառով,сэрен
822,wegen::PRP,շնորհից,сэрен
823,dies::PRN,սա,та
824,dies::PRN,այս,та
825,das::PRN,դա,со
826,das::PRN,այդ,со
827,alles::PRN,ամեն ինչ,ваньмыз
828,ich::PRN,ես,мон
829,du::PRN,դու,тон
830,er::PRN,նա,со
831,wir::PRN,մենք,ми
832,ihr::PRN,դուք,тӥ
833,sie::PRN,նրանք,соос
834,was::FPRN,ինչ,ма
835,wer::FPRN,ով,кин
836,wo::FADV,ուր,кытын
837,wo::FADV,որտեղ,кытын
838,wohin::FADV,դեպի ուր,кытчы
839,wie::FADV,ինչպես,кызьы
840,warum::FADV,ինչու,малы
841,wieviel::FNUM,որչափ,кӧня
842,eins::NUM,մեկ,одӥг
843,zwei::NUM,երկու,кык
844,drei::NUM,երեք,куинь
845,vier::NUM,չորս,ньыль
846,fünf::NUM,հինգ,вить
847,sechs::NUM,վեց,куать
848,sieben::NUM,յոթ,сизьым
849,acht::NUM,ութ,тямыс
850,neun::NUM,ինը,укмыс
851,zehn::NUM,տասը,дас
852,elf::NUM,տասնմեկ,дас одӥг
853,zwölf::NUM,տասներկու,дас кык
854,zwanzig::NUM,քսան,кызь
855,dreißig::NUM,երեսուն,куамын
856,vierzig::NUM,քառասուն,ньыльдон
857,fünfzig::NUM,հիսուն,витьтон
858,sechzig::NUM,վաթսուն,куатьтон
859,siebzig::NUM,յոթանասուն,сизьымдон
860,achtzig::NUM,ութսուն,тямыстон
861,neunzig::NUM,իննսուն,укмыстон
862,hundert::NUM,հարյուր,сю
863,tausend::NUM,հազար,сюрс
864,und::CNJ,ու,и
865,und::CNJ,ու,но
866,oder::CNJ,կամ,яке
867,stehen::V,կանգնել,сылыны
868,sitzen::V,նստել,пукыны
869,liegen::V,ստել,кылльыны
870,hängen::V,կախվել,ошкыса улыны
871,werden::V,դառնալ,луыны
872,passieren::V,պատահել,луыны
873,beginnen::V,սկսվել,кутскыны
874,enden::V,վերջանալ,бырыны
875,wechseln::V,փոխվել,воштӥськыны
876,aufgehen[Sonne]::V,բարձրանալ,ӝужаны
877,aufgehen[Sonne]::V,ելնել ,ӝужаны
878,untergehen[Sonne]::V,մտնել,пуксьыны
879,scheinen[Sonne]::V,շողալ,пиштыны
880,scheinen[Sonne]::V,շողալ,чиляны
881,scheinen[Sonne]::V,փայլել,пиштыны
882,scheinen[Sonne]::V,փայլել,чиляны
883,donnern::V,որոտալ,гудыръяны
884,wehen::V,փչել,пелляськыны
885,strömen::V,հոսել,киськыны
886,strömen::V,հոսել,исьтӥськыны
887,fließen::V,հոսել,бызьыны
888,sich drehen::V,պտտվել,берганы
889,schwanken::V,տատանվել,вошъяськыны
890,schwingen::V,ճոճվել,шонаськыны
891,fallen::V,ընկնել,усьыны
892,brennen::V,այրվել,ӝуаны
893,rauchen::V,ծխել,ӵындыны
894,regnen::V,անձրեւ գալ,зорыны
895,gefrieren::V,սառչել,кынмыны
896,tauen::V,լկիլ,шунаны
897,schmelzen::V,հալիլ,шунаны
898,trocknen::V,չորանալ,куасьмыны
899,sieden::V,եռալ,пӧзьыны
900,faulen::V,փտել,сисьмыны
901,verfaulen::V,նեխել,сисьмыны
902,reißen::V,պատռվել,кеськыны
903,reißen::V,ճղվել,кеськыны
904,versinken::V,սուզվել,выйыны
905,vergehen::V,անցնել ,ортчыны
906,erscheinen::V,հայտնվել,адскыны
907,erscheinen::V,երեւալ,адскыны
908,verschwinden::V,անհետանալ,бырыны
909,sinken::V,ընկնել,усьыны
910,abnehmen::V,փոքրանալ,синыны
911,zunehmen::V,մեծանալ,йылыны
912,steigen::V,բարձրանալ,лӧпкыны
913,wachsen::V,աճել,будыны
914,glänzen::V,նշուլել,чиляны
915,glänzen::V,նշուլել,пиштыны
916,glänzen::V,փայլիլ,чиляны
917,glänzen::V,փայլիլ,пиштыны
918,funkeln::V,փայլատակել,чилекъяны
919,lärmen::V,աղմուկ հանել,уретыны
920,lärmen::V,աղմուկ հանել,ӵашетыны
921,läuten::V,զնգալ,жингыртыны
922,klingeln::V,զնգալ,жингыртыны
923,klirren::V,զնգզնգալ,жильккетыны
924,brausen::V,մոլեգնել,лекъяськыны
925,rauschen::V,սոսափել,ӵашетыны
926,klingen::V,հնչել,кылӥськыны
927,bellen::V,հաչել,утыны
928,heulen::V,ոռնալ ,вузыны
929,blasen::V,փչել ,пельтыны
930,pfeifen::V,սուլել,шуланы
931,schreien::V,գոռալ ,черекъяны
932,schreien::V,գոռալ ,кесяськыны
933,stöhnen::V,տնքալ,ӝуштыны
934,zittern::V,դողալ,дырекъяны
935,zittern::V,դողալ,куалекъяны
936,leben::V,ապրել,улыны
937,geboren werden::V,ծնվել,вордӥськыны
938,atmen::V,շնչել,шоканы
939,trinken::V,խմել,юыны
940,essen::V,ուտել,сиыны
941,schlucken::V,կլանել,ньылыны
942,schlucken::V,կուլ տալ,ньылыны
943,müde werden::V,հոգնել,жадьыны
944,einschlafen::V,քուն մտնել,умме усьыны
945,schlafen::V,քնել,кӧлыны
946,aufwachen::V,արթննալ,сайканы
947,aufstehen::V,ելլել,султыны
948,sich erholen::V,հանգստանալ,шутэтскыны
949,krank werden::V,հիւանդանալ,висьыны
950,krank sein::V,հիվանդ լինել,висьыны
951,schmerzen::V,ցավել,висьыны
952,husten::V,հազալ,кызыны
953,genesen::V,ապաքինվել,юнматскыны
954,genesen::V,ապաքինվել,бурмытскылыны
955,sterben::V,մեռնել,кулыны
956,sterben::V,վախճանվել,кулыны
957,umkommen::V,կործանվել,бырыны
958,sich bewegen::V,ընթանալ,вырыны
959,sich rühren::V,շարժվել,вырӟыны
960,sich rühren::V,շարժվել,вырӟылыны
961,sich erheben::V,կանգնել,султыны
962,sich erheben::V,վեր կենալ,султыны
963,sich setzen::V,նստել,пуксьыны
964,hinfallen::V,ընկնել,усьыны
965,laufen::V,քայլել,мыныны
966,schreiten::V,ճեմել,вамышъяны
967,spazierengehen::V,շրջագայել,мыныны
968,spazierengehen::V,շրջագայել,ветлыны
969,eilen::V,շտապել,дыртыны
970,sich beeilen::V,շտապել ,дыртыны
971,sausen::V,սլանալ,туж ӝог мыныны
972,rennen::V,վազել,бызьылыны
973,springen::V,ցատկել,тэтчаны
974,klettern::V,մագլցել,тубаны
975,schaukeln::V,ճոճվել,лэйканы
976,schaukeln::V,ճոճվել,шонаськыны
977,schaukeln::V,օրորվել,лэйканы
978,schaukeln::V,օրորվել,шонаськыны
979,kriechen::V,սողալ,нюж ветлыны
980,schwimmen::V,լողալ,уяны
981,tauchen::V,սուզվել,зумылыны
982,rudern::V,թիավարել,полсаны
983,fahren::V,ընթանալ,ветлыны
984,fliegen::V,թռչել,лобаны
985,gehen::V,գնալ,мыныны
986,weggehen::V,հեռանալ,кошкыны
987,abfahren::V,ճանապարհվել,кошкыны
988,anhalten::V,կանգնել,дугдыны
989,hineingehen::V,մտնել,пырыны
990,eintreten::V,մտնել,пырыны
991,kommen::V,գալ,вуыны
992,kommen::V,գալ,лыктыны
993,ankommen::V,ժամանել,вуыны
994,zurückkommen::V,վերադառնալ,берытскыны
995,bleiben::V,մնալ,кыльыны
996,warten::V,սպասել,витьыны
997,erwarten::V,սպասել,витьыны
998,erwarten::V,սպասել,возьманы
999,suchen::V,որոնել,утчаны
1000,finden::V,գտնել,шедьтыны
1001,versuchen::V,փորձել,турттыны
1002,vorbereiten::V,պատրաստել,дасяны
1003,lieben::V,սիրել,гажаны
1004,mögen::V,հավանել,яратыны
1005,mögen::V,սիրել,яратыны
1006,lachen::V,ծիծաղել,серекъяны
1007,rühren::V,հուզել,сюлме йӧтыны
1008,weinen::V,լալ,бӧрдыны
1009,schimpfen::V,տրտնջալ,даллашыны
1010,schimpfen::V,քրթմնջել,даллашыны
1011,sich ärgern::V,զայրանալ,лекъяськыны
1012,sich fürchten::V,վախնալ,кышканы
1013,sich fürchten::V,վախնալ,курданы
1014,fürchten::V,վախենալ,курданы
1015,fürchten::V,վախենալ,кышканы
1016,fliehen::V,փախչել,пегӟыны
1017,flüchten::V,փախչել,пегӟыны
1018,sehen::V,տեսնել,адӟыны
1019,anschauen::V,դիտել,учкыны
1020,ansehen::V,նայել,учкыны
1021,hören::V,լսել,кылыны
1022,zuhören::V,ունկնդրել,кылзыны
1023,probieren::V,համը տեսել,веръяны
1024,riechen::V,հոտ առնել,зынъяны
1025,fühlen::V,զգալ,шӧдыны
1026,scheinen::V,երեւալ,адскыны
1027,zu sehen sein::V,երեւալ,адӟиськыны
1028,vernehmen::V,իմանալ ,кылыны
1029,frieren::V,մրսել,кынмыны
1030,tun::V,անել,карыны
1031,können::V,կարողանալ,быгатыны
1032,wollen::V,ուզել,потыны
1033,wollen::V,ցանկանալ,потыны
1034,anfangen::V,սկսել,кутскыны
1035,beenden::V,վերջացնել,быдтыны
1036,beenden::V,վերջացնել,быдэстыны
1037,aufhören::V,դադարել,дугдыны
1038,gelingen::V,հաջողվել,быгатыны
1039,gelingen::V,հաջողվել,луыны
1040,gelingen::V,գլուխ գալ,быгатыны
1041,gelingen::V,գլուխ գալ,луыны
1042,geraten::V,ստացվել,лэсяны
1043,öffnen::V,բաց անել,усьтыны
1044,schließen::V,փակել ,пытсаны
1045,stellen::V,դնել,пуктыны
1046,setzen::V,նստեցնել,пуктыны
1047,legen::V,դնել,поныны
1048,berühren::V,դիպչել,исаны
1049,berühren::V,շոշափել,исаны
1050,verbinden::V,շաղկապել,герӟаны
1051,bedecken::V,ծածկել,пытсаны
1052,aufhängen::V,կախել,ошыны
1053,anzünden::V,վառել,ӝуатыны
1054,aufheben::V,վերցնել,ӝутыны
1055,zurücklassen::V,թողնել,кельтыны
1056,verlieren::V,կորցնել,ыштыны
1057,fallen lassen::V,գցել,уськытыны
1058,machen::V,անել,лэсьтыны
1059,herstellen::V,արտադրել,лэсьтыны
1060,bauen::V,կառուցել,пуктыны
1061,reparieren::V,նորոգել,тупатыны
1062,verbessern::V,բարելավել,умоятыны
1063,ändern::V,փոխել,воштыны
1064,graben::V,փորել,копаны
1065,beugen::V,ծռել,губыртыны
1066,biegen::V,թեքել,куасаны
1067,drehen::V,ոլորել,бергатыны
1068,wenden::V,պտտել,берыктыны
1069,umdrehen::V,շրջել,берыктыны
1070,heben::V,բարձրացնել,ӝутыны
1071,hochheben::V,բարձրացնել,ӝутъяны
1072,ergreifen::V,վարակվել,кутыны
1073,ergreifen::V,վարակվել,кырмыны
1074,halten::V,բռնել,возьыны
1075,drücken::V,ճնշել,зӥбыны
1076,drücken::V,ճնշել,пачкатыны
1077,schieben::V,հրել,донганы
1078,kratzen::V,քերել,вуштыны
1079,lecken::V,լիզել,нюлыны
1080,beißen::V,կծել,куртчыны
1081,abreißen::V,պոկել,ишкалтыны
1082,abschneiden::V,կտրել ,шорыны
1083,abschneiden::V,կտրել ,вандыны
1084,binden::V,կապել,керттыны
1085,stecken::V,խրել,мертчытыны
1086,brechen::V,կոտրել ,тӥяны
1087,klopfen::V,թակել,йыганы
1088,klopfen::V,թակել,шарккетыны
1089,hauen::V,ծեծել,жугыны
1090,hauen::V,ծեծել,тышканы
1091,kleben::V,կպցնել,лякыны
1092,reiben::V,շփել,зыраны
1093,reiben::V,շփել,вуштыны
1094,streichen::V,վրան քսել,зыраны
1095,schleifen::V,սրել ,шерыны
1096,schneiden::V,կտրել,вандыны
1097,rütteln::V,ցնցել,зуркатыны
1098,schütteln::V,թափահարել,куалекъятыны
1099,schwenken::V,ճոճել,шонаны
1100,schütten::V,լցնել,лэзьыны
1101,füllen::V,լիքը լցնել,тырмытыны
1102,einwickeln::V,փաթաթել,биньыны
1103,tragen::V,կրել,нуыны
1104,tragen::V,տանել,нуыны
1105,schleppen::V,քաշել,кыскыны
1106,ziehen::V,ձգել,кыскыны
1107,ziehen::V,քաշել,кыскыны
1108,aufbewahren::V,պահել ,возьыны
1109,werfen::V,նետել,куяны
1110,werfen::V,նետել,лэзяны
1111,packen::V,հափշտակել,кутыны
1112,packen::V,հափշտակել,кырмыны
1113,verstecken::V,ծածկել,ватыны
1114,teilen::V,բաժանել,люкыны
1115,schicken::V,ուղարկել,ыстыны
1116,bringen::V,բերել,вайыны
1117,hinzufügen::V,ավելացնել,ватсаны
1118,bekommen::V,հայթայթել,басьтыны
1119,erhalten::V,ստանալ,басьтыны
1120,nehmen::V,վերցնել,кутыны
1121,nehmen::V,վերցնել,басьтыны
1122,wählen::V,ընտրել,бырйыны
1123,auswählen::V,գերադասել,бырйыны
1124,bewahren::V,պահպանել,возьыны
1125,behindern::V,խոչընդոտել,могӟытыны
1126,verderben::V,փչացնել,сӧрыны
1127,beschädigen::V,վնասել,урод лэсьтыны
1128,zerbrechen::V,ջարդել,сӧрыны
1129,zerbrechen::V,կոտրել,сӧрыны
1130,zerreißen::V,պատռել,кесяны
1131,zerstören::V,քանդել,куашкатыны
1132,verbrennen::V,այրել,сутыны
1133,geben::V,տալ,сётыны
1134,reichen::V,հանձնել,сётыны
1135,schenken::V,նվիրել,кузьманы
1136,versprechen::V,խոստանալ,кыл сётыны
1137,wünschen::V,մաղթել,сӥзьыны
1138,loben::V,գովել,ушъяны
1139,küssen::V,համբուրել,чупаны
1140,wiegen::V,օրորել,веттаны
1141,wiegen::V,օրորել,лэйкатыны
1142,zudecken::V,վրան գցել,шобыртыны
1143,wecken::V,զարթնեցնել,сайкатыны
1144,zeigen::V,ցույց տալ,возьматыны
1145,führen::V,ուղեկցել,нуыны
1146,lehren::V,սովորեցնել,дышетыны
1147,unterrichten::V,ավանդել,дышетыны
1148,aufziehen::V,դաստիարակել,будэтыны
1149,leiten::V,ղեկավարել,кивалтыны
1150,leiten::V,կառավարել,кивалтыны
1151,antreiben::V,շտապեցնել,дыртытыны
1152,lassen::V,ստիպել,-ытыны
1153,einladen::V,հրավիրել,ӧтьыны
1154,vereinigen::V,միացնել,огазеяны
1155,besuchen::V,այցելել,адӟыськыны
1156,treffen::V,հանդիպել,пумитаны
1157,sich versammeln::V,հավաքվել,люкаськыны
1158,spielen::V,խաղալ,шудыны
1159,singen::V,երգել,кырӟаны
1160,tanzen::V,պարել,эктыны
1161,sich trennen::V,ցրվել,люкиськыны
1162,verlassen::V,լքել,куштыны
1163,retten::V,փրկել,утьыны
1164,bewachen::V,պահել,возьманы
1165,schützen::V,պաշտպանել,утялтыны
1166,verteidigen::V,պաշտպանել,возьманы
1167,sich schlagen::V,կռվել,жугиськыны
1168,schießen::V,կրակել,ыбылӥськны
1169,siegen::V,հաղթել,вормыны
1170,ärgern::V,ձանձրացնել,вожпоттыны
1171,schlagen::V,խփել,жуккыны
1172,treten::V,քացի տալ,лёганы
1173,stechen::V,խայթել,бышкалтыны
1174,stoßen::V,մղել,донгыны
1175,stehlen::V,գողանալ,вораны
1176,stehlen::V,գողանալ,лушканы
1177,stören::V,խանգարել,люкетыны
1178,belästigen::V,անհանգստացնել,акыльтыны
1179,belästigen::V,անհանգստացնել,вукылмыны
1180,verbergen::V,թաքցնել,ватыны
1181,täuschen::V,խաբել,алданы
1182,betrügen::V,խաբել,пӧяны
1183,töten::V,սպանել ,виыны
1184,wohnen::V,բնակվել,улыны
1185,arbeiten::V,աշխատել,ужаны
1186,sammeln::V,հավաքել,бичаны
1187,pflücken::V,քաղել,ишкыны
1188,jagen::V,որս անել,пӧйшураны
1189,fischen::V,ձուկ բռնել,чорыганы
1190,fassen::V,բռնել,кутыны
1191,hüten::V,արածեցնել,возьманы
1192,treiben::V,հովուել,улляны
1193,anbinden::V,չուանել,думыны
1194,füttern::V,կերակրել,сюдыны
1195,melken::V,կթել,кыскыны
1196,hacken::V,կոտորել,кораны
1197,gießen::V,ջրել,киськаны
1198,reifen::V,հասունանալ ,вуыны
1199,reifen::V,հասունանալ ,кисьманы
1200,zubereiten::V,պատրաստել,лесьтыны
1201,kochen::V,եփել,пӧзьтыны
1202,backen::V,թխել,пыжыны
1203,braten::V,տապակել,пыжыны
1204,umrühren::V,խառնել,сураны
1205,stricken::V,գործել,керттыны
1206,nähen::V,կարել,вурыны
1207,färben::V,ներկել,буяны
1208,reinigen::V,մաքրել,сузяны
1209,waschen::V,լվանալ,мисьтаськыны
1210,abwischen::V,սրբել,ӵушылыны
1211,spülen::V,ողողել,гылъяны
1212,spülen::V,պարզաջրել,гылъяны
1213,fegen::V,ավլել,ӵужыны
1214,kehren::V,ավլել,ӵужыны
1215,baden::V,լողանալ,пыласькыны
1216,sich waschen::V,լվացվել,пыласькыны
1217,ausziehen::V,հանել,кыльыны
1218,anziehen::V,հագնել,дӥсяны
1219,sich anziehen::V,հագնվել,дӥсьяськыны
1220,kämmen::V,սանրել,сынаны
1221,schmücken::V,զարդարել,чеберъяны
1222,sagen::V,ասել,шуыны
1223,sagen::V,ասել,вераны
1224,sprechen::V,խոսել,вераськыны
1225,reden::V,զրուցել,вераськыны
1226,sich unterhalten::V,խոսակցել,вераськыны
1227,fragen::V,հարցնել,юаны
1228,bitten::V,խնդրել,курыны
1229,erzählen::V,պատմել,вераны
1230,erzählen::V,պատմել,мадьыны
1231,mitteilen::V,հաղորդել,ивортыны
1232,nennen::V,անվանել,шуыны
1233,rufen::V,կանչել,ӧтьыны
1234,prahlen::V,պարծենալ,ушъяськыны
1235,übersetzen::V,թարգմանել,берыктыны
1236,denken::V,մտածել,малпаны
1237,glauben::V,հավատալ,оскыны
1238,bemerken::V,նկատել,адӟыны
1239,erkennen::V,ճանաչել,тодыны
1240,begreifen::V,հասկանալ,валаны
1241,verstehen::V,ըմբռնել,валаны
1242,lernen::V,սովորել,дышетскыны
1243,wissen::V,իմանալ,тодыны
1244,sich erinnern an::V,հիշել,тодэ вайыны
1245,sich erinnern an::V,մտաբերել,тодэ вайыны
1246,vergessen::V,մոռանալ,вунэтыны
1247,messen::V,չափել,мертаны
1248,zählen::V,թվել,лыдъяны
1249,zählen::V,հաշվել,лыдъяны
1250,rechnen::V,հաշվել,лыдъяны
1251,rechnen::V,հաշվարկել,лыдъяны
1252,lesen::V,կարդալ,лыдӟыны
1253,malen::V,նկարել,суреданы
1254,zeichnen::V,գծել,суреданы
1255,schreiben::V,գրել,гожъяны
1256,besitzen::V,ունենալ,луыны
1257,besitzen::V,տեր լինել,луыны
1258,kaufen::V,գնել,басьтыны
1259,verkaufen::V,վաճառել,вузаны
1260,bezahlen::V,վճարել,тырыны
1261,zahlen::V,վճարել,тырыны
1262,beherrschen::V,ղեկավարել,кузёяськыны
1263,ertragen::V,դիմանալ,чиданы
1264,Horn::N,,сюр
1265,fangen::V,,кутыны
