,Concept_ID,os,de
131,Feder::N,сис,Feder
132,Fell::N,царм,Fell
133,Flügel::N,базыр,Flügel
134,Klaue::N,ных,Klaue
135,Kralle::N,дзӕмбы,Kralle
136,Schwanz::N,къӕдзил,Schwanz
137,Ei::N,айк,Ei
138,Nest::N,ахстон,Nest
139,Bau::N,хуынкъ,Bau
140,Tier::N,сырд,Tier
141,Tier::N,цӕрӕгой,Tier
142,Herde::N,дзуг,Herde
143,Herde::N,рӕгъау,Herde
144,Kuh::N,хъуг,Kuh
145,Bulle::N,гал,Bulle
146,Pferd::N,бӕх,Pferd
147,Schaf::N,фыс,Schaf
148,Schwein::N,хуы,Schwein
149,Hund::N,куыдз,Hund
150,Katze::N,гӕды,Katze
151,Bär::N,арс,Bär
152,Eichhörnchen::N,æхсæрæг,Eichhörnchen
153,Elch::N,цæгатаг саг,Elch
154,Fuchs::N,рувас,Fuchs
155,Hase::N,тæрхъус,Hase
156,Maus::N,мыст,Maus
157,Wolf::N,бирӕгъ,Wolf
158,Vogel::N,цъиу,Vogel
159,Vogel::N,маргъ,Vogel
160,Schwarm::N,бал,Schwarm
161,Huhn::N,карк,Huhn
162,Hahn::N,уасӕг,Hahn
163,Gans::N,хъаз,Gans
164,Adler::N,цӕргӕс,Adler
165,Ente::N,ацц,Ente
166,Eule::N, уыг,Eule
167,Eule::N,сидахъ,Eule
168,Kranich::N,зырнæг,Kranich
169,Kranich::N,хърихъупп,Kranich
170,Krähe::N,халон,Krähe
171,Kuckuck::N,гаккук,Kuckuck
172,Schwan::N,доныхъаз,Schwan
173,Fisch::N,кӕсаг,Fisch
174,Barsch::N,окунь,Barsch
175,Hecht::N,хихор кӕсаг,Hecht
176,Schlange[Tier]::N,калм,Schlange
177,Wurm::N,зулкъ,Wurm
178,Wurm::N,къуыдыргалм,Wurm
179,Spinne::N,хӕлуарӕг,Spinne
180,Ameise::N,мæлдзыг,Ameise
181,Laus::N,сыст,Laus
182,Mücke::N,къогъо,Mücke
183,Fliege::N,бындз,Fliege
184,Schmetterling::N,гæлæбу,Schmetterling
185,Beere::N,гагадыргъ,Beere
186,Apfel::N,фӕткъуы,Apfel
187,Pilz::N,зокъо,Pilz
188,Pilz::N,къозо,Pilz
189,Zwiebel::N,хъӕдындз,Zwiebel
190,Saat::N,тауинаг,Saat
191,Saat::N,мыггаг,Saat
192,Korn::N,мыггаг,Korn
193,Korn::N,тауинаг,Korn
194,Heu::N,хос,Heu
195,Schale::N,цъар,Schale
196,Grube::N,урм,Grube
197,Grube::N,къахт,Grube
198,Grube::N,дзыхъхъ,Grube
199,Falle::N,цъысым,Falle
200,Falle::N,къӕппӕг,Falle
201,Schlinge::N,цасм,Schlinge
202,Spur::N,фæд,Spur
203,Asche::N,фӕнык,Asche
204,Asche::N,ӕртхутӕг,Asche
205,Dreck::N,цъыф,Dreck
206,Eisen::N,ӕфсӕйнаг,Eisen
207,Gold::N,сыгъзӕрин,Gold
208,Silber::N,ӕвзист,Silber
209,Kohle::N,ӕвзалы,Kohle
210,Glas::N,авг,Glas
211,Lehm::N,ӕлыг,Lehm
212,Sand::N,змис,Sand
213,Mensch::N,лӕг,Mensch
214,Mensch::N,адӕймаг,Mensch
215,Mensch::N,удгоймаг,Mensch
216,Mann::N,лӕг,Mann
217,Mann::N,нӕлгоймаг,Mann
218,Frau::N,сылгоймаг,Frau
219,Kind::N,сывӕллон,Kind
220,Junge::N,лӕппу,Junge
221,Mädchen::N,чызг,Mädchen
222,Familie::N,бинонтæ,Familie
223,Großvater::N,фыдыфыд,Großvater
224,Großvater::N,мадыфыд,Großvater
225,Großmutter::N,фыды мад,Großmutter
226,Großmutter::N,мады мад,Großmutter
227,Eltern::N,ныййарджытæ,Eltern
228,Vater::N,фыд,Vater
229,Mutter::N,мад,Mutter
230,Sohn::N,фырт,Sohn
231,Tochter::N,чызг,Tochter
232,Bruder::N,ӕфсымӕр,Bruder
233,Schwester::N,хо,Schwester
234,Onkel::N,фыдыфсымӕр,Onkel
235,Tante::N,мадыхо,Tante
236,Ehemann::N,мой,Ehemann
237,Ehefrau::N,ус,Ehefrau
238,Freude::N,цин,Freude
239,Freude::N,циндзинад,Freude
240,Gelächter::N,худын,Gelächter
241,Gelächter::N,худт,Gelächter
242,Gelächter::N,худæг,Gelächter
243,Glück::N,амонд,Glück
244,Kummer::N,хъыг,Kummer
245,Wunsch::N,бӕллиц,Wunsch
246,Lust::N,монц,Lust
247,Geist::N,уд,Geist
248,Gedanke::N,хъуыды,Gedanke
249,Gedächtnis::N,мысæн,Gedächtnis
250,Gedächtnis::N,мысын,Gedächtnis
251,Gedächtnis::N,зæрдылдарын,Gedächtnis
252,Verstand::N,зонд,Verstand
253,Sinn::N,нысаниуæг,Sinn
254,Grund::N,ӕфсон,Grund
255,Wahrheit::N,æцæг,Wahrheit
256,Gespräch::N,ныхас,Gespräch
257,Märchen::N,аргъау,Märchen
258,Erzählung::N,радзырд,Erzählung
259,Nachricht::N,уац,Nachricht
260,Neuigkeit::N,хабар,Neuigkeit
261,Name::N,ном,Name
262,Rätsel::N,уыци-уыци,Rätsel
263,Rätsel::N,базон-базон,Rätsel
264,Rede::N,раныхас,Rede
265,Sprache::N,ӕвзаг,Sprache
266,Stimme::N,хъӕлӕс,Stimme
267,Wort::N,дзырд,Wort
268,Zeichen::N,нысан,Zeichen
269,Ruf::N,сидт,Ruf
270,Lärm::N,уынæр,Lärm
271,Laut::N,зӕл,Laut
272,Laut::N,мыр,Laut
273,Ton::N,мыр,Ton
274,Lied::N,зарӕг,Lied
275,Ruhe::N,æнцой,Ruhe
276,Leute::N,адӕм,Leute
277,Volk::N,адӕм,Volk
278,Arbeit::N,фӕллой,Arbeit
279,Gast::N,уазӕг,Gast
280,Geschenk::N,хуын,Geschenk
281,Spiel::N,хъазт,Spiel
282,Gesellschaft::N,дзыллæ,Gesellschaft
283,Gesellschaft::N,æхсæнад,Gesellschaft
284,Hilfe::N,æххуыс,Hilfe
285,Hilfe::N,ахъаз,Hilfe
286,Freund::N,лымӕн,Freund
287,Kamerad::N,ӕмбал,Kamerad
288,Angelegenheit::N,хъуыддаг,Angelegenheit
289,Anzahl::N,бӕрц,Anzahl
290,Art::N,хуыз,Art
291,Art::N,хуызад,Art
292,Stück::N,кæрдих,Stück
293,Stück::N,комдзаг,Stück
294,Teil::N,хай,Teil
295,Hälfte::N,æрдæг,Hälfte
296,Hälfte::N,æмбис,Hälfte
297,Kreis::N,зиллакк,Kreis
298,Kreuz::N,дзуар,Kreuz
299,Linie::N,хахх,Linie
300,Strich::N,хахх,Strich
301,Abstand::N,æхсæнуат,Abstand
302,Entfernung::N,дæрддзæг,Entfernung
303,Entfernung::N,дардцæг,Entfernung
304,Gegend::N,ран,Gegend
305,Platz::N,бууат,Platz
306,Ort::N,ран,Ort
307,Ort::N,бынат,Ort
308,Seite::N,фахс,Seite
309,Mitte::N,астӕу,Mitte
310,Gegenstand::N,дзаума,Gegenstand
311,Sache::N,дзаума,Sache
312,Rand::N,кӕрон,Rand
313,Kante::N,фӕрск,Kante
314,Ecke::N,тигъ,Ecke
315,Ecke::N,фисын,Ecke
316,Spitze::N,бырынкъ,Spitze
317,Ende::N,кӕрон,Ende
318,Loch::N,хуынкъ,Loch
319,Winkel::N,къуым,Winkel
320,Muster::N,нывæфтыд,Muster
321,Muster::N,кæдзист,Muster
322,Größe::N,ас,Größe
323,Länge::N,дӕргъ,Länge
324,Höhe::N,бæрзонд,Höhe
325,Höhe::N,бæрзæнд,Höhe
326,Höhe::N,бæрзонддзинад,Höhe
327,Gewicht::N,уӕз,Gewicht
328,Menge::N,бӕрц,Menge
329,Haufen::N,кӕри,Haufen
330,Reihe::N,рӕнхъ,Reihe
331,Boot::N,чема,Boot
332,Ruder::N,къохар,Ruder
333,Schlitten::N,дзоныгъ,Schlitten
334,Ski::N,къахдзоныгътæ,Ski
335,Ski::N,лыжæтæ,Ski
336,Lagerfeuer::N,арт,Lagerfeuer
337,Last::N,уаргъ,Last
338,Gang::N,цыд,Gang
339,Schritt::N,санчъех,Schritt
340,Schritt::N,къахдзӕф,Schritt
341,Norden::N,цæгат,Norden
342,Süden::N,хуссар,Süden
343,Westen::N,ныгуылæн,Westen
344,Osten::N,скæсæн,Osten
345,Holz::N,хъӕдӕрмӕг,Holz
346,Brett::N,фæйнæг,Brett
347,Platte::N,къӕй,Platte
348,Stütze::N,быцæу,Stütze
349,Stange::N,хъил,Stange
350,Stock::N,лӕдзӕг,Stock
351,Stab::N,хъил,Stab
352,Rohr::N,хӕтӕл,Rohr
353,Haus::N,хӕдзар,Haus
354,Heim::N,къона,Heim
355,Ofen::N,пец,Ofen
356,Fußboden::N,астӕрд,Fußboden
357,Tisch::N,стъол,Tisch
358,Stuhl::N,бандон,Stuhl
359,Wiege::N,авдæн,Wiege
360,Bett::N,сынтӕг,Bett
361,Regal::N,тӕрхӕг,Regal
362,Regal::N,уӕлвӕйнӕг,Regal
363,Kiste::N,асыкк,Kiste
364,Fenster::N,рудзынг,Fenster
365,Fenster::N,фæрссаг,Fenster
366,Tür::N,дуар,Tür
367,Tor::N,кулдуар,Tor
368,Zaun::N,æмбонд,Zaun
369,Zaun::N,быру,Zaun
370,Zaun::N,гæрæн,Zaun
371,Dach::N,уӕлхӕдзар,Dach
372,Leiter::N,асин,Leiter
373,Besen::N,уисой,Besen
374,Spaten::N,бел,Spaten
375,Schaufel::N,æвгæнæн,Schaufel
376,Schaufel::N,кæфой,Schaufel
377,Gabel::N,вилкæ,Gabel
378,Löffel::N,уидыг,Löffel
379,Messer::N,кард,Messer
380,Nagel::N,зӕгӕл,Nagel
381,Netz::N,хыз,Netz
382,Haken::N,хæдз,Haken
383,Haken::N,хæбырæгъ,Haken
384,Griff::N,фистон,Griff
385,Schloss::N,гуыдыр,Schloss
386,Bild::N,ныв,Bild
387,Figur::N,кæрдгæныв,Figur
388,Puppe::N,чындз,Puppe
389,Beutel::N,дзӕкъул,Beutel
390,Bündel::N,баст,Bündel
391,Tasche::N,хызын,Tasche
392,Tasche::N,дзæкъул,Tasche
393,Eimer::N,къæрта,Eimer
394,Eimer::N,чъыбыла,Eimer
395,Eimer::N,ведра,Eimer
396,Deckel::N,сæр,Deckel
397,Deckel::N,æмбæрзæн,Deckel
398,Geschirr::N,мигæнæн,Geschirr
399,Geschirr::N,мигæнæнтæ,Geschirr
400,Sack::N,голлаг,Sack
401,Tasse::N,пиала,Tasse
402,Tasse::N,къус,Tasse
403,Topf::N,аг,Topf
404,Topf::N,чысыл аг,Topf
405,Kessel::N,аг,Kessel
406,Essen::N,хӕрд,Essen
407,Nahrung::N,хойраг,Nahrung
408,Speise::N,хӕринаг,Speise
409,Fleisch::N,дзидза,Fleisch
410,Fleisch::N,фыдызгъӕл,Fleisch
411,Getreide::N,халсар,Getreide
412,Brei::N,кас,Brei
413,Brot::N,дзул,Brot
414,Scheibe::N,къӕбӕр,Scheibe
415,Fett::N,сой,Fett
416,Butter::N,нӕлхӕ,Butter
417,Öl::N,зети,Öl
418,Salz::N,цӕхх,Salz
419,Suppe::N,бас,Suppe
420,Honig::N,мыд,Honig
421,Milch::N,ӕхсыр,Milch
422,Tee::N,цай,Tee
423,Leder::N,мæскуы,Leder
424,Wolle::N,фӕсмын,Wolle
425,Stoff::N,хъуымац,Stoff
426,Nadel::N,судзин,Nadel
427,Faden::N,ӕндах,Faden
428,Knopf::N,цӕппӕр,Knopf
429,Knoten::N,ӕлхынцъ,Knoten
430,Farbe::N,ахорæн,Farbe
431,Kleidung::N,дарӕс,Kleidung
432,Hemd::N,хӕдон,Hemd
433,Kragen::N,æфцæггот,Kragen
434,Ärmel::N,дыс,Ärmel
435,Hose::N,хæлаф,Hose
436,Hose::N,æддаг хæлаф,Hose
437,Hose::N,салбар,Hose
438,Gürtel::N,рон,Gürtel
439,Mütze::N,худ,Mütze
440,Schuh::N,басмахъ,Schuh
441,Stiefel::N,цырыхъхъ,Stiefel
442,Ring::N,къухдарӕн,Ring
443,Band::N,лент,Band
444,Kamm::N,сӕрвасӕн,Kamm
445,Spiegel::N,айдæн,Spiegel
446,Spiegel::N,кæсæн,Spiegel
447,Riemen::N,гӕрз,Riemen
448,Schnur::N,бӕндӕн,Schnur
449,Decke::N,хъӕццул,Decke
450,Kissen::N,баз,Kissen
451,Tuch::N,кæлмæрзæн,Tuch
452,Tuch::N,кæрдæн,Tuch
453,Handtuch::N,хисæрфæн,Handtuch
454,Kraft::N,тых,Kraft
455,Kraft::N,хъомыс,Kraft
456,Stärke::N,тых,Stärke
457,Stärke::N,æхсар,Stärke
458,Gesundheit::N,æнæниздзинад,Gesundheit
459,Krankheit::N,низ,Krankheit
460,Krankheit::N,рын,Krankheit
461,Schmerz::N,рис,Schmerz
462,Wunde::N,цӕф,Wunde
463,Fieber::N,ризӕг,Fieber
464,Fieber::N,тӕфсӕг,Fieber
465,Arznei::N,хос,Arznei
466,Brücke::N,хид,Brücke
467,Brunnen::N,цъай,Brunnen
468,Weide::N,хизæн,Weide
469,Weide::N,хизæнуат,Weide
470,Weide::N,сæрвæт,Weide
471,Pfad::N,къахвæндаг,Pfad
472,Pfad::N,къахвæд,Pfad
473,Weg::N,фӕндаг,Weg
474,Straße::N,фӕндаг,Straße
475,Dorf::N,хъӕу,Dorf
476,Stadt::N,сахар,Stadt
477,Brief::N,фыстӕг,Brief
478,Buch::N,чиныг,Buch
479,Buchstabe::N,дамгъӕ,Buchstabe
480,Zeitung::N,газет,Zeitung
481,Leben::N,цард,Leben
482,Leben::N,цӕрӕнбон,Leben
483,Tod::N,мæлæт,Tod
484,Tod::N,адзал,Tod
485,Grab::N,ингӕн,Grab
486,Kirche::N,аргъуан,Kirche
487,Sünde::N,тæригъæд,Sünde
488,Gott::N,хуыцау,Gott
489,Arbeiter::N,кусæг,Arbeiter
490,Chef::N,ӕмцег,Chef
491,Meister::N,мастер,Meister
492,Meister::N,дæсны,Meister
493,Arzt::N,хосгæнæг,Arzt
494,Arzt::N,дохтыр,Arzt
495,Lehrer::N,ахуыргæнæг,Lehrer
496,Geld::N,ӕхца,Geld
497,Geschäft::N,бизнес,Geschäft
498,Geschäft::N,хъуыддаг,Geschäft
499,Laden::N,дукани,Laden
500,Preis::N,аргъ,Preis
501,Ware::N,базайраг,Ware
502,Nutzen::N,пайда,Nutzen
503,Reichtum::N,хъæздыгдзинад,Reichtum
504,Reichtum::N,исбон,Reichtum
505,Reichtum::N,мулк,Reichtum
506,Welt::N,дуне,Welt
507,Land::N,бӕстӕ,Land
508,Staat::N,паддзахад,Staat
509,König::N,къарол,König
510,Macht::N,хицаудзинад,Macht
511,Grenze::N,арӕн,Grenze
512,Krieg::N,хӕст,Krieg
513,Feind::N,знаг,Feind
514,Feind::N,фыдгул,Feind
515,Feind::N,фыдзæрдæ,Feind
516,Feind::N,сон,Feind
517,Gewalt::N,тыхми,Gewalt
518,Gewalt::N,тыхдзинад,Gewalt
519,Kampf::N,хæст,Kampf
520,Kampf::N,хъæбысæйхæст,Kampf
521,Kampf::N,тох,Kampf
522,Bogen[Waffe]::N,ӕрдын,Bogen
523,Pfeil::N,фат,Pfeil
524,Gewehr::N,топп,Gewehr
525,Fehler::N,рӕдыд,Fehler
526,Lüge::N,мӕнг,Lüge
527,Lüge::N,гӕдыдзинад,Lüge
528,Schaden::N,зиан,Schaden
529,Unglück::N,бæллæх,Unglück
530,Schuld::N,азым,Schuld
531,Alter::N,кар,Alter
532,Schluss::N,кæрон,Schluss
533,Zeit::N,рӕстӕг,Zeit
534,Tag::N,бон,Tag
535,Morgen::N,райсом,Morgen
536,Mittag::N,æмбисбон,Mittag
537,Abend::N,изӕр,Abend
538,Nacht::N,ӕхсӕв,Nacht
539,Woche::N,къуыри,Woche
540,Monat::N,мӕй,Monat
541,Jahr::N,аз,Jahr
542,Jahr::N,афӕдз,Jahr
543,Frühling::N,уалдзæг,Frühling
544,Sommer::N,сӕрд,Sommer
545,Herbst::N,фæззæг,Herbst
546,Winter::N,зымӕг,Winter
547,Januar::N,январь,Januar
548,Februar::N,февраль,Februar
549,März::N,мартъи,März
550,April::N,апрель,April
551,Mai::N,май,Mai
552,Juni::N,июнь,Juni
553,Juli::N,июль,Juli
554,August::N,август,August
555,September::N,сентябрь,September
556,Oktober::N,октябрь,Oktober
557,November::N,ноябрь,November
558,Dezember::N,декабрь,Dezember
559,Montag::N,къуырисæр,Montag
560,Dienstag::N,дыццæг,Dienstag
561,Mittwoch::N,æртыццæг,Mittwoch
562,Donnerstag::N,цыппæрæм,Donnerstag
563,Freitag::N,майрæмбон,Freitag
564,Samstag::N,сабат,Samstag
565,Sonntag::N,хуыцаубон,Sonntag
566,groß::A,дынджыр,groß
567,klein::A,гыццыл,klein
568,lang::A,даргъ,lang
569,kurz::A,цыбыр,kurz
570,breit::A,фӕтӕн,breit
571,schmal::A,нарӕг,schmal
572,schmal::A,уынгӕг,schmal
573,dicht::A,бæзджын,dicht
574,dicht::A,тар,dicht
575,dick[Gegenstand]::A,сӕвджын,dick
576,dünn::A,тæнæг,dünn
577,fein::A,лыстӕг,fein
578,fest::A,фидар,fest
579,fest::A,хъӕддых,fest
580,flach::A,тъӕпӕн,flach
581,glatt::A,лӕгъз,glatt
582,hart::A,хъӕбӕр,hart
583,weich::A,фӕлмӕн,weich
584,rund::A,тымбыл,rund
585,spitz::A,цыргъбырынкъ,spitz
586,spitz::A,цыргъфындз,spitz
587,scharf::A,цыргъ,scharf
588,stumpf::A,къуымых,stumpf
589,schwer::A,уӕззау,schwer
590,schön::A,аив,schön
591,schön::A,рӕсугъд,schön
592,heiß::A,тӕвд,heiß
593,warm::A,хъарм,warm
594,kalt::A,уазал,kalt
595,kühl::A,сатæг,kühl
596,kühl::A,уазалгомау,kühl
597,frisch::A,сатæг,frisch
598,feucht::A,уымӕл,feucht
599,nass::A,хуылыдз,nass
600,trocken::A,хус,trocken
601,voll::A,дзаг,voll
602,voll::A,йедзаг ,voll
603,leer::A,афтид,leer
604,offen::A,гом,offen
605,geschlossen::A,æхгæд,geschlossen
606,sauber::A,сыгъдæг,sauber
607,schmutzig::A,чъиллон,schmutzig
608,roh::A,хом,roh
609,reif::A,рӕгъӕд,reif
610,lecker::A,хӕрзад,lecker
611,süß::A,адджын,süß
612,bitter::A,судзаг,bitter
613,sauer::A,туаг,sauer
614,hell::A,рухс,hell
615,dunkel::A,талынг,dunkel
616,schwarz::A,сау,schwarz
617,weiß::A,урс,weiß
618,rot::A,сырх,rot
619,gelb::A,бур,gelb
620,blau::A,цъӕх,blau
621,grün::A,цъӕх,grün
622,grün::A,кӕрдӕгхуыз,grün
623,grau::A,цъӕх,grau
624,grau::A,фӕныкхуыз,grau
625,bunt::A,хъулон,bunt
626,bunt::A,гæрæм,bunt
627,billig::A,аслам,billig
628,teuer::A,зынаргъ,teuer
629,wertvoll::A,зынаргъ,wertvoll
630,blind::A,куырм,blind
631,taub::A,къуырма,taub
632,kräftig::A,домбай,kräftig
633,kräftig::A,тыхджын,kräftig
634,stark::A,тыхджын,stark
635,schwach::A,ӕнӕбон,schwach
636,fett::A,нард,fett
637,schlank::A,гуырвидыц,schlank
638,schlank::A,хæрзконд,schlank
639,schlank::A,рæхснæг,schlank
640,schlank::A,сагамад,schlank
641,hübsch::A,аив,hübsch
642,hübsch::A,рӕсугъд,hübsch
643,böse::A,фыдзӕрдӕ,böse
644,dumm::A,ӕдылы,dumm
645,faul::A,зивӕг,faul
646,faul::A,зивӕггӕнаг,faul
647,fleißig::A,æнæзивæг,fleißig
648,fleißig::A,æнувыд,fleißig
649,geizig::A,чъынды,geizig
650,geizig::A,æлгъин,geizig
651,geizig::A,мæрддзæст,geizig
652,klug::A,зондджын,klug
653,geschickt::A,хӕрзарӕхст,geschickt
654,lieb::A,уарзон,lieb
655,lustig::A,хъӕлдзӕг,lustig
656,sanft::A,мынчын,sanft
657,hungrig::A,ӕххормаг,hungrig
658,krank::A,нӕфӕразгӕ,krank
659,nackt::A,бӕгънӕг,nackt
660,traurig::A,ӕрхӕндӕг,traurig
661,lebendig::A,цардӕгас,lebendig
662,gut::A,хорз,gut
663,schlecht::A,цауд,schlecht
664,richtig::A,раст,richtig
665,schlimm::A,ӕвзӕр,schlimm
666,wahr::A,ӕцӕг,wahr
667,alt::A,зӕронд,alt
668,neu::A,ног,neu
669,ehemalig::A,раздӕры,ehemalig
670,alt[Lebewesen]::A,ацӕргӕ,alt
671,jung::A,ӕрыгон,jung
672,arm::A,мӕгуыр,arm
673,reich::A,хъӕздыг,reich
674,bekannt::A,зонгӕ,bekannt
675,berühmt::A,номдзыд,berühmt
676,fremd::A,æцæгæлон,fremd
677,verschieden::A,æндæр æмæ æндæр,verschieden
678,verschieden::A,алы,verschieden
679,verschieden::A,алыхуызон,verschieden
680,nah::A,хӕстӕг,nah
681,fern::A,дард,fern
682,fern::A,дӕрддаг,fern
683,linker::A,галиу,linker
684,rechter::A,рахиз,rechter
685,anderer::A,иннӕ,anderer
686,anderer::A,ӕндӕр,anderer
687,erster::A,фыццаг,erster
688,erster::A,фыццӕгӕм,erster
689,zweiter::A,дыккаг,zweiter
690,zweiter::A,дыккæгæм,zweiter
691,dritter::A,æртыккаг,dritter
692,dritter::A,æртыккæгæм,dritter
693,letzter::A,фӕстаг,letzter
694,allein::ADV,иунæг,allein
695,auf einmal::ADV,уайтагъд,auf einmal
696,auf einmal::ADV,æвиппайды,auf einmal
697,auf einmal::ADV,æваст,auf einmal
698,zusammen::ADV,иумӕ,zusammen
699,lange::ADV,бирæ рæстæг,lange
700,plötzlich::ADV,æвиппайды,plötzlich
701,plötzlich::ADV,æваст,plötzlich
702,sofort::ADV,уыцы сахат,sofort
703,sofort::ADV,уайтагъд,sofort
704,später::ADV,фæстæдæр,später
705,jetzt::ADV,ныр,jetzt
706,heute::ADV,абон,heute
707,morgen::ADV,райсом,morgen
708,bald::ADV,тагъд,bald
709,bald::ADV,рæхджы,bald
710,dann::ADV,стæй,dann
711,gestern::ADV,знон,gestern
712,einst::ADV,кӕддӕр,einst
713,damals::ADV,уæд,damals
714,danach::ADV,стæй,danach
715,danach::ADV,уый фæстæ,danach
716,vorher::ADV,раздæр,vorher
717,zuerst::ADV,фыццаг,zuerst
718,einmal::ADV,иу хатт,einmal
719,manchmal::ADV,хатт,manchmal
720,oft::ADV,арæх,oft
721,immer::ADV,ӕдзух,immer
722,niemals::ADV,никуы,niemals
723,niemals::ADV,никæд,niemals
724,hier::ADV,ам,hier
725,hierhin::ADV,ардӕм,hierhin
726,von hier::ADV,ардыгæй,von hier
727,dort::ADV,уым,dort
728,dorthin::ADV,уырдӕм,dorthin
729,geradeaus::ADV,æргом,geradeaus
730,vorwärts::ADV,размӕ,vorwärts
