,Concept_ID,os,fi
75,Wasser::N,дон,vesi
76,Stein::N,дур,kivi
77,Boden::N,зӕхх,maa
78,Boden::N,зӕхх,maaperä
79,Erde::N,сыджыт,maa
80,Staub::N,рыг,pöly
81,Rauch::N,фӕздӕг,savu
82,Funke::N,цӕхӕр,kipinä
83,Feuer::N,зынг,tuli
84,Licht::N,рухс,valo
85,Schatten::N,аууон,varjo
86,Wetter::N,боныхъӕд,sää
87,Nebel::N,мигъ,sumu
88,Wolke::N,ӕврагъ,pilvi
89,Regen::N,уарын,sade
90,Schnee::N,мит,lumi
91,Eis::N,их,jää
92,Frost::N,ихæн,halla
93,Frost::N,ихæн,pakkanen
94,Kälte::N,уазал,vilu
95,Kälte::N,уазал,kylmyys
96,Hitze::N,ӕнтӕф,helle
97,Hitze::N,ӕнтӕф,kuumuus
98,Raureif::N,халас,huurre
99,Regenbogen::N,арвырон,sateenkaari
100,Regenbogen::N,арвырдын,sateenkaari
101,Donner::N,æрвнæрын,jyrinä
102,Strömung::N,цыд,virtaus
103,Tropfen::N,æртах,tippa
104,Tropfen::N,æртах,pisara
105,Schaum::N,фынк,vaahto
106,Schmutz::N,цъыф,loka
107,See::N,цад,järvi
108,Sumpf::N,цъыфдзаст,suo
109,Moor::N,цъыфдзаст,räme
110,Wiese::N,уыгӕрдӕн,niitty
111,Wald::N,хъӕд,metsä
112,Hügel::N,обау,mäki
113,Hügel::N,обау,kumpu
114,Hügel::N,обау,kukkula
115,Hügel::N,къуыбыр,mäki
116,Hügel::N,къуыбыр,kumpu
117,Hügel::N,къуыбыр,kukkula
118,Anhöhe::N,уæлвæз,mäki
119,Anhöhe::N,уæлвæз,kumpare
120,Anhöhe::N,уæлхох,mäki
121,Anhöhe::N,уæлхох,kumpare
122,Berg::N,хох,mäki
123,Berg::N,хох,vuori
124,Gipfel::N,цъупп,laki
125,Gipfel::N,цъупп,huippu
126,Höhle::N,лӕгӕт,luola
127,Abhang::N,къул,rinne
128,Quelle::N,суадон,lähde
129,Bach::N,мӕсчъыдон,puro
130,Fluss::N,дон,joki
131,Fluss::N,цӕугӕдон,joki
132,Ufer::N,был,ranta
133,Küste::N,донбыл,rannikko
134,Festland::N,сурзæхх,manner
135,Meer::N,денджыз,meri
136,Bucht::N,донбакæлæн,lahti
137,Insel::N,сакъадах,saari
138,Blume::N,дидинӕг,kukka
139,Gras::N,кӕрдӕг,ruoho
140,Wurzel::N,уидаг,juuri
141,Baum::N,бӕлас,puu
142,Stamm::N,хӕтӕл,runko
143,Rinde::N,цъар,kuori
144,Rinde::N,цъар,parkki
145,Ast::N,арх,oksa
146,Zweig::N,къалиу,haara
147,Blatt::N,сыф,lehti
148,Birke::N,бæрз,koivu
149,Kiefer[Baum]::N,нӕзы,mänty
150,Kiefer[Baum]::N,нӕзы,petäjä
151,Weide[Baum]::N,хӕрис,paju
152,Tanne::N,наз,kuusi
153,Horn::N,сыкъа,sarvi
154,Feder::N,сис,sulka
155,Feder::N,сис,höyhen
156,Fell::N,царм,talja
157,Flügel::N,базыр,siipi
158,Klaue::N,ных,kynsi
159,Kralle::N,дзӕмбы,kynsi
160,Schwanz::N,къӕдзил,häntä
161,Schwanz::N,къӕдзил,pyrstö
162,Ei::N,айк,muna
163,Nest::N,ахстон,pesä
164,Bau::N,хуынкъ,pesä
165,Tier::N,сырд,eläin
166,Tier::N,цӕрӕгой,eläin
167,Herde::N,дзуг,lauma
168,Herde::N,рӕгъау,lauma
169,Kuh::N,хъуг,lehmä
170,Bulle::N,гал,sonni
171,Pferd::N,бӕх,hevonen
172,Schaf::N,фыс,lammas
173,Schwein::N,хуы,sika
174,Hund::N,куыдз,koira
175,Katze::N,гӕды,kissa
176,Bär::N,арс,karhu
177,Eichhörnchen::N,æхсæрæг,orava
178,Elch::N,цæгатаг саг,hirvi
179,Fuchs::N,рувас,kettu
180,Hase::N,тæрхъус,jänis
181,Maus::N,мыст,hiiri
182,Wolf::N,бирӕгъ,susi
183,Vogel::N,цъиу,lintu
184,Vogel::N,маргъ,lintu
185,Schwarm::N,бал,parvi
186,Huhn::N,карк,kana
187,Hahn::N,уасӕг,kukko
188,Gans::N,хъаз,hanhi
189,Adler::N,цӕргӕс,kotka
190,Ente::N,ацц,ankka
191,Eule::N, уыг,pöllö
192,Eule::N,сидахъ,pöllö
193,Kranich::N,зырнæг,kurki
194,Kranich::N,хърихъупп,kurki
195,Krähe::N,халон,varis
196,Kuckuck::N,гаккук,käki
197,Schwan::N,доныхъаз,joutsen
198,Fisch::N,кӕсаг,kala
199,Barsch::N,окунь,ahven
200,Hecht::N,хихор кӕсаг,hauki
201,Schlange[Tier]::N,калм,käärme
202,Wurm::N,зулкъ,mato
203,Wurm::N,къуыдыргалм,mato
204,Spinne::N,хӕлуарӕг,hämähäkki
205,Ameise::N,мæлдзыг,muurahainen
206,Laus::N,сыст,täi
207,Mücke::N,къогъо,sääski
208,Mücke::N,къогъо,hyttynen
209,Fliege::N,бындз,kärpänen
210,Schmetterling::N,гæлæбу,perhonen
211,Beere::N,гагадыргъ,marja
212,Apfel::N,фӕткъуы,omena
213,Pilz::N,зокъо,sieni
214,Pilz::N,къозо,sieni
215,Zwiebel::N,хъӕдындз,sipuli
216,Saat::N,тауинаг,siemenet
217,Saat::N,мыггаг,siemenet
218,Korn::N,мыггаг,jyvä
219,Korn::N,мыггаг,vilja
220,Korn::N,тауинаг,jyvä
221,Korn::N,тауинаг,vilja
222,Heu::N,хос,heinä
223,Schale::N,цъар,kuori
224,Grube::N,урм,kuoppa
225,Grube::N,къахт,kuoppa
226,Grube::N,дзыхъхъ,kuoppa
227,Falle::N,цъысым,loukku
228,Falle::N,къӕппӕг,loukku
229,Schlinge::N,цасм,ansa
230,Spur::N,фæд,jälki
231,Asche::N,фӕнык,tuhka
232,Asche::N,ӕртхутӕг,tuhka
233,Dreck::N,цъыф,lika
234,Eisen::N,ӕфсӕйнаг,rauta
235,Gold::N,сыгъзӕрин,kulta
236,Silber::N,ӕвзист,hopea
237,Kohle::N,ӕвзалы,hiili
238,Glas::N,авг,lasi
239,Lehm::N,ӕлыг,savi
240,Sand::N,змис,hiekka
241,Mensch::N,лӕг,ihminen
242,Mensch::N,адӕймаг,ihminen
243,Mensch::N,удгоймаг,ihminen
244,Mann::N,лӕг,mies
245,Mann::N,нӕлгоймаг,mies
246,Frau::N,сылгоймаг,nainen
247,Kind::N,сывӕллон,lapsi
248,Junge::N,лӕппу,poika
249,Mädchen::N,чызг,tyttö
250,Familie::N,бинонтæ,perhe
251,Großvater::N,фыдыфыд,isoisä
252,Großvater::N,мадыфыд,isoisä
253,Großmutter::N,фыды мад,isoäiti
254,Großmutter::N,мады мад,isoäiti
255,Eltern::N,ныййарджытæ,vanhemmat
256,Vater::N,фыд,isä
257,Mutter::N,мад,äiti
258,Sohn::N,фырт,poika
259,Tochter::N,чызг,tytär
260,Bruder::N,ӕфсымӕр,veli
261,Schwester::N,хо,sisko
262,Onkel::N,фыдыфсымӕр,eno
263,Onkel::N,фыдыфсымӕр,setä
264,Tante::N,мадыхо,täti
265,Ehemann::N,мой,mies
266,Ehemann::N,мой,aviomies
267,Ehefrau::N,ус,vaimo
268,Ehefrau::N,ус,aviovaimo
269,Freude::N,цин,ilo
270,Freude::N,цин,riemu
271,Freude::N,циндзинад,ilo
272,Freude::N,циндзинад,riemu
273,Gelächter::N,худын,nauru
274,Gelächter::N,худт,nauru
275,Gelächter::N,худæг,nauru
276,Glück::N,амонд,onni
277,Kummer::N,хъыг,suru
278,Kummer::N,хъыг,murhe
279,Wunsch::N,бӕллиц,toive
280,Wunsch::N,бӕллиц,toivomus
281,Lust::N,монц,himo
282,Geist::N,уд,henki
283,Gedanke::N,хъуыды,aate
284,Gedanke::N,хъуыды,ajatus
285,Gedächtnis::N,мысæн,muisti
286,Gedächtnis::N,мысын,muisti
287,Gedächtnis::N,зæрдылдарын,muisti
288,Verstand::N,зонд,äly
289,Verstand::N,зонд,järki
290,Verstand::N,зонд,ymmärrys
291,Sinn::N,нысаниуæг,merkitys
292,Grund::N,ӕфсон,syy
293,Grund::N,ӕфсон,peruste
294,Wahrheit::N,æцæг,tosi
295,Wahrheit::N,æцæг,totuus
296,Gespräch::N,ныхас,puhelu
297,Gespräch::N,ныхас,keskustelu
298,Märchen::N,аргъау,satu
299,Erzählung::N,радзырд,tarina
300,Erzählung::N,радзырд,kertomus
301,Nachricht::N,уац,tieto
302,Nachricht::N,уац,ilmoitus
303,Neuigkeit::N,хабар,uutinen
304,Name::N,ном,nimi
305,Rätsel::N,уыци-уыци,arvoitus
306,Rätsel::N,базон-базон,arvoitus
307,Rede::N,раныхас,puhe
308,Sprache::N,ӕвзаг,kieli
309,Stimme::N,хъӕлӕс,ääni
310,Wort::N,дзырд,sana
311,Zeichen::N,нысан,merkki
312,Ruf::N,сидт,kutsu
313,Lärm::N,уынæр,melu
314,Lärm::N,уынæр,hälinä
315,Laut::N,зӕл,ääni
316,Laut::N,мыр,ääni
317,Ton::N,мыр,sävel
318,Lied::N,зарӕг,laulu
319,Ruhe::N,æнцой,lepo
320,Ruhe::N,æнцой,rauha
321,Leute::N,адӕм,väki
322,Leute::N,адӕм,ihmiset
323,Volk::N,адӕм,kansa
324,Arbeit::N,фӕллой,työ
325,Gast::N,уазӕг,vieras
326,Geschenk::N,хуын,lahja
327,Spiel::N,хъазт,peli
328,Spiel::N,хъазт,leikki
329,Gesellschaft::N,дзыллæ,seura
330,Gesellschaft::N,æхсæнад,seura
331,Hilfe::N,æххуыс,apu
332,Hilfe::N,ахъаз,apu
333,Freund::N,лымӕн,ystävä
334,Kamerad::N,ӕмбал,toveri
335,Angelegenheit::N,хъуыддаг,asia
336,Anzahl::N,бӕрц,lukumäärä
337,Art::N,хуыз,laji
338,Art::N,хуызад,laji
339,Stück::N,кæрдих,pala
340,Stück::N,кæрдих,kappale
341,Stück::N,комдзаг,pala
342,Stück::N,комдзаг,kappale
343,Teil::N,хай,osa
344,Hälfte::N,æрдæг,puoli
345,Hälfte::N,æмбис,puoli
346,Kreis::N,зиллакк,ympyrä
347,Kreuz::N,дзуар,risti
348,Linie::N,хахх,viiva
349,Strich::N,хахх,piirto
350,Abstand::N,æхсæнуат,väli
351,Abstand::N,æхсæнуат,väljyys
352,Entfernung::N,дæрддзæг,etäisyys
353,Entfernung::N,дардцæг,etäisyys
354,Gegend::N,ран,seutu
355,Platz::N,бууат,tila
356,Ort::N,ран,kohta
357,Ort::N,ран,paikka
358,Ort::N,бынат,kohta
359,Ort::N,бынат,paikka
360,Seite::N,фахс,sivu
361,Seite::N,фахс,kylki
362,Mitte::N,астӕу,keskus
363,Mitte::N,астӕу,puoliväli
364,Gegenstand::N,дзаума,kalu
365,Gegenstand::N,дзаума,esine
366,Sache::N,дзаума,asia
367,Rand::N,кӕрон,ääri
368,Rand::N,кӕрон,syrjä
369,Kante::N,фӕрск,särmä
370,Ecke::N,тигъ,nurkka
371,Ecke::N,фисын,nurkka
372,Spitze::N,бырынкъ,terä
373,Spitze::N,бырынкъ,kärki
374,Ende::N,кӕрон,pää
375,Ende::N,кӕрон,perä
376,Loch::N,хуынкъ,kolo
377,Loch::N,хуынкъ,reikä
378,Winkel::N,къуым,kulma
379,Muster::N,нывæфтыд,kuvio
380,Muster::N,кæдзист,kuvio
381,Größe::N,ас,koko
382,Größe::N,ас,suuruus
383,Länge::N,дӕргъ,pituus
384,Höhe::N,бæрзонд,korkeus
385,Höhe::N,бæрзæнд,korkeus
386,Höhe::N,бæрзонддзинад,korkeus
387,Gewicht::N,уӕз,paino
388,Menge::N,бӕрц,määrä
389,Haufen::N,кӕри,kasa
390,Reihe::N,рӕнхъ,rivi
391,Boot::N,чема,vene
392,Ruder::N,къохар,airo
393,Schlitten::N,дзоныгъ,reki
394,Schlitten::N,дзоныгъ,kelkka
395,Ski::N,къахдзоныгътæ,suksi
396,Ski::N,лыжæтæ,suksi
397,Lagerfeuer::N,арт,nuotio
398,Last::N,уаргъ,kuorma
399,Gang::N,цыд,kulku
400,Gang::N,цыд,käynti
401,Schritt::N,санчъех,askel
402,Schritt::N,къахдзӕф,askel
403,Norden::N,цæгат,pohjoinen
404,Süden::N,хуссар,etelä
405,Westen::N,ныгуылæн,länsi
406,Osten::N,скæсæн,itä
407,Holz::N,хъӕдӕрмӕг,puu
408,Brett::N,фæйнæг,lauta
409,Platte::N,къӕй,levy
410,Stütze::N,быцæу,noja
411,Stange::N,хъил,tanko
412,Stock::N,лӕдзӕг,keppi
413,Stab::N,хъил,sauva
414,Stab::N,хъил,seiväs
415,Rohr::N,хӕтӕл,putki
416,Haus::N,хӕдзар,talo
417,Heim::N,къона,koti
418,Ofen::N,пец,uuni
419,Fußboden::N,астӕрд,lattia
420,Tisch::N,стъол,pöytä
421,Stuhl::N,бандон,tuoli
422,Wiege::N,авдæн,kehto
423,Bett::N,сынтӕг,sänky
424,Regal::N,тӕрхӕг,hylly
425,Regal::N,уӕлвӕйнӕг,hylly
426,Kiste::N,асыкк,arkku
427,Kiste::N,асыкк,kirstu
428,Kiste::N,асыкк,laatikko
429,Fenster::N,рудзынг,ikkuna
430,Fenster::N,фæрссаг,ikkuna
431,Tür::N,дуар,ovi
432,Tor::N,кулдуар,portti
433,Zaun::N,æмбонд,aita
434,Zaun::N,быру,aita
435,Zaun::N,гæрæн,aita
436,Dach::N,уӕлхӕдзар,katto
437,Leiter::N,асин,tikkaat
438,Leiter::N,асин,tikapuut
439,Besen::N,уисой,luuta
440,Spaten::N,бел,lapio
441,Schaufel::N,æвгæнæн,lapio
442,Schaufel::N,кæфой,lapio
443,Gabel::N,вилкæ,haarukka
444,Löffel::N,уидыг,lusikka
445,Messer::N,кард,veitsi
446,Nagel::N,зӕгӕл,naula
447,Netz::N,хыз,verkko
448,Haken::N,хæдз,haka
449,Haken::N,хæдз,koukku
450,Haken::N,хæбырæгъ,haka
451,Haken::N,хæбырæгъ,koukku
452,Griff::N,фистон,ripa
453,Griff::N,фистон,kahva
454,Schloss::N,гуыдыр,lukko
455,Bild::N,ныв,kuva
456,Figur::N,кæрдгæныв,kuvio
457,Puppe::N,чындз,nukke
458,Beutel::N,дзӕкъул,pussi
459,Bündel::N,баст,nippu
460,Bündel::N,баст,kimppu
461,Tasche::N,хызын,laukku
462,Tasche::N,дзæкъул,laukku
463,Eimer::N,къæрта,sanko
464,Eimer::N,къæрта,ämpäri
465,Eimer::N,чъыбыла,sanko
466,Eimer::N,чъыбыла,ämpäri
467,Eimer::N,ведра,sanko
468,Eimer::N,ведра,ämpäri
469,Deckel::N,сæр,kansi
470,Deckel::N,æмбæрзæн,kansi
471,Geschirr::N,мигæнæн,astia
472,Geschirr::N,мигæнæнтæ,astia
473,Sack::N,голлаг,säkki
474,Tasse::N,пиала,kuppi
475,Tasse::N,къус,kuppi
476,Topf::N,аг,pata
477,Topf::N,чысыл аг,pata
478,Kessel::N,аг,kattila
479,Essen::N,хӕрд,syönti
480,Nahrung::N,хойраг,ruoka
481,Nahrung::N,хойраг,ravinto
482,Speise::N,хӕринаг,ruoka
483,Fleisch::N,дзидза,liha
484,Fleisch::N,фыдызгъӕл,liha
485,Getreide::N,халсар,vilja
486,Brei::N,кас,puuro
487,Brot::N,дзул,leipä
488,Scheibe::N,къӕбӕр,viipale
489,Fett::N,сой,rasva
490,Butter::N,нӕлхӕ,voi
491,Öl::N,зети,öljy
492,Salz::N,цӕхх,suola
493,Suppe::N,бас,keitto
494,Honig::N,мыд,hunaja
495,Milch::N,ӕхсыр,maito
496,Tee::N,цай,tee
497,Leder::N,мæскуы,nahka
498,Wolle::N,фӕсмын,villa
499,Stoff::N,хъуымац,kangas
500,Nadel::N,судзин,neula
501,Faden::N,ӕндах,lanka
502,Knopf::N,цӕппӕр,nappi
503,Knoten::N,ӕлхынцъ,solmu
504,Farbe::N,ахорæн,maali
505,Kleidung::N,дарӕс,vaatteet
506,Hemd::N,хӕдон,paita
507,Kragen::N,æфцæггот,kaulus
508,Ärmel::N,дыс,hiha
509,Hose::N,хæлаф,housut
510,Hose::N,æддаг хæлаф,housut
511,Hose::N,салбар,housut
512,Gürtel::N,рон,vyö
513,Mütze::N,худ,lakki
514,Schuh::N,басмахъ,kenkä
515,Stiefel::N,цырыхъхъ,saapas
516,Ring::N,къухдарӕн,sormus
517,Band::N,лент,nauha
518,Kamm::N,сӕрвасӕн,kampa
519,Spiegel::N,айдæн,peili
520,Spiegel::N,кæсæн,peili
521,Riemen::N,гӕрз,hihna
522,Schnur::N,бӕндӕн,naru
523,Schnur::N,бӕндӕн,nuora
524,Decke::N,хъӕццул,peite
525,Kissen::N,баз,tyyny
526,Kissen::N,баз,pielus
527,Tuch::N,кæлмæрзæн,huivi
528,Tuch::N,кæрдæн,huivi
529,Handtuch::N,хисæрфæн,pyyheliina
530,Kraft::N,тых,väki
531,Kraft::N,тых,voima
532,Kraft::N,хъомыс,väki
533,Kraft::N,хъомыс,voima
534,Stärke::N,тых,vahvuus
535,Stärke::N,æхсар,vahvuus
536,Gesundheit::N,æнæниздзинад,terveys
537,Krankheit::N,низ,tauti
538,Krankheit::N,низ,sairaus
539,Krankheit::N,рын,tauti
540,Krankheit::N,рын,sairaus
541,Schmerz::N,рис,kipu
542,Schmerz::N,рис,särky
543,Wunde::N,цӕф,haava
544,Fieber::N,ризӕг,kuume
545,Fieber::N,тӕфсӕг,kuume
546,Arznei::N,хос,lääke
547,Brücke::N,хид,silta
548,Brunnen::N,цъай,kaivo
549,Weide::N,хизæн,laidun
550,Weide::N,хизæнуат,laidun
551,Weide::N,сæрвæт,laidun
552,Pfad::N,къахвæндаг,polku
553,Pfad::N,къахвæд,polku
554,Weg::N,фӕндаг,tie
555,Straße::N,фӕндаг,katu
556,Dorf::N,хъӕу,kylä
557,Stadt::N,сахар,kaupunki
558,Brief::N,фыстӕг,kirje
559,Buch::N,чиныг,kirja
560,Buchstabe::N,дамгъӕ,kirjain
561,Zeitung::N,газет,lehti
562,Zeitung::N,газет,sanomalehti
563,Leben::N,цард,elo
564,Leben::N,цард,elämä
565,Leben::N,цӕрӕнбон,elo
566,Leben::N,цӕрӕнбон,elämä
567,Tod::N,мæлæт,kuolema
568,Tod::N,адзал,kuolema
569,Grab::N,ингӕн,hauta
570,Kirche::N,аргъуан,kirkko
571,Sünde::N,тæригъæд,synti
572,Gott::N,хуыцау,jumala
573,Arbeiter::N,кусæг,työläinen
574,Chef::N,ӕмцег,päällikkö
575,Meister::N,мастер,mestari
576,Meister::N,дæсны,mestari
577,Arzt::N,хосгæнæг,lääkäri
578,Arzt::N,дохтыр,lääkäri
579,Lehrer::N,ахуыргæнæг,opettaja
580,Geld::N,ӕхца,raha
581,Geschäft::N,бизнес,liike
582,Geschäft::N,хъуыддаг,liike
583,Laden::N,дукани,puoti
584,Laden::N,дукани,kauppa
585,Preis::N,аргъ,hinta
586,Ware::N,базайраг,tavara
587,Nutzen::N,пайда,hyöty
588,Reichtum::N,хъæздыгдзинад,rikkaus
589,Reichtum::N,исбон,rikkaus
590,Reichtum::N,мулк,rikkaus
591,Welt::N,дуне,maailma
592,Land::N,бӕстӕ,maa
593,Staat::N,паддзахад,valtio
594,König::N,къарол,kuningas
595,Macht::N,хицаудзинад,mahti
596,Grenze::N,арӕн,raja
597,Krieg::N,хӕст,sota
598,Feind::N,знаг,vihollinen
599,Feind::N,фыдгул,vihollinen
600,Feind::N,фыдзæрдæ,vihollinen
601,Feind::N,сон,vihollinen
602,Gewalt::N,тыхми,väkivalta
603,Gewalt::N,тыхдзинад,väkivalta
604,Kampf::N,хæст,taistelu
605,Kampf::N,хъæбысæйхæст,taistelu
606,Kampf::N,тох,taistelu
607,Bogen[Waffe]::N,ӕрдын,jousi
608,Pfeil::N,фат,nuoli
609,Gewehr::N,топп,kivääri
610,Fehler::N,рӕдыд,vika
611,Fehler::N,рӕдыд,virhe
612,Lüge::N,мӕнг,valhe
613,Lüge::N,гӕдыдзинад,valhe
614,Schaden::N,зиан,vaurio
615,Schaden::N,зиан,vahinko
616,Unglück::N,бæллæх,vahinko
617,Unglück::N,бæллæх,onnettomuus
618,Schuld::N,азым,syy
619,Alter::N,кар,ikä
620,Schluss::N,кæрон,loppu
621,Zeit::N,рӕстӕг,aika
622,Tag::N,бон,päivä
623,Morgen::N,райсом,aamu
624,Morgen::N,райсом,huomen
625,Mittag::N,æмбисбон,keskipäivä
626,Abend::N,изӕр,ilta
627,Nacht::N,ӕхсӕв,yö
628,Woche::N,къуыри,viikko
629,Monat::N,мӕй,kuukausi
630,Jahr::N,аз,vuosi
631,Jahr::N,афӕдз,vuosi
632,Frühling::N,уалдзæг,kevät
633,Sommer::N,сӕрд,kesä
634,Herbst::N,фæззæг,syksy
635,Winter::N,зымӕг,talvi
636,Januar::N,январь,tammikuu
637,Februar::N,февраль,helmikuu
638,März::N,мартъи,maaliskuu
639,April::N,апрель,huhtikuu
640,Mai::N,май,toukokuu
641,Juni::N,июнь,kesäkuu
642,Juli::N,июль,heinäkuu
643,August::N,август,elokuu
644,September::N,сентябрь,syyskuu
645,Oktober::N,октябрь,lokakuu
646,November::N,ноябрь,marraskuu
647,Dezember::N,декабрь,joulukuu
648,Montag::N,къуырисæр,maanantai
649,Dienstag::N,дыццæг,tiistai
650,Mittwoch::N,æртыццæг,keskiviikko
651,Donnerstag::N,цыппæрæм,torstai
652,Freitag::N,майрæмбон,perjantai
653,Samstag::N,сабат,lauantai
654,Sonntag::N,хуыцаубон,sunnuntai
655,groß::A,дынджыр,iso
656,groß::A,дынджыр,suuri
657,klein::A,гыццыл,pieni
658,lang::A,даргъ,pitkä
659,kurz::A,цыбыр,lyhyt
660,breit::A,фӕтӕн,leveä
661,schmal::A,нарӕг,kapea
662,schmal::A,уынгӕг,kapea
663,dicht::A,бæзджын,taaja
664,dicht::A,тар,taaja
665,dick[Gegenstand]::A,сӕвджын,paksu
666,dünn::A,тæнæг,ohut
667,fein::A,лыстӕг,hieno
668,fest::A,фидар,luja
669,fest::A,хъӕддых,luja
670,flach::A,тъӕпӕн,litteä
671,flach::A,тъӕпӕн,tasainen
672,glatt::A,лӕгъз,sileä
673,glatt::A,лӕгъз,siloinen
674,hart::A,хъӕбӕр,kova
675,weich::A,фӕлмӕн,pehmeä
676,rund::A,тымбыл,pyöreä
677,spitz::A,цыргъбырынкъ,terävä
678,spitz::A,цыргъфындз,terävä
679,scharf::A,цыргъ,terävä
680,stumpf::A,къуымых,tylsä
681,schwer::A,уӕззау,raskas
682,schwer::A,уӕззау,painava
683,schön::A,аив,kaunis
684,schön::A,рӕсугъд,kaunis
685,heiß::A,тӕвд,kuuma
686,warm::A,хъарм,lämmin
687,kalt::A,уазал,kylmä
688,kalt::A,уазал,viluinen
689,kühl::A,сатæг,viileä
690,kühl::A,уазалгомау,viileä
691,frisch::A,сатæг,tuore
692,feucht::A,уымӕл,kostea
693,nass::A,хуылыдз,märkä
694,trocken::A,хус,kuiva
695,voll::A,дзаг,täysi
696,voll::A,йедзаг ,täysi
697,leer::A,афтид,tyhjä
698,offen::A,гом,avonainen
699,geschlossen::A,æхгæд,suljettu
700,sauber::A,сыгъдæг,puhdas
701,schmutzig::A,чъиллон,likainen
702,roh::A,хом,raaka
703,reif::A,рӕгъӕд,kypsä
704,lecker::A,хӕрзад,herkullinen
705,süß::A,адджын,makea
706,bitter::A,судзаг,karvas
707,bitter::A,судзаг,kitkerä
708,sauer::A,туаг,hapan
709,hell::A,рухс,kirkas
710,hell::A,рухс,valoisa
711,dunkel::A,талынг,pimeä
712,schwarz::A,сау,musta
713,weiß::A,урс,valkea
714,rot::A,сырх,punainen
715,gelb::A,бур,keltainen
716,blau::A,цъӕх,sininen
717,grün::A,цъӕх,vihreä
718,grün::A,кӕрдӕгхуыз,vihreä
719,grau::A,цъӕх,harmaa
720,grau::A,фӕныкхуыз,harmaa
721,bunt::A,хъулон,kirjava
722,bunt::A,гæрæм,kirjava
723,billig::A,аслам,halpa
724,billig::A,аслам,huokea
725,teuer::A,зынаргъ,kallis
726,wertvoll::A,зынаргъ,arvokas
727,blind::A,куырм,sokea
728,taub::A,къуырма,kuuro
729,kräftig::A,домбай,väkevä
730,kräftig::A,домбай,voimakas
731,kräftig::A,тыхджын,väkevä
732,kräftig::A,тыхджын,voimakas
733,stark::A,тыхджын,vahva
734,schwach::A,ӕнӕбон,heikko
735,fett::A,нард,lihava
736,schlank::A,гуырвидыц,hoikka
737,schlank::A,гуырвидыц,solakka
738,schlank::A,хæрзконд,hoikka
739,schlank::A,хæрзконд,solakka
740,schlank::A,рæхснæг,hoikka
741,schlank::A,рæхснæг,solakka
742,schlank::A,сагамад,hoikka
743,schlank::A,сагамад,solakka
744,hübsch::A,аив,soma
745,hübsch::A,аив,sievä
746,hübsch::A,рӕсугъд,soma
747,hübsch::A,рӕсугъд,sievä
748,böse::A,фыдзӕрдӕ,paha
749,böse::A,фыдзӕрдӕ,häijy
750,dumm::A,ӕдылы,tyhmä
751,dumm::A,ӕдылы,typerä
