,Concept_ID,fr,ml
658,stark::A,fort,ബലമുള്ള
659,stark::A,puissant,ബലമുള്ള
660,schwach::A,faible,ക്ഷീണിച്ച
661,fett::A,gras,കൊഴുപ്പുള്ള
662,schlank::A,svelte,മെലിഞ്ഞ
663,hübsch::A,joli,മനോഹരമായ
664,böse::A,mauvais,പാപിയായ
665,dumm::A,sot,വിവരംകെട്ട
666,dumm::A,bête,വിവരംകെട്ട
667,faul::A,fainéant,അലസനായ
668,faul::A,paresseux,അലസനായ
669,fleißig::A,appliqué,അദ്ധ്വാനശീലമുള്ള
670,geizig::A,avare,പിശുക്കനായ
671,klug::A,intelligent,ബുദ്ധിസാമർഥ്യമുള്ള
672,geschickt::A,habile,പ്രതിഭാശാലി
673,lieb::A,cher,പ്രിയപ്പെട്ട
674,lieb::A,gentil,പ്രിയപ്പെട്ട
675,lustig::A,gai,ആനന്ദകരമായ
676,lustig::A,joyeux,ആനന്ദകരമായ
677,sanft::A,doux,സൌമ്യമായ
678,hungrig::A,affamé,വിശപ്പുള്ള
679,krank::A,malade,അസുഖമുള്ള
680,nackt::A,nu,നഡമായ
681,traurig::A,triste,വിഷമമുള്ള
682,lebendig::A,vivant,ഉപജീവനം
683,gut::A,bon,നല്ല
684,schlecht::A,mauvais,മോശമായ
685,richtig::A,juste,ശരിയായ
686,richtig::A,correct,ശരിയായ
687,schlimm::A,grave,വൃത്തികെട്ട
688,schlimm::A,mauvais,വൃത്തികെട്ട
689,wahr::A,vrai,ശരിയായ
690,wahr::A,véritable,ശരിയായ
691,alt::A,vieux,പഴയ
692,neu::A,neuf,പുതിയ
693,neu::A,nouveau,പുതിയ
694,ehemalig::A,ancien,മുൻ
695,alt[Lebewesen]::A,âgé,വയസ്സുള്ള
696,alt[Lebewesen]::A,vieux,വയസ്സുള്ള
697,jung::A,jeune,കൌമാരമായ
698,arm::A,pauvre,പാവപ്പെട്ട
699,reich::A,riche,സമ്പന്നമായ
700,bekannt::A,connu,പരിചിതമായ
701,berühmt::A,fameux,പ്രശസ്തനായ
702,berühmt::A,célèbre,പ്രശസ്തനായ
703,fremd::A,étranger,വൈദേശികമായ
704,verschieden::A,différent,വ്യത്യസ്തമായ
705,nah::A,lié,അരികത്തുള്ള
706,nah::A,proche,അരികത്തുള്ള
707,fern::A,éloigné,അകലെയുള്ള
708,fern::A,lointain,അകലെയുള്ള
709,linker::A,gauche,അവശേഷിച്ച
710,rechter::A,droit,വലത്തേ
711,anderer::A,autre,മറ്റുള്ള
712,erster::A,premier,ആദ്യത്തെ
713,zweiter::A,second,രണ്ടാം
714,zweiter::A,deuxième,രണ്ടാം
715,dritter::A,troisième,മൂന്നാമത്
716,letzter::A,dernier,അവസാനത്തെ
717,allein::ADV,seul,തനിച്ചുള്ള
718,auf einmal::ADV,à la fois,ഉടന്
719,zusammen::ADV,ensemble,ഒരുമിച്ച
720,lange::ADV,longtemps,നീണ്ട_കാലത്തേയ്ക്ക്
721,plötzlich::ADV,tout à coup,പെട്ടെന്ന്
722,sofort::ADV,immédiatement,തത്ക്ഷണം
723,später::ADV,plus tard,പിന്നീട്
724,jetzt::ADV,maintenant,ഇപ്പോൾ
725,heute::ADV,aujourd'hui,ഇന്ന്
726,morgen::ADV,demain,നാളെ
727,bald::ADV,bientôt,ഉടനെ
728,dann::ADV,puis,അപ്പോൾ
729,dann::ADV,ensuite,അപ്പോൾ
730,gestern::ADV,hier,ഇന്നലെ
731,einst::ADV,jadis,പണ്ടൊരിക്കല്
732,einst::ADV,autrefois,പണ്ടൊരിക്കല്
733,damals::ADV,alors,അപ്പോൾ
734,damals::ADV,à l'époque,അപ്പോൾ
735,danach::ADV,après,പിന്നീട്
736,danach::ADV,ensuite,പിന്നീട്
737,vorher::ADV,auparavant,മുൻപ്
738,zuerst::ADV,d'abord,ആദ്യം
739,zuerst::ADV,premièrement,ആദ്യം
740,einmal::ADV,une fois,ഒരിക്കൽ
741,manchmal::ADV,parfois,ചിലപ്പോൾ
742,manchmal::ADV,quelquefois,ചിലപ്പോൾ
743,oft::ADV,souvent,പലപ്പോഴും
744,immer::ADV,toujours,എപ്പോഴും
745,niemals::ADV,ne ... jamais,ഒരിക്കലും
746,hier::ADV,ici,ഇവിടെ
747,hierhin::ADV,par ici,ഇവിടേക്ക്
748,von hier::ADV,d'ici,ഇവിടെനിന്ന്
749,dort::ADV,là,അവിടെ
750,dort::ADV,là-bas,അവിടെ
751,dorthin::ADV,y,അവിടേക്ക്
752,dorthin::ADV,par là,അവിടേക്ക്
753,geradeaus::ADV,tout droit,മുമ്പിൽ
754,geradeaus::ADV,tout droit,മുമന്നോട്ട്
755,vorwärts::ADV,en avant,മുന്നോട്ട്
756,rückwärts::ADV,en arrière,തലതിരിച്ച്
757,zurück::ADV,de retour,പുറകിലേക്ക്
758,unten::ADV,en bas,താഴെ
759,unten::ADV,au-dessous,താഴെ
760,hinab::ADV,en bas,താഴേക്ക്
761,hinab::ADV,vers le bas,താഴേക്ക്
762,oben::ADV,dessus,മുകളിൽ
763,oben::ADV,en haut,മുകളിൽ
764,hinauf::ADV,en haut,മുകളിൽ
765,hinauf::ADV,vers le haut,മുകളിൽ
766,überall::ADV,partout,എല്ലായിടത്തും
767,nicht::ADV,ne ... pas,ഇല്ല
768,ein wenig::ADV,un peu,കുറച്ച്
769,kaum::ADV,à peine,കഷ്ടിച്ച്
770,sehr::ADV,très,വളരെ
771,so::ADV,si,അങ്ങനെ
772,so::ADV,ainsi,അങ്ങനെ
773,noch::ADV,encore,ഇപ്പോഴും
774,nur::ADV,seulement,മാത്രം
775,nur::ADV,ne ... que,മാത്രം
776,schon::ADV,déjà,നേരത്തേ തന്നെ
777,wieder::ADV,de nouveau,വീണ്ടും
778,vergebens::ADV,en vain,വിഫല
779,vor::PRP,devant,മുമ്പിൽ
780,hinter::PRP,derrière,പുറകിൽ
781,unter::PRP,sous,കീഴിൽ
782,unter::PRP,au-dessous de,കീഴിൽ
783,durch::PRP,par,ഉള്ളിലൂടെ
784,durch::PRP,à travers,ഉള്ളിലൂടെ
785,neben::PRP,à côté de,അടുത്ത്
786,zwischen::PRP,entre,ഇടയ്ക്ക്
787,wegen::PRP,à cause de,നിമിത്തം
788,dies::PRN,ceci,ഇത്
789,das::PRN,ce,അത്
790,das::PRN,cela,അത്
791,alles::PRN,tout,എല്ലാം
792,ich::PRN,je,ഞാൻ
793,ich::PRN,moi,ഞാൻ
794,du::PRN,tu,നിങ്ങൾ
795,du::PRN,toi,നിങ്ങൾ
796,er::PRN,il,അദ്ദേഹം
797,er::PRN,il,അയാൾ
798,er::PRN,il,അവൻ
799,er::PRN,il,അവർ
800,er::PRN,il,അവൾ
801,er::PRN,lui,അദ്ദേഹം
802,er::PRN,lui,അയാൾ
803,er::PRN,lui,അവൻ
804,er::PRN,lui,അവർ
805,er::PRN,lui,അവൾ
806,wir::PRN,nous,നമ്മൾ
807,ihr::PRN,vous,നിങ്ങൾ
808,sie::PRN,ils,അവർ
809,sie::PRN,elles,അവർ
810,was::FPRN,que,എന്ത്
811,was::FPRN,quoi,എന്ത്
812,wer::FPRN,qui,ആര്
813,wo::FADV,où,എവിടെ
814,wohin::FADV,où,എവിടേക്ക്
815,wie::FADV,comment,എങ്ങനെ
816,warum::FADV,pourquoi,എന്തുകൊണ്ട്
817,wieviel::FNUM,combien,എത്ര
818,eins::NUM,un,ഒന്ന്
819,zwei::NUM,deux,രണ്ട്
820,drei::NUM,trois,മൂന്ന്
821,vier::NUM,quatre,നാല്
822,fünf::NUM,cinq,അഞ്ച്
823,sechs::NUM,six,ആറ്
824,sieben::NUM,sept,ഏഴ്
825,acht::NUM,huit,എട്ട്
826,neun::NUM,neuf,ഒമ്പത്
827,zehn::NUM,dix,പത്ത്
828,elf::NUM,onze,പതിനൊന്ന്
829,zwölf::NUM,douze,പന്ത്രണ്ട്
830,zwanzig::NUM,vingt,ഇരുപത്
831,dreißig::NUM,trente,മുപ്പത്
832,vierzig::NUM,quarante,നാൽപ്പത്
833,fünfzig::NUM,cinquante,അൻപത്
834,sechzig::NUM,soixante,അറുപത്
835,siebzig::NUM,soixante-dix,എഴുപത്
836,achtzig::NUM,quatre-vingt,എൺപത്
837,neunzig::NUM,quatre-vingt-dix,തൊണ്ണൂറ്
838,hundert::NUM,cent,നൂറ്
839,tausend::NUM,mille,ആയിരം
840,und::CNJ,et,ഉം
841,oder::CNJ,ou,അഥവാ
842,stehen::V,être debout,നിൽക്കുക
843,sitzen::V,être assis,ഇരിക്കുക
844,liegen::V,être couché,കിടക്കുക
845,hängen::V,pendre,തൂങ്ങുക
846,werden::V,devenir,ആയിത്തീരുക
847,passieren::V,se passer,സംഭവിക്കുക
848,beginnen::V,commencer,ആരംഭിക്കുക
849,enden::V,finir,അവസാനിപ്പിക്കുക
850,enden::V,se terminer,അവസാനിപ്പിക്കുക
851,wechseln::V,changer,മാറ്റുക
852,wechseln::V,alterner,മാറ്റുക
853,aufgehen[Sonne]::V,se lever,ഉയരുക
854,untergehen[Sonne]::V,se coucher,അടുക്കി_വയ്ക്കുക
855,scheinen[Sonne]::V,briller,പ്രകാശിക്കുക
856,donnern::V,tonner,ഇടിവെട്ടുക
857,wehen::V,souffler,വീശുക
858,strömen::V,affluer,ഒഴുകുക
859,fließen::V,couler,ഒഴുകുക
860,sich drehen::V,tourner,ചുറ്റുക
861,sich drehen::V,tourner,കറക്കുക
862,schwanken::V,osciller,ഇരുവശത്തേയ്ക്കും_ആടുക
863,schwanken::V,chanceler,ഇരുവശത്തേയ്ക്കും_ആടുക
864,schwingen::V,vibrer,ആടുക
865,schwingen::V,osciller,ആടുക
866,fallen::V,tomber,വീഴുക
867,brennen::V,brûler,കത്തുക
868,brennen::V,flamber,കത്തുക
869,rauchen::V,fumer,പുകയുക
870,regnen::V,pleuvoir,മഴ_പെയ്യുക
871,gefrieren::V,geler,തണത്ത്_മരവിക്കുക
872,tauen::V,dégeler,അലിയുക
873,schmelzen::V,fondre,ഉരുകുക
874,trocknen::V,sécher,വരളുക
875,sieden::V,bouillir,തിളപ്പിക്കുക
876,faulen::V,pourrir,ചീയുക
877,faulen::V,se putréfier,ചീയുക
878,verfaulen::V,pourrir,അഴുകുക
879,reißen::V,rompre,ശബ്ദത്തോടെ_മുറിയുക
880,reißen::V,se déchirer,ശബ്ദത്തോടെ_മുറിയുക
881,versinken::V,s'enfoncer,മുക്കുക
882,vergehen::V,passer,കടന്നുപോകുക
883,erscheinen::V,apparaître,പ്രത്യക്ഷപ്പെടുക
884,verschwinden::V,disparaître,അദൃശ്യമാകുക
885,sinken::V,descendre,താഴുക
886,sinken::V,s'abaisser,താഴുക
887,abnehmen::V,diminuer,കുറിയുക
888,zunehmen::V,augmenter,വർദ്ധിക്കുക
889,steigen::V,monter,ഉയരുക
890,wachsen::V,croître,വളരുക
891,glänzen::V,briller,മിന്നുക
892,funkeln::V,étinceler,തിളങ്ങുക
893,lärmen::V,faire du bruit,ശബ്ദമുണ്ടാക്കുക
894,läuten::V,sonner,മണിമുഴങ്ങുക
895,klingeln::V,sonner,ചിലമ്പുക
896,klirren::V,cliqueter,കിലുക്കുക
897,brausen::V,mugir,മുഴങ്ങുക
898,rauschen::V,bruire,അനങ്ങുക
899,klingen::V,sonner,മുഴക്കുക
900,bellen::V,aboyer,കുരയ്ക്കുക
901,heulen::V,hurler,ഓരിയിടുക
902,blasen::V,souffler,ഊതുക
903,pfeifen::V,siffler,വിസിലടിക്കുക
904,schreien::V,crier,ആക്രോശിക്കുക
905,stöhnen::V,gémir,അരക്കം
906,stöhnen::V,gémir,ആർത്തനാദം
907,zittern::V,trembler,വിറയ്ക്കുക
908,leben::V,vivre,താമസിക്കുക
909,geboren werden::V,naître,ജനിക്കുക
910,atmen::V,respirer,ശ്വസിക്കുക
911,trinken::V,boire,കുടിക്കുക
912,essen::V,manger,കഴിക്കുക
913,schlucken::V,avaler,വിഴുങ്ങുക
914,müde werden::V,se lasser,ക്ഷീണിക്കുക
915,müde werden::V,se fatiguer,ക്ഷീണിക്കുക
916,einschlafen::V,s'endormir,നിദ്രിക്കുക
917,schlafen::V,dormir,ഉറങ്ങുക
918,aufwachen::V,se réveiller,ഉണരുക
919,aufstehen::V,se lever,എഴുന്നേൽക്കുക
920,sich erholen::V,se reposer,വിശ്രമിക്കുക
921,sich erholen::V,se détendre,വിശ്രമിക്കുക
922,krank werden::V,tomber malade,ദീനംപിടിക്കുക
923,krank sein::V,être malade,രോഗികളാകുക
924,schmerzen::V,faire mal,വേദനിക്കുക
925,husten::V,tousser,ചുമയ്ക്കുക
926,genesen::V,guérir,സുഖപ്പെടുക
927,genesen::V,se remettre,സുഖപ്പെടുക
928,sterben::V,mourir,മരിക്കുക
929,umkommen::V,périr,മരിക്കുക
930,sich bewegen::V,bouger,സ്ഥലം_മാറുക
931,sich rühren::V,broncher,ചലിക്കുക
932,sich erheben::V,se lever,നിൽക്കുക
933,sich setzen::V,s'asseoir,ഇരിക്കുക
934,hinfallen::V,tomber,വീഴുക
935,laufen::V,marcher,നടക്കുക
936,laufen::V,aller à pied,നടക്കുക
937,schreiten::V,marcher,നടക്കുക
938,spazierengehen::V,se promener,ഉലാത്തുക
939,eilen::V,courir,പാഞ്ഞെത്തുക
940,sich beeilen::V,se hâter,തിരിക്കുകൂട്ടുക
941,sich beeilen::V,se hâter,തിടുക്കം_കാട്ടുക
942,sich beeilen::V,se dépêcher,തിരിക്കുകൂട്ടുക
943,sich beeilen::V,se dépêcher,തിടുക്കം_കാട്ടുക
944,sausen::V,filer,കുതിക്കുക
945,rennen::V,courir,ഓടുക
946,springen::V,sauter,ചാടുക
947,klettern::V,grimper,കയറുക
948,schaukeln::V,se balancer,ഇളകുക
949,kriechen::V,ramper,പതുങ്ങികയറുക
950,schwimmen::V,nager,നീന്തുക
951,tauchen::V,plonger,വെള്ളത്തിലേക്ക് ചാടുക
952,rudern::V,ramer,തുഴയുക
953,fahren::V,aller,വാഹനം ഓടിക്കുക
954,fahren::V,rouler,വാഹനം ഓടിക്കുക
955,fliegen::V,voler,പറക്കുക
956,gehen::V,aller,പോകുക
957,weggehen::V,s'en aller,വിടുക
958,abfahren::V,partir,പുറപ്പെടുക
959,anhalten::V,s'arrêter,നിർത്തുക
960,hineingehen::V,entrer,പ്രവേശിക്കുക
961,eintreten::V,entrer,പ്രവേശിക്കുക
962,kommen::V,venir,വരുക
963,ankommen::V,arriver,എത്തിച്ചേരുക
964,zurückkommen::V,revenir,തിരിച്ചു വരുക
965,bleiben::V,rester,തുടരുക
966,bleiben::V,demeurer,തുടരുക
967,warten::V,attendre,കാത്തിരിക്കുക
968,erwarten::V,attendre,പ്രതീക്ഷിക്കുക
969,suchen::V,chercher,തിരയുക
970,finden::V,trouver,കണ്ടെത്തുക
971,versuchen::V,essayer,ശ്രമിക്കുക
972,vorbereiten::V,préparer,തയ്യാറെടുക്കുക
973,lieben::V,aimer,സ്നേഹിക്കുക
974,mögen::V,aimer,ഇഷ്ടപ്പെടുക
975,mögen::V,vouloir,ഇഷ്ടപ്പെടുക
976,lachen::V,rire,ചിരിക്കുക
977,rühren::V,toucher,ഹൃദയം സ്പർശിക്കുക
978,rühren::V,attendrir,ഹൃദയം സ്പർശിക്കുക
979,weinen::V,pleurer,തേങ്ങുക
980,schimpfen::V,gronder,പിറുപിറുക്കുക
981,sich ärgern::V,se fâcher,കോപിക്കുക
982,sich fürchten::V,avoir peur,പേടിക്കുക
983,fürchten::V,craindre,പേടിക്കുക
984,fürchten::V,avoir peur de,പേടിക്കുക
985,fliehen::V,fuir,രക്ഷപ്പെടുക
986,flüchten::V,s'enfuir,രക്ഷപ്പെടുക
987,sehen::V,voir,കാണുക
988,anschauen::V,regarder,നോക്കുക
989,ansehen::V,regarder,നോക്കുക
990,hören::V,entendre,കേൾക്കുക
991,zuhören::V,écouter,ശ്രദ്ധിക്കുക
992,probieren::V,goûter,രുചിയുള്ളതായി_തോന്നുക
993,riechen::V,sentir,മണത്തു_നോക്കുക
994,fühlen::V,sentir,സ്പർശിച്ചറിയുക
995,scheinen::V,sembler,കാണപ്പെടുക
996,scheinen::V,paraître,കാണപ്പെടുക
997,zu sehen sein::V,se voir,വെളിച്ചപ്പെടുക
998,zu sehen sein::V,être visible,വെളിച്ചപ്പെടുക
999,vernehmen::V,entendre,കേൾക്കുക
1000,vernehmen::V,percevoir,കേൾക്കുക
1001,frieren::V,avoir froid,വിറയ്ക്കുക
1002,tun::V,faire,ചെയ്യുക
1003,können::V,savoir,കഴിയുക
1004,können::V,pouvoir,കഴിയുക
1005,wollen::V,vouloir,വേണുക
1006,anfangen::V,commencer,തുടങ്ങുക
1007,beenden::V,finir,പൂർത്തിയാക്കുക
1008,beenden::V,terminer,പൂർത്തിയാക്കുക
1009,aufhören::V,cesser,നിർത്തുക
1010,aufhören::V,arrêter,നിർത്തുക
1011,gelingen::V,réussir,വിജയിക്കുക
1012,geraten::V,réussir,പരിണമിക്കുക
1013,öffnen::V,ouvrir,തുറക്കുക
1014,schließen::V,fermer,അടയ്ക്കുക
1015,stellen::V,poser,വയ്ക്കുക
1016,stellen::V,mettre,വയ്ക്കുക
1017,setzen::V,placer,വയ്ക്കുക
1018,legen::V,placer,ഇടുക
1019,berühren::V,toucher,തൊടുക
1020,verbinden::V,lier,ഘടിപ്പിക്കുക
1021,bedecken::V,couvrir,മുടുക
1022,aufhängen::V,accrocher,കെട്ടിതൂക്കുക
1023,anzünden::V,allumer,കത്തിക്കുക
1024,aufheben::V,ramasser,പെറുക്കിയെടുക്കുക
1025,zurücklassen::V,laisser,വച്ചുപോരുക
1026,verlieren::V,perdre,നഷ്ടപ്പെടുക
1027,fallen lassen::V,lâcher,വീഴ്ത്തുക
1028,fallen lassen::V,laisser tomber,വീഴ്ത്തുക
1029,machen::V,faire,ഉണ്ടാക്കുക
1030,herstellen::V,produire,ഉൽപാദിപ്പിക്കുക
1031,herstellen::V,fabriquer,ഉൽപാദിപ്പിക്കുക
1032,bauen::V,bâtir,നിർമ്മിക്കുക
1033,bauen::V,construire,നിർമ്മിക്കുക
1034,reparieren::V,réparer,നന്നാക്കുക
1035,verbessern::V,améliorer,മെച്ചപ്പെടുക
1036,ändern::V,changer,മാറ്റംവരുത്തുക
1037,ändern::V,modifier,മാറ്റംവരുത്തുക
1038,graben::V,creuser,കുഴിക്കുക
1039,beugen::V,plier,വണങ്ങുക
1040,beugen::V,ployer,വണങ്ങുക
1041,biegen::V,courber,കുനിയുക
1042,drehen::V,tordre,തിരിക്കുക
1043,drehen::V,tourner,തിരിക്കുക
1044,wenden::V,retourner,തിരിയുക
1045,umdrehen::V,tourner,തിരിയുക
1046,heben::V,soulever,ഉയർത്തുക
1047,hochheben::V,lever,ഉയർത്തുക
1048,ergreifen::V,saisir,ബലമായി_പിടിക്കുക
1049,ergreifen::V,prendre,ബലമായി_പിടിക്കുക
1050,halten::V,tenir,പിടിക്കുക
1051,drücken::V,presser,അമർത്തുക
1052,schieben::V,pousser,തള്ളുക
1053,kratzen::V,gratter,ചുരണ്ടുക
1054,kratzen::V,égratigner,ചുരണ്ടുക
1055,lecken::V,lécher,നക്കുക
1056,beißen::V,mordre,കടിക്കുക
1057,abreißen::V,arracher,കീറിക്കളയുക
1058,abschneiden::V,couper,മുറിച്ചുമാറ്റുക
1059,binden::V,lier,കെട്ടുക
1060,binden::V,attacher,കെട്ടുക
1061,stecken::V,enfoncer,തുളയ്ക്കുക
1062,brechen::V,rompre,ഉടയുക
1063,klopfen::V,frapper,തട്ടുക
1064,hauen::V,frapper,അടിക്കുക
1065,kleben::V,coller,ഒട്ടിക്കുക
1066,reiben::V,frotter,തിരുമ്മിത്തുടയ്ക്കുക
1067,streichen::V,empâter,പടർത്തുക
1068,schleifen::V,affiler,പൊടിക്കുക
1069,schleifen::V,aiguiser,പൊടിക്കുക
1070,schneiden::V,couper,മുറിക്കുക
1071,schneiden::V,trancher,മുറിക്കുക
1072,rütteln::V,cahoter,മുട്ടുക
1073,schütteln::V,secouer,കുലുക്കുക
1074,schwenken::V,agiter,ആടുക
1075,schütten::V,verser,ഒഴിക്കുക
1076,füllen::V,remplir,നിറയ്ക്കുക
1077,einwickeln::V,envelopper,പൊതിയുക
1078,tragen::V,porter,വഹിക്കുക
1079,schleppen::V,traîner,വലിച്ചിഴയ്ക്കുക
1080,ziehen::V,tirer,വലിക്കുക
1081,aufbewahren::V,garder,വയ്ക്കുക
1082,aufbewahren::V,conserver,വയ്ക്കുക
1083,werfen::V,jeter,എറിയുക
1084,werfen::V,lancer,എറിയുക
1085,fangen::V,attraper,പിടിക്കുക
1086,packen::V,agripper,തട്ടിപ്പറിക്കുക
1087,verstecken::V,cacher,മറയ്ക്കുക
1088,teilen::V,diviser,വിഭജിക്കുക
1089,schicken::V,envoyer,അയയ്ക്കുക
1090,bringen::V,apporter,കൊണ്ടുവരുക
1091,hinzufügen::V,ajouter,കൂട്ടുക
1092,bekommen::V,obtenir,കിട്ടുക
1093,erhalten::V,recevoir,സ്വീകരിക്കുക
1094,nehmen::V,prendre,എടുക്കുക
1095,wählen::V,choisir,തിരഞ്ഞെടുക്കുക
1096,auswählen::V,choisir,തിരഞ്ഞെടുക്കുക
1097,auswählen::V,sélectionner,തിരഞ്ഞെടുക്കുക
1098,bewahren::V,préserver,പുലർത്തുക
1099,behindern::V,gêner,തടയിടുക
1100,verderben::V,gâter,നശിപ്പിക്കുക
1101,verderben::V,corrompre,നശിപ്പിക്കുക
1102,beschädigen::V,endommager,ക്ഷതമേൽപ്പിക്കുക
1103,zerbrechen::V,casser,ഉടയുക
1104,zerreißen::V,déchirer,കീറുക
1105,zerstören::V,détruire,നശിപ്പിക്കുക
1106,verbrennen::V,brûler,കത്തിനശിക്കുക
1107,verbrennen::V,brûler,കത്തിച്ചുകളയുക
1108,geben::V,donner,കൊടുക്കുക
1109,geben::V,donner,തരുക
1110,reichen::V,tendre,കൈമാറുക
1111,schenken::V,offrir,സമ്മാനം കൊടുക്കുക
1112,versprechen::V,promettre,വാഗ്ദാനം_നൽകുക
1113,wünschen::V,souhaiter,ആഗ്രഹിക്കുക
1114,loben::V,louer,പുകഴ്ത്തുക
1115,küssen::V,embrasser,ഉമ്മവയ്ക്കുക
1116,wiegen::V,bercer,ഇളകുക
1117,zudecken::V,couvrir,മുടുക
1118,wecken::V,éveiller,ഉണർത്തുക
1119,wecken::V,réveiller,ഉണർത്തുക
1120,zeigen::V,montrer,കാണിക്കുക
1121,zeigen::V,faire voir,കാണിക്കുക
1122,führen::V,guider,നടത്തുക
1123,lehren::V,apprendre,പഠിപ്പിക്കുക
1124,unterrichten::V,instruire,പരിശീലിപ്പിക്കുക
1125,aufziehen::V,élever,വളർത്തിക്കൊണ്ടുവരുക
1126,leiten::V,diriger,നയിക്കുക
1127,leiten::V,conduire,നയിക്കുക
1128,antreiben::V,pousser,പ്രേരിപ്പിക്കുക
1129,lassen::V,faire,അനുവദിക്കുക
1130,einladen::V,inviter,ക്ഷണിക്കുക
1131,vereinigen::V,unir,കൂടിച്ചേരുക
1132,vereinigen::V,réunir,കൂടിച്ചേരുക
1133,besuchen::V,visiter,സന്ദർശിക്കുക
1134,besuchen::V,aller voir,സന്ദർശിക്കുക
1135,treffen::V,rencontrer,തമ്മിൽ കാണുക
1136,sich versammeln::V,s'assembler,സംയോജിപ്പിക്കുക
1137,spielen::V,jouer,കളിക്കുക
1138,singen::V,chanter,പാടുക
1139,tanzen::V,danser,നൃത്തം ചെയ്യുക
1140,sich trennen::V,se séparer,നേർപെടുത്തുക
1141,verlassen::V,quitter,പിൻവാങ്ങുക
1142,retten::V,sauver,രക്ഷിക്കുക
1143,bewachen::V,garder,കാവൽനിൽക്കുക
1144,schützen::V,protéger,പരിരക്ഷിക്കുക
1145,verteidigen::V,défendre,പ്രതിരോധിക്കുക
1146,sich schlagen::V,se taper,കലഹിക്കുക
1147,schießen::V,tirer,വെടിവെക്കുക
1148,siegen::V,vaincre,വിജയിക്കുക
1149,ärgern::V,agacer,വിഷമിപ്പിക്കുക
1150,schlagen::V,battre,അടിക്കുക
1151,schlagen::V,frapper,അടിക്കുക
1152,treten::V,botter,തൊഴിക്കുക
1153,treten::V,donner un coup de pied à,തൊഴിക്കുക
1154,stechen::V,piquer,കുത്തുക
1155,stoßen::V,heurter,തള്ളുക
1156,stehlen::V,voler,മോഷ്ടിക്കുക
1157,stören::V,gêner,ശല്യപ്പെടുത്തുക
1158,stören::V,déranger,ശല്യപ്പെടുത്തുക
1159,belästigen::V,molester,മെനക്കെടുക
1160,belästigen::V,importuner,മെനക്കെടുക
1161,verbergen::V,cacher,മറയ്ക്കുക
1162,verbergen::V,cacher,ഒളിക്കുക
1163,verbergen::V,dissimuler,മറയ്ക്കുക
1164,verbergen::V,dissimuler,ഒളിക്കുക
1165,täuschen::V,abuser,കബളിപ്പിക്കുക
1166,täuschen::V,tromper,കബളിപ്പിക്കുക
1167,betrügen::V,duper,ചതിക്കുക
1168,betrügen::V,frauder,ചതിക്കുക
1169,töten::V,tuer,കൊല്ലുക
1170,wohnen::V,habiter,താമസിക്കുക
1171,wohnen::V,demeurer,താമസിക്കുക
1172,arbeiten::V,travailler,ജോലിചെയ്യുക
1173,sammeln::V,collectionner,സഞ്ചയിക്കുക
1174,pflücken::V,cueillir,പറിച്ചെടുക്കുക
1175,jagen::V,chasser,വേട്ടയാടുക
1176,fischen::V,pêcher,മീൻ പിടിക്കുക
1177,fassen::V,capturer,പിടിക്കുക
1178,hüten::V,garder,ചേർക്കുക
1179,treiben::V,mener,വാഹനം_ഓടിക്കുക
1180,anbinden::V,attacher,കെട്ടിയിടുക
1181,füttern::V,faire manger,തീറ്റുക
1182,melken::V,traire,പാലുകറക്കുക
1183,hacken::V,fendre,വെട്ടിമുറിക്കുക
1184,gießen::V,arroser,നനയ്ക്കുക
1185,reifen::V,mûrir,പാകമാകുക
1186,zubereiten::V,préparer,പാചകം_ചെയ്യുക
1187,kochen::V,cuire,വേവിക്കുക
1188,backen::V,cuire,ബേക്ക് ചെയ്യുക
1189,braten::V,rôtir,പോരിക്കുക
1190,umrühren::V,remuer,ഇളക്കുക
1191,stricken::V,tricoter,മെടയുക
1192,nähen::V,coudre,തുന്നുക
1193,färben::V,teindre,ചായം പൂശുക
1194,reinigen::V,nettoyer,വൃത്തിയാക്കുക
1195,waschen::V,laver,കഴുകുക
1196,abwischen::V,essuyer,തുടയ്ക്കുക
1197,spülen::V,rincer,കഴുകുക
1198,fegen::V,balayer,അടിച്ചുവാരുക
1199,kehren::V,balayer,അടിച്ചുവാരുക
1200,baden::V,se baigner,നീന്തിത്തുടിക്കുക
1201,sich waschen::V,se laver,കഴുകുക
1202,ausziehen::V,ôter,ഇഴുക്കുക
1203,ausziehen::V,enlever,ഇഴുക്കുക
1204,anziehen::V,mettre,ഉടുക്കുക
1205,sich anziehen::V,s'habiller,ധരിച്ച നേടുകയുക
1206,kämmen::V,peigner,മുടിചീകുക
1207,schmücken::V,orner,അലങ്കരിക്കുക
1208,schmücken::V,décorer,അലങ്കരിക്കുക
1209,sagen::V,dire,പറയുക
1210,sprechen::V,parler,സംസാരിക്കുക
1211,reden::V,parler,സംസാരിക്കുക
1212,sich unterhalten::V,bavarder,നർമ്മസല്ലാപം നടത്തുക
1213,sich unterhalten::V,s'entretenir,നർമ്മസല്ലാപം നടത്തുക
1214,fragen::V,demander,ചോദിക്കുക
1215,bitten::V,prier,അപേക്ഷിക്കുക
1216,erzählen::V,raconter,പറയുക
1217,mitteilen::V,communiquer,അറിയിക്കുക
1218,nennen::V,nommer,പേരിടുക
1219,nennen::V,appeler,പേരിടുക
1220,rufen::V,appeler,വിളിക്കുക
