,Concept_ID,sah,hr
134,Fluss::N,өрүс,rijeka
135,Ufer::N,биэрэк,obala
136,Küste::N,кытыл,obala
137,Küste::N,кытыл,morska obala
138,Festland::N,кураанах сир,kopno
139,Meer::N,муора,more
140,Bucht::N,хомо,zaliv
141,Bucht::N,бухта,zaliv
142,Insel::N,арыы,ada
143,Insel::N,арыы,otok
144,Blume::N,сибэкки,cvijet
145,Gras::N,от,trava
146,Wurzel::N,силис,korijen
147,Baum::N,мас,drvo
148,Baum::N,мас,stablo
149,Stamm::N,умнас,deblo
150,Stamm::N,умнас,stablo
151,Rinde::N,хатырык,kora
152,Ast::N,мутук,grana
153,Zweig::N,лабаа,grana
154,Blatt::N,сэбирдэх,list
155,Birke::N,хатыҥ,breza
156,Kiefer[Baum]::N,бэс,bor
157,Weide[Baum]::N,үөт,iva
158,Weide[Baum]::N,үөт,vŕba
159,Weide[Baum]::N,талах,iva
160,Weide[Baum]::N,талах,vŕba
161,Tanne::N,харыйа,jela
162,Horn::N,муос,rog
163,Feder::N,куорсун,pero
164,Fell::N,тирии,koža
165,Flügel::N,кынат,krilo
166,Klaue::N,тыҥырах,papak
167,Kralle::N,баппаҕай,pandža
168,Schwanz::N,кутурук,rep
169,Ei::N,сымыыт,jaje
170,Nest::N,уйа,gnijezdo
171,Bau::N,хороон,jazbina
172,Tier::N,кыыл,životinja
173,Tier::N,харамай,životinja
174,Herde::N,үөр,krdo
175,Herde::N,үөр,stado
176,Kuh::N,ынах,krava
177,Bulle::N,оҕус,bik
178,Pferd::N,сылгы,konj
179,Schaf::N,овца,ovca
180,Schwein::N,сибиинньэ,svinja
181,Hund::N,ыт,pas
182,Hund::N,ыт,pseto
183,Katze::N,куоска,mačka
184,Bär::N,эһэ,medvjed
185,Eichhörnchen::N,тииҥ,vjeverica
186,Elch::N,тайах,los
187,Fuchs::N,саһыл,lisica
188,Hase::N,куобах,zec
189,Maus::N,кутуйах,miš
190,Wolf::N,бөрө,vuk
191,Wolf::N,бөрө,kurjak
192,Vogel::N,көтөр,ptica
193,Schwarm::N,бөлөх,roj
194,Schwarm::N,бөлөх,jato
195,Huhn::N,куурусса,kokoš
196,Hahn::N,бөтүүк,kokot
197,Hahn::N,бөтүүк,pijevac
198,Gans::N,хаас,guska
199,Adler::N,хотой,orao
200,Ente::N,кус,patka
201,Eule::N,мэкчиргэ,sova
202,Kranich::N,туруйа,ždral
203,Krähe::N,тураах,vrana
204,Kuckuck::N,кэҕэ,kukavica
205,Schwan::N,куба,labud
206,Fisch::N,балык,riba
207,Barsch::N,алыһар,grgeč
208,Hecht::N,сордон,štuka
209,Schlange[Tier]::N,моҕой,guja
210,Schlange[Tier]::N,моҕой,zmija
211,Schlange[Tier]::N,эриэн үөн,guja
212,Schlange[Tier]::N,эриэн үөн,zmija
213,Wurm::N,үөн,crv
214,Spinne::N,ооҕуй,pauk
215,Ameise::N,кымырдаҕас,mrav
216,Laus::N,быт,uš
217,Mücke::N,кумаар,komarac
218,Fliege::N,сахсырҕа,muha
219,Schmetterling::N,лыах,leptir
220,Schmetterling::N,үрүмэччи,leptir
221,Beere::N,отон,boba
222,Beere::N,отон,bobica
223,Apfel::N,яблоко,jabuka
224,Pilz::N,тэллэй,pečurka
225,Zwiebel::N,луук,luk
226,Zwiebel::N,луук,kapula
227,Saat::N,сиэмэ,sjemenje
228,Korn::N,сиэмэ,zrno
229,Heu::N,от,sijeno
230,Schale::N,хах,kora
231,Schale::N,хах,ljuska
232,Grube::N,дьаама,jama
233,Falle::N,сохсо,zamka
234,Falle::N,сохсо,klopka
235,Schlinge::N,уктаа,uzao
236,Schlinge::N,уктаа,petlja
237,Spur::N,суол,trag
238,Spur::N,суол,slijed
239,Asche::N,күл,pepeo
240,Dreck::N,бадараан,blato
241,Eisen::N,тимир,željezo
242,Gold::N,көмүс,zlato
243,Gold::N,кыһыл көмүс,zlato
244,Silber::N,көмүс,srebro
245,Silber::N,үрүҥ көмүс,srebro
246,Kohle::N,чох,ugalj
247,Kohle::N,чох,ugljen
248,Glas::N,өстүөкүлэ,staklo
249,Lehm::N,туой,glina
250,Lehm::N,туой,ilovača
251,Sand::N,кумах,pijesak
252,Mensch::N,киһи,čovjek
253,Mann::N,эр,muškarac
254,Frau::N,дьахтар,žena
255,Kind::N,оҕо,čedo
256,Kind::N,оҕо,dijete
257,Junge::N,уол,momče
258,Junge::N,уол,dječak
259,Mädchen::N,кыыс оҕо,djevojka
260,Mädchen::N,кыыс оҕо,djevojčica
261,Familie::N,кэргэн,obitelj
262,Familie::N,кэргэн,porodica
263,Großvater::N,эһэ,djed
264,Großmutter::N,эбэ,baka
265,Eltern::N,аҕа-ийэ,roditelji
266,Vater::N,аҕа,otac
267,Mutter::N,ийэ,majka
268,Sohn::N,уол,sin
269,Tochter::N,кыыс,kći
270,Tochter::N,кыыс,kćerka
271,Bruder::N,убай,brat
272,Bruder::N,быраат,brat
273,Schwester::N,аҕас,sestra
274,Schwester::N,балыс,sestra
275,Onkel::N,таай,čika
276,Onkel::N,таай,ujak
277,Onkel::N,абаҕа,čika
278,Onkel::N,абаҕа,ujak
279,Tante::N,эдьиий,ujna
280,Tante::N,эдьиий,tetka
281,Ehemann::N,эр,muž
282,Ehemann::N,эр,suprug
283,Ehefrau::N,ойох,žena
284,Ehefrau::N,ойох,supruga
285,Freude::N,үөрүү,radost
286,Gelächter::N,күлүү,grohot
287,Glück::N,дьол,sreća
288,Glück::N,соргу,sreća
289,Kummer::N,кутурҕан,jad
290,Kummer::N,кутурҕан,briga
291,Wunsch::N,баҕарыы,želja
292,Lust::N,баҕа,volja
293,Geist::N,тыын,duh
294,Gedanke::N,санаа,misao
295,Gedächtnis::N,өй,pamćenje
296,Verstand::N,өй,um
297,Verstand::N,өй,razum
298,Sinn::N,суолта,smisao
299,Sinn::N,суолта,značenje
300,Grund::N,төрүөт,razlog
301,Wahrheit::N,кырдьык,istina
302,Gespräch::N,бэсиэдэ,razgovor
303,Gespräch::N,кэпсэтии,razgovor
304,Märchen::N,остуоруйа,bajka
305,Erzählung::N,кэпсээн,priča
306,Erzählung::N,кэпсээн,pripovijest
307,Nachricht::N,биллэриллии,vijest
308,Neuigkeit::N,сонун,novost
309,Name::N,аат,ime
310,Rätsel::N,таабырын,zagonetka
311,Rede::N,этии,govor
312,Rede::N,этии,besjeda
313,Sprache::N,тыл,jezik
314,Stimme::N,куолас,glas
315,Wort::N,тыл,riječ
316,Zeichen::N,бэлиэ,znak
317,Ruf::N,ыҥырыы,povik
318,Ruf::N,ыҥырыы,poklik
319,Lärm::N,айдаан,buka
320,Lärm::N,айдаан,galama
321,Laut::N,тыас,zvuk
322,Ton::N,дорҕоон,ton
323,Lied::N,ырыа,pjesma
324,Ruhe::N,уу чуумпу,tišina
325,Ruhe::N,уу чуумпу,počinak
326,Leute::N,дьон,ljudi
327,Volk::N,дьон,puk
328,Volk::N,дьон,narod
329,Volk::N,норуот,puk
330,Volk::N,норуот,narod
331,Arbeit::N,үлэ,rad
332,Arbeit::N,үлэ,posao
333,Gast::N,ыалдьыт,gost
334,Geschenk::N,бэлэх,dar
335,Geschenk::N,бэлэх,poklon
336,Spiel::N,оонньуу,igra
337,Gesellschaft::N,общество,društvo
338,Gesellschaft::N,общество,kompanija
339,Hilfe::N,көмө,pomoć
340,Freund::N,доҕор,prijatelj
341,Kamerad::N,атас,drug
342,Kamerad::N,атас,drugar
343,Angelegenheit::N,дьыала,posao
344,Anzahl::N,ахсаан,broj
345,Anzahl::N,ахсаан,brojnost
346,Art::N,биис,vid
347,Art::N,биис,vrst
348,Stück::N,кырбас,komad
349,Teil::N,ирээт,dio
350,Hälfte::N,аҥар,polovina
351,Kreis::N,төгүрүк,krug
352,Kreis::N,төгүрүмтэ,krug
353,Kreuz::N,кириэс,križ
354,Linie::N,сурааһын,crta
355,Strich::N,сурааһын,crta
356,Abstand::N,арыт,razmak
357,Abstand::N,арыт,odstojanje
358,Entfernung::N,ыраах,udaljenost
359,Gegend::N,сир,kraj
360,Gegend::N,сир,predeo
361,Platz::N,арыт,mjesto
362,Ort::N,сир,mjesto
363,Seite::N,өрүт,bok
364,Seite::N,өрүт,strana
365,Seite::N,сирэй,bok
366,Seite::N,сирэй,strana
367,Mitte::N,орто,sredina
368,Gegenstand::N,предмет,predmet
369,Sache::N,мал,posao
370,Rand::N,кытыы,rub
371,Rand::N,кытыы,kraj
372,Rand::N,ойоҕос,rub
373,Rand::N,ойоҕос,kraj
374,Kante::N,кырыы,brid
375,Kante::N,кырыы,ivica
376,Ecke::N,муннук,ugao
377,Spitze::N,чыпчаал,vrh
378,Spitze::N,чыпчаал,šiljak
379,Ende::N,төбө,konac
380,Loch::N,тэһэҕэс,rupa
381,Loch::N,дьөлөҕөс,rupa
382,Winkel::N,муннук,kut
383,Winkel::N,муннук,ugao
384,Muster::N,оһуор,uzor
385,Größe::N,кээмэй,veličina
386,Länge::N,уста,duljina
387,Höhe::N,үрдүк,visina
388,Gewicht::N,ыйааһын,težina
389,Menge::N,ахсаан,mnoštvo
390,Menge::N,ахсаан,količina
391,Haufen::N,чөмчөх,hrpa
392,Haufen::N,чөмчөх,gomila
393,Reihe::N,кэккэ,red
394,Boot::N,оҥочо,čun
395,Boot::N,оҥочо,čamac
396,Ruder::N,эрдии,veslo
397,Schlitten::N,сыарҕа,saone
398,Ski::N,хайыһар,ski
399,Ski::N,хайыһар,smučka
400,Lagerfeuer::N,кутаа,logorska vatra
401,Last::N,ыарахан,tovar
402,Gang::N,хаамыы,hod
403,Schritt::N,хардыы,korak
404,Norden::N,хоту,sjever
405,Süden::N,соҕуруу,jug
406,Westen::N,арҕаа,zapad
407,Osten::N,илин,istok
408,Holz::N,мас,drvo
409,Brett::N,дуоска,daska
410,Brett::N,хаптаһын,daska
411,Platte::N,билиитэ,ploča
412,Stütze::N,тулааһын,potpora
413,Stange::N,ураҕас,motka
414,Stock::N,мас,štap
415,Stock::N,мас,palica
416,Stock::N,баалкы,štap
417,Stock::N,баалкы,palica
418,Stab::N,ураҕас,štap
419,Stab::N,ураҕас,šipka
420,Rohr::N,турба,cijev
421,Haus::N,дьиэ,kuća
422,Heim::N,дьиэ,dom
423,Ofen::N,оһох,peć
424,Fußboden::N,муоста,pod
425,Tisch::N,остуол,stol
426,Tisch::N,остуол,trpeza
427,Stuhl::N,устуул,stolac
428,Stuhl::N,устуул,stolica
429,Wiege::N,биһик,kolijevka
430,Bett::N,кырабаат,krevet
431,Bett::N,кырабаат,postelja
432,Regal::N,долбуур,polica
433,Kiste::N,дьааһык,sanduk
434,Fenster::N,түннүк,prozor
435,Tür::N,аан,vrata
436,Tor::N,аан,vrata
437,Tor::N,аан,kapija
438,Zaun::N,соппулуот,plot
439,Zaun::N,соппулуот,ograda
440,Dach::N,кырыыса,krov
441,Leiter::N,кирилиэс,ljestve
442,Leiter::N,кирилиэс,ljestvice
443,Besen::N,миинньик,metla
444,Spaten::N,күрдьэх,ašov
445,Schaufel::N,күрдьэх,lopata
446,Gabel::N,биилкэ,viljuška
447,Löffel::N,луоска,žlica
448,Messer::N,быһах,nož
449,Nagel::N,тоһоҕо,čavao
450,Netz::N,илим,mreža
451,Haken::N,көхө,kuka
452,Griff::N,ук,držak
453,Griff::N,ук,ručica
454,Griff::N,тутаах,držak
455,Griff::N,тутаах,ručica
456,Schloss::N,күлүүс,brava
457,Bild::N,хартыына,slika
458,Figur::N,фигура,figura
459,Puppe::N,куукула,lutka
460,Beutel::N,мөһөөччук,kesa
461,Bündel::N,баайыы,snop
462,Bündel::N,баайыы,svežanj
463,Tasche::N,суумка,torba
464,Tasche::N,суумка,taška
465,Eimer::N,биэдэрэ,kabao
466,Deckel::N,хаппах,poklopac
467,Geschirr::N,иһит,suđe
468,Geschirr::N,иһит,posuđe
469,Sack::N,куул,džak
470,Sack::N,куул,vreća
471,Tasse::N,сэлиэнэй,šalica
472,Topf::N,көстүрүүҥкэ,lonac
473,Kessel::N,хочуол,kazan
474,Essen::N,аһылык,obrok
475,Nahrung::N,ас,hrana
476,Speise::N,аһылык,jelo
477,Fleisch::N,эт,meso
478,Getreide::N,злактар,žito
479,Getreide::N,злактар,žitarice
480,Brei::N,хааһы,kaša
481,Brot::N,килиэп,kruh
482,Scheibe::N,куһуок,kriška
483,Fett::N,сыа,mast
484,Fett::N,сыа,salo
485,Butter::N,арыы,buter
486,Butter::N,арыы,maslac
487,Öl::N,арыы,ulje
488,Salz::N,туус,sol
489,Suppe::N,мин,supa
490,Honig::N,мүөт,med
491,Milch::N,үүт,mlijeko
492,Tee::N,чэй,čaj
493,Leder::N,тирии,koža
494,Wolle::N,түү,vuna
495,Stoff::N,таҥас,štof
496,Stoff::N,таҥас,tkanina
497,Nadel::N,иннэ,igla
498,Faden::N,сап,nit
499,Faden::N,сап,konac
500,Knopf::N,тимэх,dugme
501,Knoten::N,түмүк,čvor
502,Knoten::N,түмүк,uzao
503,Farbe::N,кырааска,farba
504,Kleidung::N,таҥас,odjeća
505,Hemd::N,ырбаахы,košulja
506,Kragen::N,саҕа,ovratnik
507,Ärmel::N,сиэх,rukav
508,Hose::N,ыстаан,hlače
509,Hose::N,бүрүүкэ,hlače
510,Gürtel::N,кур,pas
511,Gürtel::N,кур,pojas
512,Mütze::N,бэргэһэ,kapa
513,Schuh::N,бачыыҥка,cipela
514,Stiefel::N,саппыкы,čizma
515,Ring::N,биһилэх,prsten
516,Band::N,лиэнтэ,vrpca
517,Kamm::N,тараах,češalj
518,Spiegel::N,сиэркилэ,zrcalo
519,Spiegel::N,сиэркилэ,ogledalo
520,Riemen::N,кур,kaiš
521,Riemen::N,кур,remen
522,Schnur::N,быа,vrpca
523,Leine::N,тэһиин,uzica
524,Decke::N,суорҕан,ćebe
525,Decke::N,суорҕан,pokrivač
526,Kissen::N,сыттык,jastuk
527,Tuch::N,былаат,rubac
528,Tuch::N,былаат,marama
529,Handtuch::N,соттор,ručnik
530,Kraft::N,сыра,snaga
531,Stärke::N,күүс,jakost
532,Gesundheit::N,доруобуйа,zdravlje
533,Krankheit::N,ыарыы,bolest
534,Schmerz::N,ыарыы,bol
535,Wunde::N,баас,rana
536,Fieber::N,түрүлгэн,groznica
537,Fieber::N,лихорадка,groznica
538,Fieber::N,температура,groznica
539,Arznei::N,эмп,lijek
540,Brücke::N,күргэ,most
541,Brücke::N,күргэ,ćuprija
542,Brunnen::N,холуодьас,bunar
543,Brunnen::N,холуодьас,zdenac
544,Weide::N,мэччирэҥ,paša
545,Weide::N,мэччирэҥ,pašnjak
546,Pfad::N,ыллык,staza
547,Weg::N,суол,put
548,Straße::N,суол,drum
549,Straße::N,суол,cesta
550,Dorf::N,дэриэбинэ,selo
551,Stadt::N,куорат,grad
552,Stadt::N,куорат,varoš
553,Brief::N,сурук,list
554,Brief::N,сурук,pismo
555,Buch::N,кинигэ,knjiga
556,Buchstabe::N,буква,slovo
557,Zeitung::N,хаһыат,novine
558,Leben::N,тыын,život
559,Tod::N,өлүү,smrt
560,Grab::N,иин,raka
561,Kirche::N,таҥара дьиэтэ,crkva
562,Sünde::N,айыы,grijeh
563,Gott::N,тангара,bog
564,Arbeiter::N,үлэһит,radnik
565,Chef::N,баһылык,šef
566,Chef::N,начальник,šef
567,Meister::N,уус,majstor
568,Meister::N,маастар,majstor
569,Arzt::N,врач,liječnik
570,Lehrer::N,учуутал,učitelj
571,Geld::N,харчы,novac
572,Geschäft::N,идэ,posao
573,Geschäft::N,идэ,trgovina
574,Laden::N,маҕаһыын,dućan
575,Preis::N,сыана,cijena
576,Ware::N,табаар,roba
577,Nutzen::N,туһа,korist
578,Reichtum::N,баай,bogatstvo
579,Welt::N,аан дойду,svijet
580,Land::N,дойду,zemlja
581,Staat::N,государство,država
582,König::N,король,kralj
583,Macht::N,былаас,moć
584,Macht::N,былаас,vlast
585,Grenze::N,кыраныысса,granica
586,Krieg::N,сэрии,rat
587,Feind::N,өстөөх,neprijatelj
588,Gewalt::N,күүһүлээһин,sila
589,Gewalt::N,күүһүлээһин,nasilje
590,Kampf::N,охсуһуу,boj
591,Kampf::N,охсуһуу,borba
592,Bogen[Waffe]::N,ох,luk
593,Pfeil::N,ох,strijela
594,Gewehr::N,саа,puška
595,Fehler::N,сыыһа,pogreška
596,Fehler::N,сыыһа,griješka
597,Lüge::N,сымыйа,laž
598,Schaden::N,хоромньу,šteta
599,Unglück::N,алдьархай,nesreća
600,Schuld::N,буруй,krivnja
601,Alter::N,саас,dob
602,Schluss::N,тиһэх,kraj
603,Schluss::N,тиһэх,konac
604,Zeit::N,бириэмэ,doba
605,Zeit::N,бириэмэ,vrijeme
606,Tag::N,күн,dan
607,Morgen::N,сарсыарда,jutro
608,Mittag::N,күн ортото,podne
609,Abend::N,киэһэ,veče
610,Abend::N,киэһэ,večer
611,Nacht::N,түүн,noć
612,Woche::N,нэдиэлэ,sedmica
613,Monat::N,ый,mjesec
614,Jahr::N,сыл,godina
615,Jahr::N,дьыл,godina
616,Frühling::N,саас,proljeće
617,Sommer::N,сайын,ljeto
618,Herbst::N,күһүн,jesen
619,Winter::N,кыһын,zima
620,Januar::N,тохсунньу,januar
621,Januar::N,тохсунньу,siječanj
622,Februar::N,олунньу,veljača
623,Februar::N,олунньу,februar
624,März::N,кулун тутар,mart
625,März::N,кулун тутар,ožujak
626,April::N,муус устар ый,april
627,April::N,муус устар ый,travanj
628,Mai::N,ыам ыйа,maj
629,Mai::N,ыам ыйа,svibanj
630,Juni::N,бэс ыйа,juni
631,Juni::N,бэс ыйа,lipanj
632,Juli::N,от ыйа,juli
633,Juli::N,от ыйа,srpanj
634,August::N,атырдьах ыйа,august
635,August::N,атырдьах ыйа,kolovoz
636,September::N,балаҕан ыйа,rujan
637,September::N,балаҕан ыйа,septembar
638,Oktober::N,алтынньы,oktobar
639,Oktober::N,алтынньы,listopad
640,November::N,сэтинньи,studeni
641,November::N,сэтинньи,novembar
642,Dezember::N,ахсынньы,prosinac
643,Montag::N,бэнидиэнньик,ponedjeljak
644,Montag::N,бэнидиэнньик,ponedjeljnik
645,Dienstag::N,оптуорунньук,utorak
646,Dienstag::N,оптуорунньук,utornik
647,Mittwoch::N,сэрэдэ,srijeda
648,Donnerstag::N,чэппиэр,četvrtak
649,Freitag::N,бээтинсэ,petak
650,Samstag::N,субуота,subota
651,Sonntag::N,баскыһыанньа,nedjelja
652,groß::A,бөдөҥ,velik
653,groß::A,улахан,velik
654,klein::A,кыр,mali
655,klein::A,кыр,malen
656,lang::A,уһун,dug
657,lang::A,уһун,dugačak
658,kurz::A,кылгас,kratak
659,breit::A,кэтит,širok
660,schmal::A,кыараҕас,uski
661,schmal::A,кыараҕас,uzak
662,dicht::A,хойуу,gust
663,dick[Gegenstand]::A,суон,debeo
664,dick[Gegenstand]::A,хойуу,debeo
665,dünn::A,чараас,tanak
666,fein::A,бытархай,fin
667,fein::A,бытархай,tanak
668,fein::A,синньигес,fin
669,fein::A,синньигес,tanak
670,fest::A,бөҕө,čvrst
671,fest::A,кытаанах,čvrst
672,flach::A,хаптаҕай,ravan
673,flach::A,хаптаҕай,plosnat
674,glatt::A,кылааккай,gladak
675,hart::A,хатан,tvrd
676,hart::A,кытаанах,tvrd
677,weich::A,сымнаҕас,mek
678,weich::A,сымнаҕас,mekan
679,rund::A,төгүрүк,okrugao
680,spitz::A,сытыы,oštar
681,spitz::A,сытыы,šiljast
682,spitz::A,уһуктаах,oštar
683,spitz::A,уһуктаах,šiljast
684,scharf::A,сытыы,oštar
685,scharf::A,сытыы,bridak
686,stumpf::A,сыппах,tup
687,schwer::A,ыарахан,težak
688,schön::A,кыраһыабай,krasan
689,heiß::A,итии,vruć
690,warm::A,ичигэс,topao
691,kalt::A,тымныы,hladan
692,kühl::A,сөрүүн,hladan
693,frisch::A,ыраас,svjež
694,frisch::A,сөрүүн,svjež
695,frisch::A,тымныы,svjež
696,feucht::A,сииктээх,vlažan
697,nass::A,инчэҕэй,mokar
698,trocken::A,кураан,suh
699,voll::A,толору,pun
700,leer::A,иччитэх,prazan
701,offen::A,аһаҕас,otvoren
702,geschlossen::A,бүтэй,zatvoren
703,sauber::A,сэбэр,čist
704,schmutzig::A,кирдээх,nečist
705,schmutzig::A,кирдээх,blatan
706,roh::A,сиикэй,sirov
707,reif::A,буспут,zreo
708,reif::A,сиппит-хоппут,zreo
709,lecker::A,минньигэс,tečan
710,lecker::A,минньигэс,ukusan
711,süß::A,минньигэс,sladak
712,bitter::A,аһыы,gorak
713,sauer::A,аһыы,kiseo
714,hell::A,сырдык,vedar
715,hell::A,сырдык,svijetao
716,dunkel::A,хараҥа,taman
717,schwarz::A,хара,crn
718,weiß::A,үрүҥ,bio
719,weiß::A,үрүҥ,bijel
720,weiß::A,маҥан,bio
721,weiß::A,маҥан,bijel
722,rot::A,кыһыл,crven
723,gelb::A,саһархай,žut
724,blau::A,күөх,plav
725,blau::A,күөх,modar
726,grün::A,күөх,zelen
727,grün::A,от күөҕэ,zelen
728,grau::A,сиэрэй,siv
729,bunt::A,эриэн,šaren
730,billig::A,чэпчэки,jeftin
731,teuer::A,сыаналаах,skup
732,wertvoll::A,сыаналаах,vrijedan
733,wertvoll::A,сыаналаах,dragocjen
734,blind::A,хараҕа суох,slijep
735,taub::A,дьүлэй,gluh
736,kräftig::A,модун,snažan
737,stark::A,күүстээх,jak
738,stark::A,күүстээх,snažan
739,schwach::A,мөлтөх,slab
740,fett::A,эмис,pretio
741,schlank::A,дьылҕан,vitak
742,schlank::A,дьыпсаҕай,vitak
743,hübsch::A,олус кэрэ,zgodan
744,hübsch::A,көрүөхтэн үчүгэй,zgodan
745,böse::A,өһүөннээх,zao
746,böse::A,өһүөннээх,opak
747,dumm::A,акаары,glup
748,faul::A,нэс,lijen
749,fleißig::A,кыһамньылаах,radin
750,fleißig::A,кыһамньылаах,marljiv
751,geizig::A,иҥсэлээх,škrt
752,klug::A,өйдөөх,razborit
753,geschickt::A,наһаа дьоҕурдаах,vješt
754,lieb::A,тапталлаах,drag
755,lustig::A,көрдөөх,veseo
756,sanft::A,намчы,blag
757,sanft::A,сымнаҕас,blag
758,hungrig::A,аччык,gladan
759,krank::A,ыалдьар,bolestan
760,nackt::A,сыгынньах,nag
761,traurig::A,санаарҕабыллаах,tužan
762,traurig::A,санаарҕабыллаах,žalostan
763,lebendig::A,тыыннаах,živ
764,gut::A,үтүө,dobar
765,gut::A,үчүгэй,dobar
766,schlecht::A,куһаҕан,loš
767,schlecht::A,куһаҕан,rđav
768,richtig::A,сөп,tačan
769,richtig::A,сөп,ispravan
770,schlimm::A,сидьиҥ,zao
771,schlimm::A,сидьиҥ,zločest
772,schlimm::A,быдьар,zao
773,schlimm::A,быдьар,zločest
774,wahr::A,кырдьык,istinit
775,alt::A,былыргы,star
776,neu::A,саҥа,nov
777,ehemalig::A,урукку,bivši
778,alt[Lebewesen]::A,кырдьаҕас,star
779,jung::A,эдэр,mlad
780,arm::A,дьадаҥы,ubog
