,Concept_ID,hr,br
827,sehr::ADV,jako,-kenañ
828,sehr::ADV,veoma,-tre
829,sehr::ADV,veoma,-kenañ
830,so::ADV,tako,evel-se
831,so::ADV,ovako,evel-se
832,noch::ADV,još,c'hoazh
833,nur::ADV,samo,hepken
834,schon::ADV,već,dija
835,wieder::ADV,opet,adarre
836,wieder::ADV,ponovo,adarre
837,vergebens::ADV,uzalud,
838,vergebens::ADV,zabadava,
839,vor::PRP,pred,dirak
840,vor::PRP,ispred,dirak
841,hinter::PRP,za,a-drek
842,hinter::PRP,za,a-dreñv
843,hinter::PRP,iza,a-drek
844,hinter::PRP,iza,a-dreñv
845,unter::PRP,pod,dindan
846,unter::PRP,ispod,dindan
847,durch::PRP,po,dre
848,durch::PRP,kroz,dre
849,neben::PRP,kraj,e-kichen
850,neben::PRP,pored,e-kichen
851,neben::PRP,pokraj,e-kichen
852,zwischen::PRP,među,etre
853,zwischen::PRP,između,etre
854,wegen::PRP,radi,abalamour da
855,wegen::PRP,zbog,abalamour da
856,dies::PRN,ovo,hemañ
857,das::PRN,to,se
858,das::PRN,to,hennezh
859,das::PRN,ono,se
860,das::PRN,ono,hennezh
861,alles::PRN,sve,pep tra
862,ich::PRN,ja,me
863,du::PRN,ti,te
864,er::PRN,on,eñ
865,wir::PRN,mi,ni
866,ihr::PRN,vi,c'hwi
867,sie::PRN,oni,int
868,was::FPRN,što,petra
869,wer::FPRN,tko,piv
870,wo::FADV,gdje,pelec'h
871,wohin::FADV,kuda,da belec'h
872,wohin::FADV,kamo,da belec'h
873,wie::FADV,kako,penaos
874,warum::FADV,zašto,perak
875,wieviel::FNUM,koliko,pet
876,eins::NUM,jedan,unan
877,zwei::NUM,dva,daou
878,drei::NUM,tri,tri
879,vier::NUM,četiri,pevar
880,fünf::NUM,pet,pemp
881,sechs::NUM,šest,c'hwec'h
882,sieben::NUM,sedam,seizh
883,acht::NUM,osam,eizh
884,neun::NUM,devet,nav
885,zehn::NUM,deset,dek
886,elf::NUM,jedanaest,unnek
887,zwölf::NUM,dvanaest,daouzek
888,zwanzig::NUM,dvadeset,ugent
889,dreißig::NUM,trideset,tregont
890,vierzig::NUM,četrdeset,daou-ugent
891,fünfzig::NUM,pedeset,hanter-kant
892,sechzig::NUM,šezdeset,tri-ugent
893,siebzig::NUM,sedamdeset,dek ha tri-ugent
894,achtzig::NUM,osamdeset,pevar-ugent
895,neunzig::NUM,devetdeset,dek ha pevar-ugent
896,hundert::NUM,sto,kant
897,tausend::NUM,tisuća,mil
898,und::CNJ,i,ha
899,und::CNJ,te,ha
900,oder::CNJ,ili,pe
901,stehen::V,stajati,bezañ a-sav
902,sitzen::V,sjediti,azezañ
903,sitzen::V,sjediti,bezañ en e goazez
904,liegen::V,ležati,bezañ en e c'hourvez
905,hängen::V,visiti,krougañ
906,werden::V,postati,dazonet
907,werden::V,činiti se,dazonet
908,passieren::V,desiti se,c'hoarvezout
909,passieren::V,dogoditi se,c'hoarvezout
910,beginnen::V,početi,stagañ
911,enden::V,prestati,achuiñ
912,enden::V,svršiti se,achuiñ
913,wechseln::V,mijenjati se,cheñch
914,aufgehen[Sonne]::V,izići,dirouzañ
915,untergehen[Sonne]::V,zaći,
916,scheinen[Sonne]::V,sijati,lugernañ
917,donnern::V,grmjeti,taranal
918,wehen::V,duhati,c'hwezhañ
919,strömen::V,strujati,deredek
920,fließen::V,teći,redek
921,sich drehen::V,obrtati se,troiñ
922,sich drehen::V,vrtjeti se,troiñ
923,schwanken::V,teturati,trantellat
924,schwanken::V,kolebati se,trantellat
925,schwingen::V,njihati,froumal
926,schwingen::V,titrati,froumal
927,fallen::V,padati,kouezhañ
928,brennen::V,gorjeti,deviñ
929,rauchen::V,dimiti se,divogedañ
930,regnen::V,kišiti,glavañ
931,regnen::V,daždjeti,glavañ
932,gefrieren::V,smrznuti se,reviñ
933,tauen::V,kopnjeti,diskornañ
934,tauen::V,kraviti se,diskornañ
935,schmelzen::V,topiti se,teuziñ
936,trocknen::V,sušiti se,sec'hañ
937,sieden::V,kipjeti,berviñ
938,sieden::V,ključati,berviñ
939,faulen::V,gnjiti,breinañ
940,verfaulen::V,sagnjiti,breinañ
941,reißen::V,otrgnuti se,darnaouiñ
942,versinken::V,tonuti,sodellañ
943,versinken::V,propasti,sodellañ
944,vergehen::V,prolaziti,tremen
945,erscheinen::V,pojaviti se,donet war-wel
946,verschwinden::V,nestati,monet diwar wel
947,verschwinden::V,izgubiti se,monet diwar wel
948,sinken::V,trgnuti,en em izelat
949,sinken::V,spustiti se,en em izelat
950,abnehmen::V,opasti,nebeutaat
951,zunehmen::V,povećati se,kreskiñ
952,steigen::V,uzići,sevel
953,steigen::V,nadoći,sevel
954,wachsen::V,rasti,kreskiñ
955,glänzen::V,blistati,lugernañ
956,glänzen::V,sjati se,lugernañ
957,funkeln::V,svjetlucati,elieniñ
958,lärmen::V,bučati,rabotat
959,lärmen::V,galamiti,rabotat
960,läuten::V,zvoniti,
961,klingeln::V,zvoniti,
962,klirren::V,zvečati,diridignat
963,klirren::V,zvečati,sterlinkañ
964,brausen::V,hujati,gwegal
965,rauschen::V,šumiti,trouzal
966,rauschen::V,šuškati,trouzal
967,klingen::V,zvučati,seniñ
968,bellen::V,lajati,harzhal
969,heulen::V,zavijati,yudal
970,blasen::V,puhati,c'hwezhañ
971,pfeifen::V,fućkati,c'hwitellat
972,schreien::V,vikati,huchal
973,schreien::V,kričati,huchal
974,stöhnen::V,stenjati,hirvoudiñ
975,zittern::V,drhtati,krenañ
976,zittern::V,trepetati,krenañ
977,leben::V,živjeti,bevañ
978,geboren werden::V,roditi se,genel
979,atmen::V,disati,tennañ e anal
980,trinken::V,piti,evañ
981,essen::V,jesti,debriñ
982,schlucken::V,gutati,lonkañ
983,müde werden::V,umoriti se,skuizhañ
984,einschlafen::V,usnuti,menel kousket
985,einschlafen::V,zaspati,menel kousket
986,schlafen::V,spati,kousket
987,aufwachen::V,probuditi se,dihuniñ
988,aufstehen::V,ustati,sevel
989,sich erholen::V,odmoriti se,diskuizhañ
990,krank werden::V,oboljeti se,klañviñ
991,krank werden::V,razboljeti se,klañviñ
992,krank sein::V,bolovati,bezañ klañv
993,schmerzen::V,boljeti,skourjezañ
994,husten::V,kašljati,pasaat
995,husten::V,kašljati,peudal
996,genesen::V,ozdraviti,pareañ
997,genesen::V,oporaviti se,pareañ
998,sterben::V,umrijeti,mervel
999,umkommen::V,skapati,perisañ
1000,sich bewegen::V,gibati se,bouljal
1001,sich bewegen::V,kretati se,bouljal
1002,sich rühren::V,maknuti se,fiñval
1003,sich erheben::V,dići se,sevel
1004,sich setzen::V,sjesti,azezañ
1005,sich setzen::V,sjesti,mont en e goazez
1006,hinfallen::V,pasti,kouezhañ
1007,laufen::V,hodati,redek
1008,schreiten::V,stupati,kerzhet
1009,spazierengehen::V,šetati se,pourmen
1010,eilen::V,hitati,hastañ
1011,sich beeilen::V,požuriti se,hastañ
1012,sausen::V,juriti,karzhañ
1013,rennen::V,trčati,redek
1014,springen::V,skakati,lammat
1015,klettern::V,popeti se,krimpat
1016,klettern::V,penjati se,krimpat
1017,schaukeln::V,ljuljati se,brañsellat
1018,kriechen::V,puzati,skrampañ
1019,kriechen::V,gmizati,skrampañ
1020,schwimmen::V,plivati,neuial
1021,tauchen::V,roniti,splujañ
1022,tauchen::V,gnjuriti,splujañ
1023,rudern::V,veslati,roeñvat
1024,fahren::V,voziti se,kas
1025,fahren::V,voziti se,bleniañ
1026,fliegen::V,letjeti,nijal
1027,fliegen::V,lijetati,nijal
1028,gehen::V,ići,mont
1029,weggehen::V,otići,mont kuit
1030,abfahren::V,krenuti,mont kuit
1031,abfahren::V,otputovati,mont kuit
1032,anhalten::V,stati,chom a-sav
1033,anhalten::V,zaustaviti,chom a-sav
1034,hineingehen::V,ulaziti,monet e-barzh
1035,eintreten::V,ući,monet e-barzh
1036,kommen::V,doći,dont
1037,ankommen::V,stići,erruout
1038,zurückkommen::V,vratiti se,addonet
1039,zurückkommen::V,povratiti se,addonet
1040,bleiben::V,ostati,chom
1041,warten::V,čekati,gortoz
1042,erwarten::V,očekivati,gortoz
1043,suchen::V,tražiti,klask
1044,finden::V,naći,kavout
1045,versuchen::V,pokušati,klask
1046,vorbereiten::V,spremiti,aozañ
1047,vorbereiten::V,pripremiti,aozañ
1048,lieben::V,voljeti,karout
1049,mögen::V,voljeti,karout
1050,lachen::V,smijati se,c'hoarzin
1051,rühren::V,taknuti,tenerañ
1052,weinen::V,plakati,gouelañ
1053,schimpfen::V,psovati,krozal
1054,sich ärgern::V,ljutiti se,fachañ
1055,sich ärgern::V,ljutiti se,en em fachañ
1056,sich fürchten::V,bojati se,
1057,fürchten::V,bojati se,
1058,fliehen::V,pobjeći,tec'het
1059,flüchten::V,utjeći,tuzañ
1060,sehen::V,vidjeti,gwelet
1061,anschauen::V,ogledati,sellout ouzh
1062,ansehen::V,gledati,sellout ouzh
1063,hören::V,čuti,klevet
1064,zuhören::V,slušati,selaou
1065,probieren::V,probati,blasa
1066,riechen::V,osjećati miris,klevet
1067,fühlen::V,osjećati,santout
1068,scheinen::V,činiti se,diskouez bezañ
1069,zu sehen sein::V,biti vidljiv,bezañ gwelus
1070,vernehmen::V,saznati,merzhañ
1071,frieren::V,zima je,anoued
1072,tun::V,raditi,ober
1073,können::V,moći,gouzout
1074,wollen::V,htjeti,fellout da
1075,wollen::V,htjeti,kaout c'hoant da
1076,anfangen::V,početi,kregiñ
1077,beenden::V,svršiti,achuiñ
1078,beenden::V,dovršiti,achuiñ
1079,aufhören::V,prestati,paouez
1080,gelingen::V,uspjeti,
1081,geraten::V,desiti se,
1082,öffnen::V,otvoriti,digeriñ
1083,schließen::V,zatvoriti,serriñ
1084,stellen::V,metnuti,lakaat
1085,stellen::V,postaviti,lakaat
1086,setzen::V,posaditi,lakaat
1087,legen::V,polagati,lakaat
1088,berühren::V,doticati,touch
1089,berühren::V,dodirivati,touch
1090,verbinden::V,spojiti,eren
1091,verbinden::V,zavezati,eren
1092,bedecken::V,pokriti,goloiñ
1093,aufhängen::V,objesiti,istribilhañ
1094,anzünden::V,upaliti,alumiñ
1095,anzünden::V,upaliti,c'hwezzañ
1096,anzünden::V,zapaliti,alumiñ
1097,anzünden::V,zapaliti,c'hwezzañ
1098,aufheben::V,podići,dastum
1099,aufheben::V,podignuti,dastum
1100,zurücklassen::V,ostaviti,lezel
1101,zurücklassen::V,pustiti natrag,lezel
1102,verlieren::V,izgubiti,koll
1103,fallen lassen::V,ispustiti,laoskel
1104,fallen lassen::V,ispustiti,lezel da gouezhel
1105,machen::V,uraditi,ober
1106,machen::V,načiniti,ober
1107,machen::V,napraviti,ober
1108,herstellen::V,proizvesti,fardañ
1109,bauen::V,graditi,sevel
1110,reparieren::V,popraviti,adaozañ
1111,verbessern::V,poboljšati,gwellaat
1112,ändern::V,promijeniti,cheñch
1113,graben::V,kopati,kleuzañ
1114,graben::V,kopkati,kleuzañ
1115,beugen::V,saviti,plegañ
1116,biegen::V,saviti,krommañ
1117,biegen::V,sagnuti,krommañ
1118,drehen::V,vrtjeti,treiñ
1119,wenden::V,obrnuti,treiñ
1120,umdrehen::V,okrenuti,treiñ
1121,umdrehen::V,prevŕnuti,treiñ
1122,heben::V,dizati,sevel
1123,hochheben::V,dignuti,sevel
1124,ergreifen::V,uhvatiti,kemer
1125,ergreifen::V,prihvatiti,kemer
1126,halten::V,držati,dalc'hen
1127,drücken::V,pritiskivati,bountañ
1128,schieben::V,gurati,poulzañ
1129,kratzen::V,česati,skrabat
1130,kratzen::V,grepsti,skrabat
1131,lecken::V,lizati,lipat
1132,beißen::V,ujesti,kregiñ
1133,beißen::V,gristi,kregiñ
1134,abreißen::V,otkinuti,diframmañ
1135,abschneiden::V,odrezati,troc'hañ
1136,binden::V,vezati,stagañ
1137,stecken::V,turiti,sankañ
1138,brechen::V,slomiti,darnaouiñ
1139,klopfen::V,lupati,skoiñ
1140,klopfen::V,kucati,skoiñ
1141,hauen::V,tući,dornañ
1142,hauen::V,udarati,dornañ
1143,kleben::V,lijepiti,pegañ
1144,reiben::V,trti,taravat
1145,reiben::V,trti,trekiñ
1146,streichen::V,namazati,toazañ
1147,schleifen::V,brusiti,lemmañ
1148,schneiden::V,rezati,troc'hañ
1149,rütteln::V,drmati,tordorosañ
1150,schütteln::V,tresti,hejañ
1151,schwenken::V,mahati,
1152,schütten::V,sipati,diskargañ
1153,schütten::V,lijevati,diskargañ
1154,füllen::V,napuniti,kargañ
1155,einwickeln::V,umotati,gronnañ
1156,einwickeln::V,zamotati,gronnañ
1157,tragen::V,nositi,dougen
1158,schleppen::V,tegliti,stlejal
1159,ziehen::V,vući,sachañ
1160,aufbewahren::V,čuvati,miret
1161,werfen::V,bacati,teuler
1162,fangen::V,loviti,tapañ
1163,fangen::V,hvatati,tapañ
1164,packen::V,ščepati,krapat
1165,packen::V,zgrabiti,krapat
1166,verstecken::V,sakriti,kuzhat
1167,teilen::V,podijeliti,rannañ
1168,schicken::V,slati,kas
1169,bringen::V,donijeti,degas
1170,hinzufügen::V,dodati,lakat ouzhpenn
1171,hinzufügen::V,pridati,lakat ouzhpenn
1172,bekommen::V,dobiti,kaout
1173,erhalten::V,primiti,kaout
1174,nehmen::V,uzeti,kemer
1175,wählen::V,izabrati,choaz
1176,auswählen::V,odabrati,dibab
1177,bewahren::V,sačuvati,mirout
1178,behindern::V,smetati,diaezañ
1179,verderben::V,pokvariti,lovrañ
1180,beschädigen::V,oštetiti,gwallegañ
1181,zerbrechen::V,razbiti,torriñ
1182,zerbrechen::V,prelomiti,torriñ
1183,zerreißen::V,poderati,diroegiñ
1184,zerreißen::V,rastrgnuti,diroegiñ
1185,zerstören::V,razoriti,distrujañ
1186,zerstören::V,razrušiti,distrujañ
1187,verbrennen::V,spaliti,deviñ
1188,verbrennen::V,sagorjeti,deviñ
1189,geben::V,dati,reiñ
1190,reichen::V,pružiti,
1191,schenken::V,darivati,donezonañ
1192,versprechen::V,obećati,prometiñ
1193,wünschen::V,željeti,hetiñ
1194,loben::V,hvaliti,feurmiñ
1195,küssen::V,ljubiti,pokat
1196,wiegen::V,njihati,pouezañ
1197,wiegen::V,ljuljati,pouezañ
1198,zudecken::V,pokriti,goloiñ
1199,wecken::V,probuditi,dihuniñ
1200,zeigen::V,pokazati,diskouez
1201,führen::V,voditi,kas
1202,lehren::V,učiti,deskiñ
1203,unterrichten::V,poučiti,kelenn
1204,aufziehen::V,uzgajati,
1205,leiten::V,upravljati,bleinañ
1206,antreiben::V,natjeravati,poulzañ
1207,lassen::V,dati,leuskel
1208,einladen::V,pozvati,pediñ
1209,vereinigen::V,ujediniti,unisañ
1210,besuchen::V,posjetiti,gweladenniñ
1211,treffen::V,sresti,kejal
1212,treffen::V,sresti,ankontrañ
1213,sich versammeln::V,okupiti se,bodennañ
1214,spielen::V,igrati se,c'hoari
1215,singen::V,pjevati,kanañ
1216,tanzen::V,plesati,dañsal
1217,sich trennen::V,razići se,dispartiañ
1218,verlassen::V,ostaviti,lezel
1219,verlassen::V,napustiti,lezel
1220,retten::V,spasiti,saveteiñ
1221,bewachen::V,čuvati,mesa
1222,bewachen::V,stražariti,mesa
1223,schützen::V,čuvati,diwall
1224,verteidigen::V,obraniti,difenn
1225,sich schlagen::V,biti se,lopañ
1226,sich schlagen::V,udariti se,lopañ
1227,schießen::V,pucati,
1228,schießen::V,strijeljati,
1229,siegen::V,pobijediti,trec'hiñ
1230,ärgern::V,ljutiti,hegasiñ
1231,schlagen::V,biti,skeiñ
1232,schlagen::V,udariti,skeiñ
1233,treten::V,šutnuti,botaouiñ
1234,stechen::V,ubosti,pikat
1235,stoßen::V,gurnuti,stokañ
1236,stehlen::V,ukrasti,laerezh
1237,stören::V,smetati,direnkañ
1238,belästigen::V,smetati,dregasiñ
1239,belästigen::V,dosaditi,dregasiñ
1240,verbergen::V,skriti,skoachañ
1241,täuschen::V,obmanuti,tromplañ
1242,betrügen::V,prevarati,lorbañ
1243,töten::V,ubiti,lazhañ
1244,wohnen::V,stanovati,bezañ o chom
1245,arbeiten::V,raditi,labourat
1246,sammeln::V,sabrati,dastum
1247,pflücken::V,ubrati,kuntuilhañ
1248,jagen::V,loviti,chaseal
1249,fischen::V,ribati,pesketa
1250,fischen::V,loviti ribu,pesketa
1251,fassen::V,uloviti,pakañ
1252,hüten::V,pasti,geota
1253,treiben::V,goniti,
1254,anbinden::V,privezati,stagañ
1255,füttern::V,hraniti,boueta
1256,melken::V,musti,goro
1257,hacken::V,sjeckati,difrakal
1258,gießen::V,politi,dourañ
1259,reifen::V,sazreti,azviñ
1260,zubereiten::V,prigotoviti,keginañ
1261,kochen::V,kuhati,poazhañ
1262,backen::V,peći,fritañ
1263,braten::V,peći,rostañ
1264,braten::V,pržiti,rostañ
1265,umrühren::V,promiješati,
1266,stricken::V,plesti,stammañ
1267,nähen::V,šiti,gwriat
1268,färben::V,obojiti,livañ
1269,reinigen::V,očistiti,naetañ
1270,reinigen::V,počistiti,naetañ
1271,waschen::V,prati,gwalc'hiñ
1272,abwischen::V,otrti,torchañ
1273,spülen::V,isprati,disgwalc'hiñ
1274,spülen::V,oplakati,disgwalc'hiñ
1275,fegen::V,mesti,skubañ
1276,fegen::V,pomesti,skubañ
1277,kehren::V,mesti,skubañ
1278,baden::V,kupati se,kouronkañ
1279,sich waschen::V,umiti se,en em walc'hiñ
1280,sich waschen::V,prati se,en em walc'hiñ
1281,ausziehen::V,svući,
1282,anziehen::V,obući,
1283,sich anziehen::V,obući se,gwiskañ
1284,kämmen::V,češljati,kribat
1285,schmücken::V,uresiti,kinklañ
1286,schmücken::V,nakititi,kinklañ
1287,sagen::V,reći,larêt
1288,sagen::V,reći,lavaret
1289,sagen::V,kazati,larêt
1290,sagen::V,kazati,lavaret
1291,sprechen::V,govoriti,komz
1292,reden::V,govoriti,kaozeal
1293,reden::V,besjediti,kaozeal
1294,sich unterhalten::V,razgovarati se,balbotal
1295,fragen::V,pitati,goulenn
1296,bitten::V,moliti,goulenn
1297,erzählen::V,ispričati,kontañ
1298,erzählen::V,pripovjediti,kontañ
1299,mitteilen::V,saopćiti,kemenn
1300,nennen::V,nazvati,anviñ
1301,rufen::V,zvati,gelver
1302,rufen::V,dozvati,gelver
1303,prahlen::V,hvalisati se,fougeal
1304,übersetzen::V,prevesti,treiñ
1305,denken::V,misliti,soñjal
1306,glauben::V,vjerovati,krediñ
1307,bemerken::V,zapaziti,apresevañ
1308,bemerken::V,primijetiti,apresevañ
1309,erkennen::V,prepoznati,anavout
1310,begreifen::V,pojmiti,meizañ
1311,begreifen::V,shvatiti,meizañ
1312,verstehen::V,razabrati,kompren
1313,lernen::V,učiti se,deskiñ
1314,wissen::V,znati,gouzout
1315,sich erinnern an::V,sjetiti se,kaout soñj e
1316,vergessen::V,zaboraviti,ankouaat
1317,messen::V,mjeriti,muzuliañ
1318,zählen::V,brojiti,kontañ
1319,rechnen::V,računati,jedañ
1320,lesen::V,čitati,lenn
1321,malen::V,slikati,livañ
1322,zeichnen::V,crtati,tresañ
1323,schreiben::V,pisati,skrivañ
1324,besitzen::V,imati,kaout
1325,besitzen::V,posjedovati,kaout
1326,kaufen::V,kupiti,prenañ
1327,verkaufen::V,prodati,gwerzhañ
1328,verkaufen::V,raspačati,gwerzhañ
1329,bezahlen::V,platiti,paeañ
1330,zahlen::V,plaćati,paeañ
1331,beherrschen::V,vladati,mestroniañ
1332,beherrschen::V,gospodariti,mestroniañ
1333,ertragen::V,trpjeti,anduriñ
1334,ertragen::V,podnijeti,anduriñ
1335,Gehirn::N,,empenn
