,Concept_ID,lez,cs
803,vier::NUM,кьуд,čtyři
804,fünf::NUM,вад,pět
805,sechs::NUM,ругуд,šest
806,sieben::NUM,ирид,sedm
807,acht::NUM,муьжуьд,osm
808,neun::NUM,кӏуьд,devět
809,zehn::NUM,цӏуд,deset
810,elf::NUM,цӏусад,jedenáct
811,zwölf::NUM,цӏикьвед,dvanáct
812,zwanzig::NUM,къад,dvacet
813,dreißig::NUM,къанницӏуд,třicet
814,vierzig::NUM,яхцӏур,čtyřicet
815,fünfzig::NUM,яхцӏурни цӏуд,padesát
816,sechzig::NUM,пудкъад,šedesát
817,siebzig::NUM,пудкъанни цӏуд,sedmdesát
818,achtzig::NUM,кьудкъад,osmdesát
819,neunzig::NUM,кьудкъанни цӏуд,devadesát
820,hundert::NUM,виш,sto
821,tausend::NUM,агъзур,tisíc
822,und::CNJ,ва,a
823,oder::CNJ,я,nebo
824,stehen::V,акъвазун,stát
825,sitzen::V,ацукьун,sedět
826,liegen::V,къаткун,ležet
827,hängen::V,куьрс хьун,viset
828,werden::V,хьун,stát se
829,passieren::V,хьун,stát se
830,beginnen::V,башламиш хьун,počít
831,enden::V,куьтягь хьун,končit
832,enden::V,куьтягь хьун,skončit
833,wechseln::V,дегиш хьун,měnit se
834,aufgehen[Sonne]::V,экъечӏун,vyjít
835,untergehen[Sonne]::V,акӏун,zapadnout
836,scheinen[Sonne]::V,ишигь гун,svítit
837,donnern::V,къукърумар авун,hřmět
838,strömen::V,авахьун,proudit
839,fließen::V,авахьун,téct
840,sich drehen::V,элкъуьн,točit se
841,schwanken::V,юзун,kolísat
842,schwanken::V,юзун,houpat se
843,schwingen::V,галтад хьун,kývat se
844,fallen::V,аватун,padat
845,brennen::V,кун,hořet
846,brennen::V,ккун,hořet
847,regnen::V,къун,pršet
848,gefrieren::V,муркӏади кьун,zamrznout
849,tauen::V,цӏурун,tát
850,schmelzen::V,цӏурун,tavit
851,trocknen::V,кьурун,schnout
852,sieden::V,ругун,vřít
853,faulen::V,кутӏун,hnít
854,verfaulen::V,чуьруьтмиш хьун,shnít
855,verfaulen::V,кутӏун,shnít
856,reißen::V,атӏун,roztrhat se
857,reißen::V,къазунун,roztrhat se
858,versinken::V,батмиш хьун,topit se
859,versinken::V,батмиш хьун,ponořit se
860,vergehen::V,алатун,plynout
861,erscheinen::V,майдандиз акъатун,objevit se
862,verschwinden::V,квахьун,zmizet
863,sinken::V,элекьун,klesat
864,abnehmen::V,тӏимил хьун,ubýt
865,abnehmen::V,гъвечӏи хьун,ubýt
866,zunehmen::V,артух хьун,přibýt
867,steigen::V,хкаж хьун,stoupat
868,wachsen::V,экъечӏун,růst
869,glänzen::V,цӏарцӏар гун,lesknout se
870,funkeln::V,нур гун,jiskřit se
871,lärmen::V,ван авун,dělat hluk
872,läuten::V,зенг ягъун,zvonit
873,klingeln::V,зенг ягъун,zvonit
874,klirren::V,зигринг авун,řinčet
875,brausen::V,къати хьун,hučet
876,rauschen::V,вишриш авун,šumět
877,klingen::V,ван авун,znít
878,bellen::V,элуькьун,štěkat
879,heulen::V,къув ягъун,výt
880,blasen::V,уф гун,foukat
881,pfeifen::V,уьфт ягъун,pískat
882,schreien::V,гьараюн,křičet
883,stöhnen::V,суза авун,sténat
884,zittern::V,зурзун,třást se
885,leben::V,яшамиш хьун,žít
886,geboren werden::V,хьун,rodit se
887,atmen::V,нефес чӏугун,dýchat
888,trinken::V,хъун,pít
889,essen::V,тӏуьн,jíst
890,schlucken::V,туькьуьнун,polykat
891,müde werden::V,галатун,unavit se
892,müde werden::V,юргъун хьун,unavit se
893,einschlafen::V,ксун,usnout
894,schlafen::V,ксун,spát
895,aufwachen::V,ахварай аватун,probudit se
896,aufstehen::V,къарагъун,vstát
897,sich erholen::V,ял ягъун,zotavovat se
898,krank werden::V,кефсуз хьун,onemocnět
899,krank sein::V,тӏа хьун,být nemocný
900,schmerzen::V,тӏа хьун,bolet
901,husten::V,уьгьуь ягъун,kašlat
902,genesen::V,сагъ хъхьун,uzdravit se
903,sterben::V,кьин,umřít
904,umkommen::V,терг хьун,zahynout
905,sich bewegen::V,юзун,pohnout se
906,sich rühren::V,юзун,hnout se
907,sich erheben::V,къарагъун,zdvihnout se
908,sich setzen::V,ацукьун,posadit se
909,hinfallen::V,алукьун,upadnout
910,laufen::V,къекъуьн,běžet
911,schreiten::V,ккамар къачун,kráčet
912,spazierengehen::V,сейр авун,procházet se
913,eilen::V,тади авун,spěchat
914,sich beeilen::V,гьерекатун,pospíšit si
915,sausen::V,чкурун,fičet
916,rennen::V,катун,pádit
917,rennen::V,зверун,pádit
918,springen::V,хкадарун,skákat
919,klettern::V,акьахун,lézt
920,klettern::V,акьахун,šplhat
921,kriechen::V,капаралди фин,lézt
922,kriechen::V,капаралди фин,plazit se
923,schwimmen::V,сирнав авун,plavat
924,tauchen::V,кьилихъди циз вегьин,nořit se
925,rudern::V,кьусуйралди лодка гьалун,veslovat
926,rudern::V,цуьруьгъуьлдалди кӏватӏун,veslovat
927,fahren::V,фин,jet
928,fahren::V,фин,jezdit
929,fliegen::V,лув гун,létat
930,fliegen::V,цавай фин,létat
931,gehen::V,фин,jít
932,weggehen::V,хъфин,odejít
933,abfahren::V,фин,odjet
934,abfahren::V,рекье гьатун,odjet
935,anhalten::V,акъвазун,zastavit se
936,hineingehen::V,гьахьун,vcházet se
937,eintreten::V,гьахьун,vstoupit
938,kommen::V,атун,přijít
939,ankommen::V,атун,dojít
940,zurückkommen::V,хтун,vrátit se
941,bleiben::V,амукьун,zůstat
942,warten::V,гуьзлемишун,čekat
943,erwarten::V,вил алаз акъвазун,čekat na
944,suchen::V,къекъуьн,hledat
945,finden::V,жугъун,najít
946,versuchen::V,алахъун,zkoušet
947,vorbereiten::V,гьазурун,připravit
948,lieben::V,кӏан хьун,milovat
949,mögen::V,рикӏ ацукьун,mít rád
950,lachen::V,хъуьруьн,smát se
951,weinen::V,шехьун,plakat
952,schimpfen::V,сеперар гун,nadávat
953,schimpfen::V,экъуьгъунар авун,nadávat
954,sich ärgern::V,хъел акатун,pohoršit se
955,sich fürchten::V,кичӏе хьун,bát se
956,fürchten::V,къурхутмиш хьун,bát se
957,fliehen::V,катун,utéct
958,flüchten::V,катун,prchnout
959,sehen::V,акун,vidět
960,anschauen::V,вил вегьин,podívat se na
961,ansehen::V,килигун,sledovat
962,hören::V,ван хьун,slyšet
963,zuhören::V,яб гун,poslouchat
964,probieren::V,дад акун,ochutnávat
965,riechen::V,ни чӏугун,cítit
966,fühlen::V,гьисс авун,cítit
967,frieren::V,кьун,mrznout
968,frieren::V,мекьи хьун,mrznout
969,tun::V,авун,dělat
970,können::V,хьун,moct
971,können::V,акъакьун,moct
972,wollen::V,кӏан хьун,chtít
973,anfangen::V,башламишун,začít
974,beenden::V,куьтягьун,ukončit
975,aufhören::V,акъвазун,přestat
976,gelingen::V,арадал атун,podařit se
977,geraten::V,акъатун,dařit se
978,öffnen::V,ахъаюн,otevřít
979,schließen::V,акьалун,zavřít
980,stellen::V,эцигун,postavit
981,setzen::V,ацукьарун,posadit
982,legen::V,эцигун,klást
983,legen::V,эцигун,položit
984,berühren::V,хкӏурун,dotýkat se
985,verbinden::V,гилигун,spojit
986,bedecken::V,кӏевун,pokrýt
987,aufhängen::V,куьрсарун,oběsit
988,aufhängen::V,куьрсарун,pověsit
989,anzünden::V,куькӏуьрун,zapálit
990,anzünden::V,куькӏуьрун,podpálit
991,aufheben::V,хкажун,zvednout
992,aufheben::V,хкажун,zdvihnout
993,zurücklassen::V,тун,zanechat
994,verlieren::V,квадарун,ztratit
995,fallen lassen::V,авадрун,upustit
996,machen::V,авун,udělat
997,machen::V,кар авун,udělat
998,herstellen::V,расун,vyrobit
999,bauen::V,туькӏуьрун,stavět
1000,bauen::V,туькӏуьрун,budovat
1001,reparieren::V,расун,opravit
1002,verbessern::V,хъсанрун,zlepšit
1003,ändern::V,табдил авун,změnit
1004,graben::V,эгъуьнун,rýt
1005,graben::V,эгъуьнун,kopat
1006,beugen::V,акӏажарун,ohnout
1007,beugen::V,кангур авун,ohnout
1008,biegen::V,патахъарун,ohnout
1009,drehen::V,алчударун,točit
1010,umdrehen::V,элкъуьрун,obrátit
1011,heben::V,хкажун,zdvihnout
1012,hochheben::V,хкажун,zvednout
1013,ergreifen::V,агалчна кьун,chopit se
1014,halten::V,кьун,držet
1015,drücken::V,чуькьуьн,stisknout
1016,schieben::V,хуртӏ гун,posouvat
1017,kratzen::V,къадгъунун,škrábat
1018,lecken::V,мез гун,lízat
1019,beißen::V,кӏасун,kousat
1020,abreißen::V,галудун,utrhat
1021,abreißen::V,галудун,odtrhat
1022,abschneiden::V,атӏун,uřezat
1023,abschneiden::V,атӏун,ukrojit
1024,stecken::V,сухун,strčit
1025,brechen::V,хун,lomit
1026,brechen::V,кукӏварун,lomit
1027,klopfen::V,тахъ-тахъ авун,ťukat
1028,klopfen::V,тахъ-тахъ авун,klepat
1029,hauen::V,ягъун,bít
1030,kleben::V,алкӏурун,lepit
1031,kleben::V,кукӏурун,lepit
1032,reiben::V,тӏушунун,třít
1033,streichen::V,алтадун,mazat
1034,schleifen::V,кӏвенкӏв авун,brousit
1035,schneiden::V,атӏун,řezat
1036,schneiden::V,атӏун,střihat
1037,rütteln::V,къарсурун,třást
1038,rütteln::V,къарсурун,otřást
1039,schütteln::V,къарсурун,třást
1040,schütteln::V,къарсурун,zatřást
1041,schwenken::V,элягъун,mávat
1042,schwenken::V,галтадун,mávat
1043,schütten::V,цун,nasypat
1044,füllen::V,ацӏурун,naplnit
1045,einwickeln::V,кутун,zavinout
1046,einwickeln::V,элкъуьрун,zavinout
1047,tragen::V,тухун,nést
1048,schleppen::V,галчӏурун,vléct
1049,ziehen::V,ялун,tahat
1050,ziehen::V,ялун,táhnout
1051,ziehen::V,чӏугун,tahat
1052,ziehen::V,чӏугун,táhnout
1053,aufbewahren::V,хуьн,schovat
1054,werfen::V,гадрун,házet
1055,fangen::V,кьун,chytat
1056,packen::V,кьун,uchvátit
1057,verstecken::V,кӏевун,schovat
1058,teilen::V,паюн,rozdělit
1059,schicken::V,ракъурун,posílat
1060,bringen::V,гъун,přinést
1061,hinzufügen::V,алава авун,připojit
1062,bekommen::V,къачун,dostat
1063,bekommen::V,жугъурун,dostat
1064,erhalten::V,къачун,uchovat
1065,nehmen::V,къачун,vzít
1066,wählen::V,хкягъун,zvolit
1067,auswählen::V,хкягъун,vybrat
1068,bewahren::V,хуьн,uchránit
1069,behindern::V,манийвал авун,překážet
1070,verderben::V,чӏурун,zkazit
1071,beschädigen::V,нукьсанвал гун,porušit
1072,beschädigen::V,нукьсанвал гун,poškodit
1073,zerbrechen::V,хун,rozlámat
1074,zerreißen::V,къазунун,roztrhnout
1075,zerstören::V,чӏурун,zničit
1076,zerstören::V,барбатӏун,zničit
1077,verbrennen::V,ккун,spálit
1078,geben::V,гун,dát
1079,reichen::V,вугун,podat
1080,reichen::V,гун,podat
1081,schenken::V,пишкеш авун,darovat
1082,versprechen::V,гаф гун,slíbit
1083,wünschen::V,дуьа авун,přát
1084,loben::V,тариф авун,chválit
1085,küssen::V,темен гун,líbat
1086,wiegen::V,эчӏягъун,chovat
1087,wiegen::V,эчӏягъун,kolébat
1088,zudecken::V,гьалдун,přikrýt
1089,zudecken::V,гьалдун,přiklopit
1090,wecken::V,ахварай авудун,vzbudit
1091,zeigen::V,къалурун,ukázat
1092,führen::V,тухун,vést
1093,lehren::V,кӏелиз тун,učit
1094,unterrichten::V,тарс гун,vyučovat
1095,aufziehen::V,тербия гун,vychovat
1096,aufziehen::V,тербияламишун,vychovat
1097,leiten::V,идара авун,vodit
1098,antreiben::V,тади кутун,nutit
1099,einladen::V,теклиф авун,pozvat
1100,vereinigen::V,сад авун,spojit
1101,besuchen::V,кьилив атун,návštívit
1102,treffen::V,гьалтун,potkat
1103,sich versammeln::V,алтӏушун,shromáždit se
1104,spielen::V,къугъун,hrát
1105,singen::V,лугьун,zpívat
1106,singen::V,мани лугьун,zpívat
1107,tanzen::V,кьуьл авун,tančit
1108,sich trennen::V,къакъатун,rozejít se
1109,verlassen::V,гъил къачун,opustit
1110,retten::V,къутармишун,zachránit
1111,bewachen::V,хуьн,hlídat
1112,schützen::V,хуьн,chránit
1113,verteidigen::V,хуьн,obhájit
1114,sich schlagen::V,кукӏун,bít se
1115,schießen::V,акъатун,střílet
1116,siegen::V,гъалиб хьун,zvítězit
1117,ärgern::V,хъел гъун,zlobit
1118,ärgern::V,хъел гъун,pohoršit
1119,ärgern::V,хъел кутун,zlobit
1120,ärgern::V,хъел кутун,pohoršit
1121,schlagen::V,ягъун,udeřit
1122,schlagen::V,ягъун,praštit
1123,schlagen::V,галукьарун,udeřit
1124,schlagen::V,галукьарун,praštit
1125,treten::V,кьуьл къекъягъун,kopnout
1126,treten::V,кьуьл эцягъун,kopnout
1127,stechen::V,акьадарун,bodnout
1128,stechen::V,акьадарун,píchnout
1129,stoßen::V,эцягъун,strčit
1130,stehlen::V,чуьнуьхун,ukrást
1131,stören::V,хкуьрун,vyrušit
1132,belästigen::V,хкуьрун,obtěžovat
1133,belästigen::V,азият гун,obtěžovat
1134,verbergen::V,далдаламишун,skrýt
1135,täuschen::V,алцурарун,klamat
1136,täuschen::V,алцуррун,klamat
1137,betrügen::V,алцурарун,podvést
1138,betrügen::V,гьарамзадавал авун,podvést
1139,töten::V,яна кьин,zabít
1140,wohnen::V,дуланмиш хьун,bydlit
1141,arbeiten::V,кӏвалахун,pracovat
1142,arbeiten::V,кӏвалах авун,pracovat
1143,sammeln::V,кӏватӏун,sebrat
1144,pflücken::V,атӏун,česat
1145,jagen::V,гъуьрч авун,uhonit
1146,fischen::V,гъетер кьун,chytat ryby
1147,fassen::V,кьун,ulovit
1148,hüten::V,чӏура хуьн,pást
1149,treiben::V,гьалун,hnát
1150,anbinden::V,акалун,přivázat
1151,füttern::V,ем гун,krmit
1152,melken::V,ацун,dojit
1153,hacken::V,куьткуьнун,seknout
1154,gießen::V,яд гун,zalít
1155,reifen::V,чурун,uzrát
1156,reifen::V,агакьун,uzrát
1157,zubereiten::V,гьазурун,připravit
1158,kochen::V,ругун,vařit
1159,backen::V,чурун,péct
1160,braten::V,чурун,smažit
1161,umrühren::V,какадарун,zamíchat
1162,stricken::V,хурун,plést
1163,nähen::V,цун,šít
1164,färben::V,шир ягъун,nabarvit
1165,reinigen::V,михьун,očistit
1166,waschen::V,чуьхуьн,mýt
1167,abwischen::V,гуьцӏун,utřít
1168,spülen::V,экъуьрун,spláchnout
1169,fegen::V,шуткун,zamést
1170,kehren::V,кул алтадун,mést
1171,baden::V,эхъуьн,koupat se
1172,sich waschen::V,жендек чуьхуьн,mýt se
1173,ausziehen::V,хутӏунун,svléct
1174,ausziehen::V,галудун,svléct
1175,anziehen::V,алукӏун,obléct
1176,sich anziehen::V,алукӏун,oblékat se
1177,sich anziehen::V,парталар алукӏун,oblékat se
1178,kämmen::V,эвягъун,učesat
1179,schmücken::V,безетмишун,ozdobit
1180,schmücken::V,гуьрчегарун,ozdobit
1181,sagen::V,лугьун,říct
1182,sprechen::V,рахун,mluvit
1183,reden::V,рахун,hovořit
1184,sich unterhalten::V,ихтилат авун,povídat se
1185,fragen::V,жузун,zeptat se
1186,bitten::V,тӏалабун,prosit
1187,erzählen::V,ахъаюн,povídat
1188,mitteilen::V,хабар гун,sdělit
1189,mitteilen::V,хабар гун,oznámit
1190,nennen::V,тӏвар гун,nazvat
1191,rufen::V,эверун,volat
1192,rufen::V,эверун,zavolat
1193,prahlen::V,яцӏу гафар авун,chlubit se
1194,übersetzen::V,таржума авун,přeložit
1195,übersetzen::V,гафладун,přeložit
1196,denken::V,фикир авун,myslit
1197,glauben::V,агъун,věřit
1198,bemerken::V,фикир гун,zpozorovat
1199,begreifen::V,гъавурда акьун,pochopit
1200,lernen::V,кӏелун,učit se
1201,wissen::V,чир хьун,vědět
1202,wissen::V,чирхьун,vědět
1203,sich erinnern an::V,рикӏел хуьн,vzpomínat si na
1204,vergessen::V,рикӏелай фин,zapomínat
1205,vergessen::V,рикӏелай алатун,zapomínat
1206,messen::V,алцумун,měřit
1207,zählen::V,гьисабун,spočítat
1208,rechnen::V,гьисабун,počítat
1209,lesen::V,кӏелун,číst
1210,malen::V,кхьин,malovat
1211,malen::V,шикилар чӏугун,malovat
1212,zeichnen::V,чӏугун,rýsovat
1213,schreiben::V,кхьин,psát
1214,besitzen::V,иеси хьун,mít
1215,besitzen::V,иеси хьун,vlastnit
1216,kaufen::V,къачун,koupit
1217,kaufen::V,маса къачун,koupit
1218,verkaufen::V,гун,prodat
1219,verkaufen::V,маса гун,prodat
1220,bezahlen::V,къимет гун,zaplatit
1221,bezahlen::V,эвезда авун,zaplatit
1222,bezahlen::V,гьакъи агакьрун,zaplatit
1223,zahlen::V,къимет гун,platit
1224,zahlen::V,эвезда авун,platit
1225,zahlen::V,гьакъи агакьрун,platit
1226,beherrschen::V,иеси хьун,ovládat
1227,ertragen::V,таб гун,snést
1228,Oberschenkel::N,,stehno
1229,Strömung::N,,proudění
1230,Moor::N,,bažina
1231,Moor::N,,slatina
1232,Gedächtnis::N,,paměť
1233,Ski::N,,lyže
1234,Platte::N,,deska
1235,Leine::N,,vodítko
1236,Geschäft::N,,obchod
1237,dick[Gegenstand]::A,,tlustý
1238,auf einmal::ADV,,najednou
1239,zurück::ADV,,zpět
1240,zurück::ADV,,nazpět
1241,wieder::ADV,,zase
1242,wehen::V,,vát
1243,wehen::V,,vanout
1244,rauchen::V,,kouřit
1245,schaukeln::V,,houpat
1246,rühren::V,,dojmout
1247,scheinen::V,,zdát se
1248,zu sehen sein::V,,moci být viděn
1249,vernehmen::V,,uslyšet
1250,wenden::V,,obrátit
1251,binden::V,,přivázat
1252,lassen::V,,dát
1253,erkennen::V,,poznat
1254,verstehen::V,,porozumět
