,Concept_ID,kn,en
66,Wasser::N,ನೀರು,water
67,Stein::N,ಕಲ್ಲು,stone
68,Boden::N,ನೆಲ,soil
69,Boden::N,ನೆಲ,ground
70,Erde::N,ಭೂಮಿ,earth
71,Staub::N,ದೂಳು,dust
72,Rauch::N,ಹೊಗೆ,smoke
73,Funke::N,ಕಿಡಿ,spark
74,Feuer::N,ಬೆಂಕಿ,fire
75,Licht::N,ಬೆಳಕು,light
76,Schatten::N,ನೆರಳು,shadow
77,Wetter::N,ಹವ,weather
78,Nebel::N,ಮಂಜು,fog
79,Wolke::N,ಮೋಡ,cloud
80,Regen::N,ಮಳೆ,rain
81,Schnee::N,ಹಿಮ,snow
82,Eis::N,ಮಂಜುಗಡ್ಡೆ,ice
83,Frost::N,ಮಂಜು,frost
84,Kälte::N,ಹಿಮ,chill
85,Hitze::N,ಉಷ್ಣ,heat
86,Raureif::N,ಇಬ್ಬನಿ,hoarfrost
87,Regenbogen::N,ಇಂದ್ರಚಾಪ,rainbow
88,Donner::N,ಗುಡುಗು,thunder
89,Strömung::N,ಪ್ರವಾಹ,current
90,Tropfen::N,ತೊಟ್ಟು,drop
91,Schaum::N,ನೊರೆ,foam
92,Schmutz::N,ಕಸ,dirt
93,See::N,ಸರೋವರ,lake
94,Sumpf::N,ಜೌಗುಸ್ಥಳ,swamp
95,Moor::N,ಬಂಜರು ಭೂಮಿ,moor
96,Wiese::N,ಹುಲ್ಲುಗಾವಲು,meadow
97,Wald::N,ಕಾಡು,forest
98,Hügel::N,ಗುಡ್ಡೆ,hill
99,Anhöhe::N,ದಿಬ್ಬ,elevation
100,Berg::N,ಮಲೆ,mountain
101,Berg::N,ಪರ್ವತ,mountain
102,Gipfel::N,ಶೃಂಗ,summit
103,Höhle::N,ಗುಹೆ,cave
104,Abhang::N,ಇಳಿಜಾರು,slope
105,Quelle::N,ಮೂಲ,source
106,Bach::N,ತೊರೆ,brook
107,Fluss::N,ನದಿ,river
108,Ufer::N,ತೀರ,shore
109,Küste::N,ದಂಡೆ,coast
110,Festland::N,ಭೂಮಿ,land
111,Meer::N,ಕಡಲು,sea
112,Bucht::N,ಖಾರಿ,cove
113,Insel::N,ದ್ವೀಪ,island
114,Blume::N,ಸುಮ,flower
115,Gras::N,ಹುಲ್ಲು,grass
116,Wurzel::N,ಬೇರು,root
117,Baum::N,ಮರ,tree
118,Stamm::N,ಕಾಂಡ,trunk
119,Rinde::N,ತೂಗಟಿ,bark
120,Ast::N,ಶಾಖೆ,limb
121,Zweig::N,ರೆಂಬೆ,branch
122,Blatt::N,ಎಲೆ,leaf
123,Birke::N,ಬರ್ಚ್ ಮರ,birch
124,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,pine
125,Weide[Baum]::N,ವಿಲೋಮರ,willow
126,Tanne::N,ಭದ್ರದಾರು,fir
127,Horn::N,ಕೊಂಬು,horn
128,Feder::N,ಪುಕ್ಕ,feather
129,Fell::N,ರೋಮ,fur
130,Flügel::N,ರೆಕ್ಕೆ,wing
131,Klaue::N,ಪಂಜ,claw
132,Kralle::N,ಉಗುರು,claw
133,Schwanz::N,ಬಾಲ,tail
134,Ei::N,ಮೊಟ್ಟೆ,egg
135,Nest::N,ಗೂಡು,nest
136,Bau::N,ಅಡಗುದಾಣ,lair
137,Tier::N,ಪ್ರಾಣಿ,animal
138,Herde::N,ಗುಂಪು,flock
139,Kuh::N,ಹಸು,cow
140,Bulle::N,ಗೂಳಿ,bull
141,Pferd::N,ಕುದುರೆ,horse
142,Schaf::N,ಕುರಿ,sheep
143,Schwein::N,ಹಂದಿ,pig
144,Hund::N,ನಾಯಿ,dog
145,Katze::N,ಬೆಕ್ಕು,cat
146,Bär::N,ಕರಡಿ,bear
147,Eichhörnchen::N,ಉಡುತೆ,squirrel
148,Elch::N,ಕಡವೆ,elk
149,Fuchs::N,ನರಿ,fox
150,Hase::N,ಮೊಲ,hare
151,Maus::N,ಇಲಿ,mouse
152,Wolf::N,ತೋಳ,wolf
153,Vogel::N,ಪಕ್ಷಿ,bird
154,Schwarm::N,ಗುಂಪು,swarm
155,Huhn::N,ಚಿಕ್,chicken
156,Hahn::N,ಹುಂಜ,cock
157,Gans::N,ವರಟೆ,goose
158,Adler::N,ಗರುಡ,eagle
159,Ente::N,ಬಾತು,duck
160,Eule::N,ಗೂಬೆ,owl
161,Kranich::N,ಕೊಕ್ಕರ,crane
162,Krähe::N,ಕಾಗೆ,crow
163,Kuckuck::N,ಕೋಗಿಲೆ,cuckoo
164,Schwan::N,ಹಂಸಪಕ್ಷಿ,swan
165,Fisch::N,ಮೀನು,fish
166,Barsch::N,ಪರ್ಚ್ ಮೀನು,perch
167,Hecht::N,ಪೈಕ್ ಮೀನು,pike
168,Schlange[Tier]::N,ಹಾವು,snake
169,Wurm::N,ಹುಳು,worm
170,Spinne::N,ಊರ್ಣನಾಭ,spider
171,Ameise::N,ಇರುವೆ,ant
172,Laus::N,ಹೇನು,louse
173,Mücke::N,ಸೊಳ್ಳೆ,midge
174,Fliege::N,ನೊಣ,fly
175,Schmetterling::N,ಪತಂಗ,butterfly
176,Beere::N,ನಯವಣ್ಣು,berry
177,Apfel::N,ಸೇಬು,apple
178,Pilz::N,ಅಣಬೆ,mushroom
179,Zwiebel::N,ನೀರುಳ್ಳಿ,onion
180,Saat::N,ಬಿತ್ತ,seed
181,Korn::N,ಬೀಜ,grain
182,Heu::N,ಕರಡ,hay
183,Schale::N,ಹೊಟ್ಟು,husk
184,Grube::N,ಗುಂಡಿ,pit
185,Falle::N,ಬೋನು,trap
186,Schlinge::N,ಉರುಲು,noose
187,Spur::N,ಜಾಡು,track
188,Asche::N,ಬೂದಿ,ashes
189,Dreck::N,ಹೊಲಸು,filth
190,Eisen::N,ಕಬ್ಬಿಣ,iron
191,Gold::N,ಚಿನ್ನ,gold
192,Silber::N,ಬೆಳ್ಳಿ,silver
193,Kohle::N,ಕಲ್ಲಿದ್ದಲು,coal
194,Glas::N,ಗಾಜು,glass
195,Lehm::N,ಜೇಡಿಮಣ್ಣು,clay
196,Sand::N,ಮರಳು,sand
197,Mensch::N,ಪುರುಷ,human
198,Mann::N,ಆಳು,man
199,Frau::N,ಹೆಣ್ಣು,woman
200,Kind::N,ಮಗು,child
201,Junge::N,ಹುಡುಗ,boy
202,Mädchen::N,ಹುಡುಗಿ,girl
203,Familie::N,ಕುಟುಂಬ,family
204,Großvater::N,ಅಜ್ಜ,grandfather
205,Großmutter::N,ಅಮ್ಮ,grandmother
206,Eltern::N,ಹೆತ್ತವರು,parents
207,Vater::N,ತಂದೆ,father
208,Mutter::N,ಅಮ್ಮ,mother
209,Sohn::N,ಮಗ ,son
210,Tochter::N,ಮಗಳು,daughter
211,Bruder::N,ತಮ್ಮ,brother
212,Schwester::N,ತಂಗಿ,sister
213,Onkel::N,ಸೋದರಮಾವ,uncle
214,Onkel::N,ದೊಡ್ಡಪ್ಪ,uncle
215,Tante::N,ಚಿಕ್ಕಮ್ಮ,aunt
216,Ehemann::N,ಗಂಡ,husband
217,Ehefrau::N,ಹೆಂಡತಿ,wife
218,Freude::N,ನಲಿವು,joy
219,Gelächter::N,ನಗೆ,laughter
220,Glück::N,ಆನಂದ,happiness
221,Kummer::N,ದುಃಖ,grief
222,Wunsch::N,ಬಯಕೆ,wish
223,Lust::N,ಇಷ್ಟ,desire
224,Geist::N,ಆತ್ಮ,spirit
225,Gedanke::N,ಯೋಚನೆ,thought
226,Gedächtnis::N,ಸ್ಮರಣೆ,memory
227,Verstand::N,ಮನಸ್ಸು,mind
228,Sinn::N,ಅರ್ಥ,meaning
229,Grund::N,ಕಾರಣ,reason
230,Wahrheit::N,ಸತ್ಯ,truth
231,Gespräch::N,ಸಂಭಾಷಣೆ,talk
232,Märchen::N,ಸುಳ್ಳು ಕಥೆ,fairy tale
233,Erzählung::N,ಕಥೆ,story
234,Nachricht::N,ಸಂದೇಶ,message
235,Neuigkeit::N,ಸುದ್ದಿ,news
236,Name::N,ಹೆಸರು,name
237,Rätsel::N,ಒಗಟು,puzzle
238,Rede::N,ಮಾತು,speech
239,Sprache::N,ಭಾಷೆ,language
240,Stimme::N,ಧ್ವನಿ,voice
241,Wort::N,ಮಾತು,word
242,Zeichen::N,ಗುರುತು,sign
243,Ruf::N,ಕೂಗು,call
244,Lärm::N,ಸದ್ದು,noise
245,Laut::N,ಶಬ್ದ,sound
246,Ton::N,ನಾದ,tone
247,Lied::N,ಗಾನ,song
248,Ruhe::N,ಶಾಂತಿ,calm
249,Leute::N,ಮಂದಿ,people
250,Volk::N,ಜನಾಂಗ,nation
251,Arbeit::N,ಕೆಲಸ,work
252,Gast::N,ಅತಿಥಿ,guest
253,Geschenk::N,ಕಾಣಿಕೆ,gift
254,Spiel::N,ಆಟ,game
255,Gesellschaft::N,ಸಂಗ,company
256,Hilfe::N,ಸಹಾಯ,help
257,Freund::N,ಸ್ನೇಹಿತ,friend
258,Kamerad::N,ಜೊತೆಗಾರ,companion
259,Angelegenheit::N,ವಿಚಾರ,matter
260,Anzahl::N,ಎಣಿಕೆ,count
261,Art::N,ತರ,sort
262,Stück::N,ತುಂಡು,piece
263,Teil::N,ಭಾಗ,part
264,Hälfte::N,ಅರ್ಧ,half
265,Kreis::N,ವೃತ್ತ,circle
266,Kreuz::N,ಶಿಲುಬೆ,cross
267,Linie::N,ರೀಖೆ,line
268,Strich::N,ಗೀಟು,stroke
269,Abstand::N,ಅಂತರ,gap
270,Entfernung::N,ದೂರ,distance
271,Gegend::N,ವಿಸ್ತೀರ್ಣ,area
272,Platz::N,ಅಂತರ,space
273,Ort::N,ಸ್ಥಳ,place
274,Seite::N,ಪಕ್ಷ,side
275,Mitte::N,ನಡು,middle
276,Gegenstand::N,ವಸ್ತು,item
277,Sache::N,ವಸ್ತು,thing
278,Rand::N,ಅಂಚು,fringe
279,Kante::N,ಅಂಚು,edge
280,Ecke::N,ಮೂಲೆ,corner
281,Spitze::N,ತುದಿ,tip
282,Ende::N,ಕೊನೆ,end
283,Loch::N,ತೂತು,hole
284,Winkel::N,ಕೋನ,angle
285,Muster::N,ನಮೂನೆ,pattern
286,Größe::N,ಪ್ರಮಾಣ,size
287,Länge::N,ಉದ್ದ,length
288,Höhe::N,ಎತ್ತರ,height
289,Gewicht::N,ತೂಕ,weight
290,Menge::N,ಮೊತ್ತ,amount
291,Haufen::N,ರಾಶಿ,heap
292,Reihe::N,ಸಾಲು,row
293,Boot::N,ದೋಣಿ,boat
294,Ruder::N,ಹುಟ್ಟು,oar
295,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,sleigh
296,Ski::N,ಜಾರುಪಟ್ಟಿ,ski
297,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,campfire
298,Last::N,ಹೊರೆ,load
299,Gang::N,ತಿರುಗಾಟ,walk
300,Schritt::N,ಹೆಜ್ಜೆ,step
301,Norden::N,ಉತ್ತರ,north
302,Süden::N,ದಕ್ಷಿಣ,south
303,Westen::N,ಪಶ್ಚಿಮ,west
304,Osten::N,ಮೂಡಲು,east
305,Holz::N,ಚೌಬೀನೆ,wood
306,Brett::N,ಹಲಗೆ,board
307,Platte::N,ಹಲಗೆ,slab
308,Stütze::N,ಆಸರೆ,bracket
309,Stange::N,ಕಂಬ,pole
310,Stock::N,ಕೋಲು,stick
311,Stab::N,ದೊಣ್ಣೆ,staff
312,Rohr::N,ನಳಿಕೆ,pipe
313,Haus::N,ಮನೆ,house
314,Heim::N,ಗೃಹ,home
315,Ofen::N,ಒಲೆ,stove
316,Fußboden::N,ನೆಲ,floor
317,Tisch::N,ಮೇಜು,table
318,Stuhl::N,ಕುರ್ಚಿ,chair
319,Wiege::N,ತೊಟ್ಟಿಲು,cradle
320,Bett::N,ಹಾಸಿಗೆ,bed
321,Regal::N,ಬೀರು,shelf
322,Kiste::N,ಪಟ್ಟಿಗೆ,box
323,Fenster::N,ಕಿಟಕಿ,window
324,Tür::N,ಬಾಗಿಲು,door
325,Tor::N,ಹೆಬ್ಬಾಗಿಲು,gate
326,Zaun::N,ಬೇಲಿ,fence
327,Dach::N,ಮಾಳಿಗೆ,roof
328,Leiter::N,ಏಣಿ,ladder
329,Besen::N,ಪೊರಕೆ,broom
330,Spaten::N,ಗುದ್ದಲಿ,spade
331,Schaufel::N,ಸನಿಕೆ,shovel
332,Gabel::N,ಕವಲು,fork
333,Löffel::N,ಚಮಚ,spoon
334,Messer::N,ಚಾಕು,knife
335,Nagel::N,ಆಣಿ,nail
336,Netz::N,ಬಲೆ,net
337,Haken::N,ಕೊಂಡಿ,hook
338,Griff::N,ಹಿಡಿ,handle
339,Schloss::N,ವೀಗ,lock
340,Bild::N,ಚಿತ್ರ,picture
341,Figur::N,ಆಕಾರ,figure
342,Puppe::N,ಗೊಂಬೆ,doll
343,Beutel::N,ಸಂಚಿ,pouch
344,Bündel::N,ಕಟ್ಟು,bundle
345,Tasche::N,ಚೀಲ,bag
346,Eimer::N,ಬಾನೆ,bucket
347,Deckel::N,ಮುಚ್ಚಳ,cover
348,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,dishes
349,Sack::N,ಮೂಟೆ,sack
350,Tasse::N,ಬಟ್ಟಲು,cup
351,Topf::N,ಮಡಕೆ,pot
352,Kessel::N,ಕೆಟಲ್,kettle
353,Essen::N,ಊಟ,meal
354,Nahrung::N,ಆಹಾರ,food
355,Speise::N,ಊಟ,dish
356,Fleisch::N,ಮಾಂಸ,meat
357,Getreide::N,ಧಾನ್ಯ,corn
358,Brei::N,ಗಂಜಿ,mush
359,Brot::N,ರೊಟ್ಟಿ,bread
360,Scheibe::N,ಹೋಳು,slice
361,Fett::N,ಕೊಬ್ಬು,fat
362,Butter::N,ಬೆಣ್ಣೆ,butter
363,Öl::N,ಎಣ್ಣೆ,oil
364,Salz::N,ಉಪ್ಪು,salt
365,Suppe::N,ಎಸರು,soup
366,Honig::N,ಮಧು,honey
367,Milch::N,ಹಾಲು,milk
368,Tee::N,ಚಹ,tea
369,Leder::N,ಚಕ್ಕಳ,leather
370,Wolle::N,ಉಣ್ಣೆ,wool
371,Stoff::N,ಬಟ್ಟೆ,cloth
372,Nadel::N,ಸೂಜಿ,needle
373,Faden::N,ದಾರ,thread
374,Knopf::N,ಗುಂಡು,button
375,Knoten::N,ಗಂಟು,knot
376,Farbe::N,ಬಣ್ಣ,paint
377,Kleidung::N,ಅರಿವೆ,clothes
378,Hemd::N,ಅಂಗಿ,shirt
379,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,collar
380,Ärmel::N,ತೋಳು,sleeve
381,Hose::N,ಇಜಾರ,trousers
382,Gürtel::N,ಬೆಲ್ಟು,belt
383,Mütze::N,ಟೋಪಿ,cap
384,Schuh::N,ಪಾದರಕ್ಷೆ,shoe
385,Stiefel::N,ಬೂಟು,boot
386,Ring::N,ಉಂಗುರ,ring
387,Band::N,ರಿಬ್ಬನ್,ribbon
388,Kamm::N,ಹಣಿಗೆ,comb
389,Spiegel::N,ಕನ್ನಡಿ,mirror
390,Riemen::N,ಬಾರು,strap
391,Schnur::N,ಹುರಿ,string
392,Leine::N,ಹಗ್ಗ,leash
393,Decke::N,ಕಂಬಳಿ,blanket
394,Kissen::N,ದಿಂಬು,pillow
395,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,scarf
396,Handtuch::N,ಚೌಕ,towel
397,Kraft::N,ಬಲ,force
398,Stärke::N,ಶಕ್ತಿ,strength
399,Gesundheit::N,ಆರೋಗ್ಯ,health
400,Krankheit::N,ರೋಗ,illness
401,Schmerz::N,ನೋವು,pain
402,Wunde::N,ಗಾಯ,wound
403,Fieber::N,ಜ್ವರ,fever
404,Arznei::N,ಔಷಧ,medicine
405,Brücke::N,ಸೇತುವೆ,bridge
406,Brunnen::N,ಬಾವಿ,well
407,Weide::N,ಗೋಮಾಳ,pasture
408,Pfad::N,ದಾರಿ,path
409,Weg::N,ಹಾದಿ,way
410,Straße::N,ರಸ್ತೆ,road
411,Dorf::N,ಹಳ್ಳಿ,village
412,Stadt::N,ಪಟ್ಟಣ,town
413,Brief::N,ಕಾಗದ,letter
414,Buch::N,ಪುಸ್ತಕ,book
415,Buchstabe::N,ಅಕ್ಷರ,character
416,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,newspaper
417,Leben::N,ಜೀವನ,life
418,Tod::N,ಮರಣ,death
419,Grab::N,ಗೋರಿ,grave
420,Kirche::N,ಚರ್ಚು,church
421,Sünde::N,ಪಾಪ,sin
422,Gott::N,ದೇವರು,god
423,Arbeiter::N,ಕೆಲಸಗಾರ,worker
424,Chef::N,ದಣಿ,boss
425,Meister::N,ಶಿಕ್ಷಕ,master
426,Arzt::N,ವೈದ್ಯ,doctor
427,Lehrer::N,ಉಪಾಧ್ಯಾಯ,teacher
428,Geld::N,ಹಣ,money
429,Geschäft::N,ವಾಣಿಜ್ಯ,business
430,Laden::N,ಅಂಗಡಿ,shop
431,Preis::N,ಬೆಲೆ,price
432,Ware::N,ಸರಕು,ware
433,Nutzen::N,ಲಾಭ,profit
434,Reichtum::N,ಸಂಪತ್ತು,wealth
435,Welt::N,ಭೂಲೋಕ,world
436,Land::N,ದೇಶ,country
437,Staat::N,ರಾಜ್ಯ,state
438,König::N,ರಾಜ,king
439,Macht::N,ಅಧಿಕಾರ,power
440,Grenze::N,ಗಡಿ,border
441,Krieg::N,ಯುದ್ಧ,war
442,Feind::N,ಶತ್ರು,enemy
443,Gewalt::N,ಹಿಂಸೆ,violence
444,Kampf::N,ಹೋರಾಟ,fight
445,Bogen[Waffe]::N,ಬಿಲ್ಲು,bow
446,Pfeil::N,ಅಂಬು,arrow
447,Gewehr::N,ಬಂದೂಕು,gun
448,Fehler::N,ತಪ್ಪು,mistake
449,Lüge::N,ಸುಳ್ಳು,lie
450,Schaden::N,ಹಾನಿ,damage
451,Unglück::N,ಅಪಾಯ,misfortune
452,Schuld::N,ದೋಷ,fault
453,Alter::N,ಮುಪ್ಪು,age
454,Schluss::N,ಮುಕ್ತಾಯ,conclusion
455,Zeit::N,ಕಾಲ,time
456,Tag::N,ದಿನ,day
457,Morgen::N,ಮುಂಜಾನೆ,morning
458,Mittag::N,ನಡುಹಗಲು,noon
459,Abend::N,ಸಂಜೆ,evening
460,Nacht::N,ರಾತ್ರಿ,night
461,Woche::N,ವಾರ,week
462,Monat::N,ತಿಂಗಳು,month
463,Jahr::N,ಸಂವತ್ಸರ,year
464,Frühling::N,ವಸಂತ,spring
465,Sommer::N,ಬಿಸಿಲುಕಾಲ,summer
466,Herbst::N,ಶರತ್ಕಾಲ,autumn
467,Winter::N,ಚಳಿಗಾಲ,winter
468,Januar::N,ನಾಲ್ಚಳಿ,January
469,Februar::N,ಅಯ್ಚಳಿ,February
470,März::N,ಮೊಬ್ಬೇಸಿಗೆ,March
471,April::N,ಇಬ್ಬೇಸಿಗೆ,April
472,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,May
473,Juni::N,ಮೊಮ್ಮಳೆ,June
474,Juli::N,ಇಮ್ಮಳೆ,July
475,August::N,ಮುಮ್ಮಳೆ,August
476,September::N,ನಾಲ್ಮಳೆ,September
477,Oktober::N,ಮೊಚ್ಚಳಿ,October
478,November::N,ಇಚ್ಚಳಿ,November
479,Dezember::N,ಮುಚ್ಚಳಿ,December
480,Montag::N,ಸೋಮುವಾರ,Monday
481,Dienstag::N,ಮಂಗಳವಾರ,Tuesday
482,Mittwoch::N,ಬುಧವಾರ,Wednesday
483,Donnerstag::N,ಗುರುವಾರ,Thursday
484,Freitag::N,ಶುಕ್ರವಾರ,Friday
485,Samstag::N,ಶನಿವಾರ,Saturday
486,Sonntag::N,ಭಾನುವಾರ,Sunday
487,groß::A,ದೊಡ್ಡ,big
488,klein::A,ಪುಟ್ಟ,little
489,lang::A,ದೀರ್ಘ,long
490,kurz::A,ಚಕ್ಕ,short
491,breit::A,ಅಗಲವಾದ,wide
492,schmal::A,ಇಕ್ಕಟ್ಟಾದ,narrow
493,dicht::A,ದಟ್ಟ,dense
494,dick[Gegenstand]::A,ದಟ್ಟ,thick
495,dünn::A,ತೆಳು,thin
496,fein::A,ಕೋಮಲ,delicate
497,fest::A,ಘನ,firm
498,flach::A,ಚಪ್ಪಟೆ,flat
499,glatt::A,ನಯ,smooth
500,hart::A,ಗಟ್ಟಿ,hard
501,weich::A,ಮೃದುವಾದ,soft
502,rund::A,ವರ್ತುಳ,round
503,spitz::A,ಮೊನಚಾದ,pointed
504,scharf::A,ತೀಕ್ಷ್ಣ,sharp
505,stumpf::A,ಮೊಂಡು,blunt
506,schwer::A,ಭಾರಿ,heavy
507,schön::A,ಸುಂದರ,beautiful
508,heiß::A,ಬಿಸಿ,hot
509,warm::A,ಬಿಸಿ,warm
510,kalt::A,ತಣ್ಣನೆಯ,cold
511,kühl::A,ತಂಪಾದ,cool
512,frisch::A,ನಿರ್ಮಲ,fresh
513,feucht::A,ಒದ್ದೆಯಾದ,damp
514,nass::A,ಒದ್ದೆಯಾದ,wet
515,trocken::A,ಶುಷ್ಕ,dry
516,voll::A,ತುಂಬಿದ,full
517,leer::A,ಖಾಲಿ,empty
518,offen::A,ಮುಚ್ಚಲ್ಲದ,open
519,geschlossen::A,ಮುಚ್ಚಿದ,closed
520,sauber::A,ಶುದ್ಧ,clean
521,schmutzig::A,ಅಶುದ್ಧ,dirty
522,roh::A,ಹಸಿ,raw
523,reif::A,ಹಣ್ಣಾದ,ripe
524,lecker::A,ಗುಚಿಕರ,delicious
525,süß::A,ಸಿಹಿ,sweet
526,bitter::A,ಕಹಿ,bitter
527,sauer::A,ಹುಳಿಯಾದ,sour
528,hell::A,ಹೊಳೆಯುವ,bright
529,dunkel::A,ಮಬ್ಬಾದ,dark
530,schwarz::A,ಕಪ್ಪು,black
531,weiß::A,ಬಿಳಿಯ,white
532,rot::A,ಕೆಂಪು,red
533,gelb::A,ಹಳದಯ,yellow
534,blau::A,ನೀಲ,blue
535,grün::A,ಕಾಯಾದ,green
536,grau::A,ಬೂದುಬಣ್ಣದ,grey
537,bunt::A,ವರ್ಣರಂಜಿತ,colourful
538,bunt::A,ವರ್ಣರಂಜಿತ,colorful
539,billig::A,ಅಗ್ಗ,cheap
540,teuer::A,ದುಬಾರಿಯಾದ,dear
541,wertvoll::A,ಅಮೂಲ್ಯ,precious
542,blind::A,ಅಂಧ,blind
543,taub::A,ಕಿವುಡಾದ,deaf
544,kräftig::A,ಪ್ರಬಲ,powerful
545,stark::A,ಶಕ್ತಿವಂತ,strong
546,schwach::A,ದುರ್ಬಲ,weak
547,fett::A,ಕೊಬ್ಬಿದ,fat
548,schlank::A,ತೆಳ್ಳಗಿನ,slim
549,hübsch::A,ಅಂದವಾದ,pretty
550,böse::A,ಕೆಟ್ಟ,evil
551,dumm::A,ಮಂದ,stupid
552,faul::A,ಆಲಸ,lazy
553,fleißig::A,ಕಡಗುವ,diligent
554,geizig::A,ಜುಗ್ಗ,stingy
555,klug::A,ಚತುರ,clever
556,geschickt::A,ದಕ್ಷ,skilful
557,geschickt::A,ದಕ್ಷ,skillful
558,lieb::A,ಪ್ರಿಯ,dear
559,lustig::A,ಖುಷಿಯಾದ,merry
560,sanft::A,ಸೌಮ್ಯ,gentle
561,hungrig::A,ಹಸಿದ,hungry
562,krank::A,ಅಸ್ವಸ್ಥ,sick
563,nackt::A,ನಗ್ನ,naked
564,traurig::A,ದುಃಖಿತ,sad
565,lebendig::A,ಜೀವಂತ,living
566,gut::A,ಒಳ್ಳೆಯ,good
567,schlecht::A,ದುಷ್ಟ,bad
568,richtig::A,ಸರಿ,correct
569,schlimm::A,ಅಸಹ್ಯ,nasty
570,wahr::A,ನಿಜ,true
571,alt::A,ಮುದಿ,old
572,neu::A,ಹೊಸ,new
573,ehemalig::A,ಮಾಜೀ,former
574,alt[Lebewesen]::A,ವೃದ್ಧ,aged
575,jung::A,ಎಳ,young
576,arm::A,ಬಡ,poor
577,reich::A,ಶ್ರೀಮಂತ,rich
578,bekannt::A,ಅಪ್ತ,familiar
579,berühmt::A,ಪ್ರಸಿದ್ಧ,famous
580,fremd::A,ಪರಕೀಯ,foreign
581,verschieden::A,ಬೇರೆ,different
582,nah::A,ಹತ್ತಿರವಾದ,near
583,fern::A,ದೂರದ,far
584,linker::A,ಎಡ,left
585,rechter::A,ಬಲ,right
586,anderer::A,ಇತರ,other
587,erster::A,ಪ್ರಥಮ,first
588,zweiter::A,ದ್ವಿತೀಯ,second
589,dritter::A,ಮೂರನೆಯಜಗತ್ತು,third
590,letzter::A,ಅಂತ್ಯ,last
591,allein::ADV,ಒಬ್ಬನೇ,alone
592,auf einmal::ADV,ಒಡನೆ,at once
