,Concept_ID,sah,sl
762,unter::PRP,оһох түгэҕэ,pod
763,durch::PRP,курдары,skózi
764,neben::PRP,аттыгар,kràj
765,neben::PRP,аттыгар,póleg
766,zwischen::PRP,ыккардынан,med
767,zwischen::PRP,ыккардынан,izmed
768,wegen::PRP,уҥуортан,zarádi
769,dies::PRN,ити,tó
770,dies::PRN,бу,tó
771,das::PRN,били,tó
772,alles::PRN,барыта,vsè
773,ich::PRN,мин,jàz
774,du::PRN,эн,tí
775,er::PRN,кнни,òn
776,wir::PRN,биһиги,mí
777,ihr::PRN,эһиги,ví
778,sie::PRN,кинилэр,ôni
779,was::FPRN,туох,káj
780,wer::FPRN,ким,kdó
781,wo::FADV,ханна,kjé
782,wohin::FADV,ханна,kám
783,wie::FADV,хайдах,kakó
784,warum::FADV,тоҕо,zakáj
785,wieviel::FNUM,төһө,kóliko
786,eins::NUM,биир,êden
787,zwei::NUM,икки,dvá
788,drei::NUM,үс,trí
789,vier::NUM,түөрт,štíri
790,fünf::NUM,биэс,pét
791,sechs::NUM,алта,šést
792,sieben::NUM,сэттэ,sédem
793,acht::NUM,аҕыс,ósem
794,neun::NUM,тоҕус,devét
795,zehn::NUM,уон,desét
796,elf::NUM,уон биир,enájst
797,zwölf::NUM,уон икки,dvánajst
798,zwanzig::NUM,сүүрбэ,dvájset
799,dreißig::NUM,отут,trídeset
800,vierzig::NUM,түөрт уон,štírideset
801,fünfzig::NUM,биэс уон,pétdeset
802,sechzig::NUM,алта уон,šéstdeset
803,siebzig::NUM,сэттэ уон,sédemdeset
804,achtzig::NUM,аҕыс уон,ósemdeset
805,neunzig::NUM,тоҕус уонус,devétdeset
806,hundert::NUM,сүүс,stó
807,tausend::NUM,тыһыынча,tísoč
808,und::CNJ,да,in
809,und::CNJ,уонна,in
810,und::CNJ,итиэннэ,in
811,oder::CNJ,эбэтэр,áli
812,stehen::V,тур,státi
813,sitzen::V,олор,sedéti
814,liegen::V,сыт,ležáti
815,hängen::V,санньылый,viséti
816,werden::V,буол,postáti
817,passieren::V,буол,zgodíti se
818,beginnen::V,саҕалан,začéti se
819,enden::V,бүт,končáti se
820,wechseln::V,уларый,ménjati se
821,aufgehen[Sonne]::V,ой,vzíti
822,untergehen[Sonne]::V,киир,zaíti
823,scheinen[Sonne]::V,сырдат,sijáti
824,donnern::V,эт,grméti
825,wehen::V,үр,píhati
826,strömen::V,кутулун,líti
827,fließen::V,сүүр,têči
828,sich drehen::V,эргий,vrtéti se
829,schwanken::V,биэтэҥнээ,kolébati
830,schwingen::V,эйэҥнээ,níhati
831,fallen::V,оҕут,pádati
832,brennen::V,умай,goréti
833,rauchen::V,буруолаа,kadíti se
834,regnen::V,самыырдаа,deževáti
835,gefrieren::V,тоҥ,zmŕzniti
836,tauen::V,ир,tájati
837,schmelzen::V,уулун,kopnéti
838,trocknen::V,куур,sušíti se
839,sieden::V,оргуй,kipéti
840,faulen::V,сытый,gníti
841,verfaulen::V,сытыйан_хаал,zgníti
842,reißen::V,хайыт,tŕgati se
843,reißen::V,быһытталан,tŕgati se
844,versinken::V,тимир,pogrézniti se
845,versinken::V,батылын,pogrézniti se
846,vergehen::V,дьай,miníti
847,erscheinen::V,көһүн,pojáviti se
848,verschwinden::V,сүт,izgíniti
849,sinken::V,намтаа,péšati
850,abnehmen::V,аччаа,pojémati
851,zunehmen::V,элбээ,véčati se
852,zunehmen::V,элбээ,množíti se
853,steigen::V,үрдээ,dvígati se
854,wachsen::V,үүн,rásti
855,glänzen::V,кылбай,sijáti
856,funkeln::V,күлүмнээ,ískriti se
857,funkeln::V,күлүмүрдээ,ískriti se
858,lärmen::V,тыаһаа,ropotáti
859,lärmen::V,тыаһаа,razgrájati
860,läuten::V,собуоннаа,zvoníti
861,klingeln::V,линкинээ,zvončkljáti
862,klirren::V,айгырат,žvenketáti
863,brausen::V,сирилээ,šuméti
864,rauschen::V,суугунаа,šuštéti
865,rauschen::V,суугунаа,šelestéti
866,klingen::V,доргуй,zvenéti
867,bellen::V,үр,lájati
868,heulen::V,улуй,zavíjati
869,blasen::V,үр,píhniti
870,pfeifen::V,иһиир,pískati
871,pfeifen::V,иһиир,žvížgati
872,schreien::V,кылан,kričáti
873,schreien::V,хаһыытаа,kričáti
874,stöhnen::V,ынчыктаа,stókati
875,zittern::V,титирээ,drgetáti
876,zittern::V,дьигиһий,drgetáti
877,leben::V,олор,živéti
878,geboren werden::V,төрөө,rodíti se
879,atmen::V,тыын,díhati
880,trinken::V,ис,píti
881,essen::V,аһаа,jésti
882,schlucken::V,ыйыһын,požírati
883,müde werden::V,сылай,péšati
884,müde werden::V,сылай,utrúditi se
885,einschlafen::V,утуйан хаал,zaspáti
886,schlafen::V,утуй,spáti
887,schlafen::V,утуйа сыт,spáti
888,aufwachen::V,уһугун,zbudíti se
889,aufstehen::V,тур,vstáti
890,sich erholen::V,сынньан,oddahníti se
891,krank werden::V,ыарый,oboléti
892,krank sein::V,ыарый,bíti bolán
893,krank sein::V,ыарыт,bíti bolán
894,schmerzen::V,ыарыт,boléti
895,husten::V,сөтөлүн,kášljati
896,genesen::V,көн,okrévati
897,sterben::V,өл,umréti
898,umkommen::V,өл,pogíniti
899,umkommen::V,оҕут,pogíniti
900,sich bewegen::V,хамсаа,zganíti se
901,sich rühren::V,хамсаа,premakníti se
902,sich erheben::V,тур,vstájati
903,sich erheben::V,тур,vzdígniti se
904,sich setzen::V,олор,sésti
905,hinfallen::V,оҕут,pásti dôl
906,laufen::V,хаам,hodíti
907,schreiten::V,атыллаа,stópati
908,spazierengehen::V,дьаарбай,na sprehòd íti
909,eilen::V,тиэтэй,drvéti
910,sich beeilen::V,ыксаа,hitéti
911,sausen::V,элээр,dírkati
912,rennen::V,сүүрэкэлээ,dírjati
913,springen::V,ой,skákati
914,springen::V,ыстан,skákati
915,klettern::V,ытын,plézati
916,schaukeln::V,эйэҥнээ,kolébati
917,schaukeln::V,биэрэҥнээ,kolébati
918,kriechen::V,сыыл,pláziti se
919,schwimmen::V,уһун,plávati
920,schwimmen::V,харбаа,plávati
921,tauchen::V,умус,potápljati se
922,rudern::V,эрт,vesláti
923,fahren::V,айаннаа,vozíti se
924,fahren::V,айаннаа,peljáti se
925,fliegen::V,көт,létati
926,gehen::V,бар,íti
927,weggehen::V,бар,odíti
928,abfahren::V,бар,odpeljáti se
929,anhalten::V,тохтоо,ustáviti se
930,hineingehen::V,киир,íti nóter
931,eintreten::V,киир,vstopíti
932,kommen::V,кэл,príti
933,ankommen::V,кэл,prispéti
934,ankommen::V,кэл,prihájati
935,ankommen::V,тиий,prispéti
936,ankommen::V,тиий,prihájati
937,zurückkommen::V,төнүн,vrníti se
938,bleiben::V,хаал,ostáti
939,warten::V,көһүт,čákati
940,erwarten::V,күүт,pričakováti
941,erwarten::V,көһүт,pričakováti
942,suchen::V,ирдээ,iskáti
943,suchen::V,көрдөө,iskáti
944,finden::V,бул,nájti
945,versuchen::V,сорун,poskúšati
946,vorbereiten::V,бэлэмнээ,pripráviti
947,lieben::V,таптаа,ljubíti
948,mögen::V,сөбүл,márati
949,lachen::V,күл,smejáti se
950,rühren::V,долгут,ganíti
951,weinen::V,ытаа,jókati
952,weinen::V,ытаа,plákati
953,schimpfen::V,үөҕүс,psováti
954,schimpfen::V,үөҕүс,zmérjati
955,sich ärgern::V,кыыһыр,jezíti se
956,sich ärgern::V,кыйахан,jezíti se
957,sich fürchten::V,куттан,báti se
958,sich fürchten::V,дьиксин,báti se
959,fürchten::V,дьиксин,báti se
960,fürchten::V,куттан,báti se
961,fliehen::V,күрээ,bežáti
962,flüchten::V,күрээ,pobégniti
963,sehen::V,көр,vídeti
964,anschauen::V,көр,oglédati
965,ansehen::V,көр,glédati
966,hören::V,бил,slíšati
967,hören::V,иһит,slíšati
968,zuhören::V,иһит,poslúšati
969,probieren::V,боруобалаан көр,poskúšati
970,probieren::V,амсайан көр,poskúšati
971,riechen::V,сытырҕаа,dúhati
972,fühlen::V,бил,čutíti
973,scheinen::V,көһүн,zdéti se
974,zu sehen sein::V,көһүн,vídeti se
975,vernehmen::V,иһит,čúti
976,frieren::V,тоҥ,zébsti
977,frieren::V,үлүй,zébsti
978,tun::V,гын,délati
979,können::V,кыай,môči
980,wollen::V,баҕар,hotéti
981,anfangen::V,саҕалаа,začéti
982,beenden::V,бүтэр,dokončáti
983,aufhören::V,уурай,prenéhati
984,gelingen::V,сатан,uspéti
985,gelingen::V,сатан,posréčiti se
986,geraten::V,баар буолан биэр,obnêsti se
987,geraten::V,баар буола тус,obnêsti se
988,geraten::V,буолан таҕыс,obnêsti se
989,öffnen::V,ас,odpréti
990,schließen::V,сап,zapréti
991,schließen::V,хатаа,zapréti
992,stellen::V,уур,postáviti
993,stellen::V,туруор,postáviti
994,setzen::V,туруор,posadíti
995,setzen::V,уур,posadíti
996,legen::V,уур,položíti
997,berühren::V,тыыт,dotíkati se
998,berühren::V,таарый,dotíkati se
999,verbinden::V,кэлгий,obvézati
1000,bedecken::V,бүрүй,pokríti
1001,aufhängen::V,ыйаа,obésiti
1002,anzünden::V,умат,zažgáti
1003,aufheben::V,өрө тарт,vzdígniti
1004,zurücklassen::V,бырах,zapustíti
1005,verlieren::V,сүтэр,izgubíti
1006,fallen lassen::V,түһэр,navréči
1007,fallen lassen::V,мүлчү тут,navréči
1008,machen::V,оҥор,naredíti
1009,machen::V,оҥор,napráviti
1010,machen::V,оҥоһун,naredíti
1011,machen::V,оҥоһун,napráviti
1012,herstellen::V,оҥор,izdélati
1013,bauen::V,тут,gradíti
1014,reparieren::V,абырахтаа,popráviti
1015,verbessern::V,тупсар,izbóljšati
1016,ändern::V,уларыт,spremeníti
1017,graben::V,хас,kopáti
1018,graben::V,хас,grêbsti
1019,beugen::V,бокут,upogníti
1020,beugen::V,токурут,upogníti
1021,beugen::V,бүк баттаа,upogníti
1022,biegen::V,иэх,zavíjati
1023,biegen::V,өҕүлүннэр,zavíjati
1024,drehen::V,эргит,vrtéti
1025,drehen::V,эргичит,vrtéti
1026,wenden::V,эргилин,obrníti
1027,umdrehen::V,түҥнэр,zasúkati
1028,heben::V,көтөх,dvígati
1029,hochheben::V,таһаар,privzdígniti
1030,ergreifen::V,тут,zgrábiti
1031,halten::V,тут,držáti
1032,drücken::V,ык,tiščáti
1033,schieben::V,ас,ríniti
1034,kratzen::V,кыһыы,práskati
1035,lecken::V,салаа,lízati
1036,beißen::V,ытыр,grísti
1037,abreißen::V,быһа тарт,odtŕgati
1038,abreißen::V,туура тарт,odtŕgati
1039,abschneiden::V,быс,odrézati
1040,abschneiden::V,быһан ыл,odrézati
1041,abschneiden::V,быһа баттаа,odrézati
1042,binden::V,кэлгий,vézati
1043,stecken::V,батары ас,vtakníti
1044,brechen::V,тоһут,lomíti
1045,klopfen::V,тоҥсуй,tólči
1046,hauen::V,оҕус,séči
1047,kleben::V,силимнээ,lépiti
1048,reiben::V,аал,tréti
1049,reiben::V,аал,dŕgniti
1050,streichen::V,сыбаа,namázati
1051,schleifen::V,чочуй,brúsiti
1052,schneiden::V,быс,rézati
1053,rütteln::V,иэҕэҥнэт,strésti
1054,schütteln::V,сахсый,majáti
1055,schwenken::V,дайбаа,obrníti
1056,schütten::V,кут,sípati
1057,füllen::V,толор,napolníti
1058,einwickeln::V,суулаа,zavíti
1059,tragen::V,ит,nêsti
1060,schleppen::V,сос,vláčiti
1061,ziehen::V,тарт,vléči
1062,aufbewahren::V,уур,shranjeváti
1063,aufbewahren::V,харай,shranjeváti
1064,werfen::V,бырах,lúčati
1065,fangen::V,хап,ujéti
1066,packen::V,тут,prijéti
1067,verstecken::V,саһыар,skríti
1068,teilen::V,үллэр,razdelíti
1069,schicken::V,ыыт,pošíljati
1070,bringen::V,аҕал,prinêsti
1071,hinzufügen::V,эп,pristáviti
1072,bekommen::V,ыл,dobíti
1073,bekommen::V,булун,dobíti
1074,erhalten::V,ыл,prejéti
1075,nehmen::V,ыл,vzéti
1076,wählen::V,быыбардаа,izbírati
1077,auswählen::V,тал,izbráti
1078,bewahren::V,харай,ohraníti
1079,behindern::V,мэһэйдээ,ovírati
1080,verderben::V,буорту гын,pokváriti
1081,beschädigen::V,алдьат,poškodováti
1082,zerbrechen::V,үлтүрүт,razlomíti
1083,zerreißen::V,хайыта тарт,raztŕgati
1084,zerstören::V,алдьат,razrúšiti
1085,verbrennen::V,уоттаа,sežgáti
1086,geben::V,биэр,dáti
1087,reichen::V,аҕал,séči
1088,reichen::V,аҕал,molíti
1089,schenken::V,бэлэхтээ,podáriti
1090,versprechen::V,эрэннэр,obljubíti
1091,wünschen::V,баҕар,vóščiti
1092,loben::V,хайҕаа,hváliti
1093,küssen::V,уураа,poljubováti
1094,wiegen::V,бигээ,zíbati
1095,zudecken::V,сап,pokríti
1096,zudecken::V,бүрүй,pokríti
1097,wecken::V,уһугуннар,zbudíti
1098,zeigen::V,көрдөр,pokázati
1099,führen::V,салай,vêsti
1100,lehren::V,үөрэт,učíti
1101,unterrichten::V,үөрэт,poučeváti
1102,aufziehen::V,иит,vzgojíti
1103,leiten::V,салай,uprávljati
1104,antreiben::V,кыһай,goníti
1105,lassen::V,күһэй,povzročíti
1106,einladen::V,ыҥыр,povábiti
1107,vereinigen::V,холбоо,zdrúžiti
1108,vereinigen::V,түм,zdrúžiti
1109,besuchen::V,сырыт,obiskáti
1110,besuchen::V,билсэ сырыт,obiskáti
1111,treffen::V,көрүс,pogodíti
1112,sich versammeln::V,мүһүн,zbráti se
1113,sich versammeln::V,түмүс,zbráti se
1114,spielen::V,оонньоо,igráti se
1115,singen::V,ыллаа,péti
1116,tanzen::V,үҥкүүлээ,plésati
1117,sich trennen::V,араҕыс,ločíti se
1118,verlassen::V,хааллар,zapustíti
1119,retten::V,өрүһүй,réšiti
1120,bewachen::V,араҥаччылаа,strážiti
1121,schützen::V,көмүскээ,sčítiti
1122,verteidigen::V,көмүскээ,braníti
1123,sich schlagen::V,охсус,têpsti se
1124,schießen::V,ытыалаа,stréljati
1125,siegen::V,хот,zmágati
1126,siegen::V,кыай,zmágati
1127,ärgern::V,кыыһырт,jezíti
1128,ärgern::V,кыыһырт,razbúriti
1129,schlagen::V,оҕус,têpsti
1130,schlagen::V,оҕус,udáriti
1131,treten::V,тэп,teptáti
1132,stechen::V,кэй,ubôsti
1133,stoßen::V,кэп,peháti
1134,stoßen::V,кэп,drégniti
1135,stoßen::V,үтүрүй,peháti
1136,stoßen::V,үтүрүй,drégniti
1137,stehlen::V,уор,ukrásti
1138,stehlen::V,уор,pokrásti
1139,stören::V,мэһэйдээ,motíti
1140,belästigen::V,батар,nadlegováti
1141,verbergen::V,кистээ,skríti
1142,täuschen::V,албыннаа,slepíti
1143,betrügen::V,албыннаа,várati
1144,betrügen::V,албыннаа,ogoljufáti
1145,töten::V,өлөр,ubíti
1146,wohnen::V,олор,prebívati
1147,arbeiten::V,үлэлээ,délati
1148,sammeln::V,мус,zbráti
1149,sammeln::V,хомуй,zbráti
1150,pflücken::V,үргээ,obráti
1151,jagen::V,бултаа,lovíti
1152,fischen::V,балыктаа,ribáriti
1153,fassen::V,тут,zajéti
1154,hüten::V,манаа,pásti
1155,treiben::V,үүр,pogánjati
1156,anbinden::V,баай,privézati
1157,füttern::V,аһат,kŕmiti
1158,melken::V,ыа,mólsti
1159,hacken::V,кэрт,sékati
1160,gießen::V,сиигирт,ulíti
1161,reifen::V,бус,zoréti
1162,zubereiten::V,бэлэмнээ,pripráviti
1163,kochen::V,буһар,kúhati
1164,backen::V,буһар,cvréti
1165,braten::V,хооруй,pêči
1166,braten::V,ыһаарылаа,pêči
1167,braten::V,соркуойдаа,pêči
1168,umrühren::V,былаа,preméšati
1169,stricken::V,өр,plêsti
1170,nähen::V,иистэн,šívati
1171,färben::V,кырааскалаа,bárvati
1172,reinigen::V,ыраастаа,očístiti
1173,waschen::V,сууй,opráti
1174,abwischen::V,сот,obrísati
1175,spülen::V,сайҕаа,splakováti
1176,fegen::V,сиппий,pométati
1177,kehren::V,харбаа,mésti
1178,baden::V,сөтүөлээ,kópati se
1179,sich waschen::V,суун,umíti se
1180,ausziehen::V,уһул,izvléči
1181,anziehen::V,кэтэрт,obléči
1182,sich anziehen::V,таҥын,obléči se
1183,kämmen::V,тараа,česáti
1184,schmücken::V,симээ,okrasíti
1185,sagen::V,диэ,dejáti
1186,sprechen::V,эт,govoríti
1187,sprechen::V,саҥар,govoríti
1188,reden::V,кэпсэт,rêči
1189,sich unterhalten::V,кэпсэт,razgovárjati se
1190,fragen::V,ыйыт,vprášati
1191,bitten::V,көрдөс,prosíti
1192,erzählen::V,кэпсээ,práviti
1193,erzählen::V,сэһэргээ,práviti
1194,mitteilen::V,биллэр,naznániti
1195,nennen::V,ааттаа,imenováti
1196,rufen::V,ыҥыр,klícati
1197,prahlen::V,чабылан,baháti se
1198,prahlen::V,киһиргээ,baháti se
1199,übersetzen::V,тылбаастаа,prevêsti
1200,denken::V,санаа,mísliti
1201,denken::V,толкуйдаа,mísliti
1202,glauben::V,итэҕэй,verjéti
1203,bemerken::V,бэлиэтээ,opáziti
1204,erkennen::V,бил,spoznáti
1205,begreifen::V,өйдөө,pôjmiti
1206,verstehen::V,өйдөө,razuméti
1207,lernen::V,үөрэн,učíti se
1208,wissen::V,бил,znáti
1209,wissen::V,бил,védeti
1210,sich erinnern an::V,аҕын,spómniti se
1211,vergessen::V,умун,pozábiti
1212,messen::V,кэмнээ,mériti
1213,messen::V,кээмэйдээ,mériti
1214,zählen::V,аах,štéti
1215,rechnen::V,аах,račúnati
1216,lesen::V,аах,bráti
1217,lesen::V,аах,čítati
1218,malen::V,уруһуйдаа,slíkati
1219,zeichnen::V,уруһуйдаа,rísati
1220,schreiben::V,суруй,písati
1221,besitzen::V,баһылаа,iméti
1222,kaufen::V,атыылас,kupíti
1223,verkaufen::V,атыылаа,prodáti
1224,bezahlen::V,төлөө,pláčati
1225,zahlen::V,төлөө,plačeváti
1226,beherrschen::V,баһылаа,obvládati
1227,ertragen::V,тулуй,prenêsti
